9b8d37198104295333f13777d4c3323c8c7d6d1a341277f9292db9c18b7fcc7c,a721cefacd4d7ec72103c341562326b3a9c827dfc9e0db3f904a4d1c4443cd1b,eed9dc4acd929673c84129ccc5591bc44f400a98e64f04b86803a21ec6f6fd32,6fc6437ede12e314e7ccc3f0f485d2ee07d211f6d59de84dd1dccd724c638d07,fae089b76e747b23c1ecd78963a8fbef4bed46275c6c53d8caef912f9a2fc48d,196430f0d4582990ee61558f391e76739de1458f21544f3a275ea2959db6a939,fddaed50890063ba3c762873db9efcbe790a05c2c1c33fde6c54f103ce9a513c,1e3a83ba6938c8601516bd6dd5cd810e883dc72290a8887876f893d05c849644,e1686e1d76c297ca0b66764d0adeef0c67bfe179ca1bbb72ac96df807198bc4d,a292e5dd9226e0349ace897d07d0cff857d3f52f6b519b3cb3d7fc0560601c1b,453a94ebf595376b4582121059124f67020ab7cd9999bd4264383a4a52d767e7
"","72034","","","0","","","72","91","0","0"
"0","72035","clear_guts1_in","1","1","","0.2","72","3","clear_guts1_talk","0"
"","72036","vo_asb_0727","","vo_asb","","","72","21","0","0"
"0","72037","但是我覺得可不能就這樣放棄呢。\n所以我打算時不時就去一趟森林，\n試著讓300年縮短成３年！","1","1","0","0","72","11","1","10"
"","72038","","","0","","","72","91","0","0"
"","72039","","","72040","","","72","101","",""
"0","72040","1","0","1","","0.3","72","6","1","1"
"0","72041","1","0","0","","0.3","72","6","1","1"
"","72042","-120","1","1","","","72","2","0.3","-250"
"","72043","-100","1","0","","","72","2","0.3","0"
"","72044","0","","0","","","72","22","",""
"","72045","0","","0.4","","","72","93","",""
"0","82001","1","-250","1","riri_idle","2.2","82","5","30","52"
"0","82002","1","0","1","","0","82","6","1","1"
"0","82003","0","0","0","black","1","82","5","50","29"
"0","82004","1","0","0","","0","82","6","1","1"
"","82005","","","0","","","82","91","",""
"0","82006","1","1","1","","0.2","82","6","1","1"
"0","82007","1","1","0","","0.2","82","6","1","1"
"","82008","-20","2","1","","","82","2","0.3","-250"
"","82009","0","2","0","","","82","2","0.3","0"
"","82010","0","","0.6","","","82","93","",""
"","82011","riri_talk","","1","","0.2","82","3","","1"
"","82012","vo_asb_0821","","vo_asb","","","82","21","0","0"
"0","82013","那時候，\n我受到了挖角。\n據美里小姐所說，\n我似乎有當幼教師的「天賦」。","1","1","0","0","82","11","1","10"
"","82014","","","0","","","82","91","0","0"
"","82015","sad_talk_surprise","","1","","0.2","82","3","","1"
"","82016","vo_asb_0822","","vo_asb","","","82","21","0","0"
"0","82017","姑且不說小孩子，\n我確實認知自己深受動物喜歡……\n我也有自知之明，\n知道自己不適合冒險者這份工作……","1","1","0","0","82","11","1","10"
"","82018","","","0","","","82","91","0","0"
"","82019","guts2_talk_Ex1","","1","","0.2","82","3","","1"
"","82020","vo_asb_0823","","vo_asb","","","82","21","0","0"
"0","82021","即使如此……我是個要克服先天優劣，\n往自己的道路勇敢前進的冒險者。\n一旦下定決心，\n就不能輕言放棄……！","1","1","0","0","82","11","1","10"
"","82022","","","0","","","82","91","0","0"
"","82023","talk_joy","","1","","0.2","82","3","","1"
"","82024","vo_asb_0824","","vo_asb","","","82","21","0","0"
"0","82025","當我向美里小姐表示\n我堅定不移的決心後，\n她回應我「好的～♪」\n並馬上理解了我的決心。","1","1","0","0","82","11","1","10"
"","82026","","","0","","","82","91","0","0"
"","82027","wish_talk_joyR_riri","","1","","0.2","82","3","","1"
"","82028","vo_asb_0825","","vo_asb","","","82","21","0","0"
"0","82029","她既溫和又寬容，\n還通情達理……\n她正是真正的幼教師呢。","1","1","0","0","82","11","1","10"
"","82030","","","0","","","82","91","0","0"
"","82031","surprise_talk_nervous","","1","","0.2","82","3","","1"
"","82032","vo_asb_0826","","vo_asb","","","82","21","0","0"
"0","82033","……只不過，和她道別時，\n她依然用同樣溫和的笑容對我說\n「我還會再邀請妳的～♪」\n讓我有些在意就是了……","1","1","0","0","82","11","1","10"
"","82034","","","0","","","82","91","0","0"
"","82035","","","82036","","","82","101","",""
"0","82036","1","0","1","","0.3","82","6","1","1"
"0","82037","1","0","0","","0.3","82","6","1","1"
"","82038","-120","1","1","","","82","2","0.3","-250"
"","82039","-100","1","0","","","82","2","0.3","0"
"","82040","0","","0","","","82","22","",""
"","82041","0","","0.4","","","82","93","",""
"0","92001","1","-250","2","clear_surprise_talk","2.2","92","5","30","52"
"0","92002","1","0","1","","0","92","6","1","1"
"0","92003","0","0","0","black","1","92","5","50","29"
"0","92004","1","0","0","","0","92","6","1","1"
"","92005","","","0","","","92","91","",""
"0","92006","1","1","1","","0.2","92","6","1","1"
"0","92007","1","1","0","","0.2","92","6","1","1"
"","92008","-20","2","1","","","92","2","0.3","-250"
"","92009","0","2","0","","","92","2","0.3","0"
"","92010","0","","0.6","","","92","93","",""
"","92011","vo_asb_0921","","vo_asb","","","92","21","0","0"
"0","92012","洞穴真是不可思議呢……","1","1","0","0","92","11","1","10"
"","92013","","","0","","","92","91","0","0"
"","92014","vo_asb_0922","","vo_asb","","","92","21","0","0"
"0","92015","既昏暗又狹窄，\n既涼爽又安靜。\n該怎麼說，總覺得……能讓人平靜下來。","1","1","0","0","92","11","1","10"
"","92016","","","0","","","92","91","0","0"
"0","92017","surpriseToKohon","1","1","","0.1","92","3","clear_kohon_loop_normal2","0"
"","92018","vo_asb_0923","","vo_asb","","","92","21","0","0"
"0","92019","那些特徵，\n我可能意外地滿喜歡的喔……？\n雖然也不是說，\n看到洞穴就想跳進去……","1","1","0","0","92","11","1","10"
"","92020","","","0","","","92","91","0","0"
"","92021","clear_wish_talk_joy_noShy","","1","","0.2","92","3","","1"
"","92022","vo_asb_0924","","vo_asb","","","92","21","0","0"
"0","92023","但我也學會怎麼挖洞了，\n要不要來挖一個我專用的洞穴呢……？","1","1","0","0","92","11","1","10"
"","92024","","","0","","","92","91","0","0"
"","92025","","","92026","","","92","101","",""
"0","92026","1","0","1","","0.3","92","6","1","1"
"0","92027","1","0","0","","0.3","92","6","1","1"
"","92028","-120","1","1","","","92","2","0.3","-250"
"","92029","-100","1","0","","","92","2","0.3","0"
"","92030","0","","0","","","92","22","",""
"","92031","0","","0.4","","","92","93","",""
"0","102001","1","-250","3","idle_precia","2.2","102","5","30","52"
"0","102002","1","0","1","","0","102","6","1","1"
"0","102003","0","0","0","black","1","102","5","50","29"
"0","102004","1","0","0","","0","102","6","1","1"
"","102005","","","0","","","102","91","",""
"0","102006","1","1","1","","0.2","102","6","1","1"
"0","102007","1","1","0","","0.2","102","6","1","1"
"","102008","-20","2","1","","","102","2","0.3","-250"
"","102009","0","2","0","","","102","2","0.3","0"
"","102010","0","","0.6","","","102","93","",""
"","102011","doya_idle_surprise_precia","","1","","0.3","102","3","","1"
"","102012","vo_asb_1021","","vo_asb","","","102","21","0","0"
"0","102013","「變態可疑分子\n就該掉進陷阱裡。」","1","1","0","0","102","11","1","10"
"","102014","","","0","","","102","91","0","0"
"","102015","talk_precia","","1","","0.3","102","3","","1"
"","102016","vo_asb_1022","","vo_asb","","","102","21","0","0"
"0","102017","鏡華，\n她說的。","1","1","0","0","102","11","1","10"
"","102018","","","0","","","102","91","0","0"
"","102019","think_idle_anger_precia","","1","","0.3","102","3","","1"
"","102020","vo_asb_1023","","vo_asb","","","102","21","0","0"
"0","102021","變態可疑分子，\n是什麼……？","1","1","0","0","102","11","1","10"
"","102022","","","0","","","102","91","0","0"
"0","102023","thinkToSad_precia","1","1","","0.2","102","3","sad_talk_surprise_precia","0"
"","102024","vo_asb_1024","","vo_asb","","","102","21","0","0"
"0","102025","……我不懂的事，\n還有好多。","1","1","0","0","102","11","1","10"
"","102026","","","0","","","102","91","0","0"
"","102027","guts2_talk_joy_precia","","1","","0.3","102","3","","1"
"","102028","vo_asb_1025","","vo_asb","","","102","21","0","0"
"0","102029","我要，\n不停學習，喔。","1","1","0","0","102","11","1","10"
"","102030","","","0","","","102","91","0","0"
"","102031","","","102032","","","102","101","",""
"0","102032","1","0","1","","0.3","102","6","1","1"
"0","102033","1","0","0","","0.3","102","6","1","1"
"","102034","-120","1","1","","","102","2","0.3","-250"
"","102035","-100","1","0","","","102","2","0.3","0"
"","102036","0","","0","","","102","22","",""
"","102037","0","","0.4","","","102","93","",""
"0","112001","1","-250","2","clear_wish_talk_joy","2.2","112","5","30","52"
"0","112002","1","0","1","","0","112","6","1","1"
"0","112003","0","0","0","black","1","112","5","50","29"
"0","112004","1","0","0","","0","112","6","1","1"
"","112005","","","0","","","112","91","",""
"0","112006","1","1","1","","0.2","112","6","1","1"
"0","112007","1","1","0","","0.2","112","6","1","1"
"","112008","-20","2","1","","","112","2","0.3","-250"
"","112009","0","2","0","","","112","2","0.3","0"
"","112010","0","","0.6","","","112","93","",""
"","112011","vo_asb_1121","","vo_asb","","","112","21","0","0"
"0","112012","深月小姐端出來的特調茶，\n有種不可思議的香氣。","1","1","0","0","112","11","1","10"
"","112013","","","0","","","112","91","0","0"
"","112014","clear_memoly_talk","","1","","0.2","112","3","","1"
"","112015","vo_asb_1122","","vo_asb","","","112","21","0","0"
"0","112016","光是聞到就讓人覺得輕飄飄地，\n身體熱了起來。\n據深月小姐所說，\n那有滋養強壯的效果。","1","1","0","0","112","11","1","10"
"","112017","","","0","","","112","91","0","0"
"","112018","clear_surprise_talk","","1","","0.3","112","3","","1"
"","112019","vo_asb_1123","","vo_asb","","","112","21","0","0"
"0","112020","雖然哥哥不知道為什麼難得表現出\n焦急的樣子阻止了我，\n說別喝比較好，\n所以我只有聞聞香氣而已……","1","1","0","0","112","11","1","10"
"","112021","","","0","","","112","91","0","0"
"","112022","clear_wish_talk_normal2","","1","","0.2","112","3","","1"
"","112023","vo_asb_1124","","vo_asb","","","112","21","0","0"
"0","112024","但深月小姐說：\n「下次會讓你們喝\n更有效果的茶，\n要再來喔。」","1","1","0","0","112","11","1","10"
"","112025","","","0","","","112","91","0",""
"","112026","vo_asb_1125","","vo_asb","","","112","21","0","0"
"0","112027","既然她這麼說了，\n我想再去找她玩。","1","1","0","0","112","11","1","10"
"","112028","","","0","","","112","91","0","0"
"0","112029","wishToTalk","1","1","","0.2","112","3","clear_talk_joyR","0"
"","112030","vo_asb_1126","","vo_asb","","","112","21","0","0"
"0","112031","呵呵……雖然公會入口看起來很可怕，\n但不能只用外表判斷呢。\n這也算是在這方面學了一課♪","1","1","0","0","112","11","1","10"
"","112032","","","0","","","112","91","0","0"
"","112033","","","112034","","","112","101","",""
"0","112034","1","0","1","","0.3","112","6","1","1"
"0","112035","1","0","0","","0.3","112","6","1","1"
"","112036","-120","1","1","","","112","2","0.3","-250"
"","112037","-100","1","0","","","112","2","0.3","0"
"","112038","0","","0","","","112","22","",""
"","112039","0","","0.4","","","112","93","",""
"0","122001","1","-250","3","notice_loop","2.2","122","5","30","52"
"0","122002","1","0","1","","0","122","6","1","1"
"0","122003","0","0","0","black","1","122","5","50","29"
"0","122004","1","0","0","","0","122","6","1","1"
"","122005","","","0","","","122","91","",""
"0","122006","1","1","1","","0.2","122","6","1","1"
"0","122007","1","1","0","","0.2","122","6","1","1"
"","122008","-20","2","1","","","122","2","0.3","-250"
"","122009","0","2","0","","","122","2","0.3","0"
"","122010","0","","0.6","","","122","93","",""
"","122011","vo_asb_1221","","vo_asb","","","122","21","0","0"
"0","122012","深月的，\n氣息……","1","1","0","0","122","11","1","10"
"","122013","","","0","","","122","91","0","0"
"","122014","sad_idle_surprise","","1","","0.3","122","3","","1"
"","122015","vo_asb_1222","","vo_asb","","","122","21","0","0"
"0","122016","她不是，\n等閒之輩。","1","1","0","0","122","11","1","10"
"","122017","","","0","","","122","91","0","0"
"","122018","surprise_idle_anger_precia","","1","","0.3","122","3","","1"
"","122019","vo_asb_1223","","vo_asb","","","122","21","0","0"
"0","122020","壞人？\n正義的，夥伴？","1","1","0","0","122","11","1","10"
"","122021","","","0","","","122","91","0","0"
"0","122022","surpriseToThink_precia","1","1","","0.2","122","3","think_idle_Ex1_precia","0"
"","122023","vo_asb_1224","","vo_asb","","","122","21","0","0"
"0","122024","真複雜。","1","1","0","0","122","11","1","10"
"","122025","","","0","","","122","91","0","0"
"","122026","","","122027","","","122","101","",""
"0","122027","1","0","1","","0.3","122","6","1","1"
"0","122028","1","0","0","","0.3","122","6","1","1"
"","122029","-120","1","1","","","122","2","0.3","-250"
"","122030","-100","1","0","","","122","2","0.3","0"
"","122031","0","","0","","","122","22","",""
"","122032","0","","0.4","","","122","93","",""
"0","132001","1","-250","3","lift_down_normal","2.2","132","5","30","52"
"0","132002","1","0","1","","0","132","6","1","1"
"0","132003","0","0","0","black","1","132","5","50","29"
"0","132004","1","0","0","","0","132","6","1","1"
"","132005","","","0","","","132","91","",""
"0","132006","1","1","1","","0.2","132","6","1","1"
"0","132007","1","1","0","","0.2","132","6","1","1"
"","132008","-20","2","1","","","132","2","0.3","-250"
"","132009","0","2","0","","","132","2","0.3","0"
"","132010","0","","0.6","","","132","93","",""
"","132011","vo_asb_1321","","vo_asb","","","132","21","0","0"
"0","132012","冒險的，道具。\n有好多。","1","1","0","0","132","11","1","10"
"","132013","","","0","","","132","91","0","0"
"0","132014","lift_down_shy_in","1","1","","0.2","132","3","lift_down_shy","0"
"","132015","vo_asb_1322","","vo_asb","","","132","21","0","0"
"0","132016","拿不……動。","1","1","0","0","132","11","1","10"
"","132017","","","0","","","132","91","0","0"
"0","132018","lift_up_in","1","1","","0.2","132","3","lift_up_loop","0"
"","132019","vo_asb_1323","","vo_asb","","","132","21","0","0"
"0","132020","但是，\n我會，拿的。","1","1","0","0","132","11","1","10"
"","132021","","","0","","","132","91","0","0"
"","132022","vo_asb_1324","","vo_asb","","","132","21","0","0"
"0","132023","這，就是，\n我想保護的、東西，\n的重量。","1","1","0","0","132","11","1","10"
"","132024","","","0","","","132","91","0","0"
"","132025","","","132026","","","132","101","",""
"0","132026","1","0","1","","0.3","132","6","1","1"
"0","132027","1","0","0","","0.3","132","6","1","1"
"","132028","-120","1","1","","","132","2","0.3","-250"
"","132029","-100","1","0","","","132","2","0.3","0"
"","132030","0","","0","","","132","22","",""
"","132031","0","","0.4","","","132","93","",""
"0","142001","1","-250","1","sad_talk_dere","2.2","142","5","30","52"
"0","142002","1","0","1","","0","142","6","1","1"
"0","142003","0","0","0","black","1","142","5","50","29"
"0","142004","1","0","0","","0","142","6","1","1"
"","142005","","","0","","","142","91","",""
"0","142006","1","1","1","","0.2","142","6","1","1"
"0","142007","1","1","0","","0.2","142","6","1","1"
"","142008","-20","2","1","","","142","2","0.3","-250"
"","142009","0","2","0","","","142","2","0.3","0"
"","142010","0","","0.6","","","142","93","",""
"","142011","vo_asb_1421","","vo_asb","","","142","21","0","0"
"0","142012","做為謝禮收下的便當，\n實在是太美味了……","1","1","0","0","142","11","1","10"
"","142013","","","0","","","142","91","0","0"
"","142014","sad_talk_joyR","","1","","0.3","142","3","","1"
"","142015","vo_asb_1422","","vo_asb","","","142","21","0","0"
"0","142016","總有一天，\n我也想做出那樣飽含心意的便當，\n若能默默交給兄長大人的話就好了，\n說笑的……","1","1","0","0","142","11","1","10"
"","142017","","","0","","","142","91","0","0"
"","142018","wish_talk_nervous_riri","","1","","0.3","142","3","","1"
"","142019","vo_asb_1423","","vo_asb","","","142","21","0","0"
"0","142020","我連做個煎蛋捲\n都能燒焦，\n一不小心就將白日夢\n想得太遠了。","1","1","0","0","142","11","1","10"
"","142021","","","0","","","142","91","0","0"
"","142022","wish_talk_normal2_riri","","1","","0.2","142","3","","1"
"","142023","vo_asb_1424","","vo_asb","","","142","21","0","0"
"0","142024","……不過，\n透過這次的冒險，\n我明白了夢想就是種偉大的力量。","1","1","0","0","142","11","1","10"
"","142025","","","0","","","142","91","0","0"
"","142026","guts2_talk_riri","","1","","0.2","142","3","","1"
"","142027","vo_asb_1425","","vo_asb","","","142","21","0","0"
"0","142028","我不會放棄，總有一天\n要成為能支援兄長大人的冒險者。\n我要帶著這個夢想，\n一步一腳印地往前邁進。","1","1","0","0","142","11","1","10"
"","142029","","","0","","","142","91","0","0"
"","142030","","","142031","","","142","101","",""
"0","142031","1","0","1","","0.3","142","6","1","1"
"0","142032","1","0","0","","0.3","142","6","1","1"
"","142033","-120","1","1","","","142","2","0.3","-250"
"","142034","-100","1","0","","","142","2","0.3","0"
"","142035","0","","0","","","142","22","",""
"","142036","0","","0.4","","","142","93","",""
