e10b4eb58240812ccab8fa9b714245a317170f42e20f1f95fd434b6ad2d5f65c,49f7d532e50955804545e171f9bb7c398cc75661dd272c2376985724499e9705,7823a2a5fc711cd222344cd117aebdf8be2b21a1d36d463ee58648d959c204ad,797c6d60563faafcc7f8fa9859456860c9d895262fe12bfd754f482d6ad2c8d1,109b44c635a82b69463808c402c4b07060ce747dc29098ffef65eedadf63d021,c2b0e5f9aad1b433f58ed660ee5281a3474a355fe4a69430929ca078b88d8907,9b32f2f215c0edd6fd9596b978783d3d5823e6d7d182285a736d488d8006f3bc,edf723160eab50fac5c083232af2be0c9c2c5a75522d38307004a4af0afd2443,7b302394c387815d1a9e8d733e1000de211dce7e22e84ddec506d012c97fc124,2cf452971c2c377d96d35513f30f4677bbf807e15a85fe024680b39518f52898,b071873fdbc7c640ffad6f1a7b5864538be00298f77a57f70d6e87a62a5dc5c3
"氣勢洶洶沒打算聽人說話的樣子……\n既然這樣就只能用「變透明的藥」了！","0","12020","10","1","0","0","11","12","1.6","1"
"","","12021","0","0","","","91","12","","0"
"luis_drink","0.2","12022","0","","","","3","12","","1"
"0.5","","12023","","","","","22","12","","0"
"0","","12024","","","","","93","12","","1.6"
"vo_alces_1202","","12025","0","0","","","21","12","","vo_alces"
"咕嚕！！","0","12026","10","1","0","0","11","12","0.5","1"
"0","","12027","","","","","93","12","","2"
"se_alces_invisible","","12028","","","","","23","12","","se_alces"
"1","","12029","","","","","32","12","","12"
"1","0.2","12030","1","1","0","0","6","12","","1"
"0","","12031","","","","","93","12","","1.8"
"250","","12032","-190","2","","0","2","12","","105111"
"250","","12033","-190","2","","0","2","12","","1002"
"mitsuki_run_dash_noface","0.2","12034","1","","","","3","12","","105111"
"mitsuki_run_dash","0.2","12035","1","","","","3","12","","1002"
"0","","12036","","","","","93","12","","2"
"mitsuki_anger_talk_noface","0.2","12037","1","","","","3","12","","105111"
"mitsuki_anger_talk","0.2","12038","1","","","","3","12","","1002"
"vo_alces_1203","","12039","0","0","","","21","12","","vo_alces"
"把妳逼入絕境了吧鍊金術師！","0","12040","10","1","0","0","11","12","0.5","105111"
"","","12041","0","0","","","91","12","","0"
"0.5","","12042","","","","","22","12","","0"
"mitsuki_look_in_noface","0.2","12043","0","sad_talk_anger","0","1","3","12","","105111"
"mitsuki_look_in","0.2","12044","0","","","","3","12","","1002"
"0","","12045","","","","","93","12","","1.5"
"vo_alces_1204","","12046","0","0","","","21","12","","vo_alces"
"……嘖，讓她逃走了嗎……","0","12047","10","1","0","0","11","12","1.2","105111"
"","","12048","0","0","","","91","12","","0"
"mitsuki_armcrossed_in_noface","0.2","12049","0","mitsuki_armcrossed_talk_noface","0","1","3","12","","105111"
"mitsuki_armcrossed_in","0.2","12050","0","mitsuki_armcrossed_talk","0","1","3","12","","1002"
"vo_alces_1205","","12051","0","0","","","21","12","","vo_alces"
"真是的，\n居然用這種完全沒有科學根據的東西\n在做生意……\n我可不認同。","0","12052","10","1","0","0","11","12","2.3","105111"
"","","12053","0","0","","","91","12","","0"
"mitsuki_ecstatic_talk_noface","0.2","12054","1","","","","3","12","","105111"
"mitsuki_ecstatic_talk","0.2","12055","1","","","","3","12","","1002"
"vo_alces_1206","","12056","0","0","","","21","12","","vo_alces"
"……是那個魔女婆婆的孫女嗎。\n真是大意不得呢。\n【阿爾克絲鍊金堂】……！","0","12057","10","1","0","0","11","12","1","105111"
"","","12058","0","0","","","91","12","","0"
"0.5","","12059","","","","","22","12","","0"
"mitsuki_turnR_noface","0.2","12060","0","mitsuki_walkR_noface","0","1","3","12","","105111"
"mitsuki_turnR","0.2","12061","0","mitsuki_walkR","0","1","3","12","","1002"
"1050","","12062","-190","5","","0","2","12","","105111"
"1050","","12063","-190","5","","0","2","12","","1002"
"0","","12064","","","","","93","12","","4.5"
"idle_normal_Ex0001","0.2","12065","1","","","","3","12","","1"
"se_alces_invisible","","12066","","","","","23","12","","se_alces"
"0","","12067","","","","","32","12","","12"
"1","","12068","","","","","32","12","","12"
"0","","12069","","","","","93","12","","0.1"
"1","0.3","12070","1","1","0","1","6","12","","1"
"0","","12071","","","","","93","12","","1.5"
"se_alces_breath","","12072","","","","","23","12","","se_alces"
"relief_in","0.2","12073","0","relief_idle","0","1","3","12","","1"
"relief_in","","12074","0","","","","3","12","","1001"
"0","","12075","","","","","22","12","","0"
"0","","12076","","","","","93","12","","3"
"","","12077","0","0","","","101","12","","12076"
"2","1.43","15001","100","100","0","-130","5","15","walk_jog_talkjoy2","2"
"3","1.4","15002","101","400","1","-130","5","15","sit_readPaper","3"
"0","","15003","","","","","91","15","","0"
"235","","15004","-130","0.8","","0","2","15","","2"
"0","","15005","0","0","","","93","15","","0.5"
"vo_alces_1500","","15006","0","0","","","21","15","","vo_alces"
"我去跑腿回來囉～\n苑姑姑～","0","15007","10","1","0","0","11","15","0.5","2"
"0","","15008","","","","","93","15","","0.3"
"talk_normal","0.2","15009","1","","","","3","15","","2"
"","","15010","","","","","91","15","","15007"
"0.5","","15011","","","","","22","15","","0"
"idle_normal","0.2","15012","1","","","","3","15","","2"
"0","","15013","","","","","93","15","","1"
"sit_readPaperTurn","0.2","15014","0","sit_readPaper","0","1","3","15","","3"
"0","","15015","","","","","93","15","","0.5"
"vo_alces_1501","","15016","0","0","","","21","15","","vo_alces"
"……苑姑姑～！","0","15017","10","1","0","0","11","15","0.5","2"
"0","","15018","","","","","93","15","","0.3"
"smile_normal","0.2","15019","0","idle_normal","0","1","3","15","","2"
"","","15020","0","0","","","91","15","","15017"
"0.5","","15021","","","","","22","15","","0"
"0","","15022","","","","","93","15","","0.5"
"sad_idle_surprise","0.2","15023","1","","","","3","15","","2"
"1","","15024","","","","","93","15","","1"
"sit_readPaperTurn","0.2","15025","0","sit_readPaper","0","1","3","15","","3"
"0","","15026","","","","","93","15","","1.2"
"anger_talk_pain","0.2","15027","1","","","","3","15","","2"
"vo_alces_1502","","15028","0","0","","","21","15","","vo_alces"
"苑姑姑～！！！","0","15029","10","1","0","0","11","15","0.5","2"
"","","15030","0","0","","","91","15","","0"
"0.5","","15031","","","","","22","15","","0"
"anger_idle_angerR","0.2","15032","1","","","","3","15","","2"
"1","","15033","","","","","93","15","","1.2"
"se_alces_emotion_quiet","","15034","","","","","23","15","","se_alces"
"12","10","15035","1","0","0","0","12","15","","3"
"0","","15036","","","","","93","15","","2.5"
"se_alces_emotion_notice","","15037","","","","","23","15","","se_alces"
"10","0","15038","0.3","0","0","0","12","15","","2"
"notice_in_talk2","0.2","15039","0","notice_loop_talk2","0","1","3","15","","2"
"0","","15040","","","","","93","15","","1.4"
"talk_normal_normal2","0.2","15041","1","","","","3","15","","2"
"vo_alces_1503","","15042","0","0","","","21","15","","vo_alces"
"苑姐姐。","0","15043","10","1","0","0","11","15","0.5","2"
"","","15044","0","0","","","91","15","","0"
"idle_normal","0.2","15045","1","","","","3","15","","2"
"sit_out_smile","0.2","15046","1","","","","3","15","","3"
"1","","15047","","","","","93","15","","0.5"
"sono_cool_in","0.2","15048","0","sono_cool_talk","0","1","3","15","","3"
"surprise_idle_shy","0.2","15049","1","","","","3","15","","2"
"vo_alces_1504","","15050","0","0","","","21","15","","vo_alces"
"很好，真的很謝謝妳。\n這是苑姐姐給妳的\n零用錢♪","0","15051","10","1","0","0","11","15","2.2","3"
"","","15052","0","0","","","91","15","","0"
"0.5","","15053","","","","","22","15","","0"
"sono_armcrossed_in","0.2","15054","0","sono_armcrossed_idle","0","1","3","15","","3"
"0","","15055","","","","","93","15","","0.5"
"se_alces_emotion_sweat","","15056","","","","","23","15","","se_alces"
"2","0","15057","1.5","0","0","0","12","15","","2"
"talk_normal_nervous","0.2","15058","1","","","","3","15","","2"
"0","","15059","","","","","93","15","","0.8"
"sono_armcrossed_talk","0.2","15060","1","","","","3","15","","3"
"0","","15061","","","","","93","15","","1.7"
"iroha_idle_Ex0001","0.2","15062","1","","","","3","15","","2"
"sono_armcrossed_idle","0.2","15063","1","","","","3","15","","3"
"0","","15064","","","","","93","15","","1"
"0","","15065","","","","","22","15","","0"
"0","","15066","","","","","93","15","","3"
"","","15067","0","0","","","101","15","","15066"
"5","1.45","16001","103","150","1","-160","5","16","iroha_idle_dere_glass","5"
"11","0","16002","150","-160","","1","31","16","","11"
"1001","1.45","16003","104","150","1","-160","5","16","empty","10"
"3","1.41","16004","102","1000","1","-160","5","16","sono_walk_scare","3"
"1002","1.41","16005","103","300","1","-160","5","16","empty","10"
"130","","16006","110","","","","13","16","","3"
"132211","1.42","16007","100","-50","0","-150","1","16","idle_normal","1"
"1003","1.42","16008","101","-50","0","-150","5","16","empty","10"
"0","","16009","","","","","91","16","","0"
"iroha_doya_in_glass","0.2","16010","0","iroha_doya_talk_glass","0","1","3","16","","5"
"0","","16011","","","","","93","16","","0.5"
"vo_alces_1600","","16012","0","0","","","21","16","","vo_alces"
"欸欸──我漂亮嗎？\n很成熟嗎？\n性感又豐滿？","0","16013","10","1","0","0","11","16","4.9","5"
"","","16014","0","0","","","91","16","","0"
"iroha_doya_idle_glass","0.2","16015","1","","","","3","16","","5"
"surprise_talk","0.2","16016","1","","","","3","16","","132211"
"vo_alces_1601","","16017","0","0","","","21","16","","vo_alces"
"怎……怎麼了嗎彩羽？\n……啊，難道是\n跟苑交換身體了？","0","16018","10","1","0","0","11","16","0.8","132211"
"","","16019","0","0","","","91","16","","0"
"surprise_idle","0.2","16020","1","","","","3","16","","132211"
"iroha_cool_in_glass","0.2","16021","0","iroha_cool_talk_glass","0","1","3","16","","5"
"vo_alces_1602","","16022","0","0","","","21","16","","vo_alces"
"對啊──我是苑喔。\n身材姣好對吧？","0","16023","10","1","0","0","11","16","1.6","5"
"","","16024","0","0","","","91","16","","0"
"0.5","","16025","","","","","22","16","","0"
"300","","16026","-160","4","","0","2","16","","3"
"sono_walk_scare","0.2","16027","0","sono_armcrossed_idle","0.2","1","3","16","","3"
"iroha_armcrossed_in_glass","0.2","16028","0","iroha_armcrossed_talk_glass","0","1","3","16","","5"
"0","","16029","","","","","93","16","","0.5"
"surprise2_in","0.2","16030","0","surprise2_idle","0","1","3","16","","132211"
"vo_alces_1603","","16031","0","0","","","21","16","","vo_alces"
"那麼，我出去玩一下～去抓蟲……\n不對是要去大人的社交場合♪","0","16032","10","1","0","0","11","16","3.9","5"
"","","16033","0","0","","","91","16","","16027"
"","","16034","0","0","","","91","16","","16032"
"0.5","","16035","","","","","22","16","","0"
"se_alces_surprise","","16036","","","","","23","16","","se_alces"
"iroha_shock_in","0.2","16037","0","iroha_shock_loop","0","1","3","16","","5"
"iroha_shock_in","0.2","16038","0","","","","3","16","","1001"
"0","","16039","","","","","93","16","","1"
"sono_armcrossed_talk","0.2","16040","1","","","","3","16","","3"
"vo_alces_1604","","16041","0","0","","","21","16","","vo_alces"
"……妳變成我的樣子打算去哪裡？\n彩羽？","0","16042","10","1","0","0","11","16","1.7","3"
"","","16043","0","0","","","91","16","","0"
"0.5","","16044","","","","","22","16","","0"
"sono_doya_in","0.2","16045","0","sono_doya_idle","0","1","3","16","","3"
"iroha_kyorokyoro","0.2","16046","0","","","","3","16","","5"
"0","","16047","","","","","93","16","","1.8"
"se_alces_dotabata","","16048","","","","","23","16","","se_alces"
"iroha_escape_in","0","16049","0","iroha_escape","0","1","3","16","","5"
"-1200","","16050","-160","3.5","","0","2","16","","5"
"1","","16051","","","","","32","16","","11"
"sweatR_Loop","","16052","","","","","37","16","","11"
"-1200","","16053","-160","3.5","","0","33","16","","11"
"0","","16054","","","","","93","16","","0.1"
"sono_notice_in_anger","0.2","16055","1","","","","3","16","","3"
"sono_notice_in_anger","0.2","16056","0","","","","3","16","","1002"
"0","","16057","","","","","93","16","","0.3"
"surprise2_turn","0.2","16058","0","surprise2R_idle","0","1","3","16","","132211"
"0","","16059","","","","","93","16","","0.4"
"run_chase","0.2","16060","1","","","","3","16","","3"
"-1050","","16061","-160","3.5","","0","2","16","","3"
"0","","16062","","","","","93","16","","2"
"sadR_idle_nervous","0.2","16063","1","","","","3","16","","132211"
"sad_idle_nervous_in","0.2","16064","0","sad_idle_nervous","0","1","3","16","","1003"
"0","","16065","","","","","93","16","","2"
"0","","16066","","","","","22","16","","0"
"0","","16067","","","","","93","16","","3"
"","","16068","0","0","","","101","16","","16067"
"5","1.47","17001","100","-100","0","-190","5","17","idle_normal","5"
"1101","0","17002","-100","-190","","1","31","17","","11"
"1001","1.47","17003","101","-100","0","-190","5","17","empty","10"
"130","","17004","","","","","13","17","","5"
"4","1.43","17005","101","125","1","-190","5","17","idle_kyapi_normal","4"
"1102","0","17006","125","-190","","1","31","17","","11"
"0","","17007","","","","","91","17","","0"
"se_alces_breath","","17008","","","","","23","17","","se_alces"
"sono_relief_in","0.2","17009","0","sono_relief_talk","0","1","3","17","","5"
"sono_relief_in","0.2","17010","0","","","","3","17","","1001"
"0","","17011","","","","","93","17","","0.5"
"vo_alces_1700","","17012","0","0","","","21","17","","vo_alces"
"唉……\n變回原本的模樣了……","0","17013","10","1","0","0","11","17","2.4","5"
"1","","17014","","","","","93","17","","3.5"
"","","17015","0","0","","","91","17","","17013"
"sono_ache_in","0.2","17016","0","sono_tired_talk","0","1","3","17","","5"
"vo_alces_1701","","17017","0","0","","","21","17","","vo_alces"
"嗚啊……肌肉好痛。\n妳到底到處跑了多久啊……","0","17018","10","1","0","0","11","17","3.7","5"
"","","17019","0","0","","","91","17","","0"
"sono_tired_idle","0.2","17020","1","","","","3","17","","5"
"jump_loop","0.2","17021","1","","","","3","17","","4"
"vo_alces_1702","","17022","0","0","","","21","17","","vo_alces"
"啊哈哈哈！！\n彩羽的身體，都沒在鍛鍊──！！","0","17023","10","1","0","0","11","17","1.4","4"
"","","17024","0","0","","","91","17","","0"
"joy_talk_normal2","0.2","17025","1","","","","3","17","","4"
"vo_alces_1703","","17026","0","0","","","21","17","","vo_alces"
"我去全力跑步一下──！！","0","17027","10","1","0","0","11","17","0.3","4"
"","","17028","0","0","","","91","17","","0"
"iroha_joy_to_run","0.1","17029","0","iroha_run_dash","0","1","3","17","","4"
"0.5","","17030","","","","","22","17","","0"
"1200","","17031","-190","2.1","","0","2","17","","4"
"1","","17032","","","","","32","17","","1102"
"smokeL","","17033","","","","","37","17","","1102"
"1200","","17034","-190","2.1","","0","33","17","","1102"
"0","","17035","","","","","93","17","","2"
"tired_to_sad","0.2","17036","0","sad_talk_anger","0","1","3","17","","5"
"vo_alces_1704","","17037","0","0","","","21","17","","vo_alces"
"……嗯？\n之後我又會回到那個身體裡喔？\n不行耶，會死掉的。","0","17038","10","1","0","0","11","17","4.3","5"
"","","17039","0","0","","","91","17","","0"
"run_chase_Ex0006","0.1","17040","1","","","","3","17","","5"
"1100","","17041","-190","3.5","","0","2","17","","5"
"1","","17042","","","","","32","17","","1101"
"sweatL_Loop","","17043","","","","","37","17","","1101"
"1100","","17044","-190","3.5","","0","33","17","","1101"
"vo_alces_1705","","17045","0","0","","","21","17","","vo_alces"
"給我等等──！！","0","17046","10","1","0","0","11","17","0.5","5"
"0","","17047","","","","","93","17","","3"
"","","17048","0","0","","","91","17","","0"
"0","","17049","","","","","22","17","","0"
"0","","17050","","","","","93","17","","3"
"","","17051","0","0","","","101","17","","17050"
"5","1.4","18001","100","400","1","-130","5","18","sit_drink_loop","5"
"4","1.37","18002","101","235","0","-145","5","18","iroha_sad_lookup_surprise","4"
"0","","18003","","","","","91","18","","0"
"vo_alces_1800","","18004","0","0","","","21","18","","vo_alces"
"咕嚕……咕嚕……咕嚕！","0","18005","10","1","0","0","11","18","0.5","5"
"","","18006","0","0","","","91","18","","0"
"sit_drink_handup_in","0.2","18007","0","sit_drink_handup_talk","0","1","3","18","","5"
"0","","18008","","","","","93","18","","0.2"
"iroha_surprise_in","0.2","18009","0","iroha_surprise_look_idle","0","1","3","18","","4"
"0","","18010","","","","","93","18","","0.2"
"vo_alces_1801","","18011","0","0","","","21","18","","vo_alces"
"啊啊，喉嚨超滿足的。\n雖然我也很喜歡老家的葡萄酒，\n不過這邊的麥酒也很讚～","0","18012","10","1","0","0","11","18","4.2","5"
"","","18013","0","0","","","91","18","","0"
"sit_drink_idle_in","0.2","18014","0","sit_drink_idle","0","1","3","18","","5"
"iroha_anger_talk_lookup","0.2","18015","1","","","","3","18","","4"
"vo_alces_1802","","18016","0","0","","","21","18","","vo_alces"
"欸──彩羽的喉嚨也想滿足～！\n小苑，也給彩羽喝一下～","0","18017","10","1","20","0","11","18","3.8","4"
"","","18018","0","0","","","91","18","","0"
"iroha_anger_idle_lookup","0.2","18019","1","","","","3","18","","4"
"sit_drink_idle_notice","0.2","18020","0","sit_drink_idle_Jitome","0","1","3","18","","5"
"vo_alces_1803","","18021","0","0","","","21","18","","vo_alces"
"呵，妳還早了10年呢。\n咕噗咕噗。","0","18022","10","1","0","0","11","18","3.7","5"
"","","18023","0","0","","","91","18","","0"
"sit_drink_idle_to_yareyare","0.2","18024","0","sit_drink_yareyare","0","1","3","18","","5"
"vo_alces_1804","","18025","0","0","","","21","18","","vo_alces"
"妳總有一天也會了解的，\n了解某天會有不喝麥酒\n就做不下去的日子到來。","0","18026","10","1","0","0","11","18","3.9","5"
"","","18027","0","0","","","91","18","","0"
"0","","18028","","","","","22","18","","0"
"iroha_anger_to_sad","0.2","18029","0","iroha_sad_lookup_shy","0","1","3","18","","4"
"sit_drink_yareyare_to_loop","0.2","18030","0","sit_drink_loop","0","1","3","18","","5"
"0","","18031","","","","","93","18","","2"
"sit_drink_handup_in_dead","0.2","18032","0","sit_drink_handup_idle_dead","0","1","3","18","","5"
"0","","18033","","","","","93","18","","2"
"vo_alces_1805","","18034","0","0","","","21","18","","vo_alces"
"……呼～嗝！","0","18035","10","1","0","0","11","18","1.2","5"
"","","18036","0","0","","","91","18","","0"
"iroha_sad_talk_lookup","0.2","18037","1","","","","3","18","","4"
"vo_alces_1806","","18038","0","0","","","21","18","","vo_alces"
"真是糟糕的大人……","0","18039","10","1","20","0","11","18","0.5","4"
"","","18040","0","0","","","91","18","","0"
"iroha_sad_lookup_shy","0.2","18041","1","","","","3","18","","4"
"0","","18042","","","","","22","18","","0"
"0","","18043","","","","","93","18","","3"
"","","18044","0","0","","","101","18","","18043"
"1","1.4","101001","100","-1.7","0","-140","5","101","adv_luis","1"
"1","1","101002","108.3","87","","1","31","101","","1"
"1","1.4","102001","100","-1.7","0","-140","5","102","adv_luis","1"
"1","1","102002","108.3","87","","1","31","102","","1"
"1","1.4","103001","100","-1.7","0","-140","5","103","adv_luis","1"
"1","1","103002","108.3","87","","1","31","103","","1"
"2","1.5","104001","100","90","0","-190","5","104","adv_iroha","2"
"1","1","104002","200","37","","1","31","104","","1"
"2","1.5","105001","100","90","0","-190","5","105","adv_iroha","2"
"1","1","105002","200","37","","1","31","105","","1"
"2","1.5","106001","100","90","0","-190","5","106","adv_iroha","2"
"1","1","106002","200","37","","1","31","106","","1"
"3","1.38","107001","100","350","1","-130","5","107","adv_sono","3"
"10","1","107002","475","-18","","1","31","107","","10"
"1","1","107003","460","125","","1","31","107","","1"
"3","1.38","108001","100","350","1","-130","5","108","adv_sono","3"
"10","1","108002","475","-18","","1","31","108","","10"
"1","1","108003","460","125","","1","31","108","","1"
"3","1.38","109001","100","350","1","-130","5","109","adv_sono","3"
"10","1","109002","475","-18","","1","31","109","","10"
"1","1","109003","460","125","","1","31","109","","1"
"3","1.38","110001","100","350","1","-130","5","110","adv_sono","3"
"10","1","110002","475","-18","","1","31","110","","10"
"1","1","110003","460","125","","1","31","110","","1"
"1","1.4","111001","100","-1.7","0","-140","5","111","adv_luis","1"
"1","1","111002","108.3","87","","1","31","111","","1"
"special","","111003","","","","","37","111","","1"
"3","1.38","112001","100","350","1","-130","5","112","adv_sono","3"
"10","1","112002","475","-18","","1","31","112","","10"
"1","1","112003","460","125","","1","31","112","","1"
"special","","112004","","","","","37","112","","1"
"2","1.5","113001","100","90","0","-190","5","113","adv_iroha","2"
"1","1","113002","200","37","","1","31","113","","1"
"special","","113003","","","","","37","113","","1"
"2","1.5","114001","100","90","0","-190","5","114","adv_iroha","2"
"1","1","114002","200","37","","1","31","114","","1"
"special","","114003","","","","","37","114","","1"
"1","1.4","115001","100","-1.7","0","-140","5","115","adv_luis","1"
"1","1","115002","108.3","87","","1","31","115","","1"
"special","","115003","","","","","37","115","","1"
"2","1.5","116001","100","90","0","-190","5","116","adv_iroha","2"
"1","1","116002","200","37","","1","31","116","","1"
"special","","116003","","","","","37","116","","1"
"3","1.38","117001","100","350","1","-130","5","117","adv_sono","3"
"10","1","117002","475","-18","","1","31","117","","10"
"1","1","117003","460","125","","1","31","117","","1"
"special","","117004","","","","","37","117","","1"
"4","1.48","118001","100","90","0","-190","5","118","adv_iroha_kodomo","4"
"1","1","118002","200","37","","1","31","118","","1"
"special","","118003","","","","","37","118","","1"
"3","1.38","119001","100","350","1","-130","5","119","adv_sono","3"
"10","1","119002","475","-18","","1","31","119","","10"
"1","1","119003","460","125","","1","31","119","","1"
"special","","119004","","","","","37","119","","1"
"3","1.38","120001","100","350","1","-130","5","120","adv_sono","3"
"10","1","120002","475","-18","","1","31","120","","10"
"1","1","120003","460","125","","1","31","120","","1"
"special","","120004","","","","","37","120","","1"
"1","1.4","121001","100","-1.7","0","-140","5","121","adv_luis","1"
"1","1","121002","108.3","87","","1","31","121","","1"
"special","","121003","","","","","37","121","","1"
"3","1.38","122001","100","350","1","-130","5","122","adv_sono","3"
"10","1","122002","475","-18","","1","31","122","","10"
"1","1","122003","460","125","","1","31","122","","1"
"special","","122004","","","","","37","122","","1"
"5","1.4","123001","100","350","1","-130","5","123","adv_sono_otona","5"
"10","1","123002","475","-18","","1","31","123","","10"
"1","1","123003","460","125","","1","31","123","","1"
"special","","123004","","","","","37","123","","1"
"1","1.4","125001","100","-1.7","0","-140","5","125","adv_luis","1"
"1","1","125002","108.3","87","","1","31","125","","1"
"special","","125003","","","","","37","125","","1"
"4","1.48","126001","100","90","0","-190","5","126","adv_iroha_kodomo","4"
"1","1","126002","200","37","","1","31","126","","1"
"special","","126003","","","","","37","126","","1"
"2","1.5","127001","100","90","0","-190","5","127","adv_iroha","2"
"1","1","127002","200","37","","1","31","127","","1"
"special","","127003","","","","","37","127","","1"
"1","1.4","128001","100","-1.7","0","-140","5","128","adv_luis","1"
"1","1","128002","108.3","87","","1","31","128","","1"
"special","","128003","","","","","37","128","","1"
"5","1.4","129001","100","350","1","-130","5","129","adv_sono_otona","5"
"10","1","129002","475","-18","","1","31","129","","10"
"1","1","129003","460","125","","1","31","129","","1"
"special","","129004","","","","","37","129","","1"
"3","1.38","130001","100","350","1","-130","5","130","adv_sono","3"
"10","1","130002","475","-18","","1","31","130","","10"
"1","1","130003","460","125","","1","31","130","","1"
"special","","130004","","","","","37","130","","1"
"1","1.4","131001","100","-1.7","0","-140","5","131","adv_luis","1"
"1","1","131002","108.3","87","","1","31","131","","1"
"special","","131003","","","","","37","131","","1"
"2","1.5","132001","100","90","0","-190","5","132","adv_iroha","2"
"1","1","132002","200","37","","1","31","132","","1"
"special","","132003","","","","","37","132","","1"
