cd5ffca93a15c6ec251ab52d0c6535bd7c03380e82e19655866c2360600b1a05,1d897eaf826a11f5794a3c03f1c47b267f19d451783a72d1acb1f2fb7a31ab00,22d73aa2b52213bc2f27dc2dee10015a390e8f117f0f240af0ed893c88408b03,24cff93a81f2bd12d4d306ae99a8c73e8143383131a49e52e29bb1e72a229ec5,f4762ab1bc7c9d6d17859d4e11854bb53b72b98769a98cb0cd7184c13b2e4c48,a7f056b557f2722b0cbb8a940c157a9948cf0c152d06f073c03515daab52320a,82d43c6e8f87aec8a9d83a5596907b2d357a5ab66661586af36b7ad319d21485,ad29d6705838126edd43b27dbb50d990fd5b0b28790e2dcd19ff5696b0591b25,2d747f1ee97ac7bfdc08d9c28e3c12b67d3958437bffb3baf19c0d3938ae46eb,bcc00e465f9eb446aed1e18357c15e80f01ae2c8ba55daa84c79aaed2f4d8cdc,134837bb37a7610844b2d7f675f00cd8e463f2dc76ae31fa52815bfaf5bb52ce,9cbe5d45b01436bb54cfcea845ac89f745f75cf1163334b4d938a2bdeace26cf,056d6a434611f113c4c8434e18e9255921e2dcf3db1f196abe257a56d5af5c63,3af892349d3d09d5007f03c8d2f56a111b69cd20c12cc79e528843b1a9c1f114
"結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","10066009","56","1","0","-363","2","2021/09/19 15:59:59","2021/09/01 16:00:00","10066","1.875","4","花凜","190801"
"","10066010","51","3","8","-285","4","2021/09/19 15:59:59","2021/09/01 16:00:00","10066","5.918","101","祈梨","106601"
"","10066011","51","3","8","-285","4","2021/09/19 15:59:59","2021/09/01 16:00:00","10066","5.918","111","祈梨（時空旅行）","116501"
"","10066012","51","2","8","-285","1","2021/09/19 15:59:59","2021/09/01 16:00:00","10066","7.248","201","嘉夜（時空旅行）","116601"
"","10066013","51","2","8","-285","2","2021/09/19 15:59:59","2021/09/01 16:00:00","10066","0","112","祈梨（時空旅行）","116501"
"","10066014","51","2","8","-285","5","2021/09/19 15:59:59","2021/09/01 16:00:00","10066","13.267","202","嘉夜（時空旅行）","116601"
"","10066015","51","2","8","-285","1","2021/09/19 15:59:59","2021/09/01 16:00:00","10066","3.177","113","祈梨（時空旅行）","116501"
"","10066016","51","1","8","-285","6","2021/09/19 15:59:59","2021/09/01 16:00:00","10066","6.698","203","嘉夜（時空旅行）","116601"
"","10066017","52","3","8","-285","1","2021/09/19 15:59:59","2021/09/01 16:00:00","10066","3.927","104","祈梨","106601"
"","10066018","52","2","8","-285","3","2021/09/19 15:59:59","2021/09/01 16:00:00","10066","3.927","114","祈梨（時空旅行）","116501"
"","10066019","52","1","8","-285","1","2021/09/19 15:59:59","2021/09/01 16:00:00","10066","0","204","嘉夜（時空旅行）","116601"
"","10066020","52","3","8","-285","4","2021/09/19 15:59:59","2021/09/01 16:00:00","10066","4.997","105","祈梨","106601"
"","10066021","52","3","8","-285","3","2021/09/19 15:59:59","2021/09/01 16:00:00","10066","4.997","115","祈梨（時空旅行）","116501"
"","10066022","52","2","8","-285","1","2021/09/19 15:59:59","2021/09/01 16:00:00","10066","6.717","205","嘉夜（時空旅行）","116601"
"","10066023","52","3","8","-285","3","2021/09/19 15:59:59","2021/09/01 16:00:00","10066","0","106","祈梨","106601"
"","10066024","52","3","8","-285","3","2021/09/19 15:59:59","2021/09/01 16:00:00","10066","0","116","祈梨（時空旅行）","116501"
"","10066025","52","1","8","-285","1","2021/09/19 15:59:59","2021/09/01 16:00:00","10066","0","206","嘉夜（時空旅行）","116601"
"如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","10067001","53","2","0","-416.5","1","2021/09/26 15:59:59","2021/09/17 16:00:00","10067","3.414","1","花凜","190801"
"將任務完成，\n並獲得獎勵吧！","10067002","53","2","0","-416.5","1","2021/09/26 15:59:59","2021/09/17 16:00:00","10067","3.099","2","花凜","190801"
"似乎有能夠\n領取的獎勵了，\n請確認看看。","10067003","54","2","0","-416.5","1","2021/09/26 15:59:59","2021/09/17 16:00:00","10067","2.801","3","花凜","190801"
"能夠領取獎勵了！\n請檢查看看","10067004","54","2","0","-416.5","2","2021/09/26 15:59:59","2021/09/17 16:00:00","10067","0","4","花凜","190801"
"參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","10067005","57","1","0","-416.5","1","2021/09/26 15:59:59","2021/09/17 16:00:00","10067","0","5","花凜","190801"
"這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","10067006","55","2","0","-363","1","2021/09/26 15:59:59","2021/09/17 16:00:00","10067","5.506","1","花凜","190801"
"辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","10067007","55","1","0","-363","2","2021/09/26 15:59:59","2021/09/17 16:00:00","10067","1.216","2","花凜","190801"
"辛苦了\n別忘記使用討伐證\n來進行交換哦！","10067008","56","1","0","-363","2","2021/09/26 15:59:59","2021/09/17 16:00:00","10067","1.539","3","花凜","190801"
"結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","10067009","56","1","0","-363","2","2021/09/26 15:59:59","2021/09/17 16:00:00","10067","1.875","4","花凜","190801"
"","10067101","51","1","8","-285","4","2021/09/26 15:59:59","2021/09/17 16:00:00","10067","4.004","101","真陽","103301"
"","10067102","51","5","8","-285","1","2021/09/26 15:59:59","2021/09/17 16:00:00","10067","5.52","201","鈴","102601"
"","10067103","51","1","8","-285","5","2021/09/26 15:59:59","2021/09/17 16:00:00","10067","3.438","301","莉瑪","105201"
"","10067104","51","1","8","-285","4","2021/09/26 15:59:59","2021/09/17 16:00:00","10067","4.628","401","栞","103801"
"","10067105","51","2","8","-285","1","2021/09/26 15:59:59","2021/09/17 16:00:00","10067","5.483","102","真陽","103301"
"","10067106","51","1","8","-285","4","2021/09/26 15:59:59","2021/09/17 16:00:00","10067","6.927","202","鈴","102601"
"","10067107","51","2","8","-285","1","2021/09/26 15:59:59","2021/09/17 16:00:00","10067","4.387","302","莉瑪","105201"
"","10067108","51","2","8","-285","1","2021/09/26 15:59:59","2021/09/17 16:00:00","10067","3.582","402","栞","103801"
"","10067109","51","1","8","-285","1","2021/09/26 15:59:59","2021/09/17 16:00:00","10067","0","103","真陽","103301"
"","10067110","51","2","8","-285","1","2021/09/26 15:59:59","2021/09/17 16:00:00","10067","5.699","203","鈴","102601"
"","10067111","51","2","8","-285","2","2021/09/26 15:59:59","2021/09/17 16:00:00","10067","0","303","莉瑪","105201"
"","10067112","51","2","8","-285","2","2021/09/26 15:59:59","2021/09/17 16:00:00","10067","0","403","栞","103801"
"","10067113","52","2","8","-285","1","2021/09/26 15:59:59","2021/09/17 16:00:00","10067","10.586","104","真陽","103301"
"","10067114","52","5","8","-285","5","2021/09/26 15:59:59","2021/09/17 16:00:00","10067","0","204","鈴","102601"
"","10067115","52","1","8","-285","2","2021/09/26 15:59:59","2021/09/17 16:00:00","10067","5.407","304","莉瑪","105201"
"","10067116","52","2","8","-285","2","2021/09/26 15:59:59","2021/09/17 16:00:00","10067","0","404","栞","103801"
"","10067117","52","2","8","-285","7","2021/09/26 15:59:59","2021/09/17 16:00:00","10067","7.692","105","真陽","103301"
"","10067118","52","2","8","-285","1","2021/09/26 15:59:59","2021/09/17 16:00:00","10067","4.989","205","鈴","102601"
"","10067119","52","1","8","-285","1","2021/09/26 15:59:59","2021/09/17 16:00:00","10067","0","305","莉瑪","105201"
"","10067120","52","5","8","-285","2","2021/09/26 15:59:59","2021/09/17 16:00:00","10067","7.758","405","栞","103801"
"","10067121","52","2","8","-285","1","2021/09/26 15:59:59","2021/09/17 16:00:00","10067","6.587","106","真陽","103301"
"","10067122","52","2","8","-285","2","2021/09/26 15:59:59","2021/09/17 16:00:00","10067","0","206","鈴","102601"
"","10067123","52","2","8","-285","2","2021/09/26 15:59:59","2021/09/17 16:00:00","10067","0","306","莉瑪","105201"
"","10067124","52","2","8","-285","2","2021/09/26 15:59:59","2021/09/17 16:00:00","10067","0","406","栞","103801"
"如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","10068001","53","2","0","-416.5","1","2021/10/19 15:59:59","2021/10/01 16:00:00","10068","3.414","1","花凜","190801"
"將任務完成，\n並獲得獎勵吧！","10068002","53","2","0","-416.5","1","2021/10/19 15:59:59","2021/10/01 16:00:00","10068","3.099","2","花凜","190801"
"似乎有能夠\n領取的獎勵了，\n請確認看看。","10068003","54","2","0","-416.5","1","2021/10/19 15:59:59","2021/10/01 16:00:00","10068","2.801","3","花凜","190801"
"能夠領取獎勵了！\n請檢查看看","10068004","54","2","0","-416.5","2","2021/10/19 15:59:59","2021/10/01 16:00:00","10068","0","4","花凜","190801"
"參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","10068005","57","1","0","-416.5","1","2021/10/19 15:59:59","2021/10/01 16:00:00","10068","0","5","花凜","190801"
"這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","10068006","55","2","0","-363","1","2021/10/19 15:59:59","2021/10/01 16:00:00","10068","5.506","1","花凜","190801"
"辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","10068007","55","1","0","-363","2","2021/10/19 15:59:59","2021/10/01 16:00:00","10068","1.216","2","花凜","190801"
"辛苦了\n別忘記使用討伐證\n來進行交換哦！","10068008","56","1","0","-363","2","2021/10/19 15:59:59","2021/10/01 16:00:00","10068","1.539","3","花凜","190801"
"結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","10068009","56","1","0","-363","2","2021/10/19 15:59:59","2021/10/01 16:00:00","10068","1.875","4","花凜","190801"
"","10068101","51","2","8","-285","2","2021/10/19 15:59:59","2021/10/01 16:00:00","10068","0","101","碧（工作服）","116701"
"","10068102","51","2","8","-285","2","2021/10/19 15:59:59","2021/10/01 16:00:00","10068","0","201","美冬（工作服）","116901"
"","10068103","51","3","8","-285","3","2021/10/19 15:59:59","2021/10/01 16:00:00","10068","0","301","珠希（工作服）","116801"
"","10068104","51","2","8","-285","5","2021/10/19 15:59:59","2021/10/01 16:00:00","10068","3","102","碧（工作服）","116701"
"","10068105","51","2","8","-285","4","2021/10/19 15:59:59","2021/10/01 16:00:00","10068","9.45","202","美冬（工作服）","116901"
"","10068106","51","4","8","-285","1","2021/10/19 15:59:59","2021/10/01 16:00:00","10068","4.5","302","珠希（工作服）","116801"
"","10068107","51","5","8","-285","2","2021/10/19 15:59:59","2021/10/01 16:00:00","10068","4.75","103","碧（工作服）","116701"
"","10068108","51","2","8","-285","2","2021/10/19 15:59:59","2021/10/01 16:00:00","10068","0","203","美冬（工作服）","116901"
"","10068109","51","2","8","-285","1","2021/10/19 15:59:59","2021/10/01 16:00:00","10068","4.12","303","珠希（工作服）","116801"
"","10068110","52","5","8","-285","2","2021/10/19 15:59:59","2021/10/01 16:00:00","10068","5.85","104","碧（工作服）","116701"
"","10068111","52","2","8","-285","1","2021/10/19 15:59:59","2021/10/01 16:00:00","10068","4.4","204","美冬（工作服）","116901"
"","10068112","52","2","8","-285","1","2021/10/19 15:59:59","2021/10/01 16:00:00","10068","4","304","珠希（工作服）","116801"
"","10068113","52","2","8","-285","1","2021/10/19 15:59:59","2021/10/01 16:00:00","10068","6.39","105","碧（工作服）","116701"
"","10068114","52","1","8","-285","1","2021/10/19 15:59:59","2021/10/01 16:00:00","10068","0","205","美冬（工作服）","116901"
"","10068115","52","2","8","-285","2","2021/10/19 15:59:59","2021/10/01 16:00:00","10068","0","305","珠希（工作服）","116801"
"","10068116","52","5","8","-285","2","2021/10/19 15:59:59","2021/10/01 16:00:00","10068","5.5","106","碧（工作服）","116701"
"","10068117","52","2","8","-285","2","2021/10/19 15:59:59","2021/10/01 16:00:00","10068","0","206","美冬（工作服）","116901"
"","10068118","52","2","8","-285","1","2021/10/19 15:59:59","2021/10/01 16:00:00","10068","7.7","306","珠希（工作服）","116801"
"如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","10069001","53","2","0","-416.5","1","2021/10/27 15:59:59","2021/10/18 16:00:00","10069","3.414","1","花凜","190801"
"將任務完成，\n並獲得獎勵吧！","10069002","53","2","0","-416.5","1","2021/10/27 15:59:59","2021/10/18 16:00:00","10069","3.099","2","花凜","190801"
"似乎有能夠\n領取的獎勵了，\n請確認看看。","10069003","54","2","0","-416.5","1","2021/10/27 15:59:59","2021/10/18 16:00:00","10069","2.801","3","花凜","190801"
"能夠領取獎勵了！\n請檢查看看","10069004","54","2","0","-416.5","2","2021/10/27 15:59:59","2021/10/18 16:00:00","10069","0","4","花凜","190801"
"參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","10069005","57","1","0","-416.5","1","2021/10/27 15:59:59","2021/10/18 16:00:00","10069","0","5","花凜","190801"
"這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","10069006","55","2","0","-363","1","2021/10/27 15:59:59","2021/10/18 16:00:00","10069","5.506","1","花凜","190801"
"辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","10069007","55","1","0","-363","2","2021/10/27 15:59:59","2021/10/18 16:00:00","10069","1.216","2","花凜","190801"
"辛苦了\n別忘記使用討伐證\n來進行交換哦！","10069008","56","1","0","-363","2","2021/10/27 15:59:59","2021/10/18 16:00:00","10069","1.539","3","花凜","190801"
"結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","10069009","56","1","0","-363","2","2021/10/27 15:59:59","2021/10/18 16:00:00","10069","1.875","4","花凜","190801"
"","10069101","51","6","8","-285","2","2021/10/27 15:59:59","2021/10/18 16:00:00","10069","12.688","101","璃乃","101101"
"","10069102","51","6","8","-285","2","2021/10/27 15:59:59","2021/10/18 16:00:00","10069","12.688","111","璃乃（奇幻）","112901"
"","10069103","51","5","8","-285","4","2021/10/27 15:59:59","2021/10/18 16:00:00","10069","9.506","201","步未","105501"
"","10069104","51","5","8","-285","4","2021/10/27 15:59:59","2021/10/18 16:00:00","10069","9.506","211","步未（奇幻）","113001"
"","10069106","51","1","8","-285","3","2021/10/27 15:59:59","2021/10/18 16:00:00","10069","7.071","311","日和（奇幻）","900103"
"","10069107","51","4","30","-285","6","2021/10/27 15:59:59","2021/10/18 16:00:00","10069","8.59","401","祈梨","906601"
"","10069108","51","2","-8","-285","1","2021/10/27 15:59:59","2021/10/18 16:00:00","10069","11.933","501","帆稀","106701"
"","10069109","51","2","8","-285","1","2021/10/27 15:59:59","2021/10/18 16:00:00","10069","10.355","102","璃乃","101101"
"","10069110","51","2","8","-285","1","2021/10/27 15:59:59","2021/10/18 16:00:00","10069","10.355","112","璃乃（奇幻）","112901"
"","10069111","51","1","8","-285","6","2021/10/27 15:59:59","2021/10/18 16:00:00","10069","6.107","202","步未","105501"
"","10069112","51","1","8","-285","6","2021/10/27 15:59:59","2021/10/18 16:00:00","10069","6.107","212","步未（奇幻）","113001"
"","10069113","51","2","8","-285","1","2021/10/27 15:59:59","2021/10/18 16:00:00","10069","6.516","302","日和","100101"
"","10069114","51","2","8","-285","1","2021/10/27 15:59:59","2021/10/18 16:00:00","10069","6.516","312","日和（奇幻）","900103"
"","10069115","51","7","30","-285","5","2021/10/27 15:59:59","2021/10/18 16:00:00","10069","10.04","402","祈梨","906601"
"","10069116","51","2","-8","-285","2","2021/10/27 15:59:59","2021/10/18 16:00:00","10069","0","502","帆稀","106701"
"","10069118","51","3","8","-285","4","2021/10/27 15:59:59","2021/10/18 16:00:00","10069","9.009","113","璃乃（奇幻）","112901"
"","10069120","51","4","8","-285","4","2021/10/27 15:59:59","2021/10/18 16:00:00","10069","0","213","步未（奇幻）","113001"
"","10069122","51","2","8","-285","6","2021/10/27 15:59:59","2021/10/18 16:00:00","10069","5.681","313","日和（奇幻）","900103"
"","10069123","51","4","30","-285","1","2021/10/27 15:59:59","2021/10/18 16:00:00","10069","12.143","403","祈梨","906601"
"","10069124","51","3","-8","-285","1","2021/10/27 15:59:59","2021/10/18 16:00:00","10069","12.817","503","帆稀","106701"
"","10069125","52","1","8","-285","1","2021/10/27 15:59:59","2021/10/18 16:00:00","10069","0","104","璃乃","101101"
"","10069126","52","1","8","-285","1","2021/10/27 15:59:59","2021/10/18 16:00:00","10069","0","114","璃乃（奇幻）","112901"
"","10069127","52","2","8","-285","1","2021/10/27 15:59:59","2021/10/18 16:00:00","10069","8.895","204","步未","105501"
"","10069128","52","2","8","-285","1","2021/10/27 15:59:59","2021/10/18 16:00:00","10069","8.895","214","步未（奇幻）","113001"
"","10069129","52","1","8","-285","2","2021/10/27 15:59:59","2021/10/18 16:00:00","10069","5.1","304","日和","100101"
"","10069130","52","1","8","-285","2","2021/10/27 15:59:59","2021/10/18 16:00:00","10069","5.1","314","日和（奇幻）","900103"
"","10069131","52","5","30","-285","2","2021/10/27 15:59:59","2021/10/18 16:00:00","10069","12.162","404","祈梨","906601"
"","10069132","52","1","-8","-285","1","2021/10/27 15:59:59","2021/10/18 16:00:00","10069","0","504","帆稀","106701"
"","10069133","52","5","8","-285","2","2021/10/27 15:59:59","2021/10/18 16:00:00","10069","7.23","105","璃乃","101101"
"","10069134","52","5","8","-285","2","2021/10/27 15:59:59","2021/10/18 16:00:00","10069","7.23","115","璃乃（奇幻）","112901"
"","10069135","52","2","8","-285","1","2021/10/27 15:59:59","2021/10/18 16:00:00","10069","7.989","205","步未","105501"
"","10069136","52","2","8","-285","1","2021/10/27 15:59:59","2021/10/18 16:00:00","10069","7.989","215","步未（奇幻）","113001"
"","10069137","52","1","8","-285","2","2021/10/27 15:59:59","2021/10/18 16:00:00","10069","3.524","305","日和","100101"
"","10069138","52","1","8","-285","2","2021/10/27 15:59:59","2021/10/18 16:00:00","10069","3.524","315","日和（奇幻）","900103"
"","10069139","52","2","30","-285","6","2021/10/27 15:59:59","2021/10/18 16:00:00","10069","5.52","405","祈梨","906601"
"","10069140","52","2","-8","-285","1","2021/10/27 15:59:59","2021/10/18 16:00:00","10069","6.533","505","帆稀","106701"
"","10069141","52","1","8","-285","1","2021/10/27 15:59:59","2021/10/18 16:00:00","10069","0","106","璃乃","101101"
"","10069142","52","1","8","-285","1","2021/10/27 15:59:59","2021/10/18 16:00:00","10069","0","116","璃乃（奇幻）","112901"
"","10069143","52","1","8","-285","1","2021/10/27 15:59:59","2021/10/18 16:00:00","10069","0","206","步未","105501"
"","10069144","52","1","8","-285","1","2021/10/27 15:59:59","2021/10/18 16:00:00","10069","0","216","步未（奇幻）","113001"
"","10069145","52","2","8","-285","1","2021/10/27 15:59:59","2021/10/18 16:00:00","10069","13.262","306","日和","100101"
"","10069146","52","2","8","-285","1","2021/10/27 15:59:59","2021/10/18 16:00:00","10069","13.262","316","日和（奇幻）","900103"
"","10069147","52","2","30","-285","2","2021/10/27 15:59:59","2021/10/18 16:00:00","10069","0","406","祈梨","906601"
"","10069148","52","2","-8","-285","2","2021/10/27 15:59:59","2021/10/18 16:00:00","10069","0","506","帆稀","106701"
"如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","10070001","53","2","0","-416.5","1","2021/07/18 14:59:59","2021/06/30 12:00:00","10070","3.414","1","花凜","190801"
"將任務完成，\n並獲得獎勵吧！","10070002","53","2","0","-416.5","1","2021/11/19 15:59:59","2021/11/01 16:00:00","10070","3.099","2","花凜","190801"
"似乎有能夠\n領取的獎勵了，\n請確認看看。","10070003","54","2","0","-416.5","1","2021/11/19 15:59:59","2021/11/01 16:00:00","10070","2.801","3","花凜","190801"
"能夠領取獎勵了！\n請檢查看看","10070004","54","2","0","-416.5","2","2021/11/19 15:59:59","2021/11/01 16:00:00","10070","0","4","花凜","190801"
"參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","10070005","57","1","0","-416.5","1","2021/11/19 15:59:59","2021/11/01 16:00:00","10070","0","5","花凜","190801"
"這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","10070006","55","2","0","-363","1","2021/11/19 15:59:59","2021/11/01 16:00:00","10070","5.506","1","花凜","190801"
"辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","10070007","55","1","0","-363","2","2021/11/19 15:59:59","2021/11/01 16:00:00","10070","1.216","2","花凜","190801"
"辛苦了\n別忘記使用討伐證\n來進行交換哦！","10070008","56","1","0","-363","2","2021/11/19 15:59:59","2021/11/01 16:00:00","10070","1.539","3","花凜","190801"
"結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","10070009","56","1","0","-363","2","2021/11/19 15:59:59","2021/11/01 16:00:00","10070","1.875","4","花凜","190801"
"","10070101","51","2","8","-285","1","2021/11/19 15:59:59","2021/11/01 16:00:00","10070","9.696","101","惠理子","102701"
"","10070102","51","2","8","-285","1","2021/11/19 15:59:59","2021/11/01 16:00:00","10070","9.696","111","惠理子（夏日）","117001"
"","10070103","51","2","8","-285","2","2021/11/19 15:59:59","2021/11/01 16:00:00","10070","0","201","靜流","104901"
"","10070104","51","2","8","-285","1","2021/11/19 15:59:59","2021/11/01 16:00:00","10070","3.132","211","靜流（夏日）","117101"
"","10070105","51","1","8","-285","2","2021/11/19 15:59:59","2021/11/01 16:00:00","10070","5.448","102","惠理子","102701"
"","10070106","51","1","8","-285","2","2021/11/19 15:59:59","2021/11/01 16:00:00","10070","5.448","112","惠理子（夏日）","117001"
"","10070107","51","2","8","-285","1","2021/11/19 15:59:59","2021/11/01 16:00:00","10070","3.804","202","靜流","104901"
"","10070108","51","2","8","-285","1","2021/11/19 15:59:59","2021/11/01 16:00:00","10070","3.804","212","靜流（夏日）","117101"
"","10070109","51","5","8","-285","1","2021/11/19 15:59:59","2021/11/01 16:00:00","10070","5.9","103","惠理子","102701"
"","10070110","51","5","8","-285","1","2021/11/19 15:59:59","2021/11/01 16:00:00","10070","5.9","113","惠理子（夏日）","117001"
"","10070111","51","2","8","-285","2","2021/11/19 15:59:59","2021/11/01 16:00:00","10070","0","203","靜流","104901"
"","10070112","51","2","8","-285","2","2021/11/19 15:59:59","2021/11/01 16:00:00","10070","0","213","靜流（夏日）","117101"
"","10070113","52","2","8","-285","1","2021/11/19 15:59:59","2021/11/01 16:00:00","10070","8.47","104","惠理子","102701"
"","10070114","52","2","8","-285","1","2021/11/19 15:59:59","2021/11/01 16:00:00","10070","8.47","114","惠理子（夏日）","117001"
"","10070115","52","1","8","-285","4","2021/11/19 15:59:59","2021/11/01 16:00:00","10070","3.816","204","靜流","104901"
"","10070116","52","1","8","-285","4","2021/11/19 15:59:59","2021/11/01 16:00:00","10070","3.816","214","靜流（夏日）","117101"
"","10070117","52","5","8","-285","5","2021/11/19 15:59:59","2021/11/01 16:00:00","10070","0","105","惠理子","102701"
"","10070118","52","5","8","-285","5","2021/11/19 15:59:59","2021/11/01 16:00:00","10070","0","115","惠理子（夏日）","117001"
"","10070119","52","2","8","-285","2","2021/11/19 15:59:59","2021/11/01 16:00:00","10070","0","205","靜流","104901"
"","10070120","52","1","8","-285","2","2021/11/19 15:59:59","2021/11/01 16:00:00","10070","3.736","215","靜流（夏日）","117101"
"","10070121","52","2","8","-285","1","2021/11/19 15:59:59","2021/11/01 16:00:00","10070","6.505","106","惠理子","102701"
"","10070122","52","2","8","-285","1","2021/11/19 15:59:59","2021/11/01 16:00:00","10070","6.505","116","惠理子（夏日）","117001"
"","10070123","52","2","8","-285","5","2021/11/19 15:59:59","2021/11/01 16:00:00","10070","5.702","206","靜流","104901"
"","10070124","52","2","8","-285","5","2021/11/19 15:59:59","2021/11/01 16:00:00","10070","5.702","216","靜流（夏日）","117101"
"如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","10071001","53","2","0","-416.5","1","2021/11/27 15:59:59","2021/11/18 16:00:00","10071","3.414","1","花凜","190801"
"將任務完成，\n並獲得獎勵吧！","10071002","53","2","0","-416.5","1","2021/11/27 15:59:59","2021/11/18 16:00:00","10071","3.099","2","花凜","190801"
"似乎有能夠\n領取的獎勵了，\n請確認看看。","10071003","54","2","0","-416.5","1","2021/11/27 15:59:59","2021/11/18 16:00:00","10071","2.801","3","花凜","190801"
"能夠領取獎勵了！\n請檢查看看","10071004","54","2","0","-416.5","2","2021/11/27 15:59:59","2021/11/18 16:00:00","10071","0","4","花凜","190801"
"參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","10071005","57","1","0","-416.5","1","2021/11/27 15:59:59","2021/11/18 16:00:00","10071","0","5","花凜","190801"
"這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","10071006","55","2","0","-363","1","2021/11/27 15:59:59","2021/11/18 16:00:00","10071","5.506","1","花凜","190801"
"辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","10071007","55","1","0","-363","2","2021/11/27 15:59:59","2021/11/18 16:00:00","10071","1.216","2","花凜","190801"
"辛苦了\n別忘記使用討伐證\n來進行交換哦！","10071008","56","1","0","-363","2","2021/11/27 15:59:59","2021/11/18 16:00:00","10071","1.539","3","花凜","190801"
"結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","10071009","56","1","0","-363","2","2021/11/27 15:59:59","2021/11/18 16:00:00","10071","1.875","4","花凜","190801"
"","10071102","51","5","-8","-285","4","2021/11/27 15:59:59","2021/11/18 16:00:00","10071","14.15","111","流夏（夏日）","113101"
"","10071104","51","2","8","-285","5","2021/11/27 15:59:59","2021/11/18 16:00:00","10071","9.48","211","七七香（夏日）","113301"
"","10071106","51","3","8","-285","3","2021/11/27 15:59:59","2021/11/18 16:00:00","10071","0","311","杏奈（夏日）","113201"
"","10071107","51","2","-8","-285","1","2021/11/27 15:59:59","2021/11/18 16:00:00","10071","9.376","102","流夏","105601"
"","10071108","51","2","-8","-285","1","2021/11/27 15:59:59","2021/11/18 16:00:00","10071","9.376","112","流夏（夏日）","113101"
"","10071109","51","3","8","-285","3","2021/11/27 15:59:59","2021/11/18 16:00:00","10071","0","202","七七香","101301"
"","10071110","51","3","8","-285","3","2021/11/27 15:59:59","2021/11/18 16:00:00","10071","0","212","七七香（夏日）","113301"
"","10071111","51","1","8","-285","4","2021/11/27 15:59:59","2021/11/18 16:00:00","10071","8.18","302","杏奈","100901"
"","10071112","51","1","8","-285","4","2021/11/27 15:59:59","2021/11/18 16:00:00","10071","8.18","312","杏奈（夏日）","113201"
"","10071113","51","4","-8","-285","4","2021/11/27 15:59:59","2021/11/18 16:00:00","10071","0","103","流夏","105601"
"","10071114","51","4","-8","-285","4","2021/11/27 15:59:59","2021/11/18 16:00:00","10071","0","113","流夏（夏日）","113101"
"","10071115","51","5","8","-285","4","2021/11/27 15:59:59","2021/11/18 16:00:00","10071","10.33","203","七七香","101301"
"","10071116","51","5","8","-285","4","2021/11/27 15:59:59","2021/11/18 16:00:00","10071","10.33","213","七七香（夏日）","113301"
"","10071117","51","4","8","-285","4","2021/11/27 15:59:59","2021/11/18 16:00:00","10071","0","303","杏奈","100901"
"","10071118","51","4","8","-285","4","2021/11/27 15:59:59","2021/11/18 16:00:00","10071","0","313","杏奈（夏日）","113201"
"","10071119","52","2","-8","-285","1","2021/11/27 15:59:59","2021/11/18 16:00:00","10071","8.83","104","流夏","105601"
"","10071120","52","2","-8","-285","1","2021/11/27 15:59:59","2021/11/18 16:00:00","10071","8.83","114","流夏（夏日）","113101"
"","10071121","52","4","8","-285","4","2021/11/27 15:59:59","2021/11/18 16:00:00","10071","0","204","七七香","101301"
"","10071122","52","4","8","-285","4","2021/11/27 15:59:59","2021/11/18 16:00:00","10071","0","214","七七香（夏日）","113301"
"","10071123","52","2","8","-285","1","2021/11/27 15:59:59","2021/11/18 16:00:00","10071","4.73","304","杏奈","100901"
"","10071124","52","2","8","-285","1","2021/11/27 15:59:59","2021/11/18 16:00:00","10071","4.73","314","杏奈（夏日）","113201"
"","10071125","52","2","-8","-285","1","2021/11/27 15:59:59","2021/11/18 16:00:00","10071","9.68","105","流夏","105601"
