313cbeba48bca9685ba2afb12f7727844c268f5ab24b05c75256ed1bf7dcbb00,912f8c1f6196d62a51179bff6ebd973b6fe31c523e6d9b969ebbd49a6ecf1da4,cdf399bfd8022f96349a9052c408c9e2c6d8956f3c5effcbc2ce1d9ad90b6bee,7f10a58686e7932bc58ce5c8c8556b716a80e37859a834fbab47dcd06129839e,ff89042112f5b39aa7fcc180fa51c7509f7517ba93e25bf23ce9737da541f946,9eb063e7b6dc2ec0cf6a32717b5ee91053f06b09d29e792dd0f83f90d5c003a2,164f5134611264cd49cbea4764bbc2a8ed708c65f924b93fc7aafc812bb07ad2,8e958cdec95250222e5227b7200d1c53293bf1424bf52a15157fbcc9694b758f,37bbf467aba093c4c98848f59f03bead7902d85f77b5d7803100decdbe5907e9,ade71840d7b8ea71f65ab5c9c8921dd98998c51261accc7c50cf263f605bb74e,459dcebb5762f567a80cc6a1d2507bd8df1c510055b423bb03b79e6e0bfa4f2f,48e2828080416d2b1f3e8c77ca960fee2cdd24b7ab3f0b5a57c76378729f6dc1,8896f6a4b49569d22a91860517c58f5f83dc2b65787a5c44b92ed0e548c68970,1216837576377709001b85de9a77dc0b7d8440629b23789bed00b525c8323c21,124979dd2cd2a682670ee166e055bd7f52365b62f96c74422715086209be7e26,8bb27fdb20fe728118afdfbdadf4eb45b585b65c5aaf5b3083aa369bafed2864,c566f9225c29c5efaa696f49690677297dd12c1339b5bf398e0eae74ea203645,74382b2de25cb41284c0f4a53d4493c187631d3d9a5d0e7aaf7fa599b220d6ad,15d4c4c86b9abcc663d3c583825929d9d776c1960f33c45dd1bf309cc0d8c96c,edcb4d0dbe4779569876aff1e1d64bc03f87bfe61fd830af58b2136d8eefac21,8e32fbd40d3cbb9e17dd499f0139dadfb8d14ecbda24cb5438da63910111025d,37cfcd88ac860efbd5101c3babcddccc00207568ddb3a3dadfc0c207c4c55367,df6bf5c3ded872ea08032a628011f20b2ab058fac9d457d08755b944dcd78e5f,fbd278b1d85a39b6c7b42de970ba43b5eb24b56cefc327139c954ed46b2aada2,88f03734cf4aaf7d6805f2215d8cad023989a5ad63242bf521b65f89fc5226c9,45a86b153765e548c486e60e79ce4f19f539e6749b13da8f0ea6f1b859190215,b99ac7d27130fe4b94d39f047414862da27c29cbf30718591ab97c64e729cc89,7c6c441b5249ddde216cc6357ce19ab9f6e934bd668c7696677af05165e21e21,926ad679ce96cfed89cc9fe11fb62aa8b8280017804da8a180ffd5d8a4f8f4fa,85c6b587f672e1265b5a0f9965b1a3826c9a125ea311eaa2d97418e389d0a847,ac934272f7f7b288a48f3ec77b5dc981a6b2f0f0ec7f3a5832b37c83d1661748,4608688f6d2bd9fb55aeaad141f87d1a03d84afd5abcb5e1d0710801201b7fef,7dbe73973cfeae4dd6b296c3d459fc30d2f15d0e694bd105146d3869e8051ccd,cda03b96b88dcf1919c12d6baeef7d3cf5d281837acbcd03911b41f0febbc0db,7cca4f0d211fcca18adf33b383ab57f82b9bfdd8bfab376398195c03ee7c2ee1,93b0e62eff81c516b22d93004bb5f7dd65370616c5f2d42f3bc201d5b0a65441,6c4382e82f6bdc5c880544182ebf43681db3d6145287096be6078ceb940cd8c9,d7fca94b93e5352b1d63d1cca203608d102937283ffa0c44b228f0b569450225,3ecba768e1184d268f0547b0e9b02e063bd8425bd3025aeb89b6c886cb92ee62,bcc69b27d48b7094e99f8e91e0a5578ec6658f49d2c852cfecb8798599fedfb9,55a022375cadeda318d55365dffdd02bcc18881d577bf77a966f12764771f249,2c9fe01d2ee3e1689fddbf7a20f905dda7cc0ac1bed2b7c8d1b7bfa04237319f,98b3d37358caa48a6c58ba1f57b0e3afb9c7b6cc3944c8bc1f1fe2a9ed399dee,f68e6c209d30cdc8d8185e56a66440814b5f91d35d153e7f8d2edbca3b6c34fe
"5000","0","三重岩","924082401","70","3000","0","0","300000008","0","3000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2000","0","1","0","0","0","450","3000","3000","306904","0","0","0","60","0","1000000000","0","0","1"
"0","0","三重岩上段","924082402","0","0","0","0","300000008","0","0","0","0","0","0","0","10000","0","5000","0","0","0","0","0","0","0","10000","1","0","0","0","450","0","0","306904","0","0","0","60","5000","800000","0","0","1"
"0","0","三重岩中段","924082403","0","0","0","0","300000008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1200","1","0","0","0","450","0","0","306904","0","0","0","60","0","1800000","0","0","1"
"0","0","三重岩下段","924082404","0","0","0","0","300000008","0","0","0","0","0","0","0","1200","0","0","0","0","0","0","0","0","0","0","1","0","0","0","450","0","0","306904","0","0","0","60","0","1800000","0","0","1"
"0","250","爆裂敵人","924082405","0","0","0","0","300000009","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","300","0","1","0","0","0","500","0","300","217300","150","0","5000","100","0","1000000000","0","0","1"
"5000","0","稜鏡夫人","924083101","40","0","0","0","300000008","0","0","0","0","0","0","0","350","0","15000","0","0","0","0","0","0","5000","100","1","0","0","0","100","5000","0","305902","0","0","0","60","0","80000000","0","0","1"
"0","250","爆裂敵人","924083102","0","0","0","0","300000009","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","200","0","1","0","0","0","500","0","200","217300","150","0","5000","100","0","1000000000","0","0","1"
"5000","0","稜鏡夫人","924083201","40","0","0","0","300000008","0","0","0","0","0","0","0","500","0","30000","0","0","0","0","0","0","5000","200","1","0","0","0","200","5000","0","305902","0","0","0","60","0","150000000","0","0","1"
"0","250","爆裂敵人","924083202","0","0","0","0","300000009","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","300","0","1","0","0","0","500","0","300","217300","150","0","5000","100","0","1000000000","0","0","1"
"5000","0","稜鏡夫人","924083301","40","0","0","0","300000008","0","0","0","0","0","0","0","700","0","60000","0","0","0","0","0","0","5000","300","1","0","0","0","450","5000","0","305902","0","0","0","60","0","300000000","0","0","1"
"0","250","爆裂敵人","924083302","0","0","0","0","300000009","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","500","0","1","0","0","0","500","0","400","217300","150","0","5000","100","0","1000000000","0","0","1"
"5000","0","稜鏡夫人","924083401","40","0","0","0","300000008","0","0","0","0","0","0","0","700","0","60000","0","0","0","0","0","0","5000","300","1","0","0","0","450","5000","0","305902","0","0","0","60","0","1000000000","0","0","1"
"0","250","爆裂敵人","924083402","0","0","0","0","300000009","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","500","0","1","0","0","0","500","0","400","217300","150","0","5000","100","0","1000000000","0","0","1"
"3160","0","多倫多獸","924090101","0","3160","0","0","200000001","0","3160","0","0","0","0","0","1244","0","0","0","0","0","0","0","0","3160","1866","0","0","0","0","316","3160","3160","252000","0","0","0","44","2763","3160939","0","0","1"
"3160","0","哥布林護衛","924090102","0","3160","0","0","200000001","0","3160","0","0","0","0","0","1555","0","0","0","0","0","0","0","0","3160","1400","0","0","0","0","316","3160","3160","251200","0","0","0","44","2853","3164951","0","0","1"
"316","0","望的闇影","924090103","35","316","0","0","200000001","0","316","0","565","0","0","0","3205","0","0","0","0","0","0","0","0","316","2197","6","0","4","1","316","316","316","602901","0","49","0","45","10715","2709673","0","29","33"
"3160","0","閃焰軟泥怪","924090104","0","3160","0","0","200000001","0","3160","0","0","0","0","0","933","0","10909","0","0","0","0","0","0","3160","1400","0","0","0","0","316","3160","3160","252700","0","0","0","44","0","2985523","0","0","1"
"316","0","安的闇影","924090105","36","316","0","0","200000001","0","316","0","0","0","2142","0","447","0","23492","0","0","0","0","0","0","316","536","5","0","18","1","316","316","316","609201","0","45","0","44","0","2156819","0","0","33"
"3160","0","寄居蟹騎士","924090201","0","3160","0","0","200000001","0","3160","0","0","0","0","0","2395","0","0","0","0","0","0","0","0","3160","1540","0","0","0","0","316","3160","3160","254100","0","0","0","44","4827","5577264","0","0","1"
"316","0","智的闇影","924090202","45","316","0","0","200000001","0","316","0","2690","0","0","0","691","0","0","0","0","0","0","0","0","316","598","6","0","0","1","316","316","316","603701","0","36","0","81","32598","4317274","0","10","33"
"3160","0","天使鏢魚","924090203","0","3160","0","0","200000001","0","3160","0","0","0","0","0","1026","0","0","0","0","0","0","0","0","3160","1540","0","0","0","0","316","3160","3160","253600","0","0","0","44","14772","5340030","0","0","1"
"316","0","栞（魔法少女）的闇影","924090204","43","316","0","0","200000001","0","316","0","2237","0","0","0","587","0","0","0","0","0","0","0","0","316","785","5","0","0","1","316","316","316","612301","0","30","0","65","29318","3792130","0","3","33"
"3160","0","氣球鳥","924090205","0","3160","0","0","200000001","0","3160","0","0","0","0","0","1026","0","0","0","0","0","0","0","0","3160","1540","0","0","0","0","316","3160","3160","257600","0","930","0","44","474","5340030","0","0","1"
"3160","0","生者劍士像","924090301","0","3160","0","0","200000001","0","3160","0","0","0","0","0","1493","0","0","0","0","0","0","0","0","3160","3359","0","0","0","0","316","3160","3160","251000","0","0","0","44","8230","16306061","0","0","1"
"316","0","妮諾（大江戶）的闇影","924090302","40","316","0","0","200000001","0","316","0","3264","0","0","0","614","0","0","0","0","0","0","0","0","316","516","5","0","0","2","316","316","316","609601","0","40","0","53","50103","11952108","0","42","33"
"316","0","琪愛兒的闇影","924090303","50","316","0","0","200000001","0","316","0","2424","0","0","0","953","0","0","0","0","0","0","0","0","316","707","5","0","15","1","316","316","316","610901","0","20","0","62","43746","11803662","0","24","33"
"3160","0","堅果射手","924090304","0","3160","0","0","200000001","0","3160","0","0","0","0","0","1120","0","0","0","0","0","0","0","0","3160","1680","0","0","0","0","316","3160","3160","254200","0","0","0","44","1077","15623717","0","0","1"
"316","0","優衣（祭服）的闇影","924090305","29","316","0","0","200000001","0","316","0","0","0","510","0","1591","0","31569","0","0","0","0","0","0","316","2713","5","0","21","1","316","316","316","615601","0","2850","0","44","0","12533499","0","3","33"
"3000","0","夢魘","924091101","40","0","0","0","300000008","0","0","0","0","0","0","0","500","0","30000","0","0","0","0","0","0","800","600","1","0","0","0","100","5000","0","304003","0","0","0","60","10000","80000000","0","0","1"
"0","250","爆裂敵人","924091102","0","0","0","0","300000009","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","150","0","1","0","0","0","500","0","200","217300","150","0","5000","100","0","1000000000","0","0","1"
"5000","0","夢魘","924091201","70","0","0","0","300000008","0","0","0","0","0","0","0","600","0","40000","0","0","0","0","0","0","800","800","1","0","0","0","200","5000","0","304003","0","0","0","60","15000","150000000","0","0","1"
"0","250","爆裂敵人","924091202","0","0","0","0","300000009","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","200","0","1","0","0","0","500","0","350","217300","150","0","5000","100","0","1000000000","0","0","1"
"10000","0","夢魘","924091301","100","0","0","0","300000008","0","0","0","0","0","0","0","800","0","60000","0","0","0","0","0","0","800","1000","1","0","0","0","450","5000","0","304003","0","0","0","60","26000","300000000","0","0","1"
"0","250","爆裂敵人","924091302","0","0","0","0","300000009","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","300","0","1","0","0","0","500","0","500","217300","150","0","5000","100","0","1000000000","0","0","1"
"10000","0","夢魘","924091401","100","0","0","0","300000008","0","0","0","0","0","0","0","800","0","60000","0","0","0","0","0","0","800","1000","1","0","0","0","450","5000","0","304003","0","0","0","60","26000","1000000000","0","0","1"
"0","250","爆裂敵人","924091402","0","0","0","0","300000009","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","300","0","1","0","0","0","500","0","500","217300","150","0","5000","100","0","1000000000","0","0","1"
"3000","0","劍蛇","924092101","80","300","0","0","300000008","0","300","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2000","0","1","0","0","0","100","3000","0","313402","0","0","300","60","0","80000000","0","0","1"
"0","0","劍蛇部位A","924092102","0","0","0","0","300000008","0","0","0","0","0","0","0","1400","0","10000","0","0","0","0","0","0","0","1400","1","0","0","0","100","0","0","313402","0","0","0","60","25000","800000","0","0","1"
"0","0","劍蛇部位B","924092103","0","0","0","0","300000008","0","0","0","0","0","0","0","1600","0","0","0","0","0","0","0","0","0","1000","1","0","0","0","100","0","0","313402","0","0","0","60","0","1400000","0","0","1"
"0","0","劍蛇部位C","924092104","0","0","0","0","300000008","0","0","0","0","0","0","0","500","0","0","0","0","0","0","0","0","0","400","1","0","0","0","100","0","0","313402","0","0","0","60","0","500000","0","0","1"
"0","250","爆裂敵人","924092105","0","0","0","0","300000009","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","1","0","0","0","500","0","100","217300","150","0","5000","100","0","1000000000","0","0","1"
"4000","0","劍蛇","924092201","100","300","0","0","300000008","0","300","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3000","0","1","0","0","0","200","4000","0","313402","0","0","300","60","0","150000000","0","0","1"
"0","0","劍蛇部位A","924092202","0","0","0","0","300000008","0","0","0","0","0","0","0","2000","0","15000","0","0","0","0","0","0","0","2000","1","0","0","0","200","0","0","313402","0","0","0","60","30000","1000000","0","0","1"
"0","0","劍蛇部位B","924092203","0","0","0","0","300000008","0","0","0","0","0","0","0","1600","0","0","0","0","0","0","0","0","0","1000","1","0","0","0","200","0","0","313402","0","0","0","60","0","1600000","0","0","1"
"0","0","劍蛇部位C","924092204","0","0","0","0","300000008","0","0","0","0","0","0","0","500","0","0","0","0","0","0","0","0","0","400","1","0","0","0","200","0","0","313402","0","0","0","60","0","700000","0","0","1"
"0","250","爆裂敵人","924092205","0","0","0","0","300000009","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","1","0","0","0","500","0","200","217300","150","0","5000","100","0","1000000000","0","0","1"
"6000","0","劍蛇","924092301","130","300","0","0","300000008","0","300","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5000","0","1","0","0","0","450","6000","0","313402","0","0","300","60","0","300000000","0","0","1"
"0","0","劍蛇部位A","924092302","0","0","0","0","300000008","0","0","0","0","0","0","0","10000","0","20000","0","0","0","0","0","0","0","10000","1","0","0","0","450","0","0","313402","0","0","0","60","40000","1200000","0","0","1"
"0","0","劍蛇部位B","924092303","0","0","0","0","300000008","0","0","0","0","0","0","0","1600","0","0","0","0","0","0","0","0","0","1000","1","0","0","0","450","0","0","313402","0","0","0","60","0","1800000","0","0","1"
"0","0","劍蛇部位C","924092304","0","0","0","0","300000008","0","0","0","0","0","0","0","500","0","0","0","0","0","0","0","0","0","400","1","0","0","0","450","0","0","313402","0","0","0","60","0","900000","0","0","1"
"0","250","爆裂敵人","924092305","0","0","0","0","300000009","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","300","0","1","0","0","0","500","0","300","217300","150","0","5000","100","0","1000000000","0","0","1"
"6000","0","劍蛇","924092401","130","300","0","0","300000008","0","300","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5000","0","1","0","0","0","450","6000","0","313402","0","0","300","60","0","1000000000","0","0","1"
"0","0","劍蛇部位A","924092402","0","0","0","0","300000008","0","0","0","0","0","0","0","10000","0","20000","0","0","0","0","0","0","0","10000","1","0","0","0","450","0","0","313402","0","0","0","60","40000","1200000","0","0","1"
"0","0","劍蛇部位B","924092403","0","0","0","0","300000008","0","0","0","0","0","0","0","1600","0","0","0","0","0","0","0","0","0","1000","1","0","0","0","450","0","0","313402","0","0","0","60","0","1800000","0","0","1"
"0","0","劍蛇部位C","924092404","0","0","0","0","300000008","0","0","0","0","0","0","0","500","0","0","0","0","0","0","0","0","0","400","1","0","0","0","450","0","0","313402","0","0","0","60","0","900000","0","0","1"
"0","250","爆裂敵人","924092405","0","0","0","0","300000009","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","300","0","1","0","0","0","500","0","300","217300","150","0","5000","100","0","1000000000","0","0","1"
"300","0","芒刺爬行者","924093101","30","0","0","0","300000008","0","0","0","0","0","0","0","1100","0","0","0","0","0","0","0","0","300","400","1","0","0","0","100","5000","0","300608","0","0","0","60","20000","80000000","0","0","1"
"0","250","爆裂敵人","924093102","0","0","0","0","300000009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","200","0","1","0","0","0","500","0","200","217300","150","0","5000","100","0","1000000000","0","0","1"
"500","0","芒刺爬行者","924093201","40","0","0","0","300000008","0","0","0","0","0","0","0","1500","0","0","0","0","0","0","0","0","500","600","1","0","0","0","200","5000","0","300608","0","0","0","60","30000","150000000","0","0","1"
"0","250","爆裂敵人","924093202","0","0","0","0","300000009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","300","0","1","0","0","0","500","0","300","217300","150","0","5000","100","0","1000000000","0","0","1"
"700","0","芒刺爬行者","924093301","60","0","0","0","300000008","0","0","0","0","0","0","0","2000","0","0","0","0","0","0","0","0","800","800","1","0","0","0","450","5000","0","300608","0","0","0","60","40000","300000000","0","0","1"
"0","250","爆裂敵人","924093302","0","0","0","0","300000009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","500","0","1","0","0","0","500","0","400","217300","150","0","5000","100","0","1000000000","0","0","1"
"700","0","芒刺爬行者","924093401","60","0","0","0","300000008","0","0","0","0","0","0","0","2000","0","0","0","0","0","0","0","0","800","800","1","0","0","0","450","5000","0","300608","0","0","0","60","40000","1000000000","0","0","1"
"0","250","爆裂敵人","924093402","0","0","0","0","300000009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","500","0","1","0","0","0","500","0","400","217300","150","0","5000","100","0","1000000000","0","0","1"
"3190","0","哥布林護衛","924100101","0","3190","0","0","200000001","0","3190","0","0","0","0","0","1711","0","0","0","0","0","0","0","0","3190","1540","0","0","0","0","319","3190","3190","251200","0","0","0","44","2853","3481446","0","0","1"
"3190","0","小狸貓","924100102","0","3190","0","0","200000001","0","3190","0","0","0","0","0","684","0","1500","0","0","0","0","0","0","3190","1026","0","0","0","0","319","3190","3190","250600","0","0","0","44","0","3836909","0","0","1"
"319","0","純的闇影","924100103","40","319","0","0","200000001","0","319","0","535","0","0","0","3076","0","0","0","0","0","0","0","0","319","3164","6","0","5","1","319","319","319","604701","0","69","0","44","10499","3040342","0","26","33"
"319","0","空花（黑暗）的闇影","924100104","25","319","0","0","200000001","0","319","0","0","0","136","0","2941","0","12443","0","0","0","0","0","0","319","2329","5","0","20","1","319","319","319","619101","0","86","0","44","0","2859703","0","12","33"
"3190","0","寒冰雛鳥","924100105","0","3190","0","0","200000001","0","3190","0","0","0","0","0","856","0","8981","0","0","0","0","0","0","3190","1284","0","0","0","0","319","3190","3190","255100","0","0","0","44","0","3207311","0","0","1"
"3190","0","寄居蟹騎士","924100201","0","3190","0","0","200000001","0","3190","0","0","0","0","0","3919","0","0","0","0","0","0","0","0","3190","2520","0","0","0","0","319","3190","3190","254100","0","0","0","44","4827","10224984","0","0","1"
"319","0","克蘿依的闇影","924100202","28","319","0","0","200000001","0","319","0","2753","0","0","0","1118","0","0","0","0","0","0","0","0","319","828","5","0","0","1","319","319","319","610801","0","30","0","64","28242","7497448","0","48","33"
"3190","0","火蜥蜴","924100203","0","3190","0","0","200000001","0","3190","0","0","0","0","0","1679","0","0","0","0","0","0","0","0","3190","2520","0","0","0","0","319","3190","3190","252500","0","0","0","44","15443","9833391","0","0","1"
"319","0","莫妮卡（魔法少女）的闇影","924100204","33","319","0","0","200000001","0","319","0","1755","0","0","0","1471","0","0","0","0","0","0","0","0","319","1411","5","0","1","1","319","319","319","614201","0","870","0","44","27436","7629200","0","14","33"
"3190","0","殺人蜂","924100205","0","3190","0","0","200000001","0","3190","0","0","0","0","0","1400","0","0","0","0","0","0","0","0","3190","2101","0","0","0","0","319","3190","3190","255500","0","0","0","44","8448","9685269","0","0","1"
"3190","0","生者劍士像","924100301","0","3190","0","0","200000001","0","3190","0","0","0","0","0","2333","0","0","0","0","0","0","0","0","3190","3359","0","0","0","0","319","3190","3190","251000","0","0","0","44","8230","16306061","0","0","1"
"319","0","七七香（夏日）的闇影","924100302","30","319","0","0","200000001","0","319","0","0","0","1024","0","716","0","41928","0","0","0","0","0","0","319","1057","5","0","29","1","319","319","319","613301","0","146","0","44","0","11987022","0","0","33"
"319","0","優衣（新年）的闇影","924100303","40","319","0","0","200000001","0","319","0","0","0","530","0","1771","0","36972","0","0","0","0","0","0","319","2106","6","0","19","1","319","319","319","608802","0","1580","0","44","0","12695256","0","3","33"
"319","0","鏡華的闇影","924100304","39","319","0","0","200000001","0","319","0","0","0","2524","0","605","0","45602","0","0","0","0","0","0","319","722","6","0","17","1","319","319","319","603602","0","60","0","44","0","12111729","0","0","33"
"3190","0","幼年巨蜥","924100305","0","3190","0","0","200000001","0","3190","0","0","0","0","0","373","0","35746","0","0","0","0","0","0","3190","560","0","0","0","0","319","3190","3190","258200","0","0","0","44","0","16010198","0","0","1"
"5000","0","泥巴鱷","924101101","100","0","0","0","300000008","0","0","0","0","0","0","0","400","0","0","0","0","0","0","0","0","5000","150","1","0","0","0","100","5000","0","309106","0","0","0","60","10000","80000000","0","0","1"
"0","250","爆裂敵人","924101102","0","0","0","0","300000009","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","200","0","1","0","0","0","500","0","50","217300","150","0","5000","100","0","1000000000","0","0","1"
"5000","0","泥巴鱷","924101201","100","0","0","0","300000008","0","0","0","0","0","0","0","500","0","0","0","0","0","0","0","0","5000","150","1","0","0","0","200","5000","0","309106","0","0","0","60","12000","150000000","0","0","1"
"0","250","爆裂敵人","924101202","0","0","0","0","300000009","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","200","0","1","0","0","0","500","0","50","217300","150","0","5000","100","0","1000000000","0","0","1"
"5000","0","泥巴鱷","924101301","100","0","0","0","300000008","0","0","0","0","0","0","0","900","0","0","0","0","0","0","0","0","5000","1100","1","0","0","0","450","5000","0","309106","0","0","0","60","32000","300000000","0","0","1"
"0","250","爆裂敵人","924101302","0","0","0","0","300000009","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","500","0","1","0","0","0","500","0","500","217300","150","0","5000","100","0","1000000000","0","0","1"
"5000","0","泥巴鱷","924101401","100","0","0","0","300000008","0","0","0","0","0","0","0","900","0","0","0","0","0","0","0","0","5000","1100","1","0","0","0","450","5000","0","309106","0","0","0","60","32000","1000000000","0","0","1"
"0","250","爆裂敵人","924101402","0","0","0","0","300000009","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","500","0","1","0","0","0","500","0","500","217300","150","0","5000","100","0","1000000000","0","0","1"
"50000","0","黑曜飛龍","924102101","130","300","0","0","300000008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50000","0","1","0","0","0","100","5000","50000","312004","300","0","300","60","0","80000000","0","0","1"
"0","0","黑曜飛龍Ａ","924102102","0","0","0","0","300000008","0","0","0","0","0","0","0","3000","0","0","0","0","0","0","0","0","0","1000","1","0","0","0","100","0","0","312004","0","0","0","60","30000","600000","0","0","1"
"0","0","黑曜飛龍Ｂ","924102103","0","0","0","0","300000008","0","0","0","0","0","0","0","600","0","0","0","0","0","0","0","0","0","500","1","0","0","0","100","0","0","312004","0","0","0","60","0","1800000","0","0","1"
"0","0","黑曜飛龍Ｃ","924102104","0","0","0","0","300000008","0","0","0","0","0","0","0","300","0","0","0","0","0","0","0","0","0","200","1","0","0","0","100","0","0","312004","0","0","0","60","0","1200000","0","0","1"
"0","250","爆裂敵人","924102105","0","0","0","0","300000009","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","1","0","0","0","500","0","100","217300","150","0","5000","100","0","1000000000","0","0","1"
"50000","0","黑曜飛龍","924102201","130","300","0","0","300000008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50000","0","1","0","0","0","200","5000","50000","312004","300","0","300","60","0","150000000","0","0","1"
"0","0","黑曜飛龍Ａ","924102202","0","0","0","0","300000008","0","0","0","0","0","0","0","4000","0","0","0","0","0","0","0","0","0","1000","1","0","0","0","200","0","0","312004","0","0","0","60","40000","800000","0","0","1"
"0","0","黑曜飛龍Ｂ","924102203","0","0","0","0","300000008","0","0","0","0","0","0","0","600","0","0","0","0","0","0","0","0","0","500","1","0","0","0","200","0","0","312004","0","0","0","60","0","2400000","0","0","1"
"0","0","黑曜飛龍Ｃ","924102204","0","0","0","0","300000008","0","0","0","0","0","0","0","300","0","0","0","0","0","0","0","0","0","200","1","0","0","0","200","0","0","312004","0","0","0","60","0","1800000","0","0","1"
"0","250","爆裂敵人","924102205","0","0","0","0","300000009","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","200","0","1","0","0","0","500","0","200","217300","150","0","5000","100","0","1000000000","0","0","1"
"50000","0","黑曜飛龍","924102301","130","300","0","0","300000008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50000","0","1","0","0","0","450","5000","50000","312004","300","0","300","60","0","300000000","0","0","1"
"0","0","黑曜飛龍Ａ","924102302","0","0","0","0","300000008","0","0","0","0","0","0","0","10000","0","0","0","0","0","0","0","0","0","10000","1","0","0","0","450","0","0","312004","0","0","0","60","60000","1200000","0","0","1"
"0","0","黑曜飛龍Ｂ","924102303","0","0","0","0","300000008","0","0","0","0","0","0","0","1200","0","0","0","0","0","0","0","0","0","1200","1","0","0","0","450","0","0","312004","0","0","0","60","0","3600000","0","0","1"
"0","0","黑曜飛龍Ｃ","924102304","0","0","0","0","300000008","0","0","0","0","0","0","0","500","0","0","0","0","0","0","0","0","0","500","1","0","0","0","450","0","0","312004","0","0","0","60","0","2400000","0","0","1"
"0","250","爆裂敵人","924102305","0","0","0","0","300000009","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","400","0","1","0","0","0","500","0","400","217300","150","0","5000","100","0","1000000000","0","0","1"
"50000","0","黑曜飛龍","924102401","130","300","0","0","300000008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50000","0","1","0","0","0","450","5000","50000","312004","300","0","300","60","0","1000000000","0","0","1"
"0","0","黑曜飛龍Ａ","924102402","0","0","0","0","300000008","0","0","0","0","0","0","0","10000","0","0","0","0","0","0","0","0","0","10000","1","0","0","0","450","0","0","312004","0","0","0","60","60000","1200000","0","0","1"
"0","0","黑曜飛龍Ｂ","924102403","0","0","0","0","300000008","0","0","0","0","0","0","0","1200","0","0","0","0","0","0","0","0","0","1200","1","0","0","0","450","0","0","312004","0","0","0","60","0","3600000","0","0","1"
"0","0","黑曜飛龍Ｃ","924102404","0","0","0","0","300000008","0","0","0","0","0","0","0","500","0","0","0","0","0","0","0","0","0","500","1","0","0","0","450","0","0","312004","0","0","0","60","0","2400000","0","0","1"
"0","250","爆裂敵人","924102405","0","0","0","0","300000009","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","400","0","1","0","0","0","500","0","400","217300","150","0","5000","100","0","1000000000","0","0","1"
"2000","0","熾焰巨獸龍","924103101","70","0","0","0","300000008","0","0","0","0","0","0","0","1000","0","0","0","0","0","0","0","0","2200","500","1","0","0","0","100","500","0","303608","0","0","0","60","17000","80000000","0","0","1"
"0","250","爆裂敵人","924103102","0","0","0","0","300000009","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","200","0","1","0","0","0","500","0","200","217300","150","0","5000","100","0","1000000000","0","0","1"
"2000","0","熾焰巨獸龍","924103201","70","0","0","0","300000008","0","0","0","0","0","0","0","1000","0","0","0","0","0","0","0","0","2200","700","1","0","0","0","200","500","0","303608","0","0","0","60","22000","150000000","0","0","1"
"0","250","爆裂敵人","924103202","0","0","0","0","300000009","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","300","0","1","0","0","0","500","0","300","217300","150","0","5000","100","0","1000000000","0","0","1"
"2000","0","熾焰巨獸龍","924103301","70","0","0","0","300000008","0","0","0","0","0","0","0","3000","0","0","0","0","0","0","0","0","2200","1000","1","0","0","0","450","500","0","303608","0","0","0","60","34000","300000000","0","0","1"
