0a7e70e4ae3a3b2abd7027161be5ac9c05acb3be555fbf787ca2d104b825ce92,e47e0136caa922db41d049886bc3b2cce09fdbcc454342e6e7f796ff2f2d407c,38e3ee307ab45b199e8dcdc9a3b2fc8ae348c4ee6d0852bdc79804ef22df9716,26dcd56ff1d4e332b4aedb4cc4523d45a8c7302f7086722d62264291f5afba25,cd2ac85af2908c39743fa12bfc1847330563d1870be08d5fdf91a2f67d1238ab,97668855af98555f1f66e56b7fc8913bef95aa5a7983dfe9b807946d5314bc80,83f44b81dedfdbde4160af2a679473cd5037fca782e879a0cb1ed7b6890b4e6e,63cd5e2c14150896206ee8818c6b5537e56b8937cdc5488270553f5cdd0035f3,150a846cca92dfb2aa5e10e642df90af21d6ef614a1134688a2b97da3456fa5c,085686cb808c5ba7aa39e482c761afadecab9cef0a016db3ff3f37df83940b92,74339a0b47d9f22f50f6923e9ff6c87dca93f51fb4d5ef4b8450e2d87172e45e
"1104020049","","","10402","","1","30","35","","",""
"1104020050","","","10402","","1","30","32","","",""
"1104020051","","","10402","","0","0.2","93","","",""
"1104020052","1","","10402","0","1","1","6","0","0","1"
"1104020053","1","","10402","0","1","2","6","0","0","1"
"1104020054","1","","10402","0","1","3","6","0","0","1"
"1104020055","1","","10402","0","1","4","6","0","0","1"
"1104020056","","","10402","","0","0","32","","",""
"1104020057","","","10402","","0","1","32","","",""
"1104020058","","","10402","","0","2","32","","",""
"1104020059","","","10402","","0","3","32","","",""
"1104020060","","","10402","","0","5","32","","",""
"1104020061","","","10402","","0","6","32","","",""
"1104020062","","","10402","","0","10","32","","",""
"1104020063","","","10402","","0","20","32","","",""
"1104020064","","","10402","","0","50","32","","",""
"1104020065","","","10402","","0","0.3","93","","",""
"1105010001","18","empty","10501","1","1","4","5","0","0","0"
"1105010002","36","animation","10501","1","2","105000","5","0","0","0"
"1105010003","0","","10501","0","10","105000","31","1","","0"
"1105010004","0","","10501","0","11","105001","31","1","","0"
"1105010005","0","","10501","0","12","105002","31","1","","0"
"1105010006","0","","10501","0","13","4","31","1","","0"
"1105010007","0","","10501","1","0","13","35","1","","0"
"1105010008","0","","10501","0","14","103010","31","0.91","","0"
"1105010009","0","","10501","1","15","1","31","1","","0"
"1105010010","0","","10501","0","16","2","31","1","","0"
"1105010011","0","","10501","0","17","3","31","1","","0"
"1105010012","0","","10501","0","19","5","31","1","","0"
"1105010013","0","","10501","0","18","4","31","1","","0"
"1105010014","0","","10501","1","0","18","35","1","","0"
"1105010015","","","10501","","1","18","32","","",""
"1105010016","","","10501","","0","0","91","","",""
"1105010017","","","10501","","1","19","32","","",""
"1105010018","","","10501","","1","10","32","","",""
"1105010019","","","10501","","1","11","32","","",""
"1105010020","","","10501","","0","0.6","93","","",""
"1105010021","1.3","","10501","0","0","180","121","0","","1.3"
"1105010022","0","","10501","0","skate","1","3","","",""
"1105010023","0","","10501","0","animation","2","3","","",""
"1105010024","0","","10501","","se_caravan_event_shefi_1","se_caravan","23","","",""
"1105010025","","","10501","","0","0.5","93","","",""
"1105010026","1.3","","10501","3","0","-82","121","1","","1.3"
"1105010027","","","10501","","0","0.33","93","","",""
"1105010028","0","","10501","","se_caravan_event_shefi_amb_1","se_caravan","23","","",""
"1105010029","","","10501","","0","0.6","93","","",""
"1105010030","0","","10501","","vo_caravan_event_008_000","vo_caravan","21","","",""
"1105010031","","","10501","","0","0.1","93","","",""
"1105010032","","","10501","","0","0.33","93","","",""
"1105010033","0","","10501","","se_caravan_event_shefi_2","se_caravan","23","","",""
"1105010034","","","10501","","0","0.17","93","","",""
"1105010035","1.3","","10501","3","0","100","121","0.4","","1.3"
"1105010036","","","10501","","0","0.34","93","","",""
"1105010037","","","10501","","0","0.5","93","","",""
"1105010038","1.3","","10501","3","0","-155","121","0.53","","1.3"
"1105010039","","","10501","","0","0.06","93","","",""
"1105010040","","","10501","","0","0.4","93","","",""
"1105010041","0","","10501","","vo_caravan_event_008_001","vo_caravan","21","","",""
"1105010042","","","10501","","0","0.04","93","","",""
"1105010043","1.3","","10501","3","0","0","121","0.8","","1.3"
"1105010044","","","10501","","0","0.06","93","","",""
"1105010045","","","10501","","0","0.4","93","","",""
"1105010046","0","","10501","","se_caravan_event_shefi_amb_2","se_caravan","23","","",""
"1105010047","","","10501","","0","0.1","93","","",""
"1105010048","1.1","","10501","3","0","0","121","0.43","","1.1"
"1105010049","","","10501","","1","12","32","","",""
"1105010050","","","10501","","0","0.07","93","","",""
"1105010051","0","","10501","","se_caravan_event_shefi_3","se_caravan","23","","",""
"1105010052","","","10501","","0","0.43","93","","",""
"1105010053","0","","10501","","se_caravan_event_shefi_4","se_caravan","23","","",""
"1105010054","","","10501","","0","0.6","93","","",""
"1105010055","0","","10501","","se_caravan_event_shefi_emote","se_caravan","23","","",""
"1105010056","","","10501","","0","0.3","93","","",""
"1105010057","0","","10501","","vo_caravan_event_008_002","vo_caravan","21","","",""
"1105010058","","","10501","","0","0.6","93","","",""
"1105010059","","","10501","","0","18","32","","",""
"1105010060","","","10501","","0","0.7","93","","",""
"1105010061","","","10501","","1","13","35","","",""
"1105010062","","","10501","","1","13","32","","",""
"1105010063","","","10501","","1","1105010065","101","","",""
"1105010064","1.1","","10501","0","0","0","121","0","","1.1"
"1105010065","","","10501","","1","14","35","","",""
"1105010066","","","10501","","1","14","32","","",""
"1105010067","","","10501","","1","16","32","","",""
"1105010068","","","10501","","1","18","35","","",""
"1105010069","","","10501","","0.5","se_caravan_event_shefi_1","24","","",""
"1105010070","","","10501","","0.5","se_caravan_event_shefi_2","24","","",""
"1105010071","","","10501","","0.5","se_caravan_event_shefi_3","24","","",""
"1105010072","","","10501","","0.5","se_caravan_event_shefi_4","24","","",""
"1105010073","","","10501","","0.5","se_caravan_event_shefi_amb_1","24","","",""
"1105010074","","","10501","","0.5","se_caravan_event_shefi_amb_2","24","","",""
"1105010075","","","10501","","0.5","se_caravan_event_shefi_emote","24","","",""
"1105010076","","","10501","","0","0.4","93","","",""
"1105010077","","","10501","","","","92","","",""
"1105010078","","","10501","","1","17","35","","",""
"1105010079","","","10501","","1","17","32","","",""
"1105010080","","","10501","","0","0.2","93","","",""
"1105010081","0","","10501","0.01","0","1","6","0","0","0"
"1105010082","0","","10501","0.01","0","2","6","0","0","0"
"1105010083","","","10501","","0","10","32","","",""
"1105010084","","","10501","","0","11","32","","",""
"1105010085","","","10501","","0","12","32","","",""
"1105010086","","","10501","","0","14","32","","",""
"1105010087","","","10501","","0","15","32","","",""
"1105010088","","","10501","","0","16","32","","",""
"1105010089","","","10501","","0","18","32","","",""
"1105010090","","","10501","","0","0.3","93","","",""
"1201010001","18","empty","20101","1","1","1","5","0","0","0"
"1201010002","20","empty","20101","1","2","2","5","0","0","0"
"1201010003","26","empty","20101","1","3","3","5","0","0","0"
"1201010004","27","empty","20101","1","4","4","5","0","0","0"
"1201010005","21","empty","20101","1","21","21","5","0","0","0"
"1201010006","20","empty","20101","1","22","22","5","0","0","0"
"1201010007","19","empty","20101","1","23","23","5","0","0","0"
"1201010008","25","empty","20101","1","201000","201000","5","0","0","0"
"1201010009","0","","20101","0","900001","900001","31","1","","0"
"1201010010","0","","20101","0","201000","201000","31","1","","0"
"1201010011","","","20101","","0","201000","35","","","0"
"1201010012","0","","20101","0","201001","201001","31","1","","0"
"1201010013","0","","20101","0","201002","201002","31","1","","0"
"1201010014","0","","20101","0","15","1","31","1","","0"
"1201010015","0","","20101","0","16","2","31","1","","0"
"1201010016","0","","20101","0","17","3","31","1","","0"
"1201010017","","","20101","","","0","91","","",""
"1201010018","","","20101","","1","900001","32","","",""
"1201010019","","","20101","","0","0.7","93","","",""
"1201010020","0","","20101","0","1","201000","32","","",""
"1201010021","0","","20101","0","1","15","32","","",""
"1201010022","","","20101","","0","0.3","93","","",""
"1201010023","0","","20101","","se_caravan_party_drama_one","se_caravan","23","","",""
"1201010024","0","","20101","0","party","1","3","","",""
"1201010025","0","","20101","0","party","2","3","","",""
"1201010026","0","","20101","0","party","3","3","","",""
"1201010027","0","","20101","0","party","4","3","","",""
"1201010028","0","","20101","0","party","21","3","","",""
"1201010029","0","","20101","0","party","22","3","","",""
"1201010030","0","","20101","0","party","23","3","","",""
"1201010031","0","","20101","0","party","201000","3","","",""
"1201010032","","","20101","","1","201000","35","","",""
"1201010033","","","20101","","0","0.4","93","","",""
"1201010034","0","","20101","","vo_caravan_party_001","vo_caravan","21","","",""
"1201010035","","","20101","","0","0.55","93","","",""
"1201010036","0","","20101","","se_caravan_party_drama_two","se_caravan","23","","",""
"1201010037","","","20101","","0","1.1","93","","",""
"1201010038","0","","20101","","se_caravan_party_drama_three","se_caravan","23","","",""
"1201010039","0","","20101","","vo_caravan_party_002","vo_caravan","21","","",""
"1201010040","","","20101","","0","0.45","93","","",""
"1201010041","","","20101","","1","201001","32","","",""
"1201010042","","","20101","","0","1.5","93","","",""
"1201010043","","","20101","","1","1201010047","101","","",""
"1201010044","","","20101","","0.5","se_caravan_party_drama_one","24","","",""
"1201010045","","","20101","","0.5","se_caravan_party_drama_two","24","","",""
"1201010046","","","20101","","0.5","se_caravan_party_drama_three","24","","",""
"1201010047","","","20101","","1","201002","35","","",""
"1201010048","","","20101","","1","201002","32","","",""
"1201010049","","","20101","","1","900001","35","","",""
"1201010050","","","20101","","1","16","32","","",""
"1201010051","","","20101","","0","0.4","93","","",""
"1201010052","","","20101","","","","92","","",""
"1201010053","","","20101","","1","17","35","","",""
"1201010054","","","20101","","1","17","32","","",""
"1201010055","","","20101","","0","0.2","93","","",""
"1201010056","0","","20101","0.01","0","1","6","0","0","0"
"1201010057","0","","20101","0.01","0","2","6","0","0","0"
"1201010058","0","","20101","0.01","0","3","6","0","0","0"
"1201010059","0","","20101","0.01","0","4","6","0","0","0"
"1201010060","0","","20101","0.01","0","21","6","0","0","0"
"1201010061","0","","20101","0.01","0","22","6","0","0","0"
"1201010062","0","","20101","0.01","0","23","6","0","0","0"
"1201010063","0","","20101","0.01","0","201000","6","0","0","0"
"1201010064","","","20101","","0","201002","32","","",""
"1201010065","","","20101","","0","15","32","","",""
"1201010066","","","20101","","0","201001","32","","",""
"1201010067","","","20101","","0","16","32","","",""
"1201010068","","","20101","","0","201000","32","","",""
"1201010069","","","20101","","0","0.3","93","","",""
"1202010001","57","empty","20201","1","105811","1","1","-255","0","-754"
"1202010002","58","empty","20201","1","202000","202000","5","-255","0","-126"
"1202010003","56","idle","20201","0.43","100","100","5","-210","1","-1000"
"1202010004","55","idle","20201","0.43","110","110","5","-210","1","-1000"
"1202010005","52","empty","20201","0.55","1000","1000","5","-183","0","283"
"1202010006","53","empty","20201","0.55","1001","1001","5","-239","0","450"
"1202010007","0","","20201","0","0","202000","31","1","","0"
"1202010008","0","","20201","0","202004","202004","31","1","","0"
"1202010009","0","","20201","0","1","900001","31","1","","0"
"1202010010","0","","20201","0","3","3","31","1","","0"
"1202010011","","","20201","","0","3","35","","",""
"1202010012","","","20201","","1","3","32","","",""
"1202010013","0","","20201","0","4","6","31","1","","0"
"1202010014","0","","20201","0","202006","202006","31","1","","0"
"1202010015","0","","20201","0","202001","202001","31","1","","0"
"1202010016","203","","20201","0","2020021","202002","31","1","","167"
"1202010017","370","","20201","0","2020022","202002","31","1","","81"
"1202010018","-186","","20201","0","202003","202003","31","1","","-25"
"1202010019","-372","","20201","0","6","900004","31","1","","-210"
"1202010020","340","","20201","0","202005","202005","31","1","","-215"
"1202010021","","","20201","","0","0","91","","",""
"1202010022","","","20201","","1","1","32","","",""
"1202010023","","","20201","","0","0.7","93","","",""
"1202010024","","","20201","","1","0","32","","",""
"1202010025","","","20201","","1","202004","32","","",""
"1202010026","1","","20201","0","idle","1000","3","","",""
"1202010027","1","","20201","0","idle","1001","3","","",""
"1202010028","0","","20201","","se_caravan_chikamiti_drama_first","se_caravan","23","","",""
"1202010029","0","","20201","0","run_stop_short","100","3","1","0","idle"
"1202010030","0","","20201","0","run_stop_short","110","3","1","0","idle"
"1202010031","-210","","20201","","-372","100","2","","","1.5"
"1202010032","-210","","20201","","-372","110","2","","","1.5"
"1202010033","1","","20201","0","shortcut_run","105811","3","","",""
"1202010034","-255","","20201","","-126","105811","2","","","1.5"
"1202010035","","","20201","","0","0.2","93","","",""
"1202010036","0","","20201","","vo_caravan_chikamichi_001","vo_caravan","21","","",""
"1202010037","0","","20201","0.2","awake","1000","3","1","0.1","idle"
"1202010038","0","","20201","0.2","awake","1001","3","1","0.1","idle"
"1202010039","","","20201","","0","0.5","93","","",""
"1202010040","","","20201","","1","202001","32","","",""
"1202010041","","","20201","","1","2020021","32","","",""
"1202010042","","","20201","","1","2020022","32","","",""
"1202010043","","","20201","","0","0.8","93","","",""
"1202010044","0","","20201","0.2","shortcut_surprise_in","105811","3","1","","shortcut_surprise_loop"
"1202010045","","","20201","","0","1","93","","",""
"1202010046","","","20201","","0","3","32","","",""
"1202010047","","","20201","","","1202010065","101","","",""
"1202010048","","","20201","","","1202010049","101","","",""
"1202010049","","","20201","","1","3","35","","",""
"1202010050","","","20201","","0","0.2","93","","",""
"1202010051","","","20201","","0","202001","32","","",""
"1202010052","","","20201","","0","2020021","32","","",""
"1202010053","","","20201","","0","2020022","32","","",""
"1202010054","","","20201","","0.5","se_caravan_chikamiti_drama_first","24","","",""
"1202010055","1","","20201","","idle","100","3","","",""
"1202010056","1","","20201","","idle","110","3","","",""
"1202010057","-210","","20201","","-372","100","2","","","0"
"1202010058","-210","","20201","","-372","110","2","","","0"
"1202010059","1","","20201","0.2","shortcut_surprise_loop","105811","3","","",""
"1202010060","-255","","20201","","-126","105811","2","","","0"
"1202010061","1","","20201","0.2","idle","1000","3","","",""
"1202010062","1","","20201","0.2","idle","1001","3","","",""
"1202010063","","","20201","","0","2020021","32","","",""
"1202010064","","","20201","","0","2020022","32","","",""
"1202010065","","","20201","","1","202006","32","","",""
"1202010066","","","20201","","0","100","93","","",""
"1202010067","","","20201","","","1202010066","101","","",""
"1202010068","","","20201","","","1202010069","101","","",""
"1202010069","","","20201","","0","202006","32","","",""
"1202010070","","","20201","","0","2020021","32","","",""
"1202010071","","","20201","","0","2020022","32","","",""
"1202010072","","","20201","","0","0.2","93","","",""
"1202010073","0","","20201","","vo_caravan_chikamichi_002","vo_caravan","21","","",""
"1202010074","0","","20201","","se_caravan_chikamiti_drama_second_one","se_caravan","23","","",""
"1202010075","0","","20201","0.1","shortcut_throw","105811","3","1","0.2","shortcut_throw_loop"
"1202010076","0","","20201","","shortcut_throw","202000","3","","",""
"1202010077","","","20201","","0","1.2","93","","",""
"1202010078","0","","20201","","se_caravan_chikamiti_drama_second_two","se_caravan","23","","",""
"1202010079","0","","20201","0.1","joy","1000","3","1","0.1","idle"
"1202010080","0","","20201","0.1","joy","1001","3","1","0.1","idle"
"1202010081","","","20201","","1","202005","32","","",""
"1202010082","","","20201","","0","0.5","93","","",""
"1202010083","0","","20201","0.1","shortcut_relief","105811","3","1","0.1","shortcut_relief_loop"
"1202010084","","","20201","","0","1.4","93","","",""
"1202010085","0","","20201","0.1","move_pass","1000","3","1","0.1","move_pass_loop"
"1202010086","0","","20201","0.1","move_pass","1001","3","1","0.1","move_pass_loop"
"1202010087","","","20201","","0","0.1","93","","",""
"1202010088","0","","20201","","se_caravan_chikamiti_drama_second_three","se_caravan","23","","",""
"1202010089","","","20201","","0","0.3","93","","",""
"1202010090","1","","20201","0.2","shortcut_run","105811","3","","",""
"1202010091","-255","","20201","","1746","105811","2","0","","3.4"
"1202010092","","","20201","","1","202003","32","","",""
"1202010093","-25","","20201","","1686","202003","33","0","","3.4"
"1202010094","1","","20201","0.2","run","100","3","","",""
"1202010095","1","","20201","0.2","run","110","3","","",""
"1202010096","","","20201","","1","6","32","","",""
"1202010097","-210","","20201","","1500","100","2","0","","3.4"
"1202010098","-210","","20201","","1500","110","2","0","","3.4"
"1202010099","-210","","20201","","1500","6","33","0","","3.4"
"1202010100","","","20201","","0","0.6","93","","",""
"1202010101","","","20201","","","1202010102","101","","",""
"1202010102","","","20201","","1","4","32","","",""
"1202010103","","","20201","","0","0.7","93","","",""
"1202010104","1","","20201","0","1","100","6","0","0","1"
"1202010105","1","","20201","0","1","110","6","0","0","1"
"1202010106","","","20201","","0","0","32","","",""
"1202010107","","","20201","","0","202004","32","","",""
"1202010108","","","20201","","0","6","32","","",""
"1202010109","","","20201","","0","202001","32","","",""
"1202010110","","","20201","","0","2020021","32","","",""
"1202010111","","","20201","","0","2020022","32","","",""
"1202010112","","","20201","","0","202006","32","","",""
"1202010113","","","20201","","0","2020021","32","","",""
"1202010114","","","20201","","0","2020022","32","","",""
"1202010115","","","20201","","0","202003","32","","",""
"1202010116","","","20201","","0","202005","32","","",""
"1202010117","1","","20201","0","1","105811","6","0","0","1"
"1202010118","1","","20201","0","1","202000","6","0","0","1"
"1202010119","1","","20201","0","1","1000","6","0","0","1"
"1202010120","1","","20201","0","1","1001","6","0","0","1"
"1202010121","","","20201","","0.5","se_caravan_chikamiti_drama_second_one","24","","",""
"1202010122","","","20201","","0.5","se_caravan_chikamiti_drama_second_two","24","","",""
"1202010123","","","20201","","0.5","se_caravan_chikamiti_drama_second_three","24","","",""
"1202010124","","","20201","","0","1","93","","",""
"1202020001","57","empty","20202","1","105811","1","1","-255","0","-126"
"1202020002","58","empty","20202","1","202000","202000","5","-255","0","-126"
"1202020003","56","idle","20202","0.43","100","100","5","-210","1","-1085"
"1202020004","55","idle","20202","0.43","110","110","5","-210","1","-1085"
"1202020005","52","empty","20202","0.55","1000","1000","5","-183","0","283"
"1202020006","53","empty","20202","0.55","1001","1001","5","-239","0","450"
"1202020007","0","","20202","0","0","202000","31","1","","0"
"1202020008","0","","20202","0","202004","202004","31","1","","0"
"1202020009","0","","20202","0","3","3","31","1","","0"
"1202020010","0","","20202","0","4","6","31","1","","0"
"1202020011","-186","","20202","0","202003","202003","31","1","","-25"
"1202020012","-372","","20202","0","6","900004","31","1","","-210"
"1202020013","340","","20202","0","202005","202005","31","1","","-215"
"1202020014","","","20202","","0","0","91","","",""
"1202020015","","","20202","","1","3","32","","",""
"1202020016","","","20202","","0","0.2","93","","",""
"1202020017","","","20202","","1","0","32","","",""
"1202020018","","","20202","","1","202004","32","","",""
"1202020019","1","","20202","","idle","100","3","","",""
"1202020020","1","","20202","","idle","110","3","","",""
"1202020021","-210","","20202","","-372","100","2","","","0"
"1202020022","-210","","20202","","-372","110","2","","","0"
"1202020023","1","","20202","","shortcut_surprise_loop","105811","3","","",""
"1202020024","-255","","20202","","-126","105811","2","","","0"
"1202020025","1","","20202","0.2","idle","1000","3","","",""
"1202020026","1","","20202","0.2","idle","1001","3","","",""
"1202020027","","","20202","","0","0.2","93","","",""
"1202020028","0","","20202","","vo_caravan_chikamichi_002","vo_caravan","21","","",""
"1202020029","0","","20202","","se_caravan_chikamiti_drama_second_one","se_caravan","23","","",""
"1202020030","0","","20202","0.1","shortcut_throw","105811","3","1","0.2","shortcut_throw_loop"
"1202020031","0","","20202","","shortcut_throw","202000","3","","",""
"1202020032","","","20202","","0","1.2","93","","",""
"1202020033","0","","20202","","se_caravan_chikamiti_drama_second_two","se_caravan","23","","",""
"1202020034","0","","20202","0.1","joy","1000","3","1","0.1","idle"
"1202020035","0","","20202","0.1","joy","1001","3","1","0.1","idle"
"1202020036","","","20202","","1","202005","32","","",""
"1202020037","","","20202","","0","0.5","93","","",""
"1202020038","0","","20202","0.1","shortcut_relief","105811","3","1","0.1","shortcut_relief_loop"
"1202020039","","","20202","","0","1.4","93","","",""
"1202020040","0","","20202","0.1","move_pass","1000","3","1","0.1","move_pass_loop"
"1202020041","0","","20202","0.1","move_pass","1001","3","1","0.1","move_pass_loop"
"1202020042","","","20202","","0","0.1","93","","",""
"1202020043","0","","20202","","se_caravan_chikamiti_drama_second_three","se_caravan","23","","",""
"1202020044","","","20202","","0","0.3","93","","",""
"1202020045","1","","20202","0.2","shortcut_run","105811","3","","",""
"1202020046","-255","","20202","","1746","105811","2","0","","3.4"
"1202020047","","","20202","","1","202003","32","","",""
"1202020048","-25","","20202","","1686","202003","33","0","","3.4"
"1202020049","1","","20202","0.2","run","100","3","","",""
"1202020050","1","","20202","0.2","run","110","3","","",""
"1202020051","","","20202","","1","6","32","","",""
"1202020052","-210","","20202","","1500","100","2","0","","3.4"
"1202020053","-210","","20202","","1500","110","2","0","","3.4"
"1202020054","-210","","20202","","1500","6","33","0","","3.4"
"1202020055","","","20202","","0","0.6","93","","",""
"1202020056","","","20202","","","1202020057","101","","",""
"1202020057","","","20202","","1","4","32","","",""
"1202020058","","","20202","","0","0.7","93","","",""
"1202020059","1","","20202","0","1","100","6","0","0","1"
"1202020060","1","","20202","0","1","110","6","0","0","1"
"1202020061","","","20202","","0","0","32","","",""
"1202020062","","","20202","","0","202004","32","","",""
"1202020063","","","20202","","0","6","32","","",""
"1202020064","","","20202","","0","202003","32","","",""
"1202020065","","","20202","","0","202005","32","","",""
"1202020066","1","","20202","0","1","105811","6","0","0","1"
"1202020067","1","","20202","0","1","202000","6","0","0","1"
"1202020068","1","","20202","0","1","1000","6","0","0","1"
"1202020069","1","","20202","0","1","1001","6","0","0","1"
"1202020070","","","20202","","0.5","se_caravan_chikamiti_drama_second_one","24","","",""
"1202020071","","","20202","","0.5","se_caravan_chikamiti_drama_second_two","24","","",""
"1202020072","","","20202","","0.5","se_caravan_chikamiti_drama_second_three","24","","",""
"1202020073","","","20202","","0","1","93","","",""
"1901010001","62","empty","90101","1","105811","1","1","-34","0","0"
"1901010002","66","empty","90101","1","105911","1","1","-34","0","0"
"1901010003","64","empty","90101","1","106011","1","1","-34","0","0"
"1901010004","65","empty","90101","1","106411","1","1","-34","0","0"
"1901010005","52","empty","90101","1","118511","1","1","-34","0","0"
"1901010006","58","idle","90101","0.4","100","100","5","-266","1","-1085"
"1901010007","56","idle","90101","0.4","110","110","5","-266","1","-1085"
"1901010008","-300","","90101","0","0","901000","31","1","","0"
"1901010009","0","","90101","0","1","900001","31","1","","0"
"1901010010","0","","90101","0","2","900002","31","1","","0"
"1901010011","-1085","","90101","0","4","900004","31","1","","-266"
"1901010012","0","","90101","0","5","900005","31","1","","0"
"1901010013","0","","90101","0","9","900009","31","1","","-34"
"1901010014","","","90101","","0","0","91","","",""
"1901010015","","","90101","","1","1","32","","",""
"1901010016","","","90101","","0","0.7","93","","",""
"1901010017","","","90101","","1","0","32","","",""
"1901010018","","","90101","","1","9","32","","",""
"1901010019","1","","90101","0","checkpoint_karin_idle","118511","3","","",""
"1901010020","","","90101","","","0.5","26","","",""
"1901010021","0","","90101","","se_caravan_goal_amb","se_caravan","23","","",""
"1901010022","","","90101","","0","0.9","93","","",""
"1901010023","0","","90101","","se_caravan_goal_onigiri","se_caravan","23","","",""
"1901010024","","","90101","","0","0.5","93","","",""
"1901010025","0","","90101","0","run_checkpoint","100","3","1","0","idle"
"1901010026","0","","90101","0","run_checkpoint","110","3","1","0","idle"
"1901010027","","","90101","","1","4","32","","",""
"1901010028","-276","","90101","","67","100","2","11","","2.5"
"1901010029","-276","","90101","","67","110","2","11","","2.5"
"1901010030","-276","","90101","","67","4","33","11","","2.5"
"1901010031","","","90101","","0","2","93","","",""
"1901010032","0","","90101","","se_caravan_goal_chara_appear","se_caravan","23","","",""
"1901010033","0","","90101","0","checkpoint_peko_in","105811","3","1","0","checkpoint_peko_loop"
"1901010034","0","","90101","0","checkpoint_kokkoro_in","105911","3","1","0","checkpoint_kokkoro_loop"
"1901010035","0","","90101","0","checkpoint_kyaru_in","106011","3","1","0","checkpoint_kyaru_loop"
"1901010036","0","","90101","0","checkpoint_shefy_in","106411","3","1","0","checkpoint_shefy_loop"
"1901010037","0","","90101","","0","6","140","","",""
"1901010038","","","90101","","0","1.6","93","","",""
"1901010039","0","","90101","","se_caravan_goal_arrival","se_caravan","23","","",""
"1901010040","","","90101","","1","5","32","","",""
"1901010041","1","","90101","0.2","checkpoint_karin_clap","118511","3","","",""
"1901010042","","","90101","","0","3","93","","",""
"1901010043","","","90101","","","1901010044","101","","",""
"1901010044","","","90101","","bgm_MC043","bgm_MC043","25","","",""
"1901010045","","","90101","","0","4","32","","",""
"1901010046","","","90101","","","1","113","","",""
"1901010047","","","90101","","0","0.3","93","","",""
"1901010048","","","90101","","1","2","32","","",""
"1901010049","","","90101","","0","0.4","93","","",""
"1901010050","1","","90101","0","1","100","6","0","0","1"
"1901010051","1","","90101","0","1","110","6","0","0","1"
"1901010052","","","90101","","0","0","32","","",""
"1901010053","","","90101","","0","5","32","","",""
"1901010054","","","90101","","0","9","32","","",""
"1901010055","1","","90101","0","1","105811","6","0","0","1"
"1901010056","1","","90101","0","1","105911","6","0","0","1"
"1901010057","1","","90101","0","1","106011","6","0","0","1"
"1901010058","1","","90101","0","1","106411","6","0","0","1"
"1901010059","1","","90101","0","1","118511","6","0","0","1"
"1901010060","","","90101","","","0","91","","",""
"1901020001","62","empty","90102","1","105811","1","1","-34","0","0"
"1901020002","66","empty","90102","1","105911","1","1","-34","0","0"
"1901020003","64","empty","90102","1","106011","1","1","-34","0","0"
"1901020004","64","empty","90102","1","106411","1","1","-34","0","0"
"1901020005","52","empty","90102","1","118511","1","1","-34","0","0"
"1901020006","54","empty","90102","1","900000","900000","5","-34","0","0"
"1901020007","1","","90102","0","1","105811","6","1","0","1"
"1901020008","1","","90102","0","1","105911","6","1","0","1"
"1901020009","1","","90102","0","1","106011","6","1","0","1"
"1901020010","1","","90102","0","1","106411","6","1","0","1"
"1901020011","1","","90102","0","1","118511","6","1","0","1"
"1901020012","-34","","90102","0","0","105811","2","1","0","0"
"1901020013","-34","","90102","0","0","105911","2","1","0","0"
"1901020014","-34","","90102","0","0","106011","2","1","0","0"
"1901020015","-34","","90102","0","0","106411","2","1","0","0"
"1901020016","-300","","90102","1","901001","901001","31","1","","0"
"1901020017","0","","90102","0","900002","900002","31","1","","0"
"1901020018","0","","90102","0","900003","900003","31","1","","0"
"1901020019","0","","90102","0","900006","900006","31","1","","0"
"1901020020","0","","90102","0","900008","900008","31","1","","0"
"1901020021","","","90102","","0","0","91","","",""
"1901020022","1","","90102","0","treasure_peko","105811","3","","",""
"1901020023","1","","90102","0","treasure_kokkoro","105911","3","","",""
"1901020024","1","","90102","0","treasure_kyaru","106011","3","","",""
"1901020025","1","","90102","0","treasure_shefy","106411","3","","",""
"1901020026","0","","90102","0","treasure_karin_normal","118511","3","","",""
"1901020027","0","","90102","0","treasure_karin_normal","900000","3","","",""
"1901020028","","","90102","","1","900006","32","","",""
"1901020029","","","90102","","1","900008","32","","",""
"1901020030","","","90102","","0","0.4","93","","",""
"1901020031","0","","90102","","0","7","140","","",""
"1901020032","","","90102","","0","3.9","93","","",""
"1901020033","","","90102","","","1901020035","101","","",""
"1901020034","","","90102","","0","900006","32","","",""
"1901020035","1","","90102","0.1","","2","113","0","0","1"
"1901020036","","","90102","","0","0.2","93","","",""
"1901020037","","","90102","","1","900003","32","","",""
"1901020038","","","90102","","0","0.2","93","","",""
"1901020039","","","90102","","0","901001","32","","",""
"1901020040","","","90102","","0","900006","32","","",""
"1901020041","1","","90102","0","1","105811","6","0","0","1"
"1901020042","1","","90102","0","1","105911","6","0","0","1"
"1901020043","1","","90102","0","1","106011","6","0","0","1"
"1901020044","1","","90102","0","1","106411","6","0","0","1"
"1901020045","1","","90102","0","1","118511","6","0","0","1"
"1901020046","1","","90102","0","1","900000","6","0","0","1"
"1901020047","","","90102","","0","0.1","93","","",""
"1901030001","62","empty","90103","1","105811","1","1","-34","0","0"
"1901030002","66","empty","90103","1","105911","1","1","-34","0","0"
"1901030003","64","empty","90103","1","106011","1","1","-34","0","0"
"1901030004","64","empty","90103","1","106411","1","1","-34","0","0"
