cc16f76a4da2eeb98714bf7d5929e1b0d9dd9c0377165311e171d831b34ca924,a13b8f0baa47314ecd68e81d3fc4cfc0be62b778773bdb70984fc4dcaf09dfb2,9eea74f5e28ba76bf9c0e1b2edf305b2b88cc3b0feb5b09ccc19b54a9719b8a6,be4191f8e0722cfe7727f0829125d1813c1d73545e07141ad759b979504ad720,dedfdf4235d19a9ec63baeab3bc69727b8c5486eff88d6cc00d1bb9e31281435,535b6620ceb964968edddc515498e7a60e7e61e527b61d675f332cc15a497191,7552ac9ad0fe313de14c6dba753773e32d8076033e54ce3f27f296f5a1ad63cd,22ffc1788db675160dcd79b6742f73e59cc8067e8e34169fd7c055e406fdc51f,3336c5c3082b46fc88c88214429ece6ff6dabefcd1d81a4c87fbb86200bd97c6,fbefe347bb15138c03f6a0a6b12abfda9d37eb12790c429cd18eb8e080b4e402,95e1705bcd5aed8ef49617637d9f54b4200f421b16c72f7006bc7ef06cf5376b,4d1cb3f304c8ee87f4f812df11cb4ed5c99c6244018a15b53f1203bb793093ca,9b8e08390db333940df9a5671ce7e5e442d2b5ea8699742f70777019af6ed17b,3f605d27500ef27c3cadcf90f67d5d27e535652f3ee20a66d5a24e14ec67d28d
"103301","2021/09/17 16:00:00","2021/09/26 15:59:59","103","1","-285","51","1","真陽","10067","10067109","8","","0"
"102601","2021/09/17 16:00:00","2021/09/26 15:59:59","203","1","-285","51","2","鈴","10067","10067110","8","","5.699"
"105201","2021/09/17 16:00:00","2021/09/26 15:59:59","303","2","-285","51","2","莉瑪","10067","10067111","8","","0"
"103801","2021/09/17 16:00:00","2021/09/26 15:59:59","403","2","-285","51","2","栞","10067","10067112","8","","0"
"103301","2021/09/17 16:00:00","2021/09/26 15:59:59","104","1","-285","52","2","真陽","10067","10067113","8","","10.586"
"102601","2021/09/17 16:00:00","2021/09/26 15:59:59","204","5","-285","52","5","鈴","10067","10067114","8","","0"
"105201","2021/09/17 16:00:00","2021/09/26 15:59:59","304","2","-285","52","1","莉瑪","10067","10067115","8","","5.407"
"103801","2021/09/17 16:00:00","2021/09/26 15:59:59","404","2","-285","52","2","栞","10067","10067116","8","","0"
"103301","2021/09/17 16:00:00","2021/09/26 15:59:59","105","7","-285","52","2","真陽","10067","10067117","8","","7.692"
"102601","2021/09/17 16:00:00","2021/09/26 15:59:59","205","1","-285","52","2","鈴","10067","10067118","8","","4.989"
"105201","2021/09/17 16:00:00","2021/09/26 15:59:59","305","1","-285","52","1","莉瑪","10067","10067119","8","","0"
"103801","2021/09/17 16:00:00","2021/09/26 15:59:59","405","2","-285","52","5","栞","10067","10067120","8","","7.758"
"103301","2021/09/17 16:00:00","2021/09/26 15:59:59","106","1","-285","52","2","真陽","10067","10067121","8","","6.587"
"102601","2021/09/17 16:00:00","2021/09/26 15:59:59","206","2","-285","52","2","鈴","10067","10067122","8","","0"
"105201","2021/09/17 16:00:00","2021/09/26 15:59:59","306","2","-285","52","2","莉瑪","10067","10067123","8","","0"
"103801","2021/09/17 16:00:00","2021/09/26 15:59:59","406","2","-285","52","2","栞","10067","10067124","8","","0"
"190801","2021/10/01 16:00:00","2021/10/19 15:59:59","1","1","-416.5","53","2","花凜","10068","10068001","0","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","3.414"
"190801","2021/10/01 16:00:00","2021/10/19 15:59:59","2","1","-416.5","53","2","花凜","10068","10068002","0","將任務完成，\n並獲得獎勵吧！","3.099"
"190801","2021/10/01 16:00:00","2021/10/19 15:59:59","3","1","-416.5","54","2","花凜","10068","10068003","0","似乎有能夠\n領取的獎勵了，\n請確認看看。","2.801"
"190801","2021/10/01 16:00:00","2021/10/19 15:59:59","4","2","-416.5","54","2","花凜","10068","10068004","0","能夠領取獎勵了！\n請檢查看看","0"
"190801","2021/10/01 16:00:00","2021/10/19 15:59:59","5","1","-416.5","57","1","花凜","10068","10068005","0","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","0"
"190801","2021/10/01 16:00:00","2021/10/19 15:59:59","1","1","-363","55","2","花凜","10068","10068006","0","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","5.506"
"190801","2021/10/01 16:00:00","2021/10/19 15:59:59","2","2","-363","55","1","花凜","10068","10068007","0","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","1.216"
"190801","2021/10/01 16:00:00","2021/10/19 15:59:59","3","2","-363","56","1","花凜","10068","10068008","0","辛苦了\n別忘記使用討伐證\n來進行交換哦！","1.539"
"190801","2021/10/01 16:00:00","2021/10/19 15:59:59","4","2","-363","56","1","花凜","10068","10068009","0","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","1.875"
"116701","2021/10/01 16:00:00","2021/10/19 15:59:59","101","2","-285","51","2","碧（工作服）","10068","10068101","8","","0"
"116901","2021/10/01 16:00:00","2021/10/19 15:59:59","201","2","-285","51","2","美冬（工作服）","10068","10068102","8","","0"
"116801","2021/10/01 16:00:00","2021/10/19 15:59:59","301","3","-285","51","3","珠希（工作服）","10068","10068103","8","","0"
"116701","2021/10/01 16:00:00","2021/10/19 15:59:59","102","5","-285","51","2","碧（工作服）","10068","10068104","8","","3"
"116901","2021/10/01 16:00:00","2021/10/19 15:59:59","202","4","-285","51","2","美冬（工作服）","10068","10068105","8","","9.45"
"116801","2021/10/01 16:00:00","2021/10/19 15:59:59","302","1","-285","51","4","珠希（工作服）","10068","10068106","8","","4.5"
"116701","2021/10/01 16:00:00","2021/10/19 15:59:59","103","2","-285","51","5","碧（工作服）","10068","10068107","8","","4.75"
"116901","2021/10/01 16:00:00","2021/10/19 15:59:59","203","2","-285","51","2","美冬（工作服）","10068","10068108","8","","0"
"116801","2021/10/01 16:00:00","2021/10/19 15:59:59","303","1","-285","51","2","珠希（工作服）","10068","10068109","8","","4.12"
"116701","2021/10/01 16:00:00","2021/10/19 15:59:59","104","2","-285","52","5","碧（工作服）","10068","10068110","8","","5.85"
"116901","2021/10/01 16:00:00","2021/10/19 15:59:59","204","1","-285","52","2","美冬（工作服）","10068","10068111","8","","4.4"
"116801","2021/10/01 16:00:00","2021/10/19 15:59:59","304","1","-285","52","2","珠希（工作服）","10068","10068112","8","","4"
"116701","2021/10/01 16:00:00","2021/10/19 15:59:59","105","1","-285","52","2","碧（工作服）","10068","10068113","8","","6.39"
"116901","2021/10/01 16:00:00","2021/10/19 15:59:59","205","1","-285","52","1","美冬（工作服）","10068","10068114","8","","0"
"116801","2021/10/01 16:00:00","2021/10/19 15:59:59","305","2","-285","52","2","珠希（工作服）","10068","10068115","8","","0"
"116701","2021/10/01 16:00:00","2021/10/19 15:59:59","106","2","-285","52","5","碧（工作服）","10068","10068116","8","","5.5"
"116901","2021/10/01 16:00:00","2021/10/19 15:59:59","206","2","-285","52","2","美冬（工作服）","10068","10068117","8","","0"
"116801","2021/10/01 16:00:00","2021/10/19 15:59:59","306","1","-285","52","2","珠希（工作服）","10068","10068118","8","","7.7"
"190801","2021/10/18 16:00:00","2021/10/27 15:59:59","1","1","-416.5","53","2","花凜","10069","10069001","0","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","3.414"
"190801","2021/10/18 16:00:00","2021/10/27 15:59:59","2","1","-416.5","53","2","花凜","10069","10069002","0","將任務完成，\n並獲得獎勵吧！","3.099"
"190801","2021/10/18 16:00:00","2021/10/27 15:59:59","3","1","-416.5","54","2","花凜","10069","10069003","0","似乎有能夠\n領取的獎勵了，\n請確認看看。","2.801"
"190801","2021/10/18 16:00:00","2021/10/27 15:59:59","4","2","-416.5","54","2","花凜","10069","10069004","0","能夠領取獎勵了！\n請檢查看看","0"
"190801","2021/10/18 16:00:00","2021/10/27 15:59:59","5","1","-416.5","57","1","花凜","10069","10069005","0","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","0"
"190801","2021/10/18 16:00:00","2021/10/27 15:59:59","1","1","-363","55","2","花凜","10069","10069006","0","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","5.506"
"190801","2021/10/18 16:00:00","2021/10/27 15:59:59","2","2","-363","55","1","花凜","10069","10069007","0","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","1.216"
"190801","2021/10/18 16:00:00","2021/10/27 15:59:59","3","2","-363","56","1","花凜","10069","10069008","0","辛苦了\n別忘記使用討伐證\n來進行交換哦！","1.539"
"190801","2021/10/18 16:00:00","2021/10/27 15:59:59","4","2","-363","56","1","花凜","10069","10069009","0","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","1.875"
"101101","2021/10/18 16:00:00","2021/10/27 15:59:59","101","2","-285","51","6","璃乃","10069","10069101","8","","12.688"
"112901","2021/10/18 16:00:00","2021/10/27 15:59:59","111","2","-285","51","6","璃乃（奇幻）","10069","10069102","8","","12.688"
"105501","2021/10/18 16:00:00","2021/10/27 15:59:59","201","4","-285","51","5","步未","10069","10069103","8","","9.506"
"113001","2021/10/18 16:00:00","2021/10/27 15:59:59","211","4","-285","51","5","步未（奇幻）","10069","10069104","8","","9.506"
"900103","2021/10/18 16:00:00","2021/10/27 15:59:59","311","3","-285","51","1","日和（奇幻）","10069","10069106","8","","7.071"
"906601","2021/10/18 16:00:00","2021/10/27 15:59:59","401","6","-285","51","4","祈梨","10069","10069107","30","","8.59"
"106701","2021/10/18 16:00:00","2021/10/27 15:59:59","501","1","-285","51","2","帆稀","10069","10069108","-8","","11.933"
"101101","2021/10/18 16:00:00","2021/10/27 15:59:59","102","1","-285","51","2","璃乃","10069","10069109","8","","10.355"
"112901","2021/10/18 16:00:00","2021/10/27 15:59:59","112","1","-285","51","2","璃乃（奇幻）","10069","10069110","8","","10.355"
"105501","2021/10/18 16:00:00","2021/10/27 15:59:59","202","6","-285","51","1","步未","10069","10069111","8","","6.107"
"113001","2021/10/18 16:00:00","2021/10/27 15:59:59","212","6","-285","51","1","步未（奇幻）","10069","10069112","8","","6.107"
"100101","2021/10/18 16:00:00","2021/10/27 15:59:59","302","1","-285","51","2","日和","10069","10069113","8","","6.516"
"900103","2021/10/18 16:00:00","2021/10/27 15:59:59","312","1","-285","51","2","日和（奇幻）","10069","10069114","8","","6.516"
"906601","2021/10/18 16:00:00","2021/10/27 15:59:59","402","5","-285","51","7","祈梨","10069","10069115","30","","10.04"
"106701","2021/10/18 16:00:00","2021/10/27 15:59:59","502","2","-285","51","2","帆稀","10069","10069116","-8","","0"
"112901","2021/10/18 16:00:00","2021/10/27 15:59:59","113","4","-285","51","3","璃乃（奇幻）","10069","10069118","8","","9.009"
"113001","2021/10/18 16:00:00","2021/10/27 15:59:59","213","4","-285","51","4","步未（奇幻）","10069","10069120","8","","0"
"900103","2021/10/18 16:00:00","2021/10/27 15:59:59","313","6","-285","51","2","日和（奇幻）","10069","10069122","8","","5.681"
"906601","2021/10/18 16:00:00","2021/10/27 15:59:59","403","1","-285","51","4","祈梨","10069","10069123","30","","12.143"
"106701","2021/10/18 16:00:00","2021/10/27 15:59:59","503","1","-285","51","3","帆稀","10069","10069124","-8","","12.817"
"101101","2021/10/18 16:00:00","2021/10/27 15:59:59","104","1","-285","52","1","璃乃","10069","10069125","8","","0"
"112901","2021/10/18 16:00:00","2021/10/27 15:59:59","114","1","-285","52","1","璃乃（奇幻）","10069","10069126","8","","0"
"105501","2021/10/18 16:00:00","2021/10/27 15:59:59","204","1","-285","52","2","步未","10069","10069127","8","","8.895"
"113001","2021/10/18 16:00:00","2021/10/27 15:59:59","214","1","-285","52","2","步未（奇幻）","10069","10069128","8","","8.895"
"100101","2021/10/18 16:00:00","2021/10/27 15:59:59","304","2","-285","52","1","日和","10069","10069129","8","","5.1"
"900103","2021/10/18 16:00:00","2021/10/27 15:59:59","314","2","-285","52","1","日和（奇幻）","10069","10069130","8","","5.1"
"906601","2021/10/18 16:00:00","2021/10/27 15:59:59","404","2","-285","52","5","祈梨","10069","10069131","30","","12.162"
"106701","2021/10/18 16:00:00","2021/10/27 15:59:59","504","1","-285","52","1","帆稀","10069","10069132","-8","","0"
"101101","2021/10/18 16:00:00","2021/10/27 15:59:59","105","2","-285","52","5","璃乃","10069","10069133","8","","7.23"
"112901","2021/10/18 16:00:00","2021/10/27 15:59:59","115","2","-285","52","5","璃乃（奇幻）","10069","10069134","8","","7.23"
"105501","2021/10/18 16:00:00","2021/10/27 15:59:59","205","1","-285","52","2","步未","10069","10069135","8","","7.989"
"113001","2021/10/18 16:00:00","2021/10/27 15:59:59","215","1","-285","52","2","步未（奇幻）","10069","10069136","8","","7.989"
"100101","2021/10/18 16:00:00","2021/10/27 15:59:59","305","2","-285","52","1","日和","10069","10069137","8","","3.524"
"900103","2021/10/18 16:00:00","2021/10/27 15:59:59","315","2","-285","52","1","日和（奇幻）","10069","10069138","8","","3.524"
"906601","2021/10/18 16:00:00","2021/10/27 15:59:59","405","6","-285","52","2","祈梨","10069","10069139","30","","5.52"
"106701","2021/10/18 16:00:00","2021/10/27 15:59:59","505","1","-285","52","2","帆稀","10069","10069140","-8","","6.533"
"101101","2021/10/18 16:00:00","2021/10/27 15:59:59","106","1","-285","52","1","璃乃","10069","10069141","8","","0"
"112901","2021/10/18 16:00:00","2021/10/27 15:59:59","116","1","-285","52","1","璃乃（奇幻）","10069","10069142","8","","0"
"105501","2021/10/18 16:00:00","2021/10/27 15:59:59","206","1","-285","52","1","步未","10069","10069143","8","","0"
"113001","2021/10/18 16:00:00","2021/10/27 15:59:59","216","1","-285","52","1","步未（奇幻）","10069","10069144","8","","0"
"100101","2021/10/18 16:00:00","2021/10/27 15:59:59","306","1","-285","52","2","日和","10069","10069145","8","","13.262"
"900103","2021/10/18 16:00:00","2021/10/27 15:59:59","316","1","-285","52","2","日和（奇幻）","10069","10069146","8","","13.262"
"906601","2021/10/18 16:00:00","2021/10/27 15:59:59","406","2","-285","52","2","祈梨","10069","10069147","30","","0"
"106701","2021/10/18 16:00:00","2021/10/27 15:59:59","506","2","-285","52","2","帆稀","10069","10069148","-8","","0"
"190801","2021/06/30 12:00:00","2021/07/18 14:59:59","1","1","-416.5","53","2","花凜","10070","10070001","0","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","3.414"
"190801","2021/11/01 16:00:00","2021/11/19 15:59:59","2","1","-416.5","53","2","花凜","10070","10070002","0","將任務完成，\n並獲得獎勵吧！","3.099"
"190801","2021/11/01 16:00:00","2021/11/19 15:59:59","3","1","-416.5","54","2","花凜","10070","10070003","0","似乎有能夠\n領取的獎勵了，\n請確認看看。","2.801"
"190801","2021/11/01 16:00:00","2021/11/19 15:59:59","4","2","-416.5","54","2","花凜","10070","10070004","0","能夠領取獎勵了！\n請檢查看看","0"
"190801","2021/11/01 16:00:00","2021/11/19 15:59:59","5","1","-416.5","57","1","花凜","10070","10070005","0","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","0"
"190801","2021/11/01 16:00:00","2021/11/19 15:59:59","1","1","-363","55","2","花凜","10070","10070006","0","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","5.506"
"190801","2021/11/01 16:00:00","2021/11/19 15:59:59","2","2","-363","55","1","花凜","10070","10070007","0","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","1.216"
"190801","2021/11/01 16:00:00","2021/11/19 15:59:59","3","2","-363","56","1","花凜","10070","10070008","0","辛苦了\n別忘記使用討伐證\n來進行交換哦！","1.539"
"190801","2021/11/01 16:00:00","2021/11/19 15:59:59","4","2","-363","56","1","花凜","10070","10070009","0","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","1.875"
"102701","2021/11/01 16:00:00","2021/11/19 15:59:59","101","1","-285","51","2","惠理子","10070","10070101","8","","9.696"
"117001","2021/11/01 16:00:00","2021/11/19 15:59:59","111","1","-285","51","2","惠理子（夏日）","10070","10070102","8","","9.696"
"104901","2021/11/01 16:00:00","2021/11/19 15:59:59","201","2","-285","51","2","靜流","10070","10070103","8","","0"
"117101","2021/11/01 16:00:00","2021/11/19 15:59:59","211","1","-285","51","2","靜流（夏日）","10070","10070104","8","","3.132"
"102701","2021/11/01 16:00:00","2021/11/19 15:59:59","102","2","-285","51","1","惠理子","10070","10070105","8","","5.448"
"117001","2021/11/01 16:00:00","2021/11/19 15:59:59","112","2","-285","51","1","惠理子（夏日）","10070","10070106","8","","5.448"
"104901","2021/11/01 16:00:00","2021/11/19 15:59:59","202","1","-285","51","2","靜流","10070","10070107","8","","3.804"
"117101","2021/11/01 16:00:00","2021/11/19 15:59:59","212","1","-285","51","2","靜流（夏日）","10070","10070108","8","","3.804"
"102701","2021/11/01 16:00:00","2021/11/19 15:59:59","103","1","-285","51","5","惠理子","10070","10070109","8","","5.9"
"117001","2021/11/01 16:00:00","2021/11/19 15:59:59","113","1","-285","51","5","惠理子（夏日）","10070","10070110","8","","5.9"
"104901","2021/11/01 16:00:00","2021/11/19 15:59:59","203","2","-285","51","2","靜流","10070","10070111","8","","0"
"117101","2021/11/01 16:00:00","2021/11/19 15:59:59","213","2","-285","51","2","靜流（夏日）","10070","10070112","8","","0"
"102701","2021/11/01 16:00:00","2021/11/19 15:59:59","104","1","-285","52","2","惠理子","10070","10070113","8","","8.47"
"117001","2021/11/01 16:00:00","2021/11/19 15:59:59","114","1","-285","52","2","惠理子（夏日）","10070","10070114","8","","8.47"
"104901","2021/11/01 16:00:00","2021/11/19 15:59:59","204","4","-285","52","1","靜流","10070","10070115","8","","3.816"
"117101","2021/11/01 16:00:00","2021/11/19 15:59:59","214","4","-285","52","1","靜流（夏日）","10070","10070116","8","","3.816"
"102701","2021/11/01 16:00:00","2021/11/19 15:59:59","105","5","-285","52","5","惠理子","10070","10070117","8","","0"
"117001","2021/11/01 16:00:00","2021/11/19 15:59:59","115","5","-285","52","5","惠理子（夏日）","10070","10070118","8","","0"
"104901","2021/11/01 16:00:00","2021/11/19 15:59:59","205","2","-285","52","2","靜流","10070","10070119","8","","0"
"117101","2021/11/01 16:00:00","2021/11/19 15:59:59","215","2","-285","52","1","靜流（夏日）","10070","10070120","8","","3.736"
"102701","2021/11/01 16:00:00","2021/11/19 15:59:59","106","1","-285","52","2","惠理子","10070","10070121","8","","6.505"
"117001","2021/11/01 16:00:00","2021/11/19 15:59:59","116","1","-285","52","2","惠理子（夏日）","10070","10070122","8","","6.505"
"104901","2021/11/01 16:00:00","2021/11/19 15:59:59","206","5","-285","52","2","靜流","10070","10070123","8","","5.702"
"117101","2021/11/01 16:00:00","2021/11/19 15:59:59","216","5","-285","52","2","靜流（夏日）","10070","10070124","8","","5.702"
"190801","2021/11/18 16:00:00","2021/11/27 15:59:59","1","1","-416.5","53","2","花凜","10071","10071001","0","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","3.414"
"190801","2021/11/18 16:00:00","2021/11/27 15:59:59","2","1","-416.5","53","2","花凜","10071","10071002","0","將任務完成，\n並獲得獎勵吧！","3.099"
"190801","2021/11/18 16:00:00","2021/11/27 15:59:59","3","1","-416.5","54","2","花凜","10071","10071003","0","似乎有能夠\n領取的獎勵了，\n請確認看看。","2.801"
"190801","2021/11/18 16:00:00","2021/11/27 15:59:59","4","2","-416.5","54","2","花凜","10071","10071004","0","能夠領取獎勵了！\n請檢查看看","0"
"190801","2021/11/18 16:00:00","2021/11/27 15:59:59","5","1","-416.5","57","1","花凜","10071","10071005","0","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","0"
"190801","2021/11/18 16:00:00","2021/11/27 15:59:59","1","1","-363","55","2","花凜","10071","10071006","0","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","5.506"
"190801","2021/11/18 16:00:00","2021/11/27 15:59:59","2","2","-363","55","1","花凜","10071","10071007","0","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","1.216"
"190801","2021/11/18 16:00:00","2021/11/27 15:59:59","3","2","-363","56","1","花凜","10071","10071008","0","辛苦了\n別忘記使用討伐證\n來進行交換哦！","1.539"
"190801","2021/11/18 16:00:00","2021/11/27 15:59:59","4","2","-363","56","1","花凜","10071","10071009","0","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","1.875"
"113101","2021/11/18 16:00:00","2021/11/27 15:59:59","111","4","-285","51","5","流夏（夏日）","10071","10071102","-8","","14.15"
"113301","2021/11/18 16:00:00","2021/11/27 15:59:59","211","5","-285","51","2","七七香（夏日）","10071","10071104","8","","9.48"
"113201","2021/11/18 16:00:00","2021/11/27 15:59:59","311","3","-285","51","3","杏奈（夏日）","10071","10071106","8","","0"
"105601","2021/11/18 16:00:00","2021/11/27 15:59:59","102","1","-285","51","2","流夏","10071","10071107","-8","","9.376"
"113101","2021/11/18 16:00:00","2021/11/27 15:59:59","112","1","-285","51","2","流夏（夏日）","10071","10071108","-8","","9.376"
"101301","2021/11/18 16:00:00","2021/11/27 15:59:59","202","3","-285","51","3","七七香","10071","10071109","8","","0"
"113301","2021/11/18 16:00:00","2021/11/27 15:59:59","212","3","-285","51","3","七七香（夏日）","10071","10071110","8","","0"
"100901","2021/11/18 16:00:00","2021/11/27 15:59:59","302","4","-285","51","1","杏奈","10071","10071111","8","","8.18"
"113201","2021/11/18 16:00:00","2021/11/27 15:59:59","312","4","-285","51","1","杏奈（夏日）","10071","10071112","8","","8.18"
"105601","2021/11/18 16:00:00","2021/11/27 15:59:59","103","4","-285","51","4","流夏","10071","10071113","-8","","0"
"113101","2021/11/18 16:00:00","2021/11/27 15:59:59","113","4","-285","51","4","流夏（夏日）","10071","10071114","-8","","0"
"101301","2021/11/18 16:00:00","2021/11/27 15:59:59","203","4","-285","51","5","七七香","10071","10071115","8","","10.33"
"113301","2021/11/18 16:00:00","2021/11/27 15:59:59","213","4","-285","51","5","七七香（夏日）","10071","10071116","8","","10.33"
"100901","2021/11/18 16:00:00","2021/11/27 15:59:59","303","4","-285","51","4","杏奈","10071","10071117","8","","0"
"113201","2021/11/18 16:00:00","2021/11/27 15:59:59","313","4","-285","51","4","杏奈（夏日）","10071","10071118","8","","0"
"105601","2021/11/18 16:00:00","2021/11/27 15:59:59","104","1","-285","52","2","流夏","10071","10071119","-8","","8.83"
"113101","2021/11/18 16:00:00","2021/11/27 15:59:59","114","1","-285","52","2","流夏（夏日）","10071","10071120","-8","","8.83"
"101301","2021/11/18 16:00:00","2021/11/27 15:59:59","204","4","-285","52","4","七七香","10071","10071121","8","","0"
"113301","2021/11/18 16:00:00","2021/11/27 15:59:59","214","4","-285","52","4","七七香（夏日）","10071","10071122","8","","0"
"100901","2021/11/18 16:00:00","2021/11/27 15:59:59","304","1","-285","52","2","杏奈","10071","10071123","8","","4.73"
"113201","2021/11/18 16:00:00","2021/11/27 15:59:59","314","1","-285","52","2","杏奈（夏日）","10071","10071124","8","","4.73"
"105601","2021/11/18 16:00:00","2021/11/27 15:59:59","105","1","-285","52","2","流夏","10071","10071125","-8","","9.68"
"113101","2021/11/18 16:00:00","2021/11/27 15:59:59","115","1","-285","52","2","流夏（夏日）","10071","10071126","-8","","9.68"
"101301","2021/11/18 16:00:00","2021/11/27 15:59:59","205","1","-285","52","2","七七香","10071","10071127","8","","6.15"
"113301","2021/11/18 16:00:00","2021/11/27 15:59:59","215","1","-285","52","2","七七香（夏日）","10071","10071128","8","","6.15"
"100901","2021/11/18 16:00:00","2021/11/27 15:59:59","305","1","-285","52","2","杏奈","10071","10071129","8","","13.22"
"113201","2021/11/18 16:00:00","2021/11/27 15:59:59","315","1","-285","52","2","杏奈（夏日）","10071","10071130","8","","13.22"
"105601","2021/11/18 16:00:00","2021/11/27 15:59:59","106","2","-285","52","2","流夏","10071","10071131","-8","","0"
"113101","2021/11/18 16:00:00","2021/11/27 15:59:59","116","2","-285","52","2","流夏（夏日）","10071","10071132","-8","","0"
"101301","2021/11/18 16:00:00","2021/11/27 15:59:59","206","1","-285","52","2","七七香","10071","10071133","8","","4.85"
"113301","2021/11/18 16:00:00","2021/11/27 15:59:59","216","1","-285","52","2","七七香（夏日）","10071","10071134","8","","4.85"
"100901","2021/11/18 16:00:00","2021/11/27 15:59:59","306","1","-285","52","2","杏奈","10071","10071135","8","","4.92"
"113201","2021/11/18 16:00:00","2021/11/27 15:59:59","316","1","-285","52","2","杏奈（夏日）","10071","10071136","8","","4.92"
"190801","2021/12/02 16:00:00","2021/12/20 15:59:59","1","1","-416.5","53","2","花凜","10072","10072001","0","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","3.414"
"190801","2021/12/02 16:00:00","2021/12/20 15:59:59","2","1","-416.5","53","2","花凜","10072","10072002","0","將任務完成，\n並獲得獎勵吧！","3.099"
"190801","2021/12/02 16:00:00","2021/12/20 15:59:59","3","1","-416.5","54","2","花凜","10072","10072003","0","似乎有能夠\n領取的獎勵了，\n請確認看看。","2.801"
"190801","2021/12/02 16:00:00","2021/12/20 15:59:59","4","2","-416.5","54","2","花凜","10072","10072004","0","能夠領取獎勵了！\n請檢查看看","0"
"190801","2021/12/02 16:00:00","2021/12/20 15:59:59","5","1","-416.5","57","1","花凜","10072","10072005","0","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","0"
"190801","2021/12/02 16:00:00","2021/12/20 15:59:59","1","1","-363","55","2","花凜","10072","10072006","0","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","5.506"
"190801","2021/12/02 16:00:00","2021/12/20 15:59:59","2","2","-363","55","1","花凜","10072","10072007","0","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","1.216"
"190801","2021/12/02 16:00:00","2021/12/20 15:59:59","3","2","-363","56","1","花凜","10072","10072008","0","辛苦了\n別忘記使用討伐證\n來進行交換哦！","1.539"
"190801","2021/12/02 16:00:00","2021/12/20 15:59:59","4","2","-363","56","1","花凜","10072","10072009","0","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","1.875"
"117201","2021/12/02 16:00:00","2021/12/20 15:59:59","101","2","-285","51","1","望（夏日）","10072","10072101","8","","3.35"
"117301","2021/12/02 16:00:00","2021/12/20 15:59:59","201","4","-285","51","5","千歌（夏日）","10072","10072102","8","","16.48"
"117401","2021/12/02 16:00:00","2021/12/20 15:59:59","301","3","-285","51","1","紡希（夏日）","10072","10072103","8","","17.388"
"117201","2021/12/02 16:00:00","2021/12/20 15:59:59","102","1","-285","51","2","望（夏日）","10072","10072104","8","","3"
"117301","2021/12/02 16:00:00","2021/12/20 15:59:59","202","1","-285","51","2","千歌（夏日）","10072","10072105","8","","12.977"
"117401","2021/12/02 16:00:00","2021/12/20 15:59:59","302","1","-285","51","3","紡希（夏日）","10072","10072106","8","","5.239"
"117201","2021/12/02 16:00:00","2021/12/20 15:59:59","103","2","-285","51","5","望（夏日）","10072","10072107","8","","7.721"
"117301","2021/12/02 16:00:00","2021/12/20 15:59:59","203","1","-285","51","4","千歌（夏日）","10072","10072108","8","","8.611"
"117401","2021/12/02 16:00:00","2021/12/20 15:59:59","303","1","-285","51","2","紡希（夏日）","10072","10072109","8","","14.315"
"117201","2021/12/02 16:00:00","2021/12/20 15:59:59","104","2","-285","52","5","望（夏日）","10072","10072110","8","","5.961"
"117301","2021/12/02 16:00:00","2021/12/20 15:59:59","204","1","-285","52","5","千歌（夏日）","10072","10072111","8","","16.001"
"117401","2021/12/02 16:00:00","2021/12/20 15:59:59","304","2","-285","52","1","紡希（夏日）","10072","10072112","8","","3.903"
"117201","2021/12/02 16:00:00","2021/12/20 15:59:59","105","2","-285","52","2","望（夏日）","10072","10072113","8","","0"
"117301","2021/12/02 16:00:00","2021/12/20 15:59:59","205","1","-285","52","5","千歌（夏日）","10072","10072114","8","","21.859"
