12dc7f8a0ac861b09763780a2ade3919e14f79bcfc6291f5fee4e1b814fab17b,082fe93f7cf0f2ae266669ee52c954a5c4211acd730cd6d2cf43e471482b073a,0a801767c3259333ccb209c7714cf64773f6acda6a70602357219f106531a941,112fdf77278b88f2cb02e582c60e11bc99cdc844d12c67bbfd72eb81f3066b71,076c27f8434cf9bfc5b20f2bf15481cdaa8194b62ebe2b059f354318997fda19,c0b579e5d452b20cd8e8b206096828a30ed871f07ef9c213760efb2effcad293,df94efc3a1097e62f4be529e0608ef9af5eefc8af210bd30eaddd153fdf64e26,b058ebfcd3a9cdd875101ff009d1a8acb8ba12ca3a420b7d667895dbb9e93284,2b15b254332842094f2ddd9409a0a94f4732bc427d9def80b12d432a213cdb7e,d40ffa57e23a6d062171626008fcfe049920ea65a117fab9b28974b279844eca,10116d378ac183ee518beb01da30bb8da7846c9b919b639943b26dd807f23675,43be309bbcb84d2381b32c3260d5379b7a2a384d35a426182269d8eb6a1d4334
"100981402","0","0","0","1009814","0","0","2","vo_lsv","2","vo_lsv_1401","0"
"100981403","0","1","0","1009814","84","0.677","1","0","3","0","0"
"100981404","1","0","0","1009814","0","0","4","0","4","0","0.7"
"100981405","0","1","84","1009814","300","1.677","1","0","5","0","0"
"100981406","1","0","0","1009814","0","0","4","0","6","0","3.5"
"100981407","0","0","0","1009814","0","0","2","vo_lsv","7","vo_lsv_1402","0"
"100981408","0","3","0","1009814","300","1.099","1","0","8","0","0"
"100981409","1","0","0","1009814","0","0","4","0","9","0","1.13"
"100981410","0","4","0","1009814","158","1.234","1","0","10","0","0"
"100981411","1","0","0","1009814","0","0","4","0","11","0","2.2"
"100981412","0","0","0","1009814","0","0","2","vo_lsv","12","vo_lsv_1403","0"
"100981413","0","4","158","1009814","300","1.37","1","0","13","0","0"
"100981414","1","0","0","1009814","0","0","4","0","14","0","2.5"
"100981415","0","0","0","1009814","0","0","2","vo_lsv","15","vo_lsv_1404","0"
"100981416","0","6","0","1009814","300","1","1","0","16","0","0"
"100981417","1","0","0","1009814","0","0","4","0","17","0","1.3"
"100981418","0","7","0","1009814","350","1.661","1","0","18","0","0"
"100981419","1","0","0","1009814","0","0","4","0","19","0","1.7"
"100981420","0","8","0","1009814","180","1.344","1","0","20","0","0"
"100981421","1","0","0","1009814","0","0","4","0","21","0","2.5"
"100981422","0","0","0","1009814","0","0","2","vo_lsv","22","vo_lsv_1405","0"
"100981423","0","10","0","1009814","80","0.82","1","0","23","0","0"
"100981424","1","0","0","1009814","0","0","4","0","24","0","1.4"
"100981425","0","10","80","1009814","300","1.83","1","0","25","0","0"
"100981501","1","0","0","1009815","0","0","4","0","1","0","0.8"
"100981502","0","0","0","1009815","0","0","2","vo_lsv","2","vo_lsv_1501","0"
"100981503","0","1","0","1009815","300","2.384","1","0","3","0","0"
"100981504","1","0","0","1009815","0","0","4","0","4","0","2.41"
"100981505","0","2","0","1009815","250","1","1","0","5","0","0"
"100981506","1","0","0","1009815","0","0","4","0","6","0","2"
"100981507","0","0","0","1009815","0","0","2","vo_lsv","7","vo_lsv_1502","0"
"100981508","0","3","0","1009815","300","1.71","1","0","8","0","0"
"100981509","1","0","0","1009815","0","0","4","0","9","0","2"
"100981510","0","4","0","1009815","300","1.369","1","0","10","0","0"
"100981511","1","0","0","1009815","0","0","4","0","11","0","1.39"
"100981512","0","5","0","1009815","327","2.431","1","0","12","0","0"
"100981513","1","0","0","1009815","0","0","4","0","13","0","2.432"
"100981514","0","6","0","1009815","327","1.164","1","0","14","0","0"
"100981515","1","0","0","1009815","0","0","4","0","15","0","2.5"
"100981516","0","0","0","1009815","0","0","2","vo_lsv","16","vo_lsv_1503","0"
"100981517","0","7","0","1009815","327","3.101","1","0","17","0","0"
"100981518","1","0","0","1009815","0","0","4","0","18","0","4.5"
"100981519","0","0","0","1009815","0","0","2","vo_lsv","19","vo_lsv_1504","0"
"100981520","0","8","0","1009815","327","2.454","1","0","20","0","0"
"100981521","1","0","0","1009815","0","0","4","0","21","0","2.484"
"100981522","0","9","0","1009815","300","0.727","1","0","22","0","0"
"100981523","1","0","0","1009815","0","0","4","0","23","0","2"
"100981524","0","0","0","1009815","0","0","2","vo_lsv","24","vo_lsv_1505","0"
"100981525","0","10","0","1009815","300","1.984","1","0","25","0","0"
"100981526","1","0","0","1009815","0","0","4","0","26","0","3"
"100981527","0","0","0","1009815","0","0","2","vo_lsv","27","vo_lsv_1506","0"
"100981528","0","12","0","1009815","327","2.1","1","0","28","0","0"
