0dc0d216cf175f48da61c243033f72b987ec983cf1b490b9b04b7ce5134851d5,5f206bfb93da6a7c97384df8bf9b25bfbc12ef8a52346a5ee43f41ad389d67df,e9b879a1c9275960a0ed2c6393fc7c459981531f87ae2d62ecaf8535eb307d0d,4e2d1e31c8d6f64ea6898d0d258fa78edd897e1f50ae695ebda8c33468d3b509,9fcf764386df7b100827d340554995c84b54e7a2371e5d85767f287a0e1a367f,8958f0e7c2575ed683cb252c50346d1d888c17342161b8b30411840bef46e73d,e3cebe2604cf79273cd568bf37f1bf2c24ab07894f88bd26f6f70d36efef09ec,6567cae8fdc9cd2304f89ee41c8c1446456f124ff0e8ce70050b5665100b6ee3,00f0cc70c96f6f425e17f06dc4dcaf8f699bc436a35afe4f0a26c2ce678e22a5,346ec34b3a0e5487f166edbdc30880154ac5f6c36af2d0572cf163fd19b0a98f,8491bfe04345378294d90f8acbd29e20f09ed44997425fb36477f706c96ecf7b,36b6b180c6786b413a805a60e78c6d0b282bb82a7b4ba80e68fd35e8d4182eae
"0","1","1009814","0.8","0","0","0","0","4","1","100981401","0"
"0","2","1009814","0","vo_lsv_1401","vo_lsv","0","0","2","0","100981402","0"
"0.677","3","1009814","0","0","0","1","0","1","0","100981403","84"
"0","4","1009814","0.7","0","0","0","0","4","1","100981404","0"
"1.677","5","1009814","0","0","0","1","84","1","0","100981405","300"
"0","6","1009814","3.5","0","0","0","0","4","1","100981406","0"
"0","7","1009814","0","vo_lsv_1402","vo_lsv","0","0","2","0","100981407","0"
"1.099","8","1009814","0","0","0","3","0","1","0","100981408","300"
"0","9","1009814","1.13","0","0","0","0","4","1","100981409","0"
"1.234","10","1009814","0","0","0","4","0","1","0","100981410","158"
"0","11","1009814","2.2","0","0","0","0","4","1","100981411","0"
"0","12","1009814","0","vo_lsv_1403","vo_lsv","0","0","2","0","100981412","0"
"1.37","13","1009814","0","0","0","4","158","1","0","100981413","300"
"0","14","1009814","2.5","0","0","0","0","4","1","100981414","0"
"0","15","1009814","0","vo_lsv_1404","vo_lsv","0","0","2","0","100981415","0"
"1","16","1009814","0","0","0","6","0","1","0","100981416","300"
"0","17","1009814","1.3","0","0","0","0","4","1","100981417","0"
"1.661","18","1009814","0","0","0","7","0","1","0","100981418","350"
"0","19","1009814","1.7","0","0","0","0","4","1","100981419","0"
"1.344","20","1009814","0","0","0","8","0","1","0","100981420","180"
"0","21","1009814","2.5","0","0","0","0","4","1","100981421","0"
"0","22","1009814","0","vo_lsv_1405","vo_lsv","0","0","2","0","100981422","0"
"0.82","23","1009814","0","0","0","10","0","1","0","100981423","80"
"0","24","1009814","1.4","0","0","0","0","4","1","100981424","0"
"1.83","25","1009814","0","0","0","10","80","1","0","100981425","300"
"0","1","1009815","0.8","0","0","0","0","4","1","100981501","0"
"0","2","1009815","0","vo_lsv_1501","vo_lsv","0","0","2","0","100981502","0"
"2.384","3","1009815","0","0","0","1","0","1","0","100981503","300"
"0","4","1009815","2.41","0","0","0","0","4","1","100981504","0"
"1","5","1009815","0","0","0","2","0","1","0","100981505","250"
"0","6","1009815","2","0","0","0","0","4","1","100981506","0"
"0","7","1009815","0","vo_lsv_1502","vo_lsv","0","0","2","0","100981507","0"
"1.71","8","1009815","0","0","0","3","0","1","0","100981508","300"
"0","9","1009815","2","0","0","0","0","4","1","100981509","0"
"1.369","10","1009815","0","0","0","4","0","1","0","100981510","300"
"0","11","1009815","1.39","0","0","0","0","4","1","100981511","0"
"2.431","12","1009815","0","0","0","5","0","1","0","100981512","327"
"0","13","1009815","2.432","0","0","0","0","4","1","100981513","0"
"1.164","14","1009815","0","0","0","6","0","1","0","100981514","327"
"0","15","1009815","2.5","0","0","0","0","4","1","100981515","0"
"0","16","1009815","0","vo_lsv_1503","vo_lsv","0","0","2","0","100981516","0"
"3.101","17","1009815","0","0","0","7","0","1","0","100981517","327"
"0","18","1009815","4.5","0","0","0","0","4","1","100981518","0"
"0","19","1009815","0","vo_lsv_1504","vo_lsv","0","0","2","0","100981519","0"
"2.454","20","1009815","0","0","0","8","0","1","0","100981520","327"
"0","21","1009815","2.484","0","0","0","0","4","1","100981521","0"
"0.727","22","1009815","0","0","0","9","0","1","0","100981522","300"
"0","23","1009815","2","0","0","0","0","4","1","100981523","0"
"0","24","1009815","0","vo_lsv_1505","vo_lsv","0","0","2","0","100981524","0"
"1.984","25","1009815","0","0","0","10","0","1","0","100981525","300"
"0","26","1009815","3","0","0","0","0","4","1","100981526","0"
"0","27","1009815","0","vo_lsv_1506","vo_lsv","0","0","2","0","100981527","0"
"2.1","28","1009815","0","0","0","12","0","1","0","100981528","327"
