1b0ab9bd6c273c24afe0cee4be409839c133897a953342f2ce71d82b4242089e,4b1950d9867bd0d869cbc517ffa4d284ea37e5466a8407d99d141427eff9c1d6,327834a5262e5a72ad1a131a92ecd547cd874ba8e8061d6b4824adaec8a44690,2dc89b4d1cf11ca83ad438b192c0a7480ee717ecb397b538541ee2029043a317,2f7285b7a2df4cbe8760c79a4582a61735aaa06171b89fc9e60a4957ae2d2b44,825c57409f8e8321b0ca80b1e90249eb9cae1f42f28bf93e7287d81c9501688b,df2d4944cb7ac7ed8a437cfdd0bb8f3e707336deb31dcba2a8e3a20e648166fd,571c3b21f66fb160064a19fd99648c8eb70df4da07cb517479a28f9a7e4b1208,a034d1865d1b9ace56aa7246313494cf190f931456cd2a693f001e88fbda7ffc,ffcdfdf445149c884e3745ff61168b5102f11231a72dce48ab57dab04c191dc2,3eaaa3be3855ae99c765b264b3661d5a2ee31354788ae387ab6e73828a53c18b,7e9ecbf7ecdf3d419c2225f820f28504e93ba5686abae36141ad8d127b3a5cc7,389e9ef8bc15861e3c5f60a8a18b87d8e6dc27f548ea8f056599bf6b8d69798d,f43a2f58a55d549a834763f42b28cb88681e8b04fa285b62117f4eec886e7f35,6cc48a9fe7ff937069bff62352b0612b6442eee08f686e7d8568c54208161475,d117680f9cd1f1dc7e768341f64d5bf87df541a5204d1b4f31560d3758d163a0,ccf04b495879c8133d6694621a6f88cf8f0eadc9a51e2a9474f12e81764b93a0,2e63b1c492e30921dcfffdafa8192aaedcd79a34cf6eec4d2c33753174211c64,fb229c8b61e92d5a0809fd9dbe0dba4bf46c149fdf5a286ab2c5ed30ceb18d1f,d18a84499ce5c03bc81ed6618e3aea3c67293caedfc5e260c412a51727055db9,59fcb0fb6e1ddaeb4b64e1c4e9e515d194480fd105952f431824435eb7a3a39a
"0","1","4","112901205","0","0","","1","20","","26","112901206","0","0","2","0","0","99","2160","3","3"
"0","1","75","112901206","0","0","TP回復量+{0}","0","0.75","回復自身{0}的TP","16","1","0","0","2","0","0","1","0","1","7"
"0","1","10","112920201","0","1.2","物理傷害+{0}","0","10","對敵方單體造成{0}的物理傷害","1","1","0","0","1","0","0","1","-1","1","3"
"180","1","1","112920202","0","0","物理暴擊提高+{0}","1","40","自身物理暴擊提升{0}","10","60","0","1","2","0","0","1","0","1","7"
"0","1","270","112920203","0","0","","0","0","回復自身{0}的TP","16","1","0","0","2","0","0","1","0","1","7"
"0","1","4","112921201","0","0","","3","0.6","","26","112921202","0","0","2","0","0","99","2160","3","3"
"0","1","10","112921202","0","1.2","物理傷害+{0}","0","10","對敵方單體造成{0}的物理傷害","1","1","0","0","1","0","0","1","-1","1","3"
"0","1","4","112921203","0","0","","2","25","","26","112921204","0","0","2","0","0","99","2160","3","3"
"180","1","1","112921204","0","0","物理暴擊提高+{0}","1","40","自身物理暴擊提升{0}","10","60","0","1","2","0","0","1","0","1","7"
"0","1","4","112921205","0","0","","1","20","","26","112921206","0","0","2","0","0","99","2160","3","3"
"0","1","270","112921206","0","0","","0","0","回復自身{0}的TP","16","1","0","0","2","0","0","1","0","1","7"
"1","1","1","112950101","0","15","物理攻擊力提升+{0}","0","15","提升自身{0}的物理攻擊力","90","2","0","0","0","0","0","0","0","0","0"
"1","1","1","112951101","0","15","物理攻擊力提升+{0}","0","240","提升自身{0}的物理攻擊力","90","2","0","0","0","0","0","0","0","0","0"
"0","1","2","113000101","0","18","","0","0","提升我方全體的行動速度100％","8","2","0","0","2","0","0","99","2160","3","3"
"18","1","1","113000102","0","0.2","物理防禦力提升+{0}","1","0.2","提升我方全體{0}的物理防禦力","10","20","0","1","2","0","0","99","2160","3","3"
"0","1","0.9","113000201","0","12","造成行動速度降低的成功Lv+1","0","0","降低敵方全體的行動速度10％","8","1","0","0","1","0","0","99","2160","3","3"
"12","1","1","113000202","0","7.5","物理攻擊力降低+{0}","1","7.5","降低全體敵人{0}物理攻擊力","10","11","0","0","1","0","0","99","2160","3","3"
"12","1","1","113000203","0","0.1","命中下降+{0}","0","5","降低全體敵人{0}的命中","10","131","0","0","1","0","0","99","2160","3","3"
"0","1","0","113000301","0","1.75","時間停止的確定成功Lv+1","0","0","使敵方單體一段時間內無法行動","8","11","0","0","1","0","0","1","2160","3","14"
"0","1","0.6","113001201","0","12","造成行動速度降低的成功Lv+1","0","0","降低敵方全體的行動速度40％","8","1","0","0","1","0","0","99","2160","3","3"
"12","1","1","113001202","0","20","物理攻擊力降低+{0}","1","20","降低全體敵人{0}物理攻擊力","10","11","0","0","1","0","0","99","2160","3","3"
"12","1","1","113001203","0","0.1","命中下降+{0}","0","15","降低全體敵人{0}的命中","10","131","0","0","1","0","0","99","2160","3","3"
"12","1","1","113001204","0","0","","1","125","降低敵方全體的物理暴擊{0}","10","61","0","0","1","0","0","99","2160","3","3"
"1","1","1","113050101","0","2","物理防禦力提升+{0}","0","2","提升自身{0}的物理防禦力","90","3","0","0","0","0","0","0","0","0","0"
"1","1","1","113051101","0","2","物理防禦力提升+{0}","0","32","提升自身{0}的物理防禦力","90","3","0","0","0","0","0","0","0","0","0"
"0","1","30","113100101","0","2.4","物理傷害+{0}","0","30","對範圍內的敵人造成{0}的物理傷害","1","1","0","0","1","0","0","99","500","1","3"
"0","1","0","113100102","0","0","","0","0","","28","1211","113100103","0","2","0","0","1","0","1","7"
"0","1","15","113100103","0","180","","113100104","0","","75","3","0","0","2","0","0","1","0","1","7"
"180","1","1","113100104","0","12.5","物理攻擊力提升+{0}","1","12.5","每造成15次傷害時，提升自己{0}的物理攻擊力","10","10","1","1","2","0","0","1","0","1","7"
"0","1","1","113100105","0","0","","0","0","","45","1","0","0","2","0","0","1","0","1","7"
"0","1","12","113100201","0","1.08","物理傷害+{0}","0","12","對範圍內的敵人造成{0}的物理傷害","1","1","0","0","1","0","0","99","500","1","3"
"12","1","1","113100202","0","15","物理攻擊力提升+{0}","1","15","提升自身{0}的物理攻擊力","10","10","1","1","2","0","0","1","0","1","7"
"0","1","15","113100301","0","1.2","物理傷害+{0}","0","15","對範圍內的敵人造成{0}的物理傷害","1","1","0","0","1","0","0","99","500","1","3"
"0","1","14","113101201","0","1.12","物理傷害+{0}","0","14","對範圍內的敵人造成{0}的物理傷害","1","1","0","0","1","0","0","99","600","1","3"
"12","1","1","113101202","0","23","物理攻擊力提升+{0}","1","23","提升自身{0}的物理攻擊力","10","10","1","1","2","0","0","1","0","1","7"
"0","1","30","113101301","0","2.4","物理傷害+{0}","0","30","對範圍內的敵人造成{0}的物理傷害","1","1","0","0","1","0","0","99","500","1","3"
"0","1","30","113101302","0","2.4","物理傷害+{0}","0","30","對範圍內的敵人造成{0}的物理傷害","1","1","0","0","1","0","0","99","500","1","3"
"12","1","1","113101303","0","0.75","物理防禦力降低+{0}","0","0.75","降低範圍內的敵人{0}的物理防禦力","10","21","0","0","1","0","0","99","500","1","3"
"12","1","1","113101304","0","0","","1","5","使範圍內敵人的被暴擊傷害提升{0}％","10","141","0","1","1","0","0","99","500","1","3"
"0","1","1","113101305","0","0","","0","2","","28","1221","113101306","0","2","0","0","1","2160","2","7"
"0","1","15","113101306","0","180","","113101308","0","","75","3","0","0","2","0","0","1","2160","2","7"
"0","1","1","113101307","0","0","","0","0","","45","2","0","0","2","0","0","1","2160","2","7"
"180","1","1","113101308","0","0","","1","2","每造成15次傷害時，提升自身{0}％的物理暴擊傷害","10","110","0","1","2","0","0","1","2160","2","7"
"1","1","1","113150101","0","15","物理攻擊力提升+{0}","0","15","提升自身{0}的物理攻擊力","90","2","0","0","0","0","0","0","0","0","0"
"1","1","1","113151101","0","15","物理攻擊力提升+{0}","0","240","提升自身{0}的物理攻擊力","90","2","0","0","0","0","0","0","0","0","0"
"0","1","71.25","113200101","0","5.7","魔法傷害+{0}","0","71.25","對敵方單體造成{0}的魔法傷害","1","2","0","0","1","0","0","1","2160","1","3"
"0","1","1","113200102","0","0","","113200103","2","","28","700","113200104","0","1","0","0","1","-1","1","3"
"18","1","1","113200103","0","22.5","魔法攻擊力提升+{0}","1","22.5","剩下的攻擊對象只剩1名時，提升自己{0}的魔法攻擊力","10","30","0","1","2","0","0","1","0","1","7"
"0","1","0","113200104","0","0","","0","0","","7","1","0","0","2","0","0","1","0","1","7"
"0","1","12","113200201","0","1","魔法傷害+{0}","0","12","對敵方單體造成{0}的魔法傷害","1","2","0","0","1","0","0","1","2160","1","3"
"12","1","1","113200202","0","0.8","魔法防禦力降低+{0}","0","0.8","降低敵方單體{0}的魔法防禦力","10","41","0","0","1","0","0","1","2160","1","3"
"12","1","2","113200301","0","0","","1","90","降低自己以外的全體夥伴初期值90%的魔法攻擊力","10","31","0","0","2","0","0","99","2160","3","34"
"12","1","1","113200302","0","120","魔法攻擊力提升+{0}","1","120","提升自身{0}的魔法攻擊力","10","30","0","1","2","0","0","1","0","1","7"
"12","1","1","113200303","0","0","魔法暴擊提高+{0}","1","100","提升自己{0}的魔法暴擊","10","70","0","1","2","0","0","1","0","1","7"
"0","1","40","113201201","0","3.2","魔法傷害+{0}","0","40","對敵方單體造成{0}的魔法傷害","1","2","0","0","1","0","0","1","2160","1","3"
"12","1","1","113201202","0","1.6","魔法防禦力降低+{0}","0","1.6","降低敵方單體{0}的魔法防禦力","10","41","0","0","1","0","0","1","2160","1","3"
"1","1","1","113250101","0","15","魔法攻擊力提升+{0}","0","15","提升自身{0}的魔法攻擊力","90","4","0","0","0","0","0","0","0","0","0"
"1","1","1","113251101","0","15","魔法攻擊力提升+{0}","0","240","提升自身{0}的魔法攻擊力","90","4","0","0","0","0","0","0","0","0","0"
"0","1","27","113300101","0","2.16","魔法傷害+{0}","0","27","對範圍內的敵人造成{0}的魔法傷害","1","2","0","0","1","0","0","99","768","1","3"
"18","1","1","113300102","0","0.6","魔法防禦力降低+{0}","0","0.6","使範圍內敵人的魔法防禦力下降{0}","10","41","0","0","1","0","0","99","768","1","3"
"0","1","0","113300201","0","0","","0","0","","7","1","0","0","1","0","0","1","2160","1","3"
"0","1","12.5","113300202","0","1","魔法傷害+{0}","0","12.5","對範圍內的敵人造成{0}的魔法傷害","1","2","0","0","1","0","0","99","225","2","3"
"12","1","1","113300203","0","15","魔法攻擊力提升+{0}","0","15","提升範圍內的我方{0}的魔法攻擊力","10","30","0","0","2","0","0","99","200","2","3"
"0","1","4","113300301","0","0.25","","2","0.25","","26","113300302","0","0","1","0","0","99","2160","3","3"
"12","1","1","113300302","0","0.25","魔法防禦力降低+{0}","0","0.25","使全體敵人的魔法防禦力下降{0}","10","41","0","0","1","0","0","99","2160","3","3"
"0","1","0","113301201","0","0","","0","0","","7","1","0","0","1","0","0","1","2160","1","3"
"0","1","4","113301202","0","0","","3","0.4","","26","113301203","0","0","1","0","0","99","275","2","3"
"0","1","12.5","113301203","0","1","魔法傷害+{0}","0","12.5","對範圍內的敵人造成{0}的魔法傷害","1","2","0","0","1","0","0","99","275","2","3"
"0","1","4","113301204","0","12.5","","2","12.5","","26","113301205","0","0","1","0","0","99","275","2","3"
"12","1","1","113301205","0","15","魔法攻擊力提升+{0}","0","15","提升範圍內的我方{0}的魔法攻擊力","10","30","0","0","2","0","0","99","200","2","3"
"0","1","4","113301301","0","8","","2","8","","26","113301302","0","0","1","0","0","99","2160","3","3"
"12","1","1","113301302","0","8","物理攻擊力降低+{0}","0","8","降低全體敵人{0}物理攻擊力","10","11","0","0","1","0","0","99","2160","3","3"
"0","1","4","113301303","0","8","","2","8","","26","113301304","0","0","1","0","0","99","2160","3","3"
"12","1","1","113301304","0","8","魔法攻擊力下降+{0}","0","8","降低敵方全體{0}的魔法攻擊力","10","31","0","0","1","0","0","99","2160","3","3"
"0","1","4","113301305","0","0.4","","2","0.4","","26","113301306","0","0","1","0","0","99","2160","3","3"
"12","1","1","113301306","0","0.4","魔法防禦力降低+{0}","0","0.4","使全體敵人的魔法防禦力下降{0}","10","41","0","0","1","0","0","99","2160","3","3"
"0","1","4","113301307","0","0","","1","5","","26","113301308","0","0","1","0","0","99","2160","3","3"
"0","1","0","113301308","0","2000000","","2","0","對敵方全體造成魔法比例傷害，最大為200萬","46","1","0","0","1","0","0","99","2160","3","3"
"1","1","1","113350101","0","15","魔法攻擊力提升+{0}","0","15","提升自身{0}的魔法攻擊力","90","4","0","0","0","0","0","0","0","0","0"
"1","1","1","113351101","0","15","魔法攻擊力提升+{0}","0","240","提升自身{0}的魔法攻擊力","90","4","0","0","0","0","0","0","0","0","0"
"0","1","42.5","113400101","0","3.4","魔法傷害+{0}","0","42.5","對敵方全體造成{0}的魔法傷害","1","2","0","0","1","0","0","99","2160","3","3"
"0","1","0","113400102","0","180","","1","0","讓自己無法行動","8","6","0","0","2","0","0","99","0","1","7"
"0","1","10","113400201","0","0.8","魔法傷害+{0}","0","10","對敵方全體造成{0}的魔法傷害","1","2","0","0","1","0","0","99","2160","3","3"
"0","1","4","113400202","0","0","","1","25","","26","113400203","0","0","1","0","0","99","2160","3","3"
"0","1","50","113400203","0","0","TP回復量+{0}","0","1","回復自身{0}的TP","16","1","0","0","2","0","0","1","0","1","7"
"12","1","1","113400301","0","9","魔法攻擊力提升+{0}","0","9","提升範圍內的我方{0}的魔法攻擊力","10","30","0","0","2","0","0","99","300","2","3"
"12","1","1","113400302","0","0","","0","50","使範圍內全體夥伴提升{0}的魔法暴擊","10","70","0","0","2","0","0","99","300","2","3"
"0","1","15","113401201","0","1.2","魔法傷害+{0}","0","15","對敵方全體造成{0}的魔法傷害","1","2","0","0","1","0","0","99","2160","3","3"
"0","1","4","113401202","0","0","","1","25","","26","113401203","0","0","1","0","0","99","2160","3","3"
"0","1","50","113401203","0","0","TP回復量+{0}","0","1","回復自身{0}的TP","16","1","0","0","2","0","0","1","0","1","7"
"0","1","4","113401204","0","0","","3","0.26","","26","113401201","0","0","1","0","0","99","2160","3","3"
"12","1","1","113401301","0","24","魔法攻擊力提升+{0}","0","24","提升範圍內的我方{0}的魔法攻擊力","10","30","0","0","2","0","0","99","300","2","3"
"12","1","1","113401302","0","0","","0","80","使範圍內全體夥伴提升{0}的魔法暴擊","10","70","0","0","2","0","0","99","300","2","3"
"0","1","0","113401303","0","0","","0","1","","28","1211","113401304","0","2","0","0","1","0","1","7"
"0","1","500","113401304","0","0","","0","0","初次使用時，讓範圍內的我方恢復{0}ＴＰ","16","1","0","0","2","0","0","99","300","2","3"
"0","1","1","113401305","0","0","","0","0","","45","1","0","0","2","0","0","1","0","1","7"
"0","1","10","113420201","0","1.2","魔法傷害+{0}","0","10","對敵方全體造成{0}的魔法傷害","1","2","0","0","1","0","0","99","2160","3","3"
"0","1","4","113420202","0","0","","1","25","","26","113420203","0","0","1","0","0","99","2160","3","3"
"0","1","310","113420203","0","0","","0","0","回復自身{0}的TP","16","1","0","0","2","0","0","1","0","1","7"
"0","1","15","113421201","0","1.6","魔法傷害+{0}","0","15","對敵方全體造成{0}的魔法傷害","1","2","0","0","1","0","0","99","2160","3","3"
"0","1","4","113421202","0","0","","1","25","","26","113421203","0","0","1","0","0","99","2160","3","3"
"0","1","310","113421203","0","0","","0","0","回復自身{0}的TP","16","1","0","0","2","0","0","1","0","1","7"
"0","1","4","113421204","0","0","","3","0.26","","26","113421201","0","0","1","0","0","99","2160","3","3"
"1","1","1","113450101","0","15","魔法攻擊力提升+{0}","0","15","提升自身{0}的魔法攻擊力","90","4","0","0","0","0","0","0","0","0","0"
"1","1","1","113451101","0","15","魔法攻擊力提升+{0}","0","240","提升自身{0}的魔法攻擊力","90","4","0","0","0","0","0","0","0","0","0"
"18","1","1","113500101","0","45","無效傷害量+{0}","0","45","展開{0}傷害量的魔法無效護盾","6","2","0","0","2","0","0","99","2160","3","20"
"18","1","1","113500102","0","45","無效傷害量+{0}","0","45","展開{0}傷害量的物理無效護盾","6","1","0","0","2","0","0","99","2160","3","21"
"12","1","1","113500201","0","1.25","魔法防禦力提升+{0}","0","1.25","讓一名夥伴的魔法防禦力提升{0}","10","40","0","0","2","0","0","1","2160","2","10"
"0","1","1.25","113500202","7","0.15","HP回復量+{0}","1","1.25","每秒回復{0}的HP","48","2","0","0","2","0","0","1","2160","2","10"
"12","1","1","113500301","0","8","物理攻擊力提升+{0}","0","8","提升我方全體{0}的物理攻擊力","10","10","0","0","2","0","0","99","2160","3","3"
"12","1","1","113500302","0","0.6","魔法防禦力提升+{0}","0","0.6","提升我方全體{0}的魔法防禦力","10","40","0","0","2","0","0","99","2160","3","3"
"12","1","1","113501201","0","1.25","魔法防禦力提升+{0}","0","1.25","讓一名夥伴的魔法防禦力提升{0}","10","40","0","0","2","0","0","1","2160","2","10"
"0","1","1.6","113501202","7","0.2","HP回復量+{0}","1","1.6","每秒回復{0}的HP","48","2","0","0","2","0","0","1","2160","2","10"
"0","1","0","113501203","0","0","","113501204","0","","23","1300","113501205","0","2","0","0","1","2160","2","10"
"12","1","1","113501204","0","1.25","魔法防禦力提升+{0}","0","1.25","當目標物理攻擊時，提升我方單體的魔法防禦力{0}","10","40","0","0","2","0","0","1","2160","2","10"
"12","1","1","113501205","0","1.25","物理防禦力提升+{0}","0","1.25","當目標魔法攻擊時，提升我方單體的物理防禦力{0}","10","20","0","0","2","0","0","1","2160","2","10"
"1","1","1","113550101","0","2","魔法防禦力提升+{0}","0","2","提升自身{0}的魔法防禦力","90","5","0","0","0","0","0","0","0","0","0"
"1","1","1","113551101","0","2","魔法防禦力提升+{0}","0","2","提升自身{0}的魔法防禦力","90","5","0","0","0","0","0","0","0","0","0"
"1","1","1","113551102","0","0","","0","225","提升自身{0}的魔法攻擊力","90","4","0","0","0","0","0","0","0","0","0"
"0","1","63.75","113600101","0","5.1","物理傷害+{0}","0","63.75","對敵方單體造成{0}的物理傷害","1","1","0","0","1","0","0","1","-1","1","3"
"18","1","1","113600102","0","31.5","物理攻擊力提升+{0}","0","31.5","提升自身{0}的物理攻擊力","10","10","0","0","2","0","0","1","0","1","7"
"0","1","1.6","113600103","0","18","","0","0","自身的行動速度上升60％","8","2","0","0","2","0","0","1","0","1","7"
"0","1","20","113600201","0","1.6","物理傷害+{0}","0","20","對敵方單體造成{0}的物理傷害","1","1","0","0","1","0","0","1","-1","1","3"
"0","1","7","113600202","0","0","","1","0.15","","26","113600203","0","0","2","0","0","1","0","1","7"
"0","1","6","113600203","0","6.5","火傷時每1秒所造成的傷害+{0}","9","6","造成{0}傷害並陷入火傷狀態","9","2","0","0","1","0","0","1","-1","1","3"
"0","1","28","113600301","0","2.25","物理傷害+{0}","0","28","對敵方單體造成{0}的物理傷害","1","1","0","0","1","0","0","1","-1","1","3"
"180","1","1","113601201","0","6","物理攻擊力提升+{0}","1","6","提升自身{0}的物理攻擊力","10","10","1","0","2","0","0","1","2160","3","7"
"0","1","33.75","113601202","0","2.7","物理傷害+{0}","0","33.75","對敵方單體造成{0}的物理傷害","1","1","0","0","1","0","0","1","-1","1","3"
"0","1","7","113601203","0","0","","1","0.32","","26","113601204","0","0","2","0","0","1","0","1","7"
"0","1","9","113601204","0","6.5","火傷時每1秒所造成的傷害+{0}","9","9","造成{0}傷害並陷入火傷狀態","9","2","0","0","1","0","0","1","-1","1","3"
"12","1","1","113601301","0","32","物理攻擊力提升+{0}","1","32","提升自身{0}的物理攻擊力","10","10","0","0","2","0","0","1","0","1","7"
"0","1","50","113601302","0","4","物理傷害+{0}","0","50","對敵方單體造成{0}的物理傷害","1","1","0","0","1","0","0","1","-1","1","3"
"0","1","0","113601303","0","2.5","造成暈眩的成功Lv+1","0","0","使敵方單體一段時間內無法行動","8","7","0","0","1","0","0","1","-1","1","3"
"0","1","1","113601304","0","0","","113601305","2","","28","500","0","0","1","0","0","1","-1","1","3"
"0","1","50","113601305","0","2000000","","1","0","當敵人處於火傷狀態時，對敵方單體造成最大200萬的物理比例傷害","46","1","0","0","1","0","0","1","-1","1","3"
"1","1","1","113650101","0","15","物理攻擊力提升+{0}","0","15","提升自身{0}的物理攻擊力","90","2","0","0","0","0","0","0","0","0","0"
"1","1","1","113651101","0","15","物理攻擊力提升+{0}","0","240","提升自身{0}的物理攻擊力","90","2","0","0","0","0","0","0","0","0","0"
"0","1","60","113700101","0","4.8","魔法傷害+{0}","0","60","對敵方單體造成{0}的魔法傷害","1","2","0","0","1","0","0","1","2160","1","3"
"6","1","1","113700201","0","75","魔法攻擊力提升+{0}","1","75","提升自身{0}的魔法攻擊力","10","30","0","0","2","0","0","1","0","1","7"
"6","1","1","113700202","0","0","","1","400","提升自己{0}的魔法暴擊","10","70","0","0","2","0","0","1","0","1","7"
"6","1","2","113700203","0","0","","1","24","提升自己魔法攻擊暴擊時24%的傷害","10","120","1","1","2","0","0","1","0","1","7"
"0","1","15","113700301","0","1.2","魔法傷害+{0}","0","15","對敵方單體造成{0}的魔法傷害","1","2","0","0","1","1.5","0","1","2160","1","3"
"6","1","1","113701201","0","105","魔法攻擊力提升+{0}","1","105","提升自身{0}的魔法攻擊力","10","30","0","0","2","0","0","1","0","1","7"
"6","1","1","113701202","0","0","","1","600","提升自己{0}的魔法暴擊","10","70","0","0","2","0","0","1","0","1","7"
"6","1","2","113701203","0","0","","1","24","提升自己魔法攻擊暴擊時24%的傷害","10","120","1","1","2","0","0","1","0","1","7"
"0","1","100","113701204","0","0","TP回復量+{0}","0","1","回復自身{0}的TP","16","1","0","0","2","0","0","1","0","1","7"
"6","1","1","113701301","0","65","魔法攻擊力提升+{0}","1","65","提升自身{0}的魔法攻擊力","10","30","0","0","2","0","0","1","2160","1","7"
"0","1","30","113701302","0","2.4","魔法傷害+{0}","0","30","對敵方單體造成{0}的魔法傷害","1","2","0","0","1","1.5","0","1","2160","1","3"
"0","1","30","113701303","0","2.4","魔法傷害+{0}","0","30","對敵方單體造成{0}的魔法傷害","1","2","0","0","1","1.5","0","1","2160","1","3"
"0","1","30","113701304","0","2.4","魔法傷害+{0}","0","30","對敵方單體造成{0}的魔法傷害","1","2","0","0","1","1.5","0","1","2160","1","3"
"0","1","1","113701305","0","0","","0","2","","28","1211","113701306","0","2","0","0","1","0","1","7"
"0","1","-1","113701306","0","0","","11370102","0","","22","1","0","0","2","0","0","1","2160","1","7"
"0","1","1","113701307","0","0","","0","0","","45","1","0","0","2","0","0","1","0","1","7"
"6","1","1","113721201","0","113","魔法攻擊力提升+{0}","1","-1975","提升自身{0}的魔法攻擊力","10","30","0","0","2","0","0","1","0","1","7"
"6","1","1","113721202","0","0","","1","600","提升自己{0}的魔法暴擊","10","70","0","0","2","0","0","1","0","1","7"
"6","1","2","113721203","0","0","","1","24","提升自己魔法攻擊暴擊時24%的傷害","10","120","1","1","2","0","0","1","0","1","7"
"0","1","360","113721204","0","0","","0","0","回復自身{0}的TP","16","1","0","0","2","0","0","1","0","1","7"
"1","1","1","113750101","0","15","魔法攻擊力提升+{0}","0","15","提升自身{0}的魔法攻擊力","90","4","0","0","0","0","0","0","0","0","0"
"1","1","1","113751101","0","15","魔法攻擊力提升+{0}","0","240","提升自身{0}的魔法攻擊力","90","4","0","0","0","0","0","0","0","0","0"
"0","1","22.5","113800101","0","1.8","魔法傷害+{0}","0","22.5","對敵方單體造成{0}的魔法傷害","1","2","0","0","1","0","0","1","2160","2","37"
"0","1","150","113800102","0","0","TP傷害+{0}","0","1.5","使敵方單體失去{0}的TP","16","2","0","0","1","0","0","1","2160","2","37"
"18","1","1","113800103","0","0.8","魔法防禦力降低+{0}","0","0.8","降低敵方單體{0}的魔法防禦力","10","41","0","0","1","0","0","1","2160","2","37"
"0","1","12","113800201","0","0","","0","0","對目標夥伴施加挑釁狀態","20","1","0","0","2","0","0","1","2160","1","35"
"12","1","1","113800202","0","1.4","物理防禦力提升+{0}","0","1.4","讓目標夥伴的物理防禦力提升{0}","10","20","0","0","2","0","0","1","2160","1","35"
"12","1","1","113800203","0","1.4","魔法防禦力提升+{0}","0","1.4","讓目標夥伴的魔法防禦力提升{0}","10","40","0","0","2","0","0","1","2160","1","35"
"12","1","1","113800301","0","0","","0","125","使全體夥伴的物理暴擊提升{0}","10","60","0","0","2","0","0","99","2160","3","3"
"12","1","1","113800302","0","0","","0","125","使全體夥伴的魔法暴擊提升{0}","10","70","0","0","2","0","0","99","2160","3","3"
"0.1","1","1","113800303","0","2","HP回復量+{0}","0","2","回復我方全體{0}的HP","4","2","0","0","2","0","0","99","2160","3","3"
"0","1","12","113801201","0","0","","0","0","對目標夥伴施加挑釁狀態","20","1","0","0","2","0","0","1","2160","1","35"
"12","1","1","113801202","0","2.1","物理防禦力提升+{0}","0","2.1","讓目標夥伴的物理防禦力提升{0}","10","20","0","0","2","0","0","1","2160","1","35"
"12","1","1","113801203","0","2.1","魔法防禦力提升+{0}","0","2.1","讓目標夥伴的魔法防禦力提升{0}","10","40","0","0","2","0","0","1","2160","1","35"
"12","1","1","113801204","0","12.5","物理攻擊力提升+{0}","0","12.5","讓目標夥伴的物理攻擊力提升{0}","10","10","0","0","2","0","0","1","2160","1","35"
"12","1","1","113801205","0","12.5","魔法攻擊力提升+{0}","0","12.5","讓目標夥伴的魔法攻擊力提升{0}","10","30","0","0","2","0","0","1","2160","1","35"
"0","1","1.6","113801206","12.5","0.08","回復量+{0}","1","1.6","每秒回復{0}的HP","48","2","0","0","2","0","0","1","2160","1","35"
"12","1","1","113801301","0","32","魔法攻擊力提升+{0}","0","32","提升我方全體{0}的魔法攻擊力","10","30","0","0","2","0","0","99","2160","3","3"
"12","1","1","113801302","0","0","","0","125","使全體夥伴的物理暴擊提升{0}","10","60","0","0","2","0","0","99","2160","3","3"
"12","1","1","113801303","0","0","","0","125","使全體夥伴的魔法暴擊提升{0}","10","70","0","0","2","0","0","99","2160","3","3"
"12","1","1","113801304","0","0.4","物理防禦力提升+{0}","0","0.4","提升我方全體{0}的物理防禦力","10","20","0","0","2","0","0","99","2160","3","3"
"12","1","1","113801305","0","0.4","魔法防禦力提升+{0}","0","0.4","提升我方全體{0}的魔法防禦力","10","40","0","0","2","0","0","99","2160","3","3"
"0.1","1","1","113801306","0","2","HP回復量+{0}","0","2","回復我方全體{0}的HP","4","2","0","0","2","0","0","99","2160","3","3"
"0","1","150","113801307","0","0","","0","0","回復自身{0}的TP","16","1","0","0","2","0","0","1","2160","2","7"
"0","1","22.5","113820101","0","2.2","魔法傷害+{0}","0","22.5","對敵方單體造成{0}的魔法傷害","1","2","0","0","1","0","0","1","2160","2","37"
"0","1","540","113820102","0","0","","0","0","使敵方單體失去{0}的TP","16","2","0","0","1","0","0","1","2160","2","37"
"18","1","1","113820103","0","0.8","魔法防禦力降低+{0}","0","0.8","降低敵方單體{0}的魔法防禦力","10","41","0","0","1","0","0","1","2160","2","37"
"1","1","1","113850101","0","2","魔法防禦力提升+{0}","0","2","提升自身{0}的魔法防禦力","90","5","0","0","0","0","0","0","0","0","0"
"1","1","1","113851101","0","2","魔法防禦力提升+{0}","0","32","提升自身{0}的魔法防禦力","90","5","0","0","0","0","0","0","0","0","0"
"0","1","33.75","113900101","0","2.7","物理傷害+{0}","0","33.75","對敵方單體造成{0}的物理傷害","1","1","0","0","1","0","0","1","2160","2","14"
"18","1","1","113900102","0","54","物理攻擊力降低+{0}","1","54","降低敵方單體{0}的物理攻擊力","10","11","0","0","1","0","0","1","2160","2","14"
"0","1","0.2","113900103","0","18","造成行動速度降低的成功Lv+1","0","0","降低敵方單體的行動速度80％","8","1","0","0","1","0","0","1","2160","2","14"
"0","1","75","113900201","0","12","無效傷害量+{0}","0","75","展開{0}傷害量的物理無效護盾","6","1","0","0","2","0","0","1","0","1","7"
"12","1","1","113900202","0","1.25","物理防禦力提升+{0}","0","1.25","提升自身{0}的物理防禦力","10","20","0","0","2","0","0","1","0","1","7"
"0","1","5","113900301","0","0","","0","0.05","挑釁敵方全體","20","1","0","0","2","0","0","1","0","1","7"
