74cb8c406df8040416735e237363d23dfbb34cb0daf8d2c01952b9f051b0306f,6aed13d018adf340815d207534f4b9d2728e2292b3ee7eb43809b5d6664234f1,14c2720c69ce3d0514a02038c10880107ec151cac0926ccaeae5c31ce957cba6,2d589cc019b4308dad49d78381bf39fbdb03f41771738e6bcaa48aa1480c52a1,4685fd1b6f4d3a1f1f4329a20f99f5ff85dff401c756c95c6e0be66f793edfd0,ebc7acaf045805b57bd1a573e7695f89a704837664639e739f0645317fec3978,646f0b96b28495868a07931971b6afa571f8a08425d3283d133da72fece30fb0,fdb27d134a9515fb587329ad3b1ac590e9541cee9b0f432886787afc68f7ae6b,70f9c2b4ad784f4f1b87a059944a0793a69b7f8a286354b9b2cb0c8351b0d5e7,c67bf3bfce52698475d3cf1ce935c9671f788428879a32f8b38b6a9c9aa074be,47e1a2ce811edce47fd1930f2e1ac9abe7cf4e00a5f291ffbc94eafcf3c15e16
"130","","33","","1010804033","12","","2","0","43","1010804"
"-345","","2","","1010804034","12","","2","-219","124531","1010804"
"130","","2","","1010804035","12","","2","-360","2","1010804"
"0","","93","","1010804036","","","","","2.5","1010804"
"dsb_idle_surprise1","0.3","3","","1010804037","","","","1","124531","1010804"
"vo_dsb_4002","","21","","1010804038","","","0","0","vo_dsb_1010804","1010804"
"（她……\n好像一直靜靜的～\n是電擊太強了嗎？）","0","11","0","1010804039","1","0.2","1","10","124531","1010804"
"","","91","","1010804040","","","","","0","1010804"
"dsb_talk_wish","0.2","3","","1010804041","","","","1","124531","1010804"
"vo_dsb_4003","","21","","1010804042","","","0","0","vo_dsb_1010804","1010804"
"客人～\n水溫和電擊程度如何呢～","0","11","0","1010804043","1","0.2","1","10","124531","1010804"
"","","91","","1010804044","","","","","0","1010804"
"dsb_idle_wish","0.2","3","","1010804045","","","","1","124531","1010804"
"dsb_kuka_idle_relax","0.5","3","","1010804046","","","","1","2","1010804"
"0","","22","","1010804047","","","","","0","1010804"
"vo_dsb_4004","","21","","1010804048","","","0.9","0","vo_dsb_1010804","1010804"
"……太、","0","11","0","1010804049","1","0.2","1","10","2","1010804"
"","","91","","1010804050","","","","","0","1010804"
"dsb_idle_wish_normal2","0.2","3","","1010804051","","","","1","124531","1010804"
"vo_dsb_4005","","21","","1010804052","","","0","0","vo_dsb_1010804","1010804"
"太？","0","11","0","1010804053","1","0.2","1","10","124531","1010804"
"","","91","","1010804054","","","","","0","1010804"
"dsb_idle_wish_surprise","0.2","3","","1010804055","","","","1","124531","1010804"
"dsb_kuka_ecstasy","0.3","3","0.3","1010804056","1","","dsb_kuka_idle_dere2","0","2","1010804"
"vo_dsb_4006","","21","","1010804057","","","0","0","vo_dsb_1010804","1010804"
"太舒服了～～！！","0","11","0","1010804058","1","0.2","1","10","2","1010804"
"","","91","","1010804059","","","","","0","1010804"
"dsb_idle_wish","0.2","3","","1010804060","","","","1","124531","1010804"
"dsb_kuka_talk_sad_dere","0.5","3","","1010804061","","","","1","2","1010804"
"vo_dsb_4007","","21","","1010804062","","","0","0","vo_dsb_1010804","1010804"
"這種甜美的酥麻感\n真叫人欲罷不能～♪\n啊噫！唔嗯！啊嗚嗚嗚！","0","11","0","1010804063","1","0.2","1","10","2","1010804"
"1","","93","","1010804064","","","","","6.2","1010804"
"dsb_kuka_electric","0","3","0.5","1010804065","1","","dsb_talk_sad2","0","2","1010804"
"","","91","","1010804066","","","","","1010804063","1010804"
"dsb_talk_joy3_nervous","0.2","3","","1010804067","","","","1","124531","1010804"
"vo_dsb_4008","","21","","1010804068","","","0","0","vo_dsb_1010804","1010804"
"嗯嗯，妳很用心在享受呢～\n雖然感覺\n和享受溫泉不太一樣……\n不過既然妳喜歡那就好☆","0","11","0","1010804069","1","0.2","1","10","124531","1010804"
"","","91","","1010804070","","","","","0","1010804"
"dsb_idle_joy3","0.2","3","","1010804071","","","","1","124531","1010804"
"dsb_kuka_wish1","0.5","3","","1010804072","","","","1","2","1010804"
"vo_dsb_4009","","21","","1010804073","","","0","0","vo_dsb_1010804","1010804"
"小老闆娘！\n再來……再給空花更多刺激！\n請讓空花激烈地麻痺～！！","0","11","0","1010804074","1","0.2","1","10","2","1010804"
"1","","93","","1010804075","","","","","5","1010804"
"dsb_kuka_wish2","0.2","3","","1010804076","","","","1","2","1010804"
"","","91","","1010804077","","","","","1010804074","1010804"
"dsb_talk_joy3","0.2","3","","1010804078","","","","1","124531","1010804"
"vo_dsb_4010","","21","","1010804079","","","0","0","vo_dsb_1010804","1010804"
"我明白了～♪\n嘿～☆","0","11","0","1010804080","1","0.2","1","10","124531","1010804"
"","","91","","1010804081","","","","","0","1010804"
"0","","22","","1010804082","","","","","0","1010804"
"se_10044200_homare_movement","","23","","1010804083","","","","0","se_10044200","1010804"
"dsb_kuka_wish3","0.2","3","","1010804084","","","","1","2","1010804"
"dsb_attack_in","0.1","3","0","1010804085","1","","dsb_attack_loop","0","124531","1010804"
"dsb_attack_in","0","3","0","1010804086","1","","dsb_attack_loop","0","99","1010804"
"1","","32","","1010804087","","","","","44","1010804"
"0","","93","","1010804088","","","","","1.4","1010804"
"0","","32","","1010804089","","","","","30","1010804"
"0","","32","","1010804090","","","","","43","1010804"
"1","","32","","1010804091","","","","","45","1010804"
"0","","32","","1010804092","","","","","43","1010804"
"1","","32","","1010804093","","","","","46","1010804"
"20","","122","","1010804094","","","","3.1","20","1010804"
"se_10044200_thunder","","23","","1010804095","","","","0","se_10044200","1010804"
"vo_dsb_4011","","21","","1010804096","","","0","0","vo_dsb_1010804","1010804"
"啊啊啊啊啊嗯！！","0","11","0","1010804097","0","0","0","5","2","1010804"
"0","","93","","1010804098","","","","","0.1","1010804"
"dsb_empty","0","3","","1010804099","","","","0","2","1010804"
"0","","93","","1010804100","","","","","3","1010804"
"20","","122","","1010804101","","","","0.5","20","1010804"
"1","","32","","1010804102","","","","","30","1010804"
"1","","32","","1010804103","","","","","43","1010804"
"0","","32","","1010804104","","","","","45","1010804"
"1","","32","","1010804105","","","","","47","1010804"
"se_10044200_poof","","23","","1010804106","","","","0","se_10044200","1010804"
"dsb_kuka_damage_gaku","0","3","","1010804107","","","","1","2","1010804"
"0","","93","","1010804108","","","","","1","1010804"
"dsb_attack_out","0.1","3","0.2","1010804109","1","","dsb_talk_surprise","0","124531","1010804"
"dsb_attack_out","0.1","3","0","1010804110","0","","dsb_empty","0","99","1010804"
"vo_dsb_4012","","21","","1010804111","","","0","0","vo_dsb_1010804","1010804"
"啊。\n服務有～點過頭了……\n是嗎？","0","11","0","1010804112","1","0.2","1","10","124531","1010804"
"","","91","","1010804113","","","","","0","1010804"
"0","","22","","1010804114","","","","","0","1010804"
"dsb_idle_surprise1","0.2","3","","1010804115","","","","1","124531","1010804"
"dsb_kuka_damage_dere2_in","0.1","3","0","1010804116","1","","dsb_kuka_damage_dere2_loop","0","2","1010804"
"0","","93","","1010804117","","","","","0.3","1010804"
"0","","32","","1010804118","","","","","47","1010804"
"1","","32","","1010804119","","","","","48","1010804"
"se_adv_emote_heart_01","","23","","1010804120","","","","0","se_adv_emote_heart_01","1010804"
"0","","93","","1010804121","","","","","1","1010804"
"vo_dsb_4013","","21","","1010804122","","","0","0","vo_dsb_1010804","1010804"
"……嘻嘻。\n嘻嘻嘻嘻嘻……\n空花對溫泉……覺醒了……\n流口水。","0","11","0","1010804123","1","0.2","1","10","2","1010804"
"","","91","","1010804124","","","","","0","1010804"
"dsb_kuka_damage_dead","0.2","3","","1010804125","","","","1","2","1010804"
"dsb_talk_joy3","0.2","3","","1010804126","","","","1","124531","1010804"
"vo_dsb_4014","","21","","1010804127","","","0","0","vo_dsb_1010804","1010804"
"太好了～看來妳沒事。\n話說……\n剛才那種威力妳還開心得起來～\n……妳比傳聞中還厲害喔，空花♪","0","11","0","1010804128","1","0.2","1","10","124531","1010804"
"","","91","","1010804129","","","","","0","1010804"
"dsb_idle_joy3","0.2","3","","1010804130","","","","1","124531","1010804"
"0","","93","","1010804131","","","","","0.3","1010804"
"1","2","5","0","1010805001","-345","dsb_idle_normal","-165","70","12","1010805"
"2","2","5","1","1010805002","-345","dsb_idle_normal_joy","165","70","3","1010805"
"1","1","31","","1010805003","1","","0","0","1","1010805"
"3","1","31","","1010805004","1","","0","0","3","1010805"
"4","1","31","","1010805005","1","","0","0","4","1010805"
"10","1","31","","1010805006","1","","0","0","13","1010805"
"20","1","31","","1010805007","1","","0","0","23","1010805"
"30","1","31","","1010805008","1","","-168","155","33","1010805"
"31","1","31","","1010805009","1","","-168","-155","33","1010805"
"170","","13","","1010805010","","","","","1","1010805"
"170","","13","","1010805011","","","","","2","1010805"
"","","91","","1010805012","","","","","0","1010805"
"se_10044200_cmn_amb","","23","","1010805013","","","","1","se_10044200","1010805"
"se_10044200_cmn_steam","","23","","1010805014","","","","0","se_10044200","1010805"
"0","","93","","1010805015","","","","","6.1","1010805"
"se_10044200_hotspring_03","","23","","1010805016","","","","1","se_10044200","1010805"
"0","","93","","1010805017","","","","","1.4","1010805"
"dsb_talk_arm_crossed_joy","0.5","3","0.5","1010805018","1","","dsb_talk_arm_crossed_joy_loop","0","2","1010805"
"vo_dsb_5001","","21","","1010805019","","","0","0","vo_dsb_1010805","1010805"
"呼……\n不愧是精靈之森的藥草。\n身上的疲勞一下子就消除了。","0","11","0","1010805020","1","0.2","1","10","2","1010805"
"","","91","","1010805021","","","","","0","1010805"
"dsb_idle_arm_joy_crossed","0.5","3","","1010805022","","","","1","2","1010805"
"dsb_talk_joy3","0.5","3","","1010805023","","","","1","1","1010805"
"vo_dsb_5002","","21","","1010805024","","","0","0","vo_dsb_1010805","1010805"
"妳喜歡就好～♪\n其實這個藥草上\n還施加了治癒的魔法。","0","11","0","1010805025","1","0.2","1","10","1","1010805"
"","","91","","1010805026","","","","","0","1010805"
"dsb_idle_normal","0.5","3","","1010805027","","","","1","1","1010805"
"dsb_talk_arm_crossed_normal2_loop","0.5","3","","1010805028","","","","1","2","1010805"
"vo_dsb_5003","","21","","1010805029","","","0","0","vo_dsb_1010805","1010805"
"原來如此……\n所以才對消除疲勞這麼有效啊。\n進一步加強原已出色的功效……\n嗯嗯，真有效率！","0","11","0","1010805030","1","0.2","1","10","2","1010805"
"","","91","","1010805031","","","","","0","1010805"
"dsb_talk_doya_Ex1_loop","0.5","3","","1010805032","","","","1","2","1010805"
"vo_dsb_5004","","21","","1010805033","","","0","0","vo_dsb_1010805","1010805"
"多虧妳，我可以充滿幹勁地工作了！\n現在馬上就能打拚！\n我要趕快從浴池裡起來\n去找臨時打工！","0","11","0","1010805034","1","0.2","1","10","2","1010805"
"","","91","","1010805035","","","","","0","1010805"
"se_10044200_get_out_water","","23","","1010805036","","","","0","se_10044200","1010805"
"dsb_stand_up_in","0.2","3","0.2","1010805037","1","","dsb_stand_up_loop","0","2","1010805"
"dsb_talk_surprise1_misato","0.5","3","","1010805038","","","","1","1","1010805"
"vo_dsb_5005","","21","","1010805039","","","0","0","vo_dsb_1010805","1010805"
"哎呀，妳不泡了嗎？\n難得來泡溫泉，\n要不要再好好放鬆一下？","0","11","0","1010805040","1","0.2","1","10","1","1010805"
"","","91","","1010805041","","","","","0","1010805"
"dsb_idle_surprise1_misato","0.5","3","","1010805042","","","","1","1","1010805"
"dsb_stand_talk_normal2","0.5","3","","1010805043","","","","1","2","1010805"
"vo_dsb_5006","","21","","1010805044","","","0","0","vo_dsb_1010805","1010805"
"我的疲勞已經徹底消除了。\n泡太久反而\n會浪費時間。\n時間就是金錢啊！","0","11","0","1010805045","1","0.2","1","10","2","1010805"
"","","91","","1010805046","","","","","0","1010805"
"dsb_stand_up_loop","0.5","3","","1010805047","","","","1","2","1010805"
"dsb_talk_sad2_blink2","0.5","3","","1010805048","","","","1","1","1010805"
"vo_dsb_5007","","21","","1010805049","","","0","0","vo_dsb_1010805","1010805"
"時間就是金錢……\n是呀，\n這樣想也對呢～","0","11","0","1010805050","1","0.2","1","10","1","1010805"
"","","91","","1010805051","","","","","0","1010805"
"dsb_talk_worry_misato","0.5","3","","1010805052","","","","1","1","1010805"
"vo_dsb_5008","","21","","1010805053","","","0","0","vo_dsb_1010805","1010805"
"不過……\n偶爾奢侈地揮霍時間\n也不錯吧？","0","11","0","1010805054","1","0.2","1","10","1","1010805"
"","","91","","1010805055","","","","","0","1010805"
"dsb_stand_wish_surprise_idle","0.2","3","","1010805056","","","","1","2","1010805"
"vo_dsb_5009","","21","","1010805057","","","0","0","vo_dsb_1010805","1010805"
"咦？","0","11","0","1010805058","1","0.2","1","10","2","1010805"
"","","91","","1010805059","","","","","0","1010805"
"dsb_talk_wish_nervous","0.2","3","","1010805060","","","","1","1","1010805"
"vo_dsb_5010","","21","","1010805061","","","0","0","vo_dsb_1010805","1010805"
"不只是身體會累積疲勞。\n要是神經太緊繃，\n心也會疲累的。","0","11","0","1010805062","1","0.2","1","10","1","1010805"
"","","91","","1010805063","","","","","0","1010805"
"dsb_misato_talk_sad2_dere","0.5","3","","1010805064","","","","1","1","1010805"
"vo_dsb_5011","","21","","1010805065","","","0","0","vo_dsb_1010805","1010805"
"治療這種眼睛看不見的地方\n也很重要……\n這是我的想法♪","0","11","0","1010805066","1","0.2","1","10","1","1010805"
"","","91","","1010805067","","","","","0","1010805"
"dsb_idle_normal_misato","0.5","3","","1010805068","","","","1","1","1010805"
"dsb_stand_thinking","0.2","3","","1010805069","","","","1","2","1010805"
"vo_dsb_5012","","21","","1010805070","","","0","0","vo_dsb_1010805","1010805"
"確、確實……\n也可以這麼想。\n都大老遠來到大江戶了，\n也許該好好運用這個機會……","0","11","0","1010805071","1","0.2","1","10","2","1010805"
"","","91","","1010805072","","","","","0","1010805"
"dsb_stand_talk_guts","0.2","3","0.5","1010805073","1","","dsb_stand_talk_guts_loop","0","2","1010805"
"0","","22","","1010805074","","","","","0","1010805"
"vo_dsb_5013","","21","","1010805075","","","0.9","0","vo_dsb_1010805","1010805"
"……也好。\n充分運用大把時間\n讓自己徹底放鬆！\n這也算是必要花費！","0","11","0","1010805076","1","0.2","1","10","2","1010805"
"","","91","","1010805077","","","","","0","1010805"
"se_10044200_get_out_water","","23","","1010805078","","","","0","se_10044200","1010805"
"dsb_stand_sitdown_in","0.5","3","0.5","1010805079","1","","dsb_stand_sitdown_loop","0","2","1010805"
"dsb_talk_joy3","0.5","3","","1010805080","","","","1","1","1010805"
"vo_dsb_5014","","21","","1010805081","","","0","0","vo_dsb_1010805","1010805"
"嗯呵呵，這就對了～\n溫泉就是讓人悠～哉放鬆的地方。\n請慢慢享受♪","0","11","0","1010805082","1","0.2","1","10","1","1010805"
"","","91","","1010805083","","","","","0","1010805"
"0","","93","","1010805084","","","","","0.3","1010805"
"1","2","5","0","1010806001","-345","dsb_idle_normal","-165","70","11","1010806"
"2","2","5","1","1010806002","-345","dsb_idle_relax","165","70","8","1010806"
"1","1","31","","1010806003","1","","0","0","1","1010806"
"3","1","31","","1010806004","1","","0","0","3","1010806"
"4","1","31","","1010806005","1","","0","0","4","1010806"
"10","1","31","","1010806006","1","","0","0","18","1010806"
"20","1","31","","1010806007","1","","0","0","28","1010806"
"30","1","31","","1010806008","1","","-168","155","38","1010806"
"31","1","31","","1010806009","1","","-168","-155","38","1010806"
"170","","13","","1010806010","","","","","1","1010806"
"170","","13","","1010806011","","","","","2","1010806"
"","","91","","1010806012","","","","","0","1010806"
"se_10044200_cmn_amb","","23","","1010806013","","","","1","se_10044200","1010806"
"se_10044200_cmn_steam","","23","","1010806014","","","","0","se_10044200","1010806"
"0","","93","","1010806015","","","","","6","1010806"
"se_10044200_hotspring_08","","23","","1010806016","","","","1","se_10044200","1010806"
"0","","93","","1010806017","","","","","1.5","1010806"
"dsb_talk_memory_nervous","0.5","3","","1010806018","","","","1","2","1010806"
"vo_dsb_6001","","21","","1010806019","","","0","0","vo_dsb_1010806","1010806"
"啊啊啊啊啊～～！\n燃燒！\n我的脂肪在燃燒啊～！","0","11","0","1010806020","1","0.2","1","10","2","1010806"
"","","91","","1010806021","","","","","0","1010806"
"dsb_talk_guts_pain","0.5","3","0.5","1010806022","1","","dsb_talk_guts_pain_loop","0","2","1010806"
"vo_dsb_6002","","21","","1010806023","","","0","0","vo_dsb_1010806","1010806"
"過度勞動的壓力造成的食慾！\n食慾帶來的贅肉！\n這種中飽私囊的自肥行為恕我拒絕！\n讓我痛快地跟你們算總帳吧～！！","0","11","0","1010806024","1","0.2","1","10","2","1010806"
"","","91","","1010806025","","","","","0","1010806"
"dsb_idle_guts_pain","0.5","3","","1010806026","","","","1","2","1010806"
"dsb_talk_normal_joy","0.5","3","","1010806027","","","","1","1","1010806"
"vo_dsb_6003","","21","","1010806028","","","0","0","vo_dsb_1010806","1010806"
"要注意泡溫泉的時間喔。\n因為它燃燒脂肪的效果很好……\n泡過頭可就糟了。","0","11","0","1010806029","1","0.2","1","10","1","1010806"
"","","91","","1010806030","","","","","0","1010806"
"dsb_idle_normal","0.5","3","","1010806031","","","","1","1","1010806"
"dsb_talk_normal","0.5","3","","1010806032","","","","1","2","1010806"
"vo_dsb_6004","","21","","1010806033","","","0","0","vo_dsb_1010806","1010806"
"嗯，嗯！當然了！\n話說……妳能在短時間內\n準備好這樣的溫泉。\n不愧是「獨眼惡魔」呀。","0","11","0","1010806034","1","0.2","1","10","2","1010806"
"","","91","","1010806035","","","","","0","1010806"
"dsb_idle_normal","0.5","3","","1010806036","","","","1","2","1010806"
"dsb_talk_sad2_surprise","0.5","3","","1010806037","","","","1","1","1010806"
"vo_dsb_6005","","21","","1010806038","","","0","0","vo_dsb_1010806","1010806"
"謝謝誇獎。\n雖然……\n我只不過是完成妳的委託而已。","0","11","0","1010806039","1","0.2","1","10","1","1010806"
"","","91","","1010806040","","","","","0","1010806"
"dsb_idle_sad_talk1","0.5","3","","1010806041","","","","1","1","1010806"
"dsb_talk_normal_dere2","0.5","3","","1010806042","","","","1","2","1010806"
"vo_dsb_6006","","21","","1010806043","","","0","0","vo_dsb_1010806","1010806"
"哎呀呀妳真是謙虛。\n要是妳多讓我逮到些弱點，\n我就能輕鬆多了。","0","11","0","1010806044","1","0.2","1","10","2","1010806"
"","","91","","1010806045","","","","","0","1010806"
"dsb_idle_normal","0.5","3","","1010806046","","","","1","2","1010806"
"dsb_talk_normal_suprise1","0.5","3","","1010806047","","","","1","1","1010806"
"vo_dsb_6007","","21","","1010806048","","","0","0","vo_dsb_1010806","1010806"
"我只會讓病患感到輕鬆好過喔。\n不包括做生意的客戶。","0","11","0","1010806049","1","0.2","1","10","1","1010806"
"","","91","","1010806050","","","","","0","1010806"
"dsb_idle_normal","0.5","3","","1010806051","","","","1","1","1010806"
"dsb_talk_thinking_dere","0.5","3","","1010806052","","","","1","2","1010806"
"vo_dsb_6008","","21","","1010806053","","","0","0","vo_dsb_1010806","1010806"
"哎呀呀呀，\n好嚴厲、好可怕。\n嚇得我一身冷汗啊～\n已經汗流如注了……嗯嗯？","0","11","0","1010806054","1","0.2","1","10","2","1010806"
"","","91","","1010806055","","","","","0","1010806"
"dsb_talk_worry_anger","0.3","3","","1010806056","","","","1","2","1010806"
"vo_dsb_6009","","21","","1010806057","","","0","0","vo_dsb_1010806","1010806"
"這流汗量……\n是不是怪怪的？\n就算這泉水的出汗作用\n再怎麼好，這也……","0","11","0","1010806058","1","0.2","1","10","2","1010806"
"","","91","","1010806059","","","","","0","1010806"
"dsb_talk_surprise3","0.5","3","","1010806060","","","","1","2","1010806"
"vo_dsb_6010","","21","","1010806061","","","0","0","vo_dsb_1010806","1010806"
"而且……\n是錯覺嗎？\n總覺得皮膚有種刺痛感……","0","11","0","1010806062","1","0.2","1","10","2","1010806"
"","","91","","1010806063","","","","","0","1010806"
"dsb_idle_surprise1_sjhy2","0.5","3","","1010806064","","","","1","2","1010806"
"dsb_talk_nerrvous","0.5","3","","1010806065","","","","1","1","1010806"
"0","","22","","1010806066","","","","","0","1010806"
"vo_dsb_6011","","21","","1010806067","","","0.9","0","vo_dsb_1010806","1010806"
"……我說，克蕾琪塔。\n妳跑來這裡泡溫泉，\n卻騙秘書說要出差對吧？","0","11","0","1010806068","1","0.2","1","10","1","1010806"
"","","91","","1010806069","","","","","0","1010806"
"dsb_idle_normal","0.5","3","","1010806070","","","","1","1","1010806"
"dsb_shock_credita_in","0.5","3","0.5","1010806071","1","","dsb_shock_credita_loop","0","2","1010806"
"vo_dsb_6012","","21","","1010806072","","","0","0","vo_dsb_1010806","1010806"
"唔唔唔唔呃？\n妳怎麼知道！？","0","11","0","1010806073","1","0.2","1","10","2","1010806"
"","","91","","1010806074","","","","","0","1010806"
"dsb_idle_joy_sad","0.5","3","","1010806075","","","","1","2","1010806"
"dsb_talk_normal_joy","0.5","3","","1010806076","","","","1","1","1010806"
"vo_dsb_6013","","21","","1010806077","","","0","0","vo_dsb_1010806","1010806"
"是秘書委託我的喔？\n……說想懲罰妳\n提出假申請。\n所以……","0","11","0","1010806078","1","0.2","1","10","1","1010806"
"","","91","","1010806079","","","","","0","1010806"
"dsb_talk_sad2_talkjoy2","0.5","3","","1010806080","","","","1","1","1010806"
"vo_dsb_6014","","21","","1010806081","","","0","0","vo_dsb_1010806","1010806"
"我把這座溫泉……\n調得更刺激點了。\n我放了很～多辣椒喔。","0","11","0","1010806082","1","0.2","1","10","1","1010806"
"","","91","","1010806083","","","","","0","1010806"
"dsb_idle_sad_talkjoy2","0.5","3","","1010806084","","","","1","1","1010806"
"dsb_surprise_credita","0.5","3","0.5","1010806085","1","","dsb_talk_surprise_credita","0","2","1010806"
"vo_dsb_6015","","21","","1010806086","","","0","0","vo_dsb_1010806","1010806"
"什麼……！？\n妳居然放了那種東西～！！","0","11","0","1010806087","1","0.2","1","10","2","1010806"
"","","91","","1010806088","","","","","0","1010806"
"dsb_idle_joy_sad","0.5","3","","1010806089","","","","1","2","1010806"
"dsb_talk_surprise1_normal2","0.5","3","","1010806090","","","","1","1","1010806"
"vo_dsb_6016","","21","","1010806091","","","0","0","vo_dsb_1010806","1010806"
"啊，別擔心。\n它確實有燃燒脂肪的效果。\n而且我也常常泡。\n不會危害健康的。","0","11","0","1010806092","1","0.2","1","10","1","1010806"
"","","91","","1010806093","","","","","0","1010806"
"dsb_idle_surprise1_sjhy","0.5","3","","1010806094","","","","1","1","1010806"
"dsb_hot_dead","0.3","3","","1010806095","","","","1","2","1010806"
"vo_dsb_6017","","21","","1010806096","","","0","0","vo_dsb_1010806","1010806"
"就算是這樣……啊啊！！\n眼睛！辣到！眼睛了！\n嗚嗚嗚……可是既然酬勞都付出去了，\n我就必須充分地使用到底～！！！","0","11","0","1010806097","1","0.2","1","10","2","1010806"
"","","91","","1010806098","","","","","0","1010806"
"dsb_talk_thinking_surprise","0.3","3","","1010806099","","","","1","1","1010806"
"vo_dsb_6018","","21","","1010806100","","","0","0","vo_dsb_1010806","1010806"
"不會半途而廢，\n真不愧是生意人……\n這般下定決心地計較損益，\n妳真不是浪得虛名啊……！","0","11","0","1010806101","1","0.2","1","10","1","1010806"
"","","91","","1010806102","","","","","0","1010806"
"0","","93","","1010806103","","","","","0.3","1010806"
"1","2","5","0","1010807001","-345","dsb_idle_normal","-165","70","10","1010807"
"2","2","5","1","1010807002","-345","dsb_idle_relax_dere2","165","70","1","1010807"
"99","2","5","0","1010807003","-350","dsb_lago","-215","70","10","1010807"
"1","1","31","","1010807004","1","","0","0","1","1010807"
"3","1","31","","1010807005","1","","0","0","3","1010807"
"4","1","31","","1010807006","1","","0","0","4","1010807"
"10","1","31","","1010807007","1","","0","0","11","1010807"
"20","1","31","","1010807008","1","","0","0","21","1010807"
"30","1","31","","1010807009","1","","-168","155","31","1010807"
"31","1","31","","1010807010","1","","-168","-155","31","1010807"
"32","1","31","","1010807011","1","","-175","-222","41","1010807"
"170","","13","","1010807012","","","","","1","1010807"
"170","","13","","1010807013","","","","","2","1010807"
"","","91","","1010807014","","","","","0","1010807"
"se_10044200_cmn_amb","","23","","1010807015","","","","1","se_10044200","1010807"
"se_10044200_cmn_steam","","23","","1010807016","","","","0","se_10044200","1010807"
"0","","93","","1010807017","","","","","6","1010807"
"se_10044200_hotspring_01","","23","","1010807018","","","","1","se_10044200","1010807"
"0","","93","","1010807019","","","","","1.5","1010807"
"dsb_talk_relax_nervous","0.5","3","","1010807020","","","","1","2","1010807"
"vo_dsb_7001","","21","","1010807021","","","0","0","vo_dsb_1010807","1010807"
"呼～水溫剛好……♪\n身體放鬆了……\n偶爾泡個溫泉也不錯～","0","11","0","1010807022","1","0.2","1","10","2","1010807"
"","","91","","1010807023","","","","","0","1010807"
"dsb_idle_relax_dere2","0.5","3","","1010807024","","","","1","2","1010807"
"dsb_talk_joy3","0.5","3","","1010807025","","","","1","1","1010807"
"vo_dsb_7002","","21","","1010807026","","","0","0","vo_dsb_1010807","1010807"
"謝謝～☆\n聽妳這麼說，\n身為小老闆娘我也感到很驕傲呢～♪","0","11","0","1010807027","1","0.2","1","10","1","1010807"
"","","91","","1010807028","","","","","0","1010807"
"dsb_idle_normal","0.5","3","","1010807029","","","","1","1","1010807"
"dsb_talk_surprise1_joy2","0.5","3","","1010807030","","","","1","2","1010807"
"vo_dsb_7003","","21","","1010807031","","","0","0","vo_dsb_1010807","1010807"
"嘿，大江戶第一的小老闆娘！\n……呃，是【龍族巢穴】的人！？\n妳怎麼會在這裡！？","0","11","0","1010807032","1","0.2","1","10","2","1010807"
"1","","93","","1010807033","","","","","3.2","1010807"
"dsb_talk_surprise2","0.5","3","","1010807034","","","","1","2","1010807"
"","","91","","1010807035","","","","","1010807032","1010807"
"dsb_idle_surprise2","0.5","3","","1010807036","","","","1","2","1010807"
"dsb_talk_joy3","0.5","3","","1010807037","","","","1","1","1010807"
"vo_dsb_7004","","21","","1010807038","","","0","0","vo_dsb_1010807","1010807"
"哇啊～♪\n是凱留的先裝傻再吐嘈～\n真是如傳聞中犀利的名吐嘈☆","0","11","0","1010807039","1","0.2","1","10","1","1010807"
"","","91","","1010807040","","","","","0","1010807"
"dsb_idle_normal","0.5","3","","1010807041","","","","1","1","1010807"
"dsb_talk_sad_shy","0.5","3","","1010807042","","","","1","2","1010807"
"vo_dsb_7005","","21","","1010807043","","","0","0","vo_dsb_1010807","1010807"
"誰在傳這種事啊！？\n真是……\n如果要傳，我真希望\n是傳些更像樣的事。","0","11","0","1010807044","1","0.2","1","10","2","1010807"
"","","91","","1010807045","","","","","0","1010807"
"dsb_idle_sad","0.5","3","","1010807046","","","","1","2","1010807"
"dsb_talk_thinking_joy","0.5","3","","1010807047","","","","1","1","1010807"
"vo_dsb_7006","","21","","1010807048","","","0","0","vo_dsb_1010807","1010807"
"人嘴封不住呀～\n……凱留應該\n也聽過這裡的傳聞吧？","0","11","0","1010807049","1","0.2","1","10","1","1010807"
"","","91","","1010807050","","","","","0","1010807"
"dsb_idle_arm_crossed","0.5","3","","1010807051","","","","1","1","1010807"
"dsb_talk_arm_crossed_normal2","0.3","3","0.5","1010807052","1","","dsb_talk_arm_crossed_normal2_loop","0","2","1010807"
"vo_dsb_7007","","21","","1010807053","","","0","0","vo_dsb_1010807","1010807"
"算有吧。\n聽說這裡有能恢復魔力的溫泉，\n還有……好像也能讓肌膚更彈嫩？\n我是沒有很在意啦。","0","11","0","1010807054","1","0.2","1","10","2","1010807"
"1","","93","","1010807055","","","","","5.9","1010807"
"dsb_talk_arm_crossed_surprise_loop","0.5","3","","1010807056","","","","1","2","1010807"
"","","91","","1010807057","","","","","1010807054","1010807"
"dsb_talk_arm_crossed_joy_loop","0.5","3","","1010807058","","","","1","2","1010807"
"vo_dsb_7008","","21","","1010807059","","","0","0","vo_dsb_1010807","1010807"
