192bb9548a94f341504d34118171babf1b27a211b291f36208c741d4a4380851,752e5a3abe645d4d5dd8e3186d7ecaddfad174c6c9a4c2fac6a91f9d3b5480d5,9842f7caa2944c92169da48950270faf37957af7679597143f51a4debf064b21,925494db5e12a366720b267a1d1db0b5552460689c4a4504242cb03ffd21d87d,d53b68dd9589b08ecece33348df03b94efab5ae4be81533e46061eeda5090a72,9dbe12536312ab49d9c38fba8ab6c60eea205e712618b0ab7c186559675ae909,458f38f4a22503301638b593bc5b027990cb1d08e293d416e4680fc619da2af0,498c5753ecae29f441acccacc204b9b7df84c27f4b1756d5f04ad164f7a45b4b,987df4a7de326001cff7f9237fe7d97becfa9a3c1e1ae9f0af0fa878370abb53,27d30e7357ce79ed6aadb2507a1337b501386a86991bb1eebb219aac61740103,3a3e38616ef5048ef8d64cf173d4a2d84171d35271b5b67b3c7ba56ea3b35644,baed9c19f4b95b91b467e08976be0ab49504afb940cd3da9bb479485dca9679a,83190d7ed8716f9c70e45a3f3b5b832edf04b727bdfe6ca63c5bb76b830f4a71,cf001bfbbd1082098037a85e9ea2aa3ebf4a8f87d275f1ac7e4880e7755d7135,52a6ace2fb8e5dd1731fb789fc9d130c349bfb59ce9dfe215e5bd746b22d7d84,806164ff4d1b3716ac3355687c4e31bfc885de8a4396c5f26b27f498698fb79c
"精靈族","4","何時都會一見鍾情，純情少女","","7","步未（奇幻）","觀察","O","16","純白之翼 蘭德索爾分部","113001","43","0","大関英里","155","15"
"人族","7","散發人情味的帥氣「大姐頭」","","11","流夏（夏日）","釣魚","B","25","暮光流星群","113101","54","0","佐藤利奈","167","13"
"魔族","7","相信前世的中二病患「疾風之冥姬」","聽好了，千萬不要叫我的本名呦？\n隨時懷疑「機關」耳目的存在\n那就是活下去的方法……！","5","杏奈（夏日）","寫小說","A","17","暮光流星群","113201","45","0","髙野麻美","159","13"
"魔族","8","宅宅暴走的魔法少女","","21","七七香（夏日）","讀書、魔法","O","18","暮光流星群","113301","55","0","佳村はるか","166","13"
"精靈族","12","為了大家使用超能力的睡美人","我是初音！　是遇到麻煩的人的夥伴呦！\n有困擾時，隨時都可以跟我說喔♪\n會用我的超……魔，魔法來幫忙的！","24","初音（夏日）","和妹妹一起玩、回籠覺、午睡、早睡","A","17","森林守衛","113401","46","0","大橋彩香","156","6"
"精靈族","9","充滿母性又溫柔，大家的「美里老師」","","5","美里（夏日）","製作繪本","O","21","森林守衛","113501","54","0","國府田マリ子","165","6"
"人族","10","看不見面容的沉著女騎士","","25","純（夏日）","格鬥技、入浴","A","25","王宮騎士團","113601","50","0","川澄綾子","171","8"
"魔族","11","愛撒嬌又受大家喜歡","茜里不知道的事還有很多……\n所以，\n今後哥哥也要教茜里各種事情喔！","22","茜里（天使）","薩克斯風","O","13","惡魔偽王國軍","113701","42","0","浅倉杏美","150","7"
"魔族","11","怕生的任性女孩","那、那個……這、這種時候，\n該說什麼才好啊……\n嗚嗚，為什麼我不能好好說話呢。","22","依里（天使）","所有遊戲","O","13","惡魔偽王國軍","113801","40","0","原紗友里","150","7"
"人族","9","最愛時尚的可愛女孩","","7","紡希（萬聖節）","裁縫","AB","14","慈樂之音","113901","45","0","木戸衣吹","153","4"
"魔族","1","冷酷又率直的劍士","能與你相遇一定是因為某種緣份。\n作為同樣以索爾之塔塔頂為目標的同伴，\n一起加油吧。請多指教。","12","怜（萬聖節）","讀書、騎馬、茶","B","18","破曉之星","114001","46","0","早見沙織","163","2"
"獸人族","11","仰慕英雄的見習騎士少女","","25","茉莉（萬聖節）","英雄扮演遊戲","O","12","王宮騎士團","114101","40","0","下田麻美","146","8"
"人族","7","外表與內心都是孩子的異國軍人","將「白色翅膀」命名為純白之翼……\n為了不讓這個名字丟臉，\n我會振翅高飛，華麗的打倒敵人！","28","莫妮卡（魔法少女）","逛點心店","A","18","純白之翼 蘭德索爾分部","114201","33","0","辻あゆみ","140","15"
"人族","8","重情義愛捉弄人的劍術少女","","11","智（魔法少女）","劍術、戲弄長輩","A","13","王宮騎士團","114301","43","0","茅原実里","149","8"
"人族","3","目標成為頂尖商人的元氣大小姐","只要跟本小姐在一起，\n就絕不會讓你煩惱錢的事情！","12","秋乃（聖誕節）","慈善事業","AB","18","墨丘利財團","114401","45","0","松嵜麗","157","12"
"精靈族","10","經營育幼院的庶民派溫柔大小姐","吝嗇？　不是的，\n我只是秉持著「不浪費」的精神\n過每一天喔！","4","咲戀（聖誕節）","經營、茶會","A","17","咲戀育幼院","114501","43","0","堀江由衣","156","9"
"精靈族","3","既純情又放心不下的成熟女性","雖然總是讓你看到我\n沒用的那一面，但是這些\n可不會讓你之外的人看到喔？","16","優花梨（聖誕節）","隨意逛街","A","22","墨丘利財團","114601","55","0","今井麻美","164","12"
"人族","8","徬徨的謎樣少女","沒關係的，即使……只有我一個人。不要緊的，反正我已經習慣了","11","矛依未（新年）","冒險、回憶故事","O","16","？？？","114701","40","0","潘めぐみ","148",""
"精靈族","3","隱居在研究所，相當文靜的大姊姊","","24","似似花（新年）","模仿、藝術欣賞","O","24","？？？","115001","??","0","井口裕香","149",""
"精靈族","5","仰慕主人，小小嚮導","在下奉命成為了主人您的嚮導。\n為了讓主人滿意，\n在下將會誠心誠意地侍奉您。","11","可可蘿（祭服）","冥想、養育動植物","B","11","美食殿堂","115501","35","0","伊藤美来","140","1"
"人族","4","擅長支援戰鬥，心地善良的少女","雖然不曉得能不能幫上忙……但我也會盡全力地\n支援大家哦！","5","優衣（祭服）","料理、觀察人類","O","17","破曉之星","115601","47","0","種田梨沙","158","2"
"獸人族","11","頭腦聰明的美少女名偵探","","3","霞（夏日）","讀書、推理","AB","15","哞哞自衛隊","115701","41","0","水瀬いのり","152","10"
"獸人族","3","少女心的毛茸茸生物","我是個很平凡、隨處可見的女孩子喔！\n除、除了外表之外……","14","莉瑪（灰姑娘）","理毛、聊天","A","18","伊麗莎白牧場","115801","100","0","徳井青空","150","11"
"獸人族","8","不輸男人的狂野義氣少女","肚子餓了的話就告訴我哦。\n不介意粗茶淡飯的話，\n讓你試試超級好吃的東西吧！","9","真琴（灰姑娘）","做點心","O","17","哞哞自衛隊","115901","54","0","小松未可子","168","10"
"獸人族","9","真步真步王國的公主","人家是真步真步王國的公主，真步公主！\n這奇怪的表情是怎麼了呢？\n真步真步王國是非常遙遠的國家？","22","真步（灰姑娘）","幻想、蒐集玩偶","O","16","哞哞自衛隊","116001","42","0","内田真礼","155","10"
"精靈族","8","生長在市區的陰暗系精靈族","","7","克蘿依（聖學祭）","飛鏢","O","17","聖德蕾莎女子學院（好朋友社）","116201","42","0","種﨑敦美","154","16"
"人族","9","天生自由奔放的失禮現代小孩","","15","琪愛兒（聖學祭）","跳舞、卡拉OK","O","16","聖德蕾莎女子學院（好朋友社）","116301","46","0","佐倉綾音","156","16"
"人族","2","沉睡於書庫的小小賢人","","28","優妮（聖學祭）","讀書","O","18","聖德蕾莎女子學院（好朋友社）","116401","36","0","小原好美","142","16"
"龍人族","9","嘴上功夫一流的廢材龍娘","","29","祈梨（時空旅行）","遊戲","AB","13","龍族巢穴","116501","???","0","藤田茜","145","17"
"龍人族","6","專門用拳頭來交朋友的打手龍少女","","25","嘉夜（時空旅行）","格鬥技","B","16","龍族巢穴","116601","???","0","小市眞琴","156","17"
"精靈族","6","嚮往「朋友」的精靈之森女孩","","6","碧（工作服）","交朋友的想像訓練","AB","13","森林守衛","116701","44","0","花澤香菜","158","6"
"獸人族","3","鋤強扶弱的貓娘","有能賺錢的事，\n務必來找我談喵！能賺的錢即使是１盧幣也不會放過，這就是我的準則喵～♪","1","珠希（工作服）","與貓咪玩耍","AB","18","墨丘利財團","116801","48","0","沼倉愛美","158","12"
"人族","11","公事私事都效率至上的傭兵少女","我來當你的師傅吧！\n當然這可不能是免費的。\n我會算清楚時薪喔。","11","美冬（工作服）","傭兵等等的打工","O","20","墨丘利財團","116901","49","0","田所あずさ","163","12"
"魔族","7","專情於命中注定對象的少女","我擁有「破壞者」的名號……\n但是，您無須害怕我哦。\n因為您是我重要的命中注定之人呀……","30","惠理子（夏日）","實驗、裁縫、料理","B","16","暮光流星群","117001","43","0","橋本ちなみ","154","13"
"人族","10","姐姐會照顧你的呦！","就讓姐姐我來照料你的生活起居吧！\n無論是做菜，洗衣，或是打掃都行。\n也可以在浴室裡幫你搓背喔！","24","靜流（夏日）","所有家事","O","18","拉比林斯","117101","54","0","生天目仁美","168","3"
"人族","1","能歌善舞的超人氣偶像","","24","望（夏日）","看舞台劇，跳舞","B","17","慈樂之音","117201","40","0","日笠陽子","157","4"
"人族","6","守護人們而歌唱的唱喚士少女","為了守護人們的和平，\n我使用唱喚術來戰鬥。……最近，還作為偶、偶像開始了演藝活動，\n雖然還有點不太習慣……","3","千歌（夏日）","各種樂器","O","17","慈樂之音","117301","46","0","福原綾香","163","4"
"人族","9","最愛時尚的可愛女孩","","7","紡希（夏日）","裁縫","AB","14","慈樂之音","117401","45","0","木戸衣吹","153","4"
"人族","3","興趣是實驗的危險科學家","雖然我是個科學家，\n但平常也有在醫治病人哦。\n生病的時候就讓我來幫你看診吧。","7","深月（大江戶）","研究、實驗","A","27","暮光流星群","117501","53","0","三石琴乃","166","13"
"精靈族","10","我比任何人都還要美麗","我真的好美啊……\n既可愛又美麗真是罪過，\n但這都是天生的，只能原諒我了吧♪","10","雪（大江戶）","欣賞鏡中的自己","AB","14","純白之翼 蘭德索爾分部","117601","40","0","大空直美","150","15"
"獸人族","7","隨時都「船到橋頭自然直」的天真少女","嗨呵～！我要又唱又跳\n讓氣氛嗨到最高點喲～！\n來嘛來嘛，你也一起跳吧～！","7","香織（萬聖節）","跳舞、空手道","A","19","哞哞自衛隊","117701","53","0","高森奈津美","158","10"
"人族","8","東國的神祕，請告訴我！","壽司，藝伎，天婦羅……\n嗯~！\n東國的文化真是太美好了~！","31","妮諾（萬聖節）","忍法開發","O","16","純白之翼 蘭德索爾分部","117801","51","0","佐藤聡美","163","15"
"魔族","4","天真浪漫的人氣超級名模","秀才，哈嚕～！人家對寫字和算數\n有點……不是有點，是超不擅長耶～\n不過不過，時尚流行的事就交給人家吧～！","10","鈴奈（萬聖節）","時尚","O","18","月光學院","117901","48","0","上坂すみれ","167","14"
"人族","9","醒悟了忠義的女商人","","19","克蕾琪塔","數錢、打壞主意","A","26","里士滿工商會","118001","57","0","Lynn","160","18"
"魔族","12","歌唱尋求靜寂的陰沉少女","","28","蘭法","唱歌、看書，以及寫詩","O","20","憤怒‧軍團","118101","53","0","原田彩楓","165","19"
"人族","7","樂觀開朗，卻趨向毀滅的活潑少女","","2","美空","無","A","16","憤怒‧軍團","118201","??","0","鬼頭明里","159","19"
"人族","9","擔任【公會管理協會】職員的親切大姐姐","","12","花凜","處理文件、散步、桌遊","A","24","？？？","118501","43","0","洲崎綾","152",""
"？？？","?","在幻霧玩耍的愛惡作劇嚮導小妖精","","?","涅比亞","惡作劇","?","??","？？？","118601","???","0","相坂優歌","???",""
"魔族","8","魅惑眾多男性的純潔女老師","謝謝你總是幫我喔。\n明明我才是年長的一方，卻老是依賴你，真對不起～","14","伊緒（黑暗）","看戀愛小說、戀愛劇、戀愛漫畫","B","23","月光學院","119001","52","0","伊藤静","162","14"
"人族","11","最愛妄想！其實是個害羞少女","空花正在想著你的事。\n……想著你對無法抵抗的空花這樣又那樣、那樣又這樣，嘻嘻、嘻嘻嘻嘻……","19","空花（黑暗）","閱讀小說","AB","18","純白之翼 蘭德索爾分部","119101","49","0","長妻樹里","157","15"
"人族","3","令大家歡笑的歡樂牧場主人","我的目標是，\n成為無論何時都能為大家帶來笑容的，最棒的搞笑藝人！\n一起加油的啦！","3","真陽（聖誕節）","相聲","B","20","伊麗莎白牧場","119201","35","0","新田恵海","142","11"
"人族","8","親人又多話的妹系少女","雖然我想你可能已經不記得了……\n但我是妹妹啊！\n所以可以叫你哥哥嗎？","25","璃乃（聖誕節）","裁縫","A","15","拉比林斯","119301","44","0","阿澄佳奈","156","3"
"魔族","1","最愛布丁的幽靈少女","太難的事情人家不懂來的～\n只要每天都能吃到布丁的話，\n宮子也可以繼續當幽靈喲～","23","宮子（聖誕節）","吃布丁","B","14","惡魔偽王國軍","119901","32","0","雨宮天","130","7"
"人族","10","姐姐會照顧你的呦！","就讓姐姐我來照料你的生活起居吧！\n無論是做菜，洗衣，或是打掃都行。\n也可以在浴室裡幫你搓背喔！","24","靜流（黑暗）","所有家事","O","18","拉比林斯","120001","54","0","生天目仁美","168","3"
"龍人族","12","失去記憶的龍人族少女","","14","雪菲（新年）","讀書、伸展運動","B","14","美食殿堂","120701","???","0","近藤玲奈","147","1"
"人族","7","散發人情味的帥氣「大姐頭」","","11","流夏（新年）","釣魚","B","25","暮光流星群","120801","54","0","佐藤利奈","167","13"
"魔族","5","曾經支配黑夜的最強吸血鬼","","5","伊莉亞（新年）","征服世界","A","??","惡魔偽王國軍","120901","50","0","丹下桜","172","7"
"人族","3","元氣滿點的空腹少女","","31","貪吃佩可（超載）","邊走邊吃、料理","O","17","美食殿堂","121001","46","0","M・A・O","156","1"
"獸人族","9","倒在路旁的謎之貓耳魔法師","","2","凱留（超載）","和貓咪玩耍","A","14","美食殿堂","121101","39","0","立花理香","152","1"
"人族","7","祕密結社拉比林斯的「迷宮女王」","","25","拉比林斯達（超載）","觀察人類","AB","25","拉比林斯","121201","??","0","沢城みゆき","160","3"
"人族","6","愛哭又膽小，令人想去保護的女孩","這個、那個……我叫胡、胡桃……嗚、嗚嗚嗚……怎、怎麼辦……太、太害羞了……對、對不起──！","9","胡桃（舞台）","看戲、扮家家酒","B","12","咲戀育幼院","121301","40","0","植田佳奈","150","9"
"魔族","1","稍微有點差距的少女戀情","你剛才叫我了對吧？\n我會用成熟淑女的魅力擄獲你的心哦！","3","美咲（舞台）","閱讀流行雜誌、蒐集化妝品","A","11","月光學院","121401","22","0","久野美咲","120","14"
"精靈族","4","何時都會一見鍾情，純情少女","","7","步未（怪盜）","觀察","O","16","純白之翼 蘭德索爾分部","121501","43","0","大関英里","155","15"
"龍人族","9","嘴上功夫一流的廢材龍娘","","29","祈梨（怪盜）","遊戲","AB","13","龍族巢穴","121601","???","0","藤田茜","145","17"
"魔族","7","相信前世的中二病患「疾風之冥姬」","聽好了，千萬不要叫我的本名呦？\n隨時懷疑「機關」耳目的存在\n那就是活下去的方法……！","5","杏奈（海盜）","寫小說","A","17","暮光流星群","121901","45","0","髙野麻美","159","13"
"魔族","12","擅長占卜的靈能少女","我從小就能看見\n其他人看不到的事物。現在你身後也有\n一個人、兩個人、三個人……真熱鬧呢。","22","忍（海盜）","占卜","AB","18","惡魔偽王國軍","122001","42","0","大坪由佳","157","7"
"精靈族","6","嚮往「朋友」的精靈之森女孩","","6","碧（露營）","交朋友的想像訓練","AB","13","森林守衛","122101","44","0","花澤香菜","158","6"
"精靈族","3","既純情又放心不下的成熟女性","雖然總是讓你看到我\n沒用的那一面，但是這些\n可不會讓你之外的人看到喔？","16","優花梨（露營）","隨意逛街","A","22","墨丘利財團","122201","55","0","今井麻美","164","12"
"魔族","?","僕從親愛的主人","","?","班比","散步、做料理","AB","??","？？？","122301","41","0","釘宮理惠","149",""
"獸人族","8","最愛幫助別人！　正向思考的格鬥少女","你好！我是日和！\n碰到有困難的人我會去幫助他們！\n你如果樂意要不要一起來呢？","27","日和（夏日）","助人、打氣加油","A","16","破曉之星","122401","44","0","東山奈央","155","2"
"魔族","1","冷酷又率直的劍士","能與你相遇一定是因為某種緣份。\n作為同樣以索爾之塔塔頂為目標的同伴，\n一起加油吧。請多指教。","12","怜（夏日）","讀書、騎馬、茶","B","18","破曉之星","122501","46","0","早見沙織","163","2"
"人族","4","擅長支援戰鬥，心地善良的少女","雖然不曉得能不能幫上忙……但我也會盡全力地\n支援大家哦！","5","優衣（夏日）","料理、觀察人類","O","17","破曉之星","122601","47","0","種田梨沙","158","2"
"精靈族","2","端莊正直的嬌小優等生","","2","鏡華（夏日）","讀書","A","8","小小甜心","122701","21","0","小倉唯","118","5"
"人族","8","愛好冒險的搗蛋鬼","惡作劇就交給禊吧！\n哥哥，小心別上鉤了唷──♪","10","禊（夏日）","惡作劇、探險","O","9","小小甜心","122801","27","0","諸星すみれ","128","5"
"獸人族","4","唱歌、紅蘿蔔或是兔子先生，我全都喜歡♪","蹦蹦跳，好想變成小兔子呢～♪\n美美如果能變成小兔子，\n會最先來給哥哥看喔！","3","美美（夏日）","蒐集可愛的東西","O","10","小小甜心","122901","21","0","日高里菜","117","5"
"？？？","?","以全新樣貌繼續支持騎士冒險的妖精","","?","愛梅斯","？？？","?","??","？？？","123001","???","0","相坂優歌","150",""
"獸人族","9","真步真步王國的公主","人家是真步真步王國的公主，真步公主！\n這奇怪的表情是怎麼了呢？\n真步真步王國是非常遙遠的國家？","22","真步（探險家）","幻想、蒐集玩偶","O","16","哞哞自衛隊","123101","42","0","内田真礼","155","10"
"人族","5","永遠跟噗吉在一起！","這孩子啊，名叫噗吉。\n雖然是武器，但是會說話呦♪\n是我最重要最重要的朋友～！","10","綾音（探險家）","能在房間裡玩的遊戲","B","14","咲戀育幼院","123201","38","0","芹澤優","148","9"
"魔族？","6","超喜歡正太♪辣妹系史萊姆女孩","","13","涅婭","和可愛的正太玩、購物","B","19","憤怒‧軍團","123301","55","0","和氣杏未","157","19"
"人族","10","看不見面容的沉著女騎士","","25","純（露營）","格鬥技、入浴","A","25","王宮騎士團","123401","50","0","川澄綾子","171","8"
"獸人族","1","視玩樂與睡眠為第一的懶惰少女","","1","鈴（萬聖節）","紅豆麵包","B","17","伊麗莎白牧場","123501","42","0","小岩井ことり","144","11"
"人族","8","重情義愛捉弄人的劍術少女","","11","智（萬聖節）","劍術、戲弄長輩","A","13","王宮騎士團","123601","43","0","茅原実里","149","8"
"魔族","8","宅宅暴走的魔法少女","","21","七七香（萬聖節）","讀書、魔法","O","18","暮光流星群","123701","55","0","佳村はるか","166","13"
"人族","2","自視甚高的王宮騎士團副團長","","7","克莉絲提娜（狂野）","和強敵之間的競爭","O","27","王宮騎士團","123801","??","0","たかはし智秋","165","8"
"獸人族","11","仰慕英雄的見習騎士少女","","25","茉莉（狂野）","英雄扮演遊戲","O","12","王宮騎士團","123901","40","0","下田麻美","146","8"
"魔族","11","愛撒嬌又受大家喜歡","茜里不知道的事還有很多……\n所以，\n今後哥哥也要教茜里各種事情喔！","22","茜里（聖誕節）","薩克斯風","O","13","惡魔偽王國軍","124001","42","0","浅倉杏美","150","7"
"魔族","11","怕生的任性女孩","那、那個……這、這種時候，\n該說什麼才好啊……\n嗚嗚，為什麼我不能好好說話呢。","22","依里（聖誕節）","所有遊戲","O","13","惡魔偽王國軍","124101","40","0","原紗友里","150","7"
"人族","10","看不見面容的沉著女騎士","","25","純（聖誕節）","格鬥技、入浴","A","25","王宮騎士團","124201","50","0","川澄綾子","171","8"
"龍人族","4","面帶詭譎的笑容看透一切的臥龍首領。","","17","帆稀（新年）","繪畫、讀書","O","25","龍族巢穴","124501","???","0","大西沙織","168","17"
"精靈族","9","充滿母性又溫柔，大家的「美里老師」","","5","美里（新年）","製作繪本","O","21","森林守衛","124601","54","0","國府田マリ子","165","6"
"人族","3","興趣是實驗的危險科學家","雖然我是個科學家，\n但平常也有在醫治病人哦。\n生病的時候就讓我來幫你看診吧。","7","深月（新年）","研究、實驗","A","27","暮光流星群","124701","53","0","三石琴乃","166","13"
"人族","1","能歌善舞的超人氣偶像","","24","望（解放者）","看舞台劇，跳舞","B","17","慈樂之音","124801","40","0","日笠陽子","157","4"
"龍人族","6","專門用拳頭來交朋友的打手龍少女","","25","嘉夜（解放者）","格鬥技","B","16","龍族巢穴","124901","???","0","小市眞琴","156","17"
"人族","8","徬徨的謎樣少女","沒關係的，即使……只有我一個人。不要緊的，反正我已經習慣了","11","矛依未（解放者）","冒險、回憶故事","O","16","？？？","125001","40","0","潘めぐみ","148",""
"獸人族","3","鋤強扶弱的貓娘","有能賺錢的事，\n務必來找我談喵！能賺的錢即使是１盧幣也不會放過，這就是我的準則喵～♪","1","珠希（咖啡廳）","與貓咪玩耍","AB","18","墨丘利財團","125101","48","0","沼倉愛美","158","12"
"人族","7","外表與內心都是孩子的異國軍人","將「白色翅膀」命名為純白之翼……\n為了不讓這個名字丟臉，\n我會振翅高飛，華麗的打倒敵人！","28","莫妮卡（咖啡廳）","逛點心店","A","18","純白之翼 蘭德索爾分部","125201","33","0","辻あゆみ","140","15"
"精靈族","5","仰慕主人，小小嚮導","在下奉命成為了主人您的嚮導。\n為了讓主人滿意，\n在下將會誠心誠意地侍奉您。","11","可可蘿（遊俠）","冥想、養育動植物","B","11","美食殿堂","125301","35","0","伊藤美来","140","1"
"獸人族","11","喜愛讀書的體弱少女","咳咳，咳咳……雖、雖然身體孱弱，\n至少在心境上要積極向前……！\n啊，但是不行……一站起來就一陣暈眩……","3","栞（遊俠）","讀書、散步","A","14","伊麗莎白牧場","125401","40","0","小清水亜美","153","11"
"人族","3","夢想前往天空冒險的騎空士少女","","10","吉塔（術士）","冒險、聊天","O","17","？？？","125501","45","0","金元寿子","156",""
"人族","12","陰陽之力兼具的鼠神宮巫女","","4","碧卡拉","製作老鼠耳朵","AB","14","？？？","125601","39","0","種﨑敦美","145",""
"人族","9","擔任【公會管理協會】職員的親切大姐姐","","12","花凜（鍊金術師）","處理文件、散步、桌遊","A","24","？？？","125701","43","0","洲崎綾","152",""
"人族","4","懷抱贖罪之心，追求力量的妹系大和撫子","","29","莉莉（墮落）","花藝、閱讀（經典文學）、東國畫","A","15","幻變少女","125801","44","0","鈴木みのり","154","20"
"人族","11","背負著難以忘懷過錯的黑色翅膀聖女","","1","可璃亞（墮落）","做點心、照顧花朵、演奏小提琴","O","13","幻變少女","126001","42","0","前田佳織里","147","20"
"獸人族","3","繼承正義靈魂的爆食系天才純真女孩","","1","普蕾西亞（墮落）","吃飯","O","10","幻變少女","126101","34","0","高尾奏音","135","20"
"魔族","5","曾經支配黑夜的最強吸血鬼","","5","伊莉亞（祭服）","征服世界","A","??","惡魔偽王國軍","126201","50","0","丹下桜","172","7"
"精靈族","10","我比任何人都還要美麗","我真的好美啊……\n既可愛又美麗真是罪過，\n但這都是天生的，只能原諒我了吧♪","10","雪（祭服）","欣賞鏡中的自己","AB","14","純白之翼 蘭德索爾分部","126301","40","0","大空直美","150","15"
"機械人族","11","笑容滿溢！精力充沛的機械少女","","11","克蘿茜","午睡，幫助他人","?","??","？？？","126401","未換裝時252","0","長谷川育美","170",""
"天使族","1","兼具溫柔與傲慢的公主。","","17","萊拉耶爾","午睡、試吃甜點新品。","?","??","吉歐‧提格尼亞","126501","??","0","河瀨茉希","162",""
"精靈族","3","隱居在研究所，相當文靜的大姊姊","","24","似似花（夏日）","模仿、藝術欣賞","O","24","？？？","126601","??","0","井口裕香","149",""
"人族","3","目標成為頂尖商人的元氣大小姐","只要跟本小姐在一起，\n就絕不會讓你煩惱錢的事情！","12","秋乃（夏日）","慈善事業","AB","18","墨丘利財團","126701","45","0","松嵜麗","157","12"
"精靈族","3","既純情又放心不下的成熟女性","雖然總是讓你看到我\n沒用的那一面，但是這些\n可不會讓你之外的人看到喔？","16","優花梨（夏日）","隨意逛街","A","22","墨丘利財團","126801","55","0","今井麻美","164","12"
"魔族","12","歌唱尋求靜寂的陰沉少女","","28","蘭法（夏日）","唱歌、看書，以及寫詩","O","20","憤怒‧軍團","126901","53","0","原田彩楓","165","19"
"人族","11","最愛妄想！其實是個害羞少女","空花正在想著你的事。\n……想著你對無法抵抗的空花這樣又那樣、那樣又這樣，嘻嘻、嘻嘻嘻嘻……","19","空花（夏日）","閱讀小說","AB","18","純白之翼 蘭德索爾分部","127001","49","0","長妻樹里","157","15"
"魔族","12","擅長占卜的靈能少女","我從小就能看見\n其他人看不到的事物。現在你身後也有\n一個人、兩個人、三個人……真熱鬧呢。","22","忍（夏日）","占卜","AB","18","惡魔偽王國軍","127101","42","0","大坪由佳","157","7"
"獸人族","9","倒在路旁的謎之貓耳魔法師","怎麼慢吞吞的啦。\n真沒辦法，我來助你一臂之力吧。　給我好好感謝哦！","2","凱留（插班生）","和貓咪玩耍","A","14","美食殿堂","127201","39","0","立花理香","152","1"
"魔族","4","天真浪漫的人氣超級名模","秀才，哈嚕～！人家對寫字和算數\n有點……不是有點，是超不擅長耶～\n不過不過，時尚流行的事就交給人家吧～！","10","鈴奈（插班生）","時尚","O","18","月光學院","127301","48","0","上坂すみれ","167","14"
"精靈族","10","經營育幼院的庶民派溫柔大小姐","吝嗇？　不是的，\n我只是秉持著「不浪費」的精神\n過每一天喔！","4","咲戀（薩拉薩利亞）","經營、茶會","A","17","咲戀育幼院","127501","43","0","堀江由衣","156","9"
"人族","7","散發人情味的帥氣「大姐頭」","","11","流夏（薩拉薩利亞）","釣魚","B","25","暮光流星群","127601","54","0","佐藤利奈","167","13"
"龍人族","2","認真又拼命的龍女僕（姊）","","5","琳德","與妹妹一起度過的假日","?","12","？？？","127701","???","0","豐田萌繪","145",""
"龍人族","2","不認真又倦怠的龍女僕（妹）","","5","烏爾姆","偷懶，與姐姐一起度過的假日","?","12","？？？","127801","???","0","關根明良","145",""
"人族","3","元氣滿點的空腹少女","那、那個……你身上有帶著吃的東西嗎？\n我的肚子餓得咕嚕咕嚕叫了……","31","貪吃佩可（聖誕節）","邊走邊吃、料理","O","17","美食殿堂","127901","46","0","M・A・O","156","1"
"人族","9","醒悟了忠義的女商人","","19","克蕾琪塔（聖誕節）","數錢、打壞主意","A","26","里士滿工商會","128001","57","0","Lynn","160","18"
"龍人族","9","嘴上功夫一流的廢材龍娘","","29","祈梨（新年）","遊戲","AB","13","龍族巢穴","128301","???","0","藤田茜","145","17"
"精靈族","12","為了大家使用超能力的睡美人","我是初音！　是遇到麻煩的人的夥伴呦！\n有困擾時，隨時都可以跟我說喔♪\n會用我的超……魔，魔法來幫忙的！","24","初音（新年）","和妹妹一起玩、回籠覺、午睡、早睡","A","17","森林守衛","128401","46","0","大橋彩香","156","6"
"獸人族","11","頭腦聰明的美少女名偵探","","3","霞（新年）","讀書、推理","AB","15","哞哞自衛隊","128501","41","0","水瀬いのり","152","10"
"獸人族","8","最愛幫助別人！　正向思考的格鬥少女","你好！我是日和！\n碰到有困難的人我會去幫助他們！\n你如果樂意要不要一起來呢？","27","日和（星素）","助人、打氣加油","A","16","破曉之星","128701","44","0","東山奈央","155","2"
"魔族","1","冷酷又率直的劍士","能與你相遇一定是因為某種緣份。\n作為同樣以索爾之塔塔頂為目標的同伴，\n一起加油吧。請多指教。","12","怜（星素）","讀書、騎馬、茶","B","18","破曉之星","128801","46","0","早見沙織","163","2"
"人族","4","擅長支援戰鬥，心地善良的少女","雖然不曉得能不能幫上忙……但我也會盡全力地\n支援大家哦！","5","優衣（星素）","料理、觀察人類","O","17","破曉之星","128901","47","0","種田梨沙","158","2"
"人族","2","在悲劇的根源盛開的美麗黑薔薇","","15","厄莉絲","聽騎士先生說話","?","??","？？？","129001","??","0","桑島法子","168",""
"人族","2","沉睡於書庫的小小賢人","","28","優妮（冬日）","讀書","O","18","聖德蕾莎女子學院（好朋友社）","129301","36","0","小原好美","142","16"
"精靈族","8","生長在市區的陰暗系精靈族","","7","克蘿依（冬日）","飛鏢","O","17","聖德蕾莎女子學院（好朋友社）","129401","42","0","種﨑敦美","154","16"
"人族","9","天生自由奔放的失禮現代小孩","","15","琪愛兒（冬日）","跳舞、卡拉OK","O","16","聖德蕾莎女子學院（好朋友社）","129501","46","0","佐倉綾音","156","16"
"妖魔人","4","繚繞孤絕香氣的花妖魔人","","2","安涅默涅","照顧花卉、拔除棘刺","A","13","？？？","129601","39","0","立花日菜","145",""
