0b987c0bb29ed22190e108e30bf719b532b7d69d47c7f011d43e67ab1e999155,3877f5fb12e5b102e2ca7d31a6320507e527ea58520262f6d2df108f80a7bfb0,3bb0beac2b3fa519edf329335c4f28469f2165e4b7e26ae140803f00ff87afde,b848cddd9b48b86b79556ae02966c27c00525240fdf9a275920334335b7ff1f0,40ea1a2683e81f57f9994e57533d59c62330d987202663d5e84d14255e48b4f8,a388d5d9efd008119c8a55543b31a0356e560784ae10584388ce4d2477ecfdf8,7fac91c6a2ff300b148417e57e5aaa6d3ec80faf0de912ba76477d65e0d7c3b1,77afcf33c3bbae93dff1c71ffa8adadaece0df0e6633c39e51c8a7dda1874e1c,b101e552f58c1a03d587c3ef31cc023c67656764ebdf855b4cbf7a4c33591e9c,826be9599fb924d111fc299fd102c67ed55df89002a13f694d8b6b130054286b,61befb1c5e957877d7be5f560ebaaecc31bd5676495b9ff249e1cca34ebcb823,cfaecafdb3fb73fc22ed188b5a3e466fce765a277696a0277bf2de4da75f66d7,96c8d84919505faeef2d439230d904fdfca315ffcf506a452b2bd4c773e97687,3bb366a2fc06c86fbeacdb5db9d5241ccd74539cad15e2d92c14452d4531009c,866f0e1f69cbbee11dcc8faf810c8a560e4ff33687312d31ed5ea1dbd8cd5eb5,63cb44be90359f02fb5882a4c82930dfdca3f67e64e984bc843f1453b4d1b478,1f267baddd0225c726a9d333f23f1094dc3066cab820d81852209848174921f8,44c26a02ece81b3d1020a07ec06a87933bc2c451262958feaf29a3b90f2fb029,243467e8c9e1c5960160da8baa51a5dd664dba33fc693bd0d067ff15bcbc8e03,d8e5a00122730ce40153e88b4dcbe203df32f9306517937ce1d1f159ac0931cf,18878ab35ff0e4422fd62c3cfacf911dedccdde28a2cbeeefb49a5be00b023b6
"2.8","0","1","0","魔法傷害+{0}","35","3","1","1","123101201","2","35","1","1000","0","0","99","0","0","0","對範圍內的敵人造成{0}的魔法傷害"
"24","1","2","0","魔法攻擊力提升+{0}","1","3","3","10","123101202","30","24","1","2160","12","0","99","0","1","0","提升我方全體{0}的魔法攻擊力"
"0","1","2","0","","1","3","3","10","123101203","70","120","1","2160","12","0","99","0","1","0","使全體夥伴的魔法暴擊提升{0}"
"0","1","2","0","","2","3","3","10","123101204","120","5","1","2160","12","0","99","0","0","0","提升我方全體魔法攻擊暴擊時5％的傷害"
"15","0","0","0","魔法攻擊力提升+{0}","1","0","0","90","123150101","4","15","1","0","1","0","0","0","0","0","提升自身{0}的魔法攻擊力"
"15","0","0","0","魔法攻擊力提升+{0}","1","0","0","90","123151101","4","240","1","0","1","0","0","0","0","0","提升自身{0}的魔法攻擊力"
"4","0","1","0","物理傷害+{0}","50","3","1","1","123200101","1","50","1","700","0","0","99","0","0","0","對範圍內的敵人造成{0}的物理傷害"
"32","1","2","0","物理攻擊力提升+{0}","1","3","2","10","123200102","10","32","1","150","18","0","99","0","1","0","提升範圍內的我方{0}的物理攻擊力"
"3","0","1","0","物理傷害+{0}","37.5","3","1","1","123200201","1","37.5","1","700","0","0","99","0","0","0","對範圍內的敵人造成{0}的物理傷害"
"16","1","2","0","物理攻擊力提升+{0}","1","3","2","10","123200301","10","16","1","150","180","0","99","0","1","0","提升範圍內的我方{0}的物理攻擊力"
"0","1","2","0","","1","3","2","10","123200302","60","80","1","150","180","0","99","0","1","0","使範圍內所有夥伴提升{0}的物理暴擊"
"3.2","0","1","0","物理傷害+{0}","40","3","1","1","123201201","1","40","1","700","0","0","99","0","0","0","對範圍內的敵人造成{0}的物理傷害"
"28","1","2","0","物理攻擊力提升+{0}","1","3","2","10","123201202","10","28","1","150","12","0","99","0","1","0","提升範圍內的我方{0}的物理攻擊力"
"0","1","2","0","","1","3","2","10","123201203","60","120","1","150","12","0","99","0","1","0","使範圍內所有夥伴提升{0}的物理暴擊"
"15","0","0","0","物理攻擊力提升+{0}","1","0","0","90","123250101","2","15","1","0","1","0","0","0","0","0","提升自身{0}的物理攻擊力"
"15","0","0","0","物理攻擊力提升+{0}","1","0","0","90","123251101","2","240","1","0","1","0","0","0","0","0","提升自身{0}的物理攻擊力"
"3.4","0","1","0","物理傷害+{0}","42.5","3","3","1","123300101","1","42.5","1","2160","0","0","99","0","0","0","對敵方全體造成{0}的物理傷害"
"0","0","2","0","","3","7","1","21","123300102","1","0","1","0","0","0","1","0","0","0","一段時間內成為無敵狀態"
"3","123300104","0","0","","0","7","0","18","123300103","1","0","1","0","0","0","1","0","0","0",""
"0","0","2","0","","0","7","1","21","123300104","1","0","1","0","0","0","1","0","0","0",""
"0","0","2","0","","3","7","1","20","123300105","1","0","1","0","0","0","1","0","0","0","挑釁敵方全體"
"1.7","0","1","0","物理傷害+{0}","21.25","12","2","1","123300201","1","21.25","1","2160","0","0","1","0","0","0","對敵方單體造成{0}的物理傷害"
"0","0","1","0","TP傷害+{0}","200","1","2","16","123300202","2","0","1","2160","0","0","1","0","0","0","使敵方單體失去{0}的TP"
"20","0","1","0","物理攻擊力降低+{0}","1","3","2","10","123300301","11","20","1","2160","12","0","99","0","0","0","降低全體敵人{0}物理攻擊力"
"0","0","1","0","","1","3","2","10","123300302","61","60","1","2160","12","0","99","0","0","0","降低敵方全體的物理暴擊{0}"
"0","0","1","0","","1","3","2","10","123300303","81","30","1","2160","12","0","99","0","0","0","使全體敵人的 TP 上升降低{0}"
"3.6","0","1","0","物理傷害+{0}","45","3","3","1","123301101","1","45","1","2160","0","0","99","0","0","0","對敵方全體造成{0}的物理傷害"
"0.5","0","1","0","物理防禦力降低+{0}","1","3","3","10","123301102","21","0.5","1","2160","18","0","99","0","0","0","降低敵方全體{0}的物理防禦力"
"0","0","2","0","","3","7","1","21","123301103","1","0","1","0","0","0","1","0","0","0","一段時間內成為無敵狀態"
"0","0","2","0","","3","7","1","20","123301104","1","0","1","0","0","0","1","0","0","0","挑釁敵方全體"
"423301","123301107","2","0","","1","3","2","28","123301105","720","2","1","2160","0","0","99","0","123301106","0",""
"1","423301","2","20","召喚的紅Ｌｖ+{0}","0","7","2","15","123301106","1","1","1","2160","0","0","1","1","1","0","當沒有紅時，召喚紅"
"0.6","0","1","0","物理傷害+{0}","7.5","3","3","1","123301107","1","7.5","1","2160","0","0","99","0","0","0","當紅存在時，對敵方全體造成{0}的物理傷害"
"423302","123301110","2","0","","1","3","2","28","123301108","720","2","1","2160","0","0","99","0","123301109","0",""
"1","423302","2","40","召喚的藍Ｌｖ+{0}","0","7","2","15","123301109","1","1","1","2160","0","0","1","1","1","0","當沒有藍時，召喚藍"
"0.6","0","1","0","物理傷害+{0}","7.5","3","3","1","123301110","1","7.5","1","2160","0","0","99","0","0","0","當藍存在時，對敵方全體造成{0}的物理傷害"
"0","0","1","0","","0","3","3","92","123301201","0","0","1","2160","0","0","99","0","0","0",""
"0","0","1","0","","0","12","3","7","123301202","1","0","1","2160","0","0","1","0","0","0",""
"2.2","0","1","0","物理傷害+{0}","27.5","3","2","1","123301203","1","27.5","1","250","0","0","99","0","0","0","對範圍內的敵人造成{0}的物理傷害"
"0","0","1","0","TP傷害+{0}","200","1","2","16","123301204","2","0","1","250","0","0","99","0","0","0","讓範圍內的敵人TP失去{0}"
"12","0","1","0","造成行動速度降低的成功Ｌｖ+{0}","0.6","3","2","8","123301205","1","0","1","250","0","0","99","0","0","0","使範圍內的敵人行動速度降低40％"
"15","0","0","0","物理攻擊力提升+{0}","1","0","0","90","123350101","2","15","1","0","1","0","0","0","0","0","提升自身{0}的物理攻擊力"
"15","0","0","0","物理攻擊力提升+{0}","1","0","0","90","123351101","2","240","1","0","1","0","0","0","0","0","提升自身{0}的物理攻擊力"
"2","0","1","0","物理傷害+{0}","25","3","3","1","123500101","1","25","1","2160","0","0","99","0","0","0","對敵方全體造成{0}的物理傷害"
"20","1","1","0","魔法攻擊力下降+{0}","1","3","3","10","123500102","31","20","1","2160","18","0","99","0","0","0","降低敵方全體{0}的魔法攻擊力"
"0","123500202","1","0","","0","16","2","23","123500201","1300","0","1","2160","0","0","1","0","123500203","0",""
"2.4","0","1","0","物理傷害+{0}","30","16","2","1","123500202","1","30","1","2160","0","0","1","0","0","0","當對象為進行物理攻擊的敵人時造成{0}的物理傷害"
"3.6","0","1","0","物理傷害+{0}","45","16","2","1","123500203","1","45","1","2160","0","0","1","0","0","0","當對象為進行魔法攻擊的敵人時造成{0}的物理傷害"
"20","1","1","0","魔法攻擊力下降+{0}","1","16","2","10","123500204","31","20","1","2160","12","0","1","0","0","0","當目標為進行魔法攻擊的敵人時降低{0}的魔法攻擊力"
"0","0","1","0","","150","16","2","16","123500301","2","0","1","2160","0","0","1","0","0","0","使敵方單體失去{0}的TP"
"25","1","1","0","魔法攻擊力下降+{0}","1","16","2","10","123500302","31","25","1","2160","12","0","1","0","0","0","降低敵方單體{0}的魔法攻擊力"
"3","0","1","0","造成暈眩的成功Ｌｖ+{0}","0","16","2","8","123500303","7","0","1","2160","0","0","1","0","0","0","使敵方單體一段時間內無法行動"
"0","123501202","1","0","","0","16","2","23","123501201","1300","0","1","2160","0","0","1","0","123501203","0",""
"2.7","0","1","0","物理傷害+{0}","33.75","16","2","1","123501202","1","33.75","1","2160","0","0","1","0","0","0","當對象為進行物理攻擊的敵人時造成{0}的物理傷害"
"4.05","0","1","0","物理傷害+{0}","50.625","16","2","1","123501203","1","50.625","1","2160","0","0","1","0","0","0","當對象為進行魔法攻擊的敵人時造成{0}的物理傷害"
"20","1","1","0","魔法攻擊力下降+{0}","1","16","2","10","123501204","31","20","1","2160","12","0","1","0","0","0","當目標為進行魔法攻擊的敵人時降低{0}的魔法攻擊力"
"1","0","1","0","造成暈眩的成功Ｌｖ+{0}","0","16","2","8","123501205","7","0","1","2160","0","0","1","0","0","0","令使用魔法攻擊的敵人在一定時間內無法行動"
"15","0","0","0","物理攻擊力提升+{0}","1","0","0","90","123550101","2","15","1","0","1","0","0","0","0","0","提升自身{0}的物理攻擊力"
"15","0","0","0","物理攻擊力提升+{0}","1","0","0","90","123551101","2","240","1","0","1","0","0","0","0","0","提升自身{0}的物理攻擊力"
"3.6","0","1","0","物理傷害+{0}","45","3","3","1","123600101","1","45","1","2160","0","0","1","0","0","0","對敵方單體造成{0}的物理傷害"
"0.001","2","2","0","","7","7","1","26","123600102","123600104","0.001","1","0","120","0","1","120","0","0",""
"0.001","2","2","0","","7","7","1","26","123600103","123600105","0.001","1","0","120","0","1","120","0","0",""
"20","1","2","0","物理攻擊力提升+{0}","1","7","3","10","123600104","10","20","1","2160","18","0","1","0","0","0","提升自身{0}的物理攻擊力"
"20","1","2","0","物理攻擊力提升+{0}","1","43","3","10","123600105","10","20","1","2160","18","0","1","0","0","0","對自身以外物理攻擊力最高的我方1名角色提升{0}物理攻擊力"
"20","1","2","0","物理攻擊力提升+{0}","1","7","3","10","123600201","10","20","1","2160","12","0","1","0","0","0","提升自身{0}的物理攻擊力"
"2.4","0","1","0","物理傷害+{0}","30","3","3","1","123600202","1","30","1","2160","0","0","1","0","0","0","對敵方單體造成{0}的物理傷害"
"0","0","2","0","","100","7","1","16","123600203","1","0","1","0","0","0","1","0","0","0","回復自身{0}的TP"
"50","1","2","0","物理攻擊力提升+{0}","1","7","3","10","123600301","10","50","1","2160","180","0","1","0","0","0","提升自身{0}的物理攻擊力"
"0","1","2","0","","1","7","3","10","123600302","60","250","1","2160","180","0","1","0","0","0","自身的物理暴擊提升250"
"50","1","2","0","物理攻擊力提升+{0}","1","43","3","10","123600303","10","50","1","2160","180","0","1","0","0","0","對自身以外物理攻擊力最高的我方1名角色提升{0}物理攻擊力"
"0","1","2","0","","1","43","3","10","123600304","60","250","1","2160","180","0","1","0","0","0","對自身以外物理攻擊力最高的我方1名角色提升250物理暴擊"
"20","1","2","0","物理攻擊力提升+{0}","1","7","3","10","123601201","10","20","1","2160","12","0","1","0","0","0","提升自身{0}的物理攻擊力"
"2.4","0","1","0","物理傷害+{0}","30","3","3","1","123601202","1","30","1","2160","0","0","1","0","0","0","對敵方單體造成{0}的物理傷害"
"0","1","1","0","","1","3","3","10","123601203","141","5","1","2160","12","0","1","0","0","0","提升敵方單體受到暴擊時的傷害5％"
"0","0","2","0","","200","7","1","16","123601204","1","0","1","0","0","0","1","0","0","0","回復自身{0}的TP"
"15","0","0","0","物理攻擊力提升+{0}","1","0","0","90","123650101","2","15","1","0","1","0","0","0","0","0","提升自身{0}的物理攻擊力"
"15","0","0","0","物理攻擊力提升+{0}","1","0","0","90","123651101","2","240","1","0","1","0","0","0","0","0","提升自身{0}的物理攻擊力"
"0","0","1","0","","0","6","3","7","123700101","1","0","1","2160","0","0","1","0","0","0",""
"2.5","0","1","0","魔法傷害+{0}","31.25","3","2","1","123700102","2","31.25","1","300","0","0","99","0","0","0","對範圍內的敵人造成{0}的魔法傷害"
"9","1","1","0","","4","1","2","26","123700103","123700104","9","1","300","0","0","99","0","0","0",""
"6.5","0","1","0","火傷時每1秒所造成的傷害+{0}","3","1","2","9","123700104","2","3","1","300","0","0","99","0","0","0","造成{0}傷害並陷入火傷狀態"
"0.8","0","1","300","1 秒命中的傷害量+{0}","12","6","2","36","123700201","4","12","1","2160","0","0","1","8.5","0","0","展開每秒能夠造成{0}魔法傷害的領域"
"0","0","1","0","","0","6","3","7","123700301","1","0","1","2160","0","0","1","0","0","0",""
"0","1","1","0","","0.8","3","2","59","123700302","1","12","1","300","0","0","99","0","0","0","降低範圍內敵人的HP恢復量80％"
"0.6","1","1","0","魔法防禦力降低+{0}","1","3","2","10","123700303","41","0.6","1","300","12","0","99","0","0","0","使範圍內敵人的魔法防禦力下降{0}"
"1.8","0","1","410","1 秒命中的傷害量+{0}","27","6","2","36","123701201","4","27","1","2160","0","0","1","12.5","0","0","展開每秒能夠造成{0}魔法傷害的領域"
"0","0","1","0","","0","6","3","7","123701202","1","0","1","2160","0","0","1","0","0","0",""
"0","0","1","0","","1","1","2","10","123701203","81","25","1","300","12","0","99","0","0","0","使範圍內敵人的TP上升降低{0}"
"15","0","0","0","魔法攻擊力提升+{0}","1","0","0","90","123750101","4","15","1","0","1","0","0","0","0","0","提升自身{0}的魔法攻擊力"
"15","0","0","0","魔法攻擊力提升+{0}","1","0","0","90","123751101","4","240","1","0","1","0","0","0","0","0","提升自身{0}的魔法攻擊力"
"0","0","1","0","","0","3","3","7","123800101","1","0","1","2160","0","0","1","0","0","0",""
"3.8","0","1","0","物理傷害+{0}","47.5","3","2","1","123800102","3","47.5","1","450","0","0","99","1","0","0","對範圍內的敵人造成{0}的物理傷害"
"0","123800202","1","0","","100","3","1","2","123800201","5","2200","1","4000","0","0","1","0","0","0",""
"1.8","0","1","0","物理傷害+{0}","22.5","3","1","1","123800202","1","22.5","1","2160","0","0","1","1","0","0","對敵方單體造成{0}的物理傷害"
"1000","0","1","0","","300","3","1","3","123800203","3","0","1","2160","0","0","1","0","0","0",""
"2.2","0","1","0","物理傷害+{0}","27.5","3","2","1","123800204","1","27.5","1","450","0","0","99","1","0","0","對範圍內的敵人造成{0}的物理傷害"
"30","1","2","0","物理攻擊力提升+{0}","1","7","3","10","123800301","10","30","1","-1","180","0","1","0","0","0","提升自身{0}的物理攻擊力"
"0","0","2","0","","6","7","1","21","123800302","2","0","1","0","0","0","1","0","0","0","一定時間閃躲所有的物理攻擊"
"0","123801202","1","0","","100","3","1","2","123801201","5","2200","1","4000","0","0","1","0","0","0",""
"2.2","0","1","0","物理傷害+{0}","27.5","3","1","1","123801202","3","27.5","1","2160","0","0","1","1","0","0","對敵方單體造成{0}的物理傷害"
"1000","0","1","0","","300","3","1","3","123801203","3","0","1","2160","0","0","1","0","0","0",""
"2.4","0","1","0","物理傷害+{0}","30","3","2","1","123801204","3","30","1","450","0","0","99","1","0","0","對範圍內的敵人造成{0}的物理傷害"
"0","0","2","0","","60","7","3","16","123801205","1","0","1","2160","0","0","1","0","0","0","回復自身{0}的TP"
"15","0","0","0","物理攻擊力提升+{0}","1","0","0","90","123850101","2","15","1","0","1","0","0","0","0","0","提升自身{0}的物理攻擊力"
"15","0","0","0","物理攻擊力提升+{0}","1","0","0","90","123851101","2","240","1","0","1","0","0","0","0","0","提升自身{0}的物理攻擊力"
"0","1","2","0","","1","7","1","26","123900101","123900103","15","1","0","0","0","1","0","0","0",""
"9","0","1","0","物理傷害+{0}","112.5","3","1","1","123900102","1","112.5","1","2160","0","0","1","0","0","0","對敵方單體造成{0}的物理傷害"
"1","0","1","0","","0","3","1","1","123900103","1","0","1","2160","0","0","1","0","0","0","對敵方單體造成自身的HP越低傷害越高的物理傷害"
"28","1","2","0","物理攻擊力提升+{0}","1","3","3","10","123900104","10","28","1","2160","18","0","99","0","0","0","提升我方全體{0}的物理攻擊力"
"2","0","2","0","","0","7","1","8","123900105","7","0","1","-1","0","0","1","0","0","0","讓自己在一定時間內無法行動"
"0","0","1","0","","150","3","3","2","123900106","1","0","1","2160","0","0","1","0","0","0",""
"0","1","2","0","","1","7","1","26","123900201","123900202","7.5","1","0","0","0","1","0","0","0",""
"1.8","0","1","0","物理傷害+{0}","22.5","3","1","1","123900202","1","22.5","1","2160","0","0","1","0","0","0","對敵方單體造成{0}的物理傷害"
"0.7","1","1","0","物理防禦力降低+{0}","1","3","1","10","123900203","21","0.7","1","2160","12","0","1","0","0","0","降低敵方單體{0}的物理防禦力"
"30","1","2","0","物理攻擊力提升+{0}","1","7","1","10","123900301","10","30","1","0","180","0","1","0","0","0","提升自身{0}的物理攻擊力"
"0.6","1","2","0","物理防禦力提升+{0}","1","7","1","10","123900302","20","0.6","1","0","180","0","1","0","0","0","提升自身{0}的物理防禦力"
"0","1","2","0","","1","7","1","26","123900303","123900304","1.3","1","0","0","0","1","0","0","0",""
"18","0","2","0","無效傷害量+{0}","90","7","1","6","123900304","5","90","1","0","0","0","1","0","0","0","展開{0}傷害比例的物理魔法無效屏障"
"20","1","2","0","物理攻擊力提升+{0}","1","7","3","10","123901201","10","20","1","-1","18","0","1","0","0","0","提升自身{0}的物理攻擊力"
"0","1","2","0","","1","7","3","10","123901202","60","80","1","-1","18","0","1","0","0","0","自身物理暴擊提升{0}"
"0","1","2","0","","1","7","1","26","123901203","123901204","10","1","0","0","0","1","0","0","0",""
"1.8","0","1","0","物理傷害+{0}","22.5","3","1","1","123901204","1","22.5","1","2160","0","0","1","0","0","0","對敵方單體造成{0}的物理傷害"
"0.7","1","1","0","物理防禦力降低+{0}","1","3","1","10","123901205","21","0.7","1","2160","12","0","1","0","0","0","降低敵方單體{0}的物理防禦力"
"15","0","0","0","物理攻擊力提升+{0}","1","0","0","90","123950101","2","15","1","0","1","0","0","0","0","0","提升自身{0}的物理攻擊力"
"15","0","0","0","物理攻擊力提升+{0}","1","0","0","90","123951101","2","240","1","0","1","0","0","0","0","0","提升自身{0}的物理攻擊力"
"6","0","1","0","魔法傷害+{0}","75","3","1","1","124000101","2","75","1","2160","0","0","1","0","0","0","對敵方單體造成{0}的魔法傷害"
"0.00044","2","2","0","","8","3","3","26","124000102","124000103","0.00044","1","2160","64","0","99","64","0","0",""
"16","1","2","0","魔法攻擊力提升+{0}","1","3","3","10","124000103","30","16","1","2160","18","0","99","0","0","0","提升我方全體{0}的魔法攻擊力"
"3","0","1","0","魔法傷害+{0}","37.5","3","1","1","124000201","2","37.5","1","2160","0","0","1","0","0","0","對敵方單體造成{0}的魔法傷害"
"0.00022","2","2","0","","8","3","3","26","124000202","124000203","0.00022","1","2160","32","0","99","32","0","0",""
"8","1","2","0","魔法攻擊力提升+{0}","1","3","3","10","124000203","30","8","1","2160","12","0","99","0","0","0","提升我方全體{0}的魔法攻擊力"
"30","1","2","0","魔法攻擊力提升+{0}","1","3","3","10","124000301","30","30","1","2160","180","0","99","0","0","0","提升我方全體{0}的魔法攻擊力"
"0","1","2","0","","1","3","3","10","124000302","70","200","1","2160","180","0","99","0","0","0","使全體夥伴的魔法暴擊提升{0}"
"0","1","2","0","","1","7","3","10","124000303","80","15","1","-1","180","0","1","0","0","0","使自己的TP上升提升{0}"
"3","0","1","0","魔法傷害+{0}","37.5","3","1","1","124001201","2","37.5","1","2160","0","0","1","0","0","0","對敵方單體造成{0}的魔法傷害"
"0.00022","2","2","0","","8","7","3","26","124001202","124001203","0.00022","1","2160","32","0","1","32","0","0",""
"8","1","2","0","魔法攻擊力提升+{0}","1","3","3","10","124001203","30","8","1","2160","12","0","99","0","0","0","提升我方全體{0}的魔法攻擊力"
"0","2","2","0","","8","7","3","26","124001204","124001205","0.000025","1","2160","4","0","1","0","0","0",""
"0","1","2","0","","2","3","3","10","124001205","120","1","1","2160","12","0","99","0","0","0","提升我方全體魔法攻擊暴擊時的傷害1％"
"15","0","0","0","魔法攻擊力提升+{0}","1","0","0","90","124050101","4","15","1","0","1","0","0","0","0","0","提升自身{0}的魔法攻擊力"
"15","0","0","0","魔法攻擊力提升+{0}","1","0","0","90","124051101","4","240","1","0","1","0","0","0","0","0","提升自身{0}的魔法攻擊力"
"3.6","0","1","0","魔法傷害+{0}","45","3","1","1","124100101","2","45","1","2160","0","0","1","0","0","0","對敵方單體造成{0}的魔法傷害"
"1.2","1","1","0","魔法防禦力降低+{0}","1","3","1","10","124100102","41","1.2","1","2160","18","0","1","0","0","0","降低敵方單體{0}的魔法防禦力"
"7.5","1","2","0","魔法攻擊力提升+{0}","1","3","2","10","124100201","30","7.5","1","2160","12","0","99","0","0","0","提升我方全體{0}的魔法攻擊力"
"4.25","0","2","0","HP回復量+{0}","1","3","2","4","124100202","2","4.25","1","2160","0.34","0","99","0","0","0","回復我方全體{0}的HP"
"50","1","2","0","魔法攻擊力提升+{0}","1","3","2","10","124100301","30","50","1","2160","12","1","1","0","0","0","讓一名夥伴的魔法攻擊力提升{0}"
"12","0","2","0","","2.5","3","2","8","124100302","2","0","1","2160","0","1","1","0","0","0","讓一名夥伴的行動速度上升150％"
"0","0","2","0","","350","3","2","16","124100303","1","0","1","2160","0","1","1","0","0","0","使我方單體的TP恢復350"
"10","1","2","0","魔法攻擊力提升+{0}","1","3","2","10","124101201","30","10","1","2160","12","0","99","0","0","0","提升我方全體{0}的魔法攻擊力"
"4.25","0","2","0","HP回復量+{0}","1","3","2","4","124101202","2","4.25","1","2160","0.34","0","99","0","0","0","回復我方全體{0}的HP"
"0","1","2","0","","2","3","2","10","124101203","120","10","1","2160","12","1","1","0","0","0","提升我方單體魔法攻擊暴擊時的傷害10％"
"15","0","0","0","魔法攻擊力提升+{0}","1","0","0","90","124150101","4","15","1","0","1","0","0","0","0","0","提升自身{0}的魔法攻擊力"
"15","0","0","0","魔法攻擊力提升+{0}","1","0","0","90","124151101","4","240","1","0","1","0","0","0","0","0","提升自身{0}的魔法攻擊力"
"3.6","0","1","0","物理傷害+{0}","45","3","1","1","124200101","1","45","1","2160","0","0","1","0","0","0","對敵方單體造成{0}的物理傷害"
"1","1","1","0","物理防禦力降低+{0}","1","3","1","10","124200102","21","1","1","2160","18","0","1","0","0","0","降低敵方單體{0}的物理防禦力"
"14.4","0","2","0","HP回復量+{0}","1","7","3","4","124200103","1","14.4","1","2160","1.2","0","1","0","0","0","回復自身{0}的HP"
"0","0","2","0","","0","9","3","7","124200201","1","0","1","2160","0","0","1","0","0","0",""
"20","1","2","0","物理攻擊力提升+{0}","1","3","1","10","124200202","10","20","1","150","12","0","99","0","0","0","提升範圍內的我方{0}的物理攻擊力"
"0","1","2","0","","1","3","1","10","124200203","60","50","1","150","12","0","99","0","0","0","使範圍內我方的物理暴擊提升50"
"1","0","2","0","","80","3","1","16","124200204","1","0","1","150","0","0","99","0","0","0","使範圍內我方的TP恢復80"
"1.2","0","1","0","物理傷害+{0}","15","3","1","1","124200301","1","15","1","2160","0","0","1","0","0","0","對敵方單體造成{0}的物理傷害"
"12","0","2","0","吸收傷害量+{0}","72","7","1","6","124200302","6","72","1","-1","0","0","1","0","0","0","展開可吸收{0}傷害量的物理魔法吸收護盾"
"0","0","2","0","","0","9","3","7","124200303","1","0","1","2160","0","0","1","0","0","0",""
"0","1","2","0","","1","3","1","10","124200304","110","8","1","150","12","0","99","0","0","0","提升範圍內我方物理攻擊暴擊時的傷害{0}%"
"0","0","2","0","","0","9","3","7","124201201","1","0","1","2160","0","0","1","0","0","0",""
"30","1","2","0","物理攻擊力提升+{0}","1","3","1","10","124201202","10","30","1","150","12","0","99","0","0","0","提升範圍內的我方{0}的物理攻擊力"
"0","1","2","0","","1","3","1","10","124201203","60","100","1","150","12","0","99","0","0","0","使範圍內我方的物理暴擊率提升100"
"1","0","2","0","","100","3","1","16","124201204","1","0","1","150","0","0","99","0","0","0","使範圍內我方的TP恢復100"
"15","0","0","0","物理攻擊力提升+{0}","1","0","0","90","124250101","2","15","1","0","1","0","0","0","0","0","提升自身{0}的物理攻擊力"
"15","0","0","0","物理攻擊力提升+{0}","1","0","0","90","124251101","2","240","1","0","1","0","0","0","0","0","提升自身{0}的物理攻擊力"
"1.6","0","1","0","魔法傷害+{0}","28.125","3","3","1","124500101","2","28.125","1","2160","0","0","99","0","0","0","對敵方全體造成{0}的魔法傷害"
"0.2","1","1","0","魔法防禦力降低+{0}","1","3","3","10","124500102","41","0.2","1","2160","18","0","99","0","0","0","使全體敵人的魔法防禦力下降{0}"
"0","3","1","0","","4","3","3","26","124500103","124500101","0.65","1","2160","0","0","99","0","0","0",""
"0.225","2","1","0","","4","3","3","26","124500104","124500102","0.225","1","2160","0","0","99","0","0","0",""
"40","1","2","0","魔法攻擊力提升+{0}","1","7","3","10","124500201","30","40","1","-1","12","0","1","0","0","0","提升自身{0}的魔法攻擊力"
"0","1","2","0","","1","7","3","10","124500202","70","200","1","-1","12","0","1","0","0","0","提升自己{0}的魔法暴擊"
"0","1","2","0","","1","7","3","10","124500203","120","10","1","-1","12","0","1","0","0","0","使自身魔法攻擊暴擊時造成的傷害提升10%"
"1","0","2","0","","225","7","3","16","124500204","1","0","1","-1","0","0","1","0","0","0","回復自身{0}的TP"
"1.8","0","1","0","魔法傷害+{0}","22.5","3","3","1","124500301","2","22.5","1","2160","0","0","99","0","0","0","對敵方全體造成{0}的魔法傷害"
"0.7","1","1","0","魔法防禦力降低+{0}","1","3","3","10","124500302","41","0.7","1","2160","12","0","99","0","0","0","使全體敵人的魔法防禦力下降{0}"
"8","2","1","0","","4","3","3","26","124501201","124501204","8","1","2160","0","0","99","0","0","0",""
"0","2","1","0","","4","3","3","26","124501202","124501205","20","1","2160","0","0","99","0","0","0",""
"0","2","1","0","","4","3","3","26","124501203","124501206","1","1","2160","0","0","99","0","0","0",""
"40","1","2","0","魔法攻擊力提升+{0}","1","7","3","10","124501204","30","40","1","-1","12","0","1","0","0","0","提升自身{0}的魔法攻擊力"
"0","1","2","0","","1","7","3","10","124501205","70","200","1","-1","12","0","1","0","0","0","提升自己{0}的魔法暴擊"
"0","1","2","0","","1","7","3","10","124501206","120","10","1","-1","12","0","1","0","0","0","使自身魔法攻擊暴擊時造成的傷害提升10%"
"1","0","2","0","","225","7","3","16","124501207","1","0","1","-1","0","0","1","0","0","0","回復自身{0}的TP"
"15","0","0","0","魔法攻擊力提升+{0}","1","0","0","90","124550101","4","15","1","0","1","0","0","0","0","0","提升自身{0}的魔法攻擊力"
"15","0","0","0","魔法攻擊力提升+{0}","1","0","0","90","124551101","4","240","1","0","1","0","0","0","0","0","提升自身{0}的魔法攻擊力"
"0.08","1","2","0","回復量+{0}","1.6","3","3","48","124600101","2","1.6","1","2160","0","0","99","10.5","0","0","使全體我方的每秒HP恢復{0}"
"32","1","2","0","物理攻擊力提升+{0}","1","20","3","10","124600102","10","32","1","2160","18","0","99","0","0","0","讓目標夥伴的物理攻擊力提升{0}"
"0","1","2","0","","1","20","3","10","124600103","60","80","1","2160","18","0","99","0","0","0","提升該目標夥伴{0}的物理暴擊"
