975149f63d21509dea4a705c76dbb4107b3977118721e05758f09a23633a0fc2,27fa61e64e16a69593f9dcf01060ab05b214500dea6e3eb2834feb8292ae5cd4,b65053c2544a3f084ceec927b29c5847881347438496058d589cb8248e5a7133,e7b28a2dc044107c9c7d44e925ce74fe4dac5ab6ad57bff262b05f3b3125ce82,355425205a84f6cb04d3a6dd61e94c0adc643c9567216481208b58e83575d97b,50a046a562adcdeb15ea4b8832fdbb6d2e0ed8666a09f4897511941dec46a021,b38391e0ff0121434f316a3c4d2fef388c2f63b7a49fbf5fa44e5c3a4f401eb2,3e486c96e4ea07b2e07ca7638a8b2587a988dc7ce602898426e01efdd859111d,059c9dfe002df648cebc2f3d7db185dae17c7487bd7c7e8bfcb5941d171275d8,9f354a82fab14dee01aac3287908295d35a214ffdffa9b03a9417ee670092910,f770981680695282839e43c70667e91299a8f13ce8dd21a4139c51b4e78272c9,b194e006dbc70f73992ced8c8252bc4538f33c1aa0216e13c0b4c1396a365443,a61a425dff1e4db89d86611e5eeecbf9c7f6fdf3f2302848a0cf4947014d12e4
"1","0","270","0","0","303000","1.8","托爾披頓","0","1000","使大海原暴走，並喚起狂風暴雨的雙魚座之魔星獸。\n周邊小弟身上的紅魚鰭，是扁人剛好啦！的證明。\n\n・更加地容易受到物理攻擊力提升、降低的效果\n　影響。\n‧必殺技，能夠對全體敵人造成大幅度的物理傷害，\n　並且能夠再使自己的行動速度與物理攻擊力\n　提升。\n・對敵方全體造成小幅度的物理傷害。\n・對前方的 2 名敵人造成中幅度的物理傷害，\n　並小幅度降低其物理防禦力。","16","303000"
"1","0","270","0","0","303001","1.8","托爾披頓","0","1000","【物理】背負著大海而聳立，爆走的雙魚座魔星獸。\n被他吸引的小弟居於背上。與牠一同邁向霸道之極。\n\n‧戰鬥開始時，中幅度提升自身的物理防禦力\n　與魔法防禦力。\n　因防禦力提升效果而上升的防禦力，\n　在戰鬥中不會受到防禦力下降技能的影響。\n‧中幅度降低來自托爾披頓所有傷害產生的\n　隊伍角色TP恢復量。\n‧必殺技會解除敵方全體的護盾，\n　且造成小幅度的物理傷害，\n　再特大幅度提升自身的行動速度及物理攻擊力。\n　此技能造成的傷害將不會恢復TP。\n‧對敵方全體造成固定的物理傷害。\n　此技能造成的傷害將不會恢復TP。\n‧對距離最近的２名敵人造成小幅度的物理傷害，\n　並小幅度降低其物理防禦力。此技能所造成的\n　狀態異常，即使傷害無效也會施加。","16","303001"
"1","0","270","0","0","303002","1.8","托爾披頓","0","1000","【物理】背負著大海而聳立，爆走的雙魚座魔星獸\n被他吸引的小弟居於背上。\n與牠一同邁向霸道之極。\n\n‧戰鬥開始時，\n　中幅度提升自身的物理防禦力與魔法防禦力。\n　因防禦力提升效果而上升的防禦力，\n　在戰鬥中不會受到防禦力下降技能的影響。\n‧中幅度降低來自托爾披頓所有傷害產生的\n　隊伍角色TP恢復量。\n‧必殺技會解除敵方全體的護盾，\n　且造成小幅度的物理傷害，\n　再特大幅度提升自身的行動速度及物理攻擊力。\n　此技能造成的傷害將不會恢復TP。\n‧對敵方全體造成固定的物理傷害。\n　再依照拿著旗子的小弟數量\n　追加固定的物理傷害。\n　此技能造成的傷害將不會恢復TP。\n‧對距離最近的２名敵人造成小幅度的物理傷害，\n　並中幅度降低其物理防禦力。\n　此技能的效果，即使傷害無效也會施加。\n‧召喚２隻拿著旗子的小弟，並解除自身的\n　物理防禦力降低及魔法防禦力降低效果。\n‧拿著旗子的小弟\n　將會小幅度恢復托爾披頓的ＴＰ。\n‧當拿著旗子的小弟的ＨＰ低於一定數值時，\n　敵方全體的物理攻擊力與魔法攻擊力\n　將會小幅度提升，\n　並小幅度降低托爾披頓的\n　物理防禦力與魔法防禦力直到戰鬥結束，\n　同時當場消失。","16","303002"
"1","0","270","0","0","303003","1.8","托爾披頓","0","1000","【物理】背負著大海而聳立，爆走的雙魚座魔星獸\n被他吸引的小弟居於背上。\n與牠一同邁向霸道之極。\n\n‧戰鬥開始時，\n　大幅度提升自身物理防禦力及魔法防禦力。\n　因防禦力提升效果而上升的防禦力，\n　在戰鬥中不會受到防禦力下降技能的影響。\n‧戰鬥開始時，對自身施加\n　ＴＰ降低減少100％的效果。\n‧戰鬥開始時，\n　特大幅度降低敵方全體的HP吸收，\n　並且中幅度降低ＴＰ上升。\n‧特大幅度降低來自托爾披頓所有傷害產生的\n　隊伍角色TP恢復量。\n‧必殺技會解除敵方全體的護盾，\n　且造成小幅度的物理傷害，\n　再特大幅度提升自身的行動速度及物理攻擊力。\n　此技能造成的傷害將不會恢復TP。\n‧對敵方全體造成固定的物理傷害。\n　再依照拿著旗子的小弟數量\n　追加固定的物理傷害。\n　此技能造成的傷害將不會恢復TP。\n‧對距離最近的２名敵人造成小幅度的物理傷害，\n　並中幅度降低其物理防禦力。\n　此技能的效果，即使傷害無效也會施加。\n‧召喚３隻拿著旗子的小弟，並解除自身的\n　物理防禦力降低及魔法防禦力降低效果。\n‧拿著旗子的小弟\n　將會小幅度恢復托爾披頓的ＴＰ。\n‧當拿著旗子的小弟的ＨＰ低於一定數值時，\n　敵方全體的物理攻擊力與魔法攻擊力\n　將會小幅度提升，\n　並小幅度降低托爾披頓的物理防禦力與\n　魔法防禦力直到戰鬥結束，\n　同時當場消失。","16","303003"
"1","0","270","0","0","303002","1.8","托爾披頓","0","1000","【物理】背負著大海而聳立，爆走的雙魚座魔星獸\n被他吸引的小弟居於背上。\n與牠一同邁向霸道之極。\n\n‧戰鬥開始時，\n　中幅度提升自身的物理防禦力與魔法防禦力。\n　因防禦力提升效果而上升的防禦力，\n　在戰鬥中不會受到防禦力下降技能的影響。\n‧中幅度降低來自托爾披頓所有傷害產生的\n　隊伍角色TP恢復量。\n‧必殺技會解除敵方全體的護盾，\n　且造成小幅度的物理傷害，\n　再特大幅度提升自身的行動速度及物理攻擊力。\n　此技能造成的傷害將不會恢復TP。\n‧對敵方全體造成固定的物理傷害。\n　再依照拿著旗子的小弟數量\n　追加固定的物理傷害。\n　此技能造成的傷害將不會恢復TP。\n‧對距離最近的２名敵人造成小幅度的物理傷害，\n　並中幅度降低其物理防禦力。\n　此技能的效果，即使傷害無效也會施加。\n‧召喚２隻拿著旗子的小弟，並解除自身的\n　物理防禦力降低及魔法防禦力降低效果。\n‧拿著旗子的小弟\n　將會小幅度恢復托爾披頓的ＴＰ。\n‧當拿著旗子的小弟的ＨＰ低於一定數值時，\n　敵方全體的物理攻擊力與魔法攻擊力\n　將會小幅度提升，\n　並小幅度降低托爾披頓的\n　物理防禦力與魔法防禦力直到戰鬥結束，\n　同時當場消失。","16","303004"
"1","0","270","0","0","303100","3.5","冬眠之熊","0","1000","【物理】躲藏於冰穴最深處，\n決意要終身冬眠的巨大野熊。\n長年累月在睡夢中度過，\n僅於狩獵的一瞬間甦醒過來。\n\n‧對全體敵人造成大幅度的魔法傷害，\n　並降低其物理攻擊力。\n\n‧對前方的 3 名角色造成小幅度的\n　物理傷害。並且將前方的 1 名角色\n　大幅度擊飛，再施加凍結狀態\n　降低其移動速度。","13","303100"
"1","0","270","0","0","303101","3.5","冬眠之熊","0","1000","【物理】決意要終身冬眠，窩在冰穴終年不出的巨大野熊。\n每天都在睡夢中度過，僅會在要狩獵的一瞬間甦醒。\n\n‧戰鬥開始時，\n　小幅度提升自身的物理防禦力與魔法防禦力。\n　以此防禦力提升效果上升的防禦力，\n　在戰鬥中不會受到防禦力下降技能的影響。\n‧戰鬥開始時，\n　對自身施加魔法傷害降低20％的效果。\n‧必殺技能夠對敵方全體造成大幅度的魔法傷害，\n　同時大幅度降低物理攻擊力與魔法攻擊力。\n　此技能所造成的狀態異常，\n　即使傷害無效也會施加。\n　此技能所造成的傷害，\n　不會使敵人恢復TP。\n‧對前方的3名角色造成小幅度的\n　物理傷害。並且將前方的1名角色\n　大幅度擊飛，再施加凍結狀態\n　降低其移動速度。\n‧對前方的1名角色造成特大幅度的物理傷害。\n　此技能造成的傷害會減少TP恢復量。","13","303101"
"1","0","270","0","0","303102","3.5","冬眠之熊","0","1000","【物理】決意要終身冬眠，窩在冰穴終年不出的巨大野熊。\n每天都在睡夢中度過，僅會在要狩獵的一瞬間甦醒。\n\n‧戰鬥開始時，\n　小幅度提升自身的物理防禦力與魔法防禦力。\n　以此防禦力提升效果上升的防禦力，\n　在戰鬥中不會受到防禦力下降技能的影響。\n‧戰鬥開始時，\n　對自身施加魔法傷害降低50％的效果。\n‧必殺技能夠對敵方全體造成大幅度的魔法傷害，\n　同時大幅度降低物理攻擊力與魔法攻擊力。\n　此技能所造成的狀態異常，\n　即使傷害無效也會施加。\n　此技能所造成的傷害，\n　不會使敵人恢復TP。\n‧對前方的3名角色造成小幅度的\n　物理傷害。並且將前方的1名角色\n　大幅度擊飛，再施加凍結狀態\n　降低其移動速度。‧對前方的1名角色造成特大幅度的物理傷害。\n　此技能造成的傷害會減少TP恢復量。","13","303102"
"1","0","270","0","0","303103","3.5","冬眠之熊","0","1000","【物理】決意要終身冬眠，窩在冰穴終年不出的巨大野熊。\n每天都在睡夢中度過，僅會在要狩獵的一瞬間甦醒。\n\n‧戰鬥開始時，\n　小幅度提升自身的物理防禦力與魔法防禦力。\n　以此防禦力提升效果上升的防禦力，\n　在戰鬥中不會受到防禦力下降技能的影響。\n‧戰鬥開始時，\n　對自身施加魔法傷害降低50％的效果。\n‧戰鬥開始時，\n　中幅度提升我方全體的TP。\n‧必殺技能夠對敵方全體造成大幅度的魔法傷害，\n　同時大幅度降低物理攻擊力與魔法攻擊力。\n　此技能所造成的狀態異常，\n　即使傷害無效也會施加。\n　此技能所造成的傷害，\n　不會使敵人恢復TP。\n‧對前方的3名角色造成小幅度的\n　物理傷害。並且將前方的1名角色\n　大幅度擊飛，再施加凍結狀態\n　降低其移動速度。\n‧對前方的1名角色造成特大幅度的物理傷害。\n　此技能造成的傷害會減少TP恢復量。","13","303103"
"1","0","270","0","0","303104","3.5","冬眠之熊","0","1000","【物理】決意要終身冬眠，窩在冰穴終年不出的巨大野熊。\n每天都在睡夢中度過，僅會在要狩獵的一瞬間甦醒。\n\n‧戰鬥開始時，\n　小幅度提升自身的物理防禦力與魔法防禦力。\n　以此防禦力提升效果上升的防禦力，\n　在戰鬥中不會受到防禦力下降技能的影響。\n‧戰鬥開始時，\n　對自身施加魔法傷害降低70％的效果。\n‧戰鬥開始時，\n　中幅度提升我方全體的TP。\n‧必殺技能夠對敵方全體造成大幅度的魔法傷害，\n　並大幅度降低物理攻擊力與魔法攻擊力，\n　同時再對敵方全體造成暈眩。\n　此技能所造成的狀態異常，\n　即使傷害無效也會施加。\n　此技能所造成的傷害，\n　不會使敵人恢復TP。\n‧對前方的3名角色造成小幅度的\n　物理傷害。並且將前方的1名角色\n　大幅度擊飛，再施加凍結狀態\n　降低其移動速度。\n‧對前方的1名角色造成特大幅度的物理傷害。\n　此技能造成的傷害會減少TP恢復量。","13","303104"
"1","0","270","0","0","303105","3.5","冬眠之熊","0","1000","【物理】決意要終身冬眠，窩在冰穴終年不出的巨大野熊。\n每天都在睡夢中度過，僅會在要狩獵的一瞬間甦醒。\n\n‧戰鬥開始時，\n　小幅度提升自身的物理防禦力與魔法防禦力。\n　以此防禦力提升效果上升的防禦力，\n　在戰鬥中不會受到防禦力下降技能的影響。\n‧戰鬥開始時，\n　對自身施加魔法傷害降低100％的效果。\n‧戰鬥開始時，\n　中幅度提升我方全體的TP。\n‧必殺技能夠對敵方全體造成大幅度的魔法傷害，\n　並大幅度降低物理攻擊力與魔法攻擊力，\n　同時再對敵方全體造成暈眩。\n　此技能所造成的狀態異常，\n　即使傷害無效也會施加。\n　此技能所造成的傷害，\n　不會使敵人恢復TP。\n‧對前方的3名角色造成小幅度的\n　物理傷害。並且將前方的1名角色\n　大幅度擊飛，再施加凍結狀態　降低其移動速度。\n‧對前方的1名角色造成特大幅度的物理傷害。\n　此技能造成的傷害會減少TP恢復量。","13","303105"
"1","0","270","0","0","303106","3.5","冬眠之熊","0","1000","【物理】決意要終身冬眠，窩在冰穴\n終年不出的巨大野熊。每天都在睡夢中度過，\n僅會在要狩獵的一瞬間甦醒。\n\n‧發動環境效果【寒氣凜冽】。\n此技能的效果適用於敵人、我方全體。\n　小幅度降低敵人、我方全體的行動速度。\n　此技能的效果可與其他行動速度變化技能疊加。\n　同時每經過一定時間，\n　對行動速度低於初期數值的敵人施加凍結狀態。\n‧戰鬥開始時，\n　中幅度提升自身的物理防禦力與魔法防禦力。\n　以此防禦力提升效果而上升的防禦力，\n　在戰鬥中不會受到防禦力下降技能的影響。\n‧戰鬥開始時，\n　對自身施加TP降低減少50％的效果。\n‧戰鬥開始時，\n　特大幅度降低敵方全體的HP吸收。\n‧使自身在一次行動中所受到的傷害值衰減。\n　傷害值上升得越高，衰減率也會隨之上升。\n‧戰鬥開始時，\n　對敵方全體施加TP上升上限效果。\n‧中幅度降低來自冬眠之熊所有傷害產生的\n　隊伍角色TP恢復量。\n‧必殺技會對敵方全體造成大幅度的魔法傷害。\n　同時大幅度降低敵方全體的物理攻擊力、\n　魔法攻擊力與行動速度。\n　此技能造成的傷害，\n　將不會使敵人恢復TP。\n　此技能造成的狀態異常，\n　即使傷害無效也會施加。\n‧對前方的3名敵人造成小幅度的物理傷害。\n　同時擊退前方的1名敵人，\n　並施加凍結狀態，降低其移動速度。\n　此技能造成的狀態異常，\n　即使傷害無效也會施加。","13","303106"
"1","0","270","0","0","303200","1.6","寒冰孔雀夫人","0","1000","【物理】伴隨著暴風雪現身，\n會呼朋引伴的襲擊\n侵犯地盤的人，\n是雪國之中最華麗的女士。\n\n‧對前方的 4 名角色造成中幅度的\n　魔法傷害。\n\n‧對隨機的 2 名角色造成\n　小幅度的魔法傷害，\n　並且施加凍結狀態。","6","303200"
"1","0","270","0","0","303300","2.1","石像鬼","0","1000","【物理】遺留在腐朽的遺跡裡，守護著\n主人死去的地方，謎樣的鳥型雕像。\n隨著城鎮、命令的逝去，現在的他們\n無論來者是誰，全部予以火焰攻擊。\n\n‧對前方5名角色造成中幅度魔法\n　傷害，並且施加火傷狀態。同時\n　降低魔法防禦力。\n\n‧隨機對3名角色造成\n　小幅度的魔法傷害，\n　同時使其陷入黑暗狀態。","13","303300"
"1","0","270","0","0","303301","2.1","闇黑石像鬼","0","1000","【物理】侍奉於暴食的君主，禁衛軍的黑鐵像。\n以巧妙伎倆拐騙於冥府徬徨之魂，再獻之於主。\n\n【特殊效果】\n‧提升自身的物理／魔法防禦力（不可降低）\n【必殺技】\n‧對進行物理攻擊的敵方全體施加火傷\n‧自身的物理防禦力越高：傷害提升\n‧對進行魔法攻擊的敵方全體施加火傷\n‧自身的魔法防禦力越高：傷害提升\n‧降低敵方全體的ＨＰ吸收\n【技能１】\n‧對敵方全體造成魔法傷害（無視飛行效果）\n‧擊退敵方全體（無視飛行效果、必中）","13","303301"
"1","0","270","0","0","303302","2.1","闇黑石像鬼","0","1000","【物理】侍奉於暴食的君主，禁衛軍的黑鐵像。\n以巧妙伎倆拐騙於冥府徬徨之魂，再獻之於主。\n\n【特殊效果】\n‧提升自身的物理／魔法防禦力（不可降低）\n‧使自身免疫ＴＰ降低\n‧降低敵方全體的ＴＰ上升\n‧降低敵方全體的ＨＰ吸收\n【必殺技】\n‧對進行物理攻擊的敵方全體施加火傷\n‧自身的物理防禦力越高：傷害提升\n‧對進行魔法攻擊的敵方全體施加火傷\n‧自身的魔法防禦力越高：傷害提升\n‧降低敵方全體的ＨＰ吸收\n【技能１】\n‧對敵方全體造成魔法傷害（無視飛行效果）\n‧擊退敵方全體（無視飛行效果、必中）\n‧降低前方範圍的移動速度（無視飛行效果、\n　必中）","13","303302"
"1","0","270","0","0","303303","2.1","沙塵石像鬼","0","1000","【物理】蘊含塔之魔力而寄宿著生命的\n砂岩雕像魔物。在沙塵飛揚之地等待敵人，\n再吐出灼熱火焰襲擊。\n\n‧對前方的範圍內造成大幅度的魔法傷害，\n　使其陷入火傷狀態。\n　並且中幅度降低魔法防禦力。\n‧對前方的3名角色造成中幅度的魔法傷害，\n　並使敵方全體陷入黑暗狀態。\n‧對面前的1名敵方角色造成大幅度的物理傷害。\n　對敵方全體中火傷狀態的敵人造成\n　大幅度的魔法傷害。","13","303303"
"1","0","270","0","0","303304","2.1","滴水嘴獸","0","1000","【物理】守護黃沙大地的漆黑惡魔像\n對著遼闊的沙漠一端，\n噴吐焚盡一切氣息，\n阻擋冒險者在灼熱大地前進。\n\n‧必殺技能夠對敵方全體\n　造成中幅度的魔法傷害，\n　施加火傷狀態，\n　同時小幅度降低魔法防禦力。\n　在此技能造成的傷害狀態下，\n　敵人不會恢復TP。\n\n‧對前方1名敵人造成\n　中幅度的魔法傷害，\n　再對敵方全體\n　造成中幅度的魔法傷害，\n　並中幅度降低物理攻擊力\n　與魔法攻擊力。","13","303304"
"1","0","270","0","0","303305","2.1","闇黑石像鬼","0","3000","【物理】侍奉於暴食的君主，禁衛軍的黑鐵像。\n以巧妙伎倆拐騙於冥府徬徨之魂，再獻之於主。\n\n【特殊效果】\n‧所有技能傷害不可恢復ＴＰ\n【必殺技】\n‧對進行物理攻擊的敵方全體施加火傷（無視飛行效果、\n　ＴＰ不可恢復）\n‧自身的物理防禦力越高：傷害提升\n‧對進行魔法攻擊的敵方全體施加火傷（無視飛行效果、\n　ＴＰ不可恢復）\n‧自身的魔法防禦力越高：傷害提升\n‧降低敵方全體的ＨＰ吸收（無視飛行效果）\n【技能１】\n‧對敵方全體造成物理傷害（ＴＰ不可恢復）\n‧擊退敵方全體（必中）\n‧對前方１名敵人造成魔法固定傷害（ＴＰ不可\n　恢復）\n【普通攻擊】\n‧對前方１名敵人造成物理傷害","13","303305"
"1","0","270","0","0","303306","2.1","闇黑石像鬼","0","3000","【物理】侍奉於暴食的君主，禁衛軍的黑鐵像。\n以巧妙伎倆拐騙於冥府徬徨之魂，再獻之於主。\n\n【特殊效果】\n‧所有技能傷害不可恢復ＴＰ\n【必殺技】\n‧對進行物理攻擊的敵方全體施加火傷\n‧自身的物理防禦力越高：傷害提升\n‧對進行魔法攻擊的敵方全體施加火傷\n‧自身的魔法防禦力越高：傷害提升\n‧降低敵方全體的ＨＰ吸收\n【技能１】\n‧對敵方全體造成魔法傷害\n‧擊退敵方全體（必中）\n‧對前方１名敵人造成魔法固定傷害","13","303306"
"1","0","270","0","0","303400","1.9","沙蜥蜴","0","1000","【物理】在生存競爭激烈的\n沙漠中的王者，是隻巨大蜥蜴。\n使用劇毒，活用沙子的戰略，\n就是嚴酷環境中習得的生存之道。\n\n‧對全體敵人造成中幅度的物理傷害\n，並降低其行動速度。\n　再提升全體夥伴的物理攻擊力。\n‧對以前方 1 名角色為中心的\n　小範圍內造成小幅度的物理傷害，\n　並施加中毒狀態。再降低其物理\n　防禦力。","13","303400"
"1","0","270","0","0","303401","1.9","岩之錘","0","1000","【物理】身負月之魔力而產生變異的巨大蜥蜴。\n棘狀且堅硬的鱗片，能輕易削去敵人的體力與鎧甲。\n\n‧對全體敵人造成大幅度的物理傷害，\n　並且減少其TP。\n‧對前方的 2 名角色造成中幅度的物理傷害，\n　並且使其中毒。\n‧對前方的 3 名角色造成物理傷害。\n　並對前方的 1 名敵人\n　造成大幅度的物理傷害，\n　並中幅度降低其物理防禦力和魔法防禦力。","13","303401"
"1","0","270","0","0","303402","1.9","岩之錘","0","1000","【物理】身負月之魔力而產生變異的巨大蜥蜴。\n棘狀且堅硬的鱗片，能輕易削去敵人的體力與鎧甲。\n\n‧對全體敵人造成大幅度的物理傷害，\n　並且減少其TP。\n‧對前方的 2 名角色造成中幅度的物理傷害，\n　並且使其中毒。\n‧對前方的 3 名角色造成物理傷害。\n　並對前方的 1 名敵人\n　造成大幅度的物理傷害，\n　並中幅度降低其物理防禦力和魔法防禦力。","13","303402"
"1","0","270","0","0","303403","1.9","岩之錘","0","1000","【物理】在嚴酷環境中變異的巨型蜥蜴。\n其身披的堅硬棘刺狀鱗片能削弱敵人的體力與鎧甲。\n\n【特殊效果】\n‧降低自身的物理／魔法防禦力（不可降低）\n【必殺技】\n‧解除敵方全體的護盾\n‧對敵方全體造成物理傷害\n‧降低敵方全體的物理／魔法攻擊力（必中）\n【技能１】\n‧對敵方全體造成物理傷害\n‧降低敵方全體的物理防禦力（必中）","13","303403"
"1","0","270","0","0","303404","1.9","岩之錘","0","1000","【物理】在嚴酷環境中變異的巨型蜥蜴。\n其身披的堅硬棘刺狀鱗片能削弱敵人的體力與鎧甲。\n\n【特殊效果】\n‧降低自身的物理／魔法防禦力（不可降低）\n‧減少降低自身ＴＰ\n‧降低敵方全體的ＴＰ上升\n‧降低敵方全體的ＨＰ吸收\n【必殺技】\n‧解除敵方全體的護盾\n‧對敵方全體造成物理傷害\n‧降低敵方全體的物理／魔法攻擊力（必中）\n【技能１】\n‧對敵方全體造成物理傷害\n‧降低敵方全體的物理防禦力（必中）\n【普通攻擊】\n‧對前方１名敵人造成物理傷害\n‧降低前方１名敵人的物理／魔法攻擊傷害\n　（必中）","13","303404"
"1","0","270","0","0","303405","1.9","岩之錘","0","1000","【物理】帶有深域的魔力變異的巨型蜥蜴。\n其身披的堅硬棘刺狀鱗片能削弱敵人的體力與鎧甲。\n\n【特殊效果】\n‧所有技能傷害不可恢復ＴＰ\n【必殺技】\n‧解除敵方全體的護盾\n‧對敵方全體造成物理傷害\n‧降低敵方全體的物理／魔法攻擊力（必中）\n【技能１】\n‧對敵方全體造成物理傷害\n‧降低敵方全體的物理防禦力（必中）\n【普通攻擊】\n‧對前方１名敵人造成物理傷害\n‧降低前方１名敵人的物理／魔法攻擊造成傷害\n　（必中）","13","303405"
"1","0","270","0","0","303500","1.8","怒蛇","0","1000","【物理】從吸取他人的魔力之中，\n體悟出了妖術的魔物。\n能從敵人的傷口上奪取魔力，\n進而獲得更大的力量。\n\n‧對全體敵人造成中幅度的魔法傷害，\n　並降低全體敵人中\n　魔法攻擊角色的 TP。\n\n‧對以前方 1 名角色為中心的\n　小範圍內造成小幅度的魔法傷害，\n　並降低其魔法防禦力。","13","303500"
"1","0","270","0","0","303501","1.8","怒蛇","0","1000","【物理】藉由持續吸取他人魔力獲得妖術的魔物。\n傷害敵人並奪取體力，進而奪取性命。\n\n‧戰鬥開始時，\n　小幅度提升自身的物理防禦力與魔法防禦力。\n　以此防禦力提升效果而上升的防禦力，\n　在戰鬥中不會受到防禦力下降技能的影響。\n‧中幅度降低來自怒蛇所有\n　傷害產生的隊伍角色TP恢復量。\n‧來自怒蛇造成的所有狀態異常與能力弱化效果，\n　即使傷害無效也會施加。\n‧必殺技會包含飛行狀態的角色在內，\n　對敵方全體造成中幅度的魔法傷害，\n　施加中毒狀態，\n　並特大幅度降低其物理攻擊力\n　與魔法攻擊力。\n　此技能施加的中毒狀態所造成的傷害，\n　將不會恢復TP。\n‧對前方中範圍內的敵方全體\n　造成特大幅度的物理傷害，\n　中幅度降低HP恢復量，\n　並施加暈眩狀態。","13","303501"
"1","0","270","0","0","303502","1.8","怒蛇","0","1000","【物理】藉由持續吸取他人魔力獲得妖術的魔物。\n傷害敵人並奪取體力，進而奪取性命。\n\n‧戰鬥開始時，中幅度提升自身的物理防禦力，\n　並大幅度提升自己的魔法防禦力。\n　以此防禦力提升效果\n　而上升的防禦力，在戰鬥中不會受到\n　防禦力下降技能的影響。\n‧戰鬥開始時，對自身施加ＴＰ降低減少100％\n　的效果。\n‧戰鬥開始時，特大幅度降低敵方全體的HP吸收\n　，並且小幅度降低ＴＰ上升。\n‧特大幅度降低來自怒蛇\n　所有傷害產生的隊伍角色\n　TP恢復量。\n‧來自怒蛇造成的所有狀態異常與\n　能力弱化效果，即使傷害無效\n　也會施加。\n‧必殺技會包含飛行狀態的角色在內，\n　對敵方全體造成中幅度的魔法傷害，\n　施加中毒狀態，\n　並特大幅度降低其物理攻擊力、魔法攻擊力\n　與HP吸收。\n　此技能施加的中毒狀態所造成的傷害，\n　將不會恢復TP。\n‧對前方中範圍內的敵方全體\n　造成特大幅度的物理傷害，\n　特大幅度降低HP恢復量，\n　並施加暈眩狀態。","13","303502"
"1","0","270","0","0","303503","1.8","怒蛇","0","1000","【物理】以持續吸取他人魔力，習得妖術的魔物。\n從敵人的傷口中奪取魔力，追求更強大的力量。\n\n‧小幅度降低來自怒蛇\n　所有傷害產生的\n　隊伍角色TP恢復量。\n‧必殺技會以最靠近的1名敵人為中心，\n　造成小範圍的中毒狀態。同時，\n　中幅度降低敵方全體的物理攻擊力，\n　以及大幅度降低其魔法攻擊力。此技能施加的中毒狀態所造成的傷害，\n　不會恢復TP。\n‧以最靠近的1名敵人為中心，\n　造成小範圍的大幅度物理傷害。","13","303503"
"1","0","270","0","0","303504","1.8","怒蛇","0","1000","【物理】以持續吸取他人魔力，習得妖術的魔物。\n傷害敵人並奪取體力，進而奪取性命。\n\n\n‧減少全技能傷害的ＴＰ恢復\n【必殺技】\n‧對最前方的１名敵人及其周圍施加中毒（ＴＰ不可恢復）\n‧降低敵方全體的物理／魔法攻擊力\n‧降低敵方全體的ＨＰ吸收\n【技能１】\n‧對最前方的１名敵人及其周圍造成物理傷害\n【普通攻擊】\n‧對前方１名敵人造成物理傷害","13","303504"
"1","0","270","0","0","303505","1.8","怒蛇","0","1000","【魔法】以持續吸取他人魔力，習得妖術的魔物。\n從敵人的傷口中奪取魔力，追求更強大的力量。\n\n‧特大幅度降低來自怒蛇\n　所有傷害產生的隊伍角色TP恢復量。\n‧來自怒蛇造成的所有狀態異常\n　與能力弱化效果，\n　即使傷害無效也會施加。\n‧必殺技會包含飛行狀態的角色在內，\n　對敵方全體造成中幅度的魔法傷害，\n　施加中毒狀態，\n　並特大幅度降低其物理攻擊力、魔法攻擊力\n　與HP吸收。\n　此技能施加的中毒狀態所造成的傷害，\n　將不會恢復TP。\n‧對前方中範圍內的敵方全體\n　造成特大幅度的物理傷害，\n　特大幅度降低HP恢復量，\n　並施加暈眩狀態。","13","303505"
"1","0","270","0","0","303600","1.7","熾焰巨獸龍","0","1000","【物理】靠著強韌的雙腳與銳利的爪子，\n可在一瞬間捕獲獵物的兇猛恐龍。\n在滅亡的大地上吞食熔岩，\n找出生存之道的孤高存在。\n\n‧對全體敵人造成中幅度的物理傷害，\n　並提升自己的行動速度。\n\n‧對前方的 3 名敵人造成中幅度的物理傷害，\n　並降低其行動速度。","13","303600"
"1","0","270","0","0","303601","1.7","熾焰巨獸龍","0","1000","【物理】擁有強韌雙腳與銳利爪子的兇猛恐龍。\n在滅亡的大地上吞食熔岩求存的孤高存在。\n\n‧戰鬥開始時，對自己使用傷害上限技能，\n　在一次行動中受到的傷害超過一定值時，\n　減少所受到傷害量。\n‧戰鬥開始時，\n　小幅度提升自身的物理防禦力與魔法防禦力。\n　以此防禦力提升效果而上升的\n　防禦力，在戰鬥中不會受到防禦力下降\n　技能的影響。\n‧必殺技能夠對敵方全體造成中幅度的物理傷害，\n　同時大幅度提升自身行動速度。\n　此技能所造成的傷害，\n　不會使敵人恢復TP。\n‧對前方的3名角色造成中幅度的物理傷害，\n　並中幅度降低其行動速度。\n‧對前方的1名角色造成特大幅度的物理傷害。\n　此技能造成的傷害會減少TP恢復量。","13","303601"
