08f2ec8592ebb6158cecb85a96011a96b1c7ad41a356ce4671c83c5c10164499,7d5a385afc5d63f81ab3e0ff984489d8fac10598af920bb6b1cfa97ccda2ed76,1d6364ff6f303ca46bc7bb5ad03c0287ca8da353deebdfe5a88a3ab0e65edfac,d2cbc749c80c3d8382a20716f9118a88d451da4496f2320d179835e35e51f32d,ced1ed9c4fc25c906ce8fd349cb5237913883c0386edcceae6be4794b7fc9a2e,9409f64b4a1159c8cd5c44fe35f10ac372b99003a14d95d19544c51d510c4451,b74b935ed5a5576318f4f8c1170c005c56dc94148d1d9acd57a9c2f3d8034612,b6c6c294af36085a8ab5e1d74a636608102ac8620e10ab906819e52813b3159d,cbd08ca957682bb9c0f4dfdb92204d3204825c36be5b6e9b237897c387bf1f29,7d4b2bf892ddace998f13a2033b31f1a17bae6033f8b42cba14aafcdea8bb28d,f571140d76b18fe02e749648e0c7e7021e56ee32af885a41eb67541cc764a511,a03de3b6804529dcf77dab46277fb21bae8b3ef389f7b1e0485b08048dbf1a15,b9ae35138945be2ef17a1c8912a306cdfe12608404d135ac5e27767e7c4b1e62,2d9c1ef800c5e4e94b48372bb30a75f4c5ea00f6005d95f351d69ecd7ac7a23d,87b37f3095a9ccd72407ff7d92cc115f23b9dda752dca5bf42a4c73d0ea6d43d,12034ae7d1fa3e3ea6c45d27c0b11e47970a8aa8ef1982a91eb9f73e8e08b6c7,0746d46b8b9ab3b9529ab0dfdbded90d93e59d8ffc1f7a81c7e922d19ea9dfdc,a05c518df26afcd871d78705e77a2e8e68ebf6e47a0fbb5dc90f55ae0d7a475a,6a5152cb0f31d0039c5f0a6ae6054683ff8ad9893adba2b1c02e6f6cb6b264ec,ef09dc7720de93ae518aebacc4be750dc35ed67d4e5266893d9b77863bc49421,f5276e382c9055cb67cc52dc212d9e36ef236ccb93fe6f3ad7928192d21b2e95,521d43e8d77071700e48388202506c898a3ac05d5275d50709ae9616446a4107,efafe400b89fad005434b386004982cee374852e466a46fe826c8db9b1123902,6b0dec4369f9df16d2ddcad162009a59d35fc54994e9440405acfefb993cdb9b,11347a3a25877893a390e49c303363a129b0ab625a9ad0ae6533a03431b7b19b,eda3adbfa0af336c580fb496cb6cbbc7471e9a23873418deb57821778c1b797d,6dc93e48fac84794fe7e99db9b68a319b2dbc9e3cfcf834bd9490c3b8835861a,fed7de83e3fca4666ac403e2264be525ca3cd8450621d5aedad8a9963d56ca33,c43c062fa42d7c2caf256717e33fe087c6c3594d5f72c51765a1b78d6fc54055,f1a65302d44e947a548049a0b0c31f8738d519688a7b6b213bbe79afe6fa1096,4cf6cb1eda2d1f382359e5355a16fc4d5caf0c9c38759759c5d5eab683b4b461
"100","100","1","100","1","1","34","100","1003730104","1","1003730104","33","1","100","1003730102","6","1","0","10037301","1","1003730101","100","1003730104","0","1003730104","1003730104","1003730104","1","0","1003730103","100"
"100","100","1","100","1","1","100","100","1003740103","1","1003740106","100","1","100","1003740102","6","1","100","10037401","1","1003740101","100","1003740104","1003740110","1003740108","1003740107","1003740105","1","1","1003740109","100"
"100","33","1","100","0","1","0","100","1003810103","1","0","0","0","0","1003810103","1","1","0","10038101","0","1003810101","0","1003810103","0","0","0","1003810102","0","0","0","34"
"3","100","1","3","1","1","100","100","1003820103","1","1003820105","34","1","33","1003820102","6","6","100","10038201","1","1003820101","100","1003820105","1003820104","1003820105","1003820105","1003820105","1","1","1003820105","100"
"100","100","1","100","1","1","34","100","1003830104","1","1003830104","33","1","100","1003830102","6","1","0","10038301","1","1003830101","100","1003830104","0","1003830104","1003830104","1003830104","1","0","1003830103","100"
"100","100","1","100","1","1","100","100","1003840103","1","1003840106","100","1","100","1003840102","6","1","100","10038401","1","1003840101","100","1003840104","1003840110","1003840108","1003840107","1003840105","1","1","1003840109","100"
"100","33","1","100","0","1","0","100","1003910103","1","0","0","0","0","1003910103","1","1","0","10039101","0","1003910101","0","1003910103","0","0","0","1003910102","0","0","0","34"
"3","100","1","3","1","1","100","100","1003920103","1","1003920105","34","1","33","1003920102","6","6","100","10039201","1","1003920101","100","1003920105","1003920104","1003920105","1003920105","1003920105","1","1","1003920105","100"
"100","100","1","100","1","1","34","100","1003930104","1","1003930104","33","1","100","1003930102","6","1","0","10039301","1","1003930101","100","1003930104","0","1003930104","1003930104","1003930104","1","0","1003930103","100"
"100","100","1","100","1","1","100","100","1003940103","1","1003940106","100","1","100","1003940102","6","1","100","10039401","1","1003940101","100","1003940104","1003940110","1003940108","1003940107","1003940105","1","1","1003940109","100"
"100","33","1","100","0","1","0","100","1004010103","1","0","0","0","0","1004010103","1","1","0","10040101","0","1004010101","0","1004010103","0","0","0","1004010102","0","0","0","34"
"3","100","1","3","1","1","100","100","1004020103","1","1004020105","34","1","33","1004020102","6","6","100","10040201","1","1004020101","100","1004020105","1004020104","1004020105","1004020105","1004020105","1","1","1004020105","100"
"100","100","1","100","1","1","34","100","1004030104","1","1004030104","33","1","100","1004030102","6","1","0","10040301","1","1004030101","100","1004030104","0","1004030104","1004030104","1004030104","1","0","1004030103","100"
"100","100","1","100","1","1","100","100","1004040103","1","1004040106","100","1","100","1004040102","6","1","100","10040401","1","1004040101","100","1004040104","1004040110","1004040108","1004040107","1004040105","1","1","1004040109","100"
"100","33","1","100","0","1","0","100","1004110103","1","0","0","0","0","1004110103","1","1","0","10041101","0","1004110101","0","1004110103","0","0","0","1004110102","0","0","0","34"
"3","100","1","3","1","1","100","100","1004120103","1","1004120105","34","1","33","1004120102","6","6","100","10041201","1","1004120101","100","1004120105","1004120104","1004120105","1004120105","1004120105","1","1","1004120105","100"
"100","100","1","100","1","1","34","100","1004130104","1","1004130104","33","1","100","1004130102","6","1","0","10041301","1","1004130101","100","1004130104","0","1004130104","1004130104","1004130104","1","0","1004130103","100"
"100","100","1","100","1","1","100","100","1004140103","1","1004140106","100","1","100","1004140102","6","1","100","10041401","1","1004140101","100","1004140104","1004140110","1004140108","1004140107","1004140105","1","1","1004140109","100"
"100","33","1","100","0","1","0","100","1004210103","1","0","0","0","0","1004210103","1","1","0","10042101","0","1004210101","0","1004210103","0","0","0","1004210102","0","0","0","34"
"3","100","1","3","1","1","100","100","1004220103","1","1004220105","34","1","33","1004220102","6","6","100","10042201","1","1004220101","100","1004220105","1004220104","1004220105","1004220105","1004220105","1","1","1004220105","100"
"100","100","1","100","1","1","34","100","1004230104","1","1004230104","33","1","100","1004230102","6","1","0","10042301","1","1004230101","100","1004230104","0","1004230104","1004230104","1004230104","1","0","1004230103","100"
"100","100","1","100","1","1","100","100","1004240103","1","1004240106","100","1","100","1004240102","6","1","100","10042401","1","1004240101","100","1004240104","1004240110","1004240108","1004240107","1004240105","1","1","1004240109","100"
"100","33","1","100","0","1","0","100","1004310103","1","0","0","0","0","1004310103","1","1","0","10043101","0","1004310101","0","1004310103","0","0","0","1004310102","0","0","0","34"
"3","100","1","3","1","1","100","100","1004320103","1","1004320105","34","1","33","1004320102","6","6","100","10043201","1","1004320101","100","1004320105","1004320104","1004320105","1004320105","1004320105","1","1","1004320105","100"
"100","100","1","100","1","1","34","100","1004330104","1","1004330104","33","1","100","1004330102","6","1","0","10043301","1","1004330101","100","1004330104","0","1004330104","1004330104","1004330104","1","0","1004330103","100"
"100","100","1","100","1","1","100","100","1004340103","1","1004340106","100","1","100","1004340102","6","1","100","10043401","1","1004340101","100","1004340104","1004340110","1004340108","1004340107","1004340105","1","1","1004340109","100"
"100","33","1","100","0","1","0","100","1004410103","1","0","0","0","0","1004410103","1","1","0","10044101","0","1004410101","0","1004410103","0","0","0","1004410102","0","0","0","34"
"3","100","1","3","1","1","100","100","1004420103","1","1004420105","34","1","33","1004420102","6","6","100","10044201","1","1004420101","100","1004420105","1004420104","1004420105","1004420105","1004420105","1","1","1004420105","100"
"100","100","1","100","1","1","34","100","1004430104","1","1004430104","33","1","100","1004430102","6","1","0","10044301","1","1004430101","100","1004430104","0","1004430104","1004430104","1004430104","1","0","1004430103","100"
"100","100","1","100","1","1","100","100","1004440103","1","1004440106","100","1","100","1004440102","6","1","100","10044401","1","1004440101","100","1004440104","1004440110","1004440108","1004440107","1004440105","1","1","1004440109","100"
"100","33","1","100","0","1","0","100","1004510103","1","0","0","0","0","1004510103","1","1","0","10045101","0","1004510101","0","1004510103","0","0","0","1004510102","0","0","0","34"
"3","100","1","3","1","1","100","100","1004520103","1","1004520105","34","1","33","1004520102","6","6","100","10045201","1","1004520101","100","1004520105","1004520104","1004520105","1004520105","1004520105","1","1","1004520105","100"
"100","100","1","100","1","1","34","100","1004530104","1","1004530104","33","1","100","1004530102","6","1","0","10045301","1","1004530101","100","1004530104","0","1004530104","1004530104","1004530104","1","0","1004530103","100"
"100","100","1","100","1","1","100","100","1004540103","1","1004540106","100","1","100","1004540102","6","1","100","10045401","1","1004540101","100","1004540104","1004540110","1004540108","1004540107","1004540105","1","1","1004540109","100"
"100","33","1","100","0","1","0","100","1004610103","1","0","0","0","0","1004610103","1","1","0","10046101","0","1004610101","0","1004610103","0","0","0","1004610102","0","0","0","34"
"3","100","1","3","1","1","100","100","1004620103","1","1004620105","34","1","33","1004620102","6","6","100","10046201","1","1004620101","100","1004620105","1004620104","1004620105","1004620105","1004620105","1","1","1004620105","100"
"100","100","1","100","1","1","34","100","1004630104","1","1004630104","33","1","100","1004630102","6","1","0","10046301","1","1004630101","100","1004630104","0","1004630104","1004630104","1004630104","1","0","1004630103","100"
"100","100","1","100","1","1","100","100","1004640103","1","1004640106","100","1","100","1004640102","6","1","100","10046401","1","1004640101","100","1004640104","1004640110","1004640108","1004640107","1004640105","1","1","1004640109","100"
"100","33","1","100","0","1","0","100","1004710103","1","0","0","0","0","1004710103","1","1","0","10047101","0","1004710101","0","1004710103","0","0","0","1004710102","0","0","0","34"
"3","100","1","3","1","1","100","100","1004720103","1","1004720105","34","1","33","1004720102","6","6","100","10047201","1","1004720101","100","1004720105","1004720104","1004720105","1004720105","1004720105","1","1","1004720105","100"
"100","100","1","100","1","1","34","100","1004730104","1","1004730104","33","1","100","1004730102","6","1","0","10047301","1","1004730101","100","1004730104","0","1004730104","1004730104","1004730104","1","0","1004730103","100"
"100","100","1","100","1","1","100","100","1004740103","1","1004740106","100","1","100","1004740102","6","1","100","10047401","1","1004740101","100","1004740104","1004740110","1004740108","1004740107","1004740105","1","1","1004740109","100"
"100","33","1","100","0","1","0","100","1004810103","1","0","0","0","0","1004810103","1","1","0","10048101","0","1004810101","0","1004810103","0","0","0","1004810102","0","0","0","34"
"3","100","1","3","1","1","100","100","1004820103","1","1004820105","34","1","33","1004820102","6","6","100","10048201","1","1004820101","100","1004820105","1004820104","1004820105","1004820105","1004820105","1","1","1004820105","100"
"100","100","1","100","1","1","34","100","1004830104","1","1004830104","33","1","100","1004830102","6","1","0","10048301","1","1004830101","100","1004830104","0","1004830104","1004830104","1004830104","1","0","1004830103","100"
"100","100","1","100","1","1","100","100","1004840103","1","1004840106","100","1","100","1004840102","6","1","100","10048401","1","1004840101","100","1004840104","1004840110","1004840108","1004840107","1004840105","1","1","1004840109","100"
"100","33","1","100","0","1","0","100","1004910103","1","0","0","0","0","1004910103","1","1","0","10049101","0","1004910101","0","1004910103","0","0","0","1004910102","0","0","0","34"
"3","100","1","3","1","1","100","100","1004920103","1","1004920105","34","1","33","1004920102","6","6","100","10049201","1","1004920101","100","1004920105","1004920104","1004920105","1004920105","1004920105","1","1","1004920105","100"
"100","100","1","100","1","1","34","100","1004930104","1","1004930104","33","1","100","1004930102","6","1","0","10049301","1","1004930101","100","1004930104","0","1004930104","1004930104","1004930104","1","0","1004930103","100"
"100","100","1","100","1","1","100","100","1004940103","1","1004940106","100","1","100","1004940102","6","1","100","10049401","1","1004940101","100","1004940104","1004940110","1004940108","1004940107","1004940105","1","1","1004940109","100"
"100","33","1","100","0","1","0","100","1005010103","1","0","0","0","0","1005010103","1","1","0","10050101","0","1005010101","0","1005010103","0","0","0","1005010102","0","0","0","34"
"3","100","1","3","1","1","100","100","1005020103","1","1005020105","34","1","33","1005020102","6","6","100","10050201","1","1005020101","100","1005020105","1005020104","1005020105","1005020105","1005020105","1","1","1005020105","100"
"100","100","1","100","1","1","34","100","1005030104","1","1005030104","33","1","100","1005030102","6","1","0","10050301","1","1005030101","100","1005030104","0","1005030104","1005030104","1005030104","1","0","1005030103","100"
"100","100","1","100","1","1","100","100","1005040103","1","1005040106","100","1","100","1005040102","6","1","100","10050401","1","1005040101","100","1005040104","1005040110","1005040108","1005040107","1005040105","1","1","1005040109","100"
"100","33","1","100","0","1","0","100","1005110103","1","0","0","0","0","1005110103","1","1","0","10051101","0","1005110101","0","1005110103","0","0","0","1005110102","0","0","0","34"
"3","100","1","3","1","1","100","100","1005120103","1","1005120105","34","1","33","1005120102","6","6","100","10051201","1","1005120101","100","1005120105","1005120104","1005120105","1005120105","1005120105","1","1","1005120105","100"
"100","100","1","100","1","1","34","100","1005130104","1","1005130104","33","1","100","1005130102","6","1","0","10051301","1","1005130101","100","1005130104","0","1005130104","1005130104","1005130104","1","0","1005130103","100"
"100","100","1","100","1","1","100","100","1005140103","1","1005140106","100","1","100","1005140102","6","1","100","10051401","1","1005140101","100","1005140104","1005140110","1005140108","1005140107","1005140105","1","1","1005140109","100"
"100","33","1","100","0","1","0","100","1005210103","1","0","0","0","0","1005210103","1","1","0","10052101","0","1005210101","0","1005210103","0","0","0","1005210102","0","0","0","34"
"3","100","1","3","1","1","100","100","1005220103","1","1005220105","34","1","33","1005220102","6","6","100","10052201","1","1005220101","100","1005220105","1005220104","1005220105","1005220105","1005220105","1","1","1005220105","100"
"100","100","1","100","1","1","34","100","1005230104","1","1005230104","33","1","100","1005230102","6","1","0","10052301","1","1005230101","100","1005230104","0","1005230104","1005230104","1005230104","1","0","1005230103","100"
"100","100","1","100","1","1","100","100","1005240103","1","1005240106","100","1","100","1005240102","6","1","100","10052401","1","1005240101","100","1005240104","1005240110","1005240108","1005240107","1005240105","1","1","1005240109","100"
"100","33","1","100","0","1","0","100","1005310103","1","0","0","0","0","1005310103","1","1","0","10053101","0","1005310101","0","1005310103","0","0","0","1005310102","0","0","0","34"
"3","100","1","3","1","1","100","100","1005320103","1","1005320105","34","1","33","1005320102","6","6","100","10053201","1","1005320101","100","1005320105","1005320104","1005320105","1005320105","1005320105","1","1","1005320105","100"
"100","100","1","100","1","1","34","100","1005330104","1","1005330104","33","1","100","1005330102","6","1","0","10053301","1","1005330101","100","1005330104","0","1005330104","1005330104","1005330104","1","0","1005330103","100"
"100","100","1","100","1","1","100","100","1005340103","1","1005340106","100","1","100","1005340102","6","1","100","10053401","1","1005340101","100","1005340104","1005340110","1005340108","1005340107","1005340105","1","1","1005340109","100"
"100","33","1","100","0","1","0","100","1005410103","1","0","0","0","0","1005410103","1","1","0","10054101","0","1005410101","0","1005410103","0","0","0","1005410102","0","0","0","34"
"3","100","1","3","1","1","100","100","1005420103","1","1005420105","34","1","33","1005420102","6","6","100","10054201","1","1005420101","100","1005420105","1005420104","1005420105","1005420105","1005420105","1","1","1005420105","100"
"100","100","1","100","1","1","34","100","1005430104","1","1005430104","33","1","100","1005430102","6","1","0","10054301","1","1005430101","100","1005430104","0","1005430104","1005430104","1005430104","1","0","1005430103","100"
"100","100","1","100","1","1","100","100","1005440103","1","1005440106","100","1","100","1005440102","6","1","100","10054401","1","1005440101","100","1005440104","1005440110","1005440108","1005440107","1005440105","1","1","1005440109","100"
"100","33","1","100","0","1","0","100","1005510103","1","0","0","0","0","1005510103","1","1","0","10055101","0","1005510101","0","1005510103","0","0","0","1005510102","0","0","0","34"
"3","100","1","3","1","1","100","100","1005520103","1","1005520105","34","1","33","1005520102","6","6","100","10055201","1","1005520101","100","1005520105","1005520104","1005520105","1005520105","1005520105","1","1","1005520105","100"
"100","100","1","100","1","1","34","100","1005530104","1","1005530104","33","1","100","1005530102","6","1","0","10055301","1","1005530101","100","1005530104","0","1005530104","1005530104","1005530104","1","0","1005530103","100"
"100","100","1","100","1","1","100","100","1005540103","1","1005540106","100","1","100","1005540102","6","1","100","10055401","1","1005540101","100","1005540104","1005540110","1005540108","1005540107","1005540105","1","1","1005540109","100"
"100","33","1","100","0","1","0","100","1005610103","1","0","0","0","0","1005610103","1","1","0","10056101","0","1005610101","0","1005610103","0","0","0","1005610102","0","0","0","34"
"3","100","1","3","1","1","100","100","1005620103","1","1005620105","34","1","33","1005620102","6","6","100","10056201","1","1005620101","100","1005620105","1005620104","1005620105","1005620105","1005620105","1","1","1005620105","100"
"100","100","1","100","1","1","34","100","1005630104","1","1005630104","33","1","100","1005630102","6","1","0","10056301","1","1005630101","100","1005630104","0","1005630104","1005630104","1005630104","1","0","1005630103","100"
"100","100","1","100","1","1","100","100","1005640103","1","1005640106","100","1","100","1005640102","6","1","100","10056401","1","1005640101","100","1005640104","1005640110","1005640108","1005640107","1005640105","1","1","1005640109","100"
"100","33","1","100","0","1","0","100","1005710103","1","0","0","0","0","1005710103","1","1","0","10057101","0","1005710101","0","1005710103","0","0","0","1005710102","0","0","0","34"
"3","100","1","3","1","1","100","100","1005720103","1","1005720105","34","1","33","1005720102","6","6","100","10057201","1","1005720101","100","1005720105","1005720104","1005720105","1005720105","1005720105","1","1","1005720105","100"
"100","100","1","100","1","1","34","100","1005730104","1","1005730104","33","1","100","1005730102","6","1","0","10057301","1","1005730101","100","1005730104","0","1005730104","1005730104","1005730104","1","0","1005730103","100"
"100","100","1","100","1","1","100","100","1005740103","1","1005740106","100","1","100","1005740102","6","1","100","10057401","1","1005740101","100","1005740104","1005740110","1005740108","1005740107","1005740105","1","1","1005740109","100"
"100","33","1","100","0","1","0","100","1005810103","1","0","0","0","0","1005810103","1","1","0","10058101","0","1005810101","0","1005810103","0","0","0","1005810102","0","0","0","34"
"3","100","1","3","1","1","100","100","1005820103","1","1005820105","34","1","33","1005820102","6","6","100","10058201","1","1005820101","100","1005820105","1005820104","1005820105","1005820105","1005820105","1","1","1005820105","100"
"100","100","1","100","1","1","34","100","1005830104","1","1005830104","33","1","100","1005830102","6","1","0","10058301","1","1005830101","100","1005830104","0","1005830104","1005830104","1005830104","1","0","1005830103","100"
"100","100","1","100","1","1","100","100","1005840103","1","1005840106","100","1","100","1005840102","6","1","100","10058401","1","1005840101","100","1005840104","1005840110","1005840108","1005840107","1005840105","1","1","1005840109","100"
"100","33","1","100","0","1","0","100","1005910103","1","0","0","0","0","1005910103","1","1","0","10059101","0","1005910101","0","1005910103","0","0","0","1005910102","0","0","0","34"
"3","100","1","3","1","1","100","100","1005920103","1","1005920105","34","1","33","1005920102","6","6","100","10059201","1","1005920101","100","1005920105","1005920104","1005920105","1005920105","1005920105","1","1","1005920105","100"
"100","100","1","100","1","1","34","100","1005930104","1","1005930104","33","1","100","1005930102","6","1","0","10059301","1","1005930101","100","1005930104","0","1005930104","1005930104","1005930104","1","0","1005930103","100"
"100","100","1","100","1","1","100","100","1005940103","1","1005940106","100","1","100","1005940102","6","1","100","10059401","1","1005940101","100","1005940104","1005940110","1005940108","1005940107","1005940105","1","1","1005940109","100"
"100","33","1","100","0","1","0","100","1006010103","1","0","0","0","0","1006010103","1","1","0","10060101","0","1006010101","0","1006010103","0","0","0","1006010102","0","0","0","34"
"3","100","1","3","1","1","100","100","1006020103","1","1006020105","34","1","33","1006020102","6","6","100","10060201","1","1006020101","100","1006020105","1006020104","1006020105","1006020105","1006020105","1","1","1006020105","100"
"100","100","1","100","1","1","34","100","1006030104","1","1006030104","33","1","100","1006030102","6","1","0","10060301","1","1006030101","100","1006030104","0","1006030104","1006030104","1006030104","1","0","1006030103","100"
"100","100","1","100","1","1","100","100","1006040103","1","1006040106","100","1","100","1006040102","6","1","100","10060401","1","1006040101","100","1006040104","1006040110","1006040108","1006040107","1006040105","1","1","1006040109","100"
"100","33","1","100","0","1","0","100","1006110103","1","0","0","0","0","1006110103","1","1","0","10061101","0","1006110101","0","1006110103","0","0","0","1006110102","0","0","0","34"
"3","100","1","3","1","1","100","100","1006120103","1","1006120105","34","1","33","1006120102","6","6","100","10061201","1","1006120101","100","1006120105","1006120104","1006120105","1006120105","1006120105","1","1","1006120105","100"
"100","100","1","100","1","1","34","100","1006130104","1","1006130104","33","1","100","1006130102","6","1","0","10061301","1","1006130101","100","1006130104","0","1006130104","1006130104","1006130104","1","0","1006130103","100"
"100","100","1","100","1","1","100","100","1006140103","1","1006140106","100","1","100","1006140102","6","1","100","10061401","1","1006140101","100","1006140104","1006140110","1006140108","1006140107","1006140105","1","1","1006140109","100"
"100","33","1","100","0","1","0","100","1006210103","1","0","0","0","0","1006210103","1","1","0","10062101","0","1006210101","0","1006210103","0","0","0","1006210102","0","0","0","34"
"3","100","1","3","1","1","100","100","1006220103","1","1006220105","34","1","33","1006220102","6","6","100","10062201","1","1006220101","100","1006220105","1006220104","1006220105","1006220105","1006220105","1","1","1006220105","100"
"100","100","1","100","1","1","34","100","1006230104","1","1006230104","33","1","100","1006230102","6","1","0","10062301","1","1006230101","100","1006230104","0","1006230104","1006230104","1006230104","1","0","1006230103","100"
"100","100","1","100","1","1","100","100","1006240103","1","1006240106","100","1","100","1006240102","6","1","100","10062401","1","1006240101","100","1006240104","1006240110","1006240108","1006240107","1006240105","1","1","1006240109","100"
"100","33","1","100","0","1","0","100","1006310103","1","0","0","0","0","1006310103","1","1","0","10063101","0","1006310101","0","1006310103","0","0","0","1006310102","0","0","0","34"
"3","100","1","3","1","1","100","100","1006320103","1","1006320105","34","1","33","1006320102","6","6","100","10063201","1","1006320101","100","1006320105","1006320104","1006320105","1006320105","1006320105","1","1","1006320105","100"
"100","100","1","100","1","1","34","100","1006330104","1","1006330104","33","1","100","1006330102","6","1","0","10063301","1","1006330101","100","1006330104","0","1006330104","1006330104","1006330104","1","0","1006330103","100"
"100","100","1","100","1","1","100","100","1006340103","1","1006340106","100","1","100","1006340102","6","1","100","10063401","1","1006340101","100","1006340104","1006340110","1006340108","1006340107","1006340105","1","1","1006340109","100"
"100","33","1","100","0","1","0","100","1006410103","1","0","0","0","0","1006410103","1","1","0","10064101","0","1006410101","0","1006410103","0","0","0","1006410102","0","0","0","34"
"3","100","1","3","1","1","100","100","1006420103","1","1006420105","34","1","33","1006420102","6","6","100","10064201","1","1006420101","100","1006420105","1006420104","1006420105","1006420105","1006420105","1","1","1006420105","100"
"100","100","1","100","1","1","34","100","1006430104","1","1006430104","33","1","100","1006430102","6","1","0","10064301","1","1006430101","100","1006430104","0","1006430104","1006430104","1006430104","1","0","1006430103","100"
"100","100","1","100","1","1","100","100","1006440103","1","1006440106","100","1","100","1006440102","6","1","100","10064401","1","1006440101","100","1006440104","1006440110","1006440108","1006440107","1006440105","1","1","1006440109","100"
"100","33","1","100","0","1","0","100","1006510103","1","0","0","0","0","1006510103","1","1","0","10065101","0","1006510101","0","1006510103","0","0","0","1006510102","0","0","0","34"
"3","100","1","3","1","1","100","100","1006520103","1","1006520105","34","1","33","1006520102","6","6","100","10065201","1","1006520101","100","1006520105","1006520104","1006520105","1006520105","1006520105","1","1","1006520105","100"
"100","100","1","100","1","1","34","100","1006530104","1","1006530104","33","1","100","1006530102","6","1","0","10065301","1","1006530101","100","1006530104","0","1006530104","1006530104","1006530104","1","0","1006530103","100"
"100","100","1","100","1","1","100","100","1006540103","1","1006540106","100","1","100","1006540102","6","1","100","10065401","1","1006540101","100","1006540104","1006540110","1006540108","1006540107","1006540105","1","1","1006540109","100"
"100","33","1","100","0","1","0","100","1006610103","1","0","0","0","0","1006610103","1","1","0","10066101","0","1006610101","0","1006610103","0","0","0","1006610102","0","0","0","34"
"3","100","1","3","1","1","100","100","1006620103","1","1006620105","34","1","33","1006620102","6","6","100","10066201","1","1006620101","100","1006620105","1006620104","1006620105","1006620105","1006620105","1","1","1006620105","100"
"100","100","1","100","1","1","34","100","1006630104","1","1006630104","33","1","100","1006630102","6","1","0","10066301","1","1006630101","100","1006630104","0","1006630104","1006630104","1006630104","1","0","1006630103","100"
"100","100","1","100","1","1","100","100","1006640103","1","1006640106","100","1","100","1006640102","6","1","100","10066401","1","1006640101","100","1006640104","1006640110","1006640108","1006640107","1006640105","1","1","1006640109","100"
"100","33","1","100","0","1","0","100","1006710103","1","0","0","0","0","1006710103","1","1","0","10067101","0","1006710101","0","1006710103","0","0","0","1006710102","0","0","0","34"
"3","100","1","3","1","1","100","100","1006720103","1","1006720105","34","1","33","1006720102","6","6","100","10067201","1","1006720101","100","1006720105","1006720104","1006720105","1006720105","1006720105","1","1","1006720105","100"
"100","100","1","100","1","1","34","100","1006730104","1","1006730104","33","1","100","1006730102","6","1","0","10067301","1","1006730101","100","1006730104","0","1006730104","1006730104","1006730104","1","0","1006730103","100"
"100","100","1","100","1","1","100","100","1006740103","1","1006740106","100","1","100","1006740102","6","1","100","10067401","1","1006740101","100","1006740104","1006740110","1006740108","1006740107","1006740105","1","1","1006740109","100"
"100","33","1","100","0","1","0","100","1006810103","1","0","0","0","0","1006810103","1","1","0","10068101","0","1006810101","0","1006810103","0","0","0","1006810102","0","0","0","34"
"3","100","1","3","1","1","100","100","1006820103","1","1006820105","34","1","33","1006820102","6","6","100","10068201","1","1006820101","100","1006820105","1006820104","1006820105","1006820105","1006820105","1","1","1006820105","100"
"100","100","1","100","1","1","34","100","1006830104","1","1006830104","33","1","100","1006830102","6","1","0","10068301","1","1006830101","100","1006830104","0","1006830104","1006830104","1006830104","1","0","1006830103","100"
"100","100","1","100","1","1","100","100","1006840103","1","1006840106","100","1","100","1006840102","6","1","100","10068401","1","1006840101","100","1006840104","1006840110","1006840108","1006840107","1006840105","1","1","1006840109","100"
"100","33","1","100","0","1","0","100","1006910103","1","0","0","0","0","1006910103","1","1","0","10069101","0","1006910101","0","1006910103","0","0","0","1006910102","0","0","0","34"
"3","100","1","3","1","1","100","100","1006920103","1","1006920105","34","1","33","1006920102","6","6","100","10069201","1","1006920101","100","1006920105","1006920104","1006920105","1006920105","1006920105","1","1","1006920105","100"
"100","100","1","100","1","1","34","100","1006930104","1","1006930104","33","1","100","1006930102","6","1","0","10069301","1","1006930101","100","1006930104","0","1006930104","1006930104","1006930104","1","0","1006930103","100"
"100","100","1","100","1","1","100","100","1006940103","1","1006940106","100","1","100","1006940102","6","1","100","10069401","1","1006940101","100","1006940104","1006940110","1006940108","1006940107","1006940105","1","1","1006940109","100"
"100","33","1","100","0","1","0","100","1007010103","1","0","0","0","0","1007010103","1","1","0","10070101","0","1007010101","0","1007010103","0","0","0","1007010102","0","0","0","34"
"3","100","1","3","1","1","100","100","1007020103","1","1007020105","34","1","33","1007020102","6","6","100","10070201","1","1007020101","100","1007020105","1007020104","1007020105","1007020105","1007020105","1","1","1007020105","100"
"100","100","1","100","1","1","34","100","1007030104","1","1007030104","33","1","100","1007030102","6","1","0","10070301","1","1007030101","100","1007030104","0","1007030104","1007030104","1007030104","1","0","1007030103","100"
"100","100","1","100","1","1","100","100","1007040103","1","1007040106","100","1","100","1007040102","6","1","100","10070401","1","1007040101","100","1007040104","1007040110","1007040108","1007040107","1007040105","1","1","1007040109","100"
"100","33","1","100","0","1","0","100","1007110103","1","0","0","0","0","1007110103","1","1","0","10071101","0","1007110101","0","1007110103","0","0","0","1007110102","0","0","0","34"
"3","100","1","3","1","1","100","100","1007120103","1","1007120105","34","1","33","1007120102","6","6","100","10071201","1","1007120101","100","1007120105","1007120104","1007120105","1007120105","1007120105","1","1","1007120105","100"
"100","100","1","100","1","1","34","100","1007130104","1","1007130104","33","1","100","1007130102","6","1","0","10071301","1","1007130101","100","1007130104","0","1007130104","1007130104","1007130104","1","0","1007130103","100"
"100","100","1","100","1","1","100","100","1007140103","1","1007140106","100","1","100","1007140102","6","1","100","10071401","1","1007140101","100","1007140104","1007140110","1007140108","1007140107","1007140105","1","1","1007140109","100"
