f021f937d5f5e2eec33b297e1b254af5c28a79f1b576a0d7ff5533393e6ae988,764cc28a858df224e66b264cdd63fc7e7e4ca023a7ca2cdbbaba62b5e97385f5,537deddd86778d850bb611e662647ca45ec1657c7fc05785349738a9e79caddb,982a8080f5b7abcb31884119331ac71879211aaced4aa7a29b6e8bc69f7a9e98
"0","800","50","500039"
"0","800","50","500040"
"0","800","50","500041"
"0","800","50","500042"
"0","800","50","500043"
"0","800","50","500044"
"0","800","50","500045"
"0","800","50","500046"
"0","800","50","500047"
"0","800","50","500048"
"0","800","50","500049"
"0","800","50","500050"
"0","800","50","500051"
"0","800","50","500052"
"0","800","50","500053"
"0","800","50","500054"
"0","800","50","500055"
"0","800","50","500056"
"0","800","50","500057"
"0","800","50","500058"
"0","800","50","500059"
"0","800","50","500060"
"0","800","50","500061"
"0","800","50","500062"
"0","800","50","500063"
"0","800","50","500064"
"0","800","50","500065"
"0","800","50","500066"
"0","800","50","500067"
"0","800","50","500068"
"0","800","50","500069"
"0","800","50","500070"
"0","800","50","500071"
"0","800","50","500072"
"0","800","50","500073"
"0","800","50","500074"
"0","800","50","500075"
"0","800","50","500076"
"0","800","50","500077"
"0","800","50","500078"
"0","800","50","500079"
"0","800","50","500080"
"0","800","50","500081"
"0","900","50","500089"
"0","900","50","500091"
"0","900","50","500092"
"0","900","50","500093"
"0","900","50","500094"
"-35","700","35","500095"
"-35","700","35","500096"
