bdd5280b2fda127f0a98cdfb8a3ed0be7e4b1ac9230efb6ed68d24c87001cf43,12cda3b652e98faba888d662c70efb9692fedff213eff69cd99d8a5667e9ad1f,84d4d8113d5ad934ffde555d8057f05a08259c7e62415f49e2896a15928a05aa,d68430f31e530b4c6783de6ca5e97e581ae258d4db1cf990d60ed3593d032c58,a906406d695f996940382b8b4bf065d444f3baffc3fae29bf5770d95ddacaacc,0a97798ed9ca0e9706a5fd3ff475afcda0bc12a3a61e7b9c1c1d3f781bc4b512,3de4ef021495f141882ed5d9ae69441e74471c888ffb50606cb5c1d2b7ea25c8,d5a53a969e928e38c83ae9086e54a11e05b68a1295aa7ddb9b98c8ecf1c3f235,587e3b2acc97ac83fd2a0f42e937919e133134fc6d92d2c9a1dd226b799aaf85,258ac719b67443b7a163055ba546a297ba4b8527d864644ad3d2e37f065caa13,f5e27528355b9e90e868de7f6f386a5d91eb49c25c82f42f635356c472a6466f
"","","91","0","7","","","","","","7008"
"1","psy_fairy_idle","3","1","7","","","","","0.2","7009"
"1","psy_miyako_talk3","3","119931","7","","","","","0.2","7010"
"0","vo_minigame_1008_drama_0702","21","vo_minigame_1008","7","","","","0","","7011"
"5","吵死了！別來妨礙人家！\n宮子正在思考究極的布丁，\n很忙的喲！","11","119931","7","0","0","1","1","0","7012"
"","1","93","3","7","","","","","","7013"
"0","psy_miyako_arm_crossed_in","3","119931","7","1","0","","psy_miyako_arm_crossed_loop","0.2","7014"
"","","91","7012","7","","","","","","7015"
"","0","22","0","7","","","","","","7016"
"1","psy_fairy_talk","3","1","7","","","","","0.2","7017"
"0","vo_minigame_1008_drama_9903","21","vo_minigame_1008","7","","","","0","","7018"
"4","啾～啾～！","11","1","7","0","0","0.5","1","0","7019"
"","","91","0","7","","","","","","7020"
"1","psy_fairy_idle","3","1","7","","","","","0.2","7021"
"1","psy_miyako_anger2","3","119931","7","","","","","0.2","7022"
"0","vo_minigame_1008_drama_0704","21","vo_minigame_1008","7","","","","0","","7023"
"5","就算你這麼說，人家也不管喲！","11","119931","7","0","0","0.5","1","0","7024"
"","","91","0","7","","","","","","7025"
"","0","22","0","7","","","","","","7026"
"1","psy_miyako_thinking3","3","119931","7","","","","","0.2","7027"
"0","vo_minigame_1008_drama_0705","21","vo_minigame_1008","7","","","","0","","7028"
"3","嗯～～\n不過，好像可以嘗試看看。\n因為宮子很溫柔\n才聽你的意見的喲！","11","119931","7","0","0","0.5","1","0","7029"
"","1","93","5","7","","","","","","7030"
"0","psy_miyako_doya_in","3","119931","7","1","0","","psy_miyako_doya_loop","0.2","7031"
"","","91","7029","7","","","","","","7032"
"","0","22","0","7","","","","","","7033"
"","","93","1","7","","","","","","7034"
"","","91","0","7","","","","","","7035"
"100","119931","1","1","8","-200","0","psy_miyako_start","-300","1.7","8001"
"100","100411","1","1","8","-210","1","psy_walk2","225","1.7","8002"
"105","103631","1","1","8","-220","1","psy_walk3","480","1.7","8003"
"110","102011","1","1","8","-235","1","psy_walk_glad","340","1.7","8004"
"0","11","31","1","8","1","","","0","1","8005"
"101","1","5","1","8","-200","0","psy_smoke_start","-300","1.7","8006"
"-210","110","2","100411","8","0","","","2","","8007"
"-220","365","2","103631","8","0","","","2.2","","8008"
"-235","225","2","102011","8","0","","","2.3","","8009"
"","","93","2","8","","","","","","8010"
"1","psy_idle_normal","3","100411","8","","","","","0.2","8011"
"","","93","0.2","8","","","","","","8012"
"1","psy_idle_normal","3","103631","8","","","","","0.2","8013"
"","","93","0.1","8","","","","","","8014"
"1","psy_talk_joy1","3","102011","8","","","","","0.2","8015"
"0","vo_minigame_1008_drama_0806","21","vo_minigame_1008","8","","","","0","","8016"
"5","哥哥，我們來玩了～\n咦～？沒人在嗎？","11","102011","8","0","0","0.5","1","0","8017"
"","","91","0","8","","","","","","8018"
"1","psy_idle_joy1","3","102011","8","","","","","0.2","8019"
"0","psy_miyako_appear","3","119931","8","1","0.2","","psy_miyako_talk1","0","8020"
"0","psy_smoke_appear","3","1","8","0","0","","psy_smoke_start","0","8021"
"0","vo_minigame_1008_drama_0801","21","vo_minigame_1008","8","","","","0","","8022"
"4","嗯？妳們找他幹嘛？","11","119931","8","0","0","0.5","1","0","8023"
"","","91","0","8","","","","","","8024"
"","0","22","0","8","","","","","","8025"
"1","psy_miyako_idle","3","119931","8","","","","","0.2","8026"
"1","psy_talk_surprise2","3","103631","8","","","","","0.2","8027"
"0","vo_minigame_1008_drama_0807","21","vo_minigame_1008","8","","","","0","","8028"
"6","呀～！？幽靈！！","11","103631","8","0","0","0.5","1","0","8029"
"","","91","0","8","","","","","","8030"
"1","psy_idle_surprise2","3","103631","8","","","","","0.2","8031"
"1","psy_talk_joy2","3","100411","8","","","","","0.2","8032"
"0","vo_minigame_1008_drama_0808","21","vo_minigame_1008","8","","","","0","","8033"
"6","好厲害～！\n是哥哥設下的惡作劇嗎？\n哥哥，不要躲了，趕快出來～","11","100411","8","0","0","0.5","1","0","8034"
"","","91","0","8","","","","","","8035"
"1","psy_idle_joy2","3","100411","8","","","","","0.2","8036"
"1","psy_miyako_panic2","3","119931","8","","","","","0.2","8037"
"0","vo_minigame_1008_drama_0802","21","vo_minigame_1008","8","","","","0","","8038"
"5","宮子才不惡作劇喲，\n是幽靈喲。\n然後那傢伙現在不在喲。","11","119931","8","0","0","1","1","0","8039"
"","1","93","3","8","","","","","","8040"
"1","psy_miyako_talk2","3","119931","8","","","","","0.2","8041"
"","","91","8039","8","","","","","","8042"
"","0","22","0","8","","","","","","8043"
"1","psy_miyako_idle","3","119931","8","","","","","0.2","8044"
"1","psy_talk_wish","3","100411","8","","","","","0.2","8045"
"0","vo_minigame_1008_drama_0809","21","vo_minigame_1008","8","","","","0","","8046"
"6","不在嗎？\n那就趁現在來惡作劇……","11","100411","8","0","0","0.5","1","0","8047"
"","","91","0","8","","","","","","8048"
"1","psy_idle_wish","3","100411","8","","","","","0.2","8049"
"1","psy_talk_anger","3","103631","8","","","","","0.2","8050"
"0","vo_minigame_1008_drama_0810","21","vo_minigame_1008","8","","","","0","","8051"
"6","不能在店裡惡作劇吧！\n話說為什麼禊一點都不害怕？\n幽靈出現了唷？","11","103631","8","0","0","0.5","1","0","8052"
"","","91","0","8","","","","","","8053"
"1","psy_idle_anger","3","103631","8","","","","","0.2","8054"
"1","psy_talk_normal","3","100411","8","","","","","0.2","8055"
"","0","4","100411","8","","","","","","8056"
"0","vo_minigame_1008_drama_0811","21","vo_minigame_1008","8","","","","0","","8057"
"6","因為她就像哥哥的朋友嘛，\n而且一點都不可怕。","11","100411","8","0","0","0.5","1","0","8058"
"","","91","0","8","","","","","","8059"
"","1","4","100411","8","","","","","","8060"
"1","psy_idle_normal","3","100411","8","","","","","0.2","8061"
"1","psy_talk_joy1","3","102011","8","","","","","0.2","8062"
"0","vo_minigame_1008_drama_0812","21","vo_minigame_1008","8","","","","0","","8063"
"5","到哥哥回來之前\n一起玩吧～","11","102011","8","0","0","0.5","1","0","8064"
"","","91","0","8","","","","","","8065"
"1","psy_idle_joy1","3","102011","8","","","","","0.2","8066"
"1","psy_miyako_anger3","3","119931","8","","","","","0.2","8067"
"0","vo_minigame_1008_drama_0803","21","vo_minigame_1008","8","","","","0","","8068"
"4","不玩。\n宮子要做布丁，很忙的！","11","119931","8","0","0","0.5","1","0","8069"
"","","91","0","8","","","","","","8070"
"","0","22","0","8","","","","","","8071"
"1","psy_miyako_idle_anger","3","119931","8","","","","","0.2","8072"
"1","psy_talk_joy2","3","102011","8","","","","","0.2","8073"
"0","vo_minigame_1008_drama_0813","21","vo_minigame_1008","8","","","","0","","8074"
"7","做布丁？哇，感覺很好玩～\n美美也可以一起做嗎？","11","102011","8","0","0","0.5","1","0","8075"
"","","91","0","8","","","","","","8076"
"1","psy_idle_joy2","3","102011","8","","","","","0.2","8077"
"0","psy_miyako_doya_in","3","119931","8","1","0","","psy_miyako_doya_loop","0.2","8078"
"0","vo_minigame_1008_drama_0804","21","vo_minigame_1008","8","","","","0","","8079"
"5","如果會聽宮子的話，\n讓妳們幫忙也可以喲。","11","119931","8","0","0","0.5","1","0","8080"
"","","91","0","8","","","","","","8081"
"","0","22","0","8","","","","","","8082"
"1","psy_miyako_doya_idle","3","119931","8","","","","","0.2","8083"
"0","psy_jump","3","102011","8","1","0.4","","psy_idle_joy1","0.2","8084"
"0","vo_minigame_1008_drama_0814","21","vo_minigame_1008","8","","","","0","","8085"
"6","哇～！太好了～！","11","102011","8","0","0","0.5","1","0","8086"
"","","91","0","8","","","","","","8087"
"1","psy_talk_joy2","3","100411","8","","","","","0.2","8088"
"0","vo_minigame_1008_drama_0815","21","vo_minigame_1008","8","","","","0","","8089"
"5","來做對哥哥惡作劇用的\n布丁吧～！","11","100411","8","0","0","0.5","1","0","8090"
"","","91","0","8","","","","","","8091"
"1","psy_idle_joy2","3","100411","8","","","","","0.2","8092"
"1","psy_talk_sad","3","103631","8","","","","","0.2","8093"
"0","vo_minigame_1008_drama_0816","21","vo_minigame_1008","8","","","","0","","8094"
"8","怎、怎麼這樣……\n竟然要與幽靈一起做布丁……","11","103631","8","0","0","0.5","1","0","8095"
"","","91","0","8","","","","","","8096"
"1","psy_idle_sad","3","103631","8","","","","","0.2","8097"
"1","psy_talk_normal","3","100411","8","","","","","0.2","8098"
"","0","4","100411","8","","","","","","8099"
"","0","4","102011","8","","","","","","8100"
"0","vo_minigame_1008_drama_0817","21","vo_minigame_1008","8","","","","0","","8101"
"4","鏡華不做嗎？","11","100411","8","0","0","0.5","1","0","8102"
"","","91","0","8","","","","","","8103"
"1","psy_idle_normal","3","100411","8","","","","","0.2","8104"
"1","psy_talk_joy2","3","102011","8","","","","","0.2","8105"
"0","vo_minigame_1008_drama_0818","21","vo_minigame_1008","8","","","","0","","8106"
"5","美美想跟鏡華\n一起做布丁呢～","11","102011","8","0","0","0.5","1","0","8107"
"","","91","0","8","","","","","","8108"
"1","psy_idle_joy2","3","102011","8","","","","","0.2","8109"
"1","psy_talk_sad","3","103631","8","","","","","0.2","8110"
"0","vo_minigame_1008_drama_0819","21","vo_minigame_1008","8","","","","0","","8111"
"6","嗚嗚……知道了啦，\n我也一起做。","11","103631","8","0","0","0.5","1","0","8112"
"","","91","0","8","","","","","","8113"
"1","psy_idle_sad","3","103631","8","","","","","0.2","8114"
"1","psy_miyako_joy1","3","119931","8","","","","","0.2","8115"
"0","vo_minigame_1008_drama_0805","21","vo_minigame_1008","8","","","","0","","8116"
"5","太好了！\n一口氣增加了三個手下喲！","11","119931","8","0","0","0.5","1","0","8117"
"","","91","0","8","","","","","","8118"
"","0","22","0","8","","","","","","8119"
"","","93","1","8","","","","","","8120"
"","","91","0","8","","","","","","8121"
"100","119931","1","1","9","-200","0","psy_miyako_idle","-300","1.7","9001"
"100","1","5","1","9","-220","1","psy_idle_normal","185","1.7","9002"
"0","11","31","1","9","1","","","0","1","9003"
"","","93","1","9","","","","","","9004"
"1","psy_miyako_thinking4","3","119931","9","","","","","0.2","9005"
"0","vo_minigame_1008_drama_0901","21","vo_minigame_1008","9","","","","0","","9006"
"3","嗯……要做出美味的布丁\n還真是難呢。\n宮子的靈感快用完了喲！","11","119931","9","0","0","1","1","0","9007"
"","1","93","6","9","","","","","","9008"
"1","psy_miyako_sad2","3","119931","9","","","","","0.2","9009"
"","","91","9007","9","","","","","","9010"
"","0","22","0","9","","","","","","9011"
"1","psy_miyako_talk_joy1","3","119931","9","","","","","0.2","9012"
"0","vo_minigame_1008_drama_0902","21","vo_minigame_1008","9","","","","0","","9013"
"4","你有很多認識的人，\n拿些也許可以成為布丁靈感的\n東西過來吧！","11","119931","9","0","0","0.5","1","0","9014"
"","1","93","6","9","","","","","","9015"
"0","psy_miyako_guts2_in","3","119931","9","1","0","","psy_miyako_guts2_loop","0.2","9016"
"","","91","9014","9","","","","","","9017"
"","0","22","0","9","","","","","","9018"
"1","11","12","1","9","0","0","0","0","0","9019"
"0","psy_talk_guts2","3","1","9","1","0","","psy_idle_guts2","0.2","9020"
"","","93","2","9","","","","","","9021"
"","0","4","1","9","","","","","","9022"
"1","psy_run","3","1","9","","","","","0.2","9023"
"-220","1000","2","1","9","0","","","3","","9024"
"","","93","4","9","","","","","","9025"
"","1","4","1","9","","","","","","9026"
"1","psy_item01_run","3","1","9","","","","","0.2","9027"
"-220","185","2","1","9","0","","","3","","9028"
"","","93","3","9","","","","","","9029"
"0","psy_item01_up","3","1","9","1","0","","psy_item01_up_loop","0.2","9030"
"","","93","0.5","9","","","","","","9031"
"0","9033","103","我拿手銬和鞭子來了。","9","","","","","","9032"
"1","psy_miyako_anger2","3","119931","9","","","","","0.2","9033"
"0","vo_minigame_1008_drama_0903","21","vo_minigame_1008","9","","","","0","","9034"
"5","你、你突然拿什麼東西過來呀！\n你是變態嗎！？\n宮子看錯你了喲！","11","119931","9","0","0","0.5","1","0","9035"
"","","91","0","9","","","","","","9036"
"","0","22","0","9","","","","","","9037"
"2","10","12","1","9","0","0","0","0","0","9038"
"1","psy_item01_up_loop_talk","3","1","9","","","","","0.2","9039"
"","","93","3","9","","","","","","9040"
"1","psy_item01_up_loop","3","1","9","","","","","0.2","9041"
"1","psy_miyako_thinking4","3","119931","9","","","","","0.2","9042"
"0","vo_minigame_1008_drama_0904","21","vo_minigame_1008","9","","","","0","","9043"
"4","…………咦？\n你有認識帶著手銬\n和鞭子的人？\n你真的沒問題嗎？","11","119931","9","0","0","0.5","1","0","9044"
"","1","93","6","9","","","","","","9045"
"1","psy_miyako_talk4","3","119931","9","","","","","0.2","9046"
"","","91","9044","9","","","","","","9047"
"","0","22","0","9","","","","","","9048"
"","","93","1","9","","","","","","9049"
"","","91","0","9","","","","","","9050"
"100","119931","1","1","10","-200","0","psy_miyako_idle","-300","1.7","10001"
"100","1","5","1","10","-220","1","psy_idle_normal","1000","1.7","10002"
"0","11","31","1","10","1","","","0","1","10003"
"","","93","2","10","","","","","","10004"
"1","psy_item02_run","3","1","10","","","","","0.2","10005"
"-220","185","2","1","10","0","","","3","","10006"
"","","93","3","10","","","","","","10007"
"0","psy_item02_up","3","1","10","1","0","","psy_item02_up_loop","0.2","10008"
"","","93","0.5","10","","","","","","10009"
"0","10011","103","感覺這個可以給妳靈感唷。","10","","","","","","10010"
"1","psy_miyako_anger3","3","119931","10","","","","","0.2","10011"
"0","vo_minigame_1008_drama_1001","21","vo_minigame_1008","10","","","","0","","10012"
"4","不准再拿怪東西過來！\n……嗯？樹果？\n你拿了正常的東西過來呢！\n宮子要誇獎你喲！","11","119931","10","0","0","0.5","1","0","10013"
"","1","93","4","10","","","","","","10014"
"1","psy_miyako_talk2","3","119931","10","","","","","0.2","10015"
"","1","93","2.5","10","","","","","","10016"
"1","psy_miyako_talk_joy1","3","119931","10","","","","","0.2","10017"
"","","91","10013","10","","","","","","10018"
"","0","22","0","10","","","","","","10019"
"1","psy_miyako_thinking1","3","119931","10","","","","","0.2","10020"
"0","vo_minigame_1008_drama_1002","21","vo_minigame_1008","10","","","","0","","10021"
"5","不過這是什麼果實來的？\n橡子還認得出來，\n但這個紅色的果實就不認得了。","11","119931","10","0","0","0.5","1","0","10022"
"","","91","0","10","","","","","","10023"
"","0","22","0","10","","","","","","10024"
"3","6","12","1","10","0","0","0","0","0","10025"
"1","psy_item02_up_loop_talk","3","1","10","","","","","0.2","10026"
"","","93","3","10","","","","","","10027"
"1","psy_item02_up_loop","3","1","10","","","","","0.2","10028"
"1","psy_miyako_sad1","3","119931","10","","","","","0.2","10029"
"0","vo_minigame_1008_drama_1003","21","vo_minigame_1008","10","","","","0","","10030"
"6","一吃下去就會噴火的果實？\n為什麼要帶這麼危險的東西過來！\n果然你還是派不上用場～！","11","119931","10","0","0","0.5","1","0","10031"
"","1","93","3","10","","","","","","10032"
"1","psy_miyako_anger2","3","119931","10","","","","","0.2","10033"
"","","91","10031","10","","","","","","10034"
"","0","22","0","10","","","","","","10035"
"","","93","1","10","","","","","","10036"
"","","91","0","10","","","","","","10037"
"100","119931","1","1","11","-200","0","psy_miyako_idle","-300","1.7","11001"
"100","1","5","1","11","-220","1","psy_idle_normal","1000","1.7","11002"
"0","11","31","1","11","1","","","0","1","11003"
"","","93","2","11","","","","","","11004"
"1","psy_item03_run","3","1","11","","","","","0.2","11005"
"-220","185","2","1","11","0","","","3","","11006"
"","","93","3","11","","","","","","11007"
"0","psy_item03_up","3","1","11","1","0","","psy_item03_up_loop","0.2","11008"
"","","93","0.5","11","","","","","","11009"
"0","11011","103","感覺這個可以給妳靈感唷。","11","","","","","","11010"
"1","psy_miyako_talk3","3","119931","11","","","","","0.2","11011"
"0","vo_minigame_1008_drama_1101","21","vo_minigame_1008","11","","","","0","","11012"
"5","三局定勝負的意思嗎？\n如果這次再不帶正常的東西過來，\n人家就把你變成布丁喲。","11","119931","11","0","0","1","1","0","11013"
"","1","93","4","11","","","","","","11014"
"1","psy_miyako_panic3","3","119931","11","","","","","0.2","11015"
"","","91","11013","11","","","","","","11016"
"","0","22","0","11","","","","","","11017"
"1","psy_miyako_thinking1","3","119931","11","","","","","0.2","11018"
"0","vo_minigame_1008_drama_1102","21","vo_minigame_1008","11","","","","0","","11019"
"4","然後呢，你手上拿的紙\n是什麼？\n是美味布丁的食譜嗎？","11","119931","11","0","0","0.5","1","0","11020"
"","","91","0","11","","","","","","11021"
"","0","22","0","11","","","","","","11022"
"0","11024","103","劇本和班表","11","","","","","","11023"
"1","psy_miyako_talk4","3","119931","11","","","","","0.2","11024"
"0","vo_minigame_1008_drama_1103","21","vo_minigame_1008","11","","","","0","","11025"
"4","……在製作布丁上\n完全派不上用場喲。\n宮子不該拜託你的。","11","119931","11","0","0","0.5","1","0","11026"
"","","91","0","11","","","","","","11027"
"","0","22","0","11","","","","","","11028"
"1","psy_miyako_sad1","3","119931","11","","","","","0.2","11029"
"0","vo_minigame_1008_drama_1104","21","vo_minigame_1008","11","","","","0","","11030"
"4","這也跟你認識的人有關係嗎？\n你認識的人\n都是一群怪咖來的！","11","119931","11","0","0","0.5","1","0","11031"
"","","91","0","11","","","","","","11032"
"","0","22","0","11","","","","","","11033"
"1","psy_miyako_talk_joy1","3","119931","11","","","","","0.2","11034"
"0","vo_minigame_1008_drama_1105","21","vo_minigame_1008","11","","","","0","","11035"
"5","不過因為宮子很溫柔，\n就算是你那派不上用場的線索，\n人家也可以做出好吃的布丁喲！\n感恩戴德吧！","11","119931","11","0","0","0.5","1","0","11036"
"","1","93","5","11","","","","","","11037"
"0","psy_miyako_doya_in","3","119931","11","1","0","","psy_miyako_doya_loop","0.2","11038"
"","","91","11036","11","","","","","","11039"
"","0","22","0","11","","","","","","11040"
"","","93","1.5","11","","","","","","11041"
"","","91","0","11","","","","","","11042"
