194da19eb7f410061482e83bb03ed6d394d0ff0f2bd46a0ad48cff047cdabf30,2bfe9cf158884fe62f9177d675a290209db1f0f31c0349ae6698a2edbd5c449f,5f862ea1dcbf5c2c85c68b1a9f8b8d95e8d835fc2037baa95f889fac9f97ee08,5514b0c135fee233cc0ae349b00a25c8a505490c4d51e473b75b5bed6df06581,bb907b78af71c68b957488f006bb9dbec5a63c558584524b8e1aabdcd13b564e,67daafbee46522994b79584fe93662b864e362e66da6340f9024890df3fc7b05,6ed526ce7181f566613c725c0d7616230aecd0d288fd2a1fa796d40f15b70e38,6443c6857b1eb38ba304ff0361b3691a239f66f221eb157b9f94de76cbe00a62,43d33122d8722fe391dd8438b5bb7b2292c9838315ef9846b796e9910312e7a0,866d8bff7bed2cca0772b355d7b6c3873c5b6e3cba314f9495cf7e9b13621e39,395f515bc5ee215c7acec4484e14cc6dd0e4add177de9dc1d46c1ecb6c9fed7c,5451aa52b30f55e5d23c2d3be75d5fba1c57840030e556e5f7f7a889e20610d7,db80b1471317706a317bf7db00a8c085fa7e0dae47811ce45e577b7297cfc224,717920e103158c31530510f1f286c59bbb60c6d36ef6b9bfffd20622e7665ad1,84f7fe288ce241f460dbd1903a76c11d6e5bbffefde2193c55c2358852cd1708,1ef6e2412344011222a739c440ce7d119e78f890bf49aefc3db94a131b978a91,5d9c9488f501fd51c5ffd915d21142ed708e7eb0ce08c3aa39d80788b27014e7,b2c044610eafce2a67c6c75afa831d3c9093f55efe2ee0c1cc296adc3eca4457,18c0edaea3fa718f8d79df6fdc3978846dc6626f834a3bf0afc9d418d59a601d,1161667cb00d58e99dbb6d50798ec7130d1375745c65c0a0800c2c36449a7b4c
"3","蘋果的滋味","6","2157","1","2157","6","34315","28363","21619","這個活動名稱的「？」裡填入的是？","","","30340","2","26524","6","蘋果的滋味","6","6"
"3","永不完結的夏日計畫","6","2162","1","2162","6","27704","32080","30340","這個活動名稱的「？」裡填入的是？","永不完結的夏日計畫","","23436","2","19981","6","永不完結的","6","6"
"3","森林的膽小鬼","6","2163","1","2163","6","26862","23567","39740","這個活動名稱的「？」裡填入的是？","森林的膽小鬼","","33213","2","26519","6","森林膽小鬼","6","6"
"3","吸血鬼獵人","6","2164","1","2164","6","21560","29557","20154","這個活動名稱的「？」裡填入的是？","","","39740","2","34880","6","吸血鬼獵人","6","6"
"3","萬聖節拯救隊大亂鬥！","6","2167","1","2167","6","33836","25327","25937","這個活動名稱的「？」裡填入的是？","萬聖節拯救隊大亂鬥！","","31680","2","32854","6","萬聖節拯救","6","6"
"3","公會競速賽","6","2169","1","2169","6","20844","36895","36093","這個活動名稱的「？」裡填入的是？","","","31478","2","26371","6","公會競速賽","6","6"
"2","魔法少女鈴鈴噹","6","0","1","2177","6","39764","37428","22137","這個的名稱是什麼？","魔法少女鈴鈴噹","蘭德索爾裡的兒童文學。是以過去存在的傳說英雄為主角的故事。","37428","2","27861","6","魔法鈴鈴噹","6","6"
"2","不來梅的城市樂手","6","0","2","2194","6","19981","22478","24066","這個的名稱是什麼？","不來梅的城市樂手","知名童話。講述驢子、狗、貓和雞團結一致開創新生活的故事。","26757","2","20358","6","不來梅城市","6","6"
"1","賣火柴的小女孩","6","0","2","2195","6","28779","22899","23401","這個的名稱是什麼？","賣火柴的小女孩","知名童話。講述貧困的少女在下雪的街道上賣火柴的故事。","23567","2","26612","6","火柴小女孩","6","6"
"2","Hansel and Gretel","3","0","2","2197","3","72","115","101","這個的名稱是什麼？","Hansel and Gretel","知名童話。講述年幼的兄妹運用智慧逃離危機的故事，這對兄妹的名字為？(請以英文作答)","110","2","97","3","Hanse","3","2"
"1","一千零一夜、格林童話、安徒生童話","6","0","2","2198","6","23433","31461","35441","這個的名稱是什麼？","一千零一夜、格林童話、安徒生童話","被列為「世界童話三大寶庫」的為：","29983","2","24466","6","安徒生童話","6","6"
"3","吉爾伽美什","6","0","2","2200","6","21513","32654","20160","這個的名稱是什麼？","","世界第一部史詩。","20285","2","29246","6","吉爾伽美什","6","6"
"2","傲慢與偏見","6","0","2","2201","6","20658","20559","35211","這個的名稱是什麼？","","經典小說之一。講述男女主角因對彼此的第一印象有偏見，導致互相看不順眼，最後漸漸了解彼此才愛上對方。","33287","2","24930","6","傲慢與偏見","6","6"
"1","Triple","3","0","2","2202","3","114","108","101","這個的名稱是什麼？","Triple","Single、Double，然後下一個是什麼？","112","2","105","3","riple","3","3"
"1","奧林帕斯山","6","0","2","2203","6","22887","26031","23665","這個的名稱是什麼？","","希臘神話中的宙斯是住在？","24085","2","26519","6","奧林帕斯山","6","6"
"2","空口說白話","6","0","2","2204","6","31354","30333","35441","這句諺語是什麼？","","比喻光說不做而沒有實際行動的表現。","35498","2","21475","6","空口說白話","6","6"
"1","公主騎士之力","6","0","1","2205","6","20844","22763","21147","這個的名稱是什麼？","公主騎士之力","在「似似花」個人劇情裡，她教導主角心想著希望能成為某人的力量然後傳達出去。此力量稱為？","39438","2","20027","6","公主騎士力","6","6"
"1","魔法裝置的動力源","6","0","1","2206","6","35037","21147","28304","空格裡該填入的是？","魔法裝置的動力源","在主線劇情裡，似似花被抓去王宮當作魔法□□的□□□。","21205","2","32622","6","裝置動力源","6","6"
"3","大天使之淚","6","2211","1","2211","6","22823","20043","28122","這個的名稱是什麼？","","能在「Happy‧Change‧Angels」活動中獲得的道具。","20351","2","22825","6","大天使之淚","6","6"
"2","天氣晚來秋","6","0","2","2214","6","22825","20358","31179","空格裡該填入的是？","","唐詩的五言律詩之一。王維的「山居秋暝」裡其中一句為「空山新雨後，□□□□□。」","26202","2","27683","6","天氣晚來秋","6","6"
"3","灰化肥發黑","6","0","2","2216","6","28784","30332","40657","空格裡該填入的是？","","著名繞口令之一。「黑化肥發灰，□□□□□。」","32933","2","21270","6","灰化肥發黑","6","6"
"1","六十六頭牛","6","0","2","2217","6","20845","38957","29275","空格裡該填入的是？","","著名繞口令之一。「六十六歲的陸老頭，蓋了六十六間樓，買了六十六簍油，養了□□□□□。」","20845","2","21313","6","六十六頭牛","6","6"
"2","紅粉鳳凰花","6","0","2","2224","6","32005","20976","33457","空格裡該填入的是？","","著名繞口令之一。「紅鳳凰，粉鳳凰，□□□□□鳳凰。」","40179","2","31881","6","紅粉鳳凰花","6","6"
"3","醜媳婦總得見公婆","6","0","2","2227","6","23219","24471","35211","這句諺語是什麼？","醜媳婦總得見公婆","比喻藏不住，總要露相。","32317","2","23142","6","媳婦總得見","6","6"
"3","et cetera","3","0","2","2228","3","101","114","97","這個的名稱是什麼？","et cetera","「etc.」未經省略的全稱是？","101","2","116","3","etera","3","3"
"1","哞哞自衛隊","6","0","1","2229","6","21726","34907","38538","這個的名稱是什麼？","","與【王宮騎士團】總是相互對立的公會。","33258","2","21726","6","哞哞自衛隊","6","6"
"2","超不得了啦！","6","2230","1","2230","6","36229","20102","21862","這個的名稱是什麼？","超不得了啦！","凱留的口頭禪之一。意思有好有壞，大多是在發生不妙的事情時說。","24471","2","19981","6","超不得了啦","6","6"
"1","咲戀育幼院","6","0","1","2231","6","21682","24188","38498","這個的名稱是什麼？","","由前【王宮騎士團】副團長咲戀所統籌與經營的公會。","32946","2","25088","6","咲戀育幼院","6","6"
"1","APPLE","2","0","2","2232","2","65","76","69","這個的名稱是什麼？","","「蘋果」的英文。","80","2","80","2","APPLE","2","2"
"3","發灰會花飛","6","0","2","2233","6","30332","33457","39131","空格裡該填入的是？","","著名繞口令之一。「黑化肥揮發□□□□□；灰化肥揮發發黑會飛花」","26371","2","28784","6","發灰會花飛","6","6"
"1","吃軟不吃硬","6","0","2","2234","6","21507","21507","30828","這句諺語是什麼？","","比喻對態度強硬者，從不屈從。對好言好語者，容易聽從。","19981","2","36575","6","吃軟不吃硬","6","6"
"1","三思而後行","6","0","2","2235","6","19977","24460","34892","這句諺語是什麼？","","比喻再三思考後才行動。","32780","2","24605","6","三思而後行","6","6"
"1","日久見人心","6","0","2","2236","6","26085","20154","24515","這句諺語是什麼？","","比喻相處久了，便能看的出來一個人的行為是如何。","35211","2","20037","6","日久見人心","6","6"
"1","愛麗絲夢遊仙境","6","0","2","2237","6","24859","22818","36938","這個的名稱是什麼？","愛麗絲夢遊仙境","經典的兒童文學作品之一。描述主角追著一隻兔子一起跳入樹洞後展開奇幻冒險。","32114","2","40599","6","愛麗絲夢遊","6","6"
"1","知足者常樂","6","0","2","2238","6","30693","24120","27138","這個的名稱是什麼？","","比喻為人知道滿足，不做過分的要求，心情自然常保愉快。","32773","2","36275","6","知足者常樂","6","6"
"1","TICKET","2","0","2","2240","2","84","75","69","這個的唸法是什麼？","TICKET","「票券」的英文。","67","2","73","2","TICKE","2","2"
"2","一千零一夜","6","0","2","2241","6","19968","19968","22812","這個的名稱是什麼？","","一本童話的故事集。「阿拉丁與神燈」也收錄於其中。","38646","2","21315","6","一千零一夜","6","6"
"1","潘朵拉的盒子","6","0","2","2242","6","28504","30418","23376","這個的名稱是什麼？","潘朵拉的盒子","在神話中登場，裝滿所有災厄的箱子。在現代則是「不可碰觸之物」的代名詞。","25289","2","26421","6","潘朵拉盒子","6","6"
"1","各位先生與女士","6","0","2","2243","6","21508","33287","22763","這個的名稱是什麼？","各位先生與女士","在表演等活動開始前，作為問候，主持人慣例會講的台詞。","29983","2","20301","6","各位生與士","6","6"
"1","Merry christmas","3","0","2","2244","3","77","114","121","這個的名稱是什麼？","Merry christmas","在聖誕節時，會對他人說的祝福話。(請用英文作答)","114","2","101","3","Merry","3","2"
"2","Ready steady go！","3","0","2","2245","3","82","100","121","這個的名稱是什麼？","Ready steady go！","「各就各位，預備，跑！」與此意思相近的英文台詞。","97","2","101","3","Ready","3","2"
"3","今上岳陽樓","6","0","2","2246","6","20170","38525","27155","空格裡該填入的是？","","唐詩的五言律詩之一。杜甫的「登岳陽樓」裡其中一句為「昔聞洞庭水，□□□□□。」","23731","2","19978","6","今上岳陽樓","6","6"
"1","白雪公主與七個小矮人","6","0","2","2247","6","30333","20027","19971","這個的唸法是什麼？","白雪公主與七個小矮人","經典童話之一。描述公主的母后因為忌妒公主的美麗，而製作毒蘋果讓公主吃下。","20844","2","38634","6","白雪公主七","6","6"
"2","1200盧幣","1","2248","1","2248","1","49","48","24163","這個的名稱是什麼？","1200盧幣","在「鈴奈」的個人劇情裡，請主角幫忙計算的盧幣是多少？","48","2","50","1","1200幣","6","1"
"1","阿拉丁神燈","6","0","2","2249","6","38463","31070","29128","這個的名稱是什麼？","","經典童話之一。故事中有一盞神燈，只要搓一搓神燈便能出現精靈來達成三個願望。","19969","2","25289","6","阿拉丁神燈","6","6"
"1","冒號、分號、刪節號","6","0","2","2250","6","20882","31680","34399","這個的名稱是什麼？","冒號、分號、刪節號","請問這三個讀法為：「：」「；」「……」","21034","2","20998","6","冒分刪節號","6","6"
"3","Roger that","3","0","2","2251","3","82","101","114","這個的名稱是什麼？","Roger that","以無線電交談時的規則。對方問「You copy?」的時候要回答什麼？(請用英文作答)","103","2","111","3","Roger","3","2"
"3","Wilco","3","0","2","2252","3","87","99","111","這個的名稱是什麼？","","軍用術語。「Will comply」代表將會遵循指示進行，其縮寫為？","108","2","105","3","Wilco","3","2"
"2","行到水窮處","6","0","2","2253","6","34892","31406","34389","空格裡該填入的是？","","唐詩的五言律詩之一。王維的「終南別業」裡其中一句為「□□□□□，坐看雲起時。」","27700","2","21040","6","行到水窮處","6","6"
"1","讓心愛的孩子出去外面磨練","6","0","2","2254","6","24515","23401","23376","這個的名稱是什麼？","讓心愛的孩子出去外面磨練","表達「不過度保護，讓孩子在世上經歷各式各樣的事才是為他們好」的諺語。","30340","2","24859","6","心愛的孩子","6","6"
"2","白帝彩雲間","6","0","2","2255","6","30333","38642","38291","空格裡該填入的是？","","唐詩的七言絕句之一。李白的「下江陵」裡其中一句為「朝辭□□□□□，千里江陵一日還。」","24425","2","24093","6","白帝彩雲間","6","6"
"3","精神⇒Mental　身體⇒Physical","3","0","2","2256","3","101","97","108","這個的名稱是什麼？","精神⇒Mental　身體⇒Physical","","116","2","110","3","ental","3","3"
"2","別人是別人，我們是我們","6","0","2","2257","6","25105","25105","20497","這個的名稱是什麼？","","「不應拿自己和別人比較並感到嫉妒」一語。常會被拿來對鬧脾氣的孩子說。","26159","2","20497","6","我們是我們","6","6"
"2","什麼在二壘","6","0","2","2258","6","20160","20108","22744","空格裡該填入的是？","","有名的相聲段子。「誰在一壘，□□□□□，三壘我不知道。」","22312","2","40636","6","什麼在二壘","6","6"
"2","不見棺材不落淚","6","0","2","2259","6","19981","26448","19981","這句諺語是什麼？","不見棺材不落淚","比喻不到徹底失敗的時候不肯罷休","26874","2","35211","6","不見棺材不","6","6"
"2","百聞不如一見","6","0","2","2260","6","32862","19968","35211","這個的名稱是什麼？","百聞不如一見","表示多聽不如親眼看見的可靠。","22914","2","19981","6","聞不如一見","6","6"
"2","世紀末風格","6","0","2","2261","6","19990","39080","26684","這個的名稱是什麼？","","虛構作品中很受歡迎的類別。描述遙遠的未來中荒無又無秩序的世界。是甚麼樣的風格？","26411","2","32000","6","世紀末風格","6","6"
"2","異世界轉生風格","6","0","2","2262","6","30064","36681","29983","這個的名稱是什麼？","異世界轉生風格","近年在虛構作品中很受歡迎的類別。會以主角從現代社會被帶往異世界為開端。","30028","2","19990","6","異世界轉生","6","6"
"1","Cheers","3","0","2","2263","3","104","114","115","這個的名稱是什麼？","Cheers","外國人乾杯都會說的話。","101","2","101","3","heers","3","3"
"2","他人看不穿","6","0","2","2264","6","20182","19981","31359","空格裡該填入的是？","","港片「唐伯虎點秋香」中，有句經典台詞為「世人笑我太瘋癲，我笑□□□□□。」","30475","2","20154","6","他人看不穿","6","6"
"2","是很危險的","6","0","2","2265","6","26159","38570","30340","空格裡該填入的是？","","港片「少林足球」中，有句經典台詞為「你快點回火星吧，地球□□□□□。」","21361","2","24456","6","是很危險的","6","6"
"2","你心裡發寒","6","0","2","2266","6","20320","30332","23506","空格裡該填入的是？","","港片「賭神」中，有句經典台詞為「他好像永遠對著你笑，笑得□□□□□。」","35041","2","24515","6","你心裡發寒","6","6"
"2","殺了一個我","6","0","2","2267","6","27578","20491","25105","空格裡該填入的是？","","港片「功夫」中，有句經典台詞為「我不怕，就算□□□□□，還有千千萬萬個我。」","19968","2","20102","6","殺了一個我","6","6"
"3","戀愛的魔法","6","2268","1","2268","6","25088","39764","27861","這是什麼？","","","30340","2","24859","6","戀愛的魔法","6","6"
"3","異世界的魔法","6","2269","1","2269","6","30064","39764","27861","這是什麼？","異世界的魔法","","30028","2","19990","6","異世界魔法","6","6"
"1","疾風之冥姬","6","2270","1","2270","6","30142","20901","23020","這是什麼？","","","20043","2","39080","6","疾風之冥姬","6","6"
"3","由我來征服","6","2271","1","2271","6","30001","24449","26381","這是什麼？","","","20358","2","25105","6","由我來征服","6","6"
"3","已經傍晚了","6","2272","1","2272","6","24050","26202","20102","這是什麼？","","","20621","2","32147","6","已經傍晚了","6","6"
"3","揍扁壞蛋們","6","2273","1","2273","6","25549","34507","20497","這是什麼？","","","22750","2","25153","6","揍扁壞蛋們","6","6"
"2","時間迴圈類型","6","0","2","2274","6","26178","22280","22411","這個的名稱是什麼？","時間迴圈類型","虛構作品中頗受歡迎的類別。故事主軸是處於相同時間不停重複的世界中，查明其真相。","36852","2","38291","6","時間迴圈型","6","6"
"1","尤絲蒂亞娜","6","2275","1","2275","6","23588","20126","23068","這是什麼？","","","33922","2","32114","6","尤絲蒂亞娜","6","6"
"2","歸期未有期","6","0","2","2276","6","27512","26377","26399","空格裡該填入的是？","","唐詩的七言絕句之一。李商隱的「夜雨寄北」裡其中一句為「君問□□□□□，巴山夜語漲秋池。」","26410","2","26399","6","歸期未有期","6","6"
"1","飛舞的少女","6","2277","1","2277","6","39131","23569","22899","這個活動名稱的「？」裡填入的是？","","","30340","2","33310","6","飛舞的少女","6","6"
"1","萬聖節之夜","6","2278","1","2278","6","33836","20043","22812","這個活動名稱的「？」裡填入的是？","","","31680","2","32854","6","萬聖節之夜","6","6"
"2","禊、美美、鏡華","6","2279","1","2279","6","31114","37857","33775","這個角色是誰？","禊、美美、鏡華","身處此活動中心\n地位的三位角色","32654","2","32654","6","禊美美鏡華","6","6"
"2","莫妮卡、智、栞、霞","6","2280","1","2280","6","33707","26234","26654","這個角色是誰？","莫妮卡、智、栞、霞","身處此活動中心地位的\n四位角色。","21345","2","22958","6","莫妮卡智栞","6","6"
"2","靜流、伊緒、空花","6","2281","1","2281","6","27969","31354","33457","這個角色是誰？","靜流、伊緒、空花","身處此活動中心地位的\n三位角色。","32210","2","20234","6","流伊緒空花","6","6"
"2","帆稀、嘉夜、祈梨","6","2282","1","2282","6","31232","31048","26792","這是什麼？","帆稀、嘉夜、祈梨","身處此活動中心地位的\n三位角色。","22812","2","22025","6","稀嘉夜祈梨","6","6"
"2","王宮騎士團","6","2283","1","2283","6","29579","22763","22296","這是什麼？","","身處此活動中心地位的\n公會名稱。","39438","2","23470","6","王宮騎士團","6","6"
"2","綾音、胡桃、千歌","6","2284","1","2284","6","32190","26691","21315","這是什麼？","綾音、胡桃、千歌","身處此活動中心地位的\n三位角色。","32993","2","38899","6","綾音胡桃千","6","6"
"1","墨丘利財團","6","2285","1","2285","6","22696","36001","22296","這個的名稱是什麼？","","身處此活動中心地位的\n公會名稱。","21033","2","19992","6","墨丘利財團","6","6"
"3","可愛的莉瑪","6","2286","1","2286","6","21487","33673","29802","這個的名稱是什麼？","","","30340","2","24859","6","可愛的莉瑪","6","6"
"3","騎著白馬的天才棋士","6","2287","1","2287","6","30333","22825","25165","這個的名稱是什麼？","騎著白馬的天才棋士","在初次見面時，「碧」太過緊張而亂說出口的謎之話語。","30340","2","39340","6","白馬的天才","6","6"
"3","我要按響警報魔石囉！","6","2019","1","2288","6","38911","39764","30707","這個的名稱是什麼？","我要按響警報魔石囉！","在初次見面時，保持警戒的「鏡華」所說的話。","22577","2","35686","6","響警報魔石","6","6"
"3","也成近視者至友","6","2289","1","2289","6","36817","33267","21451","這個的名稱是什麼？","也成近視者至友","教給「胡桃」的咒語，該咒語能夠消除緊張。","32773","2","35222","6","近視者至友","6","6"
"3","有志者事竟成也","6","0","1","2290","6","26377","20107","31455","這個的名稱是什麼？","有志者事竟成也","交給「胡桃」的咒語：「也成近視者至友」，實際上是從哪一句話變成的？","32773","2","24535","6","有志者事竟","6","6"
"3","臨時升降記號","6","0","2","2291","6","33256","38477","35352","這個的名稱是什麼？","臨時升降記號","在整首曲子中加入額外的升降號，這些升降號稱為？","21319","2","26178","6","臨時升降記","6","6"
"1","TEMPO","2","0","2","2292","2","84","80","79","這個的名稱是什麼？","","「節奏」的英文。","77","2","69","2","TEMPO","2","2"
"2","放長線釣大魚","6","0","2","2293","6","38263","22823","39770","這句諺語是什麼？","放長線釣大魚","比喻做事會以長遠來打算，雖然不會立即成效，但未來能獲得更大的好處。","37347","2","32218","6","長線釣大魚","6","6"
"2","MAGNET","2","0","2","2294","2","65","69","84","這個的名稱是什麼？","MAGNET","「磁鐵」的英文。","78","2","71","2","AGNET","2","2"
"1","阿基里斯腱","6","0","2","2295","6","38463","26031","33137","這個的名稱是什麼？","","全身最大的肌腱，位於小腿肌肉至腳跟處。","37324","2","22522","6","阿基里斯腱","6","6"
"1","本是同根生","6","0","2","2296","6","26412","26681","29983","這個的名稱是什麼？","","曹植的「七步詩」：「□□□□□，相煎何太急。」","21516","2","26159","6","本是同根生","6","6"
"1","HOSPITAL","2","0","2","2297","2","72","80","73","這個的名稱是什麼？","HOSPITAL","「醫院」的英文。","83","2","79","2","HOSPI","2","2"
"1","AGAIN","2","0","2","2298","2","65","73","78","這個的名稱是什麼？","","「再一次」的英文。","65","2","71","2","AGAIN","2","2"
"1","AGREE","2","0","2","2299","2","65","69","69","這個的名稱是什麼？","","「同意」的英文。","82","2","71","2","AGREE","2","2"
"1","AIRPORT","2","0","2","2300","2","73","79","82","這個的唸法是什麼？","AIRPORT","「機場」的英文。","80","2","82","2","IRPOR","2","2"
"1","ALMOST","2","0","2","2301","2","76","83","84","這個的唸法是什麼？","ALMOST","「幾乎」的英文。","79","2","77","2","LMOST","2","2"
"1","ALWAYS","2","0","2","2302","2","76","89","83","這個的唸法是什麼？","ALWAYS","「總是、經常」的英文。","65","2","87","2","LWAYS","2","2"
"1","開心=HAPPY  生氣=ANGRY","2","0","2","2303","2","65","82","89","這個的唸法是什麼？","開心=HAPPY  生氣=ANGRY","","71","2","78","2","ANGRY","2","2"
"1","BANANA","2","0","2","2304","2","65","78","65","這個的唸法是什麼？","BANANA","「香蕉」的英文。","65","2","78","2","ANANA","2","2"
"1","BOTTLE","2","0","2","2305","2","66","84","76","這個的唸法是什麼？","BOTTLE","「瓶子」的英文。","84","2","79","2","BOTTL","2","2"
"1","HOUSE","2","0","2","2306","2","72","83","69","這個的唸法是什麼？","","「房子」的英文。","85","2","79","2","HOUSE","2","2"
"1","LEMON","2","0","2","2307","2","76","79","78","這個的唸法是什麼？","","「檸檬」的英文。","77","2","69","2","LEMON","2","2"
"1","LUNCH","2","0","2","2308","2","76","67","72","這個的唸法是什麼？","","「午餐」的英文。","78","2","85","2","LUNCH","2","2"
"1","MARCH","2","0","2","2309","2","77","67","72","這個的唸法是什麼？","","「三月」的英文。","82","2","65","2","MARCH","2","2"
"2","CONCERT","2","0","2","2310","2","79","69","82","這個的唸法是什麼？","CONCERT","「演唱會」的英文。","67","2","78","2","ONCER","2","2"
"1","MUSIC","2","0","2","2311","2","77","73","67","這個的唸法是什麼？","","「音樂」的英文。","83","2","85","2","MUSIC","2","2"
"1","DANCE","2","0","2","2312","2","68","67","69","這個的唸法是什麼？","","「跳舞」的英文。","78","2","65","2","DANCE","2","2"
"2","NEVER","2","0","2","2313","2","78","69","82","這個的唸法是什麼？","","「從未、永不」的英文。","86","2","69","2","NEVER","2","2"
"1","PENCIL","2","0","2","2314","2","80","67","73","這個的唸法是什麼？","PENCIL","「鉛筆」的英文。","78","2","69","2","PENCI","2","2"
"1","SKIRT","2","0","2","2315","2","83","82","84","這個的唸法是什麼？","","「裙子」的英文。","73","2","75","2","SKIRT","2","2"
"2","YOUNG","2","0","2","2316","2","89","78","71","這個的唸法是什麼？","","「年輕的」的英文。","85","2","79","2","YOUNG","2","2"
"1","沙羅曼達之血","6","0","1","3001","6","27801","36948","34880","這個的名稱是什麼？","沙羅曼達之血","此為居住於火山的魔物「沙羅曼達」的血液，有著很高的融解能力。","26364","3","32645","6","沙羅曼達血","6","6"
"2","熾炎戰鬼煉獄血盟暗黑團\n＝The‧Order‧Of‧Gehenna‧Immortals","6","3002","1","3002","6","34880","40657","22296","這個的唸法是什麼？","熾炎戰鬼煉獄血盟暗黑團＝The‧Order‧Of‧Gehenna‧Immortals","「修特帕魯」前世所隸屬的暗黑騎士團。","26263","3","30431","6","血盟暗黑團","6","6"
"2","第一級產業","6","0","2","3003","6","31532","29986","26989","這個的名稱是什麼？","","農業、林業這類生產原料或食材的產業。","32026","3","19968","6","第一級產業","6","6"
"2","第二級產業","6","0","2","3005","6","31532","29986","26989","這個的名稱是什麼？","","工業這類擔任原料加工的產業。","32026","3","20108","6","第二級產業","6","6"
"2","第三級產業","6","0","2","3006","6","31532","29986","26989","這個的名稱是什麼？","","擔任物流、分銷、中介等工作的產業，又稱為服務業。","32026","3","19977","6","第三級產業","6","6"
"3","深淵悠久=翠翔裂空斬（Eternal Abyss=Divider）","6","0","2","3007","6","32736","31354","26028","這個的名稱是什麼？","深淵悠久=翠翔裂空斬（Eternal Abyss=Divider）","揮舞寄宿在劍上的魔力，將其釋放的魔法。","35010","3","32724","6","翠翔裂空斬","6","6"
"3","五分制視力表","6","0","2","3008","6","20116","35222","21147","這個的名稱是什麼？","五分制視力表","關於視力表，數值在4.0-5.3之間稱為？","21046","3","20998","6","五分制視力","6","6"
"3","國際通用視力表","6","0","2","3009","6","36890","21147","34920","這個的名稱是什麼？","國際通用視力表","關於視力表，數值在0.1-2.0之間稱為？","35222","3","29992","6","通用視力表","6","6"
"1","不明飛行物體","6","0","2","3010","6","19981","34892","29289","這個的名稱是什麼？","不明飛行物體","「UFO（Unidentified Flying Object）」的中文。","39131","3","26126","6","不明飛行物","6","6"
"2","伊麗莎白圈","6","0","2","3011","6","20234","30333","22280","這個的名稱是什麼？","","貓狗在受傷時用以防止牠們舔舐自己的項圈。","33678","3","40599","6","伊麗莎白圈","6","6"
"3","惡德伊商會","6","0","1","3012","6","24801","21830","26371","這個的名稱是什麼？","","在蘭德索爾活動的邪惡商會。商會的名字同樣也是會長的名字。","20234","3","24503","6","惡德伊商會","6","6"
"2","冥想、養育動植物","6","0","1","3016","6","39178","26893","29289","這個問題的答案是？","冥想、養育動植物","【美食殿堂】中的「可可蘿」的興趣是什麼？","21205","3","32946","6","養育動植物","6","6"
"2","和貓咪玩耍","6","0","1","3020","6","21644","29609","32781","這個問題的答案是？","","【美食殿堂】中的「凱留」的興趣是什麼？","21674","3","35987","6","和貓咪玩耍","6","6"
"2","蒐集可愛的東西","6","0","1","3026","6","21487","26481","35199","這個問題的答案是？","蒐集可愛的東西","【小小甜心】中的「美美」的興趣是什麼？","30340","3","24859","6","可愛的東西","6","6"
"2","和妹妹一起玩","6","0","1","3029","6","21644","19968","36215","這個問題的答案是？","和妹妹一起玩","【森林守衛】中的「初音」的興趣，除了午睡、早睡、回籠覺之外，另一個是什麼？","22969","3","22969","6","和妹妹一起","6","6"
"2","道路交通法","6","0","2","3050","6","36947","36890","27861","這個的名稱是什麼？","","為防止道路的危險與障礙、實現安全且順暢的交通環境而制定的法律。","20132","3","36335","6","道路交通法","6","6"
"2","勞動基準法","6","0","2","3051","6","21214","28310","27861","這個的名稱是什麼？","","為保護勞動者而針對契約和報酬等方面訂定最低基準的法律。","22522","3","21205","6","勞動基準法","6","6"
"2","兒童福利法","6","0","2","3053","6","20818","21033","27861","這個的名稱是什麼？","","為實現所有兒童的福祉而制定必要之兒童援助的法律。","31119","3","31461","6","兒童福利法","6","6"
"2","建築基準法","6","0","2","3054","6","24314","28310","27861","這個的名稱是什麼？","","針對建築物的設備及構造等項目制定必須達到之最低基準的法律。","22522","3","31689","6","建築基準法","6","6"
"3","A-people","3","0","2","3063","3","112","112","108","這個謎語的答案是？","A-people","腦筋急轉彎：「阿匹婆的英文名字？」","111","3","101","3","peopl","3","3"
"3","心靜自然涼","6","0","2","3064","6","24515","28982","28092","這個謎語的答案是？","","冷笑話：「人死後為什麼變得冰涼？」","33258","3","38748","6","心靜自然涼","6","6"
"3","肘部尺骨端","6","0","2","3065","6","32920","39592","31471","這個的名稱是什麼？","","一般人對撞到手肘時會麻痺的那個部位的稱呼。","23610","3","37096","6","肘部尺骨端","6","6"
"2","交朋友的想像訓練","6","0","1","3066","6","20132","24819","20687","這個問題的答案是？","交朋友的想像訓練","【森林守衛】中的「碧」的興趣是什麼？","21451","3","26379","6","交朋友想像","6","6"
"2","兩個人一起去野餐","6","0","1","3067","6","20841","19968","36215","這個問題的答案是？","兩個人一起去野餐","【森林守衛】與【伊麗莎白牧場】中的「初音&栞」，兩人的興趣是什麼？","20154","3","20491","6","兩個人一起","6","6"
"2","和強敵之間的競爭","6","0","1","3068","6","20043","31478","29229","這個問題的答案是？","和強敵之間的競爭","【王宮騎士團】中的「克莉絲提娜」的興趣是什麼？","30340","3","38291","6","之間的競爭","6","6"
"3","英雄扮演遊戲","6","0","1","3069","6","33521","36938","25138","這個問題的答案是？","英雄扮演遊戲","【王宮騎士團】中的「茉莉」的興趣是什麼？","25198","3","38596","6","英雄扮遊戲","6","6"
