ebcef787858518b5e665a086408c8fcd51e949ffc0a0f5d158ce53ba1b30f11f,54d25edce5a92e5c9f1f6244712ca4296cf71272dc131ddb5a48f1002e35b376,c27c1fe4208e71c943839da40b69001d36a720608a581a8ae5a2c67a521e2911,3c3dcbf42a2ddccb6cebd41c009d665a16516fb45c11b8e955c2066f49d310d6,7a7a71258d8bb683cf613f4ac6525ef5a797fc8a5457fd9122a92794964a0256,753c10317718a426e596bb18ac5b35c3f81666f20a8ad9250a401e905b245616,64a3ee38a72accd6741171a60cda2336c512f7be4b42a002b4091ff9eb32e35e,5a0ba4227157fccf0de6173fea3378814decc08d29b73c8b8a10c5b97319d303,687a27a57bf981ffb29799599b949edca90b60be6f48da4669560d7151332a72,1e7fa26533c7e2932b4e4ecfc2e01fa27a08f7c2c5b50a6c355d4cb5851544c3,80210130f009214d5421385de73c7b35e82145c75b04a4bc594e7f2b42bcecb0,7720997d62640d98048b8afdd5b10dfb06938214960a23aabc5128517b8f7db0
"100981402","2","vo_lsv_1401","2","0","0","vo_lsv","0","0","0","0","1009814"
"100981403","1","0","3","84","0","0","1","0","0.677","0","1009814"
"100981404","4","0","4","0","0","0","0","0.7","0","1","1009814"
"100981405","1","0","5","300","84","0","1","0","1.677","0","1009814"
"100981406","4","0","6","0","0","0","0","3.5","0","1","1009814"
"100981407","2","vo_lsv_1402","7","0","0","vo_lsv","0","0","0","0","1009814"
"100981408","1","0","8","300","0","0","3","0","1.099","0","1009814"
"100981409","4","0","9","0","0","0","0","1.13","0","1","1009814"
"100981410","1","0","10","158","0","0","4","0","1.234","0","1009814"
"100981411","4","0","11","0","0","0","0","2.2","0","1","1009814"
"100981412","2","vo_lsv_1403","12","0","0","vo_lsv","0","0","0","0","1009814"
"100981413","1","0","13","300","158","0","4","0","1.37","0","1009814"
"100981414","4","0","14","0","0","0","0","2.5","0","1","1009814"
"100981415","2","vo_lsv_1404","15","0","0","vo_lsv","0","0","0","0","1009814"
"100981416","1","0","16","300","0","0","6","0","1","0","1009814"
"100981417","4","0","17","0","0","0","0","1.3","0","1","1009814"
"100981418","1","0","18","350","0","0","7","0","1.661","0","1009814"
"100981419","4","0","19","0","0","0","0","1.7","0","1","1009814"
"100981420","1","0","20","180","0","0","8","0","1.344","0","1009814"
"100981421","4","0","21","0","0","0","0","2.5","0","1","1009814"
"100981422","2","vo_lsv_1405","22","0","0","vo_lsv","0","0","0","0","1009814"
"100981423","1","0","23","80","0","0","10","0","0.82","0","1009814"
"100981424","4","0","24","0","0","0","0","1.4","0","1","1009814"
"100981425","1","0","25","300","80","0","10","0","1.83","0","1009814"
"100981501","4","0","1","0","0","0","0","0.8","0","1","1009815"
"100981502","2","vo_lsv_1501","2","0","0","vo_lsv","0","0","0","0","1009815"
"100981503","1","0","3","300","0","0","1","0","2.384","0","1009815"
"100981504","4","0","4","0","0","0","0","2.41","0","1","1009815"
"100981505","1","0","5","250","0","0","2","0","1","0","1009815"
"100981506","4","0","6","0","0","0","0","2","0","1","1009815"
"100981507","2","vo_lsv_1502","7","0","0","vo_lsv","0","0","0","0","1009815"
"100981508","1","0","8","300","0","0","3","0","1.71","0","1009815"
"100981509","4","0","9","0","0","0","0","2","0","1","1009815"
"100981510","1","0","10","300","0","0","4","0","1.369","0","1009815"
"100981511","4","0","11","0","0","0","0","1.39","0","1","1009815"
"100981512","1","0","12","327","0","0","5","0","2.431","0","1009815"
"100981513","4","0","13","0","0","0","0","2.432","0","1","1009815"
"100981514","1","0","14","327","0","0","6","0","1.164","0","1009815"
"100981515","4","0","15","0","0","0","0","2.5","0","1","1009815"
"100981516","2","vo_lsv_1503","16","0","0","vo_lsv","0","0","0","0","1009815"
"100981517","1","0","17","327","0","0","7","0","3.101","0","1009815"
"100981518","4","0","18","0","0","0","0","4.5","0","1","1009815"
"100981519","2","vo_lsv_1504","19","0","0","vo_lsv","0","0","0","0","1009815"
"100981520","1","0","20","327","0","0","8","0","2.454","0","1009815"
"100981521","4","0","21","0","0","0","0","2.484","0","1","1009815"
"100981522","1","0","22","300","0","0","9","0","0.727","0","1009815"
"100981523","4","0","23","0","0","0","0","2","0","1","1009815"
"100981524","2","vo_lsv_1505","24","0","0","vo_lsv","0","0","0","0","1009815"
"100981525","1","0","25","300","0","0","10","0","1.984","0","1009815"
"100981526","4","0","26","0","0","0","0","3","0","1","1009815"
"100981527","2","vo_lsv_1506","27","0","0","vo_lsv","0","0","0","0","1009815"
"100981528","1","0","28","327","0","0","12","0","2.1","0","1009815"
