77805ccf430737cfe532717982fb73dcf3f410746e00187dcdc1ec4fca4e546b,e28d9834edc3d1d355323a33a100bbcbfc75757edc31c9db74d1a6eb0f9f4d6b,879fbca335229accf555b34f61ffe41f6a5c2ae478ce577890cd65e61be86b62,5df66145a7405bb55bcceecd01b6599f2f00ca6bb3408f363220f8f6538fc897,b38cb430b21bb4f96a7ff4e2f5a509587a6a3b5e57dfe2bd25eb18783eac50d3,ba06f272182a9053011c1eee5999e7f18ef1dc20d068e3c51fc77a6930b421a3,9278d7a5dca7112efb0c86ce38740fef084fe969316ec17ed6e25a50a3f34a0c,a8d75f7a5da976812bc20e52642e5e8cba151e77de686fa5617c3920903a0ccd,d7ab436c03fa67bb8da572532c61f1d03b26c7acc57cf295edbebc6d5b26de0e,57b58acd3c53b161c62ec58f36c44ec44cad147d891d979fcf4a16c289d46b30,1ecff904c50498cb3fd994a89a8f3a89d7681b465c0b072f3ee60f28209001c8
"91","","203","","","","","0","12030034","",""
"3","","203","0.5","","","","3","12030035","1","nyx_203_yukari_03"
"3","","203","0.5","","","","103431","12030036","1","nyx_203_yukari_03"
"11","","203","","","","","103431","12030037","10","嘿咻～多喝一點～\n嗯呵呵～麥酒可是\n無所不能的啦～♪"
"91","","203","","","","","0","12030038","",""
"93","","203","","","","","0.1","12030039","",""
"3","","203","0.2","","nyx_203_yukari_05","1","3","12030040","0","nyx_203_yukari_06"
"3","","203","0.2","","nyx_203_yukari_05","1","103431","12030041","0","nyx_203_yukari_06"
"93","","203","","","","","0.5","12030042","",""
"3","0.2","203","0.2","","nyx_cmn_05","1","103231","12030043","0","nyx_lookup"
"93","","203","","","","","2","12030044","",""
"12","","203","","","","","103231","12030045","1","1"
"4","","203","","","","","3","12030046","","1"
"4","","203","","","","","103431","12030047","","1"
"3","","203","0.2","","","","3","12030048","0","nyx_203_yukari_04"
"3","","203","0.2","","","","103431","12030049","0","nyx_203_yukari_04"
"2","","203","","","0.67","0","3","12030050","-10","-245"
"2","","203","","","0.67","0","103431","12030051","-10","-245"
"93","","203","","","","","0.67","12030052","",""
"93","","203","","","","","0.83","12030053","",""
"2","","203","","","0.5","0","3","12030054","-10","-265"
"2","","203","","","0.5","0","103431","12030055","-10","-265"
"93","","203","","","","","0.5","12030056","",""
"2","","203","","","0.67","0","3","12030057","-10","-328"
"2","","203","","","0.67","0","103431","12030058","-10","-328"
"3","","203","0.2","","","","103231","12030059","1","nyx_cmn_04"
"3","0.2","203","0.2","","nyx_idle_sad","1","104831","12030060","0","nyx_lookup"
"93","","203","","","","","0.67","12030061","",""
"2","","203","","","0.67","0","3","12030062","-10","-330"
"2","","203","","","0.67","0","103431","12030063","-10","-330"
"93","","203","","","","","0.67","12030064","",""
"3","","203","0.2","","nyx_203_yukari_06","1","3","12030065","0","nyx_203_yukari_05"
"3","","203","0.2","","nyx_203_yukari_06","1","103431","12030066","0","nyx_203_yukari_05"
"93","","203","","","","","0.66","12030067","",""
"12","","203","","","","","104831","12030068","1","12"
"93","","203","","","","","2","12030069","",""
"12","","203","","","","","103431","12030070","1","9"
"3","0.2","203","0.2","","nyx_talk_sad","1","104631","12030071","0","nyx_lookup"
"4","","203","","","","","3","12030072","","0"
"4","","203","","","","","103431","12030073","","0"
"3","","203","0.2","","","","3","12030074","0","nyx_203_yukari_04"
"3","","203","0.2","","","","103431","12030075","0","nyx_203_yukari_04"
"2","","203","","","0.67","0","3","12030076","-10","-285"
"2","","203","","","0.67","0","103431","12030077","-10","-285"
"93","","203","","","","","0.67","12030078","",""
"93","","203","","","","","0.83","12030079","",""
"2","","203","","","0.5","0","3","12030080","-10","-265"
"2","","203","","","0.5","0","103431","12030081","-10","-265"
"93","","203","","","","","0.5","12030082","",""
"2","","203","","","0.67","0","3","12030083","-10","-202"
"2","","203","","","0.67","0","103431","12030084","-10","-202"
"12","","203","","","","","104631","12030085","1","5"
"93","","203","","","","","0.67","12030086","",""
"2","","203","","","0.67","0","3","12030087","-10","-200"
"2","","203","","","0.67","0","103431","12030088","-10","-200"
"93","","203","","","","","0.67","12030089","",""
"3","","203","0.2","","","","3","12030090","1","nyx_203_yukari_05"
"3","","203","0.2","","","","103431","12030091","1","nyx_203_yukari_05"
"93","","203","","","","","0.66","12030092","",""
"3","","203","0.2","","","","104631","12030093","1","nyx_idle_sad"
"12","","203","","","","","103431","12030094","1","6"
"4","","203","","","","","3","12030095","","0"
"4","","203","","","","","103431","12030096","","0"
"93","","203","","","","","1","12030097","",""
"101","","203","","","","","12030039","12030098","",""
"1","1","204","1.2","nyx_204_mifuyu_01","121.8","28.5","1","12040001","110","104831"
"5","1","204","1.2","nyx_204_mifuyu_01","121.8","28.5","2","12040002","120","2"
"1","0","204","1.2","nyx_idle_normal","-278","-286.1","1","12040003","110","103431"
"1","1","204","1.2","nyx_idle_normal","283.5","-286.1","1","12040004","140","104631"
"1","0","204","1.2","nyx_idle_normal","-413","-286.1","1","12040005","110","103231"
"31","","204","1","","0","1","2","12040006","0","1"
"5","0","204","1.2","nyx_yagura_up_harf","109","-278","3","12040007","130","3"
"31","","204","1","","34","1","14","12040008","-111","2"
"25","","204","","","","","bgm_M347","12040009","","bgm_M347"
"93","","204","","","","","2","12040010","",""
"3","","204","0.2","","","","104831","12040011","1","nyx_204_mifuyu_01"
"3","","204","0.2","","","","2","12040012","1","nyx_204_mifuyu_01"
"11","","204","0","","","","104831","12040013","10","終於……\n完成了呢……"
"93","","204","","","","","0.2","12040014","",""
"3","0.2","204","0.2","","nyx_204_akino_01_loop","1","104631","12040015","0","nyx_lookup"
"93","","204","","","","","0.5","12040016","",""
"3","","204","0.2","","","","104831","12040017","1","nyx_204_mifuyu_02"
"3","","204","0.2","","","","2","12040018","1","nyx_204_mifuyu_02"
"91","","204","","","","","12040013","12040019","",""
"11","","204","0","","","","104831","12040020","10","比起設計階段\n很明顯地增加了\n許多功能呢……"
"93","","204","","","","","1.5","12040021","",""
"3","0.2","204","0.2","","nyx_lookup_loop","1","103431","12040022","0","nyx_lookup"
"91","","204","","","","","12040020","12040023","",""
"93","","204","","","","","0.2","12040024","",""
"3","","204","0.2","","","","103231","12040025","0","nyx_204_akino_01"
"11","","204","","","","","103231","12040026","10","很驚訝對吧！\n這正是我們點子的\n心血結晶！"
"93","","204","","","","","1","12040027","",""
"3","","204","0.2","","","","103231","12040028","1","nyx_204_akino_02"
"91","","204","","","","","12040026","12040029","",""
"93","","204","","","","","0.5","12040030","",""
"11","","204","0","","","","104831","12040031","10","是啊，我是很驚訝……\n沒想到妳們竟然會\n恣意妄為成這樣子"
"93","","204","","","","","0.2","12040032","",""
"3","0.2","204","0.2","","","","104831","12040033","1","nyx_204_mifuyu_03"
"3","0.2","204","0.2","","","","2","12040034","1","nyx_204_mifuyu_03"
"93","","204","","","","","3","12040035","",""
"91","","204","","","","","12040031","12040036","",""
"3","","204","","","","","104631","12040037","1","nyx_talk_sad"
"11","","204","","","","","104631","12040038","10","為、為什麼\n妳在發抖喵？\n美冬…"
"91","","204","","","","","0","12040039","",""
"3","0.3","204","0.3","","nyx_204_mifuyu_05","1","104831","12040040","0","nyx_204_mifuyu_04"
"3","0.3","204","0.3","","nyx_204_mifuyu_05","1","2","12040041","0","nyx_204_mifuyu_04"
"11","","204","0","","","","104831","12040042","10","這不是當然的嗎！\n這一堆毫無用處的\n功能是怎麼回事！"
"93","","204","","","","","0.6","12040043","",""
"3","0.2","204","0.3","","nyx_idle_surprise2","1","104631","12040044","0","cmn_shock_def_N"
"3","0.2","204","0.3","","nyx_idle_sad","1","103431","12040045","0","cmn_shock_def_N"
"3","0.2","204","0.3","","nyx_idle_surprise1","1","103231","12040046","0","cmn_shock_def_N"
"93","","204","","","","","1.5","12040047","",""
"91","","204","","","","","12040042","12040048","",""
"11","","204","0","","","","104831","12040049","10","不管怎麼看都是\n滿滿的浪費……\n太沒有效率了……！"
"91","","204","","","","","0","12040050","",""
"3","0.3","204","0.3","","","","103431","12040051","1","nyx_talk_sad"
"11","","204","","","","","103431","12040052","10","冷、冷靜一點\n美冬……\n這也沒有辦法嘛……"
"91","","204","","","","","0","12040053","",""
"11","","204","0","","","","104831","12040054","10","看到這個\n我怎麼可能還\n冷靜得下來啦～！"
"93","","204","","","","","2.7","12040055","",""
"3","0.3","204","0.3","","","","103431","12040056","1","nyx_cmn_03"
"3","0.3","204","0.3","","nyx_204_mifuyu_06","1","104831","12040057","0","nyx_204_mifuyu_07"
"3","0.3","204","0.3","","nyx_204_mifuyu_06","1","2","12040058","0","nyx_204_mifuyu_07"
"91","","204","","","","","12040052","12040059","",""
"93","","204","","","","","0.5","12040060","",""
"4","","204","","","","","103431","12040061","1","0"
"93","","204","","","","","0.5","12040062","",""
"12","","204","","","","","103431","12040063","1","2"
"93","","204","","","","","1.5","12040064","",""
"12","","204","","","","","104631","12040065","1","17"
"3","0.3","204","0.3","","","","104631","12040066","1","nyx_talk_sad"
"93","","204","","","","","1.5","12040067","",""
"4","","204","","","","","103431","12040068","1","1"
"3","0.3","204","0.3","","","","104631","12040069","1","nyx_idle_sad"
"93","","204","","","","","0.2","12040070","",""
"12","","204","","","","","103231","12040071","1","7"
"3","0.2","204","0.3","","cmn_pose02_def_N","1","103231","12040072","0","nyx_talk_joy1"
"93","","204","","","","","0.1","12040073","",""
"3","0.3","204","0.3","","","","103431","12040074","1","nyx_talk_sad"
"93","","204","","","","","2","12040075","",""
"12","","204","","","","","104831","12040076","1","15"
"93","","204","","","","","2","12040077","",""
"101","","204","","","","","12040061","12040078","","1"
"1","0","301","1.2","nyx_301_yuni_01","-135","-277","1","13010001","110","111031"
"31","","301","1","","0","1","3","13010002","0","1"
"31","","301","1","","-195","1","17","13010003","40","2"
"31","","301","0","","-195","1","18","13010004","40","3"
"31","","301","0","","-195","1","19","13010005","40","4"
"25","","301","","","","","bgm_M347","13010006","","bgm_M347"
"93","","301","","","","","2","13010007","",""
"11","","301","","","","","111031","13010008","10","好朋友X……\n那個真的是\n浪漫的結晶啊……"
"91","","301","","","","","0","13010009","","1"
"11","","301","","","","","111031","13010010","10","由那創新之中所獲得\n的刺激應該以有形的\n方式留存下來才對…"
"91","","301","","","","","0","13010011","","1"
"93","","301","","","","","0.6","13010012","",""
"3","","301","0.2","","","","111031","13010013","1","nyx_103_yuni_02"
"11","","301","","","","","111031","13010014","10","綜上所述\n本來我是打算來蒐集\n好朋友X的殘骸的"
"91","","301","","","","","0","13010015","","1"
"3","0.2","301","0.2","","nyx_idle_normal","","111031","13010016","0","cmn_pose02_def_N"
"11","","301","","","","","111031","13010017","10","但如果只是修理這些\n並單純組裝起來的話\n也不過是仿造品罷了"
"91","","301","","","","","0","13010018","","1"
"3","","301","0.2","","nyx_103_yuni_04","1","111031","13010019","0","nyx_103_yuni_03"
"11","","301","","","","","111031","13010020","10","我要做些個人修改\n像是將機體縮小及\n改良各種功能"
"91","","301","","","","","0","13010021","","1"
"3","","301","0.2","","","","111031","13010022","1","cmn_pose02_def_N"
"11","","301","","","","","111031","13010023","10","嗯，也就是說\n鯛魚燒加上\n麥酒……"
"91","","301","","","","","0","13010024","",""
"93","","301","","","","","0.5","13010025","",""
"3","","301","0.2","","","","111031","13010026","1","nyx_301_yuni_03"
"11","","301","","","","","111031","13010027","10","不對，說到底\n為什麼鯛魚燒和麥酒\n會被裝進去呢"
"91","","301","","","","","0","13010028","","1"
"11","","301","","","","","111031","13010029","10","……真是令人費解啊\n看來似乎有必要先從\n這點開始思考起呢"
"91","","301","","","","","0","13010030","","1"
"3","","301","0.2","","","","111031","13010031","1","nyx_301_yuni_01"
"11","","301","","","","","111031","13010032","10","這是何等的難題啊\n我那對知識的探求心\n蠢蠢欲動了起來"
"91","","301","","","","","0","13010033","",""
"93","","301","","","","","2","13010034","",""
"4","","301","","","","","111031","13010035","","1"
"3","","301","0.2","","","","111031","13010036","1","cmn_walk_def_N"
"2","","301","","","1.5","","111031","13010037","-277","-230"
"93","","301","","","","","1.5","13010038","",""
"3","0.2","301","0.2","","nyx_idle_normal","1","111031","13010039","0","nyx_301_yuni_02"
"93","","301","","","","","3","13010040","",""
"4","","301","","","","","111031","13010041","","0"
"3","","301","0.2","","","","111031","13010042","1","cmn_walk_def_N"
"2","","301","","","1.5","","111031","13010043","-277","-95"
"93","","301","","","","","1.5","13010044","",""
"12","","301","","","","","111031","13010045","1","12"
"3","0.2","301","0.2","","nyx_idle_normal","1","111031","13010046","0","nyx_301_yuni_02"
"93","","301","","","","","0.4","13010047","",""
"32","","301","","","","","3","13010048","","1"
"93","","301","","","","","2.6","13010049","",""
"4","","301","","","","","111031","13010050","","1"
"3","","301","0.2","","","","111031","13010051","1","cmn_walk_def_N"
"2","","301","","","1.5","","111031","13010052","-277","-230"
"93","","301","","","","","1.5","13010053","",""
"12","","301","","","","","111031","13010054","1","13"
"3","0.2","301","0.2","","nyx_idle_normal","1","111031","13010055","0","nyx_301_yuni_02"
"93","","301","","","","","3","13010056","",""
"4","","301","","","","","111031","13010057","","0"
"3","","301","0.2","","","","111031","13010058","1","cmn_walk_def_N"
"2","","301","","","1.5","","111031","13010059","-277","-95"
"93","","301","","","","","1.5","13010060","",""
"3","0.2","301","0.2","","nyx_idle_normal","1","111031","13010061","0","nyx_301_yuni_02"
"93","","301","","","","","0.4","13010062","",""
"32","","301","","","","","4","13010063","","1"
"93","","301","","","","","2.6","13010064","",""
"4","","301","","","","","111031","13010065","","1"
"3","","301","0.2","","","","111031","13010066","1","cmn_walk_def_N"
"2","","301","","","1.5","","111031","13010067","-277","-230"
"93","","301","","","","","1.5","13010068","",""
"3","0.2","301","0.2","","nyx_idle_normal","1","111031","13010069","0","nyx_301_yuni_02"
"93","","301","","","","","3","13010070","",""
"4","","301","","","","","111031","13010071","","0"
"3","","301","0.2","","","","111031","13010072","1","cmn_walk_def_N"
"2","","301","","","4","","111031","13010073","-277","165"
"93","","301","","","","","4","13010074","",""
"12","","301","","","","","111031","13010075","1","12"
"3","0.2","301","0.2","","nyx_idle_normal","1","111031","13010076","0","nyx_301_yuni_02"
"93","","301","","","","","3","13010077","",""
"4","","301","","","","","111031","13010078","","1"
"3","","301","0.2","","","","111031","13010079","1","cmn_walk_def_N"
"2","","301","","","4","","111031","13010080","-277","-230"
"93","","301","","","","","4","13010081","",""
"12","","301","","","","","111031","13010082","1","17"
"3","0.2","301","0.2","","nyx_idle_normal","1","111031","13010083","0","cmn_pose02_def_N"
"93","","301","","","","","4","13010084","",""
"4","","301","","","","","111031","13010085","","0"
"3","","301","0.2","","","","111031","13010086","1","cmn_walk_def_N"
"2","","301","","","4","","111031","13010087","-277","165"
"93","","301","","","","","4","13010088","",""
"3","0.2","301","0.2","","nyx_303_yuni_01","0","111031","13010089","0","nyx_301_yuni_02"
"93","","301","","","","","2.4","13010090","",""
"12","","301","","","","","111031","13010091","1","7"
"93","","301","","","","","1.6","13010092","",""
"4","","301","","","","","111031","13010093","","1"
"3","","301","0.2","","","","111031","13010094","1","cmn_walk_def_N"
"2","","301","","","4","","111031","13010095","-277","-230"
"93","","301","","","","","4","13010096","",""
"12","","301","","","","","111031","13010097","1","2"
"3","0.2","301","0.2","","cmn_pose02_def_N","1","111031","13010098","0","nyx_301_yuni_02"
"93","","301","","","","","4","13010099","",""
"101","","301","","","","","13010071","13010100","",""
"1","1","302","1.2","nyx_idle_normal","4000","-277","1","13020001","110","111031"
"5","1","302","1.2","NoItem","-200","-277","2","13020002","120","2"
"31","","302","1","","0","1","3","13020003","0","1"
"31","","302","0","","-240","1","20","13020004","-110","3"
"31","","302","1","","-195","1.2","21","13020005","40","4"
"25","","302","","","","","bgm_M347","13020006","","bgm_M347"
"93","","302","","","","","2","13020007","",""
"3","0.2","302","","","nyx_idle_normal","1","111031","13020008","0","nyx_302_yuni_01"
"2","","302","","","0","","111031","13020009","-277","-200"
"2","","302","","","0","","2","13020010","-279","-200"
"11","","302","","","","","111031","13020011","10","……噗哈～！"
"93","","302","","","","","0","13020012","",""
"32","","302","","","","","3","13020013","","1"
"91","","302","","","","","13020011","13020014","",""
"11","","302","","","","","111031","13020015","10","不行不行\n差一點就要被埋在\n這堆材料山裡了"
"91","","302","","","","","0","13020016","",""
"3","","302","0.2","","NoItem","1","2","13020017","0","nyx_302_yuni_02"
"3","0.2","302","0.2","","nyx_idle_normal","1","111031","13020018","0","nyx_302_yuni_02"
"11","","302","","","","","111031","13020019","10","只不過因禍得福，\n竟然讓我意外地找到\n一直在找的零件"
"93","","302","","","","","5","13020020","",""
"4","","302","","","","","111031","13020021","","0"
"3","","302","0.2","","","","111031","13020022","1","nyx_cmn_03"
"11","","302","","","","","111031","13020023","10","唔嗯…還真是僥倖\n事已至此，那我就\n再潛航看看吧……"
"91","","302","","","","","0","13020024","",""
"3","","302","0.2","","","","111031","13020025","1","nyx_301_yuni_01"
"11","","302","","","","","111031","13020026","10","這種名為素材潛水的\n全新探索之旅意外的\n是件挺有意義的事呢"
"91","","302","","","","","0","13020027","","1"
"11","","302","","","","","111031","13020028","10","反正萬一溺水的話\n一定會有學弟妹\n注意到我的吧"
"91","","302","","","","","0","13020029","","1"
"3","","302","0.2","","nyx_302_yuni_04","1","111031","13020030","0","nyx_302_yuni_03"
"11","","302","","","","","111031","13020031","10","沒有辦法了\n我要上啦！"
"91","","302","","","","","0","13020032","","1"
"93","","302","","","","","1.5","13020033","",""
"11","","302","","","","","111031","13020034","10","唔。鑽得太深了\n看來……要出不去了！\n快來人！快來人啊！"
"91","","302","","","","","0","13020035","",""
"93","","302","","","","","6","13020036","",""
"12","","302","","","","","111031","13020037","1","2"
"93","","302","","","","","4","13020038","",""
"12","","302","","","","","111031","13020039","1","4"
"93","","302","","","","","4","13020040","",""
"101","","302","","","","","13020036","13020041","",""
"1","1","303","1.2","nyx_303_yuni_07","49","-221.5","1","13030001","110","111031"
"31","","303","1","","0","1","4","13030002","0","1"
"25","","303","","","","","bgm_M347","13030003","","bgm_M347"
"93","","303","","","","","2","13030004","",""
"11","","303","","","","","111031","13030005","10","唔嗯，整個過程雖然\n一波三折……但最後\n總算順利完成了呢"
"91","","303","","","","","0","13030006","",""
"3","","303","0.2","","","","111031","13030007","1","nyx_303_yuni_01_noshadow"
"11","","303","","","","","111031","13030008","10","哼哼哼……最終成果\n真是讓我心滿意足……"
"91","","303","","","","","0","13030009","",""
"11","","303","","","","","111031","13030010","10","外觀的完成度\n自然是無需多言\n值得一提的是功能面"
"91","","303","","","","","0","13030011","",""
"3","","303","0.2","","","","111031","13030012","1","nyx_303_yuni_03"
"11","","303","","","","","111031","13030013","10","來試著進行一下\n動作的測試吧"
"91","","303","","","","","0","13030014","",""
"3","0.2","303","0.2","","nyx_303_yuni_04","1","111031","13030015","0","nyx_303_yuni_02"
"93","","303","","","","","3","13030016","",""
"3","","303","0.2","","","","111031","13030017","1","nyx_303_yuni_07"
"11","","303","","","","","111031","13030018","10","嗯……\n映出表情的功能\n似乎沒有問題呢"
"91","","303","","","","","0","13030019","",""
"3","0.2","303","0.2","","nyx_303_yuni_04","1","111031","13030020","0","nyx_303_yuni_09"
"11","","303","","","","","111031","13030021","10","接下來要測試\n哪一個功能呢……"
"91","","303","","","","","0","13030022","",""
"93","","303","","","","","0.5","13030023","",""
"11","","303","","","","","111031","13030024","10","總而言之先隨便按\n幾個開關……哎呀\n這個按鈕可不行呢"
"93","","303","","","","","1.5","13030025","",""
"3","","303","0.2","","","","111031","13030026","0","nyx_303_yuni_02"
"93","","303","","","","","1","13030027","",""
"3","","303","0.2","","nyx_303_yuni_05","1","111031","13030028","0","nyx_303_yuni_06"
"93","","303","","","","","2","13030029","",""
"11","","303","","","","","111031","13030030","10","……好險好險\n差一點就要\n啟動自爆裝置了"
"93","","303","","","","","0.1","13030031","",""
"3","","303","0.2","","","","111031","13030032","1","nyx_303_yuni_08"
"91","","303","","","","","13030030","13030033","",""
"93","","303","","","","","2","13030034","",""
"3","0.2","303","0.2","","nyx_303_yuni_04","1","111031","13030035","0","nyx_303_yuni_09"
"93","","303","","","","","2","13030036","",""
"3","0.2","303","0.2","","nyx_303_yuni_03","1","111031","13030037","0","nyx_303_yuni_02"
"93","","303","","","","","1.8","13030038","",""
"12","","303","","","","","111031","13030039","1","6"
"93","","303","","","","","3.2","13030040","",""
"3","0.2","303","0.2","","nyx_303_yuni_04","1","111031","13030041","0","nyx_303_yuni_09"
"93","","303","","","","","2","13030042","",""
"3","0.2","303","0.2","","nyx_303_yuni_08","1","111031","13030043","0","nyx_303_yuni_02"
"93","","303","","","","","1.8","13030044","",""
"12","","303","","","","","111031","13030045","1","2"
"93","","303","","","","","1.2","13030046","",""
"101","","303","","","","","13030034","13030047","",""
