4af32c4c3cc7ae357225d361ce34ad1d77b998dac2eeee014d403fa9b34caa91,493d41d315a43ed38443fbbd7989482bfcb070524a2d04b81114cc4a2387c294,83332fff587f14adb04c6992d6269b18ebe7fa0eed0ef591105dbd1a42ca11a9,27618e1d2e6cba1182cb5e9b65523efb620fc43b6842cfe3c52d728cfb46dc36,be5835e9800679983f86e3af4ff34e16c1a0b542af243fa2001bd62b5e4a732a,e00057eec473e3c4e737cd4861694413940578ec4be37e604cb88199b2882d67,f160e2a292b94617a1a6074714dd69828203a2014fb3a1048f3c7cba0d350b0d,10a82b128c653ab1f0713e2b505910b7e4585738ad3eca91fd48fd297f26b323,eda78c01bd41c0ad655aa5aa9b18dbbb2808bc0ab4abb6179f1836876fb98545,a2400ed6eb3239454d76dea2a96d33f2d43347f76633cad2050d3c5e6851e666,f9d308ba06b5d1e6b7aa7c57d82d5f8e422620d4f22072ca78d637d2a1917276,efddc98341ef03c0c37edf8534f3454683059b2b4e7b31d8f9e30f2c435ceddb,18fba93497ea9cfdf347609fd91723d0699ff1d2a30d9e2993b08bd2c3c1416d,fd9d5864203bde9e45cd25d0869cb8d47dd9116aedd3d134f8e12dd2a7359bd8,5f157a787acc3edfb24db3f67d03d89566ba6fbb1b07e56ddf73e761b310ce36,e1bb72be4901b61dff1865d204d7f0c41ceb3cfe13c192c7ef2b514e3626bbfe
"3","44","阿澄佳奈","156","裁縫","112901","人族","25","15","0","璃乃（奇幻）","A","拉比林斯","雖然我想你可能已經不記得了……\n但我是妹妹啊！\n所以可以叫你哥哥嗎？","8","親人又多話的妹系少女"
"15","43","大関英里","155","觀察","113001","精靈族","7","16","0","步未（奇幻）","O","純白之翼 蘭德索爾分部","","4","何時都會一見鍾情，純情少女"
"13","54","佐藤利奈","167","釣魚","113101","人族","11","25","0","流夏（夏日）","B","暮光流星群","","7","散發人情味的帥氣「大姐頭」"
"13","45","髙野麻美","159","寫小說","113201","魔族","5","17","0","杏奈（夏日）","A","暮光流星群","聽好了，千萬不要叫我的本名呦？\n隨時懷疑「機關」耳目的存在\n那就是活下去的方法……！","7","相信前世的中二病患「疾風之冥姬」"
"13","55","佳村はるか","166","讀書、魔法","113301","魔族","21","18","0","七七香（夏日）","O","暮光流星群","","8","宅宅暴走的魔法少女"
"6","46","大橋彩香","156","和妹妹一起玩、回籠覺、午睡、早睡","113401","精靈族","24","17","0","初音（夏日）","A","森林守衛","我是初音！　是遇到麻煩的人的夥伴呦！\n有困擾時，隨時都可以跟我說喔♪\n會用我的超……魔，魔法來幫忙的！","12","為了大家使用超能力的睡美人"
"6","54","國府田マリ子","165","製作繪本","113501","精靈族","5","21","0","美里（夏日）","O","森林守衛","","9","充滿母性又溫柔，大家的「美里老師」"
"8","50","川澄綾子","171","格鬥技、入浴","113601","人族","25","25","0","純（夏日）","A","王宮騎士團","","10","看不見面容的沉著女騎士"
"7","42","浅倉杏美","150","薩克斯風","113701","魔族","22","13","0","茜里（天使）","O","惡魔偽王國軍","茜里不知道的事還有很多……\n所以，\n今後哥哥也要教茜里各種事情喔！","11","愛撒嬌又受大家喜歡"
"7","40","原紗友里","150","所有遊戲","113801","魔族","22","13","0","依里（天使）","O","惡魔偽王國軍","那、那個……這、這種時候，\n該說什麼才好啊……\n嗚嗚，為什麼我不能好好說話呢。","11","怕生的任性女孩"
"4","45","木戸衣吹","153","裁縫","113901","人族","7","14","0","紡希（萬聖節）","AB","慈樂之音","","9","最愛時尚的可愛女孩"
"2","46","早見沙織","163","讀書、騎馬、茶","114001","魔族","12","18","0","怜（萬聖節）","B","破曉之星","能與你相遇一定是因為某種緣份。\n作為同樣以索爾之塔塔頂為目標的同伴，\n一起加油吧。請多指教。","1","冷酷又率直的劍士"
"8","40","下田麻美","146","英雄扮演遊戲","114101","獸人族","25","12","0","茉莉（萬聖節）","O","王宮騎士團","","11","仰慕英雄的見習騎士少女"
"15","33","辻あゆみ","140","逛點心店","114201","人族","28","18","0","莫妮卡（魔法少女）","A","純白之翼 蘭德索爾分部","將「白色翅膀」命名為純白之翼……\n為了不讓這個名字丟臉，\n我會振翅高飛，華麗的打倒敵人！","7","外表與內心都是孩子的異國軍人"
"8","43","茅原実里","149","劍術、戲弄長輩","114301","人族","11","13","0","智（魔法少女）","A","王宮騎士團","","8","重情義愛捉弄人的劍術少女"
"12","45","松嵜麗","157","慈善事業","114401","人族","12","18","0","秋乃（聖誕節）","AB","墨丘利財團","只要跟本小姐在一起，\n就絕不會讓你煩惱錢的事情！","3","目標成為頂尖商人的元氣大小姐"
"9","43","堀江由衣","156","經營、茶會","114501","精靈族","4","17","0","咲戀（聖誕節）","A","咲戀育幼院","吝嗇？　不是的，\n我只是秉持著「不浪費」的精神\n過每一天喔！","10","經營育幼院的庶民派溫柔大小姐"
"12","55","今井麻美","164","隨意逛街","114601","精靈族","16","22","0","優花梨（聖誕節）","A","墨丘利財團","雖然總是讓你看到我\n沒用的那一面，但是這些\n可不會讓你之外的人看到喔？","3","既純情又放心不下的成熟女性"
"","40","潘めぐみ","148","冒險、回憶故事","114701","人族","11","16","0","矛依未（新年）","O","？？？","沒關係的，即使……只有我一個人。不要緊的，反正我已經習慣了","8","徬徨的謎樣少女"
"","??","井口裕香","149","模仿、藝術欣賞","115001","精靈族","24","24","0","似似花（新年）","O","？？？","","3","隱居在研究所，相當文靜的大姊姊"
"1","35","伊藤美来","140","冥想、養育動植物","115501","精靈族","11","11","0","可可蘿（祭服）","B","美食殿堂","在下奉命成為了主人您的嚮導。\n為了讓主人滿意，\n在下將會誠心誠意地侍奉您。","5","仰慕主人，小小嚮導"
"2","47","種田梨沙","158","料理、觀察人類","115601","人族","5","17","0","優衣（祭服）","O","破曉之星","雖然不曉得能不能幫上忙……但我也會盡全力地\n支援大家哦！","4","擅長支援戰鬥，心地善良的少女"
"10","41","水瀬いのり","152","讀書、推理","115701","獸人族","3","15","0","霞（夏日）","AB","哞哞自衛隊","","11","頭腦聰明的美少女名偵探"
"11","100","徳井青空","150","理毛、聊天","115801","獸人族","14","18","0","莉瑪（灰姑娘）","A","伊麗莎白牧場","我是個很平凡、隨處可見的女孩子喔！\n除、除了外表之外……","3","少女心的毛茸茸生物"
"10","54","小松未可子","168","做點心","115901","獸人族","9","17","0","真琴（灰姑娘）","O","哞哞自衛隊","肚子餓了的話就告訴我哦。\n不介意粗茶淡飯的話，\n讓你試試超級好吃的東西吧！","8","不輸男人的狂野義氣少女"
"10","42","内田真礼","155","幻想、蒐集玩偶","116001","獸人族","22","16","0","真步（灰姑娘）","O","哞哞自衛隊","人家是真步真步王國的公主，真步公主！\n這奇怪的表情是怎麼了呢？\n真步真步王國是非常遙遠的國家？","9","真步真步王國的公主"
"16","42","種﨑敦美","154","飛鏢","116201","精靈族","7","17","0","克蘿依（聖學祭）","O","聖德蕾莎女子學院（好朋友社）","","8","生長在市區的陰暗系精靈族"
"16","46","佐倉綾音","156","跳舞、卡拉OK","116301","人族","15","16","0","琪愛兒（聖學祭）","O","聖德蕾莎女子學院（好朋友社）","","9","天生自由奔放的失禮現代小孩"
"16","36","小原好美","142","讀書","116401","人族","28","18","0","優妮（聖學祭）","O","聖德蕾莎女子學院（好朋友社）","","2","沉睡於書庫的小小賢人"
"17","???","藤田茜","145","遊戲","116501","龍人族","29","13","0","祈梨（時空旅行）","AB","龍族巢穴","","9","嘴上功夫一流的廢材龍娘"
"17","???","小市眞琴","156","格鬥技","116601","龍人族","25","16","0","嘉夜（時空旅行）","B","龍族巢穴","","6","專門用拳頭來交朋友的打手龍少女"
"6","44","花澤香菜","158","交朋友的想像訓練","116701","精靈族","6","13","0","碧（工作服）","AB","森林守衛","","6","嚮往「朋友」的精靈之森女孩"
"12","48","沼倉愛美","158","與貓咪玩耍","116801","獸人族","1","18","0","珠希（工作服）","AB","墨丘利財團","有能賺錢的事，\n務必來找我談喵！能賺的錢即使是１盧幣也不會放過，這就是我的準則喵～♪","3","鋤強扶弱的貓娘"
"12","49","田所あずさ","163","傭兵等等的打工","116901","人族","11","20","0","美冬（工作服）","O","墨丘利財團","我來當你的師傅吧！\n當然這可不能是免費的。\n我會算清楚時薪喔。","11","公事私事都效率至上的傭兵少女"
"13","43","橋本ちなみ","154","實驗、裁縫、料理","117001","魔族","30","16","0","惠理子（夏日）","B","暮光流星群","我擁有「破壞者」的名號……\n但是，您無須害怕我哦。\n因為您是我重要的命中注定之人呀……","7","專情於命中注定對象的少女"
"3","54","生天目仁美","168","所有家事","117101","人族","24","18","0","靜流（夏日）","O","拉比林斯","就讓姐姐我來照料你的生活起居吧！\n無論是做菜，洗衣，或是打掃都行。\n也可以在浴室裡幫你搓背喔！","10","姐姐會照顧你的呦！"
"4","40","日笠陽子","157","看舞台劇，跳舞","117201","人族","24","17","0","望（夏日）","B","慈樂之音","","1","能歌善舞的超人氣偶像"
"4","46","福原綾香","163","各種樂器","117301","人族","3","17","0","千歌（夏日）","O","慈樂之音","為了守護人們的和平，\n我使用唱喚術來戰鬥。……最近，還作為偶、偶像開始了演藝活動，\n雖然還有點不太習慣……","6","守護人們而歌唱的唱喚士少女"
"4","45","木戸衣吹","153","裁縫","117401","人族","7","14","0","紡希（夏日）","AB","慈樂之音","","9","最愛時尚的可愛女孩"
"13","53","三石琴乃","166","研究、實驗","117501","人族","7","27","0","深月（大江戶）","A","暮光流星群","雖然我是個科學家，\n但平常也有在醫治病人哦。\n生病的時候就讓我來幫你看診吧。","3","興趣是實驗的危險科學家"
"15","40","大空直美","150","欣賞鏡中的自己","117601","精靈族","10","14","0","雪（大江戶）","AB","純白之翼 蘭德索爾分部","我真的好美啊……\n既可愛又美麗真是罪過，\n但這都是天生的，只能原諒我了吧♪","10","我比任何人都還要美麗"
"10","53","高森奈津美","158","跳舞、空手道","117701","獸人族","7","19","0","香織（萬聖節）","A","哞哞自衛隊","嗨呵～！我要又唱又跳\n讓氣氛嗨到最高點喲～！\n來嘛來嘛，你也一起跳吧～！","7","隨時都「船到橋頭自然直」的天真少女"
"15","51","佐藤聡美","163","忍法開發","117801","人族","31","16","0","妮諾（萬聖節）","O","純白之翼 蘭德索爾分部","壽司，藝伎，天婦羅……\n嗯~！\n東國的文化真是太美好了~！","8","東國的神祕，請告訴我！"
"14","48","上坂すみれ","167","時尚","117901","魔族","10","18","0","鈴奈（萬聖節）","O","月光學院","秀才，哈嚕～！人家對寫字和算數\n有點……不是有點，是超不擅長耶～\n不過不過，時尚流行的事就交給人家吧～！","4","天真浪漫的人氣超級名模"
"18","57","Lynn","160","數錢、打壞主意","118001","人族","19","26","0","克蕾琪塔","A","里士滿工商會","","9","醒悟了忠義的女商人"
"19","53","原田彩楓","165","唱歌、看書，以及寫詩","118101","魔族","28","20","0","蘭法","O","憤怒‧軍團","","12","歌唱尋求靜寂的陰沉少女"
"19","??","鬼頭明里","159","無","118201","人族","2","16","0","美空","A","憤怒‧軍團","","7","樂觀開朗，卻趨向毀滅的活潑少女"
"","43","洲崎綾","152","處理文件、散步、桌遊","118501","人族","12","24","0","花凜","A","？？？","","9","擔任【公會管理協會】職員的親切大姐姐"
"","???","相坂優歌","???","惡作劇","118601","？？？","?","??","0","涅比亞","?","？？？","","?","在幻霧玩耍的愛惡作劇嚮導小妖精"
"14","52","伊藤静","162","看戀愛小說、戀愛劇、戀愛漫畫","119001","魔族","14","23","0","伊緒（黑暗）","B","月光學院","謝謝你總是幫我喔。\n明明我才是年長的一方，卻老是依賴你，真對不起～","8","魅惑眾多男性的純潔女老師"
"15","49","長妻樹里","157","閱讀小說","119101","人族","19","18","0","空花（黑暗）","AB","純白之翼 蘭德索爾分部","空花正在想著你的事。\n……想著你對無法抵抗的空花這樣又那樣、那樣又這樣，嘻嘻、嘻嘻嘻嘻……","11","最愛妄想！其實是個害羞少女"
"11","35","新田恵海","142","相聲","119201","人族","3","20","0","真陽（聖誕節）","B","伊麗莎白牧場","我的目標是，\n成為無論何時都能為大家帶來笑容的，最棒的搞笑藝人！\n一起加油的啦！","3","令大家歡笑的歡樂牧場主人"
"3","44","阿澄佳奈","156","裁縫","119301","人族","25","15","0","璃乃（聖誕節）","A","拉比林斯","雖然我想你可能已經不記得了……\n但我是妹妹啊！\n所以可以叫你哥哥嗎？","8","親人又多話的妹系少女"
"7","32","雨宮天","130","吃布丁","119901","魔族","23","14","0","宮子（聖誕節）","B","惡魔偽王國軍","太難的事情人家不懂來的～\n只要每天都能吃到布丁的話，\n宮子也可以繼續當幽靈喲～","1","最愛布丁的幽靈少女"
"3","54","生天目仁美","168","所有家事","120001","人族","24","18","0","靜流（黑暗）","O","拉比林斯","就讓姐姐我來照料你的生活起居吧！\n無論是做菜，洗衣，或是打掃都行。\n也可以在浴室裡幫你搓背喔！","10","姐姐會照顧你的呦！"
"1","???","近藤玲奈","147","讀書、伸展運動","120701","龍人族","14","14","0","雪菲（新年）","B","美食殿堂","","12","失去記憶的龍人族少女"
"13","54","佐藤利奈","167","釣魚","120801","人族","11","25","0","流夏（新年）","B","暮光流星群","","7","散發人情味的帥氣「大姐頭」"
"7","50","丹下桜","172","征服世界","120901","魔族","5","??","0","伊莉亞（新年）","A","惡魔偽王國軍","","5","曾經支配黑夜的最強吸血鬼"
"1","46","M・A・O","156","邊走邊吃、料理","121001","人族","31","17","0","貪吃佩可（超載）","O","美食殿堂","","3","元氣滿點的空腹少女"
"1","39","立花理香","152","和貓咪玩耍","121101","獸人族","2","14","0","凱留（超載）","A","美食殿堂","","9","倒在路旁的謎之貓耳魔法師"
"3","??","沢城みゆき","160","觀察人類","121201","人族","25","25","0","拉比林斯達（超載）","AB","拉比林斯","","7","祕密結社拉比林斯的「迷宮女王」"
"9","40","植田佳奈","150","看戲、扮家家酒","121301","人族","9","12","0","胡桃（舞台）","B","咲戀育幼院","這個、那個……我叫胡、胡桃……嗚、嗚嗚嗚……怎、怎麼辦……太、太害羞了……對、對不起──！","6","愛哭又膽小，令人想去保護的女孩"
"14","22","久野美咲","120","閱讀流行雜誌、蒐集化妝品","121401","魔族","3","11","0","美咲（舞台）","A","月光學院","你剛才叫我了對吧？\n我會用成熟淑女的魅力擄獲你的心哦！","1","稍微有點差距的少女戀情"
"15","43","大関英里","155","觀察","121501","精靈族","7","16","0","步未（怪盜）","O","純白之翼 蘭德索爾分部","","4","何時都會一見鍾情，純情少女"
"17","???","藤田茜","145","遊戲","121601","龍人族","29","13","0","祈梨（怪盜）","AB","龍族巢穴","","9","嘴上功夫一流的廢材龍娘"
"13","45","髙野麻美","159","寫小說","121901","魔族","5","17","0","杏奈（海盜）","A","暮光流星群","聽好了，千萬不要叫我的本名呦？\n隨時懷疑「機關」耳目的存在\n那就是活下去的方法……！","7","相信前世的中二病患「疾風之冥姬」"
"7","42","大坪由佳","157","占卜","122001","魔族","22","18","0","忍（海盜）","AB","惡魔偽王國軍","我從小就能看見\n其他人看不到的事物。現在你身後也有\n一個人、兩個人、三個人……真熱鬧呢。","12","擅長占卜的靈能少女"
"6","44","花澤香菜","158","交朋友的想像訓練","122101","精靈族","6","13","0","碧（露營）","AB","森林守衛","","6","嚮往「朋友」的精靈之森女孩"
"12","55","今井麻美","164","隨意逛街","122201","精靈族","16","22","0","優花梨（露營）","A","墨丘利財團","雖然總是讓你看到我\n沒用的那一面，但是這些\n可不會讓你之外的人看到喔？","3","既純情又放心不下的成熟女性"
"","41","釘宮理惠","149","散步、做料理","122301","魔族","?","??","0","班比","AB","？？？","","?","僕從親愛的主人"
"2","44","東山奈央","155","助人、打氣加油","122401","獸人族","27","16","0","日和（夏日）","A","破曉之星","你好！我是日和！\n碰到有困難的人我會去幫助他們！\n你如果樂意要不要一起來呢？","8","最愛幫助別人！　正向思考的格鬥少女"
"2","46","早見沙織","163","讀書、騎馬、茶","122501","魔族","12","18","0","怜（夏日）","B","破曉之星","能與你相遇一定是因為某種緣份。\n作為同樣以索爾之塔塔頂為目標的同伴，\n一起加油吧。請多指教。","1","冷酷又率直的劍士"
"2","47","種田梨沙","158","料理、觀察人類","122601","人族","5","17","0","優衣（夏日）","O","破曉之星","雖然不曉得能不能幫上忙……但我也會盡全力地\n支援大家哦！","4","擅長支援戰鬥，心地善良的少女"
"5","21","小倉唯","118","讀書","122701","精靈族","2","8","0","鏡華（夏日）","A","小小甜心","","2","端莊正直的嬌小優等生"
"5","27","諸星すみれ","128","惡作劇、探險","122801","人族","10","9","0","禊（夏日）","O","小小甜心","惡作劇就交給禊吧！\n哥哥，小心別上鉤了唷──♪","8","愛好冒險的搗蛋鬼"
"5","21","日高里菜","117","蒐集可愛的東西","122901","獸人族","3","10","0","美美（夏日）","O","小小甜心","蹦蹦跳，好想變成小兔子呢～♪\n美美如果能變成小兔子，\n會最先來給哥哥看喔！","4","唱歌、紅蘿蔔或是兔子先生，我全都喜歡♪"
"","???","相坂優歌","150","？？？","123001","？？？","?","??","0","愛梅斯","?","？？？","","?","以全新樣貌繼續支持騎士冒險的妖精"
"10","42","内田真礼","155","幻想、蒐集玩偶","123101","獸人族","22","16","0","真步（探險家）","O","哞哞自衛隊","人家是真步真步王國的公主，真步公主！\n這奇怪的表情是怎麼了呢？\n真步真步王國是非常遙遠的國家？","9","真步真步王國的公主"
"9","38","芹澤優","148","能在房間裡玩的遊戲","123201","人族","10","14","0","綾音（探險家）","B","咲戀育幼院","這孩子啊，名叫噗吉。\n雖然是武器，但是會說話呦♪\n是我最重要最重要的朋友～！","5","永遠跟噗吉在一起！"
"19","55","和氣杏未","157","和可愛的正太玩、購物","123301","魔族？","13","19","0","涅婭","B","憤怒‧軍團","","6","超喜歡正太♪辣妹系史萊姆女孩"
"8","50","川澄綾子","171","格鬥技、入浴","123401","人族","25","25","0","純（露營）","A","王宮騎士團","","10","看不見面容的沉著女騎士"
"11","42","小岩井ことり","144","紅豆麵包","123501","獸人族","1","17","0","鈴（萬聖節）","B","伊麗莎白牧場","","1","視玩樂與睡眠為第一的懶惰少女"
"8","43","茅原実里","149","劍術、戲弄長輩","123601","人族","11","13","0","智（萬聖節）","A","王宮騎士團","","8","重情義愛捉弄人的劍術少女"
"13","55","佳村はるか","166","讀書、魔法","123701","魔族","21","18","0","七七香（萬聖節）","O","暮光流星群","","8","宅宅暴走的魔法少女"
"8","??","たかはし智秋","165","和強敵之間的競爭","123801","人族","7","27","0","克莉絲提娜（狂野）","O","王宮騎士團","","2","自視甚高的王宮騎士團副團長"
"8","40","下田麻美","146","英雄扮演遊戲","123901","獸人族","25","12","0","茉莉（狂野）","O","王宮騎士團","","11","仰慕英雄的見習騎士少女"
"7","42","浅倉杏美","150","薩克斯風","124001","魔族","22","13","0","茜里（聖誕節）","O","惡魔偽王國軍","茜里不知道的事還有很多……\n所以，\n今後哥哥也要教茜里各種事情喔！","11","愛撒嬌又受大家喜歡"
"7","40","原紗友里","150","所有遊戲","124101","魔族","22","13","0","依里（聖誕節）","O","惡魔偽王國軍","那、那個……這、這種時候，\n該說什麼才好啊……\n嗚嗚，為什麼我不能好好說話呢。","11","怕生的任性女孩"
"8","50","川澄綾子","171","格鬥技、入浴","124201","人族","25","25","0","純（聖誕節）","A","王宮騎士團","","10","看不見面容的沉著女騎士"
"17","???","大西沙織","168","繪畫、讀書","124501","龍人族","17","25","0","帆稀（新年）","O","龍族巢穴","","4","面帶詭譎的笑容看透一切的臥龍首領。"
"6","54","國府田マリ子","165","製作繪本","124601","精靈族","5","21","0","美里（新年）","O","森林守衛","","9","充滿母性又溫柔，大家的「美里老師」"
"13","53","三石琴乃","166","研究、實驗","124701","人族","7","27","0","深月（新年）","A","暮光流星群","雖然我是個科學家，\n但平常也有在醫治病人哦。\n生病的時候就讓我來幫你看診吧。","3","興趣是實驗的危險科學家"
"4","40","日笠陽子","157","看舞台劇，跳舞","124801","人族","24","17","0","望（解放者）","B","慈樂之音","","1","能歌善舞的超人氣偶像"
"17","???","小市眞琴","156","格鬥技","124901","龍人族","25","16","0","嘉夜（解放者）","B","龍族巢穴","","6","專門用拳頭來交朋友的打手龍少女"
"","40","潘めぐみ","148","冒險、回憶故事","125001","人族","11","16","0","矛依未（解放者）","O","？？？","沒關係的，即使……只有我一個人。不要緊的，反正我已經習慣了","8","徬徨的謎樣少女"
"12","48","沼倉愛美","158","與貓咪玩耍","125101","獸人族","1","18","0","珠希（咖啡廳）","AB","墨丘利財團","有能賺錢的事，\n務必來找我談喵！能賺的錢即使是１盧幣也不會放過，這就是我的準則喵～♪","3","鋤強扶弱的貓娘"
"15","33","辻あゆみ","140","逛點心店","125201","人族","28","18","0","莫妮卡（咖啡廳）","A","純白之翼 蘭德索爾分部","將「白色翅膀」命名為純白之翼……\n為了不讓這個名字丟臉，\n我會振翅高飛，華麗的打倒敵人！","7","外表與內心都是孩子的異國軍人"
"1","35","伊藤美来","140","冥想、養育動植物","125301","精靈族","11","11","0","可可蘿（遊俠）","B","美食殿堂","在下奉命成為了主人您的嚮導。\n為了讓主人滿意，\n在下將會誠心誠意地侍奉您。","5","仰慕主人，小小嚮導"
"11","40","小清水亜美","153","讀書、散步","125401","獸人族","3","14","0","栞（遊俠）","A","伊麗莎白牧場","咳咳，咳咳……雖、雖然身體孱弱，\n至少在心境上要積極向前……！\n啊，但是不行……一站起來就一陣暈眩……","11","喜愛讀書的體弱少女"
"","45","金元寿子","156","冒險、聊天","125501","人族","10","17","0","吉塔（術士）","O","？？？","","3","夢想前往天空冒險的騎空士少女"
"","39","種﨑敦美","145","製作老鼠耳朵","125601","人族","4","14","0","碧卡拉","AB","？？？","","12","陰陽之力兼具的鼠神宮巫女"
"","43","洲崎綾","152","處理文件、散步、桌遊","125701","人族","12","24","0","花凜（鍊金術師）","A","？？？","","9","擔任【公會管理協會】職員的親切大姐姐"
"20","44","鈴木みのり","154","花藝、閱讀（經典文學）、東國畫","125801","人族","29","15","0","莉莉（墮落）","A","幻變少女","","4","懷抱贖罪之心，追求力量的妹系大和撫子"
"20","42","前田佳織里","147","做點心、照顧花朵、演奏小提琴","126001","人族","1","13","0","可璃亞（墮落）","O","幻變少女","","11","背負著難以忘懷過錯的黑色翅膀聖女"
"20","34","高尾奏音","135","吃飯","126101","獸人族","1","10","0","普蕾西亞（墮落）","O","幻變少女","","3","繼承正義靈魂的爆食系天才純真女孩"
"7","50","丹下桜","172","征服世界","126201","魔族","5","??","0","伊莉亞（祭服）","A","惡魔偽王國軍","","5","曾經支配黑夜的最強吸血鬼"
"15","40","大空直美","150","欣賞鏡中的自己","126301","精靈族","10","14","0","雪（祭服）","AB","純白之翼 蘭德索爾分部","我真的好美啊……\n既可愛又美麗真是罪過，\n但這都是天生的，只能原諒我了吧♪","10","我比任何人都還要美麗"
"","未換裝時252","長谷川育美","170","午睡，幫助他人","126401","機械人族","11","??","0","克蘿茜","?","？？？","","11","笑容滿溢！精力充沛的機械少女"
"","??","河瀨茉希","162","午睡、試吃甜點新品。","126501","天使族","17","??","0","萊拉耶爾","?","吉歐‧提格尼亞","","1","兼具溫柔與傲慢的公主。"
"","??","井口裕香","149","模仿、藝術欣賞","126601","精靈族","24","24","0","似似花（夏日）","O","？？？","","3","隱居在研究所，相當文靜的大姊姊"
"12","45","松嵜麗","157","慈善事業","126701","人族","12","18","0","秋乃（夏日）","AB","墨丘利財團","只要跟本小姐在一起，\n就絕不會讓你煩惱錢的事情！","3","目標成為頂尖商人的元氣大小姐"
"12","55","今井麻美","164","隨意逛街","126801","精靈族","16","22","0","優花梨（夏日）","A","墨丘利財團","雖然總是讓你看到我\n沒用的那一面，但是這些\n可不會讓你之外的人看到喔？","3","既純情又放心不下的成熟女性"
"19","53","原田彩楓","165","唱歌、看書，以及寫詩","126901","魔族","28","20","0","蘭法（夏日）","O","憤怒‧軍團","","12","歌唱尋求靜寂的陰沉少女"
"15","49","長妻樹里","157","閱讀小說","127001","人族","19","18","0","空花（夏日）","AB","純白之翼 蘭德索爾分部","空花正在想著你的事。\n……想著你對無法抵抗的空花這樣又那樣、那樣又這樣，嘻嘻、嘻嘻嘻嘻……","11","最愛妄想！其實是個害羞少女"
"7","42","大坪由佳","157","占卜","127101","魔族","22","18","0","忍（夏日）","AB","惡魔偽王國軍","我從小就能看見\n其他人看不到的事物。現在你身後也有\n一個人、兩個人、三個人……真熱鬧呢。","12","擅長占卜的靈能少女"
"1","39","立花理香","152","和貓咪玩耍","127201","獸人族","2","14","0","凱留（插班生）","A","美食殿堂","怎麼慢吞吞的啦。\n真沒辦法，我來助你一臂之力吧。　給我好好感謝哦！","9","倒在路旁的謎之貓耳魔法師"
"14","48","上坂すみれ","167","時尚","127301","魔族","10","18","0","鈴奈（插班生）","O","月光學院","秀才，哈嚕～！人家對寫字和算數\n有點……不是有點，是超不擅長耶～\n不過不過，時尚流行的事就交給人家吧～！","4","天真浪漫的人氣超級名模"
"9","43","堀江由衣","156","經營、茶會","127501","精靈族","4","17","0","咲戀（薩拉薩利亞）","A","咲戀育幼院","吝嗇？　不是的，\n我只是秉持著「不浪費」的精神\n過每一天喔！","10","經營育幼院的庶民派溫柔大小姐"
"13","54","佐藤利奈","167","釣魚","127601","人族","11","25","0","流夏（薩拉薩利亞）","B","暮光流星群","","7","散發人情味的帥氣「大姐頭」"
"","???","豐田萌繪","145","與妹妹一起度過的假日","127701","龍人族","5","12","0","琳德","?","？？？","","2","認真又拼命的龍女僕（姊）"
"","???","關根明良","145","偷懶，與姐姐一起度過的假日","127801","龍人族","5","12","0","烏爾姆","?","？？？","","2","不認真又倦怠的龍女僕（妹）"
"1","46","M・A・O","156","邊走邊吃、料理","127901","人族","31","17","0","貪吃佩可（聖誕節）","O","美食殿堂","那、那個……你身上有帶著吃的東西嗎？\n我的肚子餓得咕嚕咕嚕叫了……","3","元氣滿點的空腹少女"
"18","57","Lynn","160","數錢、打壞主意","128001","人族","19","26","0","克蕾琪塔（聖誕節）","A","里士滿工商會","","9","醒悟了忠義的女商人"
"17","???","藤田茜","145","遊戲","128301","龍人族","29","13","0","祈梨（新年）","AB","龍族巢穴","","9","嘴上功夫一流的廢材龍娘"
"6","46","大橋彩香","156","和妹妹一起玩、回籠覺、午睡、早睡","128401","精靈族","24","17","0","初音（新年）","A","森林守衛","我是初音！　是遇到麻煩的人的夥伴呦！\n有困擾時，隨時都可以跟我說喔♪\n會用我的超……魔，魔法來幫忙的！","12","為了大家使用超能力的睡美人"
"10","41","水瀬いのり","152","讀書、推理","128501","獸人族","3","15","0","霞（新年）","AB","哞哞自衛隊","","11","頭腦聰明的美少女名偵探"
"2","44","東山奈央","155","助人、打氣加油","128701","獸人族","27","16","0","日和（星素）","A","破曉之星","你好！我是日和！\n碰到有困難的人我會去幫助他們！\n你如果樂意要不要一起來呢？","8","最愛幫助別人！　正向思考的格鬥少女"
"2","46","早見沙織","163","讀書、騎馬、茶","128801","魔族","12","18","0","怜（星素）","B","破曉之星","能與你相遇一定是因為某種緣份。\n作為同樣以索爾之塔塔頂為目標的同伴，\n一起加油吧。請多指教。","1","冷酷又率直的劍士"
"2","47","種田梨沙","158","料理、觀察人類","128901","人族","5","17","0","優衣（星素）","O","破曉之星","雖然不曉得能不能幫上忙……但我也會盡全力地\n支援大家哦！","4","擅長支援戰鬥，心地善良的少女"
"","??","桑島法子","168","聽騎士先生說話","129001","人族","15","??","0","厄莉絲","?","？？？","","2","在悲劇的根源盛開的美麗黑薔薇"
"16","36","小原好美","142","讀書","129301","人族","28","18","0","優妮（冬日）","O","聖德蕾莎女子學院（好朋友社）","","2","沉睡於書庫的小小賢人"
"16","42","種﨑敦美","154","飛鏢","129401","精靈族","7","17","0","克蘿依（冬日）","O","聖德蕾莎女子學院（好朋友社）","","8","生長在市區的陰暗系精靈族"
