7bd94bacdf579a2923f1fea037e883f1fdb8f6e75b30255d15fc2ffb2c6c9cfd,181d5e4c665ddddbc1d7b28b8fae0dc850ed569226e4a1b5c3de2e3a8e9fbbad,1f45d05e6f57c029b750a093e4eb6fa6a5eb61845a511ca21ceac9b4ba885306,c74a312d4157eed4fc14a7dff9dfab15880a2a341688fefbf4046af31c18772a,20e85058e47ae95778449390950e9e81c2d9c9a4fb3747268486b1a777e98d3e,e60ca86dc8b342eb7f15b43217829f38d13b4753ad30b299c5317d99cbd7d62b,505f6519a8aff493fd544cd2e39b4603d699f043800860debe869f96288a90c8,658e11276cebd11891e67ab89ffc43f0e802ed0d1846877bbe3afb95cc720999,8ae574267521af385afa6e5e8bf866a9bb36d3ee0e5c52c25b8615a595e3ba04,32dc48c4030f43dda0f9be5a1b22358f501c3513d987a975faf202d06c8ad827,b438665db4927645656c2411d38ccc32e00244befedb03e93b3b4d94b47a3d1c
"1010804033","12","130","","2","43","0","","","33","1010804"
"1010804034","12","-345","","2","124531","-219","","","2","1010804"
"1010804035","12","130","","2","2","-360","","","2","1010804"
"1010804036","","0","","","2.5","","","","93","1010804"
"1010804037","","dsb_idle_surprise1","","","124531","1","0.3","","3","1010804"
"1010804038","","vo_dsb_4002","","0","vo_dsb_1010804","0","","","21","1010804"
"1010804039","1","（她……\n好像一直靜靜的～\n是電擊太強了嗎？）","0","1","124531","10","0","0.2","11","1010804"
"1010804040","","","","","0","","","","91","1010804"
"1010804041","","dsb_talk_wish","","","124531","1","0.2","","3","1010804"
"1010804042","","vo_dsb_4003","","0","vo_dsb_1010804","0","","","21","1010804"
"1010804043","1","客人～\n水溫和電擊程度如何呢～","0","1","124531","10","0","0.2","11","1010804"
"1010804044","","","","","0","","","","91","1010804"
"1010804045","","dsb_idle_wish","","","124531","1","0.2","","3","1010804"
"1010804046","","dsb_kuka_idle_relax","","","2","1","0.5","","3","1010804"
"1010804047","","0","","","0","","","","22","1010804"
"1010804048","","vo_dsb_4004","","0.9","vo_dsb_1010804","0","","","21","1010804"
"1010804049","1","……太、","0","1","2","10","0","0.2","11","1010804"
"1010804050","","","","","0","","","","91","1010804"
"1010804051","","dsb_idle_wish_normal2","","","124531","1","0.2","","3","1010804"
"1010804052","","vo_dsb_4005","","0","vo_dsb_1010804","0","","","21","1010804"
"1010804053","1","太？","0","1","124531","10","0","0.2","11","1010804"
"1010804054","","","","","0","","","","91","1010804"
"1010804055","","dsb_idle_wish_surprise","","","124531","1","0.2","","3","1010804"
"1010804056","1","dsb_kuka_ecstasy","0.3","dsb_kuka_idle_dere2","2","0","0.3","","3","1010804"
"1010804057","","vo_dsb_4006","","0","vo_dsb_1010804","0","","","21","1010804"
"1010804058","1","太舒服了～～！！","0","1","2","10","0","0.2","11","1010804"
"1010804059","","","","","0","","","","91","1010804"
"1010804060","","dsb_idle_wish","","","124531","1","0.2","","3","1010804"
"1010804061","","dsb_kuka_talk_sad_dere","","","2","1","0.5","","3","1010804"
"1010804062","","vo_dsb_4007","","0","vo_dsb_1010804","0","","","21","1010804"
"1010804063","1","這種甜美的酥麻感\n真叫人欲罷不能～♪\n啊噫！唔嗯！啊嗚嗚嗚！","0","1","2","10","0","0.2","11","1010804"
"1010804064","","1","","","6.2","","","","93","1010804"
"1010804065","1","dsb_kuka_electric","0.5","dsb_talk_sad2","2","0","0","","3","1010804"
"1010804066","","","","","1010804063","","","","91","1010804"
"1010804067","","dsb_talk_joy3_nervous","","","124531","1","0.2","","3","1010804"
"1010804068","","vo_dsb_4008","","0","vo_dsb_1010804","0","","","21","1010804"
"1010804069","1","嗯嗯，妳很用心在享受呢～\n雖然感覺\n和享受溫泉不太一樣……\n不過既然妳喜歡那就好☆","0","1","124531","10","0","0.2","11","1010804"
"1010804070","","","","","0","","","","91","1010804"
"1010804071","","dsb_idle_joy3","","","124531","1","0.2","","3","1010804"
"1010804072","","dsb_kuka_wish1","","","2","1","0.5","","3","1010804"
"1010804073","","vo_dsb_4009","","0","vo_dsb_1010804","0","","","21","1010804"
"1010804074","1","小老闆娘！\n再來……再給空花更多刺激！\n請讓空花激烈地麻痺～！！","0","1","2","10","0","0.2","11","1010804"
"1010804075","","1","","","5","","","","93","1010804"
"1010804076","","dsb_kuka_wish2","","","2","1","0.2","","3","1010804"
"1010804077","","","","","1010804074","","","","91","1010804"
"1010804078","","dsb_talk_joy3","","","124531","1","0.2","","3","1010804"
"1010804079","","vo_dsb_4010","","0","vo_dsb_1010804","0","","","21","1010804"
"1010804080","1","我明白了～♪\n嘿～☆","0","1","124531","10","0","0.2","11","1010804"
"1010804081","","","","","0","","","","91","1010804"
"1010804082","","0","","","0","","","","22","1010804"
"1010804083","","se_10044200_homare_movement","","","se_10044200","0","","","23","1010804"
"1010804084","","dsb_kuka_wish3","","","2","1","0.2","","3","1010804"
"1010804085","1","dsb_attack_in","0","dsb_attack_loop","124531","0","0.1","","3","1010804"
"1010804086","1","dsb_attack_in","0","dsb_attack_loop","99","0","0","","3","1010804"
"1010804087","","1","","","44","","","","32","1010804"
"1010804088","","0","","","1.4","","","","93","1010804"
"1010804089","","0","","","30","","","","32","1010804"
"1010804090","","0","","","43","","","","32","1010804"
"1010804091","","1","","","45","","","","32","1010804"
"1010804092","","0","","","43","","","","32","1010804"
"1010804093","","1","","","46","","","","32","1010804"
"1010804094","","20","","","20","3.1","","","122","1010804"
"1010804095","","se_10044200_thunder","","","se_10044200","0","","","23","1010804"
"1010804096","","vo_dsb_4011","","0","vo_dsb_1010804","0","","","21","1010804"
"1010804097","0","啊啊啊啊啊嗯！！","0","0","2","5","0","0","11","1010804"
"1010804098","","0","","","0.1","","","","93","1010804"
"1010804099","","dsb_empty","","","2","0","0","","3","1010804"
"1010804100","","0","","","3","","","","93","1010804"
"1010804101","","20","","","20","0.5","","","122","1010804"
"1010804102","","1","","","30","","","","32","1010804"
"1010804103","","1","","","43","","","","32","1010804"
"1010804104","","0","","","45","","","","32","1010804"
"1010804105","","1","","","47","","","","32","1010804"
"1010804106","","se_10044200_poof","","","se_10044200","0","","","23","1010804"
"1010804107","","dsb_kuka_damage_gaku","","","2","1","0","","3","1010804"
"1010804108","","0","","","1","","","","93","1010804"
"1010804109","1","dsb_attack_out","0.2","dsb_talk_surprise","124531","0","0.1","","3","1010804"
"1010804110","0","dsb_attack_out","0","dsb_empty","99","0","0.1","","3","1010804"
"1010804111","","vo_dsb_4012","","0","vo_dsb_1010804","0","","","21","1010804"
"1010804112","1","啊。\n服務有～點過頭了……\n是嗎？","0","1","124531","10","0","0.2","11","1010804"
"1010804113","","","","","0","","","","91","1010804"
"1010804114","","0","","","0","","","","22","1010804"
"1010804115","","dsb_idle_surprise1","","","124531","1","0.2","","3","1010804"
"1010804116","1","dsb_kuka_damage_dere2_in","0","dsb_kuka_damage_dere2_loop","2","0","0.1","","3","1010804"
"1010804117","","0","","","0.3","","","","93","1010804"
"1010804118","","0","","","47","","","","32","1010804"
"1010804119","","1","","","48","","","","32","1010804"
"1010804120","","se_adv_emote_heart_01","","","se_adv_emote_heart_01","0","","","23","1010804"
"1010804121","","0","","","1","","","","93","1010804"
"1010804122","","vo_dsb_4013","","0","vo_dsb_1010804","0","","","21","1010804"
"1010804123","1","……嘻嘻。\n嘻嘻嘻嘻嘻……\n空花對溫泉……覺醒了……\n流口水。","0","1","2","10","0","0.2","11","1010804"
"1010804124","","","","","0","","","","91","1010804"
"1010804125","","dsb_kuka_damage_dead","","","2","1","0.2","","3","1010804"
"1010804126","","dsb_talk_joy3","","","124531","1","0.2","","3","1010804"
"1010804127","","vo_dsb_4014","","0","vo_dsb_1010804","0","","","21","1010804"
"1010804128","1","太好了～看來妳沒事。\n話說……\n剛才那種威力妳還開心得起來～\n……妳比傳聞中還厲害喔，空花♪","0","1","124531","10","0","0.2","11","1010804"
"1010804129","","","","","0","","","","91","1010804"
"1010804130","","dsb_idle_joy3","","","124531","1","0.2","","3","1010804"
"1010804131","","0","","","0.3","","","","93","1010804"
"1010805001","-345","1","0","-165","12","70","2","dsb_idle_normal","5","1010805"
"1010805002","-345","2","1","165","3","70","2","dsb_idle_normal_joy","5","1010805"
"1010805003","1","1","","0","1","0","1","","31","1010805"
"1010805004","1","3","","0","3","0","1","","31","1010805"
"1010805005","1","4","","0","4","0","1","","31","1010805"
"1010805006","1","10","","0","13","0","1","","31","1010805"
"1010805007","1","20","","0","23","0","1","","31","1010805"
"1010805008","1","30","","-168","33","155","1","","31","1010805"
"1010805009","1","31","","-168","33","-155","1","","31","1010805"
"1010805010","","170","","","1","","","","13","1010805"
"1010805011","","170","","","2","","","","13","1010805"
"1010805012","","","","","0","","","","91","1010805"
"1010805013","","se_10044200_cmn_amb","","","se_10044200","1","","","23","1010805"
"1010805014","","se_10044200_cmn_steam","","","se_10044200","0","","","23","1010805"
"1010805015","","0","","","6.1","","","","93","1010805"
"1010805016","","se_10044200_hotspring_03","","","se_10044200","1","","","23","1010805"
"1010805017","","0","","","1.4","","","","93","1010805"
"1010805018","1","dsb_talk_arm_crossed_joy","0.5","dsb_talk_arm_crossed_joy_loop","2","0","0.5","","3","1010805"
"1010805019","","vo_dsb_5001","","0","vo_dsb_1010805","0","","","21","1010805"
"1010805020","1","呼……\n不愧是精靈之森的藥草。\n身上的疲勞一下子就消除了。","0","1","2","10","0","0.2","11","1010805"
"1010805021","","","","","0","","","","91","1010805"
"1010805022","","dsb_idle_arm_joy_crossed","","","2","1","0.5","","3","1010805"
"1010805023","","dsb_talk_joy3","","","1","1","0.5","","3","1010805"
"1010805024","","vo_dsb_5002","","0","vo_dsb_1010805","0","","","21","1010805"
"1010805025","1","妳喜歡就好～♪\n其實這個藥草上\n還施加了治癒的魔法。","0","1","1","10","0","0.2","11","1010805"
"1010805026","","","","","0","","","","91","1010805"
"1010805027","","dsb_idle_normal","","","1","1","0.5","","3","1010805"
"1010805028","","dsb_talk_arm_crossed_normal2_loop","","","2","1","0.5","","3","1010805"
"1010805029","","vo_dsb_5003","","0","vo_dsb_1010805","0","","","21","1010805"
"1010805030","1","原來如此……\n所以才對消除疲勞這麼有效啊。\n進一步加強原已出色的功效……\n嗯嗯，真有效率！","0","1","2","10","0","0.2","11","1010805"
"1010805031","","","","","0","","","","91","1010805"
"1010805032","","dsb_talk_doya_Ex1_loop","","","2","1","0.5","","3","1010805"
"1010805033","","vo_dsb_5004","","0","vo_dsb_1010805","0","","","21","1010805"
"1010805034","1","多虧妳，我可以充滿幹勁地工作了！\n現在馬上就能打拚！\n我要趕快從浴池裡起來\n去找臨時打工！","0","1","2","10","0","0.2","11","1010805"
"1010805035","","","","","0","","","","91","1010805"
"1010805036","","se_10044200_get_out_water","","","se_10044200","0","","","23","1010805"
"1010805037","1","dsb_stand_up_in","0.2","dsb_stand_up_loop","2","0","0.2","","3","1010805"
"1010805038","","dsb_talk_surprise1_misato","","","1","1","0.5","","3","1010805"
"1010805039","","vo_dsb_5005","","0","vo_dsb_1010805","0","","","21","1010805"
"1010805040","1","哎呀，妳不泡了嗎？\n難得來泡溫泉，\n要不要再好好放鬆一下？","0","1","1","10","0","0.2","11","1010805"
"1010805041","","","","","0","","","","91","1010805"
"1010805042","","dsb_idle_surprise1_misato","","","1","1","0.5","","3","1010805"
"1010805043","","dsb_stand_talk_normal2","","","2","1","0.5","","3","1010805"
"1010805044","","vo_dsb_5006","","0","vo_dsb_1010805","0","","","21","1010805"
"1010805045","1","我的疲勞已經徹底消除了。\n泡太久反而\n會浪費時間。\n時間就是金錢啊！","0","1","2","10","0","0.2","11","1010805"
"1010805046","","","","","0","","","","91","1010805"
"1010805047","","dsb_stand_up_loop","","","2","1","0.5","","3","1010805"
"1010805048","","dsb_talk_sad2_blink2","","","1","1","0.5","","3","1010805"
"1010805049","","vo_dsb_5007","","0","vo_dsb_1010805","0","","","21","1010805"
"1010805050","1","時間就是金錢……\n是呀，\n這樣想也對呢～","0","1","1","10","0","0.2","11","1010805"
"1010805051","","","","","0","","","","91","1010805"
"1010805052","","dsb_talk_worry_misato","","","1","1","0.5","","3","1010805"
"1010805053","","vo_dsb_5008","","0","vo_dsb_1010805","0","","","21","1010805"
"1010805054","1","不過……\n偶爾奢侈地揮霍時間\n也不錯吧？","0","1","1","10","0","0.2","11","1010805"
"1010805055","","","","","0","","","","91","1010805"
"1010805056","","dsb_stand_wish_surprise_idle","","","2","1","0.2","","3","1010805"
"1010805057","","vo_dsb_5009","","0","vo_dsb_1010805","0","","","21","1010805"
"1010805058","1","咦？","0","1","2","10","0","0.2","11","1010805"
"1010805059","","","","","0","","","","91","1010805"
"1010805060","","dsb_talk_wish_nervous","","","1","1","0.2","","3","1010805"
"1010805061","","vo_dsb_5010","","0","vo_dsb_1010805","0","","","21","1010805"
"1010805062","1","不只是身體會累積疲勞。\n要是神經太緊繃，\n心也會疲累的。","0","1","1","10","0","0.2","11","1010805"
"1010805063","","","","","0","","","","91","1010805"
"1010805064","","dsb_misato_talk_sad2_dere","","","1","1","0.5","","3","1010805"
"1010805065","","vo_dsb_5011","","0","vo_dsb_1010805","0","","","21","1010805"
"1010805066","1","治療這種眼睛看不見的地方\n也很重要……\n這是我的想法♪","0","1","1","10","0","0.2","11","1010805"
"1010805067","","","","","0","","","","91","1010805"
"1010805068","","dsb_idle_normal_misato","","","1","1","0.5","","3","1010805"
"1010805069","","dsb_stand_thinking","","","2","1","0.2","","3","1010805"
"1010805070","","vo_dsb_5012","","0","vo_dsb_1010805","0","","","21","1010805"
"1010805071","1","確、確實……\n也可以這麼想。\n都大老遠來到大江戶了，\n也許該好好運用這個機會……","0","1","2","10","0","0.2","11","1010805"
"1010805072","","","","","0","","","","91","1010805"
"1010805073","1","dsb_stand_talk_guts","0.5","dsb_stand_talk_guts_loop","2","0","0.2","","3","1010805"
"1010805074","","0","","","0","","","","22","1010805"
"1010805075","","vo_dsb_5013","","0.9","vo_dsb_1010805","0","","","21","1010805"
"1010805076","1","……也好。\n充分運用大把時間\n讓自己徹底放鬆！\n這也算是必要花費！","0","1","2","10","0","0.2","11","1010805"
"1010805077","","","","","0","","","","91","1010805"
"1010805078","","se_10044200_get_out_water","","","se_10044200","0","","","23","1010805"
"1010805079","1","dsb_stand_sitdown_in","0.5","dsb_stand_sitdown_loop","2","0","0.5","","3","1010805"
"1010805080","","dsb_talk_joy3","","","1","1","0.5","","3","1010805"
"1010805081","","vo_dsb_5014","","0","vo_dsb_1010805","0","","","21","1010805"
"1010805082","1","嗯呵呵，這就對了～\n溫泉就是讓人悠～哉放鬆的地方。\n請慢慢享受♪","0","1","1","10","0","0.2","11","1010805"
"1010805083","","","","","0","","","","91","1010805"
"1010805084","","0","","","0.3","","","","93","1010805"
"1010806001","-345","1","0","-165","11","70","2","dsb_idle_normal","5","1010806"
"1010806002","-345","2","1","165","8","70","2","dsb_idle_relax","5","1010806"
"1010806003","1","1","","0","1","0","1","","31","1010806"
"1010806004","1","3","","0","3","0","1","","31","1010806"
"1010806005","1","4","","0","4","0","1","","31","1010806"
"1010806006","1","10","","0","18","0","1","","31","1010806"
"1010806007","1","20","","0","28","0","1","","31","1010806"
"1010806008","1","30","","-168","38","155","1","","31","1010806"
"1010806009","1","31","","-168","38","-155","1","","31","1010806"
"1010806010","","170","","","1","","","","13","1010806"
"1010806011","","170","","","2","","","","13","1010806"
"1010806012","","","","","0","","","","91","1010806"
"1010806013","","se_10044200_cmn_amb","","","se_10044200","1","","","23","1010806"
"1010806014","","se_10044200_cmn_steam","","","se_10044200","0","","","23","1010806"
"1010806015","","0","","","6","","","","93","1010806"
"1010806016","","se_10044200_hotspring_08","","","se_10044200","1","","","23","1010806"
"1010806017","","0","","","1.5","","","","93","1010806"
"1010806018","","dsb_talk_memory_nervous","","","2","1","0.5","","3","1010806"
"1010806019","","vo_dsb_6001","","0","vo_dsb_1010806","0","","","21","1010806"
"1010806020","1","啊啊啊啊啊～～！\n燃燒！\n我的脂肪在燃燒啊～！","0","1","2","10","0","0.2","11","1010806"
"1010806021","","","","","0","","","","91","1010806"
"1010806022","1","dsb_talk_guts_pain","0.5","dsb_talk_guts_pain_loop","2","0","0.5","","3","1010806"
"1010806023","","vo_dsb_6002","","0","vo_dsb_1010806","0","","","21","1010806"
"1010806024","1","過度勞動的壓力造成的食慾！\n食慾帶來的贅肉！\n這種中飽私囊的自肥行為恕我拒絕！\n讓我痛快地跟你們算總帳吧～！！","0","1","2","10","0","0.2","11","1010806"
"1010806025","","","","","0","","","","91","1010806"
"1010806026","","dsb_idle_guts_pain","","","2","1","0.5","","3","1010806"
"1010806027","","dsb_talk_normal_joy","","","1","1","0.5","","3","1010806"
"1010806028","","vo_dsb_6003","","0","vo_dsb_1010806","0","","","21","1010806"
"1010806029","1","要注意泡溫泉的時間喔。\n因為它燃燒脂肪的效果很好……\n泡過頭可就糟了。","0","1","1","10","0","0.2","11","1010806"
"1010806030","","","","","0","","","","91","1010806"
"1010806031","","dsb_idle_normal","","","1","1","0.5","","3","1010806"
"1010806032","","dsb_talk_normal","","","2","1","0.5","","3","1010806"
"1010806033","","vo_dsb_6004","","0","vo_dsb_1010806","0","","","21","1010806"
"1010806034","1","嗯，嗯！當然了！\n話說……妳能在短時間內\n準備好這樣的溫泉。\n不愧是「獨眼惡魔」呀。","0","1","2","10","0","0.2","11","1010806"
"1010806035","","","","","0","","","","91","1010806"
"1010806036","","dsb_idle_normal","","","2","1","0.5","","3","1010806"
"1010806037","","dsb_talk_sad2_surprise","","","1","1","0.5","","3","1010806"
"1010806038","","vo_dsb_6005","","0","vo_dsb_1010806","0","","","21","1010806"
"1010806039","1","謝謝誇獎。\n雖然……\n我只不過是完成妳的委託而已。","0","1","1","10","0","0.2","11","1010806"
"1010806040","","","","","0","","","","91","1010806"
"1010806041","","dsb_idle_sad_talk1","","","1","1","0.5","","3","1010806"
"1010806042","","dsb_talk_normal_dere2","","","2","1","0.5","","3","1010806"
"1010806043","","vo_dsb_6006","","0","vo_dsb_1010806","0","","","21","1010806"
"1010806044","1","哎呀呀妳真是謙虛。\n要是妳多讓我逮到些弱點，\n我就能輕鬆多了。","0","1","2","10","0","0.2","11","1010806"
"1010806045","","","","","0","","","","91","1010806"
"1010806046","","dsb_idle_normal","","","2","1","0.5","","3","1010806"
"1010806047","","dsb_talk_normal_suprise1","","","1","1","0.5","","3","1010806"
"1010806048","","vo_dsb_6007","","0","vo_dsb_1010806","0","","","21","1010806"
"1010806049","1","我只會讓病患感到輕鬆好過喔。\n不包括做生意的客戶。","0","1","1","10","0","0.2","11","1010806"
"1010806050","","","","","0","","","","91","1010806"
"1010806051","","dsb_idle_normal","","","1","1","0.5","","3","1010806"
"1010806052","","dsb_talk_thinking_dere","","","2","1","0.5","","3","1010806"
"1010806053","","vo_dsb_6008","","0","vo_dsb_1010806","0","","","21","1010806"
"1010806054","1","哎呀呀呀，\n好嚴厲、好可怕。\n嚇得我一身冷汗啊～\n已經汗流如注了……嗯嗯？","0","1","2","10","0","0.2","11","1010806"
"1010806055","","","","","0","","","","91","1010806"
"1010806056","","dsb_talk_worry_anger","","","2","1","0.3","","3","1010806"
"1010806057","","vo_dsb_6009","","0","vo_dsb_1010806","0","","","21","1010806"
"1010806058","1","這流汗量……\n是不是怪怪的？\n就算這泉水的出汗作用\n再怎麼好，這也……","0","1","2","10","0","0.2","11","1010806"
"1010806059","","","","","0","","","","91","1010806"
"1010806060","","dsb_talk_surprise3","","","2","1","0.5","","3","1010806"
"1010806061","","vo_dsb_6010","","0","vo_dsb_1010806","0","","","21","1010806"
"1010806062","1","而且……\n是錯覺嗎？\n總覺得皮膚有種刺痛感……","0","1","2","10","0","0.2","11","1010806"
"1010806063","","","","","0","","","","91","1010806"
"1010806064","","dsb_idle_surprise1_sjhy2","","","2","1","0.5","","3","1010806"
"1010806065","","dsb_talk_nerrvous","","","1","1","0.5","","3","1010806"
"1010806066","","0","","","0","","","","22","1010806"
"1010806067","","vo_dsb_6011","","0.9","vo_dsb_1010806","0","","","21","1010806"
"1010806068","1","……我說，克蕾琪塔。\n妳跑來這裡泡溫泉，\n卻騙秘書說要出差對吧？","0","1","1","10","0","0.2","11","1010806"
"1010806069","","","","","0","","","","91","1010806"
"1010806070","","dsb_idle_normal","","","1","1","0.5","","3","1010806"
"1010806071","1","dsb_shock_credita_in","0.5","dsb_shock_credita_loop","2","0","0.5","","3","1010806"
"1010806072","","vo_dsb_6012","","0","vo_dsb_1010806","0","","","21","1010806"
"1010806073","1","唔唔唔唔呃？\n妳怎麼知道！？","0","1","2","10","0","0.2","11","1010806"
"1010806074","","","","","0","","","","91","1010806"
"1010806075","","dsb_idle_joy_sad","","","2","1","0.5","","3","1010806"
"1010806076","","dsb_talk_normal_joy","","","1","1","0.5","","3","1010806"
"1010806077","","vo_dsb_6013","","0","vo_dsb_1010806","0","","","21","1010806"
"1010806078","1","是秘書委託我的喔？\n……說想懲罰妳\n提出假申請。\n所以……","0","1","1","10","0","0.2","11","1010806"
"1010806079","","","","","0","","","","91","1010806"
"1010806080","","dsb_talk_sad2_talkjoy2","","","1","1","0.5","","3","1010806"
"1010806081","","vo_dsb_6014","","0","vo_dsb_1010806","0","","","21","1010806"
"1010806082","1","我把這座溫泉……\n調得更刺激點了。\n我放了很～多辣椒喔。","0","1","1","10","0","0.2","11","1010806"
"1010806083","","","","","0","","","","91","1010806"
"1010806084","","dsb_idle_sad_talkjoy2","","","1","1","0.5","","3","1010806"
"1010806085","1","dsb_surprise_credita","0.5","dsb_talk_surprise_credita","2","0","0.5","","3","1010806"
"1010806086","","vo_dsb_6015","","0","vo_dsb_1010806","0","","","21","1010806"
"1010806087","1","什麼……！？\n妳居然放了那種東西～！！","0","1","2","10","0","0.2","11","1010806"
"1010806088","","","","","0","","","","91","1010806"
"1010806089","","dsb_idle_joy_sad","","","2","1","0.5","","3","1010806"
"1010806090","","dsb_talk_surprise1_normal2","","","1","1","0.5","","3","1010806"
"1010806091","","vo_dsb_6016","","0","vo_dsb_1010806","0","","","21","1010806"
"1010806092","1","啊，別擔心。\n它確實有燃燒脂肪的效果。\n而且我也常常泡。\n不會危害健康的。","0","1","1","10","0","0.2","11","1010806"
"1010806093","","","","","0","","","","91","1010806"
"1010806094","","dsb_idle_surprise1_sjhy","","","1","1","0.5","","3","1010806"
"1010806095","","dsb_hot_dead","","","2","1","0.3","","3","1010806"
"1010806096","","vo_dsb_6017","","0","vo_dsb_1010806","0","","","21","1010806"
"1010806097","1","就算是這樣……啊啊！！\n眼睛！辣到！眼睛了！\n嗚嗚嗚……可是既然酬勞都付出去了，\n我就必須充分地使用到底～！！！","0","1","2","10","0","0.2","11","1010806"
"1010806098","","","","","0","","","","91","1010806"
"1010806099","","dsb_talk_thinking_surprise","","","1","1","0.3","","3","1010806"
"1010806100","","vo_dsb_6018","","0","vo_dsb_1010806","0","","","21","1010806"
"1010806101","1","不會半途而廢，\n真不愧是生意人……\n這般下定決心地計較損益，\n妳真不是浪得虛名啊……！","0","1","1","10","0","0.2","11","1010806"
"1010806102","","","","","0","","","","91","1010806"
"1010806103","","0","","","0.3","","","","93","1010806"
"1010807001","-345","1","0","-165","10","70","2","dsb_idle_normal","5","1010807"
"1010807002","-345","2","1","165","1","70","2","dsb_idle_relax_dere2","5","1010807"
"1010807003","-350","99","0","-215","10","70","2","dsb_lago","5","1010807"
"1010807004","1","1","","0","1","0","1","","31","1010807"
"1010807005","1","3","","0","3","0","1","","31","1010807"
"1010807006","1","4","","0","4","0","1","","31","1010807"
"1010807007","1","10","","0","11","0","1","","31","1010807"
"1010807008","1","20","","0","21","0","1","","31","1010807"
"1010807009","1","30","","-168","31","155","1","","31","1010807"
"1010807010","1","31","","-168","31","-155","1","","31","1010807"
"1010807011","1","32","","-175","41","-222","1","","31","1010807"
"1010807012","","170","","","1","","","","13","1010807"
"1010807013","","170","","","2","","","","13","1010807"
"1010807014","","","","","0","","","","91","1010807"
"1010807015","","se_10044200_cmn_amb","","","se_10044200","1","","","23","1010807"
"1010807016","","se_10044200_cmn_steam","","","se_10044200","0","","","23","1010807"
"1010807017","","0","","","6","","","","93","1010807"
"1010807018","","se_10044200_hotspring_01","","","se_10044200","1","","","23","1010807"
"1010807019","","0","","","1.5","","","","93","1010807"
"1010807020","","dsb_talk_relax_nervous","","","2","1","0.5","","3","1010807"
"1010807021","","vo_dsb_7001","","0","vo_dsb_1010807","0","","","21","1010807"
"1010807022","1","呼～水溫剛好……♪\n身體放鬆了……\n偶爾泡個溫泉也不錯～","0","1","2","10","0","0.2","11","1010807"
"1010807023","","","","","0","","","","91","1010807"
"1010807024","","dsb_idle_relax_dere2","","","2","1","0.5","","3","1010807"
"1010807025","","dsb_talk_joy3","","","1","1","0.5","","3","1010807"
"1010807026","","vo_dsb_7002","","0","vo_dsb_1010807","0","","","21","1010807"
"1010807027","1","謝謝～☆\n聽妳這麼說，\n身為小老闆娘我也感到很驕傲呢～♪","0","1","1","10","0","0.2","11","1010807"
"1010807028","","","","","0","","","","91","1010807"
"1010807029","","dsb_idle_normal","","","1","1","0.5","","3","1010807"
"1010807030","","dsb_talk_surprise1_joy2","","","2","1","0.5","","3","1010807"
"1010807031","","vo_dsb_7003","","0","vo_dsb_1010807","0","","","21","1010807"
"1010807032","1","嘿，大江戶第一的小老闆娘！\n……呃，是【龍族巢穴】的人！？\n妳怎麼會在這裡！？","0","1","2","10","0","0.2","11","1010807"
"1010807033","","1","","","3.2","","","","93","1010807"
"1010807034","","dsb_talk_surprise2","","","2","1","0.5","","3","1010807"
"1010807035","","","","","1010807032","","","","91","1010807"
"1010807036","","dsb_idle_surprise2","","","2","1","0.5","","3","1010807"
"1010807037","","dsb_talk_joy3","","","1","1","0.5","","3","1010807"
"1010807038","","vo_dsb_7004","","0","vo_dsb_1010807","0","","","21","1010807"
"1010807039","1","哇啊～♪\n是凱留的先裝傻再吐嘈～\n真是如傳聞中犀利的名吐嘈☆","0","1","1","10","0","0.2","11","1010807"
"1010807040","","","","","0","","","","91","1010807"
"1010807041","","dsb_idle_normal","","","1","1","0.5","","3","1010807"
"1010807042","","dsb_talk_sad_shy","","","2","1","0.5","","3","1010807"
"1010807043","","vo_dsb_7005","","0","vo_dsb_1010807","0","","","21","1010807"
"1010807044","1","誰在傳這種事啊！？\n真是……\n如果要傳，我真希望\n是傳些更像樣的事。","0","1","2","10","0","0.2","11","1010807"
"1010807045","","","","","0","","","","91","1010807"
"1010807046","","dsb_idle_sad","","","2","1","0.5","","3","1010807"
"1010807047","","dsb_talk_thinking_joy","","","1","1","0.5","","3","1010807"
"1010807048","","vo_dsb_7006","","0","vo_dsb_1010807","0","","","21","1010807"
"1010807049","1","人嘴封不住呀～\n……凱留應該\n也聽過這裡的傳聞吧？","0","1","1","10","0","0.2","11","1010807"
"1010807050","","","","","0","","","","91","1010807"
"1010807051","","dsb_idle_arm_crossed","","","1","1","0.5","","3","1010807"
"1010807052","1","dsb_talk_arm_crossed_normal2","0.5","dsb_talk_arm_crossed_normal2_loop","2","0","0.3","","3","1010807"
"1010807053","","vo_dsb_7007","","0","vo_dsb_1010807","0","","","21","1010807"
"1010807054","1","算有吧。\n聽說這裡有能恢復魔力的溫泉，\n還有……好像也能讓肌膚更彈嫩？\n我是沒有很在意啦。","0","1","2","10","0","0.2","11","1010807"
"1010807055","","1","","","5.9","","","","93","1010807"
"1010807056","","dsb_talk_arm_crossed_surprise_loop","","","2","1","0.5","","3","1010807"
"1010807057","","","","","1010807054","","","","91","1010807"
"1010807058","","dsb_talk_arm_crossed_joy_loop","","","2","1","0.5","","3","1010807"
"1010807059","","vo_dsb_7008","","0","vo_dsb_1010807","0","","","21","1010807"
