80d0ac449933ec5cac83ba9eec1977b1cf3452a796a1e6738b06944b5dbb6ee8,6c5acdacef8c8c8afebd5f528f2b3a76ffcb515f5c1de68757bcb783e1949a8e,7c71cfa9625430229a9ea1aca299ec1a2a60ed6beefdde46e945eca629d2d8d0,95c0017e2efadffbfaeb3798b5060131547114226ca3ebba3ad671590accd232,4d197f2e4f73e2e127a58d58b0418cb4154220fe481853ab56827d738dedb06e
"boss_def_lower_limit","74005502","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","254"
"boss_magic_def_lower_limit","74005502","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","255"
"9","74005502","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","256"
"boss_tp_down_cut","74005502","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","減少降低TP","257"
"add_shadow","74005503","追加宮子、碧。","追加怪物","258"
"18","74005503","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","傷害值衰減","259"
"17","74005503","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升的上限","260"
"boss_def_lower_limit","74005503","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","261"
"boss_magic_def_lower_limit","74005503","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","262"
"9","74005503","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","263"
"boss_tp_down_cut","74005503","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","減少降低TP","264"
"add_shadow","74005504","追加露娜聚光燈。","追加怪物","265"
"18","74005504","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","傷害值衰減","266"
"17","74005504","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升的上限","267"
"boss_def_lower_limit","74005504","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","268"
"boss_magic_def_lower_limit","74005504","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","269"
"9","74005504","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","270"
"boss_tp_down_cut","74005504","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","減少降低TP","271"
"limit_time","74005505","戰鬥時間變成60秒。","戰鬥時間限制","272"
"18","74005505","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","傷害值衰減","273"
"17","74005505","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升的上限","274"
"boss_def_lower_limit","74005505","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","275"
"boss_magic_def_lower_limit","74005505","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","276"
"9","74005505","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","277"
"boss_tp_down_cut","74005505","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","減少降低TP","278"
"star6_shadow","74006102","對初音（夏日）、咲戀（夏日）、鈴奈鏡華的闇影追加專用裝備。","強化闇影","279"
"star6_shadow","74006103","鈴奈、鏡華的闇影變成★6。","強化闇影","280"
"limit_chara_num","74006103","可以編組的角色變成4個。","編組角色人數限制","281"
"limit_chara_num","74006104","可以編組的角色變成4個。","編組角色人數限制","282"
"27","74006104","戰鬥開始時，對所有的闇影展開物理無效的護盾。","物理無效護盾","283"
"28","74006104","戰鬥開始時，對所有的闇影展開魔法無效的護盾。","魔法無效護盾","284"
"limit_chara_num","74006105","可以編組的角色變成4個。","編組角色人數限制","285"
"27","74006105","戰鬥開始時，對所有的闇影展開物理無效的護盾。","物理無效護盾","286"
"28","74006105","戰鬥開始時，對所有的闇影展開魔法無效的護盾。","魔法無效護盾","287"
"star6_shadow","74006202","對怜（新年）、靜流（黑暗）、靜流、涅婭的闇影追加專用裝備。","強化闇影","288"
"star6_shadow","74006203","怜（新年）、靜流的闇影變成★6。","強化闇影","289"
"limit_chara_num","74006203","可以編組的角色變成4個。","編組角色人數限制","290"
"limit_chara_num","74006204","可以編組的角色變成4個。","編組角色人數限制","291"
"energy_recover","74006204","戰鬥開始時，所有闇影特大幅度恢復自身的TP。","TP恢復","292"
"limit_chara_num","74006205","可以編組的角色變成4個。","編組角色人數限制","293"
"energy_recover","74006205","戰鬥開始時，所有闇影特大幅度恢復自身的TP並賦予持續恢復TP的狀態。","TP恢復","294"
"boss_def_lower_limit","74006301","戰鬥開始時，中幅度提升Boss怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","295"
"boss_magic_def_lower_limit","74006301","戰鬥開始時，中幅度提升Boss怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","296"
"boss_tp_down_cut","74006301","戰鬥開始時，Boss怪物的TP下降為減少50%的狀態。","減少降低TP","297"
"boss_magic_cut","74006302","戰鬥開始時，所有怪物的魔法傷害為減少30％的狀態。","魔法傷害降低","298"
"boss_def_lower_limit","74006302","戰鬥開始時，中幅度提升Boss怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","299"
"boss_magic_def_lower_limit","74006302","戰鬥開始時，中幅度提升Boss怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","300"
"boss_tp_down_cut","74006302","戰鬥開始時，Boss怪物的TP下降為減少50%的狀態。","減少降低TP","301"
"boss_magic_cut","74006303","戰鬥開始時，所有怪物的魔法傷害為減少60％的狀態。","魔法傷害降低","302"
"boss_def_lower_limit","74006303","戰鬥開始時，中幅度提升Boss怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","303"
"boss_magic_def_lower_limit","74006303","戰鬥開始時，中幅度提升Boss怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","304"
"boss_tp_down_cut","74006303","戰鬥開始時，Boss怪物的TP下降為減少50%的狀態。","減少降低TP","305"
"boss_ub_enhance","74006304","Boss怪物的行動模式發生變化。","Boss行動模式變化","306"
"boss_magic_cut","74006304","戰鬥開始時，所有怪物的魔法傷害為減少90％的狀態。","魔法傷害降低","307"
"boss_def_lower_limit","74006304","戰鬥開始時，中幅度提升Boss怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","308"
"boss_magic_def_lower_limit","74006304","戰鬥開始時，中幅度提升Boss怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","309"
"boss_tp_down_cut","74006304","戰鬥開始時，Boss怪物的TP下降為減少50%的狀態。","減少降低TP","310"
"boss_ub_enhance","74006305","Boss怪物的行動模式發生變化。","Boss行動模式變化","311"
"boss_magic_cut","74006305","戰鬥開始時，所有怪物的魔法傷害為減少90％的狀態。","魔法傷害降低","312"
"boss_def_lower_limit","74006305","戰鬥開始時，中幅度提升Boss怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","313"
"boss_magic_def_lower_limit","74006305","戰鬥開始時，中幅度提升Boss怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","314"
"boss_tp_down_cut","74006305","戰鬥開始時，Boss怪物的TP下降為減少50%的狀態。","減少降低TP","315"
"boss_def_lower_limit","74006401","戰鬥開始時，中幅度提升Boss怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","316"
"boss_magic_def_lower_limit","74006401","戰鬥開始時，中幅度提升Boss怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","317"
"boss_physics_cut","74006402","戰鬥開始時，所有怪物的物理傷害為減少30％的狀態。","物理傷害降低","318"
"boss_def_lower_limit","74006402","戰鬥開始時，中幅度提升Boss怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","319"
"boss_magic_def_lower_limit","74006402","戰鬥開始時，中幅度提升Boss怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","320"
"boss_physics_cut","74006403","戰鬥開始時，所有怪物的物理傷害為減少60％的狀態。","物理傷害降低","321"
"boss_def_lower_limit","74006403","戰鬥開始時，中幅度提升Boss怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","322"
"boss_magic_def_lower_limit","74006403","戰鬥開始時，中幅度提升Boss怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","323"
"add_shadow","74006404","追加叢林護衛、真琴的闇影、惠理子的闇影、樹精。","追加怪物","324"
"boss_ub_enhance","74006404","Boss怪物的行動模式發生變化。","Boss行動模式變化","325"
"boss_physics_cut","74006404","戰鬥開始時，所有怪物的物理傷害為減少90％的狀態。","物理傷害降低","326"
"boss_def_lower_limit","74006404","戰鬥開始時，中幅度提升Boss怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","327"
"boss_magic_def_lower_limit","74006404","戰鬥開始時，中幅度提升Boss怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","328"
"boss_ub_enhance","74006405","Boss怪物的行動模式發生變化。","Boss行動模式變化","329"
"boss_physics_cut","74006405","戰鬥開始時，所有怪物的物理傷害為減少90％的狀態。","物理傷害降低","330"
"boss_def_lower_limit","74006405","戰鬥開始時，中幅度提升Boss怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","331"
"boss_magic_def_lower_limit","74006405","戰鬥開始時，中幅度提升Boss怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","332"
"boss_tp_down_cut","74006405","戰鬥開始時，Boss怪物的TP下降為減少50%的狀態。","減少降低TP","333"
"18","74006501","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","傷害值衰減","334"
"17","74006501","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升的上限","335"
"boss_def_lower_limit","74006501","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","336"
"boss_magic_def_lower_limit","74006501","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","337"
"9","74006501","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","338"
"boss_tp_down_cut","74006501","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","減少降低TP","339"
"33","74006502","編組4位以上的同屬性角色時，會強化角色的屬性獎勵。","全屬性獎勵特大幅度提升","340"
"18","74006502","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","傷害值衰減","341"
"17","74006502","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升的上限","342"
"boss_def_lower_limit","74006502","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","343"
"boss_magic_def_lower_limit","74006502","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","344"
"9","74006502","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","345"
"boss_tp_down_cut","74006502","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","減少降低TP","346"
"33","74006503","編組4位以上的同屬性角色時，會強化角色的屬性獎勵。","全屬性獎勵特大幅度提升","347"
"18","74006503","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","傷害值衰減","348"
"17","74006503","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升的上限","349"
"boss_def_lower_limit","74006503","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","350"
"boss_magic_def_lower_limit","74006503","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","351"
"9","74006503","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","352"
"boss_tp_down_cut","74006503","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","減少降低TP","353"
"33","74006504","編組4位以上的同屬性角色時，會強化角色的屬性獎勵。","全屬性獎勵特大幅度提升","354"
"18","74006504","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","傷害值衰減","355"
"17","74006504","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升的上限","356"
"boss_def_lower_limit","74006504","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","357"
"boss_magic_def_lower_limit","74006504","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","358"
"9","74006504","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","359"
"boss_tp_down_cut","74006504","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","減少降低TP","360"
"limit_time","74006505","戰鬥時間變成60秒。","戰鬥時間限制","361"
"33","74006505","編組4位以上的同屬性角色時，會強化角色的屬性獎勵。","全屬性獎勵特大幅度提升","362"
"18","74006505","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","傷害值衰減","363"
"17","74006505","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升的上限","364"
"boss_def_lower_limit","74006505","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","365"
"boss_magic_def_lower_limit","74006505","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","366"
"9","74006505","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","367"
"boss_tp_down_cut","74006505","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","減少降低TP","368"
