af45b9f21018a3b93b846e2f85591a987b1b8a4a2672c814a34010833493401b,93e5079bd0bb78eea20dafa8a1bebe9152a3cd674dff1804c0e76932a263f18e,a384fd5a3ea965cbfa005179107defdd99188a6ec821bcfbf2f3ec25292d9f68,cfd04c9309d23837aa0b92b9c1bf131e6d554ee020f6ad66a14d2a9b6107d639,820bbbe28b3862f3f57663be2dd1838cdda5a63a85168dd146d13699922947a3
"-21.8","5","11","-1","30050306"
"-23.6","5","13","-2.8","30050307"
"-19.8","5","13","-1.3","30050308"
"-18","5","12","-1.2","30050309"
"-16.1","5","11","-4.1","30050310"
"-15.4","5","11","-2.2","30050311"
"-16.4","5","12","-1.9","30050312"
"-16.4","5","13","-6.1","30050313"
"-12","5","11","-14","30050314"
"-10.6","5","11","-12","30050315"
"-16.2","5","12","-7.6","30050316"
"-9.8","5","11","-7.7","30050317"
"-14","5","13","-11","30050318"
"-14","5","13","-10","30050319"
"-14","5","13","-12","30050320"
"-14.1","5","12","-14","30050321"
"-8.9","5","11","-6.4","30050322"
"-10.5","5","11","-5.9","30050323"
"-8.8","5","11","-9","30050324"
"-5.6","5","12","-9.6","30050325"
"-5","5","12","-8","30050326"
"-5.5","5","12","-6.1","30050327"
"-6","5","13","-7.9","30050328"
"-5.7","5","11","-3.7","30050329"
"-9","5","12","-2.2","30050330"
"-12","5","12","-2.2","30050331"
"-10","5","12","-0.2","30050332"
"-11.9","5","12","0.3","30050333"
"-13","5","13","-1","30050334"
"-10.9","5","13","1.2","30050335"
"-11","5","13","-3","30050336"
"-16","5","11","1","30050337"
"-15.3","5","11","3.6","30050338"
"-13","5","11","4","30050339"
"-14","5","13","3","30050340"
"-10.2","5","11","4","30050341"
"-8.9","5","12","4","30050342"
"-5.2","5","12","-0.1","30050343"
"-3.2","5","12","1","30050344"
"-3.3","5","11","4.7","30050346"
"-1","5","11","4.2","30050347"
"4","5","13","-9","30050348"
"7","5","12","-10","30050349"
"7","5","12","-8","30050350"
"7","5","11","-6","30050351"
"6","5","11","-4","30050352"
"0","5","11","-7","30050353"
"0","5","11","-5","30050354"
"6","5","13","-1","30050355"
"6","5","12","-2.3","30050356"
"10.8","5","11","4","30050357"
"8.5","5","12","6.5","30050358"
"6.8","5","12","5.8","30050359"
"5","5","13","6","30050360"
"2.8","5","11","6","30050361"
"2.7","5","11","2.1","30050362"
"-4","5","12","-12","30050363"
"-6","5","11","-12","30050364"
"-3","5","13","-10","30050365"
"-4","5","13","-11","30050366"
"5.6","5","11","1.8","30050367"
"15.8","5","13","3.5","30050368"
"18.6","5","13","0.9","30050369"
"18.7","5","11","4.1","30050370"
"13.5","5","12","0.6","30050371"
"14.8","5","13","-1","30050372"
"16","5","13","-1","30050373"
"15","5","11","-2","30050374"
"19","5","11","-2","30050375"
"19","5","11","-1","30050376"
"13.1","5","12","-7.5","30050377"
"13","5","11","-5","30050378"
"16","5","13","-9","30050379"
"15","5","13","-8","30050380"
"14","5","12","-9","30050381"
"15.8","5","11","-10","30050382"
"17.6","5","11","-10","30050383"
"19.5","5","12","-10.2","30050384"
"13.8","5","12","-13.6","30050390"
"10.7","5","12","-13.5","30050391"
"10.6","5","11","-10.7","30050392"
"12","5","11","-10","30050393"
"18","5","12","-14.1","30050394"
"20","5","13","-14","30050395"
"19","5","13","-13","30050396"
"21","5","13","-15","30050397"
"18.7","5","12","-18.2","30050398"
"18.7","5","11","-20","30050399"
"14.7","5","12","-20","30050400"
"13","5","11","-20","30050401"
"10.9","5","11","-19.9","30050402"
"12","5","13","-20","30050403"
"16","5","13","-20","30050404"
"14","5","11","-22.9","30050405"
"15","5","13","-22.8","30050406"
"19","5","12","-23","30050407"
"21","5","11","-23","30050408"
"22","5","13","-23","30050409"
"20","5","13","-23","30050410"
"23.6","5","12","-21.2","30050411"
"23.6","5","12","-18.2","30050412"
"-20.8","5","991006","-5.7","30050413"
"-19","5","991006","-5.7","30050414"
"-3.2","5","11","-0.4","30050416"
"-3.3","5","12","-2.1","30050417"
"-0.4","5","12","1","30050418"
"-0.5","5","11","-0.4","30050419"
"-0.5","5","12","-2.1","30050420"
"-1.8","5","991005","1","30050421"
"-1.8","5","991005","-0.8","30050422"
"-1.8","5","991005","-2.3","30050423"
"15.2","5","991005","-13.1","30050424"
"15.2","5","991005","-15.3","30050425"
"15.2","5","991005","-17.4","30050426"
"16","5","13","-14","30050427"
"16","5","13","-16","30050428"
"16","5","13","-18","30050429"
"7.8","5","12","-19.2","30050430"
"10.6","5","13","-22.8","30050431"
"9.5","5","11","-22.7","30050432"
"16.5","5","991001","-4.8","30050433"
"17.5","5","991002","-4.8","30050434"
"7.7","5","991001","1.4","30050435"
"8.3","5","991002","1.4","30050436"
"16","5","991002","1.5","30050437"
"15.6","5","991003","1.3","30050438"
"5.5","5","991001","-17.1","30050439"
"6.5","5","991002","-17.1","30050440"
"7","6","11","-23.6","30060001"
"17.2","6","12","-21.3","30060003"
"6.4","6","13","-21.8","30060005"
"8.4","6","13","-21.8","30060006"
"4","6","11","-21","30060007"
"1.6","6","11","-15.7","30060008"
"3.5","6","11","-16.7","30060009"
"1.5","6","13","-21.9","30060010"
"2.7","6","13","-23.7","30060011"
"-3","6","13","-23.7","30060012"
"-5.9","6","12","-22.8","30060018"
"-10.5","6","11","-21.6","30060019"
"-11.5","6","13","-19.7","30060020"
"-13.5","6","13","-19.7","30060021"
"-9.5","6","13","-19.7","30060022"
"-16.1","6","12","-23.8","30060023"
"-18.7","6","11","-23.7","30060024"
"-21","6","11","-21.8","30060025"
"-10.9","6","13","-3.8","30060036"
"-10.3","6","12","-11.1","30060043"
"-11.6","6","12","-14.3","30060044"
"-15.1","6","12","-4.8","30060045"
"-10","6","11","1.3","30060054"
"4.1","6","12","-6.3","30060062"
"12.7","6","11","-4.2","30060064"
"11.9","6","11","-2.9","30060065"
"15.5","6","13","-7.4","30060067"
"16.4","6","13","-9.7","30060068"
"18.1","6","11","-25","30060073"
"17.5","6","13","-16.7","30060077"
"23.4","6","990002","-10.9","30060079"
"5","6","990001","-23.7","30060080"
"-13","6","990001","-10.6","30060081"
"1.8","6","11","-13","30060083"
"10.6","6","13","-10.5","30060085"
"8.5","6","13","-16.7","30060086"
"11.6","6","12","-14.2","30060087"
"9.7","6","12","-14.2","30060088"
"-0.5","6","13","-3.7","30060089"
"0.6","6","13","-3.7","30060090"
"-6.5","6","12","-7.3","30060091"
"-5.4","6","12","-6.1","30060092"
"-6.7","6","13","-6.1","30060093"
"-5.5","6","13","-7.5","30060094"
"-10.9","6","13","-5.8","30060095"
"-11.1","6","11","-7.2","30060097"
"-19.5","6","12","-12.3","30060098"
"-19.5","6","12","-10.4","30060099"
"-18","6","13","-8.9","30060100"
"-16.5","6","13","-11.4","30060101"
"-17.4","6","13","-21.5","30060102"
"-16","6","13","-20.1","30060103"
"-17.4","6","12","-20.1","30060104"
"-2.1","6","13","-21.9","30060106"
"21.2","6","11","-21.9","30060107"
"20.3","6","11","-24.2","30060108"
"16.8","6","12","-1.8","30060115"
"1","6","11","-10.6","30060116"
"2.5","6","11","-10.6","30060117"
"9","6","13","0.1","30060118"
"7.5","6","13","0.1","30060119"
"4.8","6","11","-0.6","30060120"
"19.4","6","12","-1.8","30060121"
"21.7","6","12","-1.8","30060122"
"20.5","6","13","-1.7","30060123"
"18.1","6","13","-1.7","30060124"
"15.8","6","11","2.2","30060125"
"19.5","6","13","1.2","30060126"
"21","6","13","1.2","30060127"
"22.5","6","13","1.2","30060128"
"20","6","13","-11.5","30060130"
"-4","6","11","-10.1","30060132"
"-8","6","12","-22.8","30060135"
"-18.8","6","11","-13.6","30060137"
"-14.3","6","11","-11.1","30060138"
"-4","6","12","-12","30060139"
"10.4","6","13","-16.7","30060140"
"-12.6","6","11","-21.6","30060141"
"-25.2","6","11","-19","30060145"
"-4.8","6","13","-1.9","30060146"
"-7.2","6","11","-2.2","30060148"
"14.2","6","11","1.4","30060150"
"8.5","6","11","-1.7","30060151"
"10","6","11","-2.6","30060152"
"9.5","6","12","-5.2","30060153"
"12.5","6","13","-10","30060154"
"12.8","6","13","-6","30060155"
"16.6","6","12","-5.6","30060156"
"23","6","12","-7","30060157"
"19.7","6","11","-5.6","30060158"
"21.7","6","11","-5.6","30060159"
"5.5","6","12","-18.8","30060161"
"7.5","6","11","-18.7","30060162"
"9.5","6","12","-18.8","30060163"
"11.5","6","11","-18.6","30060164"
"13.3","6","13","-18.7","30060165"
"15.3","6","13","-19.4","30060166"
"-16","6","12","-21.3","30060167"
"-6","6","13","-14.8","30060168"
"-4.5","6","12","-14.8","30060169"
"-3","6","13","-14.8","30060170"
"-1.5","6","12","-14.8","30060171"
"-7.6","6","11","-13.6","30060172"
"-14.3","6","11","-8.1","30060175"
"-15.8","6","11","-6.8","30060176"
"-25","6","13","-20.6","30060179"
"-25.1","6","13","-17.4","30060180"
"10","6","11","-23.6","30060181"
"20.9","6","13","-15.9","30060182"
"22.9","6","13","-15.9","30060183"
"22.7","6","11","-12.6","30060184"
"7","6","990001","-9.6","30060186"
"-20.8","6","991005","-19.7","30060187"
"-20.8","6","991005","-18.7","30060188"
"-20.8","6","991005","-17.7","30060189"
"-20.8","6","991005","-16.7","30060190"
"-0.8","6","991006","-2.8","30060191"
"0.2","6","991006","-2.8","30060192"
"1.2","6","991006","-2.8","30060193"
"18.2","6","991005","-4.7","30060194"
"18.2","6","991005","-5.7","30060195"
"18.2","6","991005","-6.7","30060196"
"18.2","6","991005","-7.7","30060197"
"-7.7","6","12","-10.2","30060198"
"-8.2","6","12","-16.6","30060199"
"-10.4","6","11","-17","30060200"
"-13","6","11","-17.4","30060201"
"-4.3","6","12","-19","30060202"
"-6.2","6","11","-17.8","30060203"
"-8.1","6","11","-18.2","30060204"
"15.1","6","12","-21.3","30060205"
"11.9","6","12","-21.3","30060206"
"17.1","6","13","-19.4","30060207"
"16.2","6","991005","-18.7","30060208"
"16.2","6","991005","-19.7","30060209"
"16.2","6","991005","-20.7","30060210"
"16.2","6","991005","-21.7","30060211"
"16.2","6","991005","-22.7","30060212"
"-23.3","6","11","-14.1","30060213"
"-21.3","6","11","-14.1","30060214"
"-9.5","6","13","-2.8","30060216"
"-11.2","6","11","0.1","30060217"
"-13.9","6","11","-2","30060218"
"-7.5","6","12","2","30060221"
"-0.5","6","13","-1.9","30060222"
"0.6","6","13","-1.9","30060223"
"-1.2","6","11","2.9","30060224"
"-3.3","6","11","-3","30060225"
"-3","6","11","-0.1","30060227"
"1.7","6","11","3.2","30060228"
"4.1","6","11","0.7","30060229"
"11.6","6","12","1.8","30060230"
"19.8","6","11","4.2","30060231"
"23","6","11","4.2","30060232"
"8.9","6","13","-9.9","30060233"
"5.6","6","13","-10.5","30060234"
"4.5","6","13","-9.9","30060235"
"21.3","6","11","-19.5","30060236"
"-22","6","13","-19.4","30060243"
"-22","6","13","-17.4","30060244"
"-20","6","13","-18.4","30060245"
"-6.6","6","991004","-20.7","30060246"
"-6.6","6","991003","-21.2","30060247"
"-14.3","6","991003","-21.6","30060248"
"-14.3","6","991004","-20.3","30060249"
"-13.1","6","991001","-5.2","30060250"
"-12.7","6","991002","-5.2","30060251"
"-6.6","6","991001","-4.2","30060252"
"-5.2","6","991002","-4.2","30060253"
"2.8","6","991002","-7.2","30060254"
"1.4","6","991001","-7.2","30060255"
"5.9","6","991001","-4.2","30060256"
"6.3","6","991002","-4.2","30060257"
"17.8","6","991003","-13.6","30060258"
"17.8","6","991004","-12.3","30060259"
"4.4","6","991001","-13.2","30060260"
"5.8","6","991002","-13.2","30060261"
"19","7","990001","-21.2","30070003"
"-4","7","990001","-21.2","30070004"
"5.8","7","991003","3","30070019"
"6.1","7","991002","3.4","30070020"
"-11.2","7","21","-22","30070035"
"-8.4","7","21","-18.8","30070038"
"-15.6","7","22","-14","30070040"
"-7.4","7","22","-14","30070041"
"-10.4","7","21","-11.7","30070042"
"-19.5","7","21","-12.8","30070046"
"-21","7","21","-11.4","30070047"
"-20","7","22","-8.1","30070048"
"-18.7","7","23","-6.5","30070050"
"-13.9","7","21","-7.8","30070051"
"-10.5","7","23","-6.3","30070052"
"-5.8","7","21","-11","30070055"
"-8.5","7","23","-6.3","30070058"
"-17","7","21","-4.8","30070062"
"-12.5","7","22","-5","30070064"
"-19","7","21","-2.7","30070067"
"-15.5","7","23","-2.4","30070068"
"-18.8","7","21","1.2","30070069"
"-17.2","7","21","2.3","30070070"
"-22","7","21","0.4","30070072"
"-13.5","7","23","-2.4","30070077"
"-19","7","21","5.7","30070078"
"-17.6","7","21","9.2","30070079"
"-12.8","7","22","3.5","30070080"
"-11.7","7","21","9.5","30070081"
"-5.6","7","22","0","30070088"
"-7.6","7","21","7.2","30070090"
"1","7","23","0.8","30070096"
"2.6","7","21","-0.9","30070097"
"7.2","7","21","1.1","30070099"
"2.5","7","21","4.1","30070102"
"15.7","7","21","4.7","30070108"
"13.7","7","21","3.3","30070110"
"8.6","7","21","-1.7","30070113"
"10.8","7","21","-6.7","30070114"
"10.5","7","22","0.1","30070115"
"15","7","22","-5","30070116"
"13.9","7","23","-0.3","30070117"
"11","7","23","-10.6","30070119"
"14.9","7","21","-13.6","30070123"
"16.5","7","23","-19.2","30070124"
"12.4","7","23","-18.5","30070125"
"8.9","7","21","-13.9","30070127"
"15","7","21","-21.8","30070131"
"11.6","7","23","-19.3","30070132"
"9.5","7","22","-21.8","30070133"
"4.3","7","21","-21.6","30070134"
"0","7","21","-21.1","30070136"
"3.1","7","23","-19.3","30070137"
"5.8","7","23","-18.8","30070138"
"4.1","7","23","-17.2","30070139"
"1.9","7","21","-15.5","30070141"
"5.9","7","22","-14.1","30070143"
"0.2","7","23","-13.4","30070144"
"3.7","7","23","-11.4","30070145"
"0.7","7","23","-4.9","30070147"
"-0.6","7","21","-7.5","30070148"
"-1.2","7","21","-2.5","30070154"
"-5","7","22","-15.3","30070157"
"-5.6","7","21","-17.7","30070158"
"-1.9","7","21","-22","30070159"
"-6.8","7","22","-21.9","30070160"
"-15","7","21","-17.7","30070163"
"-15.1","7","23","-21.6","30070165"
"5.1","7","21","7.1","30070167"
"6.9","7","23","3.1","30070168"
"4.4","7","23","-2.3","30070171"
"4","7","21","-5","30070172"
"-10","7","990001","-4.2","30070173"
"-6","7","990001","4.8","30070174"
"13","7","991001","-20.1","30070179"
"13.3","7","991004","-19.6","30070181"
"-5.8","7","991005","-7.7","30070186"
"-5.8","7","991005","-6.7","30070187"
"-5.8","7","991005","-5.6","30070188"
"-5.8","7","991005","-4.6","30070189"
"-4.1","7","22","0","30070190"
"-4.1","7","22","1.7","30070191"
"-5.6","7","22","1.7","30070192"
"-4.8","7","991005","-0.6","30070193"
"-4.8","7","991005","0.4","30070194"
"-4.8","7","991005","1.4","30070195"
"-4.8","7","991005","2.4","30070196"
"17.7","7","21","3.3","30070197"
"13.3","7","991006","4.2","30070198"
"14.4","7","991006","4.2","30070199"
"15.6","7","991006","4.2","30070200"
"16.8","7","991006","4.2","30070201"
"18","7","991006","4.2","30070202"
"14.5","7","23","-1.2","30070203"
"6.8","7","21","-6.7","30070204"
"8.8","7","21","-5.2","30070205"
"11","7","991006","-5.8","30070206"
"9.8","7","991006","-5.8","30070207"
"8.6","7","991006","-5.8","30070208"
"7.4","7","991006","-5.8","30070209"
"6.3","7","991006","-5.8","30070210"
"-1.8","7","23","-13.4","30070211"
"11.1","7","22","6.9","30070212"
"15.4","7","22","8","30070213"
"17.9","7","21","0.3","30070224"
"22.3","7","21","-7.9","30070227"
"21.7","7","21","-18.7","30070232"
"17","7","21","-16.4","30070233"
"17.1","7","21","-9.7","30070234"
"22.4","7","23","-11.9","30070236"
"22","7","22","-16.1","30070237"
"15.2","7","23","-0.4","30070240"
"21.2","7","22","3.4","30070241"
"22.7","7","22","-3.4","30070245"
"-2.5","7","23","6.7","30070247"
"-1.5","7","23","6.6","30070249"
"-1.9","7","23","7.2","30070250"
"4.7","7","23","-11.8","30070254"
"4.4","7","23","-10.8","30070255"
"1.4","7","22","7.2","30070256"
"10.8","7","23","-18.5","30070257"
"-16.5","7","23","6.1","30070258"
"-6.6","7","22","-6.4","30070259"
"-5","7","22","-7.4","30070260"
"-5","7","22","-5.3","30070261"
"11.5","7","23","-11.5","30070262"
"11.9","7","23","-10.7","30070263"
"17.4","7","23","-18.5","30070264"
"-14.4","7","23","-21.9","30070265"
"-15","7","23","-22.2","30070266"
"15.8","7","22","-4.2","30070267"
"22.7","7","23","-12.3","30070268"
"-9.5","7","23","5.5","30070269"
"-9.5","7","23","1.6","30070270"
"-21.9","7","22","3.3","30070271"
