154354229d04bf59a72268748366e78ac1c237f98c1c648e77a103e3437ee12f,36db4943d6c29165d67c3b7187e75ee8855e650afcc4d7da6c9ee0a88b52c4ed,f6c09f191b2d40af0f8cdb973c6bccae3075c79fd7a1d50bb0e8f4d9d9564c73,c4854c86fd55bab1bc08c9ebceb9239d9633b5dfa7d5b86290d70ba1d6ce2f8b,95a0376a0d6c46b0e31cb33b843641d84a55d17dd77bd343cf6b7d2268c28fc0,20d7b948036d0f6e6417398a24b1d74f5f8e5ec20bfb55e6bc5ff26738f8acc8,1cfb811d6b74d2a173a0b66ff97bbc95e553043781527e33656a5e4347d7dbb7,173b7af2f6dd8f69348891330e58d3777fba066bbd50b0d429001e705325f9d8,72d7d35f07064c4f622e7200c2cf3c28893c9560d4b7462b43cdb5ab1b1f4645,1c6669c67080ba4d9e68d7750b5dee00901b1a40bd0cd30754470a0f48f056b8,a63e66f2e785d7682d3e80f180770f3b77d6a38811e2252afdf145a9667ed216
"","","1","702","32","","12314","","","12314038",""
"","","","0.5","93","","12314","","","12314039",""
"","","se_sys_login_birthday_blow_candle","se_common","23","0","12314","","","12314040",""
"","","0","701","32","","12314","","","12314041",""
"","","","0.4","93","","12314","","","12314042",""
"","","se_sys_login_birthday_cracker","se_common","23","0","12314","","","12314043",""
"","","1","700","32","","12314","","","12314044",""
"","","se_sys_login_birthday_calendar_applause","se_common","23","0","12314","","","12314045",""
"","wac_birthday_idle_normal","wac_birthday_clap","118511","3","0","12314","0.2","1","12314046","0.2"
"","","","2.1","93","","12314","","","12314047",""
"","","","1","131","","12314","","","12314048",""
"","0","vo_wac_12314_000","vo_wac_12314","21","0","12314","","","12314049",""
"0.5","1","這個蛋糕該不會是……！\n那個、那個……\n謝……謝謝泥！！","106311","11","10","12314","0","1","12314050","0"
"","","","0","91","","12314","","","12314051",""
"","","wac_birthday_idle_sad","106311","3","1","12314","","","12314052","0.2"
"","","wac_birthday_talk_smile","118511","3","1","12314","","","12314053","0.2"
"","0","vo_wac_12314_001","vo_wac_12314","21","0","12314","","","12314054",""
"0.5","1","呵呵……\n看妳這麼開心，\n這次的驚喜非常成功呢♪","118511","11","10","12314","0","1","12314055","0"
"","","","0","91","","12314","","","12314056",""
"","","wac_birthday_idle_smile","118511","3","1","12314","","","12314057","0.2"
"","","wac_birthday_talk_sad","106311","3","1","12314","","","12314058","0.2"
"","0","vo_wac_12314_002","vo_wac_12314","21","0","12314","","","12314059",""
"0.5","1","唔唔……好難為情……\n沒想到偏偏在關鍵時刻咬螺絲……\n但是妳說得沒錯，我真的好開心！\n謝謝妳花凜小姐！","106311","11","10","12314","0","1","12314060","0"
"","","","0","91","","12314","","","12314061",""
"","","wac_birthday_talk_smile","106311","3","1","12314","","","12314062","0.2"
"","0","vo_wac_12314_003","vo_wac_12314","21","0","12314","","","12314063",""
"0.5","1","還有也謝謝你……\n沒想到能讓人像這樣為自己慶生，\n讓我內心充滿了感動都要滿出來了！\n那個！下次請再讓我帶大家去森林走走！","106311","11","10","12314","0","1","12314064","0"
"","","","0","91","","12314","","","12314065",""
"","","","0","22","","12314","","","12314066",""
"","","bgm_M321_2C","bgm_M321","25","","13114","","","13114001",""
"wac_birthday_idle_normal","-1000","106511","1","1","250","13114","0","-70","13114002","2"
"wac_birthday_idle_doya","230","106611","1","1","256","13114","1","-270","13114003","2"
"wac_birthday_idle_normal","370","106711","1","1","257","13114","1","-310","13114004","2"
"","","300","106511","13","","13114","","","13114005",""
"","","300","106611","13","","13114","","","13114006",""
"","0","500","500","31","0","13114","","1","13114007","0"
"","0","600","600","31","0","13114","","1","13114008","1"
"","0","602","602","31","0","13114","","1","13114009","0"
"","0","603","603","31","0","13114","","1","13114010","0"
"","60","604","604","31","30","13114","","1","13114011","1"
"","0","612","612","31","0","13114","","1","13114012","1"
"","0","700","700","31","0","13114","","1","13114013","0"
"","0","701","701","31","0","13114","","1","13114014","0"
"","0","702","702","31","0","13114","","1","13114015","0"
"","0","800","800","31","0","13114","","1","13114016","0"
"","60","913","913","31","30","13114","","1","13114017","1"
"","","","1","93","","13114","","","13114018",""
"","wac_birthday_reaction_03","wac_birthday_homare_reaction_05","106711","3","0","13114","0.2","1","13114019","0.2"
"","","","0.1","93","","13114","","","13114020",""
"","wac_birthday_reaction_03","wac_birthday_reaction_01","106611","3","0","13114","0.2","1","13114021","0.2"
"","","","0.3","93","","13114","","","13114022",""
"","","wac_birthday_run_01","106511","3","1","13114","","","13114023","0.2"
"","3","0","106511","2","-70","13114","","","13114024",""
"","","","2.5","93","","13114","","","13114025",""
"","","1","602","32","","13114","","","13114026",""
"","","","0.6","93","","13114","","","13114027",""
"","","1","500","32","","13114","","","13114028",""
"","","0","600","32","","13114","","","13114029",""
"","","0","612","32","","13114","","","13114030",""
"","","0","604","32","","13114","","","13114031",""
"","","1","701","32","","13114","","","13114032",""
"","0.01","0","913","33","0","13114","","","13114033",""
"","wac_birthday_wish_02","wac_birthday_blowout_01","106511","3","0","13114","0.2","1","13114034","0.2"
"","0.01","-200","106511","2","-330","13114","","","13114035",""
"","","wac_birthday_idle_doya","106611","3","1","13114","","","13114036","0.2"
"","0.01","180","106611","2","-320","13114","","","13114037",""
"","","wac_birthday_idle_normal","106711","3","1","13114","","","13114038","0.2"
"","0.01","320","106711","2","-340","13114","","","13114039",""
"","","","0","93","","13114","","","13114040",""
"","","1","800","32","","13114","","","13114041",""
"","","","0.7","93","","13114","","","13114042",""
"","","1","702","32","","13114","","","13114043",""
"","","","0.5","93","","13114","","","13114044",""
"","","se_sys_login_birthday_blow_candle","se_common","23","0","13114","","","13114045",""
"","","0","701","32","","13114","","","13114046",""
"","","","0.4","93","","13114","","","13114047",""
"","","se_sys_login_birthday_cracker","se_common","23","0","13114","","","13114048",""
"","","1","700","32","","13114","","","13114049",""
"","","se_sys_login_birthday_calendar_applause","se_common","23","0","13114","","","13114050",""
"","wac_birthday_idle_doya","wac_birthday_clap","106611","3","0","13114","0.2","1","13114051","0.2"
"","","","0.1","93","","13114","","","13114052",""
"","wac_birthday_idle_normal","wac_birthday_clap","106711","3","0","13114","0.2","1","13114053","0.2"
"","","","2","93","","13114","","","13114054",""
"","","","1","131","","13114","","","13114055",""
"","0","vo_wac_13114_000","vo_wac_13114","21","0","13114","","","13114056",""
"0.5","1","喂喂，\n這蛋糕真是相當精緻耶。\n這該不會是為了我的生日\n特地準備的吧？","106511","11","10","13114","0","1","13114057","0"
"","","","0","91","","13114","","","13114058",""
"","","wac_birthday_idle_smile","106511","3","1","13114","","","13114059","0.2"
"","","wac_birthday_talk_doya","106611","3","1","13114","","","13114060","0.2"
"","0","vo_wac_13114_001","vo_wac_13114","21","0","13114","","","13114061",""
"0.5","1","呵呵呵，這當然啊！\n好了好了，嘉夜夜！\n妳就儘管好好感謝我吧！","106611","11","10","13114","0","1","13114062","0"
"","","","0","91","","13114","","","13114063",""
"","","wac_birthday_idle_doya","106611","3","1","13114","","","13114064","0.2"
"","","wac_birthday_talk_smile","106711","3","1","13114","","","13114065","0.2"
"","0","vo_wac_13114_002","vo_wac_13114","21","0","13114","","","13114066",""
"0.5","1","祈梨妳不是只有\n偷吃他準備的東西，\n還有在旁邊看而已嗎？","106711","11","10","13114","0","1","13114067","0"
"","","","0","91","","13114","","","13114068",""
"","","wac_birthday_idle_smile","106711","3","1","13114","","","13114069","0.2"
"","","wac_birthday_talk_doya","106511","3","1","13114","","","13114070","0.2"
"","0","vo_wac_13114_003","vo_wac_13114","21","0","13114","","","13114071",""
"0.5","1","哈哈，\n不過老大和祈梨也都有幫忙吧？\n也謝謝你了。託大家的福，\n我似乎能有個難忘的生日。","106511","11","10","13114","0","1","13114072","0"
"","","","0","91","","13114","","","13114073",""
"","","","0","22","","13114","","","13114074",""
"","","bgm_M321_2C","bgm_M321","25","","14114","","","14114001",""
"wac_birthday_idle_normal","-1000","100911","1","1","250","14114","0","-70","14114002","2"
"wac_birthday_idle_smile","170","105611","1","1","256","14114","1","-260","14114003","2"
"wac_birthday_idle_normal","270","102711","1","1","259","14114","1","-310","14114004","2"
"wac_birthday_idle_kyapi","390","101311","1","1","257","14114","1","-270","14114005","2"
"wac_birthday_idle_wish","500","105111","1","1","258","14114","1","-310","14114006","2"
"","","300","100911","13","","14114","","","14114007",""
"","","300","105611","13","","14114","","","14114008",""
"","0","501","501","31","0","14114","","1","14114009","0"
"","0","600","600","31","0","14114","","1","14114010","1"
"","0","602","602","31","0","14114","","1","14114011","0"
"","0","603","603","31","0","14114","","1","14114012","0"
"","60","604","604","31","30","14114","","1","14114013","1"
"","0","613","613","31","0","14114","","1","14114014","1"
"","0","700","700","31","0","14114","","1","14114015","0"
"","0","701","701","31","0","14114","","1","14114016","0"
"","0","702","702","31","0","14114","","1","14114017","0"
"","0","800","800","31","0","14114","","1","14114018","0"
"","60","914","914","31","30","14114","","1","14114019","1"
"","","","1","93","","14114","","","14114020",""
"","wac_birthday_reaction_05","wac_birthday_reaction_03","102711","3","0","14114","0.2","1","14114021","0.2"
"","wac_birthday_reaction_03","wac_birthday_reaction_01","105611","3","0","14114","0.2","1","14114022","0.2"
"","","","0.1","93","","14114","","","14114023",""
"","wac_birthday_reaction_03","wac_birthday_reaction_05","101311","3","0","14114","0.2","1","14114024","0.2"
"","wac_birthday_reaction_05","wac_birthday_reaction_04","105111","3","0","14114","0.2","1","14114025","0.2"
"","","","0.3","93","","14114","","","14114026",""
"","","wac_birthday_anna_run_01","100911","3","1","14114","","","14114027","0.2"
"","3","0","100911","2","-70","14114","","","14114028",""
"","","","2.5","93","","14114","","","14114029",""
"","","1","602","32","","14114","","","14114030",""
"","","","0.6","93","","14114","","","14114031",""
"","","1","501","32","","14114","","","14114032",""
"","","0","600","32","","14114","","","14114033",""
"","","0","613","32","","14114","","","14114034",""
"","","0","604","32","","14114","","","14114035",""
"","","1","701","32","","14114","","","14114036",""
"","0.01","0","914","33","0","14114","","","14114037",""
"","wac_birthday_anna_wish_02","wac_birthday_blowout_01","100911","3","0","14114","0.2","1","14114038","0.2"
"","0.01","-200","100911","2","-330","14114","","","14114039",""
"","","wac_birthday_idle_smile","105611","3","1","14114","","","14114040","0.2"
"","0.01","150","105611","2","-320","14114","","","14114041",""
"","","wac_birthday_idle_normal","102711","3","1","14114","","","14114042","0.2"
"","0.01","260","102711","2","-360","14114","","","14114043",""
"","","wac_birthday_idle_kyapi","101311","3","1","14114","","","14114044","0.2"
"","0.01","380","101311","2","-320","14114","","","14114045",""
"","","wac_birthday_idle_wish","105111","3","1","14114","","","14114046","0.2"
"","0.01","480","105111","2","-340","14114","","","14114047",""
"","","","0","93","","14114","","","14114048",""
"","","1","800","32","","14114","","","14114049",""
"","","","0.7","93","","14114","","","14114050",""
"","","1","702","32","","14114","","","14114051",""
"","","","0.5","93","","14114","","","14114052",""
"","","se_sys_login_birthday_blow_candle","se_common","23","0","14114","","","14114053",""
"","","0","701","32","","14114","","","14114054",""
"","","","0.4","93","","14114","","","14114055",""
"","","se_sys_login_birthday_cracker","se_common","23","0","14114","","","14114056",""
"","","1","700","32","","14114","","","14114057",""
"","","se_sys_login_birthday_calendar_applause","se_common","23","0","14114","","","14114058",""
"","wac_birthday_idle_smile","wac_birthday_clap","105611","3","0","14114","0.2","1","14114059","0.2"
"","wac_birthday_idle_kyapi","wac_birthday_clap","101311","3","0","14114","0.2","1","14114060","0.2"
"","","","0.1","93","","14114","","","14114061",""
"","wac_birthday_idle_normal","wac_birthday_clap","102711","3","0","14114","0.2","1","14114062","0.2"
"","","","0.1","93","","14114","","","14114063",""
"","wac_birthday_idle_wish","wac_birthday_clap_to_wish","105111","3","0","14114","0.2","1","14114064","0.2"
"","","","2","93","","14114","","","14114065",""
"","","","1","131","","14114","","","14114066",""
"","0","vo_wac_14114_000","vo_wac_14114","21","0","14114","","","14114067",""
"0.5","1","這是給我的生日禮物……！？\n唔，被這樣對待的話，\n魔瞳的封印會解開的！\n平、平靜，給我平靜下來……！","100911","11","10","14114","0","1","14114068","0"
"","","","0","91","","14114","","","14114069",""
"","","wac_birthday_idle_sad","100911","3","1","14114","","","14114070","0.2"
"","","wac_birthday_talk_smile","105611","3","1","14114","","","14114071","0.2"
"","0","vo_wac_14114_001","vo_wac_14114","21","0","14114","","","14114072",""
"0.5","1","哈哈，封印在那隻眼裡\n某人，也高興到流淚了吧？\n這樣費時費力地準備蛋糕\n也值得了呢。","105611","11","10","14114","0","1","14114073","0"
"","","","0","91","","14114","","","14114074",""
"","","wac_birthday_idle_smile","105611","3","1","14114","","","14114075","0.2"
"","","wac_birthday_talk_anger","100911","3","1","14114","","","14114076","0.2"
"","0","vo_wac_14114_002","vo_wac_14114","21","0","14114","","","14114077",""
"0.5","1","我、我可沒在哭喔！？\n剛剛只是稍微把\n沾到臉上的顏料擦掉而已……！\n才不是因為覺得被看到很丟臉……","100911","11","10","14114","0","1","14114078","0"
"","","","0","91","","14114","","","14114079",""
"","","wac_birthday_talk_smile","100911","3","1","14114","","","14114080","0.2"
"","0","vo_wac_14114_003","vo_wac_14114","21","0","14114","","","14114081",""
"0.5","1","但、但是那個……謝謝你們大家！\n這真的是幾乎要使我內在封印解開的……\n意外驚喜！所以……\n我會用心品嚐的！我要吃囉！","100911","11","10","14114","0","1","14114082","0"
"","","","0","91","","14114","","","14114083",""
"","","","0","22","","14114","","","14114084",""
"","","bgm_M321_2C","bgm_M321","25","","14314","","","14314001",""
"wac_birthday_idle_normal","-1000","101711","1","1","250","14314","0","-70","14314002","2"
"wac_birthday_idle_normal","200","104311","1","1","256","14314","1","-270","14314003","2"
"wac_birthday_idle_wish","320","101011","1","1","258","14314","1","-310","14314004","2"
"wac_birthday_idle_smile","450","101411","1","1","257","14314","1","-290","14314005","2"
"","","300","101711","13","","14314","","","14314006",""
"","","300","104311","13","","14314","","","14314007",""
"","0","501","501","31","0","14314","","1","14314008","0"
"","0","600","600","31","0","14314","","1","14314009","1"
"","0","602","602","31","0","14314","","1","14314010","0"
"","0","603","603","31","0","14314","","1","14314011","0"
"","60","604","604","31","30","14314","","1","14314012","1"
"","0","613","613","31","0","14314","","1","14314013","1"
"","0","700","700","31","0","14314","","1","14314014","0"
"","0","701","701","31","0","14314","","1","14314015","0"
"","0","702","702","31","0","14314","","1","14314016","0"
"","0","800","800","31","0","14314","","1","14314017","0"
"","60","915","915","31","30","14314","","1","14314018","1"
"","","","1","93","","14314","","","14314019",""
"","wac_birthday_reaction_05","wac_birthday_reaction_03","101011","3","0","14314","0.2","1","14314020","0.2"
"","","","0.1","93","","14314","","","14314021",""
"","wac_birthday_reaction_03","wac_birthday_reaction_02","104311","3","0","14314","0.2","1","14314022","0.2"
"","wac_birthday_reaction_03","wac_birthday_reaction_01","101411","3","0","14314","0.2","1","14314023","0.2"
"","","","0.3","93","","14314","","","14314024",""
"","","wac_birthday_run_01","101711","3","1","14314","","","14314025","0.2"
"","3","0","101711","2","-70","14314","","","14314026",""
"","","","2.5","93","","14314","","","14314027",""
"","","1","602","32","","14314","","","14314028",""
"","","","0.6","93","","14314","","","14314029",""
"","","1","501","32","","14314","","","14314030",""
"","","0","600","32","","14314","","","14314031",""
"","","0","613","32","","14314","","","14314032",""
"","","0","604","32","","14314","","","14314033",""
"","","1","701","32","","14314","","","14314034",""
"","0.01","0","915","33","0","14314","","","14314035",""
"","wac_birthday_wish_02","wac_birthday_blowout_02","101711","3","0","14314","0.2","1","14314036","0.2"
"","0.01","-200","101711","2","-330","14314","","","14314037",""
"","","wac_birthday_idle_normal","104311","3","1","14314","","","14314038","0.2"
"","0.01","180","104311","2","-320","14314","","","14314039",""
"","","wac_birthday_idle_wish","101011","3","1","14314","","","14314040","0.2"
"","0.01","300","101011","2","-360","14314","","","14314041",""
"","","wac_birthday_idle_smile","101411","3","1","14314","","","14314042","0.2"
"","0.01","430","101411","2","-340","14314","","","14314043",""
"","","","0","93","","14314","","","14314044",""
"","","1","800","32","","14314","","","14314045",""
"","","","0.7","93","","14314","","","14314046",""
"","","1","702","32","","14314","","","14314047",""
"","","","0.5","93","","14314","","","14314048",""
"","","se_sys_login_birthday_blow_candle","se_common","23","0","14314","","","14314049",""
"","","0","701","32","","14314","","","14314050",""
"","","","0.4","93","","14314","","","14314051",""
"","","se_sys_login_birthday_cracker","se_common","23","0","14314","","","14314052",""
"","","1","700","32","","14314","","","14314053",""
"","","se_sys_login_birthday_calendar_applause","se_common","23","0","14314","","","14314054",""
"","wac_birthday_idle_normal","wac_birthday_clap","104311","3","0","14314","0.2","1","14314055","0.2"
"","","","0.1","93","","14314","","","14314056",""
"","wac_birthday_idle_wish","wac_birthday_clap_to_wish","101011","3","0","14314","0.2","1","14314057","0.2"
"","","","0.1","93","","14314","","","14314058",""
"","wac_birthday_idle_smile","wac_birthday_clap","101411","3","0","14314","0.2","1","14314059","0.2"
"","","","2","93","","14314","","","14314060",""
"","","","1","131","","14314","","","14314061",""
"","0","vo_wac_14314_000","vo_wac_14314","21","0","14314","","","14314062",""
"0.5","1","哇啊，這個生日蛋糕……！\n是大家一起做給我的呀～？\n我從沒看過\n這麼大的蛋糕耶──！","101711","11","10","14314","0","1","14314063","0"
"","","","0","91","","14314","","","14314064",""
"","","wac_birthday_idle_kyapi","101711","3","1","14314","","","14314065","0.2"
"","","wac_birthday_talk_doya","104311","3","1","14314","","","14314066","0.2"
"","0","vo_wac_14314_001","vo_wac_14314","21","0","14314","","","14314067",""
"0.5","1","嘿嘿，做了不習慣的事，\n但我也有幫了一點忙喔。\n那個、像切草莓之類的……\n真的只有幫到一點點就是了！","104311","11","10","14314","0","1","14314068","0"
"","","","0","91","","14314","","","14314069",""
"","","wac_birthday_idle_doya","104311","3","1","14314","","","14314070","0.2"
"","","wac_birthday_talk_smile","101711","3","1","14314","","","14314071","0.2"
"","0","vo_wac_14314_002","vo_wac_14314","21","0","14314","","","14314072",""
"0.5","1","欸嘿嘿，我真的是說不出的\n開心～！若要將這份心情\n傳達給大家……\n就只能唱歌跳舞了──！","101711","11","10","14314","0","1","14314073","0"
"","","","0","91","","14314","","","14314074",""
"","","wac_birthday_talk_kyapi","101711","3","1","14314","","","14314075","0.2"
"","0","vo_wac_14314_003","vo_wac_14314","21","0","14314","","","14314076",""
"0.5","1","好，大家也一起來唱歌嘛～！\n這麼一來，\n我就會展現前所未有的\n最棒舞姿給你們看喔！","101711","11","10","14314","0","1","14314077","0"
"","","","0","91","","14314","","","14314078",""
"","","","0","22","","14314","","","14314079",""
"","","bgm_M321_2C","bgm_M321","25","","14714","","","14714001",""
"wac_birthday_idle_normal","-1000","105611","1","1","250","14714","0","-70","14714002","2"
"wac_birthday_idle_doya","170","100911","1","1","256","14714","1","-260","14714003","2"
"wac_birthday_idle_normal","250","105111","1","1","259","14714","1","-310","14714004","2"
"wac_birthday_idle_wish","370","102711","1","1","257","14714","1","-270","14714005","2"
"wac_birthday_idle_smile","500","101311","1","1","258","14714","1","-310","14714006","2"
"","","300","105611","13","","14714","","","14714007",""
"","","300","100911","13","","14714","","","14714008",""
"","0","501","501","31","0","14714","","1","14714009","0"
"","0","600","600","31","0","14714","","1","14714010","1"
"","0","602","602","31","0","14714","","1","14714011","0"
"","0","603","603","31","0","14714","","1","14714012","0"
"","60","604","604","31","30","14714","","1","14714013","1"
"","0","613","613","31","0","14714","","1","14714014","1"
"","0","700","700","31","0","14714","","1","14714015","0"
"","0","701","701","31","0","14714","","1","14714016","0"
"","0","702","702","31","0","14714","","1","14714017","0"
"","0","800","800","31","0","14714","","1","14714018","0"
"","60","916","916","31","30","14714","","1","14714019","1"
"","","","1","93","","14714","","","14714020",""
"","wac_birthday_reaction_04","wac_birthday_reaction_01","105111","3","0","14714","0.2","1","14714021","0.2"
"","wac_birthday_reaction_03","wac_birthday_reaction_02","100911","3","0","14714","0.2","1","14714022","0.2"
"","","","0.1","93","","14714","","","14714023",""
"","wac_birthday_reaction_03","wac_birthday_reaction_05","102711","3","0","14714","0.2","1","14714024","0.2"
"","wac_birthday_reaction_05","wac_birthday_reaction_03","101311","3","0","14714","0.2","1","14714025","0.2"
"","","","0.3","93","","14714","","","14714026",""
"","","wac_birthday_run_01","105611","3","1","14714","","","14714027","0.2"
"","3","0","105611","2","-70","14714","","","14714028",""
"","","","2.5","93","","14714","","","14714029",""
"","","1","602","32","","14714","","","14714030",""
"","","","0.6","93","","14714","","","14714031",""
"","","1","501","32","","14714","","","14714032",""
"","","0","600","32","","14714","","","14714033",""
"","","0","613","32","","14714","","","14714034",""
"","","0","604","32","","14714","","","14714035",""
"","","1","701","32","","14714","","","14714036",""
"","0.01","0","916","33","0","14714","","","14714037",""
"","wac_birthday_wish_01","wac_birthday_blowout_01","105611","3","0","14714","0.2","1","14714038","0.2"
"","0.01","-200","105611","2","-330","14714","","","14714039",""
"","","wac_birthday_idle_doya","100911","3","1","14714","","","14714040","0.2"
"","0.01","150","100911","2","-320","14714","","","14714041",""
"","","wac_birthday_idle_normal","105111","3","1","14714","","","14714042","0.2"
"","0.01","260","105111","2","-360","14714","","","14714043",""
"","","wac_birthday_idle_wish","102711","3","1","14714","","","14714044","0.2"
"","0.01","380","102711","2","-320","14714","","","14714045",""
"","","wac_birthday_idle_smile","101311","3","1","14714","","","14714046","0.2"
"","0.01","500","101311","2","-340","14714","","","14714047",""
"","","","0","93","","14714","","","14714048",""
"","","1","800","32","","14714","","","14714049",""
"","","","0.7","93","","14714","","","14714050",""
"","","1","702","32","","14714","","","14714051",""
"","","","0.5","93","","14714","","","14714052",""
"","","se_sys_login_birthday_blow_candle","se_common","23","0","14714","","","14714053",""
"","","0","701","32","","14714","","","14714054",""
"","","","0.4","93","","14714","","","14714055",""
"","","se_sys_login_birthday_cracker","se_common","23","0","14714","","","14714056",""
"","","1","700","32","","14714","","","14714057",""
"","","se_sys_login_birthday_calendar_applause","se_common","23","0","14714","","","14714058",""
"","wac_birthday_idle_doya","wac_birthday_clap","100911","3","0","14714","0.2","1","14714059","0.2"
"","wac_birthday_idle_wish","wac_birthday_clap_to_wish","102711","3","0","14714","0.2","1","14714060","0.2"
"","","","0.1","93","","14714","","","14714061",""
"","wac_birthday_idle_normal","wac_birthday_clap","105111","3","0","14714","0.2","1","14714062","0.2"
"","","","0.1","93","","14714","","","14714063",""
"","wac_birthday_idle_smile","wac_birthday_clap","101311","3","0","14714","0.2","1","14714064","0.2"
"","","","2","93","","14714","","","14714065",""
"","","","1","131","","14714","","","14714066",""
"","0","vo_wac_14714_000","vo_wac_14714","21","0","14714","","","14714067",""
"0.5","1","哦……這可真是嚇了我一跳。\n沒想到你們竟然做了這種準備。\n我雖然記得你們的生日，\n卻完全忘了自己的呢。","105611","11","10","14714","0","1","14714068","0"
"","","","0","91","","14714","","","14714069",""
"","","wac_birthday_idle_smile","105611","3","1","14714","","","14714070","0.2"
"","","wac_birthday_talk_doya","100911","3","1","14714","","","14714071","0.2"
"","0","vo_wac_14714_001","vo_wac_14714","21","0","14714","","","14714072",""
"0.5","1","嗯，因為平常受了流夏很多照顧嘛！\n當然要好好為妳慶祝生日囉！\n順帶一提，蠟燭是我擺的喔！\n瞧，很完美的平衡對吧！？","100911","11","10","14714","0","1","14714073","0"
"","","","0","91","","14714","","","14714074",""
"","","wac_birthday_idle_doya","100911","3","1","14714","","","14714075","0.2"
"","","wac_birthday_talk_smile","105611","3","1","14714","","","14714076","0.2"
"","0","vo_wac_14714_002","vo_wac_14714","21","0","14714","","","14714077",""
"0.5","1","是啊，的確很厲害。\n看起來就像從畫中\n跑出來的一樣……謝謝。\n我會用心品嚐的。","105611","11","10","14714","0","1","14714078","0"
"","","","0","91","","14714","","","14714079",""
"","","wac_birthday_talk_doya","105611","3","1","14714","","","14714080","0.2"
"","0","vo_wac_14714_003","vo_wac_14714","21","0","14714","","","14714081",""
"0.5","1","好了，你們也吃吧。\n難得你們為我\n準備了美食，大家一起\n開心地享受吧♪","105611","11","10","14714","0","1","14714082","0"
"","","","0","91","","14714","","","14714083",""
"","","","0","22","","14714","","","14714084",""
"","","bgm_M321_2C","bgm_M321","25","","16114","","","16114001",""
"wac_birthday_idle_normal","-1000","106811","1","1","250","16114","0","-70","16114002","2"
"wac_birthday_idle_smile","230","101111","1","1","256","16114","1","-270","16114003","2"
"wac_birthday_idle_normal","410","104911","1","1","257","16114","1","-310","16114004","2"
"","","300","106811","13","","16114","","","16114005",""
"","","300","101111","13","","16114","","","16114006",""
"","","300","104911","13","","16114","","","16114007",""
"","0","501","501","31","0","16114","","1","16114008","0"
"","0","600","600","31","0","16114","","1","16114009","1"
"","0","602","602","31","0","16114","","1","16114010","0"
"","0","603","603","31","0","16114","","1","16114011","0"
"","60","604","604","31","30","16114","","1","16114012","1"
"","0","613","613","31","0","16114","","1","16114013","1"
"","0","700","700","31","0","16114","","1","16114014","0"
"","0","701","701","31","0","16114","","1","16114015","0"
"","0","702","702","31","0","16114","","1","16114016","0"
"","0","800","800","31","0","16114","","1","16114017","0"
"","60","917","917","31","30","16114","","1","16114018","1"
"","","","1","93","","16114","","","16114019",""
"","wac_birthday_reaction_03","wac_birthday_reaction_05","104911","3","0","16114","0.2","1","16114020","0.2"
"","","","0.1","93","","16114","","","16114021",""
"","wac_birthday_reaction_05","wac_birthday_reaction_03","101111","3","0","16114","0.2","1","16114022","0.2"
"","","","0.3","93","","16114","","","16114023",""
"","","wac_birthday_run_01","106811","3","1","16114","","","16114024","0.2"
"","3","0","106811","2","-70","16114","","","16114025",""
"","","","2.5","93","","16114","","","16114026",""
"","","1","602","32","","16114","","","16114027",""
"","","","0.6","93","","16114","","","16114028",""
"","","1","501","32","","16114","","","16114029",""
"","","0","600","32","","16114","","","16114030",""
"","","0","613","32","","16114","","","16114031",""
"","","0","604","32","","16114","","","16114032",""
"","","1","701","32","","16114","","","16114033",""
"","0.01","0","917","33","0","16114","","","16114034",""
"","wac_birthday_wish_01","wac_birthday_blowout_01","106811","3","0","16114","0.2","1","16114035","0.2"
"","0.01","-200","106811","2","-330","16114","","","16114036",""
"","","wac_birthday_idle_smile","101111","3","1","16114","","","16114037","0.2"
"","0.01","180","101111","2","-320","16114","","","16114038",""
"","","wac_birthday_idle_normal","104911","3","1","16114","","","16114039","0.2"
"","0.01","320","104911","2","-340","16114","","","16114040",""
"","","","0","93","","16114","","","16114041",""
"","","1","800","32","","16114","","","16114042",""
"","","","0.7","93","","16114","","","16114043",""
"","","1","702","32","","16114","","","16114044",""
"","","","0.5","93","","16114","","","16114045",""
"","","se_sys_login_birthday_blow_candle","se_common","23","0","16114","","","16114046",""
"","","0","701","32","","16114","","","16114047",""
"","","","0.4","93","","16114","","","16114048",""
"","","se_sys_login_birthday_cracker","se_common","23","0","16114","","","16114049",""
"","","1","700","32","","16114","","","16114050",""
"","","se_sys_login_birthday_calendar_applause","se_common","23","0","16114","","","16114051",""
"","wac_birthday_idle_smile","wac_birthday_clap","101111","3","0","16114","0.2","1","16114052","0.2"
"","","","0.1","93","","16114","","","16114053",""
"","wac_birthday_idle_normal","wac_birthday_clap","104911","3","0","16114","0.2","1","16114054","0.2"
"","","","2","93","","16114","","","16114055",""
"","","","1","131","","16114","","","16114056",""
"","0","vo_wac_16114_000","vo_wac_16114","21","0","16114","","","16114057",""
"0.5","1","這可真是……嚇了我一跳。\n這蛋糕真壯觀耶。\n是特地為我準備的？\n真令人開心啊。","106811","11","10","16114","0","1","16114058","0"
"","","","0","91","","16114","","","16114059",""
"","","wac_birthday_idle_normal","106811","3","1","16114","","","16114060","0.2"
"","","wac_birthday_talk_smile","101111","3","1","16114","","","16114061","0.2"
"","0","vo_wac_16114_001","vo_wac_16114","21","0","16114","","","16114062",""
"0.5","1","畢竟一直都受會長\n照顧了呀♪\n是哥哥和我們大家\n一起做的喔！","101111","11","10","16114","0","1","16114063","0"
