dfb4ebc47b16176c8cba16d3426d80a2dccbbc3152a920fff5c35bca63b35762,d77a9601fc6430e7577ac6e14525d611bafe0ceffedffeefbb552e308a4f8eaf,55319ebe7e3488d8b030d221df05175fec17c0ad9bca9e54fc31fa20eb884042,81a54fc1c832c609af8ff3c7aa7e250782ad9b2af2e72e6b967e7717ce335064,1ee4bb25d220f876591be30e3dc2ec59b810efe918ee8e99b3a2acaa5ae20c6a,186d7823e40886569a51ff400375be319a9e4c4f37eb9f43f52c70b680620bae,c9082127d786b4527f5f69b245fe395fb90084eb3801f76b4f8e9b07202a4f05,d2af7a8da03dcd64b8ee382c6026fa16ea7eced5a4b18658bcb92c149b10a349,1a83cf76a0a55a57e2af5070dcda787b961ec5fd9bea889bde2c791dbb6a4615,ee0281924ff31a87f2cf6253b2f324dd1162a53861a5bdd78c3e82e1de6f4f5b,0c921401d70077911d77ca520e1772804c98119b1a5635ecf7ba4489b9cf007c,69190ee7641e5e6602d1cc37aac6db0069da6dd45f855d4a1fd824bb374506d5,109541f9d9cc6fc04c94238b71517e3b686958c9eee07904aec9d33b2a670e86,70c141c88d19722662d19d01b6d354e2cd67e717f0e98323d305d5ed65b3003a
"挑戰 1 次Boss吧（前後篇的全難易度共通）","2022/06/29 15:59:59","9012","0","10086101","2022/06/13 16:00:00","0","601","0","10086","61086001","6008","1","61086001"
"完成10次活動冒險（前後篇共通）","2022/06/29 15:59:59","9004","0","10086102","2022/06/13 16:00:00","0","601","0","10086","61086002","6004","10","61086002"
"挑戰 1 次仇鼠‧怒髮衝冠的啾二吧（全難易度皆可） ","2022/07/19 15:59:59","9012","0","10088101","2022/07/01 16:00:00","0","601","0","10088","61088001","6008","1","61088001"
"完成10次活動冒險","2022/07/19 15:59:59","9004","0","10088102","2022/07/01 16:00:00","0","601","0","10088","61088002","6004","10","61088002"
"挑戰 1 次魔物的公主吧（全難易度共通） ","2022/07/28 15:59:59","9012","0","10089101","2022/07/19 16:00:00","0","601","0","10089","61089001","6008","1","61089001"
"完成10次活動冒險","2022/07/28 15:59:59","9004","0","10089102","2022/07/19 16:00:00","0","601","0","10089","61089002","6004","10","61089002"
"挑戰 1 次貪婪暴君‧賭場王吧（全難易度皆可） ","2022/08/19 15:59:59","9012","0","10090101","2022/08/01 16:00:00","0","601","0","10090","61090001","6008","1","61090001"
"完成10次活動冒險","2022/08/19 15:59:59","9004","0","10090102","2022/08/01 16:00:00","0","601","0","10090","61090002","6004","10","61090002"
"挑戰 1 次無名的藝術吧（全難易度共通）","2022/08/28 15:59:59","9012","0","10091101","2022/08/19 16:00:00","0","601","0","10091","61091001","6008","1","61091001"
"完成10次活動冒險","2022/08/28 15:59:59","9004","0","10091102","2022/08/19 16:00:00","0","601","0","10091","61091002","6004","10","61091002"
"挑戰 1 次受解放的寶藏守護者吧（全難易度皆可） ","2022/09/19 15:59:59","9012","0","10092101","2022/09/01 16:00:00","0","601","0","10092","61092001","6008","1","61092001"
"完成10次活動冒險","2022/09/19 15:59:59","9004","0","10092102","2022/09/01 16:00:00","0","601","0","10092","61092002","6004","10","61092002"
"挑戰 1 次爆裂‧時間儀吧（全難易度共通） ","2022/09/28 15:59:59","9012","0","10093101","2022/09/19 16:00:00","0","601","0","10093","61093001","6008","1","61093001"
"完成10次活動冒險","2022/09/28 15:59:59","9004","0","10093102","2022/09/19 16:00:00","0","601","0","10093","61093002","6004","10","61093002"
"挑戰 1 次阿斯特賴亞牛肝菌吧（全難易度皆可） ","2022/10/20 15:59:59","9012","0","10094101","2022/10/02 16:00:00","0","601","0","10094","61094001","6008","1","61094001"
"完成10次活動冒險","2022/10/20 15:59:59","9004","0","10094102","2022/10/02 16:00:00","0","601","0","10094","61094002","6004","10","61094002"
"挑戰 1 次究極機械玩具王吧（全難易度共通） ","2022/10/28 15:59:59","9012","0","10095101","2022/10/19 16:00:00","0","601","0","10095","61095001","6008","1","61095001"
"完成10次活動冒險","2022/10/28 15:59:59","9004","0","10095102","2022/10/19 16:00:00","0","601","0","10095","61095002","6004","10","61095002"
"挑戰 1 次海將海馬指揮官吧（全難易度皆可） ","2022/11/19 15:59:59","9012","0","10096101","2022/11/01 16:00:00","0","601","0","10096","61096001","6008","1","61096001"
"完成10次活動冒險","2022/11/19 15:59:59","9004","0","10096102","2022/11/01 16:00:00","0","601","0","10096","61096002","6004","10","61096002"
"挑戰 1 次作業吧（全難易度皆可） ","2022/11/27 15:59:59","9012","0","10097101","2022/11/18 16:00:00","0","601","0","10097","61097001","6008","1","61097001"
"完成10次活動冒險","2022/11/27 15:59:59","9004","0","10097102","2022/11/18 16:00:00","0","601","0","10097","61097002","6004","10","61097002"
"挑戰 1 次月光之門吧（全難易度皆可） ","2022/12/19 15:59:59","9012","0","10098101","2022/12/01 16:00:00","0","601","0","10098","61098001","6008","1","61098001"
"完成10次活動冒險","2022/12/19 15:59:59","9004","0","10098102","2022/12/01 16:00:00","0","601","0","10098","61098002","6004","10","61098002"
"挑戰 1 次女王歌唱水母吧（全難易度共通） ","2022/12/28 15:59:59","9012","0","10099101","2022/12/19 16:00:00","0","601","0","10099","61099001","6008","1","61099001"
"完成10次活動冒險","2022/12/28 15:59:59","9004","0","10099102","2022/12/19 16:00:00","0","601","0","10099","61099002","6004","10","61099002"
"挑戰 1 次哀執的植物羊吧（全難易度皆可） ","2023/01/20 15:59:59","9012","0","10100101","2023/01/02 16:00:00","0","601","0","10100","61100001","6008","1","61100001"
"完成10次活動冒險","2023/01/20 15:59:59","9004","0","10100102","2023/01/02 16:00:00","0","601","0","10100","61100002","6004","10","61100002"
"挑戰 1 次基古魯博士吧（全難易度共通） ","2023/01/28 15:59:59","9012","0","10101101","2023/01/19 16:00:00","0","601","0","10101","61101001","6008","1","61101001"
"完成10次活動冒險","2023/01/28 15:59:59","9004","0","10101102","2023/01/19 16:00:00","0","601","0","10101","61101002","6004","10","61101002"
"挑戰 1 次瘋狂直播主‧輝美吧（全難易度皆可） ","2023/02/19 15:59:59","9012","0","10102101","2023/02/01 16:00:00","0","601","0","10102","61102001","6008","1","61102001"
"完成10次活動冒險","2023/02/19 15:59:59","9004","0","10102102","2023/02/01 16:00:00","0","601","0","10102","61102002","6004","10","61102002"
"挑戰 1 次哀暴小棉花糖吧（全難易度共通） ","2023/02/26 15:59:59","9012","0","10103101","2023/02/17 16:00:00","0","601","0","10103","61103001","6008","1","61103001"
"完成10次活動冒險","2023/02/26 15:59:59","9004","0","10103102","2023/02/17 16:00:00","0","601","0","10103","61103002","6004","10","61103002"
"挑戰1次黑曜魔像（全難度共通）","2023/03/19 15:59:59","9012","0","10104101","2023/03/01 16:00:00","0","601","0","10104","61104001","6008","1","61104001"
"完成10次活動冒險","2023/03/19 15:59:59","9004","0","10104102","2023/03/01 16:00:00","0","601","0","10104","61104002","6004","10","61104002"
"挑戰 1 次反逆獸‧三重吧（全難易度共通） ","2023/03/28 15:59:59","9012","0","10105101","2023/03/19 16:00:00","0","601","0","10105","61105001","6008","1","61105001"
"完成10次活動冒險","2023/03/28 15:59:59","9004","0","10105102","2023/03/19 16:00:00","0","601","0","10105","61105002","6004","10","61105002"
"挑戰 1 次不幸福的多倫多獸吧（全難易度皆可） ","2023/04/19 15:59:59","9012","0","10106101","2023/04/01 16:00:00","0","601","0","10106","61106001","6008","1","61106001"
"完成10次活動冒險","2023/04/19 15:59:59","9004","0","10106102","2023/04/01 16:00:00","0","601","0","10106","61106002","6004","10","61106002"
"挑戰 1 次孤伶伶的聖誕夜妖精吧（全難易度皆可） ","2023/04/26 15:59:59","9012","0","10107101","2023/04/17 16:00:00","0","601","0","10107","61107001","6008","1","61107001"
"完成10次活動冒險","2023/04/26 15:59:59","9004","0","10107102","2023/04/17 16:00:00","0","601","0","10107","61107002","6004","10","61107002"
"挑戰1次汙穢的湯之神‧陽卵吧（全難易度皆可） ","2023/05/19 15:59:59","9012","0","10108101","2023/05/01 16:00:00","0","601","0","10108","61108001","6008","1","61108001"
"完成10次活動冒險","2023/05/19 15:59:59","9004","0","10108102","2023/05/01 16:00:00","0","601","0","10108","61108002","6004","10","61108002"
"挑戰 1 次邪牛神哞猛吧（全難易度皆可） ","2023/05/28 15:59:59","9012","0","10109101","2023/05/19 16:00:00","0","601","0","10109","61109001","6008","1","61109001"
"完成10次活動冒險","2023/05/28 15:59:59","9004","0","10109102","2023/05/19 16:00:00","0","601","0","10109","61109002","6004","10","61109002"
"【前篇】挑戰 1 次Boss吧（前後篇的全難易度皆可）","2023/06/29 15:59:59","9012","0","10110101","2023/06/01 16:00:00","0","601","0","10110","61110001","6008","1","61110001"
"【前篇】完成 10 次活動冒險吧（前後篇皆可）","2023/06/29 15:59:59","9021","0","10110102","2023/06/01 16:00:00","0","601","0","10110","61110002","6004","10","61110002"
"【後篇】挑戰 1 次Boss吧（前後篇的全難易度皆可）","2023/06/29 15:59:59","9012","0","10111101","2023/06/08 16:00:00","0","601","0","10110","61111001","6008","1","61111001"
"【後篇】完成 10 次活動冒險吧（前後篇皆可）","2023/06/29 15:59:59","9004","0","10111102","2023/06/08 16:00:00","0","601","0","10110","61111002","6004","10","61111002"
"【前篇】挑戰 1 次Boss吧（前後篇的全難易度皆可）","2023/06/30 15:59:59","9012","0","10112101","2023/06/16 16:00:00","0","601","0","10112","61112001","6008","1","61112001"
"【前篇】完成 10 次活動冒險吧（前後篇皆可）","2023/06/30 15:59:59","9004","0","10112102","2023/06/16 16:00:00","0","601","0","10112","61112002","6004","10","61112002"
"【後篇】挑戰 1 次Boss吧（前後篇的全難易度皆可）","2023/06/30 15:59:59","9012","0","10113101","2023/06/21 16:00:00","0","601","0","10112","61113001","6008","1","61113001"
"【後篇】完成 10 次活動冒險吧（前後篇皆可）","2023/06/30 15:59:59","9021","0","10113102","2023/06/21 16:00:00","0","601","0","10112","61113002","6004","10","61113002"
"挑戰1次祈福託災的招財貓吧（全難易度皆可） ","2023/07/20 15:59:59","9012","0","10114101","2023/07/02 16:00:00","0","601","0","10114","61114001","6008","1","61114001"
"完成10次活動冒險","2023/07/20 15:59:59","9004","0","10114102","2023/07/02 16:00:00","0","601","0","10114","61114002","6004","10","61114002"
"挑戰 1 次仇鼠‧怒髮衝冠的啾二吧（全難易度皆可） ","2023/07/28 15:59:59","9012","0","10115101","2023/07/19 16:00:00","0","601","0","10115","61115001","6008","1","61115001"
"完成10次活動冒險","2023/07/28 15:59:59","9004","0","10115102","2023/07/19 16:00:00","0","601","0","10115","61115002","6004","10","61115002"
"挑戰1次大王猩猩吧（全難易度皆可） ","2023/08/19 15:59:59","9012","0","10116101","2023/08/01 16:00:00","0","601","0","10116","61116001","6008","1","61116001"
"完成10次活動冒險","2023/08/19 15:59:59","9004","0","10116102","2023/08/01 16:00:00","0","601","0","10116","61116002","6004","10","61116002"
"挑戰 1 次貪婪暴君‧賭場王吧（全難易度皆可） ","2023/08/28 15:59:59","9012","0","10117101","2023/08/18 16:00:00","0","601","0","10117","61117001","6008","1","61117001"
"完成10次活動冒險","2023/08/28 15:59:59","9004","0","10117102","2023/08/18 16:00:00","0","601","0","10117","61117002","6004","10","61117002"
"挑戰1次智慧的鍊金術師‧莫夫吧（全難易度皆可） ","2023/09/18 15:59:59","9012","0","10118101","2023/09/01 16:00:00","0","601","0","10118","61118001","6008","1","61118001"
"完成10次活動冒險","2023/09/18 15:59:59","9004","0","10118102","2023/09/01 16:00:00","0","601","0","10118","61118002","6004","10","61118002"
"挑戰 1 次受解放的寶藏守護者吧（全難易度皆可） ","2023/09/28 15:59:59","9012","0","10119101","2023/09/18 16:00:00","0","601","0","10119","61119001","6008","1","61119001"
"完成10次活動冒險","2023/09/28 15:59:59","9004","0","10119102","2023/09/18 16:00:00","0","601","0","10119","61119002","6004","10","61119002"
"挑戰1次變貌的從者‧布拉德吧（全難易度皆可） ","2023/10/19 15:59:59","9012","0","10120101","2023/10/01 16:00:00","0","601","0","10120","61120001","6008","1","61120001"
"完成10次活動冒險","2023/10/19 15:59:59","9004","0","10120102","2023/10/01 16:00:00","0","601","0","10120","61120002","6004","10","61120002"
"挑戰 1 次阿斯特賴亞牛肝菌吧（全難易度皆可） ","2023/10/28 15:59:59","9012","0","10121101","2023/10/18 16:00:00","0","601","0","10121","61121001","6008","1","61121001"
"完成10次活動冒險","2023/10/28 15:59:59","9004","0","10121102","2023/10/18 16:00:00","0","601","0","10121","61121002","6004","10","61121002"
"挑戰1次復活的白色島鯨吧（全難易度皆可） ","2023/11/19 15:59:59","9012","0","10122101","2023/11/01 16:00:00","0","601","0","10122","61122001","6008","1","61122001"
"完成10次活動冒險","2023/11/19 15:59:59","9004","0","10122102","2023/11/01 16:00:00","0","601","0","10122","61122002","6004","10","61122002"
"挑戰 1 次海將海馬指揮官吧（全難易度皆可） ","2023/11/27 15:59:59","9012","0","10123101","2023/11/17 16:00:00","0","601","0","10123","61123001","6008","1","61123001"
"完成10次活動冒險","2023/11/27 15:59:59","9004","0","10123102","2023/11/17 16:00:00","0","601","0","10123","61123002","6004","10","61123002"
"挑戰1次怨恨亡靈吧（全難易度皆可） ","2023/12/19 15:59:59","9012","0","10124101","2023/12/01 16:00:00","0","601","0","10124","61124001","6008","1","61124001"
"完成10次活動冒險","2023/12/19 15:59:59","9004","0","10124102","2023/12/01 16:00:00","0","601","0","10124","61124002","6004","10","61124002"
"挑戰 1 次月光之門吧（全難易度皆可） ","2023/12/28 15:59:59","9012","0","10125101","2023/12/18 16:00:00","0","601","0","10125","61125001","6008","1","61125001"
"完成10次活動冒險","2023/12/28 15:59:59","9004","0","10125102","2023/12/18 16:00:00","0","601","0","10125","61125002","6004","10","61125002"
"挑戰1次被解放的暴魔‧阿爾杰什吧（全難易度皆可） ","2024/01/19 15:59:59","9012","0","10126101","2024/01/01 16:00:00","0","601","0","10126","61126001","6008","1","61126001"
"完成10次活動冒險","2024/01/19 15:59:59","9004","0","10126102","2024/01/01 16:00:00","0","601","0","10126","61126002","6004","10","61126002"
"挑戰 1 次哀執的植物羊吧（全難易度皆可） ","2024/01/27 15:59:59","9012","0","10127101","2024/01/17 16:00:00","0","601","0","10127","61127001","6008","1","61127001"
"完成10次活動冒險","2024/01/27 15:59:59","9004","0","10127102","2024/01/17 16:00:00","0","601","0","10127","61127002","6004","10","61127002"
"挑戰1次哈立德吧（全難易度皆可） ","2024/02/19 15:59:59","9012","0","10128101","2024/02/01 16:00:00","0","601","0","10128","61128001","6008","1","61128001"
"完成10次活動冒險","2024/02/19 15:59:59","9004","0","10128102","2024/02/01 16:00:00","0","601","0","10128","61128002","6004","10","61128002"
"挑戰 1 次瘋狂直播主‧輝美吧（全難易度皆可） ","2024/02/26 15:59:59","9012","0","10129101","2024/02/16 16:00:00","0","601","0","10129","61129001","6008","1","61129001"
"完成10次活動冒險","2024/02/26 15:59:59","9004","0","10129102","2024/02/16 16:00:00","0","601","0","10129","61129002","6004","10","61129002"
"挑戰1次美空吧（全難易度皆可） ","2024/03/19 15:59:59","9012","0","10130101","2024/03/01 16:00:00","0","601","0","10130","61130001","6008","1","61130001"
"完成10次活動冒險","2024/03/19 15:59:59","9004","0","10130102","2024/03/01 16:00:00","0","601","0","10130","61130002","6004","10","61130002"
"挑戰1次黑曜魔像（全難度共通）","2024/03/27 15:59:59","9012","0","10131101","2024/03/18 16:00:00","0","601","0","10131","61131001","6008","1","61131001"
"完成10次活動冒險","2024/03/27 15:59:59","9004","0","10131102","2024/03/18 16:00:00","0","601","0","10131","61131002","6004","10","61131002"
"挑戰1次巴西利斯克‧阿洛斯吧（EX、EX＋除外）","2024/04/19 15:59:59","9012","0","10132101","2024/04/01 16:00:00","0","601","0","10132","61132001","6008","1","61132001"
"完成10次活動冒險","2024/04/19 15:59:59","9004","0","10132102","2024/04/01 16:00:00","0","601","0","10132","61132002","6004","10","61132002"
"挑戰 1 次不幸福的多倫多獸吧（全難易度皆可） ","2024/04/26 15:59:59","9012","0","10133101","2024/04/16 16:00:00","0","601","0","10133","61133001","6008","1","61133001"
"完成10次活動冒險","2024/04/26 15:59:59","9004","0","10133102","2024/04/16 16:00:00","0","601","0","10133","61133002","6004","10","61133002"
"挑戰1次夢中隕石吧（全難易度皆可） ","2024/05/19 15:59:59","9012","0","10134101","2024/05/01 16:00:00","0","601","0","10134","61134001","6008","1","61134001"
"完成10次活動冒險","2024/05/19 15:59:59","9004","0","10134102","2024/05/01 16:00:00","0","601","0","10134","61134002","6004","10","61134002"
"挑戰1次汙穢的湯之神‧陽卵吧（全難易度皆可） ","2024/05/27 15:59:59","9012","0","10135101","2024/05/17 16:00:00","0","601","0","10135","61135001","6008","1","61135001"
"完成10次活動冒險","2024/05/27 15:59:59","9004","0","10135102","2024/05/17 16:00:00","0","601","0","10135","61135002","6004","10","61135002"
"【前篇】挑戰 1 次Boss吧（前後篇的全難易度皆可）","2024/06/29 15:59:59","9012","0","10136101","2024/06/01 16:00:00","0","601","0","10136","61136001","6008","1","61136001"
"【前篇】完成 10 次活動冒險吧（前後篇皆可）","2024/06/29 15:59:59","9021","0","10136102","2024/06/01 16:00:00","0","601","0","10136","61136002","6004","10","61136002"
"【後篇】挑戰 1 次Boss吧（前後篇的全難易度皆可）","2024/06/29 15:59:59","9012","0","10137101","2024/06/08 16:00:00","0","601","0","10136","61137001","6008","1","61137001"
"【後篇】完成 10 次活動冒險吧（前後篇皆可）","2024/06/29 15:59:59","9004","0","10137102","2024/06/08 16:00:00","0","601","0","10136","61137002","6004","10","61137002"
"【前篇】挑戰 1 次Boss吧（前後篇的全難易度皆可）","2024/06/27 15:59:59","9012","0","10138101","2024/06/10 16:00:00","0","601","0","10138","61138001","6008","1","61138001"
"【前篇】完成 10 次活動冒險吧（前後篇皆可）","2024/06/27 15:59:59","9021","0","10138102","2024/06/10 16:00:00","0","601","0","10138","61138002","6004","10","61138002"
"【後篇】挑戰 1 次Boss吧（前後篇的全難易度皆可）","2024/06/27 15:59:59","9012","0","10139101","2024/06/10 16:00:00","0","601","0","10138","61139001","6008","1","61139001"
"【後篇】完成 10 次活動冒險吧（前後篇皆可）","2024/06/27 15:59:59","9004","0","10139102","2024/06/10 16:00:00","0","601","0","10138","61139002","6004","10","61139002"
"挑戰1次地獄的聖女富美惠吧（EX、EX＋除外）","2024/07/17 15:59:59","9012","0","10140101","2024/07/01 16:00:00","0","601","0","10140","61140001","6008","1","61140001"
"完成10次活動冒險","2024/07/17 15:59:59","9004","0","10140102","2024/07/01 16:00:00","0","601","0","10140","61140002","6004","10","61140002"
"挑戰1次祈福託災的招財貓吧（全難易度皆可） ","2024/07/28 15:59:59","9012","0","10141101","2024/07/18 16:00:00","0","601","0","10141","61141001","6008","1","61141001"
"完成10次活動冒險","2024/07/28 15:59:59","9004","0","10141102","2024/07/18 16:00:00","0","601","0","10141","61141002","6004","10","61141002"
"挑戰1次剛雷獸‧雷葛宏吧（EX、EX＋除外）","2024/08/17 15:59:59","9012","0","10142101","2024/08/01 16:00:00","0","601","0","10142","61142001","6008","1","61142001"
"完成10次活動冒險","2024/08/17 15:59:59","9004","0","10142102","2024/08/01 16:00:00","0","601","0","10142","61142002","6004","10","61142002"
"挑戰1次大王猩猩吧（全難易度皆可） ","2024/08/28 15:59:59","9012","0","10143101","2024/08/18 16:00:00","0","601","0","10143","61143001","6008","1","61143001"
"完成10次活動冒險","2024/08/28 15:59:59","9004","0","10143102","2024/08/18 16:00:00","0","601","0","10143","61143002","6004","10","61143002"
"挑戰1次魔物植物‧莫培爾培吧（EX、EX＋除外）","2024/09/19 15:59:59","9012","0","10144101","2024/09/01 16:00:00","0","601","0","10144","61144001","6008","1","61144001"
"完成10次活動冒險","2024/09/19 15:59:59","9004","0","10144102","2024/09/01 16:00:00","0","601","0","10144","61144002","6004","10","61144002"
"挑戰1次智慧的鍊金術師‧莫夫吧（全難易度皆可） ","2024/09/28 15:59:59","9012","0","10145101","2024/09/18 16:00:00","0","601","0","10145","61145001","6008","1","61145001"
"完成10次活動冒險","2024/09/28 15:59:59","9004","0","10145102","2024/09/18 16:00:00","0","601","0","10145","61145002","6004","10","61145002"
"挑戰1次捲土重來‧吉諾吧（EX、EX＋除外）","2024/10/19 15:59:59","9012","0","10146101","2024/10/01 16:00:00","0","601","0","10146","61146001","6008","1","61146001"
"完成10次活動冒險","2024/10/19 15:59:59","9004","0","10146102","2024/10/01 16:00:00","0","601","0","10146","61146002","6004","10","61146002"
"挑戰1次變貌的從者‧布拉德吧（全難易度皆可） ","2024/10/28 15:59:59","9012","0","10147101","2024/10/18 16:00:00","0","601","0","10147","61147001","6008","1","61147001"
"完成10次活動冒險","2024/10/28 15:59:59","9004","0","10147102","2024/10/18 16:00:00","0","601","0","10147","61147002","6004","10","61147002"
"挑戰1次盛夏的發狂史萊姆吧（EX、EX＋除外）","2024/11/19 15:59:59","9012","0","10148101","2024/11/01 16:00:00","0","601","0","10148","61148001","6008","1","61148001"
"完成10次活動冒險","2024/11/19 15:59:59","9004","0","10148102","2024/11/01 16:00:00","0","601","0","10148","61148002","6004","10","61148002"
"挑戰1次復活的白色島鯨吧（全難易度皆可） ","2024/11/28 15:59:59","9012","0","10149101","2024/11/18 16:00:00","0","601","0","10149","61149001","6008","1","61149001"
"完成10次活動冒險","2024/11/28 15:59:59","9004","0","10149102","2024/11/18 16:00:00","0","601","0","10149","61149002","6004","10","61149002"
"挑戰1次混沌生成系統吧（EX、EX＋除外）","2024/12/19 15:59:59","9012","0","10150101","2024/12/01 16:00:00","0","601","0","10150","61150001","6008","1","61150001"
"完成10次活動冒險","2024/12/19 15:59:59","9004","0","10150102","2024/12/01 16:00:00","0","601","0","10150","61150002","6004","10","61150002"
"挑戰1次怨恨亡靈吧（全難易度皆可） ","2024/12/28 15:59:59","9012","0","10151101","2024/12/18 16:00:00","0","601","0","10151","61151001","6008","1","61151001"
"完成10次活動冒險","2024/12/28 15:59:59","9004","0","10151102","2024/12/18 16:00:00","0","601","0","10151","61151002","6004","10","61151002"
"挑戰1次吞食記憶‧白島鯨吧（EX、EX＋除外）","2025/01/26 15:59:59","9012","0","10152101","2025/01/01 16:00:00","0","601","0","10152","61152001","6008","1","61152001"
"完成10次活動冒險","2025/01/26 15:59:59","9004","0","10152102","2025/01/01 16:00:00","0","601","0","10152","61152002","6004","10","61152002"
"挑戰1次貝特魯吉烏斯吧（EX除外） ","2025/01/26 15:59:59","9012","0","10153101","2025/01/16 16:00:00","0","601","0","10153","61153001","6008","1","61153001"
"完成10次活動冒險","2025/01/26 15:59:59","9004","0","10153102","2025/01/16 16:00:00","0","601","0","10153","61153002","6004","10","61153002"
"挑戰1次惡毒巨蛇吧（EX、EX＋除外）","2025/02/19 15:59:59","9012","0","10154101","2025/02/01 16:00:00","0","601","0","10154","61154001","6008","1","61154001"
"完成10次活動冒險","2025/02/19 15:59:59","9004","0","10154102","2025/02/01 16:00:00","0","601","0","10154","61154002","6004","10","61154002"
"挑戰1次被解放的暴魔‧阿爾杰什吧（EX除外） ","2025/02/27 15:59:59","9012","0","10155101","2025/02/18 16:00:00","0","601","0","10155","61155001","6008","1","61155001"
"完成10次活動冒險","2025/02/27 15:59:59","9004","0","10155102","2025/02/18 16:00:00","0","601","0","10155","61155002","6004","10","61155002"
"挑戰1次超級 衝刺喬吧（EX、EX＋除外）","2025/03/19 15:59:59","9012","0","10156101","2025/03/01 16:00:00","0","601","0","10156","61156001","6008","1","61156001"
"完成10次活動冒險","2025/03/19 15:59:59","9004","0","10156102","2025/03/01 16:00:00","0","601","0","10156","61156002","6004","10","61156002"
"挑戰1次哈立德吧（EX除外） ","2025/03/27 15:59:59","9012","0","10157101","2025/03/18 16:00:00","0","601","0","10157","61157001","6008","1","61157001"
"完成10次活動冒險","2025/03/27 15:59:59","9004","0","10157102","2025/03/18 16:00:00","0","601","0","10157","61157002","6004","10","61157002"
"挑戰1次年幼鬼魂‧吐舌鬼吧（EX、EX＋除外）","2025/04/19 15:59:59","9012","0","10158101","2025/04/01 16:00:00","0","601","0","10158","61158001","6008","1","61158001"
"完成10次活動冒險","2025/04/19 15:59:59","9004","0","10158102","2025/04/01 16:00:00","0","601","0","10158","61158002","6004","10","61158002"
"挑戰1次美空吧（EX除外） ","2025/04/27 15:59:59","9012","0","10159101","2025/04/18 16:00:00","0","601","0","10159","61159001","6008","1","61159001"
"完成10次活動冒險","2025/04/27 15:59:59","9004","0","10159102","2025/04/18 16:00:00","0","601","0","10159","61159002","6004","10","61159002"
"挑戰1次咒縛的大蛇‧梅杜希亞娜吧（EX、EX＋除外）","2025/05/19 15:59:59","9012","0","10160101","2025/05/01 16:00:00","0","601","0","10160","61160001","6008","1","61160001"
"完成10次活動冒險","2025/05/19 15:59:59","9004","0","10160102","2025/05/01 16:00:00","0","601","0","10160","61160002","6004","10","61160002"
"挑戰1次巴西利斯克‧阿洛斯吧（EX除外） ","2025/05/27 15:59:59","9012","0","10161101","2025/05/18 16:00:00","0","601","0","10161","61161001","6008","1","61161001"
"完成10次活動冒險","2025/05/27 15:59:59","9004","0","10161102","2025/05/18 16:00:00","0","601","0","10161","61161002","6004","10","61161002"
"挑戰1次夢中隕石吧（EX除外） ","2025/06/27 15:59:59","9012","0","10163101","2025/06/18 16:00:00","0","601","0","10163","61163001","6008","1","61163001"
"完成10次活動冒險","2025/06/27 15:59:59","9004","0","10163102","2025/06/18 16:00:00","0","601","0","10163","61163002","6004","10","61163002"
"【前篇】挑戰1次Boss吧（前後篇的EX除外）","2025/07/27 15:59:59","9012","0","10164101","2025/07/12 16:00:00","0","601","0","10164","61164001","6008","1","61164001"
"【前篇】完成 10 次活動冒險吧（前後篇皆可）","2025/07/27 15:59:59","9021","0","10164102","2025/07/12 16:00:00","0","601","0","10164","61164002","6004","10","61164002"
"【後篇】挑戰1次Boss吧（前後篇的EX除外）","2025/07/27 15:59:59","9012","0","10165101","2025/07/17 16:00:00","0","601","0","10164","61165001","6008","1","61165001"
"【後篇】完成 10 次活動冒險吧（前後篇皆可）","2025/07/27 15:59:59","9004","0","10165102","2025/07/17 16:00:00","0","601","0","10164","61165002","6004","10","61165002"
"挑戰1次地獄的聖女富美惠吧（EX除外）","2025/08/27 15:59:59","9012","0","10166101","2025/08/18 16:00:00","0","601","0","10166","61166001","6008","1","61166001"
"完成10次活動冒險","2025/08/27 15:59:59","9004","0","10166102","2025/08/18 16:00:00","0","601","0","10166","61166002","6004","10","61166002"
"挑戰1次剛雷獸‧雷葛宏吧（EX除外）","2025/09/27 15:59:59","9012","0","10167101","2025/09/18 16:00:00","0","601","0","10167","61167001","6008","1","61167001"
"完成10次活動冒險","2025/09/27 15:59:59","9004","0","10167102","2025/09/18 16:00:00","0","601","0","10167","61167002","6004","10","61167002"
"挑戰1次魔物植物‧莫培爾培吧（EX除外）","2025/10/27 15:59:59","9012","0","10168101","2025/10/18 16:00:00","0","601","0","10168","61168001","6008","1","61168001"
"完成10次活動冒險","2025/10/27 15:59:59","9004","0","10168102","2025/10/18 16:00:00","0","601","0","10168","61168002","6004","10","61168002"
"挑戰1次捲土重來‧吉諾吧（EX除外）","2025/11/27 15:59:59","9012","0","10169101","2025/11/18 16:00:00","0","601","0","10169","61169001","6008","1","61169001"
"完成10次活動冒險","2025/11/27 15:59:59","9004","0","10169102","2025/11/18 16:00:00","0","601","0","10169","61169002","6004","10","61169002"
"挑戰1次盛夏的發狂史萊姆吧（EX除外）","2025/12/27 15:59:59","9012","0","10170101","2025/12/18 16:00:00","0","601","0","10170","61170001","6008","1","61170001"
"完成10次活動冒險","2025/12/27 15:59:59","9004","0","10170102","2025/12/18 16:00:00","0","601","0","10170","61170002","6004","10","61170002"
