c3ebe1c02d1c51605c3c21652a0612a4ec2391cad8f56415b307dcc262da2d85,96b8c8ba33800f51bf25d8853b603a93894ce930178528af7cd796f87af3d5bb,70103d86a8cac972c95243269edb47cdc8d03e6a72bca06cc428071bd37aee03,8c74326daba4b1aa35c06ef91e3692151f7419e228ae09c81d7c480e36c6ec93,dd683421c4a9517ad2336a06fd21a41311748fb4d59bb98eb79ea54418f76e3d,4befebbae95b7000ef4cee55fcc3844c96729b7e1176e2a3c34be548e94fdce2
"848","15","1","1003","56011493","10201493"
"849","8","50","0","56011493","91002"
"850","15","1","1003","56011494","10201494"
"851","8","100","0","56011494","91002"
"852","15","1","1001","56011495","10201495"
"853","15","1","1002","56011496","10201496"
"854","15","1","1003","56011497","10201497"
"855","8","50","0","56011497","91002"
"856","15","1","1001","56011498","10201498"
"857","15","1","1002","56011499","10201499"
"858","15","1","1003","56011500","10201500"
"859","8","50","0","56011500","91002"
"860","15","1","1001","56011501","10201501"
"861","15","1","1002","56011502","10201502"
"862","15","1","1003","56011503","10201503"
"863","8","50","0","56011503","91002"
"864","15","1","1003","56011504","10201504"
"865","8","100","0","56011504","91002"
"867","15","1","1001","56011505","10201505"
"868","15","1","1002","56011506","10201506"
"869","15","1","1003","56011507","10201507"
"870","8","50","0","56011507","91002"
"871","15","1","1001","56011508","10201508"
"872","15","1","1002","56011509","10201509"
"873","15","1","1003","56011510","10201510"
"874","8","50","0","56011510","91002"
"875","15","1","1001","56011511","10201511"
"876","15","1","1002","56011512","10201512"
"877","15","1","1003","56011513","10201513"
"878","8","50","0","56011513","91002"
"879","15","1","1003","56011514","10201514"
"880","8","100","0","56011514","91002"
"881","15","1","1001","56011515","10201515"
"882","15","1","1002","56011516","10201516"
"883","15","1","1003","56011517","10201517"
"884","8","50","0","56011517","91002"
"885","15","1","1001","56011518","10201518"
"886","15","1","1002","56011519","10201519"
"887","15","1","1003","56011520","10201520"
"888","8","50","0","56011520","91002"
"889","15","1","1001","56011521","10201521"
"890","15","1","1002","56011522","10201522"
"891","15","1","1003","56011523","10201523"
"892","8","50","0","56011523","91002"
"893","15","1","1003","56011524","10201524"
"894","8","100","0","56011524","91002"
"895","15","1","1001","56011525","10201525"
"896","15","1","1002","56011526","10201526"
"897","15","1","1003","56011527","10201527"
"898","8","50","0","56011527","91002"
"899","15","1","1001","56011528","10201528"
"900","15","1","1002","56011529","10201529"
"901","15","1","1003","56011530","10201530"
"902","8","50","0","56011530","91002"
"903","15","1","1001","56011531","10201531"
"904","15","1","1002","56011532","10201532"
"905","15","1","1003","56011533","10201533"
"906","8","50","0","56011533","91002"
"907","15","1","1001","56011534","10201534"
"908","15","1","1002","56011535","10201535"
"909","15","1","1003","56011536","10201536"
"910","8","50","0","56011536","91002"
"911","15","1","1003","56011537","10201537"
"912","8","100","0","56011537","91002"
"913","15","1","1001","56011538","10201538"
"914","15","1","1002","56011539","10201539"
"915","15","1","1003","56011540","10201540"
"916","8","50","0","56011540","91002"
"917","15","1","1001","56011541","10201541"
"918","15","1","1002","56011542","10201542"
"919","15","1","1003","56011543","10201543"
"920","8","50","0","56011543","91002"
"921","15","1","1001","56011544","10201544"
"922","15","1","1002","56011545","10201545"
"923","15","1","1003","56011546","10201546"
"924","8","50","0","56011546","91002"
"925","15","1","1001","56011547","10201547"
"926","15","1","1002","56011548","10201548"
"927","15","1","1003","56011549","10201549"
"928","8","50","0","56011549","91002"
"929","15","1","1003","56011550","10201550"
"930","8","100","0","56011550","91002"
"931","15","1","1003","56011551","10201551"
"932","8","100","0","56011551","91002"
"933","15","1","1001","56011552","10201552"
"934","15","1","1002","56011553","10201553"
"935","15","1","1003","56011554","10201554"
"936","8","50","0","56011554","91002"
"937","15","1","1001","56011555","10201555"
"938","15","1","1002","56011556","10201556"
"939","15","1","1003","56011557","10201557"
"940","8","50","0","56011557","91002"
"941","15","1","1001","56011558","10201558"
"942","15","1","1002","56011559","10201559"
"943","15","1","1003","56011560","10201560"
"944","8","50","0","56011560","91002"
"945","15","1","1001","51402001","11302001"
"946","8","50","0","51402001","91002"
"947","15","1","1002","51402002","11302002"
"948","8","50","0","51402002","91002"
"949","15","1","1003","51402003","11302003"
"950","8","50","0","51402003","91002"
"951","15","1","1003","56011561","10201561"
"952","8","100","0","56011561","91002"
"953","15","1","1001","56011562","10201562"
"954","15","1","1002","56011563","10201563"
"955","15","1","1003","56011564","10201564"
"956","8","50","0","56011564","91002"
"957","15","1","1001","56011565","10201565"
"958","15","1","1002","56011566","10201566"
"959","15","1","1003","56011567","10201567"
"960","8","50","0","56011567","91002"
"961","15","1","1001","56011568","10201568"
"962","15","1","1002","56011569","10201569"
"963","15","1","1003","56011570","10201570"
"964","8","50","0","56011570","91002"
"965","15","1","1001","56011571","10201571"
"966","15","1","1002","56011572","10201572"
"967","15","1","1003","56011573","10201573"
"968","8","50","0","56011573","91002"
"969","15","1","1003","56011574","10201574"
"970","8","100","0","56011574","91002"
"971","15","1","1001","56011575","10201575"
"972","15","1","1002","56011576","10201576"
"973","15","1","1003","56011577","10201577"
"974","8","50","0","56011577","91002"
"975","15","1","1001","56011578","10201578"
"976","15","1","1002","56011579","10201579"
"977","15","1","1003","56011580","10201580"
"978","8","50","0","56011580","91002"
"979","15","1","1001","56011581","10201581"
"980","15","1","1002","56011582","10201582"
"981","15","1","1003","56011583","10201583"
"982","8","50","0","56011583","91002"
"983","15","1","1001","56011584","10201584"
"984","15","1","1002","56011585","10201585"
"985","15","1","1003","56011586","10201586"
"986","8","50","0","56011586","91002"
"987","15","1","1001","56011587","10201587"
"988","15","1","1002","56011588","10201588"
"989","15","1","1003","56011589","10201589"
"990","8","50","0","56011589","91002"
"991","15","1","1001","56011590","10201590"
"992","15","1","1002","56011591","10201591"
"993","15","1","1003","56011592","10201592"
"994","8","50","0","56011592","91002"
"995","15","1","1001","56011593","10201593"
"996","15","1","1002","56011594","10201594"
"997","15","1","1003","56011595","10201595"
"998","8","50","0","56011595","91002"
"999","15","1","1003","56011596","10201596"
"1000","8","100","0","56011596","91002"
"1001","15","1","1003","56011597","10201597"
"1002","8","100","0","56011597","91002"
"1003","15","1","1003","56011598","10201598"
"1004","8","100","0","56011598","91002"
"1005","15","1","1001","56011599","10201599"
"1006","15","1","1002","56011600","10201600"
"1007","15","1","1003","56011601","10201601"
"1008","8","50","0","56011601","91002"
"1009","15","1","1001","56011602","10201602"
"1010","15","1","1002","56011603","10201603"
"1011","15","1","1003","56011604","10201604"
"1012","8","50","0","56011604","91002"
"1013","15","1","1003","56011605","10201605"
"1014","8","100","0","56011605","91002"
"1015","15","1","1001","56011606","10201606"
"1016","15","1","1002","56011607","10201607"
"1017","15","1","1003","56011608","10201608"
"1018","8","50","0","56011608","91002"
"1019","15","1","1001","56011609","10201609"
"1020","15","1","1002","56011610","10201610"
"1021","15","1","1003","56011611","10201611"
"1022","8","50","0","56011611","91002"
"1023","15","1","1001","56011612","10201612"
"1024","15","1","1002","56011613","10201613"
"1025","15","1","1003","56011614","10201614"
"1026","8","50","0","56011614","91002"
"1027","15","1","1003","56011615","10201615"
"1028","8","100","0","56011615","91002"
"1029","15","1","1001","56011616","10201616"
"1030","15","1","1002","56011617","10201617"
"1031","15","1","1003","56011618","10201618"
"1032","8","50","0","56011618","91002"
"1033","15","1","1001","56011619","10201619"
"1034","15","1","1002","56011620","10201620"
"1035","15","1","1003","56011621","10201621"
"1036","8","50","0","56011621","91002"
"1037","15","1","1001","56011622","10201622"
"1038","15","1","1002","56011623","10201623"
"1039","15","1","1003","56011624","10201624"
"1040","8","50","0","56011624","91002"
"1041","15","1","1003","56011625","10201625"
"1042","8","100","0","56011625","91002"
"1043","15","1","1001","56011626","10201626"
"1044","15","1","1002","56011627","10201627"
"1045","15","1","1003","56011628","10201628"
"1046","8","50","0","56011628","91002"
"1047","15","1","1001","56011629","10201629"
"1048","15","1","1002","56011630","10201630"
"1049","15","1","1003","56011631","10201631"
"1050","8","50","0","56011631","91002"
"1051","15","1","1001","56011632","10201632"
"1052","15","1","1002","56011633","10201633"
"1053","15","1","1003","56011634","10201634"
"1054","8","50","0","56011634","91002"
"1055","15","1","1003","56011635","10201635"
"1056","8","100","0","56011635","91002"
"1057","15","1","1001","56011636","10201636"
"1058","15","1","1002","56011637","10201637"
"1059","15","1","1003","56011638","10201638"
"1060","8","50","0","56011638","91002"
"1061","15","1","1001","56011639","10201639"
"1062","15","1","1002","56011640","10201640"
"1063","15","1","1003","56011641","10201641"
"1064","8","50","0","56011641","91002"
"1065","15","1","1001","56011642","10201642"
"1066","15","1","1002","56011643","10201643"
"1067","15","1","1003","56011644","10201644"
"1068","8","50","0","56011644","91002"
"1069","15","1","1003","56011645","10201645"
"1070","8","100","0","56011645","91002"
"1071","15","1","1001","56011646","10201646"
"1072","15","1","1002","56011647","10201647"
"1073","15","1","1003","56011648","10201648"
"1074","8","50","0","56011648","91002"
"1075","15","1","1001","56011649","10201649"
"1076","15","1","1002","56011650","10201650"
"1077","15","1","1003","56011651","10201651"
"1078","8","50","0","56011651","91002"
"1079","15","1","1001","56011652","10201652"
"1080","15","1","1002","56011653","10201653"
"1081","15","1","1003","56011654","10201654"
"1082","8","50","0","56011654","91002"
"1083","15","1","1003","56011655","10201655"
"1084","8","100","0","56011655","91002"
"1085","15","1","1003","56011656","10201656"
"1086","8","100","0","56011656","91002"
"1087","15","1","1001","56011657","10201657"
"1088","15","1","1002","56011658","10201658"
"1089","15","1","1003","56011659","10201659"
"1090","8","50","0","56011659","91002"
"1091","15","1","1001","56011660","10201660"
"1092","15","1","1002","56011661","10201661"
"1093","15","1","1003","56011662","10201662"
"1094","8","50","0","56011662","91002"
"1095","15","1","1001","56011663","10201663"
"1096","15","1","1002","56011664","10201664"
"1097","15","1","1003","56011665","10201665"
"1098","8","50","0","56011665","91002"
"1099","15","1","1001","56011666","10201666"
"1100","15","1","1002","56011667","10201667"
"1101","15","1","1003","56011668","10201668"
"1102","8","50","0","56011668","91002"
"1103","15","1","1003","56011669","10201669"
"1104","8","100","0","56011669","91002"
"1105","15","1","1001","56011670","10201670"
"1106","15","1","1002","56011671","10201671"
"1107","15","1","1003","56011672","10201672"
"1108","8","50","0","56011672","91002"
"1109","15","1","1001","56011673","10201673"
"1110","15","1","1002","56011674","10201674"
"1111","15","1","1003","56011675","10201675"
"1112","8","50","0","56011675","91002"
"1113","15","1","1003","56011676","10201676"
"1114","8","100","0","56011676","91002"
"1115","15","1","1001","56011677","10201677"
"1116","15","1","1002","56011678","10201678"
"1117","15","1","1003","56011679","10201679"
"1118","8","50","0","56011679","91002"
"1119","15","1","1001","56011680","10201680"
"1120","15","1","1002","56011681","10201681"
"1121","15","1","1003","56011682","10201682"
"1122","8","50","0","56011682","91002"
"1123","15","1","1001","56011683","10201683"
"1124","15","1","1002","56011684","10201684"
"1125","15","1","1003","56011685","10201685"
"1126","8","50","0","56011685","91002"
"1127","15","1","1001","56011686","10201686"
"1128","15","1","1002","56011687","10201687"
"1129","15","1","1003","56011688","10201688"
"1130","8","50","0","56011688","91002"
"1131","15","1","1003","56011689","10201689"
"1132","8","100","0","56011689","91002"
"1133","15","1","1001","56011690","10201690"
"1134","15","1","1002","56011691","10201691"
"1135","15","1","1003","56011692","10201692"
"1136","8","50","0","56011692","91002"
"1137","15","1","1001","56011693","10201693"
"1138","15","1","1002","56011694","10201694"
"1139","15","1","1003","56011695","10201695"
"1140","8","50","0","56011695","91002"
"1141","15","1","1001","56011696","10201696"
"1142","15","1","1002","56011697","10201697"
"1143","15","1","1003","56011698","10201698"
"1144","8","50","0","56011698","91002"
"1145","15","1","1001","56011699","10201699"
"1146","15","1","1002","56011700","10201700"
"1147","15","1","1003","56011701","10201701"
"1148","8","50","0","56011701","91002"
"1149","15","1","1002","51501001","11401001"
"1150","8","50","0","51501001","91002"
"1151","15","1","1003","51502001","11401002"
"1152","8","100","0","51502001","91002"
"1153","15","1","1003","56011702","10201702"
"1154","8","100","0","56011702","91002"
"1155","15","1","1001","56011703","10201703"
"1156","15","1","1002","56011704","10201704"
"1157","15","1","1003","56011705","10201705"
"1158","8","50","0","56011705","91002"
"1159","15","1","1001","56011706","10201706"
"1160","15","1","1002","56011707","10201707"
"1161","15","1","1003","56011708","10201708"
"1162","8","50","0","56011708","91002"
"1163","15","1","1001","56011709","10201709"
"1164","15","1","1002","56011710","10201710"
"1165","15","1","1003","56011711","10201711"
"1166","8","50","0","56011711","91002"
"1167","15","1","1003","56011712","10201712"
"1168","8","100","0","56011712","91002"
"1169","15","1","1001","56011713","10201713"
"1170","15","1","1002","56011714","10201714"
"1171","15","1","1003","56011715","10201715"
"1172","8","50","0","56011715","91002"
"1173","15","1","1001","56011716","10201716"
"1174","15","1","1002","56011717","10201717"
"1175","15","1","1003","56011718","10201718"
"1176","8","50","0","56011718","91002"
"1177","15","1","1001","56011719","10201719"
"1178","15","1","1002","56011720","10201720"
"1179","15","1","1003","56011721","10201721"
"1180","8","50","0","56011721","91002"
"1182","15","1","1003","56011722","10201722"
"1183","8","100","0","56011722","91002"
"1184","15","1","1001","56011723","10201723"
"1185","15","1","1002","56011724","10201724"
"1186","15","1","1003","56011725","10201725"
"1187","8","50","0","56011725","91002"
"1188","15","1","1001","56011726","10201726"
"1189","15","1","1002","56011727","10201727"
"1190","15","1","1003","56011728","10201728"
"1191","8","50","0","56011728","91002"
"1192","15","1","1001","56011729","10201729"
"1193","15","1","1002","56011730","10201730"
"1194","15","1","1003","56011731","10201731"
"1195","8","50","0","56011731","91002"
"1196","15","1","1003","56011732","10201732"
"1197","8","100","0","56011732","91002"
"1198","15","1","1001","56011733","10201733"
"1199","15","1","1002","56011734","10201734"
"1200","15","1","1003","56011735","10201735"
"1201","8","50","0","56011735","91002"
"1202","15","1","1001","56011736","10201736"
"1203","15","1","1002","56011737","10201737"
"1204","15","1","1003","56011738","10201738"
"1205","8","50","0","56011738","91002"
"1206","15","1","1001","56011739","10201739"
"1207","15","1","1002","56011740","10201740"
"1208","15","1","1003","56011741","10201741"
"1209","8","50","0","56011741","91002"
"1210","15","1","1001","56011742","10201742"
"1211","15","1","1002","56011743","10201743"
"1212","15","1","1003","56011744","10201744"
"1213","8","50","0","56011744","91002"
"1214","15","1","1003","56011745","10201745"
"1215","8","100","0","56011745","91002"
"1216","15","1","1001","56011746","10201746"
"1217","15","1","1002","56011747","10201747"
"1218","15","1","1003","56011748","10201748"
"1219","8","50","0","56011748","91002"
"1220","15","1","1001","56011749","10201749"
"1221","15","1","1002","56011750","10201750"
"1222","15","1","1003","56011751","10201751"
"1223","8","50","0","56011751","91002"
"1224","15","1","1003","56011752","10201752"
"1225","8","100","0","56011752","91002"
"1226","15","1","1001","56011753","10201753"
"1227","15","1","1002","56011754","10201754"
"1228","15","1","1003","56011755","10201755"
"1229","8","50","0","56011755","91002"
"1230","15","1","1001","56011756","10201756"
"1231","15","1","1002","56011757","10201757"
"1232","15","1","1003","56011758","10201758"
"1233","8","50","0","56011758","91002"
"1234","15","1","1001","56011759","10201759"
"1235","15","1","1002","56011760","10201760"
"1236","15","1","1003","56011761","10201761"
"1237","8","50","0","56011761","91002"
"1238","15","1","1001","56011762","10201762"
"1239","15","1","1002","56011763","10201763"
"1240","15","1","1003","56011764","10201764"
"1241","8","50","0","56011764","91002"
"1242","15","1","1003","56011765","10201765"
"1243","8","100","0","56011765","91002"
"1244","15","1","1001","56011766","10201766"
"1245","15","1","1002","56011767","10201767"
"1246","15","1","1003","56011768","10201768"
"1247","8","50","0","56011768","91002"
"1248","15","1","1001","56011769","10201769"
"1249","15","1","1002","56011770","10201770"
"1250","15","1","1003","56011771","10201771"
"1251","8","50","0","56011771","91002"
"1252","15","1","1001","56011772","10201772"
"1253","15","1","1002","56011773","10201773"
"1254","15","1","1003","56011774","10201774"
"1255","8","50","0","56011774","91002"
"1256","15","1","1003","56011775","10201775"
"1257","8","100","0","56011775","91002"
"1258","15","1","1001","56011776","10201776"
"1259","15","1","1002","56011777","10201777"
"1260","15","1","1003","56011778","10201778"
"1261","8","50","0","56011778","91002"
"1262","15","1","1001","56011779","10201779"
"1263","15","1","1002","56011780","10201780"
"1264","15","1","1003","56011781","10201781"
"1265","8","50","0","56011781","91002"
"1266","15","1","1001","56011782","10201782"
"1267","15","1","1002","56011783","10201783"
"1268","15","1","1003","56011784","10201784"
"1269","8","50","0","56011784","91002"
"1270","15","1","1003","56011785","10201785"
"1271","8","100","0","56011785","91002"
"1272","15","1","1001","51601001","11601001"
"1273","15","1","1002","51601002","11601002"
"1274","15","1","1003","51601003","11601003"
"1275","15","1","1001","56011786","10201786"
"1276","15","1","1002","56011787","10201787"
"1277","15","1","1003","56011788","10201788"
"1278","8","50","0","56011788","91002"
"1279","15","1","1001","56011789","10201789"
"1280","15","1","1002","56011790","10201790"
"1281","15","1","1003","56011791","10201791"
"1282","8","50","0","56011791","91002"
"1283","15","1","1003","56011792","10201792"
"1284","8","100","0","56011792","91002"
"1285","15","1","1001","56011793","10201793"
"1286","15","1","1002","56011794","10201794"
"1287","15","1","1003","56011795","10201795"
"1288","8","50","0","56011795","91002"
"1289","15","1","1001","56011796","10201796"
"1290","15","1","1002","56011797","10201797"
"1291","15","1","1003","56011798","10201798"
"1292","8","50","0","56011798","91002"
"1293","15","1","1003","56011799","10201799"
"1294","8","100","0","56011799","91002"
"1295","15","1","1001","56011800","10201800"
"1296","15","1","1002","56011801","10201801"
"1297","15","1","1003","56011802","10201802"
"1298","8","50","0","56011802","91002"
"1299","15","1","1001","56011803","10201803"
"1300","15","1","1002","56011804","10201804"
"1301","15","1","1003","56011805","10201805"
"1302","8","50","0","56011805","91002"
"1303","15","1","1003","56011806","10201806"
"1304","8","100","0","56011806","91002"
"1305","15","1","1001","56011807","10201807"
"1306","15","1","1002","56011808","10201808"
"1307","15","1","1003","56011809","10201809"
"1308","8","50","0","56011809","91002"
"1309","15","1","1001","56011810","10201810"
"1310","15","1","1002","56011811","10201811"
"1311","15","1","1003","56011812","10201812"
"1312","8","50","0","56011812","91002"
"1313","15","1","1001","56011813","10201813"
"1314","15","1","1002","56011814","10201814"
"1315","15","1","1003","56011815","10201815"
"1316","8","50","0","56011815","91002"
"1317","15","1","1001","56011816","10201816"
"1318","15","1","1002","56011817","10201817"
"1319","15","1","1003","56011818","10201818"
"1320","8","50","0","56011818","91002"
"1321","15","1","1003","56011819","10201819"
"1322","8","100","0","56011819","91002"
"1323","15","1","1001","56011820","10201820"
"1324","15","1","1002","56011821","10201821"
"1325","15","1","1003","56011822","10201822"
"1326","8","50","0","56011822","91002"
"1327","15","1","1001","56011823","10201823"
"1328","15","1","1002","56011824","10201824"
"1329","15","1","1003","56011825","10201825"
"1330","8","50","0","56011825","91002"
"1331","15","1","1001","56011826","10201826"
"1332","15","1","1002","56011827","10201827"
"1333","15","1","1003","56011828","10201828"
"1334","8","50","0","56011828","91002"
"1335","15","1","1001","56011829","10201829"
"1336","15","1","1002","56011830","10201830"
"1337","15","1","1003","56011831","10201831"
"1338","8","50","0","56011831","91002"
"1339","15","1","1001","51701001","11701001"
"1340","15","1","1001","56011832","10201832"
"1341","15","1","1002","56011833","10201833"
"1342","15","1","1003","56011834","10201834"
"1343","8","50","0","56011834","91002"
"1344","15","1","1001","56011835","10201835"
"1345","15","1","1002","56011836","10201836"
"1346","15","1","1003","56011837","10201837"
"1347","8","50","0","56011837","91002"
"1348","15","1","1003","56011838","10201838"
"1349","8","100","0","56011838","91002"
"1350","15","1","1003","56011839","10201839"
"1351","8","100","0","56011839","91002"
"1352","15","1","1003","56011840","10201840"
"1353","8","100","0","56011840","91002"
"1354","15","1","1001","56011841","10201841"
"1355","15","1","1002","56011842","10201842"
"1356","15","1","1003","56011843","10201843"
"1357","8","50","0","56011843","91002"
"1358","15","1","1001","56011844","10201844"
"1359","15","1","1002","56011845","10201845"
"1360","15","1","1003","56011846","10201846"
"1361","8","50","0","56011846","91002"
"1362","15","1","1001","56011847","10201847"
"1363","15","1","1002","56011848","10201848"
"1364","15","1","1003","56011849","10201849"
"1365","8","50","0","56011849","91002"
"1366","15","1","1001","56011850","10201850"
"1367","15","1","1002","56011851","10201851"
"1368","15","1","1003","56011852","10201852"
"1369","8","50","0","56011852","91002"
"1370","15","1","1001","56011853","10201853"
"1371","15","1","1002","56011854","10201854"
"1372","15","1","1003","56011855","10201855"
"1373","8","50","0","56011855","91002"
"1374","15","1","1001","56011856","10201856"
"1375","15","1","1002","56011857","10201857"
"1376","15","1","1003","56011858","10201858"
"1377","8","50","0","56011858","91002"
"1378","15","1","1001","56011859","10201859"
"1379","15","1","1002","56011860","10201860"
"1380","15","1","1003","56011861","10201861"
"1381","8","50","0","56011861","91002"
"1382","15","1","1003","56011862","10201862"
"1383","8","100","0","56011862","91002"
"1384","15","1","1001","56011863","10201863"
"1385","15","1","1002","56011864","10201864"
"1386","15","1","1003","56011865","10201865"
"1387","8","50","0","56011865","91002"
"1388","15","1","1001","56011866","10201866"
"1389","15","1","1002","56011867","10201867"
"1390","15","1","1003","56011868","10201868"
"1391","8","50","0","56011868","91002"
"1392","15","1","1001","56011869","10201869"
"1393","15","1","1002","56011870","10201870"
"1394","15","1","1003","56011871","10201871"
"1395","8","50","0","56011871","91002"
"1396","15","1","1001","56011872","10201872"
"1397","15","1","1002","56011873","10201873"
"1398","15","1","1003","56011874","10201874"
"1399","8","50","0","56011874","91002"
"1400","15","1","1003","51801001","11801001"
"1401","15","1","1001","56011875","10201875"
"1402","15","1","1002","56011876","10201876"
"1403","15","1","1003","56011877","10201877"
"1404","8","50","0","56011877","91002"
"1405","15","1","1001","56011878","10201878"
"1406","15","1","1002","56011879","10201879"
"1407","15","1","1003","56011880","10201880"
"1408","8","50","0","56011880","91002"
"1409","15","1","1001","56011881","10201881"
"1410","15","1","1002","56011882","10201882"
"1411","15","1","1003","56011883","10201883"
"1412","8","50","0","56011883","91002"
"1413","15","1","1001","56011884","10201884"
"1414","15","1","1002","56011885","10201885"
"1415","15","1","1003","56011886","10201886"
"1416","8","50","0","56011886","91002"
