9a07dc66ec55293b88d5d630a5a1f88b7060f7530d7ae076a167bd7ebe839e0c,32967d92ef7b0639dcc90ac408b707e5b372705e89542b6c9c2d38d254e613a9,002af2c7faa568b08038f613c9a0e707a67225bc10ebb4b6164a8790cff84df2,a25c4e28227bb9e918e1231158ed98e41646786a02629d9a27c65379cd8c7583,d64b66609c0892c5e2f5e4325491aa516133d5dede8eae091d565eba0f7ab027,dfe6afe95271647d92e2005ce83e9f8a03f347ff8ecbe48c5ed24aa279a2c04f,0dbcec53e2df3b1791e3a09855ca033975f6d8098d270e8f854b7ac263421778,1b50746faec529b41fcd73adf9d585cfb31ecdc0efdab58959f59484aad58c03,7958c2fa08fdab7dbc2373eea53c8e3433df3f5d0355e25193eb04d05301d9b1
"8000","8000","8000","43","830010461","830010461","0","8020","8000"
"8000","8000","8000","43","830010471","830010471","0","8020","8000"
"8000","8000","8000","43","830010481","830010481","0","8020","8000"
"8000","8000","8000","43","830010491","830010491","0","8020","8000"
"8000","8000","8000","43","830010501","830010501","0","8020","8000"
"8000","8000","8000","43","830010511","830010511","0","8020","8000"
"8000","8000","8000","43","830010521","830010521","0","8020","8000"
"8000","8000","8000","43","830010531","830010531","0","8020","8000"
"8000","8000","8000","43","830010541","830010541","0","8020","8000"
"8000","8000","8000","43","830010551","830010551","0","8020","8000"
"8000","8000","8000","43","830010561","830010561","0","8020","8000"
"8000","8000","8000","43","830010571","830010571","0","8020","8000"
"8000","8000","8000","43","830010581","830010581","0","8020","8000"
"8000","8000","8000","43","830010591","830010591","0","8020","8000"
"8000","8000","8000","43","830010601","830010601","0","8020","8000"
"8000","8000","8000","43","830010611","830010611","0","8020","8000"
"8000","8000","8000","43","830010621","830010621","0","8020","8000"
"8000","8000","8000","43","830010631","830010631","0","8020","8000"
"8000","8000","8000","43","830010641","830010641","0","8020","8000"
"8000","8000","8000","43","830010651","830010651","0","8020","8000"
"8000","8000","8000","43","830010661","830010661","0","8020","8000"
"8000","8000","8000","43","830010671","830010671","0","8020","8000"
"8000","8000","8000","43","830010681","830010681","0","8020","8000"
"8000","8000","8000","43","830010691","830010691","0","8020","8000"
"8000","8000","8000","43","830010701","830010701","0","8020","8000"
"8000","8000","8000","43","830010711","830010711","0","8020","8000"
"8000","8000","8000","43","830010721","830010721","0","8020","8000"
"8000","8000","8000","43","830010731","830010731","0","8020","8000"
"8000","8000","8000","43","830010741","830010741","0","8020","8000"
"8000","8000","8000","43","830010751","830010751","0","8020","8000"
"8000","8000","8000","43","830010761","830010761","0","8020","8000"
"8000","8000","8000","43","830010771","830010771","0","8020","8000"
"8000","8000","8000","43","830010781","830010781","0","8020","8000"
"8000","8000","8000","43","830010791","830010791","0","8020","8000"
"8000","8000","8000","43","830010801","830010801","0","8020","8000"
"8000","8000","8000","43","830010811","830010811","0","8020","8000"
"8000","8000","8000","43","830010821","830010821","0","8020","8000"
"8000","8000","8000","43","830010831","830010831","0","8020","8000"
"8000","8000","8000","43","830010841","830010841","0","8020","8000"
"8000","8000","8000","43","830010851","830010851","0","8020","8000"
"8000","8000","8000","43","830010861","830010861","0","8020","8000"
"8000","8000","8000","43","830010871","830010871","0","8020","8000"
"8000","8000","8000","43","830010881","830010881","0","8020","8000"
"8000","8000","8000","43","830010891","830010891","0","8020","8000"
"8000","8000","8000","43","830010901","830010901","0","8020","8000"
"8000","8000","8000","43","830010911","830010911","0","8020","8000"
"8000","8000","8000","43","830010921","830010921","0","8020","8000"
"8000","8000","8000","43","830010931","830010931","0","8020","8000"
"8000","8000","8000","43","830010941","830010941","0","8020","8000"
"8000","8000","8000","43","830010951","830010951","0","8020","8000"
"8000","8000","8000","43","830010961","830010961","0","8020","8000"
"8000","8000","8000","43","830010971","830010971","0","8020","8000"
"8000","8000","8000","43","830010981","830010981","0","8020","8000"
"8000","8000","8000","43","830010991","830010991","0","8020","8000"
"8000","8000","8000","43","830011001","830011001","0","8020","8000"
"8000","8000","8010","43","840010011","840010011","0","8000","8000"
"8000","8000","8010","43","840010021","840010021","0","8000","8000"
"8000","8000","8010","43","840010031","840010031","0","8000","8000"
"8000","8000","8010","43","840010041","840010041","0","8000","8000"
"8000","8000","8010","43","840010051","840010051","0","8000","8000"
"8000","8000","8010","43","840010061","840010061","0","8000","8000"
"8000","8000","8010","43","840010071","840010071","0","8000","8000"
"8000","8000","8010","43","840010081","840010081","0","8000","8000"
"8000","8000","8010","43","840010091","840010091","0","8000","8000"
"8000","8000","8010","43","840010101","840010101","0","8000","8000"
"8000","8000","8010","43","840010111","840010111","0","8000","8000"
"8000","8000","8010","43","840010121","840010121","0","8000","8000"
"8000","8000","8010","43","840010131","840010131","0","8000","8000"
"8000","8000","8010","43","840010141","840010141","0","8000","8000"
"8000","8000","8010","43","840010151","840010151","0","8000","8000"
"8000","8000","8010","43","840010161","840010161","0","8000","8000"
"8000","8000","8010","43","840010171","840010171","0","8000","8000"
"8000","8000","8010","43","840010181","840010181","0","8000","8000"
"8000","8000","8010","43","840010191","840010191","0","8000","8000"
"8000","8000","8010","43","840010201","840010201","0","8000","8000"
"8000","8000","8010","43","840010211","840010211","0","8000","8000"
"8000","8000","8010","43","840010221","840010221","0","8000","8000"
"8000","8000","8010","43","840010231","840010231","0","8000","8000"
"8000","8000","8010","43","840010241","840010241","0","8000","8000"
"8000","8000","8010","43","840010251","840010251","0","8000","8000"
"8000","8000","8010","43","840010261","840010261","0","8000","8000"
"8000","8000","8010","43","840010271","840010271","0","8000","8000"
"8000","8000","8010","43","840010281","840010281","0","8000","8000"
"8000","8000","8010","43","840010291","840010291","0","8000","8000"
"8000","8000","8010","43","840010301","840010301","0","8000","8000"
"8000","8000","8020","43","840010311","840010311","0","8000","8000"
"8000","8000","8020","43","840010321","840010321","0","8000","8000"
"8000","8000","8020","43","840010331","840010331","0","8000","8000"
"8000","8000","8020","43","840010341","840010341","0","8000","8000"
"8000","8000","8020","43","840010351","840010351","0","8000","8000"
"8000","8000","8020","43","840010361","840010361","0","8000","8000"
"8000","8000","8020","43","840010371","840010371","0","8000","8000"
"8000","8000","8020","43","840010381","840010381","0","8000","8000"
"8000","8000","8020","43","840010391","840010391","0","8000","8000"
"8000","8000","8020","43","840010401","840010401","0","8000","8000"
"8000","8000","8020","43","840010411","840010411","0","8000","8000"
"8000","8000","8020","43","840010421","840010421","0","8000","8000"
"8000","8000","8020","43","840010431","840010431","0","8000","8000"
"8000","8000","8020","43","840010441","840010441","0","8000","8000"
"8000","8000","8020","43","840010451","840010451","0","8000","8000"
"8000","8000","8020","43","840010461","840010461","0","8000","8000"
"8000","8000","8020","43","840010471","840010471","0","8000","8000"
"8000","8000","8020","43","840010481","840010481","0","8000","8000"
"8000","8000","8020","43","840010491","840010491","0","8000","8000"
"8000","8000","8020","43","840010501","840010501","0","8000","8000"
"8000","8000","8020","43","840010511","840010511","0","8000","8000"
"8000","8000","8020","43","840010521","840010521","0","8000","8000"
"8000","8000","8020","43","840010531","840010531","0","8000","8000"
"8000","8000","8020","43","840010541","840010541","0","8000","8000"
"8000","8000","8020","43","840010551","840010551","0","8000","8000"
"8000","8000","8020","43","840010561","840010561","0","8000","8000"
"8000","8000","8020","43","840010571","840010571","0","8000","8000"
"8000","8000","8020","43","840010581","840010581","0","8000","8000"
"8000","8000","8020","43","840010591","840010591","0","8000","8000"
"8000","8000","8020","43","840010601","840010601","0","8000","8000"
"8000","8000","8020","43","840010611","840010611","0","8000","8000"
"8000","8000","8020","43","840010621","840010621","0","8000","8000"
"8000","8000","8020","43","840010631","840010631","0","8000","8000"
"8000","8000","8020","43","840010641","840010641","0","8000","8000"
"8000","8000","8020","43","840010651","840010651","0","8000","8000"
"8000","8000","8020","43","840010661","840010661","0","8000","8000"
"8000","8000","8020","43","840010671","840010671","0","8000","8000"
"8000","8000","8020","43","840010681","840010681","0","8000","8000"
"8000","8000","8020","43","840010691","840010691","0","8000","8000"
"8000","8000","8020","43","840010701","840010701","0","8000","8000"
"8000","8000","8020","43","840010711","840010711","0","8000","8000"
"8000","8000","8020","43","840010721","840010721","0","8000","8000"
"8000","8000","8020","43","840010731","840010731","0","8000","8000"
"8000","8000","8020","43","840010741","840010741","0","8000","8000"
"8000","8000","8020","43","840010751","840010751","0","8000","8000"
"8000","8000","8020","43","840010761","840010761","0","8000","8000"
"8000","8000","8020","43","840010771","840010771","0","8000","8000"
"8000","8000","8020","43","840010781","840010781","0","8000","8000"
"8000","8000","8020","43","840010791","840010791","0","8000","8000"
"8000","8000","8020","43","840010801","840010801","0","8000","8000"
"8000","8000","8020","43","840010811","840010811","0","8000","8000"
"8000","8000","8020","43","840010821","840010821","0","8000","8000"
"8000","8000","8020","43","840010831","840010831","0","8000","8000"
"8000","8000","8020","43","840010841","840010841","0","8000","8000"
"8000","8000","8020","43","840010851","840010851","0","8000","8000"
"8000","8000","8020","43","840010861","840010861","0","8000","8000"
"8000","8000","8020","43","840010871","840010871","0","8000","8000"
"8000","8000","8020","43","840010881","840010881","0","8000","8000"
"8000","8000","8020","43","840010891","840010891","0","8000","8000"
"8000","8000","8020","43","840010901","840010901","0","8000","8000"
"8000","8000","8020","43","840010911","840010911","0","8000","8000"
"8000","8000","8020","43","840010921","840010921","0","8000","8000"
"8000","8000","8020","43","840010931","840010931","0","8000","8000"
"8000","8000","8020","43","840010941","840010941","0","8000","8000"
"8000","8000","8020","43","840010951","840010951","0","8000","8000"
"8000","8000","8020","43","840010961","840010961","0","8000","8000"
"8000","8000","8020","43","840010971","840010971","0","8000","8000"
"8000","8000","8020","43","840010981","840010981","0","8000","8000"
"8000","8000","8020","43","840010991","840010991","0","8000","8000"
"8000","8000","8020","43","840011001","840011001","0","8000","8000"
"8010","8000","8000","43","850010011","850010011","0","8000","8000"
"8010","8000","8000","43","850010021","850010021","0","8000","8000"
"8010","8000","8000","43","850010031","850010031","0","8000","8000"
"8010","8000","8000","43","850010041","850010041","0","8000","8000"
"8010","8000","8000","43","850010051","850010051","0","8000","8000"
"8010","8000","8000","43","850010061","850010061","0","8000","8000"
"8010","8000","8000","43","850010071","850010071","0","8000","8000"
"8010","8000","8000","43","850010081","850010081","0","8000","8000"
"8010","8000","8000","43","850010091","850010091","0","8000","8000"
"8010","8000","8000","43","850010101","850010101","0","8000","8000"
"8010","8000","8000","43","850010111","850010111","0","8000","8000"
"8010","8000","8000","43","850010121","850010121","0","8000","8000"
"8010","8000","8000","43","850010131","850010131","0","8000","8000"
"8010","8000","8000","43","850010141","850010141","0","8000","8000"
"8010","8000","8000","43","850010151","850010151","0","8000","8000"
"8010","8000","8000","43","850010161","850010161","0","8000","8000"
"8010","8000","8000","43","850010171","850010171","0","8000","8000"
"8010","8000","8000","43","850010181","850010181","0","8000","8000"
"8010","8000","8000","43","850010191","850010191","0","8000","8000"
"8010","8000","8000","43","850010201","850010201","0","8000","8000"
"8010","8000","8000","43","850010211","850010211","0","8000","8000"
"8010","8000","8000","43","850010221","850010221","0","8000","8000"
"8010","8000","8000","43","850010231","850010231","0","8000","8000"
"8010","8000","8000","43","850010241","850010241","0","8000","8000"
"8010","8000","8000","43","850010251","850010251","0","8000","8000"
"8010","8000","8000","43","850010261","850010261","0","8000","8000"
"8010","8000","8000","43","850010271","850010271","0","8000","8000"
"8010","8000","8000","43","850010281","850010281","0","8000","8000"
"8010","8000","8000","43","850010291","850010291","0","8000","8000"
"8010","8000","8000","43","850010301","850010301","0","8000","8000"
"8020","8000","8000","43","850010311","850010311","0","8000","8000"
"8020","8000","8000","43","850010321","850010321","0","8000","8000"
"8020","8000","8000","43","850010331","850010331","0","8000","8000"
"8020","8000","8000","43","850010341","850010341","0","8000","8000"
"8020","8000","8000","43","850010351","850010351","0","8000","8000"
"8020","8000","8000","43","850010361","850010361","0","8000","8000"
"8020","8000","8000","43","850010371","850010371","0","8000","8000"
"8020","8000","8000","43","850010381","850010381","0","8000","8000"
"8020","8000","8000","43","850010391","850010391","0","8000","8000"
"8020","8000","8000","43","850010401","850010401","0","8000","8000"
"8020","8000","8000","43","850010411","850010411","0","8000","8000"
"8020","8000","8000","43","850010421","850010421","0","8000","8000"
"8020","8000","8000","43","850010431","850010431","0","8000","8000"
"8020","8000","8000","43","850010441","850010441","0","8000","8000"
"8020","8000","8000","43","850010451","850010451","0","8000","8000"
"8020","8000","8000","43","850010461","850010461","0","8000","8000"
"8020","8000","8000","43","850010471","850010471","0","8000","8000"
"8020","8000","8000","43","850010481","850010481","0","8000","8000"
"8020","8000","8000","43","850010491","850010491","0","8000","8000"
"8020","8000","8000","43","850010501","850010501","0","8000","8000"
"8020","8000","8000","43","850010511","850010511","0","8000","8000"
"8020","8000","8000","43","850010521","850010521","0","8000","8000"
"8020","8000","8000","43","850010531","850010531","0","8000","8000"
"8020","8000","8000","43","850010541","850010541","0","8000","8000"
"8020","8000","8000","43","850010551","850010551","0","8000","8000"
"8020","8000","8000","43","850010561","850010561","0","8000","8000"
"8020","8000","8000","43","850010571","850010571","0","8000","8000"
"8020","8000","8000","43","850010581","850010581","0","8000","8000"
"8020","8000","8000","43","850010591","850010591","0","8000","8000"
"8020","8000","8000","43","850010601","850010601","0","8000","8000"
"8020","8000","8000","43","850010611","850010611","0","8000","8000"
"8020","8000","8000","43","850010621","850010621","0","8000","8000"
"8020","8000","8000","43","850010631","850010631","0","8000","8000"
"8020","8000","8000","43","850010641","850010641","0","8000","8000"
"8020","8000","8000","43","850010651","850010651","0","8000","8000"
"8020","8000","8000","43","850010661","850010661","0","8000","8000"
"8020","8000","8000","43","850010671","850010671","0","8000","8000"
"8020","8000","8000","43","850010681","850010681","0","8000","8000"
"8020","8000","8000","43","850010691","850010691","0","8000","8000"
"8020","8000","8000","43","850010701","850010701","0","8000","8000"
"8020","8000","8000","43","850010711","850010711","0","8000","8000"
"8020","8000","8000","43","850010721","850010721","0","8000","8000"
"8020","8000","8000","43","850010731","850010731","0","8000","8000"
"8020","8000","8000","43","850010741","850010741","0","8000","8000"
"8020","8000","8000","43","850010751","850010751","0","8000","8000"
"8020","8000","8000","43","850010761","850010761","0","8000","8000"
"8020","8000","8000","43","850010771","850010771","0","8000","8000"
"8020","8000","8000","43","850010781","850010781","0","8000","8000"
"8020","8000","8000","43","850010791","850010791","0","8000","8000"
"8020","8000","8000","43","850010801","850010801","0","8000","8000"
"8020","8000","8000","43","850010811","850010811","0","8000","8000"
"8020","8000","8000","43","850010821","850010821","0","8000","8000"
"8020","8000","8000","43","850010831","850010831","0","8000","8000"
"8020","8000","8000","43","850010841","850010841","0","8000","8000"
"8020","8000","8000","43","850010851","850010851","0","8000","8000"
"8020","8000","8000","43","850010861","850010861","0","8000","8000"
"8020","8000","8000","43","850010871","850010871","0","8000","8000"
"8020","8000","8000","43","850010881","850010881","0","8000","8000"
"8020","8000","8000","43","850010891","850010891","0","8000","8000"
"8020","8000","8000","43","850010901","850010901","0","8000","8000"
"8020","8000","8000","43","850010911","850010911","0","8000","8000"
"8020","8000","8000","43","850010921","850010921","0","8000","8000"
"8020","8000","8000","43","850010931","850010931","0","8000","8000"
"8020","8000","8000","43","850010941","850010941","0","8000","8000"
"8020","8000","8000","43","850010951","850010951","0","8000","8000"
"8020","8000","8000","43","850010961","850010961","0","8000","8000"
"8020","8000","8000","43","850010971","850010971","0","8000","8000"
"8020","8000","8000","43","850010981","850010981","0","8000","8000"
"8020","8000","8000","43","850010991","850010991","0","8000","8000"
"8020","8000","8000","43","850011001","850011001","0","8000","8000"
"8000","8000","8000","46","924070100","924070100","0","8000","8010"
"8000","8000","8000","46","924070200","924070200","0","8000","8010"
"8000","8000","8000","46","924070300","924070300","0","8000","8010"
"8000","8000","8000","47","924071100","924071100","0","8000","8010"
"8000","8000","8000","47","924071200","924071200","0","8000","8010"
"8000","8000","8000","47","924071300","924071300","0","8000","8010"
"8000","8000","8000","47","924071400","924071400","0","8000","8010"
"8000","8000","8000","47","924072100","924072100","0","8000","8010"
"8000","8000","8000","47","924072200","924072200","0","8000","8010"
"8000","8000","8000","47","924072300","924072300","0","8000","8010"
"8000","8000","8000","47","924072400","924072400","0","8000","8010"
"8000","8000","8000","47","924073100","924073100","0","8000","8010"
"8000","8000","8000","47","924073200","924073200","0","8000","8010"
"8000","8000","8000","47","924073300","924073300","0","8000","8010"
"8000","8000","8000","47","924073400","924073400","0","8000","8010"
"8000","8010","8000","46","924080100","924080100","0","8000","8000"
"8000","8010","8000","46","924080200","924080200","0","8000","8000"
"8000","8010","8000","46","924080300","924080300","0","8000","8000"
"8000","8010","8000","47","924081100","924081100","0","8000","8000"
"8000","8010","8000","47","924081200","924081200","0","8000","8000"
"8000","8010","8000","47","924081300","924081300","0","8000","8000"
"8000","8010","8000","47","924081400","924081400","0","8000","8000"
"8000","8010","8000","47","924082100","924082100","0","8000","8000"
"8000","8010","8000","47","924082200","924082200","0","8000","8000"
"8000","8010","8000","47","924082300","924082300","0","8000","8000"
"8000","8010","8000","47","924082400","924082400","0","8000","8000"
"8000","8010","8000","47","924083100","924083100","0","8000","8000"
"8000","8010","8000","47","924083200","924083200","0","8000","8000"
"8000","8010","8000","47","924083300","924083300","0","8000","8000"
"8000","8010","8000","47","924083400","924083400","0","8000","8000"
"8010","8000","8000","46","924090100","924090100","0","8000","8000"
"8010","8000","8000","46","924090200","924090200","0","8000","8000"
"8010","8000","8000","46","924090300","924090300","0","8000","8000"
"8010","8000","8000","47","924091100","924091100","0","8000","8000"
"8010","8000","8000","47","924091200","924091200","0","8000","8000"
"8010","8000","8000","47","924091300","924091300","0","8000","8000"
"8010","8000","8000","47","924091400","924091400","0","8000","8000"
"8010","8000","8000","47","924092100","924092100","0","8000","8000"
"8010","8000","8000","47","924092200","924092200","0","8000","8000"
"8010","8000","8000","47","924092300","924092300","0","8000","8000"
"8010","8000","8000","47","924092400","924092400","0","8000","8000"
"8010","8000","8000","47","924093100","924093100","0","8000","8000"
"8010","8000","8000","47","924093200","924093200","0","8000","8000"
"8010","8000","8000","47","924093300","924093300","0","8000","8000"
"8010","8000","8000","47","924093400","924093400","0","8000","8000"
"8000","8000","8010","46","924100100","924100100","0","8000","8000"
"8000","8000","8010","46","924100200","924100200","0","8000","8000"
"8000","8000","8010","46","924100300","924100300","0","8000","8000"
"8000","8000","8010","47","924101100","924101100","0","8000","8000"
"8000","8000","8010","47","924101200","924101200","0","8000","8000"
"8000","8000","8010","47","924101300","924101300","0","8000","8000"
"8000","8000","8010","47","924101400","924101400","0","8000","8000"
"8000","8000","8010","47","924102100","924102100","0","8000","8000"
"8000","8000","8010","47","924102200","924102200","0","8000","8000"
"8000","8000","8010","47","924102300","924102300","0","8000","8000"
"8000","8000","8010","47","924102400","924102400","0","8000","8000"
"8000","8000","8010","47","924103100","924103100","0","8000","8000"
"8000","8000","8010","47","924103200","924103200","0","8000","8000"
"8000","8000","8010","47","924103300","924103300","0","8000","8000"
"8000","8000","8010","47","924103400","924103400","0","8000","8000"
"8000","8000","8000","46","924110100","924110100","0","8000","8010"
"8000","8000","8000","46","924110200","924110200","0","8000","8010"
"8000","8000","8000","46","924110300","924110300","0","8000","8010"
"8000","8000","8000","47","924111100","924111100","0","8000","8010"
"8000","8000","8000","47","924111200","924111200","0","8000","8010"
"8000","8000","8000","47","924111300","924111300","0","8000","8010"
"8000","8000","8000","47","924111400","924111400","0","8000","8010"
"8000","8000","8000","47","924112100","924112100","0","8000","8010"
"8000","8000","8000","47","924112200","924112200","0","8000","8010"
"8000","8000","8000","47","924112300","924112300","0","8000","8010"
"8000","8000","8000","47","924112400","924112400","0","8000","8010"
"8000","8000","8000","47","924113100","924113100","0","8000","8010"
"8000","8000","8000","47","924113200","924113200","0","8000","8010"
"8000","8000","8000","47","924113300","924113300","0","8000","8010"
"8000","8000","8000","47","924113400","924113400","0","8000","8010"
"8000","8000","8000","46","924120100","924120100","0","8010","8000"
"8000","8000","8000","46","924120200","924120200","0","8010","8000"
"8000","8000","8000","46","924120300","924120300","0","8010","8000"
"8000","8000","8000","47","924121100","924121100","0","8010","8000"
"8000","8000","8000","47","924121200","924121200","0","8010","8000"
"8000","8000","8000","47","924121300","924121300","0","8010","8000"
"8000","8000","8000","47","924121400","924121400","0","8010","8000"
"8000","8000","8000","47","924122100","924122100","0","8010","8000"
"8000","8000","8000","47","924122200","924122200","0","8010","8000"
"8000","8000","8000","47","924122300","924122300","0","8010","8000"
"8000","8000","8000","47","924122400","924122400","0","8010","8000"
"8000","8000","8000","47","924123100","924123100","0","8010","8000"
"8000","8000","8000","47","924123200","924123200","0","8010","8000"
"8000","8000","8000","47","924123300","924123300","0","8010","8000"
"8000","8000","8000","47","924123400","924123400","0","8010","8000"
"8000","8010","8000","46","924140100","924140100","0","8000","8000"
"8000","8010","8000","46","924140200","924140200","0","8000","8000"
"8000","8010","8000","46","924140300","924140300","0","8000","8000"
"8000","8010","8000","47","924141100","924141100","0","8000","8000"
"8000","8010","8000","47","924141200","924141200","0","8000","8000"
"8000","8010","8000","47","924141300","924141300","0","8000","8000"
"8000","8010","8000","47","924141400","924141400","0","8000","8000"
"8000","8010","8000","47","924142100","924142100","0","8000","8000"
"8000","8010","8000","47","924142200","924142200","0","8000","8000"
"8000","8010","8000","47","924142300","924142300","0","8000","8000"
"8000","8010","8000","47","924142400","924142400","0","8000","8000"
"8000","8010","8000","47","924143100","924143100","0","8000","8000"
"8000","8010","8000","47","924143200","924143200","0","8000","8000"
"8000","8010","8000","47","924143300","924143300","0","8000","8000"
"8000","8010","8000","47","924143400","924143400","0","8000","8000"
"8000","8000","8000","46","924150100","924150100","0","8010","8000"
"8000","8000","8000","46","924150200","924150200","0","8010","8000"
"8000","8000","8000","46","924150300","924150300","0","8010","8000"
"8000","8000","8000","47","924151100","924151100","0","8010","8000"
"8000","8000","8000","47","924151200","924151200","0","8010","8000"
"8000","8000","8000","47","924151300","924151300","0","8010","8000"
"8000","8000","8000","47","924151400","924151400","0","8010","8000"
"8000","8000","8000","47","924152100","924152100","0","8010","8000"
"8000","8000","8000","47","924152200","924152200","0","8010","8000"
"8000","8000","8000","47","924152300","924152300","0","8010","8000"
"8000","8000","8000","47","924152400","924152400","0","8010","8000"
"8000","8000","8000","47","924153100","924153100","0","8010","8000"
"8000","8000","8000","47","924153200","924153200","0","8010","8000"
"8000","8000","8000","47","924153300","924153300","0","8010","8000"
"8000","8000","8000","47","924153400","924153400","0","8010","8000"
"8000","8000","8010","46","924160100","924160100","0","8000","8000"
"8000","8000","8010","46","924160200","924160200","0","8000","8000"
"8000","8000","8010","46","924160300","924160300","0","8000","8000"
"8000","8000","8010","47","924161100","924161100","0","8000","8000"
"8000","8000","8010","47","924161200","924161200","0","8000","8000"
"8000","8000","8010","47","924161300","924161300","0","8000","8000"
"8000","8000","8010","47","924161400","924161400","0","8000","8000"
"8000","8000","8010","47","924162100","924162100","0","8000","8000"
"8000","8000","8010","47","924162200","924162200","0","8000","8000"
"8000","8000","8010","47","924162300","924162300","0","8000","8000"
"8000","8000","8010","47","924162400","924162400","0","8000","8000"
"8000","8000","8010","47","924163100","924163100","0","8000","8000"
"8000","8000","8010","47","924163200","924163200","0","8000","8000"
"8000","8000","8010","47","924163300","924163300","0","8000","8000"
"8000","8000","8010","47","924163400","924163400","0","8000","8000"
"8010","8000","8000","46","924170100","924170100","0","8000","8000"
"8010","8000","8000","46","924170200","924170200","0","8000","8000"
"8010","8000","8000","46","924170300","924170300","0","8000","8000"
"8010","8000","8000","47","924171100","924171100","0","8000","8000"
"8010","8000","8000","47","924171200","924171200","0","8000","8000"
"8010","8000","8000","47","924171300","924171300","0","8000","8000"
"8010","8000","8000","47","924171400","924171400","0","8000","8000"
"8010","8000","8000","47","924172100","924172100","0","8000","8000"
"8010","8000","8000","47","924172200","924172200","0","8000","8000"
"8010","8000","8000","47","924172300","924172300","0","8000","8000"
"8010","8000","8000","47","924172400","924172400","0","8000","8000"
"8010","8000","8000","47","924173100","924173100","0","8000","8000"
"8010","8000","8000","47","924173200","924173200","0","8000","8000"
"8010","8000","8000","47","924173300","924173300","0","8000","8000"
"8010","8000","8000","47","924173400","924173400","0","8000","8000"
"8000","8000","8000","46","924180100","924180100","0","8000","8010"
"8000","8000","8000","46","924180200","924180200","0","8000","8010"
"8000","8000","8000","46","924180300","924180300","0","8000","8010"
"8000","8000","8000","47","924181100","924181100","0","8000","8010"
"8000","8000","8000","47","924181200","924181200","0","8000","8010"
"8000","8000","8000","47","924181300","924181300","0","8000","8010"
"8000","8000","8000","47","924181400","924181400","0","8000","8010"
"8000","8000","8000","47","924182100","924182100","0","8000","8010"
"8000","8000","8000","47","924182200","924182200","0","8000","8010"
"8000","8000","8000","47","924182300","924182300","0","8000","8010"
"8000","8000","8000","47","924182400","924182400","0","8000","8010"
"8000","8000","8000","47","924183100","924183100","0","8000","8010"
"8000","8000","8000","47","924183200","924183200","0","8000","8010"
"8000","8000","8000","47","924183300","924183300","0","8000","8010"
"8000","8000","8000","47","924183400","924183400","0","8000","8010"
"8000","8000","8000","46","924190100","924190100","0","8010","8000"
"8000","8000","8000","46","924190200","924190200","0","8010","8000"
"8000","8000","8000","46","924190300","924190300","0","8010","8000"
"8000","8000","8000","47","924191100","924191100","0","8010","8000"
"8000","8000","8000","47","924191200","924191200","0","8010","8000"
"8000","8000","8000","47","924191300","924191300","0","8010","8000"
"8000","8000","8000","47","924191400","924191400","0","8010","8000"
"8000","8000","8000","47","924192100","924192100","0","8010","8000"
"8000","8000","8000","47","924192200","924192200","0","8010","8000"
"8000","8000","8000","47","924192300","924192300","0","8010","8000"
"8000","8000","8000","47","924192400","924192400","0","8010","8000"
"8000","8000","8000","47","924193100","924193100","0","8010","8000"
"8000","8000","8000","47","924193200","924193200","0","8010","8000"
"8000","8000","8000","47","924193300","924193300","0","8010","8000"
"8000","8000","8000","47","924193400","924193400","0","8010","8000"
"8000","8000","8010","46","924200100","924200100","0","8000","8000"
"8000","8000","8010","46","924200200","924200200","0","8000","8000"
"8000","8000","8010","46","924200300","924200300","0","8000","8000"
"8000","8000","8010","47","924201100","924201100","0","8000","8000"
"8000","8000","8010","47","924201200","924201200","0","8000","8000"
"8000","8000","8010","47","924201300","924201300","0","8000","8000"
"8000","8000","8010","47","924201400","924201400","0","8000","8000"
"8000","8000","8010","47","924202100","924202100","0","8000","8000"
"8000","8000","8010","47","924202200","924202200","0","8000","8000"
"8000","8000","8010","47","924202300","924202300","0","8000","8000"
"8000","8000","8010","47","924202400","924202400","0","8000","8000"
"8000","8000","8010","47","924203100","924203100","0","8000","8000"
"8000","8000","8010","47","924203200","924203200","0","8000","8000"
"8000","8000","8010","47","924203300","924203300","0","8000","8000"
"8000","8000","8010","47","924203400","924203400","0","8000","8000"
"8000","8000","8000","46","924010100","924210100","0","8000","8010"
"8000","8000","8000","46","924010200","924210200","0","8000","8010"
"8000","8000","8000","46","924010300","924210300","0","8000","8010"
"8000","8000","8000","47","924211100","924211100","0","8000","8010"
"8000","8000","8000","47","924211200","924211200","0","8000","8010"
"8000","8000","8000","47","924211300","924211300","0","8000","8010"
"8000","8000","8000","47","924211400","924211400","0","8000","8010"
"8000","8000","8000","47","924212100","924212100","0","8000","8010"
"8000","8000","8000","47","924212200","924212200","0","8000","8010"
"8000","8000","8000","47","924212300","924212300","0","8000","8010"
"8000","8000","8000","47","924212400","924212400","0","8000","8010"
"8000","8000","8000","47","924213100","924213100","0","8000","8010"
"8000","8000","8000","47","924213200","924213200","0","8000","8010"
"8000","8000","8000","47","924213300","924213300","0","8000","8010"
"8000","8000","8000","47","924213400","924213400","0","8000","8010"
"8000","8010","8000","46","924020100","924220100","0","8000","8000"
"8000","8010","8000","46","924020200","924220200","0","8000","8000"
"8000","8010","8000","46","924020300","924220300","0","8000","8000"
"8000","8010","8000","47","924221100","924221100","0","8000","8000"
