3b7b803faff741696af3800700df7728ac9b4ee9f834e917639892c130d8c70e,4803d2660b270d105737c7b121c8416dd6b6eb742d3a54268d42b82e41cf23ae,67241373e8f3c96937828df320fabbcc1cf302a1ab9becce50e0df0909929012,0ba419aeb87e9d2e8a9ad19b03008ea76f342c5d0a3f2216381bcda51def70ff,46673f5824b4ab164dc25a52196701ce6c2bf26377fb58e5f7e75b3fc8e349a2,23a53bbe9f463dc943aa341cd63c562d2ff0b011020b2af060d5b61036aee2d6,f9d27a28a56d603ae11d6f2f525aa67b0d9662067ae8460aa6e9ada7b39e6a34,0bc0630a3c86e4af7c8bfaf1f1be985b10fe4a966472f86fd8f4268e02b12b40
"710041803","712104181","710041805","710000418","710041801","100","710041804","710041802"
"710041903","712104191","710041905","710000419","710041901","100","710041904","710041902"
"710042001","712104201","710042002","710000420","710042004","100","710042005","710042003"
"710042103","712204211","710042105","710000421","710042101","100","710042102","710042104"
"710042204","712204221","710042205","710000422","710042203","100","710042201","710042202"
"710042301","712204231","710042305","710000423","710042303","100","710042304","710042302"
"710042401","712204241","710042405","710000424","710042403","100","710042404","710042402"
"710042503","712204251","710042505","710000425","710042501","100","710042502","710042504"
"710042604","712204261","710042605","710000426","710042603","100","710042601","710042602"
"710042701","712204271","710042705","710000427","710042703","100","710042704","710042702"
"710042801","712204281","710042805","710000428","710042803","100","710042804","710042802"
"710042903","712204291","710042905","710000429","710042901","100","710042904","710042902"
"710043001","712204301","710043002","710000430","710043004","100","710043005","710043003"
"710043101","712304311","710043105","710000431","710043103","100","710043104","710043102"
"710043203","712304321","710043205","710000432","710043201","100","710043202","710043204"
"710043301","712304331","710043305","710000433","710043303","100","710043304","710043302"
"710043404","712304341","710043405","710000434","710043403","100","710043401","710043402"
"710043501","712304351","710043505","710000435","710043503","100","710043504","710043502"
"710043601","712304361","710043605","710000436","710043603","100","710043602","710043604"
"710043701","712304371","710043705","710000437","710043703","100","710043704","710043702"
"710043801","712304381","710043805","710000438","710043803","100","710043804","710043802"
"710043901","712304391","710043905","710000439","710043903","100","710043902","710043904"
"710044001","712304401","710044002","710000440","710044004","100","710044005","710044003"
"710044101","712404411","710044105","710000441","710044103","100","710044104","710044102"
"710044201","712404421","710044205","710000442","710044203","100","710044204","710044202"
"710044304","712404431","710044305","710000443","710044303","100","710044301","710044302"
"710044401","712404441","710044405","710000444","710044403","100","710044404","710044402"
"710044503","712404451","710044505","710000445","710044501","100","710044504","710044502"
"710044601","712404461","710044605","710000446","710044603","100","710044604","710044602"
"710044703","712404471","710044705","710000447","710044701","100","710044702","710044704"
"710044804","712404481","710044805","710000448","710044803","100","710044801","710044802"
"710044904","712404491","710044905","710000449","710044903","100","710044901","710044902"
"710045004","712404501","710045002","710000450","710045001","100","710045005","710045003"
"710045103","712504511","710045105","710000451","710045101","100","710045104","710045102"
"710045201","712504521","710045205","710000452","710045203","100","710045204","710045202"
"710045301","712504531","710045305","710000453","710045303","100","710045302","710045304"
"710045401","712504541","710045405","710000454","710045403","100","710045402","710045404"
"710045501","712504551","710045505","710000455","710045503","100","710045504","710045502"
"710045601","712504561","710045605","710000456","710045603","100","710045602","710045604"
"710045704","712504571","710045705","710000457","710045703","100","710045701","710045702"
"710045801","712504581","710045805","710000458","710045803","100","710045802","710045804"
"710045901","712504591","710045905","710000459","710045903","100","710045904","710045902"
"710046001","712504601","710046002","710000460","710046004","100","710046005","710046003"
"710046103","712604611","710046105","710000461","710046101","100","710046102","710046104"
"710046201","712604621","710046205","710000462","710046203","100","710046204","710046202"
"710046301","712604631","710046302","710000463","710046303","100","710046304","710046305"
"710046403","712604641","710046405","710000464","710046401","100","710046404","710046402"
"710046501","712604651","710046505","710000465","710046503","100","710046504","710046502"
"710046601","712604661","710046605","710000466","710046603","100","710046604","710046602"
"710046701","712604671","710046702","710000467","710046703","100","710046704","710046705"
"710046804","712604681","710046805","710000468","710046803","100","710046801","710046802"
"710046901","712604691","710046905","710000469","710046903","100","710046904","710046902"
"710047001","712604701","710047005","710000470","710047004","100","710047002","710047003"
"710047101","712704711","710047105","710000471","710047103","100","710047102","710047104"
"710047203","712704721","710047205","710000472","710047201","100","710047202","710047204"
"710047301","712704731","710047302","710000473","710047303","100","710047304","710047305"
"710047401","712704741","710047402","710000474","710047403","100","710047404","710047405"
"710047503","712704751","710047505","710000475","710047501","100","710047504","710047502"
"710047604","712704761","710047605","710000476","710047603","100","710047601","710047602"
"710047702","712704771","710047705","710000477","710047701","100","710047703","710047704"
"710047801","712704781","710047802","710000478","710047803","100","710047804","710047805"
"710047903","712704791","710047905","710000479","710047901","100","710047904","710047902"
"710048002","712704801","710048005","710000480","710048001","100","710048004","710048003"
"710048101","712804811","710048105","710000481","710048103","100","710048104","710048102"
"710048201","712804821","710048202","710000482","710048203","100","710048204","710048205"
"710048304","712804831","710048305","710000483","710048303","100","710048301","710048302"
"710048404","712804841","710048405","710000484","710048403","100","710048401","710048402"
"710048504","712804851","710048505","710000485","710048503","100","710048501","710048502"
"710048601","712804861","710048605","710000486","710048603","100","710048604","710048602"
"710048701","712804871","710048702","710000487","710048703","100","710048704","710048705"
"710048804","712804881","710048805","710000488","710048803","100","710048801","710048802"
"710048904","712804891","710048905","710000489","710048903","100","710048901","710048902"
"710049004","712804901","710049005","710000490","710049001","100","710049002","710049003"
"710049101","712904911","710049105","710000491","710049103","100","710049104","710049102"
"710049203","712904921","710049205","710000492","710049201","100","710049202","710049204"
"710049301","712904931","710049302","710000493","710049303","100","710049304","710049305"
"710049403","712904941","710049405","710000494","710049401","100","710049404","710049402"
"710049501","712904951","710049505","710000495","710049503","100","710049504","710049502"
"710049601","712904961","710049605","710000496","710049603","100","710049604","710049602"
"710049701","712904971","710049705","710000497","710049703","100","710049702","710049704"
"710049801","712904981","710049805","710000498","710049803","100","710049802","710049804"
"710049903","712904991","710049905","710000499","710049901","100","710049904","710049902"
"710050004","712905001","710050005","710000500","710050001","100","710050002","710050003"
"710050101","713005011","710050105","710000501","710050103","100","710050104","710050102"
"710050201","713005021","710050202","710000502","710050203","100","710050204","710050205"
"710050301","713005031","710050302","710000503","710050303","100","710050304","710050305"
"710050403","713005041","710050405","710000504","710050401","100","710050404","710050402"
"710050501","713005051","710050505","710000505","710050503","100","710050502","710050504"
"710050601","713005061","710050605","710000506","710050603","100","710050604","710050602"
"710050704","713005071","710050705","710000507","710050703","100","710050701","710050702"
"710050801","713005081","710050805","710000508","710050803","100","710050802","710050804"
"710050901","713005091","710050902","710000509","710050903","100","710050904","710050905"
"710051001","713005101","710051002","710000510","710051004","100","710051005","710051003"
"710051101","713105111","710051105","710000511","710051103","100","710051104","710051102"
"710051203","713105121","710051205","710000512","710051201","100","710051202","710051204"
"710051301","713105131","710051302","710000513","710051303","100","710051304","710051305"
"710051401","713105141","710051405","710000514","710051403","100","710051402","710051404"
"710051501","713105151","710051505","710000515","710051503","100","710051502","710051504"
"710051603","713105161","710051605","710000516","710051601","100","710051604","710051602"
"710051701","713105171","710051705","710000517","710051703","100","710051702","710051704"
"710051801","713105181","710051805","710000518","710051803","100","710051804","710051802"
"710051901","713105191","710051902","710000519","710051903","100","710051904","710051905"
"710052001","713105201","710052002","710000520","710052004","100","710052005","710052003"
"710052101","713205211","710052105","710000521","710052103","100","710052104","710052102"
"710052203","713205221","710052205","710000522","710052201","100","710052202","710052204"
"710052301","713205231","710052302","710000523","710052303","100","710052304","710052305"
"710052401","713205241","710052405","710000524","710052403","100","710052404","710052402"
"710052504","713205251","710052505","710000525","710052503","100","710052501","710052502"
"710052601","713205261","710052605","710000526","710052603","100","710052602","710052604"
"710052701","713205271","710052702","710000527","710052703","100","710052704","710052705"
"710052801","713205281","710052805","710000528","710052803","100","710052802","710052804"
"710052901","713205291","710052905","710000529","710052903","100","710052904","710052902"
"710053001","713205301","710053002","710000530","710053004","100","710053005","710053003"
"710053104","713305311","710053105","710000531","710053103","100","710053101","710053102"
"710053201","713305321","710053205","710000532","710053203","100","710053204","710053202"
"710053301","713305331","710053305","710000533","710053303","100","710053302","710053304"
"710053403","713305341","710053405","710000534","710053401","100","710053404","710053402"
"710053504","713305351","710053502","710000535","710053503","100","710053501","710053505"
"710053601","713305361","710053605","710000536","710053603","100","710053604","710053602"
"710053704","713305371","710053702","710000537","710053703","100","710053701","710053705"
"710053803","713305381","710053805","710000538","710053801","100","710053802","710053804"
"710053904","713305391","710053905","710000539","710053903","100","710053901","710053902"
"710054001","713305401","710054002","710000540","710054004","100","710054005","710054003"
"710054104","713405411","710054105","710000541","710054103","100","710054101","710054102"
"710054204","713405421","710054202","710000542","710054203","100","710054201","710054205"
"710054301","713405431","710054305","710000543","710054303","100","710054302","710054304"
"710054401","713405441","710054402","710000544","710054403","100","710054404","710054405"
"710054501","713405451","710054505","710000545","710054503","100","710054504","710054502"
"710054601","713405461","710054605","710000546","710054603","100","710054602","710054604"
"710054704","713405471","710054702","710000547","710054703","100","710054705","710054701"
"710054801","713405481","710054805","710000548","710054803","100","710054802","710054804"
"710054903","713405491","710054905","710000549","710054901","100","710054902","710054904"
"710055001","713405501","710055002","710000550","710055004","100","710055005","710055003"
"710055103","713505511","710055105","710000551","710055101","100","710055102","710055104"
"710055204","713505521","710055202","710000552","710055203","100","710055201","710055205"
"710055303","713505531","710055305","710000553","710055301","100","710055302","710055304"
"710055401","713505541","710055402","710000554","710055403","100","710055404","710055405"
"710055504","713505551","710055505","710000555","710055503","100","710055501","710055502"
"710055601","713505561","710055605","710000556","710055603","100","710055602","710055604"
"710055704","713505571","710055705","710000557","710055703","100","710055701","710055702"
"710055804","713505581","710055805","710000558","710055803","100","710055801","710055802"
"710055901","713505591","710055905","710000559","710055903","100","710055902","710055904"
"710056001","713505601","710056002","710000560","710056004","100","710056005","710056003"
"710056103","713605611","710056105","710000561","710056101","100","710056102","710056104"
"710056201","713605621","710056205","710000562","710056203","100","710056202","710056204"
"710056301","713605631","710056302","710000563","710056303","100","710056304","710056305"
"710056401","713605641","710056402","710000564","710056403","100","710056404","710056405"
"710056501","713605651","710056502","710000565","710056503","100","710056504","710056505"
"710056603","713605661","710056605","710000566","710056601","100","710056604","710056602"
"710056701","713605671","710056705","710000567","710056703","100","710056702","710056704"
"710056804","713605681","710056802","710000568","710056803","100","710056805","710056801"
"710056901","713605691","710056905","710000569","710056903","100","710056904","710056902"
"710057001","713605701","710057005","710000570","710057004","100","710057003","710057002"
"710057101","713705711","710057105","710000571","710057103","100","710057104","710057102"
"710057201","713705721","710057202","710000572","710057203","100","710057204","710057205"
"710057303","713705731","710057305","710000573","710057301","100","710057302","710057304"
"710057404","713705741","710057402","710000574","710057403","100","710057401","710057405"
"710057501","713705751","710057505","710000575","710057503","100","710057504","710057502"
"710057603","713705761","710057605","710000576","710057601","100","710057604","710057602"
"710057703","713705771","710057702","710000577","710057701","100","710057704","710057705"
"710057801","713705781","710057805","710000578","710057803","100","710057802","710057804"
"710057901","713705791","710057902","710000579","710057903","100","710057904","710057905"
"710058004","713705801","710058005","710000580","710058001","100","710058002","710058003"
"710058101","713805811","710058105","710000581","710058103","100","710058104","710058102"
"710058203","713805821","710058205","710000582","710058201","100","710058202","710058204"
"710058304","713805831","710058305","710000583","710058303","100","710058301","710058302"
"710058401","713805841","710058405","710000584","710058403","100","710058404","710058402"
"710058501","713805851","710058505","710000585","710058503","100","710058502","710058504"
"710058603","713805861","710058605","710000586","710058601","100","710058602","710058604"
"710058703","713805871","710058705","710000587","710058701","100","710058704","710058702"
"710058801","713805881","710058805","710000588","710058803","100","710058802","710058804"
"710058901","713805891","710058905","710000589","710058903","100","710058904","710058902"
"710059002","713805901","0","710000590","710059001","100","710059004","710059005"
"710059101","713905911","710059105","710000591","710059103","100","710059104","710059102"
"710059204","713905921","710059202","710000592","710059203","100","710059205","710059201"
"710059301","713905931","710059305","710000593","710059303","100","710059304","710059302"
"710059401","713905941","710059405","710000594","710059403","100","710059404","710059402"
"710059503","713905951","710059505","710000595","710059501","100","710059502","710059504"
"710059601","713905961","710059605","710000596","710059603","100","710059604","710059602"
"710059704","713905971","710059705","710000597","710059703","100","710059701","710059702"
"710059804","713905981","710059805","710000598","710059803","100","710059801","710059802"
"710059901","713905991","710059905","710000599","710059903","100","710059904","710059902"
"710060005","713906001","0","710000600","710060001","100","710060002","710060004"
"710060101","714006011","710060105","710000601","710060103","100","710060102","710060104"
"710060201","714006021","710060205","710000602","710060203","100","710060202","710060204"
"710060301","714006031","710060305","710000603","710060303","100","710060302","710060304"
"710060401","714006041","710060405","710000604","710060403","100","710060404","710060402"
"710060504","714006051","710060505","710000605","710060503","100","710060501","710060502"
"710060604","714006061","710060605","710000606","710060603","100","710060601","710060602"
"710060701","714006071","710060705","710000607","710060703","100","710060702","710060704"
"710060804","714006081","710060805","710000608","710060803","100","710060801","710060802"
"710060901","714006091","710060905","710000609","710060903","100","710060904","710060902"
"710061002","714006101","0","710000610","710061001","100","710061005","710061004"
"710061104","714106111","710061105","710000611","710061103","100","710061101","710061102"
"710061201","714106121","710061205","710000612","710061203","100","710061202","710061204"
"710061303","714106131","710061305","710000613","710061301","100","710061302","710061304"
"710061401","714106141","710061405","710000614","710061403","100","710061404","710061402"
"710061503","714106151","710061505","710000615","710061501","100","710061504","710061502"
"710061604","714106161","710061605","710000616","710061603","100","710061601","710061602"
"710061703","714106171","710061705","710000617","710061701","100","710061702","710061704"
"710061801","714106181","710061805","710000618","710061803","100","710061802","710061804"
"710061901","714106191","710061905","710000619","710061903","100","710061904","710061902"
"710062001","714106201","0","710000620","710062005","100","710062002","710062004"
"710062103","714206211","710062102","710000621","710062101","100","710062104","710062105"
"710062204","714206221","710062202","710000622","710062203","100","710062201","710062205"
"710062303","714206231","710062305","710000623","710062301","100","710062302","710062304"
"710062401","714206241","710062405","710000624","710062403","100","710062402","710062404"
"710062503","714206251","710062505","710000625","710062501","100","710062502","710062504"
"710062604","714206261","710062605","710000626","710062603","100","710062601","710062602"
"710062701","714206271","710062705","710000627","710062703","100","710062704","710062702"
"710062804","714206281","710062805","710000628","710062803","100","710062801","710062802"
"710062901","714206291","710062905","710000629","710062903","100","710062902","710062904"
"710063005","714206301","0","710000630","710063001","100","710063002","710063004"
"710063104","714306311","710063105","710000631","710063103","100","710063101","710063102"
"710063201","714306321","710063205","710000632","710063203","100","710063204","710063202"
"710063301","714306331","710063305","710000633","710063303","100","710063302","710063304"
"710063401","714306341","710063405","710000634","710063403","100","710063404","710063402"
"710063504","714306351","710063502","710000635","710063503","100","710063505","710063501"
"710063601","714306361","710063605","710000636","710063603","100","710063604","710063602"
"710063703","714306371","710063705","710000637","710063701","100","710063702","710063704"
"710063801","714306381","710063805","710000638","710063803","100","710063804","710063802"
"710063904","714306391","710063902","710000639","710063903","100","710063905","710063901"
"710064005","714306401","0","710000640","710064001","100","710064002","710064004"
"710064101","714406411","710064104","710000641","710064105","100","710064102","710064103"
"710064201","714406421","710064205","710000642","710064203","100","710064204","710064202"
"710064304","714406431","710064305","710000643","710064303","100","710064301","710064302"
"710064403","714406441","710064405","710000644","710064401","100","710064402","710064404"
"710064501","714406451","710064505","710000645","710064503","100","710064504","710064502"
"710064604","714406461","710064605","710000646","710064603","100","710064601","710064602"
"710064703","714406471","710064705","710000647","710064701","100","710064702","710064704"
"710064804","714406481","710064802","710000648","710064803","100","710064801","710064805"
"710064901","714406491","710064905","710000649","710064903","100","710064904","710064902"
"710065001","714406501","0","710000650","710065005","100","710065002","710065004"
"710065101","714506511","710065105","710000651","710065103","100","710065104","710065102"
"710065201","714506521","710065205","710000652","710065203","100","710065204","710065202"
"710065301","714506531","710065305","710000653","710065303","100","710065304","710065302"
"710065401","714506541","710065405","710000654","710065403","100","710065404","710065402"
"710065501","714506551","710065505","710000655","710065503","100","710065504","710065502"
"710065603","714506561","710065605","710000656","710065601","100","710065602","710065604"
"710065701","714506571","710065705","710000657","710065703","100","710065704","710065702"
"710065803","714506581","710065805","710000658","710065801","100","710065802","710065804"
"710065904","714506591","710065905","710000659","710065903","100","710065901","710065902"
"710066005","714506601","0","710000660","710066001","100","710066002","710066004"
"710066101","714606611","710066105","710000661","710066103","100","710066102","710066104"
"710066201","714606621","710066205","710000662","710066203","100","710066202","710066204"
"710066301","714606631","710066305","710000663","710066303","100","710066304","710066302"
"710066403","714606641","710066405","710000664","710066401","100","710066404","710066402"
"710066504","714606651","710066505","710000665","710066503","100","710066501","710066502"
"710066603","714606661","710066605","710000666","710066601","100","710066602","710066604"
"710066701","714606671","710066705","710000667","710066703","100","710066702","710066704"
"710066801","714606681","710066805","710000668","710066803","100","710066804","710066802"
"710066903","714606691","710066902","710000669","710066901","100","710066904","710066905"
"710067004","714606701","0","710000670","710067001","100","710067002","710067005"
"710067103","714706711","710067105","710000671","710067101","100","710067104","710067102"
"710067203","714706721","710067205","710000672","710067201","100","710067202","710067204"
"710067304","714706731","710067305","710000673","710067303","100","710067301","710067302"
"710067401","714706741","710067405","710000674","710067403","100","710067402","710067404"
"710067501","714706751","710067505","710000675","710067503","100","710067502","710067504"
"710067604","714706761","710067605","710000676","710067603","100","710067601","710067602"
"710067703","714706771","710067702","710000677","710067701","100","710067704","710067705"
"710067804","714706781","710067802","710000678","710067803","100","710067801","710067805"
"710067901","714706791","710067905","710000679","710067903","100","710067902","710067904"
"710068004","714706801","0","710000680","710068001","100","710068002","710068005"
"710068104","714806811","710068105","710000681","710068103","100","710068101","710068102"
"710068204","714806821","710068205","710000682","710068203","100","710068201","710068202"
"710068301","714806831","710068305","710000683","710068303","100","710068304","710068302"
"710068402","714806841","710068405","710000684","710068401","100","710068403","710068404"
"710068501","714806851","710068505","710000685","710068503","100","710068504","710068502"
"710068604","714806861","710068605","710000686","710068603","100","710068601","710068602"
"710068703","714806871","710068702","710000687","710068701","100","710068704","710068705"
"710068804","714806881","710068805","710000688","710068803","100","710068801","710068802"
"710068901","714806891","710068905","710000689","710068903","100","710068902","710068904"
"710069002","714806901","0","710000690","710069001","100","710069004","710069005"
"710069104","714906911","710069105","710000691","710069103","100","710069101","710069102"
"710069201","714906921","710069205","710000692","710069203","100","710069204","710069202"
"710069301","714906931","710069305","710000693","710069303","100","710069304","710069302"
"710069401","714906941","710069405","710000694","710069403","100","710069404","710069402"
"710069504","714906951","710069505","710000695","710069503","100","710069501","710069502"
"710069604","714906961","710069605","710000696","710069603","100","710069601","710069602"
"710069704","714906971","710069702","710000697","710069703","100","710069701","710069705"
"710069801","714906981","710069805","710000698","710069803","100","710069804","710069802"
"710069904","714906991","710069905","710000699","710069903","100","710069901","710069902"
"710070004","714907001","0","710000700","710070001","100","710070002","710070005"
"710070102","715007011","710070105","710000701","710070101","100","710070103","710070104"
"710070201","715007021","710070205","710000702","710070203","100","710070202","710070204"
"710070301","715007031","710070305","710000703","710070303","100","710070302","710070304"
"710070403","715007041","710070402","710000704","710070401","100","710070404","710070405"
"710070504","715007051","710070502","710000705","710070503","100","710070501","710070505"
"710070603","715007061","710070605","710000706","710070601","100","710070604","710070602"
"710070701","715007071","710070705","710000707","710070703","100","710070702","710070704"
"710070803","715007081","710070805","710000708","710070801","100","710070802","710070804"
"710070904","715007091","710070905","710000709","710070903","100","710070901","710070902"
"710071004","715007101","0","710000710","710071001","100","710071002","710071005"
"710071101","715107111","710071102","710000711","710071103","100","710071104","710071105"
"710071203","715107121","710071205","710000712","710071204","100","710071201","710071202"
"710071303","715107131","710071305","710000713","710071301","100","710071304","710071302"
"710071402","715107141","710071405","710000714","710071401","100","710071403","710071404"
"710071503","715107151","710071505","710000715","710071501","100","710071502","710071504"
"710071601","715107161","710071605","710000716","710071603","100","710071604","710071602"
"710071704","715107171","710071705","710000717","710071703","100","710071701","710071702"
"710071803","715107181","710071805","710000718","710071801","100","710071802","710071804"
"710071901","715107191","710071902","710000719","710071903","100","710071904","710071905"
"710072001","715107201","0","710000720","710072004","100","710072002","710072005"
"710072101","715207211","710072105","710000721","710072103","100","710072104","710072102"
"710072204","715207221","710072205","710000722","710072203","100","710072201","710072202"
"710072301","715207231","710072302","710000723","710072303","100","710072304","710072305"
"710072401","715207241","710072405","710000724","710072403","100","710072404","710072402"
"710072501","715207251","710072502","710000725","710072503","100","710072504","710072505"
"710072601","715207261","710072605","710000726","710072603","100","710072604","710072602"
"710072704","715207271","710072705","710000727","710072703","100","710072701","710072702"
"710072801","715207281","710072805","710000728","710072803","100","710072804","710072802"
"710072903","715207291","710072905","710000729","710072901","100","710072902","710072904"
"710073004","715207301","0","710000730","710073001","100","710073002","710073005"
"710073101","715307311","710073105","710000731","710073103","100","710073102","710073104"
"710073202","715307321","710073205","710000732","710073201","100","710073203","710073204"
"710073301","715307331","710073305","710000733","710073303","100","710073304","710073302"
"710073401","715307341","710073405","710000734","710073403","100","710073404","710073402"
"710073503","715307351","710073505","710000735","710073501","100","710073502","710073504"
"710073601","715307361","710073602","710000736","710073603","100","710073604","710073605"
"710073703","715307371","710073702","710000737","710073701","100","710073704","710073705"
"710073801","715307381","710073805","710000738","710073803","100","710073804","710073802"
"710073901","715307391","710073905","710000739","710073903","100","710073902","710073904"
"710074001","715307401","0","710000740","710074004","100","710074002","710074005"
"710074103","715407411","710074102","710000741","710074101","100","710074104","710074105"
"710074204","715407421","710074202","710000742","710074203","100","710074205","710074201"
"710074304","715407431","710074302","710000743","710074303","100","710074301","710074305"
"710074401","715407441","710074402","710000744","710074403","100","710074404","710074405"
"710074503","715407451","710074505","710000745","710074501","100","710074502","710074504"
"710074603","715407461","710074605","710000746","710074601","100","710074604","710074602"
"710074701","715407471","710074705","710000747","710074703","100","710074702","710074704"
"710074801","715407481","710074805","710000748","710074803","100","710074802","710074804"
"710074904","715407491","710074905","710000749","710074903","100","710074901","710074902"
"710075001","715407501","0","710000750","710075004","100","710075002","710075005"
"720007004","720100701","720007002","720000001","720007003","100","720007001","720007005"
"720011004","720201101","720011002","720000002","720011003","100","720011001","720011005"
"720013004","720301301","720013002","720000003","720013003","100","720013001","720013005"
"720015002","720401501","720015005","720000004","720015001","100","720015003","720015004"
"720017002","720501701","720017005","720000005","720017001","100","720017003","720017004"
"720019002","720601901","720019005","720000006","720019001","100","720019004","720019003"
"720021002","720702101","720021005","720000007","720021001","100","720021003","720021004"
"720023003","720802301","0","720000008","720023002","100","720023001","720023004"
"720025002","720902501","0","720000009","720025001","100","720025003","720025004"
"720027002","721002701","720027005","720000010","720027001","100","720027003","720027004"
"720029002","721102901","720029005","720000011","720029001","100","720029003","720029004"
"720031003","721203101","720031005","720000012","720031001","100","720031002","720031004"
"720033002","721303301","720033005","720000013","720033001","100","720033003","720033004"
"720035002","721403501","720035005","720000014","720035001","100","720035004","720035003"
"720036002","721503601","720036005","720000015","720036001","100","720036004","720036003"
"720037002","721603701","720037005","720000016","720037001","100","720037004","720037003"
"720038002","721703801","720038005","720000017","720038001","100","720038004","720038003"
"720039002","721803901","720039005","720000018","720039001","100","720039004","720039003"
"720040002","721904001","720040005","720000019","720040001","100","720040004","720040003"
"720041002","722004101","720041005","720000020","720041001","100","720041004","720041003"
"720042002","722104201","720042005","720000021","720042001","100","720042004","720042003"
"720043002","722204301","720043005","720000022","720043001","100","720043004","720043003"
"720044002","722304401","720044005","720000023","720044001","100","720044004","720044003"
"720045002","722404501","720045005","720000024","720045001","100","720045004","720045003"
"720046002","722504601","720046005","720000025","720046001","100","720046004","720046003"
"720047002","722604701","720047005","720000026","720047001","100","720047004","720047003"
"720048002","722704801","720048005","720000027","720048001","100","720048004","720048003"
"720049002","722804901","720049005","720000028","720049001","100","720049004","720049003"
"720050002","722905001","720050005","720000029","720050001","100","720050004","720050003"
"720051002","723005101","720051005","720000030","720051001","100","720051004","720051003"
"720052002","723105201","720052005","720000031","720052001","100","720052004","720052003"
"720053002","723205301","720053005","720000032","720053001","100","720053004","720053003"
"720054002","723305401","720054005","720000033","720054001","100","720054004","720054003"
"720055002","723405501","720055005","720000034","720055001","100","720055004","720055003"
"720056002","723505601","720056005","720000035","720056001","100","720056004","720056003"
"720057002","723605701","720057005","720000036","720057001","100","720057004","720057003"
"720058002","723705801","720058005","720000037","720058001","100","720058004","720058003"
"720059002","723805901","0","720000038","720059001","100","720059004","720059005"
"720060002","723906001","0","720000039","720060001","100","720060004","720060005"
"720061002","724006101","0","720000040","720061001","100","720061004","720061005"
"720062002","724106201","0","720000041","720062001","100","720062004","720062005"
"720063002","724206301","0","720000042","720063001","100","720063004","720063005"
"720064002","724306401","0","720000043","720064001","100","720064004","720064005"
"720065002","724406501","0","720000044","720065001","100","720065004","720065005"
"720066002","724506601","0","720000045","720066001","100","720066004","720066005"
"720067002","724606701","0","720000046","720067001","100","720067004","720067005"
"720068002","724706801","0","720000047","720068001","100","720068004","720068005"
"720069002","724806901","0","720000048","720069001","100","720069004","720069005"
"720070002","724907001","0","720000049","720070001","100","720070004","720070005"
"720071002","725007101","0","720000050","720071001","100","720071004","720071005"
"720072002","725107201","0","720000051","720072001","100","720072004","720072005"
"720073002","725207301","0","720000052","720073001","100","720073004","720073005"
"720074002","725307401","0","720000053","720074001","100","720074004","720074005"
"720075002","725407501","0","720000054","720075001","100","720075004","720075005"
"730035014","731403501","0","730000001","730035011","100","730035012","730035015"
"730035024","731403502","730035023","730000002","730035021","100","730035022","730035025"
"730035032","731403503","730035035","730000003","730035031","100","730035034","730035033"
"730036011","731503601","0","730000004","730036015","100","730036014","730036012"
"730036024","731503602","730036025","730000005","730036021","100","730036022","730036023"
"730036034","731503603","730036035","730000006","730036031","100","730036032","730036033"
"730037011","731603701","0","730000007","730037014","100","730037015","730037012"
"730037022","731603702","730037023","730000008","730037021","100","730037024","730037025"
"730037031","731603703","730037033","730000009","730037034","100","730037032","730037035"
"730038011","731703801","0","730000010","730038014","100","730038012","730038015"
"730038021","731703802","730038023","730000011","730038024","100","730038022","730038025"
"730038031","731703803","730038033","730000012","730038034","100","730038035","730038032"
"730039011","731803901","0","730000013","730039014","100","730039012","730039015"
"730039021","731803902","730039025","730000014","730039024","100","730039022","730039023"
"730039031","731803903","730039033","730000015","730039034","100","730039032","730039035"
"730040015","731904001","0","730000016","730040014","100","730040011","730040012"
"730040024","731904002","730040023","730000017","730040021","100","730040022","730040025"
"730040032","731904003","730040035","730000018","730040031","100","730040034","730040033"
"730041011","732004101","0","730000019","730041014","100","730041015","730041012"
"730041021","732004102","730041025","730000020","730041024","100","730041022","730041023"
"730041034","732004103","730041033","730000021","730041031","100","730041035","730041032"
"730042015","732104201","0","730000022","730042014","100","730042011","730042012"
"730042021","732104202","730042023","730000023","730042024","100","730042022","730042025"
"730042031","732104203","730042033","730000024","730042034","100","730042035","730042032"
"730043011","732204301","0","730000025","730043014","100","730043015","730043012"
"730043021","732204302","730043023","730000026","730043024","100","730043022","730043025"
"730043031","732204303","730043035","730000027","730043034","100","730043032","730043033"
"730044014","732304401","0","730000028","730044011","100","730044012","730044015"
"730044021","732304402","730044023","730000029","730044024","100","730044022","730044025"
"730044031","732304403","730044035","730000030","730044034","100","730044032","730044033"
"730045015","732404501","0","730000031","730045014","100","730045011","730045012"
"730045021","732404502","730045025","730000032","730045024","100","730045022","730045023"
"730045031","732404503","730045033","730000033","730045034","100","730045032","730045035"
"730046011","732504601","0","730000034","730046014","100","730046015","730046012"
"730046022","732504602","730046025","730000035","730046021","100","730046024","730046023"
"730046031","732504603","730046033","730000036","730046034","100","730046032","730046035"
"730047011","732604701","0","730000037","730047014","100","730047015","730047012"
"730047022","732604702","730047023","730000038","730047021","100","730047024","730047025"
"730047031","732604703","730047033","730000039","730047034","100","730047032","730047035"
"730048011","732704801","0","730000040","730048014","100","730048012","730048015"
"730048021","732704802","730048023","730000041","730048024","100","730048022","730048025"
"730048031","732704803","730048033","730000042","730048034","100","730048032","730048035"
