f861766d55a74d67a4a387287eb60cfa515186d3119a1e2a539d732866b39b48,55cff5302c8acb2974d333af7d67934a1228f4d49319b5ace095a6edc9a33ee2,456cdabdff67e366a05ff28255c56531f1bdbc929a351208207988853c764a75,2e72c26f67fd86e64ab2bdd5792e5ead9b96e7c2d863ab078c3cbc84175ff00e,862fb81bc1c32ad536801c41362880155354d282b8e277002cb62270abdb516f,f87f20c37538558591d9a872fbc44cf3240a642975026a540a623cdb8554d06d,678dd687ab98bd1dc1fd47f2b990291fa41f47c79add33f4f580517ec72e1e7b,e6bac6f6c468ad8e093164d4b64e500a54e2c59ee9704495a6a75417562f27f0,3ca84190ddaebaca645e7da5bc4453d74f25299828e9145f54ec13bbf8f313a1,927cc3533395175fd1ef025668e6c55184afcea353c0bc522a74b4ea901703e1,4fed7240a1ed1d621b44873c0162203d9c6801004a31149081f6052f63d6e575,457f8264233cab96c8421e037158a9530adee6e2706bc26103d7dbb891049476,d8f885416bb19571695d309f35961014ad5b1e4beca1395989107a4cb64790f5
"","228","","出發，前往靈妙的森林深處","","228","-1","1000","","","出發，前往靈妙的森林深處","2022-06-15 15:00:00","20"
"","229","","破曉之星的夏日遊戲　於夏海閃耀的三份心意","","229","-1","1000","","","破曉之星的夏日遊戲　於夏海閃耀的三份心意","2022-07-15 15:00:00","20"
"","230","","海將海馬司令","","230","-1","1000","","","海將海馬指揮官","2022-07-15 15:00:00","20"
"","231","","Secret Star","","231","-1","1500","","","Secret Star","2022-07-15 15:00:00","20"
"","232","","飛奔吧常夏！極限沙灘搶旗！","","232","-1","1000","","","飛奔吧常夏！極限沙灘搶旗","2022-07-15 15:00:00","20"
"","233","","小小夏日回憶錄　在海岸上找到的微小幸福","","233","-1","1000","","","小小夏日回憶錄　在海邊發現的小小幸福","2022-08-15 15:00:00","20"
"","234","","月光之門","","234","-1","1000","","","月光之門","2022-08-15 15:00:00","20"
"","235","","滿心期待SUMMER TIME","","235","-1","1500","","","滿心期待SUMMER TIME！","2022-08-15 15:00:00","20"
"","236","","小繆快快長大日記","","236","-1","1000","","","小繆快快長大日記","2022-08-15 15:00:00","20"
"","237","","真步真步的神奇旅程！　旅行的少女與邊境的大樹","","237","-1","1000","","","真步真步的神奇旅程！　旅行的少女與邊境的大樹","2022-09-15 15:00:00","20"
"","238","","哀執的植物羊","","238","-1","1000","","","哀執的植物羊","2022-09-15 15:00:00","20"
"","239","","優雅少女旅程","","239","-1","1500","","","優雅少女旅程","2022-09-15 15:00:00","20"
"","240","","點讚！最愛！大集合！　至高祭典與少女祕密的本命任務","","240","-1","1000","","","點讚！最愛！大集合！　至高祭典與少女祕密的本命任務","2022-10-15 15:00:00","20"
"","241","","瘋狂直播主‧鏡","","241","-1","1000","","","瘋狂直播主‧輝美","2022-10-15 15:00:00","20"
"","242","","O-TA-O-TA WORLD","","242","-1","1500","","","O-TA-O-TA WORLD","2022-10-15 15:00:00","20"
"","243","","部族精神　高揭之劍與榮耀和平之橋","","243","-1","1000","","","部族精神　高揭之劍與榮耀和平之橋","2022-11-15 15:00:00","20"
"","244","","黑曜魔像","","244","-1","1000","","","黑曜魔像","2022-11-15 15:00:00","20"
"","245","","Knight's Soul","","245","-1","1500","","","Knight's Soul","2022-11-15 15:00:00","20"
"","246","","Happy Happening　幸福的雙子天使與聖誕夜的禮物","","246","-1","1000","","","Happy Happening　幸福的雙子天使與聖誕夜的禮物","2022-12-15 15:00:00","20"
"","247","","不幸福的多倫多獸","","247","-1","1000","","","不幸福的多倫多獸","2022-12-15 15:00:00","20"
"","248","","初雪雙胞胎的求愛","","248","-1","1500","","","初雪雙胞胎的求愛","2022-12-15 15:00:00","20"
"","249","","煙霧繚繞忘年奇譚　為旭日初升舉杯","","249","-1","1000","","","煙霧繚繞忘年奇譚　為旭日初升舉杯","2023-01-15 15:00:00","20"
"","250","","汙穢的湯之神‧陽卵","","250","-1","1000","","","汙穢的湯之神‧陽卵","2023-01-15 15:00:00","20"
"","251","","ma.sa.yu.me.","","251","-1","1500","","","ma.sa.yu.me.","2023-01-15 15:00:00","20"
"","252","","新春每日溫泉","","252","-1","1000","","","新春每日溫泉","2023-01-15 15:00:00","20"
"","253","","終炎的理想鄉","","253","2116007","1000","","","終炎的理想鄉","2023-01-15 15:00:00","20"
"","254","","甦醒的威脅們","","254","2116007","1000","","","甦醒的威脅們","2023-01-15 15:00:00","20"
"","255","","虛偽的救贖者","","255","2116007","1000","","","虛偽的救濟者","2023-01-15 15:00:00","20"
"","256","","司掌終炎的魔術師","","256","2116007","1000","","","司掌終炎的魔術師","2023-01-15 15:00:00","20"
"","257","","追尋奧祕力量之人","","257","2116007","1000","","","追尋奧祕力量之人","2023-01-15 15:00:00","20"
"","258","","嚮往著希望的樂園","","258","-1","1000","","","嚮往著希望的樂園","2023-02-15 15:00:00","20"
"","259","","即便在充滿不確定性的未來","","259","-1","1000","","","即便在充滿不確定性的未來","2023-02-15 15:00:00","20"
"","260","","樂園守護者","","260","-1","1000","","","樂園守護者","2023-02-15 15:00:00","20"
"","261","","象徵久遠庭園之人","","261","-1","1000","","","象徵久遠庭園之人","2023-02-15 15:00:00","20"
"","262","","Never Lose Again","","262","-1","1500","","","Never Lose Again","2023-02-15 15:00:00","20"
"","263","","貓與懷舊點心的咖啡廳 歡迎光臨Café Naschkatze","","263","-1","1000","","","貓與懷舊點心的咖啡廳　歡迎光臨Café Naschkatze","2023-03-15 15:00:00","20"
"","264","","祈福託災的招財貓","","264","-1","1000","","","祈福託災的招財貓","2023-03-15 15:00:00","20"
"","265","","喵喵的奮力一擊","","265","-1","1500","","","喵喵的奮力一擊","2023-03-15 15:00:00","20"
"","266","","Dears歡迎回來與我回來了的約定","","266","-1","1000","","","Dears　歡迎回家與我回來了的約定","2023-04-15 15:00:00","20"
"","267","","大王猩猩","","267","-1","1000","","","大王猩猩","2023-04-15 15:00:00","20"
"","268","","我的色彩STORY","","268","-1","1500","","","我的色彩STORY","2023-04-15 15:00:00","20"
"","269","","魔物生態報告書","","269","-1","1000","","","魔物生態報告書","2023-04-15 15:00:00","20"
"","270","","萬花綻放的新天地","","270","-1","1000","","","萬花綻放的新天地","2023-04-15 15:00:00","20"
"","271","","吉歐提格尼亞的戰鬥","","271","-1","1000","","","吉歐‧提格尼亞的戰鬥","2023-04-15 15:00:00","20"
"","272","","Connect‧With‧Blue　直至少女前往天際","","272","-1","1000","","","Connect‧With‧Blue　直至少女前往天際","2023-05-15 15:00:00","20"
"","273","","智慧的鍊金術師‧莫夫","","273","-1","1000","","","智慧的鍊金術師‧莫夫","2023-05-15 15:00:00","20"
"","274","","羽翼的序幕","","274","-1","1500","","","羽翼的序幕","2023-05-15 15:00:00","20"
"","275","","蘭德索爾一期一會","","275","-1","1000","","","蘭德索爾一期一會","2023-05-15 15:00:00","20"
"","276","","次元斷層","","276","-1","1000","","","次元斷層","2023-05-15 15:00:00","20"
"","277","","出現於次元夾縫的威脅","","277","-1","1000","","","出現於次元夾縫的威脅","2023-05-15 15:00:00","20"
"","278","","華麗世界的強敵","","278","-1","1000","","","華麗世界的強敵","2023-05-15 15:00:00","20"
"","279","","吸血鬼傳聞錄黑夜與美麗的饗宴","","279","-1","1000","","","吸血鬼傳聞錄　黑夜與美麗的饗宴","2023-06-15 15:00:00","20"
"","280","","變貌的從者布拉德","","280","-1","1000","","","變貌的從者‧布拉德","2023-06-15 15:00:00","20"
"","281","","Gothical Radical Eternal Wedding","","281","-1","1500","","","Gothical Radical † Eternal Wedding","2023-06-15 15:00:00","20"
"","282","","雪的審美會","","282","-1","1000","","","雪的審美會","2023-06-15 15:00:00","20"
"","283","","Princess Fight","","283","-1","1000","","","Princess Fight☆","2023-06-15 15:00:00","20"
"","284","","艾爾皮斯島之戰","","284","-1","1000","","","艾爾皮斯島之戰","2023-06-15 15:00:00","20"
"","285","","大間的排光海水大作戰祕密主義者與禁斷之海","","285","-1","1000","","","大間的排光海水大作戰　祕密主義者與禁斷之海","2023-07-15 15:00:00","20"
"","286","","復活的白色島鯨","","286","-1","1000","","","復活的白色島鯨","2023-07-15 15:00:00","20"
"","287","","變身萬花筒","","287","-1","1500","","","變身萬花筒","2023-07-15 15:00:00","20"
"","288","","公主的祕密","","288","-1","1000","","","公主的祕密","2023-07-15 15:00:00","20"
"","289","","美食獵人號出發前進","","289","-1","1000","","","美食獵人號，出發前進！","2023-07-15 15:00:00","20"
"","290","","戰慄幽奇海岸夏日度假驚悚物語","","290","-1","1000","","","戰慄幽奇海岸　～夏日度假村驚悚怪談～","2023-08-15 15:00:00","20"
"","291","","怨恨亡靈","","291","-1","1000","","","怨恨亡靈","2023-08-15 15:00:00","20"
"","292","","愛的羈絆","","292","-1","1500","","","愛的羈絆","2023-08-15 15:00:00","20"
"","293","","Precious Journey","","293","2201005","1500","","","Precious Journey","2023-08-15 15:00:00","20"
"","294","","晚霞色的漫步","","294","2201008","1500","","","晚霞色的漫步","2023-08-15 15:00:00","20"
"","295","","魔法青春日子魔法學園與奇蹟之鐘","","295","-1","1000","","","魔法師的青春時日　魔法學園與奇蹟之鐘","2023-09-15 15:00:00","20"
"","296","","被解放的暴魔阿爾杰什","","296","-1","1000","","","被解放的暴魔‧阿爾杰什","2023-09-15 15:00:00","20"
"","297","","那個春天從日記的續篇開始","","297","-1","1500","","","那個春天，從日記的續篇開始","2023-09-15 15:00:00","20"
"","298","","萊拉耶爾","","298","2201007","1000","","","萊拉耶爾","2023-09-15 15:00:00","20"
"","299","","做好要學習的準備了嗎","","299","-1","1000","","","做好要學習的準備了嗎？","2023-09-15 15:00:00","20"
"","300","","放學後的讀書會","","300","-1","1000","","","放學後的讀書會","2023-09-15 15:00:00","20"
"","301","","浪漫薩拉薩利亞　～沙漠的新娘與不可思議的神燈～","","301","-1","1000","","","浪漫薩拉薩利亞　～沙漠的新娘與不可思議的神燈～","2023-10-15 15:00:00","20"
"","302","","哈立德","","302","-1","1000","","","哈立德","2023-10-15 15:00:00","20"
"","303","","Adenium","","303","-1","1500","","","Adenium","2023-10-15 15:00:00","20"
"","304","","蠻賊三姊妹","","304","2202001","1000","","","蠻賊三姊妹","2023-10-15 15:00:00","20"
"","305","","夢幻的婚姻模擬遊戲","","305","-1","1000","","","夢幻的婚姻模擬遊戲","2023-10-15 15:00:00","20"
"","306","","有魔物！！","","306","-1","1000","","","有魔物！！","2023-10-15 15:00:00","20"
"","307","","新天地的強敵","","307","-1","1000","","","新天地的強敵","2023-10-15 15:00:00","20"
"","308","","Criminal Rookie　天使們的悖論","","308","-1","1000","","","Criminal Rookie　天使們的悖論","2023-11-15 15:00:00","20"
"","309","","最終冒險★","","309","-1","1000","","","最終冒險★","2023-11-15 15:00:00","20"
"","310","","Ylide Lotus","","310","-1","1500","","","Ylide Lotus","2023-11-15 15:00:00","20"
"","311","","旅行與成長（與反省）的記錄","","311","-1","1000","","","旅行與成長（與反省）的記錄","2023-11-15 15:00:00","20"
"","312","","幻變少女","","312","2201001","1000","","","幻變少女","2023-11-15 15:00:00","20"
"","313","","探險","","313","-1","1000","","","探險","2023-11-15 15:00:00","20"
"","314","","聖誕哭泣寶貝　為誰存在的幸福之日","","314","-1","1000","","","聖誕哭泣寶貝　為誰存在的幸福之日","2023-12-15 15:00:00","20"
"","315","","巴西利斯克‧阿洛斯","","315","-1","1000","","","巴西利斯克‧阿洛斯","2023-12-15 15:00:00","20"
"","316","","Christmas Blessing","","316","-1","1500","","","Christmas Blessing","2023-12-15 15:00:00","20"
"","317","","降臨期日曆","","317","-1","1000","","","降臨期日曆","2023-12-15 15:00:00","20"
"","318","","業火燃燒的密林","","318","-1","1000","","","業火燃燒的密林","2023-12-15 15:00:00","20"
"","319","","吉歐‧格黑納之戰","","319","-1","1000","","","吉歐‧格黑納之戰","2023-12-15 15:00:00","20"
"","320","","迎春夢想家們　新年隕石碎碎平安","","320","-1","1000","","","迎春夢想家們！　新年隕石碎碎平安！？","2024-01-15 15:00:00","20"
"","321","","夢中隕石","","321","-1","1000","","","夢中隕石","2024-01-15 15:00:00","20"
"","322","","未來的夢","","322","-1","1500","","","未來的夢","2024-01-15 15:00:00","20"
"","323","","初夢挑戰","","323","-1","1000","","","初夢挑戰","2024-01-15 15:00:00","20"
"","324","","焚燒世界的強敵","","324","-1","1000","","","焚燒世界的強敵","2024-01-15 15:00:00","20"
"","325","","天才發明家三女布武機","","325","-1","1000","","","天才發明家三女、布武機","2024-01-15 15:00:00","20"
"","326","","受難體質的次女若菜","","326","-1","1000","","","受難體質的次女、若菜","2024-01-15 15:00:00","20"
"","327","","心胸開闊的長女倭","","327","-1","1000","","","心胸開闊的長女、倭","2024-01-15 15:00:00","20"
"","328","","涅妃‧涅羅","","328","2205002","1000","","","涅妃‧涅羅","2024-01-15 15:00:00","20"
"","329","","映於鏡中的訪客","","329","-1","1000","","","映於鏡中的訪客","2024-02-15 0:00:00","20"
"","330","","再一次。並且，再也不會。","","330","-1","1000","","","再一次。並且，再也不會。","2024-02-15 0:00:00","20"
"","331","","紅霧精靈","","331","-1","1000","","","紅霧精靈","2024-02-15 0:00:00","20"
"","332","","顯露苦衷 埃拉＆志那都","","332","-1","1000","","","顯露苦衷 埃拉＆志那都","2024-02-15 0:00:00","20"
"","333","","Prayer","","333","-1","1500","","","Prayer","2024-02-15 0:00:00","20"
"","334","","Another Wish‧Log","","334","-1","1000","","","Another Wish‧Log","2024-02-15 0:00:00","20"
"","335","","穿越焚燒的世界","","335","-1","1000","","","穿越焚燒的世界","2024-02-15 0:00:00","20"
"","336","","亂入！蠻賊三姊妹","","336","-1","1000","","","亂入！蠻賊三姊妹","2024-02-15 0:00:00","20"
"","337","","厄莉絲","","337","2109008","1000","","","厄莉絲","2024-02-15 0:00:00","20"
"","338","","凜冬中的盛夏與神聖學院的問題兒童","","338","-1","1000","","","寒冬的盛夏與神聖學院的問題兒童","2024-03-15 15:00:00","20"
"","339","","地獄的聖女富美惠","","339","-1","1000","","","地獄的聖女富美惠","2024-03-15 15:00:00","20"
"","340","","妄想夏日光暈","","340","-1","1500","","","妄想夏日光暈","2024-03-15 15:00:00","20"
"","341","","【LIVE】漂漂河　白天","","341","-1","1000","","","【LIVE】漂漂河　白天","2024-03-15 15:00:00","20"
"","342","","【LIVE】漂漂河　夜晚","","342","-1","1000","","","【LIVE】漂漂河　夜晚","2024-03-15 15:00:00","20"
"","343","","公主騎士之力","","343","-1","1000","","","公主騎士之力","2024-03-15 15:00:00","20"
"","344","","抵達深奧的領域","","344","-1","1000","","","抵達深奧的領域","2024-03-15 15:00:00","20"
"","345","","紅焰的深域","","345","-1","1000","","","紅焰的深域","2024-03-15 15:00:00","20"
"","346","","蒼波的深域","","346","-1","1000","","","蒼波的深域","2024-03-15 15:00:00","20"
"","347","","翠嵐的深域","","347","-1","1000","","","翠嵐的深域","2024-03-15 15:00:00","20"
"","348","","珀天的深域","","348","-1","1000","","","珀天的深域","2024-03-15 15:00:00","20"
"","349","","紫冥的深域","","349","-1","1000","","","紫冥的深域","2024-03-15 15:00:00","20"
"","350","","CoolieFuryBootCamp魔鬼教官與鞭子與糖果","","350","-1","1000","","","冷酷・火爆・新兵訓練營　魔鬼教官和鞭子與……糖果？","2024-04-15 15:00:00","20"
"","351","","剛雷獸雷葛宏","","351","-1","1000","","","剛雷獸‧雷葛宏","2024-04-15 15:00:00","20"
"","352","","IntoTheTrust","","352","-1","1500","","","Into The Trust","2024-04-15 15:00:00","20"
"","353","","惠理子和真琴的行軍A-Go-Go","","353","-1","1000","","","惠理子和真琴的行軍A-Go-Go！","2024-04-15 15:00:00","20"
"","354","","新兵們隨我來","","354","-1","1000","","","新兵們，隨我來","2024-04-15 15:00:00","20"
"","355","","前往決鬥的舞台","","355","-1","1000","","","前往決鬥的舞台","2024-04-15 15:00:00","20"
"","356","","戰鬥試煉場開幕","","356","-1","1000","","","戰鬥試煉場，開幕！","2024-04-15 15:00:00","20"
"","357","","花開時節的真誠心意","","357","-1","1000","","","花開季節的真心","2024-05-15 15:00:00","20"
"","358","","魔物植物莫培爾培","","358","-1","1000","","","魔物植物‧莫培爾培","2024-05-15 15:00:00","20"
"","359","","映照在眼中的倒影","","359","-1","1500","","","映照在眼中的倒影","2024-05-15 15:00:00","20"
"","360","","坐鎮於煉獄之物","","360","-1","1000","","","坐鎮於煉獄之物","2024-05-15 15:00:00","20"
"","361","","大夢想樂園大遊行　寶石兔與祕密的夥伴們","","361","-1","1000","","","大夢想樂園大遊行　寶石兔與祕密的夥伴們","2024-06-15 15:00:00","20"
"","362","","捲土重來‧吉諾","","362","-1","1000","","","捲土重來‧吉諾","2024-06-15 15:00:00","20"
"","363","","神奇寶石遊行！","","363","-1","1500","","","神奇寶石遊行！","2024-06-15 15:00:00","20"
"","364","","大夢想樂園導覽","","364","-1","1000","","","大夢想樂園導覽","2024-06-15 15:00:00","20"
"","365","","集合吧，做好事社團！　美空的愉快暑假","","365","-1","1000","","","集合吧，做好事社團！　美空的愉快暑假","2024-07-15 15:00:00","20"
"","366","","盛夏的發狂史萊姆","","366","-1","1000","","","盛夏的發狂史萊姆","2024-07-15 15:00:00","20"
"","367","","Ai-愛的逃亡★","","367","-1","1500","","","Ai-愛的逃亡★","2024-07-15 15:00:00","20"
"","368","","修復夏日相片","","368","-1","1000","","","修復夏日相片","2024-07-15 15:00:00","20"
"","369","","幻惑的妖精於盛夏之園起舞的身影","","369","-1","1000","","","幻惑的妖精　-於盛夏之園起舞的身影-","2024-08-15 15:00:00","20"
"","370","","混沌發電機","","370","-1","1000","","","混沌生成系統","2024-08-15 15:00:00","20"
"","371","","回憶","","371","-1","1500","","","Re:collection","2024-08-15 15:00:00","20"
"","372","","水都的回憶","","372","-1","1000","","","水都的回憶","2024-08-15 15:00:00","20"
"","373","","煉獄之叛亂","","373","2209006","1000","","","煉獄之叛亂","2024-09-15 15:00:00","20"
"","374","","煉獄之叛亂六凶魔蜘蛛阿剌克涅","","374","2209006","1000","","","煉獄之叛亂　-六凶‧魔蜘蛛阿剌克涅-","2024-09-15 15:00:00","20"
"","375","","與魔蜘蛛僕人的戰鬥","","375","2209006","1000","","","與魔蜘蛛僕人的戰鬥","2024-09-15 15:00:00","20"
"","376","","拿不准的盜賊三姊妹","","376","2209006","1000","","","拿不准的盜賊三姊妹","2024-09-15 15:00:00","20"
"","377","","與革命少女的戰鬥","","377","2209006","1000","","","與革命少女的戰鬥","2024-09-15 15:00:00","20"
"","378","","潛藏在地底煉獄的災禍","","378","2209006","1000","","","潛藏在地底煉獄的災禍","2024-09-15 15:00:00","20"
"","379","","甦醒的六凶魔蜘蛛阿剌克涅","","379","2209006","1000","","","甦醒的六凶‧魔蜘蛛阿剌克涅","2024-09-15 15:00:00","20"
"","380","","再臨的公主造型冰龍","","380","2209006","1000","","","再臨的公主造型冰龍","2024-09-15 15:00:00","20"
"","381","","雪菲","","381","2104010","1000","","","雪菲","2024-09-15 15:00:00","20"
"","382","","芙蕾雅","","382","2209006","1000","","","芙蕾雅","2024-09-15 15:00:00","20"
"","383","","阿剌克涅","","383","2209006","1000","","","阿剌克涅","2024-09-15 15:00:00","20"
"","384","","顯現的魔蜘蛛真容","","384","2209006","1000","","","顯現的魔蜘蛛真容","2024-09-15 15:00:00","20"
"","385","","望的一日店長記　這裡是阿爾克絲鍊金堂","","385","-1","1000","","","望的一日店長記　這裡是阿爾克絲鍊金堂","2024-10-15 15:00:00","20"
"","386","","惡毒巨蛇","","386","-1","1000","","","惡毒巨蛇","2024-10-15 15:00:00","20"
"","387","","Dance in the Fragrance","","387","-1","1500","","","Dance in the Fragrance","2024-10-15 15:00:00","20"
"","388","","阿爾克絲鍊金堂　業務日誌","","388","-1","1000","","","阿爾克絲鍊金堂　業務日誌","2024-10-15 15:00:00","20"
"","389","","阿爾克絲鍊金堂","","389","-1","1000","","","阿爾克絲鍊金堂","2024-10-15 15:00:00","20"
"","390","","阿爾克絲鍊金堂　化學版本","","390","-1","1000","","","阿爾克絲鍊金堂（化學Ver.）","2024-10-15 15:00:00","20"
"","391","","蠻賊歸來　炎國的無法無天姊妹","","391","-1","1000","","","蠻賊歸來　炎國的無法無天姊妹","2024-11-15 15:00:00","20"
"","392","","超級 衝刺喬","","392","-1","1000","","","超級 衝刺喬","2024-11-15 15:00:00","20"
"","393","","狂野蠻賊表演時間","","393","-1","1500","","","狂野蠻賊表演時間！！","2024-11-15 15:00:00","20"
"","394","","衝突　破壞　非法坦克大戰","","394","-1","1000","","","衝突！破壞！非法坦克大戰","2024-11-15 15:00:00","20"
"","395","","出擊吧　戰車戰鬥","","395","-1","1000","","","出擊吧！戰車戰鬥！","2024-11-15 15:00:00","20"
"","396","","Let's　究極鍊成","","396","-1","1000","","","Let's！「究極鍊成」！","2024-11-15 15:00:00","20"
"","397","","於此地邂逅身經百戰的強敵","","397","-1","1000","","","於此地邂逅身經百戰的強敵","2024-11-15 15:00:00","20"
"","398","","Love＆Punishment惡魔送來的聖誕節","","398","-1","1000","","","Love＆Punishment　惡魔送來的聖誕節","2024-12-15 15:00:00","20"
"","399","","年幼鬼魂吐舌鬼","","399","-1","1000","","","年幼鬼魂 吐舌鬼","2024-12-15 15:00:00","20"
"","400","","今晚在槲寄生底下","","400","-1","1500","","","今晚，在槲寄生底下","2024-12-15 15:00:00","20"
"","401","","朱火深淵","","401","-1","1000","","","朱火深淵","2024-12-15 15:00:00","20"
"","402","","轟流深淵","","402","-1","1000","","","轟流深淵","2024-12-15 15:00:00","20"
"","403","","烈風深淵","","403","-1","1000","","","烈風深淵","2024-12-15 15:00:00","20"
"","404","","燦爛深淵","","404","-1","1000","","","燦爛深淵","2024-12-15 15:00:00","20"
"","405","","玄闇深淵","","405","-1","1000","","","玄闇深淵","2024-12-15 15:00:00","20"
"","406","","征戰深遠的潛魔深淵","","406","-1","1000","","","征戰深遠的龍潭虎穴","2024-12-15 15:00:00","20"
"","407","","迎春吉歐格黑納蛇少女與雙姝劍士","","407","-1","1000","","","迎春吉歐‧格黑納　蛇少女與雙姝劍士","2025-1-15 15:00:00","20"
"","408","","咒縛的大蛇梅杜希亞娜","","408","-1","1000","","","咒縛的大蛇‧梅杜希亞娜","2025-1-15 15:00:00","20"
"","409","","Tiny Twin Stars","","409","-1","1500","","","Tiny Twin Stars！！","2025-1-15 15:00:00","20"
"","410","","寂靜的永凍冥界","","410","-1","1000","","","寂靜的永凍冥界","2025-1-15 15:00:00","20"
"","411","","吉歐尼布爾黑爾之戰","","411","-1","1000","","","吉歐‧尼布爾黑爾之戰","2025-1-15 15:00:00","20"
"","412","","靜寂世界的強敵","","412","-1","1000","","","靜寂世界的強敵","2025-1-15 15:00:00","20"
"","413","","薇歐莉特","","413","2210002","1000","","","薇歐莉特","2025-1-15 15:00:00","20"
"","414","","三魔姬屬","","414","2210002","1000","","","三魔姬屬","2025-1-15 15:00:00","20"
"","415","","潛入阿斯特朗七個願望與創世之殘響","","415","-1","1000","","","潛入‧阿斯特朗　七個願望與創世之殘響","2025-2-28 12:00:00","20"
"","416","","妖狐神荒尾初始","","416","-1","1000","","","妖狐神荒尾‧始源","2025-2-28 12:00:00","20"
"","417","","始源雷格利亞斯","","417","-1","1000","","","始源‧七重冠冕","2025-2-28 12:00:00","20"
"","418","","Phosphorus","","418","-1","1500","","","Phosphorus","2025-2-28 12:00:00","20"
"","419","","阿斯特朗開發錄","","419","-1","1000","","","阿斯特朗開發錄","2025-2-28 12:00:00","20"
"","420","","穿越靜寂的世界","","420","-1","1000","","","穿越靜寂的世界","2025-2-28 12:00:00","20"
"","421","","誓約女君","","421","2002002","1000","","","誓約女君","2025-2-28 12:00:00","20"
"","422","","變貌大妃","","422","2009005","1000","","","變貌大妃","2025-2-28 12:00:00","20"
"","423","","迷宮女王","","423","2005006","1000","","","迷宮女王","2025-2-28 12:00:00","20"
"","424","","霸瞳皇帝","","424","2005004","1000","","","霸瞳皇帝","2025-2-28 12:00:00","20"
"","425","","跳躍王","","425","2005003","1000","","","跳躍王","2025-2-28 12:00:00","20"
"","426","","嚮導老君","","426","2113007","1000","","","嚮導老君","2025-2-28 12:00:00","20"
"","427","","緊緊相連","","427","2013016","1500","","","緊緊相連","2025-2-28 12:00:00","20"
"","428","","Andante‧With‧You　祈禱的雙唱響起時","","428","-1","1000","","","Andante‧With‧You　祈禱的雙唱響起時","2025-3-31 12:00:00","20"
"","429","","歪音之精靈","","429","-1","1000","","","歪音之精靈","2025-3-31 12:00:00","20"
"","430","","星詠的祈禱之歌","","430","-1","1500","","","星詠的祈禱之歌","2025-3-31 12:00:00","20"
"","431","","演唱會海報","","431","-1","1000","","","演唱會海報","2025-3-31 12:00:00","20"
"","432","","魔星獸決戰","","432","-1","1000","","","魔星獸決戰","2025-3-31 12:00:00","20"
"","433","","超鋼少女巨型克蘿茜　～大出擊！蘭德索爾爆炸4.1秒前～","","433","-1","1000","","","超鋼少女巨型克蘿茜　～大出擊！蘭德索爾爆炸4.1秒前～","2025-4-30 12:00:00","20"
"","434","","巨鋼機獸‧改造蓋登","","434","-1","1000","","","巨鋼機獸‧改造蓋登","2025-4-30 12:00:00","20"
"","435","","愛！勇氣！巨型克蘿茜","","435","-1","1500","","","愛！勇氣！巨型克蘿茜","2025-4-30 12:00:00","20"
"","436","","克蘿茜大解密","","436","-1","1000","","","克蘿茜大解密","2025-4-30 12:00:00","20"
"","437","","集結！　阿爾克絲＆暮光　密醫與兩位鍊金術師","","437","-1","1000","","","集結！　阿爾克絲＆暮光　密醫與兩位鍊金術師","2025-5-31 12:00:00","20"
"","438","","戀愛的鍊僕‧荷姆荷姆","","438","-1","1000","","","戀愛的鍊僕‧荷姆荷姆","2025-5-31 12:00:00","20"
"","439","","鍊金 Make it！","","439","-1","1500","","","鍊金 Make it！","2025-5-31 12:00:00","20"
"","440","","鍊金 Make it！ (off drama ver.)","","440","-1","1500","","","鍊金 Make it！ (off drama ver.)","2025-5-31 12:00:00","20"
"","441","","鍊金術‧重播","","441","-1","1000","","","鍊金術‧重播","2025-5-31 12:00:00","20"
"","442","","華隸大小姐華音的華麗復仇　～佐以傲嬌粉紅～","","442","-1","1000","","","華隸大小姐華音的華麗復仇　～佐以傲嬌粉紅～","2025-6-30 12:00:00","20"
"","443","","灼麗的劍奴 哥布林女士","","443","-1","1000","","","灼麗的劍奴 哥布林女士","2025-6-30 12:00:00","20"
"","444","","Back×Back","","444","-1","1500","","","Back×Back","2025-6-30 12:00:00","20"
"","445","","華隸大小姐的更生挑戰","","445","-1","1000","","","華隸大小姐的更生挑戰","2025-6-30 12:00:00","20"
"","446","","Summer Dream Refrain　水平線彼端的旅途","","446","-1","1000","","","Summer Dream Refrain　水平線彼端的旅途","2025-7-31 12:00:00","20"
"","447","","厄莉絲的闇影","","447","-1","1000","","","厄莉絲的闇影","2025-7-31 12:00:00","20"
"","448","","幸福的味道","","448","-1","1500","","","幸福的味道","2025-7-31 12:00:00","20"
"","449","","Summer Anemos Summer Qualia","","449","-1","1000","","","Summer Anemos, Summer Qualia","2025-8-31 12:00:00","20"
"","450","","企鵝加丘","","450","-1","1000","","","企鵝加丘","2025-8-31 12:00:00","20"
"","451","","夏日的一片花瓣","","451","-1","1500","","","夏日的一片花瓣","2025-8-31 12:00:00","20"
"","452","","妮諾建立大奧","","452","-1","1000","","","妮諾，建立大奧","2025-8-31 12:00:00","20"
"","453","","And I Will　以掌握的這雙手","","453","-1","1000","","",", And I Will　以掌握的這雙手","2025-9-30 12:00:00","20"
"","454","","霸瞳皇帝'","","454","-1","1000","","","霸瞳皇帝'","2025-9-30 12:00:00","20"
"","455","","Resonate　～奔向尚未見過的明日～","","455","-1","1500","","","Resonate　～奔向尚未見過的明日～","2025-9-30 12:00:00","20"
