a1a9242d75ad55f7f49054b4e41e093eeeedeec66fa9dadf429d5693cc5e215c,5908880b4665ad9af3ef00ae52352fc52b486c26e1d35bf2a7c0ba596898bdbc,80c78d0c3a95f18d8fb55eb8a7225df6d1fca639575cea504347ba157e946b33,227350627fd21cc7c490cbf7a39eb61eb3931664f870543709edb4718302a4bc,76af0af7aeafd72145d6c81d2ae94e223221e6fc0da3e73f8f6e1827aae9b4de,2cfff6402f3055c629091138cb2a0c12dc0dee41955c93d9d5e3a87fbbdbf6dc,5896147a496502833bfd878331338229cbd6b51ec7c1368cbad057c5dad211e8,8e88cefbaba53c52863c310bf6ed1239a8027d04cf3942a313e4b5a6c39db189,1d1d99e9dea2fd401ad8ec7609015ab69dfcfe82ddf4503cb78b50e49fb92795
"320120206","0","67","502012203","1","2","521","3","10"
"320120206","0","11","0","0.65","3","522","1","43.5"
"320120207","0","50","502012206","0.7","1","523","2","-98"
"320120207","0","72","502012208","1","2","524","3","0"
"320120207","0","13","0","0.65","3","525","1","49"
"320120208","0","30","0","1.2","1","526","1","10"
"320120209","0","40","0","0.9","1","527","1","40"
"320120210","0","-35","0","1.1","1","528","1","-20"
"320120306","0","40","502012301","0.7","1","529","2","-74"
"320120306","0","67","502012303","1","2","530","3","10"
"320120306","0","11","0","0.65","3","531","1","43.5"
"320120307","0","50","502012306","0.7","1","532","2","-98"
"320120307","0","72","502012308","1","2","533","3","0"
"320120307","0","13","0","0.65","3","534","1","49"
"320120308","0","30","0","1.2","1","535","1","10"
"320120309","0","40","0","0.9","1","536","1","40"
"320120310","0","-35","0","1.1","1","537","1","-20"
"320120406","0","40","502012401","0.7","1","538","2","-74"
"320120406","0","67","502012403","1","2","539","3","10"
"320120406","0","11","0","0.65","3","540","1","43.5"
"320120407","0","50","502012406","0.7","1","541","2","-98"
"320120407","0","72","502012408","1","2","542","3","0"
"320120407","0","13","0","0.65","3","543","1","49"
"320120408","0","30","0","1.2","1","544","1","10"
"320120409","0","40","0","0.9","1","545","1","40"
"320120410","0","-35","0","1.1","1","546","1","-20"
"320120506","0","40","502012501","0.7","1","547","2","-74"
"320120506","0","67","502012503","1","2","548","3","10"
"320120506","0","11","0","0.65","3","549","1","43.5"
"320120507","0","50","502012506","0.7","1","550","2","-98"
"320120507","0","72","502012508","1","2","551","3","0"
"320120507","0","13","0","0.65","3","552","1","49"
"320120508","0","30","0","1.2","1","553","1","10"
"320120509","0","40","0","0.9","1","554","1","40"
"320120510","0","-35","0","1.1","1","555","1","-20"
"320130106","0","40","502013101","0.7","1","556","2","-74"
"320130106","0","67","502013103","0.8","2","557","3","10"
"320130106","0","11","0","0.65","3","558","1","43.5"
"320130107","0","50","502013106","0.7","1","559","2","-98"
"320130107","0","72","502013108","0.9","2","560","3","50"
"320130107","0","13","0","0.65","3","561","1","49"
"320130108","0","30","0","1.2","1","562","1","10"
"320130109","0","40","0","0.8","1","563","1","40"
"320130110","0","-35","0","1.1","1","564","1","-20"
"320130206","0","40","502013201","0.7","1","565","2","-74"
"320130206","0","67","502013203","0.8","2","566","3","10"
"320130206","0","11","0","0.65","3","567","1","43.5"
"320130207","0","50","502013206","0.7","1","568","2","-98"
"320130207","0","72","502013208","0.9","2","569","3","50"
"320130207","0","13","0","0.65","3","570","1","49"
"320130208","0","30","0","1.2","1","571","1","10"
"320130209","0","40","0","0.8","1","572","1","40"
"320130210","0","-35","0","1.1","1","573","1","-20"
"320130306","0","40","502013301","0.7","1","574","2","-74"
"320130306","0","67","502013303","0.8","2","575","3","10"
"320130306","0","11","0","0.65","3","576","1","43.5"
"320130307","0","50","502013306","0.7","1","577","2","-98"
"320130307","0","72","502013308","0.9","2","578","3","50"
"320130307","0","13","0","0.65","3","579","1","49"
"320130308","0","30","0","1.2","1","580","1","10"
"320130309","0","40","0","0.8","1","581","1","40"
"320130310","0","-35","0","1.1","1","582","1","-20"
"320130406","0","40","502013401","0.7","1","583","2","-74"
"320130406","0","67","502013403","0.8","2","584","3","10"
"320130406","0","11","0","0.65","3","585","1","43.5"
"320130407","0","50","502013406","0.7","1","586","2","-98"
"320130407","0","72","502013408","0.9","2","587","3","50"
"320130407","0","13","0","0.65","3","588","1","49"
"320130408","0","30","0","1.2","1","589","1","10"
"320130409","0","40","0","0.8","1","590","1","40"
"320130410","0","-35","0","1.1","1","591","1","-20"
"320130506","0","40","502013501","0.7","1","592","2","-74"
"320130506","0","67","502013503","0.8","2","593","3","10"
"320130506","0","11","0","0.65","3","594","1","43.5"
"320130507","0","50","502013506","0.7","1","595","2","-98"
"320130507","0","72","502013508","0.9","2","596","3","50"
"320130507","0","13","0","0.65","3","597","1","49"
"320130508","0","30","0","1.2","1","598","1","10"
"320130509","0","40","0","0.8","1","599","1","40"
"320130510","0","-35","0","1.1","1","600","1","-20"
"320140106","0","40","502014101","0.7","1","601","2","-74"
"320140106","0","67","502014103","1","2","602","3","13"
"320140106","0","11","0","0.65","3","603","1","43.5"
"320140107","0","50","502014106","0.7","1","604","2","-68"
"320140107","0","62","502014108","0.95","2","605","3","30"
"320140107","0","13","0","0.65","3","606","1","29"
"320140108","0","10","0","1","1","607","1","5"
"320140109","0","20","0","0.8","1","608","1","0"
"320140110","0","-35","0","1.1","1","609","1","-20"
"320140206","0","40","502014201","0.7","1","610","2","-74"
"320140206","0","67","502014203","1","2","611","3","13"
"320140206","0","11","0","0.65","3","612","1","43.5"
"320140207","0","50","502014206","0.7","1","613","2","-68"
"320140207","0","62","502014208","0.95","2","614","3","30"
"320140207","0","13","0","0.65","3","615","1","29"
"320140208","0","10","0","1","1","616","1","5"
"320140209","0","20","0","0.8","1","617","1","0"
"320140210","0","-35","0","1.1","1","618","1","-20"
"320140306","0","40","502014301","0.7","1","619","2","-74"
"320140306","0","67","502014303","1","2","620","3","13"
"320140306","0","11","0","0.65","3","621","1","43.5"
"320140307","0","50","502014306","0.7","1","622","2","-68"
"320140307","0","62","502014308","0.95","2","623","3","30"
"320140307","0","13","0","0.65","3","624","1","29"
"320140308","0","10","0","1","1","625","1","5"
"320140309","0","20","0","0.8","1","626","1","0"
"320140310","0","-35","0","1.1","1","627","1","-20"
"320140406","0","40","502014401","0.7","1","628","2","-74"
"320140406","0","67","502014403","1","2","629","3","13"
"320140406","0","11","0","0.65","3","630","1","43.5"
"320140407","0","50","502014406","0.7","1","631","2","-68"
"320140407","0","62","502014408","0.95","2","632","3","30"
"320140407","0","13","0","0.65","3","633","1","29"
"320140408","0","10","0","1","1","634","1","5"
"320140409","0","20","0","0.8","1","635","1","0"
"320140410","0","-35","0","1.1","1","636","1","-20"
"320140506","0","40","502014501","0.7","1","637","2","-74"
"320140506","0","67","502014503","1","2","638","3","13"
"320140506","0","11","0","0.65","3","639","1","43.5"
"320140507","0","50","502014506","0.7","1","640","2","-68"
"320140507","0","62","502014508","0.95","2","641","3","30"
"320140507","0","13","0","0.65","3","642","1","29"
"320140508","0","10","0","1","1","643","1","5"
"320140509","0","20","0","0.8","1","644","1","0"
"320140510","0","-35","0","1.1","1","645","1","-20"
