9be180c85a76dce5e53da51f5c0b2f31273ad43a5d20e78f381aae735e16ce1e,c084ee0a1549447fa4dff4591e08f75aa697dc5ff9107e25894b80a39373816b,50539cbf06720c0b554e6506451b0700bd9821fbb7d50e2a4531540e91e9bc60,928462e48460591455b665eba6d00325a42647fd8a12ef4e67a3a6ff4c35f9e2,df3bb427aa17a9244748751ff1042aeabc16662ca8498a3fdf008f697f777647,98df7114c36561c7f4282680c2198924669f16de305f6bcb8fdb457f81c40278,0865fc15f22989c5950cd25e479f2d89c9947ae344c0683b6fd95ecf4c22bf41,a4c7b91a4a963af0919951134309729b98498f9352286a0099f8f3e997ae3ff1
"710000419","712104191","710041903","710041904","710041902","710041901","710041905","100"
"710000420","712104201","710042001","710042005","710042003","710042004","710042002","100"
"710000421","712204211","710042103","710042102","710042104","710042101","710042105","100"
"710000422","712204221","710042204","710042201","710042202","710042203","710042205","100"
"710000423","712204231","710042301","710042304","710042302","710042303","710042305","100"
"710000424","712204241","710042401","710042404","710042402","710042403","710042405","100"
"710000425","712204251","710042503","710042502","710042504","710042501","710042505","100"
"710000426","712204261","710042604","710042601","710042602","710042603","710042605","100"
"710000427","712204271","710042701","710042704","710042702","710042703","710042705","100"
"710000428","712204281","710042801","710042804","710042802","710042803","710042805","100"
"710000429","712204291","710042903","710042904","710042902","710042901","710042905","100"
"710000430","712204301","710043001","710043005","710043003","710043004","710043002","100"
"710000431","712304311","710043101","710043104","710043102","710043103","710043105","100"
"710000432","712304321","710043203","710043202","710043204","710043201","710043205","100"
"710000433","712304331","710043301","710043304","710043302","710043303","710043305","100"
"710000434","712304341","710043404","710043401","710043402","710043403","710043405","100"
"710000435","712304351","710043501","710043504","710043502","710043503","710043505","100"
"710000436","712304361","710043601","710043602","710043604","710043603","710043605","100"
"710000437","712304371","710043701","710043704","710043702","710043703","710043705","100"
"710000438","712304381","710043801","710043804","710043802","710043803","710043805","100"
"710000439","712304391","710043901","710043902","710043904","710043903","710043905","100"
"710000440","712304401","710044001","710044005","710044003","710044004","710044002","100"
"710000441","712404411","710044101","710044104","710044102","710044103","710044105","100"
"710000442","712404421","710044201","710044204","710044202","710044203","710044205","100"
"710000443","712404431","710044304","710044301","710044302","710044303","710044305","100"
"710000444","712404441","710044401","710044404","710044402","710044403","710044405","100"
"710000445","712404451","710044503","710044504","710044502","710044501","710044505","100"
"710000446","712404461","710044601","710044604","710044602","710044603","710044605","100"
"710000447","712404471","710044703","710044702","710044704","710044701","710044705","100"
"710000448","712404481","710044804","710044801","710044802","710044803","710044805","100"
"710000449","712404491","710044904","710044901","710044902","710044903","710044905","100"
"710000450","712404501","710045004","710045005","710045003","710045001","710045002","100"
"710000451","712504511","710045103","710045104","710045102","710045101","710045105","100"
"710000452","712504521","710045201","710045204","710045202","710045203","710045205","100"
"710000453","712504531","710045301","710045302","710045304","710045303","710045305","100"
"710000454","712504541","710045401","710045402","710045404","710045403","710045405","100"
"710000455","712504551","710045501","710045504","710045502","710045503","710045505","100"
"710000456","712504561","710045601","710045602","710045604","710045603","710045605","100"
"710000457","712504571","710045704","710045701","710045702","710045703","710045705","100"
"710000458","712504581","710045801","710045802","710045804","710045803","710045805","100"
"710000459","712504591","710045901","710045904","710045902","710045903","710045905","100"
"710000460","712504601","710046001","710046005","710046003","710046004","710046002","100"
"710000461","712604611","710046103","710046102","710046104","710046101","710046105","100"
"710000462","712604621","710046201","710046204","710046202","710046203","710046205","100"
"710000463","712604631","710046301","710046304","710046305","710046303","710046302","100"
"710000464","712604641","710046403","710046404","710046402","710046401","710046405","100"
"710000465","712604651","710046501","710046504","710046502","710046503","710046505","100"
"710000466","712604661","710046601","710046604","710046602","710046603","710046605","100"
"710000467","712604671","710046701","710046704","710046705","710046703","710046702","100"
"710000468","712604681","710046804","710046801","710046802","710046803","710046805","100"
"710000469","712604691","710046901","710046904","710046902","710046903","710046905","100"
"710000470","712604701","710047001","710047002","710047003","710047004","710047005","100"
"710000471","712704711","710047101","710047102","710047104","710047103","710047105","100"
"710000472","712704721","710047203","710047202","710047204","710047201","710047205","100"
"710000473","712704731","710047301","710047304","710047305","710047303","710047302","100"
"710000474","712704741","710047401","710047404","710047405","710047403","710047402","100"
"710000475","712704751","710047503","710047504","710047502","710047501","710047505","100"
"710000476","712704761","710047604","710047601","710047602","710047603","710047605","100"
"710000477","712704771","710047702","710047703","710047704","710047701","710047705","100"
"710000478","712704781","710047801","710047804","710047805","710047803","710047802","100"
"710000479","712704791","710047903","710047904","710047902","710047901","710047905","100"
"710000480","712704801","710048002","710048004","710048003","710048001","710048005","100"
"710000481","712804811","710048101","710048104","710048102","710048103","710048105","100"
"710000482","712804821","710048201","710048204","710048205","710048203","710048202","100"
"710000483","712804831","710048304","710048301","710048302","710048303","710048305","100"
"710000484","712804841","710048404","710048401","710048402","710048403","710048405","100"
"710000485","712804851","710048504","710048501","710048502","710048503","710048505","100"
"710000486","712804861","710048601","710048604","710048602","710048603","710048605","100"
"710000487","712804871","710048701","710048704","710048705","710048703","710048702","100"
"710000488","712804881","710048804","710048801","710048802","710048803","710048805","100"
"710000489","712804891","710048904","710048901","710048902","710048903","710048905","100"
"710000490","712804901","710049004","710049002","710049003","710049001","710049005","100"
"710000491","712904911","710049101","710049104","710049102","710049103","710049105","100"
"710000492","712904921","710049203","710049202","710049204","710049201","710049205","100"
"710000493","712904931","710049301","710049304","710049305","710049303","710049302","100"
"710000494","712904941","710049403","710049404","710049402","710049401","710049405","100"
"710000495","712904951","710049501","710049504","710049502","710049503","710049505","100"
"710000496","712904961","710049601","710049604","710049602","710049603","710049605","100"
"710000497","712904971","710049701","710049702","710049704","710049703","710049705","100"
"710000498","712904981","710049801","710049802","710049804","710049803","710049805","100"
"710000499","712904991","710049903","710049904","710049902","710049901","710049905","100"
"710000500","712905001","710050004","710050002","710050003","710050001","710050005","100"
"710000501","713005011","710050101","710050104","710050102","710050103","710050105","100"
"710000502","713005021","710050201","710050204","710050205","710050203","710050202","100"
"710000503","713005031","710050301","710050304","710050305","710050303","710050302","100"
"710000504","713005041","710050403","710050404","710050402","710050401","710050405","100"
"710000505","713005051","710050501","710050502","710050504","710050503","710050505","100"
"710000506","713005061","710050601","710050604","710050602","710050603","710050605","100"
"710000507","713005071","710050704","710050701","710050702","710050703","710050705","100"
"710000508","713005081","710050801","710050802","710050804","710050803","710050805","100"
"710000509","713005091","710050901","710050904","710050905","710050903","710050902","100"
"710000510","713005101","710051001","710051005","710051003","710051004","710051002","100"
"710000511","713105111","710051101","710051104","710051102","710051103","710051105","100"
"710000512","713105121","710051203","710051202","710051204","710051201","710051205","100"
"710000513","713105131","710051301","710051304","710051305","710051303","710051302","100"
"710000514","713105141","710051401","710051402","710051404","710051403","710051405","100"
"710000515","713105151","710051501","710051502","710051504","710051503","710051505","100"
"710000516","713105161","710051603","710051604","710051602","710051601","710051605","100"
"710000517","713105171","710051701","710051702","710051704","710051703","710051705","100"
"710000518","713105181","710051801","710051804","710051802","710051803","710051805","100"
"710000519","713105191","710051901","710051904","710051905","710051903","710051902","100"
"710000520","713105201","710052001","710052005","710052003","710052004","710052002","100"
"710000521","713205211","710052101","710052104","710052102","710052103","710052105","100"
"710000522","713205221","710052203","710052202","710052204","710052201","710052205","100"
"710000523","713205231","710052301","710052304","710052305","710052303","710052302","100"
"710000524","713205241","710052401","710052404","710052402","710052403","710052405","100"
"710000525","713205251","710052504","710052501","710052502","710052503","710052505","100"
"710000526","713205261","710052601","710052602","710052604","710052603","710052605","100"
"710000527","713205271","710052701","710052704","710052705","710052703","710052702","100"
"710000528","713205281","710052801","710052802","710052804","710052803","710052805","100"
"710000529","713205291","710052901","710052904","710052902","710052903","710052905","100"
"710000530","713205301","710053001","710053005","710053003","710053004","710053002","100"
"710000531","713305311","710053104","710053101","710053102","710053103","710053105","100"
"710000532","713305321","710053201","710053204","710053202","710053203","710053205","100"
"710000533","713305331","710053301","710053302","710053304","710053303","710053305","100"
"710000534","713305341","710053403","710053404","710053402","710053401","710053405","100"
"710000535","713305351","710053504","710053501","710053505","710053503","710053502","100"
"710000536","713305361","710053601","710053604","710053602","710053603","710053605","100"
"710000537","713305371","710053704","710053701","710053705","710053703","710053702","100"
"710000538","713305381","710053803","710053802","710053804","710053801","710053805","100"
"710000539","713305391","710053904","710053901","710053902","710053903","710053905","100"
"710000540","713305401","710054001","710054005","710054003","710054004","710054002","100"
"710000541","713405411","710054104","710054101","710054102","710054103","710054105","100"
"710000542","713405421","710054204","710054201","710054205","710054203","710054202","100"
"710000543","713405431","710054301","710054302","710054304","710054303","710054305","100"
"710000544","713405441","710054401","710054404","710054405","710054403","710054402","100"
"710000545","713405451","710054501","710054504","710054502","710054503","710054505","100"
"710000546","713405461","710054601","710054602","710054604","710054603","710054605","100"
"710000547","713405471","710054704","710054705","710054701","710054703","710054702","100"
"710000548","713405481","710054801","710054802","710054804","710054803","710054805","100"
"710000549","713405491","710054903","710054902","710054904","710054901","710054905","100"
"710000550","713405501","710055001","710055005","710055003","710055004","710055002","100"
"710000551","713505511","710055103","710055102","710055104","710055101","710055105","100"
"710000552","713505521","710055204","710055201","710055205","710055203","710055202","100"
"710000553","713505531","710055303","710055302","710055304","710055301","710055305","100"
"710000554","713505541","710055401","710055404","710055405","710055403","710055402","100"
"710000555","713505551","710055504","710055501","710055502","710055503","710055505","100"
"710000556","713505561","710055601","710055602","710055604","710055603","710055605","100"
"710000557","713505571","710055704","710055701","710055702","710055703","710055705","100"
"710000558","713505581","710055804","710055801","710055802","710055803","710055805","100"
"710000559","713505591","710055901","710055902","710055904","710055903","710055905","100"
"710000560","713505601","710056001","710056005","710056003","710056004","710056002","100"
"710000561","713605611","710056103","710056102","710056104","710056101","710056105","100"
"710000562","713605621","710056201","710056202","710056204","710056203","710056205","100"
"710000563","713605631","710056301","710056304","710056305","710056303","710056302","100"
"710000564","713605641","710056401","710056404","710056405","710056403","710056402","100"
"710000565","713605651","710056501","710056504","710056505","710056503","710056502","100"
"710000566","713605661","710056603","710056604","710056602","710056601","710056605","100"
"710000567","713605671","710056701","710056702","710056704","710056703","710056705","100"
"710000568","713605681","710056804","710056805","710056801","710056803","710056802","100"
"710000569","713605691","710056901","710056904","710056902","710056903","710056905","100"
"710000570","713605701","710057001","710057003","710057002","710057004","710057005","100"
"710000571","713705711","710057101","710057104","710057102","710057103","710057105","100"
"710000572","713705721","710057201","710057204","710057205","710057203","710057202","100"
"710000573","713705731","710057303","710057302","710057304","710057301","710057305","100"
"710000574","713705741","710057404","710057401","710057405","710057403","710057402","100"
"710000575","713705751","710057501","710057504","710057502","710057503","710057505","100"
"710000576","713705761","710057603","710057604","710057602","710057601","710057605","100"
"710000577","713705771","710057703","710057704","710057705","710057701","710057702","100"
"710000578","713705781","710057801","710057802","710057804","710057803","710057805","100"
"710000579","713705791","710057901","710057904","710057905","710057903","710057902","100"
"710000580","713705801","710058004","710058002","710058003","710058001","710058005","100"
"710000581","713805811","710058101","710058104","710058102","710058103","710058105","100"
"710000582","713805821","710058203","710058202","710058204","710058201","710058205","100"
"710000583","713805831","710058304","710058301","710058302","710058303","710058305","100"
"710000584","713805841","710058401","710058404","710058402","710058403","710058405","100"
"710000585","713805851","710058501","710058502","710058504","710058503","710058505","100"
"710000586","713805861","710058603","710058602","710058604","710058601","710058605","100"
"710000587","713805871","710058703","710058704","710058702","710058701","710058705","100"
"710000588","713805881","710058801","710058802","710058804","710058803","710058805","100"
"710000589","713805891","710058901","710058904","710058902","710058903","710058905","100"
"710000590","713805901","710059002","710059004","710059005","710059001","0","100"
"710000591","713905911","710059101","710059104","710059102","710059103","710059105","100"
"710000592","713905921","710059204","710059205","710059201","710059203","710059202","100"
"710000593","713905931","710059301","710059304","710059302","710059303","710059305","100"
"710000594","713905941","710059401","710059404","710059402","710059403","710059405","100"
"710000595","713905951","710059503","710059502","710059504","710059501","710059505","100"
"710000596","713905961","710059601","710059604","710059602","710059603","710059605","100"
"710000597","713905971","710059704","710059701","710059702","710059703","710059705","100"
"710000598","713905981","710059804","710059801","710059802","710059803","710059805","100"
"710000599","713905991","710059901","710059904","710059902","710059903","710059905","100"
"710000600","713906001","710060005","710060002","710060004","710060001","0","100"
"710000601","714006011","710060101","710060102","710060104","710060103","710060105","100"
"710000602","714006021","710060201","710060202","710060204","710060203","710060205","100"
"710000603","714006031","710060301","710060302","710060304","710060303","710060305","100"
"710000604","714006041","710060401","710060404","710060402","710060403","710060405","100"
"710000605","714006051","710060504","710060501","710060502","710060503","710060505","100"
"710000606","714006061","710060604","710060601","710060602","710060603","710060605","100"
"710000607","714006071","710060701","710060702","710060704","710060703","710060705","100"
"710000608","714006081","710060804","710060801","710060802","710060803","710060805","100"
"710000609","714006091","710060901","710060904","710060902","710060903","710060905","100"
"710000610","714006101","710061002","710061005","710061004","710061001","0","100"
"710000611","714106111","710061104","710061101","710061102","710061103","710061105","100"
"710000612","714106121","710061201","710061202","710061204","710061203","710061205","100"
"710000613","714106131","710061303","710061302","710061304","710061301","710061305","100"
"710000614","714106141","710061401","710061404","710061402","710061403","710061405","100"
"710000615","714106151","710061503","710061504","710061502","710061501","710061505","100"
"710000616","714106161","710061604","710061601","710061602","710061603","710061605","100"
"710000617","714106171","710061703","710061702","710061704","710061701","710061705","100"
"710000618","714106181","710061801","710061802","710061804","710061803","710061805","100"
"710000619","714106191","710061901","710061904","710061902","710061903","710061905","100"
"710000620","714106201","710062001","710062002","710062004","710062005","0","100"
"710000621","714206211","710062103","710062104","710062105","710062101","710062102","100"
"710000622","714206221","710062204","710062201","710062205","710062203","710062202","100"
"710000623","714206231","710062303","710062302","710062304","710062301","710062305","100"
"710000624","714206241","710062401","710062402","710062404","710062403","710062405","100"
"710000625","714206251","710062503","710062502","710062504","710062501","710062505","100"
"710000626","714206261","710062604","710062601","710062602","710062603","710062605","100"
"710000627","714206271","710062701","710062704","710062702","710062703","710062705","100"
"710000628","714206281","710062804","710062801","710062802","710062803","710062805","100"
"710000629","714206291","710062901","710062902","710062904","710062903","710062905","100"
"710000630","714206301","710063005","710063002","710063004","710063001","0","100"
"710000631","714306311","710063104","710063101","710063102","710063103","710063105","100"
"710000632","714306321","710063201","710063204","710063202","710063203","710063205","100"
"710000633","714306331","710063301","710063302","710063304","710063303","710063305","100"
"710000634","714306341","710063401","710063404","710063402","710063403","710063405","100"
"710000635","714306351","710063504","710063505","710063501","710063503","710063502","100"
"710000636","714306361","710063601","710063604","710063602","710063603","710063605","100"
"710000637","714306371","710063703","710063702","710063704","710063701","710063705","100"
"710000638","714306381","710063801","710063804","710063802","710063803","710063805","100"
"710000639","714306391","710063904","710063905","710063901","710063903","710063902","100"
"710000640","714306401","710064005","710064002","710064004","710064001","0","100"
"710000641","714406411","710064101","710064102","710064103","710064105","710064104","100"
"710000642","714406421","710064201","710064204","710064202","710064203","710064205","100"
"710000643","714406431","710064304","710064301","710064302","710064303","710064305","100"
"710000644","714406441","710064403","710064402","710064404","710064401","710064405","100"
"710000645","714406451","710064501","710064504","710064502","710064503","710064505","100"
"710000646","714406461","710064604","710064601","710064602","710064603","710064605","100"
"710000647","714406471","710064703","710064702","710064704","710064701","710064705","100"
"710000648","714406481","710064804","710064801","710064805","710064803","710064802","100"
"710000649","714406491","710064901","710064904","710064902","710064903","710064905","100"
"710000650","714406501","710065001","710065002","710065004","710065005","0","100"
"710000651","714506511","710065101","710065104","710065102","710065103","710065105","100"
"710000652","714506521","710065201","710065204","710065202","710065203","710065205","100"
"710000653","714506531","710065301","710065304","710065302","710065303","710065305","100"
"710000654","714506541","710065401","710065404","710065402","710065403","710065405","100"
"710000655","714506551","710065501","710065504","710065502","710065503","710065505","100"
"710000656","714506561","710065603","710065602","710065604","710065601","710065605","100"
"710000657","714506571","710065701","710065704","710065702","710065703","710065705","100"
"710000658","714506581","710065803","710065802","710065804","710065801","710065805","100"
"710000659","714506591","710065904","710065901","710065902","710065903","710065905","100"
"710000660","714506601","710066005","710066002","710066004","710066001","0","100"
"710000661","714606611","710066101","710066102","710066104","710066103","710066105","100"
"710000662","714606621","710066201","710066202","710066204","710066203","710066205","100"
"710000663","714606631","710066301","710066304","710066302","710066303","710066305","100"
"710000664","714606641","710066403","710066404","710066402","710066401","710066405","100"
"710000665","714606651","710066504","710066501","710066502","710066503","710066505","100"
"710000666","714606661","710066603","710066602","710066604","710066601","710066605","100"
"710000667","714606671","710066701","710066702","710066704","710066703","710066705","100"
"710000668","714606681","710066801","710066804","710066802","710066803","710066805","100"
"710000669","714606691","710066903","710066904","710066905","710066901","710066902","100"
"710000670","714606701","710067004","710067002","710067005","710067001","0","100"
"710000671","714706711","710067103","710067104","710067102","710067101","710067105","100"
"710000672","714706721","710067203","710067202","710067204","710067201","710067205","100"
"710000673","714706731","710067304","710067301","710067302","710067303","710067305","100"
"710000674","714706741","710067401","710067402","710067404","710067403","710067405","100"
"710000675","714706751","710067501","710067502","710067504","710067503","710067505","100"
"710000676","714706761","710067604","710067601","710067602","710067603","710067605","100"
"710000677","714706771","710067703","710067704","710067705","710067701","710067702","100"
"710000678","714706781","710067804","710067801","710067805","710067803","710067802","100"
"710000679","714706791","710067901","710067902","710067904","710067903","710067905","100"
"710000680","714706801","710068004","710068002","710068005","710068001","0","100"
"710000681","714806811","710068104","710068101","710068102","710068103","710068105","100"
"710000682","714806821","710068204","710068201","710068202","710068203","710068205","100"
"710000683","714806831","710068301","710068304","710068302","710068303","710068305","100"
"710000684","714806841","710068402","710068403","710068404","710068401","710068405","100"
"710000685","714806851","710068501","710068504","710068502","710068503","710068505","100"
"710000686","714806861","710068604","710068601","710068602","710068603","710068605","100"
"710000687","714806871","710068703","710068704","710068705","710068701","710068702","100"
"710000688","714806881","710068804","710068801","710068802","710068803","710068805","100"
"710000689","714806891","710068901","710068902","710068904","710068903","710068905","100"
"710000690","714806901","710069002","710069004","710069005","710069001","0","100"
"710000691","714906911","710069104","710069101","710069102","710069103","710069105","100"
"710000692","714906921","710069201","710069204","710069202","710069203","710069205","100"
"710000693","714906931","710069301","710069304","710069302","710069303","710069305","100"
"710000694","714906941","710069401","710069404","710069402","710069403","710069405","100"
"710000695","714906951","710069504","710069501","710069502","710069503","710069505","100"
"710000696","714906961","710069604","710069601","710069602","710069603","710069605","100"
"710000697","714906971","710069704","710069701","710069705","710069703","710069702","100"
"710000698","714906981","710069801","710069804","710069802","710069803","710069805","100"
"710000699","714906991","710069904","710069901","710069902","710069903","710069905","100"
"710000700","714907001","710070004","710070002","710070005","710070001","0","100"
"710000701","715007011","710070102","710070103","710070104","710070101","710070105","100"
"710000702","715007021","710070201","710070202","710070204","710070203","710070205","100"
"710000703","715007031","710070301","710070302","710070304","710070303","710070305","100"
"710000704","715007041","710070403","710070404","710070405","710070401","710070402","100"
"710000705","715007051","710070504","710070501","710070505","710070503","710070502","100"
"710000706","715007061","710070603","710070604","710070602","710070601","710070605","100"
"710000707","715007071","710070701","710070702","710070704","710070703","710070705","100"
"710000708","715007081","710070803","710070802","710070804","710070801","710070805","100"
"710000709","715007091","710070904","710070901","710070902","710070903","710070905","100"
"710000710","715007101","710071004","710071002","710071005","710071001","0","100"
"710000711","715107111","710071101","710071104","710071105","710071103","710071102","100"
"710000712","715107121","710071203","710071201","710071202","710071204","710071205","100"
"710000713","715107131","710071303","710071304","710071302","710071301","710071305","100"
"710000714","715107141","710071402","710071403","710071404","710071401","710071405","100"
"710000715","715107151","710071503","710071502","710071504","710071501","710071505","100"
"710000716","715107161","710071601","710071604","710071602","710071603","710071605","100"
"710000717","715107171","710071704","710071701","710071702","710071703","710071705","100"
"710000718","715107181","710071803","710071802","710071804","710071801","710071805","100"
"710000719","715107191","710071901","710071904","710071905","710071903","710071902","100"
"710000720","715107201","710072001","710072002","710072005","710072004","0","100"
"710000721","715207211","710072101","710072104","710072102","710072103","710072105","100"
"710000722","715207221","710072204","710072201","710072202","710072203","710072205","100"
"710000723","715207231","710072301","710072304","710072305","710072303","710072302","100"
"710000724","715207241","710072401","710072404","710072402","710072403","710072405","100"
"710000725","715207251","710072501","710072504","710072505","710072503","710072502","100"
"710000726","715207261","710072601","710072604","710072602","710072603","710072605","100"
"710000727","715207271","710072704","710072701","710072702","710072703","710072705","100"
"710000728","715207281","710072801","710072804","710072802","710072803","710072805","100"
"710000729","715207291","710072903","710072902","710072904","710072901","710072905","100"
"710000730","715207301","710073004","710073002","710073005","710073001","0","100"
"710000731","715307311","710073101","710073102","710073104","710073103","710073105","100"
"710000732","715307321","710073202","710073203","710073204","710073201","710073205","100"
"710000733","715307331","710073301","710073304","710073302","710073303","710073305","100"
"710000734","715307341","710073401","710073404","710073402","710073403","710073405","100"
"710000735","715307351","710073503","710073502","710073504","710073501","710073505","100"
"710000736","715307361","710073601","710073604","710073605","710073603","710073602","100"
"710000737","715307371","710073703","710073704","710073705","710073701","710073702","100"
"710000738","715307381","710073801","710073804","710073802","710073803","710073805","100"
"710000739","715307391","710073901","710073902","710073904","710073903","710073905","100"
"710000740","715307401","710074001","710074002","710074005","710074004","0","100"
"710000741","715407411","710074103","710074104","710074105","710074101","710074102","100"
"710000742","715407421","710074204","710074205","710074201","710074203","710074202","100"
"710000743","715407431","710074304","710074301","710074305","710074303","710074302","100"
"710000744","715407441","710074401","710074404","710074405","710074403","710074402","100"
"710000745","715407451","710074503","710074502","710074504","710074501","710074505","100"
"710000746","715407461","710074603","710074604","710074602","710074601","710074605","100"
"710000747","715407471","710074701","710074702","710074704","710074703","710074705","100"
"710000748","715407481","710074801","710074802","710074804","710074803","710074805","100"
"710000749","715407491","710074904","710074901","710074902","710074903","710074905","100"
"710000750","715407501","710075001","710075002","710075005","710075004","0","100"
"710000751","715507511","710075102","710075103","710075104","710075101","710075105","100"
"710000752","715507521","710075201","710075204","710075202","710075203","710075205","100"
"710000753","715507531","710075301","710075302","710075304","710075303","710075305","100"
"710000754","715507541","710075403","710075404","710075405","710075401","710075402","100"
"710000755","715507551","710075501","710075504","710075502","710075503","710075505","100"
"710000756","715507561","710075601","710075604","710075602","710075603","710075605","100"
"710000757","715507571","710075701","710075702","710075704","710075703","710075705","100"
"710000758","715507581","710075801","710075802","710075804","710075803","710075805","100"
"710000759","715507591","710075903","710075904","710075905","710075901","710075902","100"
"710000760","715507601","710076002","710076004","710076005","710076001","0","100"
"720000001","720100701","720007004","720007001","720007005","720007003","720007002","100"
"720000002","720201101","720011004","720011001","720011005","720011003","720011002","100"
"720000003","720301301","720013004","720013001","720013005","720013003","720013002","100"
"720000004","720401501","720015002","720015003","720015004","720015001","720015005","100"
"720000005","720501701","720017002","720017003","720017004","720017001","720017005","100"
"720000006","720601901","720019002","720019004","720019003","720019001","720019005","100"
"720000007","720702101","720021002","720021003","720021004","720021001","720021005","100"
"720000008","720802301","720023003","720023001","720023004","720023002","0","100"
"720000009","720902501","720025002","720025003","720025004","720025001","0","100"
"720000010","721002701","720027002","720027003","720027004","720027001","720027005","100"
"720000011","721102901","720029002","720029003","720029004","720029001","720029005","100"
"720000012","721203101","720031003","720031002","720031004","720031001","720031005","100"
"720000013","721303301","720033002","720033003","720033004","720033001","720033005","100"
"720000014","721403501","720035002","720035004","720035003","720035001","720035005","100"
"720000015","721503601","720036002","720036004","720036003","720036001","720036005","100"
"720000016","721603701","720037002","720037004","720037003","720037001","720037005","100"
"720000017","721703801","720038002","720038004","720038003","720038001","720038005","100"
"720000018","721803901","720039002","720039004","720039003","720039001","720039005","100"
"720000019","721904001","720040002","720040004","720040003","720040001","720040005","100"
"720000020","722004101","720041002","720041004","720041003","720041001","720041005","100"
"720000021","722104201","720042002","720042004","720042003","720042001","720042005","100"
"720000022","722204301","720043002","720043004","720043003","720043001","720043005","100"
"720000023","722304401","720044002","720044004","720044003","720044001","720044005","100"
"720000024","722404501","720045002","720045004","720045003","720045001","720045005","100"
"720000025","722504601","720046002","720046004","720046003","720046001","720046005","100"
"720000026","722604701","720047002","720047004","720047003","720047001","720047005","100"
"720000027","722704801","720048002","720048004","720048003","720048001","720048005","100"
"720000028","722804901","720049002","720049004","720049003","720049001","720049005","100"
"720000029","722905001","720050002","720050004","720050003","720050001","720050005","100"
"720000030","723005101","720051002","720051004","720051003","720051001","720051005","100"
"720000031","723105201","720052002","720052004","720052003","720052001","720052005","100"
"720000032","723205301","720053002","720053004","720053003","720053001","720053005","100"
"720000033","723305401","720054002","720054004","720054003","720054001","720054005","100"
"720000034","723405501","720055002","720055004","720055003","720055001","720055005","100"
"720000035","723505601","720056002","720056004","720056003","720056001","720056005","100"
"720000036","723605701","720057002","720057004","720057003","720057001","720057005","100"
"720000037","723705801","720058002","720058004","720058003","720058001","720058005","100"
"720000038","723805901","720059002","720059004","720059005","720059001","0","100"
"720000039","723906001","720060002","720060004","720060005","720060001","0","100"
"720000040","724006101","720061002","720061004","720061005","720061001","0","100"
"720000041","724106201","720062002","720062004","720062005","720062001","0","100"
"720000042","724206301","720063002","720063004","720063005","720063001","0","100"
"720000043","724306401","720064002","720064004","720064005","720064001","0","100"
"720000044","724406501","720065002","720065004","720065005","720065001","0","100"
"720000045","724506601","720066002","720066004","720066005","720066001","0","100"
"720000046","724606701","720067002","720067004","720067005","720067001","0","100"
"720000047","724706801","720068002","720068004","720068005","720068001","0","100"
"720000048","724806901","720069002","720069004","720069005","720069001","0","100"
"720000049","724907001","720070002","720070004","720070005","720070001","0","100"
"720000050","725007101","720071002","720071004","720071005","720071001","0","100"
"720000051","725107201","720072002","720072004","720072005","720072001","0","100"
"720000052","725207301","720073002","720073004","720073005","720073001","0","100"
"720000053","725307401","720074002","720074004","720074005","720074001","0","100"
"720000054","725407501","720075002","720075004","720075005","720075001","0","100"
"720000055","725507601","720076002","720076004","720076005","720076001","0","100"
"730000001","731403501","730035014","730035012","730035015","730035011","0","100"
"730000002","731403502","730035024","730035022","730035025","730035021","730035023","100"
"730000003","731403503","730035032","730035034","730035033","730035031","730035035","100"
"730000004","731503601","730036011","730036014","730036012","730036015","0","100"
"730000005","731503602","730036024","730036022","730036023","730036021","730036025","100"
"730000006","731503603","730036034","730036032","730036033","730036031","730036035","100"
"730000007","731603701","730037011","730037015","730037012","730037014","0","100"
"730000008","731603702","730037022","730037024","730037025","730037021","730037023","100"
"730000009","731603703","730037031","730037032","730037035","730037034","730037033","100"
"730000010","731703801","730038011","730038012","730038015","730038014","0","100"
"730000011","731703802","730038021","730038022","730038025","730038024","730038023","100"
"730000012","731703803","730038031","730038035","730038032","730038034","730038033","100"
"730000013","731803901","730039011","730039012","730039015","730039014","0","100"
"730000014","731803902","730039021","730039022","730039023","730039024","730039025","100"
"730000015","731803903","730039031","730039032","730039035","730039034","730039033","100"
"730000016","731904001","730040015","730040011","730040012","730040014","0","100"
"730000017","731904002","730040024","730040022","730040025","730040021","730040023","100"
"730000018","731904003","730040032","730040034","730040033","730040031","730040035","100"
"730000019","732004101","730041011","730041015","730041012","730041014","0","100"
"730000020","732004102","730041021","730041022","730041023","730041024","730041025","100"
"730000021","732004103","730041034","730041035","730041032","730041031","730041033","100"
"730000022","732104201","730042015","730042011","730042012","730042014","0","100"
"730000023","732104202","730042021","730042022","730042025","730042024","730042023","100"
"730000024","732104203","730042031","730042035","730042032","730042034","730042033","100"
"730000025","732204301","730043011","730043015","730043012","730043014","0","100"
"730000026","732204302","730043021","730043022","730043025","730043024","730043023","100"
"730000027","732204303","730043031","730043032","730043033","730043034","730043035","100"
"730000028","732304401","730044014","730044012","730044015","730044011","0","100"
"730000029","732304402","730044021","730044022","730044025","730044024","730044023","100"
"730000030","732304403","730044031","730044032","730044033","730044034","730044035","100"
"730000031","732404501","730045015","730045011","730045012","730045014","0","100"
"730000032","732404502","730045021","730045022","730045023","730045024","730045025","100"
"730000033","732404503","730045031","730045032","730045035","730045034","730045033","100"
