29b13f3d3da8f6b03576c0eba1e3e8cd580fce91f5d2cc2bf2e76c38f8c13877,8f0b8e37a70d3d3f22ce39352570ea72d41f2511c5e4b3f1f1b7b34941f7f9e8,2d021abb55862e9cec17108211200b3a686b92e44495fbf3c8818106b98433b0,f3cfd17f0bc6a08d1965b2b854d2c24e1446993c497e767268dabddf110b5857,5513f6b1ac11272419e6eab69ced08175c54f9edb40a397be0fbc2c0b33a5c88,bf4b6b01811cf75c4f4b8cdefcf049843f73a09a0d2966643e0c5f13a9209283,cb9758121afdc8d8f7188ebd5a45f00d5fcb5fc681b5ddd7943d99d4cb7eae43,dd6fbe7641121e2caf1c5c4287f4eb4453a80f3cd65283a0d174b86809579c81,c8c594d36f08bf9feaf0b11391e6c49e3133afa656ddac90b5240e19fa7dfeb4,8d0a701b7fd0b55d8a1819070dc8dfb50c8835ea51443d0b1d073c67ff963abd
"60000℃","0","1","6000℃","0","0","0","600℃","60℃","2320008"
"糖精","0","1","澱粉","0","0","0","胺基酸","葡萄糖漿","2320009"
"960","0","1","720","0","0","0","340","360","2320010"
"２分之１","0","1","８分之１","0","0","0","４分之１","６分之１","2320011"
"cot","0","1","tan","0","0","0","cos","sin","2320013"
"減法的答案","0","1","除法的答案","0","0","0","加法的答案","乘法的答案","2320014"
"次氯酸鈉","0","1","碘酒","0","0","0","過氧化氫","氫溴酸","2320016"
"道爾頓定律","0","1","克希荷夫定律","0","0","0","赫斯定律","亨利定律","2320017"
"螳螂座","0","1","蒼蠅座","0","0","0","蝴蝶座","蜻蜓座","2320018"
"月亮","0","1","太陽","0","0","0","木星","地球","2320020"
"9","0","1","3","0","0","0","13","11","2320021"
"鋇","0","1","氦","0","0","0","釷","鉀","2320022"
"氮","0","1","氖","0","0","0","氰","氝","2320025"
"自然對數","0","1","整數","0","0","0","總數","小數","2320026"
"電容","0","1","電阻抗","0","0","0","電功率","性價比","2320029"
"氫","0","1","水銀","0","0","0","氦","銀","2320030"
"12次","0","1","２次","0","0","0","４次","１次","2320031"
"海流","0","1","月球","0","0","0","地熱","魚群","2320032"
"Ne","0","1","Na","0","0","0","Nt","N","2320033"
"Ka","0","1","Ca","0","0","0","Cl","K","2320034"
"結膜","0","1","結晶","0","0","0","結節","結冰","2320035"
"４次","0","1","１次","0","0","0","３次","２次","2320036"
"分姊","0","1","分母","0","0","0","分兄","分父","2320037"
"碳","0","1","氧氣","0","0","0","溴","氫氣","2320040"
"伏火山","0","1","死火山","0","0","0","弱火山","休火山","2320041"
"大約31萬","0","1","大約30萬","0","0","0","大約32萬","大約33萬","2320042"
"Sigma","0","1","Delta","0","0","0","Zeta","Gamma","2320043"
"獅子座","0","1","水瓶座","0","0","0","巨蟹座","天蠍座","2320044"
"巨蟹座","0","1","獅子座","0","0","0","天蠍座","水瓶座","2320045"
"面","0","1","母線","0","0","0","邊","頂點","2320046"
"７","0","1","２","0","0","0","５","３","2320049"
"33公里","0","1","25公里","0","0","0","20公里","15公里","2320050"
"無線","0","1","前線","0","0","0","電線","點線","2320051"
"鈦","0","1","鋁","0","0","0","鎳","鐵","2320053"
"超新星","0","1","行星","0","0","0","衛星","恆星","2320054"
"日期","0","1","季節","0","0","0","時間","晝夜","2320056"
"Shoes","0","1","Fuse","0","0","0","Ruse","Muse","2320057"
"白色","0","1","綠色","0","0","0","藍色","紅色","2320058"
"焦耳","0","1","牛頓","0","0","0","托","帕斯卡","2320059"
"交集","0","1","積分","0","0","0","組合","階乘","2320060"
"16條","0","1","２條","0","0","0","４條","１條","2320061"
"貪吃佩可","0","1","同時著地","0","0","0","鏡華","莉瑪","2321001"
"蘭德索爾","0","1","大間","0","0","0","珊托魯斯","大江戶","2321002"
"艾爾皮斯島","0","1","珊托魯斯","0","0","0","大江戶","大間","2321003"
"咲戀育幼院","0","1","大江戶","0","0","0","珊托魯斯","大間","2321004"
"1500","0","1","2500","0","0","0","1000","2000","2321005"
"遮光率","0","1","反照率","0","0","0","對比度","流明","2330001"
"22","0","1","18","0","0","0","20","16","2330002"
"牡羊座","0","1","金牛座","0","0","0","水瓶座","獅子座","2330004"
"參宿四","0","1","大角星","0","0","0","老人星","天狼星","2330005"
"土星","0","1","天王星","0","0","0","木星","海王星","2330007"
"高嶺土","0","1","莫桑石","0","0","0","人造雲母","火山黏土","2330008"
"蠑螈座","0","1","蝎虎座","0","0","0","青蛙座","壁虎座","2330010"
"DC","0","1","AC","0","0","0","CC","BC","2330011"
"都會變白","0","1","藍色會變紅","0","0","0","都沒有變化","紅色會變藍","2330012"
"內心","0","1","重心","0","0","0","中心","外心","2330015"
"藍色","0","1","綠色","0","0","0","透明","橘色","2330016"
"13條","0","1","９條","0","0","0","７條","５條","2330017"
"第９戰","0","1","第31戰","0","0","0","第23戰","第16戰","2330018"
"南菱形座","0","1","南三角座","0","0","0","南四角座","南圓形座","2330020"
"心宿二","0","1","北河三","0","0","0","十字架三","十字架二","2330021"
"熱力學","0","1","量子力學","0","0","0","流體力學","牛頓力學","2330022"
"摩擦力","0","1","科氏力","0","0","0","萬有引力","磁力","2330023"
"自然化石","0","1","示相化石","0","0","0","齒石化石","指準化石","2330024"
"Rear","0","1","Scalar","0","0","0","Muller","Lasker","2330026"
"鑽石","0","1","氨氣","0","0","0","銀","乙炔","2330027"
"993","0","1","997","0","0","0","991","989","2330028"
"鎧魨毒素","0","1","蝦紅素","0","0","0","河魨毒素","魚毒素","2330029"
"亨利","0","1","電導","0","0","0","西門子","電感","2330030"
"Delta","0","1","Sigma","0","0","0","Gamma","Lambda","2330031"
"大犬座","0","1","小熊座","0","0","0","小犬座","大熊座","2330032"
"鎂","0","1","鈣","0","0","0","鈉","鉀","2330033"
"白堊紀","0","1","二疊紀","0","0","0","侏羅紀","三疊紀","2330034"
"銠","0","1","鎝","0","0","0","碲","鉬","2330035"
"270","0","1","180","0","0","0","360","90","2330036"
"事波器","0","1","示波器","0","0","0","式波器","是波器","2330037"
"１角","0","1","１弧分","0","0","0","１公尺","１里","2330038"
"1013大氣壓","0","1","１大氣壓","0","0","0","10大氣壓","０大氣壓","2330040"
"SiO2","0","1","NaCl","0","0","0","MgO","NaOH","2330041"
"１個","0","1","２個","0","0","0","４個","３個","2330042"
"９個","0","1","10個","0","0","0","８個","７個","2330043"
"氫氣","0","1","氧氣","0","0","0","二氧化碳","氮氣","2330045"
"木星","0","1","金星","0","0","0","月球","地球","2330047"
"城市熱島現象","0","1","布羅肯奇景","0","0","0","蠕變現象","都市蔓延現象","2330048"
"交點","0","1","抗力點","0","0","0","施力點","支點","2330049"
"分風現象","0","1","焚風現象","0","0","0","憤風現象","粉風現象","2330051"
"月","0","1","太陽","0","0","0","火星","水星","2330053"
"對流層","0","1","平流層","0","0","0","中間層","增溫層","2330056"
"土星","0","1","金星","0","0","0","火星","水星","2330057"
"偉分數","0","1","假分數","0","0","0","倍分數","偽分數","2330058"
"７分之１","0","1","６分之１","0","0","0","５分之１","４分之１","2330061"
"大江戶海岸","0","1","瑪爾傑海岸","0","0","0","布里薩海岸","神秘海岸","2331001"
"３","0","1","4.5","0","0","0","５","４","2331002"
"莫妮卡","0","1","真琴","0","0","0","可可蘿","秋乃","2331003"
"朱諾溼地","0","1","朵羅西亞溼地","0","0","0","塔利亞溼地","南西溼地","2331004"
"弗泰拉海角","0","1","普洛庇那海角","0","0","0","埃斯塔海角","考達海角","2331005"
"巴士","0","1","紡車","0","0","0","公車","電聯車","2410002"
"潛水艇","0","1","新幹線","0","0","0","救護車","腳踏車","2410003"
"代卸症候群","0","1","代謝症候群","0","0","0","代蟹症候群","帶謝症候群","2410004"
"遊網","0","1","上網","0","0","0","跑網","繞網","2410005"
"Hacking","0","1","Streaming","0","0","0","Suming","Showrooming","2410006"
"水導纖維","0","1","光導纖維","0","0","0","火導纖維","闇導纖維","2410007"
"世貿大樓","0","1","台北101","0","0","0","市府轉運站","高雄85大樓","2410008"
"鬱金香","0","1","康乃馨","0","0","0","高山火絨草","香豌豆","2410009"
"擦手巾","0","1","餐前小菜","0","0","0","筷子","水杯","2410011"
"防水蓋","0","1","洗髮帽","0","0","0","護目鏡","河童帽","2410012"
"熬夜","0","1","半夜哭泣","0","0","0","連夜逃跑","通宵","2410014"
"東沙島","0","1","太平島","0","0","0","蘭嶼","屏東恆春燈塔路","2410015"
"計分表","0","1","病歷表","0","0","0","申請表","履歷表","2410016"
"方位等距投影","0","1","透視法","0","0","0","近近法","遠遠法","2410017"
"鎧甲","0","1","安全帽","0","0","0","兒童座椅","座位安全帶","2410018"
"緊急集會","0","1","股東大會","0","0","0","特別大會","股東集會","2410019"
"俯仰天地","0","1","天地無用","0","0","0","天地有情","天上天下","2410020"
"健康漸查","0","1","健康檢查","0","0","0","健康檢茶","健抗檢查","2410022"
"駕訓室","0","1","駕訓班","0","0","0","駕訓會","駕訓所","2410024"
"熱氣球","0","1","直升機","0","0","0","滑翔機","飛機","2410025"
"Climbing Wall","0","1","Firewall","0","0","0","Chinese Wall","Great Wall","2410026"
"Ecology Time","0","1","Summer Time","0","0","0","Hot Time","Spring Time","2410027"
"深藍座","0","1","博愛座","0","0","0","翠綠座","黃金座","2410028"
"香港","0","1","紐約","0","0","0","東京","巴黎","2410030"
"群針","0","1","待針","0","0","0","懸針","村針","2410031"
"國道六號","0","1","國道八號","0","0","0","國道一號","國道二號","2410032"
"冬粉","0","1","香菇","0","0","0","雞蛋","牛奶","2410033"
"7","0","1","14","0","0","0","10","12","2410036"
"牡丹","0","1","梅花","0","0","0","百合","菊花","2410037"
"五股","0","1","八里","0","0","0","淡水","陽明山","2410038"
"詛咒信","0","1","賀年卡","0","0","0","盛夏問候","晚夏問候","2410039"
"爸爸","0","1","外公","0","0","0","媽媽","奶奶","2410040"
"神仙餅乾","0","1","幸運餅乾","0","0","0","好運餅乾","紙張餅乾","2410041"
"向南","0","1","順時針","0","0","0","向北","逆時針","2410042"
"切片","0","1","切末","0","0","0","切絲","切丁","2410048"
"鹽胡椒","0","1","柚子胡椒","0","0","0","黑胡椒","白胡椒","2410050"
"玉子燒","0","1","鯛魚燒","0","0","0","烤魷魚","章魚燒","2410051"
"失去味道","0","1","滲出水分","0","0","0","崩塌散開","變成紅色","2410052"
"移動買力","0","1","移動推力","0","0","0","移動失力","移動流力","2410053"
"百分之七","0","1","百分之五","0","0","0","百分之十","百分之二十","2410054"
"Macchiato","0","1","Espresso","0","0","0","Cappuccino","Americano","2410055"
"水羊羹","0","1","葛餅","0","0","0","金鍔","年糕紅豆湯","2410056"
"高加索山脈","0","1","喜馬拉雅山","0","0","0","藍山山脈","阿特拉斯山脈","2410057"
"原味歐姆蛋","0","1","炒蛋","0","0","0","太陽蛋","水煮嫩蛋","2410058"
"香料","0","1","配料","0","0","0","生料","佐料","2410059"
"姆謝拉爾戈貿易公司","0","1","墨丘利財團","0","0","0","梅肯歐魯結社","瑪莉涅烏斯財團","2411001"
"Let's 提格尼亞！","0","1","巡遊","0","0","0","探險","飯糰雙六","2411002"
"太陽","0","1","盧幣","0","0","0","瑪那","寶石","2411003"
"璃乃","0","1","步未","0","0","0","珠希","鈴莓","2411004"
"每日帳","0","1","行程表","0","0","0","預定表","全部跳過","2411005"
"連襟","0","1","妯娌","0","0","0","婆媳","姑嫂","2420001"
"950","0","1","900","0","0","0","800","500","2420002"
"Genesis","0","1","Generic","0","0","0","General","Generation","2420003"
"９","0","1","７","0","0","0","３","１","2420004"
"袴","0","1","杯墊","0","0","0","茶托","茶杯碟","2420005"
"妹婿","0","1","連襟","0","0","0","弟媳","妯娌","2420006"
"八部眾","0","1","七福神","0","0","0","十二神將","四天王","2420008"
"WT","0","1","WC","0","0","0","TO","TW","2420009"
"延長壽險","0","1","終身壽險","0","0","0","終期壽險","終末壽險","2420011"
"餽贈者","0","1","捐贈者","0","0","0","移植者","受贈者","2420012"
"居酒屋","0","1","茶餐廳","0","0","0","快餐廳","西餐廳","2420013"
"雪山北稜角","0","1","雪山主峰","0","0","0","玉山北峰","玉山東峰","2420014"
"股灣","0","1","谷灣","0","0","0","穀灣","古灣","2420016"
"清梅","0","1","空梅","0","0","0","散梅","鬆梅","2420017"
"寒害","0","1","冷害","0","0","0","冰害","水害","2420018"
"球僮","0","1","行李員","0","0","0","牛仔","桿弟","2420019"
"冰淇淋","0","1","甜甜圈","0","0","0","可麗餅","蛋糕","2420020"
"100","0","1","2000","0","0","0","500","1000","2420021"
"Denomination","0","1","Inflation","0","0","0","Stagnation","Deflation","2420023"
"忍法考試","0","1","司法考試","0","0","0","違法考試","憲法考試","2420025"
"乾燥地區","0","1","下雪較多的地區","0","0","0","靠近海的地區","氣溫較高的地區","2420028"
"會發生地震的狀態","0","1","人口減少的狀態","0","0","0","面積狹小的狀態","氣溫較低的狀態","2420029"
"清洗碗","0","1","洗手碗","0","0","0","沙拉盤","洗臉盆","2420030"
"※","0","1","！","0","0","0","！？","？","2420031"
"都一樣","0","1","大匙","0","0","0","茶匙","小匙","2420032"
"國道四號","0","1","國道一號","0","0","0","國道三號","國道二號","2420033"
"布簾","0","1","彩繪玻璃","0","0","0","小雙筒望遠鏡","太陽眼鏡","2420035"
"葛粉","0","1","太白粉","0","0","0","糯米粉","麵粉","2420036"
"鯡魚乾","0","1","臭魚乾","0","0","0","鳀魚","鹽魚汁","2420039"
"羊","0","1","牛","0","0","0","雞","豬","2420040"
"8,611公尺","0","1","8,849公尺","0","0","0","8,586公尺","8,953公尺","2420042"
"蒸餃","0","1","水餃","0","0","0","煎餃","炸餃子","2420046"
"皮草","0","1","檸檬草","0","0","0","木天蓼","貓草","2420048"
"大豆","0","1","米","0","0","0","小麥","馬鈴薯","2420049"
"羊肉","0","1","雞肉","0","0","0","豬肉","牛肉","2420051"
"蔥","0","1","蛋","0","0","0","炸牡蠣","雞肉","2420052"
"秋","0","1","夏","0","0","0","春","冬","2420053"
"12cc","0","1","5cc","0","0","0","3cc","10cc","2420054"
"鴨賞","0","1","太陽餅","0","0","0","臭豆腐","阿給","2420055"
"愛爾蘭咖啡","0","1","卡布奇諾","0","0","0","摩卡","美式咖啡","2420056"
"基爾運河","0","1","巴拿馬運河","0","0","0","尼加拉瓜運河","蘇伊士運河","2420057"
"氣球捲壽司","0","1","軍艦壽司","0","0","0","馬車捲壽司","客船捲壽司","2420058"
"日本酒","0","1","綠茶","0","0","0","燒酎","麥茶","2420059"
"Medium","0","1","Rare","0","0","0","Medium Rare","Well Done","2420060"
"草莓果醬","0","1","生奶油","0","0","0","香腸","棉花糖","2420061"
"Connecting Happy!!","0","1","Mirage Game","0","0","0","Lost Princess","Precious Journey","2421001"
"緊緊相連","0","1","晚霞色的漫步","0","0","0","Connecting Happy!!","Precious Journey","2421002"
"２人","0","1","５人","0","0","0","４人","３人","2421003"
"漁夫‧吉克","0","1","和正","0","0","0","和彥","正和","2421004"
"魔物","0","1","點心","0","0","0","木才","鐵","2421005"
"DOS","0","1","CPU","0","0","0","SSD","GPS","2430001"
"六三一四","0","1","六三三四","0","0","0","五二一一","五二三四","2430002"
"6.6平方公尺","0","1","3.3平方公尺","0","0","0","5.5平方公尺","4.4平方公尺","2430003"
"十等親","0","1","六等親","0","0","0","九等親","三等親","2430004"
"B4","0","1","B5","0","0","0","A4","A3","2430005"
"餽贈者","0","1","受贈者","0","0","0","移植者","捐贈者","2430006"
"遺愛分","0","1","特留分","0","0","0","遺令分","遺訓分","2430007"
"C#","0","1","CNC","0","0","0","C++","C","2430008"
"火災險 ","0","1","強制汽車責任險","0","0","0","車體險","個人年金保險","2430009"
"南極洲荒漠","0","1","莫哈維沙漠","0","0","0","撒哈拉沙漠","大盆地沙漠","2430010"
"要去醫院取得的藥","0","1","以糖膜包裹的藥","0","0","0","價格昂貴難以獲得的藥","會立即起效果的藥","2430011"
"確定資產","0","1","流動資產","0","0","0","行動資產","固定資產","2430015"
"銀婚典禮","0","1","成人禮","0","0","0","敬老節","生日","2430016"
"螳螂會","0","1","老鼠會","0","0","0","水母會","烏鴉會","2430017"
"B5","0","1","A3","0","0","0","B4","A4","2430018"
"指示標誌","0","1","交通號誌","0","0","0","警戒標誌","室內標誌","2430019"
"洞穴","0","1","海底","0","0","0","高山","平原","2430020"
"維他命A","0","1","維他命K","0","0","0","維他命C","維他命D ","2430021"
"台東","0","1","宜蘭","0","0","0","桃園","台南","2430022"
"一天中6小時禁食，18小時進食。","0","1","一天中16小時禁食，8小時進食。","0","0","0","一天中18小時禁食，6小時進食。","一天中8小時禁食，16小時進食。","2430023"
"０人","0","1","２人","0","0","0","３人","１人","2430024"
"沒有規定","0","1","３人","0","0","0","１人","２人","2430025"
"印鑑登記證明書","0","1","戶口名簿","0","0","0","納稅證明書","住民票","2430026"
"御內儀","0","1","御手洗","0","0","0","御洗淨","御不淨","2430027"
"創業興家","0","1","衣錦還鄉","0","0","0","故地重遊","告老還鄉","2430028"
"三","0","1","六","0","0","0","五","七","2430029"
"東","0","1","西北","0","0","0","北","東北","2430030"
"印刷","0","1","占星","0","0","0","指南針","火藥","2430031"
"義大利","0","1","澳洲","0","0","0","德國","菲律賓","2430032"
"晚上會自動閉合","0","1","沒有毒","0","0","0","原產於中南美洲","受到觸碰時小葉片會閉合","2430034"
"免糊","0","1","麵糊","0","0","0","緬糊","眠糊","2430041"
"成吉思汗羊肉","0","1","壽喜燒","0","0","0","馬鈴薯燉肉","涮涮鍋","2430042"
"百合","0","1","曇花","0","0","0","玫瑰","馬櫻丹","2430043"
"60","0","1","75","0","0","0","65","70","2430044"
"芋頭","0","1","蒟蒻","0","0","0","馬鈴薯","蕃薯","2430046"
"19歲以上，最高年齡不超過65歲","0","1","20歲以上，最高年齡不超過65歲","0","0","0","22歲以上，最高年齡不超過65歲","18歲以上，最高年齡不超過65歲","2430047"
"海豚","0","1","鯊魚","0","0","0","鮪魚","魟魚","2430048"
"秋葵","0","1","蔥","0","0","0","大白菜","白蘿蔔","2430049"
"泥水","0","1","鹽水","0","0","0","醋","真水","2430052"
"長山核桃","0","1","皮蛋","0","0","0","皮塔餅","彼得潘","2430053"
"挪威","0","1","新加坡","0","0","0","西班牙","荷蘭","2430054"
"果仁糖","0","1","麵包丁","0","0","0","火蔥","法式凍派","2430056"
"樫剝刀法","0","1","桂剝刀法","0","0","0","松剝刀法","杉剝刀法","2430058"
"金鍔","0","1","外郎糕","0","0","0","蕨餅","羊羹","2430060"
"馬賽魚湯","0","1","西班牙大鍋飯","0","0","0","歐姆蛋","千層麵","2430061"
"赤裸冒險者","0","1","冒險的啟程","0","0","0","冒險的開始","剛出發的冒險者","2431001"
"美之傳教者","0","1","雪的審美會","0","0","0","雪的美麗檢查","美的饗宴","2431002"
"斷崖遺跡","0","1","毒瘴闇稜","0","0","0","蒼海孤塔","綠龍骸嶺","2431003"
"諾維姆的過往日常","0","1","回想重組","0","0","0","追憶的回憶","矛依未的回憶","2431004"
"童話故事就在夢中","0","1","我的色彩STORY","0","0","0","Seize The Day！","GREEDY LOVE","2431005"
"Fox","0","1","Forte","0","0","0","Free","Fine","2510003"
"中提琴","0","1","低音提琴","0","0","0","小提琴","大提琴","2510004"
"i","0","1","f","0","0","0","d","g","2510005"
"第一小提琴","0","1","指揮家","0","0","0","最年長","作曲家","2510006"
"20個","0","1","10個","0","0","0","30個","５個","2510007"
"Create Voice","0","1","Character Voice","0","0","0","Commercial Voice","Cuter Voice","2510008"
"附贈遊戲","0","1","首發遊戲","0","0","0","開始遊戲","殺戮遊戲","2510009"
"分岔毛","0","1","呆毛","0","0","0","華麗髮型","豎捲髮","2510010"
"都一樣","0","1","黑白棋","0","0","0","西洋棋","將棋","2510012"
"蛋白質","0","1","甲殼素","0","0","0","葉黃素","葉綠素","2510013"
"暴風","0","1","秋風","0","0","0","北風","微風","2510014"
"季風","0","1","颮","0","0","0","颱風","颶風","2510015"
"尾部","0","1","頭部","0","0","0","腳","腹部","2510016"
"圓軸","0","1","線軸","0","0","0","滾輪","滾筒","2510018"
"克里米亞","0","1","喀什米爾","0","0","0","烏魯木齊","波希米亞","2510019"
"沐浴乳","0","1","護髮霜","0","0","0","潤髮乳","洗髮精","2510022"
"眉筆","0","1","眼睫毛膏","0","0","0","眼線筆","腮紅","2510023"
"Scud","0","1","Stitch","0","0","0","Space","Step","2510025"
"Bite","0","1","Buyer","0","0","0","Supporting Actor","Binder","2510027"
"臭氧","0","1","甲烷","0","0","0","二氧化碳","氮氣","2510028"
"轉世","0","1","騷靈現象","0","0","0","外質","引誘","2510029"
"除臭","0","1","防曬","0","0","0","保濕","驅蟲","2510030"
"五子棋","0","1","圍棋","0","0","0","麻雀","將棋","2510031"
"生活危機","0","1","道德危機","0","0","0","金錢危機","生化危機","2510032"
"甘藍菜","0","1","山形葉","0","0","0","地瓜葉","花草葉","2510033"
"讓菜刀生鏽","0","1","稍微加熱菜刀","0","0","0","讓菜刀沾滿油","稍微冷卻菜刀","2510035"
"６次","0","1","７次","0","0","0","８次","９次","2510038"
"Pleats","0","1","Denier","0","0","0","Stole","Panir","2510039"
"除法水","0","1","去光水","0","0","0","除名水","去溫水","2510040"
"香料","0","1","胭脂","0","0","0","菸草","醃漬","2510041"
"抗痘","0","1","抗老","0","0","0","抗氧化","控油","2510042"
"葫蘆","0","1","一對","0","0","0","同花","三條","2510043"
"吃","0","1","自摸","0","0","0","碰","榮","2510044"
"５月５日","0","1","８月８日","0","0","0","６月６日","７月７日","2510046"
"Canker","0","1","Caries","0","0","0","Corrode","Caribou","2510047"
"可以呼吸","0","1","平衡氣壓","0","0","0","避免造成裂縫","裝飾用","2510048"
"木星到木衛一","0","1","地球到月球","0","0","0","土星到土衛六","火星到火衛二","2510050"
"鴿子","0","1","蛇","0","0","0","老虎","老鷹","2510051"
"以價格貴到低","0","1","以含量多到少","0","0","0","以卡洛里高到低","以氣味重到輕","2510053"
"氣炸鍋","0","1","表演曲目","0","0","0","玩家","吹風機","2510054"
"Dream Justice","0","1","Disc Jockey","0","0","0","Dance Job","Digital Joker","2510056"
"後空翻","0","1","畫面轉暗","0","0","0","迴轉","側翻","2510057"
"Broadband","0","1","Brass Band","0","0","0","Husband","Big Band","2510058"
"榴槤","0","1","鳳梨","0","0","0","西瓜","葡萄","2510059"
"遭遇聲","0","1","靈異聲音","0","0","0","上鎖聲","爵士聲","2510060"
"體育館","0","1","游泳池","0","0","0","保健室","教職員室","2511001"
"３周年","0","1","５周年","0","0","0","６周年","４周年","2511002"
"咲戀","0","1","日和","0","0","0","栞","怜","2511003"
"凱留凱留～♪","0","1","切嚕～☆","0","0","0","嘟嚕嚕嚕嚕～★","咕嚕靈波～","2511004"
"Tower Of 克蕾琪塔","0","1","克蕾琪塔之塔","0","0","0","克蕾琪塔大廈","里士滿工之塔","2511005"
"小拇指","0","1","中指","0","0","0","食指","大拇指","2520001"
"剪髮","0","1","斷骨","0","0","0","削身","削皮","2520002"
"搶子","0","1","猜子","0","0","0","擲骰","摸子","2520004"
"窯","0","1","窖","0","0","0","爐","灶","2520006"
"小蘇打水","0","1","醋","0","0","0","肥皂水","酒精","2520007"
"拖竿釣","0","1","飛蠅釣","0","0","0","底釣","垂釣","2520009"
"古希臘時代","0","1","古羅馬時代","0","0","0","青銅時代","新石器時代","2520010"
"星期三","0","1","星期日","0","0","0","星期四","星期一","2520011"
"支點","0","1","野點","0","0","0","屋點","露點","2520012"
"脫線","0","1","流蘇","0","0","0","辮子","瀏海","2520013"
"鐳","0","1","無機鹽","0","0","0","氚","磷","2520015"
"Skort","0","1","Pullover","0","0","0","Over Knee Socks","Leggings","2520016"
"餬","0","1","穀麥","0","0","0","燕麥片","玉米片","2520018"
"芳香族胺基酸","0","1","含硫胺基酸","0","0","0","脂肪族胺基酸","含碘胺基酸","2520020"
"專家推薦廣告","0","1","潛意識廣告","0","0","0","感官刺激廣告","片段廣告","2520022"
"６根","0","1","４根","0","0","0","８根","５根","2520023"
"親吻","0","1","畫沙畫","0","0","0","磨蹭","跳舞","2520024"
"男高音","0","1","次女高音","0","0","0","男中音","女中低音","2520025"
"熱力","0","1","液壓","0","0","0","彈簧","肌肉爆發力","2520026"
"全身的毛","0","1","全身骨頭","0","0","0","全身內臟","全身肌肉","2520028"
"U Season","0","1","R Season","0","0","0","T Season","S Season","2520029"
"將棋","0","1","圍棋","0","0","0","花牌","麻將","2520033"
"保持濕潤","0","1","讓手的觸覺更敏感","0","0","0","洗掉寄身蟲","愛乾淨","2520034"
"膝蓋","0","1","腳底","0","0","0","屁股","眼皮","2520035"
"0.05公分","0","1","0.3公分","0","0","0","１公分","0.8公分","2520037"
"Photo Frame","0","1","Speech Balloons","0","0","0","Picture Frame","Cloud Ballons","2520038"
"梅花國王","0","1","紅心國王","0","0","0","黑桃魔王","鑽石國王","2520039"
"青金岩","0","1","紫水晶","0","0","0","綠松色","紅寶石","2520040"
"御化曆","0","1","太陽曆 ","0","0","0","太陰曆","地球曆 ","2520042"
"31周年","0","1","１周年","0","0","0","21周年","11周年","2520043"
"鎖針編織","0","1","平針編織","0","0","0","短針編織","長針編織","2520044"
"四暗刻","0","1","天和","0","0","0","大三元","字一色","2520045"
"五同點","0","1","同花","0","0","0","葫蘆","順子","2520047"
"磨紙","0","1","磨墨","0","0","0","磨筆","磨石","2520048"
"花苞","0","1","香包","0","0","0","花包","草包","2520049"
"西南","0","1","東北","0","0","0","西北","東南","2520050"
"轉轉領套頭衫","0","1","圓領套頭衫","0","0","0","拳頭領套頭衫","船領套頭衫","2520051"
"人偶色系","0","1","大地色","0","0","0","珍珠色","桃色","2520052"
"熱石按摩","0","1","刮痧","0","0","0","刀療","刮骨","2520054"
"洗碗精","0","1","體香劑","0","0","0","清潔劑","排汗劑","2520055"
"Stalker","0","1","Choker","0","0","0","Sidecar","Woofer","2520056"
"20組","0","1","26組","0","0","0","30組","24組","2520058"
"Solo","0","1"," Quartet ","0","0","0","Quintet","Trio","2520059"
"示波器","0","1","節拍器","0","0","0","氣壓錶","計時碼錶","2520060"
"金將","0","1","飛龍","0","0","0","角行","王將","2520061"
"頂級的龍尾關東煮","0","1","黃金無限飯糰","0","0","0","雲海的魔物肉","天露金甘水","2521001"
"蜜","0","1","蛋","0","0","0","肉","白飯","2521002"
"弓","0","1","陶鍋","0","0","0","有我在喔好朋友1號","露營道具","2521003"
"隆之翼","0","1","龍之卵","0","0","0","龍之翼","隆之卵","2521004"
"和嘉夜一起打掃","0","1","在帆稀的房間拍照","0","0","0","對帆稀惡作劇","從賭場王手中偷出龍之卵","2521005"
"沒有住在熱帶的企鵝","0","1","加拉巴哥環企鵝","0","0","0","國王企鵝","阿德利企鵝","2530001"
"River","0","1","Tide Pool","0","0","0","Pond","Swimming Pool","2530002"
"Sharktooth","0","1","Houndstooth","0","0","0","Cameltooth","Cattooth","2530003"
"鴛鴦扣","0","1","龍蝦扣","0","0","0","琵琶扣","牛角扣","2530004"
"天命","0","1","天元","0","0","0","天心","天王","2530005"
"水晶","0","1","鑽石","0","0","0","藍寶石","紅寶石","2530006"
"Stoke Blood","0","1","Pigeon Blood","0","0","0","Canary Blood","Crane Blood","2530009"
"無調","0","1","前調","0","0","0","後調","中調","2530010"
"Hallen","0","1","Train","0","0","0","Crane","Brain","2530012"
"醃漬物","0","1","清湯","0","0","0","白飯","生魚片","2530013"
"巴納姆效應","0","1","比馬龍效應","0","0","0","鄧寧-克魯格效應","蔡加尼克效應","2530014"
"PS值","0","1","PA值","0","0","0","PQ值","PK值","2530016"
"解說同意","0","1","知情同意","0","0","0","解說執行","知情執行","2530018"
"湯實","0","1","湯花","0","0","0","湯莖","湯草","2530020"
"鎘","0","1","汞","0","0","0","砷","鉛","2530021"
"地圍","0","1","星位","0","0","0","地元","八星","2530022"
"289","0","1","361","0","0","0","256","324","2530023"
"72張","0","1","48張","0","0","0","108張","52張","2530024"
