1e06d320817b49a67160cacba7832baaba1da250556729102a977382daf9f541,82a655bc8c5179f68509bc237b5b51770d6a671060b75f81e553ad7a44901d83,f187b039acb782888910750742e19dfcdb4c0a5fe7c99365ab6594240b511d15,94debfb8946aee8f3f989574a83b2a634a4d0ffeb836e5564c0d5a8487949717,bcb1b73b351d8c541d56d6e7a059516cbe9b383c7a455ddf424d75fcac67c4b2,21104038f74cb8254b395cee3d97afbe7d7cbb51f18eaaf68b9d5c449f93e8a3,bc29abeb2dfd1e768aed462fa5ecd69b4b2a4f4eb24221aedbc24c7aa4325a33,b6a439992f196d79f5e4080993c6ae656f29bc1b92d1b235ff636b051f74fc00,22fbee69e8469a234c155a25c8fabe1a64575c30ca8f461f986e1f43c0734371,d2de65bdd8f15f57f156feba0345a92600feaa9902a1f99adc65302a15076aac,6dd457fd98c84fb3a780eca21f74b1f1d93da7f6fc2ee09d860bfa272440aa0d,8379bde0493b5184b88e992319d99e1a7716cd4580e3f7a026697b39c3b8f5df,4ca8dc398a5e2c1da97e199118a959376024da37ab85f71dd644220531a4625d,6b09362201a02a61198c23c4f3b6e10507c70326ce7c10340443654d016fa286,a29afc8ace36c0fc75ae1f8ba9852b494dfc3792dae23edf67e3d866762ef1b6,872ec8da6e9933c639e035aa78c727d6c55f37da69c88f6eca39031cd9f6fc21,abbeaf63b5e7b72aad2acf684e9b363b05987789ae33f60525f1122e153f1787,06e9cf18a3cab9f94b764cff15792c7247991393800992a1b29e5bab1481f5cd,9c7f77a5a9d23ceabd38e1d841ae0852f748ebff59890768b6fa98c5a06af85d,5ed3ff18647dc91aaeb3e1362701e4d14007f33d7ceef91e1fe935ddff3cd03d,46a4beee1a3786471fe9342add53426a8673bf695d1a57c6c47379d7977eb1a4
"斧","5","105193","0","0","0","0","0","0","0","0","26","0","0","蓋亞之斧","0","12","2.4","0","0","0"
"斧","5","105194","0","0","0","0","0","0","0","0","28","0","0","神轟斧大地粉碎","0","0","2.4","20","0","0"
"斧","5","105195","0","0","0","0.2","0","0","0","0","30.2","0","0","機操斧核心破壞者","0","0","0","0","0","0"
"斧","5","105196","0","0","0","0","0","0","0","0","34","0","0","蒼海之斧‧諾亞","0","0","0","0","0","0"
"斧","5","105197","0","0","0","0","0","0","0","0","30","0","0","炎羆帝之爪戰斧","0","40","4","0","0","0"
"攻擊法杖","5","105221","0","0","0","0","0.6","0","0","0","0","0","0","異域法杖","2","0","0","0","0","20"
"攻撃杖","5","105222","0","0","0","0","0","0","4","0","0","0","0","創世法杖","2.4","0","0","0","0","22"
"攻撃杖","5","105223","0","0","0","0","0","0","0","0","0","0","0","克勞諾斯雷杖","2.8","0","0","0","0.4","23.6"
"攻撃杖","5","105224","0","0","0","0","0","0","2","0","0","0","0","黑蛇龍之杖","3.2","0","0","0","0","25.6"
"攻撃杖","5","105225","0","0","0","0","0","0","0","0","0","0","0","月淵杖犧牲","2","0","0","0","0","29.2"
"攻撃杖","5","105226","0","0","0","0","0","0","4","0","0","0","0","優雅之翠蝶杖","0","0","0","0","0","30.8"
"攻撃杖","5","105227","0","0","0","0","0","0","0","0","0","0","0","黑蛇之魔炎杖","2.4","0","0","0","0","34.4"
"回復法杖","5","105251","0","1.2","0","0.8","0","0","0","0","0","0","0","焰靈法杖","0","0","0","24","0","19"
"回復杖","5","105252","0","0","0","0.6","0.4","0.4","2","0","0","0","0","神花之聖杖","0","0","0","0","0","18.4"
"回復杖","5","105253","0","0","0","0.8","0","0.6","0","0","0","0","0","亞特蘭提斯杖","0","0","0","24","0","20"
"回復杖","5","105254","0","0","0","0.8","0","0.6","0","0","0","0","0","天杖星光天球","0","12","0","0","0","22"
"回復杖","5","105255","0","1","0","0.4","0","0.4","0","0","0","0","0","世界樹枝之杖","0","0","0","0","0","25.4"
"回復杖","5","105256","0","0.2","0","0.4","0","0.2","0","0","0","0","0","炎鳥杖火束閃焰","0","0","0","0","0","30.4"
"回復杖","5","105257","0","0","0","1","0","0.8","0","0","0","0","0","白蛇之水聖杖","0","0","0","0","0","27.2"
"軽装鎧","5","105281","0","0","0","0.8","0","1.2","0","0","6.4","0","0","魅影鎧甲","0","20","0","0","0.6","0"
"軽装鎧","5","105282","0","0","0","1.2","0","1.2","0","0","8.4","0","0","九天之鎧","0","16","0","0","0","0"
"軽装鎧","5","105283","0","0","0","1","0","1.4","0","0","8.8","0","0","狂怒皇后鎧衣","0","16","0","0","0","0"
"軽装鎧","5","105284","0","0","0","1.2","0","1.2","2.4","0","9.6","0","0","閃華舞鎧","0","0","0","0","0","0"
"軽装鎧","5","105285","0","0","0","0.4","0","1.6","0","0","14","0","0","麗裝靈魂玫瑰","0","0","1.8","0","0","0"
"軽装鎧","5","105286","0","0","0","0.8","0","1.2","0","0","16.2","0","0","極南天之烈蒼鎧","0","0","0","0","0","0"
"軽装鎧","5","105287","0","0","0","1","0","0.6","0","0","18.4","0","0","聖光百合板鎧","0","0","4","0","0","0"
"重装鎧","5","105311","0","0","0","1.8","0","2","0","0","0","0","0","蒼輝之鎧","0","24","0","0","0","0"
"重装鎧","5","105312","0","0","0","2","0","2.2","0","0","0","0","0","聖櫻之鎧","0","0","0","20","0","0"
"重装鎧","5","105313","0","0","0","1.6","0.2","2.4","0","0","0","0","0","煌金的王鎧","0","10","0","0","0","0"
"重装鎧","5","105314","0","0","0","2","0","2.4","0","0","0","0","0","烈風俊鎧","0","14","0","0","0","0"
"重装鎧","5","105315","0","0","0","2.6","0","1.8","0","0","0","0","0","熾白銀之鏡鎧","0","20","0","10","0","0"
"重装鎧","5","105316","0","0","0","1.8","0","3.2","0","0","0","0","0","極北天之霸焰鎧","0","15","0","0","0","0"
"重装鎧","5","105317","0","0","0","1.8","0","3","0","0","0","0","0","霸王樹之棘針鎧","0","42","0","0","0","0"
"服","5","105341","0","0","0","0.4","0","0.8","0","2","6.8","0","0","神盾之衣","0","20","0","0","0","0"
"服","5","105342","0","0","0","2","0","1.2","0","0","0","0.4","0","少女之服","0","32","0","0","0","0"
"服","5","105343","0","0","0","0.8","0","1","0","0","13","0","0","鬼焰的鬥衣","0","0","2","0","0","0"
"服","5","105344","0","0","0","0.8","0","1","0","0","13.2","0","0","極黑冥衣","0","0","2.4","0","0","0"
"服","5","105345","0","0","0","0.4","0","1.2","0","1","13.6","0","0","流蒼裝碧藍迴旋曲","0","0","0","0","0","0"
"服","5","105346","0","0","0","1","0","1.4","0","0","12.4","0","0","極東天之碧風裝","0","0","0","30","0","0"
"服","5","105347","0","0","0","1","0","1.2","0","0","13.6","0.4","0","白霞之純花衣","0","0","2.4","0","0","0"
"魔法服","5","105371","0","0","0","1.4","0","1","0","0","0","0","0","純潔的巫女服","0","24","0","0","0.6","4"
"魔法服","5","105372","0","0","0","1.4","0","1","0","0","0","0","0","女帝之袍","1.6","0","0","0","0","8.6"
"魔法服","5","105373","0","0","0","1.4","0","0.8","0","0","0","0","0","魔導王長袍","2","0","0","0","0","9.6"
"魔法服","5","105374","0","0","0","1.4","0","1.2","0","0","0","0","0","爽冰天衣","0","16","0","0","0","8.6"
"魔法服","5","105375","0","0","0","1.6","0","1","0","0","0","0","0","星詠的聖靈衣","2.6","0","0","0","0","9.2"
"魔法服","5","105376","0","0","0","1.8","0","0.8","0","0","0","0","0","極西天之聖導衣","3","0","0","0","0","10.4"
"魔法服","5","105377","0","0","0","1.8","0","1.2","0","0","0","0","0","緋天之鬱金香洋裝","1.6","0","0","0","0","12"
"盾","5","105401","0","0","0","0.6","0","1","0","0","10.8","0.4","0","星詠之圓盾","0","0","0","0","0","0"
"盾","5","105402","0","0","0","2.8","0","1.8","0","0","0","0","0","熾白銀之鏡盾","0","16","0","0","0","0"
"盾","5","105403","0","0","0","3.4","0","1.8","0","0","0","0","0","聖圓環天上聖蓮","0","24","0","0","0","0"
"靴","5","105431","0","0","0","1.2","0","1.6","0","0","6","0","0","煉獄脛甲","0","12","2","0","0","0"
"靴","5","105432","0","0","0","0.6","0","0.8","0","0","14","0.4","0","天翔金靴","0","0","0","0","0","0"
"靴","5","105433","0","0","0","3.6","0","1.2","0","0","0","0","0","極翼天之聖靴","0","20","0","0","0","0"
"魔法靴","5","105462","0","0.8","0","1.8","0","1.2","0","0","0","0","0","血紅寶石高跟鞋","0","12","0","0","0","4.8"
"魔法靴","5","105463","0","0","0","2.2","0","1.4","0","0","0","0","0","熾白銀之鏡靴","0","14","0","0","0","5.2"
"魔法靴","5","105464","0","0","0","2.8","0","1.8","0","0","0","0","0","薔薇之驕傲","0","0","0","0","0","5.6"
"帽子","5","105491","0","0","0","0.8","0","1","0","0.6","12","0","0","皇家守衛帽子","0","0","0","0","0","0"
"魔法帽子","5","105521","0","0","0","1","0","0.6","0","0","0","0","0","忘哭之冠","1.6","20","0","0","0","9.6"
"魔法帽子","5","105522","0","0","0","2","0","1.2","2.4","0","0","0","0","白祈之聖冠","0","0","0","0","0","4.4"
"魔法帽子","5","105523","0","0","0","1.8","0","1.6","0","0","0","0","0","幸運面紗","0","0","0","0","0.4","4.6"
"魔法帽子","5","105524","0","0","0","2","0","1.4","3","0","0","0","0","極翼天之賢聖帽","0","0","0","0","0","7.2"
"攻擊配件","5","105551","0","0","0","0","0","0","0","2","12.8","0","0","千歲耳環","0","14","2","0","0","0"
"攻撃アクセサリ","5","105552","0","0","0","0","0","0","5","0","16.8","0","0","盛怒龍之鍊墜","0","0","2.6","0","0","0"
"攻撃アクセサリ","5","105553","0","0","0","0","0","0","0","0","20.4","0","0","鬥神的荒腕","0","0","4.8","0","0","0"
"攻撃アクセサリ","5","105554","0","0","0","0","0","0","0","0","20.8","0","0","花簪焰火牡丹","0","0","5.6","0","0","0"
"攻撃アクセサリ","5","105555","0","0","0","0","0","0","0","0.6","19.6","0","0","緋龍之爪火戒","0","0","5.8","0","0","0"
"攻撃アクセサリ","5","105556","0","0","0","0","0","0","0","0","21","0","0","紅寶石玫瑰項圈","0","10","5.8","0","0","0"
"攻撃アクセサリ","5","105557","0","0","0","0","0","0","0","0","22","0","0","紅鳥之號角胸針","0","0","7.6","0","0","0"
"防禦配件","5","105581","0","0","0","1.2","0","2","0","0","0","0","0","精靈王護石","0","40","0","20","0","0"
"防御アクセサリ","5","105582","0","0.4","0","1.6","0","2.4","0","0","0","0","0","人魚公主的靈淚","0","12","0","0","0","0"
"防御アクセサリ","5","105583","0","0","0","2","0.4","2","0","0","0","0","0","英盾王的手環","0","0","0","0","0","0"
"防御アクセサリ","5","105584","0","0","0","2.4","0","2","0","0","0","0","0","海龍神的髮飾","0","0","0","20","0","0"
"防御アクセサリ","5","105585","0","0","0","1.8","0","2.8","0","0","0","0","0","神盾戒牆之氣息","0","10","0","0","0","0"
"防御アクセサリ","5","105586","0","0","0","2.2","0","1.8","0","0","0","0.6","0","艾爾芬項圈","0","12","0","0","0","0"
"防御アクセサリ","5","105587","0","0","0","2.6","0","2.6","0","0","0","0","0","翠奏之豎琴胸針","0","0","0","0","0","0"
"魔法配件","5","105611","0","0","0","0","0.6","0","0","0","0","0","0","海神耳飾","1.6","0","0","0","0","15.6"
"魔法アクセサリ","5","105612","0","0","0","0","0","0","0","0","0","0","0","聖獸之祈念","2","28","0","0","0","16.8"
"魔法アクセサリ","5","105613","0","0","0","0","0","0","0","0","0","0","0","睿智手鐲","2.8","0","0","24","0","18.4"
"魔法アクセサリ","5","105614","0","0","0","0","0","0","0","0","0","0","0","細冰姬的蝴蝶結","3.2","6","0","0","0","19.6"
"魔法アクセサリ","5","105615","0","0","0","0","0","0","0","0","0","0","0","深結晶變異水晶","4","0","0","0","0","20.2"
"魔法アクセサリ","5","105616","0","0","0","0","0","0","2","0","0","0","0","混沌無序項圈","3","0","0","0","0","20.6"
"魔法アクセサリ","5","105617","0","0","0","0","0","0","0","0","0","0","0","蒼夜之夜曲胸針","5","0","0","0","0","21"
"剣","6","106011","0","0","0","0","0","0","0","0","38.2","0","0","輝光劍雅德瑪斯","0","31","4.2","0","0","0"
"剣","6","106012","0","0","0","0","0","0","0","0","43.2","0","0","巧克力棒劍","0","15","4","0","0","0"
"剣","6","106013","0","0","0","0","0","0","0","0","47","0","0","炎天赤日之劍","0","11","3.6","0","0","0"
"刀","6","106041","0","0","0","0","0","0","0","0","41.2","0","0","紅玉刀緋紅之月","0","0","5.2","0","0","0"
"刀","6","106042","0","0","0","0","0","0","0","0","43.2","0","0","霜淇淋柔刀","0","0","7.4","0","0","0"
"刀","6","106043","0","0","0","0","0","0","0","1","43","0","0","薰風花散","0","0","7.8","0","0","0"
"短剣","6","106071","0","0","0","0","0","0","0","0","39.6","0","0","翠風刃翡翠銳鋒","0","0","8.4","0","0","0"
"短剣","6","106072","0","0","0","0","0","0","0","0","39.8","0","0","巧克力香蕉匕首","0","50","3","0","0","0"
"短剣","6","106073","0","0","0","0","0","0","0","0","42.4","1","0","紫霧短劍","0","0","2.4","0","0","0"
"拳","6","106101","0","0","0","0.8","0","0.4","0","0","34.8","0","0","蛋白石葬魔拳套","0","0","6","0","0","0"
"拳","6","106102","0","0","0","0","0","0.4","0","0","45","0","0","泡芙拳套","0","0","0","0","0","0"
"拳","6","106103","0","0","0","0","0","1.2","0","0","44","0","0","砂塵瀑布手甲","0","0","0","0","0","0"
"弓","6","106131","0","0","0","2","0","1","0","0","28.8","0","0","蒼神弓慈悲藍寶石","0","0","0","0","0","0"
"弓","6","106132","0","0","0","1.6","0","0","0","0","39","0","0","拉糖弓","0","0","0","0","0","0"
"弓","6","106133","0","0","0","2","0","0","0","0","39.2","0","0","白雨之流轉弓","0","0","1.6","0","0","0"
"槍","6","106161","0","0","0","0.8","0","0","0","0","39.8","0","0","水晶聖尖槍","0","0","0","0","0","0"
"槍","6","106162","0","0","0","0","0","1.4","0","0","40","0","0","可可長槍","0","0","0","0","0","0"
"槍","6","106163","0","0","0","0.6","0","0.6","0","0","43","0","0","迅雷一閃之戟","0","0","2","0","0","0"
"斧","6","106191","0","0","0","0","0","0","0","0","43.8","0","0","黃銅的裂戰斧","0","0","0","0","0","0"
"斧","6","106192","0","0","0","0","0","0","0","0","47","0","0","可麗餅戰斧","0","0","0","0","0","0"
"斧","6","106193","0","0","0","0","0","0","1.8","0","48.6","0","0","極天之光帶斧","0","0","0","0","0","0"
"攻撃杖","6","106221","0","0","0","0","0","0","0","0","0","0","0","黑珍珠的闇獄杖","5.8","0","0","0","0","38"
"攻撃杖","6","106222","0","0","0","0","0","0","0","0","0","0","0","棒棒糖手杖","6.6","0","0","0","0","40.4"
"攻撃杖","6","106223","0","0","0","0","0","0","0","0","0","0","0","月闇之弧月杖","7.2","0","0","0","0","42.8"
"回復杖","6","106251","0","0","0","0.8","0","0.6","0","0","0","0","0","白珍珠的光天杖","0","69","0","0","0","29"
"回復杖","6","106252","0","0","0","1.4","0","1.2","0","0","0","0","0","三色甜筒杖","0","35","0","0","0","30"
"回復杖","6","106253","0","0","0","1.8","0","1.4","0","0","0","0","0","冰雪華晶之杖","0","50","0","0","0","28.4"
"軽装鎧","6","106281","0","0","0","1.4","0","1.8","0","0","15.6","0","0","白金煌鱗鎧","0","0","0","0","0","0"
"軽装鎧","6","106282","0","0","0","1","0","2.6","0","0","15.8","0","0","巧克力鎧甲","0","0","0","0","0","0"
"軽装鎧","6","106283","0","0","0","1","0","1.2","0","0","24","0","0","宵櫻紫鎧","0","0","2","0","0","0"
"重装鎧","6","106311","0","0","0","2.2","0","2.8","3","0","0","0","0","純金聖雕重甲","0","37","0","0","0","0"
"重装鎧","6","106312","0","0","0","2.4","0","3","4","0","0","0","0","瑰紅草莓盔甲","0","32","0","0","0","0"
"重装鎧","6","106313","0","0","0","2.4","0","3.2","4","0","0","0","0","櫻花八重鎧","0","43","0","0","0","0"
"服","6","106341","0","0","0","0.8","0","0.8","0","0","22.6","0","0","粉紅珊瑚裙","0","0","2","0","0","0"
"服","6","106342","0","0","0","1.2","0","1.2","0","0","21.8","0","0","華麗馬卡龍鎧衣","0","0","0","0","0","0"
"服","6","106343","0","0","0","1.2","0","1.4","0","0","22","0","0","薄紅櫻花聖衣","0","0","2","0","0","0"
"魔法服","6","106371","0","0","0","1.4","0","1","0","0","0","0","0","黑瑪瑙祈裝衣","2","0","0","0","0","17.4"
"魔法服","6","106372","0","0","0","2.8","0","2","0","0","0","0","0","魔法鬆餅長袍","0","0","0","0","0","9.8"
"魔法服","6","106373","0","0","0","1.6","0","1.2","0","0","0","0","0","白雪櫻魔裝","2","0","0","0","0","20"
"盾","6","106401","0","0","0","2.4","0","2.4","0","0","7.4","0","0","堇青石盾","0","0","0","0","0","0"
"靴","6","106431","0","0","0","3.6","0","2.2","0","0","4.8","0","0","薄荷巧克力冰鞋","0","0","0","0","0","0"
"魔法靴","6","106461","0","0","0","2.4","0","1.6","0","0","0","0","0","月水晶高跟鞋","0","25","0","0","0","8.6"
"魔法靴","6","106462","0","0","0","2.6","0","1.8","0","0","0","0","0","櫻吹雪軍靴","0","35","0","0","0","10"
"帽子","6","106491","0","0","0","3.8","0","2.2","0","0","6.2","0","0","不散櫻寬緣帽","0","0","0","0","0","0"
"魔法帽子","6","106521","0","0","0","0.6","0","0.8","0","0","0","0","0","水果塔貝雷帽","2.4","0","0","0","0","24.4"
"攻撃アクセサリ","6","106551","0","0","0","0","0","0","0","0","24.8","0","0","神紅戒紅寶石玫瑰","0","19","8","0","0","0"
"攻撃アクセサリ","6","106552","0","0","0","0","0","0","0","0","27.4","0","0","爆米花項鍊","0","20","8.2","0","0","0"
"攻撃アクセサリ","6","106553","0","0","0","0","0","0","0","0","30","0","0","獄天耳飾","0","18","8.8","0","0","0"
"防御アクセサリ","6","106581","0","0","0","3","0","3","0","0","0","0","0","常青之綠戒","0","0","0","19","0","0"
"防御アクセサリ","6","106582","0","0","0","3.2","0","3.4","0","0","0","0","0","馬卡龍墜飾","0","7","0","0","0","0"
"防御アクセサリ","6","106583","0","0","0","3.4","0","3.4","0","0","0","0","0","旋風耳飾","0","22","0","0","0","0"
"魔法アクセサリ","6","106611","0","0","0","0","0","0","0","0","0","0","0","白聖石鑽石之星","4.8","0","0","0","0","26.4"
"魔法アクセサリ","6","106612","0","0","0","0","0","0","0","0","0","0","0","甜甜圈頸環","7","0","0","0","0","26.8"
"魔法アクセサリ","6","106613","0","0","0","0","0","0","0","0","0","0","0","惠雨耳飾","7.2","0","0","20","0","28"
"剣","7","107011","0","0","0","0","0","0","0","0","53.6","0","0","櫻花大劍","0","8","3.6","0","0","0"
"剣","7","107012","0","0","0","0","0","0","0","0","56.2","0","0","裸海蝶之刃","0","17","3.2","0","0","0"
"剣","7","107013","0","0","0","0","0","0","0","0","57.2","0","0","狂暴狼牙劍","0","34","2.8","0","0","0"
"刀","7","107041","0","0","0","0","0","0","0","0","52","0","0","宵刀影櫻","0","0","8.4","0","0","0"
"刀","7","107042","0","0","0","0","0","1","0","0","51.6","0","0","虎鯨之劍","0","0","6.2","0","0","0"
"刀","7","107043","0","0","0","0","0","0","0","0","59.4","0","0","鎖鏈狂怒之劍","0","0","6.2","0","0","0"
"短剣","7","107071","0","0","0","0","0","0","0","0","50.8","0","0","櫻花匕首","0","13","8","0","0","0"
"短剣","7","107072","0","0","0","0","0","0","0","0","55.6","0","0","鯊牙匕首","0","0","8.2","0","0","0"
"短剣","7","107073","0","0","0","0","0","0","0","0","59","0","0","雷鳴龐克匕首","0","0","7","0","0","0"
"拳","7","107101","0","0","0","0","0","0.8","0","0","49.6","0","0","櫻花手甲","0","24","0","0","0","0"
"拳","7","107102","0","0","0","1.2","0","1.2","0","0","47.8","0","0","海龜拳套","0","0","0","0","0","0"
"拳","7","107103","0","0","0","0","0","0","0","0","62.4","0","0","喵喵手指虎","0","0","0","0","0","0"
"弓","7","107131","0","0","0","1","0","1","0","0","46.2","0","0","枝垂櫻弓","0","0","0","0","0","0"
"弓","7","107132","0","0","0","1.4","0","0","0","0","51.2","0","0","小丑魚長弓","0","0","3","0","0","0"
"弓","7","107133","0","0","0","1.2","0","0.4","0","0","52.8","0","0","獵罪之弓","0","0","3.4","0","0","0"
"槍","7","107161","0","0","0","1.8","0","0.6","0","0","44.2","0","0","散櫻颯槍","0","0","0","0","0","0"
"槍","7","107162","0","0","0","0.8","0","2","0","0","45.8","0","0","蟹鉗長槍","0","0","0","0","0","0"
"槍","7","107163","0","0","0","0.8","0","1.8","0","0","49.4","0","0","骷髏哥德之槍","0","0","0","0","0","0"
"斧","7","107191","0","0","0","0","0","0","0","0","56.2","0","0","伐櫻斧","0","0","0","0","0","0"
"斧","7","107192","0","0","0","0","0","0","0","0","54","0","0","鯨魚戰斧","0","51","0","0","0","0"
"斧","7","107193","0","0","0","0","0","0","0","0","54.6","0","0","搖滾炫音之斧","0","48","5","0","0","0"
"攻撃杖","7","107221","0","0","0","0","0","0","0","0","0","0","0","珍櫻杖","10.4","0","0","0","0","45.8"
"攻撃杖","7","107222","0","0","0","0","0","0","0","0","0","0","0","海螺長杖","9.4","0","0","0","0","50.4"
"攻撃杖","7","107223","0","0","0","0","0","0","0","0","0","0","0","掛鎖權杖","7","0","0","0","0","55.4"
"回復杖","7","107251","0","0","0","1.8","0","1.2","0","0","0","0","0","櫻華舞杖","0","10","0","0","0","40.2"
"回復杖","7","107252","0","0","0","1.6","0","1.2","0","0","0","0","0","水母長杖","0","64","0","0","0","38.6"
"回復杖","7","107253","0","0","0","1.4","0","0.8","0","0","0","0","0","龐克公主之杖","0","84","0","0","0","42"
"軽装鎧","7","107281","0","0","0","1.6","0","2.2","0","0","28","0","0","夏日拾光比基尼盔甲","0","0","3.6","0","0","0"
"軽装鎧","7","107282","0","0","0","1.8","0","2.2","0","0","29.6","0","0","哥德風褶裙戰甲","0","0","4.4","0","0","0"
"軽装鎧","7","107283","0","0","0","2.6","0","2","0","0","29.8","0","0","純真雪鎧甲","0","0","4.4","0","0","0"
"重装鎧","7","107311","0","0","0","3.6","0","4","4","0","0","0","0","海灘泳圈鎧甲","0","68","0","0","0","0"
"重装鎧","7","107312","0","0","0","4","0","4.4","0","0","0","0","0","哥德貞女","0","86","0","0","0","0"
"重装鎧","7","107313","0","0","0","4","0","5.2","0","0","0","0","0","水晶冰鎧甲","0","80","0","0","0","0"
"服","7","107341","0","0","0","1.4","0","1.8","0","0","32.8","0","0","牽牛花夏影浴衣","0","0","0","0","0","0"
"服","7","107342","0","0","0","2.4","0","3","0","0","24.8","0","0","龐克女孩","0","0","0","0","0","0"
"服","7","107343","0","0","0","2","0","1.6","0","0","29.8","0","0","白極光禮服","0","64","0","0","0","0"
"魔法服","7","107371","0","0","0","1.4","0","1","0","0","0","0","0","陽傘連身裙","3.4","0","0","0","0","33.4"
"魔法服","7","107372","0","0","0","1.6","0","1.2","0","0","0","0","0","哥德藍玫瑰","4","0","0","0","0","33.8"
"魔法服","7","107373","0","0","0","1.8","0","1.2","0","0","0","0","0","鑽石之塵長袍","3.6","0","0","0","0","36.4"
"魔法靴","7","107461","0","0","0","2.6","0","2.4","0","0","0","0","0","扶桑花涼鞋","0","69","0","0","0","16"
"魔法靴","7","107462","0","0","0","2.8","0","2.6","0","0","0","0","0","黑色鉚釘靴","0","75","0","0","0","16.4"
"魔法靴","7","107463","0","0","0","3","0","2.6","0","0","0","0","0","冰霜圓柱高跟鞋","0","92","0","0","0","16.6"
"帽子","7","107491","0","0","0","1.2","0","1.2","0","0","36.8","0","0","向日葵草帽","0","0","0","0","0","0"
"帽子","7","107492","0","0","0","1.6","0","1","0","0","38.8","0","0","黑色扣環帽","0","0","0","0","0","0"
"帽子","7","107493","0","0","0","0","0","0","0","0","43","0","0","雪花貝雷帽","0","105","0","0","0","0"
"攻撃アクセサリ","7","107551","0","0","0","0","0","0","0","0","42","0","0","櫻舞八重簪","0","0","6","0","0","0"
"攻撃アクセサリ","7","107552","0","0","0","0","0","0","0","0","45","0","0","紅寶石扶桑花髮飾","0","18","2.2","0","0","0"
"攻撃アクセサリ","7","107553","0","0","0","0","0","0","0","0","49.4","0","0","龐克棘刺手環","0","0","3.6","0","0","0"
"防御アクセサリ","7","107581","0","0","0","3.8","0","3.8","0","0","0","0","0","櫻花月夜簪","0","63","0","0","0","0"
"防御アクセサリ","7","107582","0","0","0","4.8","0","4.8","0","0","0","0","0","珍珠椰子髮飾","0","0","0","0","0","0"
"防御アクセサリ","7","107583","0","0","0","5","0","5.2","0","0","0","0","0","綠寶石哥德風手環","0","0","0","0","0","0"
"魔法アクセサリ","7","107611","0","0","0","0","0","0","0","0","0","0","0","仙櫻祝簪","6","0","0","0","0","39"
"魔法アクセサリ","7","107612","0","0","0","1.6","0","0","0","0","0","0","0","蛋白石貝殼髮飾","0","0","0","0","0","40.2"
"魔法アクセサリ","7","107613","0","0","0","0","0","0","0","0","0","0","0","搖滾鎖鍊手環","3","0","0","0","0","48.2"
"剣","8","108011","0","0","0","0","0","0","0","0","66","0","0","冰輝劍格拉斯之劍","0","20","3.6","0","0","0"
"剣","8","108012","0","0","0","0","0","0","0","0","70.4","0","0","音界劍大鋼琴劍","0","20","2.4","0","0","0"
"剣","8","108013","0","0","0","0","0","0","0","0","72.8","0","0","綠洲守衛之劍","0","40","0.6","0","0","0"
"剣","8","108014","0","0","0","0","0","0","0","0","76.4","0","0","薔薇帝王之劍","0","40","0.6","0","0","0"
"刀","8","108041","0","0","0","0","0","0","0","0","66.8","0","0","冰雪刀古拉奇短劍","0","8","4.6","0","0","0"
"刀","8","108042","0","0","0","0","0","0","0","0","71.2","0","0","創音刀喀魯託納","0","8","3.2","0","0","0"
"刀","8","108043","0","0","0","0","0","0","0","0","76","0","0","流沙舍施爾彎刀","0","10","0.8","0","0","0"
"刀","8","108044","0","0","0","0","0","0","0","0","79.8","0","0","殘虐薔薇之刃","0","10","0.8","0","0","0"
"短剣","8","108071","0","0","0","0","0","0","0","0","67","0","0","冰牙斯蒂利亞匕首","0","0","6","0","0","0"
"短剣","8","108072","0","0","0","0","0","0","0","0","71.8","0","0","刻音刃劈斬劍","0","0","4","0","0","0"
"短剣","8","108073","0","0","0","0","0","0","0","0","77","0","0","暗黑沙漠短劍","0","0","1","0","0","0"
"短剣","8","108074","0","0","0","0","0","0","0","0","80.8","0","0","棘瑰凶刃","0","0","1","0","0","0"
"拳","8","108101","0","0","0","0","0","0","0","0","70","0","0","冰塊拳格拉塞指虎","0","0","0","0","0","0"
"拳","8","108102","0","0","0","0","0","0","0","0","73.8","0","0","叫鳴拳中提琴拳套","0","0","0","0","0","0"
"拳","8","108103","0","0","0","0","0","0","0","0","77.6","0","0","傳承拳刃","0","0","0","0","0","0"
"拳","8","108104","0","0","0","0","0","0","0","0","81.2","0","0","瑰瓣指虎","0","0","0","0","0","0"
"弓","8","108131","0","0","0","0.8","0","0","0","0","64.6","0","0","冰聖弓孔格拉席翁","0","0","2.8","0","0","0"
"弓","8","108132","0","0","0","0.6","0","0","0","0","69.8","0","0","巧音弓小鼓弓","0","0","2","0","0","0"
"弓","8","108133","0","0","0","0.4","0","0","0","0","75.4","0","0","東方颶風之弓","0","0","0.4","0","0","0"
"弓","8","108134","0","0","0","0","0","0","0","0","81","0","0","狂戰士薔薇","0","0","0.8","0","0","0"
"槍","8","108161","0","0","0","0","0","1.2","0","0","64","0","0","冰穿槍暴風雪","0","0","0","0","0","0"
"槍","8","108162","0","0","0","0","0","1","0","0","68.8","0","0","仁重槍長號矛","0","0","0","0","0","0"
"槍","8","108163","0","0","0","0","0","0.4","0","0","75.6","0","0","風之遺產長矛","0","0","0","0","0","0"
"槍","8","108164","0","0","0","0","0","0.4","0","0","79.2","0","0","花冠長槍","0","0","0","0","0","0"
"斧","8","108191","0","0","0","0","0","0","0","0","68.4","0","0","冰壞斧里奧特戰斧","0","14","0","0","0","0"
