c7aea107fff5aa64f009922ac42a6e3fdda392200d346c2e1d59f30a506299fc,e038e3fd5e621154cea2494e9c4bbaad0f4a5b5dbd61cebd3922e50e833ee69a,b47a79bcdf0e36b695cdd8c5ed3f546d3f55cdc0bf85d576384a157beaa6383c,3e3a0a0f754dcaf568b381c2c785d906b6d2b52a2e0bda8cbf91418326ae142d,c5becfcd47de1ec2ec368bc1d3789de6624ba77eec491216cf47b593d71e20da,9273c565d602f37619920d9b3834543f448b7fcd29f62999f2c399ad594ac699,0db746945cfaf85ce8487d7539c6e971ff1415778ef969a56cb67434f45dddf8,c88e3f3b9735c5f8daf8188b005baf4f423dd99d09dcf955eefcf286b437451d,094890d185dd95aba5dfa5091b39ed3355e5f0d7fa0935b2cde0b007cf4e3d76,8c7f653d7ecce5365dfd09edabdf266f4f99d3e07935aa5e5c1d972c28450cce,332446c97b2b91bd24b88733b105ef41f509ed600f498b35dfdbb9e47cbc80bf,6c2c37fd8410021b4fbb61ee34a7dd9374d01ba1cfca7cb0e5e226e2faa65ed1,4a5e2b60aca5ad40a360e08f4849f70ed11e6abbd2ee32a52125b1d2e7e18243,88a8e6088058ae74aa4a19febcf6baa7f2ea4a4aa61447a782d136130295cba7,9818c38084a503cc0e2bdff0a45142074dfdec6bd3a52dd52f78665b81dc91c3
"99001155","打倒1隻哀暴小棉花糖（SPECIAL限定）","99001155","610103401","2030/04/01 14:59:59","0","0","2022/02/01 16:00:00","9001","1","1010313","1","6011","10103","601"
"99001156","打倒1隻反逆獸‧三重（NORMAL限定）","99001156","660043101","2030/04/01 14:59:59","0","0","2015/04/01 15:00:00","9001","1","1010510","1","6006","20043","601"
"99001157","打倒1隻反逆獸‧三重（HARD限定）","99001157","660043201","2030/04/01 14:59:59","0","0","2015/04/01 15:00:00","9001","1","1010511","1","6007","20043","601"
"99001158","打倒1隻反逆獸‧三重（VERY HARD限定）","99001158","660043301","2030/04/01 14:59:59","0","0","2015/04/01 15:00:00","9001","1","1010512","1","6010","20043","601"
"99001159","打倒1隻反逆獸‧三重（SPECIAL限定）","99001159","610105401","2030/04/01 14:59:59","0","0","2015/04/01 15:00:00","9001","1","1010513","1","6011","10105","601"
"99001160","打倒 1 隻孤伶伶的聖誕夜妖精（NORMAL限定）","99001160","660044101","2030/04/01 14:59:59","0","0","2015/04/01 15:00:00","9001","1","1010710","1","6006","20044","601"
"99001161","打倒 1 隻孤伶伶的聖誕夜妖精（HARD限定）","99001161","660044201","2030/04/01 14:59:59","0","0","2015/04/01 15:00:00","9001","1","1010711","1","6007","20044","601"
"99001162","打倒 1 隻孤伶伶的聖誕夜妖精（VERY HARD限定）","99001162","660044301","2030/04/01 14:59:59","0","0","2015/04/01 15:00:00","9001","1","1010712","1","6010","20044","601"
"99001163","打倒 1 隻孤伶伶的聖誕夜妖精（SPECIAL限定）","99001163","610107401","2030/04/01 14:59:59","0","0","2015/04/01 15:00:00","9001","1","1010713","1","6011","10107","601"
"99001164","吃掉所有 66 種布丁","99001164","0","2030/04/01 14:59:59","0","0","2029/04/01 15:00:00","0","1","14","1","6001","10080","601"
"99001165","完成 100％ 布丁筆記本","99001165","0","2030/04/01 14:59:59","0","0","2029/04/01 15:00:00","0","1","14","1","6001","10080","601"
"99001166","打倒1隻邪牛神哞猛（NORMAL限定）","99001166","660045101","2030/04/01 14:59:59","0","0","2015/04/01 15:00:00","9001","1","1010910","1","6006","20045","601"
"99001167","打倒1隻邪牛神哞猛（HARD限定）","99001167","660045201","2030/04/01 14:59:59","0","0","2015/04/01 15:00:00","9001","1","1010911","1","6007","20045","601"
"99001168","打倒1隻邪牛神哞猛（VERY HARD限定）","99001168","660045301","2030/04/01 14:59:59","0","0","2015/04/01 15:00:00","9001","1","1010912","1","6010","20045","601"
"99001169","打倒1隻邪牛神哞猛（SPECIAL限定）","99001169","610109401","2030/04/01 14:59:59","0","0","2015/04/01 15:00:00","9001","1","1010913","1","6011","10109","601"
"99001170","打倒1隻碎裂魔像（NORMAL限定）","99001170","660046101","2030/04/01 14:59:59","0","0","2022/06/01 16:00:00","9001","1","1011210","1","6006","20046","601"
"99001171","打倒1隻碎裂魔像（HARD限定）","99001171","660046201","2030/04/01 14:59:59","0","0","2022/06/01 16:00:00","9001","1","1011211","1","6007","20046","601"
"99001172","打倒1隻碎裂魔像（VERY HARD限定）","99001172","660046301","2030/04/01 14:59:59","0","0","2022/06/01 16:00:00","9001","1","1011212","1","6010","20046","601"
"99001173","打倒1隻碎裂魔像（SPECIAL限定）","99001173","610112401","2030/04/01 14:59:59","0","0","2022/06/01 16:00:00","9001","1","1011213","1","6011","10112","601"
"99001174","打倒1隻超載力量（NORMAL限定）","99001174","660047101","2030/04/01 14:59:59","0","0","2022/06/08 16:00:00","9001","1","1011310","1","6006","20047","601"
"99001175","打倒1隻超載力量（HARD限定）","99001175","660047201","2030/04/01 14:59:59","0","0","2022/06/08 16:00:00","9001","1","1011311","1","6007","20047","601"
"99001176","打倒1隻超載力量（VERY HARD限定）","99001176","660047301","2030/04/01 14:59:59","0","0","2022/06/08 16:00:00","9001","1","1011312","1","6010","20047","601"
"99001177","打倒1隻超載力量（SPECIAL限定）","99001177","610113401","2030/04/01 14:59:59","0","0","2022/06/08 16:00:00","9001","1","1011313","1","6011","10113","601"
"99001178","打倒1隻仇鼠‧怒髮衝冠的啾二（NORMAL限定）","99001178","660048101","2030/04/01 14:59:59","0","0","2022/07/01 16:00:00","9001","1","1011510","1","6006","20048","601"
"99001179","打倒1隻仇鼠‧怒髮衝冠的啾二（HARD限定）","99001179","660048201","2030/04/01 14:59:59","0","0","2022/07/01 16:00:00","9001","1","1011511","1","6007","20048","601"
"99001180","打倒1隻仇鼠‧怒髮衝冠的啾二（VERY HARD限定）","99001180","660048301","2030/04/01 14:59:59","0","0","2022/07/01 16:00:00","9001","1","1011512","1","6010","20048","601"
"99001181","打倒1隻仇鼠‧怒髮衝冠的啾二（SPECIAL限定）","99001181","610115401","2030/04/01 14:59:59","0","0","2022/07/01 16:00:00","9001","1","1011513","1","6011","10115","601"
"99001182","打倒1隻貪婪暴君‧賭場王（NORMAL限定）","99001182","660049101","2030/04/01 14:59:59","0","0","2022/08/01 16:00:00","9001","1","1011710","1","6006","20049","601"
"99001183","打倒1隻貪婪暴君‧賭場王（HARD限定）","99001183","660049201","2030/04/01 14:59:59","0","0","2022/08/01 16:00:00","9001","1","1011711","1","6007","20049","601"
"99001184","打倒1隻貪婪暴君‧賭場王（VERY HARD限定）","99001184","660049301","2030/04/01 14:59:59","0","0","2022/08/01 16:00:00","9001","1","1011712","1","6010","20049","601"
"99001185","打倒1隻貪婪暴君‧賭場王（SPECIAL限定）","99001185","610117401","2030/04/01 14:59:59","0","0","2022/08/01 16:00:00","9001","1","1011713","1","6011","10117","601"
"99001186","打倒1隻受解放的寶藏守護者（NORMAL限定）","99001186","660050101","2030/04/01 14:59:59","0","0","2022/09/01 16:00:00","9001","1","1011910","1","6006","20050","601"
"99001187","打倒1隻受解放的寶藏守護者（HARD限定）","99001187","660050201","2030/04/01 14:59:59","0","0","2022/09/01 16:00:00","9001","1","1011911","1","6007","20050","601"
"99001188","打倒1隻受解放的寶藏守護者（VERY HARD限定）","99001188","660050301","2030/04/01 14:59:59","0","0","2022/09/01 16:00:00","9001","1","1011912","1","6010","20050","601"
"99001189","打倒1隻受解放的寶藏守護者（SPECIAL限定）","99001189","610119401","2030/04/01 14:59:59","0","0","2022/09/01 16:00:00","9001","1","1011913","1","6011","10119","601"
"99001190","打倒 1 隻阿斯特賴亞牛肝菌（NORMAL限定）","99001190","660051101","2030/04/01 14:59:59","0","0","2022/10/02 16:00:00","9001","1","1012110","1","6006","20051","601"
"99001191","打倒 1 隻阿斯特賴亞牛肝菌（HARD限定）","99001191","660051201","2030/04/01 14:59:59","0","0","2022/10/02 16:00:00","9001","1","1012111","1","6007","20051","601"
"99001192","打倒 1 隻阿斯特賴亞牛肝菌（VERY HARD限定）","99001192","660051301","2030/04/01 14:59:59","0","0","2022/10/02 16:00:00","9001","1","1012112","1","6010","20051","601"
"99001193","打倒 1 隻阿斯特賴亞牛肝菌（SPEICAL限定）","99001193","610121401","2030/04/01 14:59:59","0","0","2022/10/02 16:00:00","9001","1","1012113","1","6011","10121","601"
"99001194","打倒1隻海將海馬指揮官（NORMAL限定）","99001194","660052101","2030/04/01 14:59:59","0","0","2022/11/01 16:00:00","9001","1","1012310","1","6006","20052","601"
"99001195","打倒1隻海將海馬指揮官（HARD限定）","99001195","660052201","2030/04/01 14:59:59","0","0","2022/11/01 16:00:00","9001","1","1012311","1","6007","20052","601"
"99001196","打倒1隻海將海馬指揮官（VERY HARD限定）","99001196","660052301","2030/04/01 14:59:59","0","0","2022/11/01 16:00:00","9001","1","1012312","1","6010","20052","601"
"99001197","打倒1隻海將海馬指揮官（SPECIAL限定）","99001197","610123401","2030/04/01 14:59:59","0","0","2022/11/01 16:00:00","9001","1","1012313","1","6011","10123","601"
"99001198","在難易度EXTRA中，一次獲得115000分以上","99001198","0","2030/04/01 14:59:59","0","0","2029/04/01 16:00:00","0","1","14","1","6001","10096","601"
"99001199","在難易度EXTRA中，一次獲得135000分以上，並於所有回合以第一名抵達終點。","99001199","0","2030/04/01 14:59:59","0","0","2029/04/01 16:00:00","0","1","14","1","6001","10096","601"
"99001200","打倒1隻月光之門（NORMAL限定）","99001200","660053101","2030/04/01 14:59:59","0","0","2022/12/01 16:00:00","9001","1","1012510","1","6006","20053","601"
"99001201","打倒1隻月光之門（HARD限定）","99001201","660053201","2030/04/01 14:59:59","0","0","2022/12/01 16:00:00","9001","1","1012511","1","6007","20053","601"
"99001202","打倒1隻月光之門（VERY HARD限定）","99001202","660053301","2030/04/01 14:59:59","0","0","2022/12/01 16:00:00","9001","1","1012512","1","6010","20053","601"
"99001203","打倒1隻月光之門（SPECIAL限定）","99001203","610125401","2030/04/01 14:59:59","0","0","2022/12/01 16:00:00","9001","1","1012513","1","6011","10125","601"
"99001204","閱覽所有小繆快快長大日記","99001204","0","2030/04/01 14:59:59","0","0","2029/04/01 16:00:00","0","1","15","1","6001","10098","601"
"99001205","打倒1隻哀執的植物羊（NORMAL限定）","99001205","660054101","2030/04/01 14:59:59","0","0","2023/01/02 16:00:00","9001","1","1012710","1","6006","20054","601"
"99001206","打倒1隻哀執的植物羊（HARD限定）","99001206","660054201","2030/04/01 14:59:59","0","0","2023/01/02 16:00:00","9001","1","1012711","1","6007","20054","601"
"99001207","打倒1隻哀執的植物羊（VERY HARD限定）","99001207","660054301","2030/04/01 14:59:59","0","0","2023/01/02 16:00:00","9001","1","1012712","1","6010","20054","601"
"99001208","打倒1隻哀執的植物羊（SPECIAL限定）","99001208","610127401","2030/04/01 14:59:59","0","0","2023/01/02 16:00:00","9001","1","1012713","1","6011","10127","601"
"99001209","打倒1隻瘋狂直播主‧輝美（NORMAL限定）","99001209","660055101","2030/04/01 14:59:59","0","0","2023/02/01 16:00:00","9001","1","1012910","1","6006","20055","601"
"99001210","打倒1隻瘋狂直播主‧輝美（HARD限定）","99001210","660055201","2030/04/01 14:59:59","0","0","2023/02/01 16:00:00","9001","1","1012911","1","6007","20055","601"
"99001211","打倒1隻瘋狂直播主‧輝美（VERY HARD限定）","99001211","660055301","2030/04/01 14:59:59","0","0","2023/02/01 16:00:00","9001","1","1012912","1","6010","20055","601"
"99001212","打倒1隻瘋狂直播主‧輝美（SPECIAL限定）","99001212","610129401","2030/04/01 14:59:59","0","0","2023/02/01 16:00:00","9001","1","1012913","1","6011","10129","601"
"99001213","打倒1隻黑曜魔像（NORMAL限定）","99001213","660056101","2030/04/01 14:59:59","0","0","2023/03/01 16:00:00","9001","1","1013110","1","6006","20056","601"
"99001214","打倒1隻黑曜魔像（HARD限定）","99001214","660056201","2030/04/01 14:59:59","0","0","2023/03/01 16:00:00","9001","1","1013111","1","6007","20056","601"
"99001215","打倒1隻黑曜魔像（VERY HARD限定）","99001215","660056301","2030/04/01 14:59:59","0","0","2023/03/01 16:00:00","9001","1","1013112","1","6010","20056","601"
"99001216","打倒1隻黑曜魔像（SPECIAL限定）","99001216","610131401","2030/04/01 14:59:59","0","0","2023/03/01 16:00:00","9001","1","1013113","1","6011","10131","601"
"99001217","打倒1隻不幸福的多倫多獸（NORMAL限定）","99001217","660057101","2030/04/01 14:59:59","0","0","2023/04/01 16:00:00","9001","1","1013310","1","6006","20057","601"
"99001218","打倒1隻不幸福的多倫多獸（HARD限定）","99001218","660057201","2030/04/01 14:59:59","0","0","2023/04/01 16:00:00","9001","1","1013311","1","6007","20057","601"
"99001219","打倒1隻不幸福的多倫多獸（VERY HARD限定）","99001219","660057301","2030/04/01 14:59:59","0","0","2023/04/01 16:00:00","9001","1","1013312","1","6010","20057","601"
"99001220","打倒1隻不幸福的多倫多獸（SPECIAL限定）","99001220","610133401","2030/04/01 14:59:59","0","0","2023/04/01 16:00:00","9001","1","1013313","1","6011","10133","601"
"99001221","打倒1隻汙穢的湯之神‧陽卵（NORMAL限定）","99001221","660058101","2030/04/01 14:59:59","0","0","2023/05/01 16:00:00","9001","1","1013510","1","6006","20058","601"
"99001222","打倒1隻汙穢的湯之神‧陽卵（HARD限定）","99001222","660058201","2030/04/01 14:59:59","0","0","2023/05/01 16:00:00","9001","1","1013511","1","6007","20058","601"
"99001223","打倒1隻汙穢的湯之神‧陽卵（VERY HARD限定）","99001223","660058301","2030/04/01 14:59:59","0","0","2023/05/01 16:00:00","9001","1","1013512","1","6010","20058","601"
"99001224","打倒1隻汙穢的湯之神‧陽卵（SPECIAL限定）","99001224","610135401","2030/04/01 14:59:59","0","0","2023/05/01 16:00:00","9001","1","1013513","1","6011","10135","601"
"99001225","打倒1隻樂園守護者（NORMAL限定）","99001225","660059101","2030/04/01 14:59:59","0","0","2023/06/01 16:00:00","9001","1","1013810","1","6006","20059","601"
"99001226","打倒1隻樂園守護者（HARD限定）","99001226","660059201","2030/04/01 14:59:59","0","0","2023/06/01 16:00:00","9001","1","1013811","1","6007","20059","601"
"99001227","打倒1隻樂園守護者（VERY HARD限定）","99001227","660059301","2030/04/01 14:59:59","0","0","2023/06/01 16:00:00","9001","1","1013812","1","6010","20059","601"
"99001228","打倒1隻樂園守護者（SPECIAL限定）","99001228","610138401","2030/04/01 14:59:59","0","0","2023/06/01 16:00:00","9001","1","1013813","1","6011","10138","601"
"99001229","打倒1隻象徵久遠庭園之人（NORMAL限定）","99001229","660060101","2030/04/01 14:59:59","0","0","2023/06/08 16:00:00","9001","1","1013910","1","6006","20060","601"
"99001230","打倒1隻象徵久遠庭園之人（HARD限定）","99001230","660060201","2030/04/01 14:59:59","0","0","2023/06/08 16:00:00","9001","1","1013911","1","6007","20060","601"
"99001231","打倒1隻象徵久遠庭園之人（VERY HARD限定）","99001231","660060301","2030/04/01 14:59:59","0","0","2023/06/08 16:00:00","9001","1","1013912","1","6010","20060","601"
"99001232","打倒1隻象徵久遠庭園之人（SPECIAL限定）","99001232","610139401","2030/04/01 14:59:59","0","0","2023/06/08 16:00:00","9001","1","1013913","1","6011","10139","601"
"99001233","打倒1隻祈福託災的招財貓（NORMAL限定）","99001233","660061101","2030/04/01 14:59:59","0","0","2023/07/02 16:00:00","9001","1","1014110","1","6006","20061","601"
"99001234","打倒1隻祈福託災的招財貓（HARD限定）","99001234","660061201","2030/04/01 14:59:59","0","0","2023/07/02 16:00:00","9001","1","1014111","1","6007","20061","601"
"99001235","打倒1隻祈福託災的招財貓（VERY HARD限定）","99001235","660061301","2030/04/01 14:59:59","0","0","2023/07/02 16:00:00","9001","1","1014112","1","6010","20061","601"
"99001236","打倒1隻祈福託災的招財貓（SPECIAL限定）","99001236","610141401","2030/04/01 14:59:59","0","0","2023/07/02 16:00:00","9001","1","1014113","1","6011","10141","601"
"99001237","打倒1隻大王猩猩（NORMAL限定）","99001237","660062101","2030/04/01 14:59:59","0","0","2023/08/01 16:00:00","9001","1","1014310","1","6006","20062","601"
"99001238","打倒1隻大王猩猩（HARD限定）","99001238","660062201","2030/04/01 14:59:59","0","0","2023/08/01 16:00:00","9001","1","1014311","1","6007","20062","601"
"99001239","打倒1隻大王猩猩（VERY HARD限定）","99001239","660062301","2030/04/01 14:59:59","0","0","2023/08/01 16:00:00","9001","1","1014312","1","6010","20062","601"
"99001240","打倒1隻大王猩猩（SPECIAL限定）","99001240","610143401","2030/04/01 14:59:59","0","0","2023/08/01 16:00:00","9001","1","1014313","1","6011","10143","601"
"99001241","打倒1隻智慧的鍊金術師‧莫夫（NORMAL限定）","99001241","660063101","2030/04/01 14:59:59","0","0","2023/09/01 16:00:00","9001","1","1014510","1","6006","20063","601"
"99001242","打倒1隻智慧的鍊金術師‧莫夫（HARD限定）","99001242","660063201","2030/04/01 14:59:59","0","0","2023/09/01 16:00:00","9001","1","1014511","1","6007","20063","601"
"99001243","打倒1隻智慧的鍊金術師‧莫夫（VERY HARD限定）","99001243","660063301","2030/04/01 14:59:59","0","0","2023/09/01 16:00:00","9001","1","1014512","1","6010","20063","601"
"99001244","打倒1隻智慧的鍊金術師‧莫夫（SPECIAL限定）","99001244","610145401","2030/04/01 14:59:59","0","0","2023/09/01 16:00:00","9001","1","1014513","1","6011","10145","601"
"99001245","打倒1隻變貌的從者‧布拉德（NORMAL限定）","99001245","610147101","2030/04/01 14:59:59","0","0","2023/10/01 16:00:00","9001","1","1014710","1","6006","10147","601"
"99001246","打倒1隻變貌的從者‧布拉德（HARD限定）","99001246","610147201","2030/04/01 14:59:59","0","0","2023/10/01 16:00:00","9001","1","1014711","1","6007","10147","601"
"99001247","打倒1隻變貌的從者‧布拉德（VERY HARD限定）","99001247","610147301","2030/04/01 14:59:59","0","0","2023/10/01 16:00:00","9001","1","1014712","1","6010","10147","601"
"99001248","打倒1隻變貌的從者‧布拉德（SPECIAL限定）","99001248","610147401","2030/04/01 14:59:59","0","0","2023/10/01 16:00:00","9001","1","1014713","1","6011","10147","601"
"99001249","閱覽所有雪的審美會劇情","99001249","0","2030/04/01 14:59:59","0","0","2029/04/01 16:00:00","0","1","15","1","6001","10147","601"
"99001250","打倒1隻復活的白色島鯨（NORMAL限定）","99001250","610149101","2030/04/01 14:59:59","0","0","2023/11/01 16:00:00","9001","1","1014910","1","6006","10149","601"
"99001251","打倒1隻復活的白色島鯨（HARD限定）","99001251","610149201","2030/04/01 14:59:59","0","0","2023/11/01 16:00:00","9001","1","1014911","1","6007","10149","601"
"99001252","打倒1隻復活的白色島鯨（VERY HARD限定）","99001252","610149301","2030/04/01 14:59:59","0","0","2023/11/01 16:00:00","9001","1","1014912","1","6010","10149","601"
"99001253","打倒1隻復活的白色島鯨（SPECIAL限定）","99001253","610149401","2030/04/01 14:59:59","0","0","2023/11/01 16:00:00","9001","1","1014913","1","6011","10149","601"
"99001254","打倒1隻怨恨亡靈（NORMAL限定）","99001254","610151101","2030/04/01 14:59:59","0","0","2023/12/01 16:00:00","9001","1","1015110","1","6006","10151","601"
"99001255","打倒1隻怨恨亡靈（HARD限定）","99001255","610151201","2030/04/01 14:59:59","0","0","2023/12/01 16:00:00","9001","1","1015111","1","6007","10151","601"
"99001256","打倒1隻怨恨亡靈（VERY HARD限定）","99001256","610151301","2030/04/01 14:59:59","0","0","2023/12/01 16:00:00","9001","1","1015112","1","6010","10151","601"
"99001257","打倒1隻怨恨亡靈（SPECIAL限定）","99001257","610151401","2030/04/01 14:59:59","0","0","2023/12/01 16:00:00","9001","1","1015113","1","6011","10151","601"
"99001258","打倒1隻被解放的暴魔‧阿爾杰什（NORMAL限定）","99001258","610126101","2030/04/01 14:59:59","0","0","2024/01/01 16:00:00","9001","1","1015510","1","6006","10155","601"
"99001259","打倒1隻被解放的暴魔‧阿爾杰什（HARD限定）","99001259","610126201","2030/04/01 14:59:59","0","0","2024/01/01 16:00:00","9001","1","1015511","1","6007","10155","601"
"99001260","打倒1隻被解放的暴魔‧阿爾杰什（VERY HARD限定）","99001260","610126301","2030/04/01 14:59:59","0","0","2024/01/01 16:00:00","9001","1","1015512","1","6010","10155","601"
"99001261","打倒1隻被解放的暴魔‧阿爾杰什（SPECIAL限定）","99001261","610126401","2030/04/01 14:59:59","0","0","2024/01/01 16:00:00","9001","1","1015513","1","6011","10155","601"
"99001262","在「放學後的猜謎讀書會」中將與凱留的回憶值達到上限吧","99001262","0","2030/04/01 14:59:59","0","0","2029/04/01 15:00:00","0","1","14","1","6001","10155","601"
"99001263","在「放學後的猜謎讀書會」中將與鈴奈的回憶值達到上限吧","99001263","0","2030/04/01 14:59:59","0","0","2029/04/01 15:00:00","0","1","14","1","6001","10155","601"
"99001264","在「放學後的猜謎讀書會」中將題庫解放至30％吧","99001264","0","2030/04/01 14:59:59","0","0","2029/04/01 15:00:00","0","1","14","1","6001","10155","601"
"99001265","在「放學後的猜謎讀書會」中將題庫解放至60％吧","99001265","0","2030/04/01 14:59:59","0","0","2029/04/01 15:00:00","0","1","14","1","6001","10155","601"
"99001266","在「放學後的猜謎讀書會」中將題庫解放至100％吧","99001266","0","2030/04/01 14:59:59","0","0","2029/04/01 15:00:00","0","1","14","1","6001","10155","601"
"99001267","打倒1隻哈立德（NORMAL限定）","99001267","610128101","2030/04/01 14:59:59","0","0","2024/02/01 16:00:00","9001","1","1015710","1","6006","10157","601"
"99001268","打倒1隻哈立德（HARD限定）","99001268","610128201","2030/04/01 14:59:59","0","0","2024/02/01 16:00:00","9001","1","1015711","1","6007","10157","601"
"99001269","打倒1隻哈立德（VERY HARD限定）","99001269","610128301","2030/04/01 14:59:59","0","0","2024/02/01 16:00:00","9001","1","1015712","1","6010","10157","601"
"99001270","打倒1隻哈立德（SPECIAL限定）","99001270","610128401","2030/04/01 14:59:59","0","0","2024/02/01 16:00:00","9001","1","1015713","1","6011","10157","601"
"99001271","閱覽所有夢幻的婚姻模擬遊戲劇情","99001271","0","2030/04/01 14:59:59","0","0","2029/04/01 15:00:00","0","1","15","1","6001","10157","601"
"99001272","打倒1隻美空（NORMAL限定）","99001272","1015901","2030/04/01 14:59:59","0","0","2024/03/01 16:00:00","9019","1","1015910","1","6006","10159","601"
"99001273","打倒1隻美空（HARD限定）","99001273","1015902","2030/04/01 14:59:59","0","0","2024/03/01 16:00:00","9019","1","1015911","1","6007","10159","601"
"99001274","打倒1隻美空（VERY HARD限定）","99001274","1015903","2030/04/01 14:59:59","0","0","2024/03/01 16:00:00","9019","1","1015912","1","6010","10159","601"
"99001275","打倒1隻美空（SPECIAL限定）","99001275","1015904","2030/04/01 14:59:59","0","0","2024/03/01 16:00:00","9019","1","1015913","1","6011","10159","601"
"99001276","閱覽所有旅行與成長（與反省）的記錄","99001276","0","2030/04/01 14:59:59","0","0","2029/04/01 15:00:00","0","1","15","1","6001","10159","601"
"99001277","打倒1隻巴西利斯克‧阿洛斯（NORMAL限定）","99001277","610132101","2030/04/01 14:59:59","0","0","2024/04/01 16:00:00","9001","1","1016110","1","6006","10161","601"
"99001278","打倒1隻巴西利斯克‧阿洛斯（HARD限定）","99001278","610132201","2030/04/01 14:59:59","0","0","2024/04/01 16:00:00","9001","1","1016111","1","6007","10161","601"
"99001279","打倒1隻巴西利斯克‧阿洛斯（VERY HARD限定）","99001279","610132301","2030/04/01 14:59:59","0","0","2024/04/01 16:00:00","9001","1","1016112","1","6010","10161","601"
"99001280","打倒1隻巴西利斯克‧阿洛斯（SPECIAL限定）","99001280","610132401","2030/04/01 14:59:59","0","0","2024/04/01 16:00:00","9001","1","1016113","1","6011","10161","601"
"99001281","打倒1隻夢中隕石（NORMAL限定）","99001281","610134101","2030/04/01 14:59:59","0","0","2024/05/01 16:00:00","9001","1","1016310","1","6006","10163","601"
"99001282","打倒1隻夢中隕石（HARD限定）","99001282","610134201","2030/04/01 14:59:59","0","0","2024/05/01 16:00:00","9001","1","1016311","1","6007","10163","601"
"99001283","打倒1隻夢中隕石（VERY HARD限定）","99001283","610134301","2030/04/01 14:59:59","0","0","2024/05/01 16:00:00","9001","1","1016312","1","6010","10163","601"
"99001284","打倒1隻夢中隕石（SPECIAL限定）","99001284","610134401","2030/04/01 14:59:59","0","0","2024/05/01 16:00:00","9001","1","1016313","1","6011","10163","601"
"99001285","閱覽所有初夢挑戰劇情","99001285","0","2030/04/01 14:59:59","0","0","2029/04/01 15:00:00","0","1","15","1","6001","10130","601"
"99001286","打倒1隻紅霧精靈（NORMAL限定）","99001286","610136101","2030/04/01 14:59:59","0","0","2024/06/01 16:00:00","9001","1","1016410","1","6006","10164","601"
"99001287","打倒1隻紅霧精靈（HARD限定）","99001287","610136201","2030/04/01 14:59:59","0","0","2024/06/01 16:00:00","9001","1","1016411","1","6007","10164","601"
"99001288","打倒1隻紅霧精靈（VERY HARD限定）","99001288","610136301","2030/04/01 14:59:59","0","0","2024/06/01 16:00:00","9001","1","1016412","1","6010","10164","601"
"99001289","打倒1隻紅霧精靈（SPECIAL限定）","99001289","610136401","2030/04/01 14:59:59","0","0","2024/06/01 16:00:00","9001","1","1016413","1","6011","10164","601"
"99001290","打倒1隻顯露苦衷 埃拉＆志那都（NORMAL限定）","99001290","610137101","2030/04/01 14:59:59","0","0","2024/06/08 16:00:00","9001","1","1016510","1","6006","10165","601"
"99001291","打倒1隻顯露苦衷 埃拉＆志那都（HARD限定）","99001291","610137201","2030/04/01 14:59:59","0","0","2024/06/08 16:00:00","9001","1","1016511","1","6007","10165","601"
"99001292","打倒1隻顯露苦衷 埃拉＆志那都（VERY HARD限定）","99001292","610137301","2030/04/01 14:59:59","0","0","2024/06/08 16:00:00","9001","1","1016512","1","6010","10165","601"
"99001293","打倒1隻顯露苦衷 埃拉＆志那都（SPECIAL限定）","99001293","610137401","2030/04/01 14:59:59","0","0","2024/06/08 16:00:00","9001","1","1016513","1","6011","10165","601"
"99001294","打倒1隻地獄的聖女富美惠（NORMAL限定）","99001294","610140101","2030/04/01 14:59:59","0","0","2024/07/01 16:00:00","9001","1","1016610","1","6006","10166","601"
"99001295","打倒1隻地獄的聖女富美惠（HARD限定）","99001295","610140201","2030/04/01 14:59:59","0","0","2024/07/01 16:00:00","9001","1","1016611","1","6007","10166","601"
"99001296","打倒1隻地獄的聖女富美惠（VERY HARD限定）","99001296","610140301","2030/04/01 14:59:59","0","0","2024/07/01 16:00:00","9001","1","1016612","1","6010","10166","601"
"99001297","打倒1隻地獄的聖女富美惠（SPECIAL限定）","99001297","610140401","2030/04/01 14:59:59","0","0","2024/07/01 16:00:00","9001","1","1016613","1","6011","10166","601"
"99001298","打倒1隻剛雷獸‧雷葛宏（NORMAL限定）","99001298","1014201","2030/04/01 14:59:59","0","0","2024/08/01 16:00:00","9019","1","10","1","6006","10142","601"
"99001299","打倒1隻剛雷獸‧雷葛宏（HARD限定）","99001299","1014202","2030/04/01 14:59:59","0","0","2024/08/01 16:00:00","9019","1","11","1","6007","10142","601"
"99001300","打倒1隻剛雷獸‧雷葛宏（VERY HARD限定）","99001300","1014203","2030/04/01 14:59:59","0","0","2024/08/01 16:00:00","9019","1","12","1","6010","10142","601"
"99001301","打倒1隻剛雷獸‧雷葛宏（SPECIAL限定）","99001301","1014204","2030/04/01 14:59:59","0","0","2024/08/01 16:00:00","9019","1","13","1","6011","10142","601"
"99001302","在「行軍A-Go-Go！」中用惠理子累計獲得50000分","99001302","0","2030/04/01 14:59:59","0","0","2029/04/01 15:00:00","0","1","15","1","6001","10142","601"
"99001303","在「行軍A-Go-Go！」中用真琴累計獲得50000分","99001303","0","2030/04/01 14:59:59","0","0","2029/04/01 15:00:00","0","1","15","1","6001","10142","601"
"99001304","在「行軍A-Go-Go！」的CHALLENGE模式中一次獲得50000分以上","99001304","0","2030/04/01 14:59:59","0","0","2029/04/01 15:00:00","0","1","15","1","6001","10142","601"
