a941a90a83dc7ee327412cda5e5408445d8416fae3c8046531a85d4483cb1e6e,90efa264d8b73146888271a76f679c42c80b76b884c5e8cf7bb401a042a0408b,ba70a4e08a064509ef532da1a7bb50e7a9ddcd02b0b300229d1632ea8edab5db,f64de156a87bc819a1e021e8869733f0b86da799fc2fcd97791a50f9aef72569,0dda461902622a59180df2ad6aef8b13f81531fdc7fd6ec2bce42392de41650e,b55f7ae61b353231a2eec809664cf54b0073289fc13d1c52249fe4c716c36692,383a23c1d40614fa48f8afb50746defcb9ed145cfe16f4a5c37d99b2a014312a,8783991218d405c63d6cfee0201fb42e10cdb98a4911881870cb757d3abe542d
"2","10060","ㄓ","ㄨㄢ","圓圓的環。","1006002","1","指環"
"2","10060","ㄨ","ㄠ","以貴金屬或稀有礦物加工成的奢侈品，通常都是亮晶晶的。","1006003","1","珠寶"
"1","10061","ㄥ","ㄗ","以纖維編織而成的工具，用於捆綁。","1006100","1","繩子"
"1","10061","ㄚ","ㄥ","用麻線等編成的結實的繩子。可以綁起各式各樣的東西。","1006101","1","麻繩"
"2","10061","ㄠ","ㄥ","用草編織成的繩子，據說被蛇咬過的人會怕它十年。","1006102","1","草繩"
"3","10061","ㄨㄥ","ㄩ","嗚呵呵呵呵。","1006103","1","空花的秘密道具"
"3","10061","ㄩㄝ","ㄧㄥ","空花要，空花要～！","1006104","1","絕頂"
"1","10062","ㄨㄣ","ㄞ","用來防止攻擊的板狀的防具。","1006200","1","盾牌"
"2","10062","ㄨ","ㄩ","拿來防止什麼的東西的總稱。","1006201","1","護具"
"2","10062","ㄤ","ㄩ","保護身體的裝備。","1006202","1","防具"
"2","10062","ㄨㄤ","ㄟ","配戴在身上的功能性物品或衣物。","1006203","1","裝備"
"3","10062","ㄧ","ㄨㄣ","純的必殺技。能擋下各種攻擊！","1006204","1","地獄之盾"
"1","10063","ㄧㄢ","ㄧ","貨幣。不是食物。","1006300","1","錢幣"
"1","10063","ㄧㄣ","ㄧㄢ","「錢」的別種說法。不是食物。","1006301","1","金錢"
"2","10063","ㄠ","ㄤ","被藏起來的貴重物品。","1006302","1","寶藏"
"2","10063","ㄞ","ㄨ","指貨幣或貴重的物品。","1006303","1","財物"
"3","10063","ㄨ","ㄧ","在蘭德索爾使用的貨幣單位。不是食物。","1006304","1","盧幣"
"3","10063","ㄨㄥ","ㄩ","是盧幣主要的用途。也有可以食用的。","1006305","1","公會小屋購買家具"
"1","10064","ㄨ","ㄧㄥ","雞蛋做成的甜品。","1006400","1","布丁"
"2","10064","ㄠ","ㄧㄥ","統率所有點心的點心中的點心。","1006401","1","豪華法式布丁"
"2","10064","ㄧㄢ","ㄧㄢ","是甜的。也就是布丁。","1006402","1","甜點"
"3","10064","ㄨㄥ","ㄧㄣ","所有的布丁都是宮子一個人的。","1006403","1","宮子的點心"
"1","10065","ㄧㄤ","ㄧㄢ","裝飾在脖子上的飾品。","1006500","1","項鍊"
"2","10065","ㄨㄟ","ㄕ","掛在脖子上的飾品。","1006501","1","墜飾"
"2","10065","ㄕ","ㄧㄣ","飾品。時尚的必備道具。","1006502","1","飾品"
"2","10065","ㄡ","ㄕ","與服裝互相搭配的配件。","1006503","1","首飾"
"1","10066","ㄠ","ㄧ","稻穗。可以篩出米。","1006600","1","稻米"
"2","10066","ㄧ","ㄢ","將水稻精製後的穀物。米飯！","1006601","1","米飯"
"2","10066","ㄞ","ㄗ","麵包原料的穀物。","1006602","1","麥子"
"2","10066","ㄨ","ㄨ","人工種植的可食用植物之一，富含澱粉。","1006603","1","穀物"
"1","10067","ㄧㄤ","ㄧㄡ","由豆類製成的東國特有的醬料。","1006700","1","醬油"
"2","10067","ㄡ","ㄧㄡ","「醬油」的別種說法。豆類的醬料。","1006701","1","豆油"
"2","10067","ㄧㄠ","ㄧㄠ","用來調味。","1006702","1","調味料"
"2","10067","ㄞ","ㄧㄡ","加入鰹魚風味的醬油。","1006703","1","柴魚醬油"
"1","10068","ㄨ","ㄞ","用來進行流程作業的機器。","1006800","1","輸送帶"
"2","10068","ㄨㄥ","ㄤ","大量生產製品的設施。","1006801","1","工廠"
"2","10068","ㄥ","ㄧㄢ","工廠為了提高效率而設置的生產流水線。","1006802","1","生產線"
"3","10068","ㄧㄠ","ㄤ","賭上了墨丘利財團威望的事業。要是那時候沒有爆炸的話……","1006803","1","鯛魚燒工廠"
"1","10069","ㄧㄠ","ㄥ","炫爛奪目又豪華的照明器具。","1006900","1","吊燈"
"2","10069","ㄨ","ㄞ","照亮黑暗的光。","1006901","1","燭臺"
"2","10069","ㄥ","ㄕ","精心設計的帶有美感的照明裝置。","1006902","1","燈飾"
"1","10070","ㄧㄢ","ㄧㄢ","好鹹。","1007000","1","鹽"
"2","10070","ㄩ","ㄚ","「鹽」的別種說法。","1007001","1","氯化納"
"2","10070","ㄧㄠ","ㄧㄠ","用來調味。","1007002","1","調味料"
"2","10070","ㄧ","ㄧㄢ","鈉離子含量較低的食用鹽，據說比較健康。","1007003","1","低鈉鹽"
"1","10071","ㄩㄢ","ㄨㄛ","會捲起激烈旋渦的潮流。","1007100","1","漩渦"
"2","10071","ㄨ","ㄨ","要、要被捲進去了……咕嚕咕嚕……","1007101","1","咕嚕咕嚕"
"2","10071","ㄞ","ㄢ","船隻沉沒的事故。","1007102","1","海難"
"1","10072","ㄧㄠ","ㄢ","釣魚用的道具。要高明的操作需要技巧。","1007200","1","釣竿"
"2","10072","ㄩ","ㄦ","幾乎是釣竿的必要配備，空有釣竿卻沒有魚餌可不容易啊。","1007201","1","魚餌"
"3","10072","ㄧㄡ","ㄩ","握法跟專業級的一樣。","1007202","1","流夏的興趣"
"1","10073","ㄨㄛ","ㄗ","煮食物用的調理器具。","1007300","1","鍋子"
"2","10073","ㄚ","ㄧ","最愛大家了。聞味道的瞬間就讓人想吃的香料魔法。","1007301","1","咖哩"
"2","10073","ㄨㄣ","ㄞ","放入肉和蔬菜燉煮的料理。能不能以這個當菜來配飯，引起了眾人討論。","1007302","1","燉菜"
"2","10073","ㄨ","ㄓ","為了讓食物入味所用的液體。","1007303","1","滷汁"
"2","10073","ㄨㄥ","ㄡ","加了紅酒的燉牛肉。","1007304","1","紅酒燉牛肉"
"1","10074","ㄧㄠ","ㄢ","坐在兩邊叩咚叩咚的。","1007400","1","蹺蹺板"
"2","10074","ㄦ","ㄕ","放在公園裡的遊戲道具。","1007401","1","兒童遊樂設施"
"2","10074","ㄩ","ㄨㄢ","在公園集合哦！","1007402","1","去公園玩"
"2","10074","ㄕ","ㄥ","槓桿兩邊受力不相同的狀態，引申為相關聯的雙方差距過大。","1007403","1","失衡"
"1","10075","ㄧ","ㄧ","用來畫圖或寫字的道具。","1007500","1","筆"
"2","10075","ㄨ","ㄚ","是東國的文化！","1007501","1","書法"
"2","10075","ㄠ","ㄧ","以動物毛製成的筆。","1007502","1","毛筆"
"2","10075","ㄧㄝ","ㄗ","一定得學習。","1007503","1","寫字"
"2","10075","ㄧㄢ","ㄞ","研墨的道具。","1007504","1","硯臺"
"3","10075","ㄨㄥ","ㄨㄚ","位於蘭德索爾的遙遠東邊的國家的文化。還有忍者、武士、富士、藝妓等。是妮諾的憧憬。","1007505","1","東國文化"
"1","10076","ㄧㄚ","ㄧㄥ","訓練工具。","1007600","1","啞鈴"
"1","10076","ㄦ","ㄧ","看到隆起來的手臂肌肉了嗎？那就是二頭肌。","1007601","1","二頭肌"
"2","10076","ㄧ","ㄡ","肌肉！","1007602","1","肌肉"
"2","10076","ㄨㄢ","ㄧㄢ","主要是為了提升力量的訓練。","1007603","1","鍛鍊"
"2","10076","ㄨㄥ","ㄩㄣ","提起重物的訓練。","1007604","1","重訓"
"1","10077","ㄨㄟ","ㄨㄣ","是鬼喲。把布丁交出來喲。","1007700","1","鬼魂"
"1","10077","ㄧㄡ","ㄧㄥ","是幽靈喲。把布丁交出來喲。","1007701","1","幽靈"
"3","10077","ㄨㄥ","ㄗ","是宮子喲！把布丁交出來喲。","1007702","1","宮子"
"3","10077","ㄨ","ㄧ","是無敵的喲！把布丁交出來喲。","1007703","1","無敵"
"1","20001","ㄖ","ㄜ","【破曉之星】中最愛助人的格鬥少女。","2000100","1","日和"
"3","20001","ㄤ","ㄧㄣ","日和的口頭禪和座右銘。","2000101","1","放不下心"
"1","20002","ㄧㄡ","ㄧ","【破曉之星】中專情的純真治療師。","2000200","1","優衣"
"3","20002","ㄩㄢ","ㄩ","治癒一切是優衣的特技。","2000201","1","全體治癒"
"3","20002","ㄣ","ㄢ","似乎旁人都對此感到很意外。","2000202","1","真琴的兒時玩伴"
"1","20003","ㄧㄥ","ㄧㄥ","【破曉之星】中的冷酷劍士。釣魚是她的興趣。","2000300","1","怜"
"3","20003","ㄧ","ㄚ","怜的隱藏特技。","2000301","1","騎馬"
"3","20003","ㄧㄢ","ㄨ","她會教我她的劍術特技。在天氣好時也會去釣魚……","2000302","1","劍術"
"1","20004","ㄧ","ㄧ","【小小甜心】中的惡作劇負責人。在３人之中也是活力源頭。","2000400","1","禊"
"3","20004","ㄠ","ㄨㄟ","說到惡作劇的技巧無人能出其右，是惡作劇專家。","2000401","1","搗蛋鬼"
"1","20005","ㄛ","ㄧ","隸屬於【王宮騎士團】。憧憬英雄的少女。","2000500","1","茉莉"
"3","20005","ㄨ","ㄙ","喜愛正義英雄的火熱之心才不會輸給其他人！","2000501","1","虎虎頭號粉絲"
"1","20006","ㄧㄢ","ㄧ","【惡魔偽王國軍】的雙胞胎中，早熟的妹妹。","2000600","1","茜里"
"3","20006","ㄧ","ㄟ","雖然長得一模一樣，個性卻完全相反？","2000601","1","依里的妹妹"
"3","20006","ㄧㄠ","ㄛ","如字面上所述，她的可愛會迷惑人心。","2000602","1","小惡魔"
"1","20007","ㄨㄥ","ㄗ","【惡魔偽王國軍】中最愛布丁的幽靈。","2000700","1","宮子"
"3","20007","ㄧㄡ","ㄧㄥ","能夠飄浮或穿越牆壁等，所做之事大概就是去偷吃布丁。","2000701","1","幽靈"
"3","20007","ㄨㄟ","ㄧㄥ","了喲～！","2000702","1","最喜歡布丁"
"1","20008","ㄩㄝ","ㄩㄝ","【純白之翼 蘭德索爾分部】的美貌代表。","2000800","1","雪"
"3","20008","ㄟ","ㄨㄛ","真是罪過呀。","2000801","1","美麗的我"
"3","20008","ㄗ","ㄧㄢ","我太美了也有錯嗎？","2000802","1","自戀"
"1","20009","ㄧㄥ","ㄞ","【暮光流星群】成員的熾炎戰鬼煉獄血盟暗黑團團長。既是暗黑騎士，也是結束終焉之戰的舊世界英雄。","2000900","1","杏奈"
"3","20009","ㄧ","ㄧ","又名為！","2000901","1","疾風之冥姬"
"3","20009","ㄨㄥ","ㄧㄥ","由於是青春期，就不要管她了。","2000902","1","中二病"
"1","20010","ㄣ","ㄨ","【哞哞自衛隊】中可靠又雍容華貴的公會長。","2001000","1","真步"
"3","20010","ㄨㄥ","ㄨ","據說位於某處的謎之國度，真步真步王國……真步是那裡的公主。","2001001","1","公主"
"3","20010","ㄨ","ㄛ","將手杖轉轉轉的可愛動作喚出的魔法威力不可小看……","2001002","1","咕嚕靈波"
"1","20011","ㄧ","ㄞ","隸屬於【拉比林斯】，自稱妹妹。努力的考生。","2001100","1","璃乃"
"3","20011","ㄟ","ㄟ","就是妹妹，儘管只是自稱，還是妹妹。","2001101","1","妹妹"
"3","20011","ㄧㄠ","ㄢ","就算有點呆也沒關係，希望她能健康的長大。","2001102","1","小笨蛋"
"1","20012","ㄨ","ㄧㄣ","【森林守衛】中沉睡的超能力少女。","2001200","1","初音"
"3","20012","ㄠ","ㄩ","有超能力的事是祕密哦。","2001201","1","超能力少女"
"3","20012","ㄧㄠ","ㄧㄝ","最愛小栞了！","2001202","1","小栞的姊姊"
"1","20013","ㄧ","ㄧㄤ","【暮光流星群】中可愛到爆的最強魔法少女。","2001300","1","七七香"
"3","20013","ㄛ","ㄩ","使用魔法的少女。在知情的人之間，對於到幾歲前能自稱魔法少女，都有著不同的看法。","2001301","1","魔法少女"
"3","20013","ㄨㄟ","ㄞ","表示無敵可愛的意思。","2001302","1","最可愛"
"1","20014","ㄧㄚ","ㄧㄚ","【哞哞自衛隊】中的聰明美少女名偵探。","2001400","1","霞"
"3","20014","ㄧㄥ","ㄢ","她解開的謎團數都數不盡，難道是因為事件在呼喚名偵探嗎……","2001401","1","名偵探"
"3","20014","ㄣ","ㄢ","追求真實的高尚職業。據說偵探的身邊總會跟著助手。","2001402","1","偵探"
"1","20015","ㄟ","ㄧ","【森林守衛】的公會長。不斷湧出母性的姊姊。","2001500","1","美里"
"3","20015","ㄧㄡ","ㄕ","連魔物也會照顧。","2001501","1","幼稚園的老師"
"1","20016","ㄧㄥ","ㄞ","【月光學院】中不擅長讀書，個性天真爛漫的辣妹。好像學會九九乘法表了……？","2001600","1","鈴奈"
"3","20016","ㄠ","ㄛ","人氣爆棚的模特兒。","2001601","1","超級名模"
"3","20016","ㄚ","ㄟ","很潮的女孩子。","2001602","1","辣妹"
"1","20017","ㄧㄤ","ㄓ","【哞哞自衛隊】中熱愛唱歌與舞蹈的南國少女。","2001700","1","香織"
"3","20017","ㄧㄡ","ㄠ","琉球犬矢之拳！","2001701","1","琉球空手道"
"3","20017","ㄞ","ㄜ","香織故鄉的問候。妳好呀――！","2001702","1","嗨―呵"
"1","20018","ㄧ","ㄩ","【月光學院】中性感的新進教師。","2001800","1","伊緒"
"3","20018","ㄠ","ㄕ","雖然是新來的老師，但是跟學生很親近。","2001801","1","老師"
"1","20019","ㄟ","ㄟ","【小小甜心】裡最愛撒嬌的一個。嚕啦啦～嚕啦啦～♪","2001900","1","美美"
"3","20019","ㄨㄟ","ㄥ","蹦蹦跳～♪","2001901","1","最喜歡兔子先生"
"1","20020","ㄨ","ㄠ","讓【咲戀育幼院】裡的愛哭鬼、膽小鬼都能打起勇氣努力的女孩。","2002000","1","胡桃"
"3","20020","ㄓ","ㄩㄢ","雖然年紀尚輕，卻是知名演員。","2002001","1","知名女演員"
"1","20021","ㄧ","ㄧ","【惡魔偽王國軍】中的雙胞胎，是傲嬌害羞的姊姊。","2002100","1","依里"
"3","20021","ㄨㄤ","ㄧㄝ","雖然長相相似但個性迥異。","2002101","1","雙胞胎姊姊"
"3","20021","ㄞ","ㄧㄡ","害羞的反作用力，會讓她作出更激烈的事……","2002102","1","害羞"
"3","20021","ㄧㄢ","ㄧㄚ","有著華麗的操作。","2002103","1","天才玩家"
"1","20022","ㄧㄥ","ㄧㄣ","隸屬於【咲戀育幼院】。看起來很乖巧，不過她操作的噗吉卻意外的兇暴。","2002200","1","綾音"
"3","20022","ㄨ","ㄢ","一直和噗吉在一起，是一心同體。","2002201","1","噗吉的夥伴"
"1","20023","ㄧㄥ","ㄟ","【咲戀育幼院】中讓人喜歡的冒失鬼，奉獻型的女僕。","2002300","1","鈴莓"
"3","20023","ㄩ","ㄨ","我由衷地服侍主人。","2002301","1","女僕"
"3","20023","ㄠ","ㄕ","弄壞了好多東西，糟糕了。","2002302","1","冒冒失失"
"1","20024","ㄧㄥ","ㄧㄥ","被派遣到【伊麗莎白牧場】的護衛。並沒有在偷懶，只是在盡情享受慢活。","2002400","1","鈴"
"3","20024","ㄢ","ㄢ","雖然很散漫，該做事時還是會做……大概……一定會……","2002401","1","懶散"
"1","20025","ㄨㄟ","ㄗ","【暮光流星群】成員。愛很沉重，非常沉重。","2002500","1","惠理子"
"3","20025","ㄛ","ㄜ","惠理子的通稱。若是為了愛，可以破壞各式各樣的東西。","2002501","1","破壞者"
"1","20026","ㄧㄠ","ㄧㄢ","【咲戀育幼院】中可靠的公會長。原本是王宮騎士團副團長。","2002600","1","咲戀"
"3","20026","ㄚ","ㄚ","雖然還不到被人稱為媽媽的年紀，也沒有孩子，但媽媽就是媽媽。","2002601","1","媽媽"
"1","20027","ㄨㄤ","ㄨㄤ","【慈樂之音】裡不可動搖的中心。頂尖偶像。","2002700","1","望"
"3","20027","ㄠ","ㄧㄤ","想低調行動時很辛苦。","2002701","1","超人氣偶像"
"1","20028","ㄧ","ㄨㄛ","【純白之翼 蘭德索爾分部】中憧憬東國的戰士，目標是統一天下！","2002800","1","妮諾"
"3","20028","ㄨㄥ","ㄨㄛ","最喜歡東國文化，但時常會記錯內容。","2002801","1","憧憬東國"
"3","20028","ㄠ","ㄜ","愛讀的書是《武士道》！","2002802","1","冒牌忍者"
"1","20029","ㄣ","ㄣ","隸屬於【惡魔偽王國軍】的占卜師。身邊的骷髏頭其實是她的父親。","2002900","1","忍"
"3","20029","ㄢ","ㄕ","說中是占卜，說不中也是占卜。","2002901","1","占卜師"
"1","20030","ㄧㄡ","ㄞ","設立【墨丘利財團】的公會長，她的經商能力能改變世界。","2003000","1","秋乃"
"3","20030","ㄚ","ㄧㄝ","充滿做生意才能的大小姐。","2003001","1","大小姐"
"1","20031","ㄣ","ㄧㄤ","【伊麗莎白牧場】的會長。能夠溫和統率個性多元的公會成員的姐姐。","2003100","1","真陽"
"3","20031","ㄨ","ㄣ","經營牧場就交給我吧。","2003101","1","牧場主人"
"3","20031","ㄠ","ㄨ","那條路風險很高。","2003102","1","搞笑藝人之路"
"1","20032","ㄧㄡ","ㄧ","【墨丘利財團】中負責財務的能幹姐姐……平常是這樣沒錯。","2003200","1","優花梨"
"3","20032","ㄩ","ㄠ","像優花梨那樣的大人。","2003201","1","女中酒豪"
"1","20033","ㄧㄥ","ㄨㄚ","【小小甜心】中年紀最小的。很努力唸書，腦袋也很聰明。不敢吃紅蘿蔔和青椒。","2003300","1","鏡華"
"3","20033","ㄗ","ㄥ","是小小甜心中最認真可靠的人。","2003301","1","資優生"
"1","20034","ㄓ","ㄓ","【王宮騎士團】團員。是團長的親信？","2003400","1","智"
"3","20034","ㄩ","ㄧㄡ","智的家裡相傳著神速劍技。奧義是阿修羅。","2003401","1","御久間流"
"1","20035","ㄢ","ㄢ","【伊麗莎白牧場】的成員。儘管體弱仍一心一意努力的少女。","2003500","1","栞"
"3","20035","ㄨ","ㄟ","最喜歡姊姊了。","2003501","1","初音的妹妹"
"1","20036","ㄧ","ㄧ","【森林守衛】的孤單弓箭手。雖然能和植物對話，但那樣還是很孤單。","2003600","1","碧"
"3","20036","ㄧㄢ","ㄣ","孤單的一個人，咳嗽也一個人。","2003601","1","邊緣人"
"1","20037","ㄧㄢ","ㄜ","【慈樂之音】成員。能和精靈當朋友的風之唱喚歌姬。","2003700","1","千歌"
"3","20037","ㄤ","ㄕ","唱喚術師。會使用能以歌聲唱喚出精靈的幻之祕術。小心不要搞錯字。","2003701","1","唱喚士"
"3","20037","ㄜ","ㄧ","演唱出的歌曲能夠使所有人著迷。","2003702","1","歌姬"
"1","20038","ㄣ","ㄧㄣ","【哞哞自衛隊】的突擊隊長。愛照顧人的獸人族少女。","2003800","1","真琴"
"3","20038","ㄧㄡ","ㄢ","似乎旁人都對此感到很意外。","2003801","1","優衣的兒時玩伴"
"1","20039","ㄧ","ㄧㄚ","【惡魔偽王國軍】的會長，也是傳說中的吸血鬼。為了征服世界，今天也會加油。","2003900","1","伊莉亞"
"3","20039","ㄨㄢ","ㄨㄟ","據說以前被推進了蘭德索爾裡的可怕熔爐中。","2003901","1","傳說的吸血鬼"
"3","20039","ㄨㄥ","ㄣ","似乎統治著夜晚。","2003902","1","統領黑夜之人"
"1","20040","ㄨㄥ","ㄨㄚ","【純白之翼 蘭德索爾分部】的妄想負責人。","2004000","1","空花"
"3","20040","ㄟ","ㄨㄤ","淑女的嗜好……？","2004001","1","被虐狂"
"1","20041","ㄨ","ㄧ","【墨丘利財團】中的鯛魚燒店。但是其本尊是……喵！喵喵！","2004100","1","珠希"
"3","20041","ㄠ","ㄧㄤ","外表像貓一樣的女孩。","2004101","1","貓娘"
"3","20041","ㄨㄢ","ㄠ","在蘭德索爾造成騷動的謎之義賊。其真面目滿是謎團。","2004102","1","幻影貓"
"1","20042","ㄨㄣ","ㄨㄣ","【王宮騎士團】團長。其面具之下，無人可知，也無法為人所知。","2004200","1","純"
"3","20042","ㄨㄢ","ㄤ","是非常強大的團長。","2004201","1","團長"
"1","20043","ㄟ","ㄨㄥ","隸屬於【墨丘利財團】的打工戰士。其實是龍殺手。","2004300","1","美冬"
"3","20043","ㄕ","ㄨ","會一步步地教你哦。當然是要收費的哦。","2004301","1","師傅"
"3","20043","ㄧㄠ","ㄤ","是個貫徹始終講究效率的人。","2004302","1","效率至上"
"1","20044","ㄧㄥ","ㄧㄡ","隸屬於【拉比林斯】，自稱姐姐。交給姐姐吧。","2004400","1","靜流"
"3","20044","ㄕ","ㄛ","我是姐姐喔！！","2004401","1","是姐姐喔"
"1","20045","ㄟ","ㄧㄠ","【月光學院】的學生。好像是位成熟的淑女，也是個罪惡的女人。","2004500","1","美咲"
"3","20045","ㄥ","ㄩ","我說是成熟淑女，就是成熟淑女！","2004501","1","成熟的淑女"
"1","20046","ㄣ","ㄩㄝ","隸屬於【暮光流星群】的危險科學家。熱衷於實驗。","2004600","1","深月"
"3","20046","ㄥ","ㄧㄚ","因實驗而犧牲的人，不計其數。","2004601","1","瘋狂科學家"
"3","20046","ㄨ","ㄛ","獨眼惡魔，不接近她才是好事。","2004602","1","獨眼惡魔"
"1","20047","ㄧ","ㄚ","【伊麗莎白牧場】的莉瑪。其實是全公會裡最有少女心的人。","2004700","1","莉瑪"
"3","20047","ㄠ","ㄨㄥ","有魅惑效果的毛髮。","2004701","1","毛茸茸"
"1","20048","ㄛ","ㄚ","是【純白之翼 蘭德索爾分部】的公會長也是軍人。總是被成員耍著玩的苦幹之人，是白翼的指揮官。","2004800","1","莫妮卡"
"3","20048","ㄧㄠ","ㄡ","才，才不是小孩呢！","2004801","1","小鬼頭"
"1","20049","ㄤ","ㄧ","【慈樂之音】的成員，本業是裁縫師。她華麗的用線技巧能夠綁起各種東西。","2004900","1","紡希"
"3","20049","ㄞ","ㄕ","裁縫就交給我吧。","2004901","1","裁縫師"
"3","20049","ㄧㄥ","ㄨ","不會讓壞蟲子靠近怜大人的。","2004902","1","怜大人粉絲俱樂部"
"1","20050","ㄨ","ㄨㄟ","【純白之翼 蘭德索爾分部】的祕密負責人。到處都在，卻到處都不見人影。","2005000","1","步未"
"3","20050","ㄣ","ㄨㄤ","我、我才不是跟蹤狂呢……！","2005001","1","跟蹤狂"
"1","20051","ㄧㄡ","ㄧㄚ","【暮光流星群】的公會長。十分大方的釣客。劍術技巧也很棒。","2005100","1","流夏"
"3","20051","ㄚ","ㄡ","魔物也很仰慕大姐頭。","2005101","1","大姐頭"
"1","20052","ㄧ","ㄚ","以成為蒼空的騎空士為目標的女孩。","2005200","1","吉塔"
"3","20052","ㄤ","ㄕ","加入我所成立的騎空團吧！跟騎空士們一同在空中巡遊！","2005201","1","蒼空的騎空士"
"1","20053","ㄢ","ㄜ","【美食殿堂】的公會長。什麼都能吃得很美味。太讚了吧☆","2005300","1","貪吃佩可"
"3","20053","ㄨㄤ","ㄟ","裝備後威力會大幅提升，但是好像肚子會餓。","2005301","1","皇家裝備"
"3","20053","ㄞ","ㄚ","太讚了吧☆","2005302","1","太讚了吧"
"3","20053","ㄨㄥ","ㄨ","阿斯特賴亞王家的王女。","2005303","1","公主"
"1","20054","ㄜ","ㄨㄛ","隸屬於【美食殿堂】的精靈族少女。主人優先。","2005400","1","可可蘿"
"3","20054","ㄧㄤ","ㄠ","接受了女神愛梅斯神諭的引路人。","2005401","1","嚮導"
"3","20054","ㄨ","ㄩ","侍奉神明的女性。","2005402","1","巫女"
"1","20055","ㄞ","ㄧㄡ","順其自然地加入【美食殿堂】的謎樣貓耳少女。很不妙吧！","2005500","1","凱留"
"3","20055","ㄠ","ㄧㄠ","啥？完全聽不懂你在說什麼！","2005501","1","傲嬌"
"1","20056","ㄠ","ㄨㄟ","與世界為敵抗戰，自稱是大罪人。天樓霸斷劍可以斬斷一切！","2005600","1","矛依未"
"3","20056","ㄨㄛ","ㄨ","我是諾維姆！","2005601","1","諾維姆"
"1","20057","ㄧㄚ","ㄚ","發誓總有一天要成為森林守護者的精靈族少女。","2005700","1","亞里莎"
"3","20057","ㄧㄥ","ㄩ","女性精靈族。","2005701","1","精靈女"
"3","20057","ㄧㄢ","ㄨㄟ","要作為森林守護者獨當一面，得儘量每天投入修行。","2005702","1","見習森林守衛"
"1","20058","ㄙ","ㄨㄚ","七冠之一。千變萬化的變貌大妃。","2005800","1","似似花"
"3","20058","ㄧㄢ","ㄟ","似似花的另一個名字。變貌大妃。","2005801","1","變貌大妃"
"3","20058","ㄣ","ㄣ","另一個我。","2005802","1","分身"
"1","20059","ㄜ","ㄚ","【王宮騎士團】的副團長，也是七冠之一。極端的享樂主義者。","2005900","1","克莉絲提娜"
"3","20059","ㄕ","ㄩㄣ","克莉絲提娜的別名。","2005901","1","誓約女君"
"3","20059","ㄨ","ㄤ","又名為問題兒童。","2005902","1","副團長"
"1","20060","ㄧ","ㄧ","隸屬於【龍族巢穴】的龍人族。臉長的很可愛，卻意外的毒舌。","2006000","1","祈梨"
"3","20060","ㄨㄥ","ㄧ","祈梨的特技。","2006001","1","龍之吐息"
"3","20060","ㄢ","ㄨ","我是【龍族巢穴】的幹部，對我伏首稱臣吧！","2006002","1","幹部"
"1","20061","ㄧㄚ","ㄧㄝ","隸屬於【龍族巢穴】的龍人族打手。","2006100","1","嘉夜"
"3","20061","ㄣ","ㄨㄤ","幹架最行。","2006101","1","笨蛋打架狂"
"1","20062","ㄢ","ㄧ","充滿謎團的【龍族巢穴】公會長、老大。","2006200","1","帆稀"
"3","20062","ㄤ","ㄚ","頭目、首領的意思。","2006201","1","幫派老大"
"1","20063","ㄜ","ㄧ","【聖德蕾莎女子學院（好朋友社）】的一員。散發著一股認真的氣息。","2006300","1","克蘿依"
"3","20063","ㄧㄣ","ㄧ","好像並不是在生氣或是心情不好。","2006301","1","陰暗系"
"3","20063","ㄥ","ㄣ","聖德蕾女的狂人。那就是克蘿依。","2006302","1","聖德蕾女的狂人"
"1","20064","ㄧ","ㄦ","【聖德蕾莎女子學院（好朋友社）】中負責切嚕～☆的人。","2006400","1","琪愛兒"
"3","20064","ㄧㄝ","ㄧ","切嚕唎咧咧囉唎囉唎囉。","2006401","1","咧切嚕切嚕啵啪嗶"
"3","20064","ㄥ","ㄣ","聖德蕾女的狂人。那就是琪愛兒。","2006402","1","聖德蕾女的狂人"
"1","20065","ㄧㄡ","ㄧ","【優妮們】的公會長。天才都是孤獨的。","2006500","1","優妮"
"3","20065","ㄧㄢ","ㄨ","躲在象牙之塔裡，每天勤奮學習。","2006501","1","繭居族"
"3","20065","ㄥ","ㄣ","聖德蕾女的狂人。那就是優妮。","2006502","1","聖德蕾女的狂人"
"1","10078","ㄣ","ㄧ","代替人類勞動的機械，人型是浪漫的表現。","3007800","2","人型機器"
"2","10078","ㄛ","ㄩ","以魔法驅動的機械，可以幫助人類和戰鬥。","3007801","2","魔法機械工具"
"2","10078","ㄧ","ㄨㄢ","用齒輪等零件組合而成，能進行複雜動作的架構。","3007802","2","機關"
"3","10078","ㄠ","ㄠ","喂，那個學姊又把在地獄裡焚化的名字拿出來用了。那東西明明叫好朋友X。","3007803","2","超級優妮號"
"3","10078","ㄧㄡ","ㄨㄛ","你說醜八怪臭遜廢鐵丸我可不能當作沒聽見……適可而止啊。","3007804","2","優妮的力作"
"1","10079","ㄩㄣ","ㄨ","生長在潮濕地區，是真菌類而不是植物。","3007900","2","菌菇"
"2","10079","ㄣ","ㄩㄣ","真核生物中的一大類群，包含酵母等微生物及耳熟能詳的菇類。","3007901","2","真菌"
"2","10079","ㄛ","ㄨ","適合加進披薩和義大利麵的美味菇類。","3007902","2","蘑菇"
"3","10079","ㄨㄥ","ㄨ","會走路的菇類。據貪吃佩可所言，燉煮後似乎意外地美味。","3007903","2","紅蕈菇"
