fa4fa81043c312dc659cf173f18e2ada199eadf1f6ae888d2a52b40c11a5d07e,0be138d1ff32ac0147aacab4e38343e41c0fff0efd4da76a8707a52c011528f6,18e5f67483ad90c2993f02a6f8d6442855d8294c6a143260b1bd73b037c7ea11,8de20e57b4348c9862dbbae853939ec55ca9841ec08e2286152c8c5c46e25dc9,031a7d539196105b829a3c82de7b06147d9df7903306debae732e6e94ab84794,5a86e7954521357c041f76842478562ac9181633ec3251535b38990d244647b6,155a6440e94b25bca5215243629e54c4f27154c78cfcff1bee9e8a97a6bcc6be,f0b8e7467c78cb558858de198f040ae526856a5ee0b279e53c10cd1df1cab8c5,5b41a74d05a5d3fe7baf540ee61cf426bb7fa6d5db3e3e8da657b29c0b1bbe52,27d8fefdfd0c7bf8d67ab44fbb2fc1cb99b4bd17e39348fbe9e31c210acbef3a,ab9e6956addeeb1dcd2ae9a50bf14d90a000fe836425047ac9070ef5ca87a12e,2f923c96208e0f944a205897286be61944c661804cd7cf01e3f828e159bd8f08,80f67e84814097d6f91957cefa7940fd998deb6e5554e706581123a67a61105a,04ad9d33b8800322917ced69c251cdaab34728e5d6a5212873597675c09c124a,4eea330d8eaeba18c7e10cdda249efa561c0bba2a5106e782b04cc3cc7804679
"81054005","1","9018","36600000","0","2021/04/01 16:00:00","81054005","601","1","10054","2021/04/19 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 8400000","10054107","0"
"81054006","1","9018","40800000","0","2021/04/01 16:00:00","81054006","601","1","10054","2021/04/19 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 4200000","10054108","0"
"81054007","0","9016","1","0","2021/04/01 16:00:00","81054007","601","3","10054","2021/04/19 15:59:59","6011","討伐特別戰鬥的 Boss","10054109","0"
"81054008","0","9015","1","0","2021/04/01 16:00:00","81054008","601","5","10054","2021/04/19 15:59:59","6011","在5次以內，討伐EXHIBITION或特別戰鬥的BOSS","10054110","0"
"81055001","0","9001","3","0","2021/03/17 16:00:00","81055001","601","0","10055","2021/03/26 15:59:59","6011","打倒克莉絲提娜和望和伊莉亞的闇影","10055103","0"
"81055002","1","9018","540000","0","2021/03/17 16:00:00","81055002","601","1","10055","2021/03/26 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 5460000","10055104","0"
"81055003","1","9018","1080000","0","2021/03/17 16:00:00","81055003","601","1","10055","2021/03/26 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 4920000","10055105","0"
"81055004","0","9016","1","0","2021/03/17 16:00:00","81055004","601","2","10055","2021/03/26 15:59:59","6011","完成特別戰鬥的模式2","10055106","0"
"81055005","1","9018","3060000","0","2021/03/17 16:00:00","81055005","601","1","10055","2021/03/26 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 2940000","10055111","0"
"81055006","1","9018","4500000","0","2021/03/17 16:00:00","81055006","601","1","10055","2021/03/26 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 1500000","10055113","0"
"81055007","0","9016","1","0","2021/03/17 16:00:00","81055007","601","3","10055","2021/03/26 15:59:59","6011","討伐特別戰鬥的 Boss","10055115","0"
"81055008","0","9015","1","0","2021/03/17 16:00:00","81055008","601","5","10055","2021/03/26 15:59:59","6011","在5次以內，討伐EXHIBITION或特別戰鬥的BOSS","10055118","0"
"81056001","1","9018","2930000","0","2021/05/04 16:00:00","81056001","601","1","10056","2021/05/22 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 37070000","10056103","0"
"81056002","1","9018","5860000","0","2021/05/04 16:00:00","81056002","601","1","10056","2021/05/22 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 34140000","10056104","0"
"81056003","0","9016","1","0","2021/05/04 16:00:00","81056003","601","1","10056","2021/05/22 15:59:59","6011","完成特別戰鬥的模式1","10056105","0"
"81056004","1","9018","11866000","0","2021/05/04 16:00:00","81056004","601","1","10056","2021/05/22 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 28134000","10056106","0"
"81056005","1","9018","14932000","0","2021/05/04 16:00:00","81056005","601","1","10056","2021/05/22 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 25068000","10056107","0"
"81056006","0","9016","1","0","2021/05/04 16:00:00","81056006","601","2","10056","2021/05/22 15:59:59","6011","完成特別戰鬥的模式2","10056108","0"
"81056007","1","9018","28000000","0","2021/05/04 16:00:00","81056007","601","1","10056","2021/05/22 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 12000000","10056109","0"
"81056008","1","9018","34000000","0","2021/05/04 16:00:00","81056008","601","1","10056","2021/05/22 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 6000000","10056110","0"
"81056009","0","9016","1","0","2021/05/04 16:00:00","81056009","601","3","10056","2021/05/22 15:59:59","6011","討伐特別戰鬥的 Boss","10056111","0"
"81056010","0","9015","1","0","2021/05/04 16:00:00","81056010","601","5","10056","2021/05/22 15:59:59","6011","在5次以內，討伐EXHIBITION或特別戰鬥的BOSS","10056112","0"
"81057001","0","9001","4","0","2021/05/19 16:00:00","81057001","601","0","10057","2021/05/28 14:59:59","6011","打倒美食殿堂隊伍的闇影","10057103","0"
"81057002","1","9018","640000","0","2021/05/19 16:00:00","81057002","601","1","10057","2021/05/28 14:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 3960000","10057104","0"
"81057003","1","9018","1240000","0","2021/05/19 16:00:00","81057003","601","1","10057","2021/05/28 14:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 3360000","10057105","0"
"81057004","0","9016","1","0","2021/05/19 16:00:00","81057004","601","2","10057","2021/05/28 14:59:59","6011","完成特別戰鬥的模式2","10057106","0"
"81057005","1","9018","2760000","0","2021/05/19 16:00:00","81057005","601","1","10057","2021/05/28 14:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 1840000","10057111","0"
"81057006","1","9018","3640000","0","2021/05/19 16:00:00","81057006","601","1","10057","2021/05/28 14:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 960000","10057113","0"
"81057007","0","9016","1","0","2021/05/19 16:00:00","81057007","601","3","10057","2021/05/28 14:59:59","6011","討伐特別戰鬥的 Boss","10057115","0"
"81057008","0","9015","1","0","2021/05/19 16:00:00","81057008","601","5","10057","2021/05/28 14:59:59","6011","在5次以內，討伐EXHIBITION或特別戰鬥的BOSS","10057118","0"
"81058001","0","9014","35","0","2021/06/02 16:00:00","81058001","601","0","10058","2021/06/26 15:59:59","6011","打倒35隻狂野角鹿","10058103","0"
"81058002","1","9018","1600000","0","2021/06/02 16:00:00","81058002","601","1","10058","2021/06/26 15:59:59","6011","將角鹿將軍的 HP 降低至 13400000","10058104","0"
"81058003","1","9018","3200000","0","2021/06/02 16:00:00","81058003","601","1","10058","2021/06/26 15:59:59","6011","將角鹿將軍的 HP 降低至 11800000","10058105","0"
"81058004","0","9016","1","0","2021/06/02 16:00:00","81058004","601","2","10058","2021/06/26 15:59:59","6011","完成特別戰鬥的模式2","10058106","0"
"81058005","1","9018","8200000","0","2021/06/02 16:00:00","81058005","601","1","10058","2021/06/26 15:59:59","6011","將角鹿將軍的 HP 降低至 6800000","10058107","0"
"81058006","1","9018","11600000","0","2021/06/02 16:00:00","81058006","601","1","10058","2021/06/26 15:59:59","6011","將角鹿將軍的 HP 降低至 3400000","10058108","0"
"81058007","0","9016","1","0","2021/06/02 16:00:00","81058007","601","3","10058","2021/06/26 15:59:59","6011","討伐角鹿將軍","10058109","0"
"81058008","0","9015","1","0","2021/06/02 16:00:00","81058008","601","5","10058","2021/06/26 15:59:59","6011","在5次以內，討伐EXHIBITION或特別戰鬥的角鹿將軍","10058110","0"
"81059001","1","9018","2300000","0","2021/06/12 16:00:00","81059001","601","1","10059","2021/06/26 15:59:59","6011","將黑風之精靈的 HP 降低至 25700000","10059103","0"
"81059002","1","9018","4600000","0","2021/06/12 16:00:00","81059002","601","1","10059","2021/06/26 15:59:59","6011","將黑風之精靈的 HP 降低至 23400000","10059104","0"
"81059003","0","9016","1","0","2021/06/12 16:00:00","81059003","601","1","10059","2021/06/26 15:59:59","6011","通過黑風之精靈的MODE1","10059105","0"
"81059004","0","9001","4","0","2021/06/12 16:00:00","81059004","601","0","10059","2021/06/26 15:59:59","6011","打倒可可蘿、優衣的闇影及其餘怪物","10059106","0"
"81059005","1","9018","14000000","0","2021/06/12 16:00:00","81059005","601","1","10059","2021/06/26 15:59:59","6011","將黑風之精靈的 HP 降低至 14000000","10059111","0"
"81059006","1","9018","21000000","0","2021/06/12 16:00:00","81059006","601","1","10059","2021/06/26 15:59:59","6011","將黑風之精靈的 HP 降低至 7000000","10059113","0"
"81059007","0","9016","1","0","2021/06/12 16:00:00","81059007","601","3","10059","2021/06/26 15:59:59","6011","討伐黑風之精靈","10059115","0"
"81059008","0","9015","1","0","2021/06/12 16:00:00","81059008","601","5","10059","2021/06/26 15:59:59","6011","在5次以內，討伐EXHIBITION或特別戰鬥的黑風之精靈","10059118","0"
"81060001","1","9018","840000","0","2021/06/18 16:00:00","81060001","601","1","10060","2021/06/27 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 4860000","10060103","0"
"81060002","1","9018","1670000","0","2021/06/18 16:00:00","81060002","601","1","10060","2021/06/27 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 4030000","10060104","0"
"81060003","0","9016","1","0","2021/06/18 16:00:00","81060003","601","1","10060","2021/06/27 15:59:59","6011","完成特別戰鬥的模式1","10060105","0"
"81060004","0","9001","2","0","2021/06/18 16:00:00","81060004","601","0","10060","2021/06/27 15:59:59","6011","打倒霞與栞的闇影","10060106","0"
"81060005","1","9018","3570000","0","2021/06/18 16:00:00","81060005","601","1","10060","2021/06/27 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 2130000","10060111","0"
"81060006","1","9018","4640000","0","2021/06/18 16:00:00","81060006","601","1","10060","2021/06/27 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 1060000","10060113","0"
"81060007","0","9016","1","0","2021/06/18 16:00:00","81060007","601","3","10060","2021/06/27 15:59:59","6011","討伐特別戰鬥的 Boss","10060115","0"
"81060008","0","9015","1","0","2021/06/18 16:00:00","81060008","601","5","10060","2021/06/27 15:59:59","6011","在5次以內，討伐EXHIBITION或特別戰鬥的BOSS","10060118","0"
"81061001","0","9016","1","0","2021/07/05 16:00:00","81061001","601","1","10061","2021/07/23 15:59:59","6011","將MODE1出現的怪物全部打倒","10061103","0"
"81061002","1","9018","2670000","0","2021/07/05 16:00:00","81061002","601","1","10061","2021/07/23 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 37330000","10061104","0"
"81061003","1","9018","5340000","0","2021/07/05 16:00:00","81061003","601","1","10061","2021/07/23 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 34660000","10061105","0"
"81061004","0","9016","1","0","2021/07/05 16:00:00","81061004","601","2","10061","2021/07/23 15:59:59","6011","完成特別戰鬥的模式2","10061106","0"
"81061005","1","9018","18670000","0","2021/07/05 16:00:00","81061005","601","1","10061","2021/07/23 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 21330000","10061111","0"
"81061006","1","9018","29340000","0","2021/07/05 16:00:00","81061006","601","1","10061","2021/07/23 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 10660000","10061113","0"
"81061007","0","9016","1","0","2021/07/05 16:00:00","81061007","601","3","10061","2021/07/23 15:59:59","6011","討伐特別戰鬥的 Boss","10061115","0"
"81061008","0","9015","1","0","2021/07/05 16:00:00","81061008","601","5","10061","2021/07/23 15:59:59","6011","在5次以內，討伐EXHIBITION或特別戰鬥的BOSS","10061118","0"
"81062001","0","9001","3","0","2021/08/09 16:00:00","81062001","601","0","10062","2021/08/27 15:59:59","6011","打倒new generations的闇影","10062103","0"
"81062002","0","9016","1","0","2021/08/09 16:00:00","81062002","601","2","10062","2021/08/27 15:59:59","6011","將MODE2出現的怪物全部打倒","10062104","0"
"81062003","1","9018","480000","0","2021/08/09 16:00:00","81062003","601","1","10062","2021/08/27 15:59:59","6011","將喧囂獨角兔的 HP 降低至 1920000","10062105","0"
"81062004","1","9018","960000","0","2021/08/09 16:00:00","81062004","601","1","10062","2021/08/27 15:59:59","6011","將喧囂獨角兔的 HP 降低至 1440000","10062106","0"
"81062005","1","9018","1440000","0","2021/08/09 16:00:00","81062005","601","1","10062","2021/08/27 15:59:59","6011","將喧囂獨角兔的 HP 降低至 960000","10062111","0"
"81062006","1","9018","1920000","0","2021/08/09 16:00:00","81062006","601","1","10062","2021/08/27 15:59:59","6011","將喧囂獨角兔的 HP 降低至 480000","10062113","0"
"81062007","0","9016","1","0","2021/08/09 16:00:00","81062007","601","3","10062","2021/08/27 15:59:59","6011","討伐喧囂獨角兔","10062115","0"
"81062008","0","9015","1","0","2021/08/09 16:00:00","81062008","601","5","10062","2021/08/27 15:59:59","6011","在5次以內，討伐EXHIBITION或特別戰鬥的喧囂獨角兔","10062118","0"
"81063001","1","9018","2160000","0","2021/08/17 16:00:00","81063001","601","1","10063","2021/08/27 15:59:59","6011","將糾結的盆栽小花的 HP 降低至 13840000","10063103","0"
"81063002","0","9016","1","0","2021/08/17 16:00:00","81063002","601","1","10063","2021/08/27 15:59:59","6011","通過糾結的盆栽小花的MODE1","10063104","0"
"81063003","1","9018","6240000","0","2021/08/17 16:00:00","81063003","601","1","10063","2021/08/27 15:59:59","6011","將糾結的盆栽小花的 HP 降低至 9760000","10063105","0"
"81063004","1","9018","8160000","0","2021/08/17 16:00:00","81063004","601","1","10063","2021/08/27 15:59:59","6011","將糾結的盆栽小花的 HP 降低至 7840000","10063106","0"
"81063005","0","9016","1","0","2021/08/17 16:00:00","81063005","601","2","10063","2021/08/27 15:59:59","6011","通過糾結的盆栽小花的MODE2","10063111","0"
"81063006","1","9018","13040000","0","2021/08/17 16:00:00","81063006","601","1","10063","2021/08/27 15:59:59","6011","將糾結的盆栽小花的 HP 降低至 2960000","10063113","0"
"81063007","0","9016","1","0","2021/08/17 16:00:00","81063007","601","3","10063","2021/08/27 15:59:59","6011","討伐糾結的盆栽小花","10063115","0"
"81063008","0","9015","1","0","2021/08/17 16:00:00","81063008","601","5","10063","2021/08/27 15:59:59","6011","在5次以內，討伐EXHIBITION或特別戰鬥的糾結的盆栽小花","10063118","0"
"81064001","1","9018","3210000","0","2021/08/02 16:00:00","81064001","601","1","10064","2021/08/20 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 25990000","10064103","0"
"81064002","1","9018","6420000","0","2021/08/02 16:00:00","81064002","601","1","10064","2021/08/20 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 22780000","10064104","0"
"81064003","0","9016","1","0","2021/08/02 16:00:00","81064003","601","1","10064","2021/08/20 15:59:59","6011","完成特別戰鬥的模式1","10064105","0"
"81064004","1","9018","12260000","0","2021/08/02 16:00:00","81064004","601","1","10064","2021/08/20 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 16940000","10064106","0"
"81064005","1","9018","14890000","0","2021/08/02 16:00:00","81064005","601","1","10064","2021/08/20 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 14310000","10064107","0"
"81064006","0","9016","1","0","2021/08/02 16:00:00","81064006","601","2","10064","2021/08/20 15:59:59","6011","完成特別戰鬥的模式2","10064108","0"
"81064007","1","9018","21410000","0","2021/08/02 16:00:00","81064007","601","1","10064","2021/08/20 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 7790000","10064109","0"
"81064008","1","9018","25310000","0","2021/08/02 16:00:00","81064008","601","1","10064","2021/08/20 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 3890000","10064110","0"
"81064009","0","9016","1","0","2021/08/02 16:00:00","81064009","601","3","10064","2021/08/20 15:59:59","6011","討伐特別戰鬥的 Boss","10064111","0"
"81064010","0","9015","1","0","2021/08/02 16:00:00","81064010","601","5","10064","2021/08/20 15:59:59","6011","在5次以內，討伐EXHIBITION或特別戰鬥的BOSS","10064112","0"
"81065001","0","9001","4","0","2021/07/19 16:00:00","81065001","601","0","10065","2021/07/28 15:59:59","6011","打倒秋乃、珠希、優花梨、美冬的闇影","10065103","0"
"81065002","1","9018","968000","0","2021/07/19 16:00:00","81065002","601","1","10065","2021/07/28 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 7832000","10065104","0"
"81065003","1","9018","1936000","0","2021/07/19 16:00:00","81065003","601","1","10065","2021/07/28 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 6864000","10065105","0"
"81065004","0","9016","1","0","2021/07/19 16:00:00","81065004","601","2","10065","2021/07/28 15:59:59","6011","完成特別戰鬥的模式2","10065106","0"
"81065005","1","9018","4840000","0","2021/07/19 16:00:00","81065005","601","1","10065","2021/07/28 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 3960000","10065111","0"
"81065006","1","9018","6776000","0","2021/07/19 16:00:00","81065006","601","1","10065","2021/07/28 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 2024000","10065113","0"
"81065007","0","9016","1","0","2021/07/19 16:00:00","81065007","601","3","10065","2021/07/28 15:59:59","6011","討伐特別戰鬥的 Boss","10065115","0"
"81065008","0","9015","1","0","2021/07/19 16:00:00","81065008","601","5","10065","2021/07/28 15:59:59","6011","在5次以內，討伐EXHIBITION或特別戰鬥的BOSS","10065118","0"
"81066001","1","9018","706000","0","2021/09/01 16:00:00","81066001","601","1","10066","2021/09/19 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 52294000","10066103","0"
"81066002","1","9018","1412000","0","2021/09/01 16:00:00","81066002","601","1","10066","2021/09/19 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 51588000","10066104","0"
"81066003","0","9016","1","0","2021/09/01 16:00:00","81066003","601","1","10066","2021/09/19 15:59:59","6011","完成特別戰鬥的模式1","10066105","0"
"81066004","0","9001","3","0","2021/09/01 16:00:00","81066004","601","0","10066","2021/09/19 15:59:59","6011","打倒守門者和祈梨和嘉夜的闇影","10066106","0"
"81066005","1","9018","18372000","0","2021/09/01 16:00:00","81066005","601","1","10066","2021/09/19 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 34628000","10066107","0"
"81066006","1","9018","36744000","0","2021/09/01 16:00:00","81066006","601","1","10066","2021/09/19 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 16256000","10066108","0"
"81066007","0","9016","1","0","2021/09/01 16:00:00","81066007","601","3","10066","2021/09/19 15:59:59","6011","討伐特別戰鬥的 Boss","10066109","0"
"81066008","0","9015","1","0","2021/09/01 16:00:00","81066008","601","5","10066","2021/09/19 15:59:59","6011","在5次以內，討伐EXHIBITION或特別戰鬥的BOSS","10066110","0"
"81067001","0","9001","4","0","2021/09/17 16:00:00","81067001","601","0","10067","2021/09/26 15:59:59","6011","打倒莉瑪、真陽、鈴、栞的闇影","10067103","0"
"81067002","1","9018","917000","0","2021/09/17 16:00:00","81067002","601","1","10067","2021/09/26 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 7683000","10067104","0"
"81067003","1","9018","1835000","0","2021/09/17 16:00:00","81067003","601","1","10067","2021/09/26 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 6765000","10067105","0"
"81067004","0","9016","1","0","2021/09/17 16:00:00","81067004","601","2","10067","2021/09/26 15:59:59","6011","完成特別戰鬥的模式2","10067106","0"
"81067005","1","9018","4700000","0","2021/09/17 16:00:00","81067005","601","1","10067","2021/09/26 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 3900000","10067111","0"
"81067006","1","9018","6650000","0","2021/09/17 16:00:00","81067006","601","1","10067","2021/09/26 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 1950000","10067113","0"
"81067007","0","9016","1","0","2021/09/17 16:00:00","81067007","601","3","10067","2021/09/26 15:59:59","6011","討伐特別戰鬥的 Boss","10067115","0"
"81067008","0","9015","1","0","2021/09/17 16:00:00","81067008","601","5","10067","2021/09/26 15:59:59","6011","在5次以內，討伐EXHIBITION或特別戰鬥的BOSS","10067118","0"
"81068001","1","9018","7400000","0","2021/10/01 16:00:00","81068001","601","1","10068","2021/10/19 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 42600000","10068103","0"
"81068002","1","9018","14700000","0","2021/10/01 16:00:00","81068002","601","1","10068","2021/10/19 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 35300000","10068104","0"
"81068003","0","9016","1","0","2021/10/01 16:00:00","81068003","601","1","10068","2021/10/19 15:59:59","6011","完成特別戰鬥的模式1","10068105","0"
"81068004","0","9001","3","0","2021/10/01 16:00:00","81068004","601","0","10068","2021/10/19 15:59:59","6011","打倒碧、美冬、珠希的闇影","10068106","0"
"81068005","1","9018","31440000","0","2021/10/01 16:00:00","81068005","601","1","10068","2021/10/19 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 18560000","10068107","0"
"81068006","1","9018","40700000","0","2021/10/01 16:00:00","81068006","601","1","10068","2021/10/19 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 9300000","10068108","0"
"81068007","0","9016","1","0","2021/10/01 16:00:00","81068007","601","3","10068","2021/10/19 15:59:59","6011","討伐特別戰鬥的 Boss","10068109","0"
"81068008","0","9015","1","0","2021/10/01 16:00:00","81068008","601","5","10068","2021/10/19 15:59:59","6011","在5次以內，討伐EXHIBITION或特別戰鬥的BOSS","10068110","0"
"81069001","1","9018","855000","0","2021/10/18 16:00:00","81069001","601","1","10069","2021/10/27 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 7695000","10069103","0"
"81069002","1","9018","1625000","0","2021/10/18 16:00:00","81069002","601","1","10069","2021/10/27 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 6925000","10069104","0"
"81069003","0","9016","1","0","2021/10/18 16:00:00","81069003","601","1","10069","2021/10/27 15:59:59","6011","完成特別戰鬥的模式1","10069105","0"
"81069004","0","9001","3","0","2021/10/18 16:00:00","81069004","601","0","10069","2021/10/27 15:59:59","6011","打倒璃乃、步未、日和的闇影","10069106","0"
"81069005","1","9018","4446000","0","2021/10/18 16:00:00","81069005","601","1","10069","2021/10/27 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 4104000","10069111","0"
"81069006","1","9018","6498000","0","2021/10/18 16:00:00","81069006","601","1","10069","2021/10/27 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 2052000","10069113","0"
"81069007","0","9016","1","0","2021/10/18 16:00:00","81069007","601","3","10069","2021/10/27 15:59:59","6011","討伐特別戰鬥的 Boss","10069115","0"
"81069008","0","9015","1","0","2021/10/18 16:00:00","81069008","601","5","10069","2021/10/27 15:59:59","6011","在5次以內，討伐EXHIBITION或特別戰鬥的BOSS","10069118","0"
"81070001","0","9016","1","0","2021/11/01 16:00:00","81070001","601","1","10070","2021/11/19 15:59:59","6011","完成特別戰鬥的模式1","10070101","0"
"81070002","0","9016","1","0","2021/11/01 16:00:00","81070002","601","2","10070","2021/11/19 15:59:59","6011","完成特別戰鬥的模式2","10070102","0"
"81070003","1","9020","40","0","2021/11/01 16:00:00","81070003","601","0","10070","2021/11/19 15:59:59","6011","把留到暑假最後一天的作業寫到40％吧","10070103","0"
"81070004","1","9020","70","0","2021/11/01 16:00:00","81070004","601","0","10070","2021/11/19 15:59:59","6011","把留到暑假最後一天的作業寫到70％吧","10070104","0"
"81070005","0","9016","1","0","2021/11/01 16:00:00","81070005","601","3","10070","2021/11/19 15:59:59","6011","把留到暑假最後一天的作業寫完吧","10070105","0"
"81070006","0","9015","1","0","2021/11/01 16:00:00","81070006","601","5","10070","2021/11/19 15:59:59","6011","在5次以內，通過EXHIBITION或特別戰鬥","10070106","0"
"81071001","1","9018","1200000","0","2021/11/18 16:00:00","81071001","601","1","10071","2021/11/27 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 11300000","10071103","0"
"81071002","1","9018","2400000","0","2021/11/18 16:00:00","81071002","601","1","10071","2021/11/27 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 10100000","10071104","0"
"81071003","0","9016","1","0","2021/11/18 16:00:00","81071003","601","1","10071","2021/11/27 15:59:59","6011","完成特別戰鬥的模式1","10071105","0"
"81071004","1","9018","4700000","0","2021/11/18 16:00:00","81071004","601","1","10071","2021/11/27 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 7800000","10071106","0"
"81071005","1","9018","5900000","0","2021/11/18 16:00:00","81071005","601","1","10071","2021/11/27 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 6600000","10071107","0"
"81071006","0","9016","1","0","2021/11/18 16:00:00","81071006","601","2","10071","2021/11/27 15:59:59","6011","完成特別戰鬥的模式2","10071108","0"
"81071007","1","9018","8900000","0","2021/11/18 16:00:00","81071007","601","1","10071","2021/11/27 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 3600000","10071109","0"
"81071008","1","9018","10700000","0","2021/11/18 16:00:00","81071008","601","1","10071","2021/11/27 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 1800000","10071110","0"
"81071009","0","9016","1","0","2021/11/18 16:00:00","81071009","601","3","10071","2021/11/27 15:59:59","6011","討伐特別戰鬥的 Boss","10071111","0"
"81071010","0","9015","1","0","2021/11/18 16:00:00","81071010","601","5","10071","2021/11/27 15:59:59","6011","在5次以內，討伐EXHIBITION或特別戰鬥的BOSS","10071112","0"
"81072001","0","9014","30","0","2021/12/02 16:00:00","81072001","601","0","10072","2021/12/20 15:59:59","6011","打倒30隻歌唱水母","10072101","0"
"81072002","0","9001","3","0","2021/12/02 16:00:00","81072002","601","0","10072","2021/12/20 15:59:59","6011","打倒慈樂之音的闇影","10072102","0"
"81072003","1","9018","16000000","0","2021/12/02 16:00:00","81072003","601","1","10072","2021/12/20 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 32000000","10072103","0"
"81072004","1","9018","32000000","0","2021/12/02 16:00:00","81072004","601","1","10072","2021/12/20 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 16000000","10072104","0"
"81072005","0","9016","1","0","2021/12/02 16:00:00","81072005","601","3","10072","2021/12/20 15:59:59","6011","討伐特別戰鬥的 Boss","10072105","0"
"81072006","0","9015","1","0","2021/12/02 16:00:00","81072006","601","5","10072","2021/12/20 15:59:59","6011","在5次以內，討伐EXHIBITION或特別戰鬥的BOSS","10072106","0"
"81073001","1","9018","1170000","0","2021/12/17 16:00:00","81073001","601","1","10073","2021/12/26 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 7630000","10073103","0"
"81073002","1","9018","2350000","0","2021/12/17 16:00:00","81073002","601","1","10073","2021/12/26 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 6450000","10073104","0"
"81073003","0","9016","1","0","2021/12/17 16:00:00","81073003","601","1","10073","2021/12/26 15:59:59","6011","完成特別戰鬥的模式1","10073105","0"
"81073004","0","9016","1","0","2021/12/17 16:00:00","81073004","601","2","10073","2021/12/26 15:59:59","6011","將MODE2出現的怪物全部打倒","10073106","0"
"81073005","1","9018","5280000","0","2021/12/17 16:00:00","81073005","601","1","10073","2021/12/26 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 3520000","10073111","0"
"81073006","1","9018","7040000","0","2021/12/17 16:00:00","81073006","601","1","10073","2021/12/26 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 1760000","10073113","0"
"81073007","0","9016","1","0","2021/12/17 16:00:00","81073007","601","3","10073","2021/12/26 15:59:59","6011","討伐特別戰鬥的 Boss","10073115","0"
