a710e77a806dead75a21578eea48c275781e5c4d8447deecc7b0c33eed23cf20,7bb299adf2b4c320cbe73fc0aea1db83d2d4d5c1a31b8a0fef69ec6d7bcd4c22,4796148cc84eff4ef76df58e8061d0481a249be5135eaa403b3ed3930e9856c1,82d887b00db5de7288f1bacc0db1ce9fb212641b297319b5e71dc4f5f077b30b,bafd76fffbf982fa7c156b80c100c938adab091962aba3a316b79071d4bbdfb4,1672ba93ccb92ff1d7ebf89b363ad6b32934f90791918615898af2f7d9c0f593,56e4f9eb0ab2ec012473bf35114830dfe7bdef50b70978fe08ec81738eab67ba,a84af8750b419ec6ca3137797fbe3c6834d98f9ba54eb041bf5597f915814f89,f57275aebcf9686efad0e3a2df7210c669d4636e600dc4524c3af3d2144c384a,06aa0e4325ec93134be8bdebed727b8f3d4a1a1c5ffd0aaa254b05e9ec8197bc,7f82a7ca27b21213a79913da324055c2420a012769a6e23390874d0e978a1b59,051ac454a2aba8698c4ebaa1ae239857a003562f795cb0afbc1a43b6bc5c9fa0,1c7fe2d6c0f424c48ff8411309ed99a3bace90b9f04b7c1cf72a22dc30671b6d,13f958fc6ab863f6ad20ff6ab883851fa7e2dfa38afe4697ba86cc3337cd1e17,563ee1b539d43d6b23f7d44cc2f743fe613b456011329bb0e0562935cbfe76a9,0a2abab45b86e39e0cfa0b16dd45462939fae61a42f8015d36660fdd60c2f114,149a62fe5e9c444a05c5cb401ba60b5135a4b09618481c224b7a774fae5defe8,06f23edd1b05f4c51fb2d69b36c9e4a2ec38cd0e8b94ef1ac988873f7e2161cf,a54eecbc68eeb3b81543b1518d20bec2cdea807cadf52af7faba8a6de1777c48,4cef5da47431247437c5d9f2621e48b06835d82824c34da7a5193112c0270b13,4d044e5c6b86eb155147e569f45bdac4cd3912ae3fb47542cfa29a15f7f5e2d2,547aac7e877f2df8c4decf1e667fb945fbb2261aaf8d0cd6c0393993fd6448d0
"0.8","101021","100","1","0","0","-30","10380103","-15","1","1.2","-50","1038","200","1","3","100","1.1","bgm_M64","101021","-10","3"
"0.9","101021","200","1","0","-30","-30","10380104","0","1","1.3","190","1038","200","1","4","-70","1","bgm_M64","101021","0","4"
"1.4","101031","200","1","0","0","-30","10380105","0","1","1.8","440","1038","220","1","5","0","1.6","bgm_M55","101031","0","5"
"0.6","101041","250","1","10","0","-30","10390101","0","1","0.8","-470","1039","210","1","1","-125","0.7","bgm_M64","101041","-30","1"
"0.65","101041","200","1","10","0","-30","10390102","0","1","1","-210","1039","200","1","2","-95","0.7","bgm_M64","101041","0","2"
"0.9","101041","100","1","0","0","-30","10390103","-15","1","1.3","50","1039","200","1","3","-120","1","bgm_M64","101041","-10","3"
"0.9","101041","100","1","0","0","-30","10390104","0","1","1.35","195","1039","200","1","4","35","1.3","bgm_M64","101041","0","4"
"1.1","101042","150","1.3","0","-50","-30","10390105","0","1","1.8","450","1039","210","1","5","-55","1.35","bgm_M55","101042","0","5"
"0.6","101161","250","1","10","0","-30","10400101","0","1","0.8","-480","1040","210","1","1","-120","0.85","bgm_M64","101161","0","1"
"0.75","101161","100","1","0","0","-30","10400102","0","1","1.2","-260","1040","240","1","2","-100","1.1","bgm_M64","101161","0","2"
"0.65","101161","100","1","5","0","-30","10400103","-5","1","1.1","-10","1040","200","1","3","65","1","bgm_M64","101161","-10","3"
"0.9","101161","150","1","0","43","-30","10400104","0","1","1","190","1040","200","1","4","-110","1","bgm_M64","101161","0","4"
"0.9","101162","270","1.3","-10","-50","-30","10400105","-40","1","1.15","485","1040","280","1","5","-70","1","bgm_M55","101162","-45","5"
"0.6","101171","120","1","10","0","-30","10410101","0","1","0.8","-480","1041","210","1","1","-120","0.85","bgm_M64","101171","0","1"
"0.75","101171","120","1","10","0","-30","10410102","0","1","1.2","-260","1041","200","1","2","-120","1","bgm_M64","101171","0","2"
"0.6","101171","150","1","0","-50","-30","10410103","-13","1.4","0.9","-10","1041","200","1","3","0","0.55","bgm_M64","101171","-60","3"
"0.9","101171","100","1","0","0","-30","10410104","0","1","1.2","190","1041","200","1","4","-110","1","bgm_M64","101171","0","4"
"1","101172","200","1","10","-50","-30","10410105","-20","1","1.45","475","1041","250","1","5","-30","1","bgm_M55","101172","0","5"
"0.6","101191","100","1","10","0","-30","10420101","0","1","0.8","-480","1042","210","1","1","-120","0.7","bgm_M64","101191","-30","1"
"0.8","101191","100","1","10","0","-30","10420102","0","1","1.2","-260","1042","200","1","2","-100","1","bgm_M64","101191","0","2"
"0.9","101191","100","1","0","-30","-30","10420103","-15","1","1.4","-10","1042","200","1","3","65","1","bgm_M64","101451","-10","3"
"0.65","101191","100","1","0","0","-30","10420104","0","1","1.1","190","1042","200","1","4","-110","1","bgm_M64","101191","0","4"
"1.1","101192","200","1","-10","-50","-30","10420105","0","1.2","1.3","485","1042","280","1","5","-70","1","bgm_M55","101192","-45","5"
"0.6","101201","100","1","10","0","-30","10430101","0","1","0.8","-480","1043","210","1","1","-120","0.85","bgm_M64","101201","0","1"
"0.75","101201","100","1","10","0","-30","10430102","0","1","1.2","-260","1043","240","1","2","-120","1.1","bgm_M64","101201","0","2"
"0.8","101201","100","1","0","0","-30","10430103","-15","1","1.1","-10","1043","200","1","3","65","1","bgm_M64","101201","-10","3"
"0.7","101201","100","1","0","43","-30","10430104","0","1","1","190","1043","200","1","4","-110","1","bgm_M64","101201","0","4"
"1","101202","100","1","10","-50","-30","10430105","-20","1","1.45","475","1043","250","1","5","-30","1","bgm_M55","101202","-45","5"
"0.6","101291","100","1","10","0","-30","10440101","0","1","0.8","-480","1044","210","1","1","-120","0.85","bgm_M64","101291","0","1"
"0.75","101291","100","1","10","0","-30","10440102","0","1","1.2","-260","1044","240","1","2","-120","1.1","bgm_M64","101291","0","2"
"1.55","101291","100","1","0","0","-30","10440103","-15","1","2.3","-40","1044","200","1","3","65","2.2","bgm_M64","101291","-10","3"
"1.1","101291","100","1","0","0","-30","10440104","0","1","1.2","150","1044","200","1","4","-110","1","bgm_M64","101291","0","4"
"1.1","101292","100","1","30","15","-30","10440105","-20","1","1.45","490","1044","230","1","5","-15","1","bgm_M55","101292","30","5"
"0.58","101301","100","1","10","0","-30","10450101","0","1","0.8","-480","1045","210","1","1","-120","0.7","bgm_M64","101301","-30","1"
"0.9","101301","100","1","10","0","-30","10450102","0","1","1.2","-260","1045","200","1","2","-120","1","bgm_M64","101301","0","2"
"0.93","101301","200","1","-10","-30","-30","10450103","0","1","1.4","-50","1045","200","1","3","100","1","bgm_M64","101301","-10","3"
"0.9","101301","100","1","0","15","-30","10450104","0","1","1.3","100","1045","200","1","4","-100","1","bgm_M64","101301","0","4"
"1","101302","100","1","10","-15","-30","10450105","-20","1","1.2","470","1045","270","1","5","-55","1.1","bgm_M55","101302","-30","5"
"0.575","101441","100","1","10","0","-30","10460101","0","1","0.8","-450","1046","210","1","1","-130","0.85","bgm_M64","101161","0","1"
"0.75","101441","200","1","10","0","-30","10460102","0","1","1","-250","1046","200","1","2","-120","0.7","bgm_M64","101161","0","2"
"0.8","101441","100","1","0","0","-30","10460103","-15","1","1.2","-10","1046","200","1","3","50","1.1","bgm_M64","101161","-10","3"
"0.8","101441","150","1","0","43","-30","10460104","0","1","1","210","1046","200","1","4","-100","1","bgm_M64","101161","0","4"
"0.95","101442","100","1","10","-35","-30","10460105","-20","1","1.2","470","1046","230","1","5","-70","1.1","bgm_M55","101162","-30","5"
"0.58","101451","100","1","10","0","-30","10470101","0","1","0.8","-450","1047","210","1","1","-130","0.7","bgm_M64","101451","-30","1"
"0.9","101451","100","1","10","0","-30","10470102","0","1","1.2","-250","1047","200","1","2","-120","1","bgm_M64","101451","0","2"
"0.9","101451","100","1","0","-30","-30","10470103","-15","1","1.4","-20","1047","200","1","3","50","1","bgm_M64","101451","-10","3"
"0.8","101451","100","1","0","0","-30","10470104","0","1","1","200","1047","200","1","4","-100","0.85","bgm_M64","101451","0","4"
"1.25","101452","100","1","0","-35","-30","10470105","0","1.2","1.55","510","1047","290","1","5","-70","1.4","bgm_M55","101452","-50","5"
"0.58","101561","100","1","10","0","-30","10480101","0","1","0.8","-450","1048","210","1","1","-130","0.7","bgm_M64","101451","-30","1"
"0.75","101561","100","1","0","0","-30","10480102","0","1","1.2","-240","1048","240","1","2","-120","1.1","bgm_M64","101451","0","2"
"0.6","101561","150","1","0","-50","-30","10480103","-13","1.4","0.9","-10","1048","200","1","3","0","0.55","bgm_M64","101451","-60","3"
"0.7","101561","100","1","0","20","-30","10480104","0","1","1.1","195","1048","200","1","4","-100","1","bgm_M64","101451","0","4"
"1.25","101562","400","1","0","-60","-30","10480105","0","1.4","1.55","460","1048","290","1","5","-70","1.35","bgm_M55","101452","-50","5"
"0.58","101001","100","1","10","0","-30","10490101","0","1","0.8","-480","1049","210","1","1","-120","0.7","bgm_M64","101001","-30","1"
"0.75","101001","100","1","10","0","-30","10490102","0","1","1.2","-270","1049","200","1","2","-120","1.1","bgm_M64","101001","0","2"
"0.9","101001","200","1","0","-30","-30","10490103","-15","1","1.4","-25","1049","200","1","3","65","1","bgm_M64","101001","-10","3"
"0.9","101001","150","1","0","-30","-30","10490104","0","1","1.1","200","1049","200","1","4","-120","1","bgm_M64","101001","0","4"
"1.2","101011","200","1","0","0","-30","10490105","0","1.2","1.3","480","1049","250","1","5","-40","1","bgm_M55","101011","0","5"
"0.575","101021","170","1","10","-25","-30","10500101","0","1","1","-450","1050","210","1","1","-110","0.9","bgm_M64","101021","-30","1"
"0.75","101021","100","1","0","0","-30","10500102","0","1","1.2","-240","1050","240","1","2","-120","1.1","bgm_M64","101021","0","2"
"0.6","101021","100","1","5","0","-30","10500103","-5","1","0.9","-10","1050","200","1","3","65","0.8","bgm_M64","101021","-10","3"
"0.65","101021","100","1","0","0","-30","10500104","0","1","1.1","190","1050","200","1","4","-110","1","bgm_M64","101021","0","4"
"1.4","101031","200","1","0","0","-30","10500105","0","1","1.8","440","1050","220","1","5","0","1.6","bgm_M55","101031","0","5"
"0.58","101041","100","1","10","0","-30","10510101","0","1","0.8","-450","1051","210","1","1","-130","0.7","bgm_M64","101041","-30","1"
"0.65","101041","200","1","10","0","-30","10510102","0","1","1","-250","1051","200","1","2","-120","0.7","bgm_M64","101041","0","2"
"0.75","101041","100","1","10","-10","-30","10510103","-15","1","1.3","-35","1051","200","1","3","70","1","bgm_M64","101041","-10","3"
"1","101041","100","1","0","0","-30","10510104","0","1","1.4","150","1051","200","1","4","-110","1","bgm_M64","101041","0","4"
"1.1","101042","150","1.3","0","-50","-30","10510105","0","1","1.8","450","1051","210","1","5","-55","1.35","bgm_M55","101042","0","5"
"0.6","101161","250","1","10","0","-30","10520101","0","1","0.8","-480","1052","210","1","1","-120","0.7","bgm_M64","101161","-30","1"
"0.75","101161","100","1","0","0","-30","10520102","0","1","1.2","-260","1052","240","1","2","-100","1.1","bgm_M64","101161","0","2"
"0.65","101161","100","1","5","0","-30","10520103","-5","1","1.1","-10","1052","200","1","3","65","1","bgm_M64","101161","-10","3"
"0.8","101161","100","1","0","-30","-30","10520104","0","1","1.3","240","1052","200","1","4","-50","1","bgm_M64","101161","0","4"
"0.9","101162","270","1.3","-10","-50","-30","10520105","-40","1","1.15","485","1052","280","1","5","-70","1","bgm_M55","101162","-45","5"
"0.5","101171","120","1","10","0","-30","10530101","0","1","0.8","-480","1053","210","1","1","-120","0.85","bgm_M64","101171","0","1"
"0.75","101171","100","1","10","0","-30","10530102","0","1","1.2","-270","1053","200","1","2","-120","1.1","bgm_M64","101171","0","2"
"1.55","101171","100","1","0","0","-30","10530103","-15","1","2.3","-25","1053","200","1","3","65","2.2","bgm_M64","101171","-10","3"
"0.9","101171","100","1","0","-30","-30","10530104","0","1","1.5","200","1053","200","1","4","-100","1","bgm_M64","101171","0","4"
"1","101172","200","1","10","-50","-30","10530105","-20","1","1.45","475","1053","250","1","5","-30","1","bgm_M55","101172","0","5"
"0.575","101191","170","1","10","-25","-30","10540101","0","1","1","-450","1054","210","1","1","-110","0.9","bgm_M64","101191","-30","1"
"0.65","101191","200","1","10","0","-30","10540102","0","1","1","-250","1054","200","1","2","-120","0.7","bgm_M64","101191","0","2"
"0.8","101191","100","1","0","0","-30","10540103","-15","1","1.2","-10","1054","200","1","3","50","1.1","bgm_M64","101191","-10","3"
"1","101191","200","1","0","0","-30","10540104","0","1","1.5","190","1054","200","1","4","-90","1","bgm_M64","101191","0","4"
"1.1","101192","200","1","-10","-50","-30","10540105","0","1.2","1.3","485","1054","280","1","5","-70","1","bgm_M55","101192","-45","5"
"0.5","101201","120","1","10","0","-30","10550101","0","1","0.8","-480","1055","210","1","1","-120","0.85","bgm_M64","101201","0","1"
"0.7","101201","250","1","0","-30","-30","10550102","0","1","1","-250","1055","240","1","2","-120","1","bgm_M64","101201","-30","2"
"0.8","101201","100","1","0","0","-30","10550103","-15","1","1.1","-10","1055","200","1","3","65","1","bgm_M64","101201","-10","3"
"0.7","101201","100","1","0","43","-30","10550104","0","1","1","190","1055","200","1","4","-110","1","bgm_M64","101201","0","4"
"1","101202","100","1","10","-50","-30","10550105","-20","1","1.45","475","1055","250","1","5","-30","1","bgm_M55","101202","-45","5"
"0.6","101291","250","1","10","0","-30","10560101","0","1","0.8","-480","1056","210","1","1","-120","0.7","bgm_M64","101291","-30","1"
"0.75","101291","100","1","0","0","-30","10560102","0","1","1.2","-260","1056","240","1","2","-100","1.1","bgm_M64","101291","0","2"
"0.9","101291","100","1","0","-30","-30","10560103","-15","1","1.4","-35","1056","200","1","3","50","1","bgm_M64","101291","-10","3"
"0.9","101291","150","1","0","-30","-30","10560104","0","1","1.1","190","1056","200","1","4","-120","1","bgm_M64","101291","0","4"
"1.1","101292","100","1","30","15","-30","10560105","-20","1","1.45","490","1056","230","1","5","-15","1","bgm_M55","101292","30","5"
"0.575","101301","170","1","10","-25","-30","10570101","0","1","1","-450","1057","210","1","1","-110","0.9","bgm_M64","101301","-30","1"
"0.75","101301","100","1","10","0","-30","10570102","0","1","1.2","-270","1057","200","1","2","-120","1.1","bgm_M64","101301","0","2"
"0.93","101301","200","1","-10","-30","-30","10570103","0","1","1.4","-50","1057","200","1","3","100","1","bgm_M64","101301","-10","3"
"0.9","101301","100","1","0","0","-30","10570104","0","1","1.2","190","1057","200","1","4","-110","1","bgm_M64","101301","0","4"
"1","101302","100","1","10","-15","-30","10570105","-20","1","1.2","470","1057","270","1","5","-55","1.1","bgm_M55","101302","-30","5"
"0.6","101441","250","1","10","0","-30","10580101","0","1","0.8","-480","1058","210","1","1","-120","0.7","bgm_M64","101441","-30","1"
"0.7","101441","250","1","0","-30","-30","10580102","0","1","1","-250","1058","240","1","2","-120","1","bgm_M64","101441","-30","2"
"0.75","101441","100","1","10","-10","-30","10580103","-15","1","1.3","-5","1058","200","1","3","70","1","bgm_M64","101441","-10","3"
"0.8","101441","100","1","10","20","-30","10580104","0","1","1.1","210","1058","200","1","4","-100","1","bgm_M64","101441","0","4"
"0.95","101442","100","1","10","-35","-30","10580105","-20","1","1.2","470","1058","230","1","5","-70","1.1","bgm_M55","101442","-30","5"
"0.575","101451","170","1","10","-25","-30","10590101","0","1","1","-450","1059","210","1","1","-110","0.9","bgm_M64","101451","-30","1"
"0.65","101451","200","1","10","0","-30","10590102","0","1","1","-250","1059","200","1","2","-120","0.7","bgm_M64","101451","0","2"
"0.6","101451","150","1","0","-50","-30","10590103","-13","1.4","0.9","-10","1059","200","1","3","0","0.55","bgm_M64","101451","-60","3"
"0.7","101451","100","1","0","0","-30","10590104","0","1","1","200","1059","200","1","4","-120","0.7","bgm_M64","101451","0","4"
"1.25","101452","100","1","0","-35","-30","10590105","0","1.2","1.55","510","1059","290","1","5","-70","1.4","bgm_M55","101452","-50","5"
"0.5","101561","120","1","10","0","-30","10600101","0","1","0.8","-480","1060","210","1","1","-120","0.85","bgm_M64","101561","0","1"
"0.75","101561","100","1","10","0","-30","10600102","0","1","1.2","-270","1060","200","1","2","-120","1.1","bgm_M64","101561","0","2"
"0.9","101561","200","1","0","-30","-30","10600103","-15","1","1.4","-25","1060","200","1","3","65","1","bgm_M64","101561","-10","3"
"0.65","101561","100","1","0","0","-30","10600104","0","1","1.1","190","1060","200","1","4","-110","1","bgm_M64","101561","0","4"
"1.25","101562","400","1","0","-60","-30","10600105","0","1.4","1.55","460","1060","290","1","5","-70","1.35","bgm_M55","101562","-50","5"
"0.6","101001","250","1","10","0","-30","10610101","0","1","0.8","-480","1061","210","1","1","-120","0.7","bgm_M64","101001","-30","1"
"0.75","101001","100","1","0","0","-30","10610102","0","1","1.2","-260","1061","240","1","2","-100","1.1","bgm_M64","101001","0","2"
"1","101001","100","1","0","-30","-30","10610103","-15","1","1.4","-10","1061","200","1","3","65","1","bgm_M64","101001","-10","3"
"1","101001","100","1","0","0","-30","10610104","0","1","1.4","200","1061","200","1","4","-110","1","bgm_M64","101001","0","4"
"1.2","101011","200","1","0","0","-30","10610105","0","1.2","1.3","480","1061","250","1","5","-40","1","bgm_M55","101011","0","5"
"0.5","101021","120","1","10","0","-30","10630101","0","1","0.8","-480","1063","210","1","1","-120","0.85","bgm_M64","101021","0","1"
"0.7","101021","250","1","0","-30","-30","10630102","0","1","1","-250","1063","240","1","2","-120","1","bgm_M64","101021","-30","2"
"0.9","101021","100","1","0","0","-30","10630103","0","1","1.3","-10","1063","200","1","3","70","1","bgm_M64","101021","0","3"
"0.8","101021","100","1","0","-30","-30","10630104","0","1","1.2","240","1063","200","1","4","-70","1","bgm_M64","101021","0","4"
"1.4","101031","200","1","0","0","-30","10630105","0","1","1.8","470","1063","220","1","5","0","1.6","bgm_M55","101031","0","5"
"0.575","101041","170","1","10","-25","-30","10640101","0","1","1","-450","1064","210","1","1","-110","0.9","bgm_M64","101041","-30","1"
"0.65","101041","200","1","10","0","-30","10640102","0","1","1","-250","1064","200","1","2","-120","0.7","bgm_M64","101041","0","2"
"0.8","101041","100","1","0","0","-30","10640103","-15","1","1.1","-10","1064","200","1","3","65","1","bgm_M64","101041","-10","3"
"0.9","101041","100","1","0","-30","-30","10640104","0","1","1.5","200","1064","200","1","4","-100","1","bgm_M64","101041","0","4"
"1.1","101042","150","1.3","0","-50","-30","10640105","0","1","1.8","450","1064","210","1","5","-55","1.35","bgm_M55","101042","0","5"
"0.6","101161","250","1","10","0","-30","10650101","0","1","0.8","-480","1065","210","1","1","-120","0.7","bgm_M64","101161","-30","1"
"0.75","101161","100","1","0","0","-30","10650102","0","1","1.2","-260","1065","240","1","2","-100","1.1","bgm_M64","101161","0","2"
"0.65","101161","100","1","5","0","-30","10650103","-5","1","1.1","-10","1065","200","1","3","65","1","bgm_M64","101161","-10","3"
"0.8","101161","100","1","0","0","-30","10650104","0","1","1","200","1065","200","1","4","-100","0.85","bgm_M64","101161","0","4"
"0.9","101162","270","1.3","-10","-50","-30","10650105","-40","1","1.15","485","1065","280","1","5","-70","1","bgm_M55","101162","-45","5"
"0.5","101171","120","1","10","0","-30","10660101","0","1","0.8","-480","1066","210","1","1","-120","0.85","bgm_M64","101171","0","1"
"0.7","101171","250","1","0","-30","-30","10660102","0","1","1","-250","1066","240","1","2","-120","1","bgm_M64","101171","-30","2"
"0.8","101171","100","1","0","0","-30","10660103","-10","1","1.15","0","1066","200","1","3","65","1.1","bgm_M64","101171","-10","3"
"0.9","101171","100","1","0","0","-30","10660104","0","1","1.35","230","1066","200","1","4","5","1.3","bgm_M64","101171","-10","4"
"1","101172","200","1","10","-50","-30","10660105","-20","1","1.45","475","1066","250","1","5","-30","1","bgm_M55","101172","0","5"
"0.6","101191","250","1","10","0","-30","10670101","0","1","0.8","-480","1067","210","1","1","-50","0.7","bgm_M64","101191","-30","1"
"0.75","101191","100","1","10","0","-30","10670102","0","1","1.2","-270","1067","200","1","2","-120","1.1","bgm_M64","101191","0","2"
"0.9","101191","100","1","0","-30","-30","10670103","-15","1","1.4","-20","1067","200","1","3","50","1","bgm_M64","101191","-10","3"
"1","101191","200","1","0","0","-30","10670104","0","1","1.5","200","1067","200","1","4","-90","1","bgm_M64","101191","0","4"
"1.1","101192","200","1","-10","-50","-30","10670105","0","1.2","1.3","485","1067","280","1","5","-70","1","bgm_M55","101192","-45","5"
"0.8","101201","100","1","10","20","-30","10680101","0","1","1.45","-470","1068","210","1","1","0","1.1","bgm_M64","101201","0","1"
"0.65","101201","200","1","10","0","-30","10680102","0","1","1","-250","1068","200","1","2","-120","0.7","bgm_M64","101201","0","2"
"0.75","101201","100","1","10","-10","-30","10680103","-15","1","1.3","-5","1068","200","1","3","70","1","bgm_M64","101201","-10","3"
"0.7","101201","100","1","0","43","-30","10680104","0","1","1","190","1068","200","1","4","-110","1","bgm_M64","101201","0","4"
"1","101202","100","1","10","-50","-30","10680105","-20","1","1.45","475","1068","250","1","5","-30","1","bgm_M55","101202","-45","5"
"0.575","101291","170","1","10","-25","-30","10690101","0","1","1","-450","1069","210","1","1","-110","0.9","bgm_M64","101291","-30","1"
"0.75","101291","100","1","0","0","-30","10690102","0","1","1.2","-225","1069","240","1","2","-25","1.1","bgm_M64","101291","0","2"
"1.55","101291","100","1","0","0","-30","10690103","-15","1","2.3","0","1069","200","1","3","65","2.2","bgm_M64","101291","-10","3"
"0.65","101291","100","1","0","0","-30","10690104","0","1","1.1","190","1069","200","1","4","-110","1","bgm_M64","101291","0","4"
"1.1","101292","100","1","30","15","-30","10690105","-20","1","1.45","490","1069","230","1","5","-15","1","bgm_M55","101292","30","5"
"0.6","101301","250","1","10","0","-30","10700101","0","1","0.8","-480","1070","210","1","1","-50","0.7","bgm_M64","101301","-30","1"
"0.65","101301","200","1","10","0","-30","10700102","0","1","1","-250","1070","200","1","2","-120","0.7","bgm_M64","101301","0","2"
"0.93","101301","200","1","-10","-30","-30","10700103","0","1","1.4","-50","1070","200","1","3","100","1","bgm_M64","101301","-10","3"
"0.9","101301","150","1","0","-30","-30","10700104","0","1","1.1","190","1070","200","1","4","-120","1","bgm_M64","101301","0","4"
"1","101302","100","1","10","-15","-30","10700105","-20","1","1.2","470","1070","270","1","5","-55","1.1","bgm_M55","101302","-30","5"
"0.8","101441","100","1","10","20","-30","10710101","0","1","1.45","-470","1071","210","1","1","0","1.1","bgm_M64","101441","0","1"
"0.7","101441","250","1","0","-30","-30","10710102","0","1","1","-250","1071","240","1","2","-120","1","bgm_M64","101441","-30","2"
"0.8","101441","100","1","0","0","-30","10710103","-15","1","1.1","-10","1071","200","1","3","65","1","bgm_M64","101441","-10","3"
"0.7","101441","100","1","0","0","-30","10710104","0","1","1","200","1071","200","1","4","-120","0.7","bgm_M64","101441","0","4"
"0.95","101442","100","1","10","-35","-30","10710105","-20","1","1.2","470","1071","230","1","5","-70","1.1","bgm_M55","101442","-30","5"
"0.575","101451","170","1","10","-25","-30","10720101","0","1","1","-450","1072","210","1","1","-110","0.9","bgm_M64","101451","-30","1"
"0.75","101451","100","1","0","0","-30","10720102","0","1","1.2","-225","1072","240","1","2","-25","1.1","bgm_M64","101451","0","2"
"1","101451","100","1","0","-30","-30","10720103","-15","1","1.4","-10","1072","200","1","3","65","1","bgm_M64","101451","-10","3"
"0.8","101451","100","1","10","20","-30","10720104","0","1","1.1","210","1072","200","1","4","-100","1","bgm_M64","101451","0","4"
"1.25","101452","100","1","0","-35","-30","10720105","0","1.2","1.55","510","1072","290","1","5","-70","1.4","bgm_M55","101452","-50","5"
"0.575","101561","170","1","10","-25","-30","10730101","0","1","1","-450","1073","210","1","1","0","0.9","bgm_M64","101561","-30","1"
"0.75","101561","100","1","10","0","-30","10730102","0","1","1.2","-270","1073","200","1","2","-120","1.1","bgm_M64","101561","0","2"
"0.65","101561","100","1","5","0","-30","10730103","-5","1","1.1","-10","1073","200","1","3","65","1","bgm_M64","101561","-10","3"
"1","101561","100","1","0","0","-30","10730104","0","1","1.4","200","1073","200","1","4","-110","1","bgm_M64","101561","0","4"
"1.25","101562","400","1","0","-60","-30","10730105","0","1.4","1.55","460","1073","290","1","5","-70","1.35","bgm_M55","101562","-50","5"
"0.6","101001","250","1","10","0","-30","10740101","0","1","0.8","-480","1074","210","1","1","-50","0.7","bgm_M64","101001","-30","1"
"0.9","101001","200","1","0","10","-30","10740102","0","1","1.35","-260","1074","240","1","2","-110","1.1","bgm_M64","101001","10","2"
"0.75","101001","100","1","10","-10","-30","10740103","-15","1","1.15","-5","1074","200","1","3","70","1","bgm_M64","101001","-10","3"
"0.9","101001","100","1","0","0","-30","10740104","0","1","1.2","190","1074","200","1","4","-110","1","bgm_M64","101001","0","4"
"1.2","101011","200","1","0","0","-30","10740105","0","1.2","1.3","480","1074","250","1","5","-40","1","bgm_M55","101011","0","5"
"0.8","101021","100","1","10","20","-30","10750101","0","1","1.45","-470","1075","210","1","1","0","1.1","bgm_M64","101021","0","1"
"0.65","101021","200","1","10","0","-30","10750102","0","1","1","-250","1075","200","1","2","-120","0.7","bgm_M64","101021","0","2"
"0.6","101021","150","1","0","-50","-30","10750103","-13","1.4","0.9","-10","1075","200","1","3","0","0.55","bgm_M64","101021","-60","3"
"0.9","101021","100","1","0","-30","-30","10750104","0","1","1.5","200","1075","200","1","4","-100","1","bgm_M64","101021","0","4"
"1.4","101031","200","1","0","0","-30","10750105","0","1","1.8","470","1075","220","1","5","0","1.6","bgm_M55","101031","0","5"
"0.575","101041","170","1","10","-25","-30","10760101","0","1","1","-480","1076","210","1","1","-110","0.9","bgm_M64","101041","-30","1"
"0.7","101041","250","1","0","-30","-30","10760102","0","1","1","-230","1076","240","1","2","-20","1","bgm_M64","101041","-30","2"
"0.9","101041","100","1","0","-30","-30","10760103","-15","1","1.4","15","1076","200","1","3","-120","1","bgm_M64","101041","-10","3"
"0.8","101041","300","1","0","-60","-30","10760104","0","1","1.3","200","1076","200","1","4","40","1","bgm_M64","101041","-50","4"
"1.1","101042","150","1.3","0","-50","-30","10760105","0","1","1.8","450","1076","210","1","5","-55","1.35","bgm_M55","101042","0","5"
"0.6","101161","250","1","10","0","-30","10770101","0","1","0.8","-480","1077","210","1","1","-50","0.7","bgm_M64","101161","-30","1"
"0.75","101161","100","1","10","0","-30","10770102","0","1","1.2","-270","1077","200","1","2","-120","1.1","bgm_M64","101161","0","2"
"0.9","101161","100","1","0","0","-30","10770103","0","1","1.3","-10","1077","200","1","3","70","1","bgm_M64","101161","0","3"
"1","101161","200","1","0","0","-30","10770104","0","1","1.5","200","1077","200","1","4","-90","1","bgm_M64","101161","0","4"
"0.9","101162","270","1.3","-10","-50","-30","10770105","-40","1","1.15","485","1077","280","1","5","-70","1","bgm_M55","101162","-45","5"
"0.575","101171","170","1","10","-25","-30","10780101","0","1","1","-450","1078","210","1","1","-90","0.9","bgm_M64","101171","-30","1"
"0.75","101171","100","1","0","0","-30","10780102","0","1","1.2","-225","1078","240","1","2","20","1.1","bgm_M64","101171","0","2"
"0.8","101171","100","1","0","0","-30","10780103","-10","1","1.15","0","1078","200","1","3","-65","1.1","bgm_M64","101171","-10","3"
"0.65","101171","100","1","0","0","-30","10780104","0","1","1","230","1078","200","1","4","0","0.9","bgm_M64","101171","-10","4"
"1","101172","200","1","10","-50","-30","10780105","-20","1","1.45","475","1078","250","1","5","-30","1","bgm_M55","101172","0","5"
"0.6","101191","250","1","10","0","-30","10790101","0","1","0.8","-480","1079","210","1","1","-50","0.7","bgm_M64","101191","-30","1"
"0.9","101191","200","1","0","10","-30","10790102","0","1","1.35","-260","1079","240","1","2","-110","1.1","bgm_M64","101191","10","2"
"0.8","101191","100","1","0","0","-30","10790103","-15","1","1.1","-10","1079","200","1","3","65","1","bgm_M64","101191","-10","3"
"0.9","101191","100","1","0","0","-30","10790104","0","1","1.35","230","1079","200","1","4","5","1.3","bgm_M64","101191","-10","4"
