b75a3a704e5c05c8223f4a3bedd940768e8999dc62127fb6dbc5bcb05b1c7a9f,c55e2ab0503dde72ce039614292b3970e69b82216caf671286910527c0947079,76c45f1af41752f4044f0a21001eb18520f302fdb18cea63e6519dc3a2290783,0b1a06c48b79179965dcad37d51b051249143b65053c2ea107c4da8aab2f9816,a9d175c553289a3f98d96ebd7952a97ad5b7ce647b7e5e9f7522c7a30330aa73,30f6ff162261a6b678a181589effc1327cd72e608ae9f2a0556e4467e28543cb,97a029d5ed4013ac8ef6dab9b2a95e6201d7f2ca36e59ec9142f837d7e781694,3cd16cc2837a185938e31c921f1e76bfe06f3f6e75f521225a2d530544dca9be,bf37f34d91f3c153ed8c4dcaf88fb8995b5d1815046323041417a4e8709ffb27,c564785200bff6d6e7d4e2cbf7831a6b759dfe8253e193216259fc232c523a6c,bc737560baaa966944c5930d3c24a7795ac6e2033cb9414213900d07c5439cae,1c6af9fd7124072aa9a9bc6ef72d1ae0bc5687da2d8f9ed1ae2eaf9a5291bb91,df73557e4183545d5547564e104a4b9c01e99e335338fede16a5bc9d7bc44d9d,88c5bef26f4ff6e51f788a8423c2bb5bfd50e6cf499611cb57e3341f757f44a6
"71036019","10036","10036103","6005","0","10036204","0","9003","1","601","2020/10/26 15:59:59","完成活動冒險1-4 (HARD)後篇","2020/10/12 16:00:00","71036019"
"71036020","10036","10036103","6005","0","10036205","0","9003","1","601","2020/10/26 15:59:59","完成活動冒險1-5 (HARD)後篇","2020/10/12 16:00:00","71036020"
"71036021","10036","10036105","6008","0","0","0","9011","5","601","2020/10/26 15:59:59","打倒 5 隻糾結的盆栽小花（全難易度共通）","2020/10/12 16:00:00","71036021"
"71036022","10036","10036105","6008","0","0","0","9011","10","601","2020/10/26 15:59:59","打倒 10 隻糾結的盆栽小花（全難易度共通）","2020/10/12 16:00:00","71036022"
"71036023","10036","10036105","6008","0","0","0","9011","15","601","2020/10/26 15:59:59","打倒 15 隻糾結的盆栽小花（全難易度共通）","2020/10/12 16:00:00","71036023"
"71036024","10036","10036105","6008","0","0","0","9011","20","601","2020/10/26 15:59:59","打倒 20 隻糾結的盆栽小花（全難易度共通）","2020/10/12 16:00:00","71036024"
"71036025","10036","10036105","6008","0","0","0","9011","25","601","2020/10/26 15:59:59","打倒 25 隻糾結的盆栽小花（全難易度共通）","2020/10/12 16:00:00","71036025"
"71036026","10036","10036105","6008","0","0","0","9011","30","601","2020/10/26 15:59:59","打倒 30 隻糾結的盆栽小花（全難易度共通）","2020/10/12 16:00:00","71036026"
"71036027","10036","10036107","6010","0","610036301","0","9001","1","601","2020/10/26 15:59:59","打倒 1 隻糾結的盆栽小花（VERY HARD限定）","2020/10/12 16:00:00","71036027"
"71037001","10037","10037102","6004","0","10037101","0","9003","1","601","2020/08/28 15:59:59","完成活動任務1-1 (NORMAL)","2020/08/17 16:00:00","71037001"
"71037002","10037","10037102","6004","0","10037102","0","9003","1","601","2020/08/28 15:59:59","完成活動任務1-2 (NORMAL)","2020/08/17 16:00:00","71037002"
"71037003","10037","10037102","6004","0","10037103","0","9003","1","601","2020/08/28 15:59:59","完成活動任務1-3 (NORMAL)","2020/08/17 16:00:00","71037003"
"71037004","10037","10037102","6004","0","10037104","0","9003","1","601","2020/08/28 15:59:59","完成活動任務1-4 (NORMAL)","2020/08/17 16:00:00","71037004"
"71037005","10037","10037102","6004","0","10037105","0","9003","1","601","2020/08/28 15:59:59","完成活動任務1-5 (NORMAL)","2020/08/17 16:00:00","71037005"
"71037006","10037","10037102","6004","0","10037106","0","9003","1","601","2020/08/28 15:59:59","完成活動任務1-6 (NORMAL)","2020/08/17 16:00:00","71037006"
"71037007","10037","10037102","6004","0","10037107","0","9003","1","601","2020/08/28 15:59:59","完成活動任務1-7 (NORMAL)","2020/08/17 16:00:00","71037007"
"71037008","10037","10037102","6004","0","10037108","0","9003","1","601","2020/08/28 15:59:59","完成活動任務1-8 (NORMAL)","2020/08/17 16:00:00","71037008"
"71037009","10037","10037102","6004","0","10037109","0","9003","1","601","2020/08/28 15:59:59","完成活動任務1-9 (NORMAL)","2020/08/17 16:00:00","71037009"
"71037010","10037","10037102","6004","0","10037110","0","9003","1","601","2020/08/28 15:59:59","完成活動任務1-10 (NORMAL)","2020/08/17 16:00:00","71037010"
"71037011","10037","10037102","6004","0","10037111","0","9003","1","601","2020/08/28 15:59:59","完成活動任務1-11 (NORMAL)","2020/08/17 16:00:00","71037011"
"71037012","10037","10037102","6004","0","10037112","0","9003","1","601","2020/08/28 15:59:59","完成活動任務1-12 (NORMAL)","2020/08/17 16:00:00","71037012"
"71037013","10037","10037102","6004","0","10037113","0","9003","1","601","2020/08/28 15:59:59","完成活動任務1-13 (NORMAL)","2020/08/17 16:00:00","71037013"
"71037014","10037","10037102","6004","0","10037114","0","9003","1","601","2020/08/28 15:59:59","完成活動任務1-14 (NORMAL)","2020/08/17 16:00:00","71037014"
"71037015","10037","10037102","6004","0","10037115","0","9003","1","601","2020/08/28 15:59:59","完成活動任務1-15 (NORMAL)","2020/08/17 16:00:00","71037015"
"71037016","10037","10037103","6005","0","10037201","0","9003","1","601","2020/08/28 15:59:59","完成活動任務1-1 (HARD)","2020/08/17 16:00:00","71037016"
"71037017","10037","10037103","6005","0","10037202","0","9003","1","601","2020/08/28 15:59:59","完成活動任務1-2 (HARD)","2020/08/17 16:00:00","71037017"
"71037018","10037","10037103","6005","0","10037203","0","9003","1","601","2020/08/28 15:59:59","完成活動任務1-3 (HARD)","2020/08/17 16:00:00","71037018"
"71037019","10037","10037103","6005","0","10037204","0","9003","1","601","2020/08/28 15:59:59","完成活動任務1-4 (HARD)","2020/08/17 16:00:00","71037019"
"71037020","10037","10037103","6005","0","10037205","0","9003","1","601","2020/08/28 15:59:59","完成活動任務1-5 (HARD)","2020/08/17 16:00:00","71037020"
"71037021","10037","10037104","6002","0","0","0","9006","1","601","2020/08/28 15:59:59","將討伐證交換的獎賞一覽重置1次","2020/08/17 16:00:00","71037021"
"71037022","10037","10037104","6002","0","0","0","9006","2","601","2020/08/28 15:59:59","將討伐證交換的獎賞一覽重置2次","2020/08/17 16:00:00","71037022"
"71037023","10037","10037104","6002","0","0","0","9006","3","601","2020/08/28 15:59:59","將討伐證交換的獎賞一覽重置3次","2020/08/17 16:00:00","71037023"
"71037024","10037","10037104","6002","0","0","0","9006","4","601","2020/08/28 15:59:59","將討伐證交換的獎賞一覽重置4次","2020/08/17 16:00:00","71037024"
"71037025","10037","10037105","6008","0","0","0","9011","5","601","2020/08/28 15:59:59","打倒 5 隻哀嘆之女神（全難易度共通）","2020/08/17 16:00:00","71037025"
"71037026","10037","10037105","6008","0","0","0","9011","10","601","2020/08/28 15:59:59","打倒 10 隻哀嘆之女神（全難易度共通）","2020/08/17 16:00:00","71037026"
"71037027","10037","10037105","6008","0","0","0","9011","15","601","2020/08/28 15:59:59","打倒 15 隻哀嘆之女神（全難易度共通）","2020/08/17 16:00:00","71037027"
"71037028","10037","10037105","6008","0","0","0","9011","20","601","2020/08/28 15:59:59","打倒 20 隻哀嘆之女神（全難易度共通）","2020/08/17 16:00:00","71037028"
"71037029","10037","10037105","6008","0","0","0","9011","25","601","2020/08/28 15:59:59","打倒 25 隻哀嘆之女神（全難易度共通）","2020/08/17 16:00:00","71037029"
"71037030","10037","10037105","6008","0","0","0","9011","30","601","2020/08/28 15:59:59","打倒 30 隻哀嘆之女神（全難易度共通）","2020/08/17 16:00:00","71037030"
"71037031","10037","10037106","6010","0","610037301","0","9001","1","601","2020/08/28 15:59:59","打倒 1 隻哀嘆之女神（VERY HARD 限定）","2020/08/17 16:00:00","71037031"
"71038001","10038","10038102","6004","0","10038101","0","9003","1","601","2020/07/19 15:59:59","完成活動任務1-1 (NORMAL)","2020/07/02 16:00:00","71038001"
"71038002","10038","10038102","6004","0","10038102","0","9003","1","601","2020/07/19 15:59:59","完成活動任務1-2 (NORMAL)","2020/07/02 16:00:00","71038002"
"71038003","10038","10038102","6004","0","10038103","0","9003","1","601","2020/07/19 15:59:59","完成活動任務1-3 (NORMAL)","2020/07/02 16:00:00","71038003"
"71038004","10038","10038102","6004","0","10038104","0","9003","1","601","2020/07/19 15:59:59","完成活動任務1-4 (NORMAL)","2020/07/02 16:00:00","71038004"
"71038005","10038","10038102","6004","0","10038105","0","9003","1","601","2020/07/19 15:59:59","完成活動任務1-5 (NORMAL)","2020/07/02 16:00:00","71038005"
"71038006","10038","10038102","6004","0","10038106","0","9003","1","601","2020/07/19 15:59:59","完成活動任務1-6 (NORMAL)","2020/07/02 16:00:00","71038006"
"71038007","10038","10038102","6004","0","10038107","0","9003","1","601","2020/07/19 15:59:59","完成活動任務1-7 (NORMAL)","2020/07/02 16:00:00","71038007"
"71038008","10038","10038102","6004","0","10038108","0","9003","1","601","2020/07/19 15:59:59","完成活動任務1-8 (NORMAL)","2020/07/02 16:00:00","71038008"
"71038009","10038","10038102","6004","0","10038109","0","9003","1","601","2020/07/19 15:59:59","完成活動任務1-9 (NORMAL)","2020/07/02 16:00:00","71038009"
"71038010","10038","10038102","6004","0","10038110","0","9003","1","601","2020/07/19 15:59:59","完成活動任務1-10 (NORMAL)","2020/07/02 16:00:00","71038010"
"71038011","10038","10038102","6004","0","10038111","0","9003","1","601","2020/07/19 15:59:59","完成活動任務1-11 (NORMAL)","2020/07/02 16:00:00","71038011"
"71038012","10038","10038102","6004","0","10038112","0","9003","1","601","2020/07/19 15:59:59","完成活動任務1-12 (NORMAL)","2020/07/02 16:00:00","71038012"
"71038013","10038","10038102","6004","0","10038113","0","9003","1","601","2020/07/19 15:59:59","完成活動任務1-13 (NORMAL)","2020/07/02 16:00:00","71038013"
"71038014","10038","10038102","6004","0","10038114","0","9003","1","601","2020/07/19 15:59:59","完成活動任務1-14 (NORMAL)","2020/07/02 16:00:00","71038014"
"71038015","10038","10038102","6004","0","10038115","0","9003","1","601","2020/07/19 15:59:59","完成活動任務1-15 (NORMAL)","2020/07/02 16:00:00","71038015"
"71038016","10038","10038103","6005","0","10038201","0","9003","1","601","2020/07/19 15:59:59","完成活動任務1-1 (HARD)","2020/07/02 16:00:00","71038016"
"71038017","10038","10038103","6005","0","10038202","0","9003","1","601","2020/07/19 15:59:59","完成活動任務1-2 (HARD)","2020/07/02 16:00:00","71038017"
"71038018","10038","10038103","6005","0","10038203","0","9003","1","601","2020/07/19 15:59:59","完成活動任務1-3 (HARD)","2020/07/02 16:00:00","71038018"
"71038019","10038","10038103","6005","0","10038204","0","9003","1","601","2020/07/19 15:59:59","完成活動任務1-4 (HARD)","2020/07/02 16:00:00","71038019"
"71038020","10038","10038103","6005","0","10038205","0","9003","1","601","2020/07/19 15:59:59","完成活動任務1-5 (HARD)","2020/07/02 16:00:00","71038020"
"71038021","10038","10038104","6002","0","0","0","9006","1","601","2020/07/19 15:59:59","將討伐證交換的獎賞一覽重置1次","2020/07/02 16:00:00","71038021"
"71038022","10038","10038104","6002","0","0","0","9006","2","601","2020/07/19 15:59:59","將討伐證交換的獎賞一覽重置2次","2020/07/02 16:00:00","71038022"
"71038023","10038","10038104","6002","0","0","0","9006","3","601","2020/07/19 15:59:59","將討伐證交換的獎賞一覽重置3次","2020/07/02 16:00:00","71038023"
"71038024","10038","10038104","6002","0","0","0","9006","4","601","2020/07/19 15:59:59","將討伐證交換的獎賞一覽重置4次","2020/07/02 16:00:00","71038024"
"71038025","10038","10038105","6008","0","0","0","9011","5","601","2020/07/19 15:59:59","打倒 5 隻好朋友X（全難易度共通）","2020/07/02 16:00:00","71038025"
"71038026","10038","10038105","6008","0","0","0","9011","10","601","2020/07/19 15:59:59","打倒 10 隻好朋友X（全難易度共通）","2020/07/02 16:00:00","71038026"
"71038027","10038","10038105","6008","0","0","0","9011","15","601","2020/07/19 15:59:59","打倒 15 隻好朋友X（全難易度共通）","2020/07/02 16:00:00","71038027"
"71038028","10038","10038105","6008","0","0","0","9011","20","601","2020/07/19 15:59:59","打倒 20 隻好朋友X（全難易度共通）","2020/07/02 16:00:00","71038028"
"71038029","10038","10038105","6008","0","0","0","9011","25","601","2020/07/19 15:59:59","打倒 25 隻好朋友X（全難易度共通）","2020/07/02 16:00:00","71038029"
"71038030","10038","10038105","6008","0","0","0","9011","30","601","2020/07/19 15:59:59","打倒 30 隻好朋友X（全難易度共通）","2020/07/02 16:00:00","71038030"
"71038031","10038","10038106","6010","0","610038301","0","9001","1","601","2020/07/19 15:59:59","打倒 1 隻好朋友X（VERY HARD限定）","2020/07/02 16:00:00","71038031"
"71039001","10039","10039102","6004","0","10039101","0","9003","1","601","2020/07/26 15:59:59","完成活動任務1-1 (NORMAL)","2020/07/16 16:00:00","71039001"
"71039002","10039","10039102","6004","0","10039102","0","9003","1","601","2020/07/26 15:59:59","完成活動任務1-2 (NORMAL)","2020/07/16 16:00:00","71039002"
"71039003","10039","10039102","6004","0","10039103","0","9003","1","601","2020/07/26 15:59:59","完成活動任務1-3 (NORMAL)","2020/07/16 16:00:00","71039003"
"71039004","10039","10039102","6004","0","10039104","0","9003","1","601","2020/07/26 15:59:59","完成活動任務1-4 (NORMAL)","2020/07/16 16:00:00","71039004"
"71039005","10039","10039102","6004","0","10039105","0","9003","1","601","2020/07/26 15:59:59","完成活動任務1-5 (NORMAL)","2020/07/16 16:00:00","71039005"
"71039006","10039","10039102","6004","0","10039106","0","9003","1","601","2020/07/26 15:59:59","完成活動任務1-6 (NORMAL)","2020/07/16 16:00:00","71039006"
"71039007","10039","10039102","6004","0","10039107","0","9003","1","601","2020/07/26 15:59:59","完成活動任務1-7 (NORMAL)","2020/07/16 16:00:00","71039007"
"71039008","10039","10039102","6004","0","10039108","0","9003","1","601","2020/07/26 15:59:59","完成活動任務1-8 (NORMAL)","2020/07/16 16:00:00","71039008"
"71039009","10039","10039102","6004","0","10039109","0","9003","1","601","2020/07/26 15:59:59","完成活動任務1-9 (NORMAL)","2020/07/16 16:00:00","71039009"
"71039010","10039","10039102","6004","0","10039110","0","9003","1","601","2020/07/26 15:59:59","完成活動任務1-10 (NORMAL)","2020/07/16 16:00:00","71039010"
"71039011","10039","10039102","6004","0","10039111","0","9003","1","601","2020/07/26 15:59:59","完成活動任務1-11 (NORMAL)","2020/07/16 16:00:00","71039011"
"71039012","10039","10039102","6004","0","10039112","0","9003","1","601","2020/07/26 15:59:59","完成活動任務1-12 (NORMAL)","2020/07/16 16:00:00","71039012"
"71039013","10039","10039102","6004","0","10039113","0","9003","1","601","2020/07/26 15:59:59","完成活動任務1-13 (NORMAL)","2020/07/16 16:00:00","71039013"
"71039014","10039","10039102","6004","0","10039114","0","9003","1","601","2020/07/26 15:59:59","完成活動任務1-14 (NORMAL)","2020/07/16 16:00:00","71039014"
"71039015","10039","10039102","6004","0","10039115","0","9003","1","601","2020/07/26 15:59:59","完成活動任務1-15 (NORMAL)","2020/07/16 16:00:00","71039015"
"71039016","10039","10039103","6005","0","10039201","0","9003","1","601","2020/07/26 15:59:59","完成活動任務1-1 (HARD)","2020/07/16 16:00:00","71039016"
"71039017","10039","10039103","6005","0","10039202","0","9003","1","601","2020/07/26 15:59:59","完成活動任務1-2 (HARD)","2020/07/16 16:00:00","71039017"
"71039018","10039","10039103","6005","0","10039203","0","9003","1","601","2020/07/26 15:59:59","完成活動任務1-3 (HARD)","2020/07/16 16:00:00","71039018"
"71039019","10039","10039103","6005","0","10039204","0","9003","1","601","2020/07/26 15:59:59","完成活動任務1-4 (HARD)","2020/07/16 16:00:00","71039019"
"71039020","10039","10039103","6005","0","10039205","0","9003","1","601","2020/07/26 15:59:59","完成活動任務1-5 (HARD)","2020/07/16 16:00:00","71039020"
"71039021","10039","10039104","6002","0","0","0","9006","1","601","2020/07/26 15:59:59","將討伐證交換的獎賞一覽重置1次","2020/07/16 16:00:00","71039021"
"71039022","10039","10039104","6002","0","0","0","9006","2","601","2020/07/26 15:59:59","將討伐證交換的獎賞一覽重置2次","2020/07/16 16:00:00","71039022"
"71039023","10039","10039104","6002","0","0","0","9006","3","601","2020/07/26 15:59:59","將討伐證交換的獎賞一覽重置3次","2020/07/16 16:00:00","71039023"
"71039024","10039","10039104","6002","0","0","0","9006","4","601","2020/07/26 15:59:59","將討伐證交換的獎賞一覽重置4次","2020/07/16 16:00:00","71039024"
"71039025","10039","10039105","6008","0","0","0","9011","5","601","2020/07/26 15:59:59","打倒 5 隻元核‧巨靈（全難易度共通）","2020/07/16 16:00:00","71039025"
"71039026","10039","10039105","6008","0","0","0","9011","10","601","2020/07/26 15:59:59","打倒 10 隻元核‧巨靈（全難易度共通）","2020/07/16 16:00:00","71039026"
"71039027","10039","10039105","6008","0","0","0","9011","15","601","2020/07/26 15:59:59","打倒 15 隻元核‧巨靈（全難易度共通）","2020/07/16 16:00:00","71039027"
"71039028","10039","10039105","6008","0","0","0","9011","20","601","2020/07/26 15:59:59","打倒 20 隻元核‧巨靈（全難易度共通）","2020/07/16 16:00:00","71039028"
"71039029","10039","10039105","6008","0","0","0","9011","25","601","2020/07/26 15:59:59","打倒 25 隻元核‧巨靈（全難易度共通）","2020/07/16 16:00:00","71039029"
"71039030","10039","10039105","6008","0","0","0","9011","30","601","2020/07/26 15:59:59","打倒 30 隻元核‧巨靈（全難易度共通）","2020/07/16 16:00:00","71039030"
"71039031","10039","10039106","6006","0","610039101","0","9001","1","601","2020/07/26 15:59:59","打倒 1 隻元核‧巨靈（NORMAL限定）","2020/07/16 16:00:00","71039031"
"71039032","10039","10039107","6010","0","610039301","0","9001","1","601","2020/07/26 15:59:59","打倒 1 隻元核‧巨靈（VERY HARD限定）","2020/07/16 16:00:00","71039032"
"71040001","10040","10040102","6004","0","10040101","0","9003","1","601","2020/08/21 15:59:59","完成活動任務1-1 (NORMAL)","2020/08/03 16:00:00","71040001"
"71040002","10040","10040102","6004","0","10040102","0","9003","1","601","2020/08/21 15:59:59","完成活動任務1-2 (NORMAL)","2020/08/03 16:00:00","71040002"
"71040003","10040","10040102","6004","0","10040103","0","9003","1","601","2020/08/21 15:59:59","完成活動任務1-3 (NORMAL)","2020/08/03 16:00:00","71040003"
"71040004","10040","10040102","6004","0","10040104","0","9003","1","601","2020/08/21 15:59:59","完成活動任務1-4 (NORMAL)","2020/08/03 16:00:00","71040004"
"71040005","10040","10040102","6004","0","10040105","0","9003","1","601","2020/08/21 15:59:59","完成活動任務1-5 (NORMAL)","2020/08/03 16:00:00","71040005"
"71040006","10040","10040102","6004","0","10040106","0","9003","1","601","2020/08/21 15:59:59","完成活動任務1-6 (NORMAL)","2020/08/03 16:00:00","71040006"
"71040007","10040","10040102","6004","0","10040107","0","9003","1","601","2020/08/21 15:59:59","完成活動任務1-7 (NORMAL)","2020/08/03 16:00:00","71040007"
"71040008","10040","10040102","6004","0","10040108","0","9003","1","601","2020/08/21 15:59:59","完成活動任務1-8 (NORMAL)","2020/08/03 16:00:00","71040008"
"71040009","10040","10040102","6004","0","10040109","0","9003","1","601","2020/08/21 15:59:59","完成活動任務1-9 (NORMAL)","2020/08/03 16:00:00","71040009"
"71040010","10040","10040102","6004","0","10040110","0","9003","1","601","2020/08/21 15:59:59","完成活動任務1-10 (NORMAL)","2020/08/03 16:00:00","71040010"
"71040011","10040","10040102","6004","0","10040111","0","9003","1","601","2020/08/21 15:59:59","完成活動任務1-11 (NORMAL)","2020/08/03 16:00:00","71040011"
"71040012","10040","10040102","6004","0","10040112","0","9003","1","601","2020/08/21 15:59:59","完成活動任務1-12 (NORMAL)","2020/08/03 16:00:00","71040012"
"71040013","10040","10040102","6004","0","10040113","0","9003","1","601","2020/08/21 15:59:59","完成活動任務1-13 (NORMAL)","2020/08/03 16:00:00","71040013"
"71040014","10040","10040102","6004","0","10040114","0","9003","1","601","2020/08/21 15:59:59","完成活動任務1-14 (NORMAL)","2020/08/03 16:00:00","71040014"
"71040015","10040","10040102","6004","0","10040115","0","9003","1","601","2020/08/21 15:59:59","完成活動任務1-15 (NORMAL)","2020/08/03 16:00:00","71040015"
"71040016","10040","10040103","6005","0","10040201","0","9003","1","601","2020/08/21 15:59:59","完成活動任務1-1 (HARD)","2020/08/03 16:00:00","71040016"
"71040017","10040","10040103","6005","0","10040202","0","9003","1","601","2020/08/21 15:59:59","完成活動任務1-2 (HARD)","2020/08/03 16:00:00","71040017"
"71040018","10040","10040103","6005","0","10040203","0","9003","1","601","2020/08/21 15:59:59","完成活動任務1-3 (HARD)","2020/08/03 16:00:00","71040018"
"71040019","10040","10040103","6005","0","10040204","0","9003","1","601","2020/08/21 15:59:59","完成活動任務1-4 (HARD)","2020/08/03 16:00:00","71040019"
"71040020","10040","10040103","6005","0","10040205","0","9003","1","601","2020/08/21 15:59:59","完成活動任務1-5 (HARD)","2020/08/03 16:00:00","71040020"
"71040021","10040","10040104","6002","0","0","0","9006","1","601","2020/08/21 15:59:59","將討伐證交換的獎賞一覽重置1次","2020/08/03 16:00:00","71040021"
"71040022","10040","10040104","6002","0","0","0","9006","2","601","2020/08/21 15:59:59","將討伐證交換的獎賞一覽重置2次","2020/08/03 16:00:00","71040022"
"71040023","10040","10040104","6002","0","0","0","9006","3","601","2020/08/21 15:59:59","將討伐證交換的獎賞一覽重置3次","2020/08/03 16:00:00","71040023"
"71040024","10040","10040104","6002","0","0","0","9006","4","601","2020/08/21 15:59:59","將討伐證交換的獎賞一覽重置4次","2020/08/03 16:00:00","71040024"
"71040025","10040","10040105","6008","0","0","0","9011","5","601","2020/08/21 15:59:59","打倒 5 隻忍者首領半藏（全難易度共通）","2020/08/03 16:00:00","71040025"
"71040026","10040","10040105","6008","0","0","0","9011","10","601","2020/08/21 15:59:59","打倒 10 隻忍者首領半藏（全難易度共通）","2020/08/03 16:00:00","71040026"
"71040027","10040","10040105","6008","0","0","0","9011","15","601","2020/08/21 15:59:59","打倒 15 隻忍者首領半藏（全難易度共通）","2020/08/03 16:00:00","71040027"
"71040028","10040","10040105","6008","0","0","0","9011","20","601","2020/08/21 15:59:59","打倒 20 隻忍者首領半藏（全難易度共通）","2020/08/03 16:00:00","71040028"
"71040029","10040","10040105","6008","0","0","0","9011","25","601","2020/08/21 15:59:59","打倒 25 隻忍者首領半藏（全難易度共通）","2020/08/03 16:00:00","71040029"
"71040030","10040","10040105","6008","0","0","0","9011","30","601","2020/08/21 15:59:59","打倒 30 隻忍者首領半藏（全難易度共通）","2020/08/03 16:00:00","71040030"
"71040031","10040","10040106","6010","0","610040301","0","9001","1","601","2020/08/21 15:59:59","打倒 1 隻忍者首領半藏（VERY HARD限定）","2020/08/03 16:00:00","71040031"
"71041001","10041","10041102","6004","0","10041101","0","9003","1","601","2020/09/28 15:59:59","完成活動任務1-1 (NORMAL)","2020/09/18 16:00:00","71041001"
"71041002","10041","10041102","6004","0","10041102","0","9003","1","601","2020/09/28 15:59:59","完成活動任務1-2 (NORMAL)","2020/09/18 16:00:00","71041002"
"71041003","10041","10041102","6004","0","10041103","0","9003","1","601","2020/09/28 15:59:59","完成活動任務1-3 (NORMAL)","2020/09/18 16:00:00","71041003"
"71041004","10041","10041102","6004","0","10041104","0","9003","1","601","2020/09/28 15:59:59","完成活動任務1-4 (NORMAL)","2020/09/18 16:00:00","71041004"
"71041005","10041","10041102","6004","0","10041105","0","9003","1","601","2020/09/28 15:59:59","完成活動任務1-5 (NORMAL)","2020/09/18 16:00:00","71041005"
"71041006","10041","10041102","6004","0","10041106","0","9003","1","601","2020/09/28 15:59:59","完成活動任務1-6 (NORMAL)","2020/09/18 16:00:00","71041006"
"71041007","10041","10041102","6004","0","10041107","0","9003","1","601","2020/09/28 15:59:59","完成活動任務1-7 (NORMAL)","2020/09/18 16:00:00","71041007"
"71041008","10041","10041102","6004","0","10041108","0","9003","1","601","2020/09/28 15:59:59","完成活動任務1-8 (NORMAL)","2020/09/18 16:00:00","71041008"
"71041009","10041","10041102","6004","0","10041109","0","9003","1","601","2020/09/28 15:59:59","完成活動任務1-9 (NORMAL)","2020/09/18 16:00:00","71041009"
"71041010","10041","10041102","6004","0","10041110","0","9003","1","601","2020/09/28 15:59:59","完成活動任務1-10 (NORMAL)","2020/09/18 16:00:00","71041010"
"71041011","10041","10041102","6004","0","10041111","0","9003","1","601","2020/09/28 15:59:59","完成活動任務1-11 (NORMAL)","2020/09/18 16:00:00","71041011"
"71041012","10041","10041102","6004","0","10041112","0","9003","1","601","2020/09/28 15:59:59","完成活動任務1-12 (NORMAL)","2020/09/18 16:00:00","71041012"
"71041013","10041","10041102","6004","0","10041113","0","9003","1","601","2020/09/28 15:59:59","完成活動任務1-13 (NORMAL)","2020/09/18 16:00:00","71041013"
"71041014","10041","10041102","6004","0","10041114","0","9003","1","601","2020/09/28 15:59:59","完成活動任務1-14 (NORMAL)","2020/09/18 16:00:00","71041014"
"71041015","10041","10041102","6004","0","10041115","0","9003","1","601","2020/09/28 15:59:59","完成活動任務1-15 (NORMAL)","2020/09/18 16:00:00","71041015"
"71041016","10041","10041103","6005","0","10041201","0","9003","1","601","2020/09/28 15:59:59","完成活動任務1-1 (HARD)","2020/09/18 16:00:00","71041016"
"71041017","10041","10041103","6005","0","10041202","0","9003","1","601","2020/09/28 15:59:59","完成活動任務1-2 (HARD)","2020/09/18 16:00:00","71041017"
"71041018","10041","10041103","6005","0","10041203","0","9003","1","601","2020/09/28 15:59:59","完成活動任務1-3 (HARD)","2020/09/18 16:00:00","71041018"
"71041019","10041","10041103","6005","0","10041204","0","9003","1","601","2020/09/28 15:59:59","完成活動任務1-4 (HARD)","2020/09/18 16:00:00","71041019"
"71041020","10041","10041103","6005","0","10041205","0","9003","1","601","2020/09/28 15:59:59","完成活動任務1-5 (HARD)","2020/09/18 16:00:00","71041020"
"71041021","10041","10041104","6002","0","0","0","9006","1","601","2020/09/28 15:59:59","將討伐證交換的獎賞一覽重置1次","2020/09/18 16:00:00","71041021"
"71041022","10041","10041104","6002","0","0","0","9006","2","601","2020/09/28 15:59:59","將討伐證交換的獎賞一覽重置2次","2020/09/18 16:00:00","71041022"
"71041023","10041","10041104","6002","0","0","0","9006","3","601","2020/09/28 15:59:59","將討伐證交換的獎賞一覽重置3次","2020/09/18 16:00:00","71041023"
"71041024","10041","10041104","6002","0","0","0","9006","4","601","2020/09/28 15:59:59","將討伐證交換的獎賞一覽重置4次","2020/09/18 16:00:00","71041024"
"71041025","10041","10041105","6008","0","0","0","9011","5","601","2020/09/28 15:59:59","打倒 5 隻惡代官（全難易度共通）","2020/09/18 16:00:00","71041025"
"71041026","10041","10041105","6008","0","0","0","9011","10","601","2020/09/28 15:59:59","打倒 10 隻惡代官（全難易度共通）","2020/09/18 16:00:00","71041026"
"71041027","10041","10041105","6008","0","0","0","9011","15","601","2020/09/28 15:59:59","打倒 15 隻惡代官（全難易度共通）","2020/09/18 16:00:00","71041027"
"71041028","10041","10041105","6008","0","0","0","9011","20","601","2020/09/28 15:59:59","打倒 20 隻惡代官（全難易度共通）","2020/09/18 16:00:00","71041028"
"71041029","10041","10041105","6008","0","0","0","9011","25","601","2020/09/28 15:59:59","打倒 25 隻惡代官（全難易度共通）","2020/09/18 16:00:00","71041029"
"71041030","10041","10041105","6008","0","0","0","9011","30","601","2020/09/28 15:59:59","打倒 30 隻惡代官（全難易度共通）","2020/09/18 16:00:00","71041030"
"71041031","10041","10041106","6010","0","610041301","0","9001","1","601","2020/09/28 15:59:59","打倒 1 隻惡代官（VERY HARD限定）","2020/09/18 16:00:00","71041031"
"71042001","10042","10042102","6004","0","10042101","0","9003","1","601","2020/09/22 15:59:59","完成活動任務1-1 (NORMAL)","2020/09/04 16:00:00","71042001"
"71042002","10042","10042102","6004","0","10042102","0","9003","1","601","2020/09/22 15:59:59","完成活動任務1-2 (NORMAL)","2020/09/04 16:00:00","71042002"
