4456e830b0c58cde62ffb767182db74e4a744674662c51a981e2227bcd03d13c,fb8cf4b99a4437c1811a598c3ca6c6bcc337617056773d872479be3f67e17122,5c186887550ab265fdeea062c2fe701dac2955ff6a46f42738a84ad1433ff1e3,0b83a10c74c514f0ff25f3d97d3147293fafa6ee17c12c6db54a310fc1bb89d0,77c8be58c1d5ad367edb8092e49520de255eb8b842a5cd700f32ca521f4b1de3,62c61b73528e670f4ecb40c2b13308a36d0d77df1439a4f6d44704015d735c75,38a33c1566486c92bd9e9ba8ac9e0201cf09cc21744c62879a21ff51da36b516,99f862e19d69b72f61a6f1ad7fbd42bf0d154a057d10e943f6ac32bf8ad9c208,5e86f9f058a5678d0200f7fc8714720e5d437b244039383ac39bb5a7a6904e9a,96b30a6ee18f60785fbba84ce9aaffa8f80da9fc59a6c06d5d8fc27bd0ef9c1f,9199165a1eaa178a5e23a04ee6049a0a7175412e4f593d3fa17c64b56d90dfe7,2a9b0252eec6cc1aa353f8bcda5cf9a2eb9e0b317a5ddf319f55d50d4e4b279b,185bdde52c81a5e3f117af1bc89b40f737613496b5ef4cc7caa2f8e70bc370de,ea7c2e567ff6b262693641dd393610f7e9d1e114f941a84fda9570fb97192416,a25ff8456cf226813704018ece86bf2d519f9ca77a05aa0a5818d41ff6d05c7f,b99b4f8a28e045fd429fdbdddfdc2f87a5591703ba8de1f2e2a56eb82364c2dd,82111863198c82343fc32b0e4685fa5719172bfdd704f8d04bd352310b69d06d,6c76eb2ef9ae4872d52205b504a76c4b871db9b58cbf073c4aa0fbe595cc7696,72f97441f0eb1e77972163c32f9cd6c355175aa91b124579d49ac0bb9ff6cb73,6e0d3a03af957d92c3d1467664d9ecb5fe5f4611b2f1e4f7998084b6112fb673,fe6cbfb87725a218f51518be722e171ad68adf4fd95889e428eb8b0e78ff8cf3,1ed059e2fc69ae2e185a2b3ee8009e5a4dd49c7883b30c3245ce6e07bd677e33,a410896785b93273898b25ea7d530bca3867052ecde4b4aaa02e9985f43594f5,ff11938a25b9a4d630600a0b9dc65ca5aeb25f3661b5389f22830b6ab42a4549,8db3ae5e5e04fc7479d39beb31fab746f26fc1ccb0290eab8ef88e0a24facaa2,cbbe8df0282fefdf35a6e4ca8525cc463ae7662597850f0490701b3821d0fbd4,18fc2973ed5e0871c5940908bad1af10ac95ae2d1b31e0f318541a46d7b6d9a9,0da18e02f444a33855315ae420ecb52649a44a0b22387c6d68a552f82e24732e,0e595654ae2d33d9ebe0752b4dd3d6c3698ee5aec5adec3f441dcac3dc58115c,1dce6129536ef490db5cac9e9e7ab4754f6a08b2903e67b06c42b0fa375092c3,8ca18b64f802dee2cf1b608767cea13749d45d1bbee7fb114345bc9ee3f00084,3737391ed076e0dbcb3c26fa75d8d3027c16c3bea56e97fa8bd8c14864dcda18,42e78bc46bcbe8af4bdd8eb75828bd5b41f89c82cf6cbf8f6d7ec0a9173cb38d,ed5a9be6b659ced729108eb9fd3073f21c067735e25ec7e8eeb74bb3e347e1c1,8241b4e340ae0dc86c2705ddddbd669a05db187383f3e6f65f8896ddbcbbdd67,e97d70d5e81bf0e84c2ed04160112057294e6a09e4f6b1dca9ee05459dff7961,6fc367d79fb6380c9da1dc84c2ef628a25df42b536db29a497205da64c908843,02ddc2fed45d4d0a7b5d795075de1d30a7a25f99fe82ff6671698a6400b665bf,764d9063008b50d907df3bf4e150bfa7c526cf96f241c514d680732b1083b72f,1e27ebed93d4cc806d08173c20b28505b46575b4907acc5dbfca2b87ddacabea,6dcfca4aad8d5ebb244a22c6249431be3950e00d6b82214c74886ebba0d61058,33996f2f6e94102b0dd761f15c404ad93b9bbee89ecee301fc4b3edfdd570d1b,de473ee983ae5f3ab9025a6b419d741bf903da5a1ce146a56ac13a9cf4db9f75,3d9b97c6a1260f71b65a081f2b8e4969ba421e2f0fde5ebc2127a0e66036347f
"36","0","313","313","0","17814535","0","貪吃佩可的闇影","0","494","0","143","313","0","44","0","6","2531","0","2","0","0","313","5","810104304","0","0","33","0","0","313","21","0","0","313","3069","0","55750","313","605802","0","0","200000001","0"
"0","0","3130","3130","0","19171343","0","小小格里芬","0","0","0","0","3130","0","44","0","0","707","0","0","0","0","3130","0","810104305","0","0","1","0","0","3130","0","0","0","3130","471","0","65816","313","256400","0","0","200000001","0"
"0","0","3140","3140","0","17508190","0","青藍魔像","0","0","0","0","3140","0","44","0","0","3780","0","0","0","0","3140","0","810104401","0","0","1","0","0","3140","0","0","0","3140","630","0","13046","314","250800","0","0","200000001","0"
"0","0","3140","3140","0","16890018","0","叢林護衛","0","0","0","0","3140","0","44","0","0","2363","0","0","0","0","3140","0","810104402","0","0","1","0","0","3140","0","0","0","3140","945","0","15043","314","251300","0","0","200000001","0"
"0","0","3140","3140","0","16240223","0","生者劍士像","0","0","0","0","3140","0","44","0","0","2835","0","0","0","0","3140","0","810104403","0","0","1","0","0","3140","0","0","0","3140","1260","0","15508","314","251000","0","0","200000001","0"
"39","0","314","314","0","12416754","0","美冬（工作服）的闇影","0","1314","0","35","314","0","44","0","5","923","0","1","0","0","314","0","810104404","0","0","33","0","0","314","13","0","0","314","1243","0","72234","314","616901","0","0","200000001","0"
"44","0","314","314","0","12269309","0","凱留（夏日）的闇影","0","0","0","45","314","0","44","0","6","642","0","1","0","0","314","18","810104405","0","2456","33","0","0","314","0","87681","0","314","548","0","0","314","607801","0","0","200000001","0"
"0","0","3140","3140","0","16776681","0","獸人","0","0","0","0","3140","0","44","0","0","1418","0","0","0","0","3140","0","810104501","0","0","1","0","0","3140","0","0","0","3140","1575","0","13199","314","252800","0","0","200000001","0"
"0","0","3140","3140","0","16697231","0","沙塵野豬","0","0","0","0","3140","0","44","0","0","1890","0","0","0","0","3140","0","810104502","0","0","1","0","0","3140","0","0","0","3140","1260","0","14274","314","253200","0","0","200000001","0"
"0","0","3140","3140","0","16703771","0","哥布林護衛","0","0","0","0","3140","0","44","0","0","1418","0","0","0","0","3140","0","810104503","0","0","1","0","0","3140","0","0","0","3140","1575","0","14891","314","251200","0","0","200000001","0"
"36","0","314","314","0","14060488","0","靜流（夏日）的闇影","0","510","0","165","314","0","44","0","5","1946","0","1","0","0","314","5","810104504","0","0","33","0","0","314","21","0","0","314","3185","0","42067","314","617101","0","0","200000001","0"
"37","0","314","314","0","11548824","0","古蕾婭的闇影","0","0","0","50","314","0","44","0","5","530","0","1","0","0","314","17","810104505","0","2126","33","0","0","314","0","86376","0","314","450","0","0","314","609401","0","0","200000001","0"
"0","0","3140","3140","0","21331742","0","守門者","0","0","0","0","3140","0","44","0","0","2363","0","0","0","0","3140","0","810104601","0","0","1","0","0","3140","0","59563","0","3140","1575","0","0","314","251500","0","0","300000009","0"
"0","0","3140","3140","0","22193636","0","閃焰軟泥怪","0","0","0","0","3140","0","44","0","0","1418","0","0","0","0","3140","0","810104602","0","0","1","0","0","3140","0","79118","0","3140","945","0","0","314","252700","0","0","300000009","0"
"49","0","314","314","0","18163059","0","克蘿茜的闇影","0","1935","0","30","314","0","55","0","5","645","0","0","0","0","314","0","810104603","0","0","33","0","0","314","18","0","0","314","685","0","128709","314","626401","0","0","300000009","0"
"30","0","314","314","0","17940608","0","咲戀（夏日）的闇影","0","730","0","59","314","0","44","0","5","1724","0","1","0","0","314","4","810104604","0","0","33","0","0","314","40","0","0","314","1739","0","113346","314","610301","0","0","300000009","0"
"55","0","314","314","0","17060631","0","鈴奈的闇影","0","1978","0","30","314","0","68","0","6","764","0","2","0","0","314","0","810104605","0","0","33","0","0","314","3","0","0","314","639","0","166448","314","601601","0","0","300000009","0"
"0","0","1","0","0","1000000000","0","爆裂敵人","0","0","0","0","0","0","100","0","1","0","0","0","0","0","0","0","810104606","0","0","1","0","0","0","0","0","0","0","0","0","0","450","217305","0","0","300000008","0"
"0","0","0","0","0","1000000000","0","爆裂敵人","0","0","0","0","0","0","100","0","1","0","0","0","0","0","0","0","810104607","0","0","1","0","0","100000","0","0","0","0","0","0","0","450","217302","0","0","300000008","0"
"0","0","3150","3150","0","16838843","0","哥布林護衛","0","0","0","0","3150","0","44","0","0","1422","0","0","0","0","3150","0","810104701","0","0","1","0","0","3150","0","0","0","3150","1580","0","14892","315","251200","0","0","200000001","0"
"0","0","3150","3150","0","19382600","0","小小哥布林","0","0","0","0","3150","0","44","0","0","1422","0","0","0","0","3150","0","810104702","0","0","1","0","0","3150","200","0","0","3150","316","0","15198","315","250300","0","0","200000001","0"
"50","0","315","315","0","12125020","0","琪愛兒的闇影","0","2434","0","20","315","0","62","0","5","593","0","1","0","0","315","15","810104703","0","0","33","0","0","315","24","0","0","315","814","0","80277","315","610901","0","0","200000001","0"
"39","0","315","315","0","12604452","0","美冬（工作服）的闇影","0","1314","0","35","315","0","44","0","5","924","0","1","0","0","315","0","810104704","0","0","33","0","0","315","13","0","0","315","1244","0","72283","315","616901","0","0","200000001","0"
"0","0","3150","3150","0","16161407","0","洞窟猿猴","0","0","0","0","3150","0","44","0","0","711","0","0","0","0","3150","0","810104705","0","0","1","0","0","3150","0","0","0","3150","474","0","55076","315","256800","0","0","200000001","0"
"0","0","3150","3150","0","17735035","0","青藍魔像","0","0","0","0","3150","0","44","0","0","3792","0","0","0","0","3150","0","810104801","0","0","1","0","0","3150","0","0","0","3150","632","0","13048","315","250800","0","0","200000001","0"
"0","0","3150","3150","0","17189714","0","高等獸人","0","0","0","0","3150","0","44","0","0","2370","0","0","0","0","3150","0","810104802","0","0","1","0","0","3150","0","0","0","3150","948","0","13360","315","252900","0","0","200000001","0"
"0","0","3150","3150","0","16466826","0","生者劍士像","0","0","0","0","3150","0","44","0","0","2844","0","0","0","0","3150","0","810104803","0","0","1","0","0","3150","0","0","0","3150","1264","0","15510","315","251000","0","0","200000001","0"
"48","0","315","315","0","14741398","0","流夏的闇影","0","996","0","61","315","0","44","0","5","3114","0","1","0","0","315","4","810104804","0","0","33","0","0","315","42","0","0","315","2451","0","41615","315","605601","0","0","200000001","0"
"29","0","315","315","0","12678715","0","花凜的闇影","0","0","0","163","315","0","44","0","5","1550","0","0","0","0","315","21","810104805","0","509","33","0","0","315","3","60407","0","315","1313","0","0","315","618501","0","0","200000001","0"
"0","0","3150","3150","0","16442030","0","岩龜暴君","0","0","0","0","3150","0","44","0","0","2370","0","0","0","0","3150","0","810104901","0","0","1","0","0","3150","0","0","0","3150","1580","0","12590","315","251100","0","0","200000001","0"
"0","0","3150","3150","0","16324284","0","生者戰士像","0","0","0","0","3150","0","44","0","0","1896","0","0","0","0","3150","0","810104902","0","0","1","0","0","3150","0","0","0","3150","1896","0","15350","315","250900","0","0","200000001","0"
"38","0","315","315","0","14106575","0","流夏（薩拉薩利亞）的闇影","0","962","0","51","315","0","44","0","5","1988","0","0","0","0","315","5","810104903","0","0","33","0","0","315","23","0","0","315","2898","0","40671","315","627601","0","0","200000001","0"
"28","0","315","315","0","12071554","0","真步（灰姑娘）的闇影","0","0","0","146","315","0","44","0","5","1611","0","1","0","0","315","29","810104904","0","845","33","0","0","315","0","71122","0","315","657","0","0","315","616001","0","0","200000001","0"
"0","0","3150","3150","0","16264628","0","仙人掌花","0","0","0","0","3150","0","44","0","0","474","0","0","0","0","3150","0","810104905","0","0","1","0","0","3150","0","0","0","3150","316","0","3453","315","257900","0","0","200000001","0"
"70","0","500","0","0","252000000","0","熾焰巨獸龍","0","0","0","0","2000","0","60","0","1","900","0","0","0","0","0","0","810105001","0","0","1","0","0","2200","0","0","0","0","1100","0","34000","325","303608","0","0","300000008","0"
"0","0","0","100","0","1000000000","0","爆裂敵人","0","0","0","0","0","150","100","0","1","0","0","0","0","0","0","0","810105002","0","0","1","0","0","500","0","0","9000","500","0","0","0","325","217300","0","0","300000008","0"
"0","0","250","0","0","1000000000","0","爆裂敵人","0","0","0","0","0","0","100","0","1","0","0","0","0","0","0","0","810105003","0","0","1","0","0","0","0","0","0","0","0","0","0","325","217301","0","0","300000008","0"
"0","0","0","0","0","1000000000","0","爆裂敵人","0","0","0","0","0","0","100","0","1","0","0","0","0","0","0","0","810105004","0","0","1","0","0","0","0","0","3000","0","0","0","0","325","217302","0","0","300000008","0"
"0","0","3170","3170","0","15798727","0","岩龜暴君","0","0","0","0","3170","0","41","0","0","2385","0","0","0","0","3170","0","810105101","0","0","1","0","0","3170","0","0","0","3170","1590","0","17700","317","251100","0","0","200000001","0"
"0","0","3170","3170","0","15665617","0","生者戰士像","0","0","0","0","3170","0","41","0","0","1908","0","0","0","0","3170","0","810105102","0","0","1","0","0","3170","0","0","0","3170","1908","0","21781","317","250900","0","0","200000001","0"
"38","0","317","317","0","13096318","0","流夏（薩拉薩利亞）的闇影","0","1045","0","51","317","0","41","0","5","2447","0","0","0","0","317","5","810105103","0","0","33","0","0","317","23","0","0","317","3517","0","55679","317","627601","0","0","200000001","0"
"39","0","317","317","0","11111345","0","美冬（工作服）的闇影","0","1458","0","35","317","0","41","0","5","1124","0","1","0","0","317","0","810105104","0","0","33","0","0","317","13","0","0","317","1460","0","100527","317","616901","0","0","200000001","0"
"0","0","3170","3170","0","15598921","0","仙人掌花","0","0","0","0","3170","0","41","0","0","477","0","0","0","0","3170","0","810105105","0","0","1","0","0","3170","0","0","0","3170","318","0","5320","317","257900","0","0","200000001","0"
"0","0","0","0","0","1000000000","0","爆裂敵人","0","0","0","0","0","150","100","0","1","0","0","0","0","0","0","0","810105106","0","0","1","0","0","500","1","0","5000","500","0","0","0","450","217300","0","0","300000008","0"
"0","0","250","0","0","1000000000","0","爆裂敵人","0","0","0","0","0","0","100","0","1","0","0","0","0","0","0","0","810105107","0","0","1","0","0","0","1","0","0","0","0","0","0","450","217301","0","0","300000008","0"
"0","0","3180","3180","0","15919285","0","岩龜暴君","0","0","0","0","3180","0","41","0","0","2393","0","0","0","0","3180","0","810105201","0","0","1","0","0","3180","0","0","0","3180","1595","0","17702","318","251100","0","0","200000001","0"
"0","0","3180","3180","0","17437646","0","青藍魔像","0","0","0","0","3180","0","41","0","0","3828","0","0","0","0","3180","0","810105202","0","0","1","0","0","3180","0","0","0","3180","638","0","18378","318","250800","0","0","200000001","0"
"36","0","318","318","0","14331800","0","貪吃佩可的闇影","0","537","0","144","318","0","41","0","6","3158","0","2","0","0","318","5","810105203","0","0","33","0","0","318","21","0","0","318","3704","0","66078","318","605802","0","0","200000001","0"
"46","0","318","318","0","12117804","0","怜的闇影","0","1797","0","40","318","0","48","0","6","875","0","1","0","0","318","0","810105204","0","0","33","0","0","318","7","0","0","318","1064","0","111617","318","600301","0","0","200000001","0"
"0","0","3180","3180","0","15752056","0","流浪之鴉","0","0","0","0","3180","0","41","0","0","718","0","0","0","0","3180","0","810105205","0","0","1","0","0","3180","0","0","0","3180","479","0","80016","318","256100","0","0","200000001","0"
"0","0","3200","3200","0","19889704","0","沙塵野豬","0","0","0","0","3200","0","41","0","0","1926","0","0","0","0","3200","0","810105301","0","0","1","0","0","3200","0","0","0","3200","1284","0","26564","320","253200","0","0","200000001","0"
"0","0","3200","3200","0","19074678","0","生者戰士像","0","0","0","0","3200","0","41","0","0","1926","0","0","0","0","3200","0","810105302","0","0","1","0","0","3200","0","0","0","3200","1926","0","28679","320","250900","0","0","200000001","0"
"25","0","320","320","0","15806958","0","空花（黑暗）的闇影","0","0","0","86","320","0","41","0","5","2878","0","1","0","0","320","30","810105303","0","143","34","0","0","320","12","75210","0","320","3490","0","0","320","619101","0","0","200000001","0"
"43","0","320","320","0","16604877","0","望的闇影","0","636","0","49","320","0","45","0","6","2910","0","1","0","0","320","4","810105304","0","0","34","0","0","320","29","0","0","320","4028","0","71236","320","602901","0","0","200000001","0"
"36","0","320","320","0","12287376","0","茜里（天使）的闇影","0","0","0","45","320","0","41","0","5","646","0","1","0","0","320","17","810105305","0","2585","34","0","0","320","0","141053","0","320","526","0","0","320","613701","0","0","200000001","0"
"0","0","3210","3210","0","17052016","0","高等獸人","0","0","0","0","3210","0","41","0","0","2415","0","0","0","0","3210","0","810105401","0","0","1","0","0","3210","0","0","0","3210","966","0","20274","321","252900","0","0","200000001","0"
"34","0","321","321","0","10064781","0","萊拉耶爾的闇影","0","0","0","45","321","0","41","0","5","626","0","0","0","0","321","17","810105402","0","2348","34","0","0","321","0","113914","0","321","581","0","0","321","626501","0","0","200000001","0"
"39","0","321","321","0","11007131","0","鏡華的闇影","0","0","0","60","321","0","41","0","6","703","0","1","0","0","321","17","810105403","0","2777","34","0","0","321","0","122060","0","321","595","0","0","321","603602","0","0","200000001","0"
"0","0","3210","3210","0","18411206","0","鈴蘭蟲","0","0","0","963","3210","0","41","0","0","483","0","0","0","0","3210","0","810105404","0","0","1","0","0","3210","0","50261","0","3210","322","0","0","321","258400","0","0","200000001","0"
"0","0","3210","3210","0","14795744","0","怨火之顱","0","0","0","0","3210","0","41","0","0","483","0","0","0","0","3210","0","810105405","0","0","1","0","0","3210","0","54995","0","3210","322","0","0","321","258900","0","0","200000001","0"
"25","0","322","322","0","13394979","0","空花（黑暗）的闇影","0","0","0","86","322","0","41","0","5","2880","0","1","0","0","322","30","810105501","0","143","34","0","0","322","12","62726","0","322","3498","0","0","322","619101","0","0","200000001","0"
"0","0","3220","3220","0","15487425","0","沙陸毒蛇","0","0","0","0","3220","0","41","0","0","1212","0","0","0","0","3220","0","810105502","0","0","1","0","0","3220","0","0","0","3220","808","0","57284","322","255400","0","0","200000001","0"
"44","0","322","322","0","10098972","0","璃乃（奇幻）的闇影","0","2333","0","30","322","0","65","0","5","874","0","1","0","0","322","0","810105503","0","0","34","0","0","322","5","0","0","322","621","0","118445","322","612901","0","0","200000001","0"
"0","0","3220","3220","0","16637749","0","鬼燈螢","0","0","0","966","3220","0","41","0","0","969","0","0","0","0","3220","0","810105504","0","0","1","0","0","3220","0","0","0","3220","646","0","47471","322","258300","0","0","200000001","0"
"0","0","3220","3220","0","15016473","0","噬岩怪","0","0","0","0","3220","0","41","0","0","485","0","0","0","0","3220","0","810105505","0","0","1","0","0","3220","0","0","0","3220","323","0","34380","322","258700","0","0","200000001","0"
"0","0","3240","3240","0","20734746","0","高等獸人","0","0","0","0","3240","0","41","0","0","2438","0","0","0","0","3240","0","810105601","0","0","1","0","0","3240","0","0","0","3240","975","0","24773","324","252900","0","0","200000001","0"
"0","0","3240","3240","0","20634106","0","叢林護衛","0","0","0","0","3240","0","41","0","0","2438","0","0","0","0","3240","0","810105602","0","0","1","0","0","3240","0","0","0","3240","975","0","28078","324","251300","0","0","200000001","0"
"29","0","324","324","0","16697226","0","空花（大江戶）的闇影","0","0","0","212","324","0","41","0","5","4210","0","2","0","0","324","30","810105603","0","133","34","0","0","324","12","65598","0","324","3209","0","0","324","609501","0","0","200000001","0"
"63","0","324","324","0","17101971","0","流夏的闇影","0","1103","0","61","324","0","41","0","6","3895","0","1","0","0","324","4","810105604","0","0","34","0","0","324","42","0","0","324","3197","0","68790","324","605601","0","0","200000001","0"
"40","0","324","324","0","13231226","0","妮諾（大江戶）的闇影","0","3583","0","40","324","0","53","0","5","547","0","2","0","0","324","0","810105605","0","0","34","0","0","324","42","0","0","324","612","0","150220","324","609601","0","0","200000001","0"
"0","0","1","0","0","1000000000","0","爆裂敵人","0","0","0","0","0","0","100","0","1","0","0","0","500","0","0","0","810105606","0","0","1","0","0","0","0","0","0","0","0","0","0","450","217305","0","0","300000008","0"
"0","0","250","0","0","1000000000","50","爆裂敵人","0","0","0","0","0","0","100","0","1","0","0","0","0","50","0","0","810105607","0","0","1","0","0","0","0","0","0","0","0","0","0","450","217301","0","0","300000008","0"
"0","0","3250","3250","0","17032620","0","沙塵野豬","0","0","0","0","3250","0","41","0","0","1956","0","0","0","0","3250","0","810105701","0","0","1","0","0","3250","0","0","0","3250","1304","0","21779","325","253200","0","0","200000001","0"
"48","0","325","325","0","14506685","0","純的闇影","0","605","0","69","325","0","41","0","6","3791","0","1","0","0","325","5","810105702","0","0","34","0","0","325","26","0","0","325","3562","0","54972","325","604701","0","0","200000001","0"
"38","0","325","325","0","13725455","0","胡桃的闇影","0","445","0","59","325","0","41","0","6","2899","0","1","0","0","325","4","810105703","0","0","34","0","0","325","36","0","0","325","2963","0","73723","325","602101","0","0","200000001","0"
"0","0","3250","3250","0","16019282","0","軟泥怪","0","0","0","0","3250","0","41","0","0","1467","0","0","0","0","3250","0","810105704","0","0","1","0","0","3250","0","69635","0","3250","978","0","0","325","252600","0","0","200000001","0"
"0","0","3250","3250","0","16180275","0","惡魔寶寶","0","0","0","0","3250","0","41","0","0","734","0","0","0","0","3250","0","810105705","0","0","1","0","0","3250","0","47237","0","3250","489","0","0","325","257300","0","0","200000001","0"
"0","0","3260","3260","0","17508738","0","高等獸人","0","0","0","0","3260","0","41","0","0","2453","0","0","0","0","3260","0","810105801","0","0","1","0","0","3260","0","0","0","3260","981","0","20287","326","252900","0","0","200000001","0"
"0","0","3260","3260","0","17424282","0","叢林護衛","0","0","0","0","3260","0","41","0","0","2453","0","0","0","0","3260","0","810105802","0","0","1","0","0","3260","0","0","0","3260","981","0","23037","326","251300","0","0","200000001","0"
"33","0","326","326","0","14314497","0","空花的闇影","0","953","0","270","326","0","41","0","6","4097","0","1","0","0","326","6","810105803","0","67","34","0","0","326","22","0","0","326","2888","0","54620","326","604503","0","0","200000001","0"
"63","0","326","326","0","14471010","0","流夏的闇影","0","1103","0","61","326","0","41","0","6","3904","0","1","0","0","326","4","810105804","0","0","34","0","0","326","42","0","0","326","3202","0","57373","326","605601","0","0","200000001","0"
"0","0","3260","3260","0","15220818","0","怨火之顱","0","0","0","0","3260","0","41","0","0","491","0","0","0","0","3260","0","810105805","0","0","1","0","0","3260","0","54926","0","3260","327","0","0","326","258900","0","0","200000001","0"
"0","0","3280","3280","0","17255888","0","哥布林護衛","0","0","0","0","3280","0","41","0","0","1481","0","0","0","0","3280","0","810105901","0","0","1","0","0","3280","0","0","0","3280","1645","0","22790","328","251200","0","0","200000001","0"
"0","0","3280","3280","0","19139451","0","小狸貓","0","0","0","0","3280","0","41","0","0","987","0","0","0","0","3280","0","810105902","0","0","1","0","0","3280","0","12471","0","3280","658","0","0","328","250600","0","0","200000001","0"
"25","0","328","328","0","13815228","0","空花（黑暗）的闇影","0","0","0","86","328","0","41","0","5","2886","0","1","0","0","328","30","810105903","0","143","34","0","0","328","12","62877","0","328","3520","0","0","328","619101","0","0","200000001","0"
"34","0","328","328","0","11290035","0","莉莉（墮落）的闇影","0","2077","0","30","328","0","44","0","5","547","0","1","0","0","328","0","810105904","0","0","34","0","0","328","4","0","0","328","595","0","122726","328","625801","0","0","200000001","0"
"0","0","3280","3280","0","16277574","0","鑽頭鼴鼠","0","0","0","0","3280","0","41","0","0","741","0","0","0","0","3280","0","810105905","0","0","1","0","0","3280","0","0","0","3280","494","0","44999","328","257000","0","0","200000001","0"
"40","0","50000","0","0","250000000","0","稜鏡夫人","0","0","0","0","1000","0","60","0","1","1400","0","0","0","0","0","0","810106001","0","0","1","0","0","50000","0","80000","0","0","1000","0","0","338","305902","0","0","300000008","0"
"0","0","0","100","0","1000000000","0","爆裂敵人","0","0","0","0","0","150","100","0","1","0","0","0","0","0","0","0","810106002","0","0","1","0","0","500","0","0","9000","500","0","0","0","338","217300","0","0","300000008","0"
"0","0","250","0","0","1000000000","0","爆裂敵人","0","0","0","0","0","0","100","0","1","0","0","0","0","0","0","0","810106003","0","0","1","0","0","0","0","0","0","0","0","0","0","338","217301","0","0","300000008","0"
"0","0","0","0","0","1000000000","0","爆裂敵人","0","0","0","0","0","0","100","0","1","0","0","0","0","25","0","0","810106004","0","0","1","0","0","0","0","0","0","0","0","0","0","338","217303","0","0","300000008","0"
"0","0","3280","3280","0","17757001","0","高等獸人","0","0","0","0","3280","0","41","0","0","2468","0","0","0","0","3280","0","810106101","0","0","1","0","0","3280","0","0","0","3280","987","0","20293","328","252900","0","0","200000001","0"
"50","0","328","328","0","11132410","0","琪愛兒的闇影","0","2771","0","20","328","0","62","0","5","756","0","1","0","0","328","25","810106102","0","0","34","0","0","328","24","0","0","328","1013","0","117419","328","610901","0","0","200000001","0"
"0","0","3280","3280","0","15964938","0","土蛇","0","0","0","0","3280","0","41","0","0","1234","0","0","0","0","3280","0","810106103","0","0","1","0","0","3280","0","0","0","3280","823","0","26494","328","255000","0","0","200000001","0"
"29","0","328","328","0","12085866","0","美里（新年）的闇影","0","0","0","1570","328","0","41","0","5","1926","0","1","0","0","328","31","810106104","0","691","34","0","0","328","3","92817","0","328","1697","0","0","328","624601","0","0","200000001","0"
"0","0","3280","3280","0","16660665","0","流浪之鴉","0","0","0","0","3280","0","41","0","0","741","0","0","0","0","3280","0","810106105","0","0","1","0","0","3280","0","0","0","3280","494","0","87738","328","256100","0","0","200000001","0"
"0","0","3290","3290","0","17561528","0","狂野角鹿","0","0","0","0","3290","0","41","0","0","1980","0","0","0","0","3290","0","810106201","0","0","1","0","0","3290","0","0","0","3290","1320","0","21611","329","251600","0","0","200000001","0"
"0","0","3290","3290","0","17523054","0","沙塵野豬","0","0","0","0","3290","0","41","0","0","1980","0","0","0","0","3290","0","810106202","0","0","1","0","0","3290","0","0","0","3290","1320","0","22910","329","253200","0","0","200000001","0"
"38","0","329","329","0","14104137","0","流夏（薩拉薩利亞）的闇影","0","1103","0","51","329","0","41","0","5","2641","0","0","0","0","329","5","810106203","0","0","34","0","0","329","23","0","0","329","3802","0","65048","329","627601","0","0","200000001","0"
"0","0","3290","3290","0","16478926","0","閃焰軟泥怪","0","0","0","0","3290","0","41","0","0","1485","0","0","0","0","3290","0","810106204","0","0","1","0","0","3290","0","72603","0","3290","990","0","0","329","252700","0","0","200000001","0"
"38","0","329","329","0","13372745","0","望（聖誕節）的闇影","0","781","0","119","329","0","41","0","5","2502","0","1","0","0","329","4","810106205","0","0","34","0","0","329","28","0","0","329","3932","0","70938","329","611602","0","0","200000001","0"
"0","0","3300","3300","0","21230626","0","狂野角鹿","0","0","0","0","3300","0","41","0","0","1986","0","0","0","0","3300","0","810106301","0","0","1","0","0","3300","0","0","0","3300","1324","0","25096","330","251600","0","0","200000001","0"
"29","0","330","330","0","17493188","0","空花（大江戶）的闇影","0","0","0","214","330","0","41","0","5","4231","0","2","0","0","330","35","810106302","0","136","35","0","0","330","12","76113","0","330","3218","0","0","330","609501","0","0","200000001","0"
"47","0","330","330","0","17822305","0","望的闇影","0","659","0","49","330","0","45","0","6","2893","0","1","0","0","330","4","810106303","0","0","35","0","0","330","29","0","0","330","4088","0","79227","330","602901","0","0","200000001","0"
"0","0","3300","3300","0","19944094","0","軟泥怪","0","0","0","0","3300","0","41","0","0","1490","0","0","0","0","3300","0","810106304","0","0","1","0","0","3300","0","81594","0","3300","993","0","0","330","252600","0","0","200000001","0"
"34","0","330","330","0","13990256","0","吉塔（術士）的闇影","0","0","0","45","330","0","41","0","5","683","0","1","0","0","330","17","810106305","0","2408","35","0","0","330","0","152318","0","330","510","0","0","330","625501","0","0","200000001","0"
"0","0","3300","3300","0","18132208","0","魔像","0","0","0","0","3300","0","41","0","0","993","0","0","0","0","3300","0","810106401","0","0","1","0","0","3300","0","0","0","3300","2648","0","19582","330","250700","0","0","200000001","0"
"34","0","330","330","0","11587036","0","班比的闇影","0","0","0","45","330","0","41","0","5","691","0","1","0","0","330","17","810106402","0","2857","35","0","0","330","0","127191","0","330","507","0","0","330","622301","0","0","200000001","0"
"35","0","330","330","0","11371948","0","似似花的闇影","0","0","0","45","330","0","41","0","5","651","0","1","0","0","330","17","810106403","0","2677","35","0","0","330","0","128442","0","330","507","0","0","330","607001","0","0","200000001","0"
"0","0","3300","3300","0","17079126","0","翼耳兔","0","0","0","0","3300","0","41","0","0","745","0","0","0","0","3300","0","810106404","0","0","1","0","0","3300","0","89947","0","3300","497","0","0","330","256000","0","0","200000001","0"
