53d0047bbbc823c8b2b3b0b328cc1585953f6db85d26deaff66bccdcf9dedd8e,8b0f77709de99c6e436b627b2cb13cc0dc1144a0ea76d5823fe368535c82a627,8ff20647bbd6077e8aaec2f9a785d6b982fe8f6ee644506fa5ef42dbee4a191a,baef204573aef306dcccff3b712d62a23be1f5a5ea652065a91032cf04001498,1956d0bb02751e2e98c875636eb60fd6283ccea0e7c3cfd9cb80bd81b6fc53ee,f106f510962afac9f8639d22bdb94822ea44fa6af45eb8ca1d3cb5e2edeaff55,0f6b1d40c1a01a0eda9f888bd3da8201f209773283adce59fb8f8b4267cd87ad,ffd2395beab82c254d63e8839e2c4c10dbae99f9cfe6960d129dc41b895f3ae1,12d148e7ee364a6aa9117aa1084adf4bdd99c4a2b9934b6c65ef3493f9a83671,59f1202dfecd23b8282472e9f811a4117146d6c60448effcf5ffea51a43b26b8,28ea98eab99a4fd89bb8518f63610616db69b1b9b3943d39701573708db49508,b7927658bd0c806a1d7f358216b267110f181280fccec8da91e3efb85bebff2a,f4752a3e9b934b53b6885c39c79f4460df9df711c5a559038ff203e576626a16,3a5742e636e73729bfc15145533d51214cc3a031e1b08d96306bf921a74ef0d9,c4ab2823bc8fc813998b9ee3c345707583be3e6823caaf210c91c3e5c772fe01,88e506567a4503b85a53284f6eec2ecd8e5ed4a72f8f30906885cc93d0b0d313,e5bbc874ad71543174f7afe1d14f2854096dfb15b1aec1a36a80cdff3c0bed3f,df5d406ed9a1cb0ee8e3d2c82cbfdf9f75cb6fbfce4f989ba30087c802af7d8a,4cc46d34d6944c6daeb1d99ce6cfac79f6ee9f14145d4c8e6213cc79e1223afe,d7ac5bdfb6d5b6d595991168120ede25a3ebabdc25c6932c367720ca110288ea,6e378924e584e5ed50ff6565b8d9ed6a5b41909d343c96711f56c4f08794d637,48bffa927f0e24fe51226fe81dc928f5e79c1ea1328341dfe6bc2a12983b5c98,7f79c94e52e06621de6d22bb596efafadaeda887cc70a77fa629de11d2d7657f,1c37681f8586594ca7c7ddc4bc96b30c0c405b287c597bf5891acf9f311729c7,2427cd0521317e64445f15bffd4e8083b671125228b4e7724c47c39b6640cda7,84fd1b83704ce902d6e23fc1106bded941b16d19230d14267e538d09b66299fc,02490c02e4dd5756f4277498de541ffc359d1267b00d2bc50b174de5e38c9544,c596e2a2ab91687050a1f1b9a01151e27d26c5c2493ce8e01ce6ff9cd2221382,f68639c2ecd080fdb6c13122e33d669991c9d7eefd0ef9f5e9853da3dac20ca0,830e6e21f5c1618e73133bce22ea3df9acc99a4e809e8bcf06aaca763c13a6a9,6e34fb97082a5dcc1201b30b411cf83d572947b2c8ed549b7cb194642d7ce087,62115491bc830c03b24a9aad798c1e65359675b52ba20ec4a7e7b5987756c845,979c060559e05d0c66849ce1bacc70c1f07c8555972d563227f947ef80e3d6d7,331cb3395525fbfae87b4562cdfb9c032dea3fd9c05369ffa7a2918dbbbcd120,803bedb1cd7b90ee7da61cb144c992e99c535deabc44678ce8c3977d8cae9fab,d688940821af208a8f7deab2fe284ea39a2c4a08edb3a726cc7d625233f967ae,b1cf0c44a5116071380ab5ce7344a95e9293c14d522aa6a0aa74e278e64d7c2c,ae18c8f3ed2131ff11c4e34573f9c5bb491d5ca417e3053d661c9b0daf0f70f8,0a882e03bc5a950e16bf73c9746cf2a4c599ee6a15b75236cff289a16257e8bd,a8b6a17a53eb566107ee99b0a836aa6db7e5ecd59c65d490dd8f5943ea4db556
"64","101","64","64","2542","64","1","0","64","28118","64","64","30","0","10","0","64","0","0","0","64","0","200800","64","117","1","0","0","670080064","64","1","64","0","64","64","200000006","64","64","10","64"
"65","102","65","65","2642","65","1","0","65","28759","65","65","30","0","10","0","65","0","0","0","65","0","200800","65","118","1","0","0","670080065","65","1","65","0","65","65","200000006","65","65","10","65"
"66","102","66","66","2742","66","1","0","66","29399","66","66","30","0","10","0","66","0","0","0","66","0","200800","66","118","1","0","0","670080066","66","1","66","0","66","66","200000006","66","66","10","66"
"67","103","67","67","2842","67","1","0","67","30040","67","67","30","0","10","0","67","0","0","0","67","0","200800","67","118","1","0","0","670080067","67","1","67","0","67","67","200000006","67","67","10","67"
"68","103","68","68","2941","68","1","0","68","30681","68","68","30","0","10","0","68","0","0","0","68","0","200800","68","118","1","0","0","670080068","68","1","68","0","68","68","200000006","68","68","10","68"
"69","103","69","69","3041","69","1","0","69","31321","69","69","30","0","10","0","69","0","0","0","69","0","200800","69","118","1","0","0","670080069","69","1","69","0","69","69","200000006","69","69","10","69"
"70","104","70","70","3141","70","1","0","70","31962","70","70","30","0","10","0","70","0","0","0","70","0","200800","70","118","1","0","0","670080070","70","1","70","0","70","70","200000006","70","70","10","70"
"71","104","71","71","3241","71","1","0","71","32603","71","71","30","0","10","0","71","0","0","0","71","0","200800","71","118","1","0","0","670080071","71","1","71","0","71","71","200000006","71","71","10","71"
"1","5","1","1","62","1","1","0","1","789","1","1","30","0","10","0","1","0","0","0","1","0","200801","1","8","1","0","0","670080101","1","1","1","0","1","1","200000006","1","1","10","1"
"2","5","2","2","73","2","1","0","2","811","2","2","30","0","10","0","2","0","0","0","2","0","200801","2","19","1","0","0","670080102","2","1","2","0","2","2","200000006","2","2","10","2"
"3","7","3","3","83","3","1","0","3","833","3","3","30","0","10","0","3","0","0","0","3","0","200801","3","10","1","0","0","670080103","3","1","3","0","3","3","200000006","3","3","10","3"
"4","7","4","4","83","4","1","0","4","833","4","4","30","0","10","0","4","0","0","0","4","0","200801","4","10","1","0","0","670080104","4","1","4","0","4","4","200000006","4","4","10","4"
"5","7","5","5","91","5","1","0","5","837","5","5","30","0","10","0","5","0","0","0","5","0","200801","5","10","1","0","0","670080105","5","1","5","0","5","5","200000006","5","5","10","5"
"6","10","6","6","125","6","1","0","6","881","6","6","30","0","10","0","6","0","0","0","6","0","200801","6","15","1","0","0","670080106","6","1","6","0","6","6","200000006","6","6","10","6"
"7","11","7","7","143","7","1","0","7","991","7","7","30","0","10","0","7","0","0","0","7","0","200801","7","17","1","0","0","670080107","7","1","7","0","7","7","200000006","7","7","10","7"
"8","13","8","8","160","8","1","0","8","1102","8","8","30","0","10","0","8","0","0","0","8","0","200801","8","18","1","0","0","670080108","8","1","8","0","8","8","200000006","8","8","10","8"
"9","14","9","9","177","9","1","0","9","1212","9","9","30","0","10","0","9","0","0","0","9","0","200801","9","19","1","0","0","670080109","9","1","9","0","9","9","200000006","9","9","10","9"
"10","15","10","10","195","10","1","0","10","1323","10","10","30","0","10","0","10","0","0","0","10","0","200801","10","21","1","0","0","670080110","10","1","10","0","10","10","200000006","10","10","10","10"
"11","16","11","11","213","11","1","0","11","1434","11","11","30","0","10","0","11","0","0","0","11","0","200801","11","23","1","0","0","670080111","11","1","11","0","11","11","200000006","11","11","10","11"
"12","17","12","12","231","12","1","0","12","1545","12","12","30","0","10","0","12","0","0","0","12","0","200801","12","25","1","0","0","670080112","12","1","12","0","12","12","200000006","12","12","10","12"
"13","19","13","13","247","13","1","0","13","1656","13","13","30","0","10","0","13","0","0","0","13","0","200801","13","25","1","0","0","670080113","13","1","13","0","13","13","200000006","13","13","10","13"
"14","19","14","14","265","14","1","0","14","1766","14","14","30","0","10","0","14","0","0","0","14","0","200801","14","28","1","0","0","670080114","14","1","14","0","14","14","200000006","14","14","10","14"
"15","20","15","15","283","15","1","0","15","1876","15","15","30","0","10","0","15","0","0","0","15","0","200801","15","29","1","0","0","670080115","15","1","15","0","15","15","200000006","15","15","10","15"
"16","20","16","16","318","16","1","0","16","2041","16","16","30","0","10","0","16","0","0","0","16","0","200801","16","30","1","0","0","670080116","16","1","16","0","16","16","200000006","16","16","10","16"
"17","20","17","17","353","17","1","0","17","2205","17","17","30","0","10","0","17","0","0","0","17","0","200801","17","31","1","0","0","670080117","17","1","17","0","17","17","200000006","17","17","10","17"
"18","22","18","18","426","18","1","0","18","3110","18","18","30","0","10","0","18","0","0","0","18","0","200801","18","31","1","0","0","670080118","18","1","18","0","18","18","200000006","18","18","10","18"
"19","22","19","19","459","19","1","0","19","3556","19","19","30","0","10","0","19","0","0","0","19","0","200801","19","31","1","0","0","670080119","19","1","19","0","19","19","200000006","19","19","10","19"
"20","22","20","20","483","20","1","0","20","3750","20","20","30","0","10","0","20","0","0","0","20","0","200801","20","33","1","0","0","670080120","20","1","20","0","20","20","200000006","20","20","10","20"
"21","26","21","21","535","21","1","0","21","4280","21","21","30","0","10","0","21","0","0","0","21","0","200801","21","38","1","0","0","670080121","21","1","21","0","21","21","200000006","21","21","10","21"
"22","28","22","22","584","22","1","0","22","4809","22","22","30","0","10","0","22","0","0","0","22","0","200801","22","41","1","0","0","670080122","22","1","22","0","22","22","200000006","22","22","10","22"
"23","31","23","23","635","23","1","0","23","5339","23","23","30","0","10","0","23","0","0","0","23","0","200801","23","44","1","0","0","670080123","23","1","23","0","23","23","200000006","23","23","10","23"
"24","34","24","24","685","24","1","0","24","5869","24","24","30","0","10","0","24","0","0","0","24","0","200801","24","48","1","0","0","670080124","24","1","24","0","24","24","200000006","24","24","10","24"
"25","35","25","25","692","25","1","0","25","6481","25","25","30","0","10","0","25","0","0","0","25","0","200801","25","49","1","0","0","670080125","25","1","25","0","25","25","200000006","25","25","10","25"
"26","36","26","26","698","26","1","0","26","7093","26","26","30","0","10","0","26","0","0","0","26","0","200801","26","50","1","0","0","670080126","26","1","26","0","26","26","200000006","26","26","10","26"
"27","36","27","27","751","27","1","0","27","7705","27","27","30","0","10","0","27","0","0","0","27","0","200801","27","51","1","0","0","670080127","27","1","27","0","27","27","200000006","27","27","10","27"
"28","36","28","28","803","28","1","0","28","8317","28","28","30","0","10","0","28","0","0","0","28","0","200801","28","51","1","0","0","670080128","28","1","28","0","28","28","200000006","28","28","10","28"
"29","37","29","29","856","29","1","0","29","8929","29","29","30","0","10","0","29","0","0","0","29","0","200801","29","52","1","0","0","670080129","29","1","29","0","29","29","200000006","29","29","10","29"
"30","37","30","30","908","30","1","0","30","9541","30","30","30","0","10","0","30","0","0","0","30","0","200801","30","53","1","0","0","670080130","30","1","30","0","30","30","200000006","30","30","10","30"
"31","38","31","31","960","31","1","0","31","10153","31","31","30","0","10","0","31","0","0","0","31","0","200801","31","53","1","0","0","670080131","31","1","31","0","31","31","200000006","31","31","10","31"
"32","38","32","32","1013","32","1","0","32","10765","32","32","30","0","10","0","32","0","0","0","32","0","200801","32","54","1","0","0","670080132","32","1","32","0","32","32","200000006","32","32","10","32"
"33","38","33","33","1064","33","1","0","33","11378","33","33","30","0","10","0","33","0","0","0","33","0","200801","33","54","1","0","0","670080133","33","1","33","0","33","33","200000006","33","33","10","33"
"34","39","34","34","1118","34","1","0","34","11989","34","34","30","0","10","0","34","0","0","0","34","0","200801","34","55","1","0","0","670080134","34","1","34","0","34","34","200000006","34","34","10","34"
"35","39","35","35","1170","35","1","0","35","12601","35","35","30","0","10","0","35","0","0","0","35","0","200801","35","56","1","0","0","670080135","35","1","35","0","35","35","200000006","35","35","10","35"
"36","39","36","36","1223","36","1","0","36","13213","36","36","30","0","10","0","36","0","0","0","36","0","200801","36","56","1","0","0","670080136","36","1","36","0","36","36","200000006","36","36","10","36"
"37","46","37","37","1339","37","1","0","37","13597","37","37","30","0","10","0","37","0","0","0","37","0","200801","37","65","1","0","0","670080137","37","1","37","0","37","37","200000006","37","37","10","37"
"38","53","38","38","1458","38","1","0","38","13979","38","38","30","0","10","0","38","0","0","0","38","0","200801","38","73","1","0","0","670080138","38","1","38","0","38","38","200000006","38","38","10","38"
"39","60","39","39","1576","39","1","0","39","14362","39","39","30","0","10","0","39","0","0","0","39","0","200801","39","81","1","0","0","670080139","39","1","39","0","39","39","200000006","39","39","10","39"
"40","61","40","40","1847","40","1","0","40","17844","40","40","30","0","10","0","40","0","0","0","40","0","200801","40","82","1","0","0","670080140","40","1","40","0","40","40","200000006","40","40","10","40"
"41","61","41","41","2118","41","1","0","41","21325","41","41","30","0","10","0","41","0","0","0","41","0","200801","41","83","1","0","0","670080141","41","1","41","0","41","41","200000006","41","41","10","41"
"42","61","42","42","2042","42","1","0","42","21826","42","42","30","0","10","0","42","0","0","0","42","0","200801","42","85","1","0","0","670080142","42","1","42","0","42","42","200000006","42","42","10","42"
"43","63","43","43","2069","43","1","0","43","23039","43","43","30","0","10","0","43","0","0","0","43","0","200801","43","88","1","0","0","670080143","43","1","43","0","43","43","200000006","43","43","10","43"
"44","65","44","44","2097","44","1","0","44","24252","44","44","30","0","10","0","44","0","0","0","44","0","200801","44","90","1","0","0","670080144","44","1","44","0","44","44","200000006","44","44","10","44"
"45","65","45","45","2124","45","1","0","45","24346","45","45","30","0","10","0","45","0","0","0","45","0","200801","45","90","1","0","0","670080145","45","1","45","0","45","45","200000006","45","45","10","45"
"46","73","46","46","2171","46","1","0","46","26140","46","46","30","0","10","0","46","0","0","0","46","0","200801","46","97","1","0","0","670080146","46","1","46","0","46","46","200000006","46","46","10","46"
"47","89","47","47","2215","47","1","0","47","30599","47","47","30","0","10","0","47","0","0","0","47","0","200801","47","105","1","0","0","670080147","47","1","47","0","47","47","200000006","47","47","10","47"
"48","104","48","48","2652","48","1","0","48","35057","48","48","30","0","10","0","48","0","0","0","48","0","200801","48","114","1","0","0","670080148","48","1","48","0","48","48","200000006","48","48","10","48"
"49","104","49","49","2671","49","1","0","49","35464","49","49","30","0","10","0","49","0","0","0","49","0","200801","49","114","1","0","0","670080149","49","1","49","0","49","49","200000006","49","49","10","49"
"50","109","50","50","2800","50","1","0","50","36264","50","50","30","0","10","0","50","0","0","0","50","0","200801","50","121","1","0","0","670080150","50","1","50","0","50","50","200000006","50","50","10","50"
"51","114","51","51","2930","51","1","0","51","37063","51","51","30","0","10","0","51","0","0","0","51","0","200801","51","128","1","0","0","670080151","51","1","51","0","51","51","200000006","51","51","10","51"
"52","119","52","52","3061","52","1","0","52","37863","52","52","30","0","10","0","52","0","0","0","52","0","200801","52","135","1","0","0","670080152","52","1","52","0","52","52","200000006","52","52","10","52"
"53","123","53","53","3191","53","1","0","53","38662","53","53","30","0","10","0","53","0","0","0","53","0","200801","53","142","1","0","0","670080153","53","1","53","0","53","53","200000006","53","53","10","53"
"54","128","54","54","3320","54","1","0","54","39462","54","54","30","0","10","0","54","0","0","0","54","0","200801","54","149","1","0","0","670080154","54","1","54","0","54","54","200000006","54","54","10","54"
"55","133","55","55","3449","55","1","0","55","40262","55","55","30","0","10","0","55","0","0","0","55","0","200801","55","156","1","0","0","670080155","55","1","55","0","55","55","200000006","55","55","10","55"
"56","138","56","56","3579","56","1","0","56","41061","56","56","30","0","10","0","56","0","0","0","56","0","200801","56","163","1","0","0","670080156","56","1","56","0","56","56","200000006","56","56","10","56"
"57","143","57","57","3708","57","1","0","57","41861","57","57","30","0","10","0","57","0","0","0","57","0","200801","57","170","1","0","0","670080157","57","1","57","0","57","57","200000006","57","57","10","57"
"58","148","58","58","3838","58","1","0","58","42661","58","58","30","0","10","0","58","0","0","0","58","0","200801","58","177","1","0","0","670080158","58","1","58","0","58","58","200000006","58","58","10","58"
"59","155","59","59","4014","59","1","0","59","46702","59","59","30","0","10","0","59","0","0","0","59","0","200801","59","185","1","0","0","670080159","59","1","59","0","59","59","200000006","59","59","10","59"
"60","162","60","60","4191","60","1","0","60","49743","60","60","30","0","10","0","60","0","0","0","60","0","200801","60","192","1","0","0","670080160","60","1","60","0","60","60","200000006","60","60","10","60"
"61","170","61","61","4367","61","1","0","61","53285","61","61","30","0","10","0","61","0","0","0","61","0","200801","61","200","1","0","0","670080161","61","1","61","0","61","61","200000006","61","61","10","61"
"62","172","62","62","4414","62","1","0","62","54085","62","62","30","0","10","0","62","0","0","0","62","0","200801","62","202","1","0","0","670080162","62","1","62","0","62","62","200000006","62","62","10","62"
"63","174","63","63","4461","63","1","0","63","54885","63","63","30","0","10","0","63","0","0","0","63","0","200801","63","204","1","0","0","670080163","63","1","63","0","63","63","200000006","63","63","10","63"
"64","176","64","64","4508","64","1","0","64","55685","64","64","30","0","10","0","64","0","0","0","64","0","200801","64","206","1","0","0","670080164","64","1","64","0","64","64","200000006","64","64","10","64"
"65","178","65","65","4555","65","1","0","65","56485","65","65","30","0","10","0","65","0","0","0","65","0","200801","65","208","1","0","0","670080165","65","1","65","0","65","65","200000006","65","65","10","65"
"66","180","66","66","4603","66","1","0","66","57285","66","66","30","0","10","0","66","0","0","0","66","0","200801","66","210","1","0","0","670080166","66","1","66","0","66","66","200000006","66","66","10","66"
"67","182","67","67","4650","67","1","0","67","58085","67","67","30","0","10","0","67","0","0","0","67","0","200801","67","212","1","0","0","670080167","67","1","67","0","67","67","200000006","67","67","10","67"
"68","184","68","68","4697","68","1","0","68","58885","68","68","30","0","10","0","68","0","0","0","68","0","200801","68","214","1","0","0","670080168","68","1","68","0","68","68","200000006","68","68","10","68"
"69","186","69","69","4744","69","1","0","69","59685","69","69","30","0","10","0","69","0","0","0","69","0","200801","69","216","1","0","0","670080169","69","1","69","0","69","69","200000006","69","69","10","69"
"70","188","70","70","4791","70","1","0","70","60485","70","70","30","0","10","0","70","0","0","0","70","0","200801","70","218","1","0","0","670080170","70","1","70","0","70","70","200000006","70","70","10","70"
"71","190","71","71","4838","71","1","0","71","61285","71","71","30","0","10","0","71","0","0","0","71","0","200801","71","220","1","0","0","670080171","71","1","71","0","71","71","200000006","71","71","10","71"
"1","2","1","1","28","1","1","0","1","301","1","1","30","0","10","0","1","0","0","0","1","0","200900","1","3","1","0","0","670090001","1","1","1","0","1","1","200000001","1","1","10","1"
"2","3","2","2","43","2","1","0","2","464","2","2","30","0","10","0","2","0","0","0","2","0","200900","2","9","1","0","0","670090002","2","1","2","0","2","2","200000001","2","2","10","2"
"3","4","3","3","51","3","1","0","3","496","3","3","30","0","10","0","3","0","0","0","3","0","200900","3","9","1","0","0","670090003","3","1","3","0","3","3","200000001","3","3","10","3"
"4","5","4","4","59","4","1","0","4","527","4","4","30","0","10","0","4","0","0","0","4","0","200900","4","8","1","0","0","670090004","4","1","4","0","4","4","200000001","4","4","10","4"
"5","5","5","5","78","5","1","0","5","527","5","5","30","0","10","0","5","0","0","0","5","0","200900","5","8","1","0","0","670090005","5","1","5","0","5","5","200000001","5","5","10","5"
"6","7","6","6","96","6","1","0","6","617","6","6","30","0","10","0","6","0","0","0","6","0","200900","6","8","1","0","0","670090006","6","1","6","0","6","6","200000001","6","6","10","6"
"7","8","7","7","137","7","1","0","7","861","7","7","30","0","10","0","7","0","0","0","7","0","200900","7","9","1","0","0","670090007","7","1","7","0","7","7","200000001","7","7","10","7"
"8","9","8","8","157","8","1","0","8","1054","8","8","30","0","10","0","8","0","0","0","8","0","200900","8","9","1","0","0","670090008","8","1","8","0","8","8","200000001","8","8","10","8"
"9","9","9","9","168","9","1","0","9","1080","9","9","30","0","10","0","9","0","0","0","9","0","200900","9","10","1","0","0","670090009","9","1","9","0","9","9","200000001","9","9","10","9"
"10","10","10","10","169","10","1","0","10","1106","10","10","30","0","10","0","10","0","0","0","10","0","200900","10","11","1","0","0","670090010","10","1","10","0","10","10","200000001","10","10","10","10"
"11","10","11","11","169","11","1","0","11","1132","11","11","30","0","10","0","11","0","0","0","11","0","200900","11","11","1","0","0","670090011","11","1","11","0","11","11","200000001","11","11","10","11"
"12","12","12","12","170","12","1","0","12","1158","12","12","30","0","10","0","12","0","0","0","12","0","200900","12","13","1","0","0","670090012","12","1","12","0","12","12","200000001","12","12","10","12"
"13","14","13","13","170","13","1","0","13","1182","13","13","30","0","10","0","13","0","0","0","13","0","200900","13","15","1","0","0","670090013","13","1","13","0","13","13","200000001","13","13","10","13"
"14","15","14","14","186","14","1","0","14","1366","14","14","30","0","10","0","14","0","0","0","14","0","200900","14","16","1","0","0","670090014","14","1","14","0","14","14","200000001","14","14","10","14"
"15","15","15","15","202","15","1","0","15","1551","15","15","30","0","10","0","15","0","0","0","15","0","200900","15","16","1","0","0","670090015","15","1","15","0","15","15","200000001","15","15","10","15"
"16","17","16","16","218","16","1","0","16","1735","16","16","30","0","10","0","16","0","0","0","16","0","200900","16","16","1","0","0","670090016","16","1","16","0","16","16","200000001","16","16","10","16"
"17","18","17","17","233","17","1","0","17","1919","17","17","30","0","10","0","17","0","0","0","17","0","200900","17","19","1","0","0","670090017","17","1","17","0","17","17","200000001","17","17","10","17"
"18","20","18","18","249","18","1","0","18","2104","18","18","30","0","10","0","18","0","0","0","18","0","200900","18","20","1","0","0","670090018","18","1","18","0","18","18","200000001","18","18","10","18"
"19","20","19","19","265","19","1","0","19","2288","19","19","30","0","10","0","19","0","0","0","19","0","200900","19","20","1","0","0","670090019","19","1","19","0","19","19","200000001","19","19","10","19"
"20","21","20","20","281","20","1","0","20","2472","20","20","30","0","10","0","20","0","0","0","20","0","200900","20","22","1","0","0","670090020","20","1","20","0","20","20","200000001","20","20","10","20"
"21","21","21","21","289","21","1","0","21","2608","21","21","30","0","10","0","21","0","0","0","21","0","200900","21","22","1","0","0","670090021","21","1","21","0","21","21","200000001","21","21","10","21"
"22","21","22","22","298","22","1","0","22","2743","22","22","30","0","10","0","22","0","0","0","22","0","200900","22","22","1","0","0","670090022","22","1","22","0","22","22","200000001","22","22","10","22"
"23","21","23","23","307","23","1","0","23","2878","23","23","30","0","10","0","23","0","0","0","23","0","200900","23","22","1","0","0","670090023","23","1","23","0","23","23","200000001","23","23","10","23"
"24","34","24","24","355","24","1","0","24","2859","24","24","30","0","10","0","24","0","0","0","24","0","200900","24","33","1","0","0","670090024","24","1","24","0","24","24","200000001","24","24","10","24"
"25","34","25","25","373","25","1","0","25","3103","25","25","30","0","10","0","25","0","0","0","25","0","200900","25","33","1","0","0","670090025","25","1","25","0","25","25","200000001","25","25","10","25"
"26","34","26","26","391","26","1","0","26","3345","26","26","30","0","10","0","26","0","0","0","26","0","200900","26","34","1","0","0","670090026","26","1","26","0","26","26","200000001","26","26","10","26"
"27","35","27","27","410","27","1","0","27","3588","27","27","30","0","10","0","27","0","0","0","27","0","200900","27","34","1","0","0","670090027","27","1","27","0","27","27","200000001","27","27","10","27"
"28","35","28","28","427","28","1","0","28","3832","28","28","30","0","10","0","28","0","0","0","28","0","200900","28","34","1","0","0","670090028","28","1","28","0","28","28","200000001","28","28","10","28"
"29","35","29","29","446","29","1","0","29","4074","29","29","30","0","10","0","29","0","0","0","29","0","200900","29","35","1","0","0","670090029","29","1","29","0","29","29","200000001","29","29","10","29"
"30","35","30","30","463","30","1","0","30","4317","30","30","30","0","10","0","30","0","0","0","30","0","200900","30","35","1","0","0","670090030","30","1","30","0","30","30","200000001","30","30","10","30"
"31","36","31","31","501","31","1","0","31","5144","31","31","30","0","10","0","31","0","0","0","31","0","200900","31","37","1","0","0","670090031","31","1","31","0","31","31","200000001","31","31","10","31"
"32","39","32","32","538","32","1","0","32","5969","32","32","30","0","10","0","32","0","0","0","32","0","200900","32","40","1","0","0","670090032","32","1","32","0","32","32","200000001","32","32","10","32"
"33","41","33","33","575","33","1","0","33","6796","33","33","30","0","10","0","33","0","0","0","33","0","200900","33","41","1","0","0","670090033","33","1","33","0","33","33","200000001","33","33","10","33"
"34","42","34","34","613","34","1","0","34","7623","34","34","30","0","10","0","34","0","0","0","34","0","200900","34","42","1","0","0","670090034","34","1","34","0","34","34","200000001","34","34","10","34"
"35","45","35","35","651","35","1","0","35","8448","35","35","30","0","10","0","35","0","0","0","35","0","200900","35","44","1","0","0","670090035","35","1","35","0","35","35","200000001","35","35","10","35"
"36","46","36","36","688","36","1","0","36","9275","36","36","30","0","10","0","36","0","0","0","36","0","200900","36","46","1","0","0","670090036","36","1","36","0","36","36","200000001","36","36","10","36"
"37","49","37","37","726","37","1","0","37","10100","37","37","30","0","10","0","37","0","0","0","37","0","200900","37","48","1","0","0","670090037","37","1","37","0","37","37","200000001","37","37","10","37"
"38","50","38","38","764","38","1","0","38","10927","38","38","30","0","10","0","38","0","0","0","38","0","200900","38","49","1","0","0","670090038","38","1","38","0","38","38","200000001","38","38","10","38"
"39","52","39","39","801","39","1","0","39","11754","39","39","30","0","10","0","39","0","0","0","39","0","200900","39","50","1","0","0","670090039","39","1","39","0","39","39","200000001","39","39","10","39"
"40","55","40","40","838","40","1","0","40","12579","40","40","30","0","10","0","40","0","0","0","40","0","200900","40","53","1","0","0","670090040","40","1","40","0","40","40","200000001","40","40","10","40"
"41","56","41","41","876","41","1","0","41","13406","41","41","30","0","10","0","41","0","0","0","41","0","200900","41","55","1","0","0","670090041","41","1","41","0","41","41","200000001","41","41","10","41"
"42","60","42","42","925","42","1","0","42","14465","42","42","30","0","10","0","42","0","0","0","42","0","200900","42","60","1","0","0","670090042","42","1","42","0","42","42","200000001","42","42","10","42"
"43","66","43","43","971","43","1","0","43","15523","43","43","30","0","10","0","43","0","0","0","43","0","200900","43","64","1","0","0","670090043","43","1","43","0","43","43","200000001","43","43","10","43"
"44","70","44","44","1020","44","1","0","44","16582","44","44","30","0","10","0","44","0","0","0","44","0","200900","44","68","1","0","0","670090044","44","1","44","0","44","44","200000001","44","44","10","44"
"45","76","45","45","1067","45","1","0","45","17640","45","45","30","0","10","0","45","0","0","0","45","0","200900","45","72","1","0","0","670090045","45","1","45","0","45","45","200000001","45","45","10","45"
"46","80","46","46","1120","46","1","0","46","19566","46","46","30","0","10","0","46","0","0","0","46","0","200900","46","76","1","0","0","670090046","46","1","46","0","46","46","200000001","46","46","10","46"
"47","85","47","47","1175","47","1","0","47","21491","47","47","30","0","10","0","47","0","0","0","47","0","200900","47","82","1","0","0","670090047","47","1","47","0","47","47","200000001","47","47","10","47"
"48","91","48","48","1229","48","1","0","48","23417","48","48","30","0","10","0","48","0","0","0","48","0","200900","48","86","1","0","0","670090048","48","1","48","0","48","48","200000001","48","48","10","48"
"49","97","49","49","1283","49","1","0","49","25343","49","49","30","0","10","0","49","0","0","0","49","0","200900","49","90","1","0","0","670090049","49","1","49","0","49","49","200000001","49","49","10","49"
"50","101","50","50","1337","50","1","0","50","27269","50","50","30","0","10","0","50","0","0","0","50","0","200900","50","95","1","0","0","670090050","50","1","50","0","50","50","200000001","50","50","10","50"
"51","105","51","51","1390","51","1","0","51","29193","51","51","30","0","10","0","51","0","0","0","51","0","200900","51","100","1","0","0","670090051","51","1","51","0","51","51","200000001","51","51","10","51"
"52","111","52","52","1444","52","1","0","52","31119","52","52","30","0","10","0","52","0","0","0","52","0","200900","52","105","1","0","0","670090052","52","1","52","0","52","52","200000001","52","52","10","52"
"53","115","53","53","1497","53","1","0","53","33045","53","53","30","0","10","0","53","0","0","0","53","0","200900","53","109","1","0","0","670090053","53","1","53","0","53","53","200000001","53","53","10","53"
"54","122","54","54","1552","54","1","0","54","34971","54","54","30","0","10","0","54","0","0","0","54","0","200900","54","113","1","0","0","670090054","54","1","54","0","54","54","200000001","54","54","10","54"
"55","126","55","55","1606","55","1","0","55","36896","55","55","30","0","10","0","55","0","0","0","55","0","200900","55","119","1","0","0","670090055","55","1","55","0","55","55","200000001","55","55","10","55"
"56","132","56","56","1660","56","1","0","56","38822","56","56","30","0","10","0","56","0","0","0","56","0","200900","56","123","1","0","0","670090056","56","1","56","0","56","56","200000001","56","56","10","56"
"57","136","57","57","1731","57","1","0","57","40766","57","57","30","0","10","0","57","0","0","0","57","0","200900","57","128","1","0","0","670090057","57","1","57","0","57","57","200000001","57","57","10","57"
"58","141","58","58","1802","58","1","0","58","42711","58","58","30","0","10","0","58","0","0","0","58","0","200900","58","132","1","0","0","670090058","58","1","58","0","58","58","200000001","58","58","10","58"
"59","147","59","59","1874","59","1","0","59","44657","59","59","30","0","10","0","59","0","0","0","59","0","200900","59","138","1","0","0","670090059","59","1","59","0","59","59","200000001","59","59","10","59"
