7008aaa52cbc59f2d1ae0adfca010a00fc33c9fb557fb64106f0ffeb64db26a5,2a75b7503f81a0ad2220e494d6a80b3877d93e24feb5822e358879c3230ac138,55046323d8a443f6f53f2f023c1cc038fc4b251785c4bd66a4e0f04a2fa612f7,49900c35d70193f0ae7f5d637ec246fc74d6e02c99fe357c53c71f595b42237d,54611f817467cfa77669ceb491e477522b5e2507a6776c8e5bc52596ed10a97f,0fabade1945d221d85fda45ac124f0eb8491b92d76b988adad1f2b8c3facb5e8,a076f279f732ad466ebe15d8f7ed16c70345f451d6d726dea36d9037b5baa9b5,af125769e55718674644bd8839c229c4add2220af29548c56e378aa0882290fa,9e6621877bd97bec829f10c9c492bbd89c604ba2b8613710250411beaecd410c,9bec1e1e3a9fa42997bb055fde10a5c584ce5d9c8e0ca2f3394c5c3a565ed0e8,759b6dbe0017c39a85087fba70491ecd758a02b04a850619bf962537375541d7,19b0b4d3838afbd35877b683b018865fc0a8decceaf724b310bbb224fc9e91d4,b2b1639a829aa6085e6ab1a4a2f808a8ca1b34888b256e8c0e54a9c557badc14,144fea374b9f04f41f32ced3a903998982b387c994f157b136066760a21dc24f,3731fdb36d5d3068a42f85510713655a6adf85d04a68fb9ff51f60c6d40c3f15,925dc90a8dc8fca2f1b51d3995c1772ad3539e8513f3af4ef31be718833741f9,8c4f48197b0ec63d95b1f424026f5a9a5e6873ba22ef0a9f030b8937328a361e,2793fd85b243ad457da36202a6676e5046a2cc9b707bdf3c4adc8c4cac586561,8efb5753bd9326863432bab3709e73345e54f2a3a9223598f8deb74ad818cd05
"0","610104004","2","0","5","0","1","5.5","3","600","610104401","0","5104322","1.3","5104321","","238","10104","1"
"0","610104005","1","0","5","-40","1","1.5","0","600","0","40","5104323","1.5","0","","238","10104","2"
"0","610104006","1","0","5","-40","1","1.5","0","0","0","0","0","1.5","0","","238","10104","3"
"0","610105004","1","0","5","-45","1","1.5","0","0","0","62","5078322","1.55","5078321","","181","10105","1"
"490","610105005","4","0","5","-45","1","1.5","0","0","0","0","5078323","1.55","0","","181","10105","2"
"0","610105006","1","0","5","-45","1","1.5","0","0","0","0","0","1.55","0","","181","10105","3"
"12","610106004","3","0","5","0","1","5.5","3","600","610106401","0","5106322","1.2","5106321","","240","10106","1"
"0","610106005","1","0","5","0","1","1.5","0","600","610106402","60","5106323","1.2","0","","240","10106","2"
"0","610106006","1","0","5","0","1","1.5","0","0","0","0","0","1.2","0","","240","10106","3"
"0","610107004","2","0","5","-70","1","5.5","3","600","610107401","0","5080322","1.4","5080321","","184","10107","1"
"0","610107005","1","0","5","-70","1","1.5","0","0","610107402","60","5080323","1.5","0","","184","10107","2"
"0","610107006","1","0","5","-70","1","1.5","0","0","0","0","0","1.5","0","","184","10107","3"
"0","610108004","1","0","5","-35","1","5.5","3","600","610108401","80","5108322","1.55","5108321","","243","10108","1"
"0","610108005","1","0","5","-35","1","1.5","0","600","610108402","60","5108323","1.55","0","","243","10108","2"
"0","610108006","1","0","5","-35","1","1.5","0","0","0","0","0","1.55","0","","243","10108","3"
"20","610109004","3","0","5","-20","1","5.5","3","600","610109401","0","5082322","2","5082321","","187","10109","1"
"0","610109005","1","0","5","-20","1","1.5","0","0","0","69","5082323","2","0","","187","10109","2"
"0","610109006","1","0","5","-20","1","1.5","0","0","0","0","0","2","0","","187","10109","3"
"10000000","610110004","5","0","5","-50","1","5.5","3","600","610110401","69","5110322","1","5110321","","246","10110","1"
"0","610110005","2","0","5","-50","1","1.5","0","600","610110402","0","5110323","0.85","0","","246","10110","2"
"0","610110006","1","0","5","-50","1","1.5","0","0","0","0","0","1","0","","246","10110","3"
"0","610111004","1","0","5","-78","1","5.5","3","600","610111401","60","5111322","1.35","5111321","","246","10111","1"
"0","610111005","2","0","5","-55","1","1.5","0","600","610111402","0","5111323","1.2","0","","246","10111","2"
"0","610111006","1","0","5","-78","1","1.5","0","0","0","0","0","1.35","0","","246","10111","3"
"0","610112004","2","0","5","5","1","5.5","3","600","610112401","0","5084322","1.35","5084321","","190","10112","1"
"10","610112005","3","0","5","5","1","1.5","0","600","0","0","5084323","1.35","0","","190","10112","2"
"0","610112006","1","0","5","5","1","1.5","0","0","0","0","0","1.35","0","","190","10112","3"
"0","610113004","2","0","5","-20","1","5.5","3","600","610113401","0","5085322","0.95","5085321","","190","10113","1"
"0","610113005","1","0","5","-20","1","1.5","0","600","0","68","5085323","1.2","0","","190","10113","2"
"0","610113006","1","0","5","-20","1","1.5","0","0","0","0","0","1.2","0","","190","10113","3"
"16","610114004","3","0","5","20","1","5.5","3","600","610114401","0","5114322","1.25","5114321","","249","10114","1"
"0","610114005","1","0","5","20","1","1.5","0","600","610114402","58","5114323","1.25","0","","249","10114","2"
"0","610114006","1","0","5","20","1","1.5","0","0","0","0","0","1.25","0","","249","10114","3"
"15","610115004","3","0","5","-70","1","5.5","3","600","610115401","0","5088322","1.4","5088321","","193","10115","1"
"0","610115005","1","0","5","-70","1","1.5","0","0","610115402","72","5088323","1.5","0","","193","10115","2"
"0","610115006","1","0","5","-70","1","1.5","0","0","0","0","0","1.5","0","","193","10115","3"
"0","610116004","1","0","5","-25","1","5.5","3","600","610116401","74","5116322","1.85","5116321","","252","10116","1"
"0","610116005","1","0","5","-25","1","1.5","0","0","610116402","53","5116323","1.85","0","","252","10116","2"
"0","610116006","1","0","5","-25","1","1.5","0","0","0","0","0","1.85","0","","252","10116","3"
"0","610117004","1","0","5","-45","1","5.5","3","600","0","86","5090322","1.18","5090321","","196","10117","1"
"300","610117005","4","0","5","-45","1","1.5","0","0","0","0","5090323","1.18","0","","196","10117","2"
"0","610117006","1","0","5","-45","1","1.5","0","0","0","0","0","1.18","0","","196","10117","3"
"0","610118004","1","0","5","-20","1","5.5","3","600","610118401","69","5118322","1.25","5118321","","255","10118","1"
"0","610118005","1","0","5","-20","1","1.5","0","600","610118402","42","5118323","1.25","0","","255","10118","2"
"0","610118006","1","0","5","-20","1","1.5","0","0","0","0","0","1.25","0","","255","10118","3"
"0","610119004","1","0","5","-50","1","5.5","3","600","0","70","5092322","1.4","5092321","","199","10119","1"
"0","610119005","2","0","5","-20","1","1.5","0","600","610119402","0","5092323","1.15","0","","199","10119","2"
"0","610119006","1","0","5","-50","1","1.5","0","0","0","0","0","1.4","0","","199","10119","3"
"0","610120004","1","0","5","-35","1","5.5","3","600","610120401","71","5120322","1.55","5120321","","255","10120","1"
"0","610120005","2","0","5","-35","1","1.5","0","600","610120402","0","5120323","1.2","0","","255","10120","2"
"0","610120006","1","0","5","-35","1","1.5","0","0","0","0","0","1.55","0","","255","10120","3"
"10","610121004","3","0","5","-50","1","5.5","3","600","610121401","0","5094322","2.2","5094321","","200","10121","1"
"0","610121005","1","0","5","-50","1","1.5","0","0","0","68","5094323","2.2","0","","200","10121","2"
"0","610121006","1","0","5","-50","1","1.5","0","0","0","0","0","2.2","0","","200","10121","3"
"0","610122004","1","0","5","40","1","5.5","3","600","610122401","68","5122322","1.7","5122321","","255","10122","1"
"0","610122005","2","0","5","20","1","1.5","4.5","600","610122402","0","5122323","1","0","","255","10122","2"
"0","610122006","1","0","5","40","1","1.5","0","0","0","0","0","1.7","0","","255","10122","3"
"0","610123004","1","0","5","-120","1","5.5","3","600","0","80","5096322","1.3","5096321","","200","10123","1"
"0","610123005","2","0","5","-80","1","1.5","0","600","610123402","0","5096323","1","0","","200","10123","2"
"0","610123006","1","0","5","-120","1","1.5","0","0","0","0","0","1.3","0","","200","10123","3"
"0","610124004","2","0","5","-20","1","5.5","3","600","610124401","0","5124322","0.83","5124321","","255","10124","1"
"0","610124005","1","0","5","-20","1","1.5","0","600","0","66","5124323","0.83","0","","255","10124","2"
"0","610124006","1","0","5","-20","1","1.5","0","0","0","0","0","0.83","0","","255","10124","3"
"0","610125004","2","0","5","-120","1","5.5","3","600","610125401","0","5098322","1.3","5098321","","200","10125","1"
"0","610125005","2","0","5","-80","1","1.5","0","600","610125402","0","5098323","1.1","0","","200","10125","2"
"0","610125006","1","0","5","-85","1","1.5","0","0","0","0","0","1.3","0","","200","10125","3"
"0","610126004","1","0","5","-25","1","5.5","3","600","610126401","83","5126322","1.5","5126321","","255","10126","1"
"0","610126005","2","0","5","-25","1","1.5","3","600","610126402","0","5126323","1.3","0","","255","10126","2"
"0","610126006","1","0","5","-25","1","1.5","0","0","0","0","0","1.5","0","","255","10126","3"
"0","610127004","2","0","5","-50","1","5.5","3","600","610127401","0","5100322","1.1","5100321","","200","10127","1"
"0","610127005","1","0","5","-70","1","1.5","0","600","0","64","5100323","1.5","0","","200","10127","2"
"0","610127006","1","0","5","-70","1","1.5","0","0","0","0","0","1.5","0","","200","10127","3"
"15","610128004","3","0","5","-25","1","5.5","3","600","610128401","0","5128322","1.85","5128321","","255","10128","1"
"0","610128005","1","0","5","-25","1","1.5","0","0","610128402","62","5128323","1.85","0","","255","10128","2"
"0","610128006","1","0","5","-25","1","1.5","0","0","0","0","0","1.85","0","","255","10128","3"
"0","610129004","1","0","5","-85","1","5.5","3","600","0","66","5102322","1.25","5102321","","200","10129","1"
"0","610129005","2","0","5","-80","1","1.5","0","600","610129402","0","5102323","1.1","0","","200","10129","2"
"0","610129006","1","0","5","-85","1","1.5","0","0","0","0","0","1.25","0","","200","10129","3"
"0","610130004","1","0","5","0","1","5.5","3","600","0","78","5130322","1.2","5130321","","255","10130","1"
"0","610130005","2","0","5","0","1","1.5","0","600","610130402","0","5130323","1","0","","255","10130","2"
"0","610130006","1","0","5","0","1","1.5","0","0","0","0","0","1.2","0","","255","10130","3"
"0","610131004","2","0","5","0","1","5.5","3","600","610131401","0","5104322","1.3","5104321","","200","10131","1"
"0","610131005","1","0","5","-40","1","1.5","0","600","0","40","5104323","1.5","0","","200","10131","2"
"0","610131006","1","0","5","-40","1","1.5","0","0","0","0","0","1.5","0","","200","10131","3"
"15","610132004","3","0","5","-60","1","5.5","3","600","610132401","0","5132322","1","5132321","","255","10132","1"
"0","610132005","1","0","5","-60","1","1.5","0","0","610132402","70","5132323","1","0","","255","10132","2"
"0","610132006","1","0","5","-60","1","1.5","0","0","0","0","0","1","0","","255","10132","3"
"12","610133004","3","0","5","0","1","5.5","3","600","610133401","0","5106322","1.2","5106321","","200","10133","1"
"0","610133005","1","0","5","0","1","1.5","0","600","610133402","60","5106323","1.2","0","","200","10133","2"
"0","610133006","1","0","5","0","1","1.5","0","0","0","0","0","1.2","0","","200","10133","3"
"0","610134004","1","0","5","-50","1","5.5","3","600","0","55","5134322","1.85","5134321","","255","10134","1"
"30","610134005","3","0","5","-50","1","1.5","3","600","610134402","0","5134323","1.85","0","","255","10134","2"
"0","610134006","1","0","5","-50","1","1.5","0","0","0","0","0","1.85","0","","255","10134","3"
"0","610135004","1","0","5","-35","1","5.5","3","600","610135401","85","5108322","1.55","5108321","","200","10135","1"
"0","610135005","1","0","5","-35","1","1.5","0","600","610135402","70","5108323","1.55","0","","200","10135","2"
"0","610135006","1","0","5","-35","1","1.5","0","0","0","0","0","1.55","0","","200","10135","3"
"0","610136004","2","0","5","0","1","5.5","3","600","610136401","0","5136322","1.1","5136321","","255","10136","1"
"0","610136005","1","0","5","-50","1","1.5","0","600","0","84","5136323","1.5","0","","255","10136","2"
"0","610136006","1","0","5","-50","1","1.5","0","0","0","0","0","1.5","0","","255","10136","3"
"0","610137004","1","0","5","0","1","5.5","0","0","0","75","5137322","0.85","5137321","","255","10137","1"
"0","610137005","1","0","5","0","1","1.5","0","0","0","50","5137323","0.85","0","","255","10137","2"
"0","610137006","1","0","5","0","1","1.5","0","0","0","0","0","0.85","0","","255","10137","3"
"2000000","610138004","5","0","5","-50","1","5.5","3","600","610138401","69","5110322","1","5110321","","200","10138","1"
"0","610138005","2","0","5","-50","1","1.5","0","600","610138402","0","5110323","0.85","0","","200","10138","2"
"0","610138006","1","0","5","-50","1","1.5","0","0","0","0","0","1","0","","200","10138","3"
"0","610139004","1","0","5","-78","1","5.5","3","600","610139401","62","5111322","1.35","5111321","","200","10139","1"
"0","610139005","2","0","5","-55","1","1.5","0","600","610139402","0","5111323","1.2","0","","200","10139","2"
"0","610139006","1","0","5","-78","1","1.5","0","0","0","0","0","1.35","0","","200","10139","3"
"0","610140004","1","0","5","0","1","5.5","3","600","0","86","5140322","1.4","5140321","","255","10140","1"
"0","610140005","1","0","5","0","1","1.5","0","0","0","52","5140323","1.4","0","","255","10140","2"
"0","610140006","1","0","5","0","1","1.5","0","0","0","0","0","1.4","0","","255","10140","3"
"16","610141004","3","0","5","20","1","5.5","3","600","610141401","0","5114322","1.25","5114321","","200","10141","1"
"0","610141005","1","0","5","20","1","1.5","0","600","610141402","58","5114323","1.25","0","","200","10141","2"
"0","610141006","1","0","5","20","1","1.5","0","0","0","0","0","1.25","0","","200","10141","3"
"0","610142004","1","0","5","-33","1","5.5","3","600","0","76","5142322","1.45","5142321","","255","10142","1"
"0","610142005","2","0","5","-40","1","1.5","3","600","610142402","0","5142323","1.23","0","","255","10142","2"
"0","610142006","1","0","5","-33","1","1.5","0","0","0","0","0","1.45","0","","255","10142","3"
"0","610143004","1","0","5","-25","1","5.5","3","600","610143401","72","5116322","1.85","5116321","","200","10143","1"
"0","610143005","1","0","5","-25","1","1.5","0","0","610143402","52","5116323","1.85","0","","200","10143","2"
"0","610143006","1","0","5","-25","1","1.5","0","0","0","0","0","1.85","0","","200","10143","3"
"0","610144004","1","0","5","-33","1","5.5","3","600","0","65","5144322","1","5144321","","255","10144","1"
"0","610144005","2","0","5","-40","1","1.5","3","600","610144402","0","5144323","1","0","","255","10144","2"
"0","610144006","1","0","5","-33","1","1.5","0","0","0","0","0","1","0","","255","10144","3"
"0","610145004","1","0","5","-20","1","5.5","3","600","610145401","74","5118322","1.25","5118321","","200","10145","1"
"0","610145005","1","0","5","-20","1","1.5","0","600","610145402","52","5118323","1.25","0","","200","10145","2"
"0","610145006","1","0","5","-20","1","1.5","0","0","0","0","0","1.25","0","","200","10145","3"
"0","610146004","2","0","5","-45","1","5.5","3","600","610146401","0","5146322","0.87","5146321","","255","10146","1"
"0","610146005","1","0","5","-45","1","1.5","0","0","0","58","5146323","1.18","0","","255","10146","2"
"0","610146006","1","0","5","-45","1","1.5","0","0","0","0","0","1.18","0","","255","10146","3"
"0","610147004","1","0","5","-35","1","5.5","0","600","610147401","76","5120322","1.55","5120321","","200","10147","1"
"0","610147005","2","0","5","-35","1","1.5","4","600","610147402","0","5120323","1.2","0","","200","10147","2"
"0","610147006","1","0","5","-35","1","1.5","0","0","0","0","0","1.55","0","","200","10147","3"
"0","610148004","2","0","5","-50","1","5.5","3","600","610148401","0","5148322","1.4","5148321","","255","10148","1"
"0","610148005","1","0","5","-50","1","1.5","0","0","0","72","5148323","1.7","0","","255","10148","2"
"0","610148006","1","0","5","-50","1","1.5","0","0","0","0","0","1.7","0","","255","10148","3"
"0","610149004","1","0","5","40","1","5.5","3","600","610149401","68","5122322","1.7","5122321","","200","10149","1"
"0","610149005","2","0","5","20","1","1.5","4.5","600","610149402","0","5122323","1","0","","200","10149","2"
"0","610149006","1","0","5","40","1","1.5","0","0","0","0","0","1.7","0","","200","10149","3"
"0","610150004","1","0","5","-33","1","5.5","0","0","0","71","5150322","1.35","5150321","","255","10150","1"
"0","610150005","1","0","5","-33","1","1.5","0","0","0","50","5150323","1.35","0","","255","10150","2"
"0","610150006","1","0","5","-33","1","1.5","0","0","0","0","0","1.35","0","","255","10150","3"
"0","610151004","2","0","5","-20","1","5.5","3","600","610151401","0","5124322","0.83","5124321","","200","10151","1"
"0","610151005","1","0","5","-20","1","1.5","0","600","0","66","5124323","0.83","0","","200","10151","2"
"0","610151006","1","0","5","-20","1","1.5","0","0","0","0","0","0.83","0","","200","10151","3"
"0","610152004","2","0","5","20","1","5.5","4.8","600","610152401","0","5152322","0.7","5152321","","255","10152","1"
"0","610152005","1","0","5","30","1","1.5","0","0","0","81","5152323","0.96","0","","255","10152","2"
"0","610152006","1","0","5","30","1","1.5","0","0","0","0","0","0.96","0","","255","10152","3"
"0","610153004","2","0","5","50","1","1.5","3","600","610153401","0","5017321","0.9","0","","200","10153","1"
"0","610153005","1","0","5","84","1","1.5","0","0","0","69","5017322","1","0","","200","10153","2"
"0","610153006","1","0","5","84","1","1.5","0","0","0","0","0","1","0","","200","10153","3"
"0","610154004","1","0","5","-33","1","5.5","3","600","0","68","5154322","1.25","5154321","","255","10154","1"
"0","610154005","2","0","5","-10","1","1.5","3","600","610154402","0","5154323","1","0","","255","10154","2"
"0","610154006","1","0","5","-33","1","1.5","0","0","0","0","0","1.25","0","","255","10154","3"
"0","610126004","1","0","5","-25","1","5.5","3","600","610126401","83","5126322","1.5","5126321","","255","10155","1"
"0","610126005","2","0","5","-25","1","1.5","3","600","610126402","0","5126323","1.3","0","","255","10155","2"
"0","610126006","1","0","5","-25","1","1.5","0","0","0","0","0","1.5","0","","255","10155","3"
"0","610156004","2","0","5","5","1","5.5","3","600","610156401","0","5156322","0.85","5156321","","255","10156","1"
"0","610156005","1","0","5","-10","1","1.5","3","600","0","75","5156323","1.11","0","","255","10156","2"
"0","610156006","1","0","5","-10","1","1.5","0","0","0","0","0","1.11","0","","255","10156","3"
"15","610128004","3","0","5","-25","1","5.5","3","600","610128401","0","5128322","1.85","5128321","","255","10157","1"
"0","610128005","1","0","5","-25","1","1.5","0","0","610128402","62","5128323","1.85","0","","255","10157","2"
"0","610128006","1","0","5","-25","1","1.5","0","0","0","0","0","1.85","0","","255","10157","3"
"0","610158004","2","0","5","-40","1","5.5","3","600","610158401","0","5158322","1.5","5158321","","255","10158","1"
"0","610158005","1","0","5","-33","1","1.5","0","0","0","65","5158323","1.75","0","","255","10158","2"
"0","610158006","1","0","5","-33","1","1.5","0","0","0","0","0","1.75","0","","255","10158","3"
"0","610130004","1","0","5","0","1","5.5","3","600","0","78","5130322","1.2","5130321","","255","10159","1"
"0","610130005","2","0","5","0","1","1.5","4.5","600","610130402","0","5130323","1","0","","255","10159","2"
"0","610130006","1","0","5","0","1","1.5","0","0","0","0","0","1.2","0","","255","10159","3"
"20","610160004","3","0","5","-35","1","5.5","4.8","600","610160401","0","5160322","1.4","5160321","","255","10160","1"
"0","610160005","1","0","5","-35","1","1.5","0","0","0","70","5160323","1.4","0","","255","10160","2"
"0","610160006","1","0","5","-35","1","1.5","0","0","0","0","0","1.4","0","","255","10160","3"
"15","610132004","3","0","5","-60","1","5.5","3","600","610132401","0","5132322","1","5132321","","255","10161","1"
"0","610132005","1","0","5","-60","1","1.5","0","0","610132402","70","5132323","1","0","","255","10161","2"
"0","610132006","1","0","5","-60","1","1.5","0","0","0","0","0","1","0","","255","10161","3"
"0","610134004","1","0","5","-50","1","5.5","3","600","0","55","5134322","1.85","5134321","","255","10163","1"
"30","610134005","3","0","5","-50","1","1.5","3","600","610134402","0","5134323","1.85","0","","255","10163","2"
"0","610134006","1","0","5","-50","1","1.5","0","0","0","0","0","1.85","0","","255","10163","3"
"0","610136004","2","0","5","0","1","5.5","3","600","610136401","0","5136322","1.1","5136321","","255","10164","1"
"0","610136005","1","0","5","-50","1","1.5","0","600","0","84","5136323","1.5","0","","255","10164","2"
"0","610136006","1","0","5","-50","1","1.5","0","0","0","0","0","1.5","0","","255","10164","3"
"0","610137004","1","0","5","0","1","5.5","0","0","0","75","5137322","0.85","5137321","","255","10165","1"
"0","610137005","1","0","5","0","1","1.5","0","0","0","50","5137323","0.85","0","","255","10165","2"
"0","610137006","1","0","5","0","1","1.5","0","0","0","0","0","0.85","0","","255","10165","3"
"0","610140004","1","0","5","0","1","5.5","3","600","0","86","5140322","1.4","5140321","","255","10166","1"
"0","610140005","1","0","5","0","1","1.5","0","0","0","52","5140323","1.4","0","","255","10166","2"
"0","610140006","1","0","5","0","1","1.5","0","0","0","0","0","1.4","0","","255","10166","3"
"0","610142004","1","0","5","-33","1","5.5","3","600","0","76","5142322","1.45","5142321","","255","10167","1"
"0","610142005","2","0","5","-40","1","1.5","3","600","610142402","0","5142323","1.23","0","","255","10167","2"
"0","610142006","1","0","5","-33","1","1.5","0","0","0","0","0","1.45","0","","255","10167","3"
"0","610144004","1","0","5","-33","1","5.5","3","600","0","65","5144322","1","5144321","","255","10168","1"
"0","610144005","2","0","5","-40","1","1.5","3","600","610144402","0","5144323","1","0","","255","10168","2"
"0","610144006","1","0","5","-33","1","1.5","0","0","0","0","0","1","0","","255","10168","3"
"0","610146004","2","0","5","-45","1","5.5","3","600","610146401","0","5146322","0.87","5146321","","255","10169","1"
"0","610146005","1","0","5","-45","1","1.5","0","0","0","58","5146323","1.18","0","","255","10169","2"
"0","610146006","1","0","5","-45","1","1.5","0","0","0","0","0","1.18","0","","255","10169","3"
"0","610148004","2","0","5","-50","1","5.5","3","600","610148401","0","5148322","1.4","5148321","","255","10170","1"
"0","610148005","1","0","5","-50","1","1.5","0","0","0","72","5148323","1.7","0","","255","10170","2"
"0","610148006","1","0","5","-50","1","1.5","0","0","0","0","0","1.7","0","","255","10170","3"
