cec1ad29c841937829841af5ae41371c4151f320c4b007d530178fe6d5a03684,318a8ca5a787b3d75db545ccd048d666fac26e666928e47ed1b0633163f2a5a2,9b753a1e54e79f8aacdfdff53d6d9439f1f96dedaa93c8c25e818a0b591a4c65,087d093c93f9c8667caa6746bff0c62ceb09e4034241e7e7241e7d7cfb8c21d8,e70ffa33a8181b86daa148fa073bf35b9185539a2b0b2f56cb486ae4f144a47a,4f1825d34b1035475888724a73fe7d94e603688247f79025f2faa3a4990e0107,0136b2981e467720f34d3703dab77eec47b3be5be216c8c522688d4a0e2e19bd,abfa38f7d70da6c96ceb4e8f583849bd50ffc53e980736b5831f1e158e15d4f6,d96ba4ce1dd3d9f80d0a7cdf3204ea3b3dff91e73e42c81ad2943a05e9a1a80d,491ebc4f090d8ec93677289a8beeee02dccc606e456b3ec80118f3c7a36d87ae,e291ca427f296e5a0a3f83f325d38b1365e28d72da8a0747b9313c37f9ac3c65,d14edb58eaadf7eb7f4756ab062c76f7c5fe7083291d6154c8b0c5efe5fb6227
"0","1240059","59","0","24","2","0","0","vo_nyx_0613","0","vo_nyx","0"
"0","1240060","60","40","24","1","0","14","0","1.189","0","0"
"0","1240061","61","0","24","4","1.189","0","0","0","0","1"
"40","1240062","62","77","24","1","0","14","0","0.235","0","0"
"0","1240063","63","0","24","4","0.235","0","0","0","0","1"
"77","1240064","64","192","24","1","0","14","0","1.729","0","0"
"0","1240065","65","0","24","4","3.529","0","0","0","0","1"
"0","1250001","1","0","25","4","1","0","0","0","0","3"
"0","1250002","2","0","25","2","0","0","vo_nyx_0701","0","vo_nyx","0"
"0","1250003","3","218","25","1","0","1","0","2.62","0","0"
"0","1250004","4","0","25","4","3.07","0","0","0","0","1"
"0","1250005","5","0","25","2","0","0","vo_nyx_0702","0","vo_nyx","0"
"218","1250006","6","385","25","1","0","1","0","1.252","0","0"
"0","1250007","7","0","25","4","1.252","0","0","0","0","1"
"0","1250008","8","0","25","1","0","2","0","0.322","0","0"
"0","1250009","9","0","25","4","0.577","0","0","0","0","1"
"0","1250010","10","345","25","1","0","2","0","2.127","0","0"
"0","1250011","11","0","25","4","2.985","0","0","0","0","1"
"0","1250012","12","0","25","2","0","0","vo_nyx_0703","0","vo_nyx","0"
"0","1250013","13","380","25","1","0","3","0","2.972","0","0"
"0","1250014","14","0","25","4","3.55","0","0","0","0","1"
"0","1250015","15","323","25","1","0","4","0","3.003","0","0"
"0","1250016","16","0","25","4","3.672","0","0","0","0","1"
"0","1250017","17","0","25","2","0","0","vo_nyx_0704","0","vo_nyx","0"
"0","1250018","18","206","25","1","0","5","0","2.06","0","0"
"0","1250019","19","0","25","4","2.34","0","0","0","0","1"
"206","1250020","20","400","25","1","0","5","0","1.44","0","0"
"0","1250021","21","0","25","4","2.486","0","0","0","0","1"
"0","1250022","22","0","25","2","0","0","vo_nyx_0705","0","vo_nyx","0"
"0","1250023","23","71","25","1","0","6","0","0.766","0","0"
"0","1250024","24","0","25","4","1.136","0","0","0","0","1"
"71","1250025","25","320","25","1","0","6","0","2.067","0","0"
"0","1250026","26","0","25","4","2.735","0","0","0","0","1"
"0","1250027","27","0","25","2","0","0","vo_nyx_0706","0","vo_nyx","0"
"0","1250028","28","375","25","1","0","7","0","3.027","0","0"
"0","1250029","29","0","25","4","3.027","0","0","0","0","1"
"0","1250030","30","0","25","1","0","8","0","0.808","0","0"
"0","1250031","31","0","25","4","1.288","0","0","0","0","1"
"0","1250032","32","385","25","1","0","8","0","1.8","0","0"
"0","1250033","33","0","25","4","2.043","0","0","0","0","1"
"0","1250034","34","190","25","1","0","9","0","1.75","0","0"
"0","1250035","35","0","25","4","2.547","0","0","0","0","1"
"0","1250036","36","0","25","4","2","0","0","0","0","3"
"0","1250037","37","0","25","2","0","0","vo_nyx_0707","0","vo_nyx","0"
"0","1250038","38","326","25","1","0","10","0","2.997","0","0"
"0","1250039","39","0","25","4","3.809","0","0","0","0","1"
"0","1250040","40","0","25","2","0","0","vo_nyx_0708","0","vo_nyx","0"
"0","1250041","41","182","25","1","0","11","0","1.538","0","0"
"0","1250042","42","0","25","4","1.671","0","0","0","0","1"
"182","1250043","43","352","25","1","0","11","0","0.893","0","0"
"0","1250044","44","0","25","4","1.738","0","0","0","0","1"
"0","1250045","45","0","25","4","3","0","0","0","0","3"
"0","1250046","46","0","25","2","0","0","vo_nyx_0709","0","vo_nyx","0"
"0","1250047","47","95","25","1","0","12","0","1.427","0","0"
"0","1250048","48","0","25","4","1.895","0","0","0","0","1"
"95","1250049","49","234","25","1","0","12","0","1.653","0","0"
"0","1250050","50","0","25","4","1.732","0","0","0","0","1"
"234","1250051","51","373","25","1","0","12","0","0.686","0","0"
"0","1250052","52","0","25","4","0.686","0","0","0","0","1"
"0","1250053","53","90","25","1","0","13","0","0.693","0","0"
"0","1250054","54","0","25","4","1.063","0","0","0","0","1"
"90","1250055","55","174","25","1","0","13","0","1.258","0","0"
"0","1250056","56","0","25","4","1.915","0","0","0","0","1"
"174","1250057","57","388","25","1","0","13","0","1.222","0","0"
"0","1250058","58","0","25","4","2.085","0","0","0","0","1"
"0","1250059","59","0","25","2","0","0","vo_nyx_0710","0","vo_nyx","0"
"0","1250060","60","200","25","1","0","14","0","2.18","0","0"
"0","1250061","61","0","25","4","3.98","0","0","0","0","1"
"0","1260001","1","0","26","4","1","0","0","0","0","3"
"0","1260002","2","0","26","2","0","0","vo_nyx_0801","0","vo_nyx","0"
"0","1260003","3","70","26","1","0","1","0","0.65","0","0"
"0","1260004","4","0","26","4","1.4","0","0","0","0","1"
"70","1260005","5","138","26","1","0","1","0","1.119","0","0"
"0","1260006","6","0","26","4","1.816","0","0","0","0","1"
"138","1260007","7","332","26","1","0","1","0","1.557","0","0"
"0","1260008","8","0","26","4","2.665","0","0","0","0","1"
"0","1260009","9","0","26","2","0","0","vo_nyx_0802","0","vo_nyx","0"
"70","1260010","10","143","26","1","0","2","0","0.776","0","0"
"0","1260011","11","0","26","4","1.608","0","0","0","0","1"
"143","1260012","12","310","26","1","0","2","0","1.562","0","0"
"0","1260013","13","0","26","4","2.562","0","0","0","0","1"
"0","1260014","14","0","26","4","2","0","0","0","0","3"
"0","1260015","15","0","26","2","0","0","vo_nyx_0803","0","vo_nyx","0"
"0","1260016","16","68","26","1","0","3","0","0.65","0","0"
"0","1260017","17","0","26","4","1.4","0","0","0","0","1"
"68","1260018","18","248","26","1","0","3","0","2.205","0","0"
"0","1260019","19","0","26","4","2.779","0","0","0","0","1"
"0","1260020","20","0","26","2","0","0","vo_nyx_0804","0","vo_nyx","0"
"248","1260021","21","283","26","1","0","3","0","0.393","0","0"
"0","1260022","22","0","26","4","0.987","0","0","0","0","1"
"283","1260023","23","370","26","1","0","3","0","0.843","0","0"
"0","1260024","24","0","26","4","0.843","0","0","0","0","1"
"68","1260025","25","263","26","1","0","4","0","1.481","0","0"
"0","1260026","26","0","26","4","2.481","0","0","0","0","1"
"0","1260027","27","0","26","4","3","0","0","0","0","3"
"0","1260028","28","0","26","2","0","0","vo_nyx_0805","0","vo_nyx","0"
"0","1260029","29","70","26","1","0","5","0","0.65","0","0"
"0","1260030","30","0","26","4","1.4","0","0","0","0","1"
"70","1260031","31","270","26","1","0","5","0","1.879","0","0"
"0","1260032","32","0","26","4","2.917","0","0","0","0","1"
"70","1260033","33","267","26","1","0","6","0","2.759","0","0"
"0","1260034","34","0","26","4","3.645","0","0","0","0","1"
"267","1260035","35","395","26","1","0","6","0","0.487","0","0"
"0","1260036","36","0","26","4","1.487","0","0","0","0","1"
"0","1260037","37","0","26","4","4","0","0","0","0","3"
"0","1260038","38","0","26","2","0","0","vo_nyx_0806","0","vo_nyx","0"
"0","1260039","39","70","26","1","0","7","0","0.65","0","0"
"0","1260040","40","0","26","4","1.4","0","0","0","0","1"
"70","1260041","41","136","26","1","0","7","0","1.003","0","0"
"0","1260042","42","0","26","4","1.452","0","0","0","0","1"
"136","1260043","43","387","26","1","0","7","0","2.373","0","0"
"0","1260044","44","0","26","4","2.6","0","0","0","0","1"
"70","1260045","45","250","26","1","0","8","0","1.23","0","0"
"0","1260046","46","0","26","4","2.23","0","0","0","0","1"
"0","1260047","47","0","26","4","1","0","0","0","0","3"
"0","1260048","48","0","26","2","0","0","vo_nyx_0807","0","vo_nyx","0"
"0","1260049","49","68","26","1","0","9","0","0.65","0","0"
"0","1260050","50","0","26","4","1.4","0","0","0","0","1"
"68","1260051","51","350","26","1","0","9","0","2.24","0","0"
"0","1260052","52","0","26","4","2.74","0","0","0","0","1"
"70","1260053","53","163","26","1","0","10","0","1.252","0","0"
"0","1260054","54","0","26","4","1.742","0","0","0","0","1"
"163","1260055","55","380","26","1","0","10","0","2.352","0","0"
"0","1260056","56","0","26","4","2.779","0","0","0","0","1"
"70","1260057","57","310","26","1","0","11","0","2.013","0","0"
"0","1260058","58","0","26","4","3.047","0","0","0","0","1"
"0","1260059","59","0","26","2","0","0","vo_nyx_0808","0","vo_nyx","0"
"70","1260060","60","242","26","1","0","12","0","1.401","0","0"
"0","1260061","61","0","26","4","1.984","0","0","0","0","1"
"242","1260062","62","390","26","1","0","12","0","2.073","0","0"
"0","1260063","63","0","26","4","2.372","0","0","0","0","1"
"70","1260064","64","240","26","1","0","13","0","1.4","0","0"
"0","1260065","65","0","26","4","2.2","0","0","0","0","1"
"0","1260066","66","0","26","4","4","0","0","0","0","3"
"0","1260067","67","0","26","2","0","0","vo_nyx_0809","0","vo_nyx","0"
"0","1260068","68","68","26","1","0","14","0","0.65","0","0"
"0","1260069","69","0","26","4","1.4","0","0","0","0","1"
"68","1260070","70","260","26","1","0","14","0","1.52","0","0"
"0","1260071","71","0","26","4","2.5","0","0","0","0","1"
"0","1260072","72","0","26","2","0","0","vo_nyx_0810","0","vo_nyx","0"
"70","1260073","73","280","26","1","0","15","0","2.7","0","0"
"0","1260074","74","0","26","4","4.5","0","0","0","0","1"
"0","1320001","1","0","32","4","1","0","0","0","0","3"
"0","1320002","2","0","32","2","0","0","vo_nyx_0901","0","vo_nyx","0"
"0","1320003","3","215","32","1","0","1","0","3.31","0","0"
"0","1320004","4","0","32","4","3.909","0","0","0","0","1"
"215","1320005","5","358","32","1","0","1","0","0.836","0","0"
"0","1320006","6","0","32","4","1.457","0","0","0","0","1"
"358","1320007","7","395","32","1","0","1","0","0.533","0","0"
"0","1320008","8","0","32","4","0.533","0","0","0","0","1"
"0","1320009","9","149","32","1","0","2","0","1.392","0","0"
"0","1320010","10","0","32","4","1.99","0","0","0","0","1"
"149","1320011","11","395","32","1","0","2","0","3.058","0","0"
"0","1320012","12","0","32","4","3.058","0","0","0","0","1"
"0","1320013","13","74","32","1","0","3","0","0.338","0","0"
"0","1320014","14","0","32","4","1.471","0","0","0","0","1"
"0","1320015","15","0","32","2","0","0","vo_nyx_0902","0","vo_nyx","0"
"74","1320016","16","268","32","1","0","3","0","2.683","0","0"
"0","1320017","17","0","32","4","3.31","0","0","0","0","1"
"268","1320018","18","375","32","1","0","3","0","0.944","0","0"
"0","1320019","19","0","32","4","0.944","0","0","0","0","1"
"0","1320020","20","89","32","1","0","4","0","1.745","0","0"
"0","1320021","21","0","32","4","2.481","0","0","0","0","1"
"89","1320022","22","306","32","1","0","4","0","1.399","0","0"
"0","1320023","23","0","32","4","2.87","0","0","0","0","1"
"0","1320024","24","0","32","4","2","0","0","0","0","3"
"0","1320025","25","0","32","2","0","0","vo_nyx_0903","0","vo_nyx","0"
"0","1320026","26","83","32","1","0","5","0","1.276","0","0"
"0","1320027","27","0","32","4","2.005","0","0","0","0","1"
"83","1320028","28","171","32","1","0","5","0","1.038","0","0"
"0","1320029","29","0","32","4","1.608","0","0","0","0","1"
"171","1320030","30","280","32","1","0","5","0","1.038","0","0"
"0","1320031","31","0","32","4","1.11","0","0","0","0","1"
"0","1320032","32","202","32","1","0","6","0","2.055","0","0"
"0","1320033","33","0","32","4","2.844","0","0","0","0","1"
"202","1320034","34","389","32","1","0","6","0","1.871","0","0"
"0","1320035","35","0","32","4","2.397","0","0","0","0","1"
"0","1320036","36","175","32","1","0","7","0","1.589","0","0"
"0","1320037","37","0","32","4","2.196","0","0","0","0","1"
"175","1320038","38","395","32","1","0","7","0","2.445","0","0"
"0","1320039","39","0","32","4","2.445","0","0","0","0","1"
"0","1320040","40","266","32","1","0","8","0","1.372","0","0"
"0","1320041","41","0","32","4","2.657","0","0","0","0","1"
"0","1320042","42","0","32","4","3","0","0","0","0","3"
"0","1320043","43","0","32","2","0","0","vo_nyx_0904","0","vo_nyx","0"
"266","1320044","44","390","32","1","0","8","0","2.066","0","0"
"0","1320045","45","0","32","4","2.066","0","0","0","0","1"
"0","1320046","46","131","32","1","0","9","0","0.916","0","0"
"0","1320047","47","0","32","4","1.42","0","0","0","0","1"
"131","1320048","48","313","32","1","0","9","0","0.71","0","0"
"0","1320049","49","0","32","4","1.561","0","0","0","0","1"
"313","1320050","50","385","32","1","0","9","0","2.191","0","0"
"0","1320051","51","0","32","4","2.191","0","0","0","0","1"
"0","1320052","52","176","32","1","0","10","0","1.377","0","0"
"0","1320053","53","0","32","4","1.833","0","0","0","0","1"
"176","1320054","54","390","32","1","0","10","0","2.749","0","0"
"0","1320055","55","0","32","4","2.749","0","0","0","0","1"
"0","1320056","56","74","32","1","0","11","0","0.753","0","0"
"0","1320057","57","0","32","4","2.093","0","0","0","0","1"
"0","1320058","58","0","32","2","0","0","vo_nyx_0905","0","vo_nyx","0"
"74","1320059","59","160","32","1","0","11","0","1.534","0","0"
"0","1320060","60","0","32","4","2.185","0","0","0","0","1"
"160","1320061","61","311","32","1","0","11","0","1.269","0","0"
"0","1320062","62","0","32","4","1.86","0","0","0","0","1"
"311","1320063","63","400","32","1","0","11","0","0.74","0","0"
"0","1320064","64","0","32","4","0.74","0","0","0","0","1"
"0","1320065","65","134","32","1","0","12","0","1.911","0","0"
"0","1320066","66","0","32","4","2.508","0","0","0","0","1"
"134","1320067","67","380","32","1","0","12","0","2.445","0","0"
"0","1320068","68","0","32","4","3.145","0","0","0","0","1"
"0","1320069","69","0","32","2","0","0","vo_nyx_0906","0","vo_nyx","0"
"0","1320070","70","116","32","1","0","13","0","0.992","0","0"
"0","1320071","71","0","32","4","2.792","0","0","0","0","1"
"0","1330001","1","0","33","4","1","0","0","0","0","3"
"0","1330002","2","0","33","2","0","0","vo_nyx_1001","0","vo_nyx","0"
"0","1330003","3","194","33","1","0","1","0","1.326","0","0"
"0","1330004","4","0","33","4","1.649","0","0","0","0","1"
"194","1330005","5","315","33","1","0","1","0","2.01","0","0"
"0","1330006","6","0","33","4","2.529","0","0","0","0","1"
"315","1330007","7","395","33","1","0","1","0","1.404","0","0"
"0","1330008","8","0","33","4","1.459","0","0","0","0","1"
"0","1330009","9","120","33","1","0","2","0","0.468","0","0"
"0","1330010","10","0","33","4","1.704","0","0","0","0","1"
"0","1330011","11","0","33","2","0","0","vo_nyx_1002","0","vo_nyx","0"
"120","1330012","12","178","33","1","0","2","0","1.337","0","0"
"0","1330013","13","0","33","4","1.337","0","0","0","0","1"
"178","1330014","14","380","33","1","0","2","0","2.128","0","0"
"0","1330015","15","0","33","4","3.666","0","0","0","0","1"
"0","1330016","16","0","33","2","0","0","vo_nyx_1003","0","vo_nyx","0"
"0","1330017","17","207","33","1","0","3","0","1.938","0","0"
"0","1330018","18","0","33","4","2.451","0","0","0","0","1"
"207","1330019","19","330","33","1","0","3","0","1.303","0","0"
"0","1330020","20","0","33","4","2.273","0","0","0","0","1"
"0","1330021","21","0","33","2","0","0","vo_nyx_1004","0","vo_nyx","0"
"0","1330022","22","150","33","1","0","4","0","1.136","0","0"
"0","1330023","23","0","33","4","1.905","0","0","0","0","1"
"150","1330024","24","265","33","1","0","4","0","1.136","0","0"
"0","1330025","25","0","33","4","1.905","0","0","0","0","1"
"265","1330026","26","395","33","1","0","4","0","2.016","0","0"
"0","1330027","27","0","33","4","2.116","0","0","0","0","1"
"0","1330028","28","128","33","1","0","5","0","1.227","0","0"
"0","1330029","29","0","33","4","1","0","0","0","0","1"
"0","1330030","30","0","33","2","0","0","vo_nyx_1005","0","vo_nyx","0"
"0","1330031","31","119","33","1","0","6","0","1.227","0","0"
"0","1330032","32","0","33","4","2.174","0","0","0","0","1"
"0","1330033","33","0","33","2","0","0","vo_nyx_1006","0","vo_nyx","0"
"119","1330034","34","395","33","1","0","6","0","3.075","0","0"
"0","1330035","35","0","33","4","3.81","0","0","0","0","1"
"0","1330036","36","120","33","1","0","7","0","1.281","0","0"
"0","1330037","37","0","33","4","2.507","0","0","0","0","1"
"0","1330038","38","0","33","2","0","0","vo_nyx_1007","0","vo_nyx","0"
"120","1330039","39","253","33","1","0","7","0","1.17","0","0"
"0","1330040","40","0","33","4","2.039","0","0","0","0","1"
"0","1330041","41","0","33","2","0","0","vo_nyx_1008","0","vo_nyx","0"
"253","1330042","42","350","33","1","0","7","0","0.757","0","0"
"0","1330043","43","0","33","4","2.139","0","0","0","0","1"
"0","1330044","44","0","33","4","2","0","0","0","0","3"
"0","1330045","45","0","33","2","0","0","vo_nyx_1009","0","vo_nyx","0"
"0","1330046","46","140","33","1","0","8","0","1.348","0","0"
"0","1330047","47","0","33","4","2.852","0","0","0","0","1"
"0","1330048","48","0","33","2","0","0","vo_nyx_1010","0","vo_nyx","0"
"0","1330049","49","30","33","1","0","9","0","0.702","0","0"
"0","1330050","50","0","33","4","0.702","0","0","0","0","1"
"30","1330051","51","162","33","1","0","9","0","1.604","0","0"
"0","1330052","52","0","33","4","2.844","0","0","0","0","1"
"0","1330053","53","0","33","2","0","0","vo_nyx_1011","0","vo_nyx","0"
"162","1330054","54","395","33","1","0","9","0","2.016","0","0"
"0","1330055","55","0","33","4","2.707","0","0","0","0","1"
"0","1330056","56","234","33","1","0","10","0","2.128","0","0"
"0","1330057","57","0","33","4","3.32","0","0","0","0","1"
"0","1330058","58","0","33","2","0","0","vo_nyx_1012","0","vo_nyx","0"
"234","1330059","59","390","33","1","0","10","0","2.38","0","0"
"0","1330060","60","0","33","4","3.338","0","0","0","0","1"
"0","1330061","61","0","33","4","3","0","0","0","0","3"
"0","1330062","62","0","33","2","0","0","vo_nyx_1013","0","vo_nyx","0"
"0","1330063","63","176","33","1","0","11","0","1.337","0","0"
"0","1330064","64","0","33","4","1.883","0","0","0","0","1"
"176","1330065","65","392","33","1","0","11","0","1.95","0","0"
"0","1330066","66","0","33","4","3.243","0","0","0","0","1"
"0","1330067","67","0","33","2","0","0","vo_nyx_1014","0","vo_nyx","0"
"392","1330068","68","392","33","1","0","11","0","0.724","0","0"
"0","1330069","69","0","33","4","0.724","0","0","0","0","1"
"0","1330070","70","131","33","1","0","12","0","0.824","0","0"
"0","1330071","71","0","33","4","1.392","0","0","0","0","1"
"131","1330072","72","390","33","1","0","12","0","3.319","0","0"
"0","1330073","73","0","33","4","4.265","0","0","0","0","1"
"0","1330074","74","0","33","2","0","0","vo_nyx_1015","0","vo_nyx","0"
"0","1330075","75","235","33","1","0","13","0","2.306","0","0"
"0","1330076","76","0","33","4","3.198","0","0","0","0","1"
"0","1330077","77","0","33","4","4","0","0","0","0","3"
"0","1330078","78","0","33","2","0","0","vo_nyx_1016","0","vo_nyx","0"
"0","1330079","79","315","33","1","0","14","0","1.713","0","0"
"0","1330080","80","0","33","4","2.607","0","0","0","0","1"
"0","1330081","81","308","33","1","0","15","0","1.66","0","0"
"0","1330082","82","0","33","4","3.16","0","0","0","0","1"
"0","1340001","1","0","34","4","1","0","0","0","0","3"
"0","1340002","2","0","34","2","0","0","vo_nyx_1501","0","vo_nyx","0"
"0","1340003","3","45","34","1","0","1","0","0.64","0","0"
"0","1340004","4","0","34","4","1.223","0","0","0","0","1"
"45","1340005","5","102","34","1","0","1","0","0.878","0","0"
"0","1340006","6","0","34","4","1.635","0","0","0","0","1"
"0","1340007","7","0","34","2","0","0","vo_nyx_1502","0","vo_nyx","0"
"102","1340008","8","280","34","1","0","1","0","1.01","0","0"
"0","1340009","9","0","34","4","2.02","0","0","0","0","1"
"0","1340010","10","0","34","2","0","0","vo_nyx_1503","0","vo_nyx","0"
"0","1340011","11","375","34","1","0","2","0","4.04","0","0"
"0","1340012","12","0","34","4","4.731","0","0","0","0","1"
"0","1340013","13","310","34","1","0","3","0","2.766","0","0"
"0","1340014","14","0","34","4","3.699","0","0","0","0","1"
"0","1340015","15","0","34","2","0","0","vo_nyx_1504","0","vo_nyx","0"
"0","1340016","16","147","34","1","0","4","0","2.338","0","0"
"0","1340017","17","0","34","4","3.085","0","0","0","0","1"
"0","1340018","18","0","34","2","0","0","vo_nyx_1505","0","vo_nyx","0"
"147","1340019","19","340","34","1","0","4","0","0.911","0","0"
"0","1340020","20","0","34","4","2.338","0","0","0","0","1"
"0","1340021","21","0","34","2","0","0","vo_nyx_1506","0","vo_nyx","0"
"0","1340022","22","147","34","1","0","5","0","1.789","0","0"
"0","1340023","23","0","34","4","2.096","0","0","0","0","1"
"147","1340024","24","370","34","1","0","5","0","1.992","0","0"
"0","1340025","25","0","34","4","3.002","0","0","0","0","1"
"0","1340026","26","0","34","2","0","0","vo_nyx_1507","0","vo_nyx","0"
"0","1340027","27","120","34","1","0","6","0","1.179","0","0"
"0","1340028","28","0","34","4","1.679","0","0","0","0","1"
"120","1340029","29","220","34","1","0","6","0","1.438","0","0"
"0","1340030","30","0","34","4","2.096","0","0","0","0","1"
"0","1340031","31","0","34","2","0","0","vo_nyx_1508","0","vo_nyx","0"
"220","1340032","32","395","34","1","0","6","0","1.679","0","0"
"0","1340033","33","0","34","4","1.679","0","0","0","0","1"
"0","1340034","34","148","34","1","0","7","0","1.032","0","0"
"0","1340035","35","0","34","4","1.833","0","0","0","0","1"
"0","1340036","36","0","34","2","0","0","vo_nyx_1509","0","vo_nyx","0"
"148","1340037","37","400","34","1","0","7","0","2.788","0","0"
"0","1340038","38","0","34","4","3.765","0","0","0","0","1"
"0","1340039","39","0","34","2","0","0","vo_nyx_1510","0","vo_nyx","0"
"0","1340040","40","59","34","1","0","8","0","0.79","0","0"
"0","1340041","41","0","34","4","1.35","0","0","0","0","1"
"59","1340042","42","236","34","1","0","8","0","2.404","0","0"
"0","1340043","43","0","34","4","3.117","0","0","0","0","1"
"0","1340044","44","0","34","4","2","0","0","0","0","3"
"0","1340045","45","0","34","2","0","0","vo_nyx_1511","0","vo_nyx","0"
"236","1340046","46","395","34","1","0","8","0","1.756","0","0"
"0","1340047","47","0","34","4","2.59","0","0","0","0","1"
"0","1340048","48","296","34","1","0","9","0","1.954","0","0"
"0","1340049","49","0","34","4","2.415","0","0","0","0","1"
"296","1340050","50","391","34","1","0","9","0","1.649","0","0"
"0","1340051","51","0","34","4","2.228","0","0","0","0","1"
"391","1340052","52","391","34","1","0","9","0","0.592","0","0"
"0","1340053","53","0","34","4","0.592","0","0","0","0","1"
"0","1340054","54","62","34","1","0","10","0","1.12","0","0"
"0","1340055","55","0","34","4","1.68","0","0","0","0","1"
"62","1340056","56","224","34","1","0","10","0","2.205","0","0"
"0","1340057","57","0","34","4","2.908","0","0","0","0","1"
"224","1340058","58","385","34","1","0","10","0","1.526","0","0"
"0","1340059","59","0","34","4","1.526","0","0","0","0","1"
"0","1340060","60","89","34","1","0","11","0","1.207","0","0"
"0","1340061","61","0","34","4","2.448","0","0","0","0","1"
"0","1340062","62","0","34","4","3","0","0","0","0","3"
"0","1340063","63","0","34","2","0","0","vo_nyx_1512","0","vo_nyx","0"
"89","1340064","64","254","34","1","0","11","0","1.624","0","0"
"0","1340065","65","0","34","4","2.294","0","0","0","0","1"
"254","1340066","66","397","34","1","0","11","0","1.405","0","0"
"0","1340067","67","0","34","4","1.405","0","0","0","0","1"
"0","1340068","68","106","34","1","0","12","0","0.746","0","0"
"0","1340069","69","0","34","4","1.822","0","0","0","0","1"
"0","1340070","70","0","34","4","4","0","0","0","0","3"
"0","1340071","71","0","34","2","0","0","vo_nyx_1513","0","vo_nyx","0"
"106","1340072","72","300","34","1","0","12","0","2.338","0","0"
"0","1340073","73","0","34","4","3.227","0","0","0","0","1"
"0","1340074","74","0","34","4","5","0","0","0","0","3"
"0","1340075","75","0","34","2","0","0","vo_nyx_1514","0","vo_nyx","0"
"0","1340076","76","120","34","1","0","13","0","1.745","0","0"
"0","1340077","77","0","34","4","2.195","0","0","0","0","1"
"120","1340078","78","293","34","1","0","13","0","1.405","0","0"
"0","1340079","79","0","34","4","2.437","0","0","0","0","1"
"0","1340080","80","0","34","2","0","0","vo_nyx_1515","0","vo_nyx","0"
"0","1340081","81","42","34","1","0","14","0","0.428","0","0"
"0","1340082","82","0","34","4","2.16","0","0","0","0","1"
