5b6ca45ef4b34333ac9405845865300a28a1c40800ee830e8fb675a2a53029d0,fecaa54b1541d4a4dd41ac8fcb4b0679390bce880cd7d05ae8f31312863022f6,1a75d0388a9f86309340d994cdeec14e07da7703ceca830c1781819cd1539138,a4ad091c71d5d07f1f3d58bd0c2cf93d3572f64e2f2eb8c4781ec20c1a4e14a0,bbb163419b5b4cfcbe6e3d2f3c55159dee15d4255a39f6cbecbd89a33d2339aa,fb2dfb4b98068c8eece5c5645b51ff4e30ec3dead3dcd08f54dcbcf582af1354,e266adee6575c06ce11a9ec265bbb85a07db6a64d305c8b8d942db8040f566d3,a7e942c8a544b6938fcb56395389f060b7b497837454eddc76a4e0788d3bd11d,8bf73ab6374bc29e572490c3b4ece931a78a595758ede7b4a0fda19c7e9802e9,4541974b69cd5adb1aabfe0df9de77cb2cf6e4d442dec4d10bd388d890f6f27f,1fa1e325202fe80fdf3bf45614ccef6003db2b94aab79a126aa6c5cdedb64c19,4da510ac3d9416ab3f817089601ffb0c4f4d004005e038ff0722e888a8582fba,edcb664565004dbf210ac004442b26bf41f22be12f72d5f0a20a34dd195f0666,d7b6b0400774621c26d7bd1db3c3ec6d7ebad0e14967ea2a697749328eaa5455,4e8d79260e3fd4d450354c0cad5daf03b3a5b96f99814d0340829cdc9934ad71,85b001be3a59b855cf99da9ebc853a372e893f5616810a109cbe3688947abb40
"人族","裁縫","3","15","璃乃（奇幻）","雖然我想你可能已經不記得了……\n但我是妹妹啊！\n所以可以叫你哥哥嗎？","A","25","8","0","拉比林斯","阿澄佳奈","112901","親人又多話的妹系少女","44","156"
"精靈族","觀察","15","16","步未（奇幻）","","O","7","4","0","純白之翼 蘭德索爾分部","大関英里","113001","何時都會一見鍾情，純情少女","43","155"
"人族","釣魚","13","25","流夏（夏日）","","B","11","7","0","暮光流星群","佐藤利奈","113101","散發人情味的帥氣「大姐頭」","54","167"
"魔族","寫小說","13","17","杏奈（夏日）","聽好了，千萬不要叫我的本名呦？\n隨時懷疑「機關」耳目的存在\n那就是活下去的方法……！","A","5","7","0","暮光流星群","髙野麻美","113201","相信前世的中二病患「疾風之冥姬」","45","159"
"魔族","讀書、魔法","13","18","七七香（夏日）","","O","21","8","0","暮光流星群","佳村はるか","113301","宅宅暴走的魔法少女","55","166"
"精靈族","和妹妹一起玩、回籠覺、午睡、早睡","6","17","初音（夏日）","我是初音！　是遇到麻煩的人的夥伴呦！\n有困擾時，隨時都可以跟我說喔♪\n會用我的超……魔，魔法來幫忙的！","A","24","12","0","森林守衛","大橋彩香","113401","為了大家使用超能力的睡美人","46","156"
"精靈族","製作繪本","6","21","美里（夏日）","","O","5","9","0","森林守衛","國府田マリ子","113501","充滿母性又溫柔，大家的「美里老師」","54","165"
"人族","格鬥技、入浴","8","25","純（夏日）","","A","25","10","0","王宮騎士團","川澄綾子","113601","看不見面容的沉著女騎士","50","171"
"魔族","薩克斯風","7","13","茜里（天使）","茜里不知道的事還有很多……\n所以，\n今後哥哥也要教茜里各種事情喔！","O","22","11","0","惡魔偽王國軍","浅倉杏美","113701","愛撒嬌又受大家喜歡","42","150"
"魔族","所有遊戲","7","13","依里（天使）","那、那個……這、這種時候，\n該說什麼才好啊……\n嗚嗚，為什麼我不能好好說話呢。","O","22","11","0","惡魔偽王國軍","原紗友里","113801","怕生的任性女孩","40","150"
"人族","裁縫","4","14","紡希（萬聖節）","","AB","7","9","0","慈樂之音","木戸衣吹","113901","最愛時尚的可愛女孩","45","153"
"魔族","讀書、騎馬、茶","2","18","怜（萬聖節）","能與你相遇一定是因為某種緣份。\n作為同樣以索爾之塔塔頂為目標的同伴，\n一起加油吧。請多指教。","B","12","1","0","破曉之星","早見沙織","114001","冷酷又率直的劍士","46","163"
"獸人族","英雄扮演遊戲","8","12","茉莉（萬聖節）","","O","25","11","0","王宮騎士團","下田麻美","114101","仰慕英雄的見習騎士少女","40","146"
"人族","逛點心店","15","17","莫妮卡（魔法少女）","將「白色翅膀」命名為純白之翼……\n為了不讓這個名字丟臉，\n我會振翅高飛，華麗的打倒敵人！","A","28","7","0","純白之翼 蘭德索爾分部","辻あゆみ","114201","外表與內心都是孩子的異國軍人","33","140"
"人族","劍術、戲弄長輩","8","13","智（魔法少女）","","A","11","8","0","王宮騎士團","茅原実里","114301","重情義愛捉弄人的劍術少女","43","149"
"人族","慈善事業","12","18","秋乃（聖誕節）","只要跟本小姐在一起，\n就絕不會讓你煩惱錢的事情！","AB","12","3","0","墨丘利財團","松嵜麗","114401","目標成為頂尖商人的元氣大小姐","45","157"
"精靈族","經營、茶會","9","17","咲戀（聖誕節）","吝嗇？　不是的，\n我只是秉持著「不浪費」的精神\n過每一天喔！","A","4","10","0","咲戀育幼院","堀江由衣","114501","經營育幼院的庶民派溫柔大小姐","43","156"
"精靈族","隨意逛街","12","22","優花梨（聖誕節）","雖然總是讓你看到我\n沒用的那一面，但是這些\n可不會讓你之外的人看到喔？","A","16","3","0","墨丘利財團","今井麻美","114601","既純情又放心不下的成熟女性","55","164"
"人族","冒險、回憶故事","","16","矛依未（新年）","沒關係的，即使……只有我一個人。不要緊的，反正我已經習慣了","O","11","8","0","？？？","潘めぐみ","114701","徬徨的謎樣少女","40","148"
"精靈族","模仿、藝術欣賞","","24","似似花（新年）","","O","24","3","0","？？？","井口裕香","115001","隱居在研究所，相當文靜的大姊姊","??","149"
"精靈族","冥想、養育動植物","1","11","可可蘿（祭服）","在下奉命成為了主人您的嚮導。\n為了讓主人滿意，\n在下將會誠心誠意地侍奉您。","B","11","5","0","美食殿堂","伊藤美来","115501","仰慕主人，小小嚮導","35","140"
"人族","料理、觀察人類","2","17","優衣（祭服）","雖然不曉得能不能幫上忙……但我也會盡全力地\n支援大家哦！","O","5","4","0","破曉之星","種田梨沙","115601","擅長支援戰鬥，心地善良的少女","47","158"
"獸人族","讀書、推理","10","15","霞（夏日）","","AB","3","11","0","哞哞自衛隊","水瀬いのり","115701","頭腦聰明的美少女名偵探","41","152"
"獸人族","理毛、聊天","11","17","莉瑪（灰姑娘）","我是個很平凡、隨處可見的女孩子喔！\n除、除了外表之外……","A","14","3","0","伊麗莎白牧場","徳井青空","115801","少女心的毛茸茸生物","100","150"
"獸人族","做點心","10","17","真琴（灰姑娘）","肚子餓了的話就告訴我哦。\n不介意粗茶淡飯的話，\n讓你試試超級好吃的東西吧！","O","9","8","0","哞哞自衛隊","小松未可子","115901","不輸男人的狂野義氣少女","54","168"
"獸人族","幻想、蒐集玩偶","10","16","真步（灰姑娘）","人家是真步真步王國的公主，真步公主！\n這奇怪的表情是怎麼了呢？\n真步真步王國是非常遙遠的國家？","O","22","9","0","哞哞自衛隊","内田真礼","116001","真步真步王國的公主","42","155"
"精靈族","飛鏢","16","17","克蘿依（聖學祭）","","O","7","8","0","聖德蕾莎女子學院（好朋友社）","種﨑敦美","116201","生長在市區的陰暗系精靈族","42","154"
"人族","跳舞、卡拉OK","16","16","琪愛兒（聖學祭）","","O","15","9","0","聖德蕾莎女子學院（好朋友社）","佐倉綾音","116301","天生自由奔放的失禮現代小孩","46","156"
"人族","讀書","16","18","優妮（聖學祭）","","O","28","2","0","聖德蕾莎女子學院（好朋友社）","小原好美","116401","沉睡於書庫的小小賢人","36","142"
"龍人族","遊戲","17","13","祈梨（時空旅行）","","AB","29","9","0","龍族巢穴","藤田茜","116501","嘴上功夫一流的廢材龍娘","???","145"
"龍人族","格鬥技","17","16","嘉夜（時空旅行）","","B","25","6","0","龍族巢穴","小市眞琴","116601","專門用拳頭來交朋友的打手龍少女","???","156"
"精靈族","交朋友的想像訓練","6","13","碧（工作服）","","AB","6","6","0","森林守衛","花澤香菜","116701","嚮往「朋友」的精靈之森女孩","44","158"
"獸人族","與貓咪玩耍","12","19","珠希（工作服）","有能賺錢的事，\n務必來找我談喵！能賺的錢即使是１盧幣也不會放過，這就是我的準則喵～♪","AB","1","3","0","墨丘利財團","沼倉愛美","116801","鋤強扶弱的貓娘","48","158"
"人族","傭兵等等的打工","12","20","美冬（工作服）","我來當你的師傅吧！\n當然這可不能是免費的。\n我會算清楚時薪喔。","O","11","11","0","墨丘利財團","田所あずさ","116901","公事私事都效率至上的傭兵少女","49","163"
"魔族","實驗、裁縫、料理","13","16","惠理子（夏日）","我擁有「破壞者」的名號……\n但是，您無須害怕我哦。\n因為您是我重要的命中注定之人呀……","B","30","7","0","暮光流星群","橋本ちなみ","117001","專情於命中注定對象的少女","43","154"
"人族","所有家事","3","18","靜流（夏日）","就讓姐姐我來照料你的生活起居吧！\n無論是做菜，洗衣，或是打掃都行。\n也可以在浴室裡幫你搓背喔！","O","24","10","0","拉比林斯","生天目仁美","117101","姐姐會照顧你的呦！","54","168"
"人族","看舞台劇，跳舞","4","17","望（夏日）","","B","24","1","0","慈樂之音","日笠陽子","117201","能歌善舞的超人氣偶像","40","157"
"人族","各種樂器","4","17","千歌（夏日）","為了守護人們的和平，\n我使用唱喚術來戰鬥。……最近，還作為偶、偶像開始了演藝活動，\n雖然還有點不太習慣……","O","3","6","0","慈樂之音","福原綾香","117301","守護人們而歌唱的唱喚士少女","46","163"
"人族","裁縫","4","14","紡希（夏日）","","AB","7","9","0","慈樂之音","木戸衣吹","117401","最愛時尚的可愛女孩","45","153"
"人族","研究、實驗","13","27","深月（大江戶）","雖然我是個科學家，\n但平常也有在醫治病人哦。\n生病的時候就讓我來幫你看診吧。","A","7","3","0","暮光流星群","三石琴乃","117501","興趣是實驗的危險科學家","53","166"
"精靈族","欣賞鏡中的自己","15","14","雪（大江戶）","我真的好美啊……\n既可愛又美麗真是罪過，\n但這都是天生的，只能原諒我了吧♪","AB","10","10","0","純白之翼 蘭德索爾分部","大空直美","117601","我比任何人都還要美麗","40","150"
"獸人族","跳舞、空手道","10","17","香織（萬聖節）","嗨呵～！我要又唱又跳\n讓氣氛嗨到最高點喲～！\n來嘛來嘛，你也一起跳吧～！","A","7","7","0","哞哞自衛隊","高森奈津美","117701","隨時都「船到橋頭自然直」的天真少女","53","158"
"人族","忍法開發","15","16","妮諾（萬聖節）","壽司，藝伎，天婦羅……\n嗯~！\n東國的文化真是太美好了~！","O","31","8","0","純白之翼 蘭德索爾分部","佐藤聡美","117801","東國的神祕，請告訴我！","51","163"
"魔族","時尚","14","17","鈴奈（萬聖節）","秀才，哈嚕～！人家對寫字和算數\n有點……不是有點，是超不擅長耶～\n不過不過，時尚流行的事就交給人家吧～！","O","10","4","0","月光學院","上坂すみれ","117901","天真浪漫的人氣超級名模","48","167"
"人族","數錢、打壞主意","18","26","克蕾琪塔","","A","19","9","0","里士滿工商會","Lynn","118001","醒悟了忠義的女商人","57","160"
"魔族","唱歌、看書，以及寫詩","19","20","蘭法","","O","28","12","0","憤怒‧軍團","原田彩楓","118101","歌唱尋求靜寂的陰沉少女","53","165"
"人族","無","19","16","美空","","A","2","7","0","憤怒‧軍團","鬼頭明里","118201","樂觀開朗，卻趨向毀滅的活潑少女","??","159"
"人族","處理文件、散步、桌遊","","24","花凜","","A","12","9","0","？？？","洲崎綾","118501","擔任【公會管理協會】職員的親切大姐姐","43","152"
"？？？","惡作劇","","??","涅比亞","","?","?","?","0","？？？","相坂優歌","118601","在幻霧玩耍的愛惡作劇嚮導小妖精","???","???"
"魔族","看戀愛小說、戀愛劇、戀愛漫畫","14","23","伊緒（黑暗）","謝謝你總是幫我喔。\n明明我才是年長的一方，卻老是依賴你，真對不起～","B","14","8","0","月光學院","伊藤静","119001","魅惑眾多男性的純潔女老師","52","162"
"人族","閱讀小說","15","18","空花（黑暗）","空花正在想著你的事。\n……想著你對無法抵抗的空花這樣又那樣、那樣又這樣，嘻嘻、嘻嘻嘻嘻……","AB","19","11","0","純白之翼 蘭德索爾分部","長妻樹里","119101","最愛妄想！其實是個害羞少女","49","157"
"人族","相聲","11","20","真陽（聖誕節）","我的目標是，\n成為無論何時都能為大家帶來笑容的，最棒的搞笑藝人！\n一起加油的啦！","B","3","3","0","伊麗莎白牧場","新田恵海","119201","令大家歡笑的歡樂牧場主人","35","142"
"人族","裁縫","3","15","璃乃（聖誕節）","雖然我想你可能已經不記得了……\n但我是妹妹啊！\n所以可以叫你哥哥嗎？","A","25","8","0","拉比林斯","阿澄佳奈","119301","親人又多話的妹系少女","44","156"
"魔族","吃布丁","7","14","宮子（聖誕節）","太難的事情人家不懂來的～\n只要每天都能吃到布丁的話，\n宮子也可以繼續當幽靈喲～","B","23","1","0","惡魔偽王國軍","雨宮天","119901","最愛布丁的幽靈少女","32","130"
"人族","所有家事","3","18","靜流（黑暗）","就讓姐姐我來照料你的生活起居吧！\n無論是做菜，洗衣，或是打掃都行。\n也可以在浴室裡幫你搓背喔！","O","24","10","0","拉比林斯","生天目仁美","120001","姐姐會照顧你的呦！","54","168"
"龍人族","讀書、伸展運動","1","14","雪菲（新年）","","B","14","12","0","美食殿堂","近藤玲奈","120701","失去記憶的龍人族少女","???","147"
"人族","釣魚","13","25","流夏（新年）","","B","11","7","0","暮光流星群","佐藤利奈","120801","散發人情味的帥氣「大姐頭」","54","167"
"魔族","征服世界","7","??","伊莉亞（新年）","","A","5","5","0","惡魔偽王國軍","丹下桜","120901","曾經支配黑夜的最強吸血鬼","50","172"
"人族","邊走邊吃、料理","1","17","貪吃佩可（超載）","","O","31","3","0","美食殿堂","M・A・O","121001","元氣滿點的空腹少女","46","156"
"獸人族","和貓咪玩耍","1","14","凱留（超載）","","A","2","9","0","美食殿堂","立花理香","121101","倒在路旁的謎之貓耳魔法師","39","152"
"人族","觀察人類","3","25","拉比林斯達（超載）","","AB","25","7","0","拉比林斯","沢城みゆき","121201","祕密結社拉比林斯的「迷宮女王」","??","160"
"人族","看戲、扮家家酒","9","12","胡桃（舞台）","這個、那個……我叫胡、胡桃……嗚、嗚嗚嗚……怎、怎麼辦……太、太害羞了……對、對不起──！","B","9","6","0","咲戀育幼院","植田佳奈","121301","愛哭又膽小，令人想去保護的女孩","40","150"
"魔族","閱讀流行雜誌、蒐集化妝品","14","11","美咲（舞台）","你剛才叫我了對吧？\n我會用成熟淑女的魅力擄獲你的心哦！","A","3","1","0","月光學院","久野美咲","121401","稍微有點差距的少女戀情","22","120"
"精靈族","觀察","15","16","步未（怪盜）","","O","7","4","0","純白之翼 蘭德索爾分部","大関英里","121501","何時都會一見鍾情，純情少女","43","155"
"龍人族","遊戲","17","13","祈梨（怪盜）","","AB","29","9","0","龍族巢穴","藤田茜","121601","嘴上功夫一流的廢材龍娘","???","145"
"魔族","寫小說","13","17","杏奈（海盜）","聽好了，千萬不要叫我的本名呦？\n隨時懷疑「機關」耳目的存在\n那就是活下去的方法……！","A","5","7","0","暮光流星群","髙野麻美","121901","相信前世的中二病患「疾風之冥姬」","45","159"
"魔族","占卜","7","18","忍（海盜）","我從小就能看見\n其他人看不到的事物。現在你身後也有\n一個人、兩個人、三個人……真熱鬧呢。","AB","22","12","0","惡魔偽王國軍","大坪由佳","122001","擅長占卜的靈能少女","42","157"
"精靈族","交朋友的想像訓練","6","13","碧（露營）","","AB","6","6","0","森林守衛","花澤香菜","122101","嚮往「朋友」的精靈之森女孩","44","158"
"精靈族","隨意逛街","12","22","優花梨（露營）","雖然總是讓你看到我\n沒用的那一面，但是這些\n可不會讓你之外的人看到喔？","A","16","3","0","墨丘利財團","今井麻美","122201","既純情又放心不下的成熟女性","55","164"
"魔族","散步、做料理","","??","班比","","AB","6","12","0","？？？","釘宮理惠","122301","僕從親愛的主人","41","149"
"獸人族","助人、打氣加油","2","16","日和（夏日）","你好！我是日和！\n碰到有困難的人我會去幫助他們！\n你如果樂意要不要一起來呢？","A","27","8","0","破曉之星","東山奈央","122401","最愛幫助別人！　正向思考的格鬥少女","44","155"
"魔族","讀書、騎馬、茶","2","18","怜（夏日）","能與你相遇一定是因為某種緣份。\n作為同樣以索爾之塔塔頂為目標的同伴，\n一起加油吧。請多指教。","B","12","1","0","破曉之星","早見沙織","122501","冷酷又率直的劍士","46","163"
"人族","料理、觀察人類","2","17","優衣（夏日）","雖然不曉得能不能幫上忙……但我也會盡全力地\n支援大家哦！","O","5","4","0","破曉之星","種田梨沙","122601","擅長支援戰鬥，心地善良的少女","47","158"
"精靈族","讀書","5","8","鏡華（夏日）","","A","2","2","0","小小甜心","小倉唯","122701","端莊正直的嬌小優等生","21","118"
"人族","惡作劇、探險","5","9","禊（夏日）","惡作劇就交給禊吧！\n哥哥，小心別上鉤了唷──♪","O","10","8","0","小小甜心","諸星すみれ","122801","愛好冒險的搗蛋鬼","27","128"
"獸人族","蒐集可愛的東西","5","10","美美（夏日）","蹦蹦跳，好想變成小兔子呢～♪\n美美如果能變成小兔子，\n會最先來給哥哥看喔！","O","3","4","0","小小甜心","日高里菜","122901","唱歌、紅蘿蔔或是兔子先生，我全都喜歡♪","21","117"
"？？？","？？？","","??","愛梅斯","","?","?","?","0","？？？","相坂優歌","123001","以全新樣貌繼續支持騎士冒險的妖精","???","150"
"獸人族","幻想、蒐集玩偶","10","16","真步（探險家）","人家是真步真步王國的公主，真步公主！\n這奇怪的表情是怎麼了呢？\n真步真步王國是非常遙遠的國家？","O","22","9","0","哞哞自衛隊","内田真礼","123101","真步真步王國的公主","42","155"
"人族","能在房間裡玩的遊戲","9","14","綾音（探險家）","這孩子啊，名叫噗吉。\n雖然是武器，但是會說話呦♪\n是我最重要最重要的朋友～！","B","10","5","0","咲戀育幼院","芹澤優","123201","永遠跟噗吉在一起！","38","148"
"魔族？","和可愛的正太玩、購物","19","19","涅婭","","B","13","6","0","憤怒‧軍團","和氣杏未","123301","超喜歡正太♪辣妹系史萊姆女孩","55","157"
"人族","格鬥技、入浴","8","25","純（露營）","","A","25","10","0","王宮騎士團","川澄綾子","123401","看不見面容的沉著女騎士","50","171"
"獸人族","紅豆麵包","11","17","鈴（萬聖節）","","B","1","1","0","伊麗莎白牧場","小岩井ことり","123501","視玩樂與睡眠為第一的懶惰少女","42","144"
"人族","劍術、戲弄長輩","8","13","智（萬聖節）","","A","11","8","0","王宮騎士團","茅原実里","123601","重情義愛捉弄人的劍術少女","43","149"
"魔族","讀書、魔法","13","18","七七香（萬聖節）","","O","21","8","0","暮光流星群","佳村はるか","123701","宅宅暴走的魔法少女","55","166"
"人族","和強敵之間的競爭","8","27","克莉絲提娜（狂野）","","O","7","2","0","王宮騎士團","たかはし智秋","123801","自視甚高的王宮騎士團副團長","??","165"
"獸人族","英雄扮演遊戲","8","12","茉莉（狂野）","","O","25","11","0","王宮騎士團","下田麻美","123901","仰慕英雄的見習騎士少女","40","146"
"魔族","薩克斯風","7","13","茜里（聖誕節）","茜里不知道的事還有很多……\n所以，\n今後哥哥也要教茜里各種事情喔！","O","22","11","0","惡魔偽王國軍","浅倉杏美","124001","愛撒嬌又受大家喜歡","42","150"
"魔族","所有遊戲","7","13","依里（聖誕節）","那、那個……這、這種時候，\n該說什麼才好啊……\n嗚嗚，為什麼我不能好好說話呢。","O","22","11","0","惡魔偽王國軍","原紗友里","124101","怕生的任性女孩","40","150"
"人族","格鬥技、入浴","8","25","純（聖誕節）","","A","25","10","0","王宮騎士團","川澄綾子","124201","看不見面容的沉著女騎士","50","171"
"龍人族","繪畫、讀書","17","25","帆稀（新年）","","O","17","4","0","龍族巢穴","大西沙織","124501","面帶詭譎的笑容看透一切的臥龍首領。","???","168"
"精靈族","製作繪本","6","21","美里（新年）","","O","5","9","0","森林守衛","國府田マリ子","124601","充滿母性又溫柔，大家的「美里老師」","54","165"
"人族","研究、實驗","13","27","深月（新年）","雖然我是個科學家，\n但平常也有在醫治病人哦。\n生病的時候就讓我來幫你看診吧。","A","7","3","0","暮光流星群","三石琴乃","124701","興趣是實驗的危險科學家","53","166"
"人族","看舞台劇，跳舞","4","17","望（解放者）","","B","24","1","0","慈樂之音","日笠陽子","124801","能歌善舞的超人氣偶像","40","157"
"龍人族","格鬥技","17","16","嘉夜（解放者）","","B","25","6","0","龍族巢穴","小市眞琴","124901","專門用拳頭來交朋友的打手龍少女","???","156"
"人族","冒險、回憶故事","","16","矛依未（解放者）","沒關係的，即使……只有我一個人。不要緊的，反正我已經習慣了","O","11","8","0","？？？","潘めぐみ","125001","徬徨的謎樣少女","40","148"
"獸人族","與貓咪玩耍","12","19","珠希（咖啡廳）","有能賺錢的事，\n務必來找我談喵！能賺的錢即使是１盧幣也不會放過，這就是我的準則喵～♪","AB","1","3","0","墨丘利財團","沼倉愛美","125101","鋤強扶弱的貓娘","48","158"
"人族","逛點心店","15","17","莫妮卡（咖啡廳）","將「白色翅膀」命名為純白之翼……\n為了不讓這個名字丟臉，\n我會振翅高飛，華麗的打倒敵人！","A","28","7","0","純白之翼 蘭德索爾分部","辻あゆみ","125201","外表與內心都是孩子的異國軍人","33","140"
"精靈族","冥想、養育動植物","1","11","可可蘿（遊俠）","在下奉命成為了主人您的嚮導。\n為了讓主人滿意，\n在下將會誠心誠意地侍奉您。","B","11","5","0","美食殿堂","伊藤美来","125301","仰慕主人，小小嚮導","35","140"
"獸人族","讀書、散步","11","14","栞（遊俠）","咳咳，咳咳……雖、雖然身體孱弱，\n至少在心境上要積極向前……！\n啊，但是不行……一站起來就一陣暈眩……","A","3","11","0","伊麗莎白牧場","小清水亜美","125401","喜愛讀書的體弱少女","40","153"
"人族","冒險、聊天","","17","吉塔（術士）","","O","10","3","0","？？？","金元寿子","125501","夢想前往天空冒險的騎空士少女","45","156"
"人族","製作老鼠耳朵","","14","碧卡拉","","AB","4","12","0","？？？","種﨑敦美","125601","陰陽之力兼具的鼠神宮巫女","39","145"
"人族","處理文件、散步、桌遊","","24","花凜（鍊金術師）","","A","12","9","0","？？？","洲崎綾","125701","擔任【公會管理協會】職員的親切大姐姐","43","152"
"人族","花藝、閱讀（經典文學）、東國畫","20","15","莉莉（墮落）","","A","29","4","0","幻變少女","鈴木みのり","125801","懷抱贖罪之心，追求力量的妹系大和撫子","44","154"
"人族","做點心、照顧花朵、演奏小提琴","20","13","可璃亞（墮落）","","O","1","11","0","幻變少女","前田佳織里","126001","背負著難以忘懷過錯的黑色翅膀聖女","42","147"
"獸人族","吃飯","20","10","普蕾西亞（墮落）","","O","1","3","0","幻變少女","高尾奏音","126101","繼承正義靈魂的爆食系天才純真女孩","34","135"
"魔族","征服世界","7","??","伊莉亞（祭服）","","A","5","5","0","惡魔偽王國軍","丹下桜","126201","曾經支配黑夜的最強吸血鬼","50","172"
"精靈族","欣賞鏡中的自己","15","14","雪（祭服）","我真的好美啊……\n既可愛又美麗真是罪過，\n但這都是天生的，只能原諒我了吧♪","AB","10","10","0","純白之翼 蘭德索爾分部","大空直美","126301","我比任何人都還要美麗","40","150"
"機械人族","午睡，幫助他人","","??","克蘿茜","","?","11","11","0","？？？","長谷川育美","126401","笑容滿溢！精力充沛的機械少女","全重量252","170"
"天使族","午睡、試吃甜點新品。","","??","萊拉耶爾","","?","17","1","0","吉歐‧提格尼亞","河瀨茉希","126501","兼具溫柔與傲慢的公主。","??","162"
"精靈族","模仿、藝術欣賞","","24","似似花（夏日）","","O","24","3","0","？？？","井口裕香","126601","隱居在研究所，相當文靜的大姊姊","??","149"
"人族","慈善事業","12","18","秋乃（夏日）","只要跟本小姐在一起，\n就絕不會讓你煩惱錢的事情！","AB","12","3","0","墨丘利財團","松嵜麗","126701","目標成為頂尖商人的元氣大小姐","45","157"
"精靈族","隨意逛街","12","22","優花梨（夏日）","雖然總是讓你看到我\n沒用的那一面，但是這些\n可不會讓你之外的人看到喔？","A","16","3","0","墨丘利財團","今井麻美","126801","既純情又放心不下的成熟女性","55","164"
"魔族","唱歌、看書，以及寫詩","19","20","蘭法（夏日）","","O","28","12","0","憤怒‧軍團","原田彩楓","126901","歌唱尋求靜寂的陰沉少女","53","165"
"人族","閱讀小說","15","18","空花（夏日）","空花正在想著你的事。\n……想著你對無法抵抗的空花這樣又那樣、那樣又這樣，嘻嘻、嘻嘻嘻嘻……","AB","19","11","0","純白之翼 蘭德索爾分部","長妻樹里","127001","最愛妄想！其實是個害羞少女","49","157"
"魔族","占卜","7","18","忍（夏日）","我從小就能看見\n其他人看不到的事物。現在你身後也有\n一個人、兩個人、三個人……真熱鬧呢。","AB","22","12","0","惡魔偽王國軍","大坪由佳","127101","擅長占卜的靈能少女","42","157"
"獸人族","和貓咪玩耍","1","14","凱留（插班生）","怎麼慢吞吞的啦。\n真沒辦法，我來助你一臂之力吧。　給我好好感謝哦！","A","2","9","0","美食殿堂","立花理香","127201","倒在路旁的謎之貓耳魔法師","39","152"
"魔族","時尚","14","17","鈴奈（插班生）","秀才，哈嚕～！人家對寫字和算數\n有點……不是有點，是超不擅長耶～\n不過不過，時尚流行的事就交給人家吧～！","O","10","4","0","月光學院","上坂すみれ","127301","天真浪漫的人氣超級名模","48","167"
"精靈族","經營、茶會","9","17","咲戀（薩拉薩利亞）","吝嗇？　不是的，\n我只是秉持著「不浪費」的精神\n過每一天喔！","A","4","10","0","咲戀育幼院","堀江由衣","127501","經營育幼院的庶民派溫柔大小姐","43","156"
"人族","釣魚","13","25","流夏（薩拉薩利亞）","","B","11","7","0","暮光流星群","佐藤利奈","127601","散發人情味的帥氣「大姐頭」","54","167"
"龍人族","與妹妹一起度過的假日","","12","琳德","","?","5","2","0","？？？","豐田萌繪","127701","認真又拼命的龍女僕（姊）","???","145"
"龍人族","偷懶，與姐姐一起度過的假日","","12","烏爾姆","","?","5","2","0","？？？","關根明良","127801","不認真又倦怠的龍女僕（妹）","???","145"
"人族","邊走邊吃、料理","1","17","貪吃佩可（聖誕節）","那、那個……你身上有帶著吃的東西嗎？\n我的肚子餓得咕嚕咕嚕叫了……","O","31","3","0","美食殿堂","M・A・O","127901","元氣滿點的空腹少女","46","156"
"人族","數錢、打壞主意","18","26","克蕾琪塔（聖誕節）","","A","19","9","0","里士滿工商會","Lynn","128001","醒悟了忠義的女商人","57","160"
"龍人族","遊戲","17","13","祈梨（新年）","","AB","29","9","0","龍族巢穴","藤田茜","128301","嘴上功夫一流的廢材龍娘","???","145"
"精靈族","和妹妹一起玩、回籠覺、午睡、早睡","6","17","初音（新年）","我是初音！　是遇到麻煩的人的夥伴呦！\n有困擾時，隨時都可以跟我說喔♪\n會用我的超……魔，魔法來幫忙的！","A","24","12","0","森林守衛","大橋彩香","128401","為了大家使用超能力的睡美人","46","156"
"獸人族","讀書、推理","10","15","霞（新年）","","AB","3","11","0","哞哞自衛隊","水瀬いのり","128501","頭腦聰明的美少女名偵探","41","152"
"獸人族","助人、打氣加油","2","16","日和（星素）","你好！我是日和！\n碰到有困難的人我會去幫助他們！\n你如果樂意要不要一起來呢？","A","27","8","0","破曉之星","東山奈央","128701","最愛幫助別人！　正向思考的格鬥少女","44","155"
"魔族","讀書、騎馬、茶","2","18","怜（星素）","能與你相遇一定是因為某種緣份。\n作為同樣以索爾之塔塔頂為目標的同伴，\n一起加油吧。請多指教。","B","12","1","0","破曉之星","早見沙織","128801","冷酷又率直的劍士","46","163"
"人族","料理、觀察人類","2","17","優衣（星素）","雖然不曉得能不能幫上忙……但我也會盡全力地\n支援大家哦！","O","5","4","0","破曉之星","種田梨沙","128901","擅長支援戰鬥，心地善良的少女","47","158"
"人族","聽騎士先生說話","","??","厄莉絲","","?","15","2","0","？？？","桑島法子","129001","在悲劇的根源盛開的美麗黑薔薇","??","168"
"人族","讀書","16","18","優妮（冬日）","","O","28","2","0","聖德蕾莎女子學院（好朋友社）","小原好美","129301","沉睡於書庫的小小賢人","36","142"
"精靈族","飛鏢","16","17","克蘿依（冬日）","","O","7","8","0","聖德蕾莎女子學院（好朋友社）","種﨑敦美","129401","生長在市區的陰暗系精靈族","42","154"
