fb7aa69cfcfe2797249c9f5f4838316a1a30b6212220fd6eced55f884ac91271,377076e3c292d4bfbaa4f0dd7787fffc008b68a436061ecd348e60b85de261ff,b7afccea4aee5e89e4212a195dcbd98b19039d5f3c9170b9dca08fbdaf99daf0,fec27c98e932d6c682652e41820bccffbf6fe34b442638b95ff3e0589f3f7211,d77fbab7b20dc651f33822b9e6842952099183bba22b8973b72ae1ad6f13d32d,42b99cfdee3c0a44c6fe09ada195ba42b054182a32d287b7960e46390addb62a,374b4e4160878577243df6d1f55d7fb543599b12756004f92ef9d5f4ec21ba5a,f6641971ffb845934128ad87c69a4a7f42480b4414ec48110732bcfd9deaf31f,0fd4ef742a99181330bcccd1f81f1a09705f71a6f56b9d805ca461b3ccbf6a4d,6bd78e012cb6747367ad1c7aa87d2198cb4825ed6bea5700c409b0b388928b22,03e093dfa872d3b878acbb122ef037c282b8e89b8613367e32d75535bbce91f2
"3","","nyx_203_yukari_03","1","3","12030035","203","","","","0.5"
"103431","","nyx_203_yukari_03","1","3","12030036","203","","","","0.5"
"103431","","嘿咻～多喝一點～\n嗯呵呵～麥酒可是\n無所不能的啦～♪","10","11","12030037","203","","","",""
"0","","","","91","12030038","203","","","",""
"0.1","","","","93","12030039","203","","","",""
"3","","nyx_203_yukari_06","0","3","12030040","203","nyx_203_yukari_05","1","","0.2"
"103431","","nyx_203_yukari_06","0","3","12030041","203","nyx_203_yukari_05","1","","0.2"
"0.5","","","","93","12030042","203","","","",""
"103231","","nyx_lookup","0","3","12030043","203","nyx_cmn_05","1","0.2","0.2"
"2","","","","93","12030044","203","","","",""
"103231","","1","1","12","12030045","203","","","",""
"3","","1","","4","12030046","203","","","",""
"103431","","1","","4","12030047","203","","","",""
"3","","nyx_203_yukari_04","0","3","12030048","203","","","","0.2"
"103431","","nyx_203_yukari_04","0","3","12030049","203","","","","0.2"
"3","","-245","-10","2","12030050","203","0.67","0","",""
"103431","","-245","-10","2","12030051","203","0.67","0","",""
"0.67","","","","93","12030052","203","","","",""
"0.83","","","","93","12030053","203","","","",""
"3","","-265","-10","2","12030054","203","0.5","0","",""
"103431","","-265","-10","2","12030055","203","0.5","0","",""
"0.5","","","","93","12030056","203","","","",""
"3","","-328","-10","2","12030057","203","0.67","0","",""
"103431","","-328","-10","2","12030058","203","0.67","0","",""
"103231","","nyx_cmn_04","1","3","12030059","203","","","","0.2"
"104831","","nyx_lookup","0","3","12030060","203","nyx_idle_sad","1","0.2","0.2"
"0.67","","","","93","12030061","203","","","",""
"3","","-330","-10","2","12030062","203","0.67","0","",""
"103431","","-330","-10","2","12030063","203","0.67","0","",""
"0.67","","","","93","12030064","203","","","",""
"3","","nyx_203_yukari_05","0","3","12030065","203","nyx_203_yukari_06","1","","0.2"
"103431","","nyx_203_yukari_05","0","3","12030066","203","nyx_203_yukari_06","1","","0.2"
"0.66","","","","93","12030067","203","","","",""
"104831","","12","1","12","12030068","203","","","",""
"2","","","","93","12030069","203","","","",""
"103431","","9","1","12","12030070","203","","","",""
"104631","","nyx_lookup","0","3","12030071","203","nyx_talk_sad","1","0.2","0.2"
"3","","0","","4","12030072","203","","","",""
"103431","","0","","4","12030073","203","","","",""
"3","","nyx_203_yukari_04","0","3","12030074","203","","","","0.2"
"103431","","nyx_203_yukari_04","0","3","12030075","203","","","","0.2"
"3","","-285","-10","2","12030076","203","0.67","0","",""
"103431","","-285","-10","2","12030077","203","0.67","0","",""
"0.67","","","","93","12030078","203","","","",""
"0.83","","","","93","12030079","203","","","",""
"3","","-265","-10","2","12030080","203","0.5","0","",""
"103431","","-265","-10","2","12030081","203","0.5","0","",""
"0.5","","","","93","12030082","203","","","",""
"3","","-202","-10","2","12030083","203","0.67","0","",""
"103431","","-202","-10","2","12030084","203","0.67","0","",""
"104631","","5","1","12","12030085","203","","","",""
"0.67","","","","93","12030086","203","","","",""
"3","","-200","-10","2","12030087","203","0.67","0","",""
"103431","","-200","-10","2","12030088","203","0.67","0","",""
"0.67","","","","93","12030089","203","","","",""
"3","","nyx_203_yukari_05","1","3","12030090","203","","","","0.2"
"103431","","nyx_203_yukari_05","1","3","12030091","203","","","","0.2"
"0.66","","","","93","12030092","203","","","",""
"104631","","nyx_idle_sad","1","3","12030093","203","","","","0.2"
"103431","","6","1","12","12030094","203","","","",""
"3","","0","","4","12030095","203","","","",""
"103431","","0","","4","12030096","203","","","",""
"1","","","","93","12030097","203","","","",""
"12030039","","","","101","12030098","203","","","",""
"1","nyx_204_mifuyu_01","104831","110","1","12040001","204","121.8","28.5","1","1.2"
"2","nyx_204_mifuyu_01","2","120","5","12040002","204","121.8","28.5","1","1.2"
"1","nyx_idle_normal","103431","110","1","12040003","204","-278","-286.1","0","1.2"
"1","nyx_idle_normal","104631","140","1","12040004","204","283.5","-286.1","1","1.2"
"1","nyx_idle_normal","103231","110","1","12040005","204","-413","-286.1","0","1.2"
"2","","1","0","31","12040006","204","0","1","","1"
"3","nyx_yagura_up_harf","3","130","5","12040007","204","109","-278","0","1.2"
"14","","2","-111","31","12040008","204","34","1","","1"
"bgm_M347","","bgm_M347","","25","12040009","204","","","",""
"2","","","","93","12040010","204","","","",""
"104831","","nyx_204_mifuyu_01","1","3","12040011","204","","","","0.2"
"2","","nyx_204_mifuyu_01","1","3","12040012","204","","","","0.2"
"104831","","終於……\n完成了呢……","10","11","12040013","204","","","","0"
"0.2","","","","93","12040014","204","","","",""
"104631","","nyx_lookup","0","3","12040015","204","nyx_204_akino_01_loop","1","0.2","0.2"
"0.5","","","","93","12040016","204","","","",""
"104831","","nyx_204_mifuyu_02","1","3","12040017","204","","","","0.2"
"2","","nyx_204_mifuyu_02","1","3","12040018","204","","","","0.2"
"12040013","","","","91","12040019","204","","","",""
"104831","","比起設計階段\n很明顯地增加了\n許多功能呢……","10","11","12040020","204","","","","0"
"1.5","","","","93","12040021","204","","","",""
"103431","","nyx_lookup","0","3","12040022","204","nyx_lookup_loop","1","0.2","0.2"
"12040020","","","","91","12040023","204","","","",""
"0.2","","","","93","12040024","204","","","",""
"103231","","nyx_204_akino_01","0","3","12040025","204","","","","0.2"
"103231","","很驚訝對吧！\n這正是我們點子的\n心血結晶！","10","11","12040026","204","","","",""
"1","","","","93","12040027","204","","","",""
"103231","","nyx_204_akino_02","1","3","12040028","204","","","","0.2"
"12040026","","","","91","12040029","204","","","",""
"0.5","","","","93","12040030","204","","","",""
"104831","","是啊，我是很驚訝……\n沒想到妳們竟然會\n恣意妄為成這樣子","10","11","12040031","204","","","","0"
"0.2","","","","93","12040032","204","","","",""
"104831","","nyx_204_mifuyu_03","1","3","12040033","204","","","0.2","0.2"
"2","","nyx_204_mifuyu_03","1","3","12040034","204","","","0.2","0.2"
"3","","","","93","12040035","204","","","",""
"12040031","","","","91","12040036","204","","","",""
"104631","","nyx_talk_sad","1","3","12040037","204","","","",""
"104631","","為、為什麼\n妳在發抖喵？\n美冬…","10","11","12040038","204","","","",""
"0","","","","91","12040039","204","","","",""
"104831","","nyx_204_mifuyu_04","0","3","12040040","204","nyx_204_mifuyu_05","1","0.3","0.3"
"2","","nyx_204_mifuyu_04","0","3","12040041","204","nyx_204_mifuyu_05","1","0.3","0.3"
"104831","","這不是當然的嗎！\n這一堆毫無用處的\n功能是怎麼回事！","10","11","12040042","204","","","","0"
"0.6","","","","93","12040043","204","","","",""
"104631","","cmn_shock_def_N","0","3","12040044","204","nyx_idle_surprise2","1","0.2","0.3"
"103431","","cmn_shock_def_N","0","3","12040045","204","nyx_idle_sad","1","0.2","0.3"
"103231","","cmn_shock_def_N","0","3","12040046","204","nyx_idle_surprise1","1","0.2","0.3"
"1.5","","","","93","12040047","204","","","",""
"12040042","","","","91","12040048","204","","","",""
"104831","","不管怎麼看都是\n滿滿的浪費……\n太沒有效率了……！","10","11","12040049","204","","","","0"
"0","","","","91","12040050","204","","","",""
"103431","","nyx_talk_sad","1","3","12040051","204","","","0.3","0.3"
"103431","","冷、冷靜一點\n美冬……\n這也沒有辦法嘛……","10","11","12040052","204","","","",""
"0","","","","91","12040053","204","","","",""
"104831","","看到這個\n我怎麼可能還\n冷靜得下來啦～！","10","11","12040054","204","","","","0"
"2.7","","","","93","12040055","204","","","",""
"103431","","nyx_cmn_03","1","3","12040056","204","","","0.3","0.3"
"104831","","nyx_204_mifuyu_07","0","3","12040057","204","nyx_204_mifuyu_06","1","0.3","0.3"
"2","","nyx_204_mifuyu_07","0","3","12040058","204","nyx_204_mifuyu_06","1","0.3","0.3"
"12040052","","","","91","12040059","204","","","",""
"0.5","","","","93","12040060","204","","","",""
"103431","","0","1","4","12040061","204","","","",""
"0.5","","","","93","12040062","204","","","",""
"103431","","2","1","12","12040063","204","","","",""
"1.5","","","","93","12040064","204","","","",""
"104631","","17","1","12","12040065","204","","","",""
"104631","","nyx_talk_sad","1","3","12040066","204","","","0.3","0.3"
"1.5","","","","93","12040067","204","","","",""
"103431","","1","1","4","12040068","204","","","",""
"104631","","nyx_idle_sad","1","3","12040069","204","","","0.3","0.3"
"0.2","","","","93","12040070","204","","","",""
"103231","","7","1","12","12040071","204","","","",""
"103231","","nyx_talk_joy1","0","3","12040072","204","cmn_pose02_def_N","1","0.2","0.3"
"0.1","","","","93","12040073","204","","","",""
"103431","","nyx_talk_sad","1","3","12040074","204","","","0.3","0.3"
"2","","","","93","12040075","204","","","",""
"104831","","15","1","12","12040076","204","","","",""
"2","","","","93","12040077","204","","","",""
"12040061","","1","","101","12040078","204","","","",""
"1","nyx_301_yuni_01","111031","110","1","13010001","301","-135","-277","0","1.2"
"3","","1","0","31","13010002","301","0","1","","1"
"17","","2","40","31","13010003","301","-195","1","","1"
"18","","3","40","31","13010004","301","-195","1","","0"
"19","","4","40","31","13010005","301","-195","1","","0"
"bgm_M347","","bgm_M347","","25","13010006","301","","","",""
"2","","","","93","13010007","301","","","",""
"111031","","好朋友X……\n那個真的是\n浪漫的結晶啊……","10","11","13010008","301","","","",""
"0","","1","","91","13010009","301","","","",""
"111031","","由那創新之中所獲得\n的刺激應該以有形的\n方式留存下來才對…","10","11","13010010","301","","","",""
"0","","1","","91","13010011","301","","","",""
"0.6","","","","93","13010012","301","","","",""
"111031","","nyx_103_yuni_02","1","3","13010013","301","","","","0.2"
"111031","","綜上所述\n本來我是打算來蒐集\n好朋友X的殘骸的","10","11","13010014","301","","","",""
"0","","1","","91","13010015","301","","","",""
"111031","","cmn_pose02_def_N","0","3","13010016","301","nyx_idle_normal","","0.2","0.2"
"111031","","但如果只是修理這些\n並單純組裝起來的話\n也不過是仿造品罷了","10","11","13010017","301","","","",""
"0","","1","","91","13010018","301","","","",""
"111031","","nyx_103_yuni_03","0","3","13010019","301","nyx_103_yuni_04","1","","0.2"
"111031","","我要做些個人修改\n像是將機體縮小及\n改良各種功能","10","11","13010020","301","","","",""
"0","","1","","91","13010021","301","","","",""
"111031","","cmn_pose02_def_N","1","3","13010022","301","","","","0.2"
"111031","","嗯，也就是說\n鯛魚燒加上\n麥酒……","10","11","13010023","301","","","",""
"0","","","","91","13010024","301","","","",""
"0.5","","","","93","13010025","301","","","",""
"111031","","nyx_301_yuni_03","1","3","13010026","301","","","","0.2"
"111031","","不對，說到底\n為什麼鯛魚燒和麥酒\n會被裝進去呢","10","11","13010027","301","","","",""
"0","","1","","91","13010028","301","","","",""
"111031","","……真是令人費解啊\n看來似乎有必要先從\n這點開始思考起呢","10","11","13010029","301","","","",""
"0","","1","","91","13010030","301","","","",""
"111031","","nyx_301_yuni_01","1","3","13010031","301","","","","0.2"
"111031","","這是何等的難題啊\n我那對知識的探求心\n蠢蠢欲動了起來","10","11","13010032","301","","","",""
"0","","","","91","13010033","301","","","",""
"2","","","","93","13010034","301","","","",""
"111031","","1","","4","13010035","301","","","",""
"111031","","cmn_walk_def_N","1","3","13010036","301","","","","0.2"
"111031","","-230","-277","2","13010037","301","1.5","","",""
"1.5","","","","93","13010038","301","","","",""
"111031","","nyx_301_yuni_02","0","3","13010039","301","nyx_idle_normal","1","0.2","0.2"
"3","","","","93","13010040","301","","","",""
"111031","","0","","4","13010041","301","","","",""
"111031","","cmn_walk_def_N","1","3","13010042","301","","","","0.2"
"111031","","-95","-277","2","13010043","301","1.5","","",""
"1.5","","","","93","13010044","301","","","",""
"111031","","12","1","12","13010045","301","","","",""
"111031","","nyx_301_yuni_02","0","3","13010046","301","nyx_idle_normal","1","0.2","0.2"
"0.4","","","","93","13010047","301","","","",""
"3","","1","","32","13010048","301","","","",""
"2.6","","","","93","13010049","301","","","",""
"111031","","1","","4","13010050","301","","","",""
"111031","","cmn_walk_def_N","1","3","13010051","301","","","","0.2"
"111031","","-230","-277","2","13010052","301","1.5","","",""
"1.5","","","","93","13010053","301","","","",""
"111031","","13","1","12","13010054","301","","","",""
"111031","","nyx_301_yuni_02","0","3","13010055","301","nyx_idle_normal","1","0.2","0.2"
"3","","","","93","13010056","301","","","",""
"111031","","0","","4","13010057","301","","","",""
"111031","","cmn_walk_def_N","1","3","13010058","301","","","","0.2"
"111031","","-95","-277","2","13010059","301","1.5","","",""
"1.5","","","","93","13010060","301","","","",""
"111031","","nyx_301_yuni_02","0","3","13010061","301","nyx_idle_normal","1","0.2","0.2"
"0.4","","","","93","13010062","301","","","",""
"4","","1","","32","13010063","301","","","",""
"2.6","","","","93","13010064","301","","","",""
"111031","","1","","4","13010065","301","","","",""
"111031","","cmn_walk_def_N","1","3","13010066","301","","","","0.2"
"111031","","-230","-277","2","13010067","301","1.5","","",""
"1.5","","","","93","13010068","301","","","",""
"111031","","nyx_301_yuni_02","0","3","13010069","301","nyx_idle_normal","1","0.2","0.2"
"3","","","","93","13010070","301","","","",""
"111031","","0","","4","13010071","301","","","",""
"111031","","cmn_walk_def_N","1","3","13010072","301","","","","0.2"
"111031","","165","-277","2","13010073","301","4","","",""
"4","","","","93","13010074","301","","","",""
"111031","","12","1","12","13010075","301","","","",""
"111031","","nyx_301_yuni_02","0","3","13010076","301","nyx_idle_normal","1","0.2","0.2"
"3","","","","93","13010077","301","","","",""
"111031","","1","","4","13010078","301","","","",""
"111031","","cmn_walk_def_N","1","3","13010079","301","","","","0.2"
"111031","","-230","-277","2","13010080","301","4","","",""
"4","","","","93","13010081","301","","","",""
"111031","","17","1","12","13010082","301","","","",""
"111031","","cmn_pose02_def_N","0","3","13010083","301","nyx_idle_normal","1","0.2","0.2"
"4","","","","93","13010084","301","","","",""
"111031","","0","","4","13010085","301","","","",""
"111031","","cmn_walk_def_N","1","3","13010086","301","","","","0.2"
"111031","","165","-277","2","13010087","301","4","","",""
"4","","","","93","13010088","301","","","",""
"111031","","nyx_301_yuni_02","0","3","13010089","301","nyx_303_yuni_01","0","0.2","0.2"
"2.4","","","","93","13010090","301","","","",""
"111031","","7","1","12","13010091","301","","","",""
"1.6","","","","93","13010092","301","","","",""
"111031","","1","","4","13010093","301","","","",""
"111031","","cmn_walk_def_N","1","3","13010094","301","","","","0.2"
"111031","","-230","-277","2","13010095","301","4","","",""
"4","","","","93","13010096","301","","","",""
"111031","","2","1","12","13010097","301","","","",""
"111031","","nyx_301_yuni_02","0","3","13010098","301","cmn_pose02_def_N","1","0.2","0.2"
"4","","","","93","13010099","301","","","",""
"13010071","","","","101","13010100","301","","","",""
"1","nyx_idle_normal","111031","110","1","13020001","302","4000","-277","1","1.2"
"2","NoItem","2","120","5","13020002","302","-200","-277","1","1.2"
"3","","1","0","31","13020003","302","0","1","","1"
"20","","3","-110","31","13020004","302","-240","1","","0"
"21","","4","40","31","13020005","302","-195","1.2","","1"
"bgm_M347","","bgm_M347","","25","13020006","302","","","",""
"2","","","","93","13020007","302","","","",""
"111031","","nyx_302_yuni_01","0","3","13020008","302","nyx_idle_normal","1","0.2",""
"111031","","-200","-277","2","13020009","302","0","","",""
"2","","-200","-279","2","13020010","302","0","","",""
"111031","","……噗哈～！","10","11","13020011","302","","","",""
"0","","","","93","13020012","302","","","",""
"3","","1","","32","13020013","302","","","",""
"13020011","","","","91","13020014","302","","","",""
"111031","","不行不行\n差一點就要被埋在\n這堆材料山裡了","10","11","13020015","302","","","",""
"0","","","","91","13020016","302","","","",""
"2","","nyx_302_yuni_02","0","3","13020017","302","NoItem","1","","0.2"
"111031","","nyx_302_yuni_02","0","3","13020018","302","nyx_idle_normal","1","0.2","0.2"
"111031","","只不過因禍得福，\n竟然讓我意外地找到\n一直在找的零件","10","11","13020019","302","","","",""
"5","","","","93","13020020","302","","","",""
"111031","","0","","4","13020021","302","","","",""
"111031","","nyx_cmn_03","1","3","13020022","302","","","","0.2"
"111031","","唔嗯…還真是僥倖\n事已至此，那我就\n再潛航看看吧……","10","11","13020023","302","","","",""
"0","","","","91","13020024","302","","","",""
"111031","","nyx_301_yuni_01","1","3","13020025","302","","","","0.2"
"111031","","這種名為素材潛水的\n全新探索之旅意外的\n是件挺有意義的事呢","10","11","13020026","302","","","",""
"0","","1","","91","13020027","302","","","",""
"111031","","反正萬一溺水的話\n一定會有學弟妹\n注意到我的吧","10","11","13020028","302","","","",""
"0","","1","","91","13020029","302","","","",""
"111031","","nyx_302_yuni_03","0","3","13020030","302","nyx_302_yuni_04","1","","0.2"
"111031","","沒有辦法了\n我要上啦！","10","11","13020031","302","","","",""
"0","","1","","91","13020032","302","","","",""
"1.5","","","","93","13020033","302","","","",""
"111031","","唔。鑽得太深了\n看來……要出不去了！\n快來人！快來人啊！","10","11","13020034","302","","","",""
"0","","","","91","13020035","302","","","",""
"6","","","","93","13020036","302","","","",""
"111031","","2","1","12","13020037","302","","","",""
"4","","","","93","13020038","302","","","",""
"111031","","4","1","12","13020039","302","","","",""
"4","","","","93","13020040","302","","","",""
"13020036","","","","101","13020041","302","","","",""
"1","nyx_303_yuni_07","111031","110","1","13030001","303","49","-221.5","1","1.2"
"4","","1","0","31","13030002","303","0","1","","1"
"bgm_M347","","bgm_M347","","25","13030003","303","","","",""
"2","","","","93","13030004","303","","","",""
"111031","","唔嗯，整個過程雖然\n一波三折……但最後\n總算順利完成了呢","10","11","13030005","303","","","",""
"0","","","","91","13030006","303","","","",""
"111031","","nyx_303_yuni_01_noshadow","1","3","13030007","303","","","","0.2"
"111031","","哼哼哼……最終成果\n真是讓我心滿意足……","10","11","13030008","303","","","",""
"0","","","","91","13030009","303","","","",""
"111031","","外觀的完成度\n自然是無需多言\n值得一提的是功能面","10","11","13030010","303","","","",""
"0","","","","91","13030011","303","","","",""
"111031","","nyx_303_yuni_03","1","3","13030012","303","","","","0.2"
"111031","","來試著進行一下\n動作的測試吧","10","11","13030013","303","","","",""
"0","","","","91","13030014","303","","","",""
"111031","","nyx_303_yuni_02","0","3","13030015","303","nyx_303_yuni_04","1","0.2","0.2"
"3","","","","93","13030016","303","","","",""
"111031","","nyx_303_yuni_07","1","3","13030017","303","","","","0.2"
"111031","","嗯……\n映出表情的功能\n似乎沒有問題呢","10","11","13030018","303","","","",""
"0","","","","91","13030019","303","","","",""
"111031","","nyx_303_yuni_09","0","3","13030020","303","nyx_303_yuni_04","1","0.2","0.2"
"111031","","接下來要測試\n哪一個功能呢……","10","11","13030021","303","","","",""
"0","","","","91","13030022","303","","","",""
"0.5","","","","93","13030023","303","","","",""
"111031","","總而言之先隨便按\n幾個開關……哎呀\n這個按鈕可不行呢","10","11","13030024","303","","","",""
"1.5","","","","93","13030025","303","","","",""
"111031","","nyx_303_yuni_02","0","3","13030026","303","","","","0.2"
"1","","","","93","13030027","303","","","",""
"111031","","nyx_303_yuni_06","0","3","13030028","303","nyx_303_yuni_05","1","","0.2"
"2","","","","93","13030029","303","","","",""
"111031","","……好險好險\n差一點就要\n啟動自爆裝置了","10","11","13030030","303","","","",""
"0.1","","","","93","13030031","303","","","",""
"111031","","nyx_303_yuni_08","1","3","13030032","303","","","","0.2"
"13030030","","","","91","13030033","303","","","",""
"2","","","","93","13030034","303","","","",""
"111031","","nyx_303_yuni_09","0","3","13030035","303","nyx_303_yuni_04","1","0.2","0.2"
"2","","","","93","13030036","303","","","",""
"111031","","nyx_303_yuni_02","0","3","13030037","303","nyx_303_yuni_03","1","0.2","0.2"
"1.8","","","","93","13030038","303","","","",""
"111031","","6","1","12","13030039","303","","","",""
"3.2","","","","93","13030040","303","","","",""
"111031","","nyx_303_yuni_09","0","3","13030041","303","nyx_303_yuni_04","1","0.2","0.2"
"2","","","","93","13030042","303","","","",""
"111031","","nyx_303_yuni_02","0","3","13030043","303","nyx_303_yuni_08","1","0.2","0.2"
"1.8","","","","93","13030044","303","","","",""
"111031","","2","1","12","13030045","303","","","",""
"1.2","","","","93","13030046","303","","","",""
"13030034","","","","101","13030047","303","","","",""
