682795edc029457e9e7fb6d5e77cb3c7f7035eb978ebe4a6b2eebaf1ccd3a3d3,dea336e9ef7a4c48e04687ec332318996e8da9f160309e14f7fd9873fe1d90a9,2bc486028c7d53cb96cac264791f452d92539d5bec2a303dc8636847c77e70b6,8fda1db22bcef6e280350c3077ca496a19ab55e1ac221b1441e7a38cd7e76d28,9d81d41736c21ab9a01ae00481bf4e539b16a86fe28b87da664bfbe70be70056,fd25fc4885dde7742a9ab9a0266554c258d54921b2a3f4c22d0753d1c0f755ce,1545a1bc4fa889e6b0926a7eb1bef9bb939dfcf06bd8fcc5947768c8510d5ca7,268e22ca3de4fec2a0ac2d3e4bfea458a9fbd86d7a84015792b607a3bd088e04,7189b221f8c685413fd5a1946fb5f49e1ea14f23831d53429a4e27cfcc4474a6,367ed9cde6401bb608b0f18f2fbadfea4c09aaba93b1739b270da46a4e0ffa66,c4ef4145ded9f6ba02c36cc33b8dc5ed8c50877551d5c504739b590e64df2997
"0","10","20202","0","1","1202020008","11","0","我也不只是光看著而已唷。\n為了讓大家能夠安心冒險，\n會好好支援大家的唷♪","1","118511"
"","","20202","","","1202020009","91","","","","0"
"","1","20202","0.2","","1202020010","3","","travel_topdrama_r_2000_idle_wish_joy","","118511"
"","","20202","","","1202020011","112","","","",""
"","","20202","","","1202020012","91","","","","0"
"travel_topdrama_r_2000_idle_sad","101","20211","0.8","-68","1202110001","1","1","101411","42","1"
"travel_topdrama_r_2012_empty","103","20211","0.8","-68","1202110002","5","1","3","42","3"
"travel_topdrama_r_2000_idle_cool_surprise","102","20211","0.8","-68","1202110003","1","0","104311","-42","1"
"travel_topdrama_r_2012_empty","104","20211","0.8","-68","1202110004","5","0","4","-42","3"
"mana","110","20211","1","-75","1202110005","5","0","0","0","0"
"","","20211","","","1202110006","91","","","","0"
"","","20211","","","1202110007","93","","0","","10"
"","","20211","","","1202110008","101","","","","1202110007"
"","0","20211","0","","1202110009","3","","none","","0"
"","","20211","","","1202110010","91","","","","0"
"","","20212","","","1202120001","13","","103","","101411"
"","","20212","","","1202120002","13","","104","","104311"
"","1","20212","0.2","","1202120003","3","","travel_topdrama_r_2000_talk_sad_loop","","101411"
"","0","20212","","","1202120004","21","","vo_travel_talk_20021_00","0","vo_travel_talk"
"0","10","20212","0","1","1202120005","11","0","接下來該前進的方向是左還右……\n即使看地圖也開始搞不懂了。\n剛才還走到了死路……","1","101411"
"","","20212","","","1202120006","91","","","","0"
"","1","20212","0.2","","1202120007","3","","travel_topdrama_r_2000_idle_sad","","101411"
"","0","20212","0.2","1","1202120008","3","0","travel_topdrama_r_2000_talk_cool_in_normal2","travel_topdrama_r_2000_talk_cool_loop_normal2","104311"
"","0","20212","","","1202120009","21","","vo_travel_talk_20021_01","0","vo_travel_talk"
"0","10","20212","0","1","1202120010","11","0","我在這種時候會往前進！\n但不知道怎麼判斷就表示妳累了吧。\n來，吃點甜食休息一下吧。","1","104311"
"","","20212","","","1202120011","91","","","","0"
"","0","20212","0.2","1","1202120012","3","0","travel_topdrama_r_2000_eat_in","travel_topdrama_r_2000_eat_idle","104311"
"","0","20212","0.2","1","1202120013","3","0","travel_topdrama_r_2000_eat_in","travel_topdrama_r_2000_eat_idle","3"
"","0","20212","0.2","","1202120014","3","","travel_topdrama_r_2000_eat_in","","101411"
"","0","20212","0.2","","1202120015","3","","travel_topdrama_r_2000_eat_in","","4"
"","","20212","","","1202120016","91","","","","0"
"","1","20212","0","","1202120017","3","","travel_topdrama_r_2000_eat_talk","","101411"
"","1","20212","0","","1202120018","3","","travel_topdrama_r_2000_eat_talk","","4"
"","0","20212","","","1202120019","21","","vo_travel_talk_20021_02","0","vo_travel_talk"
"0","10","20212","0","1","1202120020","11","0","呼，糖分確實滲入疲憊的腦子裡了。\n重振精神後推理的結果……\n我們該前進的方向是，直走！","1","101411"
"","","20212","","","1202120021","91","","","","0"
"","1","20212","0.2","","1202120022","3","","travel_topdrama_r_2000_eat_idle","","101411"
"","1","20212","0.2","","1202120023","3","","travel_topdrama_r_2000_eat_idle","","4"
"","","20212","","","1202120024","112","","","",""
"","","20212","","","1202120025","91","","","","0"
"travel_topdrama_r_2000_idle_smile","101","20221","0.8","-68","1202210001","1","1","102111","42","1"
"travel_topdrama_r_2000_idle_smile_normal","102","20221","0.8","-68","1202210002","1","0","102311","-42","1"
"travel_topdrama_r_2022_pukici","103","20221","0.8","-68","1202210003","5","0","3","-100","3"
"mana","110","20221","1","-75","1202210004","5","0","0","0","0"
"","","20221","","","1202210005","91","","","","0"
"","","20221","","","1202210006","93","","0","","10"
"","","20221","","","1202210007","101","","","","1202210006"
"","0","20221","0","","1202210008","3","","none","","0"
"","","20221","","","1202210009","91","","","","0"
"","","20222","","","1202220001","13","","103","","102111"
"","","20222","","","1202220002","13","","104","","102311"
"","","20222","","","1202220003","13","","105","","3"
"","0","20222","0.2","1","1202220004","3","","travel_topdrama_r_2000_talk_sad_in_dere","travel_topdrama_r_2000_talk_sad_loop_dere","102111"
"","0","20222","","","1202220005","21","","vo_travel_talk_20022_00","0","vo_travel_talk"
"0","10","20222","0","1","1202220006","11","0","今天的冒險，\n未來想透過演戲的方式讓大家看看呢……♪\n名字就叫「綾音與胡桃的大冒險」怎麼樣？","1","102111"
"","","20222","","","1202220007","91","","","","0"
"","1","20222","0.2","","1202220008","3","","travel_topdrama_r_2000_idle_sad_joy","","102111"
"","0","20222","0.2","1","1202220009","3","0.2","travel_topdrama_r_2000_talk_kyapi_in","travel_topdrama_r_2000_talk_kyapi_loop","102311"
"","0","20222","","","1202220010","21","","vo_travel_talk_20022_01","0","vo_travel_talk"
"0","10","20222","0","1","1202220011","11","0","我也贊成！冒險冒險♪\n會不會有寶物呢～會不會有魔物出現呢♪\n來吧，靠近我們，現身吧！","1","102311"
"","","20222","","","1202220012","91","","","","0"
"","1","20222","0.2","","1202220013","3","","travel_topdrama_r_2000_talk_smile_loop","","102311"
"","1","20222","0.2","","1202220014","3","","travel_topdrama_r_2000_talk_sad_loop_dere","","102111"
"","1","20222","0","","1202220015","3","","travel_topdrama_r_2022_laugh","","3"
"","0","20222","","","1202220016","21","","vo_travel_talk_20022_02","0","vo_travel_talk"
"0","10","20222","0","1","1202220017","11","0","「喂，別隨便叫魔物接近我們！\n我們要找的只有寶箱！別突然暴衝！\n唉唉……真是的，當領隊還真辛苦。」","1","3"
"","","20222","","","1202220018","91","","","","0"
"","","20222","","","1202220019","112","","","",""
"","","20222","","","1202220020","91","","","","0"
"travel_topdrama_r_2000_idle_doya","101","20231","0.8","-68","1202310001","1","1","104811","42","1"
"travel_topdrama_r_2000_idle_sad_surprise","102","20231","0.8","-68","1202310002","1","0","104611","-42","1"
"mana","110","20231","1","-75","1202310003","5","0","0","0","0"
"","","20231","","","1202310004","91","","","","0"
"","","20231","","","1202310005","93","","0","","10"
"","","20231","","","1202310006","101","","","","1202310005"
"","0","20231","0","","1202310007","3","","none","","0"
"","","20231","","","1202310008","91","","","","0"
"","","20232","","","1202320001","13","","103","","104811"
"","","20232","","","1202320002","13","","104","","104611"
"","0","20232","0.2","1","1202320003","3","0","travel_topdrama_r_2000_talk_doya_in_faceAnger","travel_topdrama_r_2000_talk_doya_loop_faceAnger","104811"
"","0","20232","","","1202320004","21","","vo_travel_talk_20023_00","0","vo_travel_talk"
"0","10","20232","0","1","1202320005","11","0","我們是承接了很多工作才出發的，\n沒時間悠悠哉哉的了。\n調查後採集，挖掘後販賣，冒險也要有效率地進行喔！","1","104811"
"","","20232","","","1202320006","91","","","","0"
"","1","20232","0.2","","1202320007","3","","travel_topdrama_r_2000_idle_doya_anger","","104811"
"","0","20232","0.2","1","1202320008","3","0","travel_topdrama_r_2000_talk_kyapi_in_dere2","travel_topdrama_r_2000_talk_kyapi_loop_dere2","104611"
"","0","20232","","","1202320009","21","","vo_travel_talk_20023_01","0","vo_travel_talk"
"0","10","20232","0","1","1202320010","11","0","美冬總是太拚了喵。\n休息就是要慢慢地、悠悠哉哉地喵。\n我們在這裡曬一整天的太陽吧喵～♪","1","104611"
"","","20232","","","1202320011","91","","","","0"
"","1","20232","0.2","","1202320012","3","","travel_topdrama_r_2000_idle_sleep","","104611"
"","1","20232","0.2","","1202320013","3","0","travel_topdrama_r_2000_talk_normal_surprise","","104811"
"","0","20232","","","1202320014","21","","vo_travel_talk_20023_02","0","vo_travel_talk"
"0","10","20232","0","1","1202320015","11","0","的確，在這裡的話，就能有高品質的休息了♪\n那就設定好碼表……\n開始有效率地休息吧！","1","104811"
"","","20232","","","1202320016","91","","","","0"
"","0","20232","0.2","1","1202320017","3","","travel_topdrama_r_2000_talk_guts_in","","104811"
"","","20232","","","1202320018","91","","","","0"
"","1","20232","0","","1202320019","3","","travel_topdrama_r_2000_talk_guts_loop","","104811"
"","","20232","","","1202320020","93","","0","","1"
"","","20232","","","1202320021","112","","","",""
"","","20232","","","1202320022","91","","","","0"
"travel_topdrama_r_2000_idle_memory_blink","101","20241","0.8","-68","1202410001","1","1","102711","42","1"
"travel_topdrama_r_2000_idle_normal","102","20241","0.8","-68","1202410002","1","0","105111","-42","1"
"mana","110","20241","1","-75","1202410003","5","0","0","0","0"
"","","20241","","","1202410004","91","","","","0"
"","","20241","","","1202410005","93","","0","","10"
"","","20241","","","1202410006","101","","","","1202410005"
"","0","20241","0","","1202410007","3","","none","","0"
"","","20241","","","1202410008","91","","","","0"
"","","20242","","","1202420001","13","","103","","102711"
"","","20242","","","1202420002","13","","104","","105111"
"","1","20242","0.2","","1202420003","3","","travel_topdrama_r_2000_talk_wish_loop","","102711"
"","0","20242","","","1202420004","21","","vo_travel_talk_20024_00","0","vo_travel_talk"
"0","10","20242","0","1","1202420005","11","0","我會毫不留情地破壞\n阻礙我前進的一切，嘻嘻。\n這全都是為了那位大人和我的未來……","1","102711"
"","","20242","","","1202420006","91","","","","0"
"","1","20242","0.2","","1202420007","3","","travel_topdrama_r_2000_idle_wish_joy","","102711"
"","0","20242","0.2","1","1202420008","3","0","travel_topdrama_r_2000_humu_in","travel_topdrama_r_2000_humu_loop","105111"
"","0","20242","","","1202420009","21","","vo_travel_talk_20024_01","0","vo_travel_talk"
"0","10","20242","0","1","1202420010","11","0","不愧是破壞者，來路上的瓦礫都堆成山了，\n甚至還想繼續破壞，\n真是令人惶恐呢，呵呵……♪","1","105111"
"","","20242","","","1202420011","91","","","","0"
"","1","20242","0.2","","1202420012","3","","travel_topdrama_r_2000_humu_loop_shy","","105111"
"","1","20242","0.2","","1202420013","3","","travel_topdrama_r_2000_talk_sad_loop_doya","","102711"
"","0","20242","","","1202420014","21","","vo_travel_talk_20024_02","0","vo_travel_talk"
"0","10","20242","0","1","1202420015","11","0","來尋找實驗材料的你也一樣，獨眼惡魔。\n讓我們獲得能讓彼此滿意的成果吧……\n嘻嘻嘻。","1","102711"
"","","20242","","","1202420016","91","","","","0"
"","1","20242","0.2","","1202420017","3","","travel_topdrama_r_2000_idle_sad_nervous","","102711"
"","","20242","","","1202420018","112","","","",""
"","","20242","","","1202420019","91","","","","0"
"travel_topdrama_r_2000_hop_loop","101","20251","0.8","-68","1202510001","1","1","100511","42","1"
"travel_topdrama_r_2000_idle_doya_talkJoy1R","102","20251","0.8","-68","1202510002","1","0","103711","-42","1"
"mana","110","20251","1","-75","1202510003","5","0","0","0","0"
"","","20251","","","1202510004","91","","","","0"
"","","20251","","","1202510005","93","","0","","10"
"","","20251","","","1202510006","101","","","","1202510005"
"","0","20251","0","","1202510007","3","","none","","0"
"","","20251","","","1202510008","91","","","","0"
"","","20252","","","1202520001","13","","103","","100511"
"","","20252","","","1202520002","13","","104","","103711"
"","0","20252","0.2","1","1202520003","3","","travel_topdrama_r_2000_hop_in","travel_topdrama_r_2000_hop_loop","100511"
"","0","20252","","","1202520004","21","","vo_travel_talk_20025_00","0","vo_travel_talk"
"0","10","20252","0","1","1202520005","11","0","哇啊～！好厲害！真是絕景！\n太帥啦～！\n就像虎虎修行的地方一樣～！","1","100511"
"","","20252","","","1202520006","91","","","","0"
"","1","20252","0.2","","1202520007","3","","travel_topdrama_r_2000_hop_idle","","100511"
"","0","20252","0.2","1","1202520008","3","","travel_topdrama_r_2000_talk_arm_crossed_in_normal2","travel_topdrama_r_2000_talk_arm_crossed_loop_normal2","103711"
"","0","20252","","","1202520009","21","","vo_travel_talk_20025_01","0","vo_travel_talk"
"0","10","20252","0","1","1202520010","11","0","置身在惡劣環境中鑽研自己，\n這也是冒險的醍醐味呢。\n而且在這裡就能盡情地變身──","1","103711"
"","","20252","","","1202520011","91","","","","0"
"","0","20252","0.1","1","1202520012","3","0","travel_topdrama_r_2000_tomo_henshin_in","travel_topdrama_r_2000_tomo_henshin_loop","103711"
"","0","20252","0.2","1","1202520013","3","0.2","travel_topdrama_r_2000_matsuri_eieio_in","travel_topdrama_r_2000_matsuri_eieio_loop","100511"
"","0","20252","","","1202520014","21","","vo_travel_talk_20025_02","0","vo_travel_talk"
"0","10","20252","0","1","1202520015","11","0","變身成正義英雄！\n沒有啦，開玩笑的……\n奇怪？小智姐也想擺出變身姿勢嗎？","1","100511"
"","","20252","","","1202520016","91","","","","0"
"","","20252","","","1202520017","112","","","",""
"","","20252","","","1202520018","91","","","","0"
"travel_topdrama_r_2000_idle_wish_joy","101","20261","0.8","-68","1202610001","1","1","105911","0","1"
"mana","110","20261","1","-75","1202610002","5","0","0","0","0"
"","","20261","","","1202610003","91","","","","0"
"","","20261","","","1202610004","93","","0","","10"
"","","20261","","","1202610005","101","","","","1202610004"
"","0","20261","0","","1202610006","3","","none","","0"
"","","20261","","","1202610007","91","","","","0"
"","","20262","","","1202620001","13","","103","","105911"
"","0","20262","0.1","1","1202620002","3","0","travel_topdrama_r_2000_wishToSurprise","travel_topdrama_r_2000_talk_surprise_loop","105911"
"","0","20262","","","1202620003","21","","vo_travel_talk_20026_00","0","vo_travel_talk"
"0","10","20262","0","1","1202620004","11","0","呼，看來我們走到很遠的地方了呢。\n不過，所謂的冒險，\n不管是在什麼時候進行都很有趣呢……♪","1","105911"
"","","20262","","","1202620005","91","","","","0"
"","1","20262","0.2","","1202620006","3","","travel_topdrama_r_2000_talk_wish_loop","","105911"
"","0","20262","","","1202620007","21","","vo_travel_talk_20026_01","0","vo_travel_talk"
"0","10","20262","0","1","1202620008","11","0","為了不輸給各位，\n在下也會繼續調查。\n請好好看著吧，主人。","1","105911"
"","","20262","","","1202620009","91","","","","0"
"","","20262","","","1202620010","112","","","",""
"","","20262","","","1202620011","91","","","","0"
"travel_topdrama_r_2000_ames_idle_normal","101","20271","0.8","-68","1202710001","1","1","123011","0","1"
"mana","110","20271","1","-75","1202710002","5","0","0","0","0"
"","","20271","","","1202710003","91","","","","0"
"","","20271","","","1202710004","93","","0","","10"
"","","20271","","","1202710005","101","","","","1202710004"
"","0","20271","0","","1202710006","3","","none","","0"
"","","20271","","","1202710007","91","","","","0"
"","","20272","","","1202720001","13","","103","","123011"
"","0","20272","0.2","1","1202720002","3","0","travel_topdrama_r_2000_ames_talk_wish_in","travel_topdrama_r_2000_ames_talk_wish_loop","123011"
"","0","20272","","","1202720003","21","","vo_travel_talk_20027_00","0","vo_travel_talk"
"0","10","20272","0","1","1202720004","11","0","呼，呼……冒險遠比想像中還要求體力呢……\n嗯，不過，實際來了一趟後，\n發現景色真美♪","1","123011"
"","","20272","","","1202720005","91","","","","0"
"","1","20272","0.2","","1202720006","3","","travel_topdrama_r_2000_ames_talk_yareyare","","123011"
"","0","20272","","","1202720007","21","","vo_travel_talk_20027_01","0","vo_travel_talk"
"0","10","20272","0","1","1202720008","11","0","下次要和那傢伙一起……\n去哪才好呢？\n得請他當我的護衛才行呢。","1","123011"
"","","20272","","","1202720009","91","","","","0"
"","1","20272","0.2","","1202720010","3","","travel_topdrama_r_2000_ames_idle_yareyare","","123011"
"","","20272","","","1202720011","112","","","",""
"","","20272","","","1202720012","91","","","","0"
"travel_topdrama_r_2000_idle_cool","101","20281","0.8","-68","1202810001","1","1","106811","42","1"
"travel_topdrama_r_2000_kaiser_idle_arm_crossed","102","20281","0.8","-68","1202810002","1","0","106911","-42","1"
"mana","110","20281","1","-75","1202810003","5","0","0","0","0"
"","","20281","","","1202810004","91","","","","0"
"","","20281","","","1202810005","93","","0","","10"
"","","20281","","","1202810006","101","","","","1202810005"
"","0","20281","0","","1202810007","3","","none","","0"
"","","20281","","","1202810008","91","","","","0"
"","","20282","","","1202820001","13","","103","","106811"
"","","20282","","","1202820002","13","","104","","106911"
"","0","20282","0.2","1","1202820003","3","0","travel_topdrama_r_2000_talk_cool_in","travel_topdrama_r_2000_talk_cool_loop","106811"
"","0","20282","","","1202820004","21","","vo_travel_talk_20028_00","0","vo_travel_talk"
"0","10","20282","0","1","1202820005","11","0","啊哈哈，瞧你一張臭臉。\n也對，突然被拉出來當然會有所不滿了。\n好了好了，這可是冒險喔，得好好享受才行！","1","106811"
"","","20282","","","1202820006","91","","","","0"
"","1","20282","0.2","","1202820007","3","","travel_topdrama_r_2000_idle_cool","","106811"
"","0","20282","0.2","1","1202820008","3","0","travel_topdrama_r_2000_kaiser_talk_arm_crossed_in","travel_topdrama_r_2000_kaiser_talk_arm_crossed_loop","106911"
"","0","20282","","","1202820009","21","","vo_travel_talk_20028_01","0","vo_travel_talk"
"0","10","20282","0","1","1202820010","11","0","你那漫不經心的口氣，真是讓人怒火中燒。\n事到如今你還在問我是要冒險嗎……？\n別開玩笑了。","1","106911"
"","","20282","","","1202820011","91","","","","0"
"","1","20282","0.2","","1202820012","3","","travel_topdrama_r_2000_kaiser_idle_arm_crossed","","106911"
"","0","20282","0.2","1","1202820013","3","","travel_topdrama_r_2000_talk_arm_crossed_in_normal2","travel_topdrama_r_2000_talk_arm_crossed_loop_normal2","106811"
"","0","20282","","","1202820014","21","","vo_travel_talk_20028_02","0","vo_travel_talk"
"0","10","20282","0","1","1202820015","11","0","我可是認真的喔。\n要從山頂到谷底，海洋到草原，踏遍廣闊的世界！\n我還帶了飯糰，準備齊全了。來吧，出發囉！","1","106811"
"","","20282","","","1202820016","91","","","","0"
"","1","20282","0.2","","1202820017","3","","travel_topdrama_r_2000_idle_arm_crossed","","106811"
"","","20282","","","1202820018","112","","","",""
"","","20282","","","1202820019","91","","","","0"
"travel_topdrama_r_3001_idle_B","51","30011","0.8","-75.6","1300110001","1","0","1000001","-17.5","1"
"travel_topdrama_r_3001_idle_B","50","30011","0.8","-75.6","1300110002","5","0","12","-17.5","1"
"travel_topdrama_r_3001_idle_A","49","30011","0.8","-56.1","1300110003","1","0","1000002","31.4","1"
"travel_topdrama_r_3001_idle_A","48","30011","0.8","-56.1","1300110004","5","0","11","31.4","1"
"travel_topdrama_r_3001_idle_A","49","30011","0.8","-56.1","1300110005","5","0","13","31.4","2"
"normal","110","30011","1","-88","1300110006","5","","0","0","0"
"","-30.3","30011","1","0.5","1300110007","31","","300101","-43.7","300101"
"","260","30011","1","1","1300110008","31","","300103","-110","300103"
"","215","30011","1","1","1300110009","31","","300111","-127","300111"
"","","30011","","","1300110010","91","","0","","0"
"","0","30011","0","","1300110011","3","0","travel_topdrama_r_3001_idle_B","","1000001"
"","0","30011","0","","1300110012","3","0","travel_topdrama_r_3001_idle_B","","12"
"","0","30011","0","","1300110013","3","0","travel_topdrama_r_3001_idle_A","","1000002"
"","0","30011","0","","1300110014","3","0","travel_topdrama_r_3001_idle_A","","11"
"","","30011","","","1300110015","93","","0","","1.7"
"","","30011","","","1300110016","101","","0","","1300110011"
"","0","30011","0","","1300110017","3","","none","","0"
"","","30011","","","1300110018","91","","0","","0"
"","260","30012","0","1","1300120001","31","","300106","-110","300106"
"","260","30012","0","1","1300120002","31","","300108","-110","300108"
"","17.3","30012","0","0.4","1300120003","31","","300100","92.6","300100"
"","0","30012","0","0.4","1300120004","31","","300104","92.6","300104"
"","","30012","","","1300120005","91","","","","0"
"","1","30012","0.5","","1300120006","3","","travel_topdrama_r_3001_idle_A","","1000002"
"","1","30012","0.5","","1300120007","3","","travel_topdrama_r_3001_idle_A","","11"
"","1","30012","0.5","","1300120008","3","","travel_topdrama_r_3001_idle_B","","1000001"
"","1","30012","0.5","","1300120009","3","","travel_topdrama_r_3001_idle_B","","12"
"","","30012","","","1300120010","93","","0","","0.2"
"","","30012","","","1300120011","32","","1","","300100"
"","","30012","","","1300120012","93","","0","","2"
"","","30012","","","1300120013","32","","0","","300103"
"","","30012","","","1300120014","32","","1","","300108"
"","","30012","","","1300120015","32","","1","","300106"
"","0","30012","","","1300120016","23","","se_travel_top_fishing_hit","","se_travel_top"
"","0","30012","0","","1300120017","3","","travel_topdrama_r_3001_1_01_A","","1000002"
"","0","30012","0","","1300120018","3","","travel_topdrama_r_3001_1_01_A","","11"
"","0","30012","0.5","","1300120019","3","","travel_topdrama_r_3001_1_01_B","","1000001"
"","0","30012","0.5","","1300120020","3","","travel_topdrama_r_3001_1_01_B","","12"
"","","30012","","","1300120021","91","","","","0"
"","","30012","","","1300120022","32","","0","","300108"
"","0","30012","0","","1300120023","3","","travel_topdrama_r_3001_1_02_A","","1000002"
"","0","30012","0","","1300120024","3","","travel_topdrama_r_3001_1_02_A","","11"
"","0","30012","0.2","","1300120025","3","","travel_topdrama_r_3001_1_02_B","","1000001"
"","0","30012","0.2","","1300120026","3","","travel_topdrama_r_3001_1_02_B","","12"
"","","30012","","","1300120027","93","","0","","1"
"","","30012","","","1300120028","32","","0","","300100"
"","","30012","","","1300120029","91","","","","0"
"","260","30012","1","1","1300120030","31","","300107","-110","300107"
"","0","30012","","","1300120031","23","","se_travel_top_fishing_appear_box","","se_travel_top"
"","0","30012","","","1300120032","3","","travel_topdrama_r_3001_1_03_A","","1000002"
"","0","30012","","","1300120033","3","","travel_topdrama_r_3001_1_03_A","","11"
"","0","30012","","","1300120034","3","","travel_topdrama_r_3001_1_03_A","","13"
"","0","30012","","","1300120035","3","","travel_topdrama_r_3001_1_03_B","","1000001"
"","0","30012","0.2","1","1300120036","3","","travel_topdrama_r_3001_1_03_B","travel_topdrama_r_3001_1_03_B_loop","12"
"","","30012","","","1300120037","93","","0","","0.8"
"","","30012","","","1300120038","32","","0","","300106"
"","","30012","","","1300120039","111","","","",""
"","","30012","","","1300120040","91","","","","0"
"travel_topdrama_r_3001_idle_B","51","30021","0.8","-75.6","1300210001","1","0","1000001","-17.5","1"
"travel_topdrama_r_3001_idle_B","50","30021","0.8","-75.6","1300210002","5","0","12","-17.5","1"
"travel_topdrama_r_3001_idle_A","49","30021","0.8","-56.1","1300210003","1","0","1000002","31.4","1"
"travel_topdrama_r_3001_idle_A","48","30021","0.8","-56.1","1300210004","5","0","11","31.4","1"
"travel_topdrama_r_3001_idle_A","49","30021","0.8","-56.1","1300210005","5","0","13","31.4","2"
"normal","110","30021","1","-88","1300210006","5","","0","0","0"
"","-30.3","30021","1","0.5","1300210007","31","","300201","-43.7","300201"
"","260","30021","1","1","1300210008","31","","300203","-110","300203"
"","215","30021","1","1","1300210009","31","","300211","-127","300211"
"","","30021","","","1300210010","91","","0","","0"
"","0","30021","0","","1300210011","3","0","travel_topdrama_r_3001_idle_B","","1000001"
"","0","30021","0","","1300210012","3","0","travel_topdrama_r_3001_idle_B","","12"
"","0","30021","0","","1300210013","3","0","travel_topdrama_r_3001_idle_A","","1000002"
"","0","30021","0","","1300210014","3","0","travel_topdrama_r_3001_idle_A","","11"
"","","30021","","","1300210015","93","","0","","1.7"
"","","30021","","","1300210016","101","","0","","1300210011"
"","0","30021","0","","1300210017","3","","none","","0"
"","","30021","","","1300210018","91","","0","","0"
"","260","30022","0","1","1300220001","31","","300206","-110","300206"
"","260","30022","0","1","1300220002","31","","300208","-110","300208"
"","17.3","30022","0","0.4","1300220003","31","","300200","92.6","300200"
"","0","30022","0","0.4","1300220004","31","","300204","92.6","300204"
"","","30022","","","1300220005","91","","","","0"
"","1","30022","0.5","","1300220006","3","","travel_topdrama_r_3001_idle_A","","1000002"
"","1","30022","0.5","","1300220007","3","","travel_topdrama_r_3001_idle_A","","11"
"","1","30022","0.5","","1300220008","3","","travel_topdrama_r_3001_idle_B","","1000001"
"","1","30022","0.5","","1300220009","3","","travel_topdrama_r_3001_idle_B","","12"
"","","30022","","","1300220010","93","","0","","0.2"
"","","30022","","","1300220011","32","","1","","300200"
"","","30022","","","1300220012","93","","0","","2"
"","","30022","","","1300220013","32","","0","","300203"
"","","30022","","","1300220014","32","","1","","300208"
"","","30022","","","1300220015","32","","1","","300206"
"","0","30022","","","1300220016","23","","se_travel_top_fishing_hit","","se_travel_top"
"","0","30022","0","","1300220017","3","","travel_topdrama_r_3001_1_01_A","","1000002"
"","0","30022","0","","1300220018","3","","travel_topdrama_r_3001_1_01_A","","11"
"","0","30022","0.5","","1300220019","3","","travel_topdrama_r_3001_1_01_B","","1000001"
"","0","30022","0.5","","1300220020","3","","travel_topdrama_r_3001_1_01_B","","12"
"","","30022","","","1300220021","91","","","","0"
"","","30022","","","1300220022","32","","0","","300208"
"","0","30022","0","","1300220023","3","","travel_topdrama_r_3001_1_02_A","","1000002"
"","0","30022","0","","1300220024","3","","travel_topdrama_r_3001_1_02_A","","11"
"","0","30022","0.2","","1300220025","3","","travel_topdrama_r_3001_1_02_B","","1000001"
"","0","30022","0.2","","1300220026","3","","travel_topdrama_r_3001_1_02_B","","12"
"","","30022","","","1300220027","93","","0","","1"
"","","30022","","","1300220028","32","","0","","300200"
"","","30022","","","1300220029","91","","","","0"
"","260","30022","1","1","1300220030","31","","300107","-110","300207"
"","0","30022","","","1300220031","23","","se_travel_top_fishing_appear_silverbox","","se_travel_top"
"","0","30022","","","1300220032","3","","travel_topdrama_r_3001_1_03_A","","1000002"
"","0","30022","","","1300220033","3","","travel_topdrama_r_3002_03_A","","11"
"","0","30022","","","1300220034","3","","travel_topdrama_r_3002_03_A","","13"
"","0","30022","","","1300220035","3","","travel_topdrama_r_3001_1_03_B","","1000001"
"","0","30022","0.2","1","1300220036","3","","travel_topdrama_r_3001_1_03_B","travel_topdrama_r_3001_1_03_B_loop","12"
"","","30022","","","1300220037","93","","0","","0.8"
"","","30022","","","1300220038","32","","0","","300206"
"","","30022","","","1300220039","111","","","",""
"","","30022","","","1300220040","91","","","","0"
"travel_topdrama_r_3001_idle_B","51","30031","0.8","-75.6","1300310001","1","0","1000001","-17.5","1"
"travel_topdrama_r_3001_idle_B","50","30031","0.8","-75.6","1300310002","5","0","12","-17.5","1"
"travel_topdrama_r_3001_idle_A","49","30031","0.8","-56.1","1300310003","1","0","1000002","31.4","1"
"travel_topdrama_r_3001_idle_A","48","30031","0.8","-56.1","1300310004","5","0","11","31.4","1"
"travel_topdrama_r_3001_none","52","30031","0.85","-20","1300310005","5","0","15","-170","4"
"normal","110","30031","1","-88","1300310006","5","","0","0","0"
"","-30.3","30031","1","0.5","1300310007","31","","300301","-43.7","300301"
"","260","30031","1","1","1300310008","31","","300303","-110","300303"
"","215","30031","1","1","1300310009","31","","300311","-127","300311"
"","","30031","","","1300310010","91","","0","","0"
"","0","30031","0","","1300310011","3","0","travel_topdrama_r_3001_idle_B","","1000001"
"","0","30031","0","","1300310012","3","0","travel_topdrama_r_3001_idle_B","","12"
"","0","30031","0","","1300310013","3","0","travel_topdrama_r_3001_idle_A","","1000002"
"","0","30031","0","","1300310014","3","0","travel_topdrama_r_3001_idle_A","","11"
"","","30031","","","1300310015","93","","0","","1.7"
"","","30031","","","1300310016","101","","0","","1300310011"
"","0","30031","0","","1300310017","3","","none","","0"
"","","30031","","","1300310018","91","","0","","0"
"","260","30032","0","1","1300320001","31","","300306","-110","300306"
"","260","30032","0","1","1300320002","31","","300308","-110","300308"
"","17.3","30032","0","0.4","1300320003","31","","300300","92.6","300300"
"","0","30032","0","0.4","1300320004","31","","300304","92.6","300304"
