4dc813b8026d2cd960c0069671e727fc8868268327293c7549b82380956bbc72,9098e3b54dd5624090e50447f113e0bcb5a995f7736d1b78e4c1bcfa46fcafdb,999e8fe189285e4c70d378378e577e7a20cfbc463b06884bd42fadb9308ceb76,dac87907e3f1cd07197171b2b4b3e6ab98752887acf8c21bdc3c4545985a5216,d9725f238747be881217c29ed1b91a38dc1439c1b40d1b3055646f81b3ea2253,87b9c0cf22938422bb245164fb107a5917b4dde2126bf6fbe1dd5e6334d0616a,e4d679df998889057589544362bc7546e4d767f979bcdb1deb620c0782bfa623,f220901f58276ea7a791ed782996e56ba31297cb3505d3bcd408a71092cdb9bf,88ebbfb4a647b6351f550b10a0352456b472451a22c869a475ac76eba92b3e26,e9eb38cd0f5ab5407413d1459142dde22f51b5a7e9a68a36bd3cd451ffb6bc1c,275ad87821f9ed90ba950123ce148734695a9c9a20de629f57f27349a5639d34,4547672686292b157cde3b3c7fdf468dee11cac4df6f9e39cb53e3d90a871263,717daaff0d0dacd53756cd6a0905fdbb1779c40b3e01cfa07ba0f103c0196510
"13110203","3","1","1","1","要挽回劣勢！","0","vo_minigame_1012_start_105","0","0","0","1102","0"
"13110301","3","1","1","1","來，下一題！","0","vo_minigame_1012_start_106","0","4","2","1103","0"
"13110302","3","1","1","1","冷靜點！","0","vo_minigame_1012_start_107","0","4","2","1103","0"
"13110303","3","7","7","1","這題會回答嗎？","0","vo_minigame_1012_start_108","0","4","2","1103","0"
"13110304","3","2","2","1","還不能鬆懈！","0","vo_minigame_1012_start_109","0","7","5","1103","0"
"13110305","3","1","1","1","好了，下一題！","0","vo_minigame_1012_start_110","0","7","5","1103","0"
"13110306","3","8","8","1","還沒完喔！","0","vo_minigame_1012_start_111","0","7","5","1103","0"
"13110307","3","2","2","1","集中精神到最後一刻！","0","vo_minigame_1012_start_112","0","10","8","1103","0"
"13110308","1","8","8","1","最後衝刺！","0","vo_minigame_1012_start_113","0","10","8","1103","0"
"13110309","1","1","1","1","撐到最後！","0","vo_minigame_1012_start_114","0","10","8","1103","0"
"13110401","3","2","2","1","這可不能隨便選！","0","vo_minigame_1012_start_115","0","2","2","1104","0"
"13110402","3","7","7","1","哪個是正確答案呢？","0","vo_minigame_1012_start_116","0","2","2","1104","0"
"13110403","3","1","1","1","正解只有一個！","0","vo_minigame_1012_start_117","0","2","2","1104","0"
"13110404","3","3","3","1","是哪個呢？","0","vo_minigame_1012_start_118","0","1","1","1104","0"
"13110405","3","2","2","1","猶豫的時候就靠運氣！","0","vo_minigame_1012_start_119","0","1","1","1104","0"
"13110406","3","5","5","1","〇？還是×？","0","vo_minigame_1012_start_120","0","1","1","1104","0"
"13110407","3","1","1","1","請選擇幾個答案。","0","vo_minigame_1012_start_121","0","3","3","1104","0"
"13110408","3","0","0","1","有複數個答案！","0","vo_minigame_1012_start_122","0","3","3","1104","0"
"13110409","3","3","3","1","答案有幾個呢？","0","vo_minigame_1012_start_123","0","3","3","1104","0"
"13110501","3","1","1","1","看來你準備好了。","0","vo_minigame_1012_start_127","0","0","0","1105","0"
"13110502","3","10","10","1","好熟悉的題目呢！","0","vo_minigame_1012_start_128","0","0","0","1105","0"
"13110503","3","8","8","1","之前有答對喔。","0","vo_minigame_1012_start_129","0","0","0","1105","0"
"13110601","3","3","3","1","這題會回答嗎？","0","vo_minigame_1012_start_124","0","0","0","1106","0"
"13110602","3","3","3","1","還沒答對呢。","0","vo_minigame_1012_start_125","0","0","0","1106","0"
"13110603","3","1","1","1","挑戰，首次答對！","0","vo_minigame_1012_start_126","0","0","0","1106","0"
"13110701","3","8","8","1","到目前為止都很完美喔！","0","vo_minigame_1012_start_130","0","0","0","1107","0"
"13110702","3","7","7","1","最後就俐落地解決吧！","0","vo_minigame_1012_start_131","0","0","0","1107","0"
"13110801","3","3","3","1","下一題再錯的話……","0","vo_minigame_1012_start_132","0","0","0","1108","0"
"13110802","3","2","2","1","都最後了，答對一題吧！","0","vo_minigame_1012_start_133","0","0","0","1108","0"
"13120101","3","1","1","1","答對了！","0","vo_minigame_1012_correct_100","0","0","0","1201","0"
"13120102","3","7","7","1","很行嘛！","0","vo_minigame_1012_correct_101","0","0","0","1201","0"
"13120103","3","8","8","1","不錯喔！","0","vo_minigame_1012_correct_102","0","0","0","1201","0"
"13120104","3","1","1","1","就是那個！","0","vo_minigame_1012_correct_103","0","0","0","1201","0"
"13120105","3","1","1","1","可以的！","0","vo_minigame_1012_correct_104","0","0","0","1201","0"
"13120106","3","8","8","1","很好！","0","vo_minigame_1012_correct_105","0","0","0","1201","0"
"13120107","3","7","7","1","完美！","0","vo_minigame_1012_correct_106","0","0","0","1201","0"
"13120201","3","5","5","1","好快！","8","vo_minigame_1012_correct_110","0.01","3000","0","1202","0"
"13120202","3","5","5","1","厲害！","0","vo_minigame_1012_correct_111","0","3000","0","1202","0"
"13120203","3","7","7","1","節奏不錯喔！","0","vo_minigame_1012_correct_112","0","6000","3001","1202","0"
"13120204","3","1","1","1","速度真快！","0","vo_minigame_1012_correct_113","0","6000","3001","1202","0"
"13120205","3","8","8","1","太棒了！","0","vo_minigame_1012_correct_114","0","6000","3001","1202","0"
"13120206","3","1","1","1","有點猶豫了嗎？","0","vo_minigame_1012_correct_116","0","-1","13333","1202","0"
"13120301","3","5","5","1","你是天才嗎！？","8","vo_minigame_1012_correct_120","0.01","0","0","1203","0"
"13120401","3","1","1","1","你記得呢！","0","vo_minigame_1012_correct_124","0","0","0","1204","0"
"13120402","3","7","7","1","好像很完美喔！","0","vo_minigame_1012_correct_126","0","0","0","1204","0"
"13120501","3","8","8","1","答對了呢！","0","vo_minigame_1012_correct_121","0","0","0","1205","0"
"13120502","3","8","8","1","那就是正確答案！","0","vo_minigame_1012_correct_122","0","0","0","1205","0"
"13120601","3","5","5","1","又答對了！","0","vo_minigame_1012_correct_127","0","-1","3","1206","0"
"13120701","3","1","1","1","勝負現在開始！","0","vo_minigame_1012_correct_130","0","-1","3","1207","0"
"13130101","3","4","4","1","答錯了！","0","vo_minigame_1012_incorrect_100","0","0","0","1301","0"
"13130102","3","2","2","1","不對！","0","vo_minigame_1012_incorrect_101","0","0","0","1301","0"
"13130103","3","3","3","1","不對耶……！","0","vo_minigame_1012_incorrect_102","0","0","0","1301","0"
"13130104","3","4","4","1","搞砸了……！","0","vo_minigame_1012_incorrect_103","0","0","0","1301","0"
"13130105","3","4","4","1","唉呀……！","0","vo_minigame_1012_incorrect_104","0","0","0","1301","0"
"13130106","3","3","3","1","可惜……！","6","vo_minigame_1012_incorrect_105","0.01","0","0","1301","0"
"13130107","3","2","2","1","下一題一定可以！","0","vo_minigame_1012_incorrect_106","0","0","0","1301","0"
"13130201","3","3","3","1","冷靜點！？","0","vo_minigame_1012_incorrect_110","0","3000","0","1302","0"
"13130202","3","6","6","1","剛才是怎麼了！？","8","vo_minigame_1012_incorrect_111","0.01","3000","0","1302","0"
"13130203","3","3","3","1","不要急！","0","vo_minigame_1012_incorrect_112","0","6000","3001","1302","0"
"13130204","3","2","2","1","慢慢來就行了！","0","vo_minigame_1012_incorrect_113","0","6000","3001","1302","0"
"13130205","3","2","2","1","比起速度，答對更重要！","0","vo_minigame_1012_incorrect_114","0","6000","3001","1302","0"
"13130206","3","5","5","1","想太多了嗎？","0","vo_minigame_1012_incorrect_115","0","-1","20000","1302","0"
"13130301","3","9","9","1","這樣沒辦法……","0","vo_minigame_1012_incorrect_120","0","0","0","1303","0"
"13130401","3","3","3","1","是你之前答對的題目喔？","6","vo_minigame_1012_incorrect_121","0.01","0","0","1304","0"
"13130402","3","6","6","1","有好好複習嗎？","2","vo_minigame_1012_incorrect_122","0.01","0","0","1304","0"
"13130501","3","1","1","1","有一部分對了！","0","vo_minigame_1012_incorrect_124","0","0","0","1305","0"
"13130502","3","5","5","1","嗯～真可惜！","0","vo_minigame_1012_incorrect_125","0","0","0","1305","0"
"13140101","3","3","3","1","如何……？","0","vo_minigame_1012_hint_100","0","0","0","1401","0"
"13140102","3","10","10","1","會回答嗎？","0","vo_minigame_1012_hint_101","0","0","0","1401","0"
"13140103","3","3","3","1","唔～嗯……","2","vo_minigame_1012_hint_102","0.01","0","0","1401","0"
"13140104","3","1","1","1","來，是哪個？","0","vo_minigame_1012_hint_103","0","0","0","1401","0"
"13140105","3","1","1","1","想一想……","0","vo_minigame_1012_hint_104","0","0","0","1401","0"
"13140106","3","6","6","1","你睡著了？","0","vo_minigame_1012_hint_105","0","0","0","1401","0"
"13140107","3","2","2","1","喂～","0","vo_minigame_1012_hint_106","0","0","0","1401","0"
"13140108","3","2","2","1","最差就是靠運氣了！","0","vo_minigame_1012_hint_107","0","0","0","1401","0"
"13140109","3","2","2","1","別分心啦！","0","vo_minigame_1012_hint_108","0","0","0","1401","0"
"13140201","3","3","3","1","好難啊……","6","vo_minigame_1012_hint_110","0.01","0","0","1402","0"
"13140202","3","3","3","1","好難啊……","0","vo_minigame_1012_hint_111","0","0","0","1402","0"
"13140203","3","9","9","1","要靠直覺嗎……？","0","vo_minigame_1012_hint_112","0","0","0","1402","0"
"13150101","3","7","7","1","給你提示！","11","vo_minigame_1012_hint_113","0.01","20000","3001","1501","0"
"13150102","3","1","1","1","這樣能曉得嗎？","0","vo_minigame_1012_hint_114","0","20000","3001","1501","0"
"13150103","3","7","7","1","這可是特別服務！","11","vo_minigame_1012_hint_115","0.01","20000","3001","1501","0"
"13150104","3","5","5","1","已經要求助了？","0","vo_minigame_1012_hint_116","0","3000","0","1501","0"
"13150105","3","9","9","1","真拿你沒辦法～","0","vo_minigame_1012_hint_117","0","3000","0","1501","0"
"13160101","3","10","10","1","什麼啦？","5","vo_minigame_1012_tap_100","0.01","4","1","1601","0"
"13160102","3","10","10","1","要我借你橡皮擦嗎？","5","vo_minigame_1012_tap_101","0.01","4","1","1601","0"
"13160103","3","4","4","1","這到底是怎樣啦？","0","vo_minigame_1012_tap_102","0","9","5","1601","0"
"13160104","3","6","6","1","沾到灰塵了嗎？","0","vo_minigame_1012_tap_103","0","9","5","1601","0"
"13160105","3","2","2","1","我差不多要發火了喔！","1","vo_minigame_1012_tap_104","0.01","-1","10","1601","0"
"13160106","3","2","2","1","你是要摸幾次！！","1","vo_minigame_1012_tap_105","0.01","-1","10","1601","0"
"13200101","3","1","1","1","要學習哪個科目呢？\n請選擇吧！","0","vo_minigame_1012_select_100","0","0","0","2001","0"
"13200102","3","8","8","1","你很勤奮學習呢！\n那麼要選哪科呢？","0","vo_minigame_1012_select_101","0","0","0","2001","0"
"13200103","3","4","8","1","學習，學習，真有趣～♪\n……！快、快選啦！","7","vo_minigame_1012_select_102","3.03","0","0","2001","0"
"13400101","3","1","1","1","可以回顧之前學過的內容喔，\n答錯的題目也能在這裡複習！","0","vo_minigame_1012_archive_100","0","0","0","4001","0"
"21120101","1","2","2","2","太好了，得到〇了～♪","4","vo_minigame_1012_correct_207","0.01","0","0","1201","0"
"21120102","1","2","2","2","太好了，秀才♪","4","vo_minigame_1012_correct_208","0.01","0","0","1201","0"
"21120103","1","3","3","2","不愧是秀才♪","4","vo_minigame_1012_correct_209","0.01","0","0","1201","0"
"21120201","1","5","5","2","答對了……！","0","vo_minigame_1012_correct_215","0","-1","13333","1202","0"
"21120202","1","6","6","2","喔，答對了？","0","vo_minigame_1012_correct_217","0","-1","13333","1202","0"
"21120301","1","6","6","2","好厲害～！","0","vo_minigame_1012_correct_218","0","0","0","1203","0"
"21120302","1","2","2","2","答對了～♪","4","vo_minigame_1012_correct_219","0.01","0","0","1203","0"
"21120401","1","2","2","2","記起來了～","0","vo_minigame_1012_correct_225","0","0","0","1204","0"
"21120501","1","4","4","2","終於答對了～！","0","vo_minigame_1012_correct_223","0","0","0","1205","0"
"21120601","1","2","2","2","超嗨～♪","4","vo_minigame_1012_correct_228","0.01","-1","3","1206","0"
"21120701","1","3","3","2","開始逆轉！","0","vo_minigame_1012_correct_231","0","-1","3","1207","0"
"21130101","1","9","9","2","氣氛低迷～","6","vo_minigame_1012_incorrect_207","0.01","0","0","1301","0"
"21130102","1","4","4","2","不對嗎？","0","vo_minigame_1012_incorrect_208","0","0","0","1301","0"
"21130103","1","4","4","2","好像不對吧？","0","vo_minigame_1012_incorrect_209","0","0","0","1301","0"
"21130201","1","4","4","2","太慢了嗎？","0","vo_minigame_1012_incorrect_216","0","-1","20000","1302","0"
"21130202","1","8","8","2","我發呆了……！","0","vo_minigame_1012_incorrect_217","0","-1","20000","1302","0"
"21130301","1","4","4","2","太嚴苛了～","6","vo_minigame_1012_incorrect_218","0.01","0","0","1303","0"
"21130302","1","8","8","2","難到翻呢～","0","vo_minigame_1012_incorrect_219","0","0","0","1303","0"
"21130401","1","6","6","2","咦？答錯了……？","0","vo_minigame_1012_incorrect_223","0","0","0","1304","0"
"21130501","1","8","8","2","就只差一點點了……！","0","vo_minigame_1012_incorrect_226","0","0","0","1305","0"
"21300101","1","0","6","2","厲害，全是〇嘛……！\n維持這個步調教人家的話，\n感覺人家腦袋也會變好～！","0","vo_minigame_1012_result_2000","3.32","10","10","3001","1"
"21300102","1","2","6","2","咦？只有〇……？\n原來真的有人考得到滿分……\n秀才真的好厲害……！","3","vo_minigame_1012_result_2001","6.5","10","10","3001","1"
"21300103","1","6","3","2","滿分嘛！好讚～！\n這對秀才來說\n該不會太簡單了？","5","vo_minigame_1012_result_2002","3.1","10","10","3001","1"
"21300104","1","2","3","2","很俐落地解決了呢！\n秀才，謝謝你教人家讀書～♪","11","vo_minigame_1012_result_2003","2.06","10","10","3001","2"
"21300105","1","7","3","2","即使是很難的題目也全對！\n太讓人激動了！\n秀才頭腦超好～","0","vo_minigame_1012_result_2004","4.45","10","10","3001","2"
"21300106","1","2","2","2","呀哈，考滿分耶！\n連一起讀書的人家都心情好好！","11","vo_minigame_1012_result_2005","0.01","10","10","3001","2"
"21300107","1","3","2","2","秀才，完美的滿分！\n這根本是最強的了！\n來吧，擊掌～！","11","vo_minigame_1012_result_2006","6.64","10","10","3001","3"
"21300108","1","6","6","2","秀才太完美了，\n變得好耀眼啊！\n只有〇是怎麼回事！？","0","vo_minigame_1012_result_2007","0","10","10","3001","3"
"21300109","1","7","6","2","題目超難也考了滿分嘛……！\n秀才老師真的很厲害！\n之後也要拜託你囉～","0","vo_minigame_1012_result_2008","5.76","10","10","3001","3"
"21300110","1","6","6","2","秀才，\n這該不會對你來說很輕鬆？\n都是答對的耶！","0","vo_minigame_1012_result_2009","0","9","7","3001","1"
"21300111","1","7","2","2","好多個〇，笑死～\n話說秀才好會教！\n超級淺顯易懂的♪","0","vo_minigame_1012_result_2010","2.59","9","7","3001","1"
"21300112","1","3","2","2","有這麼多〇的話，\n心情就很好呢♪\n下次來拿滿分吧～！","11","vo_minigame_1012_result_2011","4.09","9","7","3001","1"
"21300113","1","3","2","2","距離滿分只差一點了嘛！\n不愧是秀才！\n心情都嗨起來了～","0","vo_minigame_1012_result_2012","2.47","9","7","3001","2"
"21300114","1","3","3","2","呀哈，答對好多～\n真是的，下次就滿分了吧！\n心情都嗨起來了呢♪","11","vo_minigame_1012_result_2013","0.01","9","7","3001","2"
"21300115","1","2","2","2","多虧秀才，\n人家也更懂了一些！","0","vo_minigame_1012_result_2014","0","9","7","3001","2"
"21300116","1","2","6","2","雖然題目超難，\n但也都是〇嘛……！\n秀才真的好可靠！","0","vo_minigame_1012_result_2015","3.45","9","7","3001","3"
"21300117","1","3","3","2","要追上秀才老師，\n並追過他！\n人家也要加油～！","0","vo_minigame_1012_result_2016","0","9","7","3001","3"
"21300118","1","3","2","2","雖然題目超難，\n但只差一點就滿分了！\n真是的～都這麼高分了，\n那也只能繼續拚了吧！","0","vo_minigame_1012_result_2017","4","9","7","3001","3"
"21300119","1","0","6","2","喔！還有一半，\n人家也\n再繼續加油一下吧！","0","vo_minigame_1012_result_2018","0.92","6","4","3001","1"
"21300120","1","3","0","2","雖然還有搞不懂的題目，\n但分數不差吧？\n心情也嗨起來了，\n下次能考更高分吧？","0","vo_minigame_1012_result_2019","4.36","6","4","3001","1"
"21300121","1","2","6","2","大概一半吧？\n那好戲現在才上場呢！\n專心，專心！","0","vo_minigame_1012_result_2020","2.35","6","4","3001","1"
"21300122","1","2","0","2","這樣是一半左右？\n好，總之避開不及格了！\n好耶～！","0","vo_minigame_1012_result_2021","2.13","6","4","3001","2"
"21300123","1","2","0","2","還有一半呢！\n加油加油，秀才！\n人家也在努力～！","0","vo_minigame_1012_result_2022","2.38","6","4","3001","2"
"21300124","1","0","4","2","唔嗯～果然很難呢。\n不過有一半是〇，\n感覺可以呢！","0","vo_minigame_1012_result_2023","3.5","6","4","3001","2"
"21300125","1","6","0","2","大概答對一半？\n這就表示，\n再一半就滿分了嘛！","0","vo_minigame_1012_result_2024","2.25","6","4","3001","3"
"21300126","1","6","3","2","秀才，你很行嘛！\n咦？目標是更高分？\n那人家也要加油！","0","vo_minigame_1012_result_2025","2.14","6","4","3001","3"
"21300127","1","2","6","2","題目難到翻，\n卻答對了一半……！？\n秀才狀況真棒！","0","vo_minigame_1012_result_2026","3.75","6","4","3001","3"
"21300128","1","10","4","2","難到爆呢～\n……咦？這算簡單的嗎？\n嘿嘿，騙人～？","5","vo_minigame_1012_result_2027","2.53","3","1","3001","1"
"21300129","1","4","4","2","那個那個，秀才，\n你不用配合人家，\n故意考低分喔？","9","vo_minigame_1012_result_2028","0.01","3","1","3001","1"
"21300130","1","3","0","2","暖身就到此結束……\n秀才，接下來要認真囉！","0","vo_minigame_1012_result_2029","2.93","3","1","3001","1"
"21300131","1","3","0","2","啊，秀才，\n你分數跟人家一樣嘛！\n我們一起被當吧～♪","4","vo_minigame_1012_result_2030","4.26","3","1","3001","2"
"21300132","1","10","10","2","我看看……\n再教人家一次的話，\n感覺下次就能考更高喔！","0","vo_minigame_1012_result_2031","0","3","1","3001","2"
"21300133","1","0","9","2","人家也完全看不懂～\n哪裡錯了呢……？\n要再學習一次看看嗎？","5","vo_minigame_1012_result_2032","4.98","3","1","3001","2"
"21300134","1","4","4","2","題目難到爆真的完全不懂……\n怎麼辦……\n秀才，救救人家～","9","vo_minigame_1012_result_2033","0.01","3","1","3001","3"
"21300135","1","4","4","2","好像不及格了？\n唔嗯～機會難得，\n就跟人家一起加油吧！","6","vo_minigame_1012_result_2034","0.01","3","1","3001","3"
"21300136","1","10","4","2","果然很難呢……\n不過也不是0分，\n沒關係的吧！","11","vo_minigame_1012_result_2035","2.51","3","1","3001","3"
"21300137","1","6","0","2","好，結果是……\n呃，0分是真的假的！？\n秀才，你怎麼了？","0","vo_minigame_1012_result_2036","2.54","0","0","3001","1"
"21300138","1","10","2","2","秀才是故意拿0分的吧？\n不是嗎？真的～？","5","vo_minigame_1012_result_2037","4.08","0","0","3001","1"
"21300139","1","4","6","2","秀才，你是0分呢……\n乾脆換人家來教你讀書吧……？","0","vo_minigame_1012_result_2038","3.41","0","0","3001","1"
"21300140","1","8","10","2","嗯……\n完全搞不懂！\n不過讀書這回事，\n老是這樣吧！","0","vo_minigame_1012_result_2039","4.1","0","0","3001","2"
"21300141","1","2","6","2","這些我們學過嗎？\n秀才也不記得？\n那就沒辦法了吧！\n繼續考吧，繼續！","4","vo_minigame_1012_result_2040","5.8","0","0","3001","2"
"21300142","1","8","10","2","那個那個，全部是×的狀況，\n這也很稀有吧？\n不能開心嗎？","3","vo_minigame_1012_result_2041","4.6","0","0","3001","2"
"21300143","1","2","10","2","人家知道題目很難了！\n這也算有前進一步了……對吧？\n下次再加油吧！","0","vo_minigame_1012_result_2042","6.04","0","0","3001","3"
"21300144","1","3","9","2","0分……！不過不過，\n我們的心情是滿分嘛♪\n秀才，再挑戰一次吧！","4","vo_minigame_1012_result_2043","1.92","0","0","3001","3"
"21300145","1","7","7","2","跟秀才同分，\n人家好像有點高興喔？\n一起從0開始加油吧～！","0","vo_minigame_1012_result_2044","0","0","0","3001","3"
"22120101","2","2","2","2","欸嘿嘿～","0","vo_minigame_1012_correct_232","0","0","0","1201","0"
"22120102","2","6","6","2","哦～","0","vo_minigame_1012_correct_233","0","0","0","1201","0"
"22120103","2","3","3","2","答對～♪","0","vo_minigame_1012_correct_234","0","0","0","1201","0"
"22120201","2","2","2","2","咻～！","0","vo_minigame_1012_correct_235","0","3000","0","1202","0"
"22120202","2","2","2","2","真行～！","0","vo_minigame_1012_correct_236","0","3000","0","1202","0"
"22120203","2","3","3","2","好耶～","0","vo_minigame_1012_correct_237","0","6000","3001","1202","0"
"22120204","2","6","6","2","千鈞一髮～！","0","vo_minigame_1012_correct_238","0","-1","13333","1202","0"
"22120301","2","7","7","2","怎麼樣啊！","0","vo_minigame_1012_correct_239","0","0","0","1203","0"
"22120401","2","3","3","2","對吧♪","4","vo_minigame_1012_correct_241","0.01","0","0","1204","0"
"22120501","2","6","6","2","答對了！","0","vo_minigame_1012_correct_240","0","0","0","1205","0"
"22120601","2","2","2","2","超強～","0","vo_minigame_1012_correct_242","0","-1","3","1206","0"
"22120701","2","5","5","2","可不會輸的～","0","vo_minigame_1012_correct_243","0","-1","3","1207","0"
"22130101","2","4","4","2","不行嗎？","0","vo_minigame_1012_incorrect_227","0","0","0","1301","0"
"22130102","2","4","4","2","失望……！","6","vo_minigame_1012_incorrect_228","0.01","0","0","1301","0"
"22130103","2","5","5","2","嗯嗯……！","0","vo_minigame_1012_incorrect_229","0","0","0","1301","0"
"22130202","2","6","6","2","咦咦……！？","0","vo_minigame_1012_incorrect_231","0","3000","0","1302","0"
"22130203","2","4","4","2","唉呀～","0","vo_minigame_1012_incorrect_232","0","6000","3001","1302","0"
"22130204","2","4","4","2","等等人家～","0","vo_minigame_1012_incorrect_233","0","-1","20000","1302","0"
"22130301","2","9","9","2","難到翻～","0","vo_minigame_1012_incorrect_234","0","0","0","1303","0"
"22130401","2","10","10","2","是什麼來著？","0","vo_minigame_1012_incorrect_235","0","0","0","1304","0"
"22130501","2","5","5","2","不甘心～","0","vo_minigame_1012_incorrect_236","0","0","0","1305","0"
"22170101","2","6","6","2","好像快結束了！","3","vo_minigame_1012_time_200","0.01","30000","20000","1701","0"
"22170102","2","5","5","2","得加快腳步……！","9","vo_minigame_1012_time_201","0.01","30000","20000","1701","0"
"22300101","2","3","2","2","〇超多的，笑死～\n秀才很順地一直答題，\n真的好帥喔♪","4","vo_minigame_1012_result_2045","2.81","-1","20","3001","1"
"22300102","2","2","3","2","分數很好看嘛！\n這對秀才來說，\n該不會太簡單了吧？","11","vo_minigame_1012_result_2046","2.31","-1","20","3001","1"
"22300103","2","3","3","2","呀哈，已經很完美了呢♪\n希望你也能教人家其他題目～\n接著要不要挑戰難一點的？","11","vo_minigame_1012_result_2047","0.01","-1","20","3001","1"
"22300104","2","7","6","2","都是些難題，\n但有好多〇耶……！\n不愧是秀才老師～！","11","vo_minigame_1012_result_2048","4.33","-1","20","3001","2"
"22300105","2","2","6","2","只不過是一起讀書，\n人家就感覺\n自己也變聰明了……！\n真的很感謝！","0","vo_minigame_1012_result_2049","5.73","-1","20","3001","2"
"22300106","2","6","6","2","這是很難的題目吧？\n為什麼那麼輕鬆就答出來了？\n秀才太厲害了！","8","vo_minigame_1012_result_2050","0.01","-1","20","3001","2"
"22300107","2","3","6","2","明明難翻天了，\n卻一瞬間就回答出來……！\n秀才你的頭腦太好了吧？","0","vo_minigame_1012_result_2051","4.02","-1","20","3001","3"
"22300108","2","3","2","2","答對，答對，全都答對～\n呀哈哈，好厲害！\n不愧是秀才！\n擊掌～！","11","vo_minigame_1012_result_2052","5.24","-1","20","3001","3"
"22300109","2","3","2","2","你教了人家這麼多，\n考試已經很輕鬆了吧！\n秀才，真的很謝謝你♪","4","vo_minigame_1012_result_2053","4.6","-1","20","3001","3"
"22300110","2","10","6","2","人家還是第一次看到這種狀況……！\n秀才老師，太神了！\n對了，把這裝飾起來當作紀念吧♪\n咦？這樣有點羞恥？","0","vo_minigame_1012_result_2054","5.57","-1","20","3001","1"
"22300112","2","10","6","2","人家還是第一次看到這種狀況……！\n秀才老師，太神了！\n對了，把這裝飾起來當作紀念吧♪\n咦？這樣有點羞恥？","0","vo_minigame_1012_result_2054","5.57","-1","20","3001","2"
"22300114","2","10","6","2","人家還是第一次看到這種狀況……！\n秀才老師，太神了！\n對了，把這裝飾起來當作紀念吧♪\n咦？這樣有點羞恥？","0","vo_minigame_1012_result_2054","5.57","-1","20","3001","3"
"22300116","2","2","2","2","題目超多的，\n秀才卻俐落地一一回答了出來，\n超級可靠的！","0","vo_minigame_1012_result_2056","0","19","15","3001","1"
"22300117","2","3","6","2","喔～不愧是秀才！\n〇的數量也超秀才的呢♪\n耶～！","11","vo_minigame_1012_result_2057","5.23","19","15","3001","1"
"22300118","2","2","3","2","秀才，你拿了好多〇嘛♪\n你教人家的東西，\n人家好像也記了很多喔？","11","vo_minigame_1012_result_2058","3.23","19","15","3001","1"
"22300119","2","7","3","2","狠嗨的分數嘛！\n總之先來個驕傲的表情吧？\n預備～怎麼樣啊……！","10","vo_minigame_1012_result_2059","6","19","15","3001","2"
"22300120","2","7","7","2","漸漸開始能答出很難的題目，\n好開心喔～\n有點感動～","0","vo_minigame_1012_result_2060","0","19","15","3001","2"
"22300121","2","6","6","2","回答了這麼多題，\n秀才的腦筋都不會秀逗嗎？\n厲害……！","0","vo_minigame_1012_result_2061","0","19","15","3001","2"
"22300122","2","2","6","2","哇哇，都是〇……！\n狀態這麼好的話，\n下次可以拿到20分吧？","3","vo_minigame_1012_result_2062","3.06","19","15","3001","3"
"22300123","2","5","6","2","〇竟然有15個以上……！\n這難翻天了說，超厲害～\n人家也得多努力！","0","vo_minigame_1012_result_2063","5.74","19","15","3001","3"
"22300124","2","3","6","2","好厲害的集中力……！\n對秀才來說，\n越難的題目\n該不會越能燃起鬥志？","0","vo_minigame_1012_result_2064","2.67","19","15","3001","3"
"22300131","2","3","3","2","呀哈，感覺不錯！\n答出了很多題目，\n這就是人家說的……\n讀書的成果吧♪","0","vo_minigame_1012_result_2067","0","14","10","3001","1"
"22300132","2","2","2","2","〇有10個以上呢♪\n多虧有秀才，\n人家的腦袋，\n也稍微變好了一些吧？","0","vo_minigame_1012_result_2068","0","14","10","3001","1"
"22300133","2","2","10","2","答對了很多吧？\n果然〇越多的話，\n心情就會越嗨呢～","0","vo_minigame_1012_result_2069","2.28","14","10","3001","1"
"22300134","2","2","2","2","讀書這回事啊，\n一發現自己懂了之後，\n就還蠻開心的呢！","0","vo_minigame_1012_result_2070","0","14","10","3001","2"
"22300135","2","2","6","2","答對了10題以上！？\n步調很不錯嘛？\n很順利，很順利～","0","vo_minigame_1012_result_2071","2.1","14","10","3001","2"
"22300136","2","3","2","2","答對了好多！\n就算是困難的題目，\n只要和秀才在一起就不可怕♪","0","vo_minigame_1012_result_2072","2.13","14","10","3001","2"
"22300137","2","7","7","2","這種難翻天的題目也能教會人家，\n秀才超貼心的，真的很謝謝你！\n我們一起加油吧♪","0","vo_minigame_1012_result_2073","0","14","10","3001","3"
"22300138","2","6","6","2","題目明明難翻天了，\n卻有好多〇，\n秀才太厲害了吧？","0","vo_minigame_1012_result_2074","0","14","10","3001","3"
"22300139","2","5","6","2","題目難翻天還能這麼快答完，\n很厲害嘛……？\n人家也要加油追上你！","0","vo_minigame_1012_result_2075","4.21","14","10","3001","3"
"22300146","2","3","0","2","還不錯嘛？\n不過不過，\n秀才和人家的話，\n感覺還能表現得更好！","0","vo_minigame_1012_result_2078","1.94","9","5","3001","1"
"22300147","2","0","4","2","好想要更多〇呢……\n看來也只能腳踏實地學習了，\n能再教人家一次嗎？","0","vo_minigame_1012_result_2079","2.28","9","5","3001","1"
"22300148","2","4","4","2","雖然有讀書了，\n但還是一堆不懂的東西……\n秀才老師，救救人家～","0","vo_minigame_1012_result_2080","0","9","5","3001","1"
