dedb27bf86478d1a2fe688b6c3c291ef5ee96ead7f7b00db308a4e7611f16ff8,427d3a29384f42218f2c1606b167a1db82a415d0bbd2bee49a5905daee67ea4c,72172f35ad8bfc3a27a46a55bc0652e63edc7c7bd58e4ed7fda0664f9922026b,9cbaf3f3882cbf98d1a87866b774533e5b43bfeb41a35e2c846d3afe0874f84e,100de2b9aecc9766539ffdfd11e3f592e613278dfc1623ac0e240a5f34a451b7,57d1081b7ff7e11b4a7a76a4a24a00a04ec2b4513f07db59c38e2881cae8e24e,2a4eaf751a4d14f1be4002db669fbcf704c26c9e68ad17e2f4c3003e19346afe,7601b3e9c0b708994d4969055bf1e3f3816672fdd793dbb1cd882e5ab2e38827,06bd17d715d759b24591ec9f3ba32abede9af4d96be4b6bcd442e29ee115399f,b0cb566c0fe1b2d8e621d44926ff3529d2468907f726a6fbd480ad9fa4ca4995,e1aeca7709896a2189038fadbd492042d6469ff991b0260363b71ec4a2f03ee9
"1009804059","","","0","","93","","1009804","","0.1",""
"1009804060","0.33","","-452","","2","0.2","1009804","2","102011","-235"
"1009804061","0.33","","420","","2","0.2","1009804","2","103611","-220"
"1009804062","0.33","","545","","2","0.2","1009804","2","100411","-250"
"1009804063","","","0","0.2","22","","1009804","","0","1"
"1009804064","","","1009804067","","103","","1009804","","想在米粒上畫圖。","0"
"1009804065","","","1009804091","","103","","1009804","","想做大玩具。","0"
"1009804066","","","1009804114","","103","","1009804","","想做布偶。","0"
"1009804067","lsv_idle_normal","","lsv_choice","0","3","0.2","1009804","1","102011","0"
"1009804068","lsv_idle_normal","","lsv_choice","0","3","0.2","1009804","1","103611","0"
"1009804069","lsv_idle_normal","","lsv_choice","0","3","0.2","1009804","1","100411","0"
"1009804070","","","0","","93","","1009804","","0.1",""
"1009804071","0.33","","-200","","2","0.2","1009804","2","102011","-235"
"1009804072","0.33","","100","","2","0.2","1009804","2","103611","-220"
"1009804073","0.33","","270","","2","0.2","1009804","2","100411","-250"
"1009804074","","","0","","93","","1009804","","0.7",""
"1009804075","","","lsv_talk_surprise_R2","0.2","3","","1009804","","102011","1"
"1009804076","0","","vo_lsv_0427","","21","","1009804","","vo_lsv","0"
"1009804077","1","0","咦咦？畫在那麼小的東西上？\n哥哥好厲害～！","0","11","0","1009804","1","102011","10"
"1009804078","","","","","91","","1009804","","0",""
"1009804079","","","lsv_idle_normal_joyR","0.2","3","","1009804","","102011","1"
"1009804080","lsv_talk_arm_crossed_loop_joy","","lsv_talk_arm_crossed_joy","0","3","0.2","1009804","1","103611","0"
"1009804081","0","","vo_lsv_0428","","21","","1009804","","vo_lsv","0"
"1009804082","1","0","這需要巧手，\n以及高度的集中力吧……\n這正是職人的技術啊。","0","11","0","1009804","1","103611","10"
"1009804083","","","","","91","","1009804","","0",""
"1009804084","","","lsv_idle_arm_crossed","0.2","3","","1009804","","103611","1"
"1009804085","","","lsv_talk_bitter","0.2","3","","1009804","","100411","1"
"1009804086","0","","vo_lsv_0429","","21","","1009804","","vo_lsv","0"
"1009804087","1","0","光想就覺得\n對禊來說太難了～\n……所以禊幫忙加油就好了♪","0","11","0","1009804","1","100411","10"
"1009804088","","","","","91","","1009804","","0",""
"1009804089","","","lsv_idle_bitter","0.2","3","","1009804","","100411","1"
"1009804090","","","","","101","","1009804","","1009804137",""
"1009804091","lsv_idle_normal","","lsv_choice","0","3","0.2","1009804","1","102011","0"
"1009804092","lsv_idle_normal","","lsv_choice","0","3","0.2","1009804","1","103611","0"
"1009804093","lsv_idle_normal","","lsv_choice","0","3","0.2","1009804","1","100411","0"
"1009804094","","","0","","93","","1009804","","0.1",""
"1009804095","0.33","","-200","","2","0.2","1009804","2","102011","-235"
"1009804096","0.33","","100","","2","0.2","1009804","2","103611","-220"
"1009804097","0.33","","270","","2","0.2","1009804","2","100411","-250"
"1009804098","","","0","","93","","1009804","","0.7",""
"1009804099","lsv_exactly_joy_loop","","lsv_exactly_joy_in","0","3","0.2","1009804","1","100411","0"
"1009804100","0","","vo_lsv_0430","","21","","1009804","","vo_lsv","0"
"1009804101","1","0","這個好！很好！\n哥哥真懂──！\n這種事很浪漫吧！","0","11","0","1009804","1","100411","10"
"1009804102","","","","","91","","1009804","","0",""
"1009804103","","","lsv_idle_wish_joy","0.2","3","","1009804","","100411","1"
"1009804104","","","lsv_talk_thinking_anger","0.2","3","","1009804","","103611","1"
"1009804105","0","","vo_lsv_0431","","21","","1009804","","vo_lsv","0"
"1009804106","1","0","禊好像很喜歡呢。\n……不過大\n是多大呢？","0","11","0","1009804","1","103611","10"
"1009804107","","","","","91","","1009804","","0",""
"1009804108","","","lsv_idle_thinking_anger","0.2","3","","1009804","","103611","1"
"1009804109","","","lsv_talk_memory_dere2","0.2","3","","1009804","","102011","1"
"1009804110","0","","vo_lsv_0432","","21","","1009804","","vo_lsv","0"
"1009804111","1","0","唔嗯……\n或許比城堡還要大！\n很酷呢～♪","0","11","0","1009804","1","102011","10"
"1009804112","","","","","91","","1009804","","0",""
"1009804113","","","","","101","","1009804","","1009804137",""
"1009804114","lsv_idle_normal","","lsv_choice","0","3","0.2","1009804","1","102011","0"
"1009804115","lsv_idle_normal","","lsv_choice","0","3","0.2","1009804","1","103611","0"
"1009804116","lsv_idle_normal","","lsv_choice","0","3","0.2","1009804","1","100411","0"
"1009804117","","","0","","93","","1009804","","0.1",""
"1009804118","0.33","","-200","","2","0.2","1009804","2","102011","-235"
"1009804119","0.33","","100","","2","0.2","1009804","2","103611","-220"
"1009804120","0.33","","270","","2","0.2","1009804","2","100411","-250"
"1009804121","","","0","","93","","1009804","","0.7",""
"1009804122","lsv_talk_arm_crossed_loop_joy","","lsv_talk_arm_crossed_joy","0","3","0.2","1009804","1","103611","0"
"1009804123","0","","vo_lsv_0433","","21","","1009804","","vo_lsv","0"
"1009804124","1","0","……\n這想法不錯呢。","0","11","0","1009804","1","103611","10"
"1009804125","","","","","91","","1009804","","0",""
"1009804126","","","lsv_idle_arm_crossed_joy","0.2","3","","1009804","","103611","1"
"1009804127","lsv_talk_surprise","","lsv_surprise","0","3","0.2","1009804","1","100411","0"
"1009804128","0","","vo_lsv_0434","","21","","1009804","","vo_lsv","0"
"1009804129","1","0","鏡華好像很同意！？\n嗯，但是可以理解\n布偶哪裡好啦──","0","11","0","1009804","1","100411","10"
"1009804130","","","","","91","","1009804","","0",""
"1009804131","","","lsv_idle_surprise","0.2","3","","1009804","","100411","1"
"1009804132","","","lsv_talk_joy3","0.2","3","","1009804","","102011","1"
"1009804133","0","","vo_lsv_0435","","21","","1009804","","vo_lsv","0"
"1009804134","1","0","那大家現在\n就來做嘛～\n做很可愛的布偶♪","0","11","0","1009804","1","102011","10"
"1009804135","","","","","91","","1009804","","0",""
"1009804136","","","","","101","","1009804","","1009804137",""
"1009804137","","","","","91","","1009804","","0",""
"1009804138","","","","","102","","1009804","","",""
"1009804139","","","0.2","","22","","1009804","","0",""
"1009804140","","","","","93","","1009804","","0.2",""
"1009804141","0","0","8","0","12","0","1009804","0","102011","1"
"1009804142","","","lsv_talk_guts2_joy_loop","0.2","3","","1009804","","102011","1"
"1009804143","","","0","","93","","1009804","","3",""
"1009804144","","","lsv_idle_normal_joyR","0.2","3","","1009804","","102011","1"
"1009804145","0","0","7","0","12","0","1009804","0","103611","1"
"1009804146","","","lsv_talk_surprise_kira","0.2","3","","1009804","","103611","1"
"1009804147","","","0","","93","","1009804","","3",""
"1009804148","","","lsv_idle_joy","0.2","3","","1009804","","103611","1"
"1009804149","0","0","2","0","12","0","1009804","0","100411","1"
"1009804150","lsv_talk_cool_bitter_loop","","lsv_talk_cool_bitter","0","3","0.2","1009804","1","100411","0"
"1009804151","","","0","","93","","1009804","","3",""
"1009804152","","","lsv_idle_cool","0.2","3","","1009804","","100411","1"
"1009804153","","","","","101","","1009804","","1009804141",""
"1009804154","1","","1","1","6","0","1009804","0","333","1"
"1009804155","","","1","","4","","1009804","","102011",""
"1009804156","","","lsv_run","0.2","3","","1009804","","102011","1"
"1009804157","0.8","","-750","","2","","1009804","0","102011","-235"
"1009804158","","","0","","4","","1009804","","103611",""
"1009804159","","","lsv_run","0.2","3","","1009804","","103611","1"
"1009804160","0.8","","750","","2","","1009804","0","103611","-220"
"1009804161","","","0","","4","","1009804","","100411",""
"1009804162","","","lsv_run","0.2","3","","1009804","","100411","1"
"1009804163","0.8","","850","","2","","1009804","0","100411","-250"
"1009804164","","","","","93","","1009804","","0.6",""
"1009804165","1","","1","0.2","6","0","1009804","0","102011","1"
"1009804166","1","","1","0.2","6","0","1009804","0","103611","1"
"1009804167","1","","1","0.2","6","0","1009804","0","100411","1"
"1009804168","","","","","91","","1009804","","0",""
"1009805001","-650","lsv_idle_normal","100411","1.95","1","0","1009805","-235","1","102"
"1009805002","650","lsv_idle_normal","102011","1.95","1","1","1009805","-220","1","100"
"1009805003","750","lsv_idle_normal","103611","1.95","1","1","1009805","-250","1","101"
"1009805004","0","lsv_white_loop","333","1","5","0","1009805","0","1","0"
"1009805005","1","","1","0","6","0","1009805","0","333","1"
"1009805006","1","","1","0","6","0","1009805","0","100411","1"
"1009805007","1","","1","0","6","0","1009805","0","102011","1"
"1009805008","1","","1","0","6","0","1009805","0","103611","1"
"1009805009","","","0","","93","","1009805","","1",""
"1009805010","1","","1","0.8","6","0","1009805","0.4","333","1"
"1009805011","","","lsv_run","0.2","3","","1009805","","100411","1"
"1009805012","1","","-200","","2","","1009805","0","100411","-235"
"1009805013","1","","1","0.4","6","0","1009805","1","100411","1"
"1009805014","","","lsv_walk_surprise","0.2","3","","1009805","","102011","1"
"1009805015","2","","100","","2","","1009805","0","102011","-220"
"1009805016","1","","1","0.4","6","0","1009805","1","102011","1"
"1009805017","","","lsv_walk_surprise","0.2","3","","1009805","","103611","1"
"1009805018","2","","270","","2","","1009805","0","103611","-250"
"1009805019","1","","1","0.4","6","0","1009805","1","103611","1"
"1009805020","","","0","","93","","1009805","","1",""
"1009805021","","","lsv_idle_joy_normal","0.2","3","","1009805","","100411","1"
"1009805022","","","0","","93","","1009805","","1",""
"1009805023","","","lsv_idle_normal","0.2","3","","1009805","","102011","1"
"1009805024","","","lsv_idle_normal","0.2","3","","1009805","","103611","1"
"1009805025","","","0","","93","","1009805","","0.6",""
"1009805026","lsv_talk_guts1_loop","","lsv_talk_guts1","0","3","0.2","1009805","1","100411","0"
"1009805027","0","","vo_lsv_0521","","21","","1009805","","vo_lsv","0"
"1009805028","1","0","來發表設置誘餌的成果──！\n結果是……？","0","11","0","1009805","1","100411","10"
"1009805029","","","","","91","","1009805","","0",""
"1009805030","","","lsv_talk_anger_dead","0.2","3","","1009805","","100411","1"
"1009805031","0","","vo_lsv_0522","","21","","1009805","","vo_lsv","0"
"1009805032","1","0","一隻也沒抓到！\n沮喪！","0","11","0","1009805","1","100411","10"
"1009805033","","","","","91","","1009805","","0",""
"1009805034","","","lsv_idle_anger1","0.2","3","","1009805","","100411","1"
"1009805035","","","lsv_talk_normal_sad","0.2","3","","1009805","","102011","1"
"1009805036","0","","vo_lsv_0523","","21","","1009805","","vo_lsv","0"
"1009805037","1","0","好可惜喔～\n果然是因為誘餌數量\n太少了嗎？","0","11","0","1009805","1","102011","10"
"1009805038","","","","","91","","1009805","","0",""
"1009805039","","","lsv_idle_normal","0.2","3","","1009805","","102011","1"
"1009805040","","","lsv_talk_joy1_sad","0.2","3","","1009805","","103611","1"
"1009805041","0","","vo_lsv_0524","","21","","1009805","","vo_lsv","0"
"1009805042","1","0","不過，抓到獨角仙後，\n要拿來做什麼啊？","0","11","0","1009805","1","103611","10"
"1009805043","","","","","91","","1009805","","0",""
"1009805044","","","lsv_idle_normal","0.2","3","","1009805","","103611","1"
"1009805045","lsv_talk_arm_crossed_loop_anger","","lsv_talk_arm_crossed_anger","0","3","0.2","1009805","1","100411","0"
"1009805046","0","","vo_lsv_0525","","21","","1009805","","vo_lsv","0"
"1009805047","1","0","哼、哼、哼……！\n那當然是！\n……沒想過這問題呢──","0","11","0","1009805","1","100411","10"
"1009805048","","","","","91","","1009805","","0",""
"1009805049","","","lsv_idle_arm_crossed_anger","0.2","3","","1009805","","100411","1"
"1009805050","","","lsv_idle_bitter","0.2","3","","1009805","","102011","1"
"1009805051","","","lsv_talk_tsun_sad","0.2","3","","1009805","","103611","1"
"1009805052","0","","vo_lsv_0526","","21","","1009805","","vo_lsv","0"
"1009805053","1","0","咦咦？\n因為禊說是為了自由研究，\n我才奉陪的耶……！","0","11","0","1009805","1","103611","10"
"1009805054","","","","","91","","1009805","","0",""
"1009805055","","","lsv_idle_wish_sad","0.2","3","","1009805","","103611","1"
"1009805056","","","lsv_talk_cool_bitter_loop","0.2","3","","1009805","","100411","1"
"1009805057","0","","vo_lsv_0527","","21","","1009805","","vo_lsv","0"
"1009805058","1","0","啊、啊哈哈哈──\n……順便問一下，\n哥哥會想拿來做什麼呢？","0","11","0","1009805","1","100411","10"
"1009805059","","","","","91","","1009805","","0",""
"1009805060","","","lsv_idle_cool","0.2","3","","1009805","","100411","1"
"1009805061","lsv_look_idle_normal","","lsv_choice","0","3","0.2","1009805","1","100411","0"
"1009805062","lsv_look_idle_normal","","lsv_choice","0","3","0.2","1009805","1","102011","0"
"1009805063","lsv_look_idle_normal","","lsv_choice","0","3","0.2","1009805","1","103611","0"
"1009805064","","","0","","93","","1009805","","0.1",""
"1009805065","0.33","","-452","","2","0.2","1009805","2","100411","-235"
"1009805066","0.33","","420","","2","0.2","1009805","2","102011","-220"
"1009805067","0.33","","545","","2","0.2","1009805","2","103611","-250"
"1009805068","","","0","0.2","22","","1009805","","0","1"
"1009805069","","","1009805072","","103","","1009805","","鬥獨角仙！","0"
"1009805070","","","1009805103","","103","","1009805","","寫觀察日記。","0"
"1009805071","","","1009805127","","103","","1009805","","抓它們就是一種浪漫。","0"
"1009805072","lsv_idle_normal","","lsv_choice","0","3","0.2","1009805","1","100411","0"
"1009805073","lsv_idle_normal","","lsv_choice","0","3","0.2","1009805","1","102011","0"
"1009805074","lsv_idle_normal","","lsv_choice","0","3","0.2","1009805","1","103611","0"
"1009805075","","","0","","93","","1009805","","0.1",""
"1009805076","0.33","","-200","","2","0.2","1009805","2","100411","-235"
"1009805077","0.33","","100","","2","0.2","1009805","2","102011","-220"
"1009805078","0.33","","270","","2","0.2","1009805","2","103611","-250"
"1009805079","","","0","","93","","1009805","","0.7",""
"1009805080","lsv_exactly_joy_loop","","lsv_exactly_joy_in","0","3","0.2","1009805","1","100411","0"
"1009805081","","","lsv_idle_normal","0.2","3","","1009805","","103611","1"
"1009805082","0","","vo_lsv_0528","","21","","1009805","","vo_lsv","0"
"1009805083","1","0","說到獨角仙，\n果然就是這個呢！","0","11","0","1009805","1","100411","10"
"1009805084","","","","","91","","1009805","","0",""
"1009805085","","","lsv_idle_joy","0.2","3","","1009805","","100411","1"
"1009805086","","","lsv_talk_thinking_anger","0.2","3","","1009805","","103611","1"
"1009805087","0","","vo_lsv_0529","","21","","1009805","","vo_lsv","0"
"1009805088","1","0","唔嗯……\n調查獨角仙有多強，\n或許能當自由研究的題目……？","0","11","0","1009805","1","103611","10"
"1009805089","","","","","91","","1009805","","0",""
"1009805090","","","lsv_idle_sad_normal","0.2","3","","1009805","","103611","1"
"1009805091","","","lsv_talk_joy1_normal","0.2","3","","1009805","","102011","1"
"1009805092","0","","vo_lsv_0530","","21","","1009805","","vo_lsv","0"
"1009805093","1","0","不過，可不能讓它們\n做太過分的戰鬥喔？\n跟美美約好囉。","0","11","0","1009805","1","102011","10"
"1009805094","","","","","91","","1009805","","0",""
"1009805095","","","lsv_idle_normal_joyR","0.2","3","","1009805","","102011","1"
"1009805096","lsv_idle_normal","","lsv_handsup_joy2","0","3","0.2","1009805","1","103611","0"
"1009805097","lsv_idle_joy","","lsv_handsup_joy","0","3","0.2","1009805","1","100411","0"
"1009805098","0","","vo_lsv_0531","","21","","1009805","","vo_lsv","0"
"1009805099","1","0","好──！","0","11","0","1009805","1","103611","10"
"1009805100","1","0","好──！","0","11","0","1009805","1","100411","10"
"1009805101","","","","","91","","1009805","","0",""
"1009805102","","","","","101","","1009805","","1009805152",""
"1009805103","lsv_idle_normal","","lsv_choice","0","3","0.2","1009805","1","100411","0"
"1009805104","lsv_idle_normal","","lsv_choice","0","3","0.2","1009805","1","102011","0"
"1009805105","lsv_idle_normal","","lsv_choice","0","3","0.2","1009805","1","103611","0"
"1009805106","","","0","","93","","1009805","","0.1",""
"1009805107","0.33","","-200","","2","0.2","1009805","2","100411","-235"
"1009805108","0.33","","100","","2","0.2","1009805","2","102011","-220"
"1009805109","0.33","","270","","2","0.2","1009805","2","103611","-250"
"1009805110","","","0","","93","","1009805","","0.7",""
"1009805111","lsv_talk_arm_crossed_loop_joy","","lsv_talk_arm_crossed_joy","0","3","0.2","1009805","1","103611","0"
"1009805112","0","","vo_lsv_0532","","21","","1009805","","vo_lsv","0"
"1009805113","1","0","這我能理解。\n因為若是仔細觀察，\n自然而然就會學到東西啊。","0","11","0","1009805","1","103611","10"
"1009805114","","","","","91","","1009805","","0",""
"1009805115","","","lsv_idle_arm_crossed_joy","0.2","3","","1009805","","103611","1"
"1009805116","","","lsv_talk_joy3_blink","0.2","3","","1009805","","102011","1"
"1009805117","0","","vo_lsv_0533","","21","","1009805","","vo_lsv","0"
"1009805118","1","0","我們去海邊時\n也有進行觀察吧。\n很開心呢～♪","0","11","0","1009805","1","102011","10"
"1009805119","","","","","91","","1009805","","0",""
"1009805120","","","lsv_idle_normal_joyR","0.2","3","","1009805","","102011","1"
"1009805121","lsv_talk_guts2_anger_loop","","lsv_talk_guts2_anger","0","3","0.2","1009805","1","100411","0"
"1009805122","0","","vo_lsv_0534","","21","","1009805","","vo_lsv","0"
"1009805123","1","0","這樣啊，那禊應該做得到！\n好──來寫觀察日記囉──！\n目標：稱霸所有獨角仙！","0","11","0","1009805","1","100411","10"
"1009805124","","","","","91","","1009805","","0",""
"1009805125","","","lsv_idle_guts2_joy","0.2","3","","1009805","","100411","1"
"1009805126","","","","","101","","1009805","","1009805152",""
"1009805127","lsv_idle_normal","","lsv_choice","0","3","0.2","1009805","1","100411","0"
"1009805128","lsv_idle_normal","","lsv_choice","0","3","0.2","1009805","1","102011","0"
"1009805129","lsv_idle_normal","","lsv_choice","0","3","0.2","1009805","1","103611","0"
"1009805130","","","0","","93","","1009805","","0.1",""
"1009805131","0.33","","-200","","2","0.2","1009805","2","100411","-235"
"1009805132","0.33","","100","","2","0.2","1009805","2","102011","-220"
"1009805133","0.33","","270","","2","0.2","1009805","2","103611","-250"
"1009805134","","","0","","93","","1009805","","0.7",""
"1009805135","","","lsv_talk_surprise","0.2","3","","1009805","","102011","1"
"1009805136","","","lsv_idle_normal","0.2","3","","1009805","","103611","1"
"1009805137","0","","vo_lsv_0535","","21","","1009805","","vo_lsv","0"
"1009805138","1","0","只要抓到就好了啊～？\n禊也是這樣覺得嗎？","0","11","0","1009805","1","102011","10"
"1009805139","","","","","91","","1009805","","0",""
"1009805140","","","lsv_idle_surprise","0.2","3","","1009805","","102011","1"
"1009805141","lsv_talk_arm_crossed_loop_anger","","lsv_talk_arm_crossed_anger","0","3","0.2","1009805","1","100411","0"
"1009805142","0","","vo_lsv_0536","","21","","1009805","","vo_lsv","0"
"1009805143","1","0","……哼，真有眼光。\n這樣才像\n禊的哥哥嘛。","0","11","0","1009805","1","100411","10"
"1009805144","","","","","91","","1009805","","0",""
"1009805145","","","lsv_idle_arm_crossed_anger","0.2","3","","1009805","","100411","1"
"1009805146","","","lsv_talk_thinking_anger","0.2","3","","1009805","","103611","1"
"1009805147","0","","vo_lsv_0537","","21","","1009805","","vo_lsv","0"
"1009805148","1","0","有種意氣相投的感覺……！\n……浪漫也能作為\n自由研究的主題嗎？","0","11","0","1009805","1","103611","10"
"1009805149","","","","","91","","1009805","","0",""
"1009805150","","","lsv_idle_thinking_anger","0.2","3","","1009805","","103611","1"
"1009805151","","","","","101","","1009805","","1009805152",""
"1009805152","","","","","91","","1009805","","0",""
"1009805153","","","","","102","","1009805","","",""
"1009805154","","","0.2","","22","","1009805","","0",""
"1009805155","","","","","93","","1009805","","0.2",""
"1009805156","0","0","7","0","12","0","1009805","0","100411","1"
"1009805157","lsv_surprise3_kira_loop","","lsv_surprise3_kira","0","3","0.2","1009805","1","100411","0"
"1009805158","","","0","","93","","1009805","","3",""
"1009805159","","","lsv_idle_cool","0.2","3","","1009805","","100411","1"
"1009805160","0","0","11","0","12","0","1009805","0","103611","1"
"1009805161","lsv_talk_guts1_loop","","lsv_talk_guts1","0","3","0.2","1009805","1","103611","0"
"1009805162","","","0","","93","","1009805","","3",""
"1009805163","","","lsv_idle_joy","0.2","3","","1009805","","103611","1"
"1009805164","0","0","5","0","12","0","1009805","0","102011","1"
"1009805165","","","lsv_talk_wish_surprise","0.2","3","","1009805","","102011","1"
"1009805166","","","0","","93","","1009805","","3",""
"1009805167","","","lsv_idle_normal_joyR","0.2","3","","1009805","","102011","1"
"1009805168","","","","","101","","1009805","","1009805156",""
"1009805169","1","","1","1","6","0","1009805","0","333","1"
"1009805170","","","1","","4","","1009805","","100411",""
"1009805171","","","lsv_run","0.2","3","","1009805","","100411","1"
"1009805172","0.8","","-750","","2","","1009805","0","100411","-235"
"1009805173","","","0","","4","","1009805","","102011",""
"1009805174","","","lsv_run","0.2","3","","1009805","","102011","1"
"1009805175","0.8","","750","","2","","1009805","0","102011","-220"
"1009805176","","","0","","4","","1009805","","103611",""
"1009805177","","","lsv_run","0.2","3","","1009805","","103611","1"
"1009805178","0.8","","850","","2","","1009805","0","103611","-250"
"1009805179","","","","","93","","1009805","","0.6",""
"1009805180","1","","1","0.2","6","0","1009805","0","100411","1"
"1009805181","1","","1","0.2","6","0","1009805","0","102011","1"
"1009805182","1","","1","0.2","6","0","1009805","0","103611","1"
"1009805183","","","","","91","","1009805","","0",""
"1009806001","-200","lsv_idle_normal","122711","1.95","1","0","1009806","-495","1","102"
"1009806002","100","lsv_idle_normal","122911","1.95","1","1","1009806","-480","1","100"
"1009806003","270","lsv_idle_normal","122811","1.95","1","1","1009806","-510","1","101"
"1009806004","0","lsv_white_loop","333","1","5","0","1009806","0","1","0"
"1009806005","1","","1","0","6","0","1009806","0","333","1"
"1009806006","1","","1","0","6","0","1009806","0","122711","1"
"1009806007","1","","1","0","6","0","1009806","0","122911","1"
"1009806008","1","","1","0","6","0","1009806","0","122811","1"
"1009806009","","","0","","93","","1009806","","1",""
"1009806010","1","","1","0.8","6","0","1009806","0.4","333","1"
"1009806011","lsv_idle_normal","","lsv_jump2","0.2","3","0.2","1009806","1","122711","0"
"1009806012","lsv_idle_normal","","lsv_jump2","0.2","3","0.2","1009806","1","122911","0"
"1009806013","lsv_idle_normal","","lsv_jump2","0.2","3","0.2","1009806","1","122811","0"
"1009806014","","","","","93","","1009806","","0.3",""
"1009806015","0.75","","-200","","2","","1009806","0","122711","-235"
"1009806016","0.75","","100","","2","","1009806","0","122911","-220"
"1009806017","0.75","","270","","2","","1009806","0","122811","-250"
"1009806018","1","","1","0.4","6","0","1009806","1","122711","1"
"1009806019","1","","1","0.4","6","0","1009806","1","122911","1"
"1009806020","1","","1","0.4","6","0","1009806","1","122811","1"
"1009806021","0","","6","0","12","0","1009806","","122711","0.2"
"1009806022","0","","6","0","12","0","1009806","","122911","0.2"
"1009806023","0","","6","0","12","0","1009806","","122811","0.2"
"1009806024","","","0","","93","","1009806","","2",""
"1009806025","","","lsv_talk_normal","0.2","3","","1009806","","122711","1"
"1009806026","0","","vo_lsv_0621","","21","","1009806","","vo_lsv","0"
"1009806027","1","0","雖然去海邊很棒，\n但在泳池玩也很開心呢。","0","11","0","1009806","1","122711","10"
"1009806028","","","","","91","","1009806","","0",""
"1009806029","","","lsv_idle_normal","0.2","3","","1009806","","122711","1"
"1009806030","lsv_idle_normal","","lsv_agree1","0","3","0.2","1009806","1","122811","0"
"1009806031","lsv_idle_normal_joyR","","lsv_agree2","0","3","0.2","1009806","1","122911","0"
"1009806032","0","","vo_lsv_0622","","21","","1009806","","vo_lsv","0"
"1009806033","1","0","對呀──♪","0","11","0","1009806","1","122811","10"
"1009806034","1","0","對呀──♪","0","11","0","1009806","1","122911","10"
"1009806035","","","","","91","","1009806","","0",""
"1009806036","lsv_talk_arm_crossed_loop_joy","","lsv_talk_arm_crossed_joy","0","3","0.2","1009806","1","122711","0"
"1009806037","0","","vo_lsv_0623","","21","","1009806","","vo_lsv","0"
"1009806038","1","0","既沒有危險性，\n而且也變涼爽了。\n這種程度剛剛好呢。","0","11","0","1009806","1","122711","10"
"1009806039","","","","","91","","1009806","","0",""
"1009806040","","","lsv_idle_arm_crossed_joy","0.2","3","","1009806","","122711","1"
"1009806041","","","lsv_talk_wish_joy","0.2","3","","1009806","","122911","1"
"1009806042","0","","vo_lsv_0624","","21","","1009806","","vo_lsv","0"
"1009806043","1","0","鏡華\n最喜歡泳池了呢～♪","0","11","0","1009806","1","122911","10"
"1009806044","","","","","91","","1009806","","0",""
"1009806045","","","lsv_idle_wish_joy","0.2","3","","1009806","","122911","1"
"1009806046","lsv_talk_cool_normal2_loop","","lsv_talk_cool_normal2","0","3","0.2","1009806","1","122811","0"
"1009806047","0","","vo_lsv_0625","","21","","1009806","","vo_lsv","0"
"1009806048","1","0","下次去大泳池裡\n盡情地游泳也不錯呢！\n那麼，游完泳後……","0","11","0","1009806","1","122811","10"
"1009806049","","","","","91","","1009806","","0",""
"1009806050","","","lsv_idle_cool","0.2","3","","1009806","","122811","1"
"1009806051","lsv_look_idle_normal","","lsv_choice","0","3","0.2","1009806","1","122711","0"
"1009806052","lsv_look_idle_normal","","lsv_choice","0","3","0.2","1009806","1","122911","0"
"1009806053","lsv_look_idle_normal","","lsv_choice","0","3","0.2","1009806","1","122811","0"
"1009806054","","","0","","93","","1009806","","0.1",""
"1009806055","0.33","","-452","","2","0.2","1009806","2","122711","-235"
"1009806056","0.33","","420","","2","0.2","1009806","2","122911","-220"
"1009806057","0.33","","545","","2","0.2","1009806","2","122811","-250"
"1009806058","","","0","0.2","22","","1009806","","0","1"
"1009806059","","","1009806062","","103","","1009806","","就來吃冰淇淋吧。","0"
"1009806060","","","1009806086","","103","","1009806","","就來吃炒麵吧。","0"
"1009806061","","","1009806109","","103","","1009806","","就來喝彈珠汽水吧。","0"
"1009806062","lsv_idle_normal","","lsv_choice","0","3","0.2","1009806","1","122711","0"
"1009806063","lsv_idle_normal","","lsv_choice","0","3","0.2","1009806","1","122911","0"
"1009806064","lsv_idle_normal","","lsv_choice","0","3","0.2","1009806","1","122811","0"
"1009806065","","","0","","93","","1009806","","0.1",""
"1009806066","0.33","","-200","","2","0.2","1009806","2","122711","-235"
"1009806067","0.33","","100","","2","0.2","1009806","2","122911","-220"
"1009806068","0.33","","270","","2","0.2","1009806","2","122811","-250"
"1009806069","","","0","","93","","1009806","","0.7",""
"1009806070","","","lsv_talk_memory_dere2","0.2","3","","1009806","","122711","1"
"1009806071","0","","vo_lsv_0626","","21","","1009806","","vo_lsv","0"
"1009806072","1","0","冰淇淋……！\n很好吃呢，\n冰淇淋……真的好好吃。","0","11","0","1009806","1","122711","10"
"1009806073","","","","","91","","1009806","","0",""
"1009806074","","","lsv_idle_memory2","0.2","3","","1009806","","122711","1"
"1009806075","lsv_talk_guts2_joy_loop","","lsv_talk_guts2_joy","0","3","0.2","1009806","1","122811","0"
"1009806076","0","","vo_lsv_0627","","21","","1009806","","vo_lsv","0"
"1009806077","1","0","啊──講了之後\n就變得好想吃喔！\n我們現在就去吃吧。","0","11","0","1009806","1","122811","10"
"1009806078","","","","","91","","1009806","","0",""
"1009806079","","","lsv_idle_guts2_joy","0.2","3","","1009806","","122811","1"
