f958230ba5e82c989b314640d29e905a1a329b1837b5dc9ab34889b3f4ca0977,aeb7b05bb316e5196496e701448a97d301024cb2fdc2ed7540b25f177e2738e0,972247a432bf0dacad7b7f93644d56338094d9092e30b17894ea370806a68968,be59a5da0b75e1530701b15efdedf39539d2568a090d3dc773a6232728cf5c30,6f448ab5ed0e04eb12277f15533a782f63d771acbf3e18137f64cc1d461367ed,af11a2d1871718f6328fbec14d00c162b305c791c0e72430f3c331d4687b023a,6b964766611f1c87007a0b501707ca3f2e0dd6ed78554fdce376b24eb32a4c09,1b7e918846cc30951c16ef2beb9079b45a288324bdb536b72770044acf24c604,4d0c76d3bd04733b369496d8e56fb83269c00a2d7b14799d9b07a1c4727a057d,407170839d7610e40934d3773c186d25eecc577239ba8a890107307026e44ee3,d22f6d49d4b47dd292fe4ab261c1d9b196e20d464884af9a597c7e6d6909653e,33ad8e5401767bc2c1e9a6e40e645dc3fab821d9bcc5987d6c5213c93c292d27,6810d75d4a9b88e3cd0ebb53fb4235b998442d0a9be2e8efb63fd9f6f0826673,e0b46775ea8756993cc3933cfd33de59cbf54d1756659ac8ecd1e25506879dea,1a3a5130b88d5494b6f7f5f7185d4650ed535db04016e94dcfa90796a67360fd,09028f59081f226c92fc6340192e8ecabe0f5b808efd0b89558a29e7f024f82c,b837e05caad067609022312ef83c03f6a843688d68ae229153af13c5c2634beb,cd04bbffd505edb18a3e0abab2fa4f3ee79f5bea8350493ef9f0efc4cfec40d6,262b63f676d65d34d74216e54eb03cd34f18c97a8220560effecce3537ee9b11,45c7b74278cb3b152cf129ce616898b7b13dd01250a414399e376406eda61b06,0ecb059923e9aa033180ceee465fdbd94487dc4e1de78c401ea143c43746ae59,05b873c761d47754f09c59a4f3662c6dcaa650b46e74b1897813b625bd3a5913
"1","200","-30","1038","bgm_M55","10380105","0","101031","440","0","5","1","1","5","1.8","101031","1.6","0","220","0","0","1.4"
"1","250","-30","1039","bgm_M64","10390101","-30","101041","-470","10","1","1","1","1","0.8","101041","0.7","-125","210","0","0","0.6"
"1","200","-30","1039","bgm_M64","10390102","0","101041","-210","10","2","1","1","2","1","101041","0.7","-95","200","0","0","0.65"
"1","100","-30","1039","bgm_M64","10390103","-10","101041","50","0","3","1","1","3","1.3","101041","1","-120","200","0","-15","0.9"
"1","100","-30","1039","bgm_M64","10390104","0","101041","195","0","4","1","1","4","1.35","101041","1.3","35","200","0","0","0.9"
"1","150","-30","1039","bgm_M55","10390105","0","101042","450","0","5","1.3","1","5","1.8","101042","1.35","-55","210","-50","0","1.1"
"1","250","-30","1040","bgm_M64","10400101","0","101161","-480","10","1","1","1","1","0.8","101161","0.85","-120","210","0","0","0.6"
"1","100","-30","1040","bgm_M64","10400102","0","101161","-260","0","2","1","1","2","1.2","101161","1.1","-100","240","0","0","0.75"
"1","100","-30","1040","bgm_M64","10400103","-10","101161","-10","5","3","1","1","3","1.1","101161","1","65","200","0","-5","0.65"
"1","150","-30","1040","bgm_M64","10400104","0","101161","190","0","4","1","1","4","1","101161","1","-110","200","43","0","0.9"
"1","270","-30","1040","bgm_M55","10400105","-45","101162","485","-10","5","1.3","1","5","1.15","101162","1","-70","280","-50","-40","0.9"
"1","120","-30","1041","bgm_M64","10410101","0","101171","-480","10","1","1","1","1","0.8","101171","0.85","-120","210","0","0","0.6"
"1","120","-30","1041","bgm_M64","10410102","0","101171","-260","10","2","1","1","2","1.2","101171","1","-120","200","0","0","0.75"
"1.4","150","-30","1041","bgm_M64","10410103","-60","101171","-10","0","3","1","1","3","0.9","101171","0.55","0","200","-50","-13","0.6"
"1","100","-30","1041","bgm_M64","10410104","0","101171","190","0","4","1","1","4","1.2","101171","1","-110","200","0","0","0.9"
"1","200","-30","1041","bgm_M55","10410105","0","101172","475","10","5","1","1","5","1.45","101172","1","-30","250","-50","-20","1"
"1","100","-30","1042","bgm_M64","10420101","-30","101191","-480","10","1","1","1","1","0.8","101191","0.7","-120","210","0","0","0.6"
"1","100","-30","1042","bgm_M64","10420102","0","101191","-260","10","2","1","1","2","1.2","101191","1","-100","200","0","0","0.8"
"1","100","-30","1042","bgm_M64","10420103","-10","101451","-10","0","3","1","1","3","1.4","101191","1","65","200","-30","-15","0.9"
"1","100","-30","1042","bgm_M64","10420104","0","101191","190","0","4","1","1","4","1.1","101191","1","-110","200","0","0","0.65"
"1.2","200","-30","1042","bgm_M55","10420105","-45","101192","485","-10","5","1","1","5","1.3","101192","1","-70","280","-50","0","1.1"
"1","100","-30","1043","bgm_M64","10430101","0","101201","-480","10","1","1","1","1","0.8","101201","0.85","-120","210","0","0","0.6"
"1","100","-30","1043","bgm_M64","10430102","0","101201","-260","10","2","1","1","2","1.2","101201","1.1","-120","240","0","0","0.75"
"1","100","-30","1043","bgm_M64","10430103","-10","101201","-10","0","3","1","1","3","1.1","101201","1","65","200","0","-15","0.8"
"1","100","-30","1043","bgm_M64","10430104","0","101201","190","0","4","1","1","4","1","101201","1","-110","200","43","0","0.7"
"1","100","-30","1043","bgm_M55","10430105","-45","101202","475","10","5","1","1","5","1.45","101202","1","-30","250","-50","-20","1"
"1","100","-30","1044","bgm_M64","10440101","0","101291","-480","10","1","1","1","1","0.8","101291","0.85","-120","210","0","0","0.6"
"1","100","-30","1044","bgm_M64","10440102","0","101291","-260","10","2","1","1","2","1.2","101291","1.1","-120","240","0","0","0.75"
"1","100","-30","1044","bgm_M64","10440103","-10","101291","-40","0","3","1","1","3","2.3","101291","2.2","65","200","0","-15","1.55"
"1","100","-30","1044","bgm_M64","10440104","0","101291","150","0","4","1","1","4","1.2","101291","1","-110","200","0","0","1.1"
"1","100","-30","1044","bgm_M55","10440105","30","101292","490","30","5","1","1","5","1.45","101292","1","-15","230","15","-20","1.1"
"1","100","-30","1045","bgm_M64","10450101","-30","101301","-480","10","1","1","1","1","0.8","101301","0.7","-120","210","0","0","0.58"
"1","100","-30","1045","bgm_M64","10450102","0","101301","-260","10","2","1","1","2","1.2","101301","1","-120","200","0","0","0.9"
"1","200","-30","1045","bgm_M64","10450103","-10","101301","-50","-10","3","1","1","3","1.4","101301","1","100","200","-30","0","0.93"
"1","100","-30","1045","bgm_M64","10450104","0","101301","100","0","4","1","1","4","1.3","101301","1","-100","200","15","0","0.9"
"1","100","-30","1045","bgm_M55","10450105","-30","101302","470","10","5","1","1","5","1.2","101302","1.1","-55","270","-15","-20","1"
"1","100","-30","1046","bgm_M64","10460101","0","101161","-450","10","1","1","1","1","0.8","101441","0.85","-130","210","0","0","0.575"
"1","200","-30","1046","bgm_M64","10460102","0","101161","-250","10","2","1","1","2","1","101441","0.7","-120","200","0","0","0.75"
"1","100","-30","1046","bgm_M64","10460103","-10","101161","-10","0","3","1","1","3","1.2","101441","1.1","50","200","0","-15","0.8"
"1","150","-30","1046","bgm_M64","10460104","0","101161","210","0","4","1","1","4","1","101441","1","-100","200","43","0","0.8"
"1","100","-30","1046","bgm_M55","10460105","-30","101162","470","10","5","1","1","5","1.2","101442","1.1","-70","230","-35","-20","0.95"
"1","100","-30","1047","bgm_M64","10470101","-30","101451","-450","10","1","1","1","1","0.8","101451","0.7","-130","210","0","0","0.58"
"1","100","-30","1047","bgm_M64","10470102","0","101451","-250","10","2","1","1","2","1.2","101451","1","-120","200","0","0","0.9"
"1","100","-30","1047","bgm_M64","10470103","-10","101451","-20","0","3","1","1","3","1.4","101451","1","50","200","-30","-15","0.9"
"1","100","-30","1047","bgm_M64","10470104","0","101451","200","0","4","1","1","4","1","101451","0.85","-100","200","0","0","0.8"
"1.2","100","-30","1047","bgm_M55","10470105","-50","101452","510","0","5","1","1","5","1.55","101452","1.4","-70","290","-35","0","1.25"
"1","100","-30","1048","bgm_M64","10480101","-30","101451","-450","10","1","1","1","1","0.8","101561","0.7","-130","210","0","0","0.58"
"1","100","-30","1048","bgm_M64","10480102","0","101451","-240","0","2","1","1","2","1.2","101561","1.1","-120","240","0","0","0.75"
"1.4","150","-30","1048","bgm_M64","10480103","-60","101451","-10","0","3","1","1","3","0.9","101561","0.55","0","200","-50","-13","0.6"
"1","100","-30","1048","bgm_M64","10480104","0","101451","195","0","4","1","1","4","1.1","101561","1","-100","200","20","0","0.7"
"1.4","400","-30","1048","bgm_M55","10480105","-50","101452","460","0","5","1","1","5","1.55","101562","1.35","-70","290","-60","0","1.25"
"1","100","-30","1049","bgm_M64","10490101","-30","101001","-480","10","1","1","1","1","0.8","101001","0.7","-120","210","0","0","0.58"
"1","100","-30","1049","bgm_M64","10490102","0","101001","-270","10","2","1","1","2","1.2","101001","1.1","-120","200","0","0","0.75"
"1","200","-30","1049","bgm_M64","10490103","-10","101001","-25","0","3","1","1","3","1.4","101001","1","65","200","-30","-15","0.9"
"1","150","-30","1049","bgm_M64","10490104","0","101001","200","0","4","1","1","4","1.1","101001","1","-120","200","-30","0","0.9"
"1.2","200","-30","1049","bgm_M55","10490105","0","101011","480","0","5","1","1","5","1.3","101011","1","-40","250","0","0","1.2"
"1","170","-30","1050","bgm_M64","10500101","-30","101021","-450","10","1","1","1","1","1","101021","0.9","-110","210","-25","0","0.575"
"1","100","-30","1050","bgm_M64","10500102","0","101021","-240","0","2","1","1","2","1.2","101021","1.1","-120","240","0","0","0.75"
"1","100","-30","1050","bgm_M64","10500103","-10","101021","-10","5","3","1","1","3","0.9","101021","0.8","65","200","0","-5","0.6"
"1","100","-30","1050","bgm_M64","10500104","0","101021","190","0","4","1","1","4","1.1","101021","1","-110","200","0","0","0.65"
"1","200","-30","1050","bgm_M55","10500105","0","101031","440","0","5","1","1","5","1.8","101031","1.6","0","220","0","0","1.4"
"1","100","-30","1051","bgm_M64","10510101","-30","101041","-450","10","1","1","1","1","0.8","101041","0.7","-130","210","0","0","0.58"
"1","200","-30","1051","bgm_M64","10510102","0","101041","-250","10","2","1","1","2","1","101041","0.7","-120","200","0","0","0.65"
"1","100","-30","1051","bgm_M64","10510103","-10","101041","-35","10","3","1","1","3","1.3","101041","1","70","200","-10","-15","0.75"
"1","100","-30","1051","bgm_M64","10510104","0","101041","150","0","4","1","1","4","1.4","101041","1","-110","200","0","0","1"
"1","150","-30","1051","bgm_M55","10510105","0","101042","450","0","5","1.3","1","5","1.8","101042","1.35","-55","210","-50","0","1.1"
"1","250","-30","1052","bgm_M64","10520101","-30","101161","-480","10","1","1","1","1","0.8","101161","0.7","-120","210","0","0","0.6"
"1","100","-30","1052","bgm_M64","10520102","0","101161","-260","0","2","1","1","2","1.2","101161","1.1","-100","240","0","0","0.75"
"1","100","-30","1052","bgm_M64","10520103","-10","101161","-10","5","3","1","1","3","1.1","101161","1","65","200","0","-5","0.65"
"1","100","-30","1052","bgm_M64","10520104","0","101161","240","0","4","1","1","4","1.3","101161","1","-50","200","-30","0","0.8"
"1","270","-30","1052","bgm_M55","10520105","-45","101162","485","-10","5","1.3","1","5","1.15","101162","1","-70","280","-50","-40","0.9"
"1","120","-30","1053","bgm_M64","10530101","0","101171","-480","10","1","1","1","1","0.8","101171","0.85","-120","210","0","0","0.5"
"1","100","-30","1053","bgm_M64","10530102","0","101171","-270","10","2","1","1","2","1.2","101171","1.1","-120","200","0","0","0.75"
"1","100","-30","1053","bgm_M64","10530103","-10","101171","-25","0","3","1","1","3","2.3","101171","2.2","65","200","0","-15","1.55"
"1","100","-30","1053","bgm_M64","10530104","0","101171","200","0","4","1","1","4","1.5","101171","1","-100","200","-30","0","0.9"
"1","200","-30","1053","bgm_M55","10530105","0","101172","475","10","5","1","1","5","1.45","101172","1","-30","250","-50","-20","1"
"1","170","-30","1054","bgm_M64","10540101","-30","101191","-450","10","1","1","1","1","1","101191","0.9","-110","210","-25","0","0.575"
"1","200","-30","1054","bgm_M64","10540102","0","101191","-250","10","2","1","1","2","1","101191","0.7","-120","200","0","0","0.65"
"1","100","-30","1054","bgm_M64","10540103","-10","101191","-10","0","3","1","1","3","1.2","101191","1.1","50","200","0","-15","0.8"
"1","200","-30","1054","bgm_M64","10540104","0","101191","190","0","4","1","1","4","1.5","101191","1","-90","200","0","0","1"
"1.2","200","-30","1054","bgm_M55","10540105","-45","101192","485","-10","5","1","1","5","1.3","101192","1","-70","280","-50","0","1.1"
"1","120","-30","1055","bgm_M64","10550101","0","101201","-480","10","1","1","1","1","0.8","101201","0.85","-120","210","0","0","0.5"
"1","250","-30","1055","bgm_M64","10550102","-30","101201","-250","0","2","1","1","2","1","101201","1","-120","240","-30","0","0.7"
"1","100","-30","1055","bgm_M64","10550103","-10","101201","-10","0","3","1","1","3","1.1","101201","1","65","200","0","-15","0.8"
"1","100","-30","1055","bgm_M64","10550104","0","101201","190","0","4","1","1","4","1","101201","1","-110","200","43","0","0.7"
"1","100","-30","1055","bgm_M55","10550105","-45","101202","475","10","5","1","1","5","1.45","101202","1","-30","250","-50","-20","1"
"1","250","-30","1056","bgm_M64","10560101","-30","101291","-480","10","1","1","1","1","0.8","101291","0.7","-120","210","0","0","0.6"
"1","100","-30","1056","bgm_M64","10560102","0","101291","-260","0","2","1","1","2","1.2","101291","1.1","-100","240","0","0","0.75"
"1","100","-30","1056","bgm_M64","10560103","-10","101291","-35","0","3","1","1","3","1.4","101291","1","50","200","-30","-15","0.9"
"1","150","-30","1056","bgm_M64","10560104","0","101291","190","0","4","1","1","4","1.1","101291","1","-120","200","-30","0","0.9"
"1","100","-30","1056","bgm_M55","10560105","30","101292","490","30","5","1","1","5","1.45","101292","1","-15","230","15","-20","1.1"
"1","170","-30","1057","bgm_M64","10570101","-30","101301","-450","10","1","1","1","1","1","101301","0.9","-110","210","-25","0","0.575"
"1","100","-30","1057","bgm_M64","10570102","0","101301","-270","10","2","1","1","2","1.2","101301","1.1","-120","200","0","0","0.75"
"1","200","-30","1057","bgm_M64","10570103","-10","101301","-50","-10","3","1","1","3","1.4","101301","1","100","200","-30","0","0.93"
"1","100","-30","1057","bgm_M64","10570104","0","101301","190","0","4","1","1","4","1.2","101301","1","-110","200","0","0","0.9"
"1","100","-30","1057","bgm_M55","10570105","-30","101302","470","10","5","1","1","5","1.2","101302","1.1","-55","270","-15","-20","1"
"1","250","-30","1058","bgm_M64","10580101","-30","101441","-480","10","1","1","1","1","0.8","101441","0.7","-120","210","0","0","0.6"
"1","250","-30","1058","bgm_M64","10580102","-30","101441","-250","0","2","1","1","2","1","101441","1","-120","240","-30","0","0.7"
"1","100","-30","1058","bgm_M64","10580103","-10","101441","-5","10","3","1","1","3","1.3","101441","1","70","200","-10","-15","0.75"
"1","100","-30","1058","bgm_M64","10580104","0","101441","210","10","4","1","1","4","1.1","101441","1","-100","200","20","0","0.8"
"1","100","-30","1058","bgm_M55","10580105","-30","101442","470","10","5","1","1","5","1.2","101442","1.1","-70","230","-35","-20","0.95"
"1","170","-30","1059","bgm_M64","10590101","-30","101451","-450","10","1","1","1","1","1","101451","0.9","-110","210","-25","0","0.575"
"1","200","-30","1059","bgm_M64","10590102","0","101451","-250","10","2","1","1","2","1","101451","0.7","-120","200","0","0","0.65"
"1.4","150","-30","1059","bgm_M64","10590103","-60","101451","-10","0","3","1","1","3","0.9","101451","0.55","0","200","-50","-13","0.6"
"1","100","-30","1059","bgm_M64","10590104","0","101451","200","0","4","1","1","4","1","101451","0.7","-120","200","0","0","0.7"
"1.2","100","-30","1059","bgm_M55","10590105","-50","101452","510","0","5","1","1","5","1.55","101452","1.4","-70","290","-35","0","1.25"
"1","120","-30","1060","bgm_M64","10600101","0","101561","-480","10","1","1","1","1","0.8","101561","0.85","-120","210","0","0","0.5"
"1","100","-30","1060","bgm_M64","10600102","0","101561","-270","10","2","1","1","2","1.2","101561","1.1","-120","200","0","0","0.75"
"1","200","-30","1060","bgm_M64","10600103","-10","101561","-25","0","3","1","1","3","1.4","101561","1","65","200","-30","-15","0.9"
"1","100","-30","1060","bgm_M64","10600104","0","101561","190","0","4","1","1","4","1.1","101561","1","-110","200","0","0","0.65"
"1.4","400","-30","1060","bgm_M55","10600105","-50","101562","460","0","5","1","1","5","1.55","101562","1.35","-70","290","-60","0","1.25"
"1","250","-30","1061","bgm_M64","10610101","-30","101001","-480","10","1","1","1","1","0.8","101001","0.7","-120","210","0","0","0.6"
"1","100","-30","1061","bgm_M64","10610102","0","101001","-260","0","2","1","1","2","1.2","101001","1.1","-100","240","0","0","0.75"
"1","100","-30","1061","bgm_M64","10610103","-10","101001","-10","0","3","1","1","3","1.4","101001","1","65","200","-30","-15","1"
"1","100","-30","1061","bgm_M64","10610104","0","101001","200","0","4","1","1","4","1.4","101001","1","-110","200","0","0","1"
"1.2","200","-30","1061","bgm_M55","10610105","0","101011","480","0","5","1","1","5","1.3","101011","1","-40","250","0","0","1.2"
"1","120","-30","1063","bgm_M64","10630101","0","101021","-480","10","1","1","1","1","0.8","101021","0.85","-120","210","0","0","0.5"
"1","250","-30","1063","bgm_M64","10630102","-30","101021","-250","0","2","1","1","2","1","101021","1","-120","240","-30","0","0.7"
"1","100","-30","1063","bgm_M64","10630103","0","101021","-10","0","3","1","1","3","1.3","101021","1","70","200","0","0","0.9"
"1","100","-30","1063","bgm_M64","10630104","0","101021","240","0","4","1","1","4","1.2","101021","1","-70","200","-30","0","0.8"
"1","200","-30","1063","bgm_M55","10630105","0","101031","470","0","5","1","1","5","1.8","101031","1.6","0","220","0","0","1.4"
"1","170","-30","1064","bgm_M64","10640101","-30","101041","-450","10","1","1","1","1","1","101041","0.9","-110","210","-25","0","0.575"
"1","200","-30","1064","bgm_M64","10640102","0","101041","-250","10","2","1","1","2","1","101041","0.7","-120","200","0","0","0.65"
"1","100","-30","1064","bgm_M64","10640103","-10","101041","-10","0","3","1","1","3","1.1","101041","1","65","200","0","-15","0.8"
"1","100","-30","1064","bgm_M64","10640104","0","101041","200","0","4","1","1","4","1.5","101041","1","-100","200","-30","0","0.9"
"1","150","-30","1064","bgm_M55","10640105","0","101042","450","0","5","1.3","1","5","1.8","101042","1.35","-55","210","-50","0","1.1"
"1","250","-30","1065","bgm_M64","10650101","-30","101161","-480","10","1","1","1","1","0.8","101161","0.7","-120","210","0","0","0.6"
"1","100","-30","1065","bgm_M64","10650102","0","101161","-260","0","2","1","1","2","1.2","101161","1.1","-100","240","0","0","0.75"
"1","100","-30","1065","bgm_M64","10650103","-10","101161","-10","5","3","1","1","3","1.1","101161","1","65","200","0","-5","0.65"
"1","100","-30","1065","bgm_M64","10650104","0","101161","200","0","4","1","1","4","1","101161","0.85","-100","200","0","0","0.8"
"1","270","-30","1065","bgm_M55","10650105","-45","101162","485","-10","5","1.3","1","5","1.15","101162","1","-70","280","-50","-40","0.9"
"1","120","-30","1066","bgm_M64","10660101","0","101171","-480","10","1","1","1","1","0.8","101171","0.85","-120","210","0","0","0.5"
"1","250","-30","1066","bgm_M64","10660102","-30","101171","-250","0","2","1","1","2","1","101171","1","-120","240","-30","0","0.7"
"1","100","-30","1066","bgm_M64","10660103","-10","101171","0","0","3","1","1","3","1.15","101171","1.1","65","200","0","-10","0.8"
"1","100","-30","1066","bgm_M64","10660104","-10","101171","230","0","4","1","1","4","1.35","101171","1.3","5","200","0","0","0.9"
"1","200","-30","1066","bgm_M55","10660105","0","101172","475","10","5","1","1","5","1.45","101172","1","-30","250","-50","-20","1"
"1","250","-30","1067","bgm_M64","10670101","-30","101191","-480","10","1","1","1","1","0.8","101191","0.7","-50","210","0","0","0.6"
"1","100","-30","1067","bgm_M64","10670102","0","101191","-270","10","2","1","1","2","1.2","101191","1.1","-120","200","0","0","0.75"
"1","100","-30","1067","bgm_M64","10670103","-10","101191","-20","0","3","1","1","3","1.4","101191","1","50","200","-30","-15","0.9"
"1","200","-30","1067","bgm_M64","10670104","0","101191","200","0","4","1","1","4","1.5","101191","1","-90","200","0","0","1"
"1.2","200","-30","1067","bgm_M55","10670105","-45","101192","485","-10","5","1","1","5","1.3","101192","1","-70","280","-50","0","1.1"
"1","100","-30","1068","bgm_M64","10680101","0","101201","-470","10","1","1","1","1","1.45","101201","1.1","0","210","20","0","0.8"
"1","200","-30","1068","bgm_M64","10680102","0","101201","-250","10","2","1","1","2","1","101201","0.7","-120","200","0","0","0.65"
"1","100","-30","1068","bgm_M64","10680103","-10","101201","-5","10","3","1","1","3","1.3","101201","1","70","200","-10","-15","0.75"
"1","100","-30","1068","bgm_M64","10680104","0","101201","190","0","4","1","1","4","1","101201","1","-110","200","43","0","0.7"
"1","100","-30","1068","bgm_M55","10680105","-45","101202","475","10","5","1","1","5","1.45","101202","1","-30","250","-50","-20","1"
"1","170","-30","1069","bgm_M64","10690101","-30","101291","-450","10","1","1","1","1","1","101291","0.9","-110","210","-25","0","0.575"
"1","100","-30","1069","bgm_M64","10690102","0","101291","-225","0","2","1","1","2","1.2","101291","1.1","-25","240","0","0","0.75"
"1","100","-30","1069","bgm_M64","10690103","-10","101291","0","0","3","1","1","3","2.3","101291","2.2","65","200","0","-15","1.55"
"1","100","-30","1069","bgm_M64","10690104","0","101291","190","0","4","1","1","4","1.1","101291","1","-110","200","0","0","0.65"
"1","100","-30","1069","bgm_M55","10690105","30","101292","490","30","5","1","1","5","1.45","101292","1","-15","230","15","-20","1.1"
"1","250","-30","1070","bgm_M64","10700101","-30","101301","-480","10","1","1","1","1","0.8","101301","0.7","-50","210","0","0","0.6"
"1","200","-30","1070","bgm_M64","10700102","0","101301","-250","10","2","1","1","2","1","101301","0.7","-120","200","0","0","0.65"
"1","200","-30","1070","bgm_M64","10700103","-10","101301","-50","-10","3","1","1","3","1.4","101301","1","100","200","-30","0","0.93"
"1","150","-30","1070","bgm_M64","10700104","0","101301","190","0","4","1","1","4","1.1","101301","1","-120","200","-30","0","0.9"
"1","100","-30","1070","bgm_M55","10700105","-30","101302","470","10","5","1","1","5","1.2","101302","1.1","-55","270","-15","-20","1"
"1","100","-30","1071","bgm_M64","10710101","0","101441","-470","10","1","1","1","1","1.45","101441","1.1","0","210","20","0","0.8"
"1","250","-30","1071","bgm_M64","10710102","-30","101441","-250","0","2","1","1","2","1","101441","1","-120","240","-30","0","0.7"
"1","100","-30","1071","bgm_M64","10710103","-10","101441","-10","0","3","1","1","3","1.1","101441","1","65","200","0","-15","0.8"
"1","100","-30","1071","bgm_M64","10710104","0","101441","200","0","4","1","1","4","1","101441","0.7","-120","200","0","0","0.7"
"1","100","-30","1071","bgm_M55","10710105","-30","101442","470","10","5","1","1","5","1.2","101442","1.1","-70","230","-35","-20","0.95"
"1","170","-30","1072","bgm_M64","10720101","-30","101451","-450","10","1","1","1","1","1","101451","0.9","-110","210","-25","0","0.575"
"1","100","-30","1072","bgm_M64","10720102","0","101451","-225","0","2","1","1","2","1.2","101451","1.1","-25","240","0","0","0.75"
"1","100","-30","1072","bgm_M64","10720103","-10","101451","-10","0","3","1","1","3","1.4","101451","1","65","200","-30","-15","1"
"1","100","-30","1072","bgm_M64","10720104","0","101451","210","10","4","1","1","4","1.1","101451","1","-100","200","20","0","0.8"
"1.2","100","-30","1072","bgm_M55","10720105","-50","101452","510","0","5","1","1","5","1.55","101452","1.4","-70","290","-35","0","1.25"
"1","170","-30","1073","bgm_M64","10730101","-30","101561","-450","10","1","1","1","1","1","101561","0.9","0","210","-25","0","0.575"
"1","100","-30","1073","bgm_M64","10730102","0","101561","-270","10","2","1","1","2","1.2","101561","1.1","-120","200","0","0","0.75"
"1","100","-30","1073","bgm_M64","10730103","-10","101561","-10","5","3","1","1","3","1.1","101561","1","65","200","0","-5","0.65"
"1","100","-30","1073","bgm_M64","10730104","0","101561","200","0","4","1","1","4","1.4","101561","1","-110","200","0","0","1"
"1.4","400","-30","1073","bgm_M55","10730105","-50","101562","460","0","5","1","1","5","1.55","101562","1.35","-70","290","-60","0","1.25"
"1","250","-30","1074","bgm_M64","10740101","-30","101001","-480","10","1","1","1","1","0.8","101001","0.7","-50","210","0","0","0.6"
"1","200","-30","1074","bgm_M64","10740102","10","101001","-260","0","2","1","1","2","1.35","101001","1.1","-110","240","10","0","0.9"
"1","100","-30","1074","bgm_M64","10740103","-10","101001","-5","10","3","1","1","3","1.15","101001","1","70","200","-10","-15","0.75"
"1","100","-30","1074","bgm_M64","10740104","0","101001","190","0","4","1","1","4","1.2","101001","1","-110","200","0","0","0.9"
"1.2","200","-30","1074","bgm_M55","10740105","0","101011","480","0","5","1","1","5","1.3","101011","1","-40","250","0","0","1.2"
"1","100","-30","1075","bgm_M64","10750101","0","101021","-470","10","1","1","1","1","1.45","101021","1.1","0","210","20","0","0.8"
"1","200","-30","1075","bgm_M64","10750102","0","101021","-250","10","2","1","1","2","1","101021","0.7","-120","200","0","0","0.65"
"1.4","150","-30","1075","bgm_M64","10750103","-60","101021","-10","0","3","1","1","3","0.9","101021","0.55","0","200","-50","-13","0.6"
"1","100","-30","1075","bgm_M64","10750104","0","101021","200","0","4","1","1","4","1.5","101021","1","-100","200","-30","0","0.9"
"1","200","-30","1075","bgm_M55","10750105","0","101031","470","0","5","1","1","5","1.8","101031","1.6","0","220","0","0","1.4"
"1","170","-30","1076","bgm_M64","10760101","-30","101041","-480","10","1","1","1","1","1","101041","0.9","-110","210","-25","0","0.575"
"1","250","-30","1076","bgm_M64","10760102","-30","101041","-230","0","2","1","1","2","1","101041","1","-20","240","-30","0","0.7"
"1","100","-30","1076","bgm_M64","10760103","-10","101041","15","0","3","1","1","3","1.4","101041","1","-120","200","-30","-15","0.9"
"1","300","-30","1076","bgm_M64","10760104","-50","101041","200","0","4","1","1","4","1.3","101041","1","40","200","-60","0","0.8"
"1","150","-30","1076","bgm_M55","10760105","0","101042","450","0","5","1.3","1","5","1.8","101042","1.35","-55","210","-50","0","1.1"
"1","250","-30","1077","bgm_M64","10770101","-30","101161","-480","10","1","1","1","1","0.8","101161","0.7","-50","210","0","0","0.6"
"1","100","-30","1077","bgm_M64","10770102","0","101161","-270","10","2","1","1","2","1.2","101161","1.1","-120","200","0","0","0.75"
"1","100","-30","1077","bgm_M64","10770103","0","101161","-10","0","3","1","1","3","1.3","101161","1","70","200","0","0","0.9"
"1","200","-30","1077","bgm_M64","10770104","0","101161","200","0","4","1","1","4","1.5","101161","1","-90","200","0","0","1"
"1","270","-30","1077","bgm_M55","10770105","-45","101162","485","-10","5","1.3","1","5","1.15","101162","1","-70","280","-50","-40","0.9"
"1","170","-30","1078","bgm_M64","10780101","-30","101171","-450","10","1","1","1","1","1","101171","0.9","-90","210","-25","0","0.575"
"1","100","-30","1078","bgm_M64","10780102","0","101171","-225","0","2","1","1","2","1.2","101171","1.1","20","240","0","0","0.75"
"1","100","-30","1078","bgm_M64","10780103","-10","101171","0","0","3","1","1","3","1.15","101171","1.1","-65","200","0","-10","0.8"
"1","100","-30","1078","bgm_M64","10780104","-10","101171","230","0","4","1","1","4","1","101171","0.9","0","200","0","0","0.65"
"1","200","-30","1078","bgm_M55","10780105","0","101172","475","10","5","1","1","5","1.45","101172","1","-30","250","-50","-20","1"
"1","250","-30","1079","bgm_M64","10790101","-30","101191","-480","10","1","1","1","1","0.8","101191","0.7","-50","210","0","0","0.6"
"1","200","-30","1079","bgm_M64","10790102","10","101191","-260","0","2","1","1","2","1.35","101191","1.1","-110","240","10","0","0.9"
"1","100","-30","1079","bgm_M64","10790103","-10","101191","-10","0","3","1","1","3","1.1","101191","1","65","200","0","-15","0.8"
"1","100","-30","1079","bgm_M64","10790104","-10","101191","230","0","4","1","1","4","1.35","101191","1.3","5","200","0","0","0.9"
"1.2","200","-30","1079","bgm_M55","10790105","-45","101192","485","-10","5","1","1","5","1.3","101192","1","-70","280","-50","0","1.1"
"1","100","-30","1080","bgm_M64","10800101","0","101201","-470","10","1","1","1","1","1.35","101201","1.1","0","210","0","0","0.85"
"1","200","-30","1080","bgm_M64","10800102","-5","101201","-250","10","2","1","1","2","1","101201","0.8","-120","200","0","0","0.65"
