877e79579aac6864ff9f299ec147ef921c9c60f8e5d58d5ee0891f6641e75b97,9a35832ceca482664eb5a7c2e71f855af42ea252c502dbefc7db0f8cf05a57d8,106a2b509fbb53764d96d296426863887915091bbfa829cf9acd92f15e8ad21d,fa8d0659110dc76c96fb8a70ee17ccaa5d0222eaa67d72ce40449ec0493dcf41,a6d30bb98947424f9d91365b369e87dd7ddbc0e3fba2826f5ee1ef639544e7c6,ab7893805170b75138aaa3a717ba77a2d44b0fa1f3e68aba4df68f8626bab26a,352a5a5e49807d3a4888084ae1cb8975ea4640ea59048cf0c1418dec5ee6868a,88276706121b7c3da5d5e6390190f76a595b016ef9c0431b46e26f700029dc29,4c5ab2d0e50455e7a12223c633526af9661df1603217d23f724686061d56583f,46be23eb81e70bf8d04bbe5c90a3a41ef10ec5b83804a8ab888002b4927aba32,e96c1dd83c4ba865a35effb4f4886a984dbc37faeb4b1bc0124c40bfe8c6827a,e3f82abc6920c3db0d45f9f4a98b27f7e4eaaeed80828666ad82783a76de38d3,a18e141d4aef3e0b59ad429975c3a1a876255ac70ffb64f28cdb36f693fcd4aa,1ca777b76bd40607fdf42a512c1ae6c79f1cfcf1d697c58828025b367b7f3099,03518614e2b10434568fcd55c35fcb5b343d42d618e9ef186989b2be7db6ed18,47bd21a926965c7a51afccf532e782ef41d3b630ca6bf6bb3880b5312123065c
"2","91002","0","0","8","1022113","0","50","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1022114","0","60","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1022115","31018","100","0","80","1","90006","0","2","0","0"
"0","94002","0","0","12","1022116","0","0","0","25000","0","0","0","0","0","0"
"2","91002","0","0","8","1023101","0","20","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1023102","0","30","0","50","0","90006","0","2","0","0"
"2","91002","0","0","8","1023103","0","40","0","75","0","90006","0","2","0","0"
"2","91002","0","0","8","1023104","0","50","0","100","0","90006","0","2","0","0"
"2","91002","0","0","8","1023105","31043","100","0","150","2","90006","0","2","0","0"
"2","91002","0","0","8","1023106","0","20","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1023107","0","30","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1023108","0","40","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1023109","0","50","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1023110","31043","100","0","80","1","90006","0","2","0","0"
"2","91002","0","0","8","1023111","0","30","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1023112","0","40","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1023113","0","50","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1023114","0","60","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1023115","31043","100","0","80","1","90006","0","2","0","0"
"0","94002","0","0","12","1023116","0","0","0","25000","0","0","0","0","0","0"
"2","91002","0","0","8","1024101","0","20","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1024102","0","30","0","50","0","90006","0","2","0","0"
"2","91002","0","0","8","1024103","0","40","0","75","0","90006","0","2","0","0"
"2","91002","0","0","8","1024104","0","50","0","100","0","90006","0","2","0","0"
"2","91002","0","0","8","1024105","31025","100","0","150","2","90006","0","2","0","0"
"2","91002","0","0","8","1024106","0","20","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1024107","0","30","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1024108","0","40","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1024109","0","50","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1024110","31025","100","0","80","1","90006","0","2","0","0"
"2","91002","0","0","8","1024111","0","30","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1024112","0","40","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1024113","0","50","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1024114","0","60","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1024115","31025","100","0","80","1","90006","0","2","0","0"
"0","94002","0","0","12","1024116","0","0","0","25000","0","0","0","0","0","0"
"2","91002","0","0","8","1025101","0","20","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1025102","0","30","0","50","0","90006","0","2","0","0"
"2","91002","0","0","8","1025103","0","40","0","75","0","90006","0","2","0","0"
"2","91002","0","0","8","1025104","0","50","0","100","0","90006","0","2","0","0"
"2","91002","0","0","8","1025105","31042","100","0","150","2","90006","0","2","0","0"
"2","91002","0","0","8","1025106","0","20","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1025107","0","30","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1025108","0","40","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1025109","0","50","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1025110","31042","100","0","80","1","90006","0","2","0","0"
"2","91002","0","0","8","1025111","0","30","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1025112","0","40","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1025113","0","50","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1025114","0","60","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1025115","31042","100","0","80","1","90006","0","2","0","0"
"0","94002","0","0","12","1025116","0","0","0","25000","0","0","0","0","0","0"
"2","91002","0","0","8","1026101","0","20","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1026102","0","30","0","50","0","90006","0","2","0","0"
"2","91002","0","0","8","1026103","0","40","0","75","0","90006","0","2","0","0"
"2","91002","0","0","8","1026104","0","50","0","100","0","90006","0","2","0","0"
"2","91002","0","0","8","1026105","31022","100","0","150","2","90006","0","2","0","0"
"2","91002","0","0","8","1026106","0","20","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1026107","0","30","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1026108","0","40","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1026109","0","50","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1026110","31022","100","0","80","1","90006","0","2","0","0"
"2","91002","0","0","8","1026111","0","30","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1026112","0","40","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1026113","0","50","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1026114","0","60","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1026115","31022","100","0","80","1","90006","0","2","0","0"
"0","94002","0","0","12","1026116","0","0","0","25000","0","0","0","0","0","0"
"2","91002","0","0","8","1027101","0","20","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1027102","0","30","0","50","0","90006","0","2","0","0"
"2","91002","0","0","8","1027103","0","40","0","75","0","90006","0","2","0","0"
"2","91002","0","0","8","1027104","0","50","0","100","0","90006","0","2","0","0"
"2","91002","0","0","8","1027105","31043","100","0","150","2","90006","0","2","0","0"
"2","91002","0","0","8","1027106","0","20","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1027107","0","30","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1027108","0","40","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1027109","0","50","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1027110","31043","100","0","80","1","90006","0","2","0","0"
"2","91002","0","0","8","1027111","0","30","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1027112","0","40","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1027113","0","50","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1027114","0","60","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1027115","31043","100","0","80","1","90006","0","2","0","0"
"0","94002","0","0","12","1027116","0","0","0","25000","0","0","0","0","0","0"
"2","91002","0","0","8","1028101","0","20","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1028102","0","30","0","50","0","90006","0","2","0","0"
"2","91002","0","0","8","1028103","0","40","0","75","0","90006","0","2","0","0"
"2","91002","0","0","8","1028104","0","50","0","100","0","90006","0","2","0","0"
"2","91002","0","0","8","1028105","31018","100","0","150","2","90006","0","2","0","0"
"2","91002","0","0","8","1028106","0","20","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1028107","0","30","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1028108","0","40","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1028109","0","50","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1028110","31018","100","0","80","1","90006","0","2","0","0"
"2","91002","0","0","8","1028111","0","30","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1028112","0","40","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1028113","0","50","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1028114","0","60","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1028115","31018","100","0","80","1","90006","0","2","0","0"
"0","94002","0","0","12","1028116","0","0","0","25000","0","0","0","0","0","0"
"2","91002","0","0","8","1029101","0","20","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1029102","0","30","0","50","0","90006","0","2","0","0"
"2","91002","0","0","8","1029103","0","40","0","75","0","90006","0","2","0","0"
"2","91002","0","0","8","1029104","0","50","0","100","0","90006","0","2","0","0"
"2","91002","0","0","8","1029105","31025","100","0","150","2","90006","0","2","0","0"
"2","91002","0","0","8","1029106","0","20","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1029107","0","30","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1029108","0","40","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1029109","0","50","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1029110","31025","100","0","80","1","90006","0","2","0","0"
"2","91002","0","0","8","1029111","0","30","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1029112","0","40","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1029113","0","50","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1029114","0","60","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1029115","31025","100","0","80","1","90006","0","2","0","0"
"0","94002","0","0","12","1029116","0","0","0","25000","0","0","0","0","0","0"
"2","91002","0","0","8","1030101","0","20","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1030102","0","30","0","50","0","90006","0","2","0","0"
"2","91002","0","0","8","1030103","0","40","0","75","0","90006","0","2","0","0"
"2","91002","0","0","8","1030104","0","50","0","100","0","90006","0","2","0","0"
"2","91002","0","0","8","1030105","31042","100","0","150","2","90006","0","2","0","0"
"2","91002","0","0","8","1030106","0","20","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1030107","0","30","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1030108","0","40","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1030109","0","50","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1030110","31042","100","0","80","1","90006","0","2","0","0"
"2","91002","0","0","8","1030111","0","30","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1030112","0","40","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1030113","0","50","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1030114","0","60","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1030115","31042","100","0","80","1","90006","0","2","0","0"
"0","94002","0","0","12","1030116","0","0","0","25000","0","0","0","0","0","0"
"2","91002","0","0","8","1031101","0","20","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1031102","0","30","0","50","0","90006","0","2","0","0"
"2","91002","0","0","8","1031103","0","40","0","75","0","90006","0","2","0","0"
"2","91002","0","0","8","1031104","0","50","0","100","0","90006","0","2","0","0"
"2","91002","0","0","8","1031105","31022","100","0","150","2","90006","0","2","0","0"
"2","91002","0","0","8","1031106","0","20","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1031107","0","30","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1031108","0","40","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1031109","0","50","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1031110","31022","100","0","80","1","90006","0","2","0","0"
"2","91002","0","0","8","1031111","0","30","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1031112","0","40","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1031113","0","50","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1031114","0","60","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1031115","31022","100","0","80","1","90006","0","2","0","0"
"0","94002","0","0","12","1031116","0","0","0","25000","0","0","0","0","0","0"
"2","91002","0","0","8","1047101","0","20","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1047102","0","30","0","50","0","90006","0","2","0","0"
"2","91002","0","0","8","1047103","0","40","0","75","0","90006","0","2","0","0"
"2","91002","0","0","8","1047104","0","50","0","100","0","90006","0","2","0","0"
"2","91002","0","0","8","1047105","31043","100","0","150","2","90006","0","2","0","0"
"2","91002","0","0","8","1047106","0","20","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1047107","0","30","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1047108","0","40","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1047109","0","50","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1047110","31043","100","0","80","1","90006","0","2","0","0"
"2","91002","0","0","8","1047111","0","30","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1047112","0","40","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1047113","0","50","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1047114","0","60","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1047115","31043","100","0","80","1","90006","0","2","0","0"
"0","94002","0","0","12","1047116","0","0","0","25000","0","0","0","0","0","0"
"2","91002","0","0","8","1048101","0","20","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1048102","0","30","0","50","0","90006","0","2","0","0"
"2","91002","0","0","8","1048103","0","40","0","75","0","90006","0","2","0","0"
"2","91002","0","0","8","1048104","0","50","0","100","0","90006","0","2","0","0"
"2","91002","0","0","8","1048105","31018","100","0","150","2","90006","0","2","0","0"
"2","91002","0","0","8","1048106","0","20","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1048107","0","30","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1048108","0","40","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1048109","0","50","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1048110","31018","100","0","80","1","90006","0","2","0","0"
"2","91002","0","0","8","1048111","0","30","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1048112","0","40","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1048113","0","50","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1048114","0","60","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1048115","31018","100","0","80","1","90006","0","2","0","0"
"0","94002","0","0","12","1048116","0","0","0","25000","0","0","0","0","0","0"
"2","91002","0","0","8","1049101","0","20","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1049102","0","30","0","50","0","90006","0","2","0","0"
"2","91002","0","0","8","1049103","0","40","0","75","0","90006","0","2","0","0"
"2","91002","0","0","8","1049104","0","50","0","100","0","90006","0","2","0","0"
"2","91002","0","0","8","1049105","31145","100","0","150","2","90006","0","2","0","0"
"2","91002","0","0","8","1049106","0","20","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1049107","0","30","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1049108","0","40","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1049109","0","50","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1049110","31145","100","0","80","1","90006","0","2","0","0"
"2","91002","0","0","8","1049111","0","30","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1049112","0","40","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1049113","0","50","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1049114","0","60","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1049115","31145","100","0","80","1","90006","0","2","0","0"
"0","94002","0","0","12","1049116","0","0","0","25000","0","0","0","0","0","0"
"2","91002","0","0","8","1050101","0","20","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1050102","0","30","0","50","0","90006","0","2","0","0"
"2","91002","0","0","8","1050103","0","40","0","75","0","90006","0","2","0","0"
"2","91002","0","0","8","1050104","0","50","0","100","0","90006","0","2","0","0"
"2","91002","0","0","8","1050105","31025","100","0","150","2","90006","0","2","0","0"
"2","91002","0","0","8","1050106","0","20","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1050107","0","30","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1050108","0","40","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1050109","0","50","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1050110","31025","100","0","80","1","90006","0","2","0","0"
"2","91002","0","0","8","1050111","0","30","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1050112","0","40","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1050113","0","50","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1050114","0","60","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1050115","31025","100","0","80","1","90006","0","2","0","0"
"0","94002","0","0","12","1050116","0","0","0","25000","0","0","0","0","0","0"
"2","91002","0","0","8","1051101","0","20","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1051102","0","30","0","50","0","90006","0","2","0","0"
"2","91002","0","0","8","1051103","0","40","0","75","0","90006","0","2","0","0"
"2","91002","0","0","8","1051104","0","50","0","100","0","90006","0","2","0","0"
"2","91002","0","0","8","1051105","31042","100","0","150","2","90006","0","2","0","0"
"2","91002","0","0","8","1051106","0","20","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1051107","0","30","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1051108","0","40","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1051109","0","50","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1051110","31042","100","0","80","1","90006","0","2","0","0"
"2","91002","0","0","8","1051111","0","30","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1051112","0","40","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1051113","0","50","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1051114","0","60","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1051115","31042","100","0","80","1","90006","0","2","0","0"
"0","94002","0","0","12","1051116","0","0","0","25000","0","0","0","0","0","0"
"2","91002","0","0","8","1052101","0","20","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1052102","0","30","0","50","0","90006","0","2","0","0"
"2","91002","0","0","8","1052103","0","40","0","75","0","90006","0","2","0","0"
"2","91002","0","0","8","1052104","0","50","0","100","0","90006","0","2","0","0"
"2","91002","0","0","8","1052105","31022","100","0","150","2","90006","0","2","0","0"
"2","91002","0","0","8","1052106","0","20","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1052107","0","30","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1052108","0","40","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1052109","0","50","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1052110","31022","100","0","80","1","90006","0","2","0","0"
"2","91002","0","0","8","1052111","0","30","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1052112","0","40","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1052113","0","50","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1052114","0","60","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1052115","31022","100","0","80","1","90006","0","2","0","0"
"0","94002","0","0","12","1052116","0","0","0","25000","0","0","0","0","0","0"
"2","91002","0","0","8","1053101","0","20","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1053102","0","30","0","50","0","90006","0","2","0","0"
"2","91002","0","0","8","1053103","0","40","0","75","0","90006","0","2","0","0"
"2","91002","0","0","8","1053104","0","50","0","100","0","90006","0","2","0","0"
"2","91002","0","0","8","1053105","31043","100","0","150","2","90006","0","2","0","0"
"2","91002","0","0","8","1053106","0","20","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1053107","0","30","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1053108","0","40","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1053109","0","50","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1053110","31043","100","0","80","1","90006","0","2","0","0"
"2","91002","0","0","8","1053111","0","30","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1053112","0","40","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1053113","0","50","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1053114","0","60","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1053115","31043","100","0","80","1","90006","0","2","0","0"
"0","94002","0","0","12","1053116","0","0","0","25000","0","0","0","0","0","0"
"2","91002","0","0","8","1054101","0","20","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1054102","0","30","0","50","0","90006","0","2","0","0"
"2","91002","0","0","8","1054103","0","40","0","75","0","90006","0","2","0","0"
"2","91002","0","0","8","1054104","0","50","0","100","0","90006","0","2","0","0"
"2","91002","0","0","8","1054105","31018","100","0","150","2","90006","0","2","0","0"
"2","91002","0","0","8","1054106","0","20","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1054107","0","30","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1054108","0","40","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1054109","0","50","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1054110","31018","100","0","80","1","90006","0","2","0","0"
"2","91002","0","0","8","1054111","0","30","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1054112","0","40","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1054113","0","50","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1054114","0","60","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1054115","31018","100","0","80","1","90006","0","2","0","0"
"0","94002","0","0","12","1054116","0","0","0","25000","0","0","0","0","0","0"
"2","91002","0","0","8","1055101","0","20","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1055102","0","30","0","50","0","90006","0","2","0","0"
"2","91002","0","0","8","1055103","0","40","0","75","0","90006","0","2","0","0"
"2","91002","0","0","8","1055104","0","50","0","100","0","90006","0","2","0","0"
"2","91002","0","0","8","1055105","31145","100","0","150","2","90006","0","2","0","0"
"2","91002","0","0","8","1055106","0","20","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1055107","0","30","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1055108","0","40","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1055109","0","50","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1055110","31145","100","0","80","1","90006","0","2","0","0"
"2","91002","0","0","8","1055111","0","30","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1055112","0","40","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1055113","0","50","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1055114","0","60","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1055115","31145","100","0","80","1","90006","0","2","0","0"
"0","94002","0","0","12","1055116","0","0","0","25000","0","0","0","0","0","0"
"2","91002","0","0","8","1056101","0","20","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1056102","0","30","0","50","0","90006","0","2","0","0"
"2","91002","0","0","8","1056103","0","40","0","75","0","90006","0","2","0","0"
"2","91002","0","0","8","1056104","0","50","0","100","0","90006","0","2","0","0"
"2","91002","0","0","8","1056105","31025","100","0","150","2","90006","0","2","0","0"
"2","91002","0","0","8","1056106","0","20","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1056107","0","30","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1056108","0","40","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1056109","0","50","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1056110","31025","100","0","80","1","90006","0","2","0","0"
"2","91002","0","0","8","1056111","0","30","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1056112","0","40","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1056113","0","50","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1056114","0","60","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1056115","31025","100","0","80","1","90006","0","2","0","0"
"0","94002","0","0","12","1056116","0","0","0","25000","0","0","0","0","0","0"
"2","91002","0","0","8","1057101","0","20","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1057102","0","30","0","50","0","90006","0","2","0","0"
"2","91002","0","0","8","1057103","0","40","0","75","0","90006","0","2","0","0"
"2","91002","0","0","8","1057104","0","50","0","100","0","90006","0","2","0","0"
"2","91002","0","0","8","1057105","31042","100","0","150","2","90006","0","2","0","0"
"2","91002","0","0","8","1057106","0","20","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1057107","0","30","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1057108","0","40","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1057109","0","50","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1057110","31042","100","0","80","1","90006","0","2","0","0"
"2","91002","0","0","8","1057111","0","30","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1057112","0","40","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1057113","0","50","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1057114","0","60","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1057115","31042","100","0","80","1","90006","0","2","0","0"
"0","94002","0","0","12","1057116","0","0","0","25000","0","0","0","0","0","0"
"2","91002","0","0","8","1058101","0","20","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1058102","0","30","0","50","0","90006","0","2","0","0"
"2","91002","0","0","8","1058103","0","40","0","75","0","90006","0","2","0","0"
"2","91002","0","0","8","1058104","0","50","0","100","0","90006","0","2","0","0"
"2","91002","0","0","8","1058105","31022","100","0","150","2","90006","0","2","0","0"
"2","91002","0","0","8","1058106","0","20","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1058107","0","30","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1058108","0","40","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1058109","0","50","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1058110","31022","100","0","80","1","90006","0","2","0","0"
"2","91002","0","0","8","1058111","0","30","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1058112","0","40","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1058113","0","50","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1058114","0","60","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1058115","31022","100","0","80","1","90006","0","2","0","0"
"0","94002","0","0","12","1058116","0","0","0","25000","0","0","0","0","0","0"
"2","91002","0","0","8","1059101","0","20","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1059102","0","30","0","50","0","90006","0","2","0","0"
"2","91002","0","0","8","1059103","0","40","0","75","0","90006","0","2","0","0"
"2","91002","0","0","8","1059104","0","50","0","100","0","90006","0","2","0","0"
"2","91002","0","0","8","1059105","31043","100","0","150","2","90006","0","2","0","0"
"2","91002","0","0","8","1059106","0","20","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1059107","0","30","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1059108","0","40","0","30","0","90006","0","2","0","0"
