0124ebd5f4caeb6b2c84df10dbceae41a760249fb3f58082f719ccb4865e5954,d9eba0c71ede3123ca7d22bac77c298a928c9dc8c68a81c6f3e0a42246e85f6d,f0b82001b54203f124c129a15887c09b1370b88a14351966ba5c0f762cb80584,92491e01bb235ee6e612ffc92e27ec0d8b71818f900747431de06b08712ab1d3,db0eec9db27a38627ec3ec23b555e1d59bb33b7326848412d982147e8f6a074a,81d47bde016abced92f2b808a5121033f93f15b85b625b7ccb65e1ff268c2564,7997157304fb18d5d7b90f2c837a8eea0a122287a847179341f7b9597c092fbb,e4b798376c6cea57cbd9545cbde13bf2155819d4f12aacd0707ba5de2878b1e1,acf5a0c67fe98cc069339dde9ab478ab5c275dd7dfd8c56a56bbb601fa1de4cf,d6268b8c860d93a333e4eacfd793c5f2b94ed9321d7dc3e75a05c94bf317934c,ad84571b3593ec0fca65f8cdba4e668a36730cbcc0e11e192d32c02a22b279ae
"wish_talk_joy","62157","","","3","0.2","1","131011","5146062","",""
"vo_apg_0214","62158","","","21","","0","vo_apg","5146062","","0"
"雖然聽不懂妳在說什麼……\n但要是妳玩得開心就好了～♪","62159","0","0","11","0","9","131011","5146062","1","1"
"","62160","","","91","","","0","5146062","",""
"0","62161","","","22","","","0","5146062","",""
"wish_idle_joy","62162","","","3","0.2","1","131011","5146062","",""
"10","62163","0","0","12","-30","2","100911","5146062","0","0"
"7","62164","0","0","12","0","2","131011","5146062","0","0"
"0","62165","","","93","","","2","5146062","",""
"","62166","","","101","","","62167","5146062","",""
"0.2","62167","","","22","","","0","5146062","",""
"106611","63001","walk_surprise_sad_blue","1","1","1.8","110","1","5146063","-288","-10"
"1066","63002","walk_surprise_sad_blue","1","5","1.8","111","3","5146063","-288","-10"
"130911","63003","idle_normal_noface","1","1","1.8","100","1","5146063","-288","260"
"99","63004","idle_normal_kururu","1","5","1.8","101","1","5146063","-288","260"
"126411","63005","empty","0","1","1.8","103","1","5146063","-268","-420"
"98","63006","empty","0","5","1.8","113","1","5146063","-268","-420"
"210","63007","","","13","","","106611","5146063","",""
"200","63008","","","13","","","130911","5146063","",""
"203","63009","","","13","","","126411","5146063","",""
"7","63010","idle","0","5","0.85","15","7","5146063","-174","0"
"20","63011","empty","0","5","1","210","20","5146063","156","0"
"22","63012","empty","0","5","1","211","22","5146063","66","0"
"211","63013","empty","0","5","1","60","21","5146063","153","0"
"212","63014","empty","0","5","1","190","21","5146063","0","0"
"1","63015","","","31","1","0","1","5146063","1","0"
"2","63016","","","31","1","0","2","5146063","1","-57.7"
"black","63017","","","37","","","2","5146063","",""
"10","63018","","","31","0","0","10","5146063","1","0"
"16","63019","","","31","0","-420","16","5146063","1","-268"
"20","63020","","","31","1","0","20","5146063","1","0"
"20","63021","","","36","","","20","5146063","",""
"22","63022","","","36","","","20","5146063","",""
"0","63023","","","91","","","0","5146063","",""
"0","63024","","","102","","0","0","5146063","",""
"0","63025","","","93","","","0.4","5146063","",""
"iris_out","63026","","","37","","","2","5146063","",""
"-260","63027","","","2","","-288","106611","5146063","0","2.5"
"-260","63028","","","2","","-288","1066","5146063","0","2.5"
"0","63029","","","93","","","2.5","5146063","",""
"sad_idle_blue","63030","","","3","0.2","1","106611","5146063","",""
"sad_idle_blue","63031","","","3","0.2","1","1066","5146063","0",""
"0","63032","","","93","","","0.1","5146063","",""
"tired_talk1","63033","","","3","0.2","1","106611","5146063","",""
"tired_talk1","63034","","","3","0.2","1","1066","5146063","",""
"vo_apg_0301","63035","","","21","","0","vo_apg","5146063","","0"
"嗚嗚嗚嗚嗚……太、太不妙了……\n做出這種恐怖至極的雲霄飛車，\n哪～裡是什麼\n「開心快樂的大夢想樂園♪」嘛！","63036","0","0","11","0","10","106611","5146063","1","1"
"","63037","","","91","","","0","5146063","",""
"tired_talk2","63038","","","3","0.2","1","106611","5146063","",""
"tired_talk2","63039","","","3","0.2","1","1066","5146063","",""
"vo_apg_0302","63040","","","21","","0","vo_apg","5146063","","0"
"我根本沒聽說會這麼刺激……\n害我差點把胃裡的東西\n吐出來了……","63041","0","0","11","0","10","106611","5146063","1","1"
"","63042","","","91","","","0","5146063","",""
"tired_idle","63043","","","3","0.2","1","106611","5146063","",""
"tired_idle","63044","","","3","0.2","1","1066","5146063","",""
"talk_normal","63045","","","3","0.2","1","130911","5146063","",""
"talk_normal","63046","","","3","0.2","1","99","5146063","",""
"vo_apg_0303","63047","","","21","","0","vo_apg","5146063","","0"
"祈梨小姐♪\n本園的遊樂設施如何呢？\n有讓妳玩得盡興嗎？","63048","0","0","11","0","10","130911","5146063","1","1"
"","63049","","","91","","","0","5146063","",""
"idle_normal","63050","","","3","0.2","1","130911","5146063","",""
"coaster_3_in","63051","","","3","0","0","211","5146063","",""
"0","63052","","","4","","","106611","5146063","",""
"0","63053","","","4","","","1066","5146063","",""
"doya_in_nervous_furimuki","63054","","0","3","0","0","106611","5146063","1","doya_talk_nervous_furimuki"
"doya_in_nervous_furimuki","63055","","0","3","0","0","1066","5146063","1","doya_talk_nervous_furimuki"
"vo_apg_0304","63056","","","21","","0","vo_apg","5146063","","0"
"哼……還行啦？只要我出馬，\n這種廢到爆的雲霄飛車，\n就跟小哥一樣好對付啦。","63057","0","0","11","0","10","106611","5146063","1","1"
"","63058","","","91","","","0","5146063","",""
"cool_talk_dere","63059","","","3","0.2","1","106611","5146063","",""
"cool_talk_dere","63060","","","3","0.2","1","1066","5146063","",""
"vo_apg_0305","63061","","","21","","0","vo_apg","5146063","","0"
"雖然我還想要更刺激的體驗，\n不過，看來也就這種程度了吧──！","63062","0","0","11","0","10","106611","5146063","1","1"
"","63063","","","91","","","0","5146063","",""
"cool_idle_doya","63064","","","3","0.2","1","106611","5146063","",""
"cool_idle_doya","63065","","","3","0.2","1","1066","5146063","",""
"coaster_3_out","63066","","","3","0","0","211","5146063","",""
"kururu_sad_talk","63067","","","3","0.2","1","130911","5146063","",""
"kururu_sad_talk","63068","","","3","0.2","1","99","5146063","",""
"vo_apg_0306","63069","","","21","","0","vo_apg","5146063","","0"
"這樣啊～這真是太遺憾了……\n為了讓客人玩得盡興，\n不能挑剔手段……\n克蘿茜小姐～！","63070","0","0","11","0","10","130911","5146063","1","1"
"","63071","","","91","","","0","5146063","",""
"0","63072","","","22","","","0","5146063","",""
"idle_normal_noface","63073","","","3","0.2","1","130911","5146063","",""
"idle_normal_kururu","63074","","","3","0.2","1","99","5146063","",""
"cool_idle_surprise","63075","","","3","0.2","1","106611","5146063","",""
"cool_idle_surprise","63076","","","3","0.2","1","1066","5146063","",""
"kuroche_appear","63077","","0","3","0","0","126411","5146063","1","kuroche_pose_talk_anger"
"kuroche_appear","63078","","0","3","0","0","98","5146063","1","kuroche_pose_talk_anger"
"0","63079","","","93","","","0.5","5146063","",""
"15","63080","","","122","","0.5","15","5146063","",""
"1","63081","","","32","","","16","5146063","",""
"inori_dodge_in","63082","","","3","0","0","106611","5146063","",""
"inori_dodge_in","63083","","","3","0","0","1066","5146063","",""
"0","63084","","","93","","","0.6","5146063","",""
"vo_apg_0307","63085","","","21","","0","vo_apg","5146063","","0"
"好的～！\n……嗯嗯，原來如此……\n事情我已經聽說了！\n這裡請交給我吧！","63086","0","0","11","20","10","126411","5146063","1","1"
"","63087","","","91","","","0","5146063","",""
"kuroche_pose_idle_doya","63088","","","3","0.2","1","126411","5146063","",""
"inori_dodge_out","63089","","0","3","0.1","0","106611","5146063","1","inori_anger_talk"
"inori_dodge_out","63090","","0","3","0.1","0","1066","5146063","1","inori_anger_talk"
"vo_apg_0308","63091","","","21","","0","vo_apg","5146063","","0"
"啥？不是，我完全不懂\n妳們想做什麼……","63092","0","0","11","0","10","106611","5146063","1","1"
"","63093","","","91","","","0","5146063","",""
"inori_anger_idle","63094","","","3","0.2","1","106611","5146063","",""
"inori_anger_idle","63095","","","3","0.2","1","1066","5146063","",""
"kururu_guid_talk","63096","","","3","0.2","1","130911","5146063","",""
"kururu_guid_talk","63097","","","3","0.2","1","99","5146063","",""
"vo_apg_0309","63098","","","21","","0","vo_apg","5146063","","0"
"那麼那麼，我要請\n祈梨小姐享受一場\n充滿刺激感的空中之旅！\n所以說，麻煩妳了！","63099","0","0","11","0","10","130911","5146063","1","1"
"","63100","","","91","","","0","5146063","",""
"idle_normal_noface","63101","","","3","0.2","1","130911","5146063","",""
"idle_normal_kururu","63102","","","3","0.2","1","99","5146063","",""
"low","63103","","","37","","","16","5146063","",""
"se_10055900_chroche_01","63104","","","23","","1","se_10055900","5146063","",""
"inori_jitabata_in","63105","","0","3","0.2","0","106611","5146063","1","inori_jitabata_loop"
"inori_jitabata_in","63106","","0","3","0.2","0","1066","5146063","1","inori_jitabata_loop"
"kuroche_catch_in","63107","","0","3","0.2","0","126411","5146063","1","kuroche_catch_loop"
"kuroche_catch_in","63108","","0","3","0.2","0","98","5146063","1","kuroche_catch_loop"
"vo_apg_0310","63109","","","21","","0","vo_apg","5146063","","0"
"那麼那麼♪\n請牢牢抓住我喔～♪","63110","0","-27","11","112","10","126411","5146063","1","1"
"","63111","","","91","","","0","5146063","",""
"0","63112","","","22","","","0","5146063","",""
"0.2","63113","","","24","","","se_10055900_chroche_01","5146063","",""
"se_10055900_chroche_02","63114","","","23","","0","se_10055900","5146063","",""
"high","63115","","","37","","","16","5146063","",""
"5","63116","","","122","","1","5","5146063","",""
"0","63117","","","93","","","1","5146063","",""
"inori_jitabata_takeoff","63118","","","3","0","0","106611","5146063","",""
"inori_jitabata_takeoff","63119","","","3","0","0","1066","5146063","",""
"kuroche_catch_takeoff","63120","","","3","0","0","126411","5146063","",""
"kuroche_catch_takeoff","63121","","","3","0","0","98","5146063","",""
"100","63122","","","122","","0.5","100","5146063","",""
"0","63123","","","93","","","0.4","5146063","",""
"0","63124","","","4","","","130911","5146063","",""
"kururu_furimuki_watch","63125","","","3","0","0","130911","5146063","",""
"empty","63126","","","3","0","0","99","5146063","",""
"0","63127","","","93","","","1.5","5146063","",""
"fade_in","63128","","","37","","","2","5146063","",""
"0","63129","","","93","","","1.5","5146063","",""
"empty","63130","","","3","0","0","98","5146063","",""
"se_10055900_chroche_03","63131","","","23","","1","se_10055900","5146063","",""
"coaster_4_in","63132","","","3","0","0","212","5146063","",""
"se_10055900_photo","63133","","","23","","0","se_10055900","5146063","",""
"0","63134","","","93","","","0.3","5146063","",""
"30","63135","","","122","","0.5","30","5146063","",""
"vo_apg_0311","63136","","","21","","0","vo_apg","5146063","","0"
"0311_in","63137","","","3","0","0","20","5146063","",""
"1","63138","","","93","","","3.6","5146063","",""
"0311_mid","63139","","","3","0","0","20","5146063","",""
"","63140","","","92","","","","5146063","",""
"0311_out","63141","","","3","0","0","20","5146063","",""
"0","63142","","","93","","","0.2","5146063","",""
"30","63143","","","122","","0.5","30","5146063","",""
"vo_apg_0312","63144","","","21","","0","vo_apg","5146063","","0"
"0312_in","63145","","","3","0","0","20","5146063","",""
"1","63146","","","93","","","2.4","5146063","",""
"0312_mid","63147","","","3","0","0","20","5146063","",""
"","63148","","","92","","","","5146063","",""
"0312_out","63149","","","3","0","0","20","5146063","",""
"0","63150","","","93","","","0.2","5146063","",""
"scale15","63151","","","37","","","20","5146063","",""
"coaster_4_change","63152","","","3","0","0","212","5146063","",""
"vo_apg_0313","63153","","","21","","0","vo_apg","5146063","","0"
"0","63154","","","2","","76","20","5146063","0","0"
"empty","63155","","","3","0","1","20","5146063","",""
"0313_in","63156","","","3","0","0","22","5146063","",""
"1","63157","","","93","","","2.4","5146063","",""
"0313_mid","63158","","","3","0","1","22","5146063","",""
"","63159","","","92","","","","5146063","",""
"0313_out","63160","","","3","0","0","22","5146063","",""
"0","63161","","","93","","","0.2","5146063","",""
"0","63162","","","22","","","0","5146063","",""
"0.5","63163","","","24","","","se_10055900_chroche_03","5146063","",""
"white","63164","","","37","","","2","5146063","",""
"0","63165","","","93","","","2","5146063","",""
"scale1","63166","","","37","","","20","5146063","",""
"empty","63167","","","3","0","0","212","5146063","",""
"kururu_wish_idle_joy","63168","","","3","0.2","1","130911","5146063","",""
"idle_normal","63169","","","3","0.2","1","99","5146063","",""
"see_guru","63170","","","3","0.2","1","106611","5146063","",""
"see_guru","63171","","","3","0.2","1","1066","5146063","",""
"idle_normal_joy","63172","","","3","0.2","1","126411","5146063","",""
"1","63173","","","4","","","130911","5146063","",""
"225","63174","","","2","","-278","130911","5146063","0","0"
"0","63175","","","2","","-288","106611","5146063","0","0"
"0","63176","","","2","","-288","1066","5146063","0","0"
"-225","63177","","","2","","-278","126411","5146063","0","0"
"0","63178","","","93","","","2","5146063","",""
"joy_talk","63179","","","3","0.2","1","126411","5146063","",""
"vo_apg_0314","63180","","","21","","0","vo_apg","5146063","","0"
"好的！\n以刺激滿點而備受好評的\n空中之旅，妳覺得如何呢？","63181","0","0","11","0","10","126411","5146063","1","1"
"","63182","","","91","","","0","5146063","",""
"idle_normal_joy","63183","","","3","0.2","1","126411","5146063","",""
"23","63184","","","33","","-108","2","5146063","0","0"
"iris_end_1","63185","","","37","","","2","5146063","",""
"gakkari","63186","","","3","0.2","0","106611","5146063","",""
"gakkari","63187","","","3","0.2","0","1066","5146063","",""
"vo_apg_0315","63188","","","21","","0","vo_apg","5146063","","0"
"嗚噗……我已經受夠了啦……","63189","1.1","-31","11","23","4","106611","5146063","0","0"
"0","63190","","","93","","","6","5146063","",""
"iris_end_2","63191","","","37","","","2","5146063","",""
"0","63192","","","93","","","1","5146063","",""
"","63193","","","101","","","63194","5146063","",""
"0.2","63194","","","22","","","0","5146063","",""
"105811","64001","walk_normal","1","1","1.8","106","1","5146064","-480","-130"
"1058","64002","walk_normal","1","5","1.8","107","6","5146064","-480","-130"
"131511","64003","walk_normal","1","1","1.8","103","1","5146064","-480","130"
"130911","64004","idle_normal_noface","1","1","1.8","100","1","5146064","-278","290"
"99","64005","idle_normal_kururu","1","5","1.8","101","1","5146064","-278","290"
"206","64006","","","13","","","105811","5146064","",""
"203","64007","","","13","","","131511","5146064","",""
"200","64008","","","13","","","130911","5146064","",""
"8","64009","idle","0","5","0.85","15","8","5146064","-174","0"
"20","64010","empty","0","5","1","210","20","5146064","-53","-242"
"22","64011","empty","0","5","1","211","22","5146064","-194","-128"
"1","64012","","","31","1","0","1","5146064","1","0"
"2","64013","","","31","0","0","2","5146064","1","-57.7"
"12","64014","","","31","0","0","12","5146064","1","0"
"13","64015","","","31","0","0","13","5146064","1","0"
"20","64016","","","31","1","0","20","5146064","1","0"
"105811","64017","","","36","","","20","5146064","",""
"131511","64018","","","36","","","20","5146064","",""
"20","64019","","","36","","","20","5146064","",""
"22","64020","","","36","","","20","5146064","",""
"0","64021","","","91","","","0","5146064","",""
"0","64022","","","102","","0","0","5146064","",""
"1","64023","","","32","","","13","5146064","",""
"scale15","64024","","","37","","","20","5146064","",""
"","64025","","","93","","","2","5146064","",""
"vo_apg_0401","64026","","","21","","0","vo_apg","5146064","","0"
"0401_in","64027","","","3","0","0","22","5146064","",""
"1","64028","","","93","","","2.7","5146064","",""
"0401_mid","64029","","","3","0","0","22","5146064","",""
"","64030","","","92","","","","5146064","",""
"0401_out","64031","","","3","0","0","22","5146064","",""
"0","64032","","","93","","","0.2","5146064","",""
"129","64033","","","2","","-194","22","5146064","0","0"
"vo_apg_0402","64034","","","21","","0","vo_apg","5146064","","0"
"0402_in","64035","","","3","0","0","22","5146064","",""
"1","64036","","","93","","","2.9","5146064","",""
"0402_mid","64037","","","3","0","0","22","5146064","",""
"","64038","","","92","","","","5146064","",""
"0402_out","64039","","","3","0","0","22","5146064","",""
"0","64040","","","93","","","0.2","5146064","",""
"0","64041","","","22","","","0","5146064","",""
"empty","64042","","","3","0","1","22","5146064","",""
"0","64043","","","93","","","0.5","5146064","",""
"1","64044","","","32","","","2","5146064","",""
"fade_in","64045","","","37","","","2","5146064","",""
"0","64046","","","93","","","1","5146064","",""
"0","64047","","","32","","","13","5146064","",""
"scale1","64048","","","37","","","20","5146064","",""
"-194","64049","","","2","","-298","105811","5146064","0","0"
"-194","64050","","","2","","-298","1058","5146064","0","0"
"-34","64051","","","2","","-288","131511","5146064","0","0"
"iris_out","64052","","","37","","","2","5146064","",""
"-385","64053","","","2","","-298","105811","5146064","0","2"
"-385","64054","","","2","","-298","1058","5146064","0","2"
"-225","64055","","","2","","-288","131511","5146064","0","2"
"0","64056","","","93","","","2","5146064","",""
"0","64057","","","4","","","105811","5146064","",""
"0","64058","","","4","","","1058","5146064","",""
"0","64059","","","4","","","131511","5146064","",""
"idle_normal","64060","","","3","0.2","1","105811","5146064","",""
"idle_normal","64061","","","3","0.2","1","1058","5146064","0",""
"idle_normal","64062","","","3","0.2","1","131511","5146064","",""
"0","64063","","","93","","","0.5","5146064","",""
"talk_normal","64064","","","3","0.2","1","130911","5146064","",""
"talk_normal","64065","","","3","0.2","1","99","5146064","",""
"vo_apg_0403","64066","","","21","","0","vo_apg","5146064","","0"
"好的，辛苦了──♪\n兩位有盡情享受摩天輪嗎～？","64067","0","0","11","0","7","130911","5146064","1","1"
"","64068","","","91","","","0","5146064","",""
"kururu_wish_talk_joy","64069","","","3","0.2","1","130911","5146064","",""
"kururu_wish_talk_joy","64070","","","3","0.2","1","99","5146064","",""
"vo_apg_0404","64071","","","21","","0","vo_apg","5146064","","0"
"摩天輪上應該能遠遠看到整個\n吉歐‧提格尼亞的美妙景色♪","64072","0","0","11","0","8","130911","5146064","1","1"
"","64073","","","91","","","0","5146064","",""
"idle_normal_noface","64074","","","3","0.2","1","130911","5146064","",""
"idle_normal_kururu","64075","","","3","0.2","1","99","5146064","",""
"guts2_in_joy","64076","","0","3","0.2","0","105811","5146064","1","guts2_talk_joy"
"guts2_in_joy","64077","","0","3","0.2","0","1058","5146064","1","guts2_talk_joy"
"vo_apg_0405","64078","","","21","","0","vo_apg","5146064","","0"
"是的！看上去\n非常美味☆","64079","0","0","11","0","7","105811","5146064","1","1"
"","64080","","","91","","","0","5146064","",""
"guts2_idle_joy","64081","","","3","0.2","1","105811","5146064","",""
"guts2_idle_joy","64082","","","3","0.2","1","1058","5146064","",""
"memory_talk","64083","","","3","0.5","1","131511","5146064","",""
"vo_apg_0406","64084","","","21","","0","vo_apg","5146064","","0"
"肚子。\n咕嚕嚕……","64085","0","0","11","0","10","131511","5146064","1","1"
"","64086","","","91","","","0","5146064","",""
"memory_idle","64087","","","3","0.2","1","131511","5146064","",""
"joy_talk","64088","","","3","0.2","1","130911","5146064","",""
"joy_talk","64089","","","3","0.2","1","99","5146064","",""
"vo_apg_0407","64090","","","21","","0","vo_apg","5146064","","0"
"就是說啊──♪\n美麗的景色看上去真的\n非常美味……美味？","64091","0","0","11","0","9","130911","5146064","1","1"
"","64092","","","91","","","0","5146064","",""
"kururu_joy_slow","64093","","","3","0.5","1","130911","5146064","",""
"anger_idle_anger","64094","","","3","0.5","1","131511","5146064","",""
"vo_apg_0408","64095","","","21","","0","vo_apg","5146064","","0"
"衝刺。","64096","0","0","11","0","8","131511","5146064","1","1"
"","64097","","","91","","","0","5146064","",""
"walk_jog_dere","64098","","","3","0.2","1","131511","5146064","",""
"1100","64099","","","2","","-288","131511","5146064","0","3"
"0","64100","","","93","","","0.5","5146064","",""
"notice_in_normal2","64101","","0.2","3","0.2","0","105811","5146064","1","anger_talk_normal2"
"notice_in_normal2","64102","","0.2","3","0.2","0","1058","5146064","1","anger_talk_normal2"
"vo_apg_0409","64103","","","21","","0","vo_apg","5146064","","0"
"啊，請等一下\n普蕾西亞～！\n我也要去！","64104","0","0","11","0","7","105811","5146064","1","1"
"","64105","","","91","","","0","5146064","",""
"0","64106","","","22","","","0","5146064","",""
"run_dash_doya","64107","","","3","0.2","1","105811","5146064","",""
"run_dash_doya","64108","","","3","0.2","1","1058","5146064","",""
"1100","64109","","","2","","-298","105811","5146064","0","1.8"
"1100","64110","","","2","","-298","1058","5146064","0","1.8"
"0","64111","","","93","","","1.8","5146064","",""
"0","64112","","","4","","","130911","5146064","",""
"hawawa","64113","","0.2","3","0","0","130911","5146064","1","anger_talk_surprise2_shy"
"vo_apg_0410","64114","","","21","","0","vo_apg","5146064","","0"
"哈哇哇！？原來兩位不是在看景色，\n而是一直在物色美食！？","64115","0","0","11","0","9","130911","5146064","1","1"
"","64116","","","91","","","0","5146064","",""
"0","64117","","","22","","","0","5146064","",""
"0","64118","","","93","","","0.1","5146064","",""
"alter","64119","","","37","","","1","5146064","",""
"1","64120","","","32","","","12","5146064","",""
"0","64121","","","93","","","0.4","5146064","",""
"1","64122","","0","6","0","1","8","5146064","0","1"
"-725","64123","","","2","","-278","105811","5146064","0","0"
"-725","64124","","","2","","-278","1058","5146064","0","0"
"-925","64125","","","2","","-278","131511","5146064","0","0"
"run_dash_peko","64126","","","3","0","1","105811","5146064","",""
"run_dash_peko","64127","","","3","0","1","1058","5146064","",""
"run_dash_presia","64128","","","3","0","1","131511","5146064","",""
"empty","64129","","","3","0","1","130911","5146064","",""
"1185","64130","","","2","","-278","105811","5146064","0","10"
"1185","64131","","","2","","-278","1058","5146064","0","10"
"985","64132","","","2","","-278","131511","5146064","0","10"
"0","64133","","","93","","","0.3","5146064","",""
"0","64134","","","93","","","0.8","5146064","",""
"vo_apg_0411","64135","","","21","","0","vo_apg","5146064","","0"
"首先就從那間攤販開始～☆","64136","1","0","11","40","11","105811","5146064","0","0"
"0","64137","","","93","","","3","5146064","",""
"vo_apg_0412","64138","","","21","","0","vo_apg","5146064","","0"
"全部，\n都要吃喔。","64139","1.3","0","11","40","9","131511","5146064","0","0"
"0","64140","","","93","","","0.3","5146064","",""
"0","64141","","","93","","","3.6","5146064","",""
"","64142","","","101","","","64143","5146064","",""
"0.2","64143","","","22","","","0","5146064","",""
"131011","65001","wish_idle_normal_lookup","0","1","1.8","110","1","5146065","-278","-225"
"99","65002","idle_normal","0","5","1.8","111","1","5146065","-278","-225"
"98","65003","idle_normal","0","5","1.8","109","1","5146065","-278","-225"
"130911","65004","idle_normal_noface","1","1","1.8","101","1","5146065","-278","225"
"97","65005","idle_normal_kururu","1","5","1.8","102","1","5146065","-278","225"
"96","65006","idle_normal","1","5","1.8","100","1","5146065","-278","225"
"106011","65007","empty","0","1","1.85","105","1","5146065","-305","-920"
"1060","65008","empty","0","5","1.85","106","4","5146065","-305","-920"
"210","65009","","","13","","","131011","5146065","",""
"201","65010","","","13","","","130911","5146065","",""
"205","65011","","","13","","","106011","5146065","",""
"8","65012","idle","0","5","0.85","15","8","5146065","-174","0"
"1","65013","","","31","1","0","1","5146065","1","0"
"0","65014","","","91","","","0","5146065","",""
"0","65015","","","102","","0","0","5146065","",""
"0","65016","","","93","","","1","5146065","",""
"wish_idle_joy_lookup","65017","","","3","0.2","1","131011","5146065","",""
"vo_apg_0501","65018","","","21","","0","vo_apg","5146065","","0"
"咕嚕轉～\n咕嚕轉～","65019","0","0","11","0","13","131011","5146065","1","1"
"","65020","","","91","","","0","5146065","",""
"talk_normal_surprise","65021","","","3","0.2","1","130911","5146065","",""
"talk_normal_surprise","65022","","","3","0.2","1","97","5146065","",""
"vo_apg_0502","65023","","","21","","0","vo_apg","5146065","","0"
"真步小小姐，\n怎麼了嗎？","65024","0","0","11","0","7","130911","5146065","1","1"
"","65025","","","91","","","0","5146065","",""
"idle_normal_noface","65026","","","3","0.2","1","130911","5146065","",""
"idle_normal_kururu","65027","","","3","0.2","1","97","5146065","",""
"sad_talk_normalR","65028","","","3","0.2","1","131011","5146065","",""
"vo_apg_0503","65029","","","21","","0","vo_apg","5146065","","0"
"嗯，人家在想摩天輪真可愛呢～\n咕嚕咕嚕轉～","65030","0","0","11","0","10","131011","5146065","1","1"
"","65031","","","91","","","0","5146065","",""
"notice_in_normal2","65032","","0","3","0.2","0","131011","5146065","1","notice_loop_normal2"
"vo_apg_0504","65033","","","21","","0","vo_apg","5146065","","0"
"對了♪","65034","0","0","11","0","10","131011","5146065","1","1"
"","65035","","","91","","","0","5146065","",""
"kururu_wish_idle_light","65036","","","3","0.2","1","130911","5146065","",""
"kururu_wish_idle_light","65037","","","3","0.2","1","97","5146065","",""
"maho_kururinpa_in","65038","","0","3","0","0","131011","5146065","1","maho_kururinpa_loop"
"maho_kururinpa_inF","65039","","0","3","0","0","99","5146065","1","maho_kururinpa_loopF"
"maho_kururinpa_inB","65040","","0","3","0","0","98","5146065","1","maho_kururinpa_loopB"
"vo_apg_0505","65041","","","21","","0","vo_apg","5146065","","0"
"神奇真步魔法靈咕嚕靈波～♪","65042","0","0","11","0","9","131011","5146065","1","1"
"","65043","","","91","","","0","5146065","",""
"kururu_wish_talk_joy","65044","","","3","0.2","1","130911","5146065","",""
"vo_apg_0506","65045","","","21","","0","vo_apg","5146065","","0"
"哇啊♪\n那是什麼那是什麼？\n非常非常可愛的一句話～♪","65046","0","0","11","0","8","130911","5146065","1","1"
"","65047","","","91","","","0","5146065","",""
"maho_kururinpa_out","65048","","0.2","3","0","0","131011","5146065","1","idle_normal"
"maho_kururinpa_outF","65049","","0.2","3","0","0","99","5146065","1","idle_normal"
"maho_kururinpa_outB","65050","","0.2","3","0","0","98","5146065","1","idle_normal"
"kururu_sad_talk_surprise_to_kururinpa","65051","","0","3","0.2","0","130911","5146065","0","kururu_kururinpa_loop"
"kururu_sad_talk_surprise_to_kururinpaF","65052","","0","3","0.2","0","97","5146065","0","kururu_kururinpa_loopF"
"kururu_sad_talk_surprise_to_kururinpaB","65053","","0","3","0.2","0","96","5146065","0","kururu_kururinpa_loopB"
"vo_apg_0507","65054","","","21","","0","vo_apg","5146065","","0"
"我想想我想想，\n神奇真步魔法靈咕嚕靈波～♪\n……是這樣嗎？","65055","0","0","11","0","9","130911","5146065","1","1"
"","65056","","","91","","","0","5146065","",""
"kururu_kururinpa_out","65057","","0","3","0","0","130911","5146065","1","idle_normal_noface"
"kururu_kururinpa_outF","65058","","0","3","0","0","97","5146065","1","idle_normal_kururu"
"kururu_kururinpa_outB","65059","","0","3","0","0","96","5146065","1","idle_normal"
"joy_talk","65060","","","3","0.2","1","131011","5146065","",""
"vo_apg_0508","65061","","","21","","0","vo_apg","5146065","","0"
"妳做得很棒呢♪\n真步魔法靈的部分，\n改成自己的名字再說一次♪","65062","0","0","11","0","11","131011","5146065","1","1"
"","65063","","","91","","","0","5146065","",""
"idle_normal","65064","","","3","0.2","1","131011","5146065","",""
"kururu_hello_fast_to_kururinpa","65065","","0","3","0.2","0","130911","5146065","0","kururu_kururinpa_loop"
"kururu_hello_fast_to_kururinpaF","65066","","0","3","0.2","0","97","5146065","0","kururu_kururinpa_loopF"
"kururu_hello_fast_to_kururinpaB","65067","","0","3","0.2","0","96","5146065","0","kururu_kururinpa_loopB"
"vo_apg_0509","65068","","","21","","0","vo_apg","5146065","","0"
"好的♪\n神奇庫露露魔法靈咕嚕靈波～♪","65069","0","0","11","0","9","130911","5146065","1","1"
"","65070","","","91","","","0","5146065","",""
"kururu_kururinpa_out","65071","","0","3","0","0","130911","5146065","1","idle_normal_noface"
"kururu_kururinpa_outF","65072","","0","3","0","0","97","5146065","1","idle_normal_kururu"
"kururu_kururinpa_outB","65073","","0","3","0","0","96","5146065","1","idle_normal"
"smile2","65074","","0.2","3","0.2","0","131011","5146065","1","sad_talk_normalR"
"smile2","65075","","0.2","3","0.2","0","99","5146065","1","sad_talk_normalR"
"smile2","65076","","0.2","3","0.2","0","98","5146065","1","sad_talk_normalR"
"vo_apg_0510","65077","","","21","","0","vo_apg","5146065","","0"
"呵呵♪\n好像在繞口令呢♪","65078","0","0","11","0","10","131011","5146065","1","1"
"","65079","","","91","","","0","5146065","",""
"maho_kurukuru_in","65080","","0","3","0.2","0","131011","5146065","1","maho_kurukuru_loop"
"maho_kurukuru_inF","65081","","0","3","0.2","0","99","5146065","1","maho_kurukuru_loopF"
