79b120dcbd5f73cdf185538ac7319e14191179b6a4fea5478ac85d1065750464,25d517fd22b449cd721bc3d6930a4d8b5bad78237ef5c7b5f27ef5014a500716,5936900fb32abc548551389b381e8f25d7fb78c715d6624098e65e068ad06b2c,4c0cec43ac4fa7c5de69cf42c810cd93c60043171c3a623c85da71b0124e2c91,dddc166f1c05ed193a3ea5cfb9b75e8e5cdd35d611310c0c627f29ed48f488bf,fcc19652b59a6e14715bb46bad9238584a580dd6aaedda130c739c9b40c3e546,9add5b706ae223476bf1ccfaef8638c36799bd616669e87e302975e2b022b3d9,b02ce72415d7ec7c57b4f70a6682fa78a15777282178c7a0751b3291f9caf670,304aceb6d6daa5ee81ee2ddaa13fd761d85da1d93e4c662152b4bb730baf2bf1,2380d87d695b8647c8296e1bc7a0703ea877124537db06af5eacfbf5d5e9a31e,eb391cc3ce7a77bf1105c7e3343d8583c4c51bb41d72d03a96c3bd52b308ea7e,2f712f815a92d1c2b3d15bb1e2d31ef5a3089167d2791cd187a29b11656afc44
"1.189","1240060","0","0","14","0","0","24","40","1","0","60"
"0","1240061","1.189","0","0","1","0","24","0","4","0","61"
"0.235","1240062","0","0","14","0","40","24","77","1","0","62"
"0","1240063","0.235","0","0","1","0","24","0","4","0","63"
"1.729","1240064","0","0","14","0","77","24","192","1","0","64"
"0","1240065","3.529","0","0","1","0","24","0","4","0","65"
"0","1250001","1","0","0","3","0","25","0","4","0","1"
"0","1250002","0","vo_nyx_0701","0","0","0","25","0","2","vo_nyx","2"
"2.62","1250003","0","0","1","0","0","25","218","1","0","3"
"0","1250004","3.07","0","0","1","0","25","0","4","0","4"
"0","1250005","0","vo_nyx_0702","0","0","0","25","0","2","vo_nyx","5"
"1.252","1250006","0","0","1","0","218","25","385","1","0","6"
"0","1250007","1.252","0","0","1","0","25","0","4","0","7"
"0.322","1250008","0","0","2","0","0","25","0","1","0","8"
"0","1250009","0.577","0","0","1","0","25","0","4","0","9"
"2.127","1250010","0","0","2","0","0","25","345","1","0","10"
"0","1250011","2.985","0","0","1","0","25","0","4","0","11"
"0","1250012","0","vo_nyx_0703","0","0","0","25","0","2","vo_nyx","12"
"2.972","1250013","0","0","3","0","0","25","380","1","0","13"
"0","1250014","3.55","0","0","1","0","25","0","4","0","14"
"3.003","1250015","0","0","4","0","0","25","323","1","0","15"
"0","1250016","3.672","0","0","1","0","25","0","4","0","16"
"0","1250017","0","vo_nyx_0704","0","0","0","25","0","2","vo_nyx","17"
"2.06","1250018","0","0","5","0","0","25","206","1","0","18"
"0","1250019","2.34","0","0","1","0","25","0","4","0","19"
"1.44","1250020","0","0","5","0","206","25","400","1","0","20"
"0","1250021","2.486","0","0","1","0","25","0","4","0","21"
"0","1250022","0","vo_nyx_0705","0","0","0","25","0","2","vo_nyx","22"
"0.766","1250023","0","0","6","0","0","25","71","1","0","23"
"0","1250024","1.136","0","0","1","0","25","0","4","0","24"
"2.067","1250025","0","0","6","0","71","25","320","1","0","25"
"0","1250026","2.735","0","0","1","0","25","0","4","0","26"
"0","1250027","0","vo_nyx_0706","0","0","0","25","0","2","vo_nyx","27"
"3.027","1250028","0","0","7","0","0","25","375","1","0","28"
"0","1250029","3.027","0","0","1","0","25","0","4","0","29"
"0.808","1250030","0","0","8","0","0","25","0","1","0","30"
"0","1250031","1.288","0","0","1","0","25","0","4","0","31"
"1.8","1250032","0","0","8","0","0","25","385","1","0","32"
"0","1250033","2.043","0","0","1","0","25","0","4","0","33"
"1.75","1250034","0","0","9","0","0","25","190","1","0","34"
"0","1250035","2.547","0","0","1","0","25","0","4","0","35"
"0","1250036","2","0","0","3","0","25","0","4","0","36"
"0","1250037","0","vo_nyx_0707","0","0","0","25","0","2","vo_nyx","37"
"2.997","1250038","0","0","10","0","0","25","326","1","0","38"
"0","1250039","3.809","0","0","1","0","25","0","4","0","39"
"0","1250040","0","vo_nyx_0708","0","0","0","25","0","2","vo_nyx","40"
"1.538","1250041","0","0","11","0","0","25","182","1","0","41"
"0","1250042","1.671","0","0","1","0","25","0","4","0","42"
"0.893","1250043","0","0","11","0","182","25","352","1","0","43"
"0","1250044","1.738","0","0","1","0","25","0","4","0","44"
"0","1250045","3","0","0","3","0","25","0","4","0","45"
"0","1250046","0","vo_nyx_0709","0","0","0","25","0","2","vo_nyx","46"
"1.427","1250047","0","0","12","0","0","25","95","1","0","47"
"0","1250048","1.895","0","0","1","0","25","0","4","0","48"
"1.653","1250049","0","0","12","0","95","25","234","1","0","49"
"0","1250050","1.732","0","0","1","0","25","0","4","0","50"
"0.686","1250051","0","0","12","0","234","25","373","1","0","51"
"0","1250052","0.686","0","0","1","0","25","0","4","0","52"
"0.693","1250053","0","0","13","0","0","25","90","1","0","53"
"0","1250054","1.063","0","0","1","0","25","0","4","0","54"
"1.258","1250055","0","0","13","0","90","25","174","1","0","55"
"0","1250056","1.915","0","0","1","0","25","0","4","0","56"
"1.222","1250057","0","0","13","0","174","25","388","1","0","57"
"0","1250058","2.085","0","0","1","0","25","0","4","0","58"
"0","1250059","0","vo_nyx_0710","0","0","0","25","0","2","vo_nyx","59"
"2.18","1250060","0","0","14","0","0","25","200","1","0","60"
"0","1250061","3.98","0","0","1","0","25","0","4","0","61"
"0","1260001","1","0","0","3","0","26","0","4","0","1"
"0","1260002","0","vo_nyx_0801","0","0","0","26","0","2","vo_nyx","2"
"0.65","1260003","0","0","1","0","0","26","70","1","0","3"
"0","1260004","1.4","0","0","1","0","26","0","4","0","4"
"1.119","1260005","0","0","1","0","70","26","138","1","0","5"
"0","1260006","1.816","0","0","1","0","26","0","4","0","6"
"1.557","1260007","0","0","1","0","138","26","332","1","0","7"
"0","1260008","2.665","0","0","1","0","26","0","4","0","8"
"0","1260009","0","vo_nyx_0802","0","0","0","26","0","2","vo_nyx","9"
"0.776","1260010","0","0","2","0","70","26","143","1","0","10"
"0","1260011","1.608","0","0","1","0","26","0","4","0","11"
"1.562","1260012","0","0","2","0","143","26","310","1","0","12"
"0","1260013","2.562","0","0","1","0","26","0","4","0","13"
"0","1260014","2","0","0","3","0","26","0","4","0","14"
"0","1260015","0","vo_nyx_0803","0","0","0","26","0","2","vo_nyx","15"
"0.65","1260016","0","0","3","0","0","26","68","1","0","16"
"0","1260017","1.4","0","0","1","0","26","0","4","0","17"
"2.205","1260018","0","0","3","0","68","26","248","1","0","18"
"0","1260019","2.779","0","0","1","0","26","0","4","0","19"
"0","1260020","0","vo_nyx_0804","0","0","0","26","0","2","vo_nyx","20"
"0.393","1260021","0","0","3","0","248","26","283","1","0","21"
"0","1260022","0.987","0","0","1","0","26","0","4","0","22"
"0.843","1260023","0","0","3","0","283","26","370","1","0","23"
"0","1260024","0.843","0","0","1","0","26","0","4","0","24"
"1.481","1260025","0","0","4","0","68","26","263","1","0","25"
"0","1260026","2.481","0","0","1","0","26","0","4","0","26"
"0","1260027","3","0","0","3","0","26","0","4","0","27"
"0","1260028","0","vo_nyx_0805","0","0","0","26","0","2","vo_nyx","28"
"0.65","1260029","0","0","5","0","0","26","70","1","0","29"
"0","1260030","1.4","0","0","1","0","26","0","4","0","30"
"1.879","1260031","0","0","5","0","70","26","270","1","0","31"
"0","1260032","2.917","0","0","1","0","26","0","4","0","32"
"2.759","1260033","0","0","6","0","70","26","267","1","0","33"
"0","1260034","3.645","0","0","1","0","26","0","4","0","34"
"0.487","1260035","0","0","6","0","267","26","395","1","0","35"
"0","1260036","1.487","0","0","1","0","26","0","4","0","36"
"0","1260037","4","0","0","3","0","26","0","4","0","37"
"0","1260038","0","vo_nyx_0806","0","0","0","26","0","2","vo_nyx","38"
"0.65","1260039","0","0","7","0","0","26","70","1","0","39"
"0","1260040","1.4","0","0","1","0","26","0","4","0","40"
"1.003","1260041","0","0","7","0","70","26","136","1","0","41"
"0","1260042","1.452","0","0","1","0","26","0","4","0","42"
"2.373","1260043","0","0","7","0","136","26","387","1","0","43"
"0","1260044","2.6","0","0","1","0","26","0","4","0","44"
"1.23","1260045","0","0","8","0","70","26","250","1","0","45"
"0","1260046","2.23","0","0","1","0","26","0","4","0","46"
"0","1260047","1","0","0","3","0","26","0","4","0","47"
"0","1260048","0","vo_nyx_0807","0","0","0","26","0","2","vo_nyx","48"
"0.65","1260049","0","0","9","0","0","26","68","1","0","49"
"0","1260050","1.4","0","0","1","0","26","0","4","0","50"
"2.24","1260051","0","0","9","0","68","26","350","1","0","51"
"0","1260052","2.74","0","0","1","0","26","0","4","0","52"
"1.252","1260053","0","0","10","0","70","26","163","1","0","53"
"0","1260054","1.742","0","0","1","0","26","0","4","0","54"
"2.352","1260055","0","0","10","0","163","26","380","1","0","55"
"0","1260056","2.779","0","0","1","0","26","0","4","0","56"
"2.013","1260057","0","0","11","0","70","26","310","1","0","57"
"0","1260058","3.047","0","0","1","0","26","0","4","0","58"
"0","1260059","0","vo_nyx_0808","0","0","0","26","0","2","vo_nyx","59"
"1.401","1260060","0","0","12","0","70","26","242","1","0","60"
"0","1260061","1.984","0","0","1","0","26","0","4","0","61"
"2.073","1260062","0","0","12","0","242","26","390","1","0","62"
"0","1260063","2.372","0","0","1","0","26","0","4","0","63"
"1.4","1260064","0","0","13","0","70","26","240","1","0","64"
"0","1260065","2.2","0","0","1","0","26","0","4","0","65"
"0","1260066","4","0","0","3","0","26","0","4","0","66"
"0","1260067","0","vo_nyx_0809","0","0","0","26","0","2","vo_nyx","67"
"0.65","1260068","0","0","14","0","0","26","68","1","0","68"
"0","1260069","1.4","0","0","1","0","26","0","4","0","69"
"1.52","1260070","0","0","14","0","68","26","260","1","0","70"
"0","1260071","2.5","0","0","1","0","26","0","4","0","71"
"0","1260072","0","vo_nyx_0810","0","0","0","26","0","2","vo_nyx","72"
"2.7","1260073","0","0","15","0","70","26","280","1","0","73"
"0","1260074","4.5","0","0","1","0","26","0","4","0","74"
"0","1320001","1","0","0","3","0","32","0","4","0","1"
"0","1320002","0","vo_nyx_0901","0","0","0","32","0","2","vo_nyx","2"
"3.31","1320003","0","0","1","0","0","32","215","1","0","3"
"0","1320004","3.909","0","0","1","0","32","0","4","0","4"
"0.836","1320005","0","0","1","0","215","32","358","1","0","5"
"0","1320006","1.457","0","0","1","0","32","0","4","0","6"
"0.533","1320007","0","0","1","0","358","32","395","1","0","7"
"0","1320008","0.533","0","0","1","0","32","0","4","0","8"
"1.392","1320009","0","0","2","0","0","32","149","1","0","9"
"0","1320010","1.99","0","0","1","0","32","0","4","0","10"
"3.058","1320011","0","0","2","0","149","32","395","1","0","11"
"0","1320012","3.058","0","0","1","0","32","0","4","0","12"
"0.338","1320013","0","0","3","0","0","32","74","1","0","13"
"0","1320014","1.471","0","0","1","0","32","0","4","0","14"
"0","1320015","0","vo_nyx_0902","0","0","0","32","0","2","vo_nyx","15"
"2.683","1320016","0","0","3","0","74","32","268","1","0","16"
"0","1320017","3.31","0","0","1","0","32","0","4","0","17"
"0.944","1320018","0","0","3","0","268","32","375","1","0","18"
"0","1320019","0.944","0","0","1","0","32","0","4","0","19"
"1.745","1320020","0","0","4","0","0","32","89","1","0","20"
"0","1320021","2.481","0","0","1","0","32","0","4","0","21"
"1.399","1320022","0","0","4","0","89","32","306","1","0","22"
"0","1320023","2.87","0","0","1","0","32","0","4","0","23"
"0","1320024","2","0","0","3","0","32","0","4","0","24"
"0","1320025","0","vo_nyx_0903","0","0","0","32","0","2","vo_nyx","25"
"1.276","1320026","0","0","5","0","0","32","83","1","0","26"
"0","1320027","2.005","0","0","1","0","32","0","4","0","27"
"1.038","1320028","0","0","5","0","83","32","171","1","0","28"
"0","1320029","1.608","0","0","1","0","32","0","4","0","29"
"1.038","1320030","0","0","5","0","171","32","280","1","0","30"
"0","1320031","1.11","0","0","1","0","32","0","4","0","31"
"2.055","1320032","0","0","6","0","0","32","202","1","0","32"
"0","1320033","2.844","0","0","1","0","32","0","4","0","33"
"1.871","1320034","0","0","6","0","202","32","389","1","0","34"
"0","1320035","2.397","0","0","1","0","32","0","4","0","35"
"1.589","1320036","0","0","7","0","0","32","175","1","0","36"
"0","1320037","2.196","0","0","1","0","32","0","4","0","37"
"2.445","1320038","0","0","7","0","175","32","395","1","0","38"
"0","1320039","2.445","0","0","1","0","32","0","4","0","39"
"1.372","1320040","0","0","8","0","0","32","266","1","0","40"
"0","1320041","2.657","0","0","1","0","32","0","4","0","41"
"0","1320042","3","0","0","3","0","32","0","4","0","42"
"0","1320043","0","vo_nyx_0904","0","0","0","32","0","2","vo_nyx","43"
"2.066","1320044","0","0","8","0","266","32","390","1","0","44"
"0","1320045","2.066","0","0","1","0","32","0","4","0","45"
"0.916","1320046","0","0","9","0","0","32","131","1","0","46"
"0","1320047","1.42","0","0","1","0","32","0","4","0","47"
"0.71","1320048","0","0","9","0","131","32","313","1","0","48"
"0","1320049","1.561","0","0","1","0","32","0","4","0","49"
"2.191","1320050","0","0","9","0","313","32","385","1","0","50"
"0","1320051","2.191","0","0","1","0","32","0","4","0","51"
"1.377","1320052","0","0","10","0","0","32","176","1","0","52"
"0","1320053","1.833","0","0","1","0","32","0","4","0","53"
"2.749","1320054","0","0","10","0","176","32","390","1","0","54"
"0","1320055","2.749","0","0","1","0","32","0","4","0","55"
"0.753","1320056","0","0","11","0","0","32","74","1","0","56"
"0","1320057","2.093","0","0","1","0","32","0","4","0","57"
"0","1320058","0","vo_nyx_0905","0","0","0","32","0","2","vo_nyx","58"
"1.534","1320059","0","0","11","0","74","32","160","1","0","59"
"0","1320060","2.185","0","0","1","0","32","0","4","0","60"
"1.269","1320061","0","0","11","0","160","32","311","1","0","61"
"0","1320062","1.86","0","0","1","0","32","0","4","0","62"
"0.74","1320063","0","0","11","0","311","32","400","1","0","63"
"0","1320064","0.74","0","0","1","0","32","0","4","0","64"
"1.911","1320065","0","0","12","0","0","32","134","1","0","65"
"0","1320066","2.508","0","0","1","0","32","0","4","0","66"
"2.445","1320067","0","0","12","0","134","32","380","1","0","67"
"0","1320068","3.145","0","0","1","0","32","0","4","0","68"
"0","1320069","0","vo_nyx_0906","0","0","0","32","0","2","vo_nyx","69"
"0.992","1320070","0","0","13","0","0","32","116","1","0","70"
"0","1320071","2.792","0","0","1","0","32","0","4","0","71"
"0","1330001","1","0","0","3","0","33","0","4","0","1"
"0","1330002","0","vo_nyx_1001","0","0","0","33","0","2","vo_nyx","2"
"1.326","1330003","0","0","1","0","0","33","194","1","0","3"
"0","1330004","1.649","0","0","1","0","33","0","4","0","4"
"2.01","1330005","0","0","1","0","194","33","315","1","0","5"
"0","1330006","2.529","0","0","1","0","33","0","4","0","6"
"1.404","1330007","0","0","1","0","315","33","395","1","0","7"
"0","1330008","1.459","0","0","1","0","33","0","4","0","8"
"0.468","1330009","0","0","2","0","0","33","120","1","0","9"
"0","1330010","1.704","0","0","1","0","33","0","4","0","10"
"0","1330011","0","vo_nyx_1002","0","0","0","33","0","2","vo_nyx","11"
"1.337","1330012","0","0","2","0","120","33","178","1","0","12"
"0","1330013","1.337","0","0","1","0","33","0","4","0","13"
"2.128","1330014","0","0","2","0","178","33","380","1","0","14"
"0","1330015","3.666","0","0","1","0","33","0","4","0","15"
"0","1330016","0","vo_nyx_1003","0","0","0","33","0","2","vo_nyx","16"
"1.938","1330017","0","0","3","0","0","33","207","1","0","17"
"0","1330018","2.451","0","0","1","0","33","0","4","0","18"
"1.303","1330019","0","0","3","0","207","33","330","1","0","19"
"0","1330020","2.273","0","0","1","0","33","0","4","0","20"
"0","1330021","0","vo_nyx_1004","0","0","0","33","0","2","vo_nyx","21"
"1.136","1330022","0","0","4","0","0","33","150","1","0","22"
"0","1330023","1.905","0","0","1","0","33","0","4","0","23"
"1.136","1330024","0","0","4","0","150","33","265","1","0","24"
"0","1330025","1.905","0","0","1","0","33","0","4","0","25"
"2.016","1330026","0","0","4","0","265","33","395","1","0","26"
"0","1330027","2.116","0","0","1","0","33","0","4","0","27"
"1.227","1330028","0","0","5","0","0","33","128","1","0","28"
"0","1330029","1","0","0","1","0","33","0","4","0","29"
"0","1330030","0","vo_nyx_1005","0","0","0","33","0","2","vo_nyx","30"
"1.227","1330031","0","0","6","0","0","33","119","1","0","31"
"0","1330032","2.174","0","0","1","0","33","0","4","0","32"
"0","1330033","0","vo_nyx_1006","0","0","0","33","0","2","vo_nyx","33"
"3.075","1330034","0","0","6","0","119","33","395","1","0","34"
"0","1330035","3.81","0","0","1","0","33","0","4","0","35"
"1.281","1330036","0","0","7","0","0","33","120","1","0","36"
"0","1330037","2.507","0","0","1","0","33","0","4","0","37"
"0","1330038","0","vo_nyx_1007","0","0","0","33","0","2","vo_nyx","38"
"1.17","1330039","0","0","7","0","120","33","253","1","0","39"
"0","1330040","2.039","0","0","1","0","33","0","4","0","40"
"0","1330041","0","vo_nyx_1008","0","0","0","33","0","2","vo_nyx","41"
"0.757","1330042","0","0","7","0","253","33","350","1","0","42"
"0","1330043","2.139","0","0","1","0","33","0","4","0","43"
"0","1330044","2","0","0","3","0","33","0","4","0","44"
"0","1330045","0","vo_nyx_1009","0","0","0","33","0","2","vo_nyx","45"
"1.348","1330046","0","0","8","0","0","33","140","1","0","46"
"0","1330047","2.852","0","0","1","0","33","0","4","0","47"
"0","1330048","0","vo_nyx_1010","0","0","0","33","0","2","vo_nyx","48"
"0.702","1330049","0","0","9","0","0","33","30","1","0","49"
"0","1330050","0.702","0","0","1","0","33","0","4","0","50"
"1.604","1330051","0","0","9","0","30","33","162","1","0","51"
"0","1330052","2.844","0","0","1","0","33","0","4","0","52"
"0","1330053","0","vo_nyx_1011","0","0","0","33","0","2","vo_nyx","53"
"2.016","1330054","0","0","9","0","162","33","395","1","0","54"
"0","1330055","2.707","0","0","1","0","33","0","4","0","55"
"2.128","1330056","0","0","10","0","0","33","234","1","0","56"
"0","1330057","3.32","0","0","1","0","33","0","4","0","57"
"0","1330058","0","vo_nyx_1012","0","0","0","33","0","2","vo_nyx","58"
"2.38","1330059","0","0","10","0","234","33","390","1","0","59"
"0","1330060","3.338","0","0","1","0","33","0","4","0","60"
"0","1330061","3","0","0","3","0","33","0","4","0","61"
"0","1330062","0","vo_nyx_1013","0","0","0","33","0","2","vo_nyx","62"
"1.337","1330063","0","0","11","0","0","33","176","1","0","63"
"0","1330064","1.883","0","0","1","0","33","0","4","0","64"
"1.95","1330065","0","0","11","0","176","33","392","1","0","65"
"0","1330066","3.243","0","0","1","0","33","0","4","0","66"
"0","1330067","0","vo_nyx_1014","0","0","0","33","0","2","vo_nyx","67"
"0.724","1330068","0","0","11","0","392","33","392","1","0","68"
"0","1330069","0.724","0","0","1","0","33","0","4","0","69"
"0.824","1330070","0","0","12","0","0","33","131","1","0","70"
"0","1330071","1.392","0","0","1","0","33","0","4","0","71"
"3.319","1330072","0","0","12","0","131","33","390","1","0","72"
"0","1330073","4.265","0","0","1","0","33","0","4","0","73"
"0","1330074","0","vo_nyx_1015","0","0","0","33","0","2","vo_nyx","74"
"2.306","1330075","0","0","13","0","0","33","235","1","0","75"
"0","1330076","3.198","0","0","1","0","33","0","4","0","76"
"0","1330077","4","0","0","3","0","33","0","4","0","77"
"0","1330078","0","vo_nyx_1016","0","0","0","33","0","2","vo_nyx","78"
"1.713","1330079","0","0","14","0","0","33","315","1","0","79"
"0","1330080","2.607","0","0","1","0","33","0","4","0","80"
"1.66","1330081","0","0","15","0","0","33","308","1","0","81"
"0","1330082","3.16","0","0","1","0","33","0","4","0","82"
"0","1340001","1","0","0","3","0","34","0","4","0","1"
"0","1340002","0","vo_nyx_1501","0","0","0","34","0","2","vo_nyx","2"
"0.64","1340003","0","0","1","0","0","34","45","1","0","3"
"0","1340004","1.223","0","0","1","0","34","0","4","0","4"
"0.878","1340005","0","0","1","0","45","34","102","1","0","5"
"0","1340006","1.635","0","0","1","0","34","0","4","0","6"
"0","1340007","0","vo_nyx_1502","0","0","0","34","0","2","vo_nyx","7"
"1.01","1340008","0","0","1","0","102","34","280","1","0","8"
"0","1340009","2.02","0","0","1","0","34","0","4","0","9"
"0","1340010","0","vo_nyx_1503","0","0","0","34","0","2","vo_nyx","10"
"4.04","1340011","0","0","2","0","0","34","375","1","0","11"
"0","1340012","4.731","0","0","1","0","34","0","4","0","12"
"2.766","1340013","0","0","3","0","0","34","310","1","0","13"
"0","1340014","3.699","0","0","1","0","34","0","4","0","14"
"0","1340015","0","vo_nyx_1504","0","0","0","34","0","2","vo_nyx","15"
"2.338","1340016","0","0","4","0","0","34","147","1","0","16"
"0","1340017","3.085","0","0","1","0","34","0","4","0","17"
"0","1340018","0","vo_nyx_1505","0","0","0","34","0","2","vo_nyx","18"
"0.911","1340019","0","0","4","0","147","34","340","1","0","19"
"0","1340020","2.338","0","0","1","0","34","0","4","0","20"
"0","1340021","0","vo_nyx_1506","0","0","0","34","0","2","vo_nyx","21"
"1.789","1340022","0","0","5","0","0","34","147","1","0","22"
"0","1340023","2.096","0","0","1","0","34","0","4","0","23"
"1.992","1340024","0","0","5","0","147","34","370","1","0","24"
"0","1340025","3.002","0","0","1","0","34","0","4","0","25"
"0","1340026","0","vo_nyx_1507","0","0","0","34","0","2","vo_nyx","26"
"1.179","1340027","0","0","6","0","0","34","120","1","0","27"
"0","1340028","1.679","0","0","1","0","34","0","4","0","28"
"1.438","1340029","0","0","6","0","120","34","220","1","0","29"
"0","1340030","2.096","0","0","1","0","34","0","4","0","30"
"0","1340031","0","vo_nyx_1508","0","0","0","34","0","2","vo_nyx","31"
"1.679","1340032","0","0","6","0","220","34","395","1","0","32"
"0","1340033","1.679","0","0","1","0","34","0","4","0","33"
"1.032","1340034","0","0","7","0","0","34","148","1","0","34"
"0","1340035","1.833","0","0","1","0","34","0","4","0","35"
"0","1340036","0","vo_nyx_1509","0","0","0","34","0","2","vo_nyx","36"
"2.788","1340037","0","0","7","0","148","34","400","1","0","37"
"0","1340038","3.765","0","0","1","0","34","0","4","0","38"
"0","1340039","0","vo_nyx_1510","0","0","0","34","0","2","vo_nyx","39"
"0.79","1340040","0","0","8","0","0","34","59","1","0","40"
"0","1340041","1.35","0","0","1","0","34","0","4","0","41"
"2.404","1340042","0","0","8","0","59","34","236","1","0","42"
"0","1340043","3.117","0","0","1","0","34","0","4","0","43"
"0","1340044","2","0","0","3","0","34","0","4","0","44"
"0","1340045","0","vo_nyx_1511","0","0","0","34","0","2","vo_nyx","45"
"1.756","1340046","0","0","8","0","236","34","395","1","0","46"
"0","1340047","2.59","0","0","1","0","34","0","4","0","47"
"1.954","1340048","0","0","9","0","0","34","296","1","0","48"
"0","1340049","2.415","0","0","1","0","34","0","4","0","49"
"1.649","1340050","0","0","9","0","296","34","391","1","0","50"
"0","1340051","2.228","0","0","1","0","34","0","4","0","51"
"0.592","1340052","0","0","9","0","391","34","391","1","0","52"
"0","1340053","0.592","0","0","1","0","34","0","4","0","53"
"1.12","1340054","0","0","10","0","0","34","62","1","0","54"
"0","1340055","1.68","0","0","1","0","34","0","4","0","55"
"2.205","1340056","0","0","10","0","62","34","224","1","0","56"
"0","1340057","2.908","0","0","1","0","34","0","4","0","57"
"1.526","1340058","0","0","10","0","224","34","385","1","0","58"
"0","1340059","1.526","0","0","1","0","34","0","4","0","59"
"1.207","1340060","0","0","11","0","0","34","89","1","0","60"
"0","1340061","2.448","0","0","1","0","34","0","4","0","61"
"0","1340062","3","0","0","3","0","34","0","4","0","62"
"0","1340063","0","vo_nyx_1512","0","0","0","34","0","2","vo_nyx","63"
"1.624","1340064","0","0","11","0","89","34","254","1","0","64"
"0","1340065","2.294","0","0","1","0","34","0","4","0","65"
"1.405","1340066","0","0","11","0","254","34","397","1","0","66"
"0","1340067","1.405","0","0","1","0","34","0","4","0","67"
"0.746","1340068","0","0","12","0","0","34","106","1","0","68"
"0","1340069","1.822","0","0","1","0","34","0","4","0","69"
"0","1340070","4","0","0","3","0","34","0","4","0","70"
"0","1340071","0","vo_nyx_1513","0","0","0","34","0","2","vo_nyx","71"
"2.338","1340072","0","0","12","0","106","34","300","1","0","72"
"0","1340073","3.227","0","0","1","0","34","0","4","0","73"
"0","1340074","5","0","0","3","0","34","0","4","0","74"
"0","1340075","0","vo_nyx_1514","0","0","0","34","0","2","vo_nyx","75"
"1.745","1340076","0","0","13","0","0","34","120","1","0","76"
"0","1340077","2.195","0","0","1","0","34","0","4","0","77"
"1.405","1340078","0","0","13","0","120","34","293","1","0","78"
"0","1340079","2.437","0","0","1","0","34","0","4","0","79"
"0","1340080","0","vo_nyx_1515","0","0","0","34","0","2","vo_nyx","80"
"0.428","1340081","0","0","14","0","0","34","42","1","0","81"
"0","1340082","2.16","0","0","1","0","34","0","4","0","82"
