7a2341af162b07b755f0e8c5dd0267c2c3d455d5bef7a6e72492f4c56c3dc121,1e70caef1dcd5bcf10d22e699d13fe429d862e1bf3bde85b8a612ddd60bbccb8,efc0229154b03aac32f988961b8ef311fa09ee427e5df9ebe3184fea41fda01b,8dac5b4003396bc2d79ab94554b17a3f382dd7e57c29d4df99472263fe16dec5,905916bb0210159e5863068caa974abefcf46dbd361a5bef599ede25f25e91f8,e75211ac30e3d0a6474986e6d50cc430b667e14051c85baccec930f31f2ef743
"1003","10201493","15","1","56011493","848"
"0","91002","8","50","56011493","849"
"1003","10201494","15","1","56011494","850"
"0","91002","8","100","56011494","851"
"1001","10201495","15","1","56011495","852"
"1002","10201496","15","1","56011496","853"
"1003","10201497","15","1","56011497","854"
"0","91002","8","50","56011497","855"
"1001","10201498","15","1","56011498","856"
"1002","10201499","15","1","56011499","857"
"1003","10201500","15","1","56011500","858"
"0","91002","8","50","56011500","859"
"1001","10201501","15","1","56011501","860"
"1002","10201502","15","1","56011502","861"
"1003","10201503","15","1","56011503","862"
"0","91002","8","50","56011503","863"
"1003","10201504","15","1","56011504","864"
"0","91002","8","100","56011504","865"
"1001","10201505","15","1","56011505","867"
"1002","10201506","15","1","56011506","868"
"1003","10201507","15","1","56011507","869"
"0","91002","8","50","56011507","870"
"1001","10201508","15","1","56011508","871"
"1002","10201509","15","1","56011509","872"
"1003","10201510","15","1","56011510","873"
"0","91002","8","50","56011510","874"
"1001","10201511","15","1","56011511","875"
"1002","10201512","15","1","56011512","876"
"1003","10201513","15","1","56011513","877"
"0","91002","8","50","56011513","878"
"1003","10201514","15","1","56011514","879"
"0","91002","8","100","56011514","880"
"1001","10201515","15","1","56011515","881"
"1002","10201516","15","1","56011516","882"
"1003","10201517","15","1","56011517","883"
"0","91002","8","50","56011517","884"
"1001","10201518","15","1","56011518","885"
"1002","10201519","15","1","56011519","886"
"1003","10201520","15","1","56011520","887"
"0","91002","8","50","56011520","888"
"1001","10201521","15","1","56011521","889"
"1002","10201522","15","1","56011522","890"
"1003","10201523","15","1","56011523","891"
"0","91002","8","50","56011523","892"
"1003","10201524","15","1","56011524","893"
"0","91002","8","100","56011524","894"
"1001","10201525","15","1","56011525","895"
"1002","10201526","15","1","56011526","896"
"1003","10201527","15","1","56011527","897"
"0","91002","8","50","56011527","898"
"1001","10201528","15","1","56011528","899"
"1002","10201529","15","1","56011529","900"
"1003","10201530","15","1","56011530","901"
"0","91002","8","50","56011530","902"
"1001","10201531","15","1","56011531","903"
"1002","10201532","15","1","56011532","904"
"1003","10201533","15","1","56011533","905"
"0","91002","8","50","56011533","906"
"1001","10201534","15","1","56011534","907"
"1002","10201535","15","1","56011535","908"
"1003","10201536","15","1","56011536","909"
"0","91002","8","50","56011536","910"
"1003","10201537","15","1","56011537","911"
"0","91002","8","100","56011537","912"
"1001","10201538","15","1","56011538","913"
"1002","10201539","15","1","56011539","914"
"1003","10201540","15","1","56011540","915"
"0","91002","8","50","56011540","916"
"1001","10201541","15","1","56011541","917"
"1002","10201542","15","1","56011542","918"
"1003","10201543","15","1","56011543","919"
"0","91002","8","50","56011543","920"
"1001","10201544","15","1","56011544","921"
"1002","10201545","15","1","56011545","922"
"1003","10201546","15","1","56011546","923"
"0","91002","8","50","56011546","924"
"1001","10201547","15","1","56011547","925"
"1002","10201548","15","1","56011548","926"
"1003","10201549","15","1","56011549","927"
"0","91002","8","50","56011549","928"
"1003","10201550","15","1","56011550","929"
"0","91002","8","100","56011550","930"
"1003","10201551","15","1","56011551","931"
"0","91002","8","100","56011551","932"
"1001","10201552","15","1","56011552","933"
"1002","10201553","15","1","56011553","934"
"1003","10201554","15","1","56011554","935"
"0","91002","8","50","56011554","936"
"1001","10201555","15","1","56011555","937"
"1002","10201556","15","1","56011556","938"
"1003","10201557","15","1","56011557","939"
"0","91002","8","50","56011557","940"
"1001","10201558","15","1","56011558","941"
"1002","10201559","15","1","56011559","942"
"1003","10201560","15","1","56011560","943"
"0","91002","8","50","56011560","944"
"1001","11302001","15","1","51402001","945"
"0","91002","8","50","51402001","946"
"1002","11302002","15","1","51402002","947"
"0","91002","8","50","51402002","948"
"1003","11302003","15","1","51402003","949"
"0","91002","8","50","51402003","950"
"1003","10201561","15","1","56011561","951"
"0","91002","8","100","56011561","952"
"1001","10201562","15","1","56011562","953"
"1002","10201563","15","1","56011563","954"
"1003","10201564","15","1","56011564","955"
"0","91002","8","50","56011564","956"
"1001","10201565","15","1","56011565","957"
"1002","10201566","15","1","56011566","958"
"1003","10201567","15","1","56011567","959"
"0","91002","8","50","56011567","960"
"1001","10201568","15","1","56011568","961"
"1002","10201569","15","1","56011569","962"
"1003","10201570","15","1","56011570","963"
"0","91002","8","50","56011570","964"
"1001","10201571","15","1","56011571","965"
"1002","10201572","15","1","56011572","966"
"1003","10201573","15","1","56011573","967"
"0","91002","8","50","56011573","968"
"1003","10201574","15","1","56011574","969"
"0","91002","8","100","56011574","970"
"1001","10201575","15","1","56011575","971"
"1002","10201576","15","1","56011576","972"
"1003","10201577","15","1","56011577","973"
"0","91002","8","50","56011577","974"
"1001","10201578","15","1","56011578","975"
"1002","10201579","15","1","56011579","976"
"1003","10201580","15","1","56011580","977"
"0","91002","8","50","56011580","978"
"1001","10201581","15","1","56011581","979"
"1002","10201582","15","1","56011582","980"
"1003","10201583","15","1","56011583","981"
"0","91002","8","50","56011583","982"
"1001","10201584","15","1","56011584","983"
"1002","10201585","15","1","56011585","984"
"1003","10201586","15","1","56011586","985"
"0","91002","8","50","56011586","986"
"1001","10201587","15","1","56011587","987"
"1002","10201588","15","1","56011588","988"
"1003","10201589","15","1","56011589","989"
"0","91002","8","50","56011589","990"
"1001","10201590","15","1","56011590","991"
"1002","10201591","15","1","56011591","992"
"1003","10201592","15","1","56011592","993"
"0","91002","8","50","56011592","994"
"1001","10201593","15","1","56011593","995"
"1002","10201594","15","1","56011594","996"
"1003","10201595","15","1","56011595","997"
"0","91002","8","50","56011595","998"
"1003","10201596","15","1","56011596","999"
"0","91002","8","100","56011596","1000"
"1003","10201597","15","1","56011597","1001"
"0","91002","8","100","56011597","1002"
"1003","10201598","15","1","56011598","1003"
"0","91002","8","100","56011598","1004"
"1001","10201599","15","1","56011599","1005"
"1002","10201600","15","1","56011600","1006"
"1003","10201601","15","1","56011601","1007"
"0","91002","8","50","56011601","1008"
"1001","10201602","15","1","56011602","1009"
"1002","10201603","15","1","56011603","1010"
"1003","10201604","15","1","56011604","1011"
"0","91002","8","50","56011604","1012"
"1003","10201605","15","1","56011605","1013"
"0","91002","8","100","56011605","1014"
"1001","10201606","15","1","56011606","1015"
"1002","10201607","15","1","56011607","1016"
"1003","10201608","15","1","56011608","1017"
"0","91002","8","50","56011608","1018"
"1001","10201609","15","1","56011609","1019"
"1002","10201610","15","1","56011610","1020"
"1003","10201611","15","1","56011611","1021"
"0","91002","8","50","56011611","1022"
"1001","10201612","15","1","56011612","1023"
"1002","10201613","15","1","56011613","1024"
"1003","10201614","15","1","56011614","1025"
"0","91002","8","50","56011614","1026"
"1003","10201615","15","1","56011615","1027"
"0","91002","8","100","56011615","1028"
"1001","10201616","15","1","56011616","1029"
"1002","10201617","15","1","56011617","1030"
"1003","10201618","15","1","56011618","1031"
"0","91002","8","50","56011618","1032"
"1001","10201619","15","1","56011619","1033"
"1002","10201620","15","1","56011620","1034"
"1003","10201621","15","1","56011621","1035"
"0","91002","8","50","56011621","1036"
"1001","10201622","15","1","56011622","1037"
"1002","10201623","15","1","56011623","1038"
"1003","10201624","15","1","56011624","1039"
"0","91002","8","50","56011624","1040"
"1003","10201625","15","1","56011625","1041"
"0","91002","8","100","56011625","1042"
"1001","10201626","15","1","56011626","1043"
"1002","10201627","15","1","56011627","1044"
"1003","10201628","15","1","56011628","1045"
"0","91002","8","50","56011628","1046"
"1001","10201629","15","1","56011629","1047"
"1002","10201630","15","1","56011630","1048"
"1003","10201631","15","1","56011631","1049"
"0","91002","8","50","56011631","1050"
"1001","10201632","15","1","56011632","1051"
"1002","10201633","15","1","56011633","1052"
"1003","10201634","15","1","56011634","1053"
"0","91002","8","50","56011634","1054"
"1003","10201635","15","1","56011635","1055"
"0","91002","8","100","56011635","1056"
"1001","10201636","15","1","56011636","1057"
"1002","10201637","15","1","56011637","1058"
"1003","10201638","15","1","56011638","1059"
"0","91002","8","50","56011638","1060"
"1001","10201639","15","1","56011639","1061"
"1002","10201640","15","1","56011640","1062"
"1003","10201641","15","1","56011641","1063"
"0","91002","8","50","56011641","1064"
"1001","10201642","15","1","56011642","1065"
"1002","10201643","15","1","56011643","1066"
"1003","10201644","15","1","56011644","1067"
"0","91002","8","50","56011644","1068"
"1003","10201645","15","1","56011645","1069"
"0","91002","8","100","56011645","1070"
"1001","10201646","15","1","56011646","1071"
"1002","10201647","15","1","56011647","1072"
"1003","10201648","15","1","56011648","1073"
"0","91002","8","50","56011648","1074"
"1001","10201649","15","1","56011649","1075"
"1002","10201650","15","1","56011650","1076"
"1003","10201651","15","1","56011651","1077"
"0","91002","8","50","56011651","1078"
"1001","10201652","15","1","56011652","1079"
"1002","10201653","15","1","56011653","1080"
"1003","10201654","15","1","56011654","1081"
"0","91002","8","50","56011654","1082"
"1003","10201655","15","1","56011655","1083"
"0","91002","8","100","56011655","1084"
"1003","10201656","15","1","56011656","1085"
"0","91002","8","100","56011656","1086"
"1001","10201657","15","1","56011657","1087"
"1002","10201658","15","1","56011658","1088"
"1003","10201659","15","1","56011659","1089"
"0","91002","8","50","56011659","1090"
"1001","10201660","15","1","56011660","1091"
"1002","10201661","15","1","56011661","1092"
"1003","10201662","15","1","56011662","1093"
"0","91002","8","50","56011662","1094"
"1001","10201663","15","1","56011663","1095"
"1002","10201664","15","1","56011664","1096"
"1003","10201665","15","1","56011665","1097"
"0","91002","8","50","56011665","1098"
"1001","10201666","15","1","56011666","1099"
"1002","10201667","15","1","56011667","1100"
"1003","10201668","15","1","56011668","1101"
"0","91002","8","50","56011668","1102"
"1003","10201669","15","1","56011669","1103"
"0","91002","8","100","56011669","1104"
"1001","10201670","15","1","56011670","1105"
"1002","10201671","15","1","56011671","1106"
"1003","10201672","15","1","56011672","1107"
"0","91002","8","50","56011672","1108"
"1001","10201673","15","1","56011673","1109"
"1002","10201674","15","1","56011674","1110"
"1003","10201675","15","1","56011675","1111"
"0","91002","8","50","56011675","1112"
"1003","10201676","15","1","56011676","1113"
"0","91002","8","100","56011676","1114"
"1001","10201677","15","1","56011677","1115"
"1002","10201678","15","1","56011678","1116"
"1003","10201679","15","1","56011679","1117"
"0","91002","8","50","56011679","1118"
"1001","10201680","15","1","56011680","1119"
"1002","10201681","15","1","56011681","1120"
"1003","10201682","15","1","56011682","1121"
"0","91002","8","50","56011682","1122"
"1001","10201683","15","1","56011683","1123"
"1002","10201684","15","1","56011684","1124"
"1003","10201685","15","1","56011685","1125"
"0","91002","8","50","56011685","1126"
"1001","10201686","15","1","56011686","1127"
"1002","10201687","15","1","56011687","1128"
"1003","10201688","15","1","56011688","1129"
"0","91002","8","50","56011688","1130"
"1003","10201689","15","1","56011689","1131"
"0","91002","8","100","56011689","1132"
"1001","10201690","15","1","56011690","1133"
"1002","10201691","15","1","56011691","1134"
"1003","10201692","15","1","56011692","1135"
"0","91002","8","50","56011692","1136"
"1001","10201693","15","1","56011693","1137"
"1002","10201694","15","1","56011694","1138"
"1003","10201695","15","1","56011695","1139"
"0","91002","8","50","56011695","1140"
"1001","10201696","15","1","56011696","1141"
"1002","10201697","15","1","56011697","1142"
"1003","10201698","15","1","56011698","1143"
"0","91002","8","50","56011698","1144"
"1001","10201699","15","1","56011699","1145"
"1002","10201700","15","1","56011700","1146"
"1003","10201701","15","1","56011701","1147"
"0","91002","8","50","56011701","1148"
"1002","11401001","15","1","51501001","1149"
"0","91002","8","50","51501001","1150"
"1003","11401002","15","1","51502001","1151"
"0","91002","8","100","51502001","1152"
"1003","10201702","15","1","56011702","1153"
"0","91002","8","100","56011702","1154"
"1001","10201703","15","1","56011703","1155"
"1002","10201704","15","1","56011704","1156"
"1003","10201705","15","1","56011705","1157"
"0","91002","8","50","56011705","1158"
"1001","10201706","15","1","56011706","1159"
"1002","10201707","15","1","56011707","1160"
"1003","10201708","15","1","56011708","1161"
"0","91002","8","50","56011708","1162"
"1001","10201709","15","1","56011709","1163"
"1002","10201710","15","1","56011710","1164"
"1003","10201711","15","1","56011711","1165"
"0","91002","8","50","56011711","1166"
"1003","10201712","15","1","56011712","1167"
"0","91002","8","100","56011712","1168"
"1001","10201713","15","1","56011713","1169"
"1002","10201714","15","1","56011714","1170"
"1003","10201715","15","1","56011715","1171"
"0","91002","8","50","56011715","1172"
"1001","10201716","15","1","56011716","1173"
"1002","10201717","15","1","56011717","1174"
"1003","10201718","15","1","56011718","1175"
"0","91002","8","50","56011718","1176"
"1001","10201719","15","1","56011719","1177"
"1002","10201720","15","1","56011720","1178"
"1003","10201721","15","1","56011721","1179"
"0","91002","8","50","56011721","1180"
"1003","10201722","15","1","56011722","1182"
"0","91002","8","100","56011722","1183"
"1001","10201723","15","1","56011723","1184"
"1002","10201724","15","1","56011724","1185"
"1003","10201725","15","1","56011725","1186"
"0","91002","8","50","56011725","1187"
"1001","10201726","15","1","56011726","1188"
"1002","10201727","15","1","56011727","1189"
"1003","10201728","15","1","56011728","1190"
"0","91002","8","50","56011728","1191"
"1001","10201729","15","1","56011729","1192"
"1002","10201730","15","1","56011730","1193"
"1003","10201731","15","1","56011731","1194"
"0","91002","8","50","56011731","1195"
"1003","10201732","15","1","56011732","1196"
"0","91002","8","100","56011732","1197"
"1001","10201733","15","1","56011733","1198"
"1002","10201734","15","1","56011734","1199"
"1003","10201735","15","1","56011735","1200"
"0","91002","8","50","56011735","1201"
"1001","10201736","15","1","56011736","1202"
"1002","10201737","15","1","56011737","1203"
"1003","10201738","15","1","56011738","1204"
"0","91002","8","50","56011738","1205"
"1001","10201739","15","1","56011739","1206"
"1002","10201740","15","1","56011740","1207"
"1003","10201741","15","1","56011741","1208"
"0","91002","8","50","56011741","1209"
"1001","10201742","15","1","56011742","1210"
"1002","10201743","15","1","56011743","1211"
"1003","10201744","15","1","56011744","1212"
"0","91002","8","50","56011744","1213"
"1003","10201745","15","1","56011745","1214"
"0","91002","8","100","56011745","1215"
"1001","10201746","15","1","56011746","1216"
"1002","10201747","15","1","56011747","1217"
"1003","10201748","15","1","56011748","1218"
"0","91002","8","50","56011748","1219"
"1001","10201749","15","1","56011749","1220"
"1002","10201750","15","1","56011750","1221"
"1003","10201751","15","1","56011751","1222"
"0","91002","8","50","56011751","1223"
"1003","10201752","15","1","56011752","1224"
"0","91002","8","100","56011752","1225"
"1001","10201753","15","1","56011753","1226"
"1002","10201754","15","1","56011754","1227"
"1003","10201755","15","1","56011755","1228"
"0","91002","8","50","56011755","1229"
"1001","10201756","15","1","56011756","1230"
"1002","10201757","15","1","56011757","1231"
"1003","10201758","15","1","56011758","1232"
"0","91002","8","50","56011758","1233"
"1001","10201759","15","1","56011759","1234"
"1002","10201760","15","1","56011760","1235"
"1003","10201761","15","1","56011761","1236"
"0","91002","8","50","56011761","1237"
"1001","10201762","15","1","56011762","1238"
"1002","10201763","15","1","56011763","1239"
"1003","10201764","15","1","56011764","1240"
"0","91002","8","50","56011764","1241"
"1003","10201765","15","1","56011765","1242"
"0","91002","8","100","56011765","1243"
"1001","10201766","15","1","56011766","1244"
"1002","10201767","15","1","56011767","1245"
"1003","10201768","15","1","56011768","1246"
"0","91002","8","50","56011768","1247"
"1001","10201769","15","1","56011769","1248"
"1002","10201770","15","1","56011770","1249"
"1003","10201771","15","1","56011771","1250"
"0","91002","8","50","56011771","1251"
"1001","10201772","15","1","56011772","1252"
"1002","10201773","15","1","56011773","1253"
"1003","10201774","15","1","56011774","1254"
"0","91002","8","50","56011774","1255"
"1003","10201775","15","1","56011775","1256"
"0","91002","8","100","56011775","1257"
"1001","10201776","15","1","56011776","1258"
"1002","10201777","15","1","56011777","1259"
"1003","10201778","15","1","56011778","1260"
"0","91002","8","50","56011778","1261"
"1001","10201779","15","1","56011779","1262"
"1002","10201780","15","1","56011780","1263"
"1003","10201781","15","1","56011781","1264"
"0","91002","8","50","56011781","1265"
"1001","10201782","15","1","56011782","1266"
"1002","10201783","15","1","56011783","1267"
"1003","10201784","15","1","56011784","1268"
"0","91002","8","50","56011784","1269"
"1003","10201785","15","1","56011785","1270"
"0","91002","8","100","56011785","1271"
"1001","11601001","15","1","51601001","1272"
"1002","11601002","15","1","51601002","1273"
"1003","11601003","15","1","51601003","1274"
"1001","10201786","15","1","56011786","1275"
"1002","10201787","15","1","56011787","1276"
"1003","10201788","15","1","56011788","1277"
"0","91002","8","50","56011788","1278"
"1001","10201789","15","1","56011789","1279"
"1002","10201790","15","1","56011790","1280"
"1003","10201791","15","1","56011791","1281"
"0","91002","8","50","56011791","1282"
"1003","10201792","15","1","56011792","1283"
"0","91002","8","100","56011792","1284"
"1001","10201793","15","1","56011793","1285"
"1002","10201794","15","1","56011794","1286"
"1003","10201795","15","1","56011795","1287"
"0","91002","8","50","56011795","1288"
"1001","10201796","15","1","56011796","1289"
"1002","10201797","15","1","56011797","1290"
"1003","10201798","15","1","56011798","1291"
"0","91002","8","50","56011798","1292"
"1003","10201799","15","1","56011799","1293"
"0","91002","8","100","56011799","1294"
"1001","10201800","15","1","56011800","1295"
"1002","10201801","15","1","56011801","1296"
"1003","10201802","15","1","56011802","1297"
"0","91002","8","50","56011802","1298"
"1001","10201803","15","1","56011803","1299"
"1002","10201804","15","1","56011804","1300"
"1003","10201805","15","1","56011805","1301"
"0","91002","8","50","56011805","1302"
"1003","10201806","15","1","56011806","1303"
"0","91002","8","100","56011806","1304"
"1001","10201807","15","1","56011807","1305"
"1002","10201808","15","1","56011808","1306"
"1003","10201809","15","1","56011809","1307"
"0","91002","8","50","56011809","1308"
"1001","10201810","15","1","56011810","1309"
"1002","10201811","15","1","56011811","1310"
"1003","10201812","15","1","56011812","1311"
"0","91002","8","50","56011812","1312"
"1001","10201813","15","1","56011813","1313"
"1002","10201814","15","1","56011814","1314"
"1003","10201815","15","1","56011815","1315"
"0","91002","8","50","56011815","1316"
"1001","10201816","15","1","56011816","1317"
"1002","10201817","15","1","56011817","1318"
"1003","10201818","15","1","56011818","1319"
"0","91002","8","50","56011818","1320"
"1003","10201819","15","1","56011819","1321"
"0","91002","8","100","56011819","1322"
"1001","10201820","15","1","56011820","1323"
"1002","10201821","15","1","56011821","1324"
"1003","10201822","15","1","56011822","1325"
"0","91002","8","50","56011822","1326"
"1001","10201823","15","1","56011823","1327"
"1002","10201824","15","1","56011824","1328"
"1003","10201825","15","1","56011825","1329"
"0","91002","8","50","56011825","1330"
"1001","10201826","15","1","56011826","1331"
"1002","10201827","15","1","56011827","1332"
"1003","10201828","15","1","56011828","1333"
"0","91002","8","50","56011828","1334"
"1001","10201829","15","1","56011829","1335"
"1002","10201830","15","1","56011830","1336"
"1003","10201831","15","1","56011831","1337"
"0","91002","8","50","56011831","1338"
"1001","11701001","15","1","51701001","1339"
"1001","10201832","15","1","56011832","1340"
"1002","10201833","15","1","56011833","1341"
"1003","10201834","15","1","56011834","1342"
"0","91002","8","50","56011834","1343"
"1001","10201835","15","1","56011835","1344"
"1002","10201836","15","1","56011836","1345"
"1003","10201837","15","1","56011837","1346"
"0","91002","8","50","56011837","1347"
"1003","10201838","15","1","56011838","1348"
"0","91002","8","100","56011838","1349"
"1003","10201839","15","1","56011839","1350"
"0","91002","8","100","56011839","1351"
"1003","10201840","15","1","56011840","1352"
"0","91002","8","100","56011840","1353"
"1001","10201841","15","1","56011841","1354"
"1002","10201842","15","1","56011842","1355"
"1003","10201843","15","1","56011843","1356"
"0","91002","8","50","56011843","1357"
"1001","10201844","15","1","56011844","1358"
"1002","10201845","15","1","56011845","1359"
"1003","10201846","15","1","56011846","1360"
"0","91002","8","50","56011846","1361"
"1001","10201847","15","1","56011847","1362"
"1002","10201848","15","1","56011848","1363"
"1003","10201849","15","1","56011849","1364"
"0","91002","8","50","56011849","1365"
"1001","10201850","15","1","56011850","1366"
"1002","10201851","15","1","56011851","1367"
"1003","10201852","15","1","56011852","1368"
"0","91002","8","50","56011852","1369"
"1001","10201853","15","1","56011853","1370"
"1002","10201854","15","1","56011854","1371"
"1003","10201855","15","1","56011855","1372"
"0","91002","8","50","56011855","1373"
"1001","10201856","15","1","56011856","1374"
"1002","10201857","15","1","56011857","1375"
"1003","10201858","15","1","56011858","1376"
"0","91002","8","50","56011858","1377"
"1001","10201859","15","1","56011859","1378"
"1002","10201860","15","1","56011860","1379"
"1003","10201861","15","1","56011861","1380"
"0","91002","8","50","56011861","1381"
"1003","10201862","15","1","56011862","1382"
"0","91002","8","100","56011862","1383"
"1001","10201863","15","1","56011863","1384"
"1002","10201864","15","1","56011864","1385"
"1003","10201865","15","1","56011865","1386"
"0","91002","8","50","56011865","1387"
"1001","10201866","15","1","56011866","1388"
"1002","10201867","15","1","56011867","1389"
"1003","10201868","15","1","56011868","1390"
"0","91002","8","50","56011868","1391"
"1001","10201869","15","1","56011869","1392"
"1002","10201870","15","1","56011870","1393"
"1003","10201871","15","1","56011871","1394"
"0","91002","8","50","56011871","1395"
"1001","10201872","15","1","56011872","1396"
"1002","10201873","15","1","56011873","1397"
"1003","10201874","15","1","56011874","1398"
"0","91002","8","50","56011874","1399"
"1003","11801001","15","1","51801001","1400"
"1001","10201875","15","1","56011875","1401"
"1002","10201876","15","1","56011876","1402"
"1003","10201877","15","1","56011877","1403"
"0","91002","8","50","56011877","1404"
"1001","10201878","15","1","56011878","1405"
"1002","10201879","15","1","56011879","1406"
"1003","10201880","15","1","56011880","1407"
"0","91002","8","50","56011880","1408"
"1001","10201881","15","1","56011881","1409"
"1002","10201882","15","1","56011882","1410"
"1003","10201883","15","1","56011883","1411"
"0","91002","8","50","56011883","1412"
"1001","10201884","15","1","56011884","1413"
"1002","10201885","15","1","56011885","1414"
"1003","10201886","15","1","56011886","1415"
"0","91002","8","50","56011886","1416"
"1001","10201887","15","1","56011887","1417"
"1002","10201888","15","1","56011888","1418"
"1003","10201889","15","1","56011889","1419"
"0","91002","8","50","56011889","1420"
"1001","10201890","15","1","56011890","1421"
"1002","10201891","15","1","56011891","1422"
"1003","10201892","15","1","56011892","1423"
"0","91002","8","50","56011892","1424"
"1001","10201893","15","1","56011893","1425"
"1002","10201894","15","1","56011894","1426"
"1003","10201895","15","1","56011895","1427"
"0","91002","8","50","56011895","1428"
"1001","10201896","15","1","56011896","1429"
"1002","10201897","15","1","56011897","1430"
"1003","10201898","15","1","56011898","1431"
"0","91002","8","50","56011898","1432"
"1003","10201899","15","1","56011899","1433"
"0","91002","8","100","56011899","1434"
"1003","10201900","15","1","56011900","1435"
"0","91002","8","100","56011900","1436"
"1003","10201901","15","1","56011901","1437"
"0","91002","8","100","56011901","1438"
"1001","10201902","15","1","56011902","1439"
"1002","10201903","15","1","56011903","1440"
"1003","10201904","15","1","56011904","1441"
"0","91002","8","50","56011904","1442"
"1001","10201905","15","1","56011905","1443"
"1002","10201906","15","1","56011906","1444"
"1003","10201907","15","1","56011907","1445"
"0","91002","8","50","56011907","1446"
"1001","10201908","15","1","56011908","1447"
"1002","10201909","15","1","56011909","1448"
"1003","10201910","15","1","56011910","1449"
"0","91002","8","50","56011910","1450"
"1001","10201911","15","1","56011911","1451"
"1002","10201912","15","1","56011912","1452"
"1003","10201913","15","1","56011913","1453"
"0","91002","8","50","56011913","1454"
"1001","10201914","15","1","56011914","1455"
"1002","10201915","15","1","56011915","1456"
"1003","10201916","15","1","56011916","1457"
"0","91002","8","50","56011916","1458"
"1003","10202019","15","1","56012019","1459"
"1001","10201917","15","1","56011917","1460"
"1002","10201918","15","1","56011918","1461"
"1003","10201919","15","1","56011919","1462"
"0","91002","8","50","56011919","1463"
"1001","10201920","15","1","56011920","1464"
"1002","10201921","15","1","56011921","1465"
"1003","10201922","15","1","56011922","1466"
"0","91002","8","50","56011922","1467"
"1001","10201923","15","1","56011923","1468"
"1002","10201924","15","1","56011924","1469"
"1003","10201925","15","1","56011925","1470"
"0","91002","8","50","56011925","1471"
"1001","10201926","15","1","56011926","1472"
"1002","10201927","15","1","56011927","1473"
"1003","10201928","15","1","56011928","1474"
"0","91002","8","50","56011928","1475"
"1001","10201929","15","1","56011929","1476"
"1002","10201930","15","1","56011930","1477"
"1003","10201931","15","1","56011931","1478"
"0","91002","8","50","56011931","1479"
"1001","10201932","15","1","56011932","1480"
"1002","10201933","15","1","56011933","1481"
"1003","10201934","15","1","56011934","1482"
"0","91002","8","50","56011934","1483"
"1001","10201935","15","1","56011935","1484"
"1002","10201936","15","1","56011936","1485"
"1003","10201937","15","1","56011937","1486"
"0","91002","8","50","56011937","1487"
"1001","10201938","15","1","56011938","1488"
"1002","10201939","15","1","56011939","1489"
"1003","10201940","15","1","56011940","1490"
"0","91002","8","50","56011940","1491"
"1001","10201941","15","1","56011941","1492"
"1002","10201942","15","1","56011942","1493"
"1003","10201943","15","1","56011943","1494"
"0","91002","8","50","56011943","1495"
