d6b5b2774e7222b2afdd25e4f7956d8b029a151cf58de96e295940c37df931a1,5ed586892e37274de3adb960aed460fa712f7c67306bd0cb7a2aeac33af14ec5,7a18bb6c01a0bdc3188c04a9b8c1eec54dcda822a08b6f2cc345c0f8cbffe498,c213c24b98526fe61d3f502d97b0a714edc17415a01ea3578f37f8cacaae2f3c,a98d7b7340d9452d63f4ce3ee83af8ae125094b500a3ba15d7c05bbd05f36645,cc421b0ce27179728e29f654f604dd55d7c55bf2d8fe25c35884ce9b30bbfb02,f85aa855b1abe5e0fa10046a4866187bdc099129eebd14375f6be36bff0ec05d,28e1f97bf363a9f0fb491970dcd96cd953264ec605b7475fcadede4e272d2277,484fa687107180ec861f7e5d15a054a938eb2808f180f87c71191955da684fff,ceb156b33ef097297740a9e49f8b2013da27993debff53d9a30818cf117b364a,d1d852f0a9a14b708fddb44bc85b3a122e231fdfb3271dbe961b9299b6c617e3,b59de837ff2795248c13b38737d60f49b05ade1b3ed13f018888e8badb21891c,b6af98746d749360f88f0008682279023333db09f28e800bfa5594f1e9f692a7,26c7baf55224f5e19ad90e0177f8ccda721281b10fa4060de0b1bfe9d65a41fa,d0c6e3b8589e263233fecd17791faaad470c9c3a1eeea78311d4b9ed630bcea4,7294ec5b7f39add7c3224f6cff8f4c19ac1c010ca5e7dc5f41c904483ddaba29,9c4fcaeadead9a51bc74e4d944a082e0361810a0791c8bdc9903227094f61943,abf10052288929694da1614d5a19bc63a5e43e5bc00880338f4280aa25d9f7ef,66d46e95cb3b84a7b333a25aacaeaaa845a43b8353515d42b883481e25c4397c,07ef1359add5170994538f04f667bbdb7013aabe8479bcc047ec26484610e988,1ced40f2d2564cc646e76faf292672a1357fbcce7b8ba69ae9fe3aace7b6687c,f76b0ebe6225a1c5169714c48f2e38090ea4bcad76cf32b2f8f861ec8df97b6b,8abb35a8eb8cf13c6a5191426bcd3b13942ebff9fc79c3e5ea3eb9f05cf262ca,ac548d3ae7e9c609b356f144994e9a3bd48963f8ec0b2a0a19d959df333ab144,ed236b1a43bba180a82f0d7eb3610b55756952cea3ccee768302f259053f8527,274dec9575e220b5bbb496367d3c3a2f1aa971e5ccf8499ba71773d4a3717b14,4ed765dfb75a94e4fb5660594f5b9b6e26ba904c2e1980254b0878881ead78ee,e58d0b53b368e398c83251a59b9d91057405e295ddc701802076facd4170537c,e20013123918d51900df2726b6b8f44829a8196201b350b27d13ba477ffbd0ac,99e80cce0cc5647f93b26c39bb8e45454927fca76484aa42362e2429c5a6a732,f86be41a6f253aeb0e76f09b2062c2b0da46575b5ff169abef8cb71cb9d0c542,a7be5c9dc48bd30518c9dabae729e353a921270679fe5717cd814948c9700679,8c9b57c62ee8ac202452cf18eeb26a65b483a3f58112d6a3b2189c79f18b5bf4,855405033089e12a841c5592a22346280ea92114fae83c38956efb2c1d3b9b60,af1a1162fb1dddd94cfcd3ea0f6c467fdfd585e28371ec8a84eda1b442d4f8fd,ba894f56f1d29560ff39c4ee3800324e2e7a020193d429a9f062b693ae473852,8be3e72d1a57b7c73d35d3e356ecb3581488c4a5e6a91d907c7f2c41445531be,cbd3ecdacf3e8608e5cc907fae0ecfda09c706547e03ecdf44e1935491b55f8f,f99ec7dd622a9882c4261445c9055de3df95f471bb008d8afa4cc048d5abd76f
"0","0","0","3.02","0","10.02","0","0","0","0.48","0","0","3","0","0","0","0","0","0","0","0","0","2.87","0","0","63.15","0","31083","0","0.46","0","100","0","0","0","108301","426.5","67.7","30000"
"0","0","0","3.45","0","12.52","0","0","0","0.6","0","0","4","0","0","0","0","0","0","0","0","0","3.28","0","0","72.17","0","31083","0","0.57","0","120","0","0","0","108301","487.4","84.62","40000"
"0","0","0","3.88","0","15.03","0","0","0","0.72","0","0","5","0","0","0","0","0","0","0","0","0","3.69","0","0","81.19","0","31083","0","0.69","0","150","0","0","0","108301","548.4","101.6","50000"
"0","0","0","2.51","0","4.49","0","0","0","0.28","0","0","1","0","0","0","0","0","0","0","0","0","2.28","0","0","40.44","0","31084","0","0.25","0","15","0","0","0","108401","307.6","34.18","10000"
"0","0","0","3.01","0","6.74","0","0","0","0.42","0","0","2","0","0","0","0","0","0","0","0","0","2.74","0","0","48.53","0","31084","0","0.38","0","30","0","0","0","108401","369.1","51.27","20000"
"0","0","0","3.51","0","8.98","0","0","0","0.56","0","0","3","0","0","0","0","0","0","0","0","0","3.19","0","0","56.62","0","31084","0","0.5","0","100","0","0","0","108401","430.6","68.36","30000"
"0","0","0","4.02","0","11.23","0","0","0","0.7","0","0","4","0","0","0","0","0","0","0","0","0","3.65","0","0","64.7","0","31084","0","0.63","0","120","0","0","0","108401","492.2","85.45","40000"
"0","0","0","4.52","0","13.47","0","0","0","0.84","0","0","5","0","0","0","0","0","0","0","0","0","4.1","0","0","72.79","0","31084","0","0.75","0","150","0","0","0","108401","553.7","102.6","50000"
"44.09","5","0","2.62","0","0","0","0","0","0.29","0","4.9","1","0","0","0","0","0","0","0","0","0","2.39","0","0","0","0","31085","0","0.27","0","15","0","0","0","108501","454.3","50.48","10000"
"52.91","5","0","3.14","0","0","0","0","0","0.44","0","7.35","2","0","0","0","0","0","0","0","0","0","2.87","0","0","0","0","31085","0","0.41","0","30","0","0","0","108501","545.2","75.72","20000"
"61.73","5","0","3.67","0","0","0","0","0","0.58","0","9.8","3","0","0","0","0","0","0","0","0","0","3.35","0","0","0","0","31085","0","0.54","0","100","0","0","0","108501","636","101","30000"
"70.54","5","0","4.19","0","0","0","0","0","0.73","0","12.25","4","0","0","0","0","0","0","0","0","0","3.82","0","0","0","0","31085","0","0.68","0","120","0","0","0","108501","726.9","126.2","40000"
"79.36","5","0","4.72","0","0","0","0","0","0.87","0","14.7","5","0","0","0","0","0","0","0","0","0","4.3","0","0","0","0","31085","0","0.81","0","150","0","0","0","108501","817.7","151.5","50000"
"54.68","5","0","2.96","0","0","0","0","0","0.33","0","6.08","1","0","0","0","0","0","0","0","0","0","2.05","0","0","0","0","31086","0","0.23","0","15","0","0","0","108601","360.3","40.04","10000"
"65.62","5","0","3.55","0","0","0","0","0","0.5","0","9.12","2","0","0","0","0","0","0","0","0","0","2.46","0","0","0","0","31086","0","0.35","0","30","0","0","0","108601","432.4","60.06","20000"
"76.55","5","0","4.14","0","0","0","0","0","0.66","0","12.16","3","0","0","0","0","0","0","0","0","0","2.87","0","0","0","0","31086","0","0.46","0","100","0","0","0","108601","504.4","80.08","30000"
"87.49","5","0","4.74","0","0","0","0","0","0.83","0","15.2","4","0","0","0","0","0","0","0","0","0","3.28","0","0","0","0","31086","0","0.58","0","120","0","0","0","108601","576.5","100.1","40000"
"98.42","5","0","5.33","0","0","0","0","0","0.99","0","18.24","5","0","0","0","0","0","0","0","0","0","3.69","0","0","0","0","31086","0","0.69","0","150","0","0","0","108601","648.5","120.2","50000"
"55.82","20","0","2.73","0","0","0","0","0","0.3","0","6.2","1","0","0","0","0","0","0","0","0","0","2.39","0","0","0","0","31087","0","0.27","0","15","0","0","0","108701","344.6","38.29","10000"
"66.98","20","0","3.28","0","0","0","0","0","0.45","0","9.3","2","0","0","0","0","0","0","0","0","0","2.87","0","0","0","0","31087","0","0.41","0","30","0","0","0","108701","413.5","57.44","20000"
"78.15","20","0","3.82","0","0","0","0","0","0.6","0","12.4","3","0","0","0","0","0","0","0","0","0","3.35","0","0","0","0","31087","0","0.54","0","100","0","0","0","108701","482.4","76.58","30000"
"89.31","20","0","4.37","0","0","0","0","0","0.75","0","15.5","4","0","0","0","0","0","0","0","0","0","3.82","0","0","0","0","31087","0","0.68","0","120","0","0","0","108701","551.4","95.73","40000"
"100.5","20","0","4.91","0","0","0","0","0","0.9","0","18.6","5","0","0","0","0","0","0","0","0","0","4.3","0","0","0","0","31087","0","0.81","0","150","0","0","0","108701","620.3","114.9","50000"
"1857.3","20","0","175.8","0","0","0","0","0","1.2","0","24.8","6","0","0","0","0","0","0","0","0","0","64.79","0","0","0","0","31087","0","1","0","0","0","0","0","108701","734.8","155.5","0"
"0","0","0","2.28","0","4.38","0","0","0","0.25","0","0","1","0","0","0","0","0","0","0","0","0","2.05","0","0","39.42","0","31088","0","0.23","0","15","0","0","0","108801","333.2","37.03","10000"
"0","0","0","2.74","0","6.57","0","0","0","0.38","0","0","2","0","0","0","0","0","0","0","0","0","2.46","0","0","47.3","0","31088","0","0.35","0","30","0","0","0","108801","399.8","55.55","20000"
"0","0","0","3.19","0","8.76","0","0","0","0.5","0","0","3","0","0","0","0","0","0","0","0","0","2.87","0","0","55.19","0","31088","0","0.46","0","100","0","0","0","108801","466.5","74.06","30000"
"0","0","0","3.65","0","10.95","0","0","0","0.63","0","0","4","0","0","0","0","0","0","0","0","0","3.28","0","0","63.07","0","31088","0","0.58","0","120","0","0","0","108801","533.1","92.58","40000"
"0","0","0","4.1","0","13.14","0","0","0","0.75","0","0","5","0","0","0","0","0","0","0","0","0","3.69","0","0","70.96","0","31088","0","0.69","0","150","0","0","0","108801","599.8","111.1","50000"
"0","0","0","87.79","0","17.52","0","0","0","1","0","0","6","0","0","0","0","0","0","0","0","0","87.31","0","0","82.78","0","31087","10","0.92","0","0","0","0","0","108801","3199.7","148.2","0"
"31.22","10","0","2.96","0","0","0","0","0","0.33","0","3.47","1","0","0","0","0","0","0","0","0","0","4.22","0","0","0","0","31089","0","0.47","0","15","0","0","0","108901","480.4","53.38","10000"
"37.46","10","0","3.55","0","0","0","0","0","0.5","0","5.21","2","0","0","0","0","0","0","0","0","0","5.06","0","0","0","0","31089","0","0.71","0","30","0","0","0","108901","576.5","80.07","20000"
"43.71","10","0","4.14","0","0","0","0","0","0.66","0","6.94","3","0","0","0","0","0","0","0","0","0","5.91","0","0","0","0","31089","0","0.94","0","100","0","0","0","108901","672.6","106.8","30000"
"49.95","10","0","4.74","0","0","0","0","0","0.83","0","8.68","4","0","0","0","0","0","0","0","0","0","6.75","0","0","0","0","31089","0","1.18","0","120","0","0","0","108901","768.6","133.5","40000"
"56.2","10","0","5.33","0","0","0","0","0","0.99","0","10.41","5","0","0","0","0","0","0","0","0","0","7.6","0","0","0","0","31089","0","1.41","0","150","0","0","0","108901","864.7","160.2","50000"
"1565.6","10","0","121.3","0","0","0","0","0","1.32","0","13.88","6","0","0","0","0","0","0","0","0","0","123.9","0","0","0","0","31089","10","1.88","0","0","0","0","0","108901","1008.8","213.6","0"
"51.72","10","0","2.73","0","0","0","0","0","0.3","0","5.75","1","0","0","0","0","0","0","0","0","0","2.05","0","0","0","0","31090","0","0.23","0","15","0","0","0","109001","396.9","44.1","10000"
"62.06","10","0","3.28","0","0","0","0","0","0.45","0","8.63","2","0","0","0","0","0","0","0","0","0","2.46","0","0","0","0","31090","0","0.35","0","30","0","0","0","109001","476.3","66.15","20000"
"72.41","10","0","3.82","0","0","0","0","0","0.6","0","11.5","3","0","0","0","0","0","0","0","0","0","2.87","0","0","0","0","31090","0","0.46","0","100","0","0","0","109001","555.7","88.2","30000"
"82.75","10","0","4.37","0","0","0","0","0","0.75","0","14.38","4","0","0","0","0","0","0","0","0","0","3.28","0","0","0","0","31090","0","0.58","0","120","0","0","0","109001","635","110.3","40000"
"93.1","10","0","4.91","0","0","0","0","0","0.9","0","17.25","5","0","0","0","0","0","0","0","0","0","3.69","0","0","0","0","31090","0","0.69","0","150","0","0","0","109001","714.4","132.3","50000"
"41.13","10","0","2.85","0","0","0","0","0","0.32","0","4.57","1","0","0","0","0","0","0","0","0","0","2.73","0","0","0","0","31091","0","0.3","0","15","0","0","0","109101","459.6","51.06","10000"
"49.36","10","0","3.42","0","0","0","0","0","0.48","0","6.86","2","0","0","0","0","0","0","0","0","0","3.28","0","0","0","0","31091","0","0.45","0","30","0","0","0","109101","551.5","76.59","20000"
"57.58","10","0","3.99","0","0","0","0","0","0.64","0","9.14","3","0","0","0","0","0","0","0","0","0","3.82","0","0","0","0","31091","0","0.6","0","100","0","0","0","109101","643.4","102.2","30000"
"65.81","10","0","4.56","0","0","0","0","0","0.8","0","11.43","4","0","0","0","0","0","0","0","0","0","4.37","0","0","0","0","31091","0","0.75","0","120","0","0","0","109101","735.4","127.7","40000"
"74.03","10","0","5.13","0","0","0","0","0","0.96","0","13.71","5","0","0","0","0","0","0","0","0","0","4.91","0","0","0","0","31091","0","0.9","0","150","0","0","0","109101","827.3","153.2","50000"
"0","0","0","2.51","0","5.77","0","0","0","0.28","0","0","1","0","0","0","0","0","0","0","0","0","2.28","0","0","51.95","0","31092","0","0.25","0","15","0","0","0","109201","333.6","37.06","10000"
"0","0","0","3.01","0","8.66","0","0","0","0.42","0","0","2","0","0","0","0","0","0","0","0","0","2.74","0","0","62.34","0","31092","0","0.38","0","30","0","0","0","109201","400.3","55.59","20000"
"0","0","0","3.51","0","11.54","0","0","0","0.56","0","0","3","0","0","0","0","0","0","0","0","0","3.19","0","0","72.73","0","31092","0","0.5","0","100","0","0","0","109201","467","74.12","30000"
"0","0","0","4.02","0","14.43","0","0","0","0.7","0","0","4","0","0","0","0","0","0","0","0","0","3.65","0","0","83.12","0","31092","0","0.63","0","120","0","0","0","109201","533.8","92.65","40000"
"0","0","0","4.52","0","17.31","0","0","0","0.84","0","0","5","0","0","0","0","0","0","0","0","0","4.1","0","0","93.51","0","31092","0","0.75","0","150","0","0","0","109201","600.5","111.2","50000"
"0","0","0","1.94","0","5.24","0","0","0","0.22","0","0","1","0","0","0","0","0","0","0","0","0","1.82","0","0","47.16","0","31093","0","0.2","0","15","0","0","0","109301","290.5","32.28","10000"
"0","0","0","2.33","0","7.86","0","0","0","0.33","0","0","2","0","0","0","0","0","0","0","0","0","2.18","0","0","56.59","0","31093","0","0.3","0","30","0","0","0","109301","348.6","48.42","20000"
"0","0","0","2.72","0","10.48","0","0","0","0.44","0","0","3","0","0","0","0","0","0","0","0","0","2.55","0","0","66.02","0","31093","0","0.4","0","100","0","0","0","109301","406.7","64.56","30000"
"0","0","0","3.1","0","13.1","0","0","0","0.55","0","0","4","0","0","0","0","0","0","0","0","0","2.91","0","0","75.46","0","31093","0","0.5","0","120","0","0","0","109301","464.8","80.7","40000"
"0","0","0","3.49","0","15.72","0","0","0","0.66","0","0","5","0","0","0","0","0","0","0","0","0","3.28","0","0","84.89","0","31093","0","0.6","0","150","0","0","0","109301","522.9","96.84","50000"
"0","0","0","2.51","0","6.01","0","0","0","0.28","0","0","1","0","0","0","0","0","0","0","0","0","2.16","0","0","54.11","0","31094","0","0.24","0","15","0","0","0","109401","318.9","35.43","10000"
"0","0","0","3.01","0","9.02","0","0","0","0.42","0","0","2","0","0","0","0","0","0","0","0","0","2.59","0","0","64.93","0","31094","0","0.36","0","30","0","0","0","109401","382.7","53.15","20000"
"0","0","0","3.51","0","12.02","0","0","0","0.56","0","0","3","0","0","0","0","0","0","0","0","0","3.02","0","0","75.75","0","31094","0","0.48","0","100","0","0","0","109401","446.5","70.86","30000"
"0","0","0","4.02","0","15.03","0","0","0","0.7","0","0","4","0","0","0","0","0","0","0","0","0","3.46","0","0","86.58","0","31094","0","0.6","0","120","0","0","0","109401","510.2","88.58","40000"
"0","0","0","4.52","0","18.03","0","0","0","0.84","0","0","5","0","0","0","0","0","0","0","0","0","3.89","0","0","97.4","0","31094","0","0.72","0","150","0","0","0","109401","574","106.3","50000"
"0","0","0","3.65","0","3.72","0","0","0","0.41","0","0","1","0","0","0","0","0","0","0","0","0","2.73","0","0","33.49","0","31095","0","0.3","0","15","0","0","0","109501","496.1","55.13","10000"
"0","0","0","4.38","0","5.58","0","0","0","0.62","0","0","2","0","0","0","0","0","0","0","0","0","3.28","0","0","40.19","0","31095","0","0.45","0","30","0","0","0","109501","595.3","82.7","20000"
"0","0","0","5.11","0","7.44","0","0","0","0.82","0","0","3","0","0","0","0","0","0","0","0","0","3.82","0","0","46.89","0","31095","0","0.6","0","100","0","0","0","109501","694.5","110.3","30000"
"0","0","0","5.84","0","9.3","0","0","0","1.03","0","0","4","0","0","0","0","0","0","0","0","0","4.37","0","0","53.58","0","31095","0","0.75","0","120","0","0","0","109501","793.8","137.9","40000"
"0","0","0","6.57","0","11.16","0","0","0","1.23","0","0","5","0","0","0","0","0","0","0","0","0","4.91","0","0","60.28","0","31095","0","0.9","0","150","0","0","0","109501","893","165.4","50000"
"55.25","15","0","2.51","0","0","0","0","0","0.28","0","6.14","1","0","0","0","0","0","0","0","0","0","2.28","0","0","0","0","31096","0","0.25","0","15","0","0","0","109601","365.6","40.62","10000"
"66.3","15","0","3.01","0","0","0","0","0","0.42","0","9.21","2","0","0","0","0","0","0","0","0","0","2.74","0","0","0","0","31096","0","0.38","0","30","0","0","0","109601","438.7","60.93","20000"
"77.35","15","0","3.51","0","0","0","0","0","0.56","0","12.28","3","0","0","0","0","0","0","0","0","0","3.19","0","0","0","0","31096","0","0.5","0","100","0","0","0","109601","511.8","81.24","30000"
"88.4","15","0","4.02","0","0","0","0","0","0.7","0","15.35","4","0","0","0","0","0","0","0","0","0","3.65","0","0","0","0","31096","0","0.63","0","120","0","0","0","109601","585","101.6","40000"
"99.45","15","0","4.52","0","0","0","0","0","0.84","0","18.42","5","0","0","0","0","0","0","0","0","0","4.1","0","0","0","0","31096","0","0.75","0","150","0","0","0","109601","658.1","121.9","50000"
"52.97","10","0","2.51","0","0","0","0","0","0.28","0","5.89","1","0","0","0","0","0","0","0","0","0","2.28","0","0","0","0","31097","0","0.25","0","15","0","0","0","109701","323.8","35.97","10000"
"63.56","10","0","3.01","0","0","0","0","0","0.42","0","8.84","2","0","0","0","0","0","0","0","0","0","2.74","0","0","0","0","31097","0","0.38","0","30","0","0","0","109701","388.6","53.96","20000"
"74.16","10","0","3.51","0","0","0","0","0","0.56","0","11.78","3","0","0","0","0","0","0","0","0","0","3.19","0","0","0","0","31097","0","0.5","0","100","0","0","0","109701","453.3","71.94","30000"
"84.75","10","0","4.02","0","0","0","0","0","0.7","0","14.73","4","0","0","0","0","0","0","0","0","0","3.65","0","0","0","0","31097","0","0.63","0","120","0","0","0","109701","518.1","89.93","40000"
"95.35","10","0","4.52","0","0","0","0","0","0.84","0","17.67","5","0","0","0","0","0","0","0","0","0","4.1","0","0","0","0","31097","0","0.75","0","150","0","0","0","109701","582.8","108","50000"
"1851.3","10","0","175.3","0","0","0","0","0","1.12","0","23.56","6","0","0","0","0","0","0","0","0","0","64.79","0","0","0","0","31097","0","1","0","0","0","0","0","109701","680","143.9","0"
"0","0","0","2.16","0","5.13","0","0","0","0.24","0","0","1","0","0","0","0","0","0","0","0","0","2.05","0","0","46.14","0","31098","0","0.23","0","15","0","0","0","109801","282","31.33","10000"
"0","0","0","2.59","0","7.7","0","0","0","0.36","0","0","2","0","0","0","0","0","0","0","0","0","2.46","0","0","55.37","0","31098","0","0.35","0","30","0","0","0","109801","338.4","47","20000"
"0","0","0","3.02","0","10.26","0","0","0","0.48","0","0","3","0","0","0","0","0","0","0","0","0","2.87","0","0","64.6","0","31098","0","0.46","0","100","0","0","0","109801","394.8","62.66","30000"
"0","0","0","3.46","0","12.83","0","0","0","0.6","0","0","4","0","0","0","0","0","0","0","0","0","3.28","0","0","73.82","0","31098","0","0.58","0","120","0","0","0","109801","451.2","78.33","40000"
"0","0","0","3.89","0","15.39","0","0","0","0.72","0","0","5","0","0","0","0","0","0","0","0","0","3.69","0","0","83.05","0","31098","0","0.69","0","150","0","0","0","109801","507.6","93.99","50000"
"0","0","0","4.54","0","20.52","0","0","1","0.96","0","0","6","0","0","0","0","0","75","0","0","0","4.31","0","0","2406.9","0","31098","10","0.92","0","0","0","0","0","109801","592.2","125.4","0"
"0","0","0","2.62","0","5.28","0","0","0","0.29","0","0","1","0","0","0","0","0","0","0","0","0","2.16","0","0","47.51","0","31099","0","0.24","0","15","0","0","0","109901","372.9","41.43","10000"
"0","0","0","3.14","0","7.92","0","0","0","0.44","0","0","2","0","0","0","0","0","0","0","0","0","2.59","0","0","57.01","0","31099","0","0.36","0","30","0","0","0","109901","447.5","62.15","20000"
"0","0","0","3.67","0","10.56","0","0","0","0.58","0","0","3","0","0","0","0","0","0","0","0","0","3.02","0","0","66.51","0","31099","0","0.48","0","100","0","0","0","109901","522.1","82.86","30000"
"0","0","0","4.19","0","13.2","0","0","0","0.73","0","0","4","0","0","0","0","0","0","0","0","0","3.46","0","0","76.02","0","31099","0","0.6","0","120","0","0","0","109901","596.6","103.6","40000"
"0","0","0","4.72","0","15.84","0","0","0","0.87","0","0","5","0","0","0","0","0","0","0","0","0","3.89","0","0","85.52","0","31099","0","0.72","0","150","0","0","0","109901","671.2","124.3","50000"
"0","0","0","5.5","0","21.12","0","0","1","1.16","0","0","6","0","0","0","0","0","75","0","0","0","4.54","0","0","2409.8","0","31099","10","0.96","0","0","0","0","0","109901","783.1","165.8","0"
"46.14","15","0","2.28","0","0","0","0","0","0.25","0","5.13","1","0","0","0","0","0","0","0","0","0","1.94","0","0","0","0","31100","0","0.22","0","15","0","0","0","110001","282","31.33","10000"
"55.37","15","0","2.74","0","0","0","0","0","0.38","0","7.7","2","0","0","0","0","0","0","0","0","0","2.33","0","0","0","0","31100","0","0.33","0","30","0","0","0","110001","338.4","47","20000"
"64.6","15","0","3.19","0","0","0","0","0","0.5","0","10.26","3","0","0","0","0","0","0","0","0","0","2.72","0","0","0","0","31100","0","0.44","0","100","0","0","0","110001","394.8","62.66","30000"
"73.82","15","0","3.65","0","0","0","0","0","0.63","0","12.83","4","0","0","0","0","0","0","0","0","0","3.1","0","0","0","0","31100","0","0.55","0","120","0","0","0","110001","451.2","78.33","40000"
"83.05","15","0","4.1","0","0","0","0","0","0.75","0","15.39","5","0","0","0","0","0","0","0","0","0","3.49","0","0","0","0","31100","0","0.66","0","150","0","0","0","110001","507.6","93.99","50000"
"0","0","0","2.28","0","4.68","0","0","0","0.25","0","0","1","0","0","0","0","0","0","0","0","0","2.39","0","0","42.15","0","31101","0","0.27","0","15","0","0","0","110101","313.3","34.81","10000"
"0","0","0","2.73","0","7.02","0","0","0","0.37","0","0","2","0","0","0","0","0","0","0","0","0","2.86","0","0","50.58","0","31101","0","0.4","0","30","0","0","0","110101","376","52.21","20000"
"0","0","0","3.19","0","9.36","0","0","0","0.5","0","0","3","0","0","0","0","0","0","0","0","0","3.34","0","0","59.01","0","31101","0","0.54","0","100","0","0","0","110101","438.6","69.62","30000"
"0","0","0","3.64","0","11.7","0","0","0","0.62","0","0","4","0","0","0","0","0","0","0","0","0","3.82","0","0","67.44","0","31101","0","0.67","0","120","0","0","0","110101","501.3","87.02","40000"
"0","0","0","4.1","0","14.04","0","0","0","0.75","0","0","5","0","0","0","0","0","0","0","0","0","4.3","0","0","75.87","0","31101","0","0.81","0","150","0","0","0","110101","564","104.5","50000"
"48.99","10","0","2.05","0","0","0","0","0","0.23","0","5.44","1","0","0","0","0","0","0","0","0","0","1.94","0","0","0","0","31103","0","0.22","0","15","0","0","0","110301","372.9","41.43","10000"
"58.78","10","0","2.46","0","0","0","0","0","0.34","0","8.16","2","0","0","0","0","0","0","0","0","0","2.32","0","0","0","0","31103","0","0.33","0","30","0","0","0","110301","447.5","62.14","20000"
"68.58","10","0","2.87","0","0","0","0","0","0.46","0","10.88","3","0","0","0","0","0","0","0","0","0","2.71","0","0","0","0","31103","0","0.44","0","100","0","0","0","110301","522.1","82.86","30000"
"78.38","10","0","3.28","0","0","0","0","0","0.57","0","13.6","4","0","0","0","0","0","0","0","0","0","3.1","0","0","0","0","31103","0","0.55","0","120","0","0","0","110301","596.6","103.6","40000"
"88.18","10","0","3.69","0","0","0","0","0","0.69","0","16.32","5","0","0","0","0","0","0","0","0","0","3.49","0","0","0","0","31103","0","0.66","0","150","0","0","0","110301","671.2","124.3","50000"
"56.39","15","0","2.62","0","0","0","0","0","0.29","0","6.27","1","0","0","0","0","0","0","0","0","0","2.28","0","0","0","0","31104","0","0.25","0","15","0","0","0","110401","349.9","38.87","10000"
"67.67","15","0","3.14","0","0","0","0","0","0.44","0","9.41","2","0","0","0","0","0","0","0","0","0","2.74","0","0","0","0","31104","0","0.38","0","30","0","0","0","110401","419.9","58.31","20000"
"78.95","15","0","3.67","0","0","0","0","0","0.58","0","12.54","3","0","0","0","0","0","0","0","0","0","3.19","0","0","0","0","31104","0","0.5","0","100","0","0","0","110401","489.9","77.74","30000"
"90.22","15","0","4.19","0","0","0","0","0","0.73","0","15.68","4","0","0","0","0","0","0","0","0","0","3.65","0","0","0","0","31104","0","0.63","0","120","0","0","0","110401","559.8","97.18","40000"
"101.5","15","0","4.72","0","0","0","0","0","0.87","0","18.81","5","0","0","0","0","0","0","0","0","0","4.1","0","0","0","0","31104","0","0.75","0","150","0","0","0","110401","629.8","116.7","50000"
"53.54","15","0","2.85","0","0","0","0","0","0.32","0","5.95","1","0","0","0","0","0","0","0","0","0","1.82","0","0","0","0","31105","0","0.2","0","15","0","0","0","110501","323.8","35.97","10000"
"64.25","15","0","3.42","0","0","0","0","0","0.48","0","8.93","2","0","0","0","0","0","0","0","0","0","2.18","0","0","0","0","31105","0","0.3","0","30","0","0","0","110501","388.6","53.96","20000"
"74.96","15","0","3.99","0","0","0","0","0","0.64","0","11.9","3","0","0","0","0","0","0","0","0","0","2.55","0","0","0","0","31105","0","0.4","0","100","0","0","0","110501","453.3","71.94","30000"
"85.66","15","0","4.56","0","0","0","0","0","0.8","0","14.88","4","0","0","0","0","0","0","0","0","0","2.91","0","0","0","0","31105","0","0.5","0","120","0","0","0","110501","518.1","89.93","40000"
"96.37","15","0","5.13","0","0","0","0","0","0.96","0","17.85","5","0","0","0","0","0","0","0","0","0","3.28","0","0","0","0","31105","0","0.6","0","150","0","0","0","110501","582.8","108","50000"
"0","0","0","1.82","0","5.24","0","0","0","0.2","0","0","1","0","0","0","0","0","0","0","0","0","1.94","0","0","47.16","0","31106","0","0.22","0","15","0","0","0","110601","290.5","32.28","10000"
"0","0","0","2.18","0","7.86","0","0","0","0.3","0","0","2","0","0","0","0","0","0","0","0","0","2.33","0","0","56.59","0","31106","0","0.33","0","30","0","0","0","110601","348.6","48.42","20000"
"0","0","0","2.55","0","10.48","0","0","0","0.4","0","0","3","0","0","0","0","0","0","0","0","0","2.72","0","0","66.02","0","31106","0","0.44","0","100","0","0","0","110601","406.7","64.56","30000"
"0","0","0","2.91","0","13.1","0","0","0","0.5","0","0","4","0","0","0","0","0","0","0","0","0","3.1","0","0","75.46","0","31106","0","0.55","0","120","0","0","0","110601","464.8","80.7","40000"
"0","0","0","3.28","0","15.72","0","0","0","0.6","0","0","5","0","0","0","0","0","0","0","0","0","3.49","0","0","84.89","0","31106","0","0.66","0","150","0","0","0","110601","522.9","96.84","50000"
"41.35","10","0","2.39","0","0","0","0","0","0.27","0","4.59","1","0","0","0","0","0","0","0","0","0","2.16","0","0","0","0","31107","0","0.24","0","15","0","0","0","110701","307.6","34.18","10000"
"49.62","10","0","2.87","0","0","0","0","0","0.41","0","6.89","2","0","0","0","0","0","0","0","0","0","2.59","0","0","0","0","31107","0","0.36","0","30","0","0","0","110701","369.1","51.27","20000"
"57.89","10","0","3.35","0","0","0","0","0","0.54","0","9.18","3","0","0","0","0","0","0","0","0","0","3.02","0","0","0","0","31107","0","0.48","0","100","0","0","0","110701","430.6","68.36","30000"
"66.16","10","0","3.82","0","0","0","0","0","0.68","0","11.48","4","0","0","0","0","0","0","0","0","0","3.46","0","0","0","0","31107","0","0.6","0","120","0","0","0","110701","492.2","85.45","40000"
"74.43","10","0","4.3","0","0","0","0","0","0.81","0","13.77","5","0","0","0","0","0","0","0","0","0","3.89","0","0","0","0","31107","0","0.72","0","150","0","0","0","110701","553.7","102.6","50000"
"52.97","10","0","2.85","0","0","0","0","0","0.32","0","5.89","1","0","0","0","0","0","0","0","0","0","1.94","0","0","0","0","31108","0","0.22","0","15","0","0","0","110801","323.8","35.97","10000"
