e1541ca86a77508452882e556e4e7db56a8783d6ed63171087bc9e8069661b0c,dcef78fa1bf4556472c7c8bdf458708d994b2ed5b573ea0e879c4cfa0e9d638c,261662590851092ebd76ebc4d1444ef48da4239e8efe4318870d4f770e51c0ad,e812a8166fb9080096a01b1f50a07ab57afd14495255aa7642f392033361ba90,4bbdb7ff55ab2069e2852e8c3b36e96b686018f6e6a4661f89171f769ce7c9e1,502fd7a587017359137464f43a38f567e3ce4ed8ee822976d018b679ab6596f0,e66fdd876ff892702b213f6387b81de292433459b921510c3f984fda3869fbdf,bc9825847d6d2aff15fde9046ff2bd2a8ebec8801006f295fcc8979e3c87de0b,558a3924cbb0dd5cb01b161b2545c851c2d9aea707a6ea5a908d3e4e8cdc8543,da143926f46101ba3b3d213cf8dcdeb24a3066410f6f76a49fdf279b76cf9dc1,447b673186e20f50e1f12cd2c91b4d018d68d21cbd60d7a490cb5df7e110daf4,1ca259791b5342ec17f8c4360a23273c93b810f0b6980cd8374bc41a59306632,1d8b79cb8f403843d0cc4f6f91ec6b3edc59ae89261243004a30ba80b4a26c52
"10030059","3","0","0","0","10030065","25","0","14","0","10030064","4","0"
"10030064","3","0","0","0","10030066","24","0","2","0","10030065","3","0"
"10030065","3","0","0","0","10030067","23","0","3","0","10030066","3","0"
"10030066","3","0","0","0","10030062","22","0","14","0","10030067","4","0"
"10030059","3","0","0","0","10030070","25","0","7","0","10030068","10003","0"
"10030071","3","0","0","0","10030062","22","0","7","0","10030069","10003","0"
"10030068","3","0","0","0","10030071","24","0","6","0","10030070","0","0"
"10030070","3","0","0","0","10030069","23","0","14","0","10030071","6","0"
"10030063","3","0","0","0","10030073","19","0","7","0","10030072","10001","0"
"10030072","3","0","0","0","10030379","18","0","2","0","10030073","2","0"
"10030377","3","0","0","0","10030086","6","0","4","0","10030085","0","0"
"10030085","3","0","0","0","10030087","5","0","7","0","10030086","10001","0"
"10030086","3","0","0","0","10030088","4","0","14","0","10030087","3","0"
"10030087","3","0","0","0","10030089","3","0","2","0","10030088","1","0"
"10030088","3","0","0","0","10030090","2","0","7","0","10030089","10002","0"
"10030089","3","0","0","0","10030091","1","0","2","0","10030090","1","0"
"10030090","3","0","0","0","10030092","0","0","13","0","10030091","0","0"
"10030091","3","0","0","0","10030093","66","0","4","0","10030092","0","0"
"10030092","3","0","0","0","10030094","65","0","3","0","10030093","2","0"
"10030093","3","0","0","0","10030095","64","0","2","0","10030094","2","0"
"10030094","3","0","0","0","10030096","63","10030097","6","0","10030095","0","0"
"10030095","3","0","0","0","10030099","62","0","4","0","10030096","0","0"
"10030095","3","0","0","0","10030098","62","0","2","0","10030097","3","0"
"10030097","3","0","0","0","10030101","61","0","6","0","10030098","0","0"
"10030096","3","0","0","0","10030100","61","0","3","0","10030099","2","0"
"10030099","3","0","0","0","10030102","60","0","7","0","10030100","10003","0"
"10030098","3","0","0","0","10030102","60","0","5","0","10030101","0","0"
"10030100","3","0","0","10030101","10030103","59","0","11","0","10030102","10001","0"
"10030102","3","0","0","0","10030104","58","0","4","0","10030103","0","0"
"10030103","3","0","0","0","10030105","57","0","7","0","10030104","10001","0"
"10030104","3","0","0","0","10030106","56","0","14","0","10030105","3","0"
"10030105","3","0","0","0","10030107","55","0","3","0","10030106","1","0"
"10030106","3","0","0","0","10030108","54","0","7","0","10030107","10001","0"
"10030107","3","0","0","0","10030110","53","0","12","0","10030108","0","0"
"10030108","3","0","0","0","10030156","52","0","6","0","10030110","0","0"
"10030156","3","0","0","0","10030113","50","0","7","0","10030112","10001","0"
"10030112","3","0","0","0","10030114","49","0","2","0","10030113","1","0"
"10030113","3","0","0","0","10030381","48","0","11","0","10030114","10001","0"
"10030381","3","0","0","0","10030117","46","0","14","0","10030116","3","0"
"10030116","3","0","0","0","10030118","45","0","2","0","10030117","1","0"
"10030117","3","0","0","0","10030119","44","0","4","0","10030118","0","0"
"10030118","3","0","0","0","10030120","43","10030121","6","0","10030119","0","0"
"10030119","3","0","0","0","10030123","42","0","3","0","10030120","3","0"
"10030119","3","0","0","0","10030122","42","0","2","0","10030121","1","0"
"10030121","3","0","0","0","10030125","41","0","7","0","10030122","10003","0"
"10030120","3","0","0","0","10030124","41","0","2","0","10030123","3","0"
"10030123","3","0","0","0","10030126","40","0","2","0","10030124","2","0"
"10030122","3","0","0","0","10030127","40","0","14","0","10030125","5","0"
"10030124","3","0","0","0","10030129","39","0","3","0","10030126","3","0"
"10030125","3","0","0","0","10030128","39","0","6","0","10030127","0","0"
"10030127","3","0","0","0","10030130","38","0","7","0","10030128","10002","0"
"10030126","3","0","0","0","10030131","38","0","14","0","10030129","4","0"
"10030128","3","0","0","0","10030133","37","0","7","0","10030130","10003","0"
"10030129","3","0","0","0","10030132","37","0","7","0","10030131","10001","0"
"10030131","3","0","0","0","10030134","36","0","2","0","10030132","3","0"
"10030130","3","0","0","0","10030134","36","0","5","0","10030133","0","0"
"10030132","3","0","0","10030133","10030135","35","0","4","0","10030134","0","0"
"10030134","3","0","0","0","10030136","34","0","3","0","10030135","2","0"
"10030135","3","0","0","0","10030137","33","0","2","0","10030136","1","0"
"10030136","3","0","0","0","10030138","32","0","12","0","10030137","0","0"
"10030137","3","0","0","0","10030139","31","0","3","0","10030138","1","0"
"10030138","3","0","0","0","10030140","30","0","2","0","10030139","2","0"
"10030139","3","0","0","0","10030141","29","0","7","0","10030140","10001","0"
"10030140","3","0","0","0","10030142","28","0","12","0","10030141","0","0"
"10030141","3","0","0","0","10030143","27","0","2","0","10030142","1","0"
"10030142","3","0","0","0","10030144","26","0","6","0","10030143","0","0"
"10030143","3","0","0","0","10030145","25","0","4","0","10030144","0","0"
"10030144","3","0","0","0","10030146","24","0","2","0","10030145","1","0"
"10030145","3","0","0","0","10030147","23","0","14","0","10030146","3","0"
"10030146","3","0","0","0","10030148","22","0","7","0","10030147","10001","0"
"10030147","3","0","0","0","10030149","21","0","2","0","10030148","1","0"
"10030148","3","0","0","0","10030150","20","0","11","0","10030149","10001","0"
"10030149","3","0","0","0","10030399","19","0","7","0","10030150","10002","0"
"10030398","3","0","0","0","10030157","16","0","2","0","10030153","2","0"
"10030157","3","0","0","0","10030158","14","0","7","0","10030155","10001","0"
"10030110","3","0","0","0","10030112","51","0","4","0","10030156","0","0"
"10030153","3","0","0","0","10030155","15","0","3","0","10030157","1","0"
"10030155","3","0","0","0","10030159","13","0","4","0","10030158","0","0"
"10030158","3","0","0","0","10030160","12","0","14","0","10030159","5","0"
"10030159","3","0","0","0","10030161","11","0","11","0","10030160","10001","0"
"10030160","3","0","0","0","10030162","10","0","6","0","10030161","0","0"
"10030161","3","0","0","0","10030163","9","0","12","0","10030162","0","0"
"10030162","3","0","0","0","10030164","8","0","7","0","10030163","10002","0"
"10030163","3","0","0","0","10030165","7","0","2","0","10030164","2","0"
"10030164","3","0","0","0","10030167","6","10030166","4","0","10030165","0","0"
"10030165","3","0","0","0","10030169","9","0","7","0","10030166","10003","0"
"10030165","3","0","0","0","10030168","5","0","2","0","10030167","1","0"
"10030167","3","0","0","10030172","10030173","4","0","11","0","10030168","10001","0"
"10030166","3","0","0","0","10030170","8","0","2","0","10030169","3","0"
"10030169","3","0","0","0","10030171","7","0","14","0","10030170","6","0"
"10030170","3","0","0","0","10030172","6","0","6","0","10030171","0","0"
"10030171","3","0","0","0","10030168","5","0","3","0","10030172","3","0"
"10030168","3","0","0","0","10030174","3","0","3","0","10030173","2","0"
"10030173","3","0","0","0","10030175","2","0","7","0","10030174","10002","0"
"10030174","3","0","0","0","10030176","1","0","7","0","10030175","10003","0"
"10030175","3","0","0","0","10030177","0","0","13","0","10030176","0","0"
"10030176","3","0","0","0","10030178","68","0","6","0","10030177","0","0"
"10030177","3","0","0","0","10030179","67","0","12","0","10030178","0","0"
"10030178","3","0","0","0","10030180","66","0","2","0","10030179","1","0"
"10030179","3","0","0","0","10030181","65","0","7","0","10030180","10001","0"
"10030180","3","0","0","0","10030182","64","0","3","0","10030181","1","0"
"10030181","3","0","0","0","10030183","63","0","4","0","10030182","0","0"
"10030182","3","0","0","0","10030184","62","0","2","0","10030183","1","0"
"10030183","3","0","0","0","10030185","61","0","11","0","10030184","10001","0"
"10030184","3","0","0","0","10030186","60","0","6","0","10030185","0","0"
"10030185","3","0","0","0","10030188","59","0","2","0","10030186","1","0"
"10030188","3","0","0","0","10030189","57","0","2","0","10030187","1","0"
"10030186","3","0","0","0","10030187","58","0","3","0","10030188","2","0"
"10030187","3","0","0","0","10030190","56","10030191","7","0","10030189","10001","0"
"10030189","3","0","0","0","10030193","55","0","4","0","10030190","0","0"
"10030189","3","0","0","0","10030192","55","0","14","0","10030191","2","0"
"10030191","3","0","0","0","10030195","54","0","2","0","10030192","3","0"
"10030190","3","0","0","0","10030194","54","0","14","0","10030193","1","0"
"10030193","3","0","0","0","10030196","53","0","4","0","10030194","0","0"
"10030192","3","0","0","0","10030196","53","0","3","0","10030195","3","0"
"10030194","3","0","0","10030195","10030197","52","0","5","0","10030196","0","0"
"10030196","3","0","0","0","10030198","51","0","6","0","10030197","0","0"
"10030197","3","0","0","0","10030199","50","0","3","0","10030198","1","0"
"10030198","3","0","0","0","10030200","49","0","4","0","10030199","0","0"
"10030199","3","0","0","0","10030201","48","0","2","0","10030200","1","0"
"10030200","3","0","0","0","10030202","47","0","11","0","10030201","10001","0"
"10030201","3","0","0","0","10030203","46","10030204","7","0","10030202","10001","0"
"10030202","3","0","0","0","10030206","45","0","14","0","10030203","2","0"
"10030202","3","0","0","0","10030205","45","0","12","0","10030204","0","0"
"10030204","3","0","0","0","10030208","44","0","14","0","10030205","4","0"
"10030203","3","0","0","0","10030207","44","0","7","0","10030206","10003","0"
"10030206","3","0","0","0","10030209","43","0","4","0","10030207","0","0"
"10030205","3","0","0","0","10030209","43","0","2","0","10030208","1","0"
"10030207","3","0","0","10030208","10030210","42","0","6","0","10030209","0","0"
"10030209","3","0","0","0","10030211","41","0","12","0","10030210","0","0"
"10030210","3","0","0","0","10030212","40","0","3","0","10030211","2","0"
"10030211","3","0","0","0","10030213","39","0","4","0","10030212","0","0"
"10030212","3","0","0","0","10030214","38","0","2","0","10030213","2","0"
"10030213","3","0","0","0","10030216","37","10030215","2","0","10030214","1","0"
"10030214","3","0","0","0","10030217","40","0","14","0","10030215","5","0"
"10030214","3","0","0","0","10030225","36","0","12","0","10030216","0","0"
"10030215","3","0","0","0","10030218","39","0","2","0","10030217","3","0"
"10030217","3","0","0","0","10030219","38","0","2","0","10030218","2","0"
"10030218","3","0","0","0","10030220","37","0","2","0","10030219","2","0"
"10030219","3","0","0","0","10030221","36","0","14","0","10030220","3","0"
"10030220","3","0","0","0","10030222","35","0","2","0","10030221","2","0"
"10030221","3","0","0","0","10030223","34","0","2","0","10030222","2","0"
"10030222","3","0","0","0","10030224","33","0","2","0","10030223","3","0"
"10030223","3","0","0","0","10030229","32","0","14","0","10030224","3","0"
"10030216","3","0","0","0","10030226","35","0","11","0","10030225","10001","0"
"10030225","3","0","0","0","10030227","34","0","14","0","10030226","3","0"
"10030226","3","0","0","0","10030228","33","0","3","0","10030227","1","0"
"10030227","3","0","0","0","10030229","32","0","6","0","10030228","0","0"
"10030224","3","0","0","10030228","10030230","31","0","7","0","10030229","10001","0"
"10030229","3","0","0","0","10030231","30","0","5","0","10030230","0","0"
"10030230","3","0","0","0","10030232","29","0","2","0","10030231","1","0"
"10030231","3","0","0","0","10030382","28","0","3","0","10030232","1","0"
"10030382","3","0","0","0","10030235","26","0","2","0","10030234","1","0"
"10030234","3","0","0","0","10030236","25","0","14","0","10030235","5","0"
"10030235","3","0","0","0","10030238","24","0","7","0","10030236","10001","0"
"10030236","3","0","0","0","10030239","23","0","2","0","10030238","2","0"
"10030238","3","0","0","0","10030240","22","0","4","0","10030239","0","0"
"10030239","3","0","0","0","10030241","21","0","7","0","10030240","10002","0"
"10030240","3","0","0","0","10030242","20","0","2","0","10030241","1","0"
"10030241","3","0","0","0","10030387","19","0","3","0","10030242","3","0"
"10030387","3","0","0","0","10030245","17","0","14","0","10030244","3","0"
"10030244","3","0","0","0","10030246","16","0","2","0","10030245","1","0"
"10030245","3","0","0","0","10030247","15","0","7","0","10030246","10001","0"
"10030246","3","0","0","0","10030401","14","0","6","0","10030247","0","0"
"10030252","3","0","0","0","10030253","10","0","11","0","10030251","10001","0"
"10030400","3","0","0","0","10030251","11","0","7","0","10030252","10002","0"
"10030251","3","0","0","0","10030254","9","0","2","0","10030253","1","0"
"10030253","3","0","0","0","10030255","8","10030256","2","0","10030254","1","0"
"10030254","3","0","0","0","10030257","7","0","3","0","10030255","3","0"
"10030254","3","0","0","0","10030258","7","0","14","0","10030256","5","0"
"10030255","3","0","0","0","10030259","6","0","14","0","10030257","4","0"
"10030256","3","0","0","0","10030259","6","0","4","0","10030258","0","0"
"10030257","3","0","0","10030258","10030260","5","0","6","0","10030259","0","0"
"10030259","3","0","0","0","10030261","4","0","2","0","10030260","1","0"
"10030260","3","0","0","0","10030262","3","0","4","0","10030261","0","0"
"10030261","3","0","0","0","10030263","2","0","12","0","10030262","0","0"
"10030262","3","0","0","0","10030264","1","0","7","0","10030263","10003","0"
"10030263","3","0","0","0","10030265","0","0","13","0","10030264","0","0"
"10030264","3","0","0","0","10030266","66","0","11","0","10030265","10001","0"
"10030265","3","0","0","0","10030267","65","0","7","0","10030266","10001","0"
"10030266","3","0","0","0","10030268","64","0","3","0","10030267","1","0"
"10030267","3","0","0","0","10030269","63","0","4","0","10030268","0","0"
"10030268","3","0","0","0","10030270","62","0","2","0","10030269","1","0"
"10030269","3","0","0","0","10030271","61","0","7","0","10030270","10001","0"
"10030270","3","0","0","0","10030272","60","0","5","0","10030271","0","0"
"10030271","3","0","0","0","10030273","59","0","2","0","10030272","1","0"
"10030272","3","0","0","0","10030274","58","0","12","0","10030273","0","0"
"10030273","3","0","0","0","10030275","57","0","4","0","10030274","0","0"
"10030274","3","0","0","0","10030276","56","0","2","0","10030275","1","0"
"10030275","3","0","0","0","10030277","55","0","6","0","10030276","0","0"
"10030276","3","0","0","0","10030278","54","10030284","11","0","10030277","10001","0"
"10030277","3","0","0","0","10030279","53","0","7","0","10030278","10001","0"
"10030278","3","0","0","0","10030280","52","0","7","0","10030279","10002","0"
"10030279","3","0","0","0","10030281","51","0","7","0","10030280","10003","0"
"10030280","3","0","0","0","10030282","50","0","7","0","10030281","10002","0"
"10030281","3","0","0","0","10030283","49","0","7","0","10030282","10001","0"
"10030282","3","0","0","10030285","10030289","48","0","4","0","10030283","0","0"
"10030277","3","0","0","0","10030287","53","0","14","0","10030284","2","0"
"10030286","3","0","0","0","10030283","49","0","14","0","10030285","3","0"
"10030288","3","0","0","0","10030285","50","0","3","0","10030286","3","0"
"10030284","3","0","0","0","10030288","52","0","3","0","10030287","2","0"
"10030287","3","0","0","0","10030286","51","0","2","0","10030288","3","0"
"10030283","3","0","0","0","10030290","47","0","6","0","10030289","0","0"
"10030289","3","0","0","0","10030292","46","0","3","0","10030290","1","0"
"10030292","3","0","0","0","10030293","44","0","2","0","10030291","1","0"
"10030290","3","0","0","0","10030291","45","0","14","0","10030292","3","0"
"10030291","3","0","0","0","10030294","43","0","4","0","10030293","0","0"
"10030293","3","0","0","0","10030295","42","0","7","0","10030294","10001","0"
"10030294","3","0","0","0","10030296","41","0","2","0","10030295","2","0"
"10030295","3","0","0","0","10030297","40","0","11","0","10030296","10001","0"
"10030296","3","0","0","0","10030298","39","0","14","0","10030297","2","0"
"10030297","3","0","0","0","10030299","38","0","5","0","10030298","0","0"
"10030298","3","0","0","0","10030300","37","10030301","4","0","10030299","0","0"
"10030299","3","0","0","0","10030303","36","0","3","0","10030300","1","0"
"10030299","3","0","0","0","10030302","36","0","7","0","10030301","10001","0"
"10030301","3","0","0","0","10030305","35","0","14","0","10030302","2","0"
"10030300","3","0","0","0","10030304","35","0","6","0","10030303","0","0"
"10030303","3","0","0","0","10030306","34","0","2","0","10030304","3","0"
"10030302","3","0","0","0","10030308","34","0","4","0","10030305","0","0"
"10030304","3","0","0","0","10030307","33","0","14","0","10030306","2","0"
"10030306","3","0","0","0","10030310","32","0","2","0","10030307","3","0"
"10030305","3","0","0","0","10030309","33","0","7","0","10030308","10003","0"
"10030308","3","0","0","0","10030310","32","0","7","0","10030309","10002","0"
"10030307","3","0","0","10030309","10030311","31","0","6","0","10030310","0","0"
"10030310","3","0","0","0","10030312","30","0","11","0","10030311","10001","0"
"10030311","3","0","0","0","10030313","29","0","14","0","10030312","4","0"
"10030312","3","0","0","0","10030314","28","0","12","0","10030313","0","0"
"10030313","3","0","0","0","10030315","27","0","7","0","10030314","10001","0"
"10030314","3","0","0","0","10030385","26","0","2","0","10030315","2","0"
"10030385","3","0","0","0","10030391","24","0","6","0","10030317","1","0"
"10030390","3","0","0","0","10030324","21","10030321","2","0","10030320","1","0"
"10030320","3","0","0","0","10030322","22","0","3","0","10030321","3","0"
"10030321","3","0","0","0","10030323","21","0","14","0","10030322","4","0"
"10030322","3","0","0","0","10030325","20","0","7","0","10030323","10003","0"
"10030320","3","0","0","0","10030325","20","0","3","0","10030324","1","0"
"10030323","3","0","0","10030324","10030326","19","0","7","0","10030325","10001","0"
"10030325","3","0","0","0","10030327","18","0","4","0","10030326","0","0"
"10030326","3","0","0","0","10030334","17","0","2","0","10030327","2","0"
"10030327","3","0","0","0","10030335","16","0","6","0","10030334","0","0"
"10030334","3","0","0","0","10030336","15","0","4","0","10030335","0","0"
"10030335","3","0","0","0","10030337","14","0","3","0","10030336","2","0"
"10030336","3","0","0","0","10030338","13","0","2","0","10030337","1","0"
"10030337","3","0","0","0","10030386","12","0","7","0","10030338","10003","0"
"10030386","3","0","0","0","10030341","10","0","2","0","10030340","1","0"
"10030340","3","0","0","0","10030357","9","10030344","3","0","10030341","1","10030347"
"10030341","3","0","0","0","10030345","10","0","14","0","10030344","2","0"
"10030344","3","0","0","0","10030346","9","0","14","0","10030345","4","0"
"10030345","3","0","0","0","10030358","8","0","3","0","10030346","3","0"
"10030341","3","0","0","0","10030348","10","0","7","0","10030347","10003","0"
"10030347","3","0","0","0","10030349","9","0","4","0","10030348","0","0"
"10030348","3","0","0","0","10030358","8","0","14","0","10030349","4","0"
"10030341","3","0","0","0","10030358","8","0","6","0","10030357","0","0"
"10030346","3","10030357","0","10030349","10030359","7","0","2","0","10030358","1","0"
"10030358","3","0","0","0","10030360","6","0","3","0","10030359","2","0"
"10030359","3","0","0","0","10030392","5","0","7","0","10030360","10003","0"
"10030392","3","0","0","0","10030363","3","0","14","0","10030362","3","0"
"10030362","3","0","0","0","10030364","2","0","7","0","10030363","10002","0"
"10030363","3","0","0","0","10030365","1","0","2","0","10030364","1","0"
"10030364","3","0","0","0","10030366","0","0","13","0","10030365","0","0"
"10030365","3","0","0","0","10030367","66","0","4","0","10030366","0","0"
"10030366","3","0","0","0","10030368","65","0","6","0","10030367","0","0"
"10030367","3","0","0","0","10030369","64","0","3","0","10030368","2","0"
"10030368","3","0","0","0","10030002","63","0","2","0","10030369","2","0"
"10030393","3","0","0","0","10030371","14","0","6","0","10030370","0","0"
"10030370","3","0","0","0","10030372","13","0","3","0","10030371","1","0"
"10030371","3","0","0","0","10030373","12","0","7","0","10030372","10002","0"
"10030372","3","0","0","0","10030374","11","0","14","0","10030373","3","0"
"10030373","3","0","0","0","10030375","10","0","2","0","10030374","1","0"
"10030374","3","0","0","0","10030376","9","0","3","0","10030375","2","0"
"10030375","3","0","0","0","10030377","8","0","6","0","10030376","0","0"
"10030376","3","0","0","0","10030085","7","0","2","0","10030377","1","0"
"10030073","3","0","0","0","10030394","17","0","7","0","10030379","10001","0"
"10030021","3","0","0","10030024","10030027","50","0","7","0","10030380","10001","0"
"10030114","3","0","0","0","10030116","47","0","7","0","10030381","10001","0"
"10030232","3","0","0","0","10030234","27","0","7","0","10030382","10001","0"
"10030315","3","0","0","0","10030317","25","0","7","0","10030385","10001","0"
"10030338","3","0","0","0","10030340","11","0","12","0","10030386","0","0"
"10030242","3","0","0","0","10030244","18","0","7","0","10030387","10001","0"
"10030391","3","0","0","0","10030320","22","0","11","0","10030390","10001","0"
"10030317","3","0","0","0","10030390","23","0","14","0","10030391","3","0"
"10030360","3","0","0","0","10030362","4","0","7","0","10030392","10002","0"
"10030394","3","0","0","0","10030370","15","0","4","0","10030393","0","0"
"10030379","3","0","0","0","10030393","16","0","14","0","10030394","3","0"
"10030399","3","0","0","0","10030153","17","0","4","0","10030398","0","0"
"10030150","3","0","0","0","10030398","18","0","14","0","10030399","4","0"
"10030401","3","0","0","0","10030252","12","0","14","0","10030400","3","0"
"10030247","3","0","0","0","10030400","13","0","3","0","10030401","1","0"
"10040443","4","0","0","0","10040085","56","10040096","2","0","10040084","1","0"
"10040084","4","0","0","0","10040086","55","0","4","0","10040085","0","0"
"10040085","4","0","0","0","10040087","54","0","2","0","10040086","2","0"
"10040086","4","0","0","0","10040088","53","0","14","0","10040087","3","0"
"10040087","4","0","0","0","10040089","52","0","2","0","10040088","2","0"
"10040088","4","0","0","0","10040090","51","0","2","0","10040089","3","0"
"10040089","4","0","0","0","10040091","50","0","2","0","10040090","1","0"
"10040090","4","0","0","0","10040092","49","0","14","0","10040091","3","0"
"10040091","4","0","0","0","10040093","48","0","4","0","10040092","0","0"
"10040092","4","0","0","0","10040094","47","0","6","0","10040093","0","0"
"10040093","4","0","0","0","10040095","46","0","3","0","10040094","3","0"
"10040094","4","0","0","10040105","10040106","45","0","14","0","10040095","3","0"
"10040084","4","0","0","0","10040097","55","0","11","0","10040096","10001","0"
"10040096","4","0","0","0","10040098","54","0","4","0","10040097","0","0"
"10040097","4","0","0","0","10040099","53","0","2","0","10040098","3","0"
"10040098","4","0","0","0","10040100","52","0","14","0","10040099","3","0"
"10040099","4","0","0","0","10040101","51","0","2","0","10040100","2","0"
"10040100","4","0","0","0","10040102","50","0","7","0","10040101","10001","0"
"10040101","4","0","0","0","10040103","49","0","7","0","10040102","10003","0"
"10040102","4","0","0","0","10040104","48","0","4","0","10040103","0","0"
"10040103","4","0","0","0","10040105","47","0","7","0","10040104","10001","0"
"10040104","4","0","0","0","10040095","46","0","2","0","10040105","2","0"
"10040095","4","0","0","0","10040107","44","0","7","0","10040106","10001","0"
"10040106","4","0","0","0","10040108","43","0","6","0","10040107","0","0"
"10040107","4","0","0","0","10040109","42","10040113","2","0","10040108","1","0"
"10040108","4","0","0","0","10040110","41","0","11","0","10040109","10001","0"
"10040109","4","0","0","0","10040111","40","0","12","0","10040110","0","0"
"10040110","4","0","0","10040116","10040112","39","0","6","0","10040111","0","0"
"10040111","4","0","0","0","10040117","38","0","4","0","10040112","0","0"
"10040108","4","0","0","0","10040114","43","0","2","0","10040113","3","0"
"10040113","4","0","0","0","10040115","42","0","14","0","10040114","3","0"
"10040114","4","0","0","0","10040116","41","0","6","0","10040115","0","0"
"10040115","4","0","0","0","10040111","40","0","7","0","10040116","10003","0"
"10040112","4","0","0","0","10040118","37","0","7","0","10040117","10001","0"
"10040117","4","0","0","0","10040119","36","0","3","0","10040118","2","0"
"10040118","4","0","0","0","10040120","35","0","14","0","10040119","5","0"
"10040119","4","0","0","0","10040121","34","0","4","0","10040120","0","0"
"10040120","4","0","0","0","10040122","33","0","2","0","10040121","2","0"
"10040121","4","0","0","0","10040123","32","0","3","0","10040122","1","0"
"10040122","4","0","0","0","10040124","31","0","14","0","10040123","3","0"
"10040123","4","0","0","0","10040125","30","0","11","0","10040124","10001","0"
"10040124","4","0","0","0","10040126","29","0","12","0","10040125","0","0"
"10040125","4","0","0","0","10040127","28","0","3","0","10040126","2","0"
"10040126","4","0","0","0","10040128","27","0","5","0","10040127","0","0"
"10040127","4","0","0","0","10040130","26","0","7","0","10040128","10002","0"
"10040128","4","0","0","0","10040131","25","0","4","0","10040130","0","0"
"10040130","4","0","0","0","10040132","24","0","3","0","10040131","2","0"
"10040131","4","0","0","0","10040133","23","0","7","0","10040132","10001","0"
"10040132","4","0","0","0","10040134","22","0","4","0","10040133","0","0"
"10040133","4","0","0","0","10040135","21","0","2","0","10040134","1","0"
"10040134","4","0","0","0","10040136","20","0","2","0","10040135","2","0"
"10040135","4","0","0","0","10040137","19","0","3","0","10040136","2","0"
"10040136","4","0","0","0","10040138","18","0","12","0","10040137","0","0"
"10040137","4","0","0","0","10040139","17","0","6","0","10040138","0","0"
"10040138","4","0","0","0","10040140","16","0","4","0","10040139","0","0"
"10040139","4","0","0","0","10040141","15","0","2","0","10040140","2","0"
"10040140","4","0","0","0","10040142","14","0","2","0","10040141","3","0"
"10040141","4","0","0","0","10040548","13","0","14","0","10040142","3","0"
"10040556","4","0","0","0","10040147","3","0","14","0","10040146","1","0"
"10040146","4","0","0","0","10040148","2","0","3","0","10040147","3","0"
"10040147","4","0","0","0","10040149","1","0","2","0","10040148","2","0"
"10040148","4","0","0","0","10040150","0","0","13","0","10040149","0","0"
"10040149","4","0","0","0","10040151","66","0","12","0","10040150","0","0"
"10040150","4","0","0","0","10040152","65","0","6","0","10040151","0","0"
"10040151","4","0","0","0","10040153","64","0","3","0","10040152","1","0"
"10040152","4","0","0","0","10040154","63","0","7","0","10040153","10002","0"
"10040153","4","0","0","0","10040155","62","0","5","0","10040154","0","0"
"10040154","4","0","0","0","10040156","61","0","2","0","10040155","1","0"
"10040155","4","0","0","0","10040157","60","0","11","0","10040156","10001","0"
"10040156","4","0","0","0","10040158","59","0","4","0","10040157","0","0"
"10040157","4","0","0","0","10040159","58","0","2","0","10040158","1","0"
"10040158","4","0","0","0","10040160","57","0","14","0","10040159","2","0"
"10040159","4","0","0","0","10040161","56","0","2","0","10040160","1","0"
"10040160","4","0","0","0","10040162","55","10040166","3","0","10040161","1","0"
"10040161","4","0","0","0","10040163","54","0","4","0","10040162","0","0"
"10040162","4","0","0","0","10040164","53","0","12","0","10040163","0","0"
"10040163","4","0","0","0","10040165","52","0","2","0","10040164","1","0"
"10040164","4","0","0","10040170","10040171","51","0","6","0","10040165","0","0"
"10040161","4","0","0","0","10040167","56","0","14","0","10040166","4","0"
"10040166","4","0","0","0","10040168","55","0","4","0","10040167","0","0"
"10040167","4","0","0","0","10040169","54","0","2","0","10040168","3","0"
"10040168","4","0","0","0","10040170","53","0","14","0","10040169","6","0"
"10040169","4","0","0","0","10040165","52","0","3","0","10040170","3","0"
"10040165","4","0","0","0","10040557","50","0","11","0","10040171","10001","0"
"10040565","4","0","0","0","10040176","40","0","2","0","10040175","1","0"
"10040175","4","0","0","0","10040177","39","0","2","0","10040176","2","0"
"10040176","4","0","0","0","10040178","38","0","4","0","10040177","0","0"
"10040177","4","0","0","0","10040179","37","0","7","0","10040178","10002","0"
"10040178","4","0","0","0","10040183","36","0","11","0","10040179","10001","0"
"10040184","4","0","0","0","10040185","33","0","2","0","10040182","1","0"
"10040179","4","0","0","0","10040184","35","0","14","0","10040183","4","0"
"10040183","4","0","0","0","10040182","34","0","5","0","10040184","0","0"
"10040182","4","0","0","0","10040186","32","0","14","0","10040185","3","0"
"10040185","4","0","0","0","10040187","31","0","4","0","10040186","0","0"
"10040186","4","0","0","0","10040188","30","0","7","0","10040187","10002","0"
"10040187","4","0","0","0","10040189","29","10040196","6","0","10040188","0","0"
"10040188","4","0","0","0","10040190","28","0","2","0","10040189","2","0"
"10040189","4","0","0","0","10040191","27","0","3","0","10040190","2","0"
"10040190","4","0","0","0","10040192","26","0","14","0","10040191","1","0"
"10040191","4","0","0","0","10040193","25","0","3","0","10040192","3","0"
"10040192","4","0","0","0","10040194","24","0","2","0","10040193","3","0"
"10040193","4","0","0","0","10040195","23","0","4","0","10040194","0","0"
"10040194","4","0","0","10040201","10040202","22","0","12","0","10040195","0","0"
