a1de9df93f93e5b9c466b5d48e6e6b2135f388c2b62d417f65a9a0d7beeada4f,f4778d672af375b01c492eedc4bcb93bae0ea2645bc8318113cf6b2c879c3b2f,0781bbbec11790d40e0146732ec34223f0d9d80fa05d50863bdcb6733510ed04,ed4a45ab3d205006a6300eb9e57ecb9c23d364841ac57e72f4223f5bd81e2d7c,afced2632158c2fcbedc1c2d5497a9198da04f4c77f4d7e4390b1b6bbc25f07c,35131e55d0d70da4f403a87db5cfcb27bfecd44df1c9ad67146a24b5cb101644,42228f0ca1417b8f2c7650ae0bc6bdb1da6fdd504feea832501f06dc164a122d,679c061f94092d680aab3f13bd833ad2fe0ced6bba603c77470e3a0d9d9e1ed5,338a2250c6eaaa56f5f0217df8a6d14be32664b9cc4b674385b238eb71fbeb0b,d5291af6876de614e0637c302900d19eac921ab543470d30eedd5be7c5b98222,74c30114cc38a3ea440b09eff5c7177b1150856ce5e5ce6549ced9867029878c
"","8212004","200","0","8212","","-340","","","2","111"
"","8212005","0","","8212","","","","","32","1"
"","8212006","1","","8212","","","","","32","2"
"","8212007","0","","8212","","","","","32","11"
"","8212008","vo_wac_220507_000","0","8212","","0","","","21","vo_wac_220507"
"0.5","8212009","嗯，感覺很不錯。\n和孩子們一起畫圖的經驗\n似乎派上了用場，\n真令人開心♪","1","8212","0","10","1","0","11","102811"
"","8212010","","","8212","","","","","91","0"
"","8212011","vo_wac_220507_001","0","8212","","0","","","21","vo_wac_220507"
"0.5","8212012","那麼，接著就要準備\n慶祝的事了吧。\n呵呵，大家都卯足了勁，\n我也得振作才行。","1","8212","0","10","1","0","11","102811"
"","8212013","","","8212","","","","","91","0"
"","8212014","0","","8212","","","","","22","0"
"","8213001","wac_idle_smile","","8213","","1","","0.2","3","102811"
"","8213002","wac_no_items","","8213","","1","","0.2","3","111"
"","8213003","200","0","8213","","-340","","","2","102811"
"","8213004","200","0","8213","","-340","","","2","111"
"","8213005","0","","8213","","","","","32","1"
"","8213006","1","","8213","","","","","32","2"
"","8213007","0","","8213","","","","","32","11"
"","8213008","","","8213","","","","","91","0"
"wac_default_21","8311001","102511","-108","8311","0","202","-100","2","1","1"
"wac_default_26","8311002","111","-108","8311","0","201","-100","2","5","1"
"","8311003","19","0","8311","","0","1","1","31","19"
"","8311004","2","0","8311","","0","1","0","31","2"
"","8311005","20","0","8311","","0","1","0","31","20"
"","8311006","wac_paint_21","","8311","","0","0","0.2","3","102511"
"","8311007","wac_paint_26","","8311","","0","0","0.2","3","111"
"","8311008","0","","8311","","","","","93","0"
"","8311009","1","","8311","","","","","32","20"
"","8311010","se_sys_login_birthday_calendar_brush","","8311","","0","","","23","se_common"
"","8311011","300","","8311","","","","","13","102511"
"","8311012","","","8311","","","","","131","1"
"","8312001","wac_talk_wish_in","wac_talk_wish_loop","8312","","0","1","0.2","3","102511"
"","8312002","wac_no_items","","8312","","1","","0.2","3","111"
"","8312003","200","0","8312","","-340","","","2","102511"
"","8312004","200","0","8312","","-340","","","2","111"
"","8312005","0","","8312","","","","","32","19"
"","8312006","1","","8312","","","","","32","2"
"","8312007","0","","8312","","","","","32","20"
"","8312008","vo_wac_220508_000","0","8312","","0","","","21","vo_wac_220508"
"0.5","8312009","呼……不小心出錯時\n還以為完蛋了呢……\n幸好挽救回來了。","1","8312","0","10","1","0","11","102511"
"","8312010","","","8312","","","","","91","0"
"","8312011","vo_wac_220508_001","0","8312","","0","","","21","vo_wac_220508"
"0.5","8312012","咦？說不定這樣也別有一番\n趣味……啊！不行！\n沒出錯是最好的。\n但很順利真是太好了。","1","8312","0","10","1","0","11","102511"
"","8312013","","","8312","","","","","91","0"
"","8312014","0","","8312","","","","","22","0"
"","8313001","wac_idle_wish","","8313","","1","","0.2","3","102511"
"","8313002","wac_no_items","","8313","","1","","0.2","3","111"
"","8313003","200","0","8313","","-340","","","2","102511"
"","8313004","200","0","8313","","-340","","","2","111"
"","8313005","0","","8313","","","","","32","19"
"","8313006","1","","8313","","","","","32","2"
"","8313007","0","","8313","","","","","32","20"
"","8313008","","","8313","","","","","91","0"
"wac_default_01","8411001","102111","-108","8411","0","202","-213","2","1","1"
"wac_default_03","8411002","111","-108","8411","0","201","-213","2","5","1"
"","8411003","1","0","8411","","0","1","1","31","1"
"","8411004","2","0","8411","","0","1","0","31","2"
"","8411005","11","0","8411","","0","1","0","31","11"
"","8411006","wac_paint_01","","8411","","0","0","0.2","3","102111"
"","8411007","wac_paint_03","","8411","","0","0","0.2","3","111"
"","8411008","0","","8411","","","","","93","0"
"","8411009","1","","8411","","","","","32","11"
"","8411010","se_10035700_brush","","8411","","0","","","23","se_10035700"
"","8411011","300","","8411","","","","","13","102111"
"","8411012","","","8411","","","","","131","1"
"","8412001","wac_talk_wish_in","wac_talk_wish_loop","8412","","0","1","0.2","3","102111"
"","8412002","wac_no_items","","8412","","1","","0.2","3","111"
"","8412003","200","0","8412","","-340","","","2","102111"
"","8412004","200","0","8412","","-340","","","2","111"
"","8412005","0","","8412","","","","","32","1"
"","8412006","1","","8412","","","","","32","2"
"","8412007","0","","8412","","","","","32","11"
"","8412008","vo_wac_220509_000","0","8412","","0","","","21","vo_wac_220509"
"0.5","8412009","完、完成了……！\n向綾音請教運筆的方式後，\n畫得很不錯了……應該。\n不對，是畫得很好！","1","8412","0","10","1","0","11","102111"
"","8412010","","","8412","","","","","91","0"
"","8412011","vo_wac_220509_001","0","8412","","0","","","21","vo_wac_220509"
"0.5","8412012","但真不可思議。\n一旦順利進行，就會覺得\n應該能做得更好。\n嗯，再多努力點吧♪","1","8412","0","10","1","0","11","102111"
"","8412013","","","8412","","","","","91","0"
"","8412014","0","","8412","","","","","22","0"
"","8413001","wac_idle_wish","","8413","","1","","0.2","3","102111"
"","8413002","wac_no_items","","8413","","1","","0.2","3","111"
"","8413003","200","0","8413","","-340","","","2","102111"
"","8413004","200","0","8413","","-340","","","2","111"
"","8413005","0","","8413","","","","","32","1"
"","8413006","1","","8413","","","","","32","2"
"","8413007","0","","8413","","","","","32","11"
"","8413008","","","8413","","","","","91","0"
"wac_default_bot_31","8511001","102111","-167","8511","0","204","-325","2","1","1"
"wac_default_51","8511002","102311","230","8511","0","202","-325","2","1","1"
"wac_default_bot_81","8511003","102511","-330","8511","0","256","-350","2","1","1"
"wac_default_bot_91","8511004","102811","340","8511","0","254","-350","2","1","1"
"wac_default_bot_31","8511005","111","-167","8511","0","203","-325","2","5","1"
"wac_default_bot_54","8511006","113","230","8511","0","201","-325","2","5","1"
"wac_default_87","8511007","114","-330","8511","0","255","-350","2","5","1"
"wac_default_91","8511008","115","340","8511","0","253","-350","2","5","1"
"","8511009","300","","8511","","","","","13","102511"
"","8511010","300","","8511","","","","","13","102811"
"","8511011","300","","8511","","","","","13","102311"
"","8511012","300","","8511","","","","","13","102111"
"","8511013","6","0","8511","","0","1","1","31","6"
"","8511014","10","0","8511","","0","1","0","31","10"
"","8511015","17","0","8511","","0","1","0","31","17"
"","8511016","wac_paint_bot_31","","8511","","0","0","0.2","3","102111"
"","8511017","wac_paint_bot_31","","8511","","0","0","0.2","3","111"
"","8511018","wac_paint_bot_51","","8511","","0","0","0.2","3","102311"
"","8511019","wac_paint_bot_54","","8511","","0","0","0.2","3","113"
"","8511020","wac_paint_bot_81","","8511","","0","0","0.2","3","102511"
"","8511021","wac_paint_87","","8511","","0","0","0.2","3","114"
"","8511022","wac_paint_bot_91","","8511","","0","0","0.2","3","102811"
"","8511023","wac_paint_91","","8511","","0","0","0.2","3","115"
"","8511024","0","","8511","","","","","93","0"
"","8511025","1","","8511","","","","","32","17"
"","8511026","se_sys_login_birthday_calendar_smallbrush","","8511","","0","","","23","se_common"
"","8511027","","","8511","","","","","131","1"
"","8512001","wac_idle_wish_L","","8512","","1","","0","3","102511"
"","8512002","wac_idle_smile_L","","8512","","1","","0","3","102811"
"","8512003","wac_idle_kyapi","","8512","","1","","0","3","102311"
"","8512004","wac_idle_wish","","8512","","1","","0","3","102111"
"","8512005","wac_no_items","","8512","","1","","0","3","111"
"","8512006","wac_no_items","","8512","","1","","0","3","113"
"","8512007","wac_no_items","","8512","","1","","0","3","114"
"","8512008","wac_no_items","","8512","","1","","0","3","115"
"","8512009","-335","0","8512","","-360","","","2","102511"
"","8512010","-190","0","8512","","-335","","","2","102811"
"","8512011","190","0","8512","","-335","","","2","102311"
"","8512012","350","0","8512","","-360","","","2","102111"
"","8512013","-335","0","8512","","-360","","","2","111"
"","8512014","-190","0","8512","","-335","","","2","113"
"","8512015","190","0","8512","","-335","","","2","114"
"","8512016","350","0","8512","","-360","","","2","115"
"","8512017","0","","8512","","","","","32","6"
"","8512018","1","","8512","","","","","32","10"
"","8512019","0","","8512","","","","","32","17"
"","8512020","wac_talk_kyapi_in","wac_talk_kyapi_loop","8512","","0","1","0.2","3","102311"
"","8512021","vo_wac_220510_000","0","8512","","0","","","21","vo_wac_220510"
"0.5","8512022","完～成了！\n胡桃，妳覺得怎麼樣？\n運筆？會太大膽了嗎？","1","8512","0","10","1","0","11","102311"
"","8512023","","","8512","","","","","91","0"
"","8512024","wac_idle_kyapi","","8512","","1","1","0.2","3","102311"
"","8512025","wac_talk_wish_in","wac_talk_wish_loop","8512","","0","1","0.2","3","102111"
"","8512026","vo_wac_220510_001","0","8512","","0","","","21","vo_wac_220510"
"0.5","8512027","不會喔，綾音……！\n這幅畫感覺很有精神，\n我超喜歡的……♪","1","8512","0","10","1","0","11","102111"
"","8512028","","","8512","","","","","91","0"
"","8512029","wac_idle_wish","","8512","","1","1","0.2","3","102111"
"","8512030","wac_talk_smile_in_L","wac_talk_smile_loop_L","8512","","0","1","0.2","3","102811"
"","8512031","vo_wac_220510_002","0","8512","","0","","","21","vo_wac_220510"
"0.5","8512032","對啊。\n這種活潑的畫法\n看了心情很舒暢。\n很有綾音的風格呢。","1","8512","0","10","1","0","11","102811"
"","8512033","","","8512","","","","","91","0"
"","8512034","wac_idle_smile_L","","8512","","1","1","0.2","3","102811"
"","8512035","wac_talk_wish_in_L","wac_talk_wish_loop_L","8512","","0","1","0.2","3","102511"
"","8512036","vo_wac_220510_003","0","8512","","0","","","21","vo_wac_220510"
"0.5","8512037","大家都畫得很好……！\n想到我的失誤會讓一切都白費，\n就讓我擔心起來了……！","1","8512","0","10","1","0","11","102511"
"","8512038","","","8512","","","","","91","0"
"","8512039","wac_idle_wish_L","","8512","","1","1","0.2","3","102511"
"","8512040","wac_talk_kyapi_in","wac_talk_kyapi_loop","8512","","0","1","0.2","3","102311"
"","8512041","vo_wac_220510_004","0","8512","","0","","","21","vo_wac_220510"
"0.5","8512042","哈哈哈！就算真的變成那樣，\n只要再重畫就好啦！\n鈴莓也想畫什麼就畫什麼吧！","1","8512","0","10","1","0","11","102311"
"","8512043","","","8512","","","","","91","0"
"","8512044","0","","8512","","","","","22","0"
"","8512045","","","8512","","","","","111",""
"","8513001","wac_idle_wish_L","","8513","","1","","0.2","3","102511"
"","8513002","wac_idle_smile_L","","8513","","1","","0.2","3","102811"
"","8513003","wac_idle_kyapi","","8513","","1","","0.2","3","102311"
"","8513004","wac_idle_wish","","8513","","1","","0.2","3","102111"
"","8513005","wac_no_items","","8513","","1","","0.2","3","111"
"","8513006","wac_no_items","","8513","","1","","0.2","3","113"
"","8513007","wac_no_items","","8513","","1","","0.2","3","114"
"","8513008","wac_no_items","","8513","","1","","0.2","3","115"
"","8513009","-335","0","8513","","-360","","","2","102511"
"","8513010","-190","0","8513","","-335","","","2","102811"
"","8513011","190","0","8513","","-335","","","2","102311"
"","8513012","350","0","8513","","-360","","","2","102111"
"","8513013","-335","0","8513","","-360","","","2","111"
"","8513014","-190","0","8513","","-335","","","2","113"
"","8513015","190","0","8513","","-335","","","2","114"
"","8513016","350","0","8513","","-360","","","2","115"
"","8513017","0","","8513","","","","","32","6"
"","8513018","1","","8513","","","","","32","10"
"","8513019","0","","8513","","","","","32","17"
"","8513020","","","8513","","","","","91","0"
"wac_default_bot_31","8611001","106411","-167","8611","0","204","-325","2","1","1"
"wac_default_51","8611002","105911","230","8611","0","202","-325","2","1","1"
"wac_default_bot_61","8611003","106011","-330","8611","0","256","-350","2","1","1"
"wac_default_bot_71","8611004","105811","340","8611","0","254","-350","2","1","1"
"wac_default_bot_35","8611005","111","-167","8611","0","203","-325","2","5","1"
"wac_default_bot_57","8611006","113","230","8611","0","201","-325","2","5","1"
"wac_default_65","8611007","114","-330","8611","0","255","-350","2","5","1"
"wac_default_77","8611008","115","340","8611","0","253","-350","2","5","1"
"","8611009","300","","8611","","","","","13","106011"
"","8611010","300","","8611","","","","","13","105811"
"","8611011","300","","8611","","","","","13","105911"
"","8611012","300","","8611","","","","","13","106411"
"","8611013","6","0","8611","","0","1","1","31","6"
"","8611014","10","0","8611","","0","1","0","31","10"
"","8611015","17","0","8611","","0","1","0","31","17"
"","8611016","wac_paint_bot_31","","8611","","0","0","0.2","3","106411"
"","8611017","wac_paint_bot_35","","8611","","0","0","0.2","3","111"
"","8611018","wac_paint_bot_51","","8611","","0","0","0.2","3","105911"
"","8611019","wac_paint_bot_57","","8611","","0","0","0.2","3","113"
"","8611020","wac_paint_bot_61","","8611","","0","0","0.2","3","106011"
"","8611021","wac_paint_65","","8611","","0","0","0.2","3","114"
"","8611022","wac_paint_bot_71","","8611","","0","0","0.2","3","105811"
"","8611023","wac_paint_77","","8611","","0","0","0.2","3","115"
"","8611024","0","","8611","","","","","93","0"
"","8611025","1","","8611","","","","","32","17"
"","8611026","se_sys_login_birthday_calendar_smallbrush","","8611","","0","","","23","se_common"
"","8611027","","","8611","","","","","131","1"
"","8612001","wac_idle_doya_L","","8612","","1","","0","3","106011"
"","8612002","wac_idle_kyapi_L","","8612","","1","","0","3","105811"
"","8612003","wac_idle_wish","","8612","","1","","0","3","105911"
"","8612004","wac_idle_smile","","8612","","1","","0","3","106411"
"","8612005","wac_no_items","","8612","","1","","0","3","111"
"","8612006","wac_no_items","","8612","","1","","0","3","113"
"","8612007","wac_no_items","","8612","","1","","0","3","114"
"","8612008","wac_no_items","","8612","","1","","0","3","115"
"","8612009","-335","0","8612","","-360","","","2","106011"
"","8612010","-190","0","8612","","-335","","","2","105811"
"","8612011","190","0","8612","","-335","","","2","105911"
"","8612012","350","0","8612","","-360","","","2","106411"
"","8612013","-335","0","8612","","-360","","","2","111"
"","8612014","-190","0","8612","","-335","","","2","113"
"","8612015","190","0","8612","","-335","","","2","114"
"","8612016","350","0","8612","","-360","","","2","115"
"","8612017","0","","8612","","","","","32","6"
"","8612018","1","","8612","","","","","32","10"
"","8612019","0","","8612","","","","","32","17"
"","8612020","wac_talk_wish_in","wac_talk_wish_loop","8612","","0","1","0.2","3","105911"
"","8612021","vo_wac_220511_000","0","8612","","0","","","21","vo_wac_220511"
"0.5","8612022","呵呵，像這樣和各位一起畫圖\n也很開心呢。","1","8612","0","10","1","0","11","105911"
"","8612023","","","8612","","","","","91","0"
"","8612024","wac_idle_wish","","8612","","1","1","0.2","3","105911"
"","8612025","wac_talk_smile_in","wac_talk_smile_loop","8612","","0","1","0.2","3","106411"
"","8612026","vo_wac_220511_001","0","8612","","0","","","21","vo_wac_220511"
"0.5","8612027","對啊，雖然可能因為還不習慣\n所以會感到緊張，\n但與可可蘿小姐及大家在一起，\n就能平靜下來愉快地進行工作。","1","8612","0","10","1","0","11","106411"
"","8612028","","","8612","","","","","91","0"
"","8612029","wac_idle_smile","","8612","","1","1","0.2","3","106411"
"","8612030","wac_talk_doya_in_L","wac_talk_doya_loop_L","8612","","0","1","0.2","3","106011"
"","8612031","vo_wac_220511_002","0","8612","","0","","","21","vo_wac_220511"
"0.5","8612032","和獨自一人相比，\n與大家在一起就能平靜下來\n並愉快地進行啊……\n就跟我們一起圍桌吃飯一樣呢。","1","8612","0","10","1","0","11","106011"
"","8612033","","","8612","","","","","91","0"
"","8612034","wac_idle_doya_L","","8612","","1","1","0.2","3","106011"
"","8612035","wac_talk_kyapi_in_L","wac_talk_kyapi_loop_L","8612","","0","1","0.2","3","105811"
"","8612036","vo_wac_220511_003","0","8612","","0","","","21","vo_wac_220511"
"0.5","8612037","凱留說的沒錯♪\n太讚了吧☆","1","8612","0","10","1","0","11","105811"
"","8612038","","","8612","","","","","91","0"
"","8612039","wac_idle_kyapi_L","","8612","","1","1","0.2","3","105811"
"","8612040","wac_talk_wish_in","wac_talk_wish_loop","8612","","0","1","0.2","3","105911"
"","8612041","vo_wac_220511_004","0","8612","","0","","","21","vo_wac_220511"
"0.5","8612042","……能與各位以及【美食殿堂】的\n夥伴們在一起，真的很幸福。\n那麼，在工作告一段落後，\n就來享用美味的餐點吧。","1","8612","0","10","1","0","11","105911"
"","8612043","","","8612","","","","","91","0"
"","8612044","0","","8612","","","","","22","0"
"","8612045","","","8612","","","","","111",""
"","8613001","wac_idle_doya_L","","8613","","1","","0.2","3","106011"
"","8613002","wac_idle_kyapi_L","","8613","","1","","0.2","3","105811"
"","8613003","wac_idle_wish","","8613","","1","","0.2","3","105911"
"","8613004","wac_idle_smile","","8613","","1","","0.2","3","106411"
"","8613005","wac_no_items","","8613","","1","","0.2","3","111"
"","8613006","wac_no_items","","8613","","1","","0.2","3","113"
"","8613007","wac_no_items","","8613","","1","","0.2","3","114"
"","8613008","wac_no_items","","8613","","1","","0.2","3","115"
"","8613009","-335","0","8613","","-360","","","2","106011"
"","8613010","-190","0","8613","","-335","","","2","105811"
"","8613011","190","0","8613","","-335","","","2","105911"
"","8613012","350","0","8613","","-360","","","2","106411"
"","8613013","-335","0","8613","","-360","","","2","111"
"","8613014","-190","0","8613","","-335","","","2","113"
"","8613015","190","0","8613","","-335","","","2","114"
"","8613016","350","0","8613","","-360","","","2","115"
"","8613017","0","","8613","","","","","32","6"
"","8613018","1","","8613","","","","","32","10"
"","8613019","0","","8613","","","","","32","17"
"","8613020","","","8613","","","","","91","0"
"wac_default_01","8711001","106411","-108","8711","0","202","-213","2","1","1"
"wac_default_03","8711002","111","-108","8711","0","201","-213","2","5","1"
"","8711003","1","0","8711","","0","1","1","31","1"
"","8711004","2","0","8711","","0","1","0","31","2"
"","8711005","11","0","8711","","0","1","0","31","11"
"","8711006","wac_paint_01","","8711","","0","0","0.2","3","106411"
"","8711007","wac_paint_03","","8711","","0","0","0.2","3","111"
"","8711008","0","","8711","","","","","93","0"
"","8711009","1","","8711","","","","","32","11"
"","8711010","se_10035700_brush","","8711","","0","","","23","se_10035700"
"","8711011","300","","8711","","","","","13","106411"
"","8711012","","","8711","","","","","131","1"
"","8712001","wac_talk_smile_in","wac_talk_smile_loop","8712","","0","1","0.2","3","106411"
"","8712002","wac_no_items","","8712","","1","","0.2","3","111"
"","8712003","200","0","8712","","-340","","","2","106411"
"","8712004","200","0","8712","","-340","","","2","111"
"","8712005","0","","8712","","","","","32","1"
"","8712006","1","","8712","","","","","32","2"
"","8712007","0","","8712","","","","","32","11"
"","8712008","vo_wac_220512_000","0","8712","","0","","","21","vo_wac_220512"
"0.5","8712009","嗯，感覺真好！\n能和【美食殿堂】的大家一同\n繪畫，接受刺激真是太好了。","1","8712","0","10","1","0","11","106411"
"","8712010","","","8712","","","","","91","0"
"","8712011","vo_wac_220512_001","0","8712","","0","","","21","vo_wac_220512"
"0.5","8712012","想以這個步調\n畫得更好，\n讓大家嚇一大跳呢。","1","8712","0","10","1","0","11","106411"
"","8712013","","","8712","","","","","91","0"
"","8712014","0","","8712","","","","","22","0"
"","8713001","wac_idle_smile","","8713","","1","","0.2","3","106411"
"","8713002","wac_no_items","","8713","","1","","0.2","3","111"
"","8713003","200","0","8713","","-340","","","2","106411"
"","8713004","200","0","8713","","-340","","","2","111"
"","8713005","0","","8713","","","","","32","1"
"","8713006","1","","8713","","","","","32","2"
"","8713007","0","","8713","","","","","32","11"
"","8713008","","","8713","","","","","91","0"
"wac_default_01","8811001","106011","-108","8811","0","202","-213","2","1","1"
"wac_default_03","8811002","111","-108","8811","0","201","-213","2","5","1"
"","8811003","1","0","8811","","0","1","1","31","1"
"","8811004","2","0","8811","","0","1","0","31","2"
"","8811005","11","0","8811","","0","1","0","31","11"
"","8811006","wac_paint_01","","8811","","0","0","0.2","3","106011"
"","8811007","wac_paint_03","","8811","","0","0","0.2","3","111"
"","8811008","0","","8811","","","","","93","0"
"","8811009","1","","8811","","","","","32","11"
"","8811010","se_10035700_brush","","8811","","0","","","23","se_10035700"
"","8811011","300","","8811","","","","","13","106011"
"","8811012","","","8811","","","","","131","1"
"","8812001","wac_talk_wish_in","wac_talk_wish_loop","8812","","0","1","0.2","3","106011"
"","8812002","wac_no_items","","8812","","1","","0.2","3","111"
"","8812003","200","0","8812","","-340","","","2","106011"
"","8812004","200","0","8812","","-340","","","2","111"
"","8812005","0","","8812","","","","","32","1"
"","8812006","1","","8812","","","","","32","2"
"","8812007","0","","8812","","","","","32","11"
"","8812008","vo_wac_220513_000","0","8812","","0","","","21","vo_wac_220513"
"0.5","8812009","嗯……我的畫風最近\n好像有點變了？\n可能是受【美食殿堂】的各位\n所影響吧……？","1","8812","0","10","1","0","11","106011"
"","8812010","","","8812","","","","","91","0"
"","8812011","vo_wac_220513_001","0","8812","","0","","","21","vo_wac_220513"
"0.5","8812012","……但倒不覺得有什麼不好啦。\n畢竟能夠畫各式各樣的畫啊。\n有時也該好好地\n感謝他們呢。","1","8812","0","10","1","0","11","106011"
"","8812013","","","8812","","","","","91","0"
"","8812014","0","","8812","","","","","22","0"
"","8813001","wac_idle_wish","","8813","","1","","0.2","3","106011"
"","8813002","wac_no_items","","8813","","1","","0.2","3","111"
"","8813003","200","0","8813","","-340","","","2","106011"
"","8813004","200","0","8813","","-340","","","2","111"
"","8813005","0","","8813","","","","","32","1"
"","8813006","1","","8813","","","","","32","2"
"","8813007","0","","8813","","","","","32","11"
"","8813008","","","8813","","","","","91","0"
"wac_default_21","8911001","105811","-108","8911","0","202","-100","2","1","1"
"wac_default_26","8911002","111","-108","8911","0","201","-100","2","5","1"
"","8911003","19","0","8911","","0","1","1","31","19"
"","8911004","2","0","8911","","0","1","0","31","2"
"","8911005","20","0","8911","","0","1","0","31","20"
"","8911006","wac_paint_21","","8911","","0","0","0.2","3","105811"
"","8911007","wac_paint_26","","8911","","0","0","0.2","3","111"
"","8911008","0","","8911","","","","","93","0"
"","8911009","1","","8911","","","","","32","20"
"","8911010","se_sys_login_birthday_calendar_brush","","8911","","0","","","23","se_common"
"","8911011","300","","8911","","","","","13","105811"
"","8911012","","","8911","","","","","131","1"
"","8912001","wac_talk_smile_in","wac_talk_smile_loop","8912","","0","1","0.2","3","105811"
"","8912002","wac_no_items","","8912","","1","","0.2","3","111"
"","8912003","200","0","8912","","-340","","","2","105811"
"","8912004","200","0","8912","","-340","","","2","111"
"","8912005","0","","8912","","","","","32","19"
"","8912006","1","","8912","","","","","32","2"
"","8912007","0","","8912","","","","","32","20"
"","8912008","vo_wac_220514_000","0","8912","","0","","","21","vo_wac_220514"
"0.5","8912009","好～！\n今天也畫得很不錯！\n……從開始畫到現在\n已經過了滿長一段時間了呢～","1","8912","0","10","1","0","11","105811"
"","8912010","","","8912","","","","","91","0"
"","8912011","vo_wac_220514_001","0","8912","","0","","","21","vo_wac_220514"
"0.5","8912012","大家的畫，\n讓牆壁變得這麼熱鬧……！\n有種完工後的成品\n會非常棒的預感！","1","8912","0","10","1","0","11","105811"
"","8912013","","","8912","","","","","91","0"
"","8912014","0","","8912","","","","","22","0"
"","8913001","wac_idle_smile","","8913","","1","","0.2","3","105811"
"","8913002","wac_no_items","","8913","","1","","0.2","3","111"
"","8913003","200","0","8913","","-340","","","2","105811"
"","8913004","200","0","8913","","-340","","","2","111"
"","8913005","0","","8913","","","","","32","19"
"","8913006","1","","8913","","","","","32","2"
"","8913007","0","","8913","","","","","32","20"
"","8913008","","","8913","","","","","91","0"
"wac_default_21","9011001","103111","-108","9011","0","202","-100","2","1","1"
"wac_default_26","9011002","111","-108","9011","0","201","-100","2","5","1"
"","9011003","19","0","9011","","0","1","1","31","19"
"","9011004","2","0","9011","","0","1","0","31","2"
"","9011005","20","0","9011","","0","1","0","31","20"
"","9011006","wac_paint_21","","9011","","0","0","0.2","3","103111"
"","9011007","wac_paint_26","","9011","","0","0","0.2","3","111"
"","9011008","0","","9011","","","","","93","0"
"","9011009","1","","9011","","","","","32","20"
"","9011010","se_sys_login_birthday_calendar_brush","","9011","","0","","","23","se_common"
"","9011011","300","","9011","","","","","13","103111"
"","9011012","","","9011","","","","","131","1"
"","9012001","wac_talk_smile_in","wac_talk_smile_loop","9012","","0","1","0.2","3","103111"
"","9012002","wac_no_items","","9012","","1","","0.2","3","111"
"","9012003","200","0","9012","","-340","","","2","103111"
"","9012004","200","0","9012","","-340","","","2","111"
"","9012005","0","","9012","","","","","32","19"
"","9012006","1","","9012","","","","","32","2"
"","9012007","0","","9012","","","","","32","20"
"","9012008","vo_wac_220515_000","0","9012","","0","","","21","vo_wac_220515"
"0.5","9012009","原來如此，也有\n這樣的畫法啊……\n你的繪畫建議很有參考價值，\n謝謝你。","1","9012","0","10","1","0","11","103111"
"","9012010","","","9012","","","","","91","0"
"","9012011","vo_wac_220515_001","0","9012","","0","","","21","vo_wac_220515"
"0.5","9012012","呵呵，幽靈們\n也都很高興。\n以後也請多指教囉。","1","9012","0","10","1","0","11","103111"
"","9012013","","","9012","","","","","91","0"
"","9012014","0","","9012","","","","","22","0"
"","9013001","wac_idle_smile","","9013","","1","","0.2","3","103111"
"","9013002","wac_no_items","","9013","","1","","0.2","3","111"
"","9013003","200","0","9013","","-340","","","2","103111"
"","9013004","200","0","9013","","-340","","","2","111"
"","9013005","0","","9013","","","","","32","19"
"","9013006","1","","9013","","","","","32","2"
"","9013007","0","","9013","","","","","32","20"
"","9013008","","","9013","","","","","91","0"
"wac_default_11","9111001","100711","-108","9111","0","202","-213","2","1","1"
"wac_default_12","9111002","111","-108","9111","0","201","-213","2","5","1"
"","9111003","1","0","9111","","0","1","1","31","1"
"","9111004","2","0","9111","","0","1","0","31","2"
"","9111005","11","0","9111","","0","1","0","31","11"
"","9111006","wac_paint_11","","9111","","0","0","0.2","3","100711"
"","9111007","wac_paint_12","","9111","","0","0","0.2","3","111"
"","9111008","0","","9111","","","","","93","0.3"
"","9111009","1","","9111","","","","","32","11"
"","9111010","se_10035700_roller","","9111","","0","","","23","se_10035700"
"","9111011","300","","9111","","","","","13","100711"
"","9111012","","","9111","","","","","131","1"
"","9112001","wac_talk_smile_in","wac_talk_smile_loop","9112","","0","1","0.2","3","100711"
"","9112002","wac_no_items","","9112","","1","","0.2","3","111"
"","9112003","200","0","9112","","-340","","","2","100711"
"","9112004","200","0","9112","","-340","","","2","111"
"","9112005","0","","9112","","","","","32","1"
"","9112006","1","","9112","","","","","32","2"
"","9112007","0","","9112","","","","","32","11"
"","9112008","vo_wac_220516_000","0","9112","","0","","","21","vo_wac_220516"
"0.5","9112009","布丁布丁～♪\n好想吃布丁來的～♪","1","9112","0","10","1","0","11","100711"
"","9112010","","","9112","","","","","91","0"
"","9112011","vo_wac_220516_001","0","9112","","0","","","21","vo_wac_220516"
"0.5","9112012","竟然只要畫畫，\n你就會給人家布丁當獎勵，\n真是輕鬆的工作來的。\n這種工作不管多少人家都願意做喲♪","1","9112","0","10","1","0","11","100711"
"","9112013","","","9112","","","","","91","0"
"","9112014","0","","9112","","","","","22","0"
"","9113001","wac_idle_smile","","9113","","1","","0.2","3","100711"
"","9113002","wac_no_items","","9113","","1","","0.2","3","111"
"","9113003","200","0","9113","","-340","","","2","100711"
"","9113004","200","0","9113","","-340","","","2","111"
"","9113005","0","","9113","","","","","32","1"
"","9113006","1","","9113","","","","","32","2"
"","9113007","0","","9113","","","","","32","11"
"","9113008","","","9113","","","","","91","0"
