43b64ff85a9a2c5eddde117aaa5db8df2e40ae07abe71be62dfd223c8d4dd30b,02aaf5bb0af5e99e0ac26fc2b88d850f9629eb0fdf56c384190cc29f6e8ab74c,52b4506a47f0dc3d44aa10211ae26b1a1953f58ec1a07af8324bb0a95c5224ff,28535364e9402b79b5b241c557f976209d586b433ecb17dce26cec3d11c89ceb,286b9c8cfb71354896940eb41fb6cc9fbf2cfb12f6a28195b724670c3e466926,aaf7fcd014655277583a8956b56544e022b2c9ac191a7e85e92593fc205995a0,875ff19ca029bf45d9edf5efc900e786a7bf65800669bc1913b1a2e17ed621f7,472be4bdd00cbb934f8527e933712bfff9c2a4e213439a32792bbf648eabd9f6,7613828c25984f23fbe3c00f71bdf27cc0091a002757cb8b37762fe9109bcdc3,26257257432995948c819b2f7744ca0cf6c43042ec2cbfefe3e9478a55b556b8,ab5a97444579129d65ac486621951e0bf7e46f9e4e5865a28964b4ac7269b58e,0917f61818d2914b7122b63ee567042f313524de32d0165ea7c5363cea18ce4f,0a895c56fe9037775d3551df7d6026cec327a26fb57e916eacc972cae65b00fa
"vo_minigame_1012_start_104","13110202","0","1","0","0","別放棄！","1","0","1","0","3","1102"
"vo_minigame_1012_start_105","13110203","0","1","0","0","要挽回劣勢！","1","0","1","0","3","1102"
"vo_minigame_1012_start_106","13110301","4","1","2","0","來，下一題！","1","0","1","0","3","1103"
"vo_minigame_1012_start_107","13110302","4","1","2","0","冷靜點！","1","0","1","0","3","1103"
"vo_minigame_1012_start_108","13110303","4","7","2","0","這題會回答嗎？","7","0","1","0","3","1103"
"vo_minigame_1012_start_109","13110304","7","2","5","0","還不能鬆懈！","2","0","1","0","3","1103"
"vo_minigame_1012_start_110","13110305","7","1","5","0","好了，下一題！","1","0","1","0","3","1103"
"vo_minigame_1012_start_111","13110306","7","8","5","0","還沒完喔！","8","0","1","0","3","1103"
"vo_minigame_1012_start_112","13110307","10","2","8","0","集中精神到最後一刻！","2","0","1","0","3","1103"
"vo_minigame_1012_start_113","13110308","10","8","8","0","最後衝刺！","8","0","1","0","1","1103"
"vo_minigame_1012_start_114","13110309","10","1","8","0","撐到最後！","1","0","1","0","1","1103"
"vo_minigame_1012_start_115","13110401","2","2","2","0","這可不能隨便選！","2","0","1","0","3","1104"
"vo_minigame_1012_start_116","13110402","2","7","2","0","哪個是正確答案呢？","7","0","1","0","3","1104"
"vo_minigame_1012_start_117","13110403","2","1","2","0","正解只有一個！","1","0","1","0","3","1104"
"vo_minigame_1012_start_118","13110404","1","3","1","0","是哪個呢？","3","0","1","0","3","1104"
"vo_minigame_1012_start_119","13110405","1","2","1","0","猶豫的時候就靠運氣！","2","0","1","0","3","1104"
"vo_minigame_1012_start_120","13110406","1","5","1","0","〇？還是×？","5","0","1","0","3","1104"
"vo_minigame_1012_start_121","13110407","3","1","3","0","請選擇幾個答案。","1","0","1","0","3","1104"
"vo_minigame_1012_start_122","13110408","3","0","3","0","有複數個答案！","0","0","1","0","3","1104"
"vo_minigame_1012_start_123","13110409","3","3","3","0","答案有幾個呢？","3","0","1","0","3","1104"
"vo_minigame_1012_start_127","13110501","0","1","0","0","看來你準備好了。","1","0","1","0","3","1105"
"vo_minigame_1012_start_128","13110502","0","10","0","0","好熟悉的題目呢！","10","0","1","0","3","1105"
"vo_minigame_1012_start_129","13110503","0","8","0","0","之前有答對喔。","8","0","1","0","3","1105"
"vo_minigame_1012_start_124","13110601","0","3","0","0","這題會回答嗎？","3","0","1","0","3","1106"
"vo_minigame_1012_start_125","13110602","0","3","0","0","還沒答對呢。","3","0","1","0","3","1106"
"vo_minigame_1012_start_126","13110603","0","1","0","0","挑戰，首次答對！","1","0","1","0","3","1106"
"vo_minigame_1012_start_130","13110701","0","8","0","0","到目前為止都很完美喔！","8","0","1","0","3","1107"
"vo_minigame_1012_start_131","13110702","0","7","0","0","最後就俐落地解決吧！","7","0","1","0","3","1107"
"vo_minigame_1012_start_132","13110801","0","3","0","0","下一題再錯的話……","3","0","1","0","3","1108"
"vo_minigame_1012_start_133","13110802","0","2","0","0","都最後了，答對一題吧！","2","0","1","0","3","1108"
"vo_minigame_1012_correct_100","13120101","0","1","0","0","答對了！","1","0","1","0","3","1201"
"vo_minigame_1012_correct_101","13120102","0","7","0","0","很行嘛！","7","0","1","0","3","1201"
"vo_minigame_1012_correct_102","13120103","0","8","0","0","不錯喔！","8","0","1","0","3","1201"
"vo_minigame_1012_correct_103","13120104","0","1","0","0","就是那個！","1","0","1","0","3","1201"
"vo_minigame_1012_correct_104","13120105","0","1","0","0","可以的！","1","0","1","0","3","1201"
"vo_minigame_1012_correct_105","13120106","0","8","0","0","很好！","8","0","1","0","3","1201"
"vo_minigame_1012_correct_106","13120107","0","7","0","0","完美！","7","0","1","0","3","1201"
"vo_minigame_1012_correct_110","13120201","3000","5","0","0.01","好快！","5","0","1","8","3","1202"
"vo_minigame_1012_correct_111","13120202","3000","5","0","0","厲害！","5","0","1","0","3","1202"
"vo_minigame_1012_correct_112","13120203","6000","7","3001","0","節奏不錯喔！","7","0","1","0","3","1202"
"vo_minigame_1012_correct_113","13120204","6000","1","3001","0","速度真快！","1","0","1","0","3","1202"
"vo_minigame_1012_correct_114","13120205","6000","8","3001","0","太棒了！","8","0","1","0","3","1202"
"vo_minigame_1012_correct_116","13120206","-1","1","13333","0","有點猶豫了嗎？","1","0","1","0","3","1202"
"vo_minigame_1012_correct_120","13120301","0","5","0","0.01","你是天才嗎！？","5","0","1","8","3","1203"
"vo_minigame_1012_correct_124","13120401","0","1","0","0","你記得呢！","1","0","1","0","3","1204"
"vo_minigame_1012_correct_126","13120402","0","7","0","0","好像很完美喔！","7","0","1","0","3","1204"
"vo_minigame_1012_correct_121","13120501","0","8","0","0","答對了呢！","8","0","1","0","3","1205"
"vo_minigame_1012_correct_122","13120502","0","8","0","0","那就是正確答案！","8","0","1","0","3","1205"
"vo_minigame_1012_correct_127","13120601","-1","5","3","0","又答對了！","5","0","1","0","3","1206"
"vo_minigame_1012_correct_130","13120701","-1","1","3","0","勝負現在開始！","1","0","1","0","3","1207"
"vo_minigame_1012_incorrect_100","13130101","0","4","0","0","答錯了！","4","0","1","0","3","1301"
"vo_minigame_1012_incorrect_101","13130102","0","2","0","0","不對！","2","0","1","0","3","1301"
"vo_minigame_1012_incorrect_102","13130103","0","3","0","0","不對耶……！","3","0","1","0","3","1301"
"vo_minigame_1012_incorrect_103","13130104","0","4","0","0","搞砸了……！","4","0","1","0","3","1301"
"vo_minigame_1012_incorrect_104","13130105","0","4","0","0","唉呀……！","4","0","1","0","3","1301"
"vo_minigame_1012_incorrect_105","13130106","0","3","0","0.01","可惜……！","3","0","1","6","3","1301"
"vo_minigame_1012_incorrect_106","13130107","0","2","0","0","下一題一定可以！","2","0","1","0","3","1301"
"vo_minigame_1012_incorrect_110","13130201","3000","3","0","0","冷靜點！？","3","0","1","0","3","1302"
"vo_minigame_1012_incorrect_111","13130202","3000","6","0","0.01","剛才是怎麼了！？","6","0","1","8","3","1302"
"vo_minigame_1012_incorrect_112","13130203","6000","3","3001","0","不要急！","3","0","1","0","3","1302"
"vo_minigame_1012_incorrect_113","13130204","6000","2","3001","0","慢慢來就行了！","2","0","1","0","3","1302"
"vo_minigame_1012_incorrect_114","13130205","6000","2","3001","0","比起速度，答對更重要！","2","0","1","0","3","1302"
"vo_minigame_1012_incorrect_115","13130206","-1","5","20000","0","想太多了嗎？","5","0","1","0","3","1302"
"vo_minigame_1012_incorrect_120","13130301","0","9","0","0","這樣沒辦法……","9","0","1","0","3","1303"
"vo_minigame_1012_incorrect_121","13130401","0","3","0","0.01","是你之前答對的題目喔？","3","0","1","6","3","1304"
"vo_minigame_1012_incorrect_122","13130402","0","6","0","0.01","有好好複習嗎？","6","0","1","2","3","1304"
"vo_minigame_1012_incorrect_124","13130501","0","1","0","0","有一部分對了！","1","0","1","0","3","1305"
"vo_minigame_1012_incorrect_125","13130502","0","5","0","0","嗯～真可惜！","5","0","1","0","3","1305"
"vo_minigame_1012_hint_100","13140101","0","3","0","0","如何……？","3","0","1","0","3","1401"
"vo_minigame_1012_hint_101","13140102","0","10","0","0","會回答嗎？","10","0","1","0","3","1401"
"vo_minigame_1012_hint_102","13140103","0","3","0","0.01","唔～嗯……","3","0","1","2","3","1401"
"vo_minigame_1012_hint_103","13140104","0","1","0","0","來，是哪個？","1","0","1","0","3","1401"
"vo_minigame_1012_hint_104","13140105","0","1","0","0","想一想……","1","0","1","0","3","1401"
"vo_minigame_1012_hint_105","13140106","0","6","0","0","你睡著了？","6","0","1","0","3","1401"
"vo_minigame_1012_hint_106","13140107","0","2","0","0","喂～","2","0","1","0","3","1401"
"vo_minigame_1012_hint_107","13140108","0","2","0","0","最差就是靠運氣了！","2","0","1","0","3","1401"
"vo_minigame_1012_hint_108","13140109","0","2","0","0","別分心啦！","2","0","1","0","3","1401"
"vo_minigame_1012_hint_110","13140201","0","3","0","0.01","好難啊……","3","0","1","6","3","1402"
"vo_minigame_1012_hint_111","13140202","0","3","0","0","好難啊……","3","0","1","0","3","1402"
"vo_minigame_1012_hint_112","13140203","0","9","0","0","要靠直覺嗎……？","9","0","1","0","3","1402"
"vo_minigame_1012_hint_113","13150101","20000","7","3001","0.01","給你提示！","7","0","1","11","3","1501"
"vo_minigame_1012_hint_114","13150102","20000","1","3001","0","這樣能曉得嗎？","1","0","1","0","3","1501"
"vo_minigame_1012_hint_115","13150103","20000","7","3001","0.01","這可是特別服務！","7","0","1","11","3","1501"
"vo_minigame_1012_hint_116","13150104","3000","5","0","0","已經要求助了？","5","0","1","0","3","1501"
"vo_minigame_1012_hint_117","13150105","3000","9","0","0","真拿你沒辦法～","9","0","1","0","3","1501"
"vo_minigame_1012_tap_100","13160101","4","10","1","0.01","什麼啦？","10","0","1","5","3","1601"
"vo_minigame_1012_tap_101","13160102","4","10","1","0.01","要我借你橡皮擦嗎？","10","0","1","5","3","1601"
"vo_minigame_1012_tap_102","13160103","9","4","5","0","這到底是怎樣啦？","4","0","1","0","3","1601"
"vo_minigame_1012_tap_103","13160104","9","6","5","0","沾到灰塵了嗎？","6","0","1","0","3","1601"
"vo_minigame_1012_tap_104","13160105","-1","2","10","0.01","我差不多要發火了喔！","2","0","1","1","3","1601"
"vo_minigame_1012_tap_105","13160106","-1","2","10","0.01","你是要摸幾次！！","2","0","1","1","3","1601"
"vo_minigame_1012_select_100","13200101","0","1","0","0","要學習哪個科目呢？\n請選擇吧！","1","0","1","0","3","2001"
"vo_minigame_1012_select_101","13200102","0","8","0","0","你很勤奮學習呢！\n那麼要選哪科呢？","8","0","1","0","3","2001"
"vo_minigame_1012_select_102","13200103","0","4","0","3.03","學習，學習，真有趣～♪\n……！快、快選啦！","8","0","1","7","3","2001"
"vo_minigame_1012_archive_100","13400101","0","1","0","0","可以回顧之前學過的內容喔，\n答錯的題目也能在這裡複習！","1","0","1","0","3","4001"
"vo_minigame_1012_correct_207","21120101","0","2","0","0.01","太好了，得到〇了～♪","2","0","2","4","1","1201"
"vo_minigame_1012_correct_208","21120102","0","2","0","0.01","太好了，秀才♪","2","0","2","4","1","1201"
"vo_minigame_1012_correct_209","21120103","0","3","0","0.01","不愧是秀才♪","3","0","2","4","1","1201"
"vo_minigame_1012_correct_215","21120201","-1","5","13333","0","答對了……！","5","0","2","0","1","1202"
"vo_minigame_1012_correct_217","21120202","-1","6","13333","0","喔，答對了？","6","0","2","0","1","1202"
"vo_minigame_1012_correct_218","21120301","0","6","0","0","好厲害～！","6","0","2","0","1","1203"
"vo_minigame_1012_correct_219","21120302","0","2","0","0.01","答對了～♪","2","0","2","4","1","1203"
"vo_minigame_1012_correct_225","21120401","0","2","0","0","記起來了～","2","0","2","0","1","1204"
"vo_minigame_1012_correct_223","21120501","0","4","0","0","終於答對了～！","4","0","2","0","1","1205"
"vo_minigame_1012_correct_228","21120601","-1","2","3","0.01","超嗨～♪","2","0","2","4","1","1206"
"vo_minigame_1012_correct_231","21120701","-1","3","3","0","開始逆轉！","3","0","2","0","1","1207"
"vo_minigame_1012_incorrect_207","21130101","0","9","0","0.01","氣氛低迷～","9","0","2","6","1","1301"
"vo_minigame_1012_incorrect_208","21130102","0","4","0","0","不對嗎？","4","0","2","0","1","1301"
"vo_minigame_1012_incorrect_209","21130103","0","4","0","0","好像不對吧？","4","0","2","0","1","1301"
"vo_minigame_1012_incorrect_216","21130201","-1","4","20000","0","太慢了嗎？","4","0","2","0","1","1302"
"vo_minigame_1012_incorrect_217","21130202","-1","8","20000","0","我發呆了……！","8","0","2","0","1","1302"
"vo_minigame_1012_incorrect_218","21130301","0","4","0","0.01","太嚴苛了～","4","0","2","6","1","1303"
"vo_minigame_1012_incorrect_219","21130302","0","8","0","0","難到翻呢～","8","0","2","0","1","1303"
"vo_minigame_1012_incorrect_223","21130401","0","6","0","0","咦？答錯了……？","6","0","2","0","1","1304"
"vo_minigame_1012_incorrect_226","21130501","0","8","0","0","就只差一點點了……！","8","0","2","0","1","1305"
"vo_minigame_1012_result_2000","21300101","10","0","10","3.32","厲害，全是〇嘛……！\n維持這個步調教人家的話，\n感覺人家腦袋也會變好～！","6","1","2","0","1","3001"
"vo_minigame_1012_result_2001","21300102","10","2","10","6.5","咦？只有〇……？\n原來真的有人考得到滿分……\n秀才真的好厲害……！","6","1","2","3","1","3001"
"vo_minigame_1012_result_2002","21300103","10","6","10","3.1","滿分嘛！好讚～！\n這對秀才來說\n該不會太簡單了？","3","1","2","5","1","3001"
"vo_minigame_1012_result_2003","21300104","10","2","10","2.06","很俐落地解決了呢！\n秀才，謝謝你教人家讀書～♪","3","2","2","11","1","3001"
"vo_minigame_1012_result_2004","21300105","10","7","10","4.45","即使是很難的題目也全對！\n太讓人激動了！\n秀才頭腦超好～","3","2","2","0","1","3001"
"vo_minigame_1012_result_2005","21300106","10","2","10","0.01","呀哈，考滿分耶！\n連一起讀書的人家都心情好好！","2","2","2","11","1","3001"
"vo_minigame_1012_result_2006","21300107","10","3","10","6.64","秀才，完美的滿分！\n這根本是最強的了！\n來吧，擊掌～！","2","3","2","11","1","3001"
"vo_minigame_1012_result_2007","21300108","10","6","10","0","秀才太完美了，\n變得好耀眼啊！\n只有〇是怎麼回事！？","6","3","2","0","1","3001"
"vo_minigame_1012_result_2008","21300109","10","7","10","5.76","題目超難也考了滿分嘛……！\n秀才老師真的很厲害！\n之後也要拜託你囉～","6","3","2","0","1","3001"
"vo_minigame_1012_result_2009","21300110","9","6","7","0","秀才，\n這該不會對你來說很輕鬆？\n都是答對的耶！","6","1","2","0","1","3001"
"vo_minigame_1012_result_2010","21300111","9","7","7","2.59","好多個〇，笑死～\n話說秀才好會教！\n超級淺顯易懂的♪","2","1","2","0","1","3001"
"vo_minigame_1012_result_2011","21300112","9","3","7","4.09","有這麼多〇的話，\n心情就很好呢♪\n下次來拿滿分吧～！","2","1","2","11","1","3001"
"vo_minigame_1012_result_2012","21300113","9","3","7","2.47","距離滿分只差一點了嘛！\n不愧是秀才！\n心情都嗨起來了～","2","2","2","0","1","3001"
"vo_minigame_1012_result_2013","21300114","9","3","7","0.01","呀哈，答對好多～\n真是的，下次就滿分了吧！\n心情都嗨起來了呢♪","3","2","2","11","1","3001"
"vo_minigame_1012_result_2014","21300115","9","2","7","0","多虧秀才，\n人家也更懂了一些！","2","2","2","0","1","3001"
"vo_minigame_1012_result_2015","21300116","9","2","7","3.45","雖然題目超難，\n但也都是〇嘛……！\n秀才真的好可靠！","6","3","2","0","1","3001"
"vo_minigame_1012_result_2016","21300117","9","3","7","0","要追上秀才老師，\n並追過他！\n人家也要加油～！","3","3","2","0","1","3001"
"vo_minigame_1012_result_2017","21300118","9","3","7","4","雖然題目超難，\n但只差一點就滿分了！\n真是的～都這麼高分了，\n那也只能繼續拚了吧！","2","3","2","0","1","3001"
"vo_minigame_1012_result_2018","21300119","6","0","4","0.92","喔！還有一半，\n人家也\n再繼續加油一下吧！","6","1","2","0","1","3001"
"vo_minigame_1012_result_2019","21300120","6","3","4","4.36","雖然還有搞不懂的題目，\n但分數不差吧？\n心情也嗨起來了，\n下次能考更高分吧？","0","1","2","0","1","3001"
"vo_minigame_1012_result_2020","21300121","6","2","4","2.35","大概一半吧？\n那好戲現在才上場呢！\n專心，專心！","6","1","2","0","1","3001"
"vo_minigame_1012_result_2021","21300122","6","2","4","2.13","這樣是一半左右？\n好，總之避開不及格了！\n好耶～！","0","2","2","0","1","3001"
"vo_minigame_1012_result_2022","21300123","6","2","4","2.38","還有一半呢！\n加油加油，秀才！\n人家也在努力～！","0","2","2","0","1","3001"
"vo_minigame_1012_result_2023","21300124","6","0","4","3.5","唔嗯～果然很難呢。\n不過有一半是〇，\n感覺可以呢！","4","2","2","0","1","3001"
"vo_minigame_1012_result_2024","21300125","6","6","4","2.25","大概答對一半？\n這就表示，\n再一半就滿分了嘛！","0","3","2","0","1","3001"
"vo_minigame_1012_result_2025","21300126","6","6","4","2.14","秀才，你很行嘛！\n咦？目標是更高分？\n那人家也要加油！","3","3","2","0","1","3001"
"vo_minigame_1012_result_2026","21300127","6","2","4","3.75","題目難到翻，\n卻答對了一半……！？\n秀才狀況真棒！","6","3","2","0","1","3001"
"vo_minigame_1012_result_2027","21300128","3","10","1","2.53","難到爆呢～\n……咦？這算簡單的嗎？\n嘿嘿，騙人～？","4","1","2","5","1","3001"
"vo_minigame_1012_result_2028","21300129","3","4","1","0.01","那個那個，秀才，\n你不用配合人家，\n故意考低分喔？","4","1","2","9","1","3001"
"vo_minigame_1012_result_2029","21300130","3","3","1","2.93","暖身就到此結束……\n秀才，接下來要認真囉！","0","1","2","0","1","3001"
"vo_minigame_1012_result_2030","21300131","3","3","1","4.26","啊，秀才，\n你分數跟人家一樣嘛！\n我們一起被當吧～♪","0","2","2","4","1","3001"
"vo_minigame_1012_result_2031","21300132","3","10","1","0","我看看……\n再教人家一次的話，\n感覺下次就能考更高喔！","10","2","2","0","1","3001"
"vo_minigame_1012_result_2032","21300133","3","0","1","4.98","人家也完全看不懂～\n哪裡錯了呢……？\n要再學習一次看看嗎？","9","2","2","5","1","3001"
"vo_minigame_1012_result_2033","21300134","3","4","1","0.01","題目難到爆真的完全不懂……\n怎麼辦……\n秀才，救救人家～","4","3","2","9","1","3001"
"vo_minigame_1012_result_2034","21300135","3","4","1","0.01","好像不及格了？\n唔嗯～機會難得，\n就跟人家一起加油吧！","4","3","2","6","1","3001"
"vo_minigame_1012_result_2035","21300136","3","10","1","2.51","果然很難呢……\n不過也不是0分，\n沒關係的吧！","4","3","2","11","1","3001"
"vo_minigame_1012_result_2036","21300137","0","6","0","2.54","好，結果是……\n呃，0分是真的假的！？\n秀才，你怎麼了？","0","1","2","0","1","3001"
"vo_minigame_1012_result_2037","21300138","0","10","0","4.08","秀才是故意拿0分的吧？\n不是嗎？真的～？","2","1","2","5","1","3001"
"vo_minigame_1012_result_2038","21300139","0","4","0","3.41","秀才，你是0分呢……\n乾脆換人家來教你讀書吧……？","6","1","2","0","1","3001"
"vo_minigame_1012_result_2039","21300140","0","8","0","4.1","嗯……\n完全搞不懂！\n不過讀書這回事，\n老是這樣吧！","10","2","2","0","1","3001"
"vo_minigame_1012_result_2040","21300141","0","2","0","5.8","這些我們學過嗎？\n秀才也不記得？\n那就沒辦法了吧！\n繼續考吧，繼續！","6","2","2","4","1","3001"
"vo_minigame_1012_result_2041","21300142","0","8","0","4.6","那個那個，全部是×的狀況，\n這也很稀有吧？\n不能開心嗎？","10","2","2","3","1","3001"
"vo_minigame_1012_result_2042","21300143","0","2","0","6.04","人家知道題目很難了！\n這也算有前進一步了……對吧？\n下次再加油吧！","10","3","2","0","1","3001"
"vo_minigame_1012_result_2043","21300144","0","3","0","1.92","0分……！不過不過，\n我們的心情是滿分嘛♪\n秀才，再挑戰一次吧！","9","3","2","4","1","3001"
"vo_minigame_1012_result_2044","21300145","0","7","0","0","跟秀才同分，\n人家好像有點高興喔？\n一起從0開始加油吧～！","7","3","2","0","1","3001"
"vo_minigame_1012_correct_232","22120101","0","2","0","0","欸嘿嘿～","2","0","2","0","2","1201"
"vo_minigame_1012_correct_233","22120102","0","6","0","0","哦～","6","0","2","0","2","1201"
"vo_minigame_1012_correct_234","22120103","0","3","0","0","答對～♪","3","0","2","0","2","1201"
"vo_minigame_1012_correct_235","22120201","3000","2","0","0","咻～！","2","0","2","0","2","1202"
"vo_minigame_1012_correct_236","22120202","3000","2","0","0","真行～！","2","0","2","0","2","1202"
"vo_minigame_1012_correct_237","22120203","6000","3","3001","0","好耶～","3","0","2","0","2","1202"
"vo_minigame_1012_correct_238","22120204","-1","6","13333","0","千鈞一髮～！","6","0","2","0","2","1202"
"vo_minigame_1012_correct_239","22120301","0","7","0","0","怎麼樣啊！","7","0","2","0","2","1203"
"vo_minigame_1012_correct_241","22120401","0","3","0","0.01","對吧♪","3","0","2","4","2","1204"
"vo_minigame_1012_correct_240","22120501","0","6","0","0","答對了！","6","0","2","0","2","1205"
"vo_minigame_1012_correct_242","22120601","-1","2","3","0","超強～","2","0","2","0","2","1206"
"vo_minigame_1012_correct_243","22120701","-1","5","3","0","可不會輸的～","5","0","2","0","2","1207"
"vo_minigame_1012_incorrect_227","22130101","0","4","0","0","不行嗎？","4","0","2","0","2","1301"
"vo_minigame_1012_incorrect_228","22130102","0","4","0","0.01","失望……！","4","0","2","6","2","1301"
"vo_minigame_1012_incorrect_229","22130103","0","5","0","0","嗯嗯……！","5","0","2","0","2","1301"
"vo_minigame_1012_incorrect_231","22130202","3000","6","0","0","咦咦……！？","6","0","2","0","2","1302"
"vo_minigame_1012_incorrect_232","22130203","6000","4","3001","0","唉呀～","4","0","2","0","2","1302"
"vo_minigame_1012_incorrect_233","22130204","-1","4","20000","0","等等人家～","4","0","2","0","2","1302"
"vo_minigame_1012_incorrect_234","22130301","0","9","0","0","難到翻～","9","0","2","0","2","1303"
"vo_minigame_1012_incorrect_235","22130401","0","10","0","0","是什麼來著？","10","0","2","0","2","1304"
"vo_minigame_1012_incorrect_236","22130501","0","5","0","0","不甘心～","5","0","2","0","2","1305"
"vo_minigame_1012_time_200","22170101","30000","6","20000","0.01","好像快結束了！","6","0","2","3","2","1701"
"vo_minigame_1012_time_201","22170102","30000","5","20000","0.01","得加快腳步……！","5","0","2","9","2","1701"
"vo_minigame_1012_result_2045","22300101","-1","3","20","2.81","〇超多的，笑死～\n秀才很順地一直答題，\n真的好帥喔♪","2","1","2","4","2","3001"
"vo_minigame_1012_result_2046","22300102","-1","2","20","2.31","分數很好看嘛！\n這對秀才來說，\n該不會太簡單了吧？","3","1","2","11","2","3001"
"vo_minigame_1012_result_2047","22300103","-1","3","20","0.01","呀哈，已經很完美了呢♪\n希望你也能教人家其他題目～\n接著要不要挑戰難一點的？","3","1","2","11","2","3001"
"vo_minigame_1012_result_2048","22300104","-1","7","20","4.33","都是些難題，\n但有好多〇耶……！\n不愧是秀才老師～！","6","2","2","11","2","3001"
"vo_minigame_1012_result_2049","22300105","-1","2","20","5.73","只不過是一起讀書，\n人家就感覺\n自己也變聰明了……！\n真的很感謝！","6","2","2","0","2","3001"
"vo_minigame_1012_result_2050","22300106","-1","6","20","0.01","這是很難的題目吧？\n為什麼那麼輕鬆就答出來了？\n秀才太厲害了！","6","2","2","8","2","3001"
"vo_minigame_1012_result_2051","22300107","-1","3","20","4.02","明明難翻天了，\n卻一瞬間就回答出來……！\n秀才你的頭腦太好了吧？","6","3","2","0","2","3001"
"vo_minigame_1012_result_2052","22300108","-1","3","20","5.24","答對，答對，全都答對～\n呀哈哈，好厲害！\n不愧是秀才！\n擊掌～！","2","3","2","11","2","3001"
"vo_minigame_1012_result_2053","22300109","-1","3","20","4.6","你教了人家這麼多，\n考試已經很輕鬆了吧！\n秀才，真的很謝謝你♪","2","3","2","4","2","3001"
"vo_minigame_1012_result_2054","22300110","-1","10","20","5.57","人家還是第一次看到這種狀況……！\n秀才老師，太神了！\n對了，把這裝飾起來當作紀念吧♪\n咦？這樣有點羞恥？","6","1","2","0","2","3001"
"vo_minigame_1012_result_2054","22300112","-1","10","20","5.57","人家還是第一次看到這種狀況……！\n秀才老師，太神了！\n對了，把這裝飾起來當作紀念吧♪\n咦？這樣有點羞恥？","6","2","2","0","2","3001"
"vo_minigame_1012_result_2054","22300114","-1","10","20","5.57","人家還是第一次看到這種狀況……！\n秀才老師，太神了！\n對了，把這裝飾起來當作紀念吧♪\n咦？這樣有點羞恥？","6","3","2","0","2","3001"
"vo_minigame_1012_result_2056","22300116","19","2","15","0","題目超多的，\n秀才卻俐落地一一回答了出來，\n超級可靠的！","2","1","2","0","2","3001"
"vo_minigame_1012_result_2057","22300117","19","3","15","5.23","喔～不愧是秀才！\n〇的數量也超秀才的呢♪\n耶～！","6","1","2","11","2","3001"
"vo_minigame_1012_result_2058","22300118","19","2","15","3.23","秀才，你拿了好多〇嘛♪\n你教人家的東西，\n人家好像也記了很多喔？","3","1","2","11","2","3001"
"vo_minigame_1012_result_2059","22300119","19","7","15","6","狠嗨的分數嘛！\n總之先來個驕傲的表情吧？\n預備～怎麼樣啊……！","3","2","2","10","2","3001"
"vo_minigame_1012_result_2060","22300120","19","7","15","0","漸漸開始能答出很難的題目，\n好開心喔～\n有點感動～","7","2","2","0","2","3001"
"vo_minigame_1012_result_2061","22300121","19","6","15","0","回答了這麼多題，\n秀才的腦筋都不會秀逗嗎？\n厲害……！","6","2","2","0","2","3001"
"vo_minigame_1012_result_2062","22300122","19","2","15","3.06","哇哇，都是〇……！\n狀態這麼好的話，\n下次可以拿到20分吧？","6","3","2","3","2","3001"
"vo_minigame_1012_result_2063","22300123","19","5","15","5.74","〇竟然有15個以上……！\n這難翻天了說，超厲害～\n人家也得多努力！","6","3","2","0","2","3001"
"vo_minigame_1012_result_2064","22300124","19","3","15","2.67","好厲害的集中力……！\n對秀才來說，\n越難的題目\n該不會越能燃起鬥志？","6","3","2","0","2","3001"
"vo_minigame_1012_result_2067","22300131","14","3","10","0","呀哈，感覺不錯！\n答出了很多題目，\n這就是人家說的……\n讀書的成果吧♪","3","1","2","0","2","3001"
"vo_minigame_1012_result_2068","22300132","14","2","10","0","〇有10個以上呢♪\n多虧有秀才，\n人家的腦袋，\n也稍微變好了一些吧？","2","1","2","0","2","3001"
"vo_minigame_1012_result_2069","22300133","14","2","10","2.28","答對了很多吧？\n果然〇越多的話，\n心情就會越嗨呢～","10","1","2","0","2","3001"
"vo_minigame_1012_result_2070","22300134","14","2","10","0","讀書這回事啊，\n一發現自己懂了之後，\n就還蠻開心的呢！","2","2","2","0","2","3001"
"vo_minigame_1012_result_2071","22300135","14","2","10","2.1","答對了10題以上！？\n步調很不錯嘛？\n很順利，很順利～","6","2","2","0","2","3001"
"vo_minigame_1012_result_2072","22300136","14","3","10","2.13","答對了好多！\n就算是困難的題目，\n只要和秀才在一起就不可怕♪","2","2","2","0","2","3001"
"vo_minigame_1012_result_2073","22300137","14","7","10","0","這種難翻天的題目也能教會人家，\n秀才超貼心的，真的很謝謝你！\n我們一起加油吧♪","7","3","2","0","2","3001"
"vo_minigame_1012_result_2074","22300138","14","6","10","0","題目明明難翻天了，\n卻有好多〇，\n秀才太厲害了吧？","6","3","2","0","2","3001"
"vo_minigame_1012_result_2075","22300139","14","5","10","4.21","題目難翻天還能這麼快答完，\n很厲害嘛……？\n人家也要加油追上你！","6","3","2","0","2","3001"
"vo_minigame_1012_result_2078","22300146","9","3","5","1.94","還不錯嘛？\n不過不過，\n秀才和人家的話，\n感覺還能表現得更好！","0","1","2","0","2","3001"
"vo_minigame_1012_result_2079","22300147","9","0","5","2.28","好想要更多〇呢……\n看來也只能腳踏實地學習了，\n能再教人家一次嗎？","4","1","2","0","2","3001"
