70cf381a88472b078e85a9400fd1a12bb91f77756dd3ff85e142ac2473881dcc,28f91e278b81d34aa6a006df73da16f05abfbcc9cd10ad46444b23bcafdc3bd9,d0e7d18fd65a1cd1b17c697512ed33c0f2d2b4d83fd4c4b2dfc1df3b58809bd1,b8254e6f5ee9c58b78faa53ca88b84f116eb5ec9576c306937a4828f11e53c05,fc3323c23e48e9037ba8a1543c6d93b1d58d3c8b609dc0923adc5cc1cd2dd925,20614b007a2a65dfb5c384de6f70a4604c0a33f099cf490cf22f2881a1eee0de,74610f16820039b8a8565de83d0c2033215b2159793c36fdfd1c75dab1c0e253,1a244658bd33818b3091280c3e5f6b7782583cfb5102212c52b6fe37d2e78b28,fd29181b2e7741940b843d8a29dadcc909926c5dbcd2ff5a5f05f6710fa37a57,bf06aa7f758bdf27cb22c3e46334102ce7615d813dccb10413f5b04bc8a5b26f,276c48ecba6e7b2d030b6996e63a6810a77eeec33843d60f1f7cdde3e36753c0
"-42","1","travel_topdrama_r_2000_idle_cool_surprise","1","0","20211","104311","0.8","-68","102","1202110003"
"-42","3","travel_topdrama_r_2012_empty","5","0","20211","4","0.8","-68","104","1202110004"
"0","0","mana","5","0","20211","0","1","-75","110","1202110005"
"","0","","91","","20211","","","","","1202110006"
"","10","","93","","20211","0","","","","1202110007"
"","1202110007","","101","","20211","","","","","1202110008"
"","0","","3","","20211","none","0","","0","1202110009"
"","0","","91","","20211","","","","","1202110010"
"","101411","","13","","20212","103","","","","1202120001"
"","104311","","13","","20212","104","","","","1202120002"
"","101411","","3","","20212","travel_topdrama_r_2000_talk_sad_loop","0.2","","1","1202120003"
"0","vo_travel_talk","","21","","20212","vo_travel_talk_20021_00","","","0","1202120004"
"1","101411","0","11","0","20212","接下來該前進的方向是左還右……\n即使看地圖也開始搞不懂了。\n剛才還走到了死路……","0","1","10","1202120005"
"","0","","91","","20212","","","","","1202120006"
"","101411","","3","","20212","travel_topdrama_r_2000_idle_sad","0.2","","1","1202120007"
"travel_topdrama_r_2000_talk_cool_loop_normal2","104311","","3","0","20212","travel_topdrama_r_2000_talk_cool_in_normal2","0.2","1","0","1202120008"
"0","vo_travel_talk","","21","","20212","vo_travel_talk_20021_01","","","0","1202120009"
"1","104311","0","11","0","20212","我在這種時候會往前進！\n但不知道怎麼判斷就表示妳累了吧。\n來，吃點甜食休息一下吧。","0","1","10","1202120010"
"","0","","91","","20212","","","","","1202120011"
"travel_topdrama_r_2000_eat_idle","104311","","3","0","20212","travel_topdrama_r_2000_eat_in","0.2","1","0","1202120012"
"travel_topdrama_r_2000_eat_idle","3","","3","0","20212","travel_topdrama_r_2000_eat_in","0.2","1","0","1202120013"
"","101411","","3","","20212","travel_topdrama_r_2000_eat_in","0.2","","0","1202120014"
"","4","","3","","20212","travel_topdrama_r_2000_eat_in","0.2","","0","1202120015"
"","0","","91","","20212","","","","","1202120016"
"","101411","","3","","20212","travel_topdrama_r_2000_eat_talk","0","","1","1202120017"
"","4","","3","","20212","travel_topdrama_r_2000_eat_talk","0","","1","1202120018"
"0","vo_travel_talk","","21","","20212","vo_travel_talk_20021_02","","","0","1202120019"
"1","101411","0","11","0","20212","呼，糖分確實滲入疲憊的腦子裡了。\n重振精神後推理的結果……\n我們該前進的方向是，直走！","0","1","10","1202120020"
"","0","","91","","20212","","","","","1202120021"
"","101411","","3","","20212","travel_topdrama_r_2000_eat_idle","0.2","","1","1202120022"
"","4","","3","","20212","travel_topdrama_r_2000_eat_idle","0.2","","1","1202120023"
"","","","112","","20212","","","","","1202120024"
"","0","","91","","20212","","","","","1202120025"
"42","1","travel_topdrama_r_2000_idle_smile","1","1","20221","102111","0.8","-68","101","1202210001"
"-42","1","travel_topdrama_r_2000_idle_smile_normal","1","0","20221","102311","0.8","-68","102","1202210002"
"-100","3","travel_topdrama_r_2022_pukici","5","0","20221","3","0.8","-68","103","1202210003"
"0","0","mana","5","0","20221","0","1","-75","110","1202210004"
"","0","","91","","20221","","","","","1202210005"
"","10","","93","","20221","0","","","","1202210006"
"","1202210006","","101","","20221","","","","","1202210007"
"","0","","3","","20221","none","0","","0","1202210008"
"","0","","91","","20221","","","","","1202210009"
"","102111","","13","","20222","103","","","","1202220001"
"","102311","","13","","20222","104","","","","1202220002"
"","3","","13","","20222","105","","","","1202220003"
"travel_topdrama_r_2000_talk_sad_loop_dere","102111","","3","","20222","travel_topdrama_r_2000_talk_sad_in_dere","0.2","1","0","1202220004"
"0","vo_travel_talk","","21","","20222","vo_travel_talk_20022_00","","","0","1202220005"
"1","102111","0","11","0","20222","今天的冒險，\n未來想透過演戲的方式讓大家看看呢……♪\n名字就叫「綾音與胡桃的大冒險」怎麼樣？","0","1","10","1202220006"
"","0","","91","","20222","","","","","1202220007"
"","102111","","3","","20222","travel_topdrama_r_2000_idle_sad_joy","0.2","","1","1202220008"
"travel_topdrama_r_2000_talk_kyapi_loop","102311","","3","0.2","20222","travel_topdrama_r_2000_talk_kyapi_in","0.2","1","0","1202220009"
"0","vo_travel_talk","","21","","20222","vo_travel_talk_20022_01","","","0","1202220010"
"1","102311","0","11","0","20222","我也贊成！冒險冒險♪\n會不會有寶物呢～會不會有魔物出現呢♪\n來吧，靠近我們，現身吧！","0","1","10","1202220011"
"","0","","91","","20222","","","","","1202220012"
"","102311","","3","","20222","travel_topdrama_r_2000_talk_smile_loop","0.2","","1","1202220013"
"","102111","","3","","20222","travel_topdrama_r_2000_talk_sad_loop_dere","0.2","","1","1202220014"
"","3","","3","","20222","travel_topdrama_r_2022_laugh","0","","1","1202220015"
"0","vo_travel_talk","","21","","20222","vo_travel_talk_20022_02","","","0","1202220016"
"1","3","0","11","0","20222","「喂，別隨便叫魔物接近我們！\n我們要找的只有寶箱！別突然暴衝！\n唉唉……真是的，當領隊還真辛苦。」","0","1","10","1202220017"
"","0","","91","","20222","","","","","1202220018"
"","","","112","","20222","","","","","1202220019"
"","0","","91","","20222","","","","","1202220020"
"42","1","travel_topdrama_r_2000_idle_doya","1","1","20231","104811","0.8","-68","101","1202310001"
"-42","1","travel_topdrama_r_2000_idle_sad_surprise","1","0","20231","104611","0.8","-68","102","1202310002"
"0","0","mana","5","0","20231","0","1","-75","110","1202310003"
"","0","","91","","20231","","","","","1202310004"
"","10","","93","","20231","0","","","","1202310005"
"","1202310005","","101","","20231","","","","","1202310006"
"","0","","3","","20231","none","0","","0","1202310007"
"","0","","91","","20231","","","","","1202310008"
"","104811","","13","","20232","103","","","","1202320001"
"","104611","","13","","20232","104","","","","1202320002"
"travel_topdrama_r_2000_talk_doya_loop_faceAnger","104811","","3","0","20232","travel_topdrama_r_2000_talk_doya_in_faceAnger","0.2","1","0","1202320003"
"0","vo_travel_talk","","21","","20232","vo_travel_talk_20023_00","","","0","1202320004"
"1","104811","0","11","0","20232","我們是承接了很多工作才出發的，\n沒時間悠悠哉哉的了。\n調查後採集，挖掘後販賣，冒險也要有效率地進行喔！","0","1","10","1202320005"
"","0","","91","","20232","","","","","1202320006"
"","104811","","3","","20232","travel_topdrama_r_2000_idle_doya_anger","0.2","","1","1202320007"
"travel_topdrama_r_2000_talk_kyapi_loop_dere2","104611","","3","0","20232","travel_topdrama_r_2000_talk_kyapi_in_dere2","0.2","1","0","1202320008"
"0","vo_travel_talk","","21","","20232","vo_travel_talk_20023_01","","","0","1202320009"
"1","104611","0","11","0","20232","美冬總是太拚了喵。\n休息就是要慢慢地、悠悠哉哉地喵。\n我們在這裡曬一整天的太陽吧喵～♪","0","1","10","1202320010"
"","0","","91","","20232","","","","","1202320011"
"","104611","","3","","20232","travel_topdrama_r_2000_idle_sleep","0.2","","1","1202320012"
"","104811","","3","0","20232","travel_topdrama_r_2000_talk_normal_surprise","0.2","","1","1202320013"
"0","vo_travel_talk","","21","","20232","vo_travel_talk_20023_02","","","0","1202320014"
"1","104811","0","11","0","20232","的確，在這裡的話，就能有高品質的休息了♪\n那就設定好碼表……\n開始有效率地休息吧！","0","1","10","1202320015"
"","0","","91","","20232","","","","","1202320016"
"","104811","","3","","20232","travel_topdrama_r_2000_talk_guts_in","0.2","1","0","1202320017"
"","0","","91","","20232","","","","","1202320018"
"","104811","","3","","20232","travel_topdrama_r_2000_talk_guts_loop","0","","1","1202320019"
"","1","","93","","20232","0","","","","1202320020"
"","","","112","","20232","","","","","1202320021"
"","0","","91","","20232","","","","","1202320022"
"42","1","travel_topdrama_r_2000_idle_memory_blink","1","1","20241","102711","0.8","-68","101","1202410001"
"-42","1","travel_topdrama_r_2000_idle_normal","1","0","20241","105111","0.8","-68","102","1202410002"
"0","0","mana","5","0","20241","0","1","-75","110","1202410003"
"","0","","91","","20241","","","","","1202410004"
"","10","","93","","20241","0","","","","1202410005"
"","1202410005","","101","","20241","","","","","1202410006"
"","0","","3","","20241","none","0","","0","1202410007"
"","0","","91","","20241","","","","","1202410008"
"","102711","","13","","20242","103","","","","1202420001"
"","105111","","13","","20242","104","","","","1202420002"
"","102711","","3","","20242","travel_topdrama_r_2000_talk_wish_loop","0.2","","1","1202420003"
"0","vo_travel_talk","","21","","20242","vo_travel_talk_20024_00","","","0","1202420004"
"1","102711","0","11","0","20242","我會毫不留情地破壞\n阻礙我前進的一切，嘻嘻。\n這全都是為了那位大人和我的未來……","0","1","10","1202420005"
"","0","","91","","20242","","","","","1202420006"
"","102711","","3","","20242","travel_topdrama_r_2000_idle_wish_joy","0.2","","1","1202420007"
"travel_topdrama_r_2000_humu_loop","105111","","3","0","20242","travel_topdrama_r_2000_humu_in","0.2","1","0","1202420008"
"0","vo_travel_talk","","21","","20242","vo_travel_talk_20024_01","","","0","1202420009"
"1","105111","0","11","0","20242","不愧是破壞者，來路上的瓦礫都堆成山了，\n甚至還想繼續破壞，\n真是令人惶恐呢，呵呵……♪","0","1","10","1202420010"
"","0","","91","","20242","","","","","1202420011"
"","105111","","3","","20242","travel_topdrama_r_2000_humu_loop_shy","0.2","","1","1202420012"
"","102711","","3","","20242","travel_topdrama_r_2000_talk_sad_loop_doya","0.2","","1","1202420013"
"0","vo_travel_talk","","21","","20242","vo_travel_talk_20024_02","","","0","1202420014"
"1","102711","0","11","0","20242","來尋找實驗材料的你也一樣，獨眼惡魔。\n讓我們獲得能讓彼此滿意的成果吧……\n嘻嘻嘻。","0","1","10","1202420015"
"","0","","91","","20242","","","","","1202420016"
"","102711","","3","","20242","travel_topdrama_r_2000_idle_sad_nervous","0.2","","1","1202420017"
"","","","112","","20242","","","","","1202420018"
"","0","","91","","20242","","","","","1202420019"
"42","1","travel_topdrama_r_2000_hop_loop","1","1","20251","100511","0.8","-68","101","1202510001"
"-42","1","travel_topdrama_r_2000_idle_doya_talkJoy1R","1","0","20251","103711","0.8","-68","102","1202510002"
"0","0","mana","5","0","20251","0","1","-75","110","1202510003"
"","0","","91","","20251","","","","","1202510004"
"","10","","93","","20251","0","","","","1202510005"
"","1202510005","","101","","20251","","","","","1202510006"
"","0","","3","","20251","none","0","","0","1202510007"
"","0","","91","","20251","","","","","1202510008"
"","100511","","13","","20252","103","","","","1202520001"
"","103711","","13","","20252","104","","","","1202520002"
"travel_topdrama_r_2000_hop_loop","100511","","3","","20252","travel_topdrama_r_2000_hop_in","0.2","1","0","1202520003"
"0","vo_travel_talk","","21","","20252","vo_travel_talk_20025_00","","","0","1202520004"
"1","100511","0","11","0","20252","哇啊～！好厲害！真是絕景！\n太帥啦～！\n就像虎虎修行的地方一樣～！","0","1","10","1202520005"
"","0","","91","","20252","","","","","1202520006"
"","100511","","3","","20252","travel_topdrama_r_2000_hop_idle","0.2","","1","1202520007"
"travel_topdrama_r_2000_talk_arm_crossed_loop_normal2","103711","","3","","20252","travel_topdrama_r_2000_talk_arm_crossed_in_normal2","0.2","1","0","1202520008"
"0","vo_travel_talk","","21","","20252","vo_travel_talk_20025_01","","","0","1202520009"
"1","103711","0","11","0","20252","置身在惡劣環境中鑽研自己，\n這也是冒險的醍醐味呢。\n而且在這裡就能盡情地變身──","0","1","10","1202520010"
"","0","","91","","20252","","","","","1202520011"
"travel_topdrama_r_2000_tomo_henshin_loop","103711","","3","0","20252","travel_topdrama_r_2000_tomo_henshin_in","0.1","1","0","1202520012"
"travel_topdrama_r_2000_matsuri_eieio_loop","100511","","3","0.2","20252","travel_topdrama_r_2000_matsuri_eieio_in","0.2","1","0","1202520013"
"0","vo_travel_talk","","21","","20252","vo_travel_talk_20025_02","","","0","1202520014"
"1","100511","0","11","0","20252","變身成正義英雄！\n沒有啦，開玩笑的……\n奇怪？小智姐也想擺出變身姿勢嗎？","0","1","10","1202520015"
"","0","","91","","20252","","","","","1202520016"
"","","","112","","20252","","","","","1202520017"
"","0","","91","","20252","","","","","1202520018"
"0","1","travel_topdrama_r_2000_idle_wish_joy","1","1","20261","105911","0.8","-68","101","1202610001"
"0","0","mana","5","0","20261","0","1","-75","110","1202610002"
"","0","","91","","20261","","","","","1202610003"
"","10","","93","","20261","0","","","","1202610004"
"","1202610004","","101","","20261","","","","","1202610005"
"","0","","3","","20261","none","0","","0","1202610006"
"","0","","91","","20261","","","","","1202610007"
"","105911","","13","","20262","103","","","","1202620001"
"travel_topdrama_r_2000_talk_surprise_loop","105911","","3","0","20262","travel_topdrama_r_2000_wishToSurprise","0.1","1","0","1202620002"
"0","vo_travel_talk","","21","","20262","vo_travel_talk_20026_00","","","0","1202620003"
"1","105911","0","11","0","20262","呼，看來我們走到很遠的地方了呢。\n不過，所謂的冒險，\n不管是在什麼時候進行都很有趣呢……♪","0","1","10","1202620004"
"","0","","91","","20262","","","","","1202620005"
"","105911","","3","","20262","travel_topdrama_r_2000_talk_wish_loop","0.2","","1","1202620006"
"0","vo_travel_talk","","21","","20262","vo_travel_talk_20026_01","","","0","1202620007"
"1","105911","0","11","0","20262","為了不輸給各位，\n在下也會繼續調查。\n請好好看著吧，主人。","0","1","10","1202620008"
"","0","","91","","20262","","","","","1202620009"
"","","","112","","20262","","","","","1202620010"
"","0","","91","","20262","","","","","1202620011"
"0","1","travel_topdrama_r_2000_ames_idle_normal","1","1","20271","123011","0.8","-68","101","1202710001"
"0","0","mana","5","0","20271","0","1","-75","110","1202710002"
"","0","","91","","20271","","","","","1202710003"
"","10","","93","","20271","0","","","","1202710004"
"","1202710004","","101","","20271","","","","","1202710005"
"","0","","3","","20271","none","0","","0","1202710006"
"","0","","91","","20271","","","","","1202710007"
"","123011","","13","","20272","103","","","","1202720001"
"travel_topdrama_r_2000_ames_talk_wish_loop","123011","","3","0","20272","travel_topdrama_r_2000_ames_talk_wish_in","0.2","1","0","1202720002"
"0","vo_travel_talk","","21","","20272","vo_travel_talk_20027_00","","","0","1202720003"
"1","123011","0","11","0","20272","呼，呼……冒險遠比想像中還要求體力呢……\n嗯，不過，實際來了一趟後，\n發現景色真美♪","0","1","10","1202720004"
"","0","","91","","20272","","","","","1202720005"
"","123011","","3","","20272","travel_topdrama_r_2000_ames_talk_yareyare","0.2","","1","1202720006"
"0","vo_travel_talk","","21","","20272","vo_travel_talk_20027_01","","","0","1202720007"
"1","123011","0","11","0","20272","下次要和那傢伙一起……\n去哪才好呢？\n得請他當我的護衛才行呢。","0","1","10","1202720008"
"","0","","91","","20272","","","","","1202720009"
"","123011","","3","","20272","travel_topdrama_r_2000_ames_idle_yareyare","0.2","","1","1202720010"
"","","","112","","20272","","","","","1202720011"
"","0","","91","","20272","","","","","1202720012"
"42","1","travel_topdrama_r_2000_idle_cool","1","1","20281","106811","0.8","-68","101","1202810001"
"-42","1","travel_topdrama_r_2000_kaiser_idle_arm_crossed","1","0","20281","106911","0.8","-68","102","1202810002"
"0","0","mana","5","0","20281","0","1","-75","110","1202810003"
"","0","","91","","20281","","","","","1202810004"
"","10","","93","","20281","0","","","","1202810005"
"","1202810005","","101","","20281","","","","","1202810006"
"","0","","3","","20281","none","0","","0","1202810007"
"","0","","91","","20281","","","","","1202810008"
"","106811","","13","","20282","103","","","","1202820001"
"","106911","","13","","20282","104","","","","1202820002"
"travel_topdrama_r_2000_talk_cool_loop","106811","","3","0","20282","travel_topdrama_r_2000_talk_cool_in","0.2","1","0","1202820003"
"0","vo_travel_talk","","21","","20282","vo_travel_talk_20028_00","","","0","1202820004"
"1","106811","0","11","0","20282","啊哈哈，瞧你一張臭臉。\n也對，突然被拉出來當然會有所不滿了。\n好了好了，這可是冒險喔，得好好享受才行！","0","1","10","1202820005"
"","0","","91","","20282","","","","","1202820006"
"","106811","","3","","20282","travel_topdrama_r_2000_idle_cool","0.2","","1","1202820007"
"travel_topdrama_r_2000_kaiser_talk_arm_crossed_loop","106911","","3","0","20282","travel_topdrama_r_2000_kaiser_talk_arm_crossed_in","0.2","1","0","1202820008"
"0","vo_travel_talk","","21","","20282","vo_travel_talk_20028_01","","","0","1202820009"
"1","106911","0","11","0","20282","你那漫不經心的口氣，真是讓人怒火中燒。\n事到如今你還在問我是要冒險嗎……？\n別開玩笑了。","0","1","10","1202820010"
"","0","","91","","20282","","","","","1202820011"
"","106911","","3","","20282","travel_topdrama_r_2000_kaiser_idle_arm_crossed","0.2","","1","1202820012"
"travel_topdrama_r_2000_talk_arm_crossed_loop_normal2","106811","","3","","20282","travel_topdrama_r_2000_talk_arm_crossed_in_normal2","0.2","1","0","1202820013"
"0","vo_travel_talk","","21","","20282","vo_travel_talk_20028_02","","","0","1202820014"
"1","106811","0","11","0","20282","我可是認真的喔。\n要從山頂到谷底，海洋到草原，踏遍廣闊的世界！\n我還帶了飯糰，準備齊全了。來吧，出發囉！","0","1","10","1202820015"
"","0","","91","","20282","","","","","1202820016"
"","106811","","3","","20282","travel_topdrama_r_2000_idle_arm_crossed","0.2","","1","1202820017"
"","","","112","","20282","","","","","1202820018"
"","0","","91","","20282","","","","","1202820019"
"-17.5","1","travel_topdrama_r_3001_idle_B","1","0","30011","1000001","0.8","-75.6","51","1300110001"
"-17.5","1","travel_topdrama_r_3001_idle_B","5","0","30011","12","0.8","-75.6","50","1300110002"
"31.4","1","travel_topdrama_r_3001_idle_A","1","0","30011","1000002","0.8","-56.1","49","1300110003"
"31.4","1","travel_topdrama_r_3001_idle_A","5","0","30011","11","0.8","-56.1","48","1300110004"
"31.4","2","travel_topdrama_r_3001_idle_A","5","0","30011","13","0.8","-56.1","49","1300110005"
"0","0","normal","5","","30011","0","1","-88","110","1300110006"
"-43.7","300101","","31","","30011","300101","1","0.5","-30.3","1300110007"
"-110","300103","","31","","30011","300103","1","1","260","1300110008"
"-127","300111","","31","","30011","300111","1","1","215","1300110009"
"","0","","91","","30011","0","","","","1300110010"
"","1000001","","3","0","30011","travel_topdrama_r_3001_idle_B","0","","0","1300110011"
"","12","","3","0","30011","travel_topdrama_r_3001_idle_B","0","","0","1300110012"
"","1000002","","3","0","30011","travel_topdrama_r_3001_idle_A","0","","0","1300110013"
"","11","","3","0","30011","travel_topdrama_r_3001_idle_A","0","","0","1300110014"
"","1.7","","93","","30011","0","","","","1300110015"
"","1300110011","","101","","30011","0","","","","1300110016"
"","0","","3","","30011","none","0","","0","1300110017"
"","0","","91","","30011","0","","","","1300110018"
"-110","300106","","31","","30012","300106","0","1","260","1300120001"
"-110","300108","","31","","30012","300108","0","1","260","1300120002"
"92.6","300100","","31","","30012","300100","0","0.4","17.3","1300120003"
"92.6","300104","","31","","30012","300104","0","0.4","0","1300120004"
"","0","","91","","30012","","","","","1300120005"
"","1000002","","3","","30012","travel_topdrama_r_3001_idle_A","0.5","","1","1300120006"
"","11","","3","","30012","travel_topdrama_r_3001_idle_A","0.5","","1","1300120007"
"","1000001","","3","","30012","travel_topdrama_r_3001_idle_B","0.5","","1","1300120008"
"","12","","3","","30012","travel_topdrama_r_3001_idle_B","0.5","","1","1300120009"
"","0.2","","93","","30012","0","","","","1300120010"
"","300100","","32","","30012","1","","","","1300120011"
"","2","","93","","30012","0","","","","1300120012"
"","300103","","32","","30012","0","","","","1300120013"
"","300108","","32","","30012","1","","","","1300120014"
"","300106","","32","","30012","1","","","","1300120015"
"","se_travel_top","","23","","30012","se_travel_top_fishing_hit","","","0","1300120016"
"","1000002","","3","","30012","travel_topdrama_r_3001_1_01_A","0","","0","1300120017"
"","11","","3","","30012","travel_topdrama_r_3001_1_01_A","0","","0","1300120018"
"","1000001","","3","","30012","travel_topdrama_r_3001_1_01_B","0.5","","0","1300120019"
"","12","","3","","30012","travel_topdrama_r_3001_1_01_B","0.5","","0","1300120020"
"","0","","91","","30012","","","","","1300120021"
"","300108","","32","","30012","0","","","","1300120022"
"","1000002","","3","","30012","travel_topdrama_r_3001_1_02_A","0","","0","1300120023"
"","11","","3","","30012","travel_topdrama_r_3001_1_02_A","0","","0","1300120024"
"","1000001","","3","","30012","travel_topdrama_r_3001_1_02_B","0.2","","0","1300120025"
"","12","","3","","30012","travel_topdrama_r_3001_1_02_B","0.2","","0","1300120026"
"","1","","93","","30012","0","","","","1300120027"
"","300100","","32","","30012","0","","","","1300120028"
"","0","","91","","30012","","","","","1300120029"
"-110","300107","","31","","30012","300107","1","1","260","1300120030"
"","se_travel_top","","23","","30012","se_travel_top_fishing_appear_box","","","0","1300120031"
"","1000002","","3","","30012","travel_topdrama_r_3001_1_03_A","","","0","1300120032"
"","11","","3","","30012","travel_topdrama_r_3001_1_03_A","","","0","1300120033"
"","13","","3","","30012","travel_topdrama_r_3001_1_03_A","","","0","1300120034"
"","1000001","","3","","30012","travel_topdrama_r_3001_1_03_B","","","0","1300120035"
"travel_topdrama_r_3001_1_03_B_loop","12","","3","","30012","travel_topdrama_r_3001_1_03_B","0.2","1","0","1300120036"
"","0.8","","93","","30012","0","","","","1300120037"
"","300106","","32","","30012","0","","","","1300120038"
"","","","111","","30012","","","","","1300120039"
"","0","","91","","30012","","","","","1300120040"
"-17.5","1","travel_topdrama_r_3001_idle_B","1","0","30021","1000001","0.8","-75.6","51","1300210001"
"-17.5","1","travel_topdrama_r_3001_idle_B","5","0","30021","12","0.8","-75.6","50","1300210002"
"31.4","1","travel_topdrama_r_3001_idle_A","1","0","30021","1000002","0.8","-56.1","49","1300210003"
"31.4","1","travel_topdrama_r_3001_idle_A","5","0","30021","11","0.8","-56.1","48","1300210004"
"31.4","2","travel_topdrama_r_3001_idle_A","5","0","30021","13","0.8","-56.1","49","1300210005"
"0","0","normal","5","","30021","0","1","-88","110","1300210006"
"-43.7","300201","","31","","30021","300201","1","0.5","-30.3","1300210007"
"-110","300203","","31","","30021","300203","1","1","260","1300210008"
"-127","300211","","31","","30021","300211","1","1","215","1300210009"
"","0","","91","","30021","0","","","","1300210010"
"","1000001","","3","0","30021","travel_topdrama_r_3001_idle_B","0","","0","1300210011"
"","12","","3","0","30021","travel_topdrama_r_3001_idle_B","0","","0","1300210012"
"","1000002","","3","0","30021","travel_topdrama_r_3001_idle_A","0","","0","1300210013"
"","11","","3","0","30021","travel_topdrama_r_3001_idle_A","0","","0","1300210014"
"","1.7","","93","","30021","0","","","","1300210015"
"","1300210011","","101","","30021","0","","","","1300210016"
"","0","","3","","30021","none","0","","0","1300210017"
"","0","","91","","30021","0","","","","1300210018"
"-110","300206","","31","","30022","300206","0","1","260","1300220001"
"-110","300208","","31","","30022","300208","0","1","260","1300220002"
"92.6","300200","","31","","30022","300200","0","0.4","17.3","1300220003"
"92.6","300204","","31","","30022","300204","0","0.4","0","1300220004"
"","0","","91","","30022","","","","","1300220005"
"","1000002","","3","","30022","travel_topdrama_r_3001_idle_A","0.5","","1","1300220006"
"","11","","3","","30022","travel_topdrama_r_3001_idle_A","0.5","","1","1300220007"
"","1000001","","3","","30022","travel_topdrama_r_3001_idle_B","0.5","","1","1300220008"
"","12","","3","","30022","travel_topdrama_r_3001_idle_B","0.5","","1","1300220009"
"","0.2","","93","","30022","0","","","","1300220010"
"","300200","","32","","30022","1","","","","1300220011"
"","2","","93","","30022","0","","","","1300220012"
"","300203","","32","","30022","0","","","","1300220013"
"","300208","","32","","30022","1","","","","1300220014"
"","300206","","32","","30022","1","","","","1300220015"
"","se_travel_top","","23","","30022","se_travel_top_fishing_hit","","","0","1300220016"
"","1000002","","3","","30022","travel_topdrama_r_3001_1_01_A","0","","0","1300220017"
"","11","","3","","30022","travel_topdrama_r_3001_1_01_A","0","","0","1300220018"
"","1000001","","3","","30022","travel_topdrama_r_3001_1_01_B","0.5","","0","1300220019"
"","12","","3","","30022","travel_topdrama_r_3001_1_01_B","0.5","","0","1300220020"
"","0","","91","","30022","","","","","1300220021"
"","300208","","32","","30022","0","","","","1300220022"
"","1000002","","3","","30022","travel_topdrama_r_3001_1_02_A","0","","0","1300220023"
"","11","","3","","30022","travel_topdrama_r_3001_1_02_A","0","","0","1300220024"
"","1000001","","3","","30022","travel_topdrama_r_3001_1_02_B","0.2","","0","1300220025"
"","12","","3","","30022","travel_topdrama_r_3001_1_02_B","0.2","","0","1300220026"
"","1","","93","","30022","0","","","","1300220027"
"","300200","","32","","30022","0","","","","1300220028"
"","0","","91","","30022","","","","","1300220029"
"-110","300207","","31","","30022","300107","1","1","260","1300220030"
"","se_travel_top","","23","","30022","se_travel_top_fishing_appear_silverbox","","","0","1300220031"
"","1000002","","3","","30022","travel_topdrama_r_3001_1_03_A","","","0","1300220032"
"","11","","3","","30022","travel_topdrama_r_3002_03_A","","","0","1300220033"
"","13","","3","","30022","travel_topdrama_r_3002_03_A","","","0","1300220034"
"","1000001","","3","","30022","travel_topdrama_r_3001_1_03_B","","","0","1300220035"
"travel_topdrama_r_3001_1_03_B_loop","12","","3","","30022","travel_topdrama_r_3001_1_03_B","0.2","1","0","1300220036"
"","0.8","","93","","30022","0","","","","1300220037"
"","300206","","32","","30022","0","","","","1300220038"
"","","","111","","30022","","","","","1300220039"
"","0","","91","","30022","","","","","1300220040"
"-17.5","1","travel_topdrama_r_3001_idle_B","1","0","30031","1000001","0.8","-75.6","51","1300310001"
"-17.5","1","travel_topdrama_r_3001_idle_B","5","0","30031","12","0.8","-75.6","50","1300310002"
"31.4","1","travel_topdrama_r_3001_idle_A","1","0","30031","1000002","0.8","-56.1","49","1300310003"
"31.4","1","travel_topdrama_r_3001_idle_A","5","0","30031","11","0.8","-56.1","48","1300310004"
"-170","4","travel_topdrama_r_3001_none","5","0","30031","15","0.85","-20","52","1300310005"
"0","0","normal","5","","30031","0","1","-88","110","1300310006"
"-43.7","300301","","31","","30031","300301","1","0.5","-30.3","1300310007"
"-110","300303","","31","","30031","300303","1","1","260","1300310008"
"-127","300311","","31","","30031","300311","1","1","215","1300310009"
"","0","","91","","30031","0","","","","1300310010"
"","1000001","","3","0","30031","travel_topdrama_r_3001_idle_B","0","","0","1300310011"
"","12","","3","0","30031","travel_topdrama_r_3001_idle_B","0","","0","1300310012"
"","1000002","","3","0","30031","travel_topdrama_r_3001_idle_A","0","","0","1300310013"
"","11","","3","0","30031","travel_topdrama_r_3001_idle_A","0","","0","1300310014"
"","1.7","","93","","30031","0","","","","1300310015"
"","1300310011","","101","","30031","0","","","","1300310016"
"","0","","3","","30031","none","0","","0","1300310017"
"","0","","91","","30031","0","","","","1300310018"
"-110","300306","","31","","30032","300306","0","1","260","1300320001"
"-110","300308","","31","","30032","300308","0","1","260","1300320002"
"92.6","300300","","31","","30032","300300","0","0.4","17.3","1300320003"
"92.6","300304","","31","","30032","300304","0","0.4","0","1300320004"
"","0","","91","","30032","","","","","1300320005"
"","1000002","","3","","30032","travel_topdrama_r_3001_idle_A","0.5","","1","1300320006"
"","11","","3","","30032","travel_topdrama_r_3001_idle_A","0.5","","1","1300320007"
"","1000001","","3","","30032","travel_topdrama_r_3001_idle_B","0.5","","1","1300320008"
"","12","","3","","30032","travel_topdrama_r_3001_idle_B","0.5","","1","1300320009"
"","0.2","","93","","30032","0","","","","1300320010"
"","300300","","32","","30032","1","","","","1300320011"
"","2","","93","","30032","0","","","","1300320012"
