6cee17293e7d5cbf3ba0c2b5046e9f6771a0ab044f0cce996d4bf8618557d87a,2963fa1d2972cb681368982a2b3035265143e7663b7261c2dde2150852f9ebb3,ac4f82798641707b94e52fb8f5dea06ebca6a774d3704be03a4f27e764e4958b,177ea66d39694ab98393d723d622b7c9aa3daecf47ace1e89b9e171851f885c1,fa5cf1a6578bb26984f2f9d7faffca39ba3023ab02defa68a4b2d56f95eb956c,04f6ba3e53e922361e4ee0dff8c2e755357a204eccecd5b8dac7300bb73158a1,09731e2ce9e4787f827542fb591374a0e89f25bd293ad59caaf0285468e6539a,725a2616208147b24d3817e5754ccb68ae5664f96b5c5c29d0da4a8ef9af950a,f515dd3a0a42a11fde6d1b94cd927b808206c5bf2b2f0279b6fa737f754bea67,dd8f529c601d9f3d7d498b8840c87e4945a4f6e6095e73ef37b580416501a00d,8f7006990ca987874815cd64e20e92c72d070a94a2b0e2b52ae05aac0ad41dee,b035763d161fb1b0e04466d35e31039139608f5f7dfdf085cba087863c767715
"1.189","40","1240060","14","0","60","0","0","0","0","24","1"
"0","0","1240061","0","0","61","1","1.189","0","0","24","4"
"0.235","77","1240062","14","0","62","0","0","40","0","24","1"
"0","0","1240063","0","0","63","1","0.235","0","0","24","4"
"1.729","192","1240064","14","0","64","0","0","77","0","24","1"
"0","0","1240065","0","0","65","1","3.529","0","0","24","4"
"0","0","1250001","0","0","1","3","1","0","0","25","4"
"0","0","1250002","0","vo_nyx_0701","2","0","0","0","vo_nyx","25","2"
"2.62","218","1250003","1","0","3","0","0","0","0","25","1"
"0","0","1250004","0","0","4","1","3.07","0","0","25","4"
"0","0","1250005","0","vo_nyx_0702","5","0","0","0","vo_nyx","25","2"
"1.252","385","1250006","1","0","6","0","0","218","0","25","1"
"0","0","1250007","0","0","7","1","1.252","0","0","25","4"
"0.322","0","1250008","2","0","8","0","0","0","0","25","1"
"0","0","1250009","0","0","9","1","0.577","0","0","25","4"
"2.127","345","1250010","2","0","10","0","0","0","0","25","1"
"0","0","1250011","0","0","11","1","2.985","0","0","25","4"
"0","0","1250012","0","vo_nyx_0703","12","0","0","0","vo_nyx","25","2"
"2.972","380","1250013","3","0","13","0","0","0","0","25","1"
"0","0","1250014","0","0","14","1","3.55","0","0","25","4"
"3.003","323","1250015","4","0","15","0","0","0","0","25","1"
"0","0","1250016","0","0","16","1","3.672","0","0","25","4"
"0","0","1250017","0","vo_nyx_0704","17","0","0","0","vo_nyx","25","2"
"2.06","206","1250018","5","0","18","0","0","0","0","25","1"
"0","0","1250019","0","0","19","1","2.34","0","0","25","4"
"1.44","400","1250020","5","0","20","0","0","206","0","25","1"
"0","0","1250021","0","0","21","1","2.486","0","0","25","4"
"0","0","1250022","0","vo_nyx_0705","22","0","0","0","vo_nyx","25","2"
"0.766","71","1250023","6","0","23","0","0","0","0","25","1"
"0","0","1250024","0","0","24","1","1.136","0","0","25","4"
"2.067","320","1250025","6","0","25","0","0","71","0","25","1"
"0","0","1250026","0","0","26","1","2.735","0","0","25","4"
"0","0","1250027","0","vo_nyx_0706","27","0","0","0","vo_nyx","25","2"
"3.027","375","1250028","7","0","28","0","0","0","0","25","1"
"0","0","1250029","0","0","29","1","3.027","0","0","25","4"
"0.808","0","1250030","8","0","30","0","0","0","0","25","1"
"0","0","1250031","0","0","31","1","1.288","0","0","25","4"
"1.8","385","1250032","8","0","32","0","0","0","0","25","1"
"0","0","1250033","0","0","33","1","2.043","0","0","25","4"
"1.75","190","1250034","9","0","34","0","0","0","0","25","1"
"0","0","1250035","0","0","35","1","2.547","0","0","25","4"
"0","0","1250036","0","0","36","3","2","0","0","25","4"
"0","0","1250037","0","vo_nyx_0707","37","0","0","0","vo_nyx","25","2"
"2.997","326","1250038","10","0","38","0","0","0","0","25","1"
"0","0","1250039","0","0","39","1","3.809","0","0","25","4"
"0","0","1250040","0","vo_nyx_0708","40","0","0","0","vo_nyx","25","2"
"1.538","182","1250041","11","0","41","0","0","0","0","25","1"
"0","0","1250042","0","0","42","1","1.671","0","0","25","4"
"0.893","352","1250043","11","0","43","0","0","182","0","25","1"
"0","0","1250044","0","0","44","1","1.738","0","0","25","4"
"0","0","1250045","0","0","45","3","3","0","0","25","4"
"0","0","1250046","0","vo_nyx_0709","46","0","0","0","vo_nyx","25","2"
"1.427","95","1250047","12","0","47","0","0","0","0","25","1"
"0","0","1250048","0","0","48","1","1.895","0","0","25","4"
"1.653","234","1250049","12","0","49","0","0","95","0","25","1"
"0","0","1250050","0","0","50","1","1.732","0","0","25","4"
"0.686","373","1250051","12","0","51","0","0","234","0","25","1"
"0","0","1250052","0","0","52","1","0.686","0","0","25","4"
"0.693","90","1250053","13","0","53","0","0","0","0","25","1"
"0","0","1250054","0","0","54","1","1.063","0","0","25","4"
"1.258","174","1250055","13","0","55","0","0","90","0","25","1"
"0","0","1250056","0","0","56","1","1.915","0","0","25","4"
"1.222","388","1250057","13","0","57","0","0","174","0","25","1"
"0","0","1250058","0","0","58","1","2.085","0","0","25","4"
"0","0","1250059","0","vo_nyx_0710","59","0","0","0","vo_nyx","25","2"
"2.18","200","1250060","14","0","60","0","0","0","0","25","1"
"0","0","1250061","0","0","61","1","3.98","0","0","25","4"
"0","0","1260001","0","0","1","3","1","0","0","26","4"
"0","0","1260002","0","vo_nyx_0801","2","0","0","0","vo_nyx","26","2"
"0.65","70","1260003","1","0","3","0","0","0","0","26","1"
"0","0","1260004","0","0","4","1","1.4","0","0","26","4"
"1.119","138","1260005","1","0","5","0","0","70","0","26","1"
"0","0","1260006","0","0","6","1","1.816","0","0","26","4"
"1.557","332","1260007","1","0","7","0","0","138","0","26","1"
"0","0","1260008","0","0","8","1","2.665","0","0","26","4"
"0","0","1260009","0","vo_nyx_0802","9","0","0","0","vo_nyx","26","2"
"0.776","143","1260010","2","0","10","0","0","70","0","26","1"
"0","0","1260011","0","0","11","1","1.608","0","0","26","4"
"1.562","310","1260012","2","0","12","0","0","143","0","26","1"
"0","0","1260013","0","0","13","1","2.562","0","0","26","4"
"0","0","1260014","0","0","14","3","2","0","0","26","4"
"0","0","1260015","0","vo_nyx_0803","15","0","0","0","vo_nyx","26","2"
"0.65","68","1260016","3","0","16","0","0","0","0","26","1"
"0","0","1260017","0","0","17","1","1.4","0","0","26","4"
"2.205","248","1260018","3","0","18","0","0","68","0","26","1"
"0","0","1260019","0","0","19","1","2.779","0","0","26","4"
"0","0","1260020","0","vo_nyx_0804","20","0","0","0","vo_nyx","26","2"
"0.393","283","1260021","3","0","21","0","0","248","0","26","1"
"0","0","1260022","0","0","22","1","0.987","0","0","26","4"
"0.843","370","1260023","3","0","23","0","0","283","0","26","1"
"0","0","1260024","0","0","24","1","0.843","0","0","26","4"
"1.481","263","1260025","4","0","25","0","0","68","0","26","1"
"0","0","1260026","0","0","26","1","2.481","0","0","26","4"
"0","0","1260027","0","0","27","3","3","0","0","26","4"
"0","0","1260028","0","vo_nyx_0805","28","0","0","0","vo_nyx","26","2"
"0.65","70","1260029","5","0","29","0","0","0","0","26","1"
"0","0","1260030","0","0","30","1","1.4","0","0","26","4"
"1.879","270","1260031","5","0","31","0","0","70","0","26","1"
"0","0","1260032","0","0","32","1","2.917","0","0","26","4"
"2.759","267","1260033","6","0","33","0","0","70","0","26","1"
"0","0","1260034","0","0","34","1","3.645","0","0","26","4"
"0.487","395","1260035","6","0","35","0","0","267","0","26","1"
"0","0","1260036","0","0","36","1","1.487","0","0","26","4"
"0","0","1260037","0","0","37","3","4","0","0","26","4"
"0","0","1260038","0","vo_nyx_0806","38","0","0","0","vo_nyx","26","2"
"0.65","70","1260039","7","0","39","0","0","0","0","26","1"
"0","0","1260040","0","0","40","1","1.4","0","0","26","4"
"1.003","136","1260041","7","0","41","0","0","70","0","26","1"
"0","0","1260042","0","0","42","1","1.452","0","0","26","4"
"2.373","387","1260043","7","0","43","0","0","136","0","26","1"
"0","0","1260044","0","0","44","1","2.6","0","0","26","4"
"1.23","250","1260045","8","0","45","0","0","70","0","26","1"
"0","0","1260046","0","0","46","1","2.23","0","0","26","4"
"0","0","1260047","0","0","47","3","1","0","0","26","4"
"0","0","1260048","0","vo_nyx_0807","48","0","0","0","vo_nyx","26","2"
"0.65","68","1260049","9","0","49","0","0","0","0","26","1"
"0","0","1260050","0","0","50","1","1.4","0","0","26","4"
"2.24","350","1260051","9","0","51","0","0","68","0","26","1"
"0","0","1260052","0","0","52","1","2.74","0","0","26","4"
"1.252","163","1260053","10","0","53","0","0","70","0","26","1"
"0","0","1260054","0","0","54","1","1.742","0","0","26","4"
"2.352","380","1260055","10","0","55","0","0","163","0","26","1"
"0","0","1260056","0","0","56","1","2.779","0","0","26","4"
"2.013","310","1260057","11","0","57","0","0","70","0","26","1"
"0","0","1260058","0","0","58","1","3.047","0","0","26","4"
"0","0","1260059","0","vo_nyx_0808","59","0","0","0","vo_nyx","26","2"
"1.401","242","1260060","12","0","60","0","0","70","0","26","1"
"0","0","1260061","0","0","61","1","1.984","0","0","26","4"
"2.073","390","1260062","12","0","62","0","0","242","0","26","1"
"0","0","1260063","0","0","63","1","2.372","0","0","26","4"
"1.4","240","1260064","13","0","64","0","0","70","0","26","1"
"0","0","1260065","0","0","65","1","2.2","0","0","26","4"
"0","0","1260066","0","0","66","3","4","0","0","26","4"
"0","0","1260067","0","vo_nyx_0809","67","0","0","0","vo_nyx","26","2"
"0.65","68","1260068","14","0","68","0","0","0","0","26","1"
"0","0","1260069","0","0","69","1","1.4","0","0","26","4"
"1.52","260","1260070","14","0","70","0","0","68","0","26","1"
"0","0","1260071","0","0","71","1","2.5","0","0","26","4"
"0","0","1260072","0","vo_nyx_0810","72","0","0","0","vo_nyx","26","2"
"2.7","280","1260073","15","0","73","0","0","70","0","26","1"
"0","0","1260074","0","0","74","1","4.5","0","0","26","4"
"0","0","1320001","0","0","1","3","1","0","0","32","4"
"0","0","1320002","0","vo_nyx_0901","2","0","0","0","vo_nyx","32","2"
"3.31","215","1320003","1","0","3","0","0","0","0","32","1"
"0","0","1320004","0","0","4","1","3.909","0","0","32","4"
"0.836","358","1320005","1","0","5","0","0","215","0","32","1"
"0","0","1320006","0","0","6","1","1.457","0","0","32","4"
"0.533","395","1320007","1","0","7","0","0","358","0","32","1"
"0","0","1320008","0","0","8","1","0.533","0","0","32","4"
"1.392","149","1320009","2","0","9","0","0","0","0","32","1"
"0","0","1320010","0","0","10","1","1.99","0","0","32","4"
"3.058","395","1320011","2","0","11","0","0","149","0","32","1"
"0","0","1320012","0","0","12","1","3.058","0","0","32","4"
"0.338","74","1320013","3","0","13","0","0","0","0","32","1"
"0","0","1320014","0","0","14","1","1.471","0","0","32","4"
"0","0","1320015","0","vo_nyx_0902","15","0","0","0","vo_nyx","32","2"
"2.683","268","1320016","3","0","16","0","0","74","0","32","1"
"0","0","1320017","0","0","17","1","3.31","0","0","32","4"
"0.944","375","1320018","3","0","18","0","0","268","0","32","1"
"0","0","1320019","0","0","19","1","0.944","0","0","32","4"
"1.745","89","1320020","4","0","20","0","0","0","0","32","1"
"0","0","1320021","0","0","21","1","2.481","0","0","32","4"
"1.399","306","1320022","4","0","22","0","0","89","0","32","1"
"0","0","1320023","0","0","23","1","2.87","0","0","32","4"
"0","0","1320024","0","0","24","3","2","0","0","32","4"
"0","0","1320025","0","vo_nyx_0903","25","0","0","0","vo_nyx","32","2"
"1.276","83","1320026","5","0","26","0","0","0","0","32","1"
"0","0","1320027","0","0","27","1","2.005","0","0","32","4"
"1.038","171","1320028","5","0","28","0","0","83","0","32","1"
"0","0","1320029","0","0","29","1","1.608","0","0","32","4"
"1.038","280","1320030","5","0","30","0","0","171","0","32","1"
"0","0","1320031","0","0","31","1","1.11","0","0","32","4"
"2.055","202","1320032","6","0","32","0","0","0","0","32","1"
"0","0","1320033","0","0","33","1","2.844","0","0","32","4"
"1.871","389","1320034","6","0","34","0","0","202","0","32","1"
"0","0","1320035","0","0","35","1","2.397","0","0","32","4"
"1.589","175","1320036","7","0","36","0","0","0","0","32","1"
"0","0","1320037","0","0","37","1","2.196","0","0","32","4"
"2.445","395","1320038","7","0","38","0","0","175","0","32","1"
"0","0","1320039","0","0","39","1","2.445","0","0","32","4"
"1.372","266","1320040","8","0","40","0","0","0","0","32","1"
"0","0","1320041","0","0","41","1","2.657","0","0","32","4"
"0","0","1320042","0","0","42","3","3","0","0","32","4"
"0","0","1320043","0","vo_nyx_0904","43","0","0","0","vo_nyx","32","2"
"2.066","390","1320044","8","0","44","0","0","266","0","32","1"
"0","0","1320045","0","0","45","1","2.066","0","0","32","4"
"0.916","131","1320046","9","0","46","0","0","0","0","32","1"
"0","0","1320047","0","0","47","1","1.42","0","0","32","4"
"0.71","313","1320048","9","0","48","0","0","131","0","32","1"
"0","0","1320049","0","0","49","1","1.561","0","0","32","4"
"2.191","385","1320050","9","0","50","0","0","313","0","32","1"
"0","0","1320051","0","0","51","1","2.191","0","0","32","4"
"1.377","176","1320052","10","0","52","0","0","0","0","32","1"
"0","0","1320053","0","0","53","1","1.833","0","0","32","4"
"2.749","390","1320054","10","0","54","0","0","176","0","32","1"
"0","0","1320055","0","0","55","1","2.749","0","0","32","4"
"0.753","74","1320056","11","0","56","0","0","0","0","32","1"
"0","0","1320057","0","0","57","1","2.093","0","0","32","4"
"0","0","1320058","0","vo_nyx_0905","58","0","0","0","vo_nyx","32","2"
"1.534","160","1320059","11","0","59","0","0","74","0","32","1"
"0","0","1320060","0","0","60","1","2.185","0","0","32","4"
"1.269","311","1320061","11","0","61","0","0","160","0","32","1"
"0","0","1320062","0","0","62","1","1.86","0","0","32","4"
"0.74","400","1320063","11","0","63","0","0","311","0","32","1"
"0","0","1320064","0","0","64","1","0.74","0","0","32","4"
"1.911","134","1320065","12","0","65","0","0","0","0","32","1"
"0","0","1320066","0","0","66","1","2.508","0","0","32","4"
"2.445","380","1320067","12","0","67","0","0","134","0","32","1"
"0","0","1320068","0","0","68","1","3.145","0","0","32","4"
"0","0","1320069","0","vo_nyx_0906","69","0","0","0","vo_nyx","32","2"
"0.992","116","1320070","13","0","70","0","0","0","0","32","1"
"0","0","1320071","0","0","71","1","2.792","0","0","32","4"
"0","0","1330001","0","0","1","3","1","0","0","33","4"
"0","0","1330002","0","vo_nyx_1001","2","0","0","0","vo_nyx","33","2"
"1.326","194","1330003","1","0","3","0","0","0","0","33","1"
"0","0","1330004","0","0","4","1","1.649","0","0","33","4"
"2.01","315","1330005","1","0","5","0","0","194","0","33","1"
"0","0","1330006","0","0","6","1","2.529","0","0","33","4"
"1.404","395","1330007","1","0","7","0","0","315","0","33","1"
"0","0","1330008","0","0","8","1","1.459","0","0","33","4"
"0.468","120","1330009","2","0","9","0","0","0","0","33","1"
"0","0","1330010","0","0","10","1","1.704","0","0","33","4"
"0","0","1330011","0","vo_nyx_1002","11","0","0","0","vo_nyx","33","2"
"1.337","178","1330012","2","0","12","0","0","120","0","33","1"
"0","0","1330013","0","0","13","1","1.337","0","0","33","4"
"2.128","380","1330014","2","0","14","0","0","178","0","33","1"
"0","0","1330015","0","0","15","1","3.666","0","0","33","4"
"0","0","1330016","0","vo_nyx_1003","16","0","0","0","vo_nyx","33","2"
"1.938","207","1330017","3","0","17","0","0","0","0","33","1"
"0","0","1330018","0","0","18","1","2.451","0","0","33","4"
"1.303","330","1330019","3","0","19","0","0","207","0","33","1"
"0","0","1330020","0","0","20","1","2.273","0","0","33","4"
"0","0","1330021","0","vo_nyx_1004","21","0","0","0","vo_nyx","33","2"
"1.136","150","1330022","4","0","22","0","0","0","0","33","1"
"0","0","1330023","0","0","23","1","1.905","0","0","33","4"
"1.136","265","1330024","4","0","24","0","0","150","0","33","1"
"0","0","1330025","0","0","25","1","1.905","0","0","33","4"
"2.016","395","1330026","4","0","26","0","0","265","0","33","1"
"0","0","1330027","0","0","27","1","2.116","0","0","33","4"
"1.227","128","1330028","5","0","28","0","0","0","0","33","1"
"0","0","1330029","0","0","29","1","1","0","0","33","4"
"0","0","1330030","0","vo_nyx_1005","30","0","0","0","vo_nyx","33","2"
"1.227","119","1330031","6","0","31","0","0","0","0","33","1"
"0","0","1330032","0","0","32","1","2.174","0","0","33","4"
"0","0","1330033","0","vo_nyx_1006","33","0","0","0","vo_nyx","33","2"
"3.075","395","1330034","6","0","34","0","0","119","0","33","1"
"0","0","1330035","0","0","35","1","3.81","0","0","33","4"
"1.281","120","1330036","7","0","36","0","0","0","0","33","1"
"0","0","1330037","0","0","37","1","2.507","0","0","33","4"
"0","0","1330038","0","vo_nyx_1007","38","0","0","0","vo_nyx","33","2"
"1.17","253","1330039","7","0","39","0","0","120","0","33","1"
"0","0","1330040","0","0","40","1","2.039","0","0","33","4"
"0","0","1330041","0","vo_nyx_1008","41","0","0","0","vo_nyx","33","2"
"0.757","350","1330042","7","0","42","0","0","253","0","33","1"
"0","0","1330043","0","0","43","1","2.139","0","0","33","4"
"0","0","1330044","0","0","44","3","2","0","0","33","4"
"0","0","1330045","0","vo_nyx_1009","45","0","0","0","vo_nyx","33","2"
"1.348","140","1330046","8","0","46","0","0","0","0","33","1"
"0","0","1330047","0","0","47","1","2.852","0","0","33","4"
"0","0","1330048","0","vo_nyx_1010","48","0","0","0","vo_nyx","33","2"
"0.702","30","1330049","9","0","49","0","0","0","0","33","1"
"0","0","1330050","0","0","50","1","0.702","0","0","33","4"
"1.604","162","1330051","9","0","51","0","0","30","0","33","1"
"0","0","1330052","0","0","52","1","2.844","0","0","33","4"
"0","0","1330053","0","vo_nyx_1011","53","0","0","0","vo_nyx","33","2"
"2.016","395","1330054","9","0","54","0","0","162","0","33","1"
"0","0","1330055","0","0","55","1","2.707","0","0","33","4"
"2.128","234","1330056","10","0","56","0","0","0","0","33","1"
"0","0","1330057","0","0","57","1","3.32","0","0","33","4"
"0","0","1330058","0","vo_nyx_1012","58","0","0","0","vo_nyx","33","2"
"2.38","390","1330059","10","0","59","0","0","234","0","33","1"
"0","0","1330060","0","0","60","1","3.338","0","0","33","4"
"0","0","1330061","0","0","61","3","3","0","0","33","4"
"0","0","1330062","0","vo_nyx_1013","62","0","0","0","vo_nyx","33","2"
"1.337","176","1330063","11","0","63","0","0","0","0","33","1"
"0","0","1330064","0","0","64","1","1.883","0","0","33","4"
"1.95","392","1330065","11","0","65","0","0","176","0","33","1"
"0","0","1330066","0","0","66","1","3.243","0","0","33","4"
"0","0","1330067","0","vo_nyx_1014","67","0","0","0","vo_nyx","33","2"
"0.724","392","1330068","11","0","68","0","0","392","0","33","1"
"0","0","1330069","0","0","69","1","0.724","0","0","33","4"
"0.824","131","1330070","12","0","70","0","0","0","0","33","1"
"0","0","1330071","0","0","71","1","1.392","0","0","33","4"
"3.319","390","1330072","12","0","72","0","0","131","0","33","1"
"0","0","1330073","0","0","73","1","4.265","0","0","33","4"
"0","0","1330074","0","vo_nyx_1015","74","0","0","0","vo_nyx","33","2"
"2.306","235","1330075","13","0","75","0","0","0","0","33","1"
"0","0","1330076","0","0","76","1","3.198","0","0","33","4"
"0","0","1330077","0","0","77","3","4","0","0","33","4"
"0","0","1330078","0","vo_nyx_1016","78","0","0","0","vo_nyx","33","2"
"1.713","315","1330079","14","0","79","0","0","0","0","33","1"
"0","0","1330080","0","0","80","1","2.607","0","0","33","4"
"1.66","308","1330081","15","0","81","0","0","0","0","33","1"
"0","0","1330082","0","0","82","1","3.16","0","0","33","4"
"0","0","1340001","0","0","1","3","1","0","0","34","4"
"0","0","1340002","0","vo_nyx_1501","2","0","0","0","vo_nyx","34","2"
"0.64","45","1340003","1","0","3","0","0","0","0","34","1"
"0","0","1340004","0","0","4","1","1.223","0","0","34","4"
"0.878","102","1340005","1","0","5","0","0","45","0","34","1"
"0","0","1340006","0","0","6","1","1.635","0","0","34","4"
"0","0","1340007","0","vo_nyx_1502","7","0","0","0","vo_nyx","34","2"
"1.01","280","1340008","1","0","8","0","0","102","0","34","1"
"0","0","1340009","0","0","9","1","2.02","0","0","34","4"
"0","0","1340010","0","vo_nyx_1503","10","0","0","0","vo_nyx","34","2"
"4.04","375","1340011","2","0","11","0","0","0","0","34","1"
"0","0","1340012","0","0","12","1","4.731","0","0","34","4"
"2.766","310","1340013","3","0","13","0","0","0","0","34","1"
"0","0","1340014","0","0","14","1","3.699","0","0","34","4"
"0","0","1340015","0","vo_nyx_1504","15","0","0","0","vo_nyx","34","2"
"2.338","147","1340016","4","0","16","0","0","0","0","34","1"
"0","0","1340017","0","0","17","1","3.085","0","0","34","4"
"0","0","1340018","0","vo_nyx_1505","18","0","0","0","vo_nyx","34","2"
"0.911","340","1340019","4","0","19","0","0","147","0","34","1"
"0","0","1340020","0","0","20","1","2.338","0","0","34","4"
"0","0","1340021","0","vo_nyx_1506","21","0","0","0","vo_nyx","34","2"
"1.789","147","1340022","5","0","22","0","0","0","0","34","1"
"0","0","1340023","0","0","23","1","2.096","0","0","34","4"
"1.992","370","1340024","5","0","24","0","0","147","0","34","1"
"0","0","1340025","0","0","25","1","3.002","0","0","34","4"
"0","0","1340026","0","vo_nyx_1507","26","0","0","0","vo_nyx","34","2"
"1.179","120","1340027","6","0","27","0","0","0","0","34","1"
"0","0","1340028","0","0","28","1","1.679","0","0","34","4"
"1.438","220","1340029","6","0","29","0","0","120","0","34","1"
"0","0","1340030","0","0","30","1","2.096","0","0","34","4"
"0","0","1340031","0","vo_nyx_1508","31","0","0","0","vo_nyx","34","2"
"1.679","395","1340032","6","0","32","0","0","220","0","34","1"
"0","0","1340033","0","0","33","1","1.679","0","0","34","4"
"1.032","148","1340034","7","0","34","0","0","0","0","34","1"
"0","0","1340035","0","0","35","1","1.833","0","0","34","4"
"0","0","1340036","0","vo_nyx_1509","36","0","0","0","vo_nyx","34","2"
"2.788","400","1340037","7","0","37","0","0","148","0","34","1"
"0","0","1340038","0","0","38","1","3.765","0","0","34","4"
"0","0","1340039","0","vo_nyx_1510","39","0","0","0","vo_nyx","34","2"
"0.79","59","1340040","8","0","40","0","0","0","0","34","1"
"0","0","1340041","0","0","41","1","1.35","0","0","34","4"
"2.404","236","1340042","8","0","42","0","0","59","0","34","1"
"0","0","1340043","0","0","43","1","3.117","0","0","34","4"
"0","0","1340044","0","0","44","3","2","0","0","34","4"
"0","0","1340045","0","vo_nyx_1511","45","0","0","0","vo_nyx","34","2"
"1.756","395","1340046","8","0","46","0","0","236","0","34","1"
"0","0","1340047","0","0","47","1","2.59","0","0","34","4"
"1.954","296","1340048","9","0","48","0","0","0","0","34","1"
"0","0","1340049","0","0","49","1","2.415","0","0","34","4"
"1.649","391","1340050","9","0","50","0","0","296","0","34","1"
"0","0","1340051","0","0","51","1","2.228","0","0","34","4"
"0.592","391","1340052","9","0","52","0","0","391","0","34","1"
"0","0","1340053","0","0","53","1","0.592","0","0","34","4"
"1.12","62","1340054","10","0","54","0","0","0","0","34","1"
"0","0","1340055","0","0","55","1","1.68","0","0","34","4"
"2.205","224","1340056","10","0","56","0","0","62","0","34","1"
"0","0","1340057","0","0","57","1","2.908","0","0","34","4"
"1.526","385","1340058","10","0","58","0","0","224","0","34","1"
"0","0","1340059","0","0","59","1","1.526","0","0","34","4"
"1.207","89","1340060","11","0","60","0","0","0","0","34","1"
"0","0","1340061","0","0","61","1","2.448","0","0","34","4"
"0","0","1340062","0","0","62","3","3","0","0","34","4"
"0","0","1340063","0","vo_nyx_1512","63","0","0","0","vo_nyx","34","2"
"1.624","254","1340064","11","0","64","0","0","89","0","34","1"
"0","0","1340065","0","0","65","1","2.294","0","0","34","4"
"1.405","397","1340066","11","0","66","0","0","254","0","34","1"
"0","0","1340067","0","0","67","1","1.405","0","0","34","4"
"0.746","106","1340068","12","0","68","0","0","0","0","34","1"
"0","0","1340069","0","0","69","1","1.822","0","0","34","4"
"0","0","1340070","0","0","70","3","4","0","0","34","4"
"0","0","1340071","0","vo_nyx_1513","71","0","0","0","vo_nyx","34","2"
"2.338","300","1340072","12","0","72","0","0","106","0","34","1"
"0","0","1340073","0","0","73","1","3.227","0","0","34","4"
"0","0","1340074","0","0","74","3","5","0","0","34","4"
"0","0","1340075","0","vo_nyx_1514","75","0","0","0","vo_nyx","34","2"
"1.745","120","1340076","13","0","76","0","0","0","0","34","1"
"0","0","1340077","0","0","77","1","2.195","0","0","34","4"
"1.405","293","1340078","13","0","78","0","0","120","0","34","1"
"0","0","1340079","0","0","79","1","2.437","0","0","34","4"
"0","0","1340080","0","vo_nyx_1515","80","0","0","0","vo_nyx","34","2"
"0.428","42","1340081","14","0","81","0","0","0","0","34","1"
"0","0","1340082","0","0","82","1","2.16","0","0","34","4"
