2a1d596b6cad3368ccaa83f5046b476c3a4ef3977af820ef6814a1af044d2578,b93f6bea88ddde6ea89201a289c0e448ca54e60ab296dab433e8bf8a82056fc8,164c050b61ea17822d216287bd6e4562b111f9b21fb7a2615bd37cf828034c9a,5d3c3125f002ef14f3577f547bb9ec9238bd24866d106f49f9cecf0696387479,2b3c8fe75cc2925e01fb40e6b0d90c25b3dc114d59050f278710ac1ed6774023,6a8abad0ac582597d828d3e722bfa53e3bc3bd43518bfe341f4aa5c8c2099715,352532b9b6475256f7561343e0b18c850b11530c0ae8a5345d554b34b5402018,ac519500a1a0fe8999eb1e8ac6ae8f5a1e99e6f2a0b5cf909efe7275104911cd,9f509e0fd15ab2ac81af4ff4148f0e720a5ab1a53749b8d970c007a7b9ab2fcd,ba9d78470075acd7266041e28e3eac0aec4fe588f158e549b7f251de1174e2b5,fcfcccca6b0f06bf92e7ddd4d3b221733c872ad9e26a60c050b4cc9b8aed6023
"131120043","3","","1000001","","3112","0","shock_jump","","0",""
"131120044","93","","0.6","","3112","","0","","",""
"131120045","3","","3","","3112","0.2","round_monster_idle","","1",""
"131120046","93","","0.4","","3112","","0","","",""
"131120047","2","0","1000001","0","3112","","0","","-250",""
"131120048","3","","1000001","","3112","","escape","","1",""
"131120049","2","1","1000001","0","3112","","-600","","-250",""
"131120050","93","","1","","3112","","0","","",""
"131120051","6","1","1000001","0","3112","0.2","1","","1",""
"131120052","93","","0.4","","3112","","0","","",""
"131120053","113","","2","","3112","","0","","",""
"131130001","31","0","311300","1","3113","0","311300","","345.4",""
"131130002","91","","0","","3113","","","","",""
"131130003","3","","1000001","","3113","0.2","wait_gradeUp","","0",""
"131130004","32","","311300","","3113","","1","","",""
"131130005","93","","0.1","","3113","","0","","",""
"131130006","32","","3","","3113","","0","","",""
"131130007","93","","0.8","","3113","","0","","",""
"131130008","123","1.05","1.05","0","3113","0","1.05","","1.05",""
"131130009","122","","5","","3113","","5","","0.5",""
"131130010","93","","1.1","","3113","","0","","",""
"131130011","123","1.05","1.05","0","3113","0","1.05","","1.05",""
"131130012","122","","10","","3113","","10","","0.5",""
"131130013","93","","0.8","","3113","","0","","",""
"131130014","3","","1000001","","3113","0.2","glad_dot_light","","0",""
"131130015","93","","0.1","","3113","","0","","",""
"131130016","123","0.907","0.907","0.4","3113","5","0.907","","0.907",""
"131130017","93","","1","","3113","","0","","",""
"131130018","3","","1000001","","3113","0.2","disappoint","","0",""
"131130019","93","","1","","3113","","0","","",""
"131130020","113","","2","","3113","","","","",""
"131140001","31","0","311400","1","3114","0","311400","","345.4",""
"131140002","91","","0","","3114","","","","",""
"131140003","123","1.05","1.05","7.4","3114","0","1.05","","1.05",""
"131140004","3","","1000001","","3114","0.2","wait","","0",""
"131140005","32","","311400","","3114","","1","","",""
"131140006","93","","0.1","","3114","","0","","",""
"131140007","32","","2","","3114","","0","","",""
"131140008","93","","3.4","","3114","","0","","",""
"131140009","123","0.95","0.95","3.2","3114","5","0.95","","0.95",""
"131140010","3","shock_short_loop","1000001","1","3114","0.1","shock_short_in","0","0",""
"131140011","93","","1.4","","3114","","0","","",""
"131140012","3","","1000001","","3114","0.2","disappoint","","0",""
"131140013","93","","0.7","","3114","","0","","",""
"131140014","113","","2","","3114","","","","",""
"131210001","31","0","312100","1","3121","0","312100","","345.4",""
"131210002","91","","0","","3121","","","","",""
"131210003","123","1.05","1.05","7.4","3121","0","1.05","","1.05",""
"131210004","3","","1000001","","3121","0.2","wait","","0",""
"131210005","35","","2","","3121","","1","","",""
"131210006","23","","se_travel","","3121","","se_travel_treasure_big_rock","","0",""
"131210007","93","","3.7","","3121","","0","","",""
"131210008","32","","312100","","3121","","1","","",""
"131210009","122","","15","","3121","","15","","0.65",""
"131210010","93","","0.5","","3121","","0","","",""
"131210011","122","","20","","3121","","20","","3.2",""
"131210012","3","","1000001","","3121","0.2","shock_jump_short","","0",""
"131210013","91","","0","","3121","","0","","",""
"131210014","3","","1000001","","3121","0","escape","","1",""
"131210015","2","2","1000001","0","3121","","-880","","-240",""
"131210016","93","","0.8","","3121","","0","","",""
"131210017","113","","2","","3121","","","","",""
"131220001","3","","1000001","","3122","0.2","idle","","1",""
"131220002","31","-65","312200","1","3122","0","11","","345",""
"131220003","31","-65","312201","1","3122","0","12","","345",""
"131220004","91","","0","","3122","","","","",""
"131220005","123","1.05","1.05","6.8","3122","0","1.05","0","1.05",""
"131220006","3","","1000001","","3122","0.2","wait","","0",""
"131220007","35","","2","","3122","","1","","",""
"131220008","93","","4","","3122","","0","","",""
"131220009","123","0.95","0.95","0.4","3122","0","0.95","","0.95",""
"131220010","32","","11","","3122","","1","","",""
"131220011","32","","12","","3122","","1","","",""
"131220012","3","","1000001","","3122","","arrow_panic","","0",""
"131220013","93","","2.7","","3122","","0","","",""
"131220014","113","","2","","3122","","0","","",""
"131230001","31","0","6","1","3123","0","6","","345.4",""
"131230002","31","0","7","1","3123","0","7","","345.4",""
"131230003","31","0","310000","1","3123","0","310000","","345.4",""
"131230004","31","0","312300","1","3123","0","312300","","345.4",""
"131230005","31","0","990001","1","3123","1","990001","","345.4",""
"131230006","5","345","4","-180","3123","1.1","14","0","14","reward_loop"
"131230007","91","","0","","3123","","","","",""
"131230008","123","1.05","1.05","7.4","3123","0","1.05","","1.05",""
"131230009","3","","1000001","","3123","0.2","wait","","0",""
"131230010","35","","2","","3123","","1","","",""
"131230011","93","","4.9","","3123","","0","","",""
"131230012","122","","30","","3123","","30","","0.4",""
"131230013","32","","312300","","3123","","1","","",""
"131230014","32","","6","","3123","","1","","",""
"131230015","93","","0.1","","3123","","0","","",""
"131230016","32","","2","","3123","","0","","",""
"131230017","32","","3","","3123","","0","","",""
"131230018","3","","1000001","","3123","","dotEyes_noEmotion","","0",""
"131230019","21","0","vo_travel_round_event","","3123","","vo_travel_round_event_3123","","0",""
"131230020","93","","2.5","","3123","","0","","",""
"131230021","32","","7","","3123","","1","","",""
"131230022","93","","0.1","","3123","","0","","",""
"131230023","32","","6","","3123","","0","","",""
"131230024","93","","0.2","","3123","","0","","",""
"131230025","123","0.95","0.95","0.3","3123","0","0.95","","0.95",""
"131230026","32","","310000","","3123","","1","","",""
"131230027","93","","0.2","","3123","","0","","",""
"131230028","122","","50","","3123","","50","","0.6",""
"131230029","93","","1.6","","3123","","0","","",""
"131230030","113","","2","","3123","","","","",""
"131240001","31","0","312400","1","3124","0","312400","","345.4",""
"131240002","31","0","8","1","3124","0","8","","345.4",""
"131240003","35","","8","","3124","","0","","",""
"131240004","32","","8","","3124","","1","","",""
"131240005","31","0","990002","1","3124","1","990002","","345.4",""
"131240006","5","345.4","2","-240","3124","0.5","3124","0","56","empty"
"131240007","91","","0","","3124","","","","",""
"131240008","123","1.05","1.05","7.4","3124","0","1.05","","1.05",""
"131240009","3","","1000001","","3124","0.2","wait","","0",""
"131240010","35","","2","","3124","","1","","",""
"131240011","93","","5.4","","3124","","0","","",""
"131240012","32","","312400","","3124","","1","","",""
"131240013","93","","0.1","","3124","","0","","",""
"131240014","32","","2","","3124","","0","","",""
"131240015","123","0.95","0.95","0.4","3124","0","0.95","","0.95",""
"131240016","3","","1000001","","3124","0.2","glad","","0",""
"131240017","3","","3124","","3124","0","drop","","0",""
"131240018","93","","0.7","","3124","","0","","",""
"131240019","3","","1000001","","3124","0.2","joy_short","","0",""
"131240020","93","","0.7","","3124","","0","","",""
"131240021","3","","3124","","3124","0","shock","","0",""
"131240022","93","","0.8","","3124","","0","","",""
"131240023","3","","1000001","0","3124","0.2","shock_jump_mimic","","0",""
"131240024","93","","2.4","","3124","","0","","",""
"131240025","113","","2","","3124","","","","",""
"132000001","31","0","320000","1","3200","0","320000","","345.4",""
"132000002","31","0","110","1","3200","0","110","","345.4",""
"132000003","31","0","111","1","3200","0","111","","345.4",""
"132000004","31","0","990001","1","3200","1","990001","","345.4",""
"132000005","91","","0","","3200","","","","",""
"132000006","123","1.05","1.05","7.4","3200","0","1.05","","1.05",""
"132000007","3","","1000001","","3200","0.2","wait","","0",""
"132000008","35","","2","","3200","","1","","",""
"132000009","93","","5.4","","3200","","0","","",""
"132000010","3","","1000001","","3200","0.2","glad","","0",""
"132000011","32","","320000","","3200","","1","","",""
"132000012","93","","1","","3200","","0","","",""
"132000013","123","0.95","0.95","0.8","3200","5","0.95","","0.95",""
"132000014","32","","110","","3200","","1","","",""
"132000015","32","","111","","3200","","1","","",""
"132000016","93","","0.1","","3200","","0","","",""
"132000017","32","","2","","3200","","0","","",""
"132000018","32","","3","","3200","","0","","",""
"132000019","93","","1.1","","3200","","0","","",""
"132000020","3","joy_round3_loop","1000001","1","3200","0.2","joy_round3_in","0","0",""
"132000021","93","","0.5","","3200","","0","","",""
"132000022","32","","998","","3200","","1","","",""
"132000023","93","","5.2","","3200","","0","","",""
"132000024","113","","1","","3200","","","","",""
"132010001","31","0","320000","1","3201","0","320000","","345.4",""
"132010002","31","0","110","1","3201","0","110","","345.4",""
"132010003","31","0","111","1","3201","0","111","","345.4",""
"132010004","31","0","990002","1","3201","1","990002","","345.4",""
"132010005","91","","0","","3201","","","","",""
"132010006","123","1.05","1.05","7.4","3201","0","1.05","","1.05",""
"132010007","3","","1000001","","3201","0.2","wait","","0",""
"132010008","35","","2","","3201","","1","","",""
"132010009","93","","5.4","","3201","","0","","",""
"132010010","3","","1000001","","3201","0.2","glad","","0",""
"132010011","32","","320000","","3201","","1","","",""
"132010012","93","","1","","3201","","0","","",""
"132010013","123","0.95","0.95","0.8","3201","5","0.95","","0.95",""
"132010014","32","","110","","3201","","1","","",""
"132010015","32","","111","","3201","","1","","",""
"132010016","93","","0.1","","3201","","0","","",""
"132010017","32","","2","","3201","","0","","",""
"132010018","32","","3","","3201","","0","","",""
"132010019","93","","1.1","","3201","","0","","",""
"132010020","3","joy_round3_loop","1000001","1","3201","0.2","joy_round3_in","0","0",""
"132010021","93","","0.5","","3201","","0","","",""
"132010022","32","","998","","3201","","1","","",""
"132010023","93","","5.2","","3201","","0","","",""
"132010024","113","","1","","3201","","","","",""
"132020001","31","0","320000","1","3202","0","320000","","345.4",""
"132020002","31","0","320001","1","3202","0","320001","","345.4",""
"132020003","31","0","110","1","3202","0","110","","345.4",""
"132020004","31","0","111","1","3202","0","111","","345.4",""
"132020005","31","0","990003","1","3202","1","990003","","345.4",""
"132020006","91","","0","","3202","","","","",""
"132020007","123","1.05","1.05","7.4","3202","0","1.05","","1.05",""
"132020008","3","","1000001","","3202","0.2","wait","","0",""
"132020009","32","","320001","","3202","","1","","",""
"132020010","93","","0.1","","3202","","0","","",""
"132020011","32","","2","","3202","","0","","",""
"132020012","93","","5.3","","3202","","0","","",""
"132020013","3","","1000001","","3202","0.2","glad","","0",""
"132020014","32","","320000","","3202","","1","","",""
"132020015","93","","1","","3202","","0","","",""
"132020016","123","0.95","0.95","0.8","3202","5","0.95","","0.95",""
"132020017","32","","110","","3202","","1","","",""
"132020018","32","","111","","3202","","1","","",""
"132020019","93","","0.1","","3202","","0","","",""
"132020020","32","","320001","","3202","","0","","",""
"132020021","32","","3","","3202","","0","","",""
"132020022","93","","1.1","","3202","","0","","",""
"132020023","3","joy_round3_loop","1000001","1","3202","0.2","joy_round3_in","0","0",""
"132020024","93","","0.5","","3202","","0","","",""
"132020025","32","","998","","3202","","1","","",""
"132020026","93","","5.2","","3202","","0","","",""
"132020027","113","","1","","3202","","","","",""
"132110001","31","0","6","1","3211","0","6","","345.4",""
"132110002","31","0","7","1","3211","0","7","","345.4",""
"132110003","31","0","8","1","3211","0","8","","345.4",""
"132110004","31","0","111","1","3211","0","111","","345.4",""
"132110005","31","0","110","1","3211","0","110","","345.4",""
"132110006","31","0","321100","1","3211","0","321100","","345.4",""
"132110007","31","0","321101","1","3211","0","321101","","345.4",""
"132110008","31","0","321102","1","3211","0","321102","","345.4",""
"132110009","5","8000","3","0","3211","1.3","13","0","55","appear"
"132110010","1","8000","2","-250","3211","0.89","100711","1","56","03_run"
"132110011","91","","0","","3211","","","","",""
"132110012","6","1","13","0","3211","0","1","0","1",""
"132110013","2","0","13","0","3211","","95","","-250",""
"132110014","2","0","100711","0","3211","","1100","","-250",""
"132110015","123","1.05","1.05","7.4","3211","0","1.05","","1.05",""
"132110016","3","","1000001","","3211","0.2","wait","","0",""
"132110017","35","","2","","3211","","1","","",""
"132110018","93","","4.9","","3211","","0","","",""
"132110019","123","0.95","0.95","0.3","3211","0","0.95","","0.95",""
"132110020","23","","se_travel","","3211","","se_travel_treasure_ghost_special_success","","0",""
"132110021","32","","8","","3211","","1","","",""
"132110022","35","","8","","3211","","0","","",""
"132110023","32","","6","","3211","","1","","",""
"132110024","93","","0.1","","3211","","0","","",""
"132110025","32","","2","","3211","","0","","",""
"132110026","32","","3","","3211","","0","","",""
"132110027","3","","1000001","","3211","0.2","dotEyes","","0",""
"132110028","93","","0.3","","3211","","0","","",""
"132110029","3","","13","","3211","","appear","","0",""
"132110030","6","1","13","1","3211","0","1","0","1",""
"132110031","93","","0.67","","3211","","0","","",""
"132110032","3","","1000001","","3211","","shock_jump","","0",""
"132110033","2","1","1000001","0","3211","","70","","-250",""
"132110034","93","","1.1","","3211","","0","","",""
"132110035","3","","1000001","","3211","","escape","","1",""
"132110036","2","1.2","1000001","0","3211","","-350","","-250",""
"132110037","3","","13","","3211","","march_pudding","","0",""
"132110038","32","","7","","3211","","1","","",""
"132110039","93","","0.1","","3211","","0","","",""
"132110040","32","","6","","3211","","0","","",""
"132110041","93","","0.3","","3211","","0","","",""
"132110042","32","","321100","","3211","","1","","",""
"132110043","93","","0.4","","3211","","0","","",""
"132110044","2","1.1","100711","0","3211","","630","","-250",""
"132110045","93","","0.9","","3211","","0","","",""
"132110046","21","0","vo_travel_round_event","","3211","","vo_travel_round_event_3211","","1",""
"132110047","93","","0.2","","3211","","0","","",""
"132110048","3","","100711","","3211","","03_idle","0","1",""
"132110049","93","","0.3","","3211","","0","","",""
"132110050","3","03_idle","100711","","3211","0.2","03_attack","0.2","0",""
"132110051","32","","321101","","3211","","1","","",""
"132110052","3","","1000001","","3211","","run","","1",""
"132110053","4","","1000001","","3211","","0","","",""
"132110054","2","2","1000001","0","3211","","70","","-250",""
"132110055","93","","0.6","","3211","","0","","",""
"132110056","32","","321102","","3211","","1","","",""
"132110057","32","","110","","3211","","1","","",""
"132110058","32","","111","","3211","","1","","",""
"132110059","93","","0.1","","3211","","0","","",""
"132110060","32","","7","","3211","","0","","",""
"132110061","93","","1.2","","3211","","0","","",""
"132110062","32","","8","","3211","","0","","",""
"132110063","93","","0.1","","3211","","0","","",""
"132110064","3","","100711","","3211","0.2","03_joy_short","","0",""
"132110065","3","joy_round3_loop","1000001","1","3211","0.2","joy_round3_in","0.2","0",""
"132110066","32","","998","","3211","","1","","",""
"132110067","93","","0.7","","3211","","0","","",""
"132110068","3","","13","","3211","","pudding_loop","","1",""
"132110069","93","","4.5","","3211","","0","","",""
"132110070","113","","1","","3211","","","","",""
"132120001","3","","1000001","","3212","0.2","idle","","1",""
"132120002","31","0","301200","1","3212","0","13","","0",""
"132120003","31","0","101","1","3212","0","14","","0",""
"132120004","31","-150","301204","1","3212","0","16","","260",""
"132120005","31","-120","301204","1","3212","0","19","","320",""
"132120006","31","0","301205","1","3212","0","17","","0",""
"132120007","31","0","6","1","3212","0","18","","345.4",""
"132120008","31","0","301201","1","3212","0","20","","345.4",""
"132120009","31","0","301202","1","3212","0","21","","345.4",""
"132120010","31","0","111","1","3212","0","111","","345.4",""
"132120011","35","","111","","3212","","0","","",""
"132120012","31","0","110","1","3212","0","110","","345.4",""
"132120013","5","9340","1","-234","3212","1","3","0","55","round_monster_walk"
"132120014","91","","0","","3212","","","","",""
"132120015","6","1","3","0","3212","0","1","0","1",""
"132120016","2","0","3","0","3212","0","345","0","-234",""
"132120017","123","1.05","1.05","7.4","3212","0","1.05","0","1.05",""
"132120018","3","","1000001","","3212","0.2","wait","","0",""
"132120019","35","","2","","3212","","1","","",""
"132120020","31","0","301203","1","3212","0","15","","0",""
"132120021","1","9340","2","-250","3212","0.89","1000003","0","57","<weapon>_run"
"132120022","1","9340","2","-290","3212","0.89","1000004","0","58","<weapon>_run"
"132120023","93","","4.3","","3212","","0","","",""
"132120024","123","0.95","0.95","0.4","3212","0","0.95","","0.95",""
"132120025","32","","21","","3212","","1","","",""
"132120026","35","","21","","3212","","0","","",""
"132120027","23","","se_travel","","3212","","se_travel_treasure_success_monster_helper_2","","",""
"132120028","32","","18","","3212","","1","","",""
"132120029","93","","0.1","","3212","","0","","",""
"132120030","32","","2","","3212","","0","","",""
"132120031","6","1","3","1","3212","0.3","1","0","1",""
"132120032","32","","13","","3212","","1","","",""
"132120033","3","","3","","3212","","round_monster_appear","","0",""
"132120034","3","","1000001","","3212","","back","","0",""
"132120035","93","","0.67","","3212","","0","","",""
"132120036","3","","3","","3212","0.1","round_monster_walk","","0",""
"132120037","2","1.4","3","0","3212","","220","","-234",""
"132120038","32","","20","","3212","","1","","",""
"132120039","93","","0.1","","3212","","0","","",""
"132120040","32","","18","","3212","","0","","",""
"132120041","93","","0.5","","3212","","0","","",""
"132120042","4","","1000003","","3212","","1","","",""
"132120043","2","0","1000003","0","3212","","1545","","-240",""
"132120044","4","","1000004","","3212","","1","","",""
"132120045","2","0","1000004","0","3212","","1635","","-280",""
"132120046","93","","0.5","","3212","","0","","",""
"132120047","3","","3","","3212","0.3","round_monster_attack","","0",""
"132120048","93","","0.5","","3212","","0","","",""
"132120049","32","","17","","3212","","1","","",""
"132120050","3","","1000001","","3212","0.1","back_loop","","0",""
"132120051","93","","0.5","","3212","","0","","",""
"132120052","2","0","1000003","0","3212","","920","","-240",""
"132120053","2","0.16","1000003","0","3212","","620","","-240",""
"132120054","3","","1000003","","3212","0.2","<weapon>_run","","0",""
"132120055","93","","0.16","","3212","","0","","",""
"132120056","3","","1000003","","3212","0.2","<weapon>_attack_skipQuest","","0",""
"132120057","93","","0.1","","3212","","0","","",""
"132120058","2","0","3","0","3212","","280","","-234",""
"132120059","4","","3","","3212","","1","","",""
"132120060","3","","3","","3212","0","round_monster_die","","0",""
"132120061","32","","16","","3212","","1","","",""
"132120062","93","","0.15","","3212","","0","","",""
"132120063","2","0","1000004","0","3212","","910","","-280",""
"132120064","2","0.16","1000004","0","3212","","710","","-280",""
"132120065","3","","1000004","","3212","0.2","<weapon>_run","","0",""
"132120066","93","","0.16","","3212","","0","","",""
"132120067","3","","1000004","","3212","0.2","<weapon>_attack_skipQuest","","0",""
"132120068","93","","0.1","","3212","","0","","",""
"132120069","93","","0.1","","3212","","0","","",""
"132120070","3","","3","","3212","0","round_monster_die","","0",""
"132120071","32","","19","","3212","","1","","",""
"132120072","93","","0.4","","3212","","0","","",""
"132120073","2","0","1000001","0","3212","","20","","-240",""
"132120074","3","","1000001","","3212","0","back_origin","","0",""
"132120075","3","","1000001","","3212","0.2","surprise","","0",""
"132120076","3","","1000003","","3212","0.2","<weapon>_idle","","1",""
"132120077","93","","0.2","","3212","","0","","",""
"132120078","32","","110","","3212","","1","","",""
"132120079","32","","111","","3212","","1","","",""
"132120080","93","","0.2","","3212","","0","","",""
"132120081","3","","1000004","","3212","0.2","<weapon>_idle","","1",""
"132120082","93","","0.46","","3212","","0","","",""
"132120083","6","1","3","0","3212","0.6","1","","1",""
"132120084","32","","18","","3212","","1","","",""
"132120085","93","","0.02","","3212","","0","","",""
"132120086","32","","20","","3212","","0","","",""
"132120087","32","","21","","3212","","0","","",""
"132120088","3","joy_round3_loop","1000001","1","3212","0.2","joy_round3_in","","0",""
"132120089","93","","0.1","","3212","","0","","",""
"132120090","3","","1000003","","3212","0","<weapon>_joy_short","","0",""
"132120091","93","","0.1","","3212","","0","","",""
"132120092","3","","1000004","","3212","0","<weapon>_joy_short","","0",""
"132120093","93","","0.9","","3212","","0","","",""
"132120094","32","","998","","3212","","1","","",""
"132120095","93","","3.8","","3212","","0","","",""
"132120096","113","","1","","3212","","0","","",""
"132130001","31","0","321300","1","3213","0","321300","","345.4",""
"132130002","31","0","111","1","3213","0","111","","345.4",""
"132130003","35","","111","","3213","","0","","",""
"132130004","31","0","110","1","3213","0","110","","345.4",""
"132130005","91","","0","","3213","","","","",""
"132130006","3","","1000001","","3213","0.2","wait_gradeUp","","0",""
"132130007","32","","321300","","3213","","1","","",""
"132130008","93","","0.1","","3213","","0","","",""
"132130009","32","","2","","3213","","0","","",""
"132130010","93","","0.8","","3213","","0","","",""
"132130011","123","1.05","1.05","0","3213","0","1.05","","1.05",""
"132130012","122","","5","","3213","","5","","0.5",""
"132130013","93","","1.1","","3213","","0","","",""
"132130014","123","1.05","1.05","0","3213","0","1.05","","1.05",""
"132130015","122","","10","","3213","","10","","0.5",""
"132130016","93","","0.8","","3213","","0","","",""
"132130017","3","","1000001","","3213","0.2","glad_dot_light","","0",""
"132130018","93","","0.1","","3213","","0","","",""
"132130019","123","0.907","0.907","0.4","3213","5","0.907","","0.907",""
"132130020","93","","1.5","","3213","","0","","",""
"132130021","122","","20","","3213","","20","","0.7",""
"132130022","93","","1.4","","3213","","0","","",""
"132130023","32","","110","","3213","","1","","",""
"132130024","32","","111","","3213","","1","","",""
"132130025","93","","1.2","","3213","","0","","",""
"132130026","3","joy_round3_loop","1000001","1","3213","0.2","joy_round3_in","0","0",""
"132130027","93","","0.3","","3213","","0","","",""
"132130028","32","","998","","3213","","1","","",""
"132130029","93","","3.8","","3213","","0","","",""
"132130030","113","","1","","3213","","","","",""
"132140001","31","0","321400","1","3214","0","321400","","345.4",""
"132140002","1","1088","2","-240","3214","0.89","103111","1","57","05_idle"
"132140003","31","0","110","1","3214","0","110","","345.4",""
"132140004","31","0","111","1","3214","0","111","","345.4",""
"132140005","91","","0","","3214","","","","",""
"132140006","123","1.05","1.05","7.4","3214","0","1.05","","1.05",""
"132140007","3","","1000001","","3214","0.2","wait","","0",""
"132140008","32","","321400","","3214","","1","","",""
"132140009","93","","0.1","","3214","","0","","",""
"132140010","32","","2","","3214","","0","","",""
"132140011","93","","3.4","","3214","","0","","",""
"132140012","123","0.95","0.95","3.2","3214","5","0.95","","0.95",""
"132140013","3","","1000001","","3214","0.2","shock_jump_aura","","0",""
"132140014","93","","0.1","","3214","","0","","",""
"132140015","2","0.6","1000001","2","3214","","70","","-240",""
"132140016","93","","0.5","","3214","","0","","",""
"132140017","3","","103111","","3214","0","05_run_gamestart","","1",""
"132140018","2","0.5","103111","0","3214","","586","","-240",""
"132140019","93","","0.5","","3214","","0","","",""
"132140020","3","","103111","","3214","0.2","05_idle","","1",""
"132140021","93","","0.5","","3214","","0","","",""
"132140022","3","05_idle","103111","1","3214","0.2","shinobu_exorcise","0","0",""
"132140023","21","0","vo_travel_round_event","","3214","","vo_travel_round_event_3214","","0",""
"132140024","93","","1","","3214","","0","","",""
"132140025","32","","110","","3214","","1","","",""
"132140026","32","","111","","3214","","1","","",""
"132140027","93","","0.1","","3214","","0","","",""
"132140028","32","","3","","3214","","0","","",""
"132140029","93","","1.1","","3214","","0","","",""
"132140030","3","joy_round3_loop","1000001","1","3214","0.2","joy_round3_in","0","0",""
"132140031","3","","103111","","3214","0.2","05_joy_short","","0",""
"132140032","93","","0.5","","3214","","0","","",""
"132140033","32","","998","","3214","","1","","",""
"132140034","93","","3.8","","3214","","0","","",""
"132140035","113","","1","","3214","","","","",""
"132150001","31","0","321500","1","3215","1","321500","","345.4",""
"132150002","31","0","321501","1","3215","1","321501","","345.4",""
"132150003","31","0","120","1","3215","0","120","","345.4",""
"132150004","31","0","121","1","3215","0","121","","345.4",""
"132150005","31","0","990001","1","3215","1","990001","","345.4",""
"132150006","91","","0","","3215","","","","",""
"132150007","123","1.05","1.05","7.4","3215","0","1.05","","1.05",""
"132150008","3","","1000001","","3215","0.2","wait_wakuwaku","","0",""
"132150009","35","","2","","3215","","1","","",""
"132150010","93","","5.2","","3215","","0","","",""
"132150011","123","0.95","0.95","0.8","3215","5","0.95","","0.95",""
"132150012","32","","120","","3215","","1","","",""
"132150013","32","","121","","3215","","1","","",""
"132150014","93","","0.1","","3215","","0","","",""
"132150015","32","","321501","","3215","","0","","",""
"132150016","32","","2","","3215","","0","","",""
"132150017","32","","3","","3215","","0","","",""
"132150018","32","","998","","3215","","1","","",""
"132150019","93","","0.4","","3215","","0","","",""
"132150020","3","","1000001","","3215","0.2","dance","","1",""
"132150021","93","","4.8","","3215","","0","","",""
"132150022","113","","1","","3215","","","","",""
"132160001","31","0","6","1","3216","0","6","","345.4",""
"132160002","31","0","8","1","3216","0","8","","345.4",""
"132160003","31","0","110","1","3216","0","110","","345.4",""
"132160004","31","0","111","1","3216","0","111","","345.4",""
"132160005","31","-80","301600","1","3216","0","301600","","345.4",""
"132160006","31","0","990002","1","3216","1","990002","","345.4",""
"132160007","91","","0","","3216","","","","",""
"132160008","123","1.05","1.05","7.4","3216","0","1.05","","1.05",""
"132160009","3","","1000001","","3216","0.2","wait","","0",""
"132160010","35","","2","","3216","","1","","",""
"132160011","93","","5.4","","3216","","0","","",""
"132160012","123","0.95","0.95","0.4","3216","0","0.95","","0.95",""
"132160013","32","","8","","3216","","1","","",""
"132160014","35","","8","","3216","","0","","",""
"132160015","32","","301600","","3216","","1","","",""
"132160016","32","","6","","3216","","1","","",""
"132160017","32","","111","","3216","","1","","",""
"132160018","35","","111","","3216","","0","","",""
"132160019","93","","0.1","","3216","","0","","",""
"132160020","32","","2","","3216","","0","","",""
"132160021","32","","3","","3216","","0","","",""
"132160022","3","","1000001","","3216","0.1","glad","","0",""
"132160023","93","","0.1","","3216","","0","","",""
"132160024","35","","8","","3216","","1","","",""
"132160025","32","","110","","3216","","1","","",""
"132160026","23","","se_travel","","3216","","se_travel_treasure_special_success_butterfly","","0",""
"132160027","93","","1.5","","3216","","0","","",""
"132160028","32","","998","","3216","","1","","",""
"132160029","3","joy_round3_loop","1000001","1","3216","0.2","joy_round3_in","","0",""
"132160030","93","","5.2","","3216","","0","","",""
"132160031","113","","1","","3216","","","","",""
"132170001","31","0","310000","1","3217","0","310000","","345.4",""
"132170002","31","0","310001","1","3217","0","310001","","0",""
"132170003","31","0","301700","1","3217","0","301700","","345.4",""
"132170004","31","-115","301701","1","3217","0","301701","","740",""
"132170005","31","0","301702","1","3217","0","301702","","345.4",""
"132170006","31","0","120","1","3217","0","120","","345.4",""
"132170007","31","0","321700","1","3217","0","321700","","345.4",""
"132170008","5","610","5","-235","3217","0.44","15","0","100","empty"
"132170009","5","610","5","-235","3217","0.44","16","0","55","empty"
"132170010","91","","0","","3217","","","","",""
"132170011","123","1.05","1.05","7.4","3217","0","1.05","","1.05",""
"132170012","3","","1000001","","3217","0.2","wait","","0",""
"132170013","35","","2","","3217","","1","","",""
"132170014","93","","5.4","","3217","","0","","",""
"132170015","123","0.95","0.95","0.3","3217","0","0.95","","0.95",""
"132170016","32","","310000","","3217","","1","","",""
"132170017","32","","310001","","3217","","1","","",""
"132170018","93","","0.2","","3217","","0","","",""
"132170019","122","","50","","3217","","50","","0.6",""
"132170020","3","","1000001","","3217","0.2","shock","","0",""
"132170021","93","","1.6","","3217","","0","","",""
"132170022","32","","301700","","3217","","1","","",""
"132170023","93","","1.2","","3217","","0","","",""
"132170024","23","","se_travel","","3217","","se_travel_treasure_croce_ui","","0",""
"132170025","3","","15","","3217","","punch","","0",""
"132170026","3","","16","","3217","","punch_B","","0",""
"132170027","93","","0.2","","3217","","0","","",""
"132170028","123","1.05","1.05","0.1","3217","11","1.05","","1.05",""
"132170029","93","","0.1","","3217","","0","","",""
"132170030","123","0.95","0.95","0.3","3217","0","0.95","","0.95",""
"132170031","93","","1","","3217","","0","","",""
"132170032","23","","se_travel","","3217","","se_travel_treasure_croce_door","","0",""
