8a6fa37607f975a6c15a396f8e95b43e75375030b675c1d25dcb388567b77da7,af75006441851009e4eaa7210be95cf69c0f87a40a49c7b9715a3231e13c2447,bcca10f3aa6e8e65f5141238d16df8585edca3a152ac2e1851d3c696eb3f2812,ac01e77bf95e8fa319348b8168a2299a6bdeb211a66bc88db6b3db9a589c72e0,fd5772dc1b07f23ff1c9ba1fd3cb9068810dc0db10f11cfbee9a15730f3d9895,278409e47948583a05284692ef5c0da24af12fbf90016d6c32238e2ffa01e49d,44924c1cb061c3065a02579355146e262128348270bde2b41c66af0d265b6e9c
"900","3","0","0","5","10702","3"
"1050","4","0","0","0","10702","3"
"1080","4","0","0","1","10702","3"
"1110","4","0","0","2","10702","3"
"1140","4","0","0","3","10702","3"
"1170","4","0","0","4","10702","3"
"1200","4","0","0","5","10702","3"
"1350","5","0","0","0","10702","3"
"1380","5","0","0","1","10702","3"
"1410","5","0","0","2","10702","3"
"1440","5","0","0","3","10702","3"
"1470","5","0","0","4","10702","3"
"1500","5","0","0","5","10702","3"
"150","1","0","0","0","10703","4"
"180","1","0","0","1","10703","4"
"210","1","0","0","2","10703","4"
"240","1","0","0","3","10703","4"
"270","1","0","0","4","10703","4"
"300","1","0","0","5","10703","4"
"450","2","0","0","0","10703","4"
"480","2","0","0","1","10703","4"
"510","2","0","0","2","10703","4"
"540","2","0","0","3","10703","4"
"570","2","0","0","4","10703","4"
"600","2","0","0","5","10703","4"
"750","3","0","0","0","10703","4"
"780","3","0","0","1","10703","4"
"810","3","0","0","2","10703","4"
"840","3","0","0","3","10703","4"
"870","3","0","0","4","10703","4"
"900","3","0","0","5","10703","4"
"1050","4","0","0","0","10703","4"
"1080","4","0","0","1","10703","4"
"1110","4","0","0","2","10703","4"
"1140","4","0","0","3","10703","4"
"1170","4","0","0","4","10703","4"
"1200","4","0","0","5","10703","4"
"1350","5","0","0","0","10703","4"
"1380","5","0","0","1","10703","4"
"1410","5","0","0","2","10703","4"
"1440","5","0","0","3","10703","4"
"1470","5","0","0","4","10703","4"
"1500","5","0","0","5","10703","4"
"1000","1","0","0","0","10704","9"
"1200","1","0","0","1","10704","9"
"1400","1","0","0","2","10704","9"
"1600","1","0","0","3","10704","9"
"1800","1","0","0","4","10704","9"
"2000","1","0","0","5","10704","9"
"3000","2","0","0","0","10704","9"
"3200","2","0","0","1","10704","9"
"3400","2","0","0","2","10704","9"
"3600","2","0","0","3","10704","9"
"3800","2","0","0","4","10704","9"
"4000","2","0","0","5","10704","9"
"5000","3","0","0","0","10704","9"
"5200","3","0","0","1","10704","9"
"5400","3","0","0","2","10704","9"
"5600","3","0","0","3","10704","9"
"5800","3","0","0","4","10704","9"
"6000","3","0","0","5","10704","9"
"7000","4","0","0","0","10704","9"
"7200","4","0","0","1","10704","9"
"7400","4","0","0","2","10704","9"
"7600","4","0","0","3","10704","9"
"7800","4","0","0","4","10704","9"
"8000","4","0","0","5","10704","9"
"9000","5","0","0","0","10704","9"
"9200","5","0","0","1","10704","9"
"9400","5","0","0","2","10704","9"
"9600","5","0","0","3","10704","9"
"9800","5","0","0","4","10704","9"
"10000","5","0","0","5","10704","9"
"150","1","0","0","0","10801","1"
"180","1","0","0","1","10801","1"
"210","1","0","0","2","10801","1"
"240","1","0","0","3","10801","1"
"270","1","0","0","4","10801","1"
"300","1","0","0","5","10801","1"
"450","2","0","0","0","10801","1"
"480","2","0","0","1","10801","1"
"510","2","0","0","2","10801","1"
"540","2","0","0","3","10801","1"
"570","2","0","0","4","10801","1"
"600","2","0","0","5","10801","1"
"750","3","0","0","0","10801","1"
"780","3","0","0","1","10801","1"
"810","3","0","0","2","10801","1"
"840","3","0","0","3","10801","1"
"870","3","0","0","4","10801","1"
"900","3","0","0","5","10801","1"
"1050","4","0","0","0","10801","1"
"1080","4","0","0","1","10801","1"
"1110","4","0","0","2","10801","1"
"1140","4","0","0","3","10801","1"
"1170","4","0","0","4","10801","1"
"1200","4","0","0","5","10801","1"
"1350","5","0","0","0","10801","1"
"1380","5","0","0","1","10801","1"
"1410","5","0","0","2","10801","1"
"1440","5","0","0","3","10801","1"
"1470","5","0","0","4","10801","1"
"1500","5","0","0","5","10801","1"
"300","1","0","0","0","10802","2"
"360","1","0","0","1","10802","2"
"420","1","0","0","2","10802","2"
"480","1","0","0","3","10802","2"
"540","1","0","0","4","10802","2"
"600","1","0","0","5","10802","2"
"900","2","0","0","0","10802","2"
"960","2","0","0","1","10802","2"
"1020","2","0","0","2","10802","2"
"1080","2","0","0","3","10802","2"
"1140","2","0","0","4","10802","2"
"1200","2","0","0","5","10802","2"
"1500","3","0","0","0","10802","2"
"1560","3","0","0","1","10802","2"
"1620","3","0","0","2","10802","2"
"1680","3","0","0","3","10802","2"
"1740","3","0","0","4","10802","2"
"1800","3","0","0","5","10802","2"
"2100","4","0","0","0","10802","2"
"2160","4","0","0","1","10802","2"
"2220","4","0","0","2","10802","2"
"2280","4","0","0","3","10802","2"
"2340","4","0","0","4","10802","2"
"2400","4","0","0","5","10802","2"
"2700","5","0","0","0","10802","2"
"2760","5","0","0","1","10802","2"
"2820","5","0","0","2","10802","2"
"2880","5","0","0","3","10802","2"
"2940","5","0","0","4","10802","2"
"3000","5","0","0","5","10802","2"
"1000","1","0","0","0","10803","8"
"1200","1","0","0","1","10803","8"
"1400","1","0","0","2","10803","8"
"1600","1","0","0","3","10803","8"
"1800","1","0","0","4","10803","8"
"2000","1","0","0","5","10803","8"
"3000","2","0","0","0","10803","8"
"3200","2","0","0","1","10803","8"
"3400","2","0","0","2","10803","8"
"3600","2","0","0","3","10803","8"
"3800","2","0","0","4","10803","8"
"4000","2","0","0","5","10803","8"
"5000","3","0","0","0","10803","8"
"5200","3","0","0","1","10803","8"
"5400","3","0","0","2","10803","8"
"5600","3","0","0","3","10803","8"
"5800","3","0","0","4","10803","8"
"6000","3","0","0","5","10803","8"
"7000","4","0","0","0","10803","8"
"7200","4","0","0","1","10803","8"
"7400","4","0","0","2","10803","8"
"7600","4","0","0","3","10803","8"
"7800","4","0","0","4","10803","8"
"8000","4","0","0","5","10803","8"
"9000","5","0","0","0","10803","8"
"9200","5","0","0","1","10803","8"
"9400","5","0","0","2","10803","8"
"9600","5","0","0","3","10803","8"
"9800","5","0","0","4","10803","8"
"10000","5","0","0","5","10803","8"
"1000","1","0","0","0","10804","9"
"1200","1","0","0","1","10804","9"
"1400","1","0","0","2","10804","9"
"1600","1","0","0","3","10804","9"
"1800","1","0","0","4","10804","9"
"2000","1","0","0","5","10804","9"
"3000","2","0","0","0","10804","9"
"3200","2","0","0","1","10804","9"
"3400","2","0","0","2","10804","9"
"3600","2","0","0","3","10804","9"
"3800","2","0","0","4","10804","9"
"4000","2","0","0","5","10804","9"
"5000","3","0","0","0","10804","9"
"5200","3","0","0","1","10804","9"
"5400","3","0","0","2","10804","9"
"5600","3","0","0","3","10804","9"
"5800","3","0","0","4","10804","9"
"6000","3","0","0","5","10804","9"
"7000","4","0","0","0","10804","9"
"7200","4","0","0","1","10804","9"
"7400","4","0","0","2","10804","9"
"7600","4","0","0","3","10804","9"
"7800","4","0","0","4","10804","9"
"8000","4","0","0","5","10804","9"
"9000","5","0","0","0","10804","9"
"9200","5","0","0","1","10804","9"
"9400","5","0","0","2","10804","9"
"9600","5","0","0","3","10804","9"
"9800","5","0","0","4","10804","9"
"10000","5","0","0","5","10804","9"
