11cd63179a49520273fa92284bc3990a953963c64e7191a4fec93c99034888a9,2914f6a7b89ba0f9ba39f7321c859f26939f4769581a14e626ce501fc55ba020,302648be5e8b2bfc48080444a7f73bee8da31b778d811a2d08aae4a2b8e86e6f,3920b188a3836013be266c079045b1a9af832eedc13cb122a01f5be0e1afead0,faf7dd24b6c0436fceec8438ceeabb1fbbf0699bac5ea674b6e6868ea673be14,aea0f923f0d570e3f4432d4654080c58a913e44ab51b76760c111f1afb47ad8e,10d47f3c646c3877170da270a56b9fc477d15fa6b15b0f1b8c1536a95e3b1c67,375afff618574fc3993735733cc61d919cc30b239eff86512f3dfac97fa86008,20ec0905fc8f289e993d69d227bea37ca27fc4f145025059a128fdc9e292abb6,1829a9d12e615366b53a42f49215905c59f32866b5bbc5de2f96e30287e802cb,129ac0b266e1de40d35d8f6bcaf34b58c34b17a3daa2238459b3b46c789c401e,29ce7d74c49008e8347b9873605b7d0a649f38adc21ce3b2dfb35e0cb6f30494,edfcefa27c310648d849e6ef9862055e21502992e3f9950d4609b4590a3d9193,ce2db825027be7d228a92d8b899ded28b7804522b181e109077de38c8cc1b35e,be4e678d1ae68470772950ebe962498063f4e0cb0d0a0434184353880837aba6,9f932bcdd9382c931051831aab01af8ef3e7bc1e3d3b69a824122d42636dd158,257e38831d1a047753f0880d4b3b44e32dca95aeb0e6d1cc838aa47c2e478158,60c7054de819385d78c40323c71492248429b097387413fe12f59e686c2b38f5,a6a8bd47e257ba7fbb47974a769d7a0bb1998811ebf5574a634e6ee2e19a646b,897e7f3ce48cfe5d6a8f03b8ab53c0452c9f96969b92b5eb01d34759d9751c6d,545d1388568754a73a8dcf29ade533dec1b7f19121b92bca69ba9a4ef7001ddc,32f3b2fd499a20c473838e796bd6a34831fac97b7d5679eb785fcc9b82cf51f3,0063e7324f256685fbe4158a39fc73a3b008fb5a44ef181dc4b97f7300846cc3,ceb8bb5e8f28e48c5a14c6c7898ba8276e44758d1fd142de393015d50333c10d,80abf6315653a63933f64fc88bb6c06e7089931df3eb983b946214eb00c431bd,10cd4573fd08bf3c3544c0c0c1f78fc8327869a3b6f69848b1503a6f4b393d01,37f9ca568923e0f1cb9a6ffc4466bd81778688a43f93e541dedf9e47738f80db,660065e23c733cacc4433c83ff684e3b4e2626db811dcf24402b3536c2e9bebc,6bfed4b5158ac1ec73dee32fead36d88d59d7ab1558a1d8945d79df9384f8bd8,c5aa5099990c3a1222c6766f61a1162860afe8fe18a5e2975b1579f78a052d95,5876c7410ab176f774f63804f37f87f2a0da804c34ceb1925f57444303d14d34,81e656256f39e47018accc144b1464790c6d6686eb838c36fb9ff2b7908f375c,b8bb265875041c2805da78942a7008e50ef7d38a47e61f5923f0d05d63f990c9,722a4e6201dbae90fe39ebe2a4de9d94052bb59438346064e2bb85946a85ddaf,b3793f28ed9e7467488b103d6387a04844264b7ea116b50910fbaadd2b9bbeb8,0bea78a277b7080b0624c2808d689634aa600d4c01e51ab44004c4d13c9144c3,f383fedbcd07590771fa99b3ebcf9b8bc74a2a624335b870dcacfbb83b0d5b0b,8414444b15484dd11c0d7df16283b3a5bdbbe5f46d8a7a3913c9ccddc199a2dd,415dbcad0e2379132063eb44c1d20ff7fd2c4d61c99fffa65760931ef3e3f52e,f4b6463d81eabcb6f654bb26dff998d906efbda9f773781580a8e7979f77f85d,dec337f13e925cb18a6d3be1a813431b38771332702ca6b70b7ad55828c7b48d
"22001","1","1","100","0","3","0","0","101011","22001","10011001","1","620130119","1","600110223","620290219","0","0","620250019","600000732","1","0","0","0","2","0","73001002","36","12","386","0","24","620330017","0","0","10011002","0","61382","10011003","4","0"
"23001","1","1","100","0","3","0","0","101011","23001","10011001","1","620130120","1","600110233","620290220","0","0","620250020","600000733","1","0","0","0","2","0","73001002","36","12","390","0","24","620330018","0","0","10011002","0","61382","10011003","4","0"
"24001","1","1","100","0","3","0","0","101011","24001","10011001","1","620130121","1","600110243","620290221","0","0","620250021","600000734","1","0","0","0","2","0","73001002","36","12","396","0","24","620330019","0","0","10011002","0","61382","10011003","4","0"
"25001","1","1","100","0","3","0","0","101011","25001","10011001","1","620130122","1","600110253","620290222","0","0","620250022","600000735","1","0","0","0","2","0","73001002","36","12","401","0","24","620330020","0","0","10011002","0","61382","10011003","4","0"
"26001","1","1","100","0","3","0","0","101011","26001","10011001","1","620130123","1","600110263","620290223","0","0","620250023","600000736","1","0","0","0","2","0","73001002","36","12","405","0","24","620330021","0","0","10011002","0","61382","10011003","4","0"
"27001","1","1","100","0","3","0","0","101011","27001","10011001","1","620130124","1","600110273","620290224","0","0","620250024","600000737","1","0","0","0","2","0","73001002","36","12","411","0","24","620330022","0","0","10011003","0","61382","10011004","4","0"
"28001","1","1","100","0","3","0","0","101011","28001","10011001","1","620130125","1","600110283","620290225","0","0","620250025","600000738","1","0","0","0","2","0","73001002","36","12","417","0","24","620330023","0","0","10011003","0","61382","10011004","4","0"
"29001","1","1","100","0","3","0","0","101011","29001","10011001","1","620130126","1","600110293","620290226","0","0","620250026","600000739","1","0","0","0","2","0","73001002","36","12","422","0","24","620330024","0","0","10011003","0","61382","10011004","4","0"
"30001","1","1","100","0","3","0","0","101011","30001","10011001","1","620130127","1","600110303","620290227","0","0","620250027","600000740","1","0","0","0","2","0","73001002","36","12","427","0","24","620330025","0","0","10011003","0","61382","10011004","4","0"
"31001","1","1","100","0","3","0","0","101011","31001","10011001","1","620130128","1","600110313","620290228","0","0","620250028","600000741","1","0","0","0","2","0","73001002","36","12","433","0","24","620330026","0","0","10011003","0","61382","10011004","4","0"
"32001","1","1","100","0","3","0","0","101011","32001","10011001","1","620130129","1","600110323","620290229","0","0","620250029","600000742","1","0","0","0","2","0","73001002","36","12","442","0","24","620330027","0","0","10011003","0","61382","10011004","4","0"
"33001","1","1","100","0","3","0","0","101011","33001","10011001","1","620130130","1","600110333","620290230","0","0","620250030","600000743","1","0","0","0","2","0","73001002","36","12","455","0","24","620330028","0","0","10011003","0","61382","10011004","4","0"
"34001","1","1","100","0","3","0","0","101011","34001","10011001","1","620130131","1","600110343","620290231","0","0","620250031","600000744","1","0","0","0","2","0","73001002","36","12","460","0","24","620330029","0","0","10011003","0","61382","10011004","4","0"
"35001","1","1","100","0","3","0","0","101011","35001","10011002","1","620130132","1","600110353","620290232","0","0","620250032","600000745","1","0","0","0","2","0","73001002","36","12","464","0","24","620330030","0","0","10011004","0","61382","10011005","4","0"
"36001","1","1","100","0","3","0","0","101011","36001","10011002","1","620130133","1","600110363","620290233","0","0","620250033","600000746","1","0","0","0","2","0","73001002","36","12","476","0","24","620330031","0","0","10011004","0","61382","10011005","4","0"
"37001","1","1","100","0","3","0","0","101011","37001","10011002","1","620130134","1","600110373","620290234","0","0","620250034","600000747","1","0","0","0","2","0","73001002","36","12","482","0","24","620330032","0","0","10011004","0","61382","10011005","4","0"
"38001","1","1","100","0","3","0","0","101011","38001","10011002","1","620130135","1","600110383","620290235","0","0","620250035","600000748","1","0","0","0","2","0","73001002","36","12","492","0","24","620330033","0","0","10011004","0","61382","10011005","4","0"
"39001","1","1","100","0","3","0","0","101011","39001","10011002","1","620130136","1","600110393","620290236","0","0","620250036","600000749","1","0","0","0","2","0","73001002","36","12","500","0","24","620330034","0","0","10011004","0","61382","10011005","4","0"
"40001","1","1","100","0","3","0","0","101011","40001","10011002","1","620130137","1","600110403","620290237","0","0","620250037","600000750","1","0","0","0","2","0","73001002","36","12","514","0","24","620330035","0","0","10011004","0","61382","10011005","4","0"
"41001","1","1","100","0","3","0","0","101011","41001","10011002","1","620130138","1","600110413","620290238","0","0","620250038","600000751","1","0","0","0","2","0","73001002","36","12","518","0","24","620330036","0","0","10011004","0","61382","10011005","4","0"
"42001","1","1","100","0","3","0","0","101011","42001","10011003","1","620130139","1","600110423","620290239","0","0","620250039","600000752","1","0","0","0","2","0","73001002","36","12","523","0","24","620330037","0","0","10011005","0","61382","10011006","4","0"
"43001","1","1","100","0","3","0","0","101011","43001","10011003","1","620130140","1","600110433","620290240","0","0","620250040","600000753","1","0","0","0","2","0","73001002","36","12","538","0","24","620330038","0","0","10011005","0","61382","10011006","4","0"
"44001","1","1","100","0","3","0","0","101011","44001","10011003","1","620130141","1","600110443","620290241","0","0","620250041","600000754","1","0","0","0","2","0","73001002","36","12","551","0","24","620330039","0","0","10011005","0","61382","10011006","4","0"
"45001","1","1","100","0","3","0","0","101011","45001","10011003","1","620130142","1","600110453","620290242","0","0","620250042","600000755","1","0","0","0","2","0","73001002","36","12","565","0","24","620330040","0","0","10011005","0","61382","10011006","4","0"
"46001","1","1","100","0","3","0","0","101011","46001","10011003","1","620130143","1","600110463","620290243","0","0","620250043","600000756","1","0","0","0","2","0","73001002","36","12","574","0","24","620330041","0","0","10011005","0","61382","10011006","4","0"
"47001","1","1","100","0","3","0","0","101011","47001","10011003","1","620130144","1","600110473","620290244","0","0","620250044","600000757","1","0","0","0","2","0","73001002","36","12","577","0","24","620330042","0","0","10011005","0","61382","10011006","4","0"
"48001","1","1","100","0","3","0","0","101011","48001","10011003","1","620130145","1","600110483","620290245","0","0","620250045","600000758","1","0","0","0","2","0","73001002","36","12","587","0","24","620330043","0","0","10011005","0","61382","10011006","4","0"
"49001","1","1","100","0","3","0","0","101011","49001","10011004","1","620130146","1","600110493","620290246","0","0","620250046","600000759","1","0","0","0","2","0","73001002","36","12","598","0","24","620330044","0","0","10011006","0","61382","10011007","4","0"
"50001","1","1","100","0","3","0","0","101011","50001","10011004","1","620130147","1","600110503","620290247","0","0","620250047","600000760","1","0","0","0","2","0","73001002","36","12","614","0","24","620330045","0","0","10011006","0","61382","10011007","4","0"
"51001","1","1","100","0","3","0","0","101011","51001","10011004","1","620130148","1","600110513","620290248","0","0","620250048","600000761","1","0","0","0","2","0","73001002","36","12","621","0","24","620330046","0","0","10011006","0","61382","10011007","4","0"
"52001","1","1","100","0","3","0","0","101011","52001","10011004","1","620130149","1","600110523","620290249","0","0","620250049","600000762","1","0","0","0","2","0","73001002","36","12","629","0","24","620330047","0","0","10011006","0","61382","10011007","4","0"
"53001","1","1","100","0","3","0","0","101011","53001","10011004","1","620130150","1","600110533","620290250","0","0","620250050","600000763","1","0","0","0","2","0","73001002","36","12","640","0","24","620330048","0","0","10011006","0","61382","10011007","4","0"
"54001","1","1","100","0","3","0","0","101011","54001","10011004","1","620130151","1","600110543","620290251","0","0","620250051","600000764","1","0","0","0","2","0","73001002","36","12","647","0","24","620330049","0","0","10011006","0","61382","10011007","4","0"
"55001","1","1","100","0","3","0","0","101011","55001","10011004","1","620130152","1","600110553","620290252","0","0","620250052","600000765","1","0","0","0","2","0","73001002","36","12","652","0","24","620330050","0","0","10011006","0","61382","10011007","4","0"
"56001","1","1","100","0","3","0","0","101011","56001","10011004","1","620130153","1","600110563","620290253","0","0","620250053","600000766","1","0","0","0","2","0","73001002","36","12","659","0","24","620330051","0","0","10011006","0","61382","10011007","4","0"
"57001","1","1","100","0","3","0","0","101011","57001","10011004","1","620130154","1","600110573","620290254","0","0","620250054","600000767","1","0","0","0","2","0","73001002","36","12","662","0","24","620330052","0","0","10011006","0","61382","10011007","4","0"
"58001","1","1","100","0","3","0","0","101011","58001","10011004","1","620130155","1","600110583","620290255","0","0","620250055","600000768","1","0","0","0","2","0","73001002","36","12","667","0","24","620330053","0","0","10011006","0","61382","10011007","4","0"
"59001","1","1","100","0","3","0","0","101011","59001","10011004","1","620130156","1","600110593","620290256","0","0","620250056","600000769","1","0","0","0","2","0","73001002","36","12","679","0","24","620330054","0","0","10011006","0","61382","10011007","4","0"
"60001","1","1","100","0","3","0","0","101011","60001","10011004","1","620130157","1","600110603","620290257","0","0","620250057","600000770","1","0","0","0","2","0","73001002","36","12","683","0","24","620330055","0","0","10011006","0","61382","10011007","4","0"
"61001","1","1","100","0","3","0","0","101011","61001","10011004","1","620130158","1","600110613","620290258","0","0","620250058","600000771","1","0","0","0","2","0","73001002","36","12","692","0","24","620330056","0","0","10011006","0","61382","10011007","4","0"
"62001","1","1","100","0","3","0","0","101011","62001","10011006","1","620130159","1","600110623","620290259","0","0","620250059","600000772","1","0","0","0","2","0","73001002","5","12","698","0","70","620330057","0","0","10011007","0","61382","10011008","4","0"
"63001","1","1","100","0","3","0","0","101011","63001","10011006","1","620130160","1","600110633","620290260","0","0","620250060","600000773","1","0","0","0","2","0","73001002","5","12","703","0","70","620330058","0","0","10011007","0","61382","10011008","4","0"
"64001","1","1","100","0","3","0","0","101011","64001","10011006","1","620130161","1","600110643","620290261","0","0","620250061","600000774","1","0","0","0","2","0","73001002","5","12","713","0","70","620330059","0","0","10011007","0","61382","10011008","4","0"
"65001","1","1","100","0","3","0","0","101011","65001","10011006","1","620130162","1","600110653","620290262","0","0","620250062","600000775","1","0","0","0","2","0","73001002","5","12","722","0","70","620330060","0","0","10011007","0","61382","10011008","4","0"
"66001","1","1","100","0","3","0","0","101011","66001","10011006","1","620130163","1","600110663","620290263","0","0","620250063","600000776","1","0","0","0","2","0","73001002","5","12","733","0","70","620330061","0","0","10011007","0","61382","10011008","4","0"
"67001","1","1","100","0","3","0","0","101011","67001","10011006","1","620130164","1","600110673","620290264","0","0","620250064","600000777","1","0","0","0","2","0","73001002","5","12","741","0","70","620330062","0","0","10011007","0","61382","10011008","4","0"
"68001","1","1","100","0","3","0","0","101011","68001","10011006","1","620130165","1","600110683","620290265","0","0","620250065","600000778","1","0","0","0","2","0","73001002","5","12","750","0","70","620330063","0","0","10011007","0","61382","10011008","4","0"
"69001","1","1","100","0","3","0","0","101011","69001","10011006","1","620130166","1","600110693","620290266","0","0","620250066","600000779","1","0","0","0","2","0","73001002","5","12","762","0","70","620330064","0","0","10011007","0","61382","10011008","4","0"
"70001","1","1","100","0","3","0","0","101011","70001","10011006","1","620130167","1","600110703","620290267","0","0","620250067","600000780","1","0","0","0","2","0","73001002","5","12","774","0","70","620330065","0","0","10011007","0","61382","10011008","4","0"
"71001","1","1","100","0","3","0","0","101011","71001","10011006","1","620130168","1","600110713","620290268","0","0","620250068","600000781","1","0","0","0","2","0","73001002","5","12","783","0","70","620330066","0","0","10011007","0","61382","10011008","4","0"
"1001","1","1","100","0","3","0","0","101011","1001","10011001","1","620210101","1","600110013","620030001","0","0","620100001","600000782","1","0","0","0","2","0","73001002","36","12","258","0","24","620040001","0","0","10011001","0","61382","10011001","4","0"
"2001","1","1","100","0","3","0","0","101011","2001","10011001","1","620210101","1","600110023","620030001","0","0","620100001","600000783","1","0","0","0","2","0","73001002","36","12","258","0","24","620040001","0","0","10011001","0","61382","10011001","4","0"
"3001","1","1","100","0","3","0","0","101011","3001","10011001","1","620210101","1","600110033","620030001","0","0","620100001","600000784","1","0","0","0","2","0","73001002","36","12","258","0","24","620040001","0","0","10011001","0","61382","10011001","4","0"
"4001","1","1","100","0","3","0","0","101011","4001","10011001","1","620210101","1","600110043","620030001","0","0","620100001","600000785","1","0","0","0","2","0","73001002","36","12","258","0","24","620040001","0","0","10011001","0","61382","10011001","4","0"
"5001","1","1","100","0","3","0","0","101011","5001","10011001","1","620210102","1","600110053","620030002","0","0","620100002","600000786","1","0","0","0","2","0","73001002","36","12","268","0","24","620040001","0","0","10011001","0","61382","10011001","4","0"
"6001","1","1","100","0","3","0","0","101011","6001","10011001","1","620210103","1","600110063","620030003","0","0","620100003","600000787","1","0","0","0","2","0","73001002","36","12","273","0","24","620040002","0","0","10011001","0","61382","10011001","4","0"
"7001","1","1","100","0","3","0","0","101011","7001","10011001","1","620210104","1","600110073","620030004","0","0","620100004","600000788","1","0","0","0","2","0","73001002","36","12","281","0","24","620040003","0","0","10011001","0","61382","10011001","4","0"
"8001","1","1","100","0","3","0","0","101011","8001","10011001","1","620210105","1","600110083","620030005","0","0","620100005","600000789","1","0","0","0","2","0","73001002","36","12","288","0","24","620040004","0","0","10011001","0","61382","10011001","4","0"
"9001","1","1","100","0","3","0","0","101011","9001","10011001","1","620210106","1","600110093","620030006","0","0","620100006","600000790","1","0","0","0","2","0","73001002","36","12","298","0","24","620040005","0","0","10011001","0","61382","10011002","4","0"
"10001","1","1","100","0","3","0","0","101011","10001","10011001","1","620210107","1","600110103","620030007","0","0","620100007","600000791","1","0","0","0","2","0","73001002","36","12","309","0","24","620040006","0","0","10011001","0","61382","10011002","4","0"
"11001","1","1","100","0","3","0","0","101011","11001","10011001","1","620210108","1","600110113","620030008","0","0","620100008","600000792","1","0","0","0","2","0","73001002","36","12","313","0","24","620040007","0","0","10011001","0","61382","10011002","4","0"
"12001","1","1","100","0","3","0","0","101011","12001","10011001","1","620210109","1","600110123","620030009","0","0","620100009","600000793","1","0","0","0","2","0","73001002","36","12","321","0","24","620040008","0","0","10011001","0","61382","10011002","4","0"
"13001","1","1","100","0","3","0","0","101011","13001","10011001","1","620210110","1","600110133","620030010","0","0","620100010","600000794","1","0","0","0","2","0","73001002","36","12","326","0","24","620040009","0","0","10011001","0","61382","10011002","4","0"
"14001","1","1","100","0","3","0","0","101011","14001","10011001","1","620210111","1","600110143","620030011","0","0","620100011","600000795","1","0","0","0","2","0","73001002","36","12","336","0","24","620040010","0","0","10011001","0","61382","10011002","4","0"
"15001","1","1","100","0","3","0","0","101011","15001","10011001","1","620210112","1","600110153","620030012","0","0","620100012","600000796","1","0","0","0","2","0","73001002","36","12","341","0","24","620040011","0","0","10011001","0","61382","10011002","4","0"
"16001","1","1","100","0","3","0","0","101011","16001","10011001","1","620210113","1","600110163","620030013","0","0","620100013","600000797","1","0","0","0","2","0","73001002","36","12","351","0","24","620040012","0","0","10011001","0","61382","10011002","4","0"
"17001","1","1","100","0","3","0","0","101011","17001","10011001","1","620210114","1","600110173","620030014","0","0","620100014","600000798","1","0","0","0","2","0","73001002","36","12","356","0","24","620040013","0","0","10011001","0","61382","10011002","4","0"
"18001","1","1","100","0","3","0","0","101011","18001","10011001","1","620210115","1","600110183","620030015","0","0","620100015","600000799","1","0","0","0","2","0","73001002","36","12","366","0","24","620040014","0","0","10011002","0","61382","10011003","4","0"
"19001","1","1","100","0","3","0","0","101011","19001","10011001","1","620210116","1","600110193","620030016","0","0","620100016","600000800","1","0","0","0","2","0","73001002","36","12","371","0","24","620040015","0","0","10011002","0","61382","10011003","4","0"
"20001","1","1","100","0","3","0","0","101011","20001","10011001","1","620210117","1","600110203","620030017","0","0","620100017","600000801","1","0","0","0","2","0","73001002","36","12","375","0","24","620040016","0","0","10011002","0","61382","10011003","4","0"
"21001","1","1","100","0","3","0","0","101011","21001","10011001","1","620210118","1","600110213","620030018","0","0","620100018","600000802","1","0","0","0","2","0","73001002","36","12","381","0","24","620040017","0","0","10011002","0","61382","10011003","4","0"
"22001","1","1","100","0","3","0","0","101011","22001","10011001","1","620210119","1","600110223","620030019","0","0","620100019","600000803","1","0","0","0","2","0","73001002","36","12","386","0","24","620040018","0","0","10011002","0","61382","10011003","4","0"
"23001","1","1","100","0","3","0","0","101011","23001","10011001","1","620210120","1","600110233","620030020","0","0","620100020","600000804","1","0","0","0","2","0","73001002","36","12","390","0","24","620040019","0","0","10011002","0","61382","10011003","4","0"
"24001","1","1","100","0","3","0","0","101011","24001","10011001","1","620210121","1","600110243","620030021","0","0","620100021","600000805","1","0","0","0","2","0","73001002","36","12","396","0","24","620040020","0","0","10011002","0","61382","10011003","4","0"
"25001","1","1","100","0","3","0","0","101011","25001","10011001","1","620210122","1","600110253","620030022","0","0","620100022","600000806","1","0","0","0","2","0","73001002","36","12","401","0","24","620040021","0","0","10011002","0","61382","10011003","4","0"
"26001","1","1","100","0","3","0","0","101011","26001","10011001","1","620210123","1","600110263","620030023","0","0","620100023","600000807","1","0","0","0","2","0","73001002","36","12","405","0","24","620040022","0","0","10011002","0","61382","10011003","4","0"
"27001","1","1","100","0","3","0","0","101011","27001","10011001","1","620210124","1","600110273","620030024","0","0","620100024","600000808","1","0","0","0","2","0","73001002","36","12","411","0","24","620040023","0","0","10011003","0","61382","10011004","4","0"
"28001","1","1","100","0","3","0","0","101011","28001","10011001","1","620210125","1","600110283","620030025","0","0","620100025","600000809","1","0","0","0","2","0","73001002","36","12","417","0","24","620040024","0","0","10011003","0","61382","10011004","4","0"
"29001","1","1","100","0","3","0","0","101011","29001","10011001","1","620210126","1","600110293","620030026","0","0","620100026","600000810","1","0","0","0","2","0","73001002","36","12","422","0","24","620040025","0","0","10011003","0","61382","10011004","4","0"
"30001","1","1","100","0","3","0","0","101011","30001","10011001","1","620210127","1","600110303","620030027","0","0","620100027","600000811","1","0","0","0","2","0","73001002","36","12","427","0","24","620040026","0","0","10011003","0","61382","10011004","4","0"
"31001","1","1","100","0","3","0","0","101011","31001","10011001","1","620210128","1","600110313","620030028","0","0","620100028","600000812","1","0","0","0","2","0","73001002","36","12","433","0","24","620040027","0","0","10011003","0","61382","10011004","4","0"
"32001","1","1","100","0","3","0","0","101011","32001","10011001","1","620210129","1","600110323","620030029","0","0","620100029","600000813","1","0","0","0","2","0","73001002","36","12","442","0","24","620040028","0","0","10011003","0","61382","10011004","4","0"
"33001","1","1","100","0","3","0","0","101011","33001","10011001","1","620210130","1","600110333","620030030","0","0","620100030","600000814","1","0","0","0","2","0","73001002","36","12","455","0","24","620040029","0","0","10011003","0","61382","10011004","4","0"
"34001","1","1","100","0","3","0","0","101011","34001","10011001","1","620210131","1","600110343","620030031","0","0","620100031","600000815","1","0","0","0","2","0","73001002","36","12","460","0","24","620040030","0","0","10011003","0","61382","10011004","4","0"
"35001","1","1","100","0","3","0","0","101011","35001","10011002","1","620210132","1","600110353","620030032","0","0","620100032","600000816","1","0","0","0","2","0","73001002","36","12","464","0","24","620040031","0","0","10011004","0","61382","10011005","4","0"
"36001","1","1","100","0","3","0","0","101011","36001","10011002","1","620210133","1","600110363","620030033","0","0","620100033","600000817","1","0","0","0","2","0","73001002","36","12","476","0","24","620040032","0","0","10011004","0","61382","10011005","4","0"
"37001","1","1","100","0","3","0","0","101011","37001","10011002","1","620210134","1","600110373","620030034","0","0","620100034","600000818","1","0","0","0","2","0","73001002","36","12","482","0","24","620040033","0","0","10011004","0","61382","10011005","4","0"
"38001","1","1","100","0","3","0","0","101011","38001","10011002","1","620210135","1","600110383","620030035","0","0","620100035","600000819","1","0","0","0","2","0","73001002","36","12","492","0","24","620040034","0","0","10011004","0","61382","10011005","4","0"
"39001","1","1","100","0","3","0","0","101011","39001","10011002","1","620210136","1","600110393","620030036","0","0","620100036","600000820","1","0","0","0","2","0","73001002","36","12","500","0","24","620040035","0","0","10011004","0","61382","10011005","4","0"
"40001","1","1","100","0","3","0","0","101011","40001","10011002","1","620210137","1","600110403","620030037","0","0","620100037","600000821","1","0","0","0","2","0","73001002","36","12","514","0","24","620040036","0","0","10011004","0","61382","10011005","4","0"
"41001","1","1","100","0","3","0","0","101011","41001","10011002","1","620210138","1","600110413","620030038","0","0","620100038","600000822","1","0","0","0","2","0","73001002","36","12","518","0","24","620040037","0","0","10011004","0","61382","10011005","4","0"
"42001","1","1","100","0","3","0","0","101011","42001","10011003","1","620210139","1","600110423","620030039","0","0","620100039","600000823","1","0","0","0","2","0","73001002","36","12","523","0","24","620040038","0","0","10011005","0","61382","10011006","4","0"
"43001","1","1","100","0","3","0","0","101011","43001","10011003","1","620210140","1","600110433","620030040","0","0","620100040","600000824","1","0","0","0","2","0","73001002","36","12","538","0","24","620040039","0","0","10011005","0","61382","10011006","4","0"
"44001","1","1","100","0","3","0","0","101011","44001","10011003","1","620210141","1","600110443","620030041","0","0","620100041","600000825","1","0","0","0","2","0","73001002","36","12","551","0","24","620040040","0","0","10011005","0","61382","10011006","4","0"
"45001","1","1","100","0","3","0","0","101011","45001","10011003","1","620210142","1","600110453","620030042","0","0","620100042","600000826","1","0","0","0","2","0","73001002","36","12","565","0","24","620040041","0","0","10011005","0","61382","10011006","4","0"
"46001","1","1","100","0","3","0","0","101011","46001","10011003","1","620210143","1","600110463","620030043","0","0","620100043","600000827","1","0","0","0","2","0","73001002","36","12","574","0","24","620040042","0","0","10011005","0","61382","10011006","4","0"
"47001","1","1","100","0","3","0","0","101011","47001","10011003","1","620210144","1","600110473","620030044","0","0","620100044","600000828","1","0","0","0","2","0","73001002","36","12","577","0","24","620040043","0","0","10011005","0","61382","10011006","4","0"
"48001","1","1","100","0","3","0","0","101011","48001","10011003","1","620210145","1","600110483","620030045","0","0","620100045","600000829","1","0","0","0","2","0","73001002","36","12","587","0","24","620040044","0","0","10011005","0","61382","10011006","4","0"
"49001","1","1","100","0","3","0","0","101011","49001","10011004","1","620210146","1","600110493","620030046","0","0","620100046","600000830","1","0","0","0","2","0","73001002","36","12","598","0","24","620040045","0","0","10011006","0","61382","10011007","4","0"
"50001","1","1","100","0","3","0","0","101011","50001","10011004","1","620210147","1","600110503","620030047","0","0","620100047","600000831","1","0","0","0","2","0","73001002","36","12","614","0","24","620040046","0","0","10011006","0","61382","10011007","4","0"
"51001","1","1","100","0","3","0","0","101011","51001","10011004","1","620210148","1","600110513","620030048","0","0","620100048","600000832","1","0","0","0","2","0","73001002","36","12","621","0","24","620040047","0","0","10011006","0","61382","10011007","4","0"
"52001","1","1","100","0","3","0","0","101011","52001","10011004","1","620210149","1","600110523","620030049","0","0","620100049","600000833","1","0","0","0","2","0","73001002","36","12","629","0","24","620040048","0","0","10011006","0","61382","10011007","4","0"
"53001","1","1","100","0","3","0","0","101011","53001","10011004","1","620210150","1","600110533","620030050","0","0","620100050","600000834","1","0","0","0","2","0","73001002","36","12","640","0","24","620040049","0","0","10011006","0","61382","10011007","4","0"
"54001","1","1","100","0","3","0","0","101011","54001","10011004","1","620210151","1","600110543","620030051","0","0","620100051","600000835","1","0","0","0","2","0","73001002","36","12","647","0","24","620040050","0","0","10011006","0","61382","10011007","4","0"
"55001","1","1","100","0","3","0","0","101011","55001","10011004","1","620210152","1","600110553","620030052","0","0","620100052","600000836","1","0","0","0","2","0","73001002","36","12","652","0","24","620040051","0","0","10011006","0","61382","10011007","4","0"
"56001","1","1","100","0","3","0","0","101011","56001","10011004","1","620210153","1","600110563","620030053","0","0","620100053","600000837","1","0","0","0","2","0","73001002","36","12","659","0","24","620040052","0","0","10011006","0","61382","10011007","4","0"
"57001","1","1","100","0","3","0","0","101011","57001","10011004","1","620210154","1","600110573","620030054","0","0","620100054","600000838","1","0","0","0","2","0","73001002","36","12","662","0","24","620040053","0","0","10011006","0","61382","10011007","4","0"
"58001","1","1","100","0","3","0","0","101011","58001","10011004","1","620210155","1","600110583","620030055","0","0","620100055","600000839","1","0","0","0","2","0","73001002","36","12","667","0","24","620040054","0","0","10011006","0","61382","10011007","4","0"
"59001","1","1","100","0","3","0","0","101011","59001","10011004","1","620210156","1","600110593","620030056","0","0","620100056","600000840","1","0","0","0","2","0","73001002","36","12","679","0","24","620040055","0","0","10011006","0","61382","10011007","4","0"
"60001","1","1","100","0","3","0","0","101011","60001","10011004","1","620210157","1","600110603","620030057","0","0","620100057","600000841","1","0","0","0","2","0","73001002","36","12","683","0","24","620040056","0","0","10011006","0","61382","10011007","4","0"
"61001","1","1","100","0","3","0","0","101011","61001","10011004","1","620210158","1","600110613","620030058","0","0","620100058","600000842","1","0","0","0","2","0","73001002","36","12","692","0","24","620040057","0","0","10011006","0","61382","10011007","4","0"
"62001","1","1","100","0","3","0","0","101011","62001","10011006","1","620210159","1","600110623","620030059","0","0","620100059","600000843","1","0","0","0","2","0","73001002","5","12","698","0","70","620040058","0","0","10011007","0","61382","10011008","4","0"
"63001","1","1","100","0","3","0","0","101011","63001","10011006","1","620210160","1","600110633","620030060","0","0","620100060","600000844","1","0","0","0","2","0","73001002","5","12","703","0","70","620040059","0","0","10011007","0","61382","10011008","4","0"
