9101367c02853e323c4ede8f60cdcbd9924dcdf654bf721ac1598cbcd6973d12,59d4f9cfa79ebdafae536618f358aea78bed1e959b533d9dbf5b032299ede324,d59352539e37cd76f855529f7f62d8b0678468663c4fd37c3cac179a1a2cdcf5,d48640bb1385b39bcf3b5a0bfc1e9a878ca21265623a6cf0031a6f19465d8dfa,11b22235a5ff0fc09d73ee80c479671189a9255e1338e7a7dd9a8e288e5ac860
"5","-1.4","11","-23.4","30050305"
"5","-1","11","-21.8","30050306"
"5","-2.8","13","-23.6","30050307"
"5","-1.3","13","-19.8","30050308"
"5","-1.2","12","-18","30050309"
"5","-4.1","11","-16.1","30050310"
"5","-2.2","11","-15.4","30050311"
"5","-1.9","12","-16.4","30050312"
"5","-6.1","13","-16.4","30050313"
"5","-14","11","-12","30050314"
"5","-12","11","-10.6","30050315"
"5","-7.6","12","-16.2","30050316"
"5","-7.7","11","-9.8","30050317"
"5","-11","13","-14","30050318"
"5","-10","13","-14","30050319"
"5","-12","13","-14","30050320"
"5","-14","12","-14.1","30050321"
"5","-6.4","11","-8.9","30050322"
"5","-5.9","11","-10.5","30050323"
"5","-9","11","-8.8","30050324"
"5","-9.6","12","-5.6","30050325"
"5","-8","12","-5","30050326"
"5","-6.1","12","-5.5","30050327"
"5","-7.9","13","-6","30050328"
"5","-3.7","11","-5.7","30050329"
"5","-2.2","12","-9","30050330"
"5","-2.2","12","-12","30050331"
"5","-0.2","12","-10","30050332"
"5","0.3","12","-11.9","30050333"
"5","-1","13","-13","30050334"
"5","1.2","13","-10.9","30050335"
"5","-3","13","-11","30050336"
"5","1","11","-16","30050337"
"5","3.6","11","-15.3","30050338"
"5","4","11","-13","30050339"
"5","3","13","-14","30050340"
"5","4","11","-10.2","30050341"
"5","4","12","-8.9","30050342"
"5","-0.1","12","-5.2","30050343"
"5","1","12","-3.2","30050344"
"5","4.7","11","-3.3","30050346"
"5","4.2","11","-1","30050347"
"5","-9","13","4","30050348"
"5","-10","12","7","30050349"
"5","-8","12","7","30050350"
"5","-6","11","7","30050351"
"5","-4","11","6","30050352"
"5","-7","11","0","30050353"
"5","-5","11","0","30050354"
"5","-1","13","6","30050355"
"5","-2.3","12","6","30050356"
"5","4","11","10.8","30050357"
"5","6.5","12","8.5","30050358"
"5","5.8","12","6.8","30050359"
"5","6","13","5","30050360"
"5","6","11","2.8","30050361"
"5","2.1","11","2.7","30050362"
"5","-12","12","-4","30050363"
"5","-12","11","-6","30050364"
"5","-10","13","-3","30050365"
"5","-11","13","-4","30050366"
"5","1.8","11","5.6","30050367"
"5","3.5","13","15.8","30050368"
"5","0.9","13","18.6","30050369"
"5","4.1","11","18.7","30050370"
"5","0.6","12","13.5","30050371"
"5","-1","13","14.8","30050372"
"5","-1","13","16","30050373"
"5","-2","11","15","30050374"
"5","-2","11","19","30050375"
"5","-1","11","19","30050376"
"5","-7.5","12","13.1","30050377"
"5","-5","11","13","30050378"
"5","-9","13","16","30050379"
"5","-8","13","15","30050380"
"5","-9","12","14","30050381"
"5","-10","11","15.8","30050382"
"5","-10","11","17.6","30050383"
"5","-10.2","12","19.5","30050384"
"5","-13.6","12","13.8","30050390"
"5","-13.5","12","10.7","30050391"
"5","-10.7","11","10.6","30050392"
"5","-10","11","12","30050393"
"5","-14.1","12","18","30050394"
"5","-14","13","20","30050395"
"5","-13","13","19","30050396"
"5","-15","13","21","30050397"
"5","-18.2","12","18.7","30050398"
"5","-20","11","18.7","30050399"
"5","-20","12","14.7","30050400"
"5","-20","11","13","30050401"
"5","-19.9","11","10.9","30050402"
"5","-20","13","12","30050403"
"5","-20","13","16","30050404"
"5","-22.9","11","14","30050405"
"5","-22.8","13","15","30050406"
"5","-23","12","19","30050407"
"5","-23","11","21","30050408"
"5","-23","13","22","30050409"
"5","-23","13","20","30050410"
"5","-21.2","12","23.6","30050411"
"5","-18.2","12","23.6","30050412"
"5","-5.7","991006","-20.8","30050413"
"5","-5.7","991006","-19","30050414"
"5","-0.4","11","-3.2","30050416"
"5","-2.1","12","-3.3","30050417"
"5","1","12","-0.4","30050418"
"5","-0.4","11","-0.5","30050419"
"5","-2.1","12","-0.5","30050420"
"5","1","991005","-1.8","30050421"
"5","-0.8","991005","-1.8","30050422"
"5","-2.3","991005","-1.8","30050423"
"5","-13.1","991005","15.2","30050424"
"5","-15.3","991005","15.2","30050425"
"5","-17.4","991005","15.2","30050426"
"5","-14","13","16","30050427"
"5","-16","13","16","30050428"
"5","-18","13","16","30050429"
"5","-19.2","12","7.8","30050430"
"5","-22.8","13","10.6","30050431"
"5","-22.7","11","9.5","30050432"
"5","-4.8","991001","16.5","30050433"
"5","-4.8","991002","17.5","30050434"
"5","1.4","991001","7.7","30050435"
"5","1.4","991002","8.3","30050436"
"5","1.5","991002","16","30050437"
"5","1.3","991003","15.6","30050438"
"5","-17.1","991001","5.5","30050439"
"5","-17.1","991002","6.5","30050440"
"6","-23.6","11","7","30060001"
"6","-21.3","12","17.2","30060003"
"6","-21.8","13","6.4","30060005"
"6","-21.8","13","8.4","30060006"
"6","-21","11","4","30060007"
"6","-15.7","11","1.6","30060008"
"6","-16.7","11","3.5","30060009"
"6","-21.9","13","1.5","30060010"
"6","-23.7","13","2.7","30060011"
"6","-23.7","13","-3","30060012"
"6","-22.8","12","-5.9","30060018"
"6","-21.6","11","-10.5","30060019"
"6","-19.7","13","-11.5","30060020"
"6","-19.7","13","-13.5","30060021"
"6","-19.7","13","-9.5","30060022"
"6","-23.8","12","-16.1","30060023"
"6","-23.7","11","-18.7","30060024"
"6","-21.8","11","-21","30060025"
"6","-3.8","13","-10.9","30060036"
"6","-11.1","12","-10.3","30060043"
"6","-14.3","12","-11.6","30060044"
"6","-4.8","12","-15.1","30060045"
"6","1.3","11","-10","30060054"
"6","-6.3","12","4.1","30060062"
"6","-4.2","11","12.7","30060064"
"6","-2.9","11","11.9","30060065"
"6","-7.4","13","15.5","30060067"
"6","-9.7","13","16.4","30060068"
"6","-25","11","18.1","30060073"
"6","-16.7","13","17.5","30060077"
"6","-10.9","990002","23.4","30060079"
"6","-23.7","990001","5","30060080"
"6","-10.6","990001","-13","30060081"
"6","-13","11","1.8","30060083"
"6","-10.5","13","10.6","30060085"
"6","-16.7","13","8.5","30060086"
"6","-14.2","12","11.6","30060087"
"6","-14.2","12","9.7","30060088"
"6","-3.7","13","-0.5","30060089"
"6","-3.7","13","0.6","30060090"
"6","-7.3","12","-6.5","30060091"
"6","-6.1","12","-5.4","30060092"
"6","-6.1","13","-6.7","30060093"
"6","-7.5","13","-5.5","30060094"
"6","-5.8","13","-10.9","30060095"
"6","-7.2","11","-11.1","30060097"
"6","-12.3","12","-19.5","30060098"
"6","-10.4","12","-19.5","30060099"
"6","-8.9","13","-18","30060100"
"6","-11.4","13","-16.5","30060101"
"6","-21.5","13","-17.4","30060102"
"6","-20.1","13","-16","30060103"
"6","-20.1","12","-17.4","30060104"
"6","-21.9","13","-2.1","30060106"
"6","-21.9","11","21.2","30060107"
"6","-24.2","11","20.3","30060108"
"6","-1.8","12","16.8","30060115"
"6","-10.6","11","1","30060116"
"6","-10.6","11","2.5","30060117"
"6","0.1","13","9","30060118"
"6","0.1","13","7.5","30060119"
"6","-0.6","11","4.8","30060120"
"6","-1.8","12","19.4","30060121"
"6","-1.8","12","21.7","30060122"
"6","-1.7","13","20.5","30060123"
"6","-1.7","13","18.1","30060124"
"6","2.2","11","15.8","30060125"
"6","1.2","13","19.5","30060126"
"6","1.2","13","21","30060127"
"6","1.2","13","22.5","30060128"
"6","-11.5","13","20","30060130"
"6","-10.1","11","-4","30060132"
"6","-22.8","12","-8","30060135"
"6","-13.6","11","-18.8","30060137"
"6","-11.1","11","-14.3","30060138"
"6","-12","12","-4","30060139"
"6","-16.7","13","10.4","30060140"
"6","-21.6","11","-12.6","30060141"
"6","-19","11","-25.2","30060145"
"6","-1.9","13","-4.8","30060146"
"6","-2.2","11","-7.2","30060148"
"6","1.4","11","14.2","30060150"
"6","-1.7","11","8.5","30060151"
"6","-2.6","11","10","30060152"
"6","-5.2","12","9.5","30060153"
"6","-10","13","12.5","30060154"
"6","-6","13","12.8","30060155"
"6","-5.6","12","16.6","30060156"
"6","-7","12","23","30060157"
"6","-5.6","11","19.7","30060158"
"6","-5.6","11","21.7","30060159"
"6","-18.8","12","5.5","30060161"
"6","-18.7","11","7.5","30060162"
"6","-18.8","12","9.5","30060163"
"6","-18.6","11","11.5","30060164"
"6","-18.7","13","13.3","30060165"
"6","-19.4","13","15.3","30060166"
"6","-21.3","12","-16","30060167"
"6","-14.8","13","-6","30060168"
"6","-14.8","12","-4.5","30060169"
"6","-14.8","13","-3","30060170"
"6","-14.8","12","-1.5","30060171"
"6","-13.6","11","-7.6","30060172"
"6","-8.1","11","-14.3","30060175"
"6","-6.8","11","-15.8","30060176"
"6","-20.6","13","-25","30060179"
"6","-17.4","13","-25.1","30060180"
"6","-23.6","11","10","30060181"
"6","-15.9","13","20.9","30060182"
"6","-15.9","13","22.9","30060183"
"6","-12.6","11","22.7","30060184"
"6","-9.6","990001","7","30060186"
"6","-19.7","991005","-20.8","30060187"
"6","-18.7","991005","-20.8","30060188"
"6","-17.7","991005","-20.8","30060189"
"6","-16.7","991005","-20.8","30060190"
"6","-2.8","991006","-0.8","30060191"
"6","-2.8","991006","0.2","30060192"
"6","-2.8","991006","1.2","30060193"
"6","-4.7","991005","18.2","30060194"
"6","-5.7","991005","18.2","30060195"
"6","-6.7","991005","18.2","30060196"
"6","-7.7","991005","18.2","30060197"
"6","-10.2","12","-7.7","30060198"
"6","-16.6","12","-8.2","30060199"
"6","-17","11","-10.4","30060200"
"6","-17.4","11","-13","30060201"
"6","-19","12","-4.3","30060202"
"6","-17.8","11","-6.2","30060203"
"6","-18.2","11","-8.1","30060204"
"6","-21.3","12","15.1","30060205"
"6","-21.3","12","11.9","30060206"
"6","-19.4","13","17.1","30060207"
"6","-18.7","991005","16.2","30060208"
"6","-19.7","991005","16.2","30060209"
"6","-20.7","991005","16.2","30060210"
"6","-21.7","991005","16.2","30060211"
"6","-22.7","991005","16.2","30060212"
"6","-14.1","11","-23.3","30060213"
"6","-14.1","11","-21.3","30060214"
"6","-2.8","13","-9.5","30060216"
"6","0.1","11","-11.2","30060217"
"6","-2","11","-13.9","30060218"
"6","2","12","-7.5","30060221"
"6","-1.9","13","-0.5","30060222"
"6","-1.9","13","0.6","30060223"
"6","2.9","11","-1.2","30060224"
"6","-3","11","-3.3","30060225"
"6","-0.1","11","-3","30060227"
"6","3.2","11","1.7","30060228"
"6","0.7","11","4.1","30060229"
"6","1.8","12","11.6","30060230"
"6","4.2","11","19.8","30060231"
"6","4.2","11","23","30060232"
"6","-9.9","13","8.9","30060233"
"6","-10.5","13","5.6","30060234"
"6","-9.9","13","4.5","30060235"
"6","-19.5","11","21.3","30060236"
"6","-19.4","13","-22","30060243"
"6","-17.4","13","-22","30060244"
"6","-18.4","13","-20","30060245"
"6","-20.7","991004","-6.6","30060246"
"6","-21.2","991003","-6.6","30060247"
"6","-21.6","991003","-14.3","30060248"
"6","-20.3","991004","-14.3","30060249"
"6","-5.2","991001","-13.1","30060250"
"6","-5.2","991002","-12.7","30060251"
"6","-4.2","991001","-6.6","30060252"
"6","-4.2","991002","-5.2","30060253"
"6","-7.2","991002","2.8","30060254"
"6","-7.2","991001","1.4","30060255"
"6","-4.2","991001","5.9","30060256"
"6","-4.2","991002","6.3","30060257"
"6","-13.6","991003","17.8","30060258"
"6","-12.3","991004","17.8","30060259"
"6","-13.2","991001","4.4","30060260"
"6","-13.2","991002","5.8","30060261"
"7","-21.2","990001","19","30070003"
"7","-21.2","990001","-4","30070004"
"7","3","991003","5.8","30070019"
"7","3.4","991002","6.1","30070020"
"7","-22","21","-11.2","30070035"
"7","-18.8","21","-8.4","30070038"
"7","-14","22","-15.6","30070040"
"7","-14","22","-7.4","30070041"
"7","-11.7","21","-10.4","30070042"
"7","-12.8","21","-19.5","30070046"
"7","-11.4","21","-21","30070047"
"7","-8.1","22","-20","30070048"
"7","-6.5","23","-18.7","30070050"
"7","-7.8","21","-13.9","30070051"
"7","-6.3","23","-10.5","30070052"
"7","-11","21","-5.8","30070055"
"7","-6.3","23","-8.5","30070058"
"7","-4.8","21","-17","30070062"
"7","-5","22","-12.5","30070064"
"7","-2.7","21","-19","30070067"
"7","-2.4","23","-15.5","30070068"
"7","1.2","21","-18.8","30070069"
"7","2.3","21","-17.2","30070070"
"7","0.4","21","-22","30070072"
"7","-2.4","23","-13.5","30070077"
"7","5.7","21","-19","30070078"
"7","9.2","21","-17.6","30070079"
"7","3.5","22","-12.8","30070080"
"7","9.5","21","-11.7","30070081"
"7","0","22","-5.6","30070088"
"7","7.2","21","-7.6","30070090"
"7","0.8","23","1","30070096"
"7","-0.9","21","2.6","30070097"
"7","1.1","21","7.2","30070099"
"7","4.1","21","2.5","30070102"
"7","4.7","21","15.7","30070108"
"7","3.3","21","13.7","30070110"
"7","-1.7","21","8.6","30070113"
"7","-6.7","21","10.8","30070114"
"7","0.1","22","10.5","30070115"
"7","-5","22","15","30070116"
"7","-0.3","23","13.9","30070117"
"7","-10.6","23","11","30070119"
"7","-13.6","21","14.9","30070123"
"7","-19.2","23","16.5","30070124"
"7","-18.5","23","12.4","30070125"
"7","-13.9","21","8.9","30070127"
"7","-21.8","21","15","30070131"
"7","-19.3","23","11.6","30070132"
"7","-21.8","22","9.5","30070133"
"7","-21.6","21","4.3","30070134"
"7","-21.1","21","0","30070136"
"7","-19.3","23","3.1","30070137"
"7","-18.8","23","5.8","30070138"
"7","-17.2","23","4.1","30070139"
"7","-15.5","21","1.9","30070141"
"7","-14.1","22","5.9","30070143"
"7","-13.4","23","0.2","30070144"
"7","-11.4","23","3.7","30070145"
"7","-4.9","23","0.7","30070147"
"7","-7.5","21","-0.6","30070148"
"7","-2.5","21","-1.2","30070154"
"7","-15.3","22","-5","30070157"
"7","-17.7","21","-5.6","30070158"
"7","-22","21","-1.9","30070159"
"7","-21.9","22","-6.8","30070160"
"7","-17.7","21","-15","30070163"
"7","-21.6","23","-15.1","30070165"
"7","7.1","21","5.1","30070167"
"7","3.1","23","6.9","30070168"
"7","-2.3","23","4.4","30070171"
"7","-5","21","4","30070172"
"7","-4.2","990001","-10","30070173"
"7","4.8","990001","-6","30070174"
"7","-20.1","991001","13","30070179"
"7","-19.6","991004","13.3","30070181"
"7","-7.7","991005","-5.8","30070186"
"7","-6.7","991005","-5.8","30070187"
"7","-5.6","991005","-5.8","30070188"
"7","-4.6","991005","-5.8","30070189"
"7","0","22","-4.1","30070190"
"7","1.7","22","-4.1","30070191"
"7","1.7","22","-5.6","30070192"
"7","-0.6","991005","-4.8","30070193"
"7","0.4","991005","-4.8","30070194"
"7","1.4","991005","-4.8","30070195"
"7","2.4","991005","-4.8","30070196"
"7","3.3","21","17.7","30070197"
"7","4.2","991006","13.3","30070198"
"7","4.2","991006","14.4","30070199"
"7","4.2","991006","15.6","30070200"
"7","4.2","991006","16.8","30070201"
"7","4.2","991006","18","30070202"
"7","-1.2","23","14.5","30070203"
"7","-6.7","21","6.8","30070204"
"7","-5.2","21","8.8","30070205"
"7","-5.8","991006","11","30070206"
"7","-5.8","991006","9.8","30070207"
"7","-5.8","991006","8.6","30070208"
"7","-5.8","991006","7.4","30070209"
"7","-5.8","991006","6.3","30070210"
"7","-13.4","23","-1.8","30070211"
"7","6.9","22","11.1","30070212"
"7","8","22","15.4","30070213"
"7","0.3","21","17.9","30070224"
"7","-7.9","21","22.3","30070227"
"7","-18.7","21","21.7","30070232"
"7","-16.4","21","17","30070233"
"7","-9.7","21","17.1","30070234"
"7","-11.9","23","22.4","30070236"
"7","-16.1","22","22","30070237"
"7","-0.4","23","15.2","30070240"
"7","3.4","22","21.2","30070241"
"7","-3.4","22","22.7","30070245"
"7","6.7","23","-2.5","30070247"
"7","6.6","23","-1.5","30070249"
"7","7.2","23","-1.9","30070250"
"7","-11.8","23","4.7","30070254"
"7","-10.8","23","4.4","30070255"
"7","7.2","22","1.4","30070256"
"7","-18.5","23","10.8","30070257"
"7","6.1","23","-16.5","30070258"
"7","-6.4","22","-6.6","30070259"
"7","-7.4","22","-5","30070260"
"7","-5.3","22","-5","30070261"
"7","-11.5","23","11.5","30070262"
"7","-10.7","23","11.9","30070263"
"7","-18.5","23","17.4","30070264"
"7","-21.9","23","-14.4","30070265"
"7","-22.2","23","-15","30070266"
"7","-4.2","22","15.8","30070267"
"7","-12.3","23","22.7","30070268"
"7","5.5","23","-9.5","30070269"
"7","1.6","23","-9.5","30070270"
"7","3.3","22","-21.9","30070271"
"8","-22.5","990001","17.1","30080013"
"8","-19","991004","-8.2","30080074"
"8","-22.5","990001","-16","30080076"
"8","-9.4","991003","2.8","30080193"
"8","-8.3","991004","2.8","30080194"
"8","-16.6","991001","11.8","30080204"
"8","-16.6","991002","12.2","30080205"
"8","-20.6","991003","-8.2","30080209"
"8","-4.5","990001","-11","30080213"
"8","1.7","991003","-6.4","30080214"
"8","2.2","991004","-6.4","30080215"
"8","-15.2","991001","-22.2","30080221"
"8","-15.2","991002","-21.8","30080222"
"8","-18.6","991001","-0.2","30080223"
"8","-18.6","991002","0.2","30080224"
"8","-10.6","991001","-22.7","30080233"
"8","-10.6","991002","-21.3","30080234"
"8","-2.7","990001","12","30080235"
"8","-16.7","991006","-4.2","30080236"
"8","-16.7","991006","-5.7","30080237"
"8","24.3","23","-25.5","30080238"
"8","24.5","21","-25.2","30080239"
"8","-22.7","23","8.5","30080240"
"8","-20.3","21","13.8","30080241"
"8","-22.7","21","5","30080242"
"8","-22.7","23","6.5","30080244"
"8","24.4","22","-25.4","30080245"
"8","-19.2","22","4.5","30080246"
"8","-15.6","21","2.9","30080250"
"8","-17.8","21","3","30080251"
"8","-13.4","22","8.2","30080252"
"8","-11.7","23","5.4","30080254"
"8","-11.7","23","3.5","30080255"
"8","-10.8","21","1.5","30080256"
"8","-11.2","21","-1.6","30080257"
"8","-13.8","22","1.5","30080259"
"8","-21.3","22","1.6","30080260"
"8","-22.8","21","1.6","30080261"
"8","-24","22","-0.5","30080262"
"8","-24","22","-2.7","30080263"
"8","-16","23","-4","30080264"
"8","-16","23","-5","30080265"
"8","-16","23","-6","30080266"
"8","-18","23","-4","30080267"
"8","-18","23","-5","30080268"
"8","-18","23","-6","30080269"
"8","-21","21","-7","30080270"
"8","-19.8","22","-5.5","30080271"
"8","-17.1","22","-9.3","30080272"
"8","-17.2","22","-12.2","30080274"
"8","-22","21","-10","30080275"
"8","-22","21","-12","30080276"
"8","-16.8","22","-14.4","30080277"
"8","-15.9","21","-16.6","30080278"
"8","-16","21","-19.5","30080279"
"8","-14","22","-19","30080281"
"8","-13","22","-17","30080282"
"8","-13.8","21","-24","30080284"
"8","-20.6","21","-23.1","30080286"
"8","-17.7","21","-23.1","30080287"
"8","-22","22","-20","30080288"
"8","-22","22","-22","30080289"
"8","-19.3","23","-23.2","30080290"
"8","-11.5","22","-23.6","30080292"
"8","-12.4","21","-20.1","30080294"
"8","-8.4","22","-19","30080297"
"8","-6.6","23","-20.7","30080300"
"8","-5.4","22","-23.7","30080303"
"8","-2.9","21","-23.8","30080305"
"8","-1","21","-21.8","30080306"
"8","-1.2","22","-18","30080309"
"8","-4.1","21","-16.1","30080310"
"8","-2.2","21","-15","30080311"
"8","-6.1","23","-16.4","30080313"
"8","-11.8","21","-10.6","30080315"
"8","-7.6","22","-16.2","30080316"
"8","-11","23","-14","30080318"
"8","-10","23","-14","30080319"
"8","-12","23","-14","30080320"
"8","-14","22","-14.1","30080321"
"8","-6","21","-9.7","30080323"
"8","-9.5","21","-8","30080324"
"8","-6","22","-5.8","30080327"
"8","-8.8","23","-4.8","30080328"
"8","-3.7","21","-5.7","30080329"
"8","-2.2","22","-9","30080330"
"8","-1.7","22","-11.8","30080331"
"8","0.1","22","-9.8","30080332"
"8","-1","23","-13","30080334"
"8","0.2","23","-10.9","30080335"
"8","-2.6","23","-10.7","30080336"
"8","1","21","-16","30080337"
"8","3.6","21","-15.3","30080338"
"8","2.1","23","-5.9","30080340"
"8","4","21","-10.2","30080341"
"8","-0.1","22","-5.2","30080343"
"8","0.3","22","-2.9","30080344"
"8","4.7","21","-3.3","30080346"
"8","4.2","21","-1","30080347"
"8","-9.2","23","4.2","30080348"
"8","-10","22","7","30080349"
"8","-6","21","7","30080351"
"8","-7","21","0","30080353"
"8","-4.9","21","0","30080354"
"8","-2.9","22","5.8","30080356"
"8","4","21","10.8","30080357"
"8","2.1","21","3","30080362"
"8","-12","22","-4","30080363"
"8","-12","21","-6","30080364"
"8","-9.6","23","-3","30080365"
"8","-10.5","23","-4.6","30080366"
"8","1.8","21","5.6","30080367"
"8","3.5","23","15.8","30080368"
"8","0.9","23","18.7","30080369"
"8","4.1","21","18.7","30080370"
"8","0.6","22","13.5","30080371"
"8","-1","23","15.8","30080373"
"8","-2","21","19","30080375"
"8","-8.5","21","22.5","30080376"
"8","-7.5","22","13.1","30080377"
"8","-5","21","13","30080378"
"8","-9","23","16","30080379"
"8","-8","23","15","30080380"
"8","-10.2","22","19.5","30080384"
"8","-11.2","21","11.1","30080392"
"8","-13.3","23","15.9","30080395"
"8","-13.3","23","14.5","30080396"
"8","-15","23","21","30080397"
"8","-18.3","22","18.1","30080398"
"8","-19.9","21","10.2","30080402"
"8","-22.8","23","15","30080406"
"8","-23.3","22","18.7","30080407"
"8","-22.9","21","21.3","30080408"
"8","-21.2","22","23.6","30080411"
"8","-18.2","22","23.6","30080412"
"8","-5.7","991006","-20.6","30080413"
"8","-5.7","991006","-19.3","30080414"
"8","-2.1","22","-2.9","30080417"
"8","0.3","22","-0.9","30080418"
"8","-2.1","22","-0.9","30080420"
"8","1","991005","-1.8","30080421"
"8","-0.8","991005","-1.8","30080422"
"8","-2.3","991005","-1.8","30080423"
"8","-13.1","991005","15.2","30080424"
"8","-15.3","991005","15.2","30080425"
"8","-17.4","991005","15.2","30080426"
"8","-19.2","22","7.8","30080430"
"8","-22.7","23","10.5","30080431"
"8","-19.9","21","16.7","30080432"
"8","-4.8","991001","16.5","30080433"
"8","-4.8","991002","17.5","30080434"
"8","1.4","991001","7.7","30080435"
"8","1.4","991002","8.3","30080436"
"8","1.5","991002","16","30080437"
"8","1.3","991003","15.6","30080438"
"8","-17.1","991001","5.5","30080439"
"8","-17.1","991002","6.5","30080440"
"8","-15.6","23","-9.2","30080441"
"8","-14.5","23","-11.3","30080442"
"8","-13.6","23","-9.3","30080443"
"8","-6.6","23","-19.7","30080444"
"8","-6.6","23","-18.7","30080445"
"8","-5.1","23","-20.7","30080446"
"8","-5.1","23","-19.7","30080447"
"8","-5.1","23","-18.7","30080448"
"8","4.9","23","4.5","30080449"
"8","4.9","23","6.5","30080450"
"8","4.9","23","5.5","30080451"
"8","4.9","23","7.5","30080452"
"8","-9.2","23","14.7","30080453"
"8","-2.8","22","9.7","30080455"
"8","-5.6","23","9.5","30080456"
"8","-8.4","23","8.4","30080457"
"8","-7.6","23","11.6","30080458"
"8","-15.4","23","14.5","30080459"
"8","-15.4","23","15.9","30080460"
"8","-17.5","23","14.5","30080461"
"8","-17.5","23","15.9","30080462"
"8","-5","22","21","30080463"
"8","-12.6","22","22.6","30080464"
"8","-8.4","22","-10.7","30080465"
"8","-6.9","21","-12.9","30080466"
"9","-23.8","21","7","30090001"
"9","-21.3","22","17.2","30090003"
"9","-21.8","23","6.4","30090005"
"9","-21.8","23","8.4","30090006"
"9","-21","21","4","30090007"
"9","-15.7","21","1.6","30090008"
"9","-16.9","21","3.5","30090009"
"9","-21.9","23","1.5","30090010"
"9","-23.7","23","2.7","30090011"
"9","-23.7","23","-3","30090012"
"9","-22.8","22","-5.9","30090018"
"9","-21.8","21","-10.5","30090019"
"9","-19.7","23","-11.5","30090020"
"9","-19.7","23","-13.5","30090021"
"9","-19.7","23","-9.5","30090022"
"9","-23.8","22","-16.1","30090023"
"9","-23.8","21","-18.7","30090024"
"9","-21.8","21","-21","30090025"
"9","-3.8","23","-10.9","30090036"
"9","-11.1","22","-10.3","30090043"
"9","-14.3","22","-11.6","30090044"
"9","-4.8","22","-15.1","30090045"
"9","1.3","21","-10","30090054"
"9","-6.3","22","4.1","30090062"
"9","-4.2","21","12.7","30090064"
"9","-2.9","21","11.9","30090065"
"9","-7.4","23","15.5","30090067"
"9","-9.7","23","16.4","30090068"
"9","-25","21","18.1","30090073"
"9","-16.7","23","17.5","30090077"
"9","-10.9","990002","23.4","30090079"
"9","-23.7","990001","5","30090080"
"9","-10.6","990001","-13","30090081"
"9","-13","21","1.8","30090083"
"9","-10.5","23","10.6","30090085"
"9","-16.7","23","8.5","30090086"
"9","-14.2","22","11.6","30090087"
"9","-14.2","22","9.7","30090088"
"9","-3.7","23","-0.5","30090089"
"9","-3.7","23","0.6","30090090"
"9","-7.3","22","-6.5","30090091"
"9","-6.1","22","-5.4","30090092"
"9","-6.1","23","-6.7","30090093"
"9","-7.5","23","-5.5","30090094"
"9","-5.8","23","-10.9","30090095"
"9","-7.2","21","-11.1","30090097"
"9","-12.3","22","-19.5","30090098"
"9","-10.4","22","-19.5","30090099"
"9","-8.9","23","-18","30090100"
"9","-11.4","23","-16.5","30090101"
"9","-21.5","23","-17.4","30090102"
"9","-20.1","23","-16","30090103"
"9","-20.1","22","-17.4","30090104"
"9","-21.9","23","-2.1","30090106"
"9","-21.9","21","21.2","30090107"
"9","-24.2","21","20.3","30090108"
"9","-1.8","22","16.8","30090115"
"9","-10.8","21","1","30090116"
"9","-10.8","21","2.5","30090117"
"9","0.1","23","9","30090118"
"9","0.1","23","7.5","30090119"
"9","-0.6","21","4.8","30090120"
"9","-1.8","22","19.4","30090121"
"9","-1.8","22","21.7","30090122"
"9","-1.7","23","20.5","30090123"
"9","-1.7","23","18.1","30090124"
"9","2.2","21","15.8","30090125"
"9","1.2","23","19.5","30090126"
"9","1.2","23","21","30090127"
"9","1.2","23","22.5","30090128"
"9","-11.5","23","20","30090130"
"9","-10.1","21","-4","30090132"
"9","-22.8","22","-8","30090135"
"9","-13.7","21","-18.9","30090137"
"9","-11.1","21","-14.3","30090138"
"9","-12","22","-4","30090139"
"9","-16.7","23","10.4","30090140"
"9","-21.8","21","-12.6","30090141"
"9","-19","21","-25.2","30090145"
"9","-1.9","23","-4.8","30090146"
"9","-2.2","21","-7.2","30090148"
"9","1.4","21","14.2","30090150"
"9","-1.9","21","8.5","30090151"
"9","-2.9","21","10","30090152"
"9","-5.2","22","9.5","30090153"
"9","-10","23","12.5","30090154"
"9","-6","23","12.8","30090155"
"9","-5.6","22","16.6","30090156"
"9","-7","22","23","30090157"
"9","-5.8","21","19.7","30090158"
"9","-5.8","21","21.7","30090159"
"9","-18.8","22","5.5","30090161"
"9","-19","21","7.5","30090162"
"9","-18.8","22","9.5","30090163"
"9","-19","21","11.5","30090164"
"9","-18.7","23","13.3","30090165"
"9","-19.4","22","15.3","30090166"
"9","-21.3","22","-16","30090167"
"9","-14.8","23","-6","30090168"
"9","-14.8","22","-4.5","30090169"
"9","-14.8","23","-3","30090170"
"9","-14.8","22","-1.5","30090171"
"9","-13.6","21","-7.6","30090172"
"9","-8.1","21","-14.3","30090175"
"9","-6.8","21","-15.8","30090176"
"9","-20.6","23","-25","30090179"
"9","-17.4","23","-25.1","30090180"
"9","-23.8","21","10","30090181"
"9","-15.9","23","20.9","30090182"
"9","-15.9","23","22.9","30090183"
"9","-12.6","21","22.7","30090184"
"9","-9.6","990001","7","30090186"
"9","-19.7","991005","-20.8","30090187"
"9","-18.7","991005","-20.8","30090188"
"9","-17.7","991005","-20.8","30090189"
"9","-16.7","991005","-20.8","30090190"
"9","-2.8","991006","-0.8","30090191"
