0d711057c9c3868bf278a42185a50ff23b978068924172682f2ea626f0a3e4dd,bed21c3d6fdd9bc2e327d11c89677da49efa7bcaf430efbdd9d579e95eaa8230,367d24bddc2f390cc97559bb3865f5901c24cffe4e79d81ff8449739513b5d84,3841ffa463404b82df7687a8e77402f790ba2a5555c4844b8af797b2037bfebb,2a787d507a1e562c2bca5e259d054cd884a1e15fc4bb9d159a793964665184f9,df47169af690065c757ec56aaaa002e941525edc7712340ec53fb122bf9fa96b,22a78ae58951f95e7772e21d7090856a3bd22840227b946a170ff515fac4a8e2,2add04b464f0f7dad90047755c490667edeb96ad2900977da927e0ab39d9cc7d,733caf96d84b806e7a43f5d41e510b3773b9426f4fb4df6f662c8dc03302a219,8fdef3896b305fb1be1c93610e3784f943299644a636beaab2ceba9034dc88a5,80257b355b37ee01aa2ee5d9810339402f6c02ead2ac7e7190fc20af6430f56b
"10402","","","93","0.2","","","1104020051","","","0"
"10402","","0","6","1","1","0","1104020052","0","1","1"
"10402","","0","6","2","1","0","1104020053","0","1","1"
"10402","","0","6","3","1","0","1104020054","0","1","1"
"10402","","0","6","4","1","0","1104020055","0","1","1"
"10402","","","32","0","","","1104020056","","","0"
"10402","","","32","1","","","1104020057","","","0"
"10402","","","32","2","","","1104020058","","","0"
"10402","","","32","3","","","1104020059","","","0"
"10402","","","32","5","","","1104020060","","","0"
"10402","","","32","6","","","1104020061","","","0"
"10402","","","32","10","","","1104020062","","","0"
"10402","","","32","20","","","1104020063","","","0"
"10402","","","32","50","","","1104020064","","","0"
"10402","","","93","0.3","","","1104020065","","","0"
"10501","empty","0","5","4","0","0","1105010001","1","18","1"
"10501","animation","0","5","105000","0","0","1105010002","1","36","2"
"10501","","","31","105000","0","1","1105010003","0","0","10"
"10501","","","31","105001","0","1","1105010004","0","0","11"
"10501","","","31","105002","0","1","1105010005","0","0","12"
"10501","","","31","4","0","1","1105010006","0","0","13"
"10501","","","35","13","0","1","1105010007","1","0","0"
"10501","","","31","103010","0","0.91","1105010008","0","0","14"
"10501","","","31","1","0","1","1105010009","1","0","15"
"10501","","","31","2","0","1","1105010010","0","0","16"
"10501","","","31","3","0","1","1105010011","0","0","17"
"10501","","","31","5","0","1","1105010012","0","0","19"
"10501","","","31","4","0","1","1105010013","0","0","18"
"10501","","","35","18","0","1","1105010014","1","0","0"
"10501","","","32","18","","","1105010015","","","1"
"10501","","","91","0","","","1105010016","","","0"
"10501","","","32","19","","","1105010017","","","1"
"10501","","","32","10","","","1105010018","","","1"
"10501","","","32","11","","","1105010019","","","1"
"10501","","","93","0.6","","","1105010020","","","0"
"10501","","","121","180","1.3","0","1105010021","0","1.3","0"
"10501","","","3","1","","","1105010022","0","0","skate"
"10501","","","3","2","","","1105010023","0","0","animation"
"10501","","","23","se_caravan","","","1105010024","","0","se_caravan_event_shefi_1"
"10501","","","93","0.5","","","1105010025","","","0"
"10501","","","121","-82","1.3","1","1105010026","3","1.3","0"
"10501","","","93","0.33","","","1105010027","","","0"
"10501","","","23","se_caravan","","","1105010028","","0","se_caravan_event_shefi_amb_1"
"10501","","","93","0.6","","","1105010029","","","0"
"10501","","","21","vo_caravan","","","1105010030","","0","vo_caravan_event_008_000"
"10501","","","93","0.1","","","1105010031","","","0"
"10501","","","93","0.33","","","1105010032","","","0"
"10501","","","23","se_caravan","","","1105010033","","0","se_caravan_event_shefi_2"
"10501","","","93","0.17","","","1105010034","","","0"
"10501","","","121","100","1.3","0.4","1105010035","3","1.3","0"
"10501","","","93","0.34","","","1105010036","","","0"
"10501","","","93","0.5","","","1105010037","","","0"
"10501","","","121","-155","1.3","0.53","1105010038","3","1.3","0"
"10501","","","93","0.06","","","1105010039","","","0"
"10501","","","93","0.4","","","1105010040","","","0"
"10501","","","21","vo_caravan","","","1105010041","","0","vo_caravan_event_008_001"
"10501","","","93","0.04","","","1105010042","","","0"
"10501","","","121","0","1.3","0.8","1105010043","3","1.3","0"
"10501","","","93","0.06","","","1105010044","","","0"
"10501","","","93","0.4","","","1105010045","","","0"
"10501","","","23","se_caravan","","","1105010046","","0","se_caravan_event_shefi_amb_2"
"10501","","","93","0.1","","","1105010047","","","0"
"10501","","","121","0","1.1","0.43","1105010048","3","1.1","0"
"10501","","","32","12","","","1105010049","","","1"
"10501","","","93","0.07","","","1105010050","","","0"
"10501","","","23","se_caravan","","","1105010051","","0","se_caravan_event_shefi_3"
"10501","","","93","0.43","","","1105010052","","","0"
"10501","","","23","se_caravan","","","1105010053","","0","se_caravan_event_shefi_4"
"10501","","","93","0.6","","","1105010054","","","0"
"10501","","","23","se_caravan","","","1105010055","","0","se_caravan_event_shefi_emote"
"10501","","","93","0.3","","","1105010056","","","0"
"10501","","","21","vo_caravan","","","1105010057","","0","vo_caravan_event_008_002"
"10501","","","93","0.6","","","1105010058","","","0"
"10501","","","32","18","","","1105010059","","","0"
"10501","","","93","0.7","","","1105010060","","","0"
"10501","","","35","13","","","1105010061","","","1"
"10501","","","32","13","","","1105010062","","","1"
"10501","","","101","1105010065","","","1105010063","","","1"
"10501","","","121","0","1.1","0","1105010064","0","1.1","0"
"10501","","","35","14","","","1105010065","","","1"
"10501","","","32","14","","","1105010066","","","1"
"10501","","","32","16","","","1105010067","","","1"
"10501","","","35","18","","","1105010068","","","1"
"10501","","","24","se_caravan_event_shefi_1","","","1105010069","","","0.5"
"10501","","","24","se_caravan_event_shefi_2","","","1105010070","","","0.5"
"10501","","","24","se_caravan_event_shefi_3","","","1105010071","","","0.5"
"10501","","","24","se_caravan_event_shefi_4","","","1105010072","","","0.5"
"10501","","","24","se_caravan_event_shefi_amb_1","","","1105010073","","","0.5"
"10501","","","24","se_caravan_event_shefi_amb_2","","","1105010074","","","0.5"
"10501","","","24","se_caravan_event_shefi_emote","","","1105010075","","","0.5"
"10501","","","93","0.4","","","1105010076","","","0"
"10501","","","92","","","","1105010077","","",""
"10501","","","35","17","","","1105010078","","","1"
"10501","","","32","17","","","1105010079","","","1"
"10501","","","93","0.2","","","1105010080","","","0"
"10501","","0","6","1","0","0","1105010081","0.01","0","0"
"10501","","0","6","2","0","0","1105010082","0.01","0","0"
"10501","","","32","10","","","1105010083","","","0"
"10501","","","32","11","","","1105010084","","","0"
"10501","","","32","12","","","1105010085","","","0"
"10501","","","32","14","","","1105010086","","","0"
"10501","","","32","15","","","1105010087","","","0"
"10501","","","32","16","","","1105010088","","","0"
"10501","","","32","18","","","1105010089","","","0"
"10501","","","93","0.3","","","1105010090","","","0"
"20101","empty","0","5","1","0","0","1201010001","1","18","1"
"20101","empty","0","5","2","0","0","1201010002","1","20","2"
"20101","empty","0","5","3","0","0","1201010003","1","26","3"
"20101","empty","0","5","4","0","0","1201010004","1","27","4"
"20101","empty","0","5","21","0","0","1201010005","1","21","21"
"20101","empty","0","5","22","0","0","1201010006","1","20","22"
"20101","empty","0","5","23","0","0","1201010007","1","19","23"
"20101","empty","0","5","201000","0","0","1201010008","1","25","201000"
"20101","","","31","900001","0","1","1201010009","0","0","900001"
"20101","","","31","201000","0","1","1201010010","0","0","201000"
"20101","","","35","201000","0","","1201010011","","","0"
"20101","","","31","201001","0","1","1201010012","0","0","201001"
"20101","","","31","201002","0","1","1201010013","0","0","201002"
"20101","","","31","1","0","1","1201010014","0","0","15"
"20101","","","31","2","0","1","1201010015","0","0","16"
"20101","","","31","3","0","1","1201010016","0","0","17"
"20101","","","91","0","","","1201010017","","",""
"20101","","","32","900001","","","1201010018","","","1"
"20101","","","93","0.7","","","1201010019","","","0"
"20101","","","32","201000","","","1201010020","0","0","1"
"20101","","","32","15","","","1201010021","0","0","1"
"20101","","","93","0.3","","","1201010022","","","0"
"20101","","","23","se_caravan","","","1201010023","","0","se_caravan_party_drama_one"
"20101","","","3","1","","","1201010024","0","0","party"
"20101","","","3","2","","","1201010025","0","0","party"
"20101","","","3","3","","","1201010026","0","0","party"
"20101","","","3","4","","","1201010027","0","0","party"
"20101","","","3","21","","","1201010028","0","0","party"
"20101","","","3","22","","","1201010029","0","0","party"
"20101","","","3","23","","","1201010030","0","0","party"
"20101","","","3","201000","","","1201010031","0","0","party"
"20101","","","35","201000","","","1201010032","","","1"
"20101","","","93","0.4","","","1201010033","","","0"
"20101","","","21","vo_caravan","","","1201010034","","0","vo_caravan_party_001"
"20101","","","93","0.55","","","1201010035","","","0"
"20101","","","23","se_caravan","","","1201010036","","0","se_caravan_party_drama_two"
"20101","","","93","1.1","","","1201010037","","","0"
"20101","","","23","se_caravan","","","1201010038","","0","se_caravan_party_drama_three"
"20101","","","21","vo_caravan","","","1201010039","","0","vo_caravan_party_002"
"20101","","","93","0.45","","","1201010040","","","0"
"20101","","","32","201001","","","1201010041","","","1"
"20101","","","93","1.5","","","1201010042","","","0"
"20101","","","101","1201010047","","","1201010043","","","1"
"20101","","","24","se_caravan_party_drama_one","","","1201010044","","","0.5"
"20101","","","24","se_caravan_party_drama_two","","","1201010045","","","0.5"
"20101","","","24","se_caravan_party_drama_three","","","1201010046","","","0.5"
"20101","","","35","201002","","","1201010047","","","1"
"20101","","","32","201002","","","1201010048","","","1"
"20101","","","35","900001","","","1201010049","","","1"
"20101","","","32","16","","","1201010050","","","1"
"20101","","","93","0.4","","","1201010051","","","0"
"20101","","","92","","","","1201010052","","",""
"20101","","","35","17","","","1201010053","","","1"
"20101","","","32","17","","","1201010054","","","1"
"20101","","","93","0.2","","","1201010055","","","0"
"20101","","0","6","1","0","0","1201010056","0.01","0","0"
"20101","","0","6","2","0","0","1201010057","0.01","0","0"
"20101","","0","6","3","0","0","1201010058","0.01","0","0"
"20101","","0","6","4","0","0","1201010059","0.01","0","0"
"20101","","0","6","21","0","0","1201010060","0.01","0","0"
"20101","","0","6","22","0","0","1201010061","0.01","0","0"
"20101","","0","6","23","0","0","1201010062","0.01","0","0"
"20101","","0","6","201000","0","0","1201010063","0.01","0","0"
"20101","","","32","201002","","","1201010064","","","0"
"20101","","","32","15","","","1201010065","","","0"
"20101","","","32","201001","","","1201010066","","","0"
"20101","","","32","16","","","1201010067","","","0"
"20101","","","32","201000","","","1201010068","","","0"
"20101","","","93","0.3","","","1201010069","","","0"
"20201","empty","0","1","1","-754","-255","1202010001","1","57","105811"
"20201","empty","0","5","202000","-126","-255","1202010002","1","58","202000"
"20201","idle","1","5","100","-1000","-210","1202010003","0.43","56","100"
"20201","idle","1","5","110","-1000","-210","1202010004","0.43","55","110"
"20201","empty","0","5","1000","283","-183","1202010005","0.55","52","1000"
"20201","empty","0","5","1001","450","-239","1202010006","0.55","53","1001"
"20201","","","31","202000","0","1","1202010007","0","0","0"
"20201","","","31","202004","0","1","1202010008","0","0","202004"
"20201","","","31","900001","0","1","1202010009","0","0","1"
"20201","","","31","3","0","1","1202010010","0","0","3"
"20201","","","35","3","","","1202010011","","","0"
"20201","","","32","3","","","1202010012","","","1"
"20201","","","31","6","0","1","1202010013","0","0","4"
"20201","","","31","202006","0","1","1202010014","0","0","202006"
"20201","","","31","202001","0","1","1202010015","0","0","202001"
"20201","","","31","202002","167","1","1202010016","0","203","2020021"
"20201","","","31","202002","81","1","1202010017","0","370","2020022"
"20201","","","31","202003","-25","1","1202010018","0","-186","202003"
"20201","","","31","900004","-210","1","1202010019","0","-372","6"
"20201","","","31","202005","-215","1","1202010020","0","340","202005"
"20201","","","91","0","","","1202010021","","","0"
"20201","","","32","1","","","1202010022","","","1"
"20201","","","93","0.7","","","1202010023","","","0"
"20201","","","32","0","","","1202010024","","","1"
"20201","","","32","202004","","","1202010025","","","1"
"20201","","","3","1000","","","1202010026","0","1","idle"
"20201","","","3","1001","","","1202010027","0","1","idle"
"20201","","","23","se_caravan","","","1202010028","","0","se_caravan_chikamiti_drama_first"
"20201","","0","3","100","idle","1","1202010029","0","0","run_stop_short"
"20201","","0","3","110","idle","1","1202010030","0","0","run_stop_short"
"20201","","","2","100","1.5","","1202010031","","-210","-372"
"20201","","","2","110","1.5","","1202010032","","-210","-372"
"20201","","","3","105811","","","1202010033","0","1","shortcut_run"
"20201","","","2","105811","1.5","","1202010034","","-255","-126"
"20201","","","93","0.2","","","1202010035","","","0"
"20201","","","21","vo_caravan","","","1202010036","","0","vo_caravan_chikamichi_001"
"20201","","0.1","3","1000","idle","1","1202010037","0.2","0","awake"
"20201","","0.1","3","1001","idle","1","1202010038","0.2","0","awake"
"20201","","","93","0.5","","","1202010039","","","0"
"20201","","","32","202001","","","1202010040","","","1"
"20201","","","32","2020021","","","1202010041","","","1"
"20201","","","32","2020022","","","1202010042","","","1"
"20201","","","93","0.8","","","1202010043","","","0"
"20201","","","3","105811","shortcut_surprise_loop","1","1202010044","0.2","0","shortcut_surprise_in"
"20201","","","93","1","","","1202010045","","","0"
"20201","","","32","3","","","1202010046","","","0"
"20201","","","101","1202010065","","","1202010047","","",""
"20201","","","101","1202010049","","","1202010048","","",""
"20201","","","35","3","","","1202010049","","","1"
"20201","","","93","0.2","","","1202010050","","","0"
"20201","","","32","202001","","","1202010051","","","0"
"20201","","","32","2020021","","","1202010052","","","0"
"20201","","","32","2020022","","","1202010053","","","0"
"20201","","","24","se_caravan_chikamiti_drama_first","","","1202010054","","","0.5"
"20201","","","3","100","","","1202010055","","1","idle"
"20201","","","3","110","","","1202010056","","1","idle"
"20201","","","2","100","0","","1202010057","","-210","-372"
"20201","","","2","110","0","","1202010058","","-210","-372"
"20201","","","3","105811","","","1202010059","0.2","1","shortcut_surprise_loop"
"20201","","","2","105811","0","","1202010060","","-255","-126"
"20201","","","3","1000","","","1202010061","0.2","1","idle"
"20201","","","3","1001","","","1202010062","0.2","1","idle"
"20201","","","32","2020021","","","1202010063","","","0"
"20201","","","32","2020022","","","1202010064","","","0"
"20201","","","32","202006","","","1202010065","","","1"
"20201","","","93","100","","","1202010066","","","0"
"20201","","","101","1202010066","","","1202010067","","",""
"20201","","","101","1202010069","","","1202010068","","",""
"20201","","","32","202006","","","1202010069","","","0"
"20201","","","32","2020021","","","1202010070","","","0"
"20201","","","32","2020022","","","1202010071","","","0"
"20201","","","93","0.2","","","1202010072","","","0"
"20201","","","21","vo_caravan","","","1202010073","","0","vo_caravan_chikamichi_002"
"20201","","","23","se_caravan","","","1202010074","","0","se_caravan_chikamiti_drama_second_one"
"20201","","0.2","3","105811","shortcut_throw_loop","1","1202010075","0.1","0","shortcut_throw"
"20201","","","3","202000","","","1202010076","","0","shortcut_throw"
"20201","","","93","1.2","","","1202010077","","","0"
"20201","","","23","se_caravan","","","1202010078","","0","se_caravan_chikamiti_drama_second_two"
"20201","","0.1","3","1000","idle","1","1202010079","0.1","0","joy"
"20201","","0.1","3","1001","idle","1","1202010080","0.1","0","joy"
"20201","","","32","202005","","","1202010081","","","1"
"20201","","","93","0.5","","","1202010082","","","0"
"20201","","0.1","3","105811","shortcut_relief_loop","1","1202010083","0.1","0","shortcut_relief"
"20201","","","93","1.4","","","1202010084","","","0"
"20201","","0.1","3","1000","move_pass_loop","1","1202010085","0.1","0","move_pass"
"20201","","0.1","3","1001","move_pass_loop","1","1202010086","0.1","0","move_pass"
"20201","","","93","0.1","","","1202010087","","","0"
"20201","","","23","se_caravan","","","1202010088","","0","se_caravan_chikamiti_drama_second_three"
"20201","","","93","0.3","","","1202010089","","","0"
"20201","","","3","105811","","","1202010090","0.2","1","shortcut_run"
"20201","","","2","105811","3.4","0","1202010091","","-255","1746"
"20201","","","32","202003","","","1202010092","","","1"
"20201","","","33","202003","3.4","0","1202010093","","-25","1686"
"20201","","","3","100","","","1202010094","0.2","1","run"
"20201","","","3","110","","","1202010095","0.2","1","run"
"20201","","","32","6","","","1202010096","","","1"
"20201","","","2","100","3.4","0","1202010097","","-210","1500"
"20201","","","2","110","3.4","0","1202010098","","-210","1500"
"20201","","","33","6","3.4","0","1202010099","","-210","1500"
"20201","","","93","0.6","","","1202010100","","","0"
"20201","","","101","1202010102","","","1202010101","","",""
"20201","","","32","4","","","1202010102","","","1"
"20201","","","93","0.7","","","1202010103","","","0"
"20201","","0","6","100","1","0","1202010104","0","1","1"
"20201","","0","6","110","1","0","1202010105","0","1","1"
"20201","","","32","0","","","1202010106","","","0"
"20201","","","32","202004","","","1202010107","","","0"
"20201","","","32","6","","","1202010108","","","0"
"20201","","","32","202001","","","1202010109","","","0"
"20201","","","32","2020021","","","1202010110","","","0"
"20201","","","32","2020022","","","1202010111","","","0"
"20201","","","32","202006","","","1202010112","","","0"
"20201","","","32","2020021","","","1202010113","","","0"
"20201","","","32","2020022","","","1202010114","","","0"
"20201","","","32","202003","","","1202010115","","","0"
"20201","","","32","202005","","","1202010116","","","0"
"20201","","0","6","105811","1","0","1202010117","0","1","1"
"20201","","0","6","202000","1","0","1202010118","0","1","1"
"20201","","0","6","1000","1","0","1202010119","0","1","1"
"20201","","0","6","1001","1","0","1202010120","0","1","1"
"20201","","","24","se_caravan_chikamiti_drama_second_one","","","1202010121","","","0.5"
"20201","","","24","se_caravan_chikamiti_drama_second_two","","","1202010122","","","0.5"
"20201","","","24","se_caravan_chikamiti_drama_second_three","","","1202010123","","","0.5"
"20201","","","93","1","","","1202010124","","","0"
"20202","empty","0","1","1","-126","-255","1202020001","1","57","105811"
"20202","empty","0","5","202000","-126","-255","1202020002","1","58","202000"
"20202","idle","1","5","100","-1085","-210","1202020003","0.43","56","100"
"20202","idle","1","5","110","-1085","-210","1202020004","0.43","55","110"
"20202","empty","0","5","1000","283","-183","1202020005","0.55","52","1000"
"20202","empty","0","5","1001","450","-239","1202020006","0.55","53","1001"
"20202","","","31","202000","0","1","1202020007","0","0","0"
"20202","","","31","202004","0","1","1202020008","0","0","202004"
"20202","","","31","3","0","1","1202020009","0","0","3"
"20202","","","31","6","0","1","1202020010","0","0","4"
"20202","","","31","202003","-25","1","1202020011","0","-186","202003"
"20202","","","31","900004","-210","1","1202020012","0","-372","6"
"20202","","","31","202005","-215","1","1202020013","0","340","202005"
"20202","","","91","0","","","1202020014","","","0"
"20202","","","32","3","","","1202020015","","","1"
"20202","","","93","0.2","","","1202020016","","","0"
"20202","","","32","0","","","1202020017","","","1"
"20202","","","32","202004","","","1202020018","","","1"
"20202","","","3","100","","","1202020019","","1","idle"
"20202","","","3","110","","","1202020020","","1","idle"
"20202","","","2","100","0","","1202020021","","-210","-372"
"20202","","","2","110","0","","1202020022","","-210","-372"
"20202","","","3","105811","","","1202020023","","1","shortcut_surprise_loop"
"20202","","","2","105811","0","","1202020024","","-255","-126"
"20202","","","3","1000","","","1202020025","0.2","1","idle"
"20202","","","3","1001","","","1202020026","0.2","1","idle"
"20202","","","93","0.2","","","1202020027","","","0"
"20202","","","21","vo_caravan","","","1202020028","","0","vo_caravan_chikamichi_002"
"20202","","","23","se_caravan","","","1202020029","","0","se_caravan_chikamiti_drama_second_one"
"20202","","0.2","3","105811","shortcut_throw_loop","1","1202020030","0.1","0","shortcut_throw"
"20202","","","3","202000","","","1202020031","","0","shortcut_throw"
"20202","","","93","1.2","","","1202020032","","","0"
"20202","","","23","se_caravan","","","1202020033","","0","se_caravan_chikamiti_drama_second_two"
"20202","","0.1","3","1000","idle","1","1202020034","0.1","0","joy"
"20202","","0.1","3","1001","idle","1","1202020035","0.1","0","joy"
"20202","","","32","202005","","","1202020036","","","1"
"20202","","","93","0.5","","","1202020037","","","0"
"20202","","0.1","3","105811","shortcut_relief_loop","1","1202020038","0.1","0","shortcut_relief"
"20202","","","93","1.4","","","1202020039","","","0"
"20202","","0.1","3","1000","move_pass_loop","1","1202020040","0.1","0","move_pass"
"20202","","0.1","3","1001","move_pass_loop","1","1202020041","0.1","0","move_pass"
"20202","","","93","0.1","","","1202020042","","","0"
"20202","","","23","se_caravan","","","1202020043","","0","se_caravan_chikamiti_drama_second_three"
"20202","","","93","0.3","","","1202020044","","","0"
"20202","","","3","105811","","","1202020045","0.2","1","shortcut_run"
"20202","","","2","105811","3.4","0","1202020046","","-255","1746"
"20202","","","32","202003","","","1202020047","","","1"
"20202","","","33","202003","3.4","0","1202020048","","-25","1686"
"20202","","","3","100","","","1202020049","0.2","1","run"
"20202","","","3","110","","","1202020050","0.2","1","run"
"20202","","","32","6","","","1202020051","","","1"
"20202","","","2","100","3.4","0","1202020052","","-210","1500"
"20202","","","2","110","3.4","0","1202020053","","-210","1500"
"20202","","","33","6","3.4","0","1202020054","","-210","1500"
"20202","","","93","0.6","","","1202020055","","","0"
"20202","","","101","1202020057","","","1202020056","","",""
"20202","","","32","4","","","1202020057","","","1"
"20202","","","93","0.7","","","1202020058","","","0"
"20202","","0","6","100","1","0","1202020059","0","1","1"
"20202","","0","6","110","1","0","1202020060","0","1","1"
"20202","","","32","0","","","1202020061","","","0"
"20202","","","32","202004","","","1202020062","","","0"
"20202","","","32","6","","","1202020063","","","0"
"20202","","","32","202003","","","1202020064","","","0"
"20202","","","32","202005","","","1202020065","","","0"
"20202","","0","6","105811","1","0","1202020066","0","1","1"
"20202","","0","6","202000","1","0","1202020067","0","1","1"
"20202","","0","6","1000","1","0","1202020068","0","1","1"
"20202","","0","6","1001","1","0","1202020069","0","1","1"
"20202","","","24","se_caravan_chikamiti_drama_second_one","","","1202020070","","","0.5"
"20202","","","24","se_caravan_chikamiti_drama_second_two","","","1202020071","","","0.5"
"20202","","","24","se_caravan_chikamiti_drama_second_three","","","1202020072","","","0.5"
"20202","","","93","1","","","1202020073","","","0"
"90101","empty","0","1","1","0","-34","1901010001","1","62","105811"
"90101","empty","0","1","1","0","-34","1901010002","1","66","105911"
"90101","empty","0","1","1","0","-34","1901010003","1","64","106011"
"90101","empty","0","1","1","0","-34","1901010004","1","65","106411"
"90101","empty","0","1","1","0","-34","1901010005","1","52","118511"
"90101","idle","1","5","100","-1085","-266","1901010006","0.4","58","100"
"90101","idle","1","5","110","-1085","-266","1901010007","0.4","56","110"
"90101","","","31","901000","0","1","1901010008","0","-300","0"
"90101","","","31","900001","0","1","1901010009","0","0","1"
"90101","","","31","900002","0","1","1901010010","0","0","2"
"90101","","","31","900004","-266","1","1901010011","0","-1085","4"
"90101","","","31","900005","0","1","1901010012","0","0","5"
"90101","","","31","900009","-34","1","1901010013","0","0","9"
"90101","","","91","0","","","1901010014","","","0"
"90101","","","32","1","","","1901010015","","","1"
"90101","","","93","0.7","","","1901010016","","","0"
"90101","","","32","0","","","1901010017","","","1"
"90101","","","32","9","","","1901010018","","","1"
"90101","","","3","118511","","","1901010019","0","1","checkpoint_karin_idle"
"90101","","","26","0.5","","","1901010020","","",""
"90101","","","23","se_caravan","","","1901010021","","0","se_caravan_goal_amb"
"90101","","","93","0.9","","","1901010022","","","0"
"90101","","","23","se_caravan","","","1901010023","","0","se_caravan_goal_onigiri"
"90101","","","93","0.5","","","1901010024","","","0"
"90101","","0","3","100","idle","1","1901010025","0","0","run_checkpoint"
"90101","","0","3","110","idle","1","1901010026","0","0","run_checkpoint"
"90101","","","32","4","","","1901010027","","","1"
"90101","","","2","100","2.5","11","1901010028","","-276","67"
"90101","","","2","110","2.5","11","1901010029","","-276","67"
"90101","","","33","4","2.5","11","1901010030","","-276","67"
"90101","","","93","2","","","1901010031","","","0"
"90101","","","23","se_caravan","","","1901010032","","0","se_caravan_goal_chara_appear"
"90101","","0","3","105811","checkpoint_peko_loop","1","1901010033","0","0","checkpoint_peko_in"
"90101","","0","3","105911","checkpoint_kokkoro_loop","1","1901010034","0","0","checkpoint_kokkoro_in"
"90101","","0","3","106011","checkpoint_kyaru_loop","1","1901010035","0","0","checkpoint_kyaru_in"
"90101","","0","3","106411","checkpoint_shefy_loop","1","1901010036","0","0","checkpoint_shefy_in"
"90101","","","140","6","","","1901010037","","0","0"
"90101","","","93","1.6","","","1901010038","","","0"
"90101","","","23","se_caravan","","","1901010039","","0","se_caravan_goal_arrival"
"90101","","","32","5","","","1901010040","","","1"
"90101","","","3","118511","","","1901010041","0.2","1","checkpoint_karin_clap"
"90101","","","93","3","","","1901010042","","","0"
"90101","","","101","1901010044","","","1901010043","","",""
"90101","","","25","bgm_MC043","","","1901010044","","","bgm_MC043"
"90101","","","32","4","","","1901010045","","","0"
"90101","","","113","1","","","1901010046","","",""
"90101","","","93","0.3","","","1901010047","","","0"
"90101","","","32","2","","","1901010048","","","1"
"90101","","","93","0.4","","","1901010049","","","0"
"90101","","0","6","100","1","0","1901010050","0","1","1"
"90101","","0","6","110","1","0","1901010051","0","1","1"
"90101","","","32","0","","","1901010052","","","0"
"90101","","","32","5","","","1901010053","","","0"
"90101","","","32","9","","","1901010054","","","0"
"90101","","0","6","105811","1","0","1901010055","0","1","1"
"90101","","0","6","105911","1","0","1901010056","0","1","1"
"90101","","0","6","106011","1","0","1901010057","0","1","1"
"90101","","0","6","106411","1","0","1901010058","0","1","1"
"90101","","0","6","118511","1","0","1901010059","0","1","1"
"90101","","","91","0","","","1901010060","","",""
"90102","empty","0","1","1","0","-34","1901020001","1","62","105811"
"90102","empty","0","1","1","0","-34","1901020002","1","66","105911"
"90102","empty","0","1","1","0","-34","1901020003","1","64","106011"
"90102","empty","0","1","1","0","-34","1901020004","1","64","106411"
"90102","empty","0","1","1","0","-34","1901020005","1","52","118511"
"90102","empty","0","5","900000","0","-34","1901020006","1","54","900000"
"90102","","0","6","105811","1","1","1901020007","0","1","1"
"90102","","0","6","105911","1","1","1901020008","0","1","1"
"90102","","0","6","106011","1","1","1901020009","0","1","1"
"90102","","0","6","106411","1","1","1901020010","0","1","1"
"90102","","0","6","118511","1","1","1901020011","0","1","1"
"90102","","0","2","105811","0","1","1901020012","0","-34","0"
"90102","","0","2","105911","0","1","1901020013","0","-34","0"
"90102","","0","2","106011","0","1","1901020014","0","-34","0"
"90102","","0","2","106411","0","1","1901020015","0","-34","0"
"90102","","","31","901001","0","1","1901020016","1","-300","901001"
"90102","","","31","900002","0","1","1901020017","0","0","900002"
"90102","","","31","900003","0","1","1901020018","0","0","900003"
"90102","","","31","900006","0","1","1901020019","0","0","900006"
"90102","","","31","900008","0","1","1901020020","0","0","900008"
"90102","","","91","0","","","1901020021","","","0"
"90102","","","3","105811","","","1901020022","0","1","treasure_peko"
"90102","","","3","105911","","","1901020023","0","1","treasure_kokkoro"
"90102","","","3","106011","","","1901020024","0","1","treasure_kyaru"
"90102","","","3","106411","","","1901020025","0","1","treasure_shefy"
"90102","","","3","118511","","","1901020026","0","0","treasure_karin_normal"
"90102","","","3","900000","","","1901020027","0","0","treasure_karin_normal"
"90102","","","32","900006","","","1901020028","","","1"
"90102","","","32","900008","","","1901020029","","","1"
"90102","","","93","0.4","","","1901020030","","","0"
"90102","","","140","7","","","1901020031","","0","0"
"90102","","","93","3.9","","","1901020032","","","0"
"90102","","","101","1901020035","","","1901020033","","",""
"90102","","","32","900006","","","1901020034","","","0"
"90102","","0","113","2","1","0","1901020035","0.1","1",""
"90102","","","93","0.2","","","1901020036","","","0"
"90102","","","32","900003","","","1901020037","","","1"
"90102","","","93","0.2","","","1901020038","","","0"
"90102","","","32","901001","","","1901020039","","","0"
"90102","","","32","900006","","","1901020040","","","0"
"90102","","0","6","105811","1","0","1901020041","0","1","1"
"90102","","0","6","105911","1","0","1901020042","0","1","1"
"90102","","0","6","106011","1","0","1901020043","0","1","1"
"90102","","0","6","106411","1","0","1901020044","0","1","1"
"90102","","0","6","118511","1","0","1901020045","0","1","1"
"90102","","0","6","900000","1","0","1901020046","0","1","1"
"90102","","","93","0.1","","","1901020047","","","0"
"90103","empty","0","1","1","0","-34","1901030001","1","62","105811"
"90103","empty","0","1","1","0","-34","1901030002","1","66","105911"
"90103","empty","0","1","1","0","-34","1901030003","1","64","106011"
"90103","empty","0","1","1","0","-34","1901030004","1","64","106411"
"90103","empty","0","1","1","0","-34","1901030005","1","52","118511"
"90103","empty","0","5","900000","0","-34","1901030006","1","54","900000"
"90103","","0","6","105811","1","1","1901030007","0","1","1"
