8079b586d1855598dde580383bbdf3e288e396790f63767ef7819ff3421f6e7e,e7e1599545941461124b4e178114722bc655813226b2aada7c0bb86bb6b7daed,7cbc8fe74a43327ef6eae7327593f9549982f65f87d78d2cebc29787e9b393e8,f46ada19a07feba2c7ca013603189eaa0f6673c02f94f3070c2ebb53f39bfbe5,f0651115a4fc467a2c0dafcc37ddb10b8cb2ee18c7577ea1f71f763ed2f50392,7da6a6b835c32b8a2532d2969631786814b3725a6f62a0ec7bf255267fefea90,a9d397943590442afb65a98219e58543ff4ae4891800abf7a250f7bcf121aa8c,2321f04d7cdf0d1ca42281767cc82a50df8dbcd083b0b803de279b10e19a2a87,dcb71ee648d74ce6ef29c1a9bd5885012b1f90549076708e5ba8b6babf6a9784,97fa48b580da979a9c321117682aa7006f82e62e9eebc45b034918ba64fbb53e,fb20c10dae4daafe89b25deba939f75ca3b0540fa832333a11e68b6ae43a9786
"1104020050","","32","","30","","","1","","","10402"
"1104020051","","93","","0.2","","","0","","","10402"
"1104020052","0","6","1","1","0","0","1","1","","10402"
"1104020053","0","6","1","2","0","0","1","1","","10402"
"1104020054","0","6","1","3","0","0","1","1","","10402"
"1104020055","0","6","1","4","0","0","1","1","","10402"
"1104020056","","32","","0","","","0","","","10402"
"1104020057","","32","","1","","","0","","","10402"
"1104020058","","32","","2","","","0","","","10402"
"1104020059","","32","","3","","","0","","","10402"
"1104020060","","32","","5","","","0","","","10402"
"1104020061","","32","","6","","","0","","","10402"
"1104020062","","32","","10","","","0","","","10402"
"1104020063","","32","","20","","","0","","","10402"
"1104020064","","32","","50","","","0","","","10402"
"1104020065","","93","","0.3","","","0","","","10402"
"1105010001","1","5","0","4","0","0","1","18","empty","10501"
"1105010002","1","5","0","105000","0","0","2","36","animation","10501"
"1105010003","0","31","0","105000","","1","10","0","","10501"
"1105010004","0","31","0","105001","","1","11","0","","10501"
"1105010005","0","31","0","105002","","1","12","0","","10501"
"1105010006","0","31","0","4","","1","13","0","","10501"
"1105010007","1","35","0","13","","1","0","0","","10501"
"1105010008","0","31","0","103010","","0.91","14","0","","10501"
"1105010009","1","31","0","1","","1","15","0","","10501"
"1105010010","0","31","0","2","","1","16","0","","10501"
"1105010011","0","31","0","3","","1","17","0","","10501"
"1105010012","0","31","0","5","","1","19","0","","10501"
"1105010013","0","31","0","4","","1","18","0","","10501"
"1105010014","1","35","0","18","","1","0","0","","10501"
"1105010015","","32","","18","","","1","","","10501"
"1105010016","","91","","0","","","0","","","10501"
"1105010017","","32","","19","","","1","","","10501"
"1105010018","","32","","10","","","1","","","10501"
"1105010019","","32","","11","","","1","","","10501"
"1105010020","","93","","0.6","","","0","","","10501"
"1105010021","0","121","1.3","180","","0","0","1.3","","10501"
"1105010022","0","3","","1","","","skate","0","","10501"
"1105010023","0","3","","2","","","animation","0","","10501"
"1105010024","","23","","se_caravan","","","se_caravan_event_shefi_1","0","","10501"
"1105010025","","93","","0.5","","","0","","","10501"
"1105010026","3","121","1.3","-82","","1","0","1.3","","10501"
"1105010027","","93","","0.33","","","0","","","10501"
"1105010028","","23","","se_caravan","","","se_caravan_event_shefi_amb_1","0","","10501"
"1105010029","","93","","0.6","","","0","","","10501"
"1105010030","","21","","vo_caravan","","","vo_caravan_event_008_000","0","","10501"
"1105010031","","93","","0.1","","","0","","","10501"
"1105010032","","93","","0.33","","","0","","","10501"
"1105010033","","23","","se_caravan","","","se_caravan_event_shefi_2","0","","10501"
"1105010034","","93","","0.17","","","0","","","10501"
"1105010035","3","121","1.3","100","","0.4","0","1.3","","10501"
"1105010036","","93","","0.34","","","0","","","10501"
"1105010037","","93","","0.5","","","0","","","10501"
"1105010038","3","121","1.3","-155","","0.53","0","1.3","","10501"
"1105010039","","93","","0.06","","","0","","","10501"
"1105010040","","93","","0.4","","","0","","","10501"
"1105010041","","21","","vo_caravan","","","vo_caravan_event_008_001","0","","10501"
"1105010042","","93","","0.04","","","0","","","10501"
"1105010043","3","121","1.3","0","","0.8","0","1.3","","10501"
"1105010044","","93","","0.06","","","0","","","10501"
"1105010045","","93","","0.4","","","0","","","10501"
"1105010046","","23","","se_caravan","","","se_caravan_event_shefi_amb_2","0","","10501"
"1105010047","","93","","0.1","","","0","","","10501"
"1105010048","3","121","1.1","0","","0.43","0","1.1","","10501"
"1105010049","","32","","12","","","1","","","10501"
"1105010050","","93","","0.07","","","0","","","10501"
"1105010051","","23","","se_caravan","","","se_caravan_event_shefi_3","0","","10501"
"1105010052","","93","","0.43","","","0","","","10501"
"1105010053","","23","","se_caravan","","","se_caravan_event_shefi_4","0","","10501"
"1105010054","","93","","0.6","","","0","","","10501"
"1105010055","","23","","se_caravan","","","se_caravan_event_shefi_emote","0","","10501"
"1105010056","","93","","0.3","","","0","","","10501"
"1105010057","","21","","vo_caravan","","","vo_caravan_event_008_002","0","","10501"
"1105010058","","93","","0.6","","","0","","","10501"
"1105010059","","32","","18","","","0","","","10501"
"1105010060","","93","","0.7","","","0","","","10501"
"1105010061","","35","","13","","","1","","","10501"
"1105010062","","32","","13","","","1","","","10501"
"1105010063","","101","","1105010065","","","1","","","10501"
"1105010064","0","121","1.1","0","","0","0","1.1","","10501"
"1105010065","","35","","14","","","1","","","10501"
"1105010066","","32","","14","","","1","","","10501"
"1105010067","","32","","16","","","1","","","10501"
"1105010068","","35","","18","","","1","","","10501"
"1105010069","","24","","se_caravan_event_shefi_1","","","0.5","","","10501"
"1105010070","","24","","se_caravan_event_shefi_2","","","0.5","","","10501"
"1105010071","","24","","se_caravan_event_shefi_3","","","0.5","","","10501"
"1105010072","","24","","se_caravan_event_shefi_4","","","0.5","","","10501"
"1105010073","","24","","se_caravan_event_shefi_amb_1","","","0.5","","","10501"
"1105010074","","24","","se_caravan_event_shefi_amb_2","","","0.5","","","10501"
"1105010075","","24","","se_caravan_event_shefi_emote","","","0.5","","","10501"
"1105010076","","93","","0.4","","","0","","","10501"
"1105010077","","92","","","","","","","","10501"
"1105010078","","35","","17","","","1","","","10501"
"1105010079","","32","","17","","","1","","","10501"
"1105010080","","93","","0.2","","","0","","","10501"
"1105010081","0.01","6","0","1","0","0","0","0","","10501"
"1105010082","0.01","6","0","2","0","0","0","0","","10501"
"1105010083","","32","","10","","","0","","","10501"
"1105010084","","32","","11","","","0","","","10501"
"1105010085","","32","","12","","","0","","","10501"
"1105010086","","32","","14","","","0","","","10501"
"1105010087","","32","","15","","","0","","","10501"
"1105010088","","32","","16","","","0","","","10501"
"1105010089","","32","","18","","","0","","","10501"
"1105010090","","93","","0.3","","","0","","","10501"
"1201010001","1","5","0","1","0","0","1","18","empty","20101"
"1201010002","1","5","0","2","0","0","2","20","empty","20101"
"1201010003","1","5","0","3","0","0","3","26","empty","20101"
"1201010004","1","5","0","4","0","0","4","27","empty","20101"
"1201010005","1","5","0","21","0","0","21","21","empty","20101"
"1201010006","1","5","0","22","0","0","22","20","empty","20101"
"1201010007","1","5","0","23","0","0","23","19","empty","20101"
"1201010008","1","5","0","201000","0","0","201000","25","empty","20101"
"1201010009","0","31","0","900001","","1","900001","0","","20101"
"1201010010","0","31","0","201000","","1","201000","0","","20101"
"1201010011","","35","0","201000","","","0","","","20101"
"1201010012","0","31","0","201001","","1","201001","0","","20101"
"1201010013","0","31","0","201002","","1","201002","0","","20101"
"1201010014","0","31","0","1","","1","15","0","","20101"
"1201010015","0","31","0","2","","1","16","0","","20101"
"1201010016","0","31","0","3","","1","17","0","","20101"
"1201010017","","91","","0","","","","","","20101"
"1201010018","","32","","900001","","","1","","","20101"
"1201010019","","93","","0.7","","","0","","","20101"
"1201010020","0","32","","201000","","","1","0","","20101"
"1201010021","0","32","","15","","","1","0","","20101"
"1201010022","","93","","0.3","","","0","","","20101"
"1201010023","","23","","se_caravan","","","se_caravan_party_drama_one","0","","20101"
"1201010024","0","3","","1","","","party","0","","20101"
"1201010025","0","3","","2","","","party","0","","20101"
"1201010026","0","3","","3","","","party","0","","20101"
"1201010027","0","3","","4","","","party","0","","20101"
"1201010028","0","3","","21","","","party","0","","20101"
"1201010029","0","3","","22","","","party","0","","20101"
"1201010030","0","3","","23","","","party","0","","20101"
"1201010031","0","3","","201000","","","party","0","","20101"
"1201010032","","35","","201000","","","1","","","20101"
"1201010033","","93","","0.4","","","0","","","20101"
"1201010034","","21","","vo_caravan","","","vo_caravan_party_001","0","","20101"
"1201010035","","93","","0.55","","","0","","","20101"
"1201010036","","23","","se_caravan","","","se_caravan_party_drama_two","0","","20101"
"1201010037","","93","","1.1","","","0","","","20101"
"1201010038","","23","","se_caravan","","","se_caravan_party_drama_three","0","","20101"
"1201010039","","21","","vo_caravan","","","vo_caravan_party_002","0","","20101"
"1201010040","","93","","0.45","","","0","","","20101"
"1201010041","","32","","201001","","","1","","","20101"
"1201010042","","93","","1.5","","","0","","","20101"
"1201010043","","101","","1201010047","","","1","","","20101"
"1201010044","","24","","se_caravan_party_drama_one","","","0.5","","","20101"
"1201010045","","24","","se_caravan_party_drama_two","","","0.5","","","20101"
"1201010046","","24","","se_caravan_party_drama_three","","","0.5","","","20101"
"1201010047","","35","","201002","","","1","","","20101"
"1201010048","","32","","201002","","","1","","","20101"
"1201010049","","35","","900001","","","1","","","20101"
"1201010050","","32","","16","","","1","","","20101"
"1201010051","","93","","0.4","","","0","","","20101"
"1201010052","","92","","","","","","","","20101"
"1201010053","","35","","17","","","1","","","20101"
"1201010054","","32","","17","","","1","","","20101"
"1201010055","","93","","0.2","","","0","","","20101"
"1201010056","0.01","6","0","1","0","0","0","0","","20101"
"1201010057","0.01","6","0","2","0","0","0","0","","20101"
"1201010058","0.01","6","0","3","0","0","0","0","","20101"
"1201010059","0.01","6","0","4","0","0","0","0","","20101"
"1201010060","0.01","6","0","21","0","0","0","0","","20101"
"1201010061","0.01","6","0","22","0","0","0","0","","20101"
"1201010062","0.01","6","0","23","0","0","0","0","","20101"
"1201010063","0.01","6","0","201000","0","0","0","0","","20101"
"1201010064","","32","","201002","","","0","","","20101"
"1201010065","","32","","15","","","0","","","20101"
"1201010066","","32","","201001","","","0","","","20101"
"1201010067","","32","","16","","","0","","","20101"
"1201010068","","32","","201000","","","0","","","20101"
"1201010069","","93","","0.3","","","0","","","20101"
"1202010001","1","1","-754","1","0","-255","105811","57","empty","20201"
"1202010002","1","5","-126","202000","0","-255","202000","58","empty","20201"
"1202010003","0.43","5","-1000","100","1","-210","100","56","idle","20201"
"1202010004","0.43","5","-1000","110","1","-210","110","55","idle","20201"
"1202010005","0.55","5","283","1000","0","-183","1000","52","empty","20201"
"1202010006","0.55","5","450","1001","0","-239","1001","53","empty","20201"
"1202010007","0","31","0","202000","","1","0","0","","20201"
"1202010008","0","31","0","202004","","1","202004","0","","20201"
"1202010009","0","31","0","900001","","1","1","0","","20201"
"1202010010","0","31","0","3","","1","3","0","","20201"
"1202010011","","35","","3","","","0","","","20201"
"1202010012","","32","","3","","","1","","","20201"
"1202010013","0","31","0","6","","1","4","0","","20201"
"1202010014","0","31","0","202006","","1","202006","0","","20201"
"1202010015","0","31","0","202001","","1","202001","0","","20201"
"1202010016","0","31","167","202002","","1","2020021","203","","20201"
"1202010017","0","31","81","202002","","1","2020022","370","","20201"
"1202010018","0","31","-25","202003","","1","202003","-186","","20201"
"1202010019","0","31","-210","900004","","1","6","-372","","20201"
"1202010020","0","31","-215","202005","","1","202005","340","","20201"
"1202010021","","91","","0","","","0","","","20201"
"1202010022","","32","","1","","","1","","","20201"
"1202010023","","93","","0.7","","","0","","","20201"
"1202010024","","32","","0","","","1","","","20201"
"1202010025","","32","","202004","","","1","","","20201"
"1202010026","0","3","","1000","","","idle","1","","20201"
"1202010027","0","3","","1001","","","idle","1","","20201"
"1202010028","","23","","se_caravan","","","se_caravan_chikamiti_drama_first","0","","20201"
"1202010029","0","3","idle","100","0","1","run_stop_short","0","","20201"
"1202010030","0","3","idle","110","0","1","run_stop_short","0","","20201"
"1202010031","","2","1.5","100","","","-372","-210","","20201"
"1202010032","","2","1.5","110","","","-372","-210","","20201"
"1202010033","0","3","","105811","","","shortcut_run","1","","20201"
"1202010034","","2","1.5","105811","","","-126","-255","","20201"
"1202010035","","93","","0.2","","","0","","","20201"
"1202010036","","21","","vo_caravan","","","vo_caravan_chikamichi_001","0","","20201"
"1202010037","0.2","3","idle","1000","0.1","1","awake","0","","20201"
"1202010038","0.2","3","idle","1001","0.1","1","awake","0","","20201"
"1202010039","","93","","0.5","","","0","","","20201"
"1202010040","","32","","202001","","","1","","","20201"
"1202010041","","32","","2020021","","","1","","","20201"
"1202010042","","32","","2020022","","","1","","","20201"
"1202010043","","93","","0.8","","","0","","","20201"
"1202010044","0.2","3","shortcut_surprise_loop","105811","","1","shortcut_surprise_in","0","","20201"
"1202010045","","93","","1","","","0","","","20201"
"1202010046","","32","","3","","","0","","","20201"
"1202010047","","101","","1202010065","","","","","","20201"
"1202010048","","101","","1202010049","","","","","","20201"
"1202010049","","35","","3","","","1","","","20201"
"1202010050","","93","","0.2","","","0","","","20201"
"1202010051","","32","","202001","","","0","","","20201"
"1202010052","","32","","2020021","","","0","","","20201"
"1202010053","","32","","2020022","","","0","","","20201"
"1202010054","","24","","se_caravan_chikamiti_drama_first","","","0.5","","","20201"
"1202010055","","3","","100","","","idle","1","","20201"
"1202010056","","3","","110","","","idle","1","","20201"
"1202010057","","2","0","100","","","-372","-210","","20201"
"1202010058","","2","0","110","","","-372","-210","","20201"
"1202010059","0.2","3","","105811","","","shortcut_surprise_loop","1","","20201"
"1202010060","","2","0","105811","","","-126","-255","","20201"
"1202010061","0.2","3","","1000","","","idle","1","","20201"
"1202010062","0.2","3","","1001","","","idle","1","","20201"
"1202010063","","32","","2020021","","","0","","","20201"
"1202010064","","32","","2020022","","","0","","","20201"
"1202010065","","32","","202006","","","1","","","20201"
"1202010066","","93","","100","","","0","","","20201"
"1202010067","","101","","1202010066","","","","","","20201"
"1202010068","","101","","1202010069","","","","","","20201"
"1202010069","","32","","202006","","","0","","","20201"
"1202010070","","32","","2020021","","","0","","","20201"
"1202010071","","32","","2020022","","","0","","","20201"
"1202010072","","93","","0.2","","","0","","","20201"
"1202010073","","21","","vo_caravan","","","vo_caravan_chikamichi_002","0","","20201"
"1202010074","","23","","se_caravan","","","se_caravan_chikamiti_drama_second_one","0","","20201"
"1202010075","0.1","3","shortcut_throw_loop","105811","0.2","1","shortcut_throw","0","","20201"
"1202010076","","3","","202000","","","shortcut_throw","0","","20201"
"1202010077","","93","","1.2","","","0","","","20201"
"1202010078","","23","","se_caravan","","","se_caravan_chikamiti_drama_second_two","0","","20201"
"1202010079","0.1","3","idle","1000","0.1","1","joy","0","","20201"
"1202010080","0.1","3","idle","1001","0.1","1","joy","0","","20201"
"1202010081","","32","","202005","","","1","","","20201"
"1202010082","","93","","0.5","","","0","","","20201"
"1202010083","0.1","3","shortcut_relief_loop","105811","0.1","1","shortcut_relief","0","","20201"
"1202010084","","93","","1.4","","","0","","","20201"
"1202010085","0.1","3","move_pass_loop","1000","0.1","1","move_pass","0","","20201"
"1202010086","0.1","3","move_pass_loop","1001","0.1","1","move_pass","0","","20201"
"1202010087","","93","","0.1","","","0","","","20201"
"1202010088","","23","","se_caravan","","","se_caravan_chikamiti_drama_second_three","0","","20201"
"1202010089","","93","","0.3","","","0","","","20201"
"1202010090","0.2","3","","105811","","","shortcut_run","1","","20201"
"1202010091","","2","3.4","105811","","0","1746","-255","","20201"
"1202010092","","32","","202003","","","1","","","20201"
"1202010093","","33","3.4","202003","","0","1686","-25","","20201"
"1202010094","0.2","3","","100","","","run","1","","20201"
"1202010095","0.2","3","","110","","","run","1","","20201"
"1202010096","","32","","6","","","1","","","20201"
"1202010097","","2","3.4","100","","0","1500","-210","","20201"
"1202010098","","2","3.4","110","","0","1500","-210","","20201"
"1202010099","","33","3.4","6","","0","1500","-210","","20201"
"1202010100","","93","","0.6","","","0","","","20201"
"1202010101","","101","","1202010102","","","","","","20201"
"1202010102","","32","","4","","","1","","","20201"
"1202010103","","93","","0.7","","","0","","","20201"
"1202010104","0","6","1","100","0","0","1","1","","20201"
"1202010105","0","6","1","110","0","0","1","1","","20201"
"1202010106","","32","","0","","","0","","","20201"
"1202010107","","32","","202004","","","0","","","20201"
"1202010108","","32","","6","","","0","","","20201"
"1202010109","","32","","202001","","","0","","","20201"
"1202010110","","32","","2020021","","","0","","","20201"
"1202010111","","32","","2020022","","","0","","","20201"
"1202010112","","32","","202006","","","0","","","20201"
"1202010113","","32","","2020021","","","0","","","20201"
"1202010114","","32","","2020022","","","0","","","20201"
"1202010115","","32","","202003","","","0","","","20201"
"1202010116","","32","","202005","","","0","","","20201"
"1202010117","0","6","1","105811","0","0","1","1","","20201"
"1202010118","0","6","1","202000","0","0","1","1","","20201"
"1202010119","0","6","1","1000","0","0","1","1","","20201"
"1202010120","0","6","1","1001","0","0","1","1","","20201"
"1202010121","","24","","se_caravan_chikamiti_drama_second_one","","","0.5","","","20201"
"1202010122","","24","","se_caravan_chikamiti_drama_second_two","","","0.5","","","20201"
"1202010123","","24","","se_caravan_chikamiti_drama_second_three","","","0.5","","","20201"
"1202010124","","93","","1","","","0","","","20201"
"1202020001","1","1","-126","1","0","-255","105811","57","empty","20202"
"1202020002","1","5","-126","202000","0","-255","202000","58","empty","20202"
"1202020003","0.43","5","-1085","100","1","-210","100","56","idle","20202"
"1202020004","0.43","5","-1085","110","1","-210","110","55","idle","20202"
"1202020005","0.55","5","283","1000","0","-183","1000","52","empty","20202"
"1202020006","0.55","5","450","1001","0","-239","1001","53","empty","20202"
"1202020007","0","31","0","202000","","1","0","0","","20202"
"1202020008","0","31","0","202004","","1","202004","0","","20202"
"1202020009","0","31","0","3","","1","3","0","","20202"
"1202020010","0","31","0","6","","1","4","0","","20202"
"1202020011","0","31","-25","202003","","1","202003","-186","","20202"
"1202020012","0","31","-210","900004","","1","6","-372","","20202"
"1202020013","0","31","-215","202005","","1","202005","340","","20202"
"1202020014","","91","","0","","","0","","","20202"
"1202020015","","32","","3","","","1","","","20202"
"1202020016","","93","","0.2","","","0","","","20202"
"1202020017","","32","","0","","","1","","","20202"
"1202020018","","32","","202004","","","1","","","20202"
"1202020019","","3","","100","","","idle","1","","20202"
"1202020020","","3","","110","","","idle","1","","20202"
"1202020021","","2","0","100","","","-372","-210","","20202"
"1202020022","","2","0","110","","","-372","-210","","20202"
"1202020023","","3","","105811","","","shortcut_surprise_loop","1","","20202"
"1202020024","","2","0","105811","","","-126","-255","","20202"
"1202020025","0.2","3","","1000","","","idle","1","","20202"
"1202020026","0.2","3","","1001","","","idle","1","","20202"
"1202020027","","93","","0.2","","","0","","","20202"
"1202020028","","21","","vo_caravan","","","vo_caravan_chikamichi_002","0","","20202"
"1202020029","","23","","se_caravan","","","se_caravan_chikamiti_drama_second_one","0","","20202"
"1202020030","0.1","3","shortcut_throw_loop","105811","0.2","1","shortcut_throw","0","","20202"
"1202020031","","3","","202000","","","shortcut_throw","0","","20202"
"1202020032","","93","","1.2","","","0","","","20202"
"1202020033","","23","","se_caravan","","","se_caravan_chikamiti_drama_second_two","0","","20202"
"1202020034","0.1","3","idle","1000","0.1","1","joy","0","","20202"
"1202020035","0.1","3","idle","1001","0.1","1","joy","0","","20202"
"1202020036","","32","","202005","","","1","","","20202"
"1202020037","","93","","0.5","","","0","","","20202"
"1202020038","0.1","3","shortcut_relief_loop","105811","0.1","1","shortcut_relief","0","","20202"
"1202020039","","93","","1.4","","","0","","","20202"
"1202020040","0.1","3","move_pass_loop","1000","0.1","1","move_pass","0","","20202"
"1202020041","0.1","3","move_pass_loop","1001","0.1","1","move_pass","0","","20202"
"1202020042","","93","","0.1","","","0","","","20202"
"1202020043","","23","","se_caravan","","","se_caravan_chikamiti_drama_second_three","0","","20202"
"1202020044","","93","","0.3","","","0","","","20202"
"1202020045","0.2","3","","105811","","","shortcut_run","1","","20202"
"1202020046","","2","3.4","105811","","0","1746","-255","","20202"
"1202020047","","32","","202003","","","1","","","20202"
"1202020048","","33","3.4","202003","","0","1686","-25","","20202"
"1202020049","0.2","3","","100","","","run","1","","20202"
"1202020050","0.2","3","","110","","","run","1","","20202"
"1202020051","","32","","6","","","1","","","20202"
"1202020052","","2","3.4","100","","0","1500","-210","","20202"
"1202020053","","2","3.4","110","","0","1500","-210","","20202"
"1202020054","","33","3.4","6","","0","1500","-210","","20202"
"1202020055","","93","","0.6","","","0","","","20202"
"1202020056","","101","","1202020057","","","","","","20202"
"1202020057","","32","","4","","","1","","","20202"
"1202020058","","93","","0.7","","","0","","","20202"
"1202020059","0","6","1","100","0","0","1","1","","20202"
"1202020060","0","6","1","110","0","0","1","1","","20202"
"1202020061","","32","","0","","","0","","","20202"
"1202020062","","32","","202004","","","0","","","20202"
"1202020063","","32","","6","","","0","","","20202"
"1202020064","","32","","202003","","","0","","","20202"
"1202020065","","32","","202005","","","0","","","20202"
"1202020066","0","6","1","105811","0","0","1","1","","20202"
"1202020067","0","6","1","202000","0","0","1","1","","20202"
"1202020068","0","6","1","1000","0","0","1","1","","20202"
"1202020069","0","6","1","1001","0","0","1","1","","20202"
"1202020070","","24","","se_caravan_chikamiti_drama_second_one","","","0.5","","","20202"
"1202020071","","24","","se_caravan_chikamiti_drama_second_two","","","0.5","","","20202"
"1202020072","","24","","se_caravan_chikamiti_drama_second_three","","","0.5","","","20202"
"1202020073","","93","","1","","","0","","","20202"
"1901010001","1","1","0","1","0","-34","105811","62","empty","90101"
"1901010002","1","1","0","1","0","-34","105911","66","empty","90101"
"1901010003","1","1","0","1","0","-34","106011","64","empty","90101"
"1901010004","1","1","0","1","0","-34","106411","65","empty","90101"
"1901010005","1","1","0","1","0","-34","118511","52","empty","90101"
"1901010006","0.4","5","-1085","100","1","-266","100","58","idle","90101"
"1901010007","0.4","5","-1085","110","1","-266","110","56","idle","90101"
"1901010008","0","31","0","901000","","1","0","-300","","90101"
"1901010009","0","31","0","900001","","1","1","0","","90101"
"1901010010","0","31","0","900002","","1","2","0","","90101"
"1901010011","0","31","-266","900004","","1","4","-1085","","90101"
"1901010012","0","31","0","900005","","1","5","0","","90101"
"1901010013","0","31","-34","900009","","1","9","0","","90101"
"1901010014","","91","","0","","","0","","","90101"
"1901010015","","32","","1","","","1","","","90101"
"1901010016","","93","","0.7","","","0","","","90101"
"1901010017","","32","","0","","","1","","","90101"
"1901010018","","32","","9","","","1","","","90101"
"1901010019","0","3","","118511","","","checkpoint_karin_idle","1","","90101"
"1901010020","","26","","0.5","","","","","","90101"
"1901010021","","23","","se_caravan","","","se_caravan_goal_amb","0","","90101"
"1901010022","","93","","0.9","","","0","","","90101"
"1901010023","","23","","se_caravan","","","se_caravan_goal_onigiri","0","","90101"
"1901010024","","93","","0.5","","","0","","","90101"
"1901010025","0","3","idle","100","0","1","run_checkpoint","0","","90101"
"1901010026","0","3","idle","110","0","1","run_checkpoint","0","","90101"
"1901010027","","32","","4","","","1","","","90101"
"1901010028","","2","2.5","100","","11","67","-276","","90101"
"1901010029","","2","2.5","110","","11","67","-276","","90101"
"1901010030","","33","2.5","4","","11","67","-276","","90101"
"1901010031","","93","","2","","","0","","","90101"
"1901010032","","23","","se_caravan","","","se_caravan_goal_chara_appear","0","","90101"
"1901010033","0","3","checkpoint_peko_loop","105811","0","1","checkpoint_peko_in","0","","90101"
"1901010034","0","3","checkpoint_kokkoro_loop","105911","0","1","checkpoint_kokkoro_in","0","","90101"
"1901010035","0","3","checkpoint_kyaru_loop","106011","0","1","checkpoint_kyaru_in","0","","90101"
"1901010036","0","3","checkpoint_shefy_loop","106411","0","1","checkpoint_shefy_in","0","","90101"
"1901010037","","140","","6","","","0","0","","90101"
"1901010038","","93","","1.6","","","0","","","90101"
"1901010039","","23","","se_caravan","","","se_caravan_goal_arrival","0","","90101"
"1901010040","","32","","5","","","1","","","90101"
"1901010041","0.2","3","","118511","","","checkpoint_karin_clap","1","","90101"
"1901010042","","93","","3","","","0","","","90101"
"1901010043","","101","","1901010044","","","","","","90101"
"1901010044","","25","","bgm_MC043","","","bgm_MC043","","","90101"
"1901010045","","32","","4","","","0","","","90101"
"1901010046","","113","","1","","","","","","90101"
"1901010047","","93","","0.3","","","0","","","90101"
"1901010048","","32","","2","","","1","","","90101"
"1901010049","","93","","0.4","","","0","","","90101"
"1901010050","0","6","1","100","0","0","1","1","","90101"
"1901010051","0","6","1","110","0","0","1","1","","90101"
"1901010052","","32","","0","","","0","","","90101"
"1901010053","","32","","5","","","0","","","90101"
"1901010054","","32","","9","","","0","","","90101"
"1901010055","0","6","1","105811","0","0","1","1","","90101"
"1901010056","0","6","1","105911","0","0","1","1","","90101"
"1901010057","0","6","1","106011","0","0","1","1","","90101"
"1901010058","0","6","1","106411","0","0","1","1","","90101"
"1901010059","0","6","1","118511","0","0","1","1","","90101"
"1901010060","","91","","0","","","","","","90101"
"1901020001","1","1","0","1","0","-34","105811","62","empty","90102"
"1901020002","1","1","0","1","0","-34","105911","66","empty","90102"
"1901020003","1","1","0","1","0","-34","106011","64","empty","90102"
"1901020004","1","1","0","1","0","-34","106411","64","empty","90102"
"1901020005","1","1","0","1","0","-34","118511","52","empty","90102"
"1901020006","1","5","0","900000","0","-34","900000","54","empty","90102"
"1901020007","0","6","1","105811","0","1","1","1","","90102"
"1901020008","0","6","1","105911","0","1","1","1","","90102"
"1901020009","0","6","1","106011","0","1","1","1","","90102"
"1901020010","0","6","1","106411","0","1","1","1","","90102"
"1901020011","0","6","1","118511","0","1","1","1","","90102"
"1901020012","0","2","0","105811","0","1","0","-34","","90102"
"1901020013","0","2","0","105911","0","1","0","-34","","90102"
"1901020014","0","2","0","106011","0","1","0","-34","","90102"
"1901020015","0","2","0","106411","0","1","0","-34","","90102"
"1901020016","1","31","0","901001","","1","901001","-300","","90102"
"1901020017","0","31","0","900002","","1","900002","0","","90102"
"1901020018","0","31","0","900003","","1","900003","0","","90102"
"1901020019","0","31","0","900006","","1","900006","0","","90102"
"1901020020","0","31","0","900008","","1","900008","0","","90102"
"1901020021","","91","","0","","","0","","","90102"
"1901020022","0","3","","105811","","","treasure_peko","1","","90102"
"1901020023","0","3","","105911","","","treasure_kokkoro","1","","90102"
"1901020024","0","3","","106011","","","treasure_kyaru","1","","90102"
"1901020025","0","3","","106411","","","treasure_shefy","1","","90102"
"1901020026","0","3","","118511","","","treasure_karin_normal","0","","90102"
"1901020027","0","3","","900000","","","treasure_karin_normal","0","","90102"
"1901020028","","32","","900006","","","1","","","90102"
"1901020029","","32","","900008","","","1","","","90102"
"1901020030","","93","","0.4","","","0","","","90102"
"1901020031","","140","","7","","","0","0","","90102"
"1901020032","","93","","3.9","","","0","","","90102"
"1901020033","","101","","1901020035","","","","","","90102"
"1901020034","","32","","900006","","","0","","","90102"
"1901020035","0.1","113","1","2","0","0","","1","","90102"
"1901020036","","93","","0.2","","","0","","","90102"
"1901020037","","32","","900003","","","1","","","90102"
"1901020038","","93","","0.2","","","0","","","90102"
"1901020039","","32","","901001","","","0","","","90102"
"1901020040","","32","","900006","","","0","","","90102"
"1901020041","0","6","1","105811","0","0","1","1","","90102"
"1901020042","0","6","1","105911","0","0","1","1","","90102"
"1901020043","0","6","1","106011","0","0","1","1","","90102"
"1901020044","0","6","1","106411","0","0","1","1","","90102"
"1901020045","0","6","1","118511","0","0","1","1","","90102"
"1901020046","0","6","1","900000","0","0","1","1","","90102"
"1901020047","","93","","0.1","","","0","","","90102"
"1901030001","1","1","0","1","0","-34","105811","62","empty","90103"
"1901030002","1","1","0","1","0","-34","105911","66","empty","90103"
"1901030003","1","1","0","1","0","-34","106011","64","empty","90103"
"1901030004","1","1","0","1","0","-34","106411","64","empty","90103"
"1901030005","1","1","0","1","0","-34","118511","52","empty","90103"
